Hybridization REF	TCGA-AN-A046-01A-21R-A034-07
C7orf51	0.0635
C7orf13	-1.685
GPR31	0.5835
SIAH1	-0.749
LHX1	1.017
SH2D4A	1.2305
EIF4B	0.169
BTF3L4	-0.40325
KRT2	2.6105
GOLGA7	-0.1155
MAGEC2	-6.8005
BLOC1S1	0.392
STX3	0.0406666666666667
FLJ35220	0.42725
NXPH4	-0.231125
MCTS1	-0.36925
C6orf156	-2.4245
TGM1	-0.805333333333333
SLC37A4	-0.965
FAM92B	-0.07775
SLC25A25	0.5497
ZC3H13	-0.195583333333333
GPX6	1.1335
WDR81	-0.03475
THOC3	-0.824833333333333
PHACTR4	-0.20775
ACYP1	-1.07025
ARPC2	-0.228833333333333
ENG	-0.31025
P2RY13	1.465625
GAPVD1	0.31645
CCNO	-0.2212
C9orf64	0.723
RXRG	-0.311
C7orf45	-0.4665
ZNF140	0.74725
SULT1E1	-0.978666666666667
RGPD4	-0.23125
CGB7	1.062
C9orf142	0.09525
BRD9	-0.613
tcag7.350	-0.74875
OR2M5	0.421
OGT	-0.822
SYT1	-1.42325
ACRV1	-1.02216666666667
CMPK	-0.0815
BHLHB5	1.66416666666667
MARCH2	1.59621428571429
ASXL3	-3.21725
RPIA	-0.483
RFXDC1	0.178
HIST1H1B	-1.63625
ZNF701	1.46
KCNT2	-0.086
CCDC36	-1.213875
SLC11A2	-0.590375
NBEAL2	0.494333333333333
RP4-691N24.1	-2.19675
TYROBP	3.72925
PLA2G2F	-0.33675
TCP11	-0.06725
OR4K13	-0.0535
C15orf21	-1.19275
OR4F15	0.7785
FAM108C1	2.0195
ASAM	-2.416375
NPHP4	-1.333
SFRP5	0.172166666666667
OR56A3	0.103
EBAG9	0.0118333333333333
LOC100101267	-0.082
UROD	-1.56833333333333
ARL9	1.0975
PDE2A	-2.31166666666667
TUBB2A	-1.84183333333333
RPL36	0.992666666666667
ASPM	-1.909
RBCK1	0.333666666666667
AFF2	-1.44316666666667
STARD6	-0.107
ZDHHC8	0.264
EXOD1	-2.5239
PLXNA2	0.578333333333333
ACTL6B	0.603666666666667
ANKRD41	-0.857833333333333
IL2RA	3.009125
PNRC2	-0.2035
DENND2C	-0.0410000000000001
STXBP5L	-2.932
TBCC	0.34525
NSF	-0.299
KCNJ1	0.973166666666667
KIF2B	-0.493
KRT73	-0.479
C7orf47	-0.442
NFASC	0.207
SFRS15	-0.26775
CLCA4	0.005
ZNF597	0.0596666666666667
SCGB1D1	4.9395
LONRF3	-1.6575
OR2J3	-0.3185
SMURF1	-0.219125
C14orf102	0.39925
HNRPDL	-0.3847
ANKRD39	0.30075
BTNL8	-0.27025
CSTF2	-1.22075
CABP4	0.388
TMEM95	0.61425
HTR1F	-0.332
SCPEP1	0.58025
PRSS12	-2.746875
SLC28A2	-0.084
INHBA	2.37933333333333
RP11-298P3.3	-0.9835
UGDH	-1.29416666666667
SLC36A1	0.406
PLCB1	-2.42616666666667
SEPP1	-0.273
SRXN1	0.409375
LOXL2	-1.097
SERPINA7	-5.44116666666667
LOC201229	1.13775
CHRNA1	0.41225
DENR	-1.19166666666667
RARRES2	0.6425
SENP2	-0.2445
XPNPEP1	-0.2015
PCGF5	0.1846
HIST1H1T	0.9925
CDK5RAP1	-0.98675
PRKG1	0.9005
RASGRP1	1.2656
CFI	-2.9685
KIR2DL3	1.1555
FOXRED2	-0.0245714285714286
FABP1	-6.91175
TRIM7	-2.51025
CYP20A1	0.371772727272727
CYTL1	-3.947
SORBS1	0.254166666666667
PEA15	1.127
GUCY1A2	1.82416666666667
ZSWIM2	null
PH-4	1.29675
PACSIN1	-0.480875
LOC152586	0.272
UMODL1	-0.118
KREMEN1	-0.1305
FLJ35773	4.001
RFPL4B	-0.0735
SNAP23	-0.28075
STXBP6	-3.437
C6orf115	-0.6855
ZBTB33	0.106
CHST9	-2.74783333333333
MGA	-0.58675
FAM128B	0.294
GPR4	3.15733333333333
KIAA1957	-1.48
GSTK1	-0.0796666666666667
CLCN5	-0.80725
FBXW5	0.3595
FUSIP1	-0.917571428571429
MAG	-0.7165
FLT3	2.86033333333333
STRA8	0.456
SERPINB4	-4.6015
JMY	-1.91966666666667
DLK2	-0.795833333333333
ZNF451	-0.3429
HES6	-1.10775
FGF9	-2.3755
VNN1	-1.23316666666667
SRPK2	0.9635
ALDH3A1	-2.2412
CDX4	0.013
SPG21	-0.2145
ZNF302	0.7352
DOK3	0.706875
GRIN1	1.12814285714286
OR1A1	0.205166666666667
CALU	-0.376333333333333
ANKFY1	-1.12
C9orf84	-0.8915
CLEC2L	-0.583
LIMCH1	-0.056
RWDD1	0.984833333333333
VHLL	-0.314
SLC18A2	-0.064
UPK3A	0.6285
FIP1L1	-0.11075
LENEP	-0.2575
RHOB	3.28216666666667
RIBC2	0.77425
GNPNAT1	-0.228875
TBC1D10C	0.462
MMAA	1.80675
INTS9	0.5175
HOOK2	-0.046
CCNG1	-1.67033333333333
CCDC144B	-1.8645
MTMR7	0.605
NEU4	-2.85483333333333
HADH	-0.269
CCKAR	0.5295
TMEM173	1.0955
AFAR3	0.19175
PTH2R	0.780375
IFI30	1.9965
GLUL	1.7925
TMEM71	0.1175
C20orf165	-0.27925
BFAR	-0.039125
ZNF14	1.328
KLHL8	-0.341571428571429
PPIL2	0.424333333333333
CTA-126B4.3	0.231833333333333
C5orf37	-0.8
SLC27A4	0.236833333333333
KLHL22	0.62725
GJB2	3.2811
HSPBP1	-0.156
PRKD1	-1.24133333333333
SOX8	-0.4775
KIAA0195	-0.0138333333333333
MICALCL	2.13333333333333
ICAM1	-0.454625
C10orf126	0.492
SIX4	-1.80375
BCL2L1	0.2669
CD19	-0.509833333333333
RAPGEF3	1.7355
KIAA0974	-0.262
MAPK3	-0.402166666666667
OR10A3	0.713
MAP2K1IP1	0.227
STK4	-0.4005
CHIC2	-0.26
DLX5	-0.568333333333333
ZNF367	-1.8845
FBXO41	0.25825
ADK	-0.58075
hCG_1995786	-0.258666666666667
GTPBP10	-0.645125
TGOLN2	0.939875
CTBS	-0.355166666666667
FGD1	-0.10675
ETS1	0.194166666666667
EDC4	-0.805625
GSTA3	-2.2325
HOXB6	-0.935
C9orf131	0.1235
BCAS1	0.5545
U2AF1L4	0.125
PDHA2	0.365833333333333
SORD	1.313375
SLC25A33	-0.2215
WDHD1	-2.29375
OR8K5	0.613
RNASE11	0.517
STAP2	1.515
TRIM44	0.209
CHCHD8	-0.2925
SIDT2	0.730333333333333
OR2B3	0.1865
TRRAP	-0.053
TRAF1	0.53875
RYR2	-1.63825
FAM71B	0.505
SLC45A4	0.61725
TRIM32	0.19925
ATP6V1G1	0.64875
TRA16	-0.177625
SERHL2	1.259
PRKY	-0.66
NPR2	-0.57425
TAS2R40	-0.228333333333333
OR5I1	0.415666666666667
ZFYVE26	0.308333333333333
WFDC11	0.1815
CSH2	0.538
OR2T8	0.20425
TBX20	-1.172
LYPD5	3.32633333333333
STOML2	-0.566166666666667
ALPI	0.225375
FAT3	-0.00937500000000002
ZNF273	-0.2068125
NPSR1	0.4975
FLAD1	0.4545
RAB5C	-0.610625
TTLL3	-1.098625
KIAA1618	0.448333333333333
NPPC	-0.341
ZEB2	0.5123
MRP63	0.62175
WSCD2	-0.51725
NEUROD4	-1.1025
SNAPAP	0.3465
MTMR2	-1.12147058823529
STK35	0.243375
USP48	-0.78875
NR1H4	-3.54775
RASL10A	1.11525
SSTR1	-2.54275
C1orf35	-0.376
APOBEC3C	-0.632
RUSC2	0.0193333333333333
SALL4	-2.07175
ZCCHC8	-0.73425
RAD17	-0.3245
ZNF708	0.0605
LILRB5	2.649625
TEX12	-0.2845
C9orf79	-0.4065
ARHGEF1	0.391333333333333
ABCA4	-0.406333333333333
RNF214	-0.64175
PPAPDC2	1.2835
ARID4A	0.539666666666667
SYCP2	-1.879375
OPRM1	0.309
RP13-102H20.1	-4.939
CYP26B1	-0.710833333333333
APCDD1	0.788166666666667
PCCA	-1.73475
ALS2CR7	0.4905
AQP5	-0.179666666666667
YLPM1	-0.238
PRKAR1B	0.2495
IL16	0.7726
TCF3	-0.946125
ZSWIM7	-0.5485
SERPINE1	0.6678
BAI2	1.49875
SMC5	-0.8135
SMN1	-0.686166666666667
SLC13A5	-2.745125
POU2F3	1.6495
BACH1	-0.975166666666667
GMCL1L	0.240666666666667
PPP2R2D	1.249
LRRC51	1.67941666666667
EDARADD	-0.54
LRRC3	-0.018
FAM124B	-1.37075
C20orf70	0.0725
LOC285735	-2.1945
CTBP2	1.2504
ZMYND11	1.103
CDH23	0.59625
OR1N1	0.475
LOC400590	-0.12475
PDK1	-2.279125
LMTK3	1.1125
USHBP1	0.9189375
ZFYVE21	0.3855
hCG_21078	0.553875
OAF	-0.41425
WDR41	-1.33225
SPINK6	-0.6255
GDEP	-0.236
MEG3	-1.0522
OXSR1	-0.0804285714285714
RAD51	-2.63533333333333
RPL13A	1.249
DYRK1A	0.1529
FLJ25791	1.80375
SARDH	-0.681
RBBP5	0.261333333333333
ORC2L	-0.9005
NCAPH2	-0.467833333333333
RNASET2	0.812666666666667
WDR79	-1.17983333333333
FLJ39779	-0.7445
C3orf1	-0.39025
DDX23	0.2675
MGC40574	1.1245
MORC4	0.4465
MYRIP	2.12454545454545
LY6E	0.9975
SLC39A11	1.599875
ATP12A	0.0025
AUP1	0.31125
PIP	6.661
CORO7	-0.467
PITPNM3	-0.2935
ENPP1	0.164666666666667
PPP1R1C	-3.25366666666667
NRBP2	0.1975
KCNE2	1.5585
P2RX4	1.982
CCND2	-2.07628571428571
OR5T3	0.557
CUL4A	0.0816666666666667
CFB	3.7635
PCP4	-3.22516666666667
HEMGN	-5.8855
UBIAD1	0.1745
CDC42BPB	-0.3034
CYB561D1	1.575
RIMS2	-1.375125
ZNF488	-2.217
RNMTL1	-0.107
SART3	-0.100833333333333
CAPN10	-0.293071428571429
CCR5	4.64966666666667
APOA1BP	0.453
NDUFS5	-0.26225
PDLIM3	0.8586
VPS24	0.6741
SCN8A	-1.55671428571429
C1orf67	-1.72166666666667
MRCL3	0.612833333333333
TMEM145	-0.2275
KCTD16	-0.308166666666667
RNF149	0.71425
FDXR	-1.55825
CDCP1	1.17066666666667
PAX3	-1.4946
LASS4	2.297
HSD17B8	0.45625
YAP1	0.097375
NNT	-2.96325
SC5DL	-0.9405
DKFZp566H0824	-0.738
KSR2	0.468833333333333
RAD21	-0.725
ST8SIA2	0.70575
L3MBTL3	-0.38225
SNRPB	-0.87525
MGC14425	-1.3255
MIF	0.626375
TAPT1	1.422125
IRF8	2.3753
PRO0132	2.218
HERV-FRD	0.063
ACD	-1.347
BCL3	1.871
SPATA13	1.908
MRLC2	0.68725
F2RL3	0.208
CFHR3	1.5725
DUSP15	1.07116666666667
TMEM46	0.505333333333333
SF3B4	0.251333333333333
MAP7D3	-1.10225
STELLAR	-0.576
SEMA5A	-1.223
H2BFS	0.773
LRRC28	-0.414
MORN2	0.8265
XYLB	-1.005625
WDR21C	0.204
HIATL1	-0.359125
ADAMTS10	0.880833333333333
WDR55	0.546
MFSD5	0.720833333333333
OR4N2	0.478
DUSP16	1.41994444444444
NLGN4Y	-2.33344444444444
INHBC	0.0530833333333333
NUMA1	1.3635
DEFB123	0.0345
GIPC1	0.222
MGC27348	-0.71
FLJ33590	0.4945
FZD1	1.3761
MKL1	0.876333333333333
SAA2	3.3685
C1orf94	-2.83
C7orf28B	-0.884
TMEM185A	0.75115
ZZZ3	-0.2895
C16orf5	-0.615833333333333
GALNAC4S-6ST	-0.145
C1orf186	0.76625
IGFBP4	0.337666666666667
NDUFA10	0.302666666666667
CLIC2	-0.02025
RNF13	0.168
GPR103	-2.972
CD69	-1.39125
MYOZ1	0.647
IFNB1	0.054
CLNS1A	-0.5815
CXorf45	-1.918
ZXDB	0.492
FUNDC2	0.20325
GPA33	0.085
C9orf70	0.689
SLC2A9	-0.238875
LOC126520	-0.4095
MAGEB1	-1.12725
LCE2A	0.0415
C18orf34	1.066
FMNL2	-0.80575
KRT85	0.7265
CRYGA	0.107
GEM	2.3595
THAP6	0.8798
ALKBH3	0.8695
TM6SF2	0.25
C20orf82	1.2835
RANBP2	-0.0728333333333333
LIG3	0.228
RETSAT	1.342125
OR8S1	0.786
CAST	-0.6765
TGFBI	-0.2343
C15orf37	-0.430625
PGM3	-0.425
SLC4A11	-1.591
FAM123C	-0.0648333333333334
TAOK1	0.818
CISH	2.25875
OGDHL	-4.177
SPINT2	2.545
ZNF33A	0.556
CLDN18	0.1835
RNF128	-3.645125
CCDC71	-1.0125
RASSF6	0.0618333333333333
HSPG2	0.9575
ATP6V0E1	1.362625
ABHD6	-1.1485
CD274	1.3215
GCNT1	-0.56925
NT5C1A	0.150666666666667
TM4SF5	-4.31075
C21orf58	-1.59333333333333
SUCLA2	-0.79425
RFTN2	1.67875
SCNM1	-0.1915
SLC9A10	1.4665
FUNDC1	0.08925
SLC35F4	-2.55125
AMD1	-0.556
COL6A6	4.04275
OR4K2	0.1
TRIB2	1.00891666666667
LOC91461	-2.438
GHSR	0.366
ATP8B1	1.8845
C1orf78	2.54616666666667
RNF183	-0.268333333333333
STX4	0.0724
TPPP2	-0.883125
MYBPHL	-1.6885
TXNDC6	-0.3816
C9orf47	3.724
FAM137B	1.001
FANCB	-2.58075
C11orf9	-1.5505
DPY19L1	-1.617
VDAC2	-0.3935
VHL	-0.751
LMBR1	-0.39475
C8orf44	-0.50525
ZPBP	0.121
FGF23	-1.32
C21orf67	-0.0945
PCNT	-0.784
BCKDHB	0.9738
GALNTL5	-0.986
BET1	-0.979625
ARL13A	0.164
HDAC6	-0.88575
N4BP3	2.293
OTOP1	0.0495
TTC30A	0.591125
CRISP1	1.5285
KRT32	0.335
VSTM1	1.152
ZNF622	0.32975
POLR3B	-1.5303
DNAJC10	-0.74575
C12orf54	0.6565
ADIPOQ	3.39733333333333
RIT2	0.2855
CD44	0.57485
ABCA3	2.20275
RPS17	-0.821
FEZF1	-0.4055
PCDHB15	-1.373
KCNMA1	-0.524363636363636
CCDC116	-2.256
C15orf27	-1.357
NARG2	0.196
ITGA5	-0.835125
MEFV	0.9255
TUT1	-0.455375
LOC541473	-0.22375
NMBR	0.9895
GLT1D1	-2.02733333333333
ABCB7	-0.5165
PFKP	-2.42018181818182
C9orf91	1.0667
LRRC41	0.6275
C1orf85	0.00216666666666667
ATP5F1	-0.494125
STOX1	0.428875
GFOD2	0.34675
SLC25A3	-0.154625
ZNF646	0.157
ZAR1	-0.7095
OSTbeta	-2.12025
GALNT3	0.40725
IFT122	0.537666666666667
LDB3	0.2267
GARNL1	0.396357142857143
HOMEZ	0.668333333333333
LRRC6	1.586
ANGPTL5	-1.0845
UBAC1	-0.1875
DLEU7	-1.3665
RPL19	0.1345
TOP1MT	-0.387833333333333
LOC643641	0.443875
MBD3L2	0.287
NTSR1	0.403
WISP2	0.76725
GPSM2	-1.832375
RDH10	-0.6186
PRKCG	0.1115
HIST1H4J	1.7055
MON1B	0.3606
MLF1IP	-2.0375
ZNF446	0.699375
COL4A5	2.0481
SLC26A1	0.708785714285714
RGN	-2.123
CCNB1	-2.2325
C9orf165	0.2505
CCDC28B	-0.18575
CCDC97	0.77175
FGR	2.22425
MSRB3	0.1064
EPN2	-0.6705
COX15	-0.170333333333333
KCNK6	2.1919
XK	-6.742
GDA	-5.4205
HEPH	-1.1475
THRAP3	0.567625
MET	-2.77271428571429
PHYHIP	-0.23375
LYAR	-1.51233333333333
ING3	-1.258
AK7	-2.78725
CCT8L2	-0.1315
COPS7A	0.131333333333333
WSCD1	-1.5295
RNF185	0.993875
TNS3	0.915
KNDC1	-0.9595
RWDD4A	-0.328333333333333
MED13L	2.0897
ZFYVE1	0.563875
C7orf44	-1.61766666666667
MRPL1	-0.252
STGC3	-1.52625
TEAD1	-0.741166666666667
RPL7A	0.590214285714286
ARL6IP1	0.1863
C1orf178	-0.7215
CTAGE5	0.642
TMEM184A	0.622166666666667
SLC25A14	-0.50625
CACNG5	0.36325
ATXN10	0.1882
ECH1	0.1069
CCL22	1.0245
CYP2F1	-1.966
GADL1	0.45
TMEM19	-0.4401
RUNX3	0.95725
EFNB1	-0.749333333333333
LIPN	0.139
ACSM3	-4.756
SIGLEC8	2.4205
ASCC3L1	-0.4005
NOL8	-0.26425
RELT	-0.695333333333333
Magmas	0.05975
PPP1R15B	-0.3495
C11orf2	1.0215
VKORC1	-0.6885
MGC26647	1.89675
TRPM6	0.0408181818181818
UGT2B7	-6.568
FEV	0.2195
FOXK2	-0.1521
PDCD5	-0.426
SLC8A1	1.8674
DGUOK	-0.0148333333333333
CLDN16	0.5475
GAGE1	-1.566
RBM17	0.5398
C1QTNF3	0.283
VGLL3	0.3825
UNQ5830	0.081
CD1A	-1.01716666666667
SCGB1C1	0.1175
SUPT4H1	-0.262
TRAF5	-0.30225
ASAHL	1.264625
FAM73A	0.414
OR6B1	0.5615
WHSC1	-1.48405
GFPT2	-0.0625
LOC339809	1.227
STARD5	0.343
SIP1	-1.50025
DNAJC15	0.41025
STAU2	-0.3769375
FAM98A	0.399375
RAD23B	-0.00168750000000001
LRRC33	-0.559
CHRAC1	-0.38125
C21orf89	0.48925
C19orf43	0.700666666666667
KLK8	-3.31016666666667
CCNE1	-2.7215
PKDREJ	-0.249333333333333
SSU72	0.4395
C17orf73	0.394
GPR78	1.4595
WHSC1L1	0.5634
GSTA2	-3.10125
SMUG1	0.2505
UFM1	0.7457
AP3M2	-0.140333333333333
USP14	-0.030875
FBXL14	-0.1975
DSTN	1.215
SFRS14	0.227
FBXO31	-0.582333333333333
C12orf40	-0.82275
FRS2	0.8715
NR2E3	1.18925
TUBB2C	0.51975
GMPR	-0.195833333333333
C9orf139	0.488
ING5	-0.0507857142857143
LOC730092	-0.201166666666667
ORM1	-3.786
RP11-11C5.2	-1.73975
HSPD1	-0.925
PIWIL3	-0.49975
C5orf13	-0.9707
OR5R1	0.1135
LCOR	0.670375
PLEKHA9	-0.3895
CCDC43	-0.482
ZNF232	-0.964
SLC6A7	0.285
ADH5	-1.21933333333333
SHBG	-1.49583333333333
CROCCL2	-0.55275
PANX3	0.217
CDIPT	0.0175
SLC16A5	-0.56425
TUBB	-0.71925
TOR3A	-0.2473
PREP	-0.176666666666667
ENTPD8	-0.024
CHMP1B	0.0765
SYT12	-0.6889
MYH6	-1.9498
MAP3K13	0.563333333333333
KLHL30	0.293166666666667
LCMT1	-0.1845
EIF1AX	0.5365
FOXD4L1	1.369
SLC24A5	0.0095
RNF166	-0.3476
TJAP1	0.00899999999999999
TMEM156	-0.154666666666667
ZNF239	1.49675
SNX19	1.1209
GKN1	-0.1365
FCN1	2.354
C1QL1	-1.35025
ATP11C	-0.54375
ZNF35	1.326
CARD8	-0.260875
LIMD1	0.573333333333333
KIAA0286	-1.99
XRN2	-0.52
CD6	1.26916666666667
TOX3	3.37
ZSCAN4	-1.746
RSRC1	-0.8445
COG1	0.19525
PTRF	-0.207
C16orf35	-0.84525
FBXO24	-0.29025
CHST11	-0.091
THRB	1.0874
MYBPC1	2.3315
RNF39	2.23883333333333
PSMD11	-0.8185
ALAD	0.831
EN1	1.58375
SLC9A9	0.0785
GSTM4	0.1482
CDC42BPA	-1.62052631578947
RCSD1	-0.42375
LUC7L2	-0.9152
SPTBN1	-0.6682
LOC146167	0.599
BAT5	1.0608
ZNF452	-2.51
LSM4	-0.651375
SRP72	0.205333333333333
SGK269	-0.324666666666667
MTX1	-0.30825
CENTA1	-0.1905
UNQ9433	-0.051
ATR	-0.462
DDX49	0.72
PAQR8	-1.31333333333333
C14orf174	-0.325
GBGT1	-0.00674999999999999
THAP1	-0.345
OR10K1	0.935
RASIP1	-1.58216666666667
DPYD	0.0678
DOHH	0.1855
C18orf45	1.709
POF1B	-1.57422222222222
ZNF552	3.69875
USP32	-1.492375
MED27	-0.784833333333333
C14orf149	-0.8375
PRDX4	-0.364666666666667
ABHD12	1.8282
AGT	-5.19975
SLC22A14	0.165
C1orf58	-0.615
PILRA	0.07375
ABCF2	-0.390375
C17orf85	-0.79
TKTL1	-0.9905
FGF1	1.5898
IL6R	0.487666666666667
VPS25	-0.33775
CHRNB2	-0.277
COL7A1	-1.4227
LRRC48	2.64433333333333
SPG20	-0.221333333333333
COX10	-0.53275
GCA	-0.274
ECEL1	0.694333333333333
GLG1	-0.7045
SRD5A2L2	0.05675
MUTYH	-1.560125
ZNF70	0.04675
L2HGDH	-1.096
GPATCH2	0.40025
ZNF655	-1.903375
ZNF227	0.365166666666667
MCOLN2	1.23583333333333
NQO2	-0.1705
KCNQ5	0.019
NEU1	0.692833333333333
QRICH1	-0.3145
ZBTB20	0.859333333333333
RPUSD3	-0.60275
EPGN	-1.7545
TSN	-0.20925
SPRY2	-2.78033333333333
LZTFL1	0.746625
GMFB	-0.3475
PBEF1	-0.396
HBG2	-3.1205
TMEM8	-0.445
PALM2-AKAP2	-1.43066666666667
NFYA	0.96675
FAM108A1	1.093375
PBLD	0.763875
NRG4	-2.358
PIGF	-0.6195
PTGER1	0.36825
NOS2A	-0.0243333333333333
C21orf34	-0.757166666666667
C21orf51	0.428666666666667
IL17C	0.463
TRMT6	-0.908166666666667
ETV2	0.496166666666667
CCDC109A	-0.05525
MYLK2	-2.142
ATP10A	2.3006
DPH4	-0.23275
C5orf5	0.267333333333333
KCNA4	0.1012
NMNAT2	-1.624
GLYATL2	3.6565
LSMD1	0.516625
IL23R	-2.89125
NRF1	-0.284
MUC15	-2.2382
PRDM12	-1.767
PAQR4	-1.0735
RBBP6	-0.7289375
IFI27	3.7035
SKAP2	-0.410666666666667
TAGAP	2.22625
TJP3	2.461
C9orf61	1.01825
IDS	0.961785714285714
PARG	-0.4985
LOC131149	-1.892
DYRK4	0.881833333333333
MICALL1	-0.56225
GALR2	0.077
GPBP1L1	0.830125
TBX21	4.4585
KCNJ6	2.38466666666667
GGN	0.839
CASP5	0.788166666666667
RNF182	-5.94
BRD4	-0.06725
DOK4	-1.316375
SLC46A2	1.26433333333333
SOX9	-1.51783333333333
ZNRD1	-0.611333333333333
PRR6	-3.50075
FAU	0.242625
DTNB	2.17483333333333
CARD9	0.2895
STS-1	-0.514666666666667
SLC4A5	0.171125
NSBP1	-1.239
UGCGL2	-1.20908333333333
POTE15	3.056
NOXA1	-0.224
RP13-347D8.3	0.24475
SAMD10	1.43166666666667
EP400NL	-1.174
TCF21	0.2505
AMELX	-0.11925
JPH2	0.1626
SLA	2.250625
DLST	-1.0295
SEPT12	0.924
RGS20	-4.2605
LXN	-0.941833333333333
ZNF419	0.359625
UPK3B	-0.257166666666667
RELL1	0.10275
ESPNL	-1.5955
KLHL21	0.389625
PI15	0.179
C2orf61	-0.5135
LOC407835	0.219666666666667
RER1	1.28808333333333
ELAVL2	-0.513
MGC26718	0.3085
KLF2	2.142
TNFAIP8L3	0.51375
TFE3	0.6035
C11orf17	-0.6055
15E1.2	-1.1185
SNRPC	-0.9865
DLGAP1	-0.59725
PGLYRP1	-0.031
OVCH2	0.1905
IRF7	1.6828
SET	-0.3857
NAB2	0.0183333333333333
LRP5L	0.556
FAM120A	1.3598125
ASCL2	0.4425
SHH	0.014
ATP5H	-0.451666666666667
THPO	-0.306166666666667
TYRP1	-4.29783333333333
HIST1H3E	0.0386666666666667
EIF2S1	-0.353833333333333
TNFRSF17	-2.55366666666667
TARSL2	0.6445
NKX2-8	0.65675
C1orf115	-0.740875
LOC56964	0.766
KIAA0841	-0.74625
ISCU	-0.8445
TTMA	-0.5095
ZNF414	1.143
LOC441150	0.9605
RAB15	0.68075
HBP1	0.3935
TNNT2	-1.716
CECR5	-0.252
PHGDH	-3.719125
JRK	-0.5695
XPO4	-0.6125
FAM131C	1.3225
ARHGAP25	1.625
CA9	-3.29244444444444
GPR62	0.399833333333333
TLX1	0.00699999999999999
GPS1	-0.2785
OR2M2	-0.29
BDP1	0.687428571428571
FAM70B	0.927
RPS29	0.596
MKLN1	-0.4319
TSPAN19	-2.656
SLC29A3	1.2074
LGALS4	-0.239333333333333
USH2A	-0.0283333333333333
NF1	0.3695
APOBEC3A	2.84016666666667
IMPAD1	-0.247
OLR1	3.62133333333333
NRAP	-0.477
HCFC1R1	0.00433333333333333
TAOK2	0.0969999999999999
MCM10	-3.14783333333333
MAP4K3	-0.28325
CBS	-2.790875
CLK3	-0.2383
PCDHGA5	-0.0215
ELF4	0.052125
FAM71A	0.0265
C11orf49	0.11475
CLIP2	-0.51375
BTBD9	0.4473
ZNF524	1.834
KDELR1	0.598
ZNF509	0.248
NCSTN	0.5045
ZNF533	3.71621428571428
PARP4	0.13075
GALNT9	0.293833333333333
NPY	-2.9335
BEGAIN	-2.51966666666667
TMEM77	1.5375
FOXRED1	-1.12833333333333
SLC16A2	-0.9855
SLC35B1	-0.417
GK5	-0.418083333333333
SDCCAG10	-0.7905
C4orf20	-0.18625
SLC9A2	2.6855
ADD1	0.667142857142857
TAL2	0.330333333333333
ACLY	-0.515875
DNAJC1	3.572
SOST	-1.78925
USP43	1.50033333333333
CYP4F12	-1.76925
FKBP5	0.925
CHCHD5	0.7356
NUDT22	0.01275
CCDC85B	-0.2825
OR51G2	0.673
STRN3	0.471714285714286
TMOD2	0.3495
FLI1	0.18675
MAB21L2	1.265
DGKQ	1.03975
VPRBP	0.000333333333333328
SCNN1B	-1.0588
ECHDC3	1.9542
TMEM106C	-1.513
CSNK2A2	-0.585
RPL39	0.6302
HERC3	-0.4664
ZBTB47	1.614
ZNF681	0.24675
PAGE2	-2.7715
CLIC5	2.92242857142857
RABAC1	0.2605
ZFHX2	0.61425
YPEL1	1.46366666666667
KIAA0776	0.61425
NR1D2	0.821
DNAJC4	1.27075
NPNT	4.9545
ZNF677	-0.334
ZNF536	-0.63775
MEF2B	0.5345
PTPN4	-0.66325
CTCFL	-5.5995
STX5	0.5945
CD72	3.091
VEGFA	-0.687315789473684
XRCC1	0.1096
MAS1L	0.6995
ELL	0.4321
SETBP1	1.23125
CDH11	3.5905
NDC80	-1.80538461538462
DMBX1	-2.70625
NRSN1	-0.429333333333333
BAT2D1	-0.284875
CDS2	-0.0651666666666667
C1orf212	-0.324666666666667
SENP3	-0.597875
IL1F9	0.7665
EEF2K	-0.903375
COG8	0.52475
CEP72	-0.862
OR1L8	0.7125
MUS81	-0.441
PHYH	0.5085
GGT6	1.056
C22orf23	-1.22908333333333
C13orf33	2.602625
MAPK8IP2	2.7095
NELL2	1.004
POU3F2	-2.18383333333333
ALPK1	0.664
MRPS18C	-0.7205
RPLP2	0.768625
FGF22	0.539
SPNS1	-0.385333333333333
ZFP1	-0.93125
IL1RAPL1	-1.5655
PCSK9	-4.52883333333333
NKX2-1	-0.044
C6orf189	0.95625
SP4	-0.2715
SLC11A1	1.8355
C21orf25	-0.386833333333333
ICAM2	-0.5275
SH3GL1	0.175666666666667
GSK3B	-0.137833333333333
RALB	0.4755
PDXP	-0.612333333333333
GNGT1	-3.43475
KIR2DL1	0.777
TNFAIP3	1.41475
C6orf32	1.1306
CBLN2	-1.32075
PANK3	0.49675
TAAR9	1.371
WDR82	0.796928571428571
APOM	-3.123875
TRIP10	-0.5425
SPATA16	0.5248
C1orf135	-2.49575
USP51	-1.4
TESK1	1.37475
C11orf64	0.081375
ZNF611	0.8545
PDE6G	0.838833333333333
HLA-DQA1	2.36442857142857
GCLC	0.473625
SEC61A1	0.196357142857143
TWSG1	-0.3265
ZMYND10	3.37875
CTDP1	0.31925
ADAMTS6	0.206333333333333
SLIT1	-1.9455
KRT86	-0.2315
KIAA0574	0.48175
GTPBP2	-0.4439
PQLC3	1.49175
PRRX2	-0.551833333333333
C15orf44	-0.0608333333333333
MKKS	-0.415375
C11orf10	0.19575
GPR110	-0.448625
CD109	-0.923166666666667
ADCY1	0.263
RHBG	-3.662
TP53I3	-0.540625
