Hybridization REF	TCGA-A2-A0EX-01A-21R-A034-07
FOXH1	-0.1135
NFYB	-0.37425
PPM1G	-0.311
GOLGA2LY1	-1.87975
NMT1	-0.473875
HADHA	-0.5572
CHSY-2	2.34
PLEKHF1	1.1805
SAGE1	-1.9055
MUSTN1	1.10775
SUHW4	0.6875
TFEB	1.31233333333333
ZFYVE27	0.0165
ATG12	-0.612166666666667
BMI1	1.18414285714286
ZIM3	0.353666666666667
MYH4	0.39125
MASP1	-0.963833333333333
KIAA0984	0.24525
RPAP2	-0.31625
ASB5	-0.2435
BOLA3	-1.079
MIA3	0.210333333333333
KRT35	0.6755
KIR3DL3	-1.546
MRPL51	-0.765
SEMA3F	0.7175
NDUFB2	0.3525
LOC253012	2.29275
FAM46C	-0.395
G6PC	-2.0575
CSAG3A	-4.90266666666667
PREX1	2.434
SLC25A45	-0.202625
MAPKBP1	0.207
CPE	0.6771
GNB1	-0.8945
CXCR6	1.1035
TRIM46	-0.36075
C16orf3	0.211666666666667
HPSE	-0.98825
TIGD3	-1.058
SPG3A	2.15375
LCAT	-2.20716666666667
ST6GAL1	-1.02461111111111
POMC	0.3035
FLJ36031	-1.1075
NSMAF	-0.569166666666667
SKIL	0.7115
ADSS	0.756333333333333
HMGCS1	-1.71677777777778
POLR3F	-0.290166666666667
RAB10	0.08975
ZNF277P	-0.386875
ZBTB7B	0.827625
DHRS1	0.81325
ABCC13	3.00442857142857
CNOT3	0.14825
NFKBIA	0.7115
GAK	-0.374333333333333
SFT2D2	0.974166666666667
HOXA6	0.0475
CRTC1	0.10925
LY6D	-1.16583333333333
C20orf72	-1.20966666666667
CPT1A	0.54425
LMO1	-2.6005
EIF3I	-0.041
PRB4	0.2885
MCM3APAS	-1.912625
C20orf132	-0.2847
FOXF2	-1.99425
S100A12	-1.35225
MLH1	-0.869166666666667
ACTN1	0.7034
MRPL36	-0.086
C20orf106	-1.38525
FBXO6	0.5765
MKS1	-0.669166666666667
CX3CR1	-0.294875
PDE1B	0.7815
PLP1	-3.33975
KISS1	-0.128833333333333
C14orf2	-0.106
TBC1D3P2	-1.9465
COMMD6	1.2722
ANKRD7	-1.77625
PTCHD1	-1.030875
NARS2	-0.9755
DOCK7	-0.81275
FAM127B	0.04225
LOC390243	-0.639
N6AMT2	0.61825
ZNF391	-1.095
DNAJB14	0.399333333333333
WRB	0.23075
BPI	1.09118181818182
TTC4	-0.741333333333333
FAM10A5	-0.15575
GOT1L1	0.5889
MAGED1	-0.4195
RESP18	0.26175
WFDC6	1.49425
MT2A	-1.1495
C11orf56	-0.22725
KIAA1432	-0.4355
ROR1	-0.47275
HSD17B14	0.961
ZFAND2B	0.20975
SAMD4B	-0.02525
HEXA	0.00800000000000001
HNRNPU	0.110318181818182
USP39	-0.693125
NRD1	-0.6855
R3HDML	0.66425
FLT4	0.2685
OMG	-0.524833333333333
OR52N4	0.826
LOC399818	-0.1065
ELA2	-2.442
VENTXP1	1.4405
RFC5	-1.9725
OR52L1	-0.026
PAX5	0.808
FBXO2	-1.32125
GMEB1	-0.1865
AKT3	1.16266666666667
CRB1	-0.136666666666667
CTTN	0.598
UTP15	0.000500000000000019
HSBP1	-0.351
PHF11	1.622
NDEL1	-0.3585
USP8	0.2865
BAIAP2	-0.0877500000000001
SI	0.20725
ARSJ	-1.02433333333333
BAAT	-3.22025
KCNS3	1.88533333333333
LOC126147	-0.202
TMEM37	-0.93875
C1orf162	2.4305
MBD1	-0.5368
ITGAL	-0.0956666666666667
WDR73	-0.4
GKN2	-0.111
ARFGAP1	-1.4195
SLC5A8	0.00500000000000002
ZBTB40	-0.0165
CYP4B1	5.20766666666667
LYPLAL1	0.01725
CHST3	-0.811
MAP3K9	0.0845
BTAF1	-1.61
TFAP2E	-1.2405
RBM35B	-0.1515
LOC441251	-0.537666666666667
ANKRD25	-0.229777777777778
UQCRC2	0.3425
MAEA	0.412166666666667
HYAL1	-2.6825
RNPEPL1	-0.0196666666666667
CPSF2	-0.727375
PSD3	-0.8938
ABCA13	-0.6665
AGR2	2.48025
GBX1	-1.392
HDLBP	0.683
ACY3	-0.871
HECW1	-1.148
ZNF519	-1.12925
HOPX	3.91025
ZNF304	1.496125
OR12D3	0.6915
FKSG43	0.000250000000000014
METTL1	-0.196875
MFSD3	0.942
PSPH	-0.9415
CLCA3	-1.582
DARS2	-2.2695
CDC25A	-3.0766
BAIAP2L1	-1.04725
B3GNT5	-0.70925
USP29	0.6915
ARHGEF10L	0.7575
ATOX1	-0.0585
ADAM30	1.02133333333333
DNASE1	-0.604
STT3A	0.205416666666667
RAB6IP1	-0.63475
PTN	3.2059
C1orf106	-0.568230769230769
HECA	1.4755
RNF122	0.31575
SLC22A18AS	-0.661333333333333
GNG8	0.685833333333333
ELP4	-0.60325
FAM65A	-0.2445
RPL10A	0.238666666666667
IRS4	0.309
MACF1	0.8852
SEC24D	-0.043
LOC374395	0.6055
TGFB2	2.01075
MDFIC	0.37
CHRNE	0.731666666666667
PCMTD2	-0.0351666666666667
ATP6V0D1	-0.329166666666667
MTA2	0.53125
LZTR1	-0.601666666666667
RAP1A	0.2595
AXIN1	-1.022875
POLR1C	0.2
TRIO	0.725416666666666
PLXNA4A	0.68175
C5orf33	0.3465
DEPDC1B	-4.258875
ZNF473	0.359833333333333
MTM1	0.183625
GPR107	0.614666666666667
CSNK1A1L	0.594166666666667
FLJ14154	-0.1265
NLRC4	2.57125
ENPP4	1.03366666666667
PADI3	-0.307
RNF170	0.662875
CG018	1.11883333333333
C16orf7	-0.717
KCNE1	-0.0940000000000001
NRM	-1.52916666666667
SLC37A3	0.0621428571428572
TPD52L2	-1.24566666666667
UNC5B	2.04275
C12orf12	0.5165
SDHB	-0.57775
CLRN1	0.3365
NUDT10	0.689333333333333
UGT3A1	0.519166666666667
FBXW8	-0.271875
RHOF	-1.081625
PTPLAD1	0.166
MYO3B	-0.623666666666667
DERA	-1.3175
TPP2	-0.16475
C19orf53	-0.00533333333333332
GINS3	-1.604875
ST6GALNAC5	2.2745
CHSY1	-0.068
MGC15705	0.3145
GPR83	-0.0243333333333334
EXT2	0.054375
DOLK	0.31125
TUBAL3	-1.37725
ACVRL1	2.2645
ABL2	-0.5035
C14orf156	-0.873333333333333
PTPRZ1	-3.303625
DIP2C	0.785625
LAMP1	0.850125
RXRA	0.1821
MAP3K5	1.12125
ALKBH1	0.346333333333333
PDLIM7	-0.393875
ARL14	-4.566
SNIP1	-0.106833333333333
TIMP3	2.01475
RGS3	-0.313166666666667
SPAG16	0.9222
ABHD4	-0.087
ARHGEF12	0.94575
GLUD2	0.2745
RAC2	-1.0338
UAP1L1	-0.58
SLC18A3	-1.092
YOD1	-1.0965
RALY	-0.6345
HMOX2	0.084
DGKH	-0.000750000000000015
DBNDD2	1.06933333333333
YIPF4	0.4775
THAP10	-0.50225
ZNF513	0.25125
HAGHL	0.135
ITGB4	0.00866666666666666
CCDC141	-1.088
YTHDF3	1.53175
C5orf28	1.03625
RPL7L1	-0.86075
TMEM30B	1.32242857142857
ANKRD35	2.182
DUOXA2	-0.465
TBC1D5	-0.025625
DFNB59	-0.813
HRH4	-0.0135
MYO6	2.1694
DNAJA4	2.062375
RBM24	1.444
CEACAM20	-1.04475
RBM23	-0.157714285714286
NGFB	0.364
C1orf63	-1.7853
KRTAP7-1	0.0245
PERLD1	2.02075
NPB	-0.423
C17orf59	0.5906
HSPBAP1	-0.15175
SLC15A4	0.080375
PRTFDC1	-0.15
OSMR	-1.039
CYSLTR2	-0.454
C19orf25	0.7572
KIAA1797	-0.7735
NLRP6	0.919
FAM105B	-0.1729
SCRN2	0.137166666666667
LRRC58	-0.1304
RNF17	1.124125
NEIL3	-3.5505
FAM137A	0.4985
SKP2	-3.1355
PARVA	1.435
PKLR	-1.154
RNF34	-0.035875
A3GALT2	-0.19675
C12orf50	0.924
SUNC1	-3.74733333333333
FAM102B	-0.0958333333333333
CCT2	-1.24625
LRRC37A2	-1.4115
ARF4	0.5635
SIKE	0.464125
C8orf48	1.75283333333333
MBTPS1	0.206714285714286
GPSN2	-0.884
NCF2	2.6595
SLC12A6	0.0553333333333333
MRPL48	-0.0045
HMGN3	0.0181666666666667
LRRC62	-0.924
PAX9	1.531875
FAM55A	0.573
C20orf42	-3.07883333333333
SCML2	-1.69433333333333
BCL9	0.3105
FAM40A	-0.66975
C9orf41	-0.125166666666667
ZNF774	0.469
LETM1	-0.8195
PLXNB1	0.745833333333333
NIPSNAP1	0.512125
USP10	-1.4115
F9	-0.0355
LIPE	1.4245
CNGB3	1.942
C12orf52	-0.169
PI4K2A	-0.246375
MED8	-0.12625
STAT4	1.0231
FGD4	0.673666666666667
RNF145	-1.58416666666667
WDR32	0.3984
CLDN2	0.263166666666667
TCEAL8	0.467
ZMYND8	-0.4551
PDXK	-0.05703125
GATAD2A	-0.6895
PTGES3	-0.8855
CCM2	-0.527
TAP1	-0.127375
ZNF670	0.727
ETS2	-0.366428571428571
C6orf166	0.478166666666667
PRMT2	0.138785714285714
OR4B1	0.069
INTS8	-0.2885
CCDC102A	0.1945
CCDC83	-2.00583333333333
ITGA1	0.2318
EPHA5	-2.00388888888889
FAM24B	-1.66183333333333
TSGA10	3.1735
HAL	-2.564
MYOT	0.999
SPACA3	0.421
BCL2L2	-0.261666666666667
CUGBP2	0.509833333333333
CCNB3	1.681
RNF113B	0.22325
MERTK	-0.021
BAG1	0.284
VPS36	0.308
ORMDL3	0.2728
C1orf190	0.76275
ZNF625	-0.1135
CORO2B	-1.2645
ALOX15	-0.375
CST1	3.262
NUPR1	1.68483333333333
CCL7	0.81375
SMCR5	-3.467
DSC2	1.8965
RBMS2	0.48425
GRIK4	2.675
TRIM65	-0.4652
TMPRSS6	-0.859214285714286
TP53INP2	-0.57125
GLB1L	0.238166666666667
LOC388284	0.316666666666667
PUS1	-0.995
BCL9L	-0.49
OLFM1	-0.854333333333333
RET	0.6255
MASTL	-2.91166666666667
ALX3	-0.00425
IL1RL1	0.0408333333333333
ZNF765	-0.6722
C14orf138	-1.31075
SNX10	-0.204833333333333
TAC4	-0.048
C1orf64	3.948
POGK	-0.06225
MAPK9	0.04525
ZNF366	3.2285
C8orf79	0.7129
CLDN7	1.5245
OR5AT1	1.777
TRIM37	-2.401
LRRC25	1.7155
GRHL2	3.6062
TEKT3	0.5585
LASS5	-0.529666666666667
ABCC4	-1.59409090909091
DLG3	0.430625
VGLL1	1.82125
ZFP36L2	1.26516666666667
MFRP	0.5512
KIAA1799	0.15825
FLJ44379	-0.25
PCNX	-0.12325
ANXA9	1.787
CYP4V2	1.7644
PIK3C2A	-0.2065
SRR	0.4785
NOL3	-0.8575
IFITM2	0.891
ARNTL2	-1.6115
ZNF595	-0.219
NLRP13	0.554
ASPH	1.242625
CPA2	2.5895
PVRIG	-0.706833333333333
LEPR	0.796333333333333
C16orf42	0.288
SH3BGRL	2.20025
FAM77D	1.31883333333333
FNDC7	-0.287
C9orf6	-0.219333333333333
NOTCH2NL	1.19633333333333
PGBD1	-0.942
SYNGR2	0.891166666666667
PITPNA	-0.8435
PRPF4B	-1.3021
SLC43A3	-1.90657142857143
NRBP1	-0.32975
SLC25A22	0.03275
ILK	-0.141
SLC22A8	0.278
MRPS7	-0.542375
PITX2	-0.0875
FABP3	-0.79725
OR1L1	0.0125
LOC728215	3.166125
BLID	null
KIAA1217	3.14988235294118
TFPT	0.85
AP4B1	-0.9175
VBP1	-1.4555
OR1K1	1.1595
MORC3	0.414
BHMT2	0.595833333333333
C3orf10	0.755125
FZD7	1.83983333333333
WFDC10A	-1.6945
PMS2CL	-0.823125
CCDC32	0.478666666666667
FA2H	-1.67775
ALG13	-0.11
TTLL7	-0.7529
SPOCK3	-0.76425
SLC13A2	0.53
AIM1	1.01475
GPRC6A	0.893
EGR2	3.71275
MED11	0.03775
WWC1	2.9335
SH3GL3	-2.94675
RIF1	-0.468214285714286
PRLH	-0.661
VLDLR	-2.564
DBT	0.5949375
C21orf63	0.47075
CGGBP1	-0.3085
KRTAP12-2	0.79
TADA3L	-0.649875
ZBTB16	3.8985
PDGFB	0.481
RFX1	-0.095875
UQCRB	0.7777
LOC133874	-1.705
HPS3	-1.6975
LGALS3BP	-0.6019
DKFZP564O0823	1.74042857142857
MRFAP1L1	0.72725
HOXA10	-0.0673333333333333
NGB	-0.275
KIF21A	-0.863307692307692
IFLTD1	1.1665
LZTS1	-0.343
ARHGEF3	2.38175
RHBDL3	-0.7115
CSNK1G2	-0.382916666666667
ChGn	-0.48725
KIAA1244	1.85616666666667
GABRB2	0.7045
MGC72080	-0.32
CD27	3.23875
EGLN1	-1.7087
PEX13	0.40675
RWDD3	-0.2385
RNF12	-0.323833333333333
GRIN2B	0.669
ADAMTS14	-1.0115
DYDC2	0.8325
ATP6AP1	0.0632
NR1H2	0.0746666666666667
PDK2	0.137
C3orf17	-0.308666666666667
SLC38A2	-0.223714285714286
SLC25A29	-0.553666666666667
C15orf29	0.485875
ADAM9	0.150166666666667
TMUB2	-0.227125
GPR176	-0.686666666666667
AGK	-0.787571428571429
MCCD1	1.67025
NDUFA4	0.03625
TMEM146	0.092
DUSP1	1.208875
UNQ6975	1.9055
EMX2OS	3.5515
INSM2	0.104
LUZP4	0.548
SETD6	-1.1875
P2RY2	2.85
SLC45A2	-1.217
RABGAP1	0.323166666666667
UBXD5	-0.442125
GPRC5A	1.1968
PAK3	-0.5588
LOC63920	-0.65225
TGFBR1	2.032
KRTAP6-3	0.29925
SFMBT2	-0.734
CDC42	0.38125
C11orf35	-0.347
TTLL2	0.58
UACA	1.47875
CD97	-0.9703
SETD5	-0.7585
NINJ2	0.6515
PTER	0.3235
POMGNT1	0.21425
KRTAP4-2	0.334
ECGF1	1.67025
HRB	-0.518272727272727
ATP1B2	-0.033
LOC400506	-0.2205
COL4A3BP	1.3865
C6orf97	1.35125
GRHPR	0.502125
TAS2R1	1.485
SEMA7A	-1.18125
EDF1	-0.1585
ODF2L	0.5249
PCID2	-0.5285
GTF2H4	-1.13416666666667
ZCCHC3	-0.61925
CGB2	-0.127833333333333
NEUROD1	0.417333333333333
C20orf75	-0.041
RP5-1054A22.3	2.558
IFNA5	-1.8805
ZNF134	0.52375
MGC119295	-1.1156
ZSWIM6	-0.345875
SMEK1	0.0158333333333333
PCGF2	0.35675
C1orf102	2.44475
CYP2A13	0.00899999999999999
KCNH6	-1.0262
MDM1	-0.0606
ALDH7A1	-0.443833333333333
C9orf75	1.155
VDAC3	-0.264125
OR51T1	0.448
EIF3F	-0.0565
KCNJ10	-0.0175
LENG8	-0.20125
EDEM2	-0.219833333333333
CCNJL	-0.6625
DHX37	-1.167
CRYGN	-0.126
AATF	-0.9005
ZNF630	1.214625
E2F5	0.8465
WFDC13	-0.443
FTSJ3	-0.721833333333333
C4orf33	0.39275
LHFPL4	-1.9385
C19orf56	-0.7065
SMAD4	0.412625
AFM	-0.240833333333333
G0S2	-1.44025
FCHSD2	0.1799
RRP1B	-0.8938
EEF1B2	0.154833333333333
STAT6	-0.293166666666667
ZNF195	0.0795
GNL1	-0.741333333333333
ZNRF2	1.213
PER3	-0.01175
ASB16	0.53225
C10orf10	1.86314285714286
ADCY8	-3.836
C9orf58	-0.731333333333333
ARMC10	0.35
PSG1	-0.732
DHX34	-1.0655
VARS2	-0.580625
NFIC	0.1275
ITPR2	0.79575
AGXT2	0.3842
OR6K3	-0.449
H2AFZ	-1.61266666666667
MLLT3	0.91175
COX4I2	2.06425
CCNT2	-0.240375
PLK4	-3.17725
NUMBL	-0.373
MED16	0.19425
PLEKHQ1	0.90775
GOSR1	0.604222222222222
BTG4	0.556
RPL30	1.30991666666667
IGSF5	-0.57625
IGFL2	2.51283333333333
ELMOD2	0.986333333333333
SHC3	-0.713666666666667
HAVCR1	0.445
DYNC2H1	0.404875
RNF5	-0.221166666666667
C2orf7	0.394
NLF1	1.395
KLHL25	0.2435
LRP10	0.7655
KRI1	-0.21975
PUS7L	-0.834833333333333
MGMT	1.02
HOXD1	-0.064
CSH1	0.2538
ATG16L2	-1.65275
FLJ44635	0.5415
CHODL	-1.599
EXOSC8	-1.4975
SLC28A1	-1.22566666666667
MYO7B	-0.697333333333333
SEH1L	-0.0665
MTNR1A	0.153166666666667
TSPAN5	0.8385
CDC45L	-4.16616666666667
AMIGO1	0.414
ATAD3A	-1.2555
OSGIN2	0.801166666666667
PDIK1L	1.00516666666667
DARC	3.562125
PIPSL	0.4865
SHMT1	-1.22375
CRISP3	0.5665
POPDC2	1.70566666666667
ZRANB2	-0.8335
FBXL8	0.28775
TRIP13	-2.12036363636364
EIF5AL1	-1.1325
POU5F1P3	-4.95833333333333
IL6	-2.39816666666667
CXorf38	-0.218
IFNA16	0.0305
FBXL2	1.765
BRD1	0.39075
STATH	-0.01175
FBXO44	0.166666666666667
MCCC2	1.36875
CDC2	-3.1389
C5orf23	1.1255
IVD	1.24933333333333
C10orf122	0.34625
MSL3L1	0.4007
MVP	0.263
EPOR	-1.3382
ZMYM1	-0.624166666666667
BCL7C	0.342166666666667
PSTPIP2	0.4299
LYPD1	-1.373875
OR8G5	-0.1895
ZP3	-0.4055
BCAS4	0.94625
EDG6	2.354
ISY1	-0.06425
PRAMEF2	-1.30125
CUL1	-0.609
RNF213	-0.257
CCRK	1.478
DHX9	-0.666625
C13orf29	-1.308
NCKAP1	0.908
MRPL43	1.26114285714286
XPR1	-0.55725
PKN2	0.683
PODNL1	1.446
ZNF333	0.390285714285714
DALRD3	0.747
OPN1SW	-0.27
BTBD6	0.53675
C11orf82	-2.956
OR5P3	0.1965
DUSP11	0.1595
L1CAM	-2.1451
NEK11	1.8075
OR7E91P	1.718
CNTN3	2.9408
CREB3L2	0.9325
ZBTB37	0.2315
KIAA1324L	-0.47275
NDUFB10	-0.583666666666667
NUDT2	0.153
GTPBP8	-0.0245
CACNA1D	2.112
PRKAA2	0.912333333333333
PRDM8	-0.035
MGC16075	-0.973333333333333
KRT14	1.39957142857143
PP8961	0.684375
MRPL18	-0.442
ABCG2	-0.4615
PACRG	1.971
BBS2	-0.01725
KREMEN2	-4.0445
FBXO21	0.4725
HNRPUL1	0.261916666666667
GRB10	0.0235
CLSTN1	0.476
LMAN2	-0.3884
C17orf61	-0.39175
NIPSNAP3A	0.9605
INSIG2	-1.09033333333333
PCDHB7	0.940166666666667
STXBP2	-0.119375
CMAH	0.70175
SEMA5B	-0.19025
ZNF155	0.649833333333333
COQ6	0.0585
PRPF4	-0.326
TSPAN15	2.3163
VN1R5	0.29225
LATS2	1.0625
SELK	0.18275
PGK2	1.185
MS4A1	2.3695
TYW3	0.1947
KRTAP5-1	0.788
RCCD1	-1.62366666666667
BTN1A1	0.391666666666667
DDX28	-0.551
TMEM65	1.432625
LOC92345	0.50925
TTC31	-0.54925
WDR46	-1.06466666666667
CHP2	-1.49183333333333
LSP1	0.4055
ZNF542	0.56175
EXOSC1	-0.24875
ARHGAP18	-0.408
LRRTM4	-1.027625
MAOB	4.5115
CACNB4	-1.27075
MGC33846	1.151125
RANBP3L	4.639125
ATP5L	0.223
ONECUT1	-3.0795
NUDT9	0.26525
TMEM149	0.6145
STX17	0.79175
IGSF10	-3.197
TMPRSS9	-0.7885
BMPR2	1.36816666666667
ALLC	-0.07075
KLF7	0.549875
GCC1	0.9364
TIMM9	-0.3675
CDO1	1.116
MGC10701	-0.5695
IFI6	0.0316666666666667
FRMD8	1.08775
MGAT2	0.11975
WBP5	-0.195333333333333
CNIH2	-0.9705
KIAA0907	-2.4689
KCNH8	1.161
CTSG	0.158
GRIK1	1.1018
CUL5	1.36175
FRMD1	0.467
OR9A4	2.946
SYT6	-0.707875
FOXD4L2	1.07475
ANAPC2	-0.603833333333333
OPN5	2.4145
TAF13	0.49825
LYG2	-0.3615
GGNBP1	-0.1145
C11orf40	-0.343
OTX2	-1.0265
REG4	0.1884
EIF5	0.073875
PALB2	-0.91875
SEPSECS	-0.1231
RNASE3	-0.05575
TRIM49	-2.885
POLR2K	0.8151
GPR42	-0.906
C8B	-2.96475
SASS6	-0.088
PREB	-1.1615
OR3A3	0.207
TUBA8	0.84975
IGLV2-14	-0.08975
STIL	-3.20375
ANKFN1	-1.19266666666667
NME7	-0.514
HOXC12	-0.36225
UBE2C	-3.076625
FHOD1	-1.511375
CDK2AP1	-0.20225
OR6K2	0.144
DHPS	-0.73025
RPL5	0.395333333333333
TRGV5	0.136
LOC541472	0.453875
HCCS	-0.283
DENND1B	1.718
LHX3	-0.516
OR5D16	0.5525
CXorf57	-2.11833333333333
IRF2BP1	0.91975
NDST2	0.5315
LCE3D	-0.1045
BOLL	0.7485
SYT3	-0.66475
PIH1D2	0.78175
C20orf7	-0.966333333333333
IL1R2	0.5278
SLAMF9	0.8635
PPME1	-0.143625
PIK3CA	-0.04275
TRAPPC1	-0.639625
COLEC10	-1.706
SLC9A6	-0.8436
PDDC1	-0.36275
CCDC53	0.06
GK3P	-1.4515
DAZL	-0.71175
BRI3	-0.2775
SDK1	-1.364
CYP2C18	-0.55175
IFI44L	1.984125
RPL3L	1.195
FUT9	1.11233333333333
KIFC2	-0.759166666666667
PMP2	-0.423
SLC4A9	0.5125
PLAG1	-0.7615
MYCBP2	0.999833333333333
OR4E2	0.881
CCDC65	1.069
C16orf82	-0.609428571428571
ENTPD4	-1.205375
BRP44L	0.21975
PMP22CD	2.02333333333333
TMCO4	1.3115
KCNN1	-0.769
WDR35	0.3305
CCDC80	3.0825
C3orf31	-1.59075
SLC7A9	-1.37633333333333
TMEM190	-1.13025
DBC1	-0.621833333333333
FADS3	-1.22783333333333
PDZD8	-0.153833333333333
GRM5	-0.1295
AZGP1	3.9297
PEX3	0.357
MED1	0.199642857142857
ATG4C	-0.8745
HNRPH3	-0.94225
FAM109B	1.959
C4orf17	-0.2545
CA10	0.1035
OPRD1	-0.967
CCL16	-1.04075
SACM1L	-1.1725
CST6	5.0975
CD63	0.3863125
LGI1	-2.23175
ZNF784	0.792
CRYBB1	-1.1415
CX3CL1	1.071
TOP2A	-3.8485
GYPB	-4.06016666666667
GADD45GIP1	-0.65775
FEN1	-2.388125
IGF1R	0.301125
WDR72	-2.994
PURG	-0.552333333333333
DEFB126	-0.19425
PKD1L1	0.834333333333333
CAV1	-1.5124
GNPDA2	0.7901
DGAT2	-2.560375
NLGN1	-2.48475
STRBP	0.562125
HPRT1	-0.7335
FANCI	-3.01175
PSMA7	-0.263125
DBF4B	-1.37533333333333
TTF1	-1.215
RAD54L	-3.0595
ELOF1	0.037
PLAGL2	-0.1275
ZNF256	0.38775
HMGCL	0.7405
MSI2	-0.6125
RPESP	2.8055
C11orf60	0.887
ABCD1	0.04
ACAA1	0.00949999999999999
SPARCL1	5.372
IL6ST	2.3192
ZNF319	-0.32425
TMEM109	-0.1347
FAM90A1	0.0895
IL22RA1	-0.714
ATP4B	-0.06
TEC	-1.98783333333333
C7orf30	-0.7605
TXNDC2	-0.141
ABCB4	-0.44775
KIAA1191	0.22225
C9orf38	-0.8455
SFTPB	0.217571428571429
CNTNAP2	0.552
FRK	1.3335
TBX19	0.20225
CHD4	-0.17425
C6orf26	-2.67183333333333
MOSC2	0.78725
IKBKE	-0.0145
HIF1A	-2.152
LOC595101	-1.4875
RELA	0.348333333333333
TMEM16B	1.30066666666667
ABHD12B	-3.001
TSEN34	0.86025
KIF18A	-2.945
TXNDC9	-0.0315
SPATA2L	0.375
SEMA4G	-0.9105
C21orf91	-0.7
MATN1	-0.806
KCNIP4	-0.904
TUSC1	1.748125
OR4C15	-0.076
ARMCX6	0.108166666666667
WBSCR27	-1.33833333333333
OR52I2	0.9675
KIAA1604	-0.5395
DYNC1I1	-1.221375
PPP4C	0.05725
SLC47A2	-1.803
TREH	-0.659333333333333
CD48	2.49816666666667
ST14	1.085
PKN1	-0.355
SPON2	3.1225
XBP1	2.30133333333333
SFRS12	-0.946666666666667
EFCAB6	2.4745
SELT	-0.514
SLC39A2	0.0635
ERF	-0.488
ARL3	0.844625
SURF6	-0.7714
MLLT10	-0.716619047619048
FLJ11171	0.332666666666667
TDGF1	-3.5795
ERCC6	-0.6065
EIF2AK4	0.27075
BAZ1A	-0.477666666666667
LRRN3	2.09233333333333
TMC3	null
EFTUD1	-0.25175
PTPRO	0.795833333333333
CLEC12A	0.3555
ACBD4	0.444625
ZDHHC14	-0.421
OTUD7B	0.758
ACTB	0.2101875
MSRA	-0.037375
LCE5A	0.8055
IFI35	-0.20575
BSCL2	0.0696666666666667
ANKRD12	0.3285
CFHR2	0.92125
RGAG1	0.0775
HSFY1	0.1075
SLC30A5	-0.0110833333333333
IMPG1	0.802
GPR109A	0.2505
ZNF185	0.1675
IYD	0.3015
NPCDR1	0.65
SERPINA13	0.796
HMGCLL1	1.24375
NEUROG1	0.976333333333333
UBQLN1	-0.30875
LIN37	0.353
SOCS2	1.4635
DSCR4	-2.52075
XKR6	0.334
GPR142	1.3285
KRTAP13-3	0.6
CCDC15	-1.759
MOS	1.548
CD1E	-0.428
OFCC1	0.245666666666667
FAM83D	-3.81
SRFBP1	0.4575
C9orf96	1.5625
DHDH	-0.8015
CCDC90A	-1.552
RABL3	1.02555
CD320	-1.7805
ANGEL2	-0.15475
MRPL21	-0.00950000000000001
SMG6	0.0146666666666667
INSR	2.3538125
FLJ14816	-3.3355
GLRB	0.201166666666667
C9orf89	1.159
CIZ1	-0.912625
URG4	-0.519
LRDD	-1.547
CBY1	1.68316666666667
NFX1	-0.1155
MTERFD2	0.272
C19orf23	0.1265
PGC	-2.656625
IER3IP1	0.5885
RASAL2	0.45925
C1orf89	0.45725
SYNJ1	-1.25625
NFKBIE	0.66
FLJ40125	-0.735333333333333
TCEB2	-0.4806
NOG	-1.495
POLR2J2	-0.776333333333333
HLA-B	1.71225
PCDHA1	-0.6225
PPP2R2B	-0.66
ARHGEF17	0.875333333333333
TCF7L2	1.55464285714286
CHD5	-0.746333333333333
ZNF431	-0.854857142857143
TBC1D25	-0.1665
ZNF800	0.9755
SCUBE2	3.49418181818182
MYCBP	0.64
GPX5	-0.1455
C6orf129	-0.0933333333333333
QSER1	-0.677166666666667
ULK2	1.869
PIGO	0.201666666666667
NRCAM	-2.21007142857143
SLC35E3	0.17825
CSRP2	-0.29975
HYPE	-0.6895
MAPK15	-0.9235
MGC14327	0.1105
TIMM13	-0.381333333333333
ZNF462	0.64725
GBA3	-0.893333333333333
TEX13A	-0.095
MCM6	-1.50822222222222
MTRF1	-0.797875
ABCA7	-1.1945
EIF4A2	-0.127
ZC3H10	1.0439
RPGR	-0.39
C20orf94	0.5425
RP1L1	0.01075
GPR125	-0.702142857142857
USP22	0.449571428571429
OR1L4	-0.09025
MLZE	2.65975
FLJ32065	-0.24675
PTCD1	0.02575
CRTAC1	1.417
BXDC2	-0.794
C18orf1	2.09466666666667
FAM107A	1.84428571428571
EFNA3	-1.31075
P18SRP	-0.5772
CAMKK2	0.660916666666667
KIAA0649	-0.69375
NES	-1.5875
HS6ST3	0.39175
PON2	-0.814
TCP11L2	0.09275
CLEC4A	2.08
PRR12	0.864
MLXIPL	-1.5724
C2orf50	0.858
ZNF28	0.87525
ENC1	1.13866666666667
MAP2K1	-0.992125
FKSG2	1.994
KIAA0430	0.891
PTP4A1	-1.27794444444444
GPR156	1.4365
GTF3C6	-0.54175
UBR2	-0.1708
LOC388272	-1.2615
MAK	-0.597833333333333
ACOT4	3.17575
STC2	0.696666666666667
PIGW	-1.2055
SAE1	-0.64475
COL6A1	1.25822727272727
OAZ1	-0.117833333333333
STMN4	0.576333333333333
EDG3	-0.842666666666667
SGCE	-0.8925
IL11	-2.97783333333333
PRSS8	1.783125
YIPF5	0.733416666666667
WNT4	3.9675
CSN2	0.7894
TCF7	-2.448
TDO2	0.3295
SAMD9	0.0945
S100A7A	0.8695
