Hybridization REF	TCGA-B6-A0WX-01A-11R-A109-07
CISH	-0.40425
OGDHL	-3.34075
SPINT2	0.903
ZNF33A	0.2205
CLDN18	0.279666666666667
RNF128	-2.798125
CCDC71	-1.183
RASSF6	1.51
HSPG2	0.4155
ATP6V0E1	0.952375
ABHD6	-0.3535
CD274	0.1255
GCNT1	2.4435
NT5C1A	-0.0433333333333333
TM4SF5	-4.11725
C21orf58	-0.808166666666667
SUCLA2	-0.96425
RFTN2	2.15
SCNM1	1.52175
SLC9A10	0.034
FUNDC1	-0.2845
SLC35F4	-1.974
AMD1	-0.181
COL6A6	1.80975
OR4K2	0.142
TRIB2	0.0745
LOC91461	-1.349
GHSR	0.141
ATP8B1	1.213625
C1orf78	1.66766666666667
RNF183	-0.897
STX4	0.361
TPPP2	-0.0765
MYBPHL	-2.413
TXNDC6	-0.2788
C9orf47	0.0055
FAM137B	0.448
FANCB	-1.008
C11orf9	-1.3435
DPY19L1	-0.771875
VDAC2	-0.659666666666667
VHL	0.035
LMBR1	-0.31475
C8orf44	0.45275
ZPBP	0.57575
FGF23	-1.00975
C21orf67	0.627
PCNT	-0.215
BCKDHB	0.0109
GALNTL5	0.22175
BET1	-0.669625
ARL13A	-0.084
HDAC6	-0.303
N4BP3	0.0758333333333333
OTOP1	-0.0955
TTC30A	-0.10225
CRISP1	0.513
KRT32	-0.3765
VSTM1	0.2435
ZNF622	-0.28
POLR3B	-0.5101
DNAJC10	0.07725
C12orf54	2.7635
ADIPOQ	1.00083333333333
RIT2	-0.86975
CD44	-0.8463
ABCA3	1.02875
RPS17	-1.12
FEZF1	-0.0165
PCDHB15	0.3275
KCNMA1	-0.279
CCDC116	-1.8845
C15orf27	-2.195
NARG2	-0.77525
ITGA5	-1.03675
MEFV	0.586
TUT1	-0.460875
LOC541473	-0.352
NMBR	0.522
GLT1D1	-2.71883333333333
ABCB7	-0.922
PFKP	-1.76936363636364
C9orf91	0.2304
LRRC41	0.894333333333333
C1orf85	0.894666666666667
ATP5F1	-0.8745
STOX1	0.763625
GFOD2	0.5675
SLC25A3	-0.798375
ZNF646	0.6984
ZAR1	-0.8625
OSTbeta	-2.61425
GALNT3	2.21875
IFT122	-0.245166666666667
LDB3	0.2109
GARNL1	-0.124214285714286
HOMEZ	-0.0833333333333333
LRRC6	3.21325
ANGPTL5	-1.52125
UBAC1	-0.98225
DLEU7	-0.17725
RPL19	0.3535
TOP1MT	1.25333333333333
LOC643641	0.475875
MBD3L2	0.0465
NTSR1	0.153833333333333
WISP2	-0.5665
GPSM2	-1.32625
RDH10	3.1889
PRKCG	0.172
HIST1H4J	1.081
MON1B	0.5285
MLF1IP	-2.21616666666667
ZNF446	0.28925
COL4A5	-0.0727
SLC26A1	0.382214285714286
RGN	-0.24675
CCNB1	-2.4435
C9orf165	0.1335
CCDC28B	-0.8315
CCDC97	0.0415
FGR	1.013625
MSRB3	0.8582
EPN2	1.296
COX15	-0.723833333333333
KCNK6	-1.2776
XK	-1.79925
GDA	-3.848875
HEPH	0.621375
THRAP3	0.779375
MET	-0.807285714285714
PHYHIP	1.05925
LYAR	-1.26983333333333
ING3	-0.901
AK7	-3.05175
CCT8L2	0.242875
COPS7A	-0.242
WSCD1	-1.24525
RNF185	0.46625
TNS3	0.869
KNDC1	-0.5895
RWDD4A	0.303666666666667
MED13L	0.7215
ZFYVE1	0.37925
C7orf44	-2.1315
MRPL1	0.0975
STGC3	-0.1235
TEAD1	-0.648
RPL7A	-0.584357142857143
ARL6IP1	0.4767
C1orf178	-0.755
CTAGE5	-0.0310833333333333
TMEM184A	-0.3335
SLC25A14	0.12275
CACNG5	-0.1875
ATXN10	-0.1626
ECH1	-0.5245
CCL22	0.7855
CYP2F1	-1.55483333333333
GADL1	0.1815
TMEM19	-0.6116
RUNX3	0.7985
EFNB1	0.786666666666667
LIPN	0.152
ACSM3	-4.052
SIGLEC8	1.09983333333333
ASCC3L1	1.1505
NOL8	0.052125
RELT	-0.866333333333333
Magmas	-0.47825
PPP1R15B	0.8614
C11orf2	0.3395
VKORC1	-0.348166666666667
MGC26647	-0.3
TRPM6	0.68425
UGT2B7	-3.76233333333333
FEV	0.0365
FOXK2	-0.0379
PDCD5	-1.13033333333333
SLC8A1	2.5535
DGUOK	0.425333333333333
CLDN16	0.962
GAGE1	-1.461
RBM17	0.219
C1QTNF3	2.523
VGLL3	0.0356666666666667
UNQ5830	0.2395
CD1A	-3.20833333333333
SCGB1C1	0.253
SUPT4H1	-0.069375
TRAF5	1.6015
ASAHL	2.225625
FAM73A	1.14133333333333
OR6B1	0.339
WHSC1	-1.9574
GFPT2	1.109
LOC339809	1.59025
STARD5	-0.489333333333333
SIP1	-1.42975
DNAJC15	1.04825
STAU2	0.644875
FAM98A	0.8055
RAD23B	-0.373375
LRRC33	-0.94425
CHRAC1	-0.2285
C21orf89	0.2455
C19orf43	0.4435
KLK8	0.073
CCNE1	-1.777125
PKDREJ	0.407833333333333
SSU72	0.08575
C17orf73	0.289
GPR78	1.5265
WHSC1L1	1.077
GSTA2	2.691
SMUG1	-0.637833333333333
UFM1	0.157
AP3M2	0.37575
USP14	-0.175
FBXL14	0.058
DSTN	1.28
SFRS14	-0.60075
FBXO31	-0.188333333333333
C12orf40	0.199
FRS2	0.6925
NR2E3	-0.71675
TUBB2C	-1.38675
GMPR	1.213
C9orf139	-0.4755
ING5	-0.269571428571429
LOC730092	-0.222166666666667
ORM1	-4.1655
RP11-11C5.2	-1.7715
HSPD1	-0.5948
PIWIL3	0.0645
C5orf13	0.6428
OR5R1	0.1115
LCOR	-0.0375
PLEKHA9	1.119
CCDC43	-0.6585
ZNF232	0.98
SLC6A7	0.788
ADH5	-0.79425
SHBG	-0.890833333333333
CROCCL2	-0.412
PANX3	-0.273
CDIPT	-0.301
SLC16A5	-0.537
TUBB	-0.4775625
TOR3A	0.5129
PREP	-0.349333333333333
ENTPD8	-0.127785714285714
CHMP1B	0.45875
SYT12	0.2242
MYH6	-1.5594
MAP3K13	1.07916666666667
KLHL30	0.125166666666667
LCMT1	0.5585
EIF1AX	0.199083333333333
FOXD4L1	0.764
SLC24A5	-0.3795
RNF166	-0.5442
TJAP1	0.519
TMEM156	-0.506333333333333
ZNF239	1.615
SNX19	0.8298
GKN1	0.21975
FCN1	1.6009
C1QL1	-1.3155
ATP11C	0.249625
ZNF35	1.2225
CARD8	-0.078375
LIMD1	0.07
KIAA0286	-1.3035
XRN2	-0.271166666666667
CD6	0.849333333333333
TOX3	-1.59275
ZSCAN4	-0.275666666666667
RSRC1	-0.172375
COG1	0.36525
PTRF	1.1128
C16orf35	-0.475
FBXO24	0.51
CHST11	-0.81225
THRB	0.3235
MYBPC1	3.339
RNF39	1.00233333333333
PSMD11	0.0705
ALAD	-0.103333333333333
EN1	5.27825
SLC9A9	0.61825
GSTM4	0.0234
CDC42BPA	1.35705263157895
RCSD1	1.9245
LUC7L2	-0.4318
SPTBN1	0.2418
LOC146167	-0.2545
BAT5	0.4582
ZNF452	-0.94975
LSM4	-0.322
SRP72	-0.3991
SGK269	0.456833333333333
MTX1	0.70475
CENTA1	-0.557
UNQ9433	-0.132
ATR	0.4485
DDX49	0.1305
PAQR8	-0.182166666666667
C14orf174	-1.1685
GBGT1	1.012
THAP1	0.53325
OR10K1	0.201
RASIP1	-1.39966666666667
DPYD	-0.0193
DOHH	0.3225
C18orf45	1.13325
POF1B	-1.1677
ZNF552	0.47675
USP32	-0.729
MED27	-1.0255
C14orf149	-0.406666666666667
PRDX4	-0.518666666666667
ABHD12	0.6474
AGT	0.92225
SLC22A14	-0.56975
C1orf58	0.97275
PILRA	-1.05425
ABCF2	-0.743125
C17orf85	0.2712
TKTL1	-0.388
FGF1	2.3672
IL6R	0.6505
VPS25	0.0095
CHRNB2	0.163
COL7A1	-0.5883
LRRC48	1.48466666666667
SPG20	0.871166666666667
COX10	-0.00925000000000001
GCA	0.69375
ECEL1	-0.366333333333333
GLG1	0.888333333333333
SRD5A2L2	0.2515
MUTYH	-0.03775
ZNF70	0.10775
L2HGDH	-2.3205
GPATCH2	1.31525
ZNF655	-0.363375
ZNF227	-0.7595
MCOLN2	2.65666666666667
NQO2	-0.63775
KCNQ5	-0.2975
NEU1	0.135166666666667
QRICH1	-0.1225
ZBTB20	1.83016666666667
RPUSD3	-0.272
EPGN	-0.856333333333333
TSN	0.376416666666667
SPRY2	-0.380166666666667
LZTFL1	0.5175
GMFB	-0.8185
PBEF1	-1.4039
HBG2	-1.829
TMEM8	-0.432
PALM2-AKAP2	-0.0746666666666667
NFYA	0.37575
FAM108A1	1.006125
PBLD	0.687375
NRG4	-2.6915
PIGF	-0.66775
PTGER1	2.0895
NOS2A	0.00566666666666666
C21orf34	2.94216666666667
C21orf51	-0.0314166666666667
IL17C	-0.1705
TRMT6	0.511333333333333
ETV2	-0.222166666666667
CCDC109A	0.62775
MYLK2	-1.302
ATP10A	1.365
DPH4	-1.00575
C5orf5	-0.426833333333333
KCNA4	0.321166666666667
NMNAT2	2.7705
GLYATL2	4.0035
LSMD1	0.448125
IL23R	-0.73075
NRF1	-0.413
MUC15	1.38116666666667
PRDM12	-1.5955
PAQR4	-0.651142857142857
RBBP6	-0.646375
IFI27	3.77275
SKAP2	-0.161833333333333
TAGAP	1.8085
TJP3	1.776
C9orf61	1.974
IDS	-0.465928571428571
PARG	-0.113
LOC131149	0.171
DYRK4	0.591333333333333
MICALL1	-0.7455
GALR2	-0.486
GPBP1L1	0.079875
TBX21	3.0655
KCNJ6	0.634333333333333
GGN	-0.03075
CASP5	-0.0075
RNF182	-2.533
BRD4	1.36525
DOK4	-0.23275
SLC46A2	0.323833333333333
SOX9	2.65183333333333
ZNRD1	-0.525333333333333
PRR6	-0.15725
FAU	-0.054375
DTNB	1.90266666666667
CARD9	0.522
STS-1	-0.442666666666667
SLC4A5	0.15425
NSBP1	-2.16725
UGCGL2	-1.02208333333333
POTE15	-3.7055
NOXA1	-0.22825
RP13-347D8.3	1.99075
SAMD10	-0.940333333333333
EP400NL	-2.1605
TCF21	-0.259
AMELX	0.0475
JPH2	1.7002
SLA	1.495
DLST	-1.5095
SEPT12	-0.354
RGS20	1.0565
LXN	-0.867
ZNF419	-0.473875
UPK3B	-0.2105
RELL1	0.2945
ESPNL	1.529
KLHL21	-0.564625
PI15	0.3155
C2orf61	-0.376
LOC407835	-0.4175
RER1	-0.467
ELAVL2	-0.0825
MGC26718	-0.3
KLF2	2.07025
TNFAIP8L3	0.316666666666667
TFE3	0.23675
C11orf17	-0.932
15E1.2	-2.16775
SNRPC	-0.48725
DLGAP1	-0.61575
PGLYRP1	0.02275
OVCH2	-0.1025
IRF7	1.5266
SET	-0.7904
NAB2	-0.471333333333333
LRP5L	-0.61825
FAM120A	0.30675
ASCL2	1.4535
SHH	-0.194
ATP5H	-0.3365
THPO	-0.842
TYRP1	-3.96316666666667
HIST1H3E	0.089
EIF2S1	-0.933888888888889
TNFRSF17	0.295166666666667
TARSL2	0.042
NKX2-8	0.86125
C1orf115	1.622375
LOC56964	0.2615
KIAA0841	-0.74525
ISCU	0.329
TTMA	-0.0895
ZNF414	0.341
LOC441150	1.4175
RAB15	0.031
HBP1	0.6865
TNNT2	2.12783333333333
CECR5	-0.6445
PHGDH	0.2305
JRK	-0.1663
XPO4	-0.683125
FAM131C	1.5235
ARHGAP25	1.565
CA9	-3.224
GPR62	0.687333333333333
TLX1	0.186
GPS1	-0.25925
OR2M2	0.412
BDP1	0.351642857142857
FAM70B	0.838
RPS29	-0.270583333333333
MKLN1	0.297
TSPAN19	-1.5555
SLC29A3	0.5956
LGALS4	-0.452333333333333
USH2A	-0.0465
NF1	0.494
APOBEC3A	-0.433166666666667
IMPAD1	0.931833333333333
OLR1	1.8045
NRAP	-0.3745
HCFC1R1	0.942833333333333
TAOK2	0.0405
MCM10	-1.7
MAP4K3	0.142666666666667
CBS	-1.014
CLK3	-1.0259
PCDHGA5	0.421
ELF4	0.2315
FAM71A	-0.067
C11orf49	-0.314
CLIP2	0.108
BTBD9	0.8422
ZNF524	1.1805
KDELR1	0.125666666666667
ZNF509	0.099
NCSTN	1.457
ZNF533	0.5205
PARP4	0.314125
GALNT9	-0.292333333333333
NPY	1.23
BEGAIN	-1.4655
TMEM77	-0.0261666666666667
FOXRED1	-1.67183333333333
SLC16A2	1.02983333333333
SLC35B1	-0.0495
GK5	1.24008333333333
SDCCAG10	-0.66725
C4orf20	0.025
SLC9A2	1.37375
ADD1	0.171428571428571
TAL2	-1.1375
ACLY	0.146625
DNAJC1	0.5735
SOST	-0.3325
USP43	2.78933333333333
CYP4F12	-1.94925
FKBP5	-1.147625
CHCHD5	-0.2369
NUDT22	-0.8075
CCDC85B	-1.0045
OR51G2	0.466
STRN3	-0.937785714285714
TMOD2	0.31575
FLI1	0.47275
MAB21L2	-1.98916666666667
DGKQ	0.275
VPRBP	0.0958333333333333
SCNN1B	0.645
ECHDC3	1.9501
TMEM106C	-0.6195
CSNK2A2	0.221
RPL39	0.4923
HERC3	-0.1382
ZBTB47	0.627166666666667
ZNF681	-0.23075
PAGE2	-2.3575
CLIC5	2.25957142857143
RABAC1	0.57925
ZFHX2	0.99375
YPEL1	0.623833333333333
KIAA0776	0.37125
NR1D2	-0.2895
DNAJC4	0.5475
NPNT	2.5511
ZNF677	0.133
ZNF536	0.1335
MEF2B	0.138666666666667
PTPN4	-0.11075
CTCFL	-3.587
STX5	0.1375
CD72	1.9225
VEGFA	-1.28263157894737
XRCC1	-0.7087
MAS1L	0.399333333333333
ELL	0.6149
SETBP1	1.9765
CDH11	4.35633333333333
NDC80	-1.18661538461538
DMBX1	-1.73125
NRSN1	0.308666666666667
BAT2D1	1.688
CDS2	-0.490666666666667
C1orf212	-1.128
SENP3	0.147625
IL1F9	-0.116
EEF2K	-0.468875
COG8	0.0645
CEP72	-2.19875
OR1L8	-0.0605
MUS81	-0.63525
PHYH	0.92075
GGT6	1.8815
C22orf23	-0.947666666666667
C13orf33	1.17025
MAPK8IP2	0.1185
NELL2	0.78725
POU3F2	-2.74383333333333
ALPK1	1.315125
MRPS18C	-0.74125
RPLP2	-0.093
FGF22	0.455
SPNS1	-0.332833333333333
ZFP1	0.28075
IL1RAPL1	-0.6005
PCSK9	-3.20633333333333
NKX2-1	0.269357142857143
C6orf189	0.7795
SP4	0.448
SLC11A1	0.3297
C21orf25	0.254333333333333
ICAM2	0.804375
SH3GL1	-0.173666666666667
GSK3B	0.159166666666667
RALB	0.218625
PDXP	-1.60316666666667
GNGT1	-2.534875
KIR2DL1	0.893
TNFAIP3	0.8545
C6orf32	1.3342
CBLN2	0.54375
PANK3	-1.1465
TAAR9	0.4125
WDR82	1.47092857142857
APOM	-3.7275
TRIP10	0.99925
SPATA16	0.429666666666667
C1orf135	-1.84725
USP51	0.29475
TESK1	1.2915
C11orf64	0.21825
ZNF611	0.0415
PDE6G	0.116333333333333
HLA-DQA1	3.166875
GCLC	0.20475
SEC61A1	0.446785714285714
TWSG1	0.0235833333333333
ZMYND10	-0.36775
CTDP1	0.439375
ADAMTS6	1.3115
SLIT1	-1.546
KRT86	0.9705
KIAA0574	2.167
GTPBP2	-0.3561
PQLC3	1.446
PRRX2	1.777
C15orf44	-0.116166666666667
MKKS	0.221625
C11orf10	-0.147
GPR110	1.14571428571429
CD109	-1.66116666666667
ADCY1	-0.0603333333333333
RHBG	-2.93725
TP53I3	0.047
SLC22A3	1.6576
UCP2	-0.448
FOXG1	-1.5334
OR2AG1	0.1215
TRIM24	-0.46975
PROC	-2.5635
TAAR6	0.38275
AMTN	3.352
C10orf47	0.528
DEPDC1	-1.45575
FLJ45557	1.16425
ZDHHC17	-0.274
KIAA1429	0.428333333333333
KCNH1	0.24175
VNN3	0.365625
PSMAL	1.114
PPARD	0.523625
HFM1	-0.42
YBX1	-0.532
ZNF695	0.31625
SCTR	-0.00166666666666667
DCDC1	-0.0835
VPS26B	-0.18
MTF2	0.874
ATP6V1F	0.32275
CCDC94	0.1955
PERF15	-0.141
CCL11	1.958
LMO7	0.1695
DCST1	0.197
ADRBK1	-0.36375
CDRT4	0.67325
ZNF84	-0.35425
HOXD8	0.89925
STARD8	-0.572833333333333
FOXP2	-0.610875
CCDC103	0.264
POLR3A	-0.1281
GSC	1.11766666666667
ZNF114	-1.85166666666667
HTR7P	-0.2115
LALBA	4.085
RMND5A	-0.323333333333333
PSCD2	0.177
ZNF409	-0.731
KRTAP1-3	0.549833333333333
MAF1	0.0655
LOC201725	-1.23083333333333
NRN1	-0.925
SPAG5	-1.829
DNAH7	0.768666666666667
FLJ43860	-0.2725
BRCA2	-1.0665
ACADM	-0.88825
CXXC6	-1.394375
RAGE	-0.8525
CHMP2A	-0.1645
FAM8A1	-0.1552
GPR21	0.17
SLC12A3	-2.7815
FVT1	0.891357142857143
ZDHHC7	-0.161875
FLJ44048	0.32325
SLC44A3	3.167
SDSL	-0.414166666666667
MMP8	-1.82175
PLA2G12B	-3.6615
ACY1	-0.7025
MT1E	0.646333333333333
OR4K15	0.3535
TECTB	-0.0225
GPR20	0.69725
IRAK2	-0.25675
RFPL3	0.00175
MYO9A	0.27025
NARG1L	-0.3465
BLMH	-0.113875
CCDC3	2.32333333333333
C9orf21	-0.444333333333333
KIAA0513	0.284
MIER2	0.6855
PNMA2	-1.37433333333333
SH3BP2	0.3217
ANXA10	-1.866
RTN2	-0.659166666666667
TFB1M	-0.7145
PRPH2	3.45975
C14orf133	0.14375
GOLGB1	1.37175
IRX4	1.670625
NFKBIL1	0.682333333333333
C10orf62	-0.0445
APBB3	-0.78425
RPS10	-0.0145
LOC728378	-1.11625
TLE3	0.00744444444444446
PSMB7	-1.158
MESDC1	-0.5825
SLC6A1	0.410166666666667
OCLN	1.67641666666667
PTTG3	-2.34983333333333
NAGLU	-0.0795
SERTAD4	1.289125
SPRY1	1.02925
FLJ10781	0.304666666666667
MYSM1	0.0205
TRIM4	0.402642857142857
SH3YL1	1.624125
TREM2	3.901
SERPINI1	-0.73675
HDHD3	0.195125
TMEM38A	1.095125
EID2B	-0.871
TDRD3	-0.314666666666667
SEDLP	-0.72525
THSD7A	1.19916666666667
NDST3	-1.93225
KLHL15	-0.416583333333333
DHRS12	0.855
FBXO9	-0.834928571428571
TNPO1	-0.649333333333333
MRPL13	0.483
SNX5	-1.25033333333333
METTL6	-0.751
SOD1	0.023
CHML	0.353333333333333
PACS1	0.9665
SIRT5	0.3346
CAPN2	1.18083333333333
FXYD5	0.547
TWISTNB	-0.0375
LRFN1	1.03083333333333
UBE1L	0.94475
UBE1C	-0.32625
OR51B2	-0.4505
OR4D11	-0.2515
C15orf2	-0.0265
NR4A1	-0.6055
LOC339047	-1.64375
TRIM17	1.90325
ATP5G3	-0.421285714285714
RPL15	-0.0526666666666667
ADAMTS8	-0.11225
HOXC4	-0.0435
C14orf37	2.6555
CEACAM5	-2.47925
MYT1L	0.242
RASA2	0.78475
OSBPL7	-1.0715
STAG1	-0.5055
GIMAP4	4.471
FUT3	2.72333333333333
PIF1	-2.5755
LPIN2	0.3953
SH3PX3	0.367
PDP2	-0.491
PAPD1	-0.1315
ERP27	1.77325
APOOL	-0.479
DIABLO	-0.28925
TRHR	0.263428571428571
ARMC9	0.429625
RNF152	2.29575
SLITRK3	0.271
ZNF211	-0.6245
PFDN1	0.318125
RGS11	1.02625
HS6ST1	0.735
AKR1D1	-1.45025
TNP2	0.214
STK31	0.892666666666667
EML4	-0.155083333333333
SGTA	-0.547666666666667
HIST1H2BI	-0.5485
PSMD6	-1.51866666666667
KIAA1257	2.02325
C18orf55	-0.694833333333333
FLJ20273	1.038375
RPL28	-0.622833333333333
EPYC	0.49725
NOX3	0.2525
ELAC1	0.809333333333333
METT11D1	-1.09625
BIN2	0.196166666666667
NACA2	-0.143
CCDC17	-0.80625
HM13	-0.3159
UBOX5	-0.27525
UBE2O	-0.15175
UBL5	0.13525
APOLD1	1.154
C9orf31	0.34175
TNFSF8	-0.1325
ARHGAP29	2.794625
PROKR2	0.118
PDE5A	0.428833333333333
C6orf12	-0.002
TOM1L1	-0.8255
WHDC1	-0.3555
FOXI1	-0.0615
RAB4A	1.2076
TMEM39B	-0.1625
ATPBD1C	-1.709
FARSA	-0.736
PLEKHG5	0.01525
CMAS	-0.310833333333333
OR7E24	0.4205
SLC30A1	-0.82275
CDC42EP5	1.97783333333333
PLAC1	-2.3935
KLHL18	-0.233583333333333
LBA1	0.6452
TAZ	-0.86575
CRIP2	0.281875
BTBD11	-0.536833333333333
C16orf72	0.31925
DIO2	3.3174
LRRCC1	0.627333333333333
CCDC136	-0.756
PRX	-0.362
RBM5	-0.122
TMEM85	-0.3315
TUBGCP4	-1.32066666666667
APLN	-0.75325
CDK7	-0.495166666666667
SSR2	1.36708333333333
CRELD1	0.5495
C19orf46	1.01725
GAL3ST4	1.30616666666667
KBTBD10	1.052
IL28A	-0.097
WDR27	0.0215
MCM2	-0.852166666666667
SOX14	0.691
FLJ39743	-0.531
KIAA0922	0.16225
HIPK4	0.192
FLJ25758	-0.237
C16orf57	0.0949166666666666
PDZD2	2.134375
MCC	0.956
HHLA3	0.9203
ID2	0.19775
C20orf23	1.91066666666667
ZNF688	0.5665
APOC2	-2.00183333333333
LOC440093	-0.008
FAM50B	1.25216666666667
PWP1	-0.7355
DNAH10	0.883
HIST1H2BA	0.1695
GPR56	1.3145
METAP2	-0.922375
PAN3	0.326333333333333
STXBP4	0.01875
PDHX	-1.002
MTA1	-0.0918333333333334
ZBED4	-0.004625
ZNF720	-0.11325
CDK2	-2.654875
RHOJ	1.012
CDC37	-0.487
ZER1	-0.00924999999999997
GRK4	-0.22575
PRPH	-0.17175
POLR2A	0.5195
OGFOD1	-0.1635
NOL5A	-1.6915
PHEX	-0.8875
FLJ16478	0.54775
C20orf117	-0.739625
CAMTA2	-0.0135
C11orf74	0.189
DDX17	0.0648333333333333
C5orf27	0.294375
PLEKHA2	-0.1398
PDE4DIP	-0.6122
SCN7A	0.13875
ZNF559	0.15
CXCL10	3.54525
ZMYM4	0.36
STK32B	-1.05813333333333
KIAA0888	-1.2661
TACR3	0.1505
CKAP2L	-1.20875
KIF1A	1.2665
RSPRY1	1.06425
VCAN	2.525
CYP27C1	0.4685
SYDE1	-0.794166666666667
MED12L	-0.6745
ZDHHC21	0.620875
NHS	0.6605
TM9SF3	0.5105
DDHD1	-0.81725
MAFG	-0.4395
BICD2	0.4836
C14orf119	-0.400666666666667
C14orf43	0.156285714285714
CDH7	-1.15925
ALKBH5	0.355357142857143
JUP	1.9325
TMEM41A	0.570333333333333
MAMDC4	-1.498
CBX3	-0.506
LRRC18	0.5445
RBMXL2	-0.153
PLA2G4D	0.309333333333333
FGF13	1.36
KIF3A	0.553
PDIA6	0.11125
DCXR	-0.05775
CASKIN2	0.214083333333333
EHD1	0.466833333333333
MARCKSL1	0.652
ZNF496	0.353666666666667
SCAF1	0.0203333333333333
KCTD8	-0.34575
TRAF3IP3	1.33071428571429
LSR	2.1285
CXorf1	0.174833333333333
C14orf112	-0.422166666666667
EIF2B1	-0.65875
OMP	-0.202
GSTZ1	-1.4345
LOC92017	1.08025
ISLR2	1.759
C12orf36	0.1085
GATA2	-1.073
GABRA5	-1.6905
CELSR2	-1.27564285714286
STAM2	0.7153
TNAP	-0.2655
PTPMT1	-1.31416666666667
GRP	6.787
SV2A	-1.41183333333333
MAGEA12	-4.067
CACNG1	2.649
C18orf19	-0.89825
GSG1	-0.280333333333333
PTPRJ	-1.08
FRMPD1	0.131
ZNF668	0.4855
PLEKHJ1	-0.480125
ADAT1	-0.639
TMEM50A	-0.055
UCN3	-0.1095
HOOK1	1.864375
IL17B	2.141
MLKL	-0.385166666666667
TTC14	-0.4205
KLHL5	-0.12225
CRYL1	-0.564833333333333
FOXH1	-0.105
NFYB	-0.031
PPM1G	-0.09675
GOLGA2LY1	-0.1715
NMT1	-0.450375
HADHA	-0.0599
CHSY-2	2.61125
PLEKHF1	1.8085
SAGE1	-1.8265
MUSTN1	0.79875
SUHW4	1.35925
TFEB	1.90466666666667
ZFYVE27	-0.61975
ATG12	-0.4725
BMI1	0.7425
ZIM3	0.106
MYH4	-0.1615
MASP1	-0.657833333333333
KIAA0984	-0.6815
RPAP2	0.8035
ASB5	0.1115
BOLA3	-1.341
MIA3	1.58816666666667
KRT35	-0.209
KIR3DL3	-0.679
MRPL51	-0.6775
SEMA3F	0.0448333333333333
NDUFB2	-0.116833333333333
LOC253012	1.67775
FAM46C	-0.0702000000000001
G6PC	-2.38025
CSAG3A	-4.45083333333333
PREX1	-0.328
SLC25A45	-0.255125
MAPKBP1	0.5446
CPE	1.0519
GNB1	-0.783375
CXCR6	0.5345
TRIM46	0.18325
C16orf3	0.317666666666667
HPSE	-0.473
TIGD3	0.08
SPG3A	2.3435
LCAT	-0.608666666666667
ST6GAL1	0.157833333333333
POMC	2.11375
FLJ36031	-0.156166666666667
NSMAF	0.9175
SKIL	1.468
ADSS	1.45733333333333
HMGCS1	-1.7222
POLR3F	0.903666666666667
RAB10	0.225375
ZNF277P	-0.81625
ZBTB7B	0.138375
DHRS1	-0.473125
ABCC13	0.115125
CNOT3	-0.463
NFKBIA	1.11525
GAK	-0.192
SFT2D2	2.30666666666667
HOXA6	-0.1755
CRTC1	0.687625
LY6D	3.45916666666667
C20orf72	0.0505
CPT1A	-0.56375
LMO1	-1.3585
EIF3I	-0.49725
PRB4	0.3385
MCM3APAS	-0.45125
C20orf132	0.2105
FOXF2	-0.626
S100A12	-0.12625
MLH1	-0.7495
ACTN1	1.2984
MRPL36	-0.358166666666667
C20orf106	-0.25725
FBXO6	0.5325
MKS1	-0.606666666666667
CX3CR1	-0.638
PDE1B	1.367
PLP1	-2.52525
KISS1	0.00183333333333334
C14orf2	-0.5815
TBC1D3P2	-0.06925
COMMD6	1.0108
ANKRD7	-1.363
PTCHD1	2.24925
NARS2	-1.07225
DOCK7	0.806
FAM127B	0.276875
LOC390243	-0.00433333333333334
N6AMT2	0.60375
ZNF391	0.0625
DNAJB14	-0.143166666666667
WRB	-0.477125
BPI	0.6105
TTC4	-0.122666666666667
FAM10A5	-0.46
GOT1L1	0.0659
MAGED1	0.60575
RESP18	0.1575
WFDC6	0.273
MT2A	-0.9115
C11orf56	0.26725
KIAA1432	-0.78
ROR1	-0.12675
HSD17B14	1.032
ZFAND2B	0.092625
SAMD4B	-0.04
HEXA	-0.3015
HNRNPU	0.783954545454545
USP39	-0.02925
NRD1	-0.023
R3HDML	0.411
FLT4	0.276666666666667
OMG	-0.150333333333333
OR52N4	0.111
LOC399818	-1.08475
ELA2	-1.857
VENTXP1	0.7945
RFC5	-2.149
OR52L1	0.3595
PAX5	-0.095
FBXO2	-0.57625
GMEB1	0.415
AKT3	0.5155
CRB1	-0.045
CTTN	-0.301
UTP15	-0.854833333333333
HSBP1	0.535916666666667
PHF11	1.42625
NDEL1	0.891833333333333
USP8	-0.40225
BAIAP2	0.305125
SI	-0.333166666666667
ARSJ	-0.456166666666667
BAAT	-2.233
KCNS3	1.77116666666667
LOC126147	0.000999999999999992
TMEM37	-0.29175
C1orf162	2.629
MBD1	-0.2535
ITGAL	0.573166666666667
WDR73	-0.8645
GKN2	0.120833333333333
ARFGAP1	-0.7175
SLC5A8	3.505
ZBTB40	-0.1818
CYP4B1	1.54133333333333
LYPLAL1	0.90975
CHST3	0.644
MAP3K9	0.014
BTAF1	-1.31916666666667
TFAP2E	0.668
RBM35B	-0.149
LOC441251	-0.4625
ANKRD25	0.709444444444444
UQCRC2	-0.2655
MAEA	0.1335
HYAL1	-2.5928
RNPEPL1	-0.3605
CPSF2	-0.779625
PSD3	0.3167
ABCA13	1.815875
AGR2	-3.01825
GBX1	-0.79
HDLBP	0.917571428571429
ACY3	-0.69475
