Hybridization REF	TCGA-B6-A0IN-01A-11R-A034-07
PIK3C2A	-0.85575
SRR	-0.936
NOL3	1.141
IFITM2	0.4155
ARNTL2	-1.45375
ZNF595	0.697
NLRP13	0.8255
ASPH	-0.51425
CPA2	-1.3885
PVRIG	-0.256333333333333
LEPR	-0.5925
C16orf42	0.0556666666666666
SH3BGRL	1.086
FAM77D	-1.5566
FNDC7	-0.773
C9orf6	-0.492666666666667
NOTCH2NL	0.162333333333333
PGBD1	-0.228
SYNGR2	0.4375
PITPNA	-0.964125
PRPF4B	-1.7967
SLC43A3	-1.36178571428571
NRBP1	-0.22125
SLC25A22	0.81375
ILK	-0.3975
SLC22A8	0.6945
MRPS7	0.08675
PITX2	-1.31075
FABP3	0.71725
OR1L1	0.122
LOC728215	-0.221625
BLID	-2.073
KIAA1217	2.71
TFPT	2.68625
AP4B1	-0.35025
VBP1	-2.183
OR1K1	0.4455
MORC3	-0.032
BHMT2	0.179833333333333
C3orf10	0.495625
FZD7	0.187166666666667
WFDC10A	0.341
PMS2CL	-0.62725
CCDC32	0.7765
FA2H	0.39175
ALG13	-0.563
TTLL7	0.3317
SPOCK3	-0.585
SLC13A2	2.9085
AIM1	0.8915
GPRC6A	0.155
EGR2	5.7175
MED11	0.2935
WWC1	1.553
SH3GL3	-2.411
RIF1	-0.979
PRLH	0.267
VLDLR	-1.6855
DBT	0.0356875
C21orf63	-0.248
CGGBP1	-0.794125
KRTAP12-2	0.265
TADA3L	-0.33775
ZBTB16	1.72225
PDGFB	2.011375
RFX1	1.0705
UQCRB	0.1614
LOC133874	2.704
HPS3	-2.94625
LGALS3BP	1.6385
DKFZP564O0823	2.52692857142857
MRFAP1L1	0.5655
HOXA10	1.1645
NGB	-0.3445
KIF21A	1.27530769230769
IFLTD1	-0.447
LZTS1	0.749625
ARHGEF3	1.35775
RHBDL3	-0.815
CSNK1G2	-0.363583333333333
ChGn	-0.660875
KIAA1244	1.9865
GABRB2	0.559
MGC72080	-1.7465
CD27	4.9235
EGLN1	-1.6257
PEX13	0.829
RWDD3	-0.53125
RNF12	-0.222666666666667
GRIN2B	-0.1405
ADAMTS14	-0.089375
DYDC2	-0.322
ATP6AP1	1.4153
NR1H2	0.716666666666667
PDK2	0.68475
C3orf17	-0.609166666666667
SLC38A2	-0.917307692307692
SLC25A29	-0.597666666666667
C15orf29	-0.963625
ADAM9	-1.0485
TMUB2	-0.040375
GPR176	-0.41325
AGK	0.3335
MCCD1	0.27375
NDUFA4	0.1435
TMEM146	-0.777333333333333
DUSP1	2.378875
UNQ6975	-1.613
EMX2OS	1.49433333333333
INSM2	0.91925
LUZP4	-0.10475
SETD6	-1.2065
P2RY2	2.86875
SLC45A2	-1.5325
RABGAP1	0.405333333333333
UBXD5	-0.383125
GPRC5A	-1.4039
PAK3	0.422666666666667
LOC63920	-0.54225
TGFBR1	-0.7556
KRTAP6-3	0.122
SFMBT2	-0.414666666666667
CDC42	0.3381875
C11orf35	0.206
TTLL2	-1.0805
UACA	0.810636363636364
CD97	-0.6282
SETD5	-0.325571428571429
NINJ2	0.3585
PTER	0.180666666666667
POMGNT1	0.722
KRTAP4-2	-1.2465
ECGF1	3.832375
HRB	-0.610636363636364
ATP1B2	0.4973
LOC400506	-0.32025
COL4A3BP	1.77825
C6orf97	2.59225
GRHPR	-0.208625
TAS2R1	-1.6175
SEMA7A	-1.31125
EDF1	0.5375
ODF2L	-0.293555555555556
PCID2	-1.4725
GTF2H4	-0.7485
ZCCHC3	-0.846375
CGB2	0.558333333333333
NEUROD1	0.4595
C20orf75	-1.477
RP5-1054A22.3	1.773
IFNA5	0.4965
ZNF134	0.439416666666667
MGC119295	-1.2859
ZSWIM6	0.22425
SMEK1	0.0455
PCGF2	0.286375
C1orf102	2.32275
CYP2A13	1.075
KCNH6	-0.5586
MDM1	-0.5059
ALDH7A1	-0.193333333333333
C9orf75	0.34
VDAC3	-0.72925
OR51T1	0.47
EIF3F	-0.904666666666667
KCNJ10	-0.483625
LENG8	0.748
EDEM2	0.541083333333333
CCNJL	-0.7765
DHX37	-0.327
CRYGN	1.245
AATF	-0.702875
ZNF630	0.329125
E2F5	-1.7205
WFDC13	-0.24025
FTSJ3	0.3405
C4orf33	0.1725
LHFPL4	-2.4425
C19orf56	-0.0645833333333333
SMAD4	-0.76625
AFM	-0.8472
G0S2	3.632
FCHSD2	0.1891
RRP1B	-0.5629
EEF1B2	-0.8115
STAT6	1.0495
ZNF195	-0.15775
GNL1	-0.588166666666667
ZNRF2	-0.0308333333333333
PER3	-0.424
ASB16	0.58825
C10orf10	2.10242857142857
ADCY8	-2.04783333333333
C9orf58	0.638166666666667
ARMC10	-1.1185
PSG1	-0.448
DHX34	-0.44625
VARS2	-0.155625
NFIC	-0.43625
ITPR2	-0.299
AGXT2	0.5115
OR6K3	-0.2895
H2AFZ	-0.982416666666667
MLLT3	-0.691416666666667
COX4I2	2.848
CCNT2	-0.99825
PLK4	-2.2915
NUMBL	-0.521
MED16	0.0915
PLEKHQ1	1.93875
GOSR1	0.564111111111111
BTG4	1.83766666666667
RPL30	-0.323
IGSF5	-1.502
IGFL2	2.17633333333333
ELMOD2	0.758666666666667
SHC3	-0.836333333333333
HAVCR1	-0.3375
DYNC2H1	-0.32275
RNF5	0.1165
C2orf7	0.67925
NLF1	2.1615
KLHL25	0.31925
LRP10	0.5207
KRI1	-0.6035
PUS7L	-0.375166666666667
MGMT	1.33075
HOXD1	0.859666666666667
CSH1	1.1257
ATG16L2	-1.52375
FLJ44635	0.316
CHODL	0.14975
EXOSC8	-1.8775
SLC28A1	-0.4275
MYO7B	-0.567166666666667
SEH1L	-0.6668
MTNR1A	-0.441
TSPAN5	0.013
CDC45L	-3.62183333333333
AMIGO1	-0.295
ATAD3A	-0.72175
OSGIN2	-0.302333333333333
PDIK1L	0.390333333333333
DARC	3.454875
PIPSL	0.622
SHMT1	-1.63975
CRISP3	-0.151
POPDC2	3.27633333333333
ZRANB2	-0.906
FBXL8	1.67925
TRIP13	-1.59072727272727
EIF5AL1	-0.611
POU5F1P3	-4.71116666666667
IL6	0.504
CXorf38	0.274333333333333
IFNA16	-1.015
FBXL2	2.38033333333333
BRD1	3.00025
STATH	0.61625
FBXO44	0.735333333333333
MCCC2	0.76975
CDC2	-2.67133333333333
C5orf23	0.75
IVD	-0.055
C10orf122	-2.23275
MSL3L1	0.2645
MVP	0.89075
EPOR	-0.8036
ZMYM1	-0.9005
BCL7C	0.474
PSTPIP2	-0.7842
LYPD1	-0.26725
OR8G5	1.104
ZP3	-0.1115
BCAS4	0.892916666666667
EDG6	3.90575
ISY1	-0.9645
PRAMEF2	-0.728
CUL1	-0.105875
RNF213	0.2764
CCRK	0.82225
DHX9	-0.430625
C13orf29	2.10725
NCKAP1	0.0208333333333333
MRPL43	1.23057142857143
XPR1	-0.5765
PKN2	0.9048
PODNL1	-0.478
ZNF333	0.55975
DALRD3	1.47775
OPN1SW	1.5895
BTBD6	0.87925
C11orf82	-2.93
OR5P3	-0.187
DUSP11	-0.53125
L1CAM	-1.4184
NEK11	0.760166666666667
OR7E91P	1.6715
CNTN3	0.6337
CREB3L2	-0.3635
ZBTB37	-0.141
KIAA1324L	0.40675
NDUFB10	0.411666666666667
NUDT2	-0.4255
GTPBP8	-0.3385
CACNA1D	-0.1555
PRKAA2	-0.262166666666667
PRDM8	0.379
MGC16075	-0.8838
KRT14	-0.630714285714286
PP8961	1.169875
MRPL18	-0.22525
ABCG2	-1.82575
PACRG	1.33025
BBS2	0.058
KREMEN2	-3.7455
FBXO21	0.9785
HNRPUL1	0.00166666666666666
GRB10	-0.43675
CLSTN1	2.08075
LMAN2	0.4468
C17orf61	-0.5045
NIPSNAP3A	0.4955
INSIG2	-1.65666666666667
PCDHB7	1.6925
STXBP2	-0.252625
CMAH	0.0625454545454545
SEMA5B	1.2285
ZNF155	0.723666666666667
COQ6	-0.00316666666666667
PRPF4	-0.3265
TSPAN15	0.4427
VN1R5	1.44433333333333
LATS2	0.59575
SELK	0.93225
PGK2	2.3345
MS4A1	2.70425
TYW3	-0.7203
KRTAP5-1	1.8165
RCCD1	-1.6335
BTN1A1	-0.32625
DDX28	0.17575
TMEM65	-0.368625
LOC92345	0.04625
TTC31	-0.82275
WDR46	-0.6745
CHP2	2.15116666666667
LSP1	0.85525
ZNF542	1.72625
EXOSC1	0.0705
ARHGAP18	0.584333333333333
LRRTM4	-0.386285714285714
MAOB	0.351
CACNB4	-0.73
MGC33846	1.3785
RANBP3L	0.0292500000000001
ATP5L	-0.0262500000000001
ONECUT1	-0.42
NUDT9	0.32925
TMEM149	1.497
STX17	0.99825
IGSF10	-2.60775
TMPRSS9	-0.7695
BMPR2	0.8585
ALLC	0.46175
KLF7	0.453375
GCC1	-0.5441
TIMM9	-0.90275
CDO1	1.35433333333333
MGC10701	-1.46416666666667
IFI6	0.790666666666667
FRMD8	0.3645
MGAT2	-0.4835
WBP5	0.591166666666667
CNIH2	0.8215
KIAA0907	-1.6665
KCNH8	0.038
CTSG	0.61825
GRIK1	-0.153333333333333
CUL5	1.47975
FRMD1	0.7385
OR9A4	-2.405
SYT6	-1.272125
FOXD4L2	1.265
ANAPC2	-0.822833333333334
OPN5	6.357
TAF13	-0.563
LYG2	-0.46425
GGNBP1	-0.2985
C11orf40	1.0565
OTX2	-0.683
REG4	0.8695
EIF5	-0.617875
PALB2	-1.60975
SEPSECS	-1.4461
RNASE3	-0.21
TRIM49	-1.243
POLR2K	0.6095
GPR42	0.4185
C8B	-2.161
SASS6	0.148
PREB	-0.217
OR3A3	-0.152
TUBA8	0.897125
IGLV2-14	-0.665
STIL	-2.99975
ANKFN1	-1.37733333333333
NME7	-1.546
HOXC12	-0.76
UBE2C	-1.046
FHOD1	-0.736875
CDK2AP1	-0.01625
OR6K2	0.43875
DHPS	-0.435
RPL5	-0.895833333333333
TRGV5	0.7165
LOC541472	0.189875
HCCS	0.5386
DENND1B	0.885
LHX3	0.00600000000000001
OR5D16	0.2835
CXorf57	-2.595
IRF2BP1	1.96025
NDST2	0.5195
LCE3D	0.323
BOLL	0.386
SYT3	-0.00575000000000001
PIH1D2	-0.4545
C20orf7	-0.646833333333333
IL1R2	0.871166666666667
SLAMF9	1.437
PPME1	-0.0965
PIK3CA	0.105
TRAPPC1	-0.171
COLEC10	-1.584
SLC9A6	-0.404333333333333
PDDC1	-0.749416666666667
CCDC53	0.4135
GK3P	-0.57275
DAZL	-0.17725
BRI3	-0.2145
SDK1	-0.178875
CYP2C18	-0.155333333333333
IFI44L	1.6665
RPL3L	0.737
FUT9	-1.216
KIFC2	-0.102166666666667
PMP2	0.0152857142857143
SLC4A9	-1.658
PLAG1	-0.672833333333333
MYCBP2	0.445333333333333
OR4E2	-0.9415
CCDC65	1.01325
C16orf82	0.164285714285714
ENTPD4	-0.95875
BRP44L	-0.067
PMP22CD	-2.15533333333333
TMCO4	1.75183333333333
KCNN1	-0.370666666666667
WDR35	-0.7215
CCDC80	2.2225
C3orf31	-1.3665
SLC7A9	-2.00925
TMEM190	-1.157
DBC1	-2.0508
FADS3	-0.746333333333333
PDZD8	0.877666666666667
GRM5	0.71275
AZGP1	2.156
PEX3	-0.6225
MED1	0.977785714285714
ATG4C	-1.22016666666667
HNRPH3	-1.2555
FAM109B	1.2795
C4orf17	-0.789
CA10	-0.87825
OPRD1	-0.3235
CCL16	0.16775
SACM1L	-1.77575
CST6	2.4095
CD63	1.529
LGI1	-3.56533333333333
ZNF784	1.9055
CRYBB1	-1.46
CX3CL1	0.7734
TOP2A	-1.89425
GYPB	-2.1102
GADD45GIP1	0.3705
FEN1	-1.677875
IGF1R	1.29175
WDR72	-1.9266
PURG	-1.48833333333333
DEFB126	-0.698333333333333
PKD1L1	0.992
CAV1	-0.7929
GNPDA2	1.0134
DGAT2	0.262625
NLGN1	-3.0655
STRBP	-0.344875
HPRT1	-1.284
FANCI	-1.7425
PSMA7	0.574375
DBF4B	-0.4665
TTF1	-0.9475
RAD54L	-2.3445
ELOF1	-0.98825
PLAGL2	-0.726625
ZNF256	-0.047
HMGCL	0.0225
MSI2	-0.524333333333333
RPESP	-2.87633333333333
C11orf60	0.167
ABCD1	0.7835
ACAA1	0.1134
SPARCL1	5.62307142857143
IL6ST	-0.6159
ZNF319	0.602
TMEM109	-0.1743
FAM90A1	-0.733166666666667
IL22RA1	-1.1395
ATP4B	-2.7245
TEC	-1.07116666666667
C7orf30	-1.0295
TXNDC2	0.045
ABCB4	-0.862
KIAA1191	0.85575
C9orf38	-0.0905
SFTPB	0.1872
CNTNAP2	3.04441666666667
FRK	0.1255
TBX19	0.10025
CHD4	-0.1165
C6orf26	-1.9725
MOSC2	1.8975
IKBKE	-0.5
HIF1A	-1.18016666666667
LOC595101	-1.617
RELA	0.615666666666667
TMEM16B	0.089
ABHD12B	-3.16275
TSEN34	1.37275
KIF18A	-2.885
TXNDC9	-1.086
SPATA2L	0.814
SEMA4G	-0.1555
C21orf91	-1.064625
MATN1	0.557
KCNIP4	0.943
TUSC1	2.048625
OR4C15	0.63
ARMCX6	0.485
WBSCR27	-0.3565
OR52I2	0.036
KIAA1604	0.13625
DYNC1I1	-0.85525
PPP4C	-0.321
SLC47A2	-1.494
TREH	0.382428571428571
CD48	2.88033333333333
ST14	1.38766666666667
PKN1	-0.591
SPON2	2.42325
XBP1	0.914416666666667
SFRS12	-0.609166666666667
EFCAB6	1.2525
SELT	-0.273
SLC39A2	-0.2
ERF	-0.17
ARL3	0.60875
SURF6	-1.0091
MLLT10	-0.666333333333333
FLJ11171	-0.932666666666667
TDGF1	-3.34266666666667
ERCC6	-0.0355
EIF2AK4	0.145
BAZ1A	-0.7585
LRRN3	0.150166666666667
TMC3	-1.86
EFTUD1	-0.531
PTPRO	1.22483333333333
CLEC12A	0.18875
ACBD4	0.344375
ZDHHC14	-0.732125
OTUD7B	1.272
ACTB	0.51625
MSRA	1.092875
LCE5A	2.015
IFI35	-0.32475
BSCL2	0.456166666666667
ANKRD12	0.20825
CFHR2	1.088
RGAG1	-0.1645
HSFY1	0.86
SLC30A5	-0.311666666666667
IMPG1	0.7575
GPR109A	1.4145
ZNF185	-1.65925
IYD	5.9005
NPCDR1	0.202
SERPINA13	0.864
HMGCLL1	-0.8735
NEUROG1	1.4465
UBQLN1	-0.1713125
LIN37	0.64675
SOCS2	-0.365375
DSCR4	-1.493125
XKR6	-1.77475
GPR142	0.9085
KRTAP13-3	-1.299
CCDC15	-2.21316666666667
MOS	0.657
CD1E	-0.4985
OFCC1	-0.352833333333333
FAM83D	-3.2585
SRFBP1	-0.5455
C9orf96	-0.1045
DHDH	-1.0755
CCDC90A	0.1655
RABL3	0.0719000000000001
CD320	-0.633833333333333
ANGEL2	-0.16125
MRPL21	-0.66175
SMG6	-0.173333333333333
INSR	1.6796875
FLJ14816	0.542
GLRB	1.33083333333333
C9orf89	1.72575
CIZ1	-0.547875
URG4	-0.6985
LRDD	-1.35183333333333
CBY1	0.445333333333333
NFX1	-0.367375
MTERFD2	-0.324285714285714
C19orf23	1.308
PGC	-2.25325
IER3IP1	0.0501
RASAL2	0.704333333333333
C1orf89	-0.7235
SYNJ1	-0.775625
NFKBIE	1.637
FLJ40125	-0.0353333333333333
TCEB2	-0.0243
NOG	-1.079
POLR2J2	-0.651666666666667
HLA-B	1.995
PCDHA1	2.3835
PPP2R2B	-0.14825
ARHGEF17	0.866833333333333
TCF7L2	0.693357142857143
CHD5	-0.3275
ZNF431	-0.847125
TBC1D25	-0.307
ZNF800	-0.823
SCUBE2	-0.361636363636364
MYCBP	-0.051
GPX5	0.254
C6orf129	1.1555
QSER1	-0.937833333333333
ULK2	0.47425
PIGO	-0.0726666666666667
NRCAM	-2.19414285714286
SLC35E3	-0.807375
CSRP2	-1.24975
HYPE	1.58175
MAPK15	0.380166666666667
MGC14327	0.04425
TIMM13	-0.719
ZNF462	-0.6985
GBA3	0.30225
TEX13A	-0.032
MCM6	-1.26766666666667
MTRF1	-1.273625
ABCA7	-1.53025
EIF4A2	-0.2685
ZC3H10	0.9128
RPGR	0.122833333333333
C20orf94	0.766
RP1L1	-0.44875
GPR125	-0.806142857142857
USP22	-0.716857142857143
OR1L4	0.54
MLZE	0.4965
FLJ32065	1.028
PTCD1	-0.53775
CRTAC1	1.93616666666667
BXDC2	-1.805
C18orf1	1.8235
FAM107A	1.29721428571429
EFNA3	-1.21025
P18SRP	-0.7988
CAMKK2	0.831916666666667
KIAA0649	-0.64325
NES	0.232333333333333
HS6ST3	4.096375
PON2	-2.27025
TCP11L2	-1.07675
CLEC4A	2.209
PRR12	1.929
MLXIPL	-1.0079
C2orf50	1.5925
ZNF28	0.0535
ENC1	0.0603333333333333
MAP2K1	-0.554875
FKSG2	0.94925
KIAA0430	0.41325
PTP4A1	-1.34005555555556
GPR156	2.252
GTF3C6	0.07325
UBR2	0.2316
LOC388272	-1.255
MAK	-1.63283333333333
ACOT4	2.486
STC2	-1.93491666666667
PIGW	-1.871
SAE1	-0.4845
COL6A1	1.078
OAZ1	-0.274166666666667
STMN4	1.02783333333333
EDG3	1.09083333333333
SGCE	-1.23266666666667
IL11	-1.91633333333333
PRSS8	1.951
YIPF5	0.0415
WNT4	3.9835
CSN2	0.4635
TCF7	-2.04975
TDO2	3.5525
SAMD9	-0.4945
S100A7A	0.375
MMRN1	1.12766666666667
GKAP1	-0.484
AKR1C3	-0.449125
RNF19A	-0.022
GMDS	-0.10125
YKT6	-0.688125
SPARC	1.8187
C12orf31	-0.6775
UBE2V2	-1.86283333333333
FBXL18	-0.239166666666667
KIAA0460	1.164
ADAM22	0.63725
SERPINC1	-3.5425
KCTD21	0.3845
MYOHD1	-1.962
ZNF37A	0.335333333333333
GTF3C1	-0.196166666666667
CTSZ	2.2605
PRNPIP	-1.2985
DRD1IP	0.64925
NR1I2	-1.224
ZNF266	-1.0623
SPAG4L	1.173
COX4NB	-0.44025
SAPS1	3.54833333333333
APOA1	-3.313875
TATDN1	-1.58216666666667
C10orf82	1.33075
KPNB1	-0.877
FOXO3	-0.0585833333333334
CRYBB2	-0.5105
ZBTB5	-0.629
SLC25A38	-0.58725
DCTN2	-0.145666666666667
IFT20	0.02775
CTHRC1	1.55
C1orf31	-0.643125
UHRF1	-1.0285625
GPC6	-2.19025
C10orf54	2.093
MCF2L2	-0.761166666666667
WNT9B	0.230625
OLA1	-0.60475
FAM120B	0.286
TTLL10	-0.412
CYorf15A	-4.47766666666667
RELN	-1.25066666666667
SCN2B	0.128833333333333
MFHAS1	-1.0385
NKX3-2	-1.5595
RASGRF2	-0.3615
SSBP1	0.2595
KPNA6	0.0833571428571428
LOC389118	0.457
HS3ST4	-0.427888888888889
SUPT7L	-0.648625
FLJ32658	0.1095
IGFBPL1	-0.8535
KIAA1641	-0.5488
SHKBP1	-0.403333333333333
CSF1R	5.513
NAGK	0.42175
MYL2	-0.22525
HIST1H4C	-1.4965
TOMM7	-0.38425
ADAMTSL3	2.7901
TNFSF14	-0.18775
PRRT2	-0.6075
VTA1	-0.916875
AOAH	3.47316666666667
CRISPLD2	1.51435714285714
PNN	-1.3521
TA-NFKBH	0.13375
ESPN	-0.229
RBM43	-1.0555
KIAA1267	0.57125
DDX3X	-0.349
KIAA1576	-2.653
PLXDC1	4.37
FLJ25801	-3.478
HNRNPL	0.48975
RUNDC3A	0.488833333333333
CASP12	0.7435
SH2D5	-1.21675
RPL26L1	-0.513
OR51A7	0.73625
HDC	3.885
C2orf16	0.2848
SYTL3	2.03275
GOLGA4	-0.1376875
NOTCH1	-0.0303333333333333
ATPAF2	0.104
ECD	0.2715
SSX5	-1.418
SNAP91	-0.422333333333333
OCA2	-3.74375
PNPO	0.212
DAPK1	-0.529166666666667
PINX1	-0.834833333333333
SELENBP1	1.569375
NEK3	-0.217916666666667
TMED4	0.5095
SSTR4	-0.472
FOSL1	-2.106
CD40LG	0.77
CES1	-0.57325
DCI	-0.0373333333333333
B3GAT3	-0.0166666666666667
STK17B	0.2925
CNTN6	0.4895
CYP3A4	-0.713
MBOAT2	-0.177714285714286
PISD	-0.46575
USP1	-2.12225
PYDC1	0.2945
CENPM	-1.183625
SAR1B	0.9395
TTC7B	-0.482875
DP58	-0.35
GPC1	0.095
RBL1	-2.74514285714286
TMEM137	-2.6365
TOB1	1.13108333333333
TCEAL1	0.426666666666667
CENPF	-1.80854545454545
C6	2.8438
PRSS1	-3.25025
PPIL6	0.266333333333333
C6orf124	-0.744
ODZ4	0.819166666666667
SNCB	1.25675
NDUFB9	0.444125
CNOT6L	0.4715
S100A9	0.9645
TRIM50	0.253
KCTD1	0.5078
WDR63	1.0095
SPEF2	1.916875
RNGTT	-0.0266666666666667
CXorf22	0.9505
KCNK16	0.64775
CEP250	-1.67325
ATPBD1B	-0.51225
KCNJ2	4.55675
MT1B	-0.6845
ZNF684	-1.323
SLC4A1	-0.06975
PDHA1	-0.3025
ZNF492	-0.978125
TKT	-1.83625
BYSL	-0.07125
RNF38	-0.747625
AHDC1	0.261
KLHL2	0.14525
CMTM8	1.7495
DMP1	1.818
HERPUD2	-0.0135
CRTAM	2.962
ZNF572	-1.2955
TMEM16J	-0.9765
HSD17B2	-4.733
UBE2G1	-1.046875
AHSA2	-2.49025
PELI2	-0.6535
TPX2	-2.188125
ATP9B	0.439166666666667
DAZAP1	-0.29925
HMGCS2	0.464333333333333
C17orf38	-0.275
B9D1	-0.25
NKX2-5	-0.122666666666667
KIAA1276	0.584666666666667
LILRB2	4.4245
CSTF1	-0.907666666666667
BTN2A1	-0.939833333333333
C15orf48	2.73875
IGF2BP3	-3.0835
FAM113B	1.8715
HRG	-0.0344285714285714
ZNF131	-0.71275
USP47	0.476846153846154
CCDC88B	-0.63025
HCN1	-0.6118
HTN1	-1.20083333333333
SYCP3	-0.714666666666667
C13orf23	-0.6131
PAPOLA	0.148875
AATK	0.1713
MSH3	-0.374
NDUFAB1	-0.87175
ITLN2	-0.2205
BAK1	1.289
MRPL45	-1.03216666666667
MTNR1B	0.5462
LOC645843	0.38
SPECC1L	0.143875
PGCP	1.336
SPN	-0.1635
GPR143	2.0375
ZNF576	0.8485
TMEM39A	0.3227
ATP5D	0.138166666666667
MAGEB3	-5.574
RPS5	-0.331833333333333
ANP32E	-1.553
MTMR1	0.096
YEATS4	-1.20475
SYNGAP1	-0.41825
PCOLCE	-0.5555
MNS1	-0.3145
PCYT2	0.427333333333333
ZNF182	-0.408
LAX1	0.8785
SPPL2B	1.4282
ELOVL5	-0.2144
PCDHAC1	-0.867
B4GALNT1	-1.72916666666667
BLOC1S2	0.639
ZNF673	-1.0405
ARHGAP21	-0.938
IRX5	3.950875
LRFN5	0.0703333333333334
FAM7A1	-0.9725
RAB19	0.3195
GINS1	-2.5085
ITM2B	1.4467
PAPSS2	0.235416666666667
OR5BF1	1.0095
ACSL3	-0.5645
KIAA1919	-0.230333333333333
GLT8D2	1.297875
UTRN	0.9115
CNN1	0.95475
HISPPD2A	0.0946666666666667
SDAD1	0.444375
SIGLEC9	1.17083333333333
RPL35	-0.441214285714286
C22orf26	0.916
IMPDH2	-1.42075
WDR69	-1.10933333333333
SEC14L5	-0.220333333333333
CLTA	0.06525
RP11-529I10.4	0.39075
GPR37L1	-0.0276666666666667
OGDH	-0.254333333333333
ASB13	0.126833333333333
ZFP14	0.733
ZCRB1	0.258
KPNA3	-0.5235
HSPA1L	1.38575
RHOC	0.541875
LOC554175	0.01475
PPP3CA	0.6152
SLC1A7	-0.2208
ZNF529	-0.609666666666667
RBED1	1.035
DDB2	-1.3315
FLJ11286	0.120666666666667
SPATA1	0.6835
MKNK1	0.1785
DYSF	1.875
ALKBH2	0.003
NKD1	-3.295
C1orf174	-0.258
PLEKHO1	0.894333333333333
ASB10	0.446
RING1	-0.034
NPC2	1.125125
AVPR1B	-1.71
YTHDF1	-0.154083333333333
LMAN1L	0.527
GSG2	-3.2445
CEP170	-0.8375
RPS4Y2	-4.82175
MSH6	-2.03
HECTD2	-1.14783333333333
ZNF556	-2.50033333333333
PLEKHC1	-1.3439
AIRE	0.7805
BCL2L10	-1.5795
LMOD3	-0.458
ZBTB8	-0.2979
FOXA2	-2.76222222222222
SLCO2A1	4.000125
C3orf46	0.3895
PRDM16	-0.215166666666667
TMEM98	0.8355
FRMD5	-2.0535
PDE6C	0.829
C1orf216	0.213333333333333
EP400	-0.614928571428571
PTK2	0.583416666666667
RNF217	-0.8345
NDUFA8	0.6755
ZFAT1	0.418
LAMP3	2.29633333333333
GLTSCR2	-0.05675
NPW	-1.684
LLGL2	0.0673
PPM1K	-0.918
C20orf177	-1.344
KIR2DL4	0.675
NFKB2	0.13875
C21orf122	0.169
HESX1	-0.90575
GPR114	0.781
SLC25A35	-0.504666666666667
GNAT1	-0.263
ORAI3	-0.164
FAM76B	-1.004125
TMEM99	-1.0241
TRIM29	-1.7409
CDS1	2.52325
RHEB	0.5171
C4orf27	-0.803
RAB3A	0.57025
OTUD6B	-0.176
GPD1	3.06275
CDH15	-0.8145
NPM1	-0.614071428571428
TMEM117	0.17675
PRPS2	-0.0775833333333333
GCK	0.4275
ADRA2A	4.2035
TSPYL4	-0.442333333333333
TASP1	-1.549
WDR19	-0.16575
C10orf38	-0.3265
PDE4C	-0.316333333333333
FYB	0.828166666666667
C1orf55	0.368666666666667
PPFIA3	-0.28225
RAD18	-1.85675
C12orf44	-0.431
CRYBA4	1.0745
HVCN1	2.4565
TAF10	-0.096
C16orf48	-0.959166666666667
DEPDC5	0.554
LTBP1	-1.6065
MAPRE1	-0.3235
FGF8	0.2315
C3orf52	0.37725
SENP7	-0.932166666666667
LRRK2	1.229
RUNDC2A	0.0646666666666667
KIAA0355	0.196
CPEB1	-0.94975
PPEF2	-2.111
ABI2	-0.450166666666667
KIAA0317	0.260625
ATF1	-0.696833333333333
DYNC1H1	0.79925
DIP	0.62925
TMEM33	0.420666666666667
POLDIP3	-0.63775
C7orf24	-0.02675
GPR171	3.799
CDC6	-1.6295
PLD1	-0.9328
ITFG2	-0.8542
NDUFC1	0.17625
AKNA	-0.70725
NBR1	1.9485
PKHD1	0.787
HPS4	-1.1369
MAFA	1.9805
ULBP3	-0.94125
DIRC1	0.1775
IMMT	-1.057625
C22orf13	-0.762416666666667
CEL	1.18525
MARK3	-1.05625
ADAMTS2	0.570333333333333
ARPC3	0.6245
TMEM10	0.536857142857143
NPHS1	0.981
BRD8	-0.0315
WDR12	-1.61675
IDI2	-0.110571428571429
HOXD13	-1.256
OR8G2	-0.61025
SLAIN1	0.5955
GABRQ	-0.64975
NR2C2	-1.137
NKTR	-0.7784
TLE2	0.69
KIAA0892	-0.886666666666667
AURKA	-2.41418181818182
GPRC5C	0.801166666666667
TBC1D9B	0.781375
PNPLA6	0.3275
AP3B1	0.6345
NAG	-0.325875
C11orf68	-0.17275
AKR7A3	2.28225
AHCYL1	-0.295333333333333
COP1	0.371166666666667
RPP14	-0.5615
PCDHB18	0.22175
CDH24	1.9685
KRT17	-1.6302
LACTB2	-0.70325
DDX24	0.3314
PHACTR1	-1.81566666666667
SLC35E2	0.30625
LOXL1	0.44
IQSEC2	1.655125
RGSL1	1.042
PCDHGC5	-0.1635
MEGF10	-1.4505
PRRX1	0.585
ASTE1	0.00283333333333334
C6orf159	-0.703
MYOD1	2.2235
GAA	1.36375
ZNF747	-0.12675
KLRC1	-1.028625
IL1RL2	0.5805
GDF9	0.17025
GPR119	0.7465
TRAF2	-0.346833333333333
HCK	3.67766666666667
BMP6	-0.9585
IL8RA	0.893666666666667
FLJ35848	-1.433
EFHA1	-0.207
CDSN	-0.2565
C14orf54	0.81475
LSM3	-0.643
ZFP41	0.01
C9orf126	-1.116
VIT	-1.911
SPCS3	0.24975
DEF8	-0.0683
CHAF1A	-2.04233333333333
