Hybridization REF	TCGA-B6-A0IM-01A-11R-A034-07
SDSL	1.2015
MMP8	-1.4675
PLA2G12B	-4.11983333333333
ACY1	-1.02025
MT1E	1.50083333333333
OR4K15	0.392
TECTB	0.4385
GPR20	-0.063
IRAK2	-0.30875
RFPL3	-0.181125
MYO9A	0.42725
NARG1L	-0.747666666666667
BLMH	0.11675
CCDC3	2.64166666666667
C9orf21	-0.893333333333333
KIAA0513	-0.138333333333333
MIER2	-0.2265
PNMA2	-1.47
SH3BP2	0.8141
ANXA10	-0.92225
RTN2	-0.0463333333333333
TFB1M	-1.5695
PRPH2	3.501
C14orf133	0.088
GOLGB1	1.23466666666667
IRX4	-1.47075
NFKBIL1	0.166666666666667
C10orf62	0.18625
APBB3	-0.302
RPS10	-0.00520000000000001
LOC728378	-1.92425
TLE3	1.75783333333333
PSMB7	-0.796
MESDC1	0.7015
SLC6A1	1.3488
OCLN	2.28358333333333
PTTG3	-2.14033333333333
NAGLU	-0.582
SERTAD4	0.313
SPRY1	-0.024
FLJ10781	0.1455
MYSM1	-0.631
TRIM4	1.162
SH3YL1	-0.39725
TREM2	3.96233333333333
SERPINI1	1.7705
HDHD3	0.576
TMEM38A	0.18175
EID2B	-1.22175
TDRD3	0.0388333333333333
SEDLP	-0.14975
THSD7A	1.26083333333333
NDST3	-2.39733333333333
KLHL15	-0.393666666666667
DHRS12	2.203
FBXO9	0.621571428571429
TNPO1	-0.237166666666667
MRPL13	-0.111333333333333
SNX5	-2.4955
METTL6	-0.1995
SOD1	-0.164125
CHML	-1.36583333333333
PACS1	0.17225
SIRT5	-0.4195
CAPN2	-1.377
FXYD5	0.233666666666667
TWISTNB	-0.110625
LRFN1	0.885666666666667
UBE1L	1.091
UBE1C	0.5545
OR51B2	-0.7715
OR4D11	0.284
C15orf2	-0.1265
NR4A1	-0.187333333333333
LOC339047	-2.659
TRIM17	0.104125
ATP5G3	-0.0838571428571429
RPL15	-0.366916666666667
ADAMTS8	-1.5995
HOXC4	-0.585
C14orf37	2.7435
CEACAM5	-2.232125
MYT1L	-0.463666666666667
RASA2	-1.327875
OSBPL7	-1.206
STAG1	-0.437
GIMAP4	4.40983333333333
FUT3	-1.87883333333333
PIF1	-2.948
LPIN2	0.9972
SH3PX3	1.39475
PDP2	-0.94325
PAPD1	-0.398375
ERP27	2.969
APOOL	0.997
DIABLO	-0.045
TRHR	-0.7625
ARMC9	0.7325
RNF152	2.3055
SLITRK3	-0.813833333333333
ZNF211	-0.0494
PFDN1	-0.4715
RGS11	0.00387500000000002
HS6ST1	2.5779
AKR1D1	-2.25775
TNP2	0.223333333333333
STK31	0.793666666666667
EML4	-1.48641666666667
SGTA	-0.880833333333333
HIST1H2BI	0.441666666666667
PSMD6	-1.46366666666667
KIAA1257	1.2835
C18orf55	0.0463333333333333
FLJ20273	2.779875
RPL28	-0.581
EPYC	2.872625
NOX3	-1.1805
ELAC1	-0.812666666666667
METT11D1	-0.81925
BIN2	-0.627666666666667
NACA2	-0.187
CCDC17	-1.50025
HM13	-0.3476
UBOX5	-0.81125
UBE2O	-0.386125
UBL5	0.38775
APOLD1	2.03775
C9orf31	-0.061
TNFSF8	0.6335
ARHGAP29	-0.091
PROKR2	0.596
PDE5A	0.390333333333333
C6orf12	-0.692
TOM1L1	0.9995
WHDC1	0.487625
FOXI1	0.0573333333333333
RAB4A	0.419
TMEM39B	-0.47275
ATPBD1C	-0.65275
FARSA	-0.478333333333333
PLEKHG5	0.61275
CMAS	-0.529
OR7E24	0.073
SLC30A1	-1.2875
CDC42EP5	1.198
PLAC1	3.22225
KLHL18	0.0443333333333333
LBA1	1.1834
TAZ	-0.77525
CRIP2	2.724625
BTBD11	-1.2565
C16orf72	1.12875
DIO2	2.5835
LRRCC1	0.569166666666667
CCDC136	-0.884
PRX	0.510375
RBM5	-0.2844
TMEM85	0.720375
TUBGCP4	-0.374166666666667
APLN	2.11325
CDK7	-0.0401666666666667
SSR2	0.1865
CRELD1	-0.0315
C19orf46	2.058
GAL3ST4	0.484833333333333
KBTBD10	1.067
IL28A	0.39175
WDR27	-0.827
MCM2	-0.9655
SOX14	0.406
FLJ39743	0.454
KIAA0922	-0.14675
HIPK4	0.8205
FLJ25758	-0.774
C16orf57	-0.8755
PDZD2	0.8585
MCC	-0.073625
HHLA3	-0.2166
ID2	-0.64275
C20orf23	2.87625
ZNF688	1.23875
APOC2	-0.5965
LOC440093	0.05
FAM50B	1.4525
PWP1	-0.959
DNAH10	-0.05225
HIST1H2BA	-1.54625
GPR56	1.07733333333333
METAP2	-0.4865
PAN3	1.2825
STXBP4	-0.69725
PDHX	-0.1885
MTA1	1.0065
ZBED4	0.2455
ZNF720	0.17875
CDK2	-1.029
RHOJ	0.36475
CDC37	-0.304
ZER1	0.514375
GRK4	0.18625
PRPH	-0.1615
POLR2A	0.40925
OGFOD1	-1.46
NOL5A	-1.5045
PHEX	0.4905
FLJ16478	0.15825
C20orf117	-1.027125
CAMTA2	0.30825
C11orf74	0.197333333333333
DDX17	-0.31825
C5orf27	-0.077375
PLEKHA2	-0.6855
PDE4DIP	0.3931
SCN7A	1.56966666666667
ZNF559	-0.827833333333333
CXCL10	3.68175
ZMYM4	0.439166666666667
STK32B	0.566
KIAA0888	-0.8084
TACR3	0.532
CKAP2L	-0.808
KIF1A	-1.531
RSPRY1	-0.46675
VCAN	1.886
CYP27C1	-0.0315
SYDE1	-1.45733333333333
MED12L	-0.69775
ZDHHC21	1.551
NHS	1.6145
TM9SF3	0.991833333333333
DDHD1	-0.41925
MAFG	0.22775
BICD2	-0.4875
C14orf119	0.0325
C14orf43	0.144785714285714
CDH7	-0.82675
ALKBH5	-0.124714285714286
JUP	1.362125
TMEM41A	0.1105
MAMDC4	-1.147
CBX3	0.374375
LRRC18	0.26925
RBMXL2	-0.397333333333333
PLA2G4D	0.634333333333333
FGF13	2.721
KIF3A	-0.0653333333333333
PDIA6	-0.8145
DCXR	-0.41
CASKIN2	0.336083333333333
EHD1	-0.380333333333333
MARCKSL1	1.36933333333333
ZNF496	-0.6475
SCAF1	-0.0461666666666667
KCTD8	-2.004
TRAF3IP3	0.0874285714285715
LSR	1.447
CXorf1	0.582666666666667
C14orf112	-0.356666666666667
EIF2B1	-0.14525
OMP	0.329
GSTZ1	0.07375
LOC92017	1.40475
ISLR2	0.7325
C12orf36	0.591
GATA2	2.16366666666667
GABRA5	-1.7375
CELSR2	1.11835714285714
STAM2	0.0672
TNAP	-0.163
PTPMT1	-0.317333333333333
GRP	6.72075
SV2A	-0.429166666666667
MAGEA12	-4.238
CACNG1	1.3005
C18orf19	-0.46275
GSG1	-0.526166666666667
PTPRJ	-0.296928571428571
FRMPD1	-0.503
ZNF668	0.29675
PLEKHJ1	-0.817375
ADAT1	-1.0051
TMEM50A	1.0311
UCN3	0.3895
HOOK1	1.39625
IL17B	-1.5105
MLKL	-1.17366666666667
TTC14	-0.719166666666667
KLHL5	1.122
CRYL1	0.510333333333333
FOXH1	-0.5585
NFYB	-0.190625
PPM1G	-0.51725
GOLGA2LY1	-1.2495
NMT1	-0.17625
HADHA	-0.6118
CHSY-2	2.65
PLEKHF1	1.5005
SAGE1	-3.775
MUSTN1	-0.43875
SUHW4	1.06
TFEB	1.34483333333333
ZFYVE27	0.96475
ATG12	-0.0625
BMI1	0.197142857142857
ZIM3	-1.23866666666667
MYH4	-0.57
MASP1	-1.26141666666667
KIAA0984	1.95825
RPAP2	-0.4255
ASB5	-2.744
BOLA3	-1.886
MIA3	0.0195
KRT35	0.574
KIR3DL3	-1.0435
MRPL51	-0.4845
SEMA3F	1.70083333333333
NDUFB2	0.859666666666667
LOC253012	2.65325
FAM46C	-0.7411
G6PC	-2.29328571428571
CSAG3A	-4.81966666666667
PREX1	1.5205
SLC25A45	0.00775
MAPKBP1	1.3865
CPE	-0.7261
GNB1	0.08875
CXCR6	3.036
TRIM46	-0.79275
C16orf3	0.447333333333333
HPSE	0.70675
TIGD3	1.253
SPG3A	1.62175
LCAT	-1.99833333333333
ST6GAL1	-2.13622222222222
POMC	0.92075
FLJ36031	-0.537333333333333
NSMAF	-0.447166666666667
SKIL	1.7805
ADSS	-0.955833333333333
HMGCS1	-2.228
POLR3F	-0.500333333333333
RAB10	0.013625
ZNF277P	-0.872625
ZBTB7B	0.981
DHRS1	0.6205
ABCC13	-1.211
CNOT3	0.2235
NFKBIA	1.42575
GAK	0.476166666666667
SFT2D2	1.0515
HOXA6	-0.8425
CRTC1	0.647
LY6D	-1.28066666666667
C20orf72	-1.8745
CPT1A	-0.06925
LMO1	-1.946
EIF3I	-0.44825
PRB4	1.157
MCM3APAS	-1.236875
C20orf132	0.8499
FOXF2	-2.598
S100A12	0.17825
MLH1	-0.445
ACTN1	0.5987
MRPL36	-0.569166666666667
C20orf106	-0.8825
FBXO6	1.6125
MKS1	-0.473166666666667
CX3CR1	-2.434625
PDE1B	1.5455
PLP1	-3.531
KISS1	0.2485
C14orf2	0.0341666666666667
TBC1D3P2	-0.646
COMMD6	1.1058
ANKRD7	-0.70425
PTCHD1	-1.52575
NARS2	-1.83725
DOCK7	-0.496
FAM127B	0.5505
LOC390243	-0.0563333333333333
N6AMT2	0.49125
ZNF391	-0.2145
DNAJB14	-0.00433333333333334
WRB	0.199375
BPI	-0.640083333333333
TTC4	-0.857333333333333
FAM10A5	-0.3225
GOT1L1	-0.0515555555555556
MAGED1	0.592375
RESP18	0.2385
WFDC6	0.043
MT2A	-0.855
C11orf56	0.0285
KIAA1432	0.2085
ROR1	-1.189875
HSD17B14	1.41533333333333
ZFAND2B	0.495125
SAMD4B	0.5935
HEXA	0.818875
HNRNPU	-0.2195
USP39	-0.091
NRD1	-0.4745
R3HDML	-0.00474999999999998
FLT4	0.859
OMG	0.1622
OR52N4	0.599
LOC399818	0.64475
ELA2	-2.2875
VENTXP1	0.293
RFC5	-1.493
OR52L1	0.9205
PAX5	0.117
FBXO2	1.3495
GMEB1	-0.1985
AKT3	-1.394
CRB1	-2.18516666666667
CTTN	0.772833333333333
UTP15	-0.390166666666667
HSBP1	-0.0131666666666667
PHF11	1.7255
NDEL1	-0.224333333333333
USP8	0.57225
BAIAP2	0.357625
SI	0.472166666666667
ARSJ	-0.9645
BAAT	-3.662
KCNS3	2.609
LOC126147	0.223333333333333
TMEM37	1.89875
C1orf162	3.32066666666667
MBD1	0.6307
ITGAL	-0.5085
WDR73	0.286166666666667
GKN2	0.1145
ARFGAP1	-1.106125
SLC5A8	-0.513333333333333
ZBTB40	-0.0585
CYP4B1	6.82333333333333
LYPLAL1	-0.65025
CHST3	-1.1805
MAP3K9	0.2565
BTAF1	-1.373
TFAP2E	-0.1325
RBM35B	-0.54425
LOC441251	-0.129333333333333
ANKRD25	-0.843166666666667
UQCRC2	-0.6565
MAEA	0.387916666666667
HYAL1	-2.6181
RNPEPL1	0.544833333333333
CPSF2	-0.681625
PSD3	-1.9544
ABCA13	-1.835
AGR2	3.90875
GBX1	-1.0565
HDLBP	0.341357142857143
ACY3	-1.36475
HECW1	-0.244333333333333
ZNF519	-0.24
HOPX	2.876
ZNF304	0.566125
OR12D3	-0.2045
FKSG43	0.3
METTL1	-0.304875
MFSD3	0.4751
PSPH	-0.047
CLCA3	0.544
DARS2	-1.84066666666667
CDC25A	-2.0125
BAIAP2L1	0.812
B3GNT5	-0.995375
USP29	0.12925
ARHGEF10L	1.8007
ATOX1	0.41375
ADAM30	0.26175
DNASE1	1.16025
STT3A	-0.459833333333333
RAB6IP1	-0.39375
PTN	-0.1723
C1orf106	-2.55915384615385
HECA	1.79175
RNF122	1.632
SLC22A18AS	-0.5015
GNG8	0.283333333333333
ELP4	-0.77375
FAM65A	0.201166666666667
RPL10A	-0.0151666666666667
IRS4	-4.039
MACF1	1.3472
SEC24D	0.26725
LOC374395	-0.0665
TGFB2	-1.56625
MDFIC	0.109875
CHRNE	0.5135
PCMTD2	0.365333333333333
ATP6V0D1	-0.117
MTA2	0.23925
LZTR1	-0.496166666666667
RAP1A	0.027
AXIN1	-0.0365
POLR1C	0.0425
TRIO	-0.528666666666667
PLXNA4A	-0.138666666666667
C5orf33	-0.2535
DEPDC1B	-2.5525
ZNF473	0.0856666666666667
MTM1	1.1905
GPR107	0.766333333333333
CSNK1A1L	0.0821666666666667
FLJ14154	0.87775
NLRC4	4.59825
ENPP4	1.93416666666667
PADI3	-2.757
RNF170	1.077875
CG018	1.39316666666667
C16orf7	-0.01275
KCNE1	-0.22025
NRM	-1.8645
SLC37A3	-0.453428571428571
TPD52L2	-1.2125
UNC5B	2.48425
C12orf12	-0.29525
SDHB	-0.1245
CLRN1	-0.133666666666667
NUDT10	-0.792333333333333
UGT3A1	0.314857142857143
FBXW8	-0.109125
RHOF	-1.42225
PTPLAD1	0.547375
MYO3B	-1.88533333333333
DERA	-0.474
TPP2	-0.657
C19orf53	0.125666666666667
GINS3	-0.77075
ST6GALNAC5	0.295
CHSY1	0.32725
MGC15705	0.4145
GPR83	0.3155
EXT2	0.019625
DOLK	0.56925
TUBAL3	0.775
ACVRL1	2.5993
ABL2	-0.661833333333333
C14orf156	-1.21366666666667
PTPRZ1	-3.157875
DIP2C	0.9945
LAMP1	1.066375
RXRA	-0.2249
MAP3K5	0.0715
ALKBH1	0.363
PDLIM7	-0.3475
ARL14	-1.39
SNIP1	0.379
TIMP3	2.25525
RGS3	0.730333333333333
SPAG16	0.6242
ABHD4	0.5705
ARHGEF12	0.118090909090909
GLUD2	-1.1465
RAC2	-0.5458
UAP1L1	-0.347
SLC18A3	-0.321
YOD1	-2.80925
RALY	-0.33325
HMOX2	0.389
DGKH	-0.02225
DBNDD2	1.95466666666667
YIPF4	0.16
THAP10	1.209
ZNF513	0.90575
HAGHL	-0.321333333333333
ITGB4	0.646333333333333
CCDC141	-2.8735
YTHDF3	0.3445
C5orf28	-0.33525
RPL7L1	-0.5455
TMEM30B	-0.450285714285714
ANKRD35	1.051
DUOXA2	-0.07375
TBC1D5	0.0705
DFNB59	-0.7545
HRH4	1.07875
MYO6	3.2908
DNAJA4	3.007625
RBM24	-1.405625
CEACAM20	-1.39725
RBM23	0.201857142857143
NGFB	0.325
C1orf63	-1.5325
KRTAP7-1	0.0195
PERLD1	1.784
NPB	-0.075
C17orf59	0.2266
HSPBAP1	-0.04575
SLC15A4	-0.4345
PRTFDC1	-0.07075
OSMR	-1.49078571428571
CYSLTR2	0.075
C19orf25	0.3605
KIAA1797	-0.047
NLRP6	0.633
FAM105B	-0.3847
SCRN2	-0.262666666666667
LRRC58	-0.7352
RNF17	0.678
NEIL3	-2.3935
FAM137A	-0.697
SKP2	-3.56225
PARVA	1.12008333333333
PKLR	-1.575
RNF34	-0.05225
A3GALT2	0.56475
C12orf50	0.3915
SUNC1	-1.946
FAM102B	0.6135
CCT2	-1.02225
LRRC37A2	-1.139
ARF4	0.3035
SIKE	-0.313875
C8orf48	2.5835
MBTPS1	-0.116142857142857
GPSN2	-0.235
NCF2	2.69975
SLC12A6	0.122666666666667
MRPL48	-1.13125
HMGN3	-0.297166666666667
LRRC62	-1.5595
PAX9	-0.122
FAM55A	-4.3195
C20orf42	-3.254
SCML2	-1.6865
BCL9	-0.04125
FAM40A	0.12475
C9orf41	-0.486666666666667
ZNF774	1.1585
LETM1	-0.2305
PLXNB1	1.3005
NIPSNAP1	-0.138125
USP10	-1.364
F9	0.161333333333333
LIPE	3.248
CNGB3	0.4815
C12orf52	-0.06525
PI4K2A	0.4455
MED8	0.10975
STAT4	-0.0832
FGD4	-1.08883333333333
RNF145	-2.16516666666667
WDR32	0.5885
CLDN2	0.479333333333333
TCEAL8	1.499
ZMYND8	-0.3417
PDXK	-0.3914375
GATAD2A	-0.605
PTGES3	-1.152
CCM2	0.119
TAP1	1.285625
ZNF670	-0.75125
ETS2	-0.255
C6orf166	-0.186
PRMT2	0.492857142857143
OR4B1	0.507
INTS8	-0.316
CCDC102A	-0.4755
CCDC83	-2.60516666666667
ITGA1	0.5543
EPHA5	-2.4183
FAM24B	-2.6155
TSGA10	1.845
HAL	-1.81283333333333
MYOT	-1.34725
SPACA3	0.02225
BCL2L2	0.493666666666667
CUGBP2	0.0653333333333333
CCNB3	2.73325
RNF113B	0.622
MERTK	0.1555
BAG1	2.11275
VPS36	0.0675
ORMDL3	1.4542
C1orf190	0.26475
ZNF625	-0.51075
CORO2B	-2.00175
ALOX15	-0.015
CST1	-0.255
NUPR1	2.52866666666667
CCL7	2.9105
SMCR5	-3.0885
DSC2	2.9325
RBMS2	0.084
GRIK4	-0.323
TRIM65	-0.7147
TMPRSS6	2.61564285714286
TP53INP2	-0.39825
GLB1L	0.153666666666667
LOC388284	-0.071
PUS1	-1.46242857142857
BCL9L	-0.261
OLFM1	-0.522416666666667
RET	0.927875
MASTL	-1.9525
ALX3	0.037
IL1RL1	-0.173166666666667
ZNF765	-1.0495
C14orf138	-0.63575
SNX10	0.462333333333333
TAC4	-0.945
C1orf64	2.773375
POGK	0.794125
MAPK9	0.59325
ZNF366	4.0265
C8orf79	1.4891
CLDN7	2.19775
OR5AT1	0.402
TRIM37	-1.77325
LRRC25	2.48075
GRHL2	2.9081
TEKT3	-1.09275
LASS5	-0.286333333333333
ABCC4	-2.48291666666667
DLG3	1.710375
VGLL1	0.199125
ZFP36L2	-0.6785
MFRP	-0.119
KIAA1799	0.48125
FLJ44379	1.511
PCNX	-1.07575
ANXA9	2.347
CYP4V2	0.2129
PIK3C2A	-0.52125
SRR	0.499
NOL3	-0.9895
IFITM2	1.929
ARNTL2	-1.44675
ZNF595	0.45475
NLRP13	1.9675
ASPH	1.655875
CPA2	0.077
PVRIG	-1.838
LEPR	-0.160666666666667
C16orf42	0.397333333333333
SH3BGRL	0.6815
FAM77D	0.043
FNDC7	-0.83
C9orf6	-0.211833333333333
NOTCH2NL	1.45283333333333
PGBD1	0.460166666666667
SYNGR2	0.406166666666667
PITPNA	-0.5588125
PRPF4B	-0.8683
SLC43A3	-1.82692857142857
NRBP1	0.2475
SLC25A22	0.694
ILK	-0.197625
SLC22A8	0.929666666666667
MRPS7	-0.179125
PITX2	-1.5045
FABP3	-0.96075
OR1L1	0.498
LOC728215	-0.546875
BLID	-2.12
KIAA1217	3.22876470588235
TFPT	-0.0195
AP4B1	-0.65825
VBP1	-0.525
OR1K1	0.141
MORC3	-0.1025
BHMT2	-0.247833333333333
C3orf10	0.74875
FZD7	1.62216666666667
WFDC10A	-1.062
PMS2CL	-0.232
CCDC32	1.39116666666667
FA2H	-1.11425
ALG13	1.0565
TTLL7	-0.9813
SPOCK3	-0.147666666666667
SLC13A2	0.838
AIM1	1.84725
GPRC6A	-0.317
EGR2	3.835
MED11	-0.0025
WWC1	2.315
SH3GL3	-3.96475
RIF1	-0.691714285714286
PRLH	-0.034
VLDLR	-0.5395
DBT	0.2245625
C21orf63	-1.17625
CGGBP1	-0.15125
KRTAP12-2	-2.353
TADA3L	-0.338625
ZBTB16	0.68225
PDGFB	2.31375
RFX1	0.604875
UQCRB	0.1796
LOC133874	-0.018
HPS3	-1.76225
LGALS3BP	0.7578
DKFZP564O0823	2.43778571428571
MRFAP1L1	0.691875
HOXA10	-1.01516666666667
NGB	-0.543
KIF21A	-0.506230769230769
IFLTD1	0.268
LZTS1	-0.087875
ARHGEF3	1.9955
RHBDL3	-1.5485
CSNK1G2	-0.63975
ChGn	-1.683625
KIAA1244	3.00866666666667
GABRB2	-0.377
MGC72080	-0.79
CD27	2.45375
EGLN1	-2.2347
PEX13	-0.46125
RWDD3	-0.053
RNF12	0.101166666666667
GRIN2B	-0.441
ADAMTS14	-0.191875
DYDC2	2.71383333333333
ATP6AP1	2.0053
NR1H2	0.105833333333333
PDK2	0.65675
C3orf17	-0.167666666666667
SLC38A2	-0.637428571428572
SLC25A29	-0.144666666666667
C15orf29	1.290625
ADAM9	0.68125
TMUB2	0.396625
GPR176	-0.6655
AGK	-0.45175
MCCD1	1.1905
NDUFA4	0.72175
TMEM146	0.354666666666667
DUSP1	-0.060625
UNQ6975	2.1325
EMX2OS	5.646
INSM2	0.8115
LUZP4	-0.1755
SETD6	-1.45775
P2RY2	3.03575
SLC45A2	-1.621
RABGAP1	0.361666666666667
UBXD5	-0.1545
GPRC5A	1.1935
PAK3	0.718833333333333
LOC63920	-0.02125
TGFBR1	-0.2923
KRTAP6-3	0.30475
SFMBT2	-1.31275
CDC42	0.944625
C11orf35	1.114
TTLL2	-0.4135
UACA	0.509333333333333
CD97	-1.9608
SETD5	0.07725
NINJ2	-0.38625
PTER	0.233333333333333
POMGNT1	1.02425
KRTAP4-2	0.8255
ECGF1	2.177375
HRB	-0.0543636363636364
ATP1B2	0.1518
LOC400506	0.059
COL4A3BP	0.0105
C6orf97	2.06125
GRHPR	0.2935
TAS2R1	0.4545
SEMA7A	0.324
EDF1	0.3565
ODF2L	0.3061
PCID2	-1.11783333333333
GTF2H4	-0.298666666666667
ZCCHC3	-0.41725
CGB2	-0.370166666666667
NEUROD1	-0.50975
C20orf75	-1.2335
RP5-1054A22.3	0.8075
IFNA5	-0.00949999999999999
ZNF134	-0.0744166666666667
MGC119295	0.0365
ZSWIM6	0.5515
SMEK1	-0.328666666666667
PCGF2	0.89425
C1orf102	3.10475
CYP2A13	4.333
KCNH6	-1.4691
MDM1	0.2373
ALDH7A1	-0.858333333333333
C9orf75	0.8055
VDAC3	0.586875
OR51T1	0.346
EIF3F	-0.318083333333333
KCNJ10	0.2595
LENG8	0.15675
EDEM2	-0.117083333333333
CCNJL	-1.31316666666667
DHX37	-0.754
CRYGN	2.0655
AATF	-0.650125
ZNF630	2.3825
E2F5	0.0845
WFDC13	-0.643
FTSJ3	-1.112
C4orf33	-0.1235
LHFPL4	-3.0785
C19orf56	-0.3015
SMAD4	0.501125
AFM	-0.12025
G0S2	1.953
FCHSD2	0.1268
RRP1B	-1.1756
EEF1B2	-0.831666666666667
STAT6	1.05983333333333
ZNF195	-0.77725
GNL1	-0.8335
ZNRF2	0.946666666666666
PER3	-0.129875
ASB16	0.08075
C10orf10	1.87185714285714
ADCY8	-4.10133333333333
C9orf58	-1.21366666666667
ARMC10	0.167833333333333
PSG1	-1.422
DHX34	-0.37375
VARS2	-0.62125
NFIC	0.2115
ITPR2	-1.69225
AGXT2	0.045
OR6K3	0.189
H2AFZ	-0.536333333333333
MLLT3	0.4
COX4I2	2.5935
CCNT2	0.106125
PLK4	-1.754875
NUMBL	0.0645
MED16	-0.50375
PLEKHQ1	1.221
GOSR1	0.383333333333333
BTG4	-0.0895
RPL30	0.552833333333333
IGSF5	-0.575
IGFL2	5.11083333333333
ELMOD2	0.930833333333333
SHC3	-1.30966666666667
HAVCR1	-0.1865
DYNC2H1	-0.325375
RNF5	-0.273
C2orf7	-1.14175
NLF1	0.961
KLHL25	1.17175
LRP10	1.0094
KRI1	-0.8235
PUS7L	-0.576
MGMT	0.897
HOXD1	0.470833333333333
CSH1	0.4021
ATG16L2	-0.26925
FLJ44635	0.493
CHODL	-0.43025
EXOSC8	-1.45475
SLC28A1	-0.12625
MYO7B	-1.9348
SEH1L	-0.2939
MTNR1A	1.29783333333333
TSPAN5	-0.00266666666666667
CDC45L	-2.3355
AMIGO1	1.3105
ATAD3A	-1.214
OSGIN2	0.643333333333333
PDIK1L	1.13616666666667
DARC	3.330125
PIPSL	-0.377
SHMT1	-0.5585
CRISP3	0.4385
POPDC2	2.57983333333333
ZRANB2	-0.722166666666667
FBXL8	0.65925
TRIP13	-1.72081818181818
EIF5AL1	-1.5745
POU5F1P3	-4.91883333333333
IL6	-2.32433333333333
CXorf38	-0.313666666666667
IFNA16	0.19
FBXL2	2.16983333333333
BRD1	0.9835
STATH	0.246333333333333
FBXO44	1.04916666666667
MCCC2	-0.64875
CDC2	-1.5379
C5orf23	-1.1625
IVD	0.516166666666667
C10orf122	-1.706
MSL3L1	0.3253
MVP	1.08925
EPOR	-0.9162
ZMYM1	-0.522166666666667
BCL7C	0.507333333333333
PSTPIP2	0.4289
LYPD1	-0.848875
OR8G5	-0.937
ZP3	1.05666666666667
BCAS4	1.05566666666667
EDG6	1.36825
ISY1	-0.37625
PRAMEF2	-0.0572499999999999
CUL1	0.049875
RNF213	1.4961
CCRK	1.68725
DHX9	-0.075
C13orf29	0.676
NCKAP1	0.674166666666667
MRPL43	1.03728571428571
XPR1	0.5145
PKN2	0.1924
PODNL1	0.92
ZNF333	0.311285714285714
DALRD3	0.9155
OPN1SW	0.1695
BTBD6	1.05375
C11orf82	-2.4865
OR5P3	0.127
DUSP11	-0.751
L1CAM	-2.1419
NEK11	1.7475
OR7E91P	1.091
CNTN3	1.7088
CREB3L2	-0.81575
ZBTB37	-0.3905
KIAA1324L	2.35075
NDUFB10	0.444
NUDT2	0.91
GTPBP8	-0.6425
CACNA1D	0.997125
PRKAA2	0.617166666666667
PRDM8	0.361
MGC16075	1.80183333333333
KRT14	-1.9695
PP8961	1.114375
MRPL18	-0.42475
ABCG2	-1.852
PACRG	1.9045
BBS2	-0.27975
KREMEN2	-4.178
FBXO21	0.6125
HNRPUL1	0.0355
GRB10	0.0155
CLSTN1	1.42975
LMAN2	-0.193
C17orf61	-1.05875
NIPSNAP3A	0.5145
INSIG2	-0.927666666666667
PCDHB7	0.235166666666667
STXBP2	0.59425
CMAH	1.4928
SEMA5B	-0.56625
ZNF155	0.0376666666666667
COQ6	-0.529666666666667
PRPF4	-0.54375
TSPAN15	3.3573
VN1R5	0.55825
LATS2	-0.10825
SELK	0.45725
PGK2	0.266333333333333
MS4A1	-1.82125
TYW3	-0.263
KRTAP5-1	1.13925
RCCD1	-1.3565
BTN1A1	0.86025
DDX28	-0.3925
TMEM65	0.669
LOC92345	0.35475
TTC31	-0.9865
WDR46	-1.32716666666667
CHP2	-2.00533333333333
LSP1	0.316375
ZNF542	-1.57275
EXOSC1	-0.325
ARHGAP18	0.0376666666666667
LRRTM4	-2.073
MAOB	3.89433333333333
CACNB4	0.29925
MGC33846	0.20625
RANBP3L	1.791125
ATP5L	-0.68575
ONECUT1	-3.6255
NUDT9	0.4415
TMEM149	0.0415
STX17	0.466
IGSF10	-4.69325
TMPRSS9	0.3235
BMPR2	1.23275
ALLC	-1.64925
KLF7	0.690625
GCC1	0.657
TIMM9	-1.03275
CDO1	3.55866666666667
MGC10701	-1.16533333333333
IFI6	3.14716666666667
FRMD8	0.711
MGAT2	-0.6615
WBP5	2.006
CNIH2	0.595
KIAA0907	-1.366
KCNH8	-1.0375
CTSG	-1.825
GRIK1	-0.692833333333333
CUL5	0.068375
FRMD1	0.769
OR9A4	1.798
SYT6	1.943
FOXD4L2	0.92725
ANAPC2	-0.242166666666667
OPN5	2.364
TAF13	-0.80725
LYG2	-0.366
GGNBP1	-0.025
C11orf40	0.47
OTX2	-0.9215
REG4	-0.93675
EIF5	-0.058875
PALB2	-0.86025
SEPSECS	-0.0801
RNASE3	-0.606
TRIM49	-1.8495
POLR2K	0.9804
GPR42	-0.634
C8B	-3.356
SASS6	-0.67175
PREB	-0.3635
OR3A3	0.235
TUBA8	0.387625
IGLV2-14	-3.233
STIL	-1.855
ANKFN1	-0.504666666666667
NME7	-1.46275
HOXC12	0.03725
UBE2C	-1.59
FHOD1	-0.979625
CDK2AP1	0.37825
OR6K2	0.811
DHPS	0.0785
RPL5	-0.0708333333333333
TRGV5	0.572
LOC541472	-0.186625
HCCS	0.8491
DENND1B	2.067
LHX3	-4.297
OR5D16	0.784
CXorf57	0.711
IRF2BP1	0.7185
NDST2	0.911166666666667
LCE3D	0.2755
BOLL	0.468
SYT3	-1.20825
PIH1D2	0.3905
C20orf7	-0.851833333333333
IL1R2	-0.909333333333333
SLAMF9	1.618
PPME1	-0.70925
PIK3CA	-0.22325
TRAPPC1	-0.443125
COLEC10	-1.18625
