Hybridization REF	TCGA-AO-A12B-01A-11R-A10J-07
ZNF446	1.0815
COL4A5	-0.5637
SLC26A1	0.622071428571428
RGN	0.511625
CCNB1	-1.69925
C9orf165	0.598
CCDC28B	-0.76475
CCDC97	1.282
FGR	1.49475
MSRB3	-0.7978
EPN2	0.736
COX15	-0.756166666666667
KCNK6	1.8531
XK	-3.88575
GDA	-4.70175
HEPH	-2.275375
THRAP3	0.694125
MET	-2.61078571428571
PHYHIP	2.48925
LYAR	-1.5865
ING3	1.25725
AK7	-2.6865
CCT8L2	-0.312125
COPS7A	0.00633333333333334
WSCD1	-1.3955
RNF185	1.089375
TNS3	-1.5635
KNDC1	-0.5095
RWDD4A	0.662666666666667
MED13L	1.5845
ZFYVE1	0.44325
C7orf44	-1.79433333333333
MRPL1	-0.1525
STGC3	-1.743
TEAD1	-0.962
RPL7A	0.278357142857143
ARL6IP1	0.7838
C1orf178	0.4905
CTAGE5	0.983666666666667
TMEM184A	0.773833333333333
SLC25A14	-0.89825
CACNG5	0.13225
ATXN10	0.9685
ECH1	0.943
CCL22	0.42775
CYP2F1	-1.56383333333333
GADL1	0.163
TMEM19	-0.2228
RUNX3	-1.49375
EFNB1	-0.421166666666667
LIPN	0.2935
ACSM3	-4.823
SIGLEC8	1.39466666666667
ASCC3L1	-0.834
NOL8	-0.061125
RELT	-1.50083333333333
Magmas	-0.056
PPP1R15B	-0.0441
C11orf2	0.4345
VKORC1	-0.375166666666667
MGC26647	-0.01975
TRPM6	0.0259090909090909
UGT2B7	-5.1525
FEV	0.212
FOXK2	1.1493
PDCD5	-0.484
SLC8A1	1.37388888888889
DGUOK	-0.8605
CLDN16	0.137
GAGE1	-0.939
RBM17	-0.0223
C1QTNF3	-1.1475
VGLL3	-0.1045
UNQ5830	0.2665
CD1A	-3.04883333333333
SCGB1C1	0.3515
SUPT4H1	-0.790375
TRAF5	1.37375
ASAHL	2.0455
FAM73A	1.29066666666667
OR6B1	0.71
WHSC1	-1.5076
GFPT2	-1.0155
LOC339809	0.10475
STARD5	0.164666666666667
SIP1	-1.791
DNAJC15	0.29
STAU2	0.4919375
FAM98A	-0.2365
RAD23B	0.019
LRRC33	-0.755
CHRAC1	-1.1995
C21orf89	0.73475
C19orf43	0.0623333333333333
KLK8	-3.78816666666667
CCNE1	-3.136875
PKDREJ	0.008
SSU72	-0.4555
C17orf73	0.2065
GPR78	0.82
WHSC1L1	0.974
GSTA2	-1.32875
SMUG1	0.167166666666667
UFM1	1.8698
AP3M2	0.628416666666667
USP14	-0.5935
FBXL14	0.842166666666667
DSTN	1.66725
SFRS14	-0.696
FBXO31	-0.5025
C12orf40	0.114
FRS2	0.7545
NR2E3	0.39
TUBB2C	-1.0405
GMPR	0.4285
C9orf139	0.1135
ING5	-0.130642857142857
LOC730092	-0.419666666666667
ORM1	-3.05025
RP11-11C5.2	0.23825
HSPD1	-0.6935
PIWIL3	-0.3535
C5orf13	-1.3051
OR5R1	0.7405
LCOR	-0.243625
PLEKHA9	-0.3695
CCDC43	0.3225
ZNF232	-0.253
SLC6A7	-0.616
ADH5	-1.56816666666667
SHBG	-0.5005
CROCCL2	-0.88525
PANX3	0.1495
CDIPT	-0.227
SLC16A5	1.34525
TUBB	-1.1885625
TOR3A	0.4316
PREP	-1.148
ENTPD8	1.00764285714286
CHMP1B	-0.5695
SYT12	2.6592
MYH6	-1.7448
MAP3K13	-0.0175
KLHL30	0.239666666666667
LCMT1	0.170125
EIF1AX	-0.0428333333333333
FOXD4L1	0.1045
SLC24A5	-0.517
RNF166	-0.9443
TJAP1	-0.2185
TMEM156	-1.20533333333333
ZNF239	1.822
SNX19	0.9542
GKN1	0.25425
FCN1	1.6995
C1QL1	-1.789
ATP11C	-0.627
ZNF35	-0.046
CARD8	0.00975000000000002
LIMD1	-0.848333333333333
KIAA0286	-0.867375
XRN2	-0.752333333333333
CD6	0.0073333333333334
TOX3	1.66175
ZSCAN4	-0.9125
RSRC1	-0.792875
COG1	0.6335
PTRF	-0.1041
C16orf35	-0.43725
FBXO24	0.67775
CHST11	-1.835
THRB	0.2873
MYBPC1	-0.40325
RNF39	0.656833333333333
PSMD11	-0.769
ALAD	1.07133333333333
EN1	-0.39625
SLC9A9	0.2885
GSTM4	0.2869
CDC42BPA	0.115210526315789
RCSD1	-0.6875
LUC7L2	0.0429
SPTBN1	-0.0438
LOC146167	0.2275
BAT5	1.4467
ZNF452	-1.843625
LSM4	-0.055875
SRP72	-0.0375
SGK269	-0.497583333333333
MTX1	0.8335
CENTA1	-0.60225
UNQ9433	-0.042
ATR	-0.571583333333333
DDX49	0.294333333333333
PAQR8	-1.47816666666667
C14orf174	0.8645
GBGT1	-0.12825
THAP1	1.315
OR10K1	0.143
RASIP1	-1.63083333333333
DPYD	-0.264
DOHH	0.91475
C18orf45	1.23
POF1B	-0.1635
ZNF552	3.44275
USP32	-1.17575
MED27	-1.46783333333333
C14orf149	-1.83366666666667
PRDX4	-1.3455
ABHD12	2.4267
AGT	-2.50725
SLC22A14	-0.46025
C1orf58	0.54425
PILRA	-0.8165
ABCF2	-1.19
C17orf85	0.4998
TKTL1	-0.59675
FGF1	0.9038
IL6R	0.9035
VPS25	-0.2785
CHRNB2	2.07525
COL7A1	-2.9493
LRRC48	4.8745
SPG20	2.32791666666667
COX10	-0.36325
GCA	-0.5365
ECEL1	-0.772166666666667
GLG1	-0.126833333333333
SRD5A2L2	-0.142
MUTYH	-1.219125
ZNF70	0.0425
L2HGDH	-1.436
GPATCH2	0.902
ZNF655	0.323
ZNF227	0.222833333333333
MCOLN2	1.318
NQO2	-0.206
KCNQ5	0.242
NEU1	1.79016666666667
QRICH1	0.346
ZBTB20	0.264166666666667
RPUSD3	-1.06525
EPGN	-1.09883333333333
TSN	-0.036
SPRY2	-1.508
LZTFL1	1.387
GMFB	-0.065625
PBEF1	-1.8936
HBG2	-2.20925
TMEM8	-0.7375
PALM2-AKAP2	-0.643
NFYA	0.27075
FAM108A1	0.611
PBLD	0.60275
NRG4	-2.3505
PIGF	0.07125
PTGER1	-0.7695
NOS2A	1.48066666666667
C21orf34	-1.51066666666667
C21orf51	0.75675
IL17C	0.532
TRMT6	1.3515
ETV2	0.931666666666667
CCDC109A	-1.54275
MYLK2	-1.297
ATP10A	1.039
DPH4	0.39475
C5orf5	0.337
KCNA4	0.189166666666667
NMNAT2	-0.700833333333333
GLYATL2	-0.812
LSMD1	1.94725
IL23R	-2.06125
NRF1	-0.66
MUC15	-1.856
PRDM12	-1.1305
PAQR4	-0.599214285714286
RBBP6	-1.2083125
IFI27	4.7535
SKAP2	-0.571166666666667
TAGAP	0.751875
TJP3	2.7655
C9orf61	0.2585
IDS	-0.559
PARG	-0.2485
LOC131149	0.284
DYRK4	-0.1475
MICALL1	-0.75175
GALR2	-0.1345
GPBP1L1	1.16225
TBX21	2.10675
KCNJ6	-0.224666666666667
GGN	0.36925
CASP5	0.242166666666667
RNF182	-3.083
BRD4	0.241
DOK4	-1.4325
SLC46A2	1.10216666666667
SOX9	0.9365
ZNRD1	-0.636666666666667
PRR6	-1.301
FAU	1.16425
DTNB	1.88366666666667
CARD9	-0.17025
STS-1	-1.33016666666667
SLC4A5	0.108625
NSBP1	-1.13525
UGCGL2	-0.399166666666667
POTE15	-0.382
NOXA1	1.61575
RP13-347D8.3	0.2675
SAMD10	-0.1455
EP400NL	-1.9355
TCF21	-0.47025
AMELX	-0.0655
JPH2	0.457
SLA	1.299375
DLST	-2.28683333333333
SEPT12	0.6765
RGS20	-4.15025
LXN	-0.608666666666667
ZNF419	-0.143125
UPK3B	-0.366166666666667
RELL1	3.386
ESPNL	0.988
KLHL21	0.516625
PI15	2.0175
C2orf61	-0.448
LOC407835	-0.0926666666666667
RER1	0.327333333333333
ELAVL2	0.1345
MGC26718	-1.517
KLF2	1.29475
TNFAIP8L3	1.12133333333333
TFE3	-0.33575
C11orf17	0.5015
15E1.2	-2.194
SNRPC	-0.9295
DLGAP1	3.87875
PGLYRP1	0.186375
OVCH2	0.329
IRF7	1.7448
SET	-0.4904
NAB2	-0.786
LRP5L	0.8645
FAM120A	0.9285
ASCL2	-0.712666666666667
SHH	0.0455
ATP5H	0.811333333333333
THPO	0.922
TYRP1	-4.582
HIST1H3E	0.0571666666666667
EIF2S1	-0.071
TNFRSF17	-1.77733333333333
TARSL2	0.3075
NKX2-8	0.99425
C1orf115	-0.5875
LOC56964	0.876
KIAA0841	-0.54475
ISCU	0.5965
TTMA	-0.4415
ZNF414	0.7215
LOC441150	1.58075
RAB15	-0.61475
HBP1	1.1395
TNNT2	-1.28433333333333
CECR5	-0.16725
PHGDH	-2.463375
JRK	-0.479
XPO4	-0.218875
FAM131C	0.4315
ARHGAP25	0.630166666666667
CA9	-3.36044444444444
GPR62	0.226
TLX1	0.140833333333333
GPS1	-0.01325
OR2M2	0.101
BDP1	-0.0334285714285714
FAM70B	0.6195
RPS29	0.165666666666667
MKLN1	-0.1345
TSPAN19	-2.49575
SLC29A3	1.0571
LGALS4	0.251833333333333
USH2A	0.161166666666667
NF1	0.303666666666667
APOBEC3A	1.0855
IMPAD1	-0.532833333333333
OLR1	-0.125
NRAP	-0.2235
HCFC1R1	0.575666666666667
TAOK2	0.438333333333333
MCM10	-3.48833333333333
MAP4K3	0.438416666666667
CBS	-0.943375
CLK3	-0.9379
PCDHGA5	-0.549
ELF4	0.0955
FAM71A	0.0285
C11orf49	0.33225
CLIP2	-1.32775
BTBD9	0.9805
ZNF524	2.11475
KDELR1	0.148
ZNF509	0.251
NCSTN	1.704
ZNF533	3.065
PARP4	0.45425
GALNT9	-0.143166666666667
NPY	-2.82025
BEGAIN	-1.168
TMEM77	0.464833333333333
FOXRED1	-0.586166666666667
SLC16A2	0.777833333333333
SLC35B1	-0.30375
GK5	-0.688083333333333
SDCCAG10	-0.26575
C4orf20	0.7335
SLC9A2	-1.64
ADD1	-0.0745714285714286
TAL2	-0.751333333333333
ACLY	-0.36275
DNAJC1	0.9345
SOST	-1.18625
USP43	0.595
CYP4F12	-0.36825
FKBP5	-0.670375
CHCHD5	0.2162
NUDT22	0.675
CCDC85B	-1.1255
OR51G2	0.7035
STRN3	0.483142857142857
TMOD2	0.725
FLI1	-0.481
MAB21L2	-0.403
DGKQ	0.39775
VPRBP	-0.352833333333333
SCNN1B	-0.6048
ECHDC3	0.5359
TMEM106C	-0.55825
CSNK2A2	-1.7755
RPL39	-1.2423
HERC3	-0.1218
ZBTB47	1.33683333333333
ZNF681	-0.1695
PAGE2	-2.911
CLIC5	2.68678571428571
RABAC1	1.12375
ZFHX2	0.819
YPEL1	-0.0751666666666667
KIAA0776	1.4075
NR1D2	0.609
DNAJC4	0.97425
NPNT	4.3412
ZNF677	0.045
ZNF536	-0.8805
MEF2B	0.496166666666667
PTPN4	-0.756125
CTCFL	-4.7715
STX5	0.9445
CD72	-0.24775
VEGFA	-0.431736842105263
XRCC1	0.4614
MAS1L	0.271166666666667
ELL	0.4947
SETBP1	3.7865
CDH11	0.948333333333333
NDC80	-1.75884615384615
DMBX1	-2.4465
NRSN1	0.3315
BAT2D1	-0.00437499999999998
CDS2	0.501
C1orf212	-0.490166666666667
SENP3	-0.566
IL1F9	0.2475
EEF2K	-0.232125
COG8	0.3365
CEP72	-0.669
OR1L8	-0.0675
MUS81	-0.8565
PHYH	0.48625
GGT6	0.959333333333333
C22orf23	-0.287666666666667
C13orf33	0.861
MAPK8IP2	2.7715
NELL2	0.246
POU3F2	-3.26883333333333
ALPK1	-0.172
MRPS18C	-0.49175
RPLP2	0.627375
FGF22	-0.3285
SPNS1	-0.8785
ZFP1	-0.54525
IL1RAPL1	0.66775
PCSK9	-3.61866666666667
NKX2-1	0.00623076923076923
C6orf189	2.41775
SP4	-0.0915
SLC11A1	0.7079
C21orf25	0.2645
ICAM2	0.398
SH3GL1	-0.621166666666667
GSK3B	-1.225
RALB	0.93
PDXP	-1.026
GNGT1	-2.479625
KIR2DL1	0.4955
TNFAIP3	-0.444916666666667
C6orf32	0.531
CBLN2	-1.902
PANK3	1.126125
TAAR9	-0.174
WDR82	-0.5335
APOM	-3.350375
TRIP10	-0.9715
SPATA16	0.375333333333333
C1orf135	-2.36275
USP51	-0.8455
TESK1	0.59575
C11orf64	-0.05325
ZNF611	-0.562
PDE6G	0.110833333333333
HLA-DQA1	2.84925
GCLC	0.610375
SEC61A1	0.453142857142857
TWSG1	0.17225
ZMYND10	3.78075
CTDP1	-0.59
ADAMTS6	-1.257
SLIT1	-2.0575
KRT86	-1.3355
KIAA0574	0.955
GTPBP2	0.052
PQLC3	0.0915
PRRX2	-1.75983333333333
C15orf44	0.327833333333333
MKKS	-0.217875
C11orf10	0.9215
GPR110	-0.277125
CD109	-0.4755
ADCY1	1.04583333333333
RHBG	-3.24475
TP53I3	-1.614125
SLC22A3	-2.1393
UCP2	0.2145
FOXG1	-2.168
OR2AG1	0.444
TRIM24	-1.06175
PROC	-3.70275
TAAR6	0.373
AMTN	-1.3185
C10orf47	0.248166666666667
DEPDC1	-2.03625
FLJ45557	1.91925
ZDHHC17	-0.1115625
KIAA1429	0.479
KCNH1	0.66875
VNN3	0.1325
PSMAL	2.19575
PPARD	-0.175
HFM1	-1.23375
YBX1	-2.17533333333333
ZNF695	-3.15525
SCTR	-0.141333333333333
DCDC1	0.5545
VPS26B	0.4016
MTF2	-2.36083333333333
ATP6V1F	-0.115
CCDC94	0.35125
PERF15	-0.1645
CCL11	2.2795
LMO7	-0.1335
DCST1	0.7495
ADRBK1	-0.108625
CDRT4	0.137625
ZNF84	-0.8565
HOXD8	-0.1415
STARD8	-0.731666666666667
FOXP2	-0.6425
CCDC103	0.1415
POLR3A	-0.6277
GSC	2.492
ZNF114	-2.71
HTR7P	0.119
LALBA	0.24
RMND5A	0.589833333333333
PSCD2	1.22275
ZNF409	0.853
KRTAP1-3	0.199833333333333
MAF1	-0.3265
LOC201725	-1.28766666666667
NRN1	-3.2855
SPAG5	-2.28583333333333
DNAH7	2.76866666666667
FLJ43860	0.13
BRCA2	-1.371
ACADM	0.611125
CXXC6	-4.19525
RAGE	-0.593625
CHMP2A	1.74225
FAM8A1	1.1179
GPR21	0.299
SLC12A3	-2.602
FVT1	0.362857142857143
ZDHHC7	-1.305
FLJ44048	0.02225
SLC44A3	2.93833333333333
SDSL	0.7
MMP8	-0.72125
PLA2G12B	-3.08983333333333
ACY1	-0.5965
MT1E	-0.252666666666667
OR4K15	0.465
TECTB	-0.324
GPR20	0.527
IRAK2	-0.3765
RFPL3	-0.481125
MYO9A	-1.011
NARG1L	-0.159333333333333
BLMH	-0.631375
CCDC3	2.899
C9orf21	-1.1335
KIAA0513	-0.150333333333333
MIER2	-0.10475
PNMA2	-0.0764166666666667
SH3BP2	0.7829
ANXA10	0.1575
RTN2	1.16233333333333
TFB1M	-1.568
PRPH2	4.6035
C14orf133	-0.29675
GOLGB1	1.15741666666667
IRX4	2.35275
NFKBIL1	0.727666666666667
C10orf62	0.121
APBB3	0.689
RPS10	0.5755
LOC728378	-0.415
TLE3	2.21588888888889
PSMB7	-0.577
MESDC1	-0.2375
SLC6A1	0.6955
OCLN	2.84375
PTTG3	-2.01433333333333
NAGLU	1.22075
SERTAD4	0.59
SPRY1	0.78425
FLJ10781	0.196833333333333
MYSM1	0.01075
TRIM4	1.502
SH3YL1	1.1835
TREM2	3.08233333333333
SERPINI1	4.73125
HDHD3	0.3605
TMEM38A	0.225
EID2B	-0.34425
TDRD3	0.338333333333333
SEDLP	1.02375
THSD7A	0.246666666666667
NDST3	-1.105
KLHL15	-0.907416666666667
DHRS12	3.0975
FBXO9	0.670071428571428
TNPO1	-0.493
MRPL13	-0.354333333333333
SNX5	-2.041
METTL6	-0.6655
SOD1	0.9475
CHML	-2.33966666666667
PACS1	0.295875
SIRT5	-0.0706
CAPN2	1.193
FXYD5	0.0396666666666667
TWISTNB	-1.256625
LRFN1	0.4235
UBE1L	1.78625
UBE1C	0.45475
OR51B2	-0.06075
OR4D11	0.4725
C15orf2	0.616
NR4A1	-0.365666666666667
LOC339047	-3.11975
TRIM17	-1.105
ATP5G3	0.0346428571428572
RPL15	-0.81325
ADAMTS8	1.7935
HOXC4	-0.7365
C14orf37	0.1865
CEACAM5	2.16225
MYT1L	-0.0131666666666667
RASA2	-0.568125
OSBPL7	-0.9435
STAG1	0.6445
GIMAP4	4.45433333333333
FUT3	2.37683333333333
PIF1	-3.0125
LPIN2	-0.2153
SH3PX3	0.45475
PDP2	-0.578
PAPD1	-0.24225
ERP27	0.24725
APOOL	-0.7738
DIABLO	-0.63425
TRHR	0.20675
ARMC9	-0.838
RNF152	2.39075
SLITRK3	-0.0523333333333333
ZNF211	-0.8963
PFDN1	0.476875
RGS11	1.161
HS6ST1	0.5178
AKR1D1	-1.33375
TNP2	0.1945
STK31	0.462333333333333
EML4	-0.55675
SGTA	-0.315833333333333
HIST1H2BI	-0.176833333333333
PSMD6	-1.17116666666667
KIAA1257	2.41625
C18orf55	-0.445333333333333
FLJ20273	3.189375
RPL28	0.0508333333333334
EPYC	0.3
NOX3	0.0565
ELAC1	0.378833333333333
METT11D1	-1.1745
BIN2	-1.16766666666667
NACA2	0.18125
CCDC17	-1.2675
HM13	0.5436
UBOX5	-0.089
UBE2O	-0.271375
UBL5	0.49425
APOLD1	1.825375
C9orf31	0.4805
TNFSF8	0.6365
ARHGAP29	1.12425
PROKR2	1.0185
PDE5A	-0.3815
C6orf12	-0.4
TOM1L1	0.5175
WHDC1	0.361
FOXI1	1.31016666666667
RAB4A	-0.3556
TMEM39B	-0.94675
ATPBD1C	-0.287
FARSA	-0.155166666666667
PLEKHG5	1.381
CMAS	-1.1175
OR7E24	-0.729
SLC30A1	0.50975
CDC42EP5	0.341833333333333
PLAC1	0.65
KLHL18	-0.486416666666667
LBA1	1.2367
TAZ	-1.40775
CRIP2	1.032875
BTBD11	-0.916833333333334
C16orf72	0.797
DIO2	-0.4433
LRRCC1	0.419666666666667
CCDC136	-2.263
PRX	0.604
RBM5	-0.2331
TMEM85	0.17775
TUBGCP4	-1.55183333333333
APLN	1.326125
CDK7	0.297666666666667
SSR2	2.353
CRELD1	0.93625
C19orf46	3.05675
GAL3ST4	0.0751666666666667
KBTBD10	2.11075
IL28A	0.857
WDR27	-1.447
MCM2	-2.34516666666667
SOX14	-0.6605
FLJ39743	0.727
KIAA0922	-1.5315
HIPK4	0.5275
FLJ25758	0.967
C16orf57	-1.385
PDZD2	2.132125
MCC	2.609
HHLA3	-0.0364
ID2	-1.84775
C20orf23	4.15933333333333
ZNF688	1.64825
APOC2	-2.63066666666667
LOC440093	0.2055
FAM50B	2.8645
PWP1	-0.7225
DNAH10	-0.49975
HIST1H2BA	0.0515
GPR56	0.0805
METAP2	-0.592375
PAN3	0.620166666666667
STXBP4	-0.129125
PDHX	0.5775
MTA1	-0.662666666666667
ZBED4	0.798625
ZNF720	0.21475
CDK2	-1.93775
RHOJ	-0.010375
CDC37	-0.578333333333333
ZER1	0.133875
GRK4	0.93575
PRPH	-0.792
POLR2A	0.827
OGFOD1	-1.6955
NOL5A	-1.26125
PHEX	-2.533
FLJ16478	0.07675
C20orf117	-0.90875
CAMTA2	0.8385
C11orf74	-0.8025
DDX17	0.134583333333333
C5orf27	0.491375
PLEKHA2	-1.2276
PDE4DIP	-1.0546
SCN7A	0.378
ZNF559	-0.527
CXCL10	3.9145
ZMYM4	0.246333333333333
STK32B	2.56446666666667
KIAA0888	-4.8666
TACR3	0.3165
CKAP2L	-1.92675
KIF1A	-1.321
RSPRY1	0.5945
VCAN	-1.54975
CYP27C1	-0.1215
SYDE1	-1.641
MED12L	-0.555
ZDHHC21	0.63925
NHS	-2.1665
TM9SF3	0.888666666666666
DDHD1	-0.70975
MAFG	-0.584166666666667
BICD2	-0.2966
C14orf119	-0.2945
C14orf43	1.1945
CDH7	0.506
ALKBH5	0.362071428571429
JUP	1.237625
TMEM41A	-0.401666666666667
MAMDC4	-0.842
CBX3	0.662375
LRRC18	0.35825
RBMXL2	0.193333333333333
PLA2G4D	0.4585
FGF13	1.976375
KIF3A	0.831666666666667
PDIA6	-0.10975
DCXR	0.2665
CASKIN2	0.92475
EHD1	0.174
MARCKSL1	-0.475
ZNF496	0.160166666666667
SCAF1	0.3365
KCTD8	-0.84175
TRAF3IP3	-0.172928571428571
LSR	1.81025
CXorf1	0.1795
C14orf112	0.238
EIF2B1	-0.5665
OMP	0.5395
GSTZ1	1.09975
LOC92017	0.46825
ISLR2	0.444
C12orf36	0.7965
GATA2	-1.76266666666667
GABRA5	-1.9175
CELSR2	1.58678571428571
STAM2	1.3989
TNAP	-0.336
PTPMT1	0.454166666666667
GRP	1.63375
SV2A	-1.52916666666667
MAGEA12	-4.37175
CACNG1	-1.2475
C18orf19	-0.8205
GSG1	-0.477166666666667
PTPRJ	-0.803928571428571
FRMPD1	0.2395
ZNF668	0.135
PLEKHJ1	-0.5085
ADAT1	-1.1211
TMEM50A	0.9296
UCN3	0.352
HOOK1	1.55825
IL17B	-0.581
MLKL	-0.278833333333333
TTC14	0.236
KLHL5	-1.1485
CRYL1	0.9785
FOXH1	-0.0525
NFYB	-0.428375
PPM1G	-0.98175
GOLGA2LY1	-1.9165
NMT1	0.034875
HADHA	-0.3981
CHSY-2	1.405
PLEKHF1	-1.06864285714286
SAGE1	-1.74
MUSTN1	0.3785
SUHW4	1.33675
TFEB	1.142
ZFYVE27	0.51375
ATG12	-0.370166666666667
BMI1	-0.0232142857142857
ZIM3	0.04425
MYH4	0.0205
MASP1	-0.9525
KIAA0984	1.39
RPAP2	-0.45925
ASB5	-0.01725
BOLA3	-1.41616666666667
MIA3	2.19683333333333
KRT35	0.317
KIR3DL3	-0.711
MRPL51	-0.4645
SEMA3F	1.32116666666667
NDUFB2	1.25483333333333
LOC253012	4.91675
FAM46C	0.103
G6PC	-1.695375
CSAG3A	-4.85533333333333
PREX1	3.056
SLC25A45	0.8015
MAPKBP1	0.4292
CPE	-0.2462
GNB1	-0.69175
CXCR6	0.7885
TRIM46	0.257
C16orf3	0.135
HPSE	0.25175
TIGD3	2.1175
SPG3A	2.9865
LCAT	-1.95833333333333
ST6GAL1	-1.20616666666667
POMC	-0.169
FLJ36031	-1.4585
NSMAF	-0.652666666666667
SKIL	3.4165
ADSS	1.0565
HMGCS1	-0.653
POLR3F	-0.819
RAB10	-0.292875
ZNF277P	-0.518625
ZBTB7B	0.429375
DHRS1	0.909875
ABCC13	0.87
CNOT3	0.341
NFKBIA	0.5005
GAK	0.170333333333333
SFT2D2	0.491333333333333
HOXA6	0.3495
CRTC1	0.34375
LY6D	-0.8885
C20orf72	-1.3295
CPT1A	-0.06625
LMO1	-1.2425
EIF3I	-0.468
PRB4	0.41875
MCM3APAS	-1.2
C20orf132	1.7683
FOXF2	-3.725
S100A12	-0.00199999999999999
MLH1	0.317166666666667
ACTN1	-0.0274
MRPL36	0.382166666666667
C20orf106	-0.98475
FBXO6	2.39916666666667
MKS1	-0.0855
CX3CR1	-0.398375
PDE1B	0.7935
PLP1	-3.85675
KISS1	-0.131
C14orf2	-0.660666666666667
TBC1D3P2	-0.6765
COMMD6	1.6364
ANKRD7	-1.52775
PTCHD1	-2.05675
NARS2	-0.60275
DOCK7	-0.913625
FAM127B	-1.087125
LOC390243	0.0988333333333333
N6AMT2	0.84875
ZNF391	-1.7705
DNAJB14	0.225666666666667
WRB	1.036625
BPI	-0.212
TTC4	-1.07916666666667
FAM10A5	1.081
GOT1L1	0.0783
MAGED1	-1.164
RESP18	-0.00924999999999998
WFDC6	1.7875
MT2A	-1.8885
C11orf56	0.41075
KIAA1432	0.0105
ROR1	-2.216
HSD17B14	2.54483333333333
ZFAND2B	0.529875
SAMD4B	0.25225
HEXA	0.453875
HNRNPU	0.494272727272727
USP39	-0.62
NRD1	-1.06225
R3HDML	0.33575
FLT4	0.620833333333333
OMG	0.132333333333333
OR52N4	0.733
LOC399818	-0.1125
ELA2	-0.04125
VENTXP1	-0.705
RFC5	-1.942
OR52L1	0.1635
PAX5	-0.0145
FBXO2	1.07375
GMEB1	0.078
AKT3	-1.402
CRB1	0.239
CTTN	0.4605
UTP15	0.652833333333333
HSBP1	-0.293166666666667
PHF11	2.518
NDEL1	0.277166666666667
USP8	0.19425
BAIAP2	0.878875
SI	0.207
ARSJ	2.1565
BAAT	-2.804
KCNS3	3.504
LOC126147	-0.272166666666667
TMEM37	-0.944
C1orf162	2.52
MBD1	-0.1075
ITGAL	0.938666666666667
WDR73	0.0466666666666667
GKN2	0.156166666666667
ARFGAP1	-1.327
SLC5A8	2.1595
ZBTB40	0.3509
CYP4B1	2.13666666666667
LYPLAL1	0.55325
CHST3	-2.41375
MAP3K9	0.4135
BTAF1	-1.46133333333333
TFAP2E	0.8495
RBM35B	-0.499
LOC441251	-0.290833333333333
ANKRD25	-1.37477777777778
UQCRC2	0.452
MAEA	-0.0508333333333333
HYAL1	-2.7642
RNPEPL1	-0.215333333333333
CPSF2	0.0735
PSD3	-3.8845
ABCA13	-0.258375
AGR2	2.023875
GBX1	-0.5975
HDLBP	0.665357142857143
ACY3	-0.89475
HECW1	-0.3795
ZNF519	-1.01325
HOPX	2.199
ZNF304	0.950875
OR12D3	0.57
FKSG43	0.134
METTL1	0.17825
MFSD3	2.0616
PSPH	-0.12925
CLCA3	0.1845
DARS2	-0.743333333333333
CDC25A	-2.617
BAIAP2L1	0.049
B3GNT5	-1.011
USP29	0.09025
ARHGEF10L	1.4935
ATOX1	0.16575
ADAM30	0.33725
DNASE1	-0.63925
STT3A	1.60758333333333
RAB6IP1	-0.0555
PTN	0.8776
C1orf106	-2.506
HECA	1.1735
RNF122	-0.356
SLC22A18AS	-0.195166666666667
GNG8	-0.143166666666667
ELP4	-0.0665
FAM65A	0.377
RPL10A	-0.459166666666667
IRS4	-0.9545
MACF1	1.4299
SEC24D	1.1525
LOC374395	1.171
TGFB2	-1.8515
MDFIC	-1.480625
CHRNE	0.335166666666667
PCMTD2	0.456333333333333
ATP6V0D1	-0.7775
MTA2	0.62725
LZTR1	-0.398666666666667
RAP1A	0.606833333333333
AXIN1	0.111375
POLR1C	-0.01875
TRIO	-0.730416666666667
PLXNA4A	-0.561916666666667
C5orf33	1.19775
DEPDC1B	-2.262625
ZNF473	-0.243333333333333
MTM1	0.87375
GPR107	0.0118333333333334
CSNK1A1L	0.9955
FLJ14154	-0.531
NLRC4	2.746
ENPP4	3.2255
PADI3	0.0335
RNF170	0.4935
CG018	2.52083333333333
C16orf7	-0.232
KCNE1	0.013
NRM	-1.10833333333333
SLC37A3	0.0878571428571428
TPD52L2	-1.28233333333333
UNC5B	1.28
C12orf12	-0.0246666666666667
SDHB	-0.31575
CLRN1	0.448125
NUDT10	-3.62083333333333
UGT3A1	0.064125
FBXW8	0.161125
RHOF	0.67175
PTPLAD1	0.531625
MYO3B	-0.26525
DERA	-0.538
TPP2	-0.48625
C19orf53	0.0391666666666667
GINS3	-1.581125
ST6GALNAC5	3.2295
CHSY1	1.15575
MGC15705	0.4665
GPR83	0.327
EXT2	-1.760375
DOLK	0.492
TUBAL3	-0.32875
ACVRL1	1.8607
ABL2	-0.536
C14orf156	-0.729
PTPRZ1	-1.803875
DIP2C	-0.32875
LAMP1	1.716
RXRA	0.0179
MAP3K5	2.505
ALKBH1	0.272166666666667
PDLIM7	-0.839625
ARL14	-1.7325
SNIP1	-0.208833333333333
TIMP3	-0.01125
RGS3	-0.043
SPAG16	-0.0457
ABHD4	-0.23275
ARHGEF12	1.09008333333333
GLUD2	0.59
RAC2	-0.086
UAP1L1	-0.9715
SLC18A3	0.202
YOD1	-0.481916666666667
RALY	-0.59
HMOX2	0.52275
DGKH	-0.72375
DBNDD2	2.78766666666667
YIPF4	0.520625
