Hybridization REF	TCGA-AN-A0XR-01A-11R-A109-07
TRIM32	0.634
ATP6V1G1	1.3135
TRA16	0.287125
SERHL2	0.6765
PRKY	-1.4685
NPR2	-1.3845
TAS2R40	0.087
OR5I1	0.485
ZFYVE26	1.07716666666667
WFDC11	-0.474
CSH2	-0.24
OR2T8	-0.23925
TBX20	-0.2405
LYPD5	3.84683333333333
STOML2	-0.812166666666667
ALPI	0.175
FAT3	-0.37625
ZNF273	0.225625
NPSR1	0.5585
FLAD1	0.437666666666667
RAB5C	-0.82575
TTLL3	-1.28475
KIAA1618	0.870166666666667
NPPC	-1.762
ZEB2	-0.068
MRP63	0.881875
WSCD2	-0.224
NEUROD4	-1.605
SNAPAP	1.2125
MTMR2	-1.453
STK35	-0.631625
USP48	-0.202875
NR1H4	-2.9895
RASL10A	1.03175
SSTR1	-4.84
C1orf35	0.6995
APOBEC3C	-2.22225
RUSC2	0.104666666666667
SALL4	-1.857
ZCCHC8	-0.01025
RAD17	-0.4615
ZNF708	0.411666666666667
LILRB5	1.172875
TEX12	-0.3015
C9orf79	-0.15275
ARHGEF1	-0.342666666666667
ABCA4	0.0575
RNF214	-0.61125
PPAPDC2	1.01
ARID4A	0.159833333333333
SYCP2	-1.35325
OPRM1	0.02475
RP13-102H20.1	-0.26425
CYP26B1	-0.363333333333333
APCDD1	1.11816666666667
PCCA	-1.37825
ALS2CR7	0.385
AQP5	0.393
YLPM1	-0.336
PRKAR1B	-0.479
IL16	-0.1593
TCF3	-0.755125
ZSWIM7	-0.06875
SERPINE1	-1.5688
BAI2	2.80425
SMC5	-0.165071428571429
SMN1	-1.4365
SLC13A5	-2.619375
POU2F3	1.98775
BACH1	0.0988333333333333
GMCL1L	-0.1955
PPP2R2D	0.88175
LRRC51	1.84575
EDARADD	1.244
LRRC3	-0.333
FAM124B	-0.91525
C20orf70	0.2475
LOC285735	-0.85175
CTBP2	1.4106
ZMYND11	1.4285
CDH23	0.884083333333333
OR1N1	0.6055
LOC400590	-0.04925
PDK1	-2.181875
LMTK3	2.2345
USHBP1	0.21475
ZFYVE21	1.257
hCG_21078	-0.035
OAF	-0.344
WDR41	-0.97975
SPINK6	-0.694
GDEP	-0.002
MEG3	-0.5671
OXSR1	-0.143285714285714
RAD51	-1.08283333333333
RPL13A	0.3315
DYRK1A	0.5667
FLJ25791	1.44675
SARDH	0.7738
RBBP5	-0.03
ORC2L	0.029
NCAPH2	-0.756833333333333
RNASET2	0.127166666666667
WDR79	-0.948666666666667
FLJ39779	-0.0775
C3orf1	-0.115
DDX23	0.7475
MGC40574	0.56125
MORC4	0.7095
MYRIP	3.16790909090909
LY6E	2.35825
SLC39A11	1.329625
ATP12A	-0.465
AUP1	-0.036
PIP	6.53325
CORO7	-0.32
PITPNM3	-0.181
ENPP1	1.33
PPP1R1C	-2.26883333333333
NRBP2	-0.3755
KCNE2	0.929
P2RX4	1.65375
CCND2	-2.61678571428571
OR5T3	-0.0705
CUL4A	0.109
CFB	4.481
PCP4	-2.01166666666667
HEMGN	-5.33383333333333
UBIAD1	0.7035
CDC42BPB	-0.0503
CYB561D1	0.8065
RIMS2	0.030375
ZNF488	-0.31175
RNMTL1	-0.60125
SART3	-0.139333333333333
CAPN10	-0.246357142857143
CCR5	2.95666666666667
APOA1BP	0.672
NDUFS5	0.85325
PDLIM3	2.346
VPS24	0.6766
SCN8A	-1.79675
C1orf67	-0.984666666666667
MRCL3	1.29233333333333
TMEM145	0.8955
KCTD16	-0.0933333333333333
RNF149	0.703
FDXR	-0.8255
CDCP1	1.79816666666667
PAX3	-3.1693
LASS4	1.35375
HSD17B8	-0.1075
YAP1	-0.084
NNT	-1.864
SC5DL	0.111
DKFZp566H0824	0.2855
KSR2	1.11233333333333
RAD21	0.7876
ST8SIA2	0.86275
L3MBTL3	-0.902625
SNRPB	-1.478
MGC14425	-0.6775
MIF	0.31775
TAPT1	1.44525
IRF8	0.35
PRO0132	1.4155
HERV-FRD	0.213
ACD	-1.091
BCL3	1.9765
SPATA13	1.46625
MRLC2	1.1055
F2RL3	-0.371875
CFHR3	0.643
DUSP15	0.8345
TMEM46	1.13883333333333
SF3B4	-0.2
MAP7D3	-1.688
STELLAR	0.274
SEMA5A	-1.2
H2BFS	1.111
LRRC28	-0.313833333333333
MORN2	0.925
XYLB	-0.575375
WDR21C	0.112
HIATL1	1.32175
ADAMTS10	0.394333333333333
WDR55	-0.2885
MFSD5	0.999833333333333
OR4N2	0.307
DUSP16	0.801333333333333
NLGN4Y	-1.1517
INHBC	0.0461666666666667
NUMA1	1.04525
DEFB123	0.02125
GIPC1	0.833
MGC27348	-0.7135
FLJ33590	-0.414
FZD1	1.9701
MKL1	0.363666666666667
SAA2	-0.36275
C1orf94	-1.2825
C7orf28B	-0.363
TMEM185A	0.9163
ZZZ3	0.055
C16orf5	-0.0471666666666667
GALNAC4S-6ST	1.1155
C1orf186	0.377
IGFBP4	-0.097
NDUFA10	-0.405333333333333
CLIC2	-2.18175
RNF13	-0.082
GPR103	-0.858
CD69	-4.44125
MYOZ1	0.85475
IFNB1	0.7375
CLNS1A	-0.548
CXorf45	0.12925
ZXDB	0.4475
FUNDC2	0.6445
GPA33	-0.32775
C9orf70	0.64775
SLC2A9	0.330375
LOC126520	-0.1
MAGEB1	-0.92275
LCE2A	0.2295
C18orf34	0.673
FMNL2	-2.437125
KRT85	0.54
CRYGA	0.2865
GEM	-1.2265
THAP6	0.2925
ALKBH3	-0.0313333333333333
TM6SF2	0.21125
C20orf82	2.2985
RANBP2	-0.112333333333333
LIG3	-0.1616
RETSAT	0.8705
OR8S1	0.149
CAST	0.0955
TGFBI	0.3068
C15orf37	0.188875
PGM3	-0.639
SLC4A11	-2.245875
FAM123C	0.201333333333333
TAOK1	1.73175
CISH	1.676875
OGDHL	-3.8135
SPINT2	2.91916666666667
ZNF33A	1.195
CLDN18	0.128666666666667
RNF128	-2.17975
CCDC71	-0.12825
RASSF6	0.651666666666667
HSPG2	-0.0915
ATP6V0E1	1.534875
ABHD6	0.435
CD274	1.284
GCNT1	-0.08875
NT5C1A	0.1245
TM4SF5	-3.40075
C21orf58	-0.653
SUCLA2	-0.8025
RFTN2	0.55575
SCNM1	0.782125
SLC9A10	0.171
FUNDC1	0.19625
SLC35F4	-2.98775
AMD1	-1.651
COL6A6	0.3375
OR4K2	0.1965
TRIB2	-0.76
LOC91461	-2.83125
GHSR	0.333
ATP8B1	2.4085
C1orf78	2.7145
RNF183	-0.399833333333333
STX4	0.4483
TPPP2	-0.2995
MYBPHL	-0.8425
TXNDC6	0.0602
C9orf47	0.742
FAM137B	0.109
FANCB	-1.54425
C11orf9	-1.59075
DPY19L1	0.576125
VDAC2	-0.395666666666667
VHL	-0.7205
LMBR1	-0.00125
C8orf44	0.347
ZPBP	-0.2115
FGF23	-1.132
C21orf67	1.13125
PCNT	-0.720125
BCKDHB	0.7644
GALNTL5	-0.28275
BET1	-0.962
ARL13A	-0.2005
HDAC6	-0.463
N4BP3	1.34683333333333
OTOP1	0.084
TTC30A	2.3105
CRISP1	0.4855
KRT32	1.5065
VSTM1	0.4055
ZNF622	-0.3395
POLR3B	-0.5802
DNAJC10	0.578625
C12orf54	0.7405
ADIPOQ	-0.483833333333333
RIT2	0.5065
CD44	-1.4487
ABCA3	2.124125
RPS17	-1.6355
FEZF1	0.191
PCDHB15	-1.3435
KCNMA1	-0.432590909090909
CCDC116	-2.1255
C15orf27	-2.598
NARG2	-0.265625
ITGA5	-0.5995
MEFV	0.589
TUT1	0.128125
LOC541473	0.09175
NMBR	-1.103
GLT1D1	-2.61
ABCB7	-0.8395
PFKP	-2.09818181818182
C9orf91	2.2447
LRRC41	-0.0423333333333333
C1orf85	-0.225833333333333
ATP5F1	-0.428625
STOX1	1.639125
GFOD2	-0.0195
SLC25A3	-0.301125
ZNF646	0.8669
ZAR1	-1.024
OSTbeta	-1.9165
GALNT3	0.2175
IFT122	1.10916666666667
LDB3	0.227
GARNL1	0.282357142857143
HOMEZ	1.45416666666667
LRRC6	4.0765
ANGPTL5	-1.301
UBAC1	-0.35075
DLEU7	-0.69475
RPL19	-0.804375
TOP1MT	-1.39266666666667
LOC643641	0.533625
MBD3L2	0.6305
NTSR1	0.161333333333333
WISP2	-0.23475
GPSM2	-0.08425
RDH10	-0.4198
PRKCG	-0.405
HIST1H4J	2.773
MON1B	0.2281
MLF1IP	-0.349
ZNF446	1.01275
COL4A5	0.7401
SLC26A1	0.765071428571429
RGN	-2.515875
CCNB1	-1.53875
C9orf165	0.008
CCDC28B	-1.3035
CCDC97	1.1285
FGR	1.117375
MSRB3	-0.2788
EPN2	0.6065
COX15	-0.57
KCNK6	0.9511
XK	-3.05225
GDA	-4.342375
HEPH	-0.544875
THRAP3	1.132375
MET	-3.1835
PHYHIP	0.2335
LYAR	-1.84533333333333
ING3	0.1245
AK7	-2.15275
CCT8L2	-0.3135
COPS7A	-0.264
WSCD1	-1.705
RNF185	0.7205
TNS3	-0.12625
KNDC1	-0.471333333333333
RWDD4A	0.322
MED13L	0.6564
ZFYVE1	1.181875
C7orf44	-1.116
MRPL1	-0.3775
STGC3	-1.217
TEAD1	-0.974833333333333
RPL7A	-0.0359285714285715
ARL6IP1	1.4206
C1orf178	-0.1525
CTAGE5	0.18275
TMEM184A	0.305333333333333
SLC25A14	0.46175
CACNG5	0.159
ATXN10	-0.4584
ECH1	0.3606
CCL22	0.28825
CYP2F1	-1.665
GADL1	0.1085
TMEM19	-0.399
RUNX3	-0.763
EFNB1	-0.5005
LIPN	0.3245
ACSM3	-4.6995
SIGLEC8	0.7705
ASCC3L1	0.51375
NOL8	0.35825
RELT	-0.7625
Magmas	0.17675
PPP1R15B	0.4183
C11orf2	-0.13575
VKORC1	-0.154166666666667
MGC26647	0.44625
TRPM6	-0.449083333333333
UGT2B7	-3.59683333333333
FEV	-0.18625
FOXK2	-0.05
PDCD5	-0.714333333333333
SLC8A1	1.17
DGUOK	0.295666666666667
CLDN16	0.357
GAGE1	-1.028
RBM17	-0.1822
C1QTNF3	1.54225
VGLL3	-0.205666666666667
UNQ5830	-0.004
CD1A	0.384
SCGB1C1	0.533
SUPT4H1	1.44525
TRAF5	2.151
ASAHL	1.09525
FAM73A	0.9215
OR6B1	0.5935
WHSC1	-0.82955
GFPT2	-0.27875
LOC339809	1.48375
STARD5	0.374166666666667
SIP1	-1.33325
DNAJC15	0.5245
STAU2	0.2736875
FAM98A	-0.41725
RAD23B	0.823875
LRRC33	-1.29675
CHRAC1	-1.57275
C21orf89	0.296
C19orf43	0.276833333333333
KLK8	-3.24933333333333
CCNE1	-1.823625
PKDREJ	-0.24
SSU72	0.07625
C17orf73	0.1845
GPR78	1.916
WHSC1L1	0.6907
GSTA2	-2.11375
SMUG1	0.677666666666667
UFM1	0.8336
AP3M2	0.719083333333333
USP14	-0.182875
FBXL14	1.106
DSTN	0.52375
SFRS14	-0.27025
FBXO31	-0.690333333333333
C12orf40	0.24225
FRS2	0.72225
NR2E3	0.12725
TUBB2C	0.83675
GMPR	-0.359333333333333
C9orf139	-0.045
ING5	0.638714285714286
LOC730092	0.222833333333333
ORM1	-3.92375
RP11-11C5.2	-1.0685
HSPD1	-1.2339
PIWIL3	0.68
C5orf13	-0.8497
OR5R1	-0.974
LCOR	1.052625
PLEKHA9	0.267
CCDC43	-1.69025
ZNF232	-0.4645
SLC6A7	0.0235
ADH5	-0.934666666666667
SHBG	-0.962
CROCCL2	-0.381
PANX3	-0.077
CDIPT	-0.211
SLC16A5	0.42875
TUBB	-0.56875
TOR3A	-0.0251
PREP	-0.9445
ENTPD8	0.535142857142857
CHMP1B	-0.4175
SYT12	1.6465
MYH6	-1.5027
MAP3K13	0.926333333333333
KLHL30	0.301166666666667
LCMT1	1.6345
EIF1AX	-0.384166666666667
FOXD4L1	0.9985
SLC24A5	-0.7925
RNF166	-1.5642
TJAP1	-0.4085
TMEM156	2.2235
ZNF239	2.00725
SNX19	0.9617
GKN1	-0.195
FCN1	0.8574
C1QL1	-1.57825
ATP11C	-0.175875
ZNF35	1.00325
CARD8	0.048625
LIMD1	-0.0291666666666667
KIAA0286	-0.55825
XRN2	-1.14666666666667
CD6	-0.951166666666667
TOX3	2.43025
ZSCAN4	-0.4425
RSRC1	-0.578625
COG1	0.01325
PTRF	0.0949
C16orf35	0.2065
FBXO24	0.1475
CHST11	-1.458
THRB	-0.5803
MYBPC1	-0.24925
RNF39	-0.681166666666667
PSMD11	-1.30575
ALAD	1.3275
EN1	1.20575
SLC9A9	-0.952
GSTM4	0.3092
CDC42BPA	-0.861578947368421
RCSD1	-2.6755
LUC7L2	-0.0343
SPTBN1	-0.9705
LOC146167	-0.471
BAT5	1.1559
ZNF452	-1.9525
LSM4	-0.12825
SRP72	-0.6149
SGK269	-0.63025
MTX1	0.50675
CENTA1	-0.314
UNQ9433	0.0755
ATR	-0.388416666666667
DDX49	-0.0211666666666667
PAQR8	-0.933
C14orf174	2.06425
GBGT1	-0.8535
THAP1	0.22475
OR10K1	0.3735
RASIP1	-1.83533333333333
DPYD	-0.2392
DOHH	-0.0195
C18orf45	2.16525
POF1B	2.0889
ZNF552	3.83625
USP32	0.063375
MED27	-0.190166666666667
C14orf149	-0.883166666666667
PRDX4	-1.2415
ABHD12	0.9621
AGT	-3.39025
SLC22A14	-0.1545
C1orf58	0.34125
PILRA	-0.68375
ABCF2	-1.107875
C17orf85	-0.404
TKTL1	-1.32875
FGF1	2.0313
IL6R	-1.28816666666667
VPS25	-0.66075
CHRNB2	0.297875
COL7A1	-2.0184
LRRC48	3.57616666666667
SPG20	1.39283333333333
COX10	-0.78625
GCA	0.7465
ECEL1	-0.671833333333333
GLG1	-0.169833333333333
SRD5A2L2	0.14825
MUTYH	-0.925625
ZNF70	-0.248
L2HGDH	-1.31975
GPATCH2	1.43275
ZNF655	-0.07875
ZNF227	0.1945
MCOLN2	0.352166666666667
NQO2	0.191
KCNQ5	0.2855
NEU1	0.973
QRICH1	0.2755
ZBTB20	0.603833333333333
RPUSD3	-0.886
EPGN	-0.218166666666667
TSN	0.0875
SPRY2	-3.50066666666667
LZTFL1	0.997875
GMFB	-0.077125
PBEF1	-2.144
HBG2	-1.2945
TMEM8	0.50875
PALM2-AKAP2	-1.08833333333333
NFYA	0.9285
FAM108A1	0.5745
PBLD	0.53575
NRG4	-1.9775
PIGF	0.45975
PTGER1	-0.3995
NOS2A	0.240833333333333
C21orf34	-1.38483333333333
C21orf51	-0.0728333333333333
IL17C	0.1955
TRMT6	-0.694833333333333
ETV2	0.268833333333333
CCDC109A	0.05375
MYLK2	-0.8795
ATP10A	1.4494
DPH4	-0.03175
C5orf5	0.374333333333333
KCNA4	-0.318
NMNAT2	-1.627
GLYATL2	-0.847
LSMD1	0.813375
IL23R	-1.21925
NRF1	-0.4405
MUC15	2.52133333333333
PRDM12	-1.1665
PAQR4	0.802571428571428
RBBP6	-0.0450625
IFI27	5.3525
SKAP2	-0.571666666666667
TAGAP	0.075125
TJP3	2.521
C9orf61	-1.49175
IDS	0.812142857142857
PARG	-0.30675
LOC131149	-0.1515
DYRK4	-2.06083333333333
MICALL1	-1.74
GALR2	-0.0445
GPBP1L1	0.15875
TBX21	1.30525
KCNJ6	-0.378666666666667
GGN	0.86625
CASP5	0.9575
RNF182	-4.96925
BRD4	0.31925
DOK4	-0.738875
SLC46A2	0.583666666666667
SOX9	0.94
ZNRD1	-0.583666666666667
PRR6	-3.9595
FAU	0.20475
DTNB	1.649
CARD9	-0.464
STS-1	-1.33766666666667
SLC4A5	0.14975
NSBP1	0.2815
UGCGL2	-0.599583333333333
POTE15	2.4465
NOXA1	2.72025
RP13-347D8.3	2.026
SAMD10	0.196333333333333
EP400NL	-0.9515
TCF21	-0.90425
AMELX	-0.08425
JPH2	0.1458
SLA	0.932
DLST	-1.53933333333333
SEPT12	0.6035
RGS20	-3.44075
LXN	0.378833333333333
ZNF419	0.73475
UPK3B	-0.069
RELL1	0.967
ESPNL	3.021
KLHL21	-0.27025
PI15	0.203
C2orf61	-0.0905
LOC407835	-0.539333333333333
RER1	0.537166666666667
ELAVL2	-0.0355
MGC26718	0.071
KLF2	1.81775
TNFAIP8L3	0.0181666666666667
TFE3	0.183
C11orf17	-0.2965
15E1.2	-1.333
SNRPC	-0.532
DLGAP1	-0.54525
PGLYRP1	0.119125
OVCH2	0.7385
IRF7	2.5616
SET	-0.2838
NAB2	-0.277666666666667
LRP5L	-0.8555
FAM120A	1.6719375
ASCL2	0.551666666666667
SHH	-0.5935
ATP5H	-0.521166666666667
THPO	-0.134833333333333
TYRP1	-3.3315
HIST1H3E	1.36733333333333
EIF2S1	0.0468333333333334
TNFRSF17	-2.68883333333333
TARSL2	0.52275
NKX2-8	1.01825
C1orf115	-0.11
LOC56964	0.569
KIAA0841	-1.42525
ISCU	0.3835
TTMA	-0.281
ZNF414	0.5435
LOC441150	1.42975
RAB15	0.758
HBP1	0.591666666666667
TNNT2	-1.447
CECR5	-1.6735
PHGDH	-1.619
JRK	0.1372
XPO4	-0.423125
FAM131C	1.0945
ARHGAP25	0.325
CA9	-2.63044444444444
GPR62	-0.196333333333333
TLX1	-0.176333333333333
GPS1	-0.15625
OR2M2	0.5775
BDP1	-0.0544285714285714
FAM70B	1.192
RPS29	-0.14725
MKLN1	-0.2656
TSPAN19	-2.29525
SLC29A3	1.5998
LGALS4	0.23
USH2A	0.112333333333333
NF1	-0.110333333333333
APOBEC3A	1.239
IMPAD1	0.336
OLR1	1.01616666666667
NRAP	0.5415
HCFC1R1	0.914666666666667
TAOK2	0.6
MCM10	-1.766
MAP4K3	-0.0795
CBS	-2.16475
CLK3	-0.6704
PCDHGA5	-0.3255
ELF4	0.6335
FAM71A	0.04775
C11orf49	0.60125
CLIP2	-1.369
BTBD9	0.9187
ZNF524	1.58775
KDELR1	0.3305
ZNF509	0.3245
NCSTN	1.4175
ZNF533	-1.01569230769231
PARP4	-0.204
GALNT9	-0.262833333333333
NPY	-2.54
BEGAIN	-1.53683333333333
TMEM77	0.925
FOXRED1	-0.842333333333333
SLC16A2	-0.324166666666667
SLC35B1	-0.843
GK5	-0.888083333333333
SDCCAG10	-0.91575
C4orf20	-0.0435
SLC9A2	-2.39
ADD1	0.409
TAL2	-0.1365
ACLY	-1.062625
DNAJC1	2.3925
SOST	-1.30425
USP43	-1.19383333333333
CYP4F12	-0.4805
FKBP5	0.4685
CHCHD5	1.3562
NUDT22	0.385
CCDC85B	-0.61025
OR51G2	0.4775
STRN3	0.3475
TMOD2	0.113
FLI1	-0.99325
MAB21L2	0.491833333333333
DGKQ	0.43725
VPRBP	-0.029
SCNN1B	-0.4653
ECHDC3	1.0107
TMEM106C	0.10975
CSNK2A2	-1.241
RPL39	-0.3015
HERC3	-0.1119
ZBTB47	0.628333333333333
ZNF681	0.163
PAGE2	-2.42275
CLIC5	0.6145
RABAC1	0.75075
ZFHX2	1.38425
YPEL1	0.257333333333333
KIAA0776	0.54775
NR1D2	0.48125
DNAJC4	0.929125
NPNT	4.8177
ZNF677	-0.2645
ZNF536	-0.594
MEF2B	0.618583333333333
PTPN4	-0.48675
CTCFL	-4.8
STX5	0.575
CD72	0.83125
VEGFA	-0.91178947368421
XRCC1	0.7071
MAS1L	0.457
ELL	0.2992
SETBP1	2.78525
CDH11	2.45016666666667
NDC80	-0.970846153846154
DMBX1	-2.411
NRSN1	0.164333333333333
BAT2D1	0.126375
CDS2	1.06183333333333
C1orf212	-0.371333333333333
SENP3	-1.6155
IL1F9	0.764
EEF2K	0.47425
COG8	-0.063
CEP72	-1.46425
OR1L8	0.2885
MUS81	-0.673416666666667
PHYH	0.280875
GGT6	1.829
C22orf23	-1.07375
C13orf33	1.311125
MAPK8IP2	1.65475
NELL2	2.558
POU3F2	-2.901
ALPK1	2.35875
MRPS18C	0.268
RPLP2	0.1745
FGF22	0.2885
SPNS1	-0.552333333333333
ZFP1	-0.6125
IL1RAPL1	-1.1705
PCSK9	-2.96516666666667
NKX2-1	0.0951428571428572
C6orf189	-0.7155
SP4	-0.385
SLC11A1	1.7914
C21orf25	0.606833333333333
ICAM2	-0.08625
SH3GL1	-0.122
GSK3B	-0.283
RALB	0.745875
PDXP	-1.72466666666667
GNGT1	-2.34175
KIR2DL1	-0.0875
TNFAIP3	-0.479666666666667
C6orf32	-1.1335
CBLN2	5.571
PANK3	-0.030625
TAAR9	1.3085
WDR82	0.025
APOM	-2.4145
TRIP10	-0.30725
SPATA16	0.687
C1orf135	-0.896
USP51	0.4105
TESK1	1.24875
C11orf64	-0.155375
ZNF611	-0.0335
PDE6G	-0.469666666666667
HLA-DQA1	3.086875
GCLC	-0.032
SEC61A1	0.0450714285714286
TWSG1	0.0481666666666667
ZMYND10	3.807
CTDP1	-0.111375
ADAMTS6	0.084
SLIT1	-1.402
KRT86	-0.827
KIAA0574	0.3295
GTPBP2	-0.0826
PQLC3	2.52925
PRRX2	0.0626666666666667
C15orf44	0.0805
MKKS	-0.489625
C11orf10	0.2975
GPR110	0.543375
CD109	-0.942083333333333
ADCY1	0.485666666666667
RHBG	-1.99725
TP53I3	-1.14625
SLC22A3	-0.6317
UCP2	1.2235
FOXG1	-1.79583333333333
OR2AG1	0.2895
TRIM24	-0.31125
PROC	-3.21875
TAAR6	0.3655
AMTN	-1.346
C10orf47	0.941833333333333
DEPDC1	-1.94825
FLJ45557	1.34025
ZDHHC17	-0.6484375
KIAA1429	-0.1585
KCNH1	1.4445
VNN3	0.76525
PSMAL	1.35675
PPARD	0.355625
HFM1	-2.06575
YBX1	-2.57516666666667
ZNF695	-1.70625
SCTR	-0.2845
DCDC1	0.237
VPS26B	0.2029
MTF2	-0.067
ATP6V1F	0.11325
CCDC94	0.56025
PERF15	0.1375
CCL11	2.0995
LMO7	-0.5245
DCST1	0.3025
ADRBK1	-0.186875
CDRT4	-0.299875
ZNF84	0.2095
HOXD8	-0.21
STARD8	-0.866
FOXP2	-1.035125
CCDC103	0.82075
POLR3A	-0.8075
GSC	-0.489166666666667
ZNF114	-2.74283333333333
HTR7P	-0.073
LALBA	-0.149
RMND5A	0.503333333333333
PSCD2	0.9145
ZNF409	0.926
KRTAP1-3	0.415
MAF1	-0.65
LOC201725	-0.784333333333333
NRN1	-2.799875
SPAG5	-1.39933333333333
DNAH7	3.233
FLJ43860	0.367
BRCA2	-0.15875
ACADM	-1.214625
CXXC6	-3.26725
RAGE	0.405
CHMP2A	1.197
FAM8A1	0.7024
GPR21	0.65
SLC12A3	-2.77983333333333
FVT1	0.317928571428571
ZDHHC7	-0.303875
FLJ44048	0.08775
SLC44A3	2.50566666666667
SDSL	0.792166666666667
MMP8	-1.09175
PLA2G12B	-2.953
ACY1	-0.35175
MT1E	-0.0185
OR4K15	0.2645
TECTB	-0.195
GPR20	0.124625
IRAK2	-1.08925
RFPL3	-0.30975
MYO9A	0.65725
NARG1L	-0.398333333333333
BLMH	-0.070625
CCDC3	0.855833333333333
C9orf21	-0.483833333333333
KIAA0513	0.603333333333333
MIER2	0.3695
PNMA2	-0.17925
SH3BP2	0.7149
ANXA10	0.77125
RTN2	1.23533333333333
TFB1M	-1.808
PRPH2	1.215
C14orf133	0.02425
GOLGB1	1.13483333333333
IRX4	-1.044
NFKBIL1	0.7625
C10orf62	-0.407
APBB3	-0.185
RPS10	0.1819
LOC728378	1.116
TLE3	1.09111111111111
PSMB7	0.025375
MESDC1	0.034
SLC6A1	0.6475
OCLN	1.64208333333333
PTTG3	-0.950666666666667
NAGLU	-0.61175
SERTAD4	2.3895
SPRY1	0.918
FLJ10781	-0.831916666666667
MYSM1	0.3805
TRIM4	0.725071428571429
SH3YL1	1.504375
TREM2	3.297
SERPINI1	1.2575
HDHD3	1.316
TMEM38A	-0.46
EID2B	-0.91525
TDRD3	-1.385
SEDLP	0.85375
THSD7A	-0.209
NDST3	-2.05425
KLHL15	-0.355583333333333
DHRS12	1.61
FBXO9	0.0827142857142857
TNPO1	-0.510833333333333
MRPL13	-0.475666666666667
SNX5	-2.3245
METTL6	-0.364
SOD1	0.26775
CHML	-0.852
PACS1	0.428625
SIRT5	-0.644
CAPN2	1.08566666666667
FXYD5	0.488166666666667
TWISTNB	-0.87475
LRFN1	0.613166666666667
UBE1L	2.428
UBE1C	-0.006
OR51B2	0.1185
OR4D11	0.0225
C15orf2	0.254
NR4A1	-0.751166666666667
LOC339047	-1.372
TRIM17	-0.48525
ATP5G3	-0.515571428571429
RPL15	-0.888
ADAMTS8	-0.45575
HOXC4	0.017
C14orf37	0.9165
CEACAM5	0.125
MYT1L	-0.0431666666666667
RASA2	-0.518625
OSBPL7	-1.3675
STAG1	0.5345
GIMAP4	3.39666666666667
FUT3	0.779833333333333
PIF1	-2.182375
LPIN2	0.0865
SH3PX3	0.63725
PDP2	-1.20325
PAPD1	-0.345375
ERP27	4.30925
APOOL	0.00999999999999997
DIABLO	0.5945
TRHR	0.227625
ARMC9	0.84875
RNF152	3.23
SLITRK3	0.3595
ZNF211	0.839
PFDN1	0.164125
RGS11	-0.427125
HS6ST1	-0.3132
AKR1D1	-1.15225
TNP2	0.272833333333333
STK31	0.800833333333333
EML4	-1.49733333333333
SGTA	-0.0896666666666666
HIST1H2BI	1.483
PSMD6	-1.59566666666667
KIAA1257	-0.3685
C18orf55	-0.646333333333333
FLJ20273	2.47675
RPL28	-0.912333333333333
EPYC	1.953
NOX3	-0.281
ELAC1	-0.1805
METT11D1	-0.96975
BIN2	-1.6055
NACA2	-0.3845
CCDC17	-0.84475
HM13	0.3342
UBOX5	-0.389125
UBE2O	-0.281625
UBL5	0.5585
APOLD1	1.525875
C9orf31	0.3135
TNFSF8	0.7605
ARHGAP29	-0.168375
PROKR2	-0.024
PDE5A	-0.922166666666667
C6orf12	-0.126
TOM1L1	-1.2065
WHDC1	0.614125
FOXI1	0.432833333333333
RAB4A	-0.4908
TMEM39B	-0.3505
ATPBD1C	-0.81275
FARSA	-0.489166666666667
PLEKHG5	1.93675
CMAS	-1.09966666666667
OR7E24	-0.0745
SLC30A1	0.026
CDC42EP5	1.524
PLAC1	0.8395
KLHL18	0.196666666666667
LBA1	1.1387
TAZ	-1.10725
CRIP2	1.55425
BTBD11	-0.974833333333333
C16orf72	0.57975
DIO2	1.0928
LRRCC1	1.244
CCDC136	-2.242
PRX	0.448875
RBM5	0.5378
TMEM85	0.070125
TUBGCP4	-0.808833333333333
APLN	1.622375
CDK7	-0.313333333333333
SSR2	1.07491666666667
CRELD1	0.47325
C19orf46	2.709
GAL3ST4	-0.481666666666667
KBTBD10	1.61525
IL28A	1.46725
WDR27	-0.3
MCM2	-0.919
SOX14	-0.8055
FLJ39743	0.0015
KIAA0922	-1.84725
HIPK4	0.4415
FLJ25758	0.219
C16orf57	-0.518416666666667
PDZD2	-0.3015
MCC	1.87725
HHLA3	0.2489
ID2	0.923
C20orf23	3.72316666666667
ZNF688	1.5705
APOC2	-1.87183333333333
LOC440093	1.5935
FAM50B	2.17
PWP1	-0.9135
DNAH10	0.253
HIST1H2BA	0.1095
GPR56	0.93
METAP2	-0.305125
PAN3	0.9265
STXBP4	-0.519
PDHX	-0.4775
MTA1	0.243833333333333
ZBED4	-0.247375
ZNF720	-0.215
CDK2	-1.033625
RHOJ	-0.8795
CDC37	-0.1475
ZER1	0.964125
GRK4	-0.2055
PRPH	-1.00725
POLR2A	0.702875
OGFOD1	-1.40725
NOL5A	-1.34475
PHEX	1.4485
FLJ16478	0.14075
C20orf117	-0.266
CAMTA2	0.08375
C11orf74	-0.145
DDX17	-0.0173333333333333
C5orf27	-0.08625
PLEKHA2	-0.9267
PDE4DIP	0.5563
SCN7A	-0.1635
ZNF559	0.0546666666666667
CXCL10	3.81175
ZMYM4	0.283666666666667
STK32B	-1.30333333333333
