Hybridization REF	TCGA-BH-A0DX-01A-11R-A115-07
FRMPD1	0.1495
ZNF668	0.70125
PLEKHJ1	-0.893875
ADAT1	-0.4047
TMEM50A	1.0335
UCN3	0.1425
HOOK1	1.634125
IL17B	0.012
MLKL	-0.2375
TTC14	-0.437333333333333
KLHL5	0.1315
CRYL1	0.515666666666667
FOXH1	-0.3125
NFYB	-0.21375
PPM1G	-0.846
GOLGA2LY1	-1.42725
NMT1	-0.88175
HADHA	0.0325
CHSY-2	3.39825
PLEKHF1	0.695428571428572
SAGE1	-2.216
MUSTN1	0.191
SUHW4	0.90125
TFEB	1.531
ZFYVE27	-0.57825
ATG12	0.0736666666666667
BMI1	1.74514285714286
ZIM3	0.3295
MYH4	0.39025
MASP1	-1.41425
KIAA0984	1.1755
RPAP2	-0.92525
ASB5	-0.43075
BOLA3	-0.544
MIA3	1.60716666666667
KRT35	0.293
KIR3DL3	-0.792
MRPL51	0.32575
SEMA3F	1.16383333333333
NDUFB2	0.250333333333333
LOC253012	0.02775
FAM46C	-1.7633
G6PC	-3.2495
CSAG3A	-4.88133333333333
PREX1	0.0585
SLC25A45	-0.241875
MAPKBP1	-0.358
CPE	0.029
GNB1	0.25225
CXCR6	1.326
TRIM46	0.32475
C16orf3	-0.0775
HPSE	0.91725
TIGD3	-0.6655
SPG3A	2.00475
LCAT	-1.70883333333333
ST6GAL1	-0.763
POMC	1.13725
FLJ36031	-0.378166666666667
NSMAF	0.0246666666666667
SKIL	1.7585
ADSS	0.318166666666667
HMGCS1	-0.9006
POLR3F	-0.525666666666667
RAB10	0.507875
ZNF277P	-0.38325
ZBTB7B	1.516125
DHRS1	-0.084125
ABCC13	2.508
CNOT3	0.05425
NFKBIA	1.5925
GAK	-0.550166666666667
SFT2D2	1.61666666666667
HOXA6	0.234
CRTC1	0.151
LY6D	-0.756833333333333
C20orf72	-0.864833333333333
CPT1A	1.0155
LMO1	-1.7175
EIF3I	0.302
PRB4	-0.1585
MCM3APAS	-2.06325
C20orf132	-0.2758
FOXF2	-2.212
S100A12	0.662
MLH1	0.0305
ACTN1	0.9611
MRPL36	-0.284333333333333
C20orf106	0.03825
FBXO6	1.278
MKS1	0.0898333333333333
CX3CR1	-2.2135
PDE1B	2.4985
PLP1	-3.6105
KISS1	-0.273
C14orf2	-0.416666666666667
TBC1D3P2	-1.36325
COMMD6	1.0078
ANKRD7	-1.25675
PTCHD1	-1.17775
NARS2	-0.739
DOCK7	0.12975
FAM127B	0.02075
LOC390243	-0.210166666666667
N6AMT2	1.06975
ZNF391	-1.0205
DNAJB14	0.223666666666667
WRB	0.052875
BPI	0.0615
TTC4	-0.333833333333333
FAM10A5	0.324
GOT1L1	0.5672
MAGED1	0.398875
RESP18	0.6125
WFDC6	2.70975
MT2A	-0.5875
C11orf56	-0.14
KIAA1432	-0.008
ROR1	-0.6425
HSD17B14	1.80983333333333
ZFAND2B	0.36775
SAMD4B	0.107
HEXA	0.804625
HNRNPU	0.0981363636363636
USP39	-0.418625
NRD1	-0.26625
R3HDML	0.12325
FLT4	0.3815
OMG	-0.508166666666667
OR52N4	0.3335
LOC399818	-0.519
ELA2	-2.3875
VENTXP1	0.3455
RFC5	-2.3625
OR52L1	-0.6
PAX5	0.0465
FBXO2	-1.60725
GMEB1	0.221
AKT3	-0.132666666666667
CRB1	-1.38566666666667
CTTN	0.281666666666667
UTP15	-0.2345
HSBP1	0.12325
PHF11	1.973
NDEL1	0.213
USP8	-0.49725
BAIAP2	0.5619375
SI	0.8178
ARSJ	-0.923833333333333
BAAT	-3.22575
KCNS3	1.9655
LOC126147	-0.0826666666666667
TMEM37	1.5305
C1orf162	4.1955
MBD1	-0.0599
ITGAL	1.46116666666667
WDR73	-0.529333333333333
GKN2	0.224833333333333
ARFGAP1	-0.9255
SLC5A8	-1.27533333333333
ZBTB40	-0.0566
CYP4B1	3.60133333333333
LYPLAL1	0.39625
CHST3	-0.3735
MAP3K9	0.0955
BTAF1	-0.736333333333333
TFAP2E	-0.152
RBM35B	0.71275
LOC441251	-0.796333333333333
ANKRD25	-0.234833333333333
UQCRC2	0.6565
MAEA	-0.0185833333333333
HYAL1	-2.4511
RNPEPL1	0.343833333333333
CPSF2	-0.341625
PSD3	0.8215
ABCA13	-0.351375
AGR2	3.03
GBX1	-0.1495
HDLBP	0.491357142857143
ACY3	0.61825
HECW1	-0.67325
ZNF519	0.767
HOPX	3.184125
ZNF304	1.903625
OR12D3	0.409
FKSG43	0.0125
METTL1	-0.07275
MFSD3	-0.749
PSPH	-1.632
CLCA3	-0.527
DARS2	-1.18583333333333
CDC25A	-2.20516666666667
BAIAP2L1	-1.50975
B3GNT5	0.259875
USP29	0.11075
ARHGEF10L	1.2015
ATOX1	0.59
ADAM30	0.2705
DNASE1	0.61975
STT3A	0.405583333333333
RAB6IP1	-0.179
PTN	3.0592
C1orf106	-0.835538461538462
HECA	1.862
RNF122	1.65625
SLC22A18AS	-0.0588333333333333
GNG8	0.0496666666666667
ELP4	-0.1805
FAM65A	0.1145
RPL10A	0.213333333333333
IRS4	-0.4505
MACF1	1.068
SEC24D	0.76475
LOC374395	0.16125
TGFB2	1.638125
MDFIC	0.811
CHRNE	0.345333333333333
PCMTD2	-0.927166666666667
ATP6V0D1	0.856
MTA2	0.327
LZTR1	-0.983833333333333
RAP1A	0.265166666666667
AXIN1	-0.5515
POLR1C	-0.31925
TRIO	0.151583333333333
PLXNA4A	0.0795833333333333
C5orf33	-1.02925
DEPDC1B	-3.02775
ZNF473	-0.112333333333333
MTM1	1.1575
GPR107	0.214166666666667
CSNK1A1L	0.182333333333333
FLJ14154	0.18275
NLRC4	5.40175
ENPP4	0.456166666666667
PADI3	-0.153
RNF170	0.47025
CG018	0.340166666666667
C16orf7	-0.038
KCNE1	1.15825
NRM	-1.23283333333333
SLC37A3	-0.318357142857143
TPD52L2	-0.727166666666667
UNC5B	2.58375
C12orf12	0.465666666666667
SDHB	0.11075
CLRN1	0.337375
NUDT10	2.71
UGT3A1	0.357285714285714
FBXW8	-0.00825000000000001
RHOF	-1.064125
PTPLAD1	-0.2035
MYO3B	-0.433
DERA	-0.52725
TPP2	-0.3095
C19orf53	-0.266333333333333
GINS3	0.271125
ST6GALNAC5	0.86
CHSY1	1.505
MGC15705	0.6655
GPR83	-0.112333333333333
EXT2	0.625375
DOLK	0.3265
TUBAL3	-1.59775
ACVRL1	1.9392
ABL2	0.149416666666667
C14orf156	0.143166666666667
PTPRZ1	-3.06625
DIP2C	0.531375
LAMP1	1.449
RXRA	0.1545
MAP3K5	2.5465
ALKBH1	0.801666666666667
PDLIM7	0.324875
ARL14	-1.069
SNIP1	-0.167833333333333
TIMP3	2.83391666666667
RGS3	0.556
SPAG16	0.5577
ABHD4	0.25925
ARHGEF12	0.9795
GLUD2	0.469
RAC2	0.007
UAP1L1	-0.531
SLC18A3	-0.129
YOD1	-0.602
RALY	-0.17875
HMOX2	1.222125
DGKH	1.02625
DBNDD2	1.03466666666667
YIPF4	0.146
THAP10	-0.842
ZNF513	0.3385
HAGHL	-0.989166666666667
ITGB4	0.441833333333333
CCDC141	-0.512
YTHDF3	0.83075
C5orf28	-0.02875
RPL7L1	-0.968625
TMEM30B	0.917928571428572
ANKRD35	2.7525
DUOXA2	-0.86825
TBC1D5	0.310625
DFNB59	0.0335
HRH4	-0.0655
MYO6	2.4373
DNAJA4	2.666625
RBM24	0.271375
CEACAM20	-1.53
RBM23	0.194642857142857
NGFB	0.2445
C1orf63	-0.2712
KRTAP7-1	-0.227
PERLD1	1.31825
NPB	0.1445
C17orf59	0.3369
HSPBAP1	-0.15
SLC15A4	-0.007125
PRTFDC1	-0.608
OSMR	0.0202142857142857
CYSLTR2	-0.059
C19orf25	0.0911
KIAA1797	0.0365
NLRP6	0.0635
FAM105B	0.4847
SCRN2	-0.517333333333333
LRRC58	-0.5191
RNF17	0.20975
NEIL3	-2.636
FAM137A	-2.0345
SKP2	-3.6355
PARVA	1.62083333333333
PKLR	-1.645
RNF34	-0.36
A3GALT2	0.3875
C12orf50	0.455
SUNC1	-2.087
FAM102B	-1.32666666666667
CCT2	-0.251
LRRC37A2	-1.101
ARF4	1.16
SIKE	0.511625
C8orf48	1.11833333333333
MBTPS1	0.5115
GPSN2	-0.015
NCF2	4.2945
SLC12A6	0.837333333333333
MRPL48	-0.563
HMGN3	-1.29283333333333
LRRC62	-1.125
PAX9	0.947125
FAM55A	0.8065
C20orf42	-3.03783333333333
SCML2	-2.23266666666667
BCL9	0.80125
FAM40A	-0.6895
C9orf41	-0.0845
ZNF774	0.3155
LETM1	-1.544
PLXNB1	-0.285
NIPSNAP1	-0.793625
USP10	-0.274
F9	0.281
LIPE	3.0115
CNGB3	-0.261
C12orf52	-0.632625
PI4K2A	0.5345
MED8	0.24425
STAT4	1.4295
FGD4	1.03083333333333
RNF145	-1.90833333333333
WDR32	3.6921
CLDN2	-0.0841666666666667
TCEAL8	0.66825
ZMYND8	-0.8708
PDXK	-0.28296875
GATAD2A	-0.0825
PTGES3	-1.076
CCM2	-0.4985
TAP1	1.4585
ZNF670	0.5175
ETS2	0.131357142857143
C6orf166	-0.4695
PRMT2	0.580571428571429
OR4B1	0.174
INTS8	-0.11
CCDC102A	-0.40575
CCDC83	1.27533333333333
ITGA1	0.1211
EPHA5	-1.7915
FAM24B	-1.473
TSGA10	1.35325
HAL	-1.987
MYOT	0.153
SPACA3	0.50525
BCL2L2	-0.074
CUGBP2	0.480833333333333
CCNB3	-0.05425
RNF113B	-0.053
MERTK	0.9175
BAG1	-0.24675
VPS36	0.63175
ORMDL3	-0.2483
C1orf190	0.75575
ZNF625	0.6335
CORO2B	-1.15975
ALOX15	-0.6005
CST1	-0.291
NUPR1	2.21066666666667
CCL7	4.19975
SMCR5	-2.8205
DSC2	2.721
RBMS2	1.0345
GRIK4	1.4435
TRIM65	-0.5199
TMPRSS6	-0.687428571428571
TP53INP2	1.301
GLB1L	0.855
LOC388284	-0.247833333333333
PUS1	-1.67214285714286
BCL9L	0.2665
OLFM1	-0.5325
RET	1.031
MASTL	-1.976
ALX3	0.07875
IL1RL1	0.9385
ZNF765	-0.1212
C14orf138	-0.24775
SNX10	0.3945
TAC4	0.225
C1orf64	1.6645
POGK	0.648375
MAPK9	0.54575
ZNF366	3.51575
C8orf79	0.3317
CLDN7	2.354625
OR5AT1	0.5075
TRIM37	-1.5935
LRRC25	3.85125
GRHL2	2.2993
TEKT3	1.561
LASS5	-0.374333333333333
ABCC4	-1.46716666666667
DLG3	1.013375
VGLL1	-0.0865
ZFP36L2	1.74316666666667
MFRP	-0.343833333333333
KIAA1799	-0.35425
FLJ44379	-0.3745
PCNX	-0.000250000000000007
ANXA9	-0.4425
CYP4V2	0.2856
PIK3C2A	0.6315
SRR	0.641
NOL3	0.0695
IFITM2	0.9835
ARNTL2	-1.4545
ZNF595	1.2885
NLRP13	1.186
ASPH	-0.022875
CPA2	-0.312
PVRIG	-1.37366666666667
LEPR	0.354166666666667
C16orf42	-0.2755
SH3BGRL	4.632
FAM77D	0.0356666666666667
FNDC7	-0.0915
C9orf6	0.564833333333333
NOTCH2NL	0.272666666666667
PGBD1	-0.253666666666667
SYNGR2	0.620666666666667
PITPNA	-0.10775
PRPF4B	-0.4225
SLC43A3	-0.539357142857143
NRBP1	0.39675
SLC25A22	-0.2695
ILK	0.33275
SLC22A8	0.381333333333333
MRPS7	0.034875
PITX2	0.0095
FABP3	1.44275
OR1L1	-0.4855
LOC728215	0.499375
BLID	-1.404
KIAA1217	3.14864705882353
TFPT	1.028
AP4B1	-0.45675
VBP1	-0.27
OR1K1	0.6535
MORC3	0.42
BHMT2	1.27216666666667
C3orf10	1.08275
FZD7	1.21616666666667
WFDC10A	0.0665
PMS2CL	-0.435875
CCDC32	0.6525
FA2H	-0.36625
ALG13	0.3855
TTLL7	-0.0452
SPOCK3	0.042
SLC13A2	0.7915
AIM1	1.7935
GPRC6A	0.111
EGR2	5.26175
MED11	-0.198
WWC1	1.33925
SH3GL3	-3.73275
RIF1	-0.626928571428571
PRLH	0.2625
VLDLR	-1.5055
DBT	-0.019375
C21orf63	0.8985
CGGBP1	-0.35675
KRTAP12-2	-0.22
TADA3L	1.229625
ZBTB16	3.26325
PDGFB	1.447625
RFX1	0.339125
UQCRB	-0.1638
LOC133874	-0.129
HPS3	-1.9945
LGALS3BP	-0.1185
DKFZP564O0823	1.59592857142857
MRFAP1L1	-0.032625
HOXA10	-0.651666666666667
NGB	0.34
KIF21A	-0.938307692307692
IFLTD1	-0.2695
LZTS1	-0.500375
ARHGEF3	2.132
RHBDL3	-0.1655
CSNK1G2	-0.0419166666666667
ChGn	1.4495
KIAA1244	3.2045
GABRB2	0.417
MGC72080	-1.2195
CD27	3.36
EGLN1	-1.1519
PEX13	1.2425
RWDD3	-0.78925
RNF12	-0.0428333333333333
GRIN2B	0.258
ADAMTS14	-0.066375
DYDC2	0.394666666666667
ATP6AP1	0.5909
NR1H2	-0.213
PDK2	0.39525
C3orf17	-0.423666666666667
SLC38A2	-0.873785714285714
SLC25A29	-0.185666666666667
C15orf29	-0.365875
ADAM9	0.56125
TMUB2	-0.23025
GPR176	-0.302
AGK	-0.84925
MCCD1	0.1745
NDUFA4	-0.14675
TMEM146	0.21225
DUSP1	2.168
UNQ6975	2.1445
EMX2OS	4.41475
INSM2	0.16225
LUZP4	-0.00724999999999999
SETD6	-1.95975
P2RY2	3.371
SLC45A2	-1.729
RABGAP1	-0.0305
UBXD5	0.619875
GPRC5A	1.498
PAK3	0.769166666666667
LOC63920	-1.33575
TGFBR1	0.289
KRTAP6-3	0.21125
SFMBT2	-0.366
CDC42	0.256
C11orf35	0.166
TTLL2	-0.252
UACA	0.590416666666667
CD97	-0.9193
SETD5	-0.031875
NINJ2	0.54125
PTER	0.878833333333333
POMGNT1	0.40625
KRTAP4-2	-0.3795
ECGF1	2.0635
HRB	0.775454545454545
ATP1B2	0.0392
LOC400506	0.2735
COL4A3BP	1.20025
C6orf97	3.316
GRHPR	0.25425
TAS2R1	0.077
SEMA7A	-0.84975
EDF1	0.52275
ODF2L	0.8001
PCID2	-0.488833333333333
GTF2H4	-0.936166666666667
ZCCHC3	-0.82675
CGB2	0.0326666666666667
NEUROD1	-0.27475
C20orf75	-0.3665
RP5-1054A22.3	1.54433333333333
IFNA5	1.016
ZNF134	0.757666666666667
MGC119295	-1.3947
ZSWIM6	0.348625
SMEK1	0.368666666666667
PCGF2	-0.33375
C1orf102	2.35225
CYP2A13	0.2735
KCNH6	-0.585
MDM1	0.747
ALDH7A1	0.813166666666667
C9orf75	0.60475
VDAC3	-0.233125
OR51T1	0.167
EIF3F	-0.542666666666667
KCNJ10	-0.233875
LENG8	0.03775
EDEM2	0.0176666666666667
CCNJL	-1.3515
DHX37	-0.845
CRYGN	0.344
AATF	-0.8465
ZNF630	0.874125
E2F5	-0.9535
WFDC13	-0.588
FTSJ3	-0.587166666666667
C4orf33	1.0375
LHFPL4	-2.996
C19orf56	0.464666666666667
SMAD4	-0.05775
AFM	-0.3318
G0S2	1.824
FCHSD2	-0.1138
RRP1B	-1.034
EEF1B2	-1.09866666666667
STAT6	1.17766666666667
ZNF195	0.11775
GNL1	-0.611166666666667
ZNRF2	1.06416666666667
PER3	0.534
ASB16	0.393
C10orf10	2.11392857142857
ADCY8	-3.07566666666667
C9orf58	0.508833333333333
ARMC10	-0.823833333333333
PSG1	-0.92
DHX34	-0.2745
VARS2	-0.367375
NFIC	1.2845
ITPR2	2.093
AGXT2	-0.182666666666667
OR6K3	0.084
H2AFZ	-0.738666666666667
MLLT3	-0.00316666666666665
COX4I2	2.01275
CCNT2	-0.174875
PLK4	-1.855
NUMBL	-0.1485
MED16	0.185
PLEKHQ1	2.10025
GOSR1	0.585333333333333
BTG4	-0.01525
RPL30	0.216666666666667
IGSF5	0.06375
IGFL2	3.6965
ELMOD2	1.5245
SHC3	-0.205166666666667
HAVCR1	-0.4685
DYNC2H1	1.775375
RNF5	-0.566166666666667
C2orf7	0.49925
NLF1	-0.223
KLHL25	0.76425
LRP10	0.6109
KRI1	-1.057
PUS7L	0.548833333333333
MGMT	0.9155
HOXD1	0.713166666666667
CSH1	-0.0037
ATG16L2	-1.12825
FLJ44635	1.1385
CHODL	-0.01375
EXOSC8	-0.69275
SLC28A1	-0.178
MYO7B	-0.208
SEH1L	0.5937
MTNR1A	-0.0383333333333333
TSPAN5	0.0571666666666667
CDC45L	-3.2655
AMIGO1	-0.2345
ATAD3A	-1.6075
OSGIN2	0.406666666666667
PDIK1L	0.812166666666667
DARC	3.83825
PIPSL	0.6015
SHMT1	-0.261
CRISP3	0.2475
POPDC2	2.058
ZRANB2	-1.28166666666667
FBXL8	-0.07475
TRIP13	-2.56845454545455
EIF5AL1	-0.644
POU5F1P3	-5.142
IL6	0.633166666666667
CXorf38	0.815166666666667
IFNA16	0.3865
FBXL2	1.28883333333333
BRD1	0.60925
STATH	0.43025
FBXO44	-0.2875
MCCC2	1.445
CDC2	-1.5088
C5orf23	0.1615
IVD	-0.537666666666667
C10orf122	-1.29925
MSL3L1	0.3159
MVP	0.92575
EPOR	-1.4716
ZMYM1	-0.883666666666667
BCL7C	1.35033333333333
PSTPIP2	1.2309
LYPD1	-1.285125
OR8G5	0.3595
ZP3	-2.15533333333333
BCAS4	0.480666666666667
EDG6	2.61425
ISY1	-0.119
PRAMEF2	-1.73825
CUL1	-0.858875
RNF213	0.55
CCRK	0.78875
DHX9	0.07175
C13orf29	0.643
NCKAP1	0.219666666666667
MRPL43	0.484214285714286
XPR1	-0.839
PKN2	-0.8055
PODNL1	1.361
ZNF333	0.585125
DALRD3	0.271
OPN1SW	0.282
BTBD6	0.563
C11orf82	-1.756
OR5P3	0.3
DUSP11	0.291
L1CAM	-1.2667
NEK11	2.15383333333333
OR7E91P	0.741
CNTN3	2.7119
CREB3L2	-0.056
ZBTB37	0.44
KIAA1324L	0.9925
NDUFB10	0.791833333333333
NUDT2	-0.107
GTPBP8	-0.195
CACNA1D	0.23575
PRKAA2	2.05966666666667
PRDM8	0.088
MGC16075	-0.787666666666667
KRT14	-0.580857142857143
PP8961	0.139
MRPL18	0.70625
ABCG2	-0.19425
PACRG	1.88625
BBS2	0.20325
KREMEN2	-3.322
FBXO21	0.04425
HNRPUL1	0.151583333333333
GRB10	-0.04825
CLSTN1	0.852875
LMAN2	0.2162
C17orf61	-1.13975
NIPSNAP3A	0.95625
INSIG2	-0.641166666666667
PCDHB7	2.31666666666667
STXBP2	1.089875
CMAH	1.40141666666667
SEMA5B	-0.7225
ZNF155	0.763833333333333
COQ6	0.495833333333333
PRPF4	-0.738
TSPAN15	3.297
VN1R5	0.5115
LATS2	1.21325
SELK	0.219
PGK2	-0.42825
MS4A1	-0.3245
TYW3	-1.262
KRTAP5-1	0.122
RCCD1	-1.30066666666667
BTN1A1	1.05925
DDX28	-0.24725
TMEM65	-0.643375
LOC92345	0.21
TTC31	-0.297
WDR46	-0.771666666666667
CHP2	-1.55216666666667
LSP1	1.95625
ZNF542	0.5975
EXOSC1	0.44
ARHGAP18	0.447166666666667
LRRTM4	-0.62625
MAOB	1.00825
CACNB4	1.07575
MGC33846	-0.259875
RANBP3L	3.435125
ATP5L	0.10775
ONECUT1	-3.3835
NUDT9	1.15275
TMEM149	0.6285
STX17	0.5925
IGSF10	-2.05125
TMPRSS9	1.008
BMPR2	1.39658333333333
ALLC	0.048
KLF7	0.71025
GCC1	0.0102
TIMM9	-0.746
CDO1	2.267
MGC10701	-0.849666666666667
IFI6	1.318
FRMD8	1.0395
MGAT2	0.195
WBP5	0.686666666666667
CNIH2	-0.08425
KIAA0907	-1.5838
KCNH8	-0.5635
CTSG	0.87175
GRIK1	-0.269666666666667
CUL5	0.654375
FRMD1	0.1915
OR9A4	0.303
SYT6	-1.9785
FOXD4L2	0.1965
ANAPC2	0.483833333333333
OPN5	-0.1375
TAF13	1.35175
LYG2	-0.7835
GGNBP1	0.359
C11orf40	0.182
OTX2	-1.403
REG4	-0.0483333333333333
EIF5	-0.4515
PALB2	-0.49525
SEPSECS	-0.1104
RNASE3	0.20275
TRIM49	-1.85
POLR2K	-0.2729
GPR42	-0.1025
C8B	-3.231
SASS6	-0.95725
PREB	-0.744666666666667
OR3A3	0.349
TUBA8	1.22225
IGLV2-14	-2.175
STIL	-2.0145
ANKFN1	-0.346333333333333
NME7	0.12775
HOXC12	-1.118
UBE2C	-1.5925
FHOD1	-0.165125
CDK2AP1	0.495333333333333
OR6K2	0.1575
DHPS	-0.62675
RPL5	-1.06041666666667
TRGV5	0.421
LOC541472	0.304625
HCCS	0.233
DENND1B	2.7815
LHX3	0.3145
OR5D16	0.4515
CXorf57	-2.20916666666667
IRF2BP1	0.67625
NDST2	0.6295
LCE3D	0.092
BOLL	0.513857142857143
SYT3	-0.66625
PIH1D2	1.17225
C20orf7	-0.526166666666667
IL1R2	0.6715
SLAMF9	2.07
PPME1	0.06575
PIK3CA	0.58
TRAPPC1	0.413875
COLEC10	-0.78075
SLC9A6	-0.950666666666667
PDDC1	-0.443166666666667
CCDC53	0.08775
GK3P	-0.438
DAZL	0.02175
BRI3	-0.043
SDK1	0.604125
CYP2C18	0.056
IFI44L	2.115625
RPL3L	0.1605
FUT9	-0.785166666666667
KIFC2	-0.858166666666667
PMP2	-0.321125
SLC4A9	-0.449
PLAG1	-1.874
MYCBP2	1.58683333333333
OR4E2	0.7415
CCDC65	1.62425
C16orf82	0.11925
ENTPD4	0.43825
BRP44L	1.54625
PMP22CD	0.29025
TMCO4	-0.035
KCNN1	-0.665833333333333
WDR35	0.2595
CCDC80	3.15925
C3orf31	-0.252
SLC7A9	-1.15875
TMEM190	-1.70025
DBC1	-1.32116666666667
FADS3	-1.132
PDZD8	0.913166666666667
GRM5	0.35175
AZGP1	3.8672
PEX3	0.8915
MED1	-0.605285714285714
ATG4C	-0.653833333333333
HNRPH3	-0.974875
FAM109B	1.934
C4orf17	0.151
CA10	-0.73275
OPRD1	0.16
CCL16	-1.372
SACM1L	0.119
CST6	4.96125
CD63	1.42475
LGI1	-1.08225
ZNF784	0.1635
CRYBB1	0.229
CX3CL1	0.46655
TOP2A	-2.6155
GYPB	-3.4725
GADD45GIP1	-0.5035
FEN1	-1.94675
IGF1R	1.192375
WDR72	-2.65133333333333
PURG	-0.3935
DEFB126	0.3675
PKD1L1	0.669
CAV1	-0.9211
GNPDA2	0.0912
DGAT2	0.834375
NLGN1	-3.349
STRBP	0.317875
HPRT1	-1.72533333333333
FANCI	-1.757875
PSMA7	0.13925
DBF4B	-1.08733333333333
TTF1	-0.57225
RAD54L	-2.5965
ELOF1	-0.11175
PLAGL2	-0.568625
ZNF256	0.92475
HMGCL	0.0135
MSI2	-1.17116666666667
RPESP	2.7555
C11orf60	0.458
ABCD1	0.603
ACAA1	1.3385
SPARCL1	5.06871428571429
IL6ST	1.1376
ZNF319	0.803
TMEM109	0.4257
FAM90A1	-1.98933333333333
IL22RA1	-1.2105
ATP4B	0.2645
TEC	-0.120333333333333
C7orf30	-0.84625
TXNDC2	-0.360333333333333
ABCB4	-0.28275
KIAA1191	0.408375
C9orf38	0.137
SFTPB	0.060625
CNTNAP2	0.78375
FRK	2.069
TBX19	0.22275
CHD4	-0.13925
C6orf26	-2.80783333333333
MOSC2	2.194
IKBKE	0.42325
HIF1A	-0.2465
LOC595101	-0.2
RELA	0.1875
TMEM16B	-0.833833333333334
ABHD12B	-2.39275
TSEN34	-0.0235
KIF18A	-1.27425
TXNDC9	0.694333333333333
SPATA2L	-0.136
SEMA4G	-1.4255
C21orf91	-0.67125
MATN1	-0.18
KCNIP4	-0.0946666666666666
TUSC1	1.50525
OR4C15	0.77475
ARMCX6	1.083
WBSCR27	-1.98133333333333
OR52I2	-0.8995
KIAA1604	0.016
DYNC1I1	-0.512875
PPP4C	1.37825
SLC47A2	-2.34516666666667
TREH	0.064875
CD48	2.58083333333333
ST14	2.21133333333333
PKN1	-0.79
SPON2	3.004
XBP1	2.69566666666667
SFRS12	-0.049
EFCAB6	1.63
SELT	0.23975
SLC39A2	0.814
ERF	-0.482666666666667
ARL3	0.606625
SURF6	-0.6958
MLLT10	-0.522904761904762
FLJ11171	0.471166666666667
TDGF1	-4.244
ERCC6	0.307
EIF2AK4	0.049875
BAZ1A	0.5965
LRRN3	0.523833333333333
TMC3	0.2005
EFTUD1	-0.17375
PTPRO	1.715
CLEC12A	1.389375
ACBD4	-0.623625
ZDHHC14	0.22975
OTUD7B	1.149375
ACTB	0.9393125
MSRA	0.3685
LCE5A	-0.1155
IFI35	0.19925
BSCL2	0.616333333333333
ANKRD12	0.121333333333333
CFHR2	0.94475
RGAG1	0.0163333333333333
HSFY1	0.183
SLC30A5	0.38475
IMPG1	0.0145
GPR109A	0.149
ZNF185	0.83125
IYD	3.82675
NPCDR1	0.1485
SERPINA13	-1.63
HMGCLL1	-1.51166666666667
NEUROG1	0.0168333333333333
UBQLN1	0.076625
LIN37	0.4385
SOCS2	-0.44125
DSCR4	-1.73475
XKR6	0.46175
GPR142	0.5195
KRTAP13-3	0.1885
CCDC15	-0.0115
MOS	0.1765
CD1E	-0.577
OFCC1	0.478333333333333
FAM83D	-2.05725
SRFBP1	0.1435
C9orf96	-0.51
DHDH	0.07825
CCDC90A	0.6335
RABL3	0.7609
CD320	-1.9315
ANGEL2	0.3685
MRPL21	0.4695
SMG6	-0.140833333333333
INSR	1.13625
FLJ14816	-0.4805
GLRB	-0.477666666666667
C9orf89	0.34525
CIZ1	-0.4705
URG4	-0.683333333333333
LRDD	-1.84433333333333
CBY1	0.999
NFX1	-0.087875
MTERFD2	0.276642857142857
C19orf23	0.557
PGC	-2.982375
IER3IP1	0.0687
RASAL2	1.51316666666667
C1orf89	-0.42225
SYNJ1	-0.22625
NFKBIE	0.7685
FLJ40125	-1.77583333333333
TCEB2	0.1349
NOG	-1.444
POLR2J2	-0.766666666666667
HLA-B	2.56775
PCDHA1	1.0665
PPP2R2B	-1.3535
ARHGEF17	0.192666666666667
TCF7L2	1.86057142857143
CHD5	0.366833333333333
ZNF431	0.2145
TBC1D25	0.243
ZNF800	-0.08025
SCUBE2	2.70518181818182
MYCBP	0.879833333333333
GPX5	0.024
C6orf129	-0.736833333333333
QSER1	-0.0175
ULK2	1.44675
PIGO	0.3795
NRCAM	-2.38428571428571
SLC35E3	0.29375
CSRP2	-0.97625
HYPE	0.33925
MAPK15	0.312833333333333
MGC14327	-0.36125
TIMM13	-0.446833333333333
ZNF462	-0.5945
GBA3	0.471
TEX13A	-0.1855
MCM6	-0.893222222222222
MTRF1	-0.725
ABCA7	-0.82975
EIF4A2	-1.0815
ZC3H10	0.4494
RPGR	0.333166666666667
C20orf94	0.2885
RP1L1	0.60125
GPR125	-0.456
USP22	0.351285714285714
OR1L4	0.22275
MLZE	1.32025
FLJ32065	-0.04425
PTCD1	-0.642
CRTAC1	0.183666666666667
BXDC2	-1.34725
C18orf1	2.75283333333333
FAM107A	1.848
EFNA3	2.136
P18SRP	-0.3576
CAMKK2	-0.377
KIAA0649	-0.11025
NES	-1.08666666666667
HS6ST3	2.909125
PON2	-0.49
TCP11L2	-0.40825
CLEC4A	2.65125
PRR12	0.3275
MLXIPL	-1.3185
C2orf50	1.3175
ZNF28	1.1675
ENC1	1.15433333333333
MAP2K1	-0.961375
FKSG2	0.938
KIAA0430	0.90125
PTP4A1	-1.84772222222222
GPR156	-0.2025
GTF3C6	0.906
UBR2	0.2367
LOC388272	-0.3465
MAK	2.99266666666667
ACOT4	2.66925
STC2	-2.15283333333333
PIGW	-1.44125
SAE1	-0.36375
COL6A1	1.39827272727273
OAZ1	0.722
STMN4	0.3455
EDG3	0.596333333333333
SGCE	-0.4765
IL11	-1.71233333333333
