Hybridization REF	TCGA-BH-A0BM-11A-12R-A089-07
NDUFS5	-0.1965
PDLIM3	4.4462
VPS24	1.0579
SCN8A	-0.186125
C1orf67	-2.58966666666667
MRCL3	0.613166666666667
TMEM145	-2.3675
KCTD16	0.112
RNF149	0.6355
FDXR	-1.50675
CDCP1	1.6245
PAX3	-2.4923
LASS4	0.27375
HSD17B8	0.487
YAP1	0.36275
NNT	-1.366
SC5DL	1.3845
DKFZp566H0824	-0.049
KSR2	0.862166666666667
RAD21	-0.5528
ST8SIA2	-0.4045
L3MBTL3	0.59975
SNRPB	-1.88175
MGC14425	0.4085
MIF	-1.81275
TAPT1	0.870625
IRF8	1.4454
PRO0132	0.368
HERV-FRD	-0.4885
ACD	-0.838833333333333
BCL3	1.144
SPATA13	-0.029
MRLC2	0.687625
F2RL3	-0.19475
CFHR3	1.3015
DUSP15	-1.12666666666667
TMEM46	1.08583333333333
SF3B4	-0.4595
MAP7D3	-0.29
STELLAR	0.0935
SEMA5A	1.7606
H2BFS	-1.8375
LRRC28	-0.239833333333333
MORN2	0.502
XYLB	-0.8725
WDR21C	1.4705
HIATL1	-0.60175
ADAMTS10	-0.216666666666667
WDR55	-0.38875
MFSD5	0.271666666666667
OR4N2	0.297
DUSP16	0.913555555555555
NLGN4Y	0.0676
INHBC	-0.115166666666667
NUMA1	0.59875
DEFB123	-0.06625
GIPC1	-0.42075
MGC27348	-0.0465
FLJ33590	0.1495
FZD1	2.4439
MKL1	1.218
SAA2	4.16975
C1orf94	-1.6395
C7orf28B	-0.225
TMEM185A	0.1583
ZZZ3	0.656
C16orf5	-0.267666666666667
GALNAC4S-6ST	0.112
C1orf186	-0.34025
IGFBP4	0.283
NDUFA10	0.428166666666667
CLIC2	-0.02825
RNF13	0.934
GPR103	-0.68425
CD69	-2.63
MYOZ1	1.56325
IFNB1	-0.0875
CLNS1A	-0.55
CXorf45	-0.453
ZXDB	1.0755
FUNDC2	-0.21425
GPA33	-0.206
C9orf70	-0.3635
SLC2A9	0.845
LOC126520	-0.159
MAGEB1	-0.5845
LCE2A	-0.09
C18orf34	3.5315
FMNL2	-0.203
KRT85	0.139
CRYGA	0.062
GEM	2.257
THAP6	0.7775
ALKBH3	0.354833333333333
TM6SF2	-0.659
C20orf82	5.84625
RANBP2	0.653666666666667
LIG3	-0.2067
RETSAT	0.41075
OR8S1	0.382
CAST	0.27525
TGFBI	-1.2352
C15orf37	-0.641
PGM3	-1.5915
SLC4A11	-0.382125
FAM123C	0.0345
TAOK1	0.95275
CISH	0.408
OGDHL	-3.05275
SPINT2	1.9035
ZNF33A	0.2905
CLDN18	0.100333333333333
RNF128	1.060375
CCDC71	-0.77525
RASSF6	3.24683333333333
HSPG2	0.281
ATP6V0E1	0.9565
ABHD6	0.231
CD274	0.571
GCNT1	1.06625
NT5C1A	-0.0463333333333333
TM4SF5	-3.85475
C21orf58	-2.14333333333333
SUCLA2	0.294
RFTN2	1.902
SCNM1	-0.2805
SLC9A10	-0.0355
FUNDC1	0.0895
SLC35F4	-2.07575
AMD1	0.167
COL6A6	2.3355
OR4K2	-0.4015
TRIB2	0.0611666666666667
LOC91461	-2.12325
GHSR	0.135
ATP8B1	0.01425
C1orf78	0.763833333333333
RNF183	2.877
STX4	-0.1487
TPPP2	0.581625
MYBPHL	-1.8315
TXNDC6	0.2925
C9orf47	5.8815
FAM137B	-0.00900000000000001
FANCB	-1.64125
C11orf9	-1.77475
DPY19L1	-0.82275
VDAC2	-0.376666666666667
VHL	-1.06925
LMBR1	-0.251375
C8orf44	0.10675
ZPBP	0.15325
FGF23	-1.15425
C21orf67	0.28225
PCNT	-0.7775
BCKDHB	0.5705
GALNTL5	0.3345
BET1	-0.392125
ARL13A	-0.614
HDAC6	-0.56175
N4BP3	-0.000333333333333306
OTOP1	0.0445
TTC30A	1.463
CRISP1	-0.713
KRT32	1.8125
VSTM1	-0.11
ZNF622	-0.356
POLR3B	0.0779
DNAJC10	-0.2675
C12orf54	2.8705
ADIPOQ	3.68033333333333
RIT2	0.23175
CD44	-0.76725
ABCA3	0.709375
RPS17	-0.02975
FEZF1	-1.075
PCDHB15	0.3155
KCNMA1	1.03127272727273
CCDC116	-1.7015
C15orf27	-2.853
NARG2	-0.035125
ITGA5	-1.875125
MEFV	0.512
TUT1	-0.55
LOC541473	1.50225
NMBR	0.341
GLT1D1	-1.27733333333333
ABCB7	-0.19625
PFKP	-1.23709090909091
C9orf91	0.0772
LRRC41	0.1395
C1orf85	-0.346833333333333
ATP5F1	-0.617125
STOX1	1.591
GFOD2	0.09625
SLC25A3	-0.36425
ZNF646	0.088
ZAR1	0.032
OSTbeta	1.741
GALNT3	3.4595
IFT122	0.179166666666667
LDB3	0.5204
GARNL1	0.412785714285714
HOMEZ	0.3905
LRRC6	2.08375
ANGPTL5	-1.126
UBAC1	-0.866
DLEU7	0.004
RPL19	0.184625
TOP1MT	-0.212833333333333
LOC643641	0.471
MBD3L2	-0.278
NTSR1	-0.482166666666667
WISP2	-2.3885
GPSM2	-1.831375
RDH10	0.0514
PRKCG	0.2165
HIST1H4J	-0.511
MON1B	-0.0694
MLF1IP	-3.08416666666667
ZNF446	0.326375
COL4A5	0.2064
SLC26A1	-0.210857142857143
RGN	0.738875
CCNB1	-3.468
C9orf165	0.08575
CCDC28B	-1.664
CCDC97	1.035
FGR	1.299625
MSRB3	1.7796
EPN2	0.304
COX15	-0.5165
KCNK6	-1.0673
XK	-2.80575
GDA	-4.51575
HEPH	0.343625
THRAP3	0.5255
MET	0.538642857142857
PHYHIP	1.4535
LYAR	-0.852166666666667
ING3	1.364
AK7	-0.80775
CCT8L2	-0.03175
COPS7A	-0.209166666666667
WSCD1	-0.20725
RNF185	0.950625
TNS3	0.0985
KNDC1	-0.457833333333333
RWDD4A	0.604
MED13L	0.8857
ZFYVE1	0.3395
C7orf44	-1.33283333333333
MRPL1	-0.154
STGC3	-1.131
TEAD1	0.954
RPL7A	0.0275
ARL6IP1	0.1033
C1orf178	-0.8435
CTAGE5	0.680333333333333
TMEM184A	-0.2195
SLC25A14	-0.0175
CACNG5	0.034
ATXN10	0.1389
ECH1	0.2422
CCL22	1.3845
CYP2F1	-1.53866666666667
GADL1	0.4485
TMEM19	-0.2222
RUNX3	1.4575
EFNB1	1.53983333333333
LIPN	0.3455
ACSM3	-2.971
SIGLEC8	0.670666666666667
ASCC3L1	-0.037
NOL8	0.316375
RELT	-1.88583333333333
Magmas	-1.03775
PPP1R15B	-0.299
C11orf2	1.094
VKORC1	-1.13983333333333
MGC26647	-0.09875
TRPM6	1.24366666666667
UGT2B7	-0.713333333333333
FEV	-0.2425
FOXK2	-0.6523
PDCD5	-1.208
SLC8A1	1.6914
DGUOK	-0.742833333333333
CLDN16	0.3965
GAGE1	-0.174
RBM17	0.5229
C1QTNF3	-0.393375
VGLL3	0.891833333333333
UNQ5830	1.3565
CD1A	-2.51516666666667
SCGB1C1	-0.4035
SUPT4H1	-0.407
TRAF5	0.131
ASAHL	0.7935
FAM73A	1.09033333333333
OR6B1	0.271
WHSC1	-1.8945
GFPT2	-1.27975
LOC339809	-0.2585
STARD5	-0.394166666666667
SIP1	-1.13775
DNAJC15	-0.8065
STAU2	-0.1156875
FAM98A	-0.19075
RAD23B	-0.1125
LRRC33	-1.2135
CHRAC1	-0.68825
C21orf89	-0.00800000000000001
C19orf43	0.291333333333333
KLK8	3.95983333333333
CCNE1	-2.6975
PKDREJ	0.924833333333333
SSU72	0.30425
C17orf73	0.009
GPR78	-0.2275
WHSC1L1	0.6425
GSTA2	2.23075
SMUG1	-0.415833333333333
UFM1	1.0637
AP3M2	-0.0481666666666667
USP14	-0.61525
FBXL14	0.965666666666667
DSTN	1.43175
SFRS14	-1.10925
FBXO31	0.075
C12orf40	-0.694
FRS2	0.6275
NR2E3	-0.14475
TUBB2C	-0.73625
GMPR	-0.333833333333333
C9orf139	-0.6685
ING5	-0.312571428571429
LOC730092	0.1825
ORM1	-4.70025
RP11-11C5.2	-1.34325
HSPD1	-1.2461
PIWIL3	-0.01575
C5orf13	-1.6934
OR5R1	0.139
LCOR	0.90175
PLEKHA9	0.346
CCDC43	-0.22675
ZNF232	0.4015
SLC6A7	-0.476
ADH5	0.667583333333333
SHBG	-0.882666666666667
CROCCL2	-0.11325
PANX3	-0.1745
CDIPT	-0.1055
SLC16A5	0.6345
TUBB	-1.5154375
TOR3A	-0.853
PREP	0.1595
ENTPD8	-0.207571428571429
CHMP1B	0.7985
SYT12	1.1619
MYH6	-1.9803
MAP3K13	1.35083333333333
KLHL30	-0.229166666666667
LCMT1	0.03125
EIF1AX	0.760333333333333
FOXD4L1	-0.588
SLC24A5	-0.765
RNF166	-0.9146
TJAP1	-0.1395
TMEM156	-0.198
ZNF239	0.54475
SNX19	0.4614
GKN1	0.49175
FCN1	0.4433
C1QL1	-0.86825
ATP11C	-0.354125
ZNF35	0.28675
CARD8	0.1455
LIMD1	-0.730666666666667
KIAA0286	-1.231
XRN2	-0.338666666666667
CD6	0.0131666666666667
TOX3	0.521375
ZSCAN4	0.00383333333333334
RSRC1	-0.548375
COG1	0.136
PTRF	1.6508
C16orf35	-0.733625
FBXO24	-0.22875
CHST11	-2.268
THRB	1.1689
MYBPC1	5.11375
RNF39	2.76466666666667
PSMD11	-0.3425
ALAD	0.604
EN1	1.0475
SLC9A9	0.96975
GSTM4	0.2267
CDC42BPA	0.0321578947368421
RCSD1	0.63975
LUC7L2	0.2068
SPTBN1	1.2136
LOC146167	-0.0925
BAT5	0.2975
ZNF452	1.17075
LSM4	-1.582625
SRP72	-0.1398
SGK269	0.540666666666667
MTX1	-0.7425
CENTA1	-0.06375
UNQ9433	-0.5455
ATR	-0.0835833333333333
DDX49	-0.5415
PAQR8	-0.642
C14orf174	0.0133333333333333
GBGT1	0.15425
THAP1	0.99
OR10K1	-0.12
RASIP1	-0.612666666666667
DPYD	1.6999
DOHH	-0.33825
C18orf45	0.58775
POF1B	1.788
ZNF552	1.69325
USP32	-1.03875
MED27	-0.838
C14orf149	-0.607166666666667
PRDX4	-1.67483333333333
ABHD12	-0.5873
AGT	-5.639
SLC22A14	-0.74875
C1orf58	0.07925
PILRA	-1.3395
ABCF2	-0.851
C17orf85	0.2081
TKTL1	-0.604
FGF1	2.9599
IL6R	1.25316666666667
VPS25	-0.75175
CHRNB2	0.748
COL7A1	-1.103
LRRC48	2.76966666666667
SPG20	1.72866666666667
COX10	-0.46475
GCA	0.98975
ECEL1	-0.6385
GLG1	0.149833333333333
SRD5A2L2	-0.39575
MUTYH	-0.778
ZNF70	0.09725
L2HGDH	-1.56225
GPATCH2	-0.34425
ZNF655	-0.36075
ZNF227	0.711166666666667
MCOLN2	-0.3025
NQO2	-0.6285
KCNQ5	-0.4245
NEU1	0.274666666666667
QRICH1	0.2325
ZBTB20	1.56483333333333
RPUSD3	-1.051
EPGN	-1.55325
TSN	0.412833333333333
SPRY2	0.514833333333333
LZTFL1	0.613625
GMFB	-0.520625
PBEF1	-0.1351
HBG2	-2.899
TMEM8	-1.59
PALM2-AKAP2	2.00266666666667
NFYA	-1.117
FAM108A1	0.005125
PBLD	0.671375
NRG4	-1.78225
PIGF	-0.756
PTGER1	0.1165
NOS2A	0.167333333333333
C21orf34	1.355
C21orf51	0.471833333333333
IL17C	-0.559
TRMT6	-0.456333333333333
ETV2	-0.019
CCDC109A	-0.55225
MYLK2	-2.204
ATP10A	0.7539
DPH4	-0.5095
C5orf5	0.581666666666667
KCNA4	0.951
NMNAT2	0.429
GLYATL2	3.8185
LSMD1	-0.4935
IL23R	-1.5995
NRF1	-0.0075
MUC15	4.319
PRDM12	-1.8975
PAQR4	-1.81421428571429
RBBP6	-0.8945
IFI27	2.13075
SKAP2	1.43133333333333
TAGAP	1.575125
TJP3	0.6665
C9orf61	3.9135
IDS	-0.338285714285714
PARG	-0.29325
LOC131149	0.4285
DYRK4	0.458666666666667
MICALL1	0.1135
GALR2	-0.369
GPBP1L1	0.96475
TBX21	2.86925
KCNJ6	0.153666666666667
GGN	0.80425
CASP5	0.604166666666667
RNF182	-2.2185
BRD4	0.5435
DOK4	-0.56225
SLC46A2	0.589333333333333
SOX9	2.45333333333333
ZNRD1	-0.4105
PRR6	-2.1205
FAU	0.793
DTNB	1.414
CARD9	0.7305
STS-1	-1.2035
SLC4A5	-0.132625
NSBP1	-0.3775
UGCGL2	-0.430666666666667
POTE15	-0.993
NOXA1	0.38325
RP13-347D8.3	0.695
SAMD10	-0.0765
EP400NL	-1.94675
TCF21	0.28325
AMELX	-0.766
JPH2	1.8811
SLA	0.785875
DLST	-1.06483333333333
SEPT12	-0.06875
RGS20	-3.22725
LXN	1.593
ZNF419	0.4555
UPK3B	-0.295666666666667
RELL1	1.4155
ESPNL	-0.7675
KLHL21	0.7945
PI15	3.148
C2orf61	-0.0255
LOC407835	-1.05166666666667
RER1	-0.1425
ELAVL2	-0.0595
MGC26718	0.4395
KLF2	1.57225
TNFAIP8L3	0.397272727272727
TFE3	0.41125
C11orf17	-0.24525
15E1.2	-1.7085
SNRPC	-1.25625
DLGAP1	1.2505
PGLYRP1	0.037875
OVCH2	0.675
IRF7	0.0183
SET	-0.4782
NAB2	0.437333333333333
LRP5L	-0.43475
FAM120A	0.1403125
ASCL2	-0.308666666666667
SHH	-0.4215
ATP5H	-0.6195
THPO	-0.575333333333333
TYRP1	-4.34333333333333
HIST1H3E	-0.0871666666666667
EIF2S1	-0.491777777777778
TNFRSF17	-1.79616666666667
TARSL2	1.043
NKX2-8	-0.01325
C1orf115	2.578
LOC56964	-0.0515
KIAA0841	-0.2905
ISCU	0.8175
TTMA	-0.66
ZNF414	-0.6115
LOC441150	-0.045
RAB15	0.99775
HBP1	1.95916666666667
TNNT2	0.389166666666667
CECR5	-0.664
PHGDH	-0.376125
JRK	-0.1479
XPO4	-0.945
FAM131C	-0.3765
ARHGAP25	1.62666666666667
CA9	-3.81311111111111
GPR62	0.6545
TLX1	-0.5365
GPS1	-0.727
OR2M2	-0.048
BDP1	1.14721428571429
FAM70B	-0.60275
RPS29	0.290583333333333
MKLN1	0.0302
TSPAN19	-1.89
SLC29A3	0.3281
LGALS4	0.503166666666667
USH2A	1.24583333333333
NF1	0.3175
APOBEC3A	-0.0831666666666667
IMPAD1	-0.650166666666667
OLR1	-0.0191666666666667
NRAP	-0.379
HCFC1R1	0.192666666666667
TAOK2	0.228833333333333
MCM10	-3.7475
MAP4K3	0.492833333333333
CBS	-2.579
CLK3	-0.473
PCDHGA5	0.212
ELF4	-0.298375
FAM71A	0.125
C11orf49	-0.1085
CLIP2	-0.547
BTBD9	0.626
ZNF524	1.2215
KDELR1	-0.394833333333333
ZNF509	0.968
NCSTN	0.618
ZNF533	1.01685714285714
PARP4	0.2885
GALNT9	-0.324
NPY	-2.443
BEGAIN	-0.0366666666666667
TMEM77	0.3235
FOXRED1	-1.98
SLC16A2	1.18216666666667
SLC35B1	-0.9955
GK5	-0.059
SDCCAG10	-0.5585
C4orf20	1.00575
SLC9A2	0.4475
ADD1	0.506142857142857
TAL2	-0.670333333333333
ACLY	-0.746875
DNAJC1	0.1005
SOST	-1.122
USP43	1.05216666666667
CYP4F12	-0.60225
FKBP5	0.38375
CHCHD5	-0.6144
NUDT22	-0.786
CCDC85B	-0.93575
OR51G2	0.1955
STRN3	0.574714285714286
TMOD2	0.806
FLI1	0.9755
MAB21L2	0.319666666666667
DGKQ	-0.65775
VPRBP	-0.320666666666667
SCNN1B	0.5966
ECHDC3	2.1277
TMEM106C	0.06575
CSNK2A2	0.023
RPL39	-0.0226
HERC3	0.5401
ZBTB47	0.735
ZNF681	0.9325
PAGE2	-2.68075
CLIC5	2.78842857142857
RABAC1	0.39175
ZFHX2	1.01675
YPEL1	0.383333333333333
KIAA0776	0.6005
NR1D2	1.258
DNAJC4	-0.009
NPNT	2.3496
ZNF677	1.364
ZNF536	-0.0725
MEF2B	-0.462916666666667
PTPN4	0.121625
CTCFL	-3.7135
STX5	0.0543333333333334
CD72	0.7055
VEGFA	-1.91426315789474
XRCC1	-0.0064
MAS1L	-0.00650000000000002
ELL	-0.00950000000000003
SETBP1	2.716
CDH11	0.970166666666667
NDC80	-3.24
DMBX1	-2.67925
NRSN1	0.219166666666667
BAT2D1	0.2635
CDS2	0.352166666666667
C1orf212	0.029
SENP3	-0.54925
IL1F9	0.372
EEF2K	-0.18375
COG8	-0.04525
CEP72	-1.32575
OR1L8	0.5665
MUS81	-0.625666666666667
PHYH	0.030875
GGT6	1.61066666666667
C22orf23	0.0435
C13orf33	0.732875
MAPK8IP2	0.205
NELL2	0.5025
POU3F2	-0.174
ALPK1	1.781375
MRPS18C	-0.4885
RPLP2	0.186875
FGF22	-0.858
SPNS1	-1.04916666666667
ZFP1	0.2715
IL1RAPL1	0.3025
PCSK9	-3.82966666666667
NKX2-1	0.408785714285714
C6orf189	2.87425
SP4	0.098
SLC11A1	0.2134
C21orf25	1.8265
ICAM2	0.49275
SH3GL1	-1.21366666666667
GSK3B	-0.00283333333333334
RALB	0.756625
PDXP	-1.8755
GNGT1	-2.615625
KIR2DL1	0.22
TNFAIP3	0.122083333333333
C6orf32	1.5775
CBLN2	-1.5255
PANK3	-0.243125
TAAR9	0.2645
WDR82	0.6985
APOM	-3.4755
TRIP10	-0.2935
SPATA16	0.357833333333333
C1orf135	-1.21975
USP51	1.81325
TESK1	0.70825
C11orf64	0.034125
ZNF611	-0.037
PDE6G	-0.0218333333333333
HLA-DQA1	1.37975
GCLC	0.012
SEC61A1	-0.426714285714286
TWSG1	0.391666666666667
ZMYND10	0.47475
CTDP1	-0.458
ADAMTS6	-1.30283333333333
SLIT1	-1.67425
KRT86	-0.5685
KIAA0574	-0.754
GTPBP2	-0.5419
PQLC3	0.949
PRRX2	-0.867166666666667
C15orf44	0.230166666666667
MKKS	-0.709125
C11orf10	-0.69925
GPR110	1.369125
CD109	-1.098
ADCY1	-0.497166666666667
RHBG	-3.569
TP53I3	-0.09775
SLC22A3	-0.555
UCP2	-1.355
FOXG1	-1.96733333333333
OR2AG1	-0.0645
TRIM24	-1.17625
PROC	-3.8535
TAAR6	0.42575
AMTN	-0.815
C10orf47	0.228666666666667
DEPDC1	-2.95025
FLJ45557	1.247
ZDHHC17	0.6004375
KIAA1429	0.293
KCNH1	-0.01675
VNN3	-0.123375
PSMAL	3.916
PPARD	0.215125
HFM1	-0.80725
YBX1	-0.9415
ZNF695	-2.4865
SCTR	-0.142166666666667
DCDC1	0.05
VPS26B	-0.1929
MTF2	-0.7595
ATP6V1F	-0.396
CCDC94	-0.171
PERF15	0.172
CCL11	0.703
LMO7	-0.095875
DCST1	-0.247
ADRBK1	-0.595875
CDRT4	0.294
ZNF84	-0.14875
HOXD8	1.405
STARD8	-0.792
FOXP2	-0.30875
CCDC103	0.565
POLR3A	-0.7167
GSC	0.219
ZNF114	-1.45783333333333
HTR7P	0.0975
LALBA	2.363
RMND5A	-0.346666666666667
PSCD2	0.2985
ZNF409	0.0395
KRTAP1-3	-0.179833333333333
MAF1	-0.133
LOC201725	-0.8045
NRN1	-0.7805
SPAG5	-4.058
DNAH7	1.76266666666667
FLJ43860	0.2025
BRCA2	-1.93175
ACADM	0.19825
CXXC6	-2.22575
RAGE	-0.309375
CHMP2A	0.3485
FAM8A1	0.3268
GPR21	0.94
SLC12A3	-2.79733333333333
FVT1	1.3645
ZDHHC7	-0.254875
FLJ44048	0.23525
SLC44A3	2.51666666666667
SDSL	-0.371833333333333
MMP8	-0.39625
PLA2G12B	-3.2825
ACY1	-0.97675
MT1E	1.1395
OR4K15	0.301
TECTB	-0.0435
GPR20	-0.22975
IRAK2	-0.348
RFPL3	-0.23075
MYO9A	1.51875
NARG1L	0.17475
BLMH	-1.0885
CCDC3	3.30666666666667
C9orf21	0.238333333333333
KIAA0513	-0.350666666666667
MIER2	-0.23525
PNMA2	-1.13725
SH3BP2	0.1321
ANXA10	-1.232
RTN2	0.3745
TFB1M	-1.6185
PRPH2	2.56375
C14orf133	-0.0375
GOLGB1	1.18141666666667
IRX4	1.880875
NFKBIL1	-0.0116666666666667
C10orf62	-0.196
APBB3	-0.64575
RPS10	0.2985
LOC728378	0.89225
TLE3	0.508222222222222
PSMB7	-1.105
MESDC1	-0.349
SLC6A1	0.293166666666667
OCLN	1.15058333333333
PTTG3	-3.51583333333333
NAGLU	-1.04325
SERTAD4	2.291125
SPRY1	1.89525
FLJ10781	1.1905
MYSM1	-0.07425
TRIM4	0.7425
SH3YL1	1.888875
TREM2	3.17783333333333
SERPINI1	2.27025
HDHD3	0.371875
TMEM38A	-0.07075
EID2B	-0.11425
TDRD3	0.3825
SEDLP	0.5485
THSD7A	1.7985
NDST3	-1.31575
KLHL15	-0.0151666666666667
DHRS12	1.3455
FBXO9	0.250857142857143
TNPO1	-0.429083333333333
MRPL13	-1.76033333333333
SNX5	-2.49683333333333
METTL6	-0.98825
SOD1	-0.0285
CHML	-1.37066666666667
PACS1	-0.004875
SIRT5	0.0444
CAPN2	0.122666666666667
FXYD5	-0.1
TWISTNB	-0.082375
LRFN1	-0.622666666666667
UBE1L	1.3105
UBE1C	0.467
OR51B2	2.03275
OR4D11	-0.909
C15orf2	0.335
NR4A1	0.927166666666667
LOC339047	-2.801
TRIM17	1.7165
ATP5G3	-0.806
RPL15	0.652
ADAMTS8	0.20825
HOXC4	-0.388
C14orf37	2.3965
CEACAM5	-2.118125
MYT1L	-0.00533333333333333
RASA2	1.29525
OSBPL7	-0.454
STAG1	0.415
GIMAP4	4.229
FUT3	0.678333333333333
PIF1	-3.571
LPIN2	-0.3285
SH3PX3	0.9175
PDP2	0.1195
PAPD1	-0.21225
ERP27	2.216
APOOL	-0.7849
DIABLO	0.208
TRHR	-0.05
ARMC9	-0.809375
RNF152	2.16625
SLITRK3	0.0784
ZNF211	0.5461
PFDN1	0.334625
RGS11	-0.1525
HS6ST1	0.2749
AKR1D1	-1.62975
TNP2	0.361833333333333
STK31	0.586333333333333
EML4	-0.396
SGTA	-0.755666666666667
HIST1H2BI	-1.53466666666667
PSMD6	-1.267
KIAA1257	-0.0845
C18orf55	0.1115
FLJ20273	2.216875
RPL28	-0.121
EPYC	-0.04025
NOX3	-0.214
ELAC1	0.719166666666667
METT11D1	-0.743
BIN2	-0.586666666666667
NACA2	0.76425
CCDC17	-1.05075
HM13	-0.846
UBOX5	-0.00375000000000002
UBE2O	-0.603625
UBL5	-0.52825
APOLD1	-0.164375
C9orf31	-0.152
TNFSF8	0.132
ARHGAP29	2.05125
PROKR2	0.2365
PDE5A	1.268
C6orf12	0.389
TOM1L1	0.0465
WHDC1	0.362875
FOXI1	1.11333333333333
RAB4A	0.9974
TMEM39B	-0.38575
ATPBD1C	-0.296
FARSA	-1.02683333333333
PLEKHG5	0.60075
CMAS	-0.184333333333333
OR7E24	-0.8445
SLC30A1	-1.13375
CDC42EP5	0.220833333333333
PLAC1	-3.06525
KLHL18	-0.430666666666667
LBA1	0.4173
TAZ	-1.4655
CRIP2	1.28575
BTBD11	0.6825
C16orf72	0.05525
DIO2	1.2
LRRCC1	0.0501666666666666
CCDC136	-1.099
PRX	0.913375
RBM5	0.5535
TMEM85	0.4355
TUBGCP4	-1.13683333333333
APLN	1.42275
CDK7	-0.33
SSR2	0.774
CRELD1	-0.56325
C19orf46	1.86825
GAL3ST4	0.340666666666667
KBTBD10	1.14675
IL28A	-0.221
WDR27	-0.111
MCM2	-1.968
SOX14	0.2815
FLJ39743	0.0265
KIAA0922	0.2615
HIPK4	0.5225
FLJ25758	0.249
C16orf57	-0.875916666666667
PDZD2	2.495
MCC	2.0685
HHLA3	-0.2843
ID2	0.40125
C20orf23	1.4425
ZNF688	0.54925
APOC2	-2.87033333333333
LOC440093	0.65925
FAM50B	2.53366666666667
PWP1	-0.449
DNAH10	0.55725
HIST1H2BA	0.12275
GPR56	1.03183333333333
METAP2	-0.0405
PAN3	0.662833333333333
STXBP4	0.92
PDHX	-0.2095
MTA1	-0.614333333333333
ZBED4	0.00337499999999997
ZNF720	-0.2525
CDK2	-1.121
RHOJ	2.0755
CDC37	-0.466166666666667
ZER1	0.383125
GRK4	-0.3615
PRPH	0.8945
POLR2A	-0.236625
OGFOD1	-1.33225
NOL5A	-1.43175
PHEX	0.7045
FLJ16478	0.579
C20orf117	-0.209125
CAMTA2	0.08325
C11orf74	0.386166666666667
DDX17	0.549416666666667
C5orf27	1.1875
PLEKHA2	-0.9857
PDE4DIP	-1.4335
SCN7A	0.64275
ZNF559	0.7745
CXCL10	1.95725
ZMYM4	0.471666666666667
STK32B	0.0579333333333333
KIAA0888	-0.8408
TACR3	0.264
CKAP2L	-3.17725
KIF1A	-0.968833333333333
RSPRY1	0.583
VCAN	-2.4355
CYP27C1	-0.38
SYDE1	-1.05266666666667
MED12L	-1.1055
ZDHHC21	1.2615
NHS	1.2785
TM9SF3	0.865833333333333
DDHD1	-0.715875
MAFG	-0.2235
BICD2	-0.1023
C14orf119	0.224166666666667
C14orf43	-0.308142857142857
CDH7	-1.085
ALKBH5	-0.453642857142857
JUP	1.48525
TMEM41A	-0.361833333333333
MAMDC4	-1.44383333333333
CBX3	-0.947125
LRRC18	0.23075
RBMXL2	0.70275
PLA2G4D	0.0785
FGF13	1.24725
KIF3A	1.14666666666667
PDIA6	-0.5955
DCXR	-0.3315
CASKIN2	1.06058333333333
EHD1	0.215333333333333
MARCKSL1	0.475833333333333
ZNF496	-0.597666666666667
SCAF1	-0.104
KCTD8	-0.06
TRAF3IP3	0.5915
LSR	0.5775
CXorf1	-0.197
C14orf112	0.147
EIF2B1	-0.096
OMP	0.362
GSTZ1	-0.3265
LOC92017	1.05575
ISLR2	1.1025
C12orf36	0.376
GATA2	-1.34866666666667
GABRA5	-0.9915
CELSR2	-0.3985
STAM2	0.1843
TNAP	1.7175
PTPMT1	-0.437833333333333
GRP	6.05825
SV2A	-0.739833333333333
MAGEA12	-4.525
CACNG1	-0.2795
C18orf19	-0.79125
GSG1	-0.4105
PTPRJ	-1.00992857142857
FRMPD1	-0.267
ZNF668	-0.86625
PLEKHJ1	-1.236125
ADAT1	-1.1529
TMEM50A	0.4634
UCN3	-0.4175
HOOK1	1.42075
IL17B	3.2395
MLKL	-0.931
TTC14	0.432833333333333
KLHL5	-0.22225
CRYL1	0.0796666666666667
FOXH1	-0.9045
NFYB	0.363
PPM1G	-0.81175
GOLGA2LY1	-0.02325
NMT1	-0.28425
HADHA	0.0504
CHSY-2	1.144
PLEKHF1	1.15592857142857
SAGE1	-1.7375
MUSTN1	0.90025
SUHW4	2.12525
TFEB	1.696
ZFYVE27	0.023
ATG12	-0.676333333333333
BMI1	0.885071428571429
ZIM3	-0.356
MYH4	0.509666666666667
MASP1	-0.798166666666667
KIAA0984	0.204
RPAP2	-0.40475
ASB5	0.177
BOLA3	-1.49066666666667
MIA3	0.739333333333333
KRT35	-0.302
KIR3DL3	-0.2395
MRPL51	-0.45375
SEMA3F	0.0956666666666667
NDUFB2	-0.475833333333333
LOC253012	3.05025
FAM46C	-0.1134
G6PC	-1.9075
CSAG3A	-4.85416666666667
PREX1	0.222
SLC25A45	-0.518625
MAPKBP1	1.1659
CPE	0.1166
GNB1	-0.636875
CXCR6	1.368
TRIM46	-0.80525
C16orf3	-0.148
HPSE	-0.453375
TIGD3	-0.94
SPG3A	3.16425
LCAT	-0.857666666666667
ST6GAL1	-0.6075
POMC	-0.004
FLJ36031	-0.1575
NSMAF	-0.207333333333333
SKIL	-0.038
ADSS	0.330666666666667
HMGCS1	-1.9456
POLR3F	-0.0921666666666667
RAB10	-0.022875
ZNF277P	0.307375
ZBTB7B	0.588625
DHRS1	0.75825
ABCC13	0.029875
CNOT3	-0.3065
NFKBIA	0.95625
GAK	-0.467166666666667
