Hybridization REF	TCGA-AN-A0FE-01A-11R-A00Z-07
C20orf165	0.19125
BFAR	-0.409
ZNF14	0.596
KLHL8	-0.1285
PPIL2	-0.222166666666667
CTA-126B4.3	0.0415
C5orf37	0.05875
SLC27A4	0.0753333333333333
KLHL22	-0.151625
GJB2	3.4762
HSPBP1	0.209625
PRKD1	-0.983
SOX8	-0.434375
KIAA0195	-0.246666666666667
MICALCL	3.27283333333333
ICAM1	0.03
C10orf126	0.3135
SIX4	0.560625
BCL2L1	-0.0306
CD19	2.53233333333333
RAPGEF3	1.52716666666667
KIAA0974	-0.531
MAPK3	0.320166666666667
OR10A3	-0.867
MAP2K1IP1	0.6875
STK4	0.263333333333333
CHIC2	0.7708
DLX5	-0.201833333333333
ZNF367	-0.7685
FBXO41	-0.37025
ADK	-0.361625
hCG_1995786	0.232833333333333
GTPBP10	-0.4515
TGOLN2	0.579
CTBS	1.07216666666667
FGD1	0.27475
ETS1	0.286333333333333
EDC4	-0.855125
GSTA3	3.88125
HOXB6	-1.3515
C9orf131	0.1925
BCAS1	1.2215
U2AF1L4	-0.125
PDHA2	0.00549999999999998
SORD	1.366875
SLC25A33	-1.1915
WDHD1	-1.1455
OR8K5	-0.582
RNASE11	0.6365
STAP2	0.90025
TRIM44	1.0347
CHCHD8	0.10825
SIDT2	0.259666666666667
OR2B3	0.3745
TRRAP	-0.45425
TRAF1	0.75225
RYR2	-1.50725
FAM71B	-0.00883333333333331
SLC45A4	2.0985
TRIM32	-0.533375
ATP6V1G1	0.41325
TRA16	0.475125
SERHL2	1.229
PRKY	-0.475166666666667
NPR2	-1.02475
TAS2R40	0.1285
OR5I1	0.408666666666667
ZFYVE26	0.0633333333333333
WFDC11	-0.158
CSH2	0.02375
OR2T8	-0.13725
TBX20	-0.167
LYPD5	3.60933333333333
STOML2	-1.20533333333333
ALPI	0.5045
FAT3	0.155125
ZNF273	-0.8615625
NPSR1	0.4315
FLAD1	0.176166666666667
RAB5C	-0.079625
TTLL3	-0.015125
KIAA1618	0.198166666666667
NPPC	-0.8085
ZEB2	1.6072
MRP63	-0.083
WSCD2	1.18275
NEUROD4	0.4815
SNAPAP	0.55275
MTMR2	-1.42941176470588
STK35	-0.620625
USP48	-0.983875
NR1H4	-3.52875
RASL10A	-0.31475
SSTR1	-3.233
C1orf35	0.26075
APOBEC3C	-0.27425
RUSC2	-0.0448333333333333
SALL4	-2.2905
ZCCHC8	-0.48025
RAD17	0.098375
ZNF708	-0.230166666666667
LILRB5	2.12425
TEX12	-1.236
C9orf79	0.01525
ARHGEF1	-0.0731666666666667
ABCA4	-0.034
RNF214	-1.0985
PPAPDC2	-0.57225
ARID4A	0.0583333333333333
SYCP2	0.123125
OPRM1	-0.05275
RP13-102H20.1	-3.706
CYP26B1	0.397166666666667
APCDD1	0.605333333333333
PCCA	-0.88125
ALS2CR7	-0.486
AQP5	0.242333333333333
YLPM1	-0.179
PRKAR1B	-1.3408
IL16	1.1952
TCF3	-0.953125
ZSWIM7	0.316
SERPINE1	-1.1165
BAI2	0.66725
SMC5	-0.805571428571429
SMN1	-0.187833333333333
SLC13A5	-2.7985
POU2F3	0.32375
BACH1	-1.21766666666667
GMCL1L	0.0988333333333333
PPP2R2D	0.702375
LRRC51	1.51583333333333
EDARADD	0.9925
LRRC3	-0.2255
FAM124B	0.2465
C20orf70	-0.112
LOC285735	-1.3795
CTBP2	1.5431
ZMYND11	1.357
CDH23	0.471666666666667
OR1N1	0.809
LOC400590	0.01025
PDK1	-0.894125
LMTK3	1.611
USHBP1	1.356375
ZFYVE21	0.5485
hCG_21078	-0.486875
OAF	-0.846875
WDR41	-0.59225
SPINK6	-0.7385
GDEP	-0.8855
MEG3	-1.8513
OXSR1	-0.118857142857143
RAD51	-0.5865
RPL13A	-0.14875
DYRK1A	0.0873
FLJ25791	0.9585
SARDH	0.0579
RBBP5	0.3915
ORC2L	-1.22775
NCAPH2	-0.366333333333333
RNASET2	0.542166666666667
WDR79	-1.16133333333333
FLJ39779	-0.25
C3orf1	-0.0315
DDX23	0.619
MGC40574	0.669
MORC4	1.175
MYRIP	0.988363636363636
LY6E	1.0505
SLC39A11	2.7015
ATP12A	0.1045
AUP1	-0.205
PIP	5.22
CORO7	-0.001
PITPNM3	-0.182
ENPP1	0.561166666666667
PPP1R1C	-2.90933333333333
NRBP2	0.925375
KCNE2	-0.0805
P2RX4	1.28725
CCND2	-1.33828571428571
OR5T3	0.627
CUL4A	-0.359166666666667
CFB	4.058
PCP4	-2.1195
HEMGN	-5.08216666666667
UBIAD1	-0.114
CDC42BPB	-0.3369
CYB561D1	0.7045
RIMS2	-0.833875
ZNF488	-1.05075
RNMTL1	-0.0965
SART3	-0.0738
CAPN10	-0.698785714285714
CCR5	5.09983333333333
APOA1BP	0.627666666666667
NDUFS5	-0.41025
PDLIM3	0.6207
VPS24	0.4613
SCN8A	1.12875
C1orf67	-1.09166666666667
MRCL3	1.104
TMEM145	0.31375
KCTD16	-0.269333333333333
RNF149	0.969
FDXR	-0.78325
CDCP1	1.81316666666667
PAX3	-3.133
LASS4	1.75425
HSD17B8	-0.18375
YAP1	-1.1295
NNT	-0.34825
SC5DL	0.045
DKFZp566H0824	-1.56
KSR2	-0.143166666666667
RAD21	1.60806666666667
ST8SIA2	0.35
L3MBTL3	-0.05775
SNRPB	-0.82375
MGC14425	0.12175
MIF	0.419375
TAPT1	1.59375
IRF8	2.5423
PRO0132	2.6225
HERV-FRD	-0.369
ACD	-1.14483333333333
BCL3	1.4465
SPATA13	1.14
MRLC2	0.976
F2RL3	0.379875
CFHR3	2.1745
DUSP15	0.466833333333333
TMEM46	-1.091
SF3B4	-0.125166666666667
MAP7D3	-0.86775
STELLAR	-0.257
SEMA5A	-0.5475
H2BFS	-0.643
LRRC28	-0.472833333333333
MORN2	1.1295
XYLB	-0.317875
WDR21C	0.18425
HIATL1	-0.21825
ADAMTS10	0.468833333333333
WDR55	-0.373
MFSD5	1.17
OR4N2	0.6085
DUSP16	0.202
NLGN4Y	-1.8971
INHBC	0.247666666666667
NUMA1	0.3895
DEFB123	0.3495
GIPC1	-0.26025
MGC27348	-0.9515
FLJ33590	0.505
FZD1	0.8726
MKL1	0.878166666666667
SAA2	2.446
C1orf94	-2.023
C7orf28B	0.1435
TMEM185A	0.53515
ZZZ3	0.809
C16orf5	-1.19433333333333
GALNAC4S-6ST	1.341
C1orf186	2.6455
IGFBP4	0.9245
NDUFA10	-0.248833333333333
CLIC2	1.02025
RNF13	0.791
GPR103	-0.35875
CD69	-0.74125
MYOZ1	1.56525
IFNB1	0.0725
CLNS1A	-1.184
CXorf45	-1.606
ZXDB	0.038
FUNDC2	-0.21425
GPA33	-0.42475
C9orf70	0.19125
SLC2A9	-0.024125
LOC126520	-0.332
MAGEB1	-0.8315
LCE2A	-0.145
C18orf34	1.319
FMNL2	-1.082375
KRT85	0.657
CRYGA	0.6
GEM	1.32575
THAP6	0.808
ALKBH3	-0.758166666666667
TM6SF2	-0.00225
C20orf82	2.0415
RANBP2	-0.186
LIG3	0.5686
RETSAT	0.27675
OR8S1	0.2225
CAST	0.44525
TGFBI	0.1172
C15orf37	-0.774125
PGM3	-0.4775
SLC4A11	-1.01625
FAM123C	-0.332333333333333
TAOK1	1.961
CISH	1.160625
OGDHL	-3.97225
SPINT2	2.44533333333333
ZNF33A	0.349
CLDN18	0.571
RNF128	-2.0985
CCDC71	-1.54825
RASSF6	3.01183333333333
HSPG2	0.3175
ATP6V0E1	1.4475
ABHD6	0.2185
CD274	1.786
GCNT1	1.823
NT5C1A	0.273
TM4SF5	-3.6905
C21orf58	-1.59366666666667
SUCLA2	-0.76425
RFTN2	2.05975
SCNM1	0.592375
SLC9A10	0.656
FUNDC1	0.522
SLC35F4	-2.5295
AMD1	0.38025
COL6A6	2.455
OR4K2	0.1125
TRIB2	-1.07041666666667
LOC91461	-2.71
GHSR	0.6775
ATP8B1	0.838125
C1orf78	1.80666666666667
RNF183	-0.840833333333333
STX4	1.0496
TPPP2	-0.449125
MYBPHL	-1.8855
TXNDC6	0.0583
C9orf47	0.392
FAM137B	-0.8575
FANCB	-1.10225
C11orf9	-1.53325
DPY19L1	-1.163625
VDAC2	-0.467333333333333
VHL	-0.43675
LMBR1	0.174
C8orf44	0.22325
ZPBP	0.11075
FGF23	-1.016
C21orf67	0.7985
PCNT	-0.906125
BCKDHB	-0.614
GALNTL5	0.043
BET1	-0.62325
ARL13A	0.115
HDAC6	-0.84425
N4BP3	1.50516666666667
OTOP1	0.261833333333333
TTC30A	0.556625
CRISP1	0.312
KRT32	1.07
VSTM1	1.117
ZNF622	-0.3215
POLR3B	-0.5981
DNAJC10	0.18125
C12orf54	1.473
ADIPOQ	0.8265
RIT2	-0.43
CD44	0.9157
ABCA3	2.275375
RPS17	-1.524
FEZF1	0.6035
PCDHB15	-1
KCNMA1	-1.28427272727273
CCDC116	-2.077
C15orf27	-0.4305
NARG2	-0.2805625
ITGA5	-1.0375
MEFV	1.089
TUT1	-0.585875
LOC541473	-0.50375
NMBR	0.227
GLT1D1	-2.102
ABCB7	-0.98525
PFKP	-2.23263636363636
C9orf91	0.3718
LRRC41	-0.4935
C1orf85	-0.198833333333333
ATP5F1	-0.41325
STOX1	0.2525
GFOD2	0.2705
SLC25A3	-0.49725
ZNF646	0.7632
ZAR1	-0.736
OSTbeta	-2.54525
GALNT3	0.22525
IFT122	-0.0365
LDB3	0.2914
GARNL1	0.517
HOMEZ	0.445
LRRC6	4.269
ANGPTL5	-1.3655
UBAC1	-0.50175
DLEU7	-0.73775
RPL19	0.448375
TOP1MT	0.3
LOC643641	0.336
MBD3L2	-0.4115
NTSR1	0.0548333333333333
WISP2	0.513
GPSM2	-0.567625
RDH10	2.0086
PRKCG	0.66
HIST1H4J	1.2345
MON1B	0.2943
MLF1IP	0.7795
ZNF446	0.705875
COL4A5	0.2346
SLC26A1	0.464285714285714
RGN	-2.648375
CCNB1	-1.43525
C9orf165	-0.08825
CCDC28B	-0.43225
CCDC97	0.55075
FGR	2.015625
MSRB3	0.1663
EPN2	-0.1395
COX15	-0.0408333333333334
KCNK6	-0.00210000000000001
XK	-0.849
GDA	-4.608375
HEPH	-0.828625
THRAP3	0.355
MET	-2.42857142857143
PHYHIP	-0.03975
LYAR	-0.663
ING3	-0.42725
AK7	-0.80625
CCT8L2	-0.157625
COPS7A	-0.4215
WSCD1	-1.184
RNF185	0.817571428571429
TNS3	0.42725
KNDC1	1.08466666666667
RWDD4A	0.730333333333333
MED13L	1.0949
ZFYVE1	0.34325
C7orf44	-1.02633333333333
MRPL1	0.2515
STGC3	-1.6675
TEAD1	-0.403666666666667
RPL7A	-0.689
ARL6IP1	2.2383
C1orf178	0.0155
CTAGE5	0.52225
TMEM184A	0.477833333333333
SLC25A14	-0.07475
CACNG5	0.654
ATXN10	-0.03
ECH1	0.3927
CCL22	0.182
CYP2F1	-1.64016666666667
GADL1	0.14
TMEM19	0.3674
RUNX3	0.998
EFNB1	-0.0461666666666667
LIPN	0.796
ACSM3	-4.2005
SIGLEC8	1.813
ASCC3L1	-0.60375
NOL8	0.1015
RELT	-0.876166666666667
Magmas	0.901
PPP1R15B	0.4754
C11orf2	0.206
VKORC1	-0.418666666666667
MGC26647	0.62675
TRPM6	-0.123272727272727
UGT2B7	-4.7594
FEV	0.30675
FOXK2	0.1237
PDCD5	-0.124666666666667
SLC8A1	2.7403
DGUOK	-0.462333333333333
CLDN16	0.1205
GAGE1	-1.344
RBM17	0.4603
C1QTNF3	-1.165625
VGLL3	-0.121833333333333
UNQ5830	0.00800000000000001
CD1A	-2.2675
SCGB1C1	-0.333
SUPT4H1	0.80275
TRAF5	0.621
ASAHL	1.196625
FAM73A	1.13866666666667
OR6B1	0.72
WHSC1	-1.5256
GFPT2	0.5795
LOC339809	0.969
STARD5	0.397083333333333
SIP1	-0.6965
DNAJC15	0.31025
STAU2	1.5455
FAM98A	0.077375
RAD23B	0.0890625
LRRC33	-0.353
CHRAC1	0.39475
C21orf89	0.84175
C19orf43	0.137
KLK8	-0.464666666666667
CCNE1	-1.42425
PKDREJ	-0.00133333333333334
SSU72	-0.0555
C17orf73	0.4005
GPR78	1.381
WHSC1L1	1.8595
GSTA2	0.986
SMUG1	0.832333333333333
UFM1	0.7883
AP3M2	1.06141666666667
USP14	0.689125
FBXL14	-0.149
DSTN	0.55325
SFRS14	-0.60825
FBXO31	-0.673666666666667
C12orf40	-0.05825
FRS2	0.60475
NR2E3	-0.49375
TUBB2C	-0.4175
GMPR	-0.039
C9orf139	0.2635
ING5	-1.05235714285714
LOC730092	-0.640833333333333
ORM1	-4.27275
RP11-11C5.2	-1.0415
HSPD1	-0.7524
PIWIL3	0.05175
C5orf13	-0.8745
OR5R1	0.2055
LCOR	-0.03475
PLEKHA9	0.3715
CCDC43	0.39
ZNF232	-0.89625
SLC6A7	0.446
ADH5	-0.578666666666667
SHBG	-1.04483333333333
CROCCL2	-1.077
PANX3	0.398
CDIPT	0.134
SLC16A5	-1.647
TUBB	-0.817125
TOR3A	0.6433
PREP	0.097
ENTPD8	1.72407142857143
CHMP1B	0.14525
SYT12	0.4536
MYH6	-1.4836
MAP3K13	0.464166666666667
KLHL30	0.524166666666667
LCMT1	1.304375
EIF1AX	-0.15525
FOXD4L1	0.82
SLC24A5	-1.1575
RNF166	-0.4796
TJAP1	-0.34575
TMEM156	1.385
ZNF239	1.69975
SNX19	0.5708
GKN1	0.42075
FCN1	3.0188
C1QL1	-1.52625
ATP11C	0.074875
ZNF35	-0.5405
CARD8	0.77
LIMD1	-0.307166666666667
KIAA0286	-0.43525
XRN2	-0.708666666666667
CD6	1.406
TOX3	1.025625
ZSCAN4	-0.5455
RSRC1	-0.1385
COG1	0.84225
PTRF	-0.0662
C16orf35	-0.1155
FBXO24	-0.191
CHST11	0.43125
THRB	0.3902
MYBPC1	0.294
RNF39	-0.266166666666667
PSMD11	0.77375
ALAD	0.352666666666667
EN1	-0.2215
SLC9A9	0.98
GSTM4	0.0604
CDC42BPA	0.563052631578947
RCSD1	0.49475
LUC7L2	-0.4024
SPTBN1	-0.0862
LOC146167	0.5475
BAT5	0.4742
ZNF452	-2.07814285714286
LSM4	-0.56375
SRP72	-0.0887
SGK269	-0.206666666666667
MTX1	0.6165
CENTA1	-0.521
UNQ9433	-0.0155
ATR	-0.375833333333333
DDX49	0.370666666666667
PAQR8	-0.503333333333333
C14orf174	0.50725
GBGT1	0.11225
THAP1	0.93475
OR10K1	0.068
RASIP1	-1.08416666666667
DPYD	0.8481
DOHH	0.359
C18orf45	2.429
POF1B	2.6081
ZNF552	2.8055
USP32	0.2315
MED27	-0.6565
C14orf149	-0.409333333333333
PRDX4	-0.4765
ABHD12	-0.0156
AGT	-2.53275
SLC22A14	-0.224
C1orf58	0.25975
PILRA	-0.5655
ABCF2	-0.767625
C17orf85	-0.7458
TKTL1	-0.831
FGF1	1.53035
IL6R	0.758666666666667
VPS25	0.584
CHRNB2	-0.12525
COL7A1	-2.0777
LRRC48	1.3735
SPG20	-0.298
COX10	-0.58175
GCA	1.1715
ECEL1	0.987
GLG1	-0.104333333333333
SRD5A2L2	0.401333333333333
MUTYH	-1.26725
ZNF70	-0.04075
L2HGDH	-1.07375
GPATCH2	0.49525
ZNF655	-0.395125
ZNF227	-0.273
MCOLN2	2.04966666666667
NQO2	-0.3845
KCNQ5	-0.1445
NEU1	0.702
QRICH1	-0.083
ZBTB20	0.422666666666667
RPUSD3	-0.79425
EPGN	-0.890666666666667
TSN	0.122333333333333
SPRY2	-2.43733333333333
LZTFL1	0.037375
GMFB	-0.112875
PBEF1	-0.8682
HBG2	-1.57775
TMEM8	0.5765
PALM2-AKAP2	0.976666666666667
NFYA	0.324
FAM108A1	0.950375
PBLD	1.452375
NRG4	-2.46825
PIGF	-0.09925
PTGER1	-0.1145
NOS2A	0.543333333333333
C21orf34	0.977333333333333
C21orf51	-0.652
IL17C	1.0265
TRMT6	-0.9315
ETV2	0.112833333333333
CCDC109A	0.244
MYLK2	-1.747
ATP10A	0.4697
DPH4	0.4885
C5orf5	0.798833333333333
KCNA4	0.186
NMNAT2	-1.1835
GLYATL2	0.7285
LSMD1	0.11275
IL23R	-2.138
NRF1	-0.341
MUC15	-1.676
PRDM12	-1.5775
PAQR4	-0.0610714285714286
RBBP6	-1.2010625
IFI27	4.59525
SKAP2	0.4155
TAGAP	3.007875
TJP3	2.4795
C9orf61	0.14225
IDS	-0.195928571428571
PARG	-0.047
LOC131149	-0.7705
DYRK4	0.108666666666667
MICALL1	-0.68125
GALR2	-0.324
GPBP1L1	-0.03
TBX21	5.31225
KCNJ6	1.07966666666667
GGN	0.00925
CASP5	1.14366666666667
RNF182	-5.776
BRD4	0.675
DOK4	-0.892125
SLC46A2	0.822166666666667
SOX9	2.092
ZNRD1	-0.395333333333333
PRR6	-2.139
FAU	0.429125
DTNB	0.244666666666667
CARD9	0.8955
STS-1	-0.558166666666667
SLC4A5	0.14425
NSBP1	-0.58675
UGCGL2	-0.569583333333333
POTE15	1.4815
NOXA1	0.01725
RP13-347D8.3	0.97825
SAMD10	-0.2375
EP400NL	-1.201
TCF21	-0.0695
AMELX	0.40975
JPH2	0.3673
SLA	2.62875
DLST	-1.8025
SEPT12	0.408
RGS20	-4.05375
LXN	1.20216666666667
ZNF419	-0.722125
UPK3B	-0.123666666666667
RELL1	1.11675
ESPNL	-0.7225
KLHL21	-0.393875
PI15	5.615
C2orf61	-0.312
LOC407835	-0.282833333333333
RER1	-0.0389166666666667
ELAVL2	0.749
MGC26718	-0.368
KLF2	2.407
TNFAIP8L3	2.40633333333333
TFE3	0.2855
C11orf17	-0.4135
15E1.2	-1.5065
SNRPC	-0.7
DLGAP1	0.40275
PGLYRP1	0.416375
OVCH2	-0.2815
IRF7	1.7016
SET	-0.5881
NAB2	-0.561833333333333
LRP5L	-1.19025
FAM120A	0.859625
ASCL2	1.26183333333333
SHH	0.048
ATP5H	0.7725
THPO	-0.0983333333333333
TYRP1	-3.58383333333333
HIST1H3E	0.772666666666667
EIF2S1	-0.0316666666666667
TNFRSF17	2.06733333333333
TARSL2	0.53175
NKX2-8	0.421375
C1orf115	1.83475
LOC56964	0.7715
KIAA0841	-0.3495
ISCU	0.5715
TTMA	0.059
ZNF414	0.214
LOC441150	0.92625
RAB15	0.92775
HBP1	-0.140666666666667
TNNT2	-0.468833333333333
CECR5	-0.7275
PHGDH	-2.11925
JRK	0.1317
XPO4	-0.9415
FAM131C	0.8355
ARHGAP25	2.303
CA9	-3.19977777777778
GPR62	0.934166666666667
TLX1	-0.144
GPS1	0.22775
OR2M2	1.0185
BDP1	0.603357142857143
FAM70B	0.859
RPS29	-0.301166666666667
MKLN1	-0.1413
TSPAN19	-2.3305
SLC29A3	1.1021
LGALS4	-0.222333333333333
USH2A	0.2494
NF1	0.632666666666667
APOBEC3A	2.53933333333333
IMPAD1	1.16333333333333
OLR1	3.1975
NRAP	-0.2835
HCFC1R1	0.992166666666667
TAOK2	1.2
MCM10	-1.09333333333333
MAP4K3	-0.0794166666666666
CBS	-1.044625
CLK3	-0.8859
PCDHGA5	0.2755
ELF4	-0.011125
FAM71A	0.61
C11orf49	-0.3645
CLIP2	-0.7195
BTBD9	0.3205
ZNF524	1.119
KDELR1	0.4055
ZNF509	0.0585
NCSTN	0.8865
ZNF533	-0.249785714285714
PARP4	-0.214625
GALNT9	-0.303666666666667
NPY	-2.16925
BEGAIN	-2.35883333333333
TMEM77	0.3805
FOXRED1	-1.564
SLC16A2	1.29083333333333
SLC35B1	0.4545
GK5	-0.0748333333333334
SDCCAG10	-0.46425
C4orf20	0.01725
SLC9A2	-0.467
ADD1	0.363
TAL2	-1.07183333333333
ACLY	0.541875
DNAJC1	1.208
SOST	-0.7215
USP43	0.362666666666667
CYP4F12	-1.09775
FKBP5	0.6775
CHCHD5	0.5484
NUDT22	0.16725
CCDC85B	-0.23575
OR51G2	1.68
STRN3	0.461928571428571
TMOD2	0.336
FLI1	1.15575
MAB21L2	-0.509833333333333
DGKQ	0.431
VPRBP	0.182166666666667
SCNN1B	-0.3124
ECHDC3	1.514
TMEM106C	0.7305
CSNK2A2	-0.678
RPL39	-0.5353
HERC3	0.3076
ZBTB47	-0.064
ZNF681	-0.625
PAGE2	-2.1625
CLIC5	3.32792857142857
RABAC1	1.3075
ZFHX2	0.7195
YPEL1	0.0288333333333333
KIAA0776	0.62375
NR1D2	0.48975
DNAJC4	0.600125
NPNT	3.4653
ZNF677	0.0685
ZNF536	-0.979
MEF2B	0.260333333333333
PTPN4	-0.51725
CTCFL	-4.239
STX5	0.334166666666667
CD72	2.7905
VEGFA	-1.14031578947368
XRCC1	0.0108
MAS1L	0.534833333333333
ELL	0.5809
SETBP1	-0.39
CDH11	3.5275
NDC80	-0.580846153846154
DMBX1	-1.5455
NRSN1	0.5498
BAT2D1	1.002
CDS2	0.946
C1orf212	-0.4995
SENP3	-0.859375
IL1F9	-0.546
EEF2K	-0.038625
COG8	-0.19325
CEP72	-1.66375
OR1L8	-1.089
MUS81	-0.45675
PHYH	1.4655
GGT6	1.38616666666667
C22orf23	-1.11508333333333
C13orf33	2.753
MAPK8IP2	1.59125
NELL2	2.61625
POU3F2	-2.7285
ALPK1	1.66175
MRPS18C	-0.27975
RPLP2	-0.51625
FGF22	0.077
SPNS1	0.322
ZFP1	-0.5565
IL1RAPL1	-1.50425
PCSK9	-2.6245
NKX2-1	-0.0604285714285714
C6orf189	2.19675
SP4	0.0745
SLC11A1	0.9954
C21orf25	0.000833333333333329
ICAM2	1.526125
SH3GL1	-0.305333333333333
GSK3B	-0.0765
RALB	0.4345
PDXP	-1.57283333333333
GNGT1	-2.71957142857143
KIR2DL1	1.776
TNFAIP3	1.00791666666667
C6orf32	1.7879
CBLN2	4.26225
PANK3	1.409125
TAAR9	-0.038
WDR82	0.584928571428571
APOM	-3.842125
TRIP10	-0.43525
SPATA16	0.538
C1orf135	-1.4295
USP51	0.94025
TESK1	0.659
C11orf64	-0.020625
ZNF611	0.3825
PDE6G	1.25666666666667
HLA-DQA1	2.0675
GCLC	0.817875
SEC61A1	0.0945714285714286
TWSG1	0.11025
ZMYND10	2.71125
CTDP1	0.01375
ADAMTS6	-0.326666666666667
SLIT1	-1.65325
KRT86	-0.815
KIAA0574	-1.56575
GTPBP2	-0.7782
PQLC3	1.3065
PRRX2	0.941
C15orf44	0.0855
MKKS	-0.30375
C11orf10	0.0105
GPR110	0.2
CD109	-0.154666666666667
ADCY1	0.059
RHBG	-1.53125
TP53I3	-0.5635
SLC22A3	-0.79
UCP2	0.3605
FOXG1	-1.81366666666667
OR2AG1	0.3975
TRIM24	-0.6635
PROC	-3.108875
TAAR6	0.494666666666667
AMTN	-0.8825
C10orf47	-1.27333333333333
DEPDC1	-1.2735
FLJ45557	1.081
ZDHHC17	-0.24525
KIAA1429	1.53416666666667
KCNH1	0.621
VNN3	0.377
PSMAL	1.31225
PPARD	0.29525
HFM1	-1.38825
YBX1	-1.609
ZNF695	-1.6525
SCTR	-0.203
DCDC1	0.242
VPS26B	-0.2511
MTF2	-0.572666666666667
ATP6V1F	0.50125
CCDC94	0.103
PERF15	0.3355
CCL11	4.2385
LMO7	-0.4935
DCST1	0.4595
ADRBK1	0.35425
CDRT4	-0.554375
ZNF84	-1.007
HOXD8	2.862
STARD8	-0.137
FOXP2	-1.3765
CCDC103	0.43125
POLR3A	-0.6103
GSC	-0.407833333333333
ZNF114	-2.726
HTR7P	1.0225
LALBA	0.2815
RMND5A	-0.443666666666667
PSCD2	0.1495
ZNF409	0.372
KRTAP1-3	0.4144
MAF1	0.15675
LOC201725	0.054
NRN1	-2.421125
SPAG5	-0.6675
DNAH7	0.942
FLJ43860	0.5655
BRCA2	0.04275
ACADM	-1.08425
CXXC6	-2.9185
RAGE	-1.172125
CHMP2A	0.9065
FAM8A1	0.0544
GPR21	0.275
SLC12A3	-2.423
FVT1	0.424642857142857
ZDHHC7	-0.74
FLJ44048	-0.00775000000000001
SLC44A3	1.6695
SDSL	1.05966666666667
MMP8	-1.55075
PLA2G12B	-2.9365
ACY1	-0.79675
MT1E	-0.00333333333333333
OR4K15	0.9125
TECTB	0.1075
GPR20	0.523375
IRAK2	-0.2455
RFPL3	0.69525
MYO9A	-0.03475
NARG1L	-0.508916666666667
BLMH	-0.24325
CCDC3	2.413
C9orf21	-0.5145
KIAA0513	0.717666666666667
MIER2	0.15225
PNMA2	-1.59483333333333
SH3BP2	0.8618
ANXA10	-1.73475
RTN2	0.0823333333333333
TFB1M	-1.4065
PRPH2	3.64625
C14orf133	0.1415
GOLGB1	0.427
IRX4	0.533625
NFKBIL1	-0.0896666666666667
C10orf62	-0.26925
APBB3	-0.89575
RPS10	-0.5195
LOC728378	0.29275
TLE3	0.796944444444444
PSMB7	-0.601
MESDC1	0.8835
SLC6A1	0.289166666666667
OCLN	1.42675
PTTG3	-0.5585
NAGLU	0.24575
SERTAD4	1.457375
SPRY1	1.128
FLJ10781	-0.904833333333333
MYSM1	-0.92975
TRIM4	0.204714285714286
SH3YL1	0.17275
TREM2	3.89733333333333
SERPINI1	0.89575
HDHD3	0.00950000000000001
TMEM38A	0.174
EID2B	-0.64925
TDRD3	-0.221166666666667
SEDLP	0.094
THSD7A	2.10566666666667
NDST3	-2.382
KLHL15	-0.857083333333333
DHRS12	1.4325
FBXO9	-0.337714285714286
TNPO1	-0.4185
MRPL13	1.6725
SNX5	-2.04983333333333
METTL6	-0.704
SOD1	0.458375
CHML	-1.3245
PACS1	0.8925
SIRT5	-0.582
CAPN2	-1.1995
FXYD5	-0.355166666666667
TWISTNB	-0.108875
LRFN1	0.757666666666667
UBE1L	1.448875
UBE1C	-0.17575
OR51B2	0.0995
OR4D11	0.478
C15orf2	0.0795
NR4A1	-0.199666666666667
LOC339047	-2.3595
TRIM17	-0.620875
ATP5G3	-0.249
RPL15	-0.619
ADAMTS8	-0.76525
HOXC4	0.7425
C14orf37	1.436
CEACAM5	2.009625
MYT1L	0.103166666666667
RASA2	0.16425
OSBPL7	-0.8865
STAG1	-0.5175
GIMAP4	5.40216666666667
FUT3	1.45233333333333
PIF1	-2.193875
LPIN2	0.1925
SH3PX3	0.42275
PDP2	-0.63125
PAPD1	-0.058875
ERP27	0.984
APOOL	0.0981
DIABLO	-0.02125
TRHR	0.213125
ARMC9	0.119375
RNF152	2.32725
SLITRK3	0.0793333333333333
ZNF211	-0.0102
PFDN1	0.678375
RGS11	0.09375
HS6ST1	0.7385
AKR1D1	-1.667
TNP2	0.9874
STK31	0.116333333333333
EML4	-0.271833333333333
SGTA	-0.1235
HIST1H2BI	-0.1545
PSMD6	-1.74583333333333
KIAA1257	3.66275
C18orf55	-0.5066
FLJ20273	2.9495
RPL28	-0.485
EPYC	3.254875
NOX3	-0.006
ELAC1	-0.5025
METT11D1	-0.798
BIN2	1.46116666666667
NACA2	-0.61275
CCDC17	-1.0385
HM13	-0.2018
UBOX5	-0.545375
UBE2O	0.02675
UBL5	0.26625
APOLD1	1.05975
C9orf31	0.3105
TNFSF8	0.4615
ARHGAP29	0.91925
PROKR2	0.282
PDE5A	3.9845
C6orf12	-0.8065
TOM1L1	0.4435
WHDC1	-0.055
FOXI1	0.304833333333333
RAB4A	0.5497
TMEM39B	-0.79
ATPBD1C	-1.08125
FARSA	-0.8225
PLEKHG5	0.594
CMAS	-1.16183333333333
OR7E24	-0.175
SLC30A1	-0.2145
CDC42EP5	1.18533333333333
PLAC1	1.75075
KLHL18	-0.09025
LBA1	1.0525
TAZ	-0.735
CRIP2	1.90725
BTBD11	-1.12383333333333
C16orf72	0.82525
DIO2	1.9131
LRRCC1	2.47683333333333
CCDC136	-2.195
PRX	0.30475
RBM5	-0.6882
