Hybridization REF	TCGA-AN-A04D-01A-21R-A034-07
FABP1	-7.11175
TRIM7	-2.7915
CYP20A1	0.318136363636364
CYTL1	-3.973
SORBS1	0.311166666666667
PEA15	1.58414285714286
GUCY1A2	0.049
ZSWIM2	-0.00900000000000001
PH-4	0.003125
PACSIN1	1.329375
LOC152586	0.2695
UMODL1	0.766
KREMEN1	-0.198
FLJ35773	5.25875
RFPL4B	-0.292666666666667
SNAP23	-1.32875
STXBP6	-4.21975
C6orf115	2.8965
ZBTB33	0.30025
CHST9	-1.82383333333333
MGA	0.091625
FAM128B	0.1239
GPR4	3.95983333333333
KIAA1957	-0.54975
GSTK1	-0.0613333333333333
CLCN5	0.8435
FBXW5	-1.45525
FUSIP1	-0.376214285714286
MAG	-0.7275
FLT3	0.287333333333333
STRA8	3.71
SERPINB4	-3.869
JMY	-0.741166666666667
DLK2	-0.676333333333333
ZNF451	-0.3169
HES6	-0.38
FGF9	-1.8785
VNN1	-1.83333333333333
SRPK2	0.4114
ALDH3A1	-2.19666666666667
CDX4	0.205
SPG21	0.599
ZNF302	-0.2589
DOK3	0.091125
GRIN1	0.456285714285714
OR1A1	0.216666666666667
CALU	0.992166666666667
ANKFY1	-1.23816666666667
C9orf84	-1.135
CLEC2L	1.3995
LIMCH1	-1.00783333333333
RWDD1	1.043
VHLL	-0.387
SLC18A2	-0.5435
UPK3A	0.278166666666667
FIP1L1	-0.2725
LENEP	0.229
RHOB	1.18166666666667
RIBC2	2.20675
GNPNAT1	-0.575875
TBC1D10C	-2.75925
MMAA	1.49675
INTS9	0.52925
HOOK2	-0.6645
CCNG1	-2.099
CCDC144B	-2.859
MTMR7	1.2255
NEU4	-3.56633333333333
HADH	0.70125
CCKAR	0.6155
TMEM173	-0.2275
AFAR3	-0.78825
PTH2R	1.2815
IFI30	0.10175
GLUL	1.0385
TMEM71	1.82366666666667
C20orf165	0.096
BFAR	-0.83075
ZNF14	1.64725
KLHL8	0.223285714285714
PPIL2	-0.0513333333333333
CTA-126B4.3	1.11066666666667
C5orf37	-0.868375
SLC27A4	-0.440166666666667
KLHL22	0.648625
GJB2	2.4077
HSPBP1	-0.056
PRKD1	-2.833
SOX8	2.4135
KIAA0195	0.933
MICALCL	2.72116666666667
ICAM1	-2.550125
C10orf126	-0.4885
SIX4	0.476125
BCL2L1	0.1143
CD19	-1.5215
RAPGEF3	0.877333333333333
KIAA0974	0.38925
MAPK3	-0.363
OR10A3	-0.707
MAP2K1IP1	0.956
STK4	-0.340611111111111
CHIC2	0.826
DLX5	3.69433333333333
ZNF367	-0.164
FBXO41	-0.27575
ADK	-0.9105
hCG_1995786	-0.394833333333333
GTPBP10	-0.21175
TGOLN2	0.5305
CTBS	-0.0881666666666667
FGD1	0.96225
ETS1	-0.812833333333333
EDC4	-1.263125
GSTA3	-1.5655
HOXB6	-2.26466666666667
C9orf131	-0.62075
BCAS1	-2.95725
U2AF1L4	-0.135
PDHA2	-0.0653333333333333
SORD	-0.753125
SLC25A33	0.4135
WDHD1	-0.76575
OR8K5	0.7565
RNASE11	0.336
STAP2	1.79725
TRIM44	-0.5491
CHCHD8	-0.54625
SIDT2	-0.111166666666667
OR2B3	0.389
TRRAP	0.89175
TRAF1	-1.05158333333333
RYR2	4.7135
FAM71B	-0.205
SLC45A4	2.86825
TRIM32	-0.632625
ATP6V1G1	-0.66275
TRA16	0.46075
SERHL2	0.73475
PRKY	1.061
NPR2	-1.02625
TAS2R40	0.2445
OR5I1	0.739166666666667
ZFYVE26	-0.916
WFDC11	0.172
CSH2	0.07775
OR2T8	0.10775
TBX20	0.5995
LYPD5	4.5925
STOML2	-0.8635
ALPI	0.23625
FAT3	-1.173125
ZNF273	0.161875
NPSR1	-0.067
FLAD1	1.05733333333333
RAB5C	-0.9915
TTLL3	-1.436625
KIAA1618	-0.709666666666667
NPPC	1.289
ZEB2	-0.7433
MRP63	0.064125
WSCD2	0.4565
NEUROD4	-0.019
SNAPAP	0.657
MTMR2	0.695647058823529
STK35	0.343375
USP48	-0.929125
NR1H4	-3.86
RASL10A	4.319
SSTR1	-4.232
C1orf35	0.9895
APOBEC3C	-2.80275
RUSC2	1.943
SALL4	-3.98475
ZCCHC8	0.02625
RAD17	-0.892
ZNF708	1.0005
LILRB5	1.222375
TEX12	-0.256
C9orf79	0.1
ARHGEF1	0.1255
ABCA4	2.2015
RNF214	0.14275
PPAPDC2	-0.36125
ARID4A	-0.498666666666667
SYCP2	1.7385
OPRM1	0.21975
RP13-102H20.1	-4.70275
CYP26B1	-1.22383333333333
APCDD1	1.62066666666667
PCCA	-0.56275
ALS2CR7	0.149
AQP5	4.3975
YLPM1	-0.13975
PRKAR1B	-0.3171
IL16	-1.3244
TCF3	0.578625
ZSWIM7	-0.405
SERPINE1	-3.4175
BAI2	1.325
SMC5	0.409071428571429
SMN1	-1.8725
SLC13A5	-2.979
POU2F3	3.84875
BACH1	-1.18233333333333
GMCL1L	0.664333333333333
PPP2R2D	0.105375
LRRC51	0.81825
EDARADD	-0.629
LRRC3	-0.206
FAM124B	1.9105
C20orf70	0.422
LOC285735	-1.87675
CTBP2	1.6029
ZMYND11	1.7075
CDH23	0.567833333333333
OR1N1	0.2885
LOC400590	0.94125
PDK1	-1.480875
LMTK3	1.825
USHBP1	0.813
ZFYVE21	0.32375
hCG_21078	0.29675
OAF	-1.468
WDR41	-1.975
SPINK6	-1.4255
GDEP	-0.5415
MEG3	-2.0609
OXSR1	-0.4605
RAD51	-2.223
RPL13A	-0.10825
DYRK1A	0.7368
FLJ25791	2.43275
SARDH	-0.8546
RBBP5	1.156
ORC2L	-0.868
NCAPH2	0.0741666666666667
RNASET2	-1.49366666666667
WDR79	-1.021
FLJ39779	-0.991
C3orf1	0.21125
DDX23	0.773
MGC40574	0.85925
MORC4	1.845
MYRIP	3.64090909090909
LY6E	0.783125
SLC39A11	1.737875
ATP12A	0.585
AUP1	-0.62675
PIP	2.28425
CORO7	-1.142
PITPNM3	0.2355
ENPP1	-0.1915
PPP1R1C	-3.40933333333333
NRBP2	0.8355
KCNE2	-1.1895
P2RX4	0.30175
CCND2	-4.13428571428571
OR5T3	0.839
CUL4A	1.682
CFB	-3.516375
PCP4	-3.20366666666667
HEMGN	-5.9615
UBIAD1	-0.9845
CDC42BPB	-1.1658
CYB561D1	0.6775
RIMS2	-0.222
ZNF488	0.55075
RNMTL1	-0.115
SART3	-0.122666666666667
CAPN10	-0.813142857142857
CCR5	2.2025
APOA1BP	0.888166666666667
NDUFS5	1.88675
PDLIM3	3.4171
VPS24	0.7078
SCN8A	-0.619375
C1orf67	-1.30783333333333
MRCL3	0.259333333333333
TMEM145	-1.34075
KCTD16	-0.531
RNF149	0.01
FDXR	-0.46725
CDCP1	1.571
PAX3	-3.4532
LASS4	1.86225
HSD17B8	-2.38775
YAP1	-0.014875
NNT	-0.7845
SC5DL	-0.2615
DKFZp566H0824	-1.5395
KSR2	0.982666666666667
RAD21	1.86553333333333
ST8SIA2	0.925
L3MBTL3	-0.406125
SNRPB	-0.41375
MGC14425	-1.0855
MIF	1.1985
TAPT1	-1.455875
IRF8	0.4307
PRO0132	-0.5005
HERV-FRD	0.3205
ACD	-1.83266666666667
BCL3	0.4805
SPATA13	1.1695
MRLC2	0.730875
F2RL3	0.3795
CFHR3	-0.5985
DUSP15	0.526166666666667
TMEM46	3.38066666666667
SF3B4	1.19616666666667
MAP7D3	-0.90075
STELLAR	-0.2715
SEMA5A	-2.629
H2BFS	-1.65825
LRRC28	-0.0555
MORN2	1.585
XYLB	0.06475
WDR21C	0.4635
HIATL1	-0.268
ADAMTS10	0.6165
WDR55	-0.63725
MFSD5	0.888166666666667
OR4N2	0.3225
DUSP16	0.898555555555556
NLGN4Y	-2.31277777777778
INHBC	0.143833333333333
NUMA1	0.56575
DEFB123	0.7145
GIPC1	-0.064
MGC27348	-1.016
FLJ33590	0.021
FZD1	2.4642
MKL1	0.746
SAA2	0.11525
C1orf94	-2.238
C7orf28B	0.7705
TMEM185A	0.29965
ZZZ3	1.4655
C16orf5	-0.323
GALNAC4S-6ST	-1.6965
C1orf186	-1.35725
IGFBP4	-1.74716666666667
NDUFA10	-1.0535
CLIC2	-1.12575
RNF13	0.5165
GPR103	-1.29725
CD69	-5.5585
MYOZ1	-0.252
IFNB1	-0.089
CLNS1A	-0.8065
CXorf45	-2.3775
ZXDB	0.0915
FUNDC2	-0.614
GPA33	-1.28925
C9orf70	0.5435
SLC2A9	0.5685
LOC126520	-0.2325
MAGEB1	-0.6525
LCE2A	-0.199
C18orf34	1.23
FMNL2	0.381375
KRT85	0.37925
CRYGA	0.1005
GEM	-0.34825
THAP6	0.4016
ALKBH3	-3.30016666666667
TM6SF2	-0.318
C20orf82	-0.31175
RANBP2	0.348166666666667
LIG3	1.6186
RETSAT	-0.602375
OR8S1	1.495
CAST	-0.1485
TGFBI	-1.2273
C15orf37	-0.24325
PGM3	-0.4575
SLC4A11	1.476
FAM123C	0.839666666666667
TAOK1	1.86075
CISH	0.84
OGDHL	-3.0125
SPINT2	2.06616666666667
ZNF33A	0.833
CLDN18	0.396833333333333
RNF128	-2.90475
CCDC71	-1.8015
RASSF6	3.07866666666667
HSPG2	0.023
ATP6V0E1	1.291625
ABHD6	-1.52525
CD274	0.0405
GCNT1	1.175
NT5C1A	0.339166666666667
TM4SF5	-4.19625
C21orf58	-0.441
SUCLA2	-1.69025
RFTN2	1.1305
SCNM1	1.404125
SLC9A10	0.0695
FUNDC1	-0.63975
SLC35F4	-3.3095
AMD1	0.904
COL6A6	0.44775
OR4K2	0.5375
TRIB2	-1.12708333333333
LOC91461	-3.5705
GHSR	0.2285
ATP8B1	1.112625
C1orf78	0.942166666666667
RNF183	-0.9935
STX4	-0.4382
TPPP2	0.804
MYBPHL	-1.514
TXNDC6	0.4463
C9orf47	0.34
FAM137B	0.394
FANCB	-0.32525
C11orf9	-1.88325
DPY19L1	-0.39575
VDAC2	-0.410333333333333
VHL	-1.181
LMBR1	-0.332875
C8orf44	-0.37675
ZPBP	0.9355
FGF23	-1.8855
C21orf67	0.994
PCNT	0.4255
BCKDHB	-0.6268
GALNTL5	0.1645
BET1	-0.6355
ARL13A	4.086
HDAC6	-0.679125
N4BP3	1.202
OTOP1	0.184166666666667
TTC30A	0.967125
CRISP1	-0.102
KRT32	1.8965
VSTM1	0.3075
ZNF622	-1.5945
POLR3B	0.2311
DNAJC10	-0.0635
C12orf54	2.3835
ADIPOQ	0.3422
RIT2	-0.3685
CD44	1.02235
ABCA3	1.440375
RPS17	-1.42825
FEZF1	-1.5955
PCDHB15	0.58
KCNMA1	-2.48090909090909
CCDC116	-2.4095
C15orf27	-2.746
NARG2	-0.925125
ITGA5	-1.6765
MEFV	1.2655
TUT1	-0.539875
LOC541473	-0.1295
NMBR	-0.5765
GLT1D1	-3.2325
ABCB7	-1.04825
PFKP	-4.13709090909091
C9orf91	-0.5672
LRRC41	1.51583333333333
C1orf85	0.457
ATP5F1	-0.487125
STOX1	2.950875
GFOD2	1.02425
SLC25A3	-0.216875
ZNF646	0.7078
ZAR1	-0.445
OSTbeta	-2.902
GALNT3	3.41425
IFT122	0.605833333333333
LDB3	0.3684
GARNL1	0.585928571428571
HOMEZ	0.461
LRRC6	2.16225
ANGPTL5	1.61075
UBAC1	-0.992
DLEU7	-0.972
RPL19	0.021875
TOP1MT	0.150666666666667
LOC643641	0.56075
MBD3L2	-0.408
NTSR1	0.285833333333333
WISP2	-3.81725
GPSM2	1.350375
RDH10	2.1682
PRKCG	-0.162
HIST1H4J	0.2835
MON1B	0.3109
MLF1IP	1.3075
ZNF446	0.218375
COL4A5	-0.1872
SLC26A1	-0.113214285714286
RGN	1.07775
CCNB1	-1.56825
C9orf165	0.86275
CCDC28B	-1.8885
CCDC97	0.44125
FGR	0.76625
MSRB3	-0.921
EPN2	-0.4305
COX15	-0.795666666666667
KCNK6	-0.8205
XK	-2.02575
GDA	-4.937875
HEPH	-2.242375
THRAP3	0.99775
MET	-2.94664285714286
PHYHIP	-1.43075
LYAR	-1.94533333333333
ING3	0.32125
AK7	-3.03725
CCT8L2	-0.142125
COPS7A	-0.683333333333333
WSCD1	-1.28975
RNF185	0.823375
TNS3	-0.1925
KNDC1	-0.863
RWDD4A	1.1005
MED13L	0.3637
ZFYVE1	0.047875
C7orf44	-1.13166666666667
MRPL1	0.2885
STGC3	-2.12725
TEAD1	-0.0606666666666667
RPL7A	-1.3965
ARL6IP1	1.3243
C1orf178	-1.3105
CTAGE5	0.191916666666667
TMEM184A	-1.37633333333333
SLC25A14	-0.35575
CACNG5	0.5135
ATXN10	0.2752
ECH1	-0.163
CCL22	-0.186
CYP2F1	0.579333333333333
GADL1	0.819
TMEM19	-0.0955
RUNX3	0.02025
EFNB1	-0.137833333333333
LIPN	0.318
ACSM3	-3.5765
SIGLEC8	0.6565
ASCC3L1	-0.2485
NOL8	0.35675
RELT	-0.639666666666667
Magmas	0.588
PPP1R15B	0.7433
C11orf2	0.1565
VKORC1	-0.0546666666666667
MGC26647	0.874
TRPM6	2.70383333333333
UGT2B7	-3.77683333333333
FEV	0.169
FOXK2	0.903
PDCD5	0.301333333333333
SLC8A1	1.1817
DGUOK	-0.179166666666667
CLDN16	0.367
GAGE1	-1.6095
RBM17	1.2903
C1QTNF3	-1.017375
VGLL3	-0.3775
UNQ5830	0.022
CD1A	-3.66366666666667
SCGB1C1	0.258
SUPT4H1	0.893375
TRAF5	0.18925
ASAHL	2.932875
FAM73A	2.03166666666667
OR6B1	0.2225
WHSC1	-1.13005
GFPT2	-1.673
LOC339809	0.61525
STARD5	0.101
SIP1	-1.109
DNAJC15	0.22225
STAU2	0.7185625
FAM98A	0.74075
RAD23B	-0.2284375
LRRC33	-0.38025
CHRAC1	-0.59325
C21orf89	0.6525
C19orf43	1.015
KLK8	2.418
CCNE1	0.411
PKDREJ	3.42783333333333
SSU72	-1.0765
C17orf73	0.689
GPR78	1.0545
WHSC1L1	1.1534
GSTA2	-2.2015
SMUG1	0.138
UFM1	-0.4905
AP3M2	0.3545
USP14	-0.25625
FBXL14	-0.415
DSTN	0.40725
SFRS14	0.00224999999999999
FBXO31	-0.359
C12orf40	-0.21525
FRS2	0.688
NR2E3	-1.22625
TUBB2C	-0.8645
GMPR	-2.77983333333333
C9orf139	-0.229
ING5	-0.5405
LOC730092	-0.4065
ORM1	-4.30325
RP11-11C5.2	-0.50975
HSPD1	-0.7329
PIWIL3	-0.12175
C5orf13	0.8274
OR5R1	0.631
LCOR	0.931375
PLEKHA9	0.274
CCDC43	0.1105
ZNF232	0.53025
SLC6A7	-0.6305
ADH5	-0.6475
SHBG	-1.91416666666667
CROCCL2	-0.09525
PANX3	-0.1945
CDIPT	-0.1945
SLC16A5	-2.34475
TUBB	0.293625
TOR3A	1.2269
PREP	0.568166666666667
ENTPD8	-0.0981428571428571
CHMP1B	0.10225
SYT12	0.6414
MYH6	-2.1497
MAP3K13	1.91533333333333
KLHL30	0.135833333333333
LCMT1	0.306125
EIF1AX	-0.512333333333333
FOXD4L1	0.7
SLC24A5	0.909
RNF166	-0.362
TJAP1	0.311
TMEM156	-1.75566666666667
ZNF239	1.149
SNX19	0.7862
GKN1	-0.424
FCN1	1.1723
C1QL1	1.4345
ATP11C	0.1755
ZNF35	1.43825
CARD8	0.5895
LIMD1	0.170833333333333
KIAA0286	-0.5305
XRN2	-0.481833333333333
CD6	-0.883166666666667
TOX3	-1.731875
ZSCAN4	-1.32983333333333
RSRC1	0.51025
COG1	0.74025
PTRF	0.2616
C16orf35	-0.335
FBXO24	0.73275
CHST11	-2.09125
THRB	-0.7285
MYBPC1	1.99275
RNF39	-0.8965
PSMD11	0.70125
ALAD	-0.280166666666667
EN1	6.03325
SLC9A9	-1.00775
GSTM4	0.376
CDC42BPA	0.880947368421053
RCSD1	-0.84325
LUC7L2	0.434
SPTBN1	-0.0481
LOC146167	0.119
BAT5	0.7121
ZNF452	-2.249375
LSM4	-0.39375
SRP72	-0.2065
SGK269	0.686416666666667
MTX1	0.739
CENTA1	-0.84375
UNQ9433	1.4025
ATR	0.889
DDX49	0.225666666666667
PAQR8	-0.901333333333333
C14orf174	-1.24725
GBGT1	-0.363
THAP1	0.0735
OR10K1	1.7435
RASIP1	-1.44116666666667
DPYD	-1.8029
DOHH	0.41825
C18orf45	2.05175
POF1B	-1.3227
ZNF552	0.38275
USP32	-0.9635
MED27	-1.31866666666667
C14orf149	-3.10333333333333
PRDX4	-0.2705
ABHD12	0.9764
AGT	-5.33525
SLC22A14	-0.349
C1orf58	-0.026
PILRA	-1.299
ABCF2	-0.6275
C17orf85	-0.5173
TKTL1	-1.893
FGF1	0.3619
IL6R	1.55916666666667
VPS25	-0.4625
CHRNB2	1.12775
COL7A1	-2.7939
LRRC48	0.817166666666667
SPG20	-0.198083333333333
COX10	-0.41775
GCA	-0.75875
ECEL1	0.342166666666667
GLG1	0.327166666666667
SRD5A2L2	-0.1925
MUTYH	0.208625
ZNF70	0.1105
L2HGDH	-0.5855
GPATCH2	1.22775
ZNF655	-1.08475
ZNF227	0.67
MCOLN2	0.862833333333333
NQO2	0.265
KCNQ5	-0.1835
NEU1	0.0145
QRICH1	-0.59225
ZBTB20	1.889
RPUSD3	-0.0535
EPGN	-1.14683333333333
TSN	0.472333333333333
SPRY2	-1.58833333333333
LZTFL1	-0.8225
GMFB	0.5785
PBEF1	-1.707
HBG2	-3.294
TMEM8	0.452
PALM2-AKAP2	-0.700666666666667
NFYA	0.955
FAM108A1	1.158
PBLD	0.03425
NRG4	-2.486
PIGF	-0.7375
PTGER1	-0.53
NOS2A	1.345
C21orf34	1.15266666666667
C21orf51	-1.21116666666667
IL17C	0.5635
TRMT6	-0.139833333333333
ETV2	0.129666666666667
CCDC109A	-0.05175
MYLK2	-1.2995
ATP10A	0.6617
DPH4	0.00400000000000001
C5orf5	0.7735
KCNA4	-0.245666666666667
NMNAT2	2.11166666666667
GLYATL2	4.8485
LSMD1	-0.456875
IL23R	-1.59825
NRF1	0.229
MUC15	-0.994666666666667
PRDM12	-2.411
PAQR4	1.19864285714286
RBBP6	-0.57225
IFI27	1.8905
SKAP2	0.419
TAGAP	-0.319
TJP3	2.6195
C9orf61	3.58725
IDS	-0.626571428571429
PARG	-0.62325
LOC131149	0.226
DYRK4	-0.420833333333333
MICALL1	0.48025
GALR2	-0.2375
GPBP1L1	1.045
TBX21	1.448
KCNJ6	-0.2065
GGN	0.881
CASP5	-0.302
RNF182	-2.43275
BRD4	0.67175
DOK4	-0.78875
SLC46A2	-0.0915
SOX9	1.09616666666667
ZNRD1	-0.316166666666667
PRR6	-1.388
FAU	0.121875
DTNB	2.20366666666667
CARD9	-0.1875
STS-1	-1.579
SLC4A5	0.214375
NSBP1	-1.10275
UGCGL2	0.273083333333333
POTE15	-2.5375
NOXA1	-1.34925
RP13-347D8.3	2.8705
SAMD10	-0.841166666666667
EP400NL	0.0625
TCF21	-1.1235
AMELX	0.068
JPH2	0.1483
SLA	0.711125
DLST	-1.75616666666667
SEPT12	0.1035
RGS20	-4.946
LXN	-0.338666666666667
ZNF419	-1.1525
UPK3B	-0.167666666666667
RELL1	-0.39025
ESPNL	-2.0445
KLHL21	-0.58175
PI15	0.7615
C2orf61	-0.5095
LOC407835	-0.379333333333333
RER1	-0.194916666666667
ELAVL2	2.48
MGC26718	1.07775
KLF2	1.746
TNFAIP8L3	0.973916666666667
TFE3	0.094
C11orf17	-0.412875
15E1.2	-0.99625
SNRPC	-0.159
DLGAP1	1.758
PGLYRP1	0.27975
OVCH2	-0.269
IRF7	0.7229
SET	-0.8714
NAB2	0.0873333333333333
LRP5L	-0.535
FAM120A	0.5399375
ASCL2	3.06083333333333
SHH	-0.2995
ATP5H	0.947333333333333
THPO	-0.919
TYRP1	-4.26216666666667
HIST1H3E	1.08816666666667
EIF2S1	-1.01455555555556
TNFRSF17	-2.76066666666667
TARSL2	-0.57925
NKX2-8	-0.0197499999999999
C1orf115	0.102125
LOC56964	0.7185
KIAA0841	0.27575
ISCU	-0.145
TTMA	0.0315
ZNF414	0.8225
LOC441150	0.1525
RAB15	1.58975
HBP1	0.2895
TNNT2	-0.513666666666667
CECR5	0.99375
PHGDH	0.0525
JRK	0.8264
XPO4	-0.150625
FAM131C	0.644
ARHGAP25	0.3965
CA9	-3.55744444444444
GPR62	1.07216666666667
TLX1	1.96366666666667
GPS1	0.379
OR2M2	0.3155
BDP1	0.206642857142857
FAM70B	0.18
RPS29	-0.255583333333333
MKLN1	-0.1774
TSPAN19	-2.08125
SLC29A3	-0.2097
LGALS4	-0.3185
USH2A	0.7132
NF1	0.580666666666667
APOBEC3A	0.256
IMPAD1	0.180333333333333
OLR1	-0.714166666666667
NRAP	0.335
HCFC1R1	-0.702666666666667
TAOK2	0.435166666666667
MCM10	-0.282833333333333
MAP4K3	0.111
CBS	-3.122125
CLK3	-0.8276
PCDHGA5	0.6195
ELF4	0.608375
FAM71A	0.13
C11orf49	0.184
CLIP2	0.38475
BTBD9	1.2349
ZNF524	1.25725
KDELR1	0.251833333333333
ZNF509	0.298
NCSTN	1.0115
ZNF533	-1.20142857142857
PARP4	0.597125
GALNT9	-0.373166666666667
NPY	-2.802
BEGAIN	-2.98366666666667
TMEM77	-0.348666666666667
FOXRED1	-1.47283333333333
SLC16A2	-0.214166666666667
SLC35B1	1.18425
GK5	0.218083333333333
SDCCAG10	-0.6075
C4orf20	-0.19225
SLC9A2	-0.2115
ADD1	-0.198428571428571
TAL2	-0.668
ACLY	-0.00424999999999999
DNAJC1	2.447
SOST	5.55675
USP43	-3.4935
CYP4F12	-2.5145
FKBP5	-0.136125
CHCHD5	-0.4505
NUDT22	-0.9105
CCDC85B	-1.206
OR51G2	0.6935
STRN3	0.0117857142857143
TMOD2	1.09375
FLI1	-1.2245
MAB21L2	-1.29433333333333
DGKQ	0.2065
VPRBP	0.144333333333333
SCNN1B	0.8573
ECHDC3	1.9073
TMEM106C	0.125
CSNK2A2	-0.219
RPL39	-0.4593
HERC3	-0.0608
ZBTB47	-0.354166666666667
ZNF681	0.15875
PAGE2	-2.83975
CLIC5	2.20421428571429
RABAC1	0.291
ZFHX2	2.59475
YPEL1	2.79716666666667
KIAA0776	0.0535
NR1D2	0.0745
DNAJC4	0.408375
NPNT	4.641
ZNF677	0.582
ZNF536	-0.7685
MEF2B	0.306333333333333
PTPN4	0.332125
CTCFL	-5.387
STX5	0.487666666666667
CD72	0.517
VEGFA	-0.979947368421052
XRCC1	-0.0548
MAS1L	0.61
ELL	-0.0345
SETBP1	-0.4275
CDH11	1.09616666666667
NDC80	0.276769230769231
DMBX1	1.3425
NRSN1	0.602666666666667
BAT2D1	1.614
CDS2	0.679833333333333
C1orf212	0.4075
SENP3	-0.717625
IL1F9	0.3205
EEF2K	-1.0775
COG8	0.057
CEP72	-1.85175
OR1L8	-0.4605
MUS81	-0.216666666666667
PHYH	1.03575
GGT6	1.55316666666667
C22orf23	-0.300333333333333
C13orf33	2.296625
MAPK8IP2	1.075
NELL2	-2.94
POU3F2	-3.351
ALPK1	3.64075
MRPS18C	-0.367
RPLP2	0.414375
FGF22	0.112
SPNS1	-0.452166666666667
ZFP1	1.2575
IL1RAPL1	-1.60375
PCSK9	-4.1995
NKX2-1	-0.0108571428571429
C6orf189	0.867
SP4	0.964
SLC11A1	0.6849
C21orf25	0.1345
ICAM2	-0.224875
SH3GL1	0.140166666666667
GSK3B	0.415833333333333
RALB	-0.15525
PDXP	-0.616333333333333
GNGT1	-3.509125
KIR2DL1	0.7085
TNFAIP3	0.0833333333333333
C6orf32	-1.369
CBLN2	-2.20525
PANK3	-0.0422500000000001
TAAR9	0.4405
WDR82	0.746285714285714
APOM	-3.709875
TRIP10	0.31325
SPATA16	0.25
C1orf135	-1.177
USP51	-0.1765
TESK1	1.98975
C11orf64	0.47525
ZNF611	0.795
PDE6G	-0.223
HLA-DQA1	0.928125
GCLC	-0.32225
SEC61A1	0.899357142857143
TWSG1	-0.315416666666667
ZMYND10	1.07225
CTDP1	0.0975
ADAMTS6	-1.26633333333333
SLIT1	-2.0495
KRT86	-1.6195
KIAA0574	1.1645
GTPBP2	-0.0497
PQLC3	-1.04925
PRRX2	0.223166666666667
C15orf44	0.401
MKKS	-0.737875
C11orf10	0.73525
GPR110	1.292625
CD109	-3.03908333333333
ADCY1	0.0718333333333333
RHBG	-1.3275
TP53I3	-0.42025
SLC22A3	-1.6922
UCP2	0.2755
FOXG1	-1.94166666666667
OR2AG1	0.1925
TRIM24	-0.51275
PROC	-4.024125
TAAR6	0.304
AMTN	-1.204
C10orf47	0.2945
DEPDC1	0.71975
FLJ45557	0.92375
ZDHHC17	0.525375
KIAA1429	0.468666666666667
KCNH1	0.35825
VNN3	-0.3225
PSMAL	3.93675
PPARD	1.52325
HFM1	-0.371
YBX1	0.108333333333333
ZNF695	0.2795
SCTR	-0.169333333333333
DCDC1	2.6335
VPS26B	0.5243
MTF2	0.2535
ATP6V1F	0.206
CCDC94	0.11
PERF15	0.4875
CCL11	1.18575
LMO7	-0.174875
DCST1	-0.1485
ADRBK1	0.06875
CDRT4	-0.61525
ZNF84	0.28925
HOXD8	-0.2695
STARD8	-1.03383333333333
FOXP2	-1.00857142857143
CCDC103	-0.131
POLR3A	0.1662
GSC	-1.50383333333333
ZNF114	-0.467
HTR7P	-0.1075
LALBA	3.532
RMND5A	-0.0265
PSCD2	0.548
ZNF409	-0.757
KRTAP1-3	0.550166666666667
MAF1	0.5925
LOC201725	0.103666666666667
NRN1	-2.931875
SPAG5	0.043
DNAH7	-0.0298333333333333
FLJ43860	-0.203
BRCA2	-4.2575
ACADM	0.35025
CXXC6	-2.169
RAGE	-1.509875
CHMP2A	-0.49775
FAM8A1	1.126
GPR21	0.307
SLC12A3	-2.957
FVT1	0.532642857142857
ZDHHC7	-0.449
FLJ44048	0.65875
SLC44A3	2.22166666666667
SDSL	-2.42566666666667
MMP8	-1.482
PLA2G12B	-3.57766666666667
ACY1	-1.6485
MT1E	-1.24816666666667
OR4K15	0.0985
TECTB	-0.3025
GPR20	0.781875
IRAK2	-0.88775
RFPL3	-0.66225
MYO9A	1.331
NARG1L	-0.472833333333333
BLMH	0.305625
CCDC3	4.14866666666667
C9orf21	-1.27566666666667
KIAA0513	-0.290666666666667
MIER2	0.094
PNMA2	-2.11266666666667
SH3BP2	0.7157
ANXA10	-1.7425
RTN2	-0.130666666666667
TFB1M	-1.998
PRPH2	1.36275
C14orf133	-0.516
GOLGB1	1.38966666666667
IRX4	-1.008125
NFKBIL1	0.908
C10orf62	-0.95525
APBB3	-0.07375
RPS10	-0.7178
LOC728378	-1.90575
TLE3	0.199777777777778
PSMB7	-0.9705
MESDC1	0.7615
SLC6A1	1.17183333333333
OCLN	1.23716666666667
PTTG3	-0.858666666666667
NAGLU	-0.95425
SERTAD4	4.935375
SPRY1	0.15
FLJ10781	1.43083333333333
MYSM1	1.2145
TRIM4	0.328928571428571
SH3YL1	2.247125
TREM2	2.92633333333333
SERPINI1	-0.6635
HDHD3	0.517625
TMEM38A	1.714625
EID2B	-1.07375
TDRD3	-0.387
SEDLP	-0.8275
THSD7A	2.15366666666667
NDST3	-1.12
KLHL15	-0.407666666666667
DHRS12	0.4255
FBXO9	-0.185214285714286
TNPO1	-1.26883333333333
MRPL13	0.159666666666667
SNX5	-2.316
METTL6	-1.37475
SOD1	-0.1295
CHML	0.00683333333333332
PACS1	1.375
SIRT5	-0.3181
CAPN2	-0.561333333333333
FXYD5	-2.202
TWISTNB	-0.61025
LRFN1	1.0755
UBE1L	-1.089375
UBE1C	-0.44225
OR51B2	0.07525
OR4D11	-0.141
C15orf2	-0.617
NR4A1	-0.146333333333333
LOC339047	-1.394
TRIM17	2.1655
