Hybridization REF	TCGA-AO-A0JG-01A-31R-A084-07
KCNH6	-0.2118
MDM1	0.2893
ALDH7A1	-0.0808333333333333
C9orf75	0.26825
VDAC3	-1.25475
OR51T1	0.6355
EIF3F	-0.392916666666667
KCNJ10	-0.095
LENG8	0.0175
EDEM2	-0.0981666666666667
CCNJL	-1.16733333333333
DHX37	-1.2275
CRYGN	0.4235
AATF	-1.335625
ZNF630	2.463875
E2F5	0.1435
WFDC13	-0.197
FTSJ3	-0.394333333333333
C4orf33	0.45875
LHFPL4	-2.754
C19orf56	0.0753333333333333
SMAD4	0.796625
AFM	-0.7535
G0S2	-0.48125
FCHSD2	-0.0221
RRP1B	-1.013
EEF1B2	-0.629166666666667
STAT6	0.721666666666667
ZNF195	-0.11425
GNL1	-0.6135
ZNRF2	0.445333333333333
PER3	0.51075
ASB16	0.15725
C10orf10	1.8325
ADCY8	-3.4795
C9orf58	-0.5565
ARMC10	-0.205166666666667
PSG1	-0.8425
DHX34	-0.0245
VARS2	0.02425
NFIC	1.0015
ITPR2	0.49125
AGXT2	0.0696666666666667
OR6K3	0.042
H2AFZ	-1.3035
MLLT3	0.331333333333333
COX4I2	2.2395
CCNT2	0.488125
PLK4	-2.255125
NUMBL	-0.753
MED16	0.1345
PLEKHQ1	1.16575
GOSR1	0.687777777777778
BTG4	0.5815
RPL30	0.318166666666667
IGSF5	-0.4575
IGFL2	0.768666666666667
ELMOD2	0.5085
SHC3	-1.2735
HAVCR1	0.056
DYNC2H1	0.019125
RNF5	0.403666666666667
C2orf7	-0.211
NLF1	0.708
KLHL25	0.47
LRP10	1.7211
KRI1	-0.37175
PUS7L	0.114833333333333
MGMT	0.885
HOXD1	-0.162666666666667
CSH1	0.168
ATG16L2	-1.17525
FLJ44635	0.6935
CHODL	0.16425
EXOSC8	-1.93925
SLC28A1	0.18975
MYO7B	-0.570333333333333
SEH1L	-1.2962
MTNR1A	0.272166666666667
TSPAN5	0.0421666666666667
CDC45L	-4.67
AMIGO1	0.554
ATAD3A	-1.98225
OSGIN2	0.219666666666667
PDIK1L	1.233
DARC	3.27475
PIPSL	0.15
SHMT1	-1.3735
CRISP3	-0.306
POPDC2	2.73483333333333
ZRANB2	-0.867333333333333
FBXL8	0.5615
TRIP13	-3.11363636363636
EIF5AL1	-1.769
POU5F1P3	-5.0975
IL6	-0.508666666666667
CXorf38	-0.200166666666667
IFNA16	0.3025
FBXL2	0.6115
BRD1	0.353
STATH	0.15875
FBXO44	-0.863333333333333
MCCC2	-0.103
CDC2	-3.1778
C5orf23	-0.558
IVD	0.305666666666667
C10orf122	-0.38025
MSL3L1	0.1419
MVP	0.26975
EPOR	-1.4989
ZMYM1	-0.262
BCL7C	-0.0665
PSTPIP2	-0.452
LYPD1	-2.140625
OR8G5	0.167
ZP3	-0.109833333333333
BCAS4	1.05825
EDG6	3.27925
ISY1	-0.496
PRAMEF2	-1.488
CUL1	-0.058625
RNF213	1.1537
CCRK	0.7865
DHX9	-0.11
C13orf29	-0.3815
NCKAP1	-0.263166666666667
MRPL43	0.916214285714286
XPR1	0.02775
PKN2	1.0059
PODNL1	0.8705
ZNF333	0.73925
DALRD3	0.8035
OPN1SW	0.101
BTBD6	1.126
C11orf82	-3.3995
OR5P3	0.67
DUSP11	0.722
L1CAM	-1.8323
NEK11	2.247
OR7E91P	1.163
CNTN3	1.1205
CREB3L2	0.4685
ZBTB37	0.843
KIAA1324L	1.88625
NDUFB10	0.279833333333333
NUDT2	0.0815
GTPBP8	-0.15325
CACNA1D	1.278625
PRKAA2	1.307
PRDM8	-0.0095
MGC16075	-0.6025
KRT14	0.955571428571429
PP8961	0.43575
MRPL18	-0.69675
ABCG2	-1.4565
PACRG	1.68925
BBS2	0.5365
KREMEN2	-4.359
FBXO21	1.319
HNRPUL1	0.0869166666666667
GRB10	0.83425
CLSTN1	0.7625
LMAN2	-0.1092
C17orf61	-1.20325
NIPSNAP3A	1.08975
INSIG2	-0.912833333333333
PCDHB7	0.5085
STXBP2	0.136
CMAH	0.626333333333333
SEMA5B	0.0895
ZNF155	0.5965
COQ6	0.323
PRPF4	-0.65325
TSPAN15	2.9882
VN1R5	-0.04
LATS2	0.68625
SELK	0.30125
PGK2	-0.48025
MS4A1	2.714375
TYW3	-0.2233
KRTAP5-1	0.79875
RCCD1	-2.18883333333333
BTN1A1	0.40325
DDX28	-0.0285
TMEM65	-0.839625
LOC92345	0.252
TTC31	-0.22875
WDR46	-0.746166666666667
CHP2	-1.4025
LSP1	0.638875
ZNF542	-0.45675
EXOSC1	0.272
ARHGAP18	0.174166666666667
LRRTM4	-0.666375
MAOB	0.95175
CACNB4	-0.00825
MGC33846	0.673875
RANBP3L	3.51375
ATP5L	-0.00962500000000002
ONECUT1	-3.495
NUDT9	0.627
TMEM149	0.894
STX17	0.572
IGSF10	-2.49925
TMPRSS9	-0.285
BMPR2	1.9235
ALLC	0.29325
KLF7	0.955125
GCC1	0.9924
TIMM9	-0.6725
CDO1	0.934333333333333
MGC10701	-1.15816666666667
IFI6	1.06866666666667
FRMD8	0.36875
MGAT2	0.41
WBP5	0.979666666666667
CNIH2	-0.15875
KIAA0907	-0.8825
KCNH8	0.918
CTSG	-0.35875
GRIK1	0.171
CUL5	0.406625
FRMD1	0.405
OR9A4	0.19
SYT6	-1.712125
FOXD4L2	0.70925
ANAPC2	-0.368333333333333
OPN5	-0.5075
TAF13	-0.48775
LYG2	-0.79775
GGNBP1	-0.1775
C11orf40	0.7865
OTX2	-1.168
REG4	-0.181333333333333
EIF5	0.3055625
PALB2	-0.94825
SEPSECS	0.3303
RNASE3	-0.47525
TRIM49	-2.3045
POLR2K	0.3446
GPR42	-0.109
C8B	-3.21475
SASS6	-1.0705
PREB	-0.506333333333333
OR3A3	0.378
TUBA8	0.557375
IGLV2-14	-0.87275
STIL	-2.67025
ANKFN1	-1.049
NME7	-0.745
HOXC12	-1.88125
UBE2C	-2.938375
FHOD1	-0.820875
CDK2AP1	0.549916666666667
OR6K2	0.7815
DHPS	0.258
RPL5	-0.41125
TRGV5	0.3675
LOC541472	0.149625
HCCS	-0.1577
DENND1B	1.2175
LHX3	0.198
OR5D16	0.627
CXorf57	-1.553
IRF2BP1	0.97575
NDST2	0.858833333333333
LCE3D	0.189
BOLL	0.23975
SYT3	0.71325
PIH1D2	-1.18375
C20orf7	-0.554833333333333
IL1R2	0.1145
SLAMF9	0.428
PPME1	-0.972625
PIK3CA	0.83725
TRAPPC1	-0.64
COLEC10	-0.71975
SLC9A6	-1.32266666666667
PDDC1	-0.827416666666667
CCDC53	0.4695
GK3P	-1.167
DAZL	-0.484
BRI3	0.26525
SDK1	-0.901125
CYP2C18	0.2595
IFI44L	3.03475
RPL3L	0.1205
FUT9	-1.26733333333333
KIFC2	-0.727
PMP2	-0.536625
SLC4A9	-0.2705
PLAG1	-1.9855
MYCBP2	0.812833333333333
OR4E2	1.1835
CCDC65	1.0135
C16orf82	0.373125
ENTPD4	-0.092375
BRP44L	0.115
PMP22CD	0.08
TMCO4	0.768
KCNN1	-0.852833333333333
WDR35	-0.0125
CCDC80	2.625625
C3orf31	-0.3715
SLC7A9	-0.8575
TMEM190	-1.48625
DBC1	-0.344
FADS3	-1.493
PDZD8	0.247333333333333
GRM5	0.062875
AZGP1	3.5385
PEX3	0.062
MED1	-0.329571428571429
ATG4C	-0.396666666666667
HNRPH3	-0.7345
FAM109B	1.868
C4orf17	0.1745
CA10	2.21675
OPRD1	-0.0665
CCL16	-1.667
SACM1L	-0.61225
CST6	5.09775
CD63	0.7085625
LGI1	-0.8225
ZNF784	0.1975
CRYBB1	-1.3745
CX3CL1	1.3074
TOP2A	-4.064125
GYPB	-3.91766666666667
GADD45GIP1	-0.97975
FEN1	-2.793375
IGF1R	1.494375
WDR72	-1.541
PURG	-0.6995
DEFB126	0.3015
PKD1L1	0.9795
CAV1	-0.9384
GNPDA2	2.0209
DGAT2	-1.3385
NLGN1	-3.63325
STRBP	0.118375
HPRT1	-0.855333333333333
FANCI	-3.011875
PSMA7	-0.2125
DBF4B	-1.15966666666667
TTF1	-0.48425
RAD54L	-3.7275
ELOF1	-0.186
PLAGL2	-0.679
ZNF256	0.59575
HMGCL	-0.262
MSI2	0.223833333333333
RPESP	-0.513166666666667
C11orf60	0.138
ABCD1	-0.776
ACAA1	-0.2058
SPARCL1	5.26992857142857
IL6ST	1.1825
ZNF319	1.15075
TMEM109	-0.5749
FAM90A1	-1.72216666666667
IL22RA1	-1.508
ATP4B	0.3525
TEC	-0.347833333333333
C7orf30	-0.735
TXNDC2	-0.495
ABCB4	0.84425
KIAA1191	0.5775
C9orf38	-0.1295
SFTPB	0.083
CNTNAP2	0.527916666666667
FRK	1.8595
TBX19	-0.1965
CHD4	0.34375
C6orf26	-2.197
MOSC2	2.25
IKBKE	0.10775
HIF1A	-2.2815
LOC595101	-0.391
RELA	0.0416666666666667
TMEM16B	2.489
ABHD12B	-1.5995
TSEN34	0.598
KIF18A	-3.78325
TXNDC9	0.170166666666667
SPATA2L	0.2665
SEMA4G	-1.3415
C21orf91	-0.414875
MATN1	-0.237
KCNIP4	-0.230833333333333
TUSC1	2.292625
OR4C15	0.25525
ARMCX6	0.519
WBSCR27	-1.72666666666667
OR52I2	-0.8315
KIAA1604	-0.25075
DYNC1I1	0.314
PPP4C	0.1655
SLC47A2	-1.4195
TREH	-0.04775
CD48	3.11366666666667
ST14	0.977666666666667
PKN1	-0.6395
SPON2	2.95525
XBP1	2.687
SFRS12	-0.174666666666667
EFCAB6	1.82325
SELT	0.05825
SLC39A2	1.259
ERF	-1.1755
ARL3	0.72075
SURF6	-0.8325
MLLT10	-0.244047619047619
FLJ11171	0.879333333333333
TDGF1	-4.3205
ERCC6	-0.00175
EIF2AK4	0.852875
BAZ1A	0.502833333333333
LRRN3	0.310666666666667
TMC3	-0.553
EFTUD1	0.29725
PTPRO	0.650833333333333
CLEC12A	0.869
ACBD4	-0.216375
ZDHHC14	0.068
OTUD7B	0.85125
ACTB	0.06175
MSRA	0.318125
LCE5A	1.165
IFI35	-0.164
BSCL2	-0.6675
ANKRD12	0.447083333333333
CFHR2	0.78575
RGAG1	-0.381166666666667
HSFY1	0.088
SLC30A5	0.491166666666667
IMPG1	0.097
GPR109A	0.4785
ZNF185	-0.34625
IYD	0.10625
NPCDR1	0.4415
SERPINA13	-0.451
HMGCLL1	-0.5695
NEUROG1	0.644833333333333
UBQLN1	0.053875
LIN37	0.46225
SOCS2	-1.427375
DSCR4	-1.712
XKR6	0.5295
GPR142	0.5685
KRTAP13-3	0.3755
CCDC15	-1.00566666666667
MOS	-0.141
CD1E	0.323
OFCC1	-0.209833333333333
FAM83D	-4.40825
SRFBP1	0.208
C9orf96	-0.396
DHDH	-1.181
CCDC90A	0.1865
RABL3	0.68305
CD320	-2.482
ANGEL2	0.453833333333333
MRPL21	-1.0355
SMG6	0.386833333333333
INSR	1.780625
FLJ14816	-0.7165
GLRB	3.20316666666667
C9orf89	0.56775
CIZ1	-0.635625
URG4	-0.320166666666667
LRDD	-1.49566666666667
CBY1	-0.158333333333333
NFX1	0.56975
MTERFD2	0.763714285714286
C19orf23	0.121
PGC	-3.15075
IER3IP1	0.878
RASAL2	1.094
C1orf89	-0.828
SYNJ1	0.193125
NFKBIE	1.2925
FLJ40125	-1.4485
TCEB2	-0.1738
NOG	-1.573
POLR2J2	-0.514666666666667
HLA-B	3.82775
PCDHA1	-1.454
PPP2R2B	-0.04225
ARHGEF17	0.9535
TCF7L2	1.27928571428571
CHD5	-0.866333333333333
ZNF431	0.01525
TBC1D25	0.256
ZNF800	0.9975
SCUBE2	0.901545454545455
MYCBP	-0.07
GPX5	0.3145
C6orf129	-1.132
QSER1	-0.495333333333333
ULK2	1.94525
PIGO	0.628166666666667
NRCAM	-1.90507142857143
SLC35E3	0.481
CSRP2	-0.3275
HYPE	0.28325
MAPK15	0.0263333333333333
MGC14327	0.034
TIMM13	-0.441333333333333
ZNF462	0.54875
GBA3	0.0525
TEX13A	-0.207
MCM6	-1.33333333333333
MTRF1	-1.129
ABCA7	-0.977
EIF4A2	0.08775
ZC3H10	0.7269
RPGR	0.3925
C20orf94	0.6275
RP1L1	-0.24775
GPR125	-0.60425
USP22	-0.607714285714286
OR1L4	0.3915
MLZE	0.3255
FLJ32065	-0.154
PTCD1	-0.5535
CRTAC1	0.897
BXDC2	-1.1845
C18orf1	3.429
FAM107A	1.63735714285714
EFNA3	-1.25325
P18SRP	-0.1675
CAMKK2	0.939833333333333
KIAA0649	-0.000749999999999997
NES	-1.444
HS6ST3	-1.960125
PON2	-0.0495
TCP11L2	0.60275
CLEC4A	2.133
PRR12	0.591
MLXIPL	-1.5398
C2orf50	0.382
ZNF28	0.812
ENC1	1.353
MAP2K1	-0.33625
FKSG2	0.64825
KIAA0430	0.88675
PTP4A1	-0.263222222222222
GPR156	0.799
GTF3C6	-0.3985
UBR2	-0.2119
LOC388272	-0.62125
MAK	-0.042
ACOT4	2.54
STC2	-1.98225
PIGW	-1.596875
SAE1	-0.595125
COL6A1	1.04813636363636
OAZ1	0.598666666666667
STMN4	0.296333333333333
EDG3	2.185
SGCE	-0.972166666666667
IL11	-1.75
PRSS8	2.31875
YIPF5	1.0205
WNT4	1.671125
CSN2	0.0706666666666667
TCF7	-1.993375
TDO2	2.682
SAMD9	1.4588125
S100A7A	-0.012
MMRN1	3.49666666666667
GKAP1	0.47925
AKR1C3	-1.91975
RNF19A	0.60025
GMDS	-1.17675
YKT6	-1.017125
SPARC	1.9212
C12orf31	-0.5495
UBE2V2	-1.70783333333333
FBXL18	-1.41883333333333
KIAA0460	1.007
ADAM22	-0.4705
SERPINC1	-4.87775
KCTD21	2.54125
MYOHD1	-2.524
ZNF37A	0.500333333333333
GTF3C1	-0.114666666666667
CTSZ	1.41425
PRNPIP	-1.108125
DRD1IP	-0.000500000000000004
NR1I2	-1.53083333333333
ZNF266	-0.005
SPAG4L	0.2075
COX4NB	0.03075
SAPS1	0.0171666666666667
APOA1	-3.821375
TATDN1	-0.601333333333333
C10orf82	1.61025
KPNB1	-1.6375
FOXO3	0.272416666666667
CRYBB2	-1.7315
ZBTB5	0.0931666666666667
SLC25A38	-0.7565
DCTN2	-0.196166666666667
IFT20	0.34425
CTHRC1	2.16725
C1orf31	-0.236125
UHRF1	-2.44325
GPC6	-1.664
C10orf54	1.81125
MCF2L2	-0.1035
WNT9B	-0.052
OLA1	-0.40725
FAM120B	-0.218
TTLL10	0.262
CYorf15A	-5.52675
RELN	-1.0654
SCN2B	1.12266666666667
MFHAS1	-0.7065
NKX3-2	-1.2025
RASGRF2	-0.4315
SSBP1	-0.641333333333333
KPNA6	-0.0228571428571428
LOC389118	0.181
HS3ST4	-0.6855
SUPT7L	0.14325
FLJ32658	-0.609
IGFBPL1	-1.03425
KIAA1641	-0.7423
SHKBP1	-0.416
CSF1R	4.565
NAGK	1.11175
MYL2	0.55875
HIST1H4C	-2.12583333333333
TOMM7	-0.116375
ADAMTSL3	2.4222
TNFSF14	0.19075
PRRT2	-1.32325
VTA1	-0.735375
AOAH	3.74483333333333
CRISPLD2	1.39585714285714
PNN	-0.8545
TA-NFKBH	-0.4275
ESPN	-1.64575
RBM43	0.8245
KIAA1267	0.376375
DDX3X	0.0725
KIAA1576	-5.131
PLXDC1	4.3325
FLJ25801	-4.45225
HNRNPL	-0.04825
RUNDC3A	1.32316666666667
CASP12	2.1475
SH2D5	-1.86025
RPL26L1	-0.1345
OR51A7	0.22125
HDC	2.8185
C2orf16	0.0398333333333333
SYTL3	1.840875
GOLGA4	0.2566875
NOTCH1	-0.242166666666667
ATPAF2	-0.345
ECD	0.668
SSX5	-1.06766666666667
SNAP91	0.009
OCA2	-4.224
PNPO	-0.403166666666667
DAPK1	-0.125333333333333
PINX1	-0.984666666666667
SELENBP1	1.578625
NEK3	-0.357416666666667
TMED4	0.267142857142857
SSTR4	-0.05
FOSL1	-3.1258
CD40LG	1.202
CES1	-1.24091666666667
DCI	0.182666666666667
B3GAT3	-0.772666666666667
STK17B	0.345
CNTN6	0.4985
CYP3A4	-0.477166666666667
MBOAT2	0.334285714285714
PISD	-0.494375
USP1	-0.2815
PYDC1	0.473
CENPM	-2.805875
SAR1B	0.61825
TTC7B	-0.030625
DP58	-0.113
GPC1	0.4615
RBL1	-2.094125
TMEM137	-2.56533333333333
TOB1	3.35083333333333
TCEAL1	2.71533333333333
CENPF	-3.93736363636364
C6	1.83483333333333
PRSS1	-4.022
PPIL6	0.541333333333333
C6orf124	-1.4575
ODZ4	0.910833333333333
SNCB	-0.381
NDUFB9	0.042
CNOT6L	1.191
S100A9	-0.118666666666667
TRIM50	-0.1535
KCTD1	2.6762
WDR63	0.29225
SPEF2	0.809625
RNGTT	-0.6105
CXorf22	0.2485
KCNK16	0.419
CEP250	-1.876875
ATPBD1B	-0.40925
KCNJ2	3.65625
MT1B	-0.2735
ZNF684	0.8575
SLC4A1	0.231
PDHA1	-1.14875
ZNF492	-0.36175
TKT	-2.8265
BYSL	-1.5705
RNF38	0.73325
AHDC1	0.0295
KLHL2	0.667
CMTM8	0.7555
DMP1	-0.3105
HERPUD2	0.352125
CRTAM	4.67733333333333
ZNF572	-0.192
TMEM16J	-0.5
HSD17B2	-3.86825
UBE2G1	0.54775
AHSA2	-1.53025
PELI2	-0.3965
TPX2	-3.90125
ATP9B	2.14133333333333
DAZAP1	-0.57075
HMGCS2	1.49516666666667
C17orf38	0.7855
B9D1	-1.116375
NKX2-5	-1.3155
KIAA1276	-0.0235
LILRB2	3.2725
CSTF1	-0.222166666666667
BTN2A1	0.301333333333333
C15orf48	3.5615
IGF2BP3	-4.44575
FAM113B	0.951666666666667
HRG	-0.1365
ZNF131	-0.014
USP47	1.21628571428571
CCDC88B	-0.70975
HCN1	-0.4726
HTN1	-0.641
SYCP3	-0.411
C13orf23	-0.5975
PAPOLA	0.190875
AATK	-0.0824
MSH3	-0.237666666666667
NDUFAB1	-0.85425
ITLN2	-0.971
BAK1	-0.264
MRPL45	-1.0185
MTNR1B	-0.148666666666667
LOC645843	0.2375
SPECC1L	-0.276625
PGCP	0.94525
SPN	-0.277875
GPR143	2.00416666666667
ZNF576	0.4495
TMEM39A	0.4952
ATP5D	-0.524166666666667
MAGEB3	-0.6745
RPS5	-0.954666666666666
ANP32E	-1.65792857142857
MTMR1	0.51675
YEATS4	-1.3325
SYNGAP1	0.229
PCOLCE	-0.346333333333333
MNS1	-1.0405
PCYT2	-0.413666666666667
ZNF182	0.1065
LAX1	1.507375
SPPL2B	0.5427
ELOVL5	0.5881
PCDHAC1	-0.12
B4GALNT1	-1.936
BLOC1S2	0.691
ZNF673	-0.2326
ARHGAP21	-0.297
IRX5	4.069375
LRFN5	0.1005
FAM7A1	-0.45725
RAB19	0.7785
GINS1	-2.8855
ITM2B	1.734
PAPSS2	0.539583333333333
OR5BF1	0.4055
ACSL3	2.117
KIAA1919	-1.38158333333333
GLT8D2	2.504125
UTRN	0.699
CNN1	2.356
HISPPD2A	0.4395
SDAD1	0.192625
SIGLEC9	0.706166666666667
RPL35	-0.462571428571429
C22orf26	0.333
IMPDH2	-1.60675
WDR69	-0.697333333333333
SEC14L5	-0.290166666666667
CLTA	0.318
RP11-529I10.4	0.0165
GPR37L1	-0.0188333333333333
OGDH	-0.434
ASB13	0.923666666666667
ZFP14	0.746
ZCRB1	-0.049
KPNA3	-0.26575
HSPA1L	1.41975
RHOC	1.1445
LOC554175	-0.3235
PPP3CA	0.7051
SLC1A7	-0.0196
ZNF529	-0.247166666666667
RBED1	0.722
DDB2	-1.44375
FLJ11286	0.125666666666667
SPATA1	0.616
MKNK1	0.566666666666667
DYSF	1.44633333333333
ALKBH2	-0.49175
NKD1	-2.27966666666667
C1orf174	-0.90175
PLEKHO1	0.5145
ASB10	0.15625
RING1	0.371666666666667
NPC2	0.674375
AVPR1B	0.1165
YTHDF1	0.150666666666667
LMAN1L	0.193
GSG2	-2.5855
CEP170	-0.1315
RPS4Y2	-5.73
MSH6	-0.8915
HECTD2	1.262
ZNF556	-3.755
PLEKHC1	-0.7698
AIRE	0.507
BCL2L10	1.183
LMOD3	0.0675
ZBTB8	0.428
FOXA2	-3.9462
SLCO2A1	3.570125
C3orf46	-0.796
PRDM16	0.244333333333333
TMEM98	0.0665
FRMD5	-2.704
PDE6C	-0.4805
C1orf216	0.418333333333333
EP400	-0.123642857142857
PTK2	0.228916666666667
RNF217	-0.53425
NDUFA8	0.4615
ZFAT1	0.395
LAMP3	2.58083333333333
GLTSCR2	0.832375
NPW	-1.86
LLGL2	0.3017
PPM1K	-0.712333333333333
C20orf177	-0.1575
KIR2DL4	1.0441
NFKB2	-0.064
C21orf122	-0.521333333333333
HESX1	-1.2845
GPR114	2.64233333333333
SLC25A35	-0.2605
GNAT1	-0.11425
ORAI3	0.448
FAM76B	-0.552375
TMEM99	0.6382
TRIM29	-0.18
CDS1	3.38275
RHEB	-0.4514
C4orf27	-0.039
RAB3A	0.14075
OTUD6B	-0.3225
GPD1	0.27025
CDH15	-1.94233333333333
NPM1	-0.583285714285714
TMEM117	0.74525
PRPS2	0.273083333333333
GCK	-0.8705
ADRA2A	3.446
TSPYL4	0.696833333333333
TASP1	-0.26875
WDR19	0.378
C10orf38	-0.9925
PDE4C	-0.811
FYB	1.466
C1orf55	0.181166666666667
PPFIA3	-0.51475
RAD18	-0.224
C12orf44	0.193
CRYBA4	-0.1405
HVCN1	1.8095
TAF10	-0.4255
C16orf48	-1.15816666666667
DEPDC5	0.667
LTBP1	-2.845
MAPRE1	0.00812499999999998
FGF8	0.2215
C3orf52	3.01175
SENP7	0.789666666666667
LRRK2	1.203
RUNDC2A	0.139
KIAA0355	0.732
CPEB1	-1.768
PPEF2	0.1385
ABI2	0.172833333333333
KIAA0317	0.089625
ATF1	-0.507666666666667
DYNC1H1	0.366
DIP	0.312
TMEM33	0.606
POLDIP3	-0.11
C7orf24	-0.11325
GPR171	4.35325
CDC6	-4.374
PLD1	-0.1222
ITFG2	-0.0846
NDUFC1	1.207
AKNA	-0.5875
NBR1	0.5755
PKHD1	0.466571428571429
HPS4	-0.8673
MAFA	0.764
ULBP3	-0.44825
DIRC1	-0.543
IMMT	-0.353375
C22orf13	-0.2005
CEL	0.017
MARK3	-0.25825
ADAMTS2	0.695666666666667
ARPC3	0.3795
TMEM10	0.316625
NPHS1	0.50475
BRD8	0.194833333333333
WDR12	-1.53375
IDI2	-0.05575
HOXD13	-2.13
OR8G2	-0.804
SLAIN1	-1.37825
GABRQ	-0.628
NR2C2	-1.2
NKTR	-0.6837
TLE2	0.578
KIAA0892	0.671666666666667
AURKA	-3.54172727272727
GPRC5C	0.1075
TBC1D9B	0.645875
PNPLA6	-0.537833333333333
AP3B1	0.251
NAG	0.144875
C11orf68	-0.7285
AKR7A3	1.35325
AHCYL1	0.48525
COP1	0.3965
RPP14	-0.7415
PCDHB18	1.1225
CDH24	1.18875
KRT17	-0.2488
LACTB2	-0.45425
DDX24	0.8838
PHACTR1	-2.316
SLC35E2	-0.06775
LOXL1	0.14725
IQSEC2	0.43
RGSL1	0.845
PCDHGC5	0.205
MEGF10	-0.1595
PRRX1	1.15
ASTE1	1.15966666666667
C6orf159	-0.71275
MYOD1	0.94325
GAA	0.48
ZNF747	0.65325
KLRC1	-0.477125
IL1RL2	0.2825
GDF9	0.42875
GPR119	0.4945
TRAF2	-0.871166666666667
HCK	3.32616666666667
BMP6	-1.7695
IL8RA	0.216333333333333
FLJ35848	-0.8745
EFHA1	-0.10025
CDSN	-0.916166666666667
C14orf54	-0.8075
LSM3	-1.297375
ZFP41	1.0995
C9orf126	-0.756
VIT	0.441
SPCS3	-0.88375
DEF8	-1.4022
CHAF1A	-2.07483333333333
C1orf165	0.572333333333333
ZFPM2	1.22483333333333
FTH1	-0.1965
SLC35F1	-0.886
YWHAH	-0.26
C17orf66	0.421
ADRB1	-0.194666666666667
FOXL1	-0.5625
RG9MTD3	0.1055
UMPS	-0.26825
MGC13008	0.2685
KIAA1161	-0.8525
CCDC77	-1.53025
C12orf65	-0.7429
COG4	-0.358833333333333
RCP9	0.68975
RP4-692D3.1	2.59266666666667
CDC2L5	0.61475
MGC7036	0.963166666666667
DNAJC11	-1.5285
GDF2	0.0458333333333333
TIMM17A	-0.089
HNRNPA0	-0.2239
OR2H1	-0.11075
PCBP1	0.458625
COL23A1	-1.44225
LRRC2	0.214
NSD1	0.286142857142857
FLJ37078	-1.068625
WDR91	0.506
TMEM179	0.25325
DSCR10	-0.7105
CNDP2	0.5074
FYN	0.2105
BEX2	1.32483333333333
KCND3	1.21175
YPEL5	1.745125
LRRC42	-0.718
C17orf45	-1.48025
ZNF649	0.7641
LOC150763	0.66975
COL5A2	2.70725
CNGA2	0.6315
ELA2B	-0.526666666666667
RAB9B	1.07375
FAM100A	0.11925
NAIP	0.722285714285714
MYOZ2	0.663125
SPATA12	-0.34
XRCC4	-1.08475
CYB561	0.8978
CHST10	0.76925
BAI1	-1.09133333333333
BRSK1	-0.498333333333333
C17orf89	-0.154
PDE6H	-0.5925
FLJ20309	0.7444
MAP7	1.208
SCN4B	2.26925
SPAG9	0.1954375
SERTAD1	0.641333333333333
FLJ21963	0.176
ANTXR1	-0.246
TMPRSS13	1.66166666666667
ETV7	2.6785
DGAT1	0.0265
NKIRAS1	0.2245
TAC3	-3.36825
CORO1C	-1.32725
RAD54B	-1.06975
HRASLS3	0.990166666666667
C21orf42	1.26875
BARD1	-0.755333333333333
ZNF177	1.2945
MIP	-0.7635
ZNF442	1.4115
F2	-4.1477
GRIA1	-0.109375
GALNTL2	1.613
WNT5A	-2.2544
LENG9	0.136
hCG_25371	-1.2015
FOXR1	0.7455
TRA@	1.5759
PWWP2	1.36925
C1QTNF7	1.88566666666667
SLC7A4	0.1015
C4orf7	4.64175
C17orf80	-0.0485
KLK4	0.393833333333333
IL31	0.0545
TMEM176A	3.78575
CTNNB1	0.0859375
BHLHB2	1.64975
TMEM185B	0.547666666666667
ARD1B	-1.07175
C1orf93	-0.2795
BRUNOL4	0.0293333333333333
LOC541469	0.5625
UPK2	0.10925
GAS8	0.346666666666667
PATE	0.301
IMPACT	1.28875
WNK4	0.219333333333333
HNRPLL	-0.738875
GAD2	-0.0786666666666667
ITGA6	0.30975
BMP15	-0.2425
CYP2A7	0.479
RIC8A	0.43575
CCND1	1.49008333333333
USP35	2.354
DSCR2	-1.77425
CCL4	4.46583333333333
ZCCHC10	0.4525
NOL11	0.01875
TRPM2	1.36591666666667
PSMD2	-0.715272727272727
CHTF18	-2.59625
USP18	0.88975
RRAS	0.09775
LAMC3	-0.30475
TOX	-1.55683333333333
PCDH15	-0.216
GABRG3	-1.828
NUDCD2	-0.2305
SGCZ	0.094
KCTD17	-0.4809
SPSB2	0.907
TPPP3	2.819
CILP2	0.446
CALB2	1.65275
CEBPZ	0.0405
ZNF479	0.4745
FMOD	5.094
C21orf66	-0.765357142857143
CLN6	-1.05383333333333
ANAPC1	-0.669
SH2D3C	2.19775
PTPN14	-0.544
TRIM42	-0.13625
APTX	0.40275
SNRPG	-0.8285
BMS1	-0.512
MAGEA3	-4.447
NFATC3	-0.60175
LRRC45	-0.637833333333333
ARS2	-0.557071428571429
LRIG1	0.212833333333333
EPSTI1	1.13816666666667
PRSS27	0.109
ERC2	-0.117625
PRKACB	0.738928571428571
PRDM13	-3.8535
HCG27	-0.24
KLK12	-4.6695
HSD17B7	-0.0973333333333333
ZNF354A	0.8755
PCDH11X	-0.4525
DMGDH	1.31825
PCBD2	0.245333333333333
TMC6	-1.7555
RIMS1	0.514625
SF3B2	-1.02833333333333
RCN1	-1.46116666666667
CPB1	5.55925
BCAR3	-0.29625
FCRLB	1.207625
PAK1IP1	-1.3325
