Hybridization REF	TCGA-A8-A08J-01A-11R-A00Z-07
ARHGAP29	1.866625
PROKR2	0.824
PDE5A	-0.695166666666667
C6orf12	-1.164
TOM1L1	1.3135
WHDC1	0.39225
FOXI1	0.508333333333333
RAB4A	-0.1099
TMEM39B	-1.01175
ATPBD1C	-0.14225
FARSA	-0.694833333333333
PLEKHG5	-0.412
CMAS	0.0118333333333333
OR7E24	0.5105
SLC30A1	-1.59425
CDC42EP5	1.1745
PLAC1	0.32375
KLHL18	0.0655833333333333
LBA1	1.3547
TAZ	-0.819
CRIP2	2.34175
BTBD11	2.17233333333333
C16orf72	0.51575
DIO2	2.1657
LRRCC1	0.964
CCDC136	-2.4325
PRX	0.146125
RBM5	-0.1447
TMEM85	0.02625
TUBGCP4	-0.967666666666667
APLN	1.115125
CDK7	-0.132333333333333
SSR2	-0.0600833333333333
CRELD1	0.368
C19orf46	3.09975
GAL3ST4	0.928833333333333
KBTBD10	0.4255
IL28A	1.25075
WDR27	-1.9185
MCM2	-0.8255
SOX14	0.172
FLJ39743	0.2875
KIAA0922	-0.347125
HIPK4	0.2835
FLJ25758	0.1615
C16orf57	-0.89475
PDZD2	0.72025
MCC	-0.306125
HHLA3	-1.025
ID2	0.73075
C20orf23	1.991
ZNF688	1.61825
APOC2	-1.19883333333333
LOC440093	0.7055
FAM50B	2.555
PWP1	0.023
DNAH10	-0.10025
HIST1H2BA	-0.114
GPR56	1.50966666666667
METAP2	-0.325875
PAN3	1.76833333333333
STXBP4	0.58875
PDHX	-0.339
MTA1	0.0558333333333333
ZBED4	-0.4425
ZNF720	0.808
CDK2	-1.1785
RHOJ	0.24
CDC37	-0.7595
ZER1	0.855125
GRK4	-1.13225
PRPH	1.65325
POLR2A	0.662375
OGFOD1	-1.30325
NOL5A	-1.42275
PHEX	2.287
FLJ16478	0.089
C20orf117	-0.411
CAMTA2	0.74325
C11orf74	-0.145166666666667
DDX17	0.0633333333333334
C5orf27	-0.079
PLEKHA2	-1.0302
PDE4DIP	-0.3938
SCN7A	0.92175
ZNF559	-0.883833333333333
CXCL10	3.976
ZMYM4	-0.231333333333333
STK32B	-0.701333333333333
KIAA0888	-4.4802
TACR3	0.6255
CKAP2L	-0.83775
KIF1A	-1.3305
RSPRY1	0.08725
VCAN	1.4915
CYP27C1	0.552
SYDE1	-1.319
MED12L	-0.613
ZDHHC21	1.50875
NHS	0.0965
TM9SF3	1.31583333333333
DDHD1	-0.738625
MAFG	0.04175
BICD2	-0.6886
C14orf119	-0.244166666666667
C14orf43	0.581071428571429
CDH7	0.53775
ALKBH5	0.0122857142857143
JUP	1.142625
TMEM41A	0.597166666666667
MAMDC4	-1.44383333333333
CBX3	-0.62125
LRRC18	0.211
RBMXL2	-0.19475
PLA2G4D	0.682
FGF13	1.986375
KIF3A	0.515333333333333
PDIA6	-1.034
DCXR	1.362
CASKIN2	1.9985
EHD1	-0.305833333333333
MARCKSL1	0.444833333333333
ZNF496	-0.407166666666667
SCAF1	0.295666666666667
KCTD8	-1.2365
TRAF3IP3	0.513071428571429
LSR	1.68725
CXorf1	0.191166666666667
C14orf112	0.621166666666667
EIF2B1	0.5345
OMP	-0.306
GSTZ1	0.10025
LOC92017	0.615
ISLR2	1.485
C12orf36	1.1695
GATA2	-0.127666666666667
GABRA5	-3.3635
CELSR2	-1.31685714285714
STAM2	0.2051
TNAP	-0.339
PTPMT1	-0.896833333333333
GRP	6.98825
SV2A	-1.005
MAGEA12	-1.79075
CACNG1	4.0675
C18orf19	-0.2715
GSG1	-0.0173333333333333
PTPRJ	-0.738142857142857
FRMPD1	0.059
ZNF668	0.24175
PLEKHJ1	-0.547875
ADAT1	-0.1073
TMEM50A	0.2642
UCN3	0.0545
HOOK1	2.236625
IL17B	-1.5325
MLKL	-0.919
TTC14	-0.786666666666667
KLHL5	-0.419375
CRYL1	-0.026
FOXH1	0.214
NFYB	0.007
PPM1G	-0.204
GOLGA2LY1	-0.58475
NMT1	-0.47575
HADHA	-0.1168
CHSY-2	2.225
PLEKHF1	0.788428571428571
SAGE1	-1.532
MUSTN1	-0.09075
SUHW4	0.55
TFEB	1.83266666666667
ZFYVE27	0.1205
ATG12	-0.2725
BMI1	1.30964285714286
ZIM3	-0.0555
MYH4	-0.25925
MASP1	-1.08
KIAA0984	0.80475
RPAP2	-0.8085
ASB5	-0.365333333333333
BOLA3	-0.0751666666666667
MIA3	1.24333333333333
KRT35	0.7385
KIR3DL3	-1.0445
MRPL51	-0.3835
SEMA3F	1.5275
NDUFB2	0.657833333333333
LOC253012	-0.832
FAM46C	0.3744
G6PC	-2.651
CSAG3A	-1.65233333333333
PREX1	-0.467
SLC25A45	0.031875
MAPKBP1	-0.0454
CPE	2.4092
GNB1	-0.396875
CXCR6	0.761
TRIM46	0.8785
C16orf3	0.428166666666667
HPSE	1.582625
TIGD3	0.845
SPG3A	2.87375
LCAT	-2.27016666666667
ST6GAL1	-1.83922222222222
POMC	0.63425
FLJ36031	-0.7125
NSMAF	-0.47
SKIL	0.8215
ADSS	-0.539
HMGCS1	-1.4896
POLR3F	0.322166666666667
RAB10	0.52575
ZNF277P	-0.757125
ZBTB7B	0.675125
DHRS1	0.844
ABCC13	-0.00350000000000002
CNOT3	0.27525
NFKBIA	0.622
GAK	0.790666666666667
SFT2D2	1.19716666666667
HOXA6	0.353
CRTC1	0.24125
LY6D	-1.13083333333333
C20orf72	0.137833333333333
CPT1A	1.67975
LMO1	-0.735
EIF3I	-0.67525
PRB4	0.274
MCM3APAS	-2.3845
C20orf132	-0.722
FOXF2	-2.744
S100A12	0.811
MLH1	0.318166666666667
ACTN1	0.3792
MRPL36	-0.503666666666667
C20orf106	-0.0852499999999999
FBXO6	1.32133333333333
MKS1	-0.019
CX3CR1	-2.449375
PDE1B	0.8745
PLP1	-3.575
KISS1	0.117666666666667
C14orf2	0.103
TBC1D3P2	-1.19875
COMMD6	1.1033
ANKRD7	-1.7655
PTCHD1	-2.59928571428571
NARS2	-1.725
DOCK7	-0.888
FAM127B	0.502125
LOC390243	-0.061
N6AMT2	-0.07725
ZNF391	-0.629
DNAJB14	0.746
WRB	-0.758375
BPI	-0.07875
TTC4	-0.988
FAM10A5	-0.575
GOT1L1	0.214222222222222
MAGED1	0.25925
RESP18	0.1885
WFDC6	-0.472333333333333
MT2A	-0.286
C11orf56	-0.2555
KIAA1432	0.308
ROR1	-1.36675
HSD17B14	2.52216666666667
ZFAND2B	-0.290125
SAMD4B	0.85925
HEXA	0.113875
HNRNPU	-0.00304545454545451
USP39	-0.286
NRD1	-0.53525
R3HDML	0.563
FLT4	0.306
OMG	0.2845
OR52N4	0.4625
LOC399818	-0.534
ELA2	-2.2525
VENTXP1	0.5225
RFC5	-0.839
OR52L1	0.4555
PAX5	0.126
FBXO2	-2.31225
GMEB1	-0.1925
AKT3	-0.549833333333333
CRB1	-1.734
CTTN	1.48416666666667
UTP15	-0.625666666666667
HSBP1	0.596333333333333
PHF11	1.83675
NDEL1	0.196166666666667
USP8	-0.056
BAIAP2	0.4525
SI	0.401
ARSJ	-1.21466666666667
BAAT	-2.3695
KCNS3	2.389
LOC126147	-0.378666666666667
TMEM37	-0.11575
C1orf162	3.32216666666667
MBD1	-0.24
ITGAL	0.668
WDR73	0.348833333333333
GKN2	0.528
ARFGAP1	-0.205625
SLC5A8	-0.875666666666667
ZBTB40	-0.2777
CYP4B1	2.67416666666667
LYPLAL1	-0.0745
CHST3	-0.72025
MAP3K9	0.6125
BTAF1	-1.509
TFAP2E	-0.4035
RBM35B	1.446
LOC441251	-0.110166666666667
ANKRD25	-0.510666666666667
UQCRC2	-0.1155
MAEA	0.276
HYAL1	-2.6321
RNPEPL1	0.8655
CPSF2	-0.243125
PSD3	-0.6414
ABCA13	-0.342875
AGR2	3.015875
GBX1	-1.292
HDLBP	0.766785714285714
ACY3	-1.079
HECW1	0.23625
ZNF519	-2.45625
HOPX	3.46
ZNF304	0.670875
OR12D3	0.096
FKSG43	-0.21825
METTL1	0.397625
MFSD3	1.0175
PSPH	-1.378
CLCA3	-1.226
DARS2	-0.391666666666667
CDC25A	-1.17
BAIAP2L1	-0.05925
B3GNT5	-0.01925
USP29	-0.0935
ARHGEF10L	0.3586
ATOX1	1.048875
ADAM30	0.3145
DNASE1	2.822
STT3A	-0.00125
RAB6IP1	-0.6935
PTN	0.8688
C1orf106	-1.09576923076923
HECA	1.31675
RNF122	-0.483
SLC22A18AS	0.345333333333333
GNG8	0.595833333333333
ELP4	-1.043
FAM65A	0.560833333333333
RPL10A	-1.24133333333333
IRS4	-0.134
MACF1	0.3179
SEC24D	0.83175
LOC374395	0.895
TGFB2	-1.097375
MDFIC	-0.038
CHRNE	0.603166666666667
PCMTD2	0.1135
ATP6V0D1	1.129
MTA2	-0.1315
LZTR1	-0.6065
RAP1A	0.164
AXIN1	-0.35125
POLR1C	-0.8765
TRIO	0.0911666666666667
PLXNA4A	-0.3375
C5orf33	-0.886
DEPDC1B	-2.79675
ZNF473	0.214
MTM1	0.465875
GPR107	1.06133333333333
CSNK1A1L	0.297166666666667
FLJ14154	0.267
NLRC4	4.1235
ENPP4	0.863666666666667
PADI3	-0.2715
RNF170	0.20975
CG018	-0.6825
C16orf7	0.36175
KCNE1	-0.5335
NRM	-0.972166666666667
SLC37A3	-0.5925
TPD52L2	-0.6155
UNC5B	2.5335
C12orf12	0.5758
SDHB	-0.45125
CLRN1	0.142428571428571
NUDT10	-0.319166666666667
UGT3A1	0.155857142857143
FBXW8	0.75725
RHOF	-0.90975
PTPLAD1	0.73825
MYO3B	-0.618333333333333
DERA	-0.7935
TPP2	-0.449
C19orf53	0.0348333333333333
GINS3	-1.43025
ST6GALNAC5	2.061
CHSY1	-0.84375
MGC15705	0.124
GPR83	0.201833333333333
EXT2	-0.29875
DOLK	0.77175
TUBAL3	-0.5655
ACVRL1	2.05322222222222
ABL2	-0.0623333333333333
C14orf156	-0.506
PTPRZ1	-3.18314285714286
DIP2C	0.88725
LAMP1	1.04475
RXRA	0.4943
MAP3K5	0.64275
ALKBH1	0.162166666666667
PDLIM7	0.084
ARL14	-1.3825
SNIP1	-0.5765
TIMP3	2.94891666666667
RGS3	0.3755
SPAG16	-0.6119
ABHD4	0.7615
ARHGEF12	0.73625
GLUD2	-0.4175
RAC2	-1.4936
UAP1L1	0.3055
SLC18A3	0.086
YOD1	-0.464916666666667
RALY	0.13325
HMOX2	0.56475
DGKH	-0.0315
DBNDD2	1.36716666666667
YIPF4	1.04675
THAP10	-1.534
ZNF513	0.56675
HAGHL	0.110333333333333
ITGB4	-0.0198333333333333
CCDC141	-1.2385
YTHDF3	0.7455
C5orf28	-0.54125
RPL7L1	-1.10475
TMEM30B	1.39928571428571
ANKRD35	1.135
DUOXA2	-0.783
TBC1D5	-0.030875
DFNB59	-1.051
HRH4	0.38375
MYO6	2.5827
DNAJA4	2.94275
RBM24	-1.9735
CEACAM20	0.048
RBM23	0.219142857142857
NGFB	-0.6955
C1orf63	-1.7595
KRTAP7-1	-1.0615
PERLD1	3.77325
NPB	0.342
C17orf59	1.6996
HSPBAP1	-0.71175
SLC15A4	0.40825
PRTFDC1	-0.5925
OSMR	-1.28021428571429
CYSLTR2	-0.491
C19orf25	0.5415
KIAA1797	-0.412
NLRP6	0.464
FAM105B	0.1945
SCRN2	0.198833333333333
LRRC58	-0.0134
RNF17	0.204142857142857
NEIL3	-1.581
FAM137A	0.9865
SKP2	-3.4885
PARVA	0.932416666666667
PKLR	-1.599
RNF34	0.33825
A3GALT2	0.2545
C12orf50	0.126166666666667
SUNC1	-1.107
FAM102B	-0.00266666666666667
CCT2	-0.32325
LRRC37A2	0.0015
ARF4	0.8945
SIKE	-0.17425
C8orf48	0.111333333333333
MBTPS1	-0.238642857142857
GPSN2	-0.066
NCF2	3.17725
SLC12A6	-0.0481666666666667
MRPL48	-0.46775
HMGN3	-0.051
LRRC62	0.05725
PAX9	0.046
FAM55A	0.552
C20orf42	-3.04333333333333
SCML2	-2.01216666666667
BCL9	0.31225
FAM40A	-0.2705
C9orf41	-1.24916666666667
ZNF774	-0.3625
LETM1	-0.5655
PLXNB1	-0.780833333333333
NIPSNAP1	0.11375
USP10	-0.7105
F9	0.09425
LIPE	1.4125
CNGB3	3.3335
C12orf52	0.401
PI4K2A	0.238
MED8	0.019375
STAT4	0.9949
FGD4	0.765
RNF145	-1.005
WDR32	0.539
CLDN2	0.183833333333333
TCEAL8	1.2985
ZMYND8	0.0938
PDXK	-0.23203125
GATAD2A	-0.3515
PTGES3	0.111
CCM2	-0.40625
TAP1	1.86025
ZNF670	-1.77375
ETS2	-1.20807142857143
C6orf166	0.369833333333333
PRMT2	-0.018
OR4B1	0.0185
INTS8	0.606
CCDC102A	-0.57175
CCDC83	-2.13483333333333
ITGA1	0.4832
EPHA5	0.2644
FAM24B	-0.680166666666667
TSGA10	1.30625
HAL	-2.52316666666667
MYOT	-0.468
SPACA3	-0.09725
BCL2L2	-0.068
CUGBP2	-0.635
CCNB3	0.68875
RNF113B	0.1095
MERTK	0.84525
BAG1	-0.481
VPS36	0.395
ORMDL3	2.8859
C1orf190	-0.15225
ZNF625	-0.63025
CORO2B	-2.00575
ALOX15	0.2925
CST1	0.8635
NUPR1	2.2535
CCL7	2.56025
SMCR5	-1.843
DSC2	1.935
RBMS2	0.68075
GRIK4	0.284
TRIM65	-0.6407
TMPRSS6	0.357214285714286
TP53INP2	0.98825
GLB1L	-0.569
LOC388284	0.348
PUS1	-0.272642857142857
BCL9L	0.4175
OLFM1	0.645666666666667
RET	2.6325
MASTL	-1.2945
ALX3	0.2645
IL1RL1	0.1525
ZNF765	-0.6454
C14orf138	-0.99175
SNX10	-0.544333333333333
TAC4	0.288
C1orf64	3.898625
POGK	1.56975
MAPK9	0.31375
ZNF366	2.90775
C8orf79	-1.1367
CLDN7	2.902375
OR5AT1	0.4795
TRIM37	-0.593
LRRC25	2.719
GRHL2	3.054
TEKT3	1.7405
LASS5	0.0313333333333333
ABCC4	-2.12875
DLG3	1.641
VGLL1	-0.085125
ZFP36L2	0.207333333333333
MFRP	-0.150833333333333
KIAA1799	-0.155
FLJ44379	0.121
PCNX	-0.1365
ANXA9	1.544
CYP4V2	0.7556
PIK3C2A	-0.76925
SRR	0.2065
NOL3	0.90675
IFITM2	1.4625
ARNTL2	-1.162
ZNF595	-0.0375
NLRP13	-0.1065
ASPH	-1.13725
CPA2	0.368
PVRIG	-1.7745
LEPR	-1.539
C16orf42	0.406666666666667
SH3BGRL	1.775
FAM77D	-0.3036
FNDC7	0.0715
C9orf6	-0.641833333333333
NOTCH2NL	1.24416666666667
PGBD1	-0.049
SYNGR2	1.6035
PITPNA	0.0393125
PRPF4B	-0.9486
SLC43A3	-1.76771428571429
NRBP1	-0.04225
SLC25A22	-0.2175
ILK	0.1355
SLC22A8	0.7985
MRPS7	2.472625
PITX2	-1.436
FABP3	-0.463875
OR1L1	0.632
LOC728215	0.3715
BLID	-1.6935
KIAA1217	2.72664705882353
TFPT	-0.05175
AP4B1	-0.7135
VBP1	-0.819
OR1K1	0.4435
MORC3	-0.241
BHMT2	-0.361666666666667
C3orf10	0.7245
FZD7	0.325333333333333
WFDC10A	0.546
PMS2CL	-0.747625
CCDC32	0.883833333333333
FA2H	1.635
ALG13	0.251
TTLL7	1.0611
SPOCK3	-0.48425
SLC13A2	0.219
AIM1	0.50025
GPRC6A	0.317
EGR2	2.70875
MED11	0.646
WWC1	2.47575
SH3GL3	-3.36775
RIF1	-0.495785714285714
PRLH	-0.091
VLDLR	-0.6025
DBT	-0.0874375
C21orf63	-1.332
CGGBP1	0.0425
KRTAP12-2	-0.144
TADA3L	-0.248375
ZBTB16	0.153
PDGFB	2.106
RFX1	0.3835
UQCRB	1.0563
LOC133874	0.095
HPS3	-1.825
LGALS3BP	2.2051
DKFZP564O0823	1.979
MRFAP1L1	0.469625
HOXA10	-0.384
NGB	-0.103
KIF21A	1.85476923076923
IFLTD1	-0.428
LZTS1	-0.411375
ARHGEF3	-0.0685
RHBDL3	2.8645
CSNK1G2	-0.0949166666666667
ChGn	-1.201125
KIAA1244	2.736
GABRB2	0.347
MGC72080	0.462
CD27	3.407
EGLN1	-1.3025
PEX13	0.984
RWDD3	-0.0625
RNF12	-0.626333333333333
GRIN2B	0.791
ADAMTS14	-0.10875
DYDC2	-1.72883333333333
ATP6AP1	1.3513
NR1H2	0.041
PDK2	1.70225
C3orf17	-0.347
SLC38A2	-0.122642857142857
SLC25A29	-1.565
C15orf29	0.326625
ADAM9	-1.244
TMUB2	-0.144375
GPR176	-0.1785
AGK	-0.63425
MCCD1	0.39225
NDUFA4	0.25425
TMEM146	0.0745
DUSP1	0.712625
UNQ6975	0.6945
EMX2OS	3.3965
INSM2	-0.33675
LUZP4	-0.04675
SETD6	-0.9515
P2RY2	2.72925
SLC45A2	-1.657
RABGAP1	0.841
UBXD5	-0.164375
GPRC5A	2.152
PAK3	-0.242666666666667
LOC63920	-0.68975
TGFBR1	1.1963
KRTAP6-3	0.0905
SFMBT2	0.08375
CDC42	0.0201875
C11orf35	0.8135
TTLL2	0.174
UACA	0.714666666666667
CD97	-1.5268
SETD5	0.192125
NINJ2	-0.048
PTER	0.539166666666667
POMGNT1	-0.18925
KRTAP4-2	0.26
ECGF1	2.6785
HRB	-0.360090909090909
ATP1B2	0.0937
LOC400506	0.20425
COL4A3BP	1.024
C6orf97	-0.6835
GRHPR	0.571
TAS2R1	0.4925
SEMA7A	0.05825
EDF1	0.2135
ODF2L	0.1126
PCID2	-0.713
GTF2H4	-0.703
ZCCHC3	-0.610625
CGB2	0.0661666666666667
NEUROD1	0.16325
C20orf75	0.0695
RP5-1054A22.3	1.6465
IFNA5	0.282
ZNF134	0.338916666666667
MGC119295	-0.9559
ZSWIM6	-0.369375
SMEK1	-0.2655
PCGF2	0.428125
C1orf102	2.40375
CYP2A13	0.5755
KCNH6	1.5311
MDM1	-0.0387
ALDH7A1	-0.269333333333333
C9orf75	0.87975
VDAC3	-0.57075
OR51T1	-0.3065
EIF3F	-1.041
KCNJ10	-0.59225
LENG8	0.2075
EDEM2	-0.0576666666666667
CCNJL	-0.643833333333333
DHX37	-0.369
CRYGN	-0.0515
AATF	1.437375
ZNF630	1.207125
E2F5	-0.135
WFDC13	0.44025
FTSJ3	-0.383333333333333
C4orf33	1.33025
LHFPL4	-2.5415
C19orf56	-0.242083333333333
SMAD4	0.048125
AFM	-0.580666666666667
G0S2	-2.254
FCHSD2	0.1861
RRP1B	-1.7337
EEF1B2	-1.06716666666667
STAT6	0.765
ZNF195	-0.952
GNL1	-1.04716666666667
ZNRF2	1.01583333333333
PER3	-0.059875
ASB16	0.34425
C10orf10	1.40714285714286
ADCY8	-2.89433333333333
C9orf58	-1.11283333333333
ARMC10	-0.417166666666667
PSG1	-0.755
DHX34	-0.1715
VARS2	-0.357875
NFIC	0.43475
ITPR2	-0.788
AGXT2	0.288666666666667
OR6K3	0.0805
H2AFZ	-0.336333333333333
MLLT3	0.746833333333333
COX4I2	1.9115
CCNT2	-0.430625
PLK4	-1.850125
NUMBL	-0.6095
MED16	0.26525
PLEKHQ1	1.07025
GOSR1	0.475444444444444
BTG4	0.2585
RPL30	0.625916666666667
IGSF5	-0.05875
IGFL2	4.03483333333333
ELMOD2	1.24266666666667
SHC3	-0.617333333333333
HAVCR1	-0.9735
DYNC2H1	-1.147375
RNF5	-0.752666666666667
C2orf7	0.23375
NLF1	1.3505
KLHL25	0.688
LRP10	1.2526
KRI1	-0.93325
PUS7L	-0.423666666666667
MGMT	-0.972
HOXD1	0.0155
CSH1	0.3169
ATG16L2	-1.06025
FLJ44635	0.011
CHODL	-0.64925
EXOSC8	-1.84425
SLC28A1	1.17375
MYO7B	-0.957
SEH1L	-0.8407
MTNR1A	0.0938333333333333
TSPAN5	0.110166666666667
CDC45L	-3.02233333333333
AMIGO1	-0.9065
ATAD3A	-1.15925
OSGIN2	1.0565
PDIK1L	0.67
DARC	0.83075
PIPSL	0.6075
SHMT1	-1.46625
CRISP3	0.464
POPDC2	1.98733333333333
ZRANB2	-0.899333333333333
FBXL8	0.6345
TRIP13	-2.51336363636364
EIF5AL1	-0.391
POU5F1P3	-4.7785
IL6	-2.28066666666667
CXorf38	0.7875
IFNA16	0.3405
FBXL2	2.65783333333333
BRD1	-0.12875
STATH	0.48925
FBXO44	-0.2705
MCCC2	-0.307
CDC2	-1.4593
C5orf23	-1.48475
IVD	1.514
C10orf122	-0.441
MSL3L1	-0.1256
MVP	1.0235
EPOR	-0.9234
ZMYM1	-0.82
BCL7C	0.311166666666667
PSTPIP2	-0.1394
LYPD1	-1.53275
OR8G5	-0.1755
ZP3	0.118666666666667
BCAS4	1.23916666666667
EDG6	1.6555
ISY1	-0.0735
PRAMEF2	-1.81575
CUL1	-0.110125
RNF213	2.1683
CCRK	0.46025
DHX9	-0.567375
C13orf29	0.099
NCKAP1	0.772666666666667
MRPL43	0.739642857142857
XPR1	-0.6155
PKN2	0.5256
PODNL1	1.5285
ZNF333	-0.33525
DALRD3	2.12725
OPN1SW	0.2575
BTBD6	0.2405
C11orf82	-2.241
OR5P3	-0.139
DUSP11	-0.1335
L1CAM	0.3909
NEK11	1.45083333333333
OR7E91P	1.7795
CNTN3	1.2479
CREB3L2	0.445
ZBTB37	1.1975
KIAA1324L	0.7135
NDUFB10	-0.0763333333333333
NUDT2	-0.42025
GTPBP8	-0.3995
CACNA1D	1.366
PRKAA2	-0.960333333333333
PRDM8	0.4285
MGC16075	-0.509833333333333
KRT14	-0.0221428571428571
PP8961	0.590375
MRPL18	-0.27275
ABCG2	-2.413
PACRG	0.6945
BBS2	-0.33975
KREMEN2	1.2985
FBXO21	1.0265
HNRPUL1	-0.189416666666667
GRB10	-1.19375
CLSTN1	1.155125
LMAN2	0.3115
C17orf61	0.29225
NIPSNAP3A	0.79875
INSIG2	-0.304333333333333
PCDHB7	0.168
STXBP2	0.63575
CMAH	0.935666666666667
SEMA5B	-0.76175
ZNF155	0.203333333333333
COQ6	0.57
PRPF4	-0.23525
TSPAN15	3.1895
VN1R5	0.19925
LATS2	0.232
SELK	0.64775
PGK2	0.39225
MS4A1	-1.739125
TYW3	-0.9624
KRTAP5-1	0.76875
RCCD1	-0.9855
BTN1A1	-0.11725
DDX28	-0.037
TMEM65	2.094875
LOC92345	0.20325
TTC31	-0.25725
WDR46	-1.446
CHP2	-1.571
LSP1	0.48825
ZNF542	-0.1755
EXOSC1	0.12925
ARHGAP18	-0.0788333333333333
LRRTM4	-1.289875
MAOB	-1.31083333333333
CACNB4	-0.991
MGC33846	-0.0525
RANBP3L	1.284625
ATP5L	-0.2935
ONECUT1	-2.7075
NUDT9	0.12675
TMEM149	-0.232
STX17	1.14475
IGSF10	-4.10525
TMPRSS9	0.6185
BMPR2	1.0835
ALLC	0.34975
KLF7	0.75975
GCC1	0.8604
TIMM9	-0.58575
CDO1	-0.6115
MGC10701	-0.808666666666667
IFI6	4.16966666666667
FRMD8	0.0205
MGAT2	-0.01725
WBP5	-0.0768333333333333
CNIH2	0.49075
KIAA0907	-1.5561
KCNH8	-0.338
CTSG	-2.87875
GRIK1	-0.316166666666667
CUL5	0.5215
FRMD1	0.5965
OR9A4	0.439
SYT6	-1.403625
FOXD4L2	0.42375
ANAPC2	-0.0406666666666667
OPN5	0.367
TAF13	-0.10725
LYG2	-0.7865
GGNBP1	0.6645
C11orf40	1.841
OTX2	-1.4695
REG4	0.2438
EIF5	-0.611
PALB2	-1.25575
SEPSECS	-0.1414
RNASE3	-0.1795
TRIM49	-1.674
POLR2K	1.7656
GPR42	0.1465
C8B	-2.805
SASS6	-1.51975
PREB	-0.157333333333333
OR3A3	0.5215
TUBA8	0.624875
IGLV2-14	0.604
STIL	-2.27675
ANKFN1	-1.23383333333333
NME7	-1.455
HOXC12	1.36975
UBE2C	-0.170875
FHOD1	-0.4415
CDK2AP1	0.10075
OR6K2	0.38725
DHPS	-0.44725
RPL5	-1.4425
TRGV5	0.471
LOC541472	-0.25375
HCCS	-0.2404
DENND1B	0.253
LHX3	-0.856
OR5D16	0.9015
CXorf57	-2.61716666666667
IRF2BP1	0.64175
NDST2	0.519666666666667
LCE3D	0.2115
BOLL	0.495428571428571
SYT3	-0.57775
PIH1D2	0.22
C20orf7	0.132333333333333
IL1R2	-0.551666666666667
SLAMF9	1.177
PPME1	0.215125
PIK3CA	-0.1495
TRAPPC1	1.02175
COLEC10	-1.256
SLC9A6	-1.07433333333333
PDDC1	-0.49775
CCDC53	1.2155
GK3P	-0.5165
DAZL	-1.37425
BRI3	0.216
SDK1	-0.983375
CYP2C18	0.08275
IFI44L	5.047375
RPL3L	0.041
FUT9	-1.54783333333333
KIFC2	0.4645
PMP2	-0.303833333333333
SLC4A9	1.135
PLAG1	-0.419
MYCBP2	0.331166666666667
OR4E2	0.0695
CCDC65	0.87825
C16orf82	-0.247875
ENTPD4	-0.71775
BRP44L	-0.60325
PMP22CD	-0.278
TMCO4	0.948166666666666
KCNN1	-1.23716666666667
WDR35	-0.54275
CCDC80	1.93925
C3orf31	-0.8595
SLC7A9	-0.7075
TMEM190	-1.4175
DBC1	-2.06266666666667
FADS3	-0.87
PDZD8	-0.133
GRM5	0.445857142857143
AZGP1	3.3385
PEX3	-0.3315
MED1	-0.330214285714286
ATG4C	-1.3965
HNRPH3	-0.92875
FAM109B	1.78175
C4orf17	0.1115
CA10	1.98025
OPRD1	0.1145
CCL16	-1.05225
SACM1L	-0.75025
CST6	5.47725
CD63	1.406125
LGI1	-1.475
ZNF784	0.88775
CRYBB1	-0.347
CX3CL1	0.45725
TOP2A	-2.591125
GYPB	-3.41183333333333
GADD45GIP1	-0.22225
FEN1	-1.221625
IGF1R	-1.5679375
WDR72	-1.3795
PURG	-1.001
DEFB126	1.32325
PKD1L1	0.258
CAV1	-2.4217
GNPDA2	0.391
DGAT2	-0.7605
NLGN1	-4.48525
STRBP	-0.057
HPRT1	-0.307
FANCI	-1.563375
PSMA7	1.518125
DBF4B	-0.599666666666667
TTF1	-0.24125
RAD54L	-2.3865
ELOF1	-0.33675
PLAGL2	0.644625
ZNF256	0.36675
HMGCL	1.406
MSI2	0.188
RPESP	-2.53733333333333
C11orf60	0.44975
ABCD1	0.548
ACAA1	0.4076
SPARCL1	4.50078571428571
IL6ST	-1.3626
ZNF319	-0.3985
TMEM109	0.4553
FAM90A1	-1.94733333333333
IL22RA1	-0.2595
ATP4B	0.8375
TEC	-0.118666666666667
C7orf30	-1.09625
TXNDC2	-0.762833333333333
ABCB4	-0.1515
KIAA1191	0.244375
C9orf38	0.2685
SFTPB	0.276714285714286
CNTNAP2	3.20416666666667
FRK	0.7465
TBX19	-0.2515
CHD4	0.381
C6orf26	-2.51633333333333
MOSC2	-0.29875
IKBKE	1.662
HIF1A	-0.481833333333333
LOC595101	-0.5885
RELA	0.443166666666667
TMEM16B	-0.471166666666667
ABHD12B	-1.96325
TSEN34	0.09075
KIF18A	-3.09725
TXNDC9	0.3285
SPATA2L	0.1295
SEMA4G	-0.966
C21orf91	-1.34875
MATN1	-0.5415
KCNIP4	0.318166666666667
TUSC1	2.042375
OR4C15	0.5965
ARMCX6	-0.0654166666666667
WBSCR27	0.572666666666667
OR52I2	-0.672
KIAA1604	-0.91525
DYNC1I1	-0.657
PPP4C	0.273
SLC47A2	-2.07166666666667
TREH	0.313125
CD48	1.6145
ST14	1.67516666666667
PKN1	0.12275
SPON2	2.4305
XBP1	0.349833333333333
SFRS12	-0.977666666666667
EFCAB6	0.91275
SELT	0.238
SLC39A2	0.8635
ERF	-1.17833333333333
ARL3	-0.03125
SURF6	-0.5311
MLLT10	-0.0306190476190476
FLJ11171	1.08116666666667
TDGF1	-4.64783333333333
ERCC6	-0.56275
