Hybridization REF	TCGA-B6-A0WT-01A-11R-A109-07
C20orf132	-0.2754
FOXF2	-2.64225
S100A12	0.215
MLH1	-0.463833333333333
ACTN1	0.7884
MRPL36	-0.460333333333333
C20orf106	-0.271
FBXO6	0.849
MKS1	-0.037
CX3CR1	-1.345875
PDE1B	0.5755
PLP1	-4.01875
KISS1	0.351333333333333
C14orf2	-0.533333333333333
TBC1D3P2	-0.66675
COMMD6	0.9615
ANKRD7	-1.4135
PTCHD1	-1.764875
NARS2	-0.6845
DOCK7	-0.5015
FAM127B	0.216375
LOC390243	-0.215666666666667
N6AMT2	0.83325
ZNF391	-1.2715
DNAJB14	-0.3385
WRB	0.15675
BPI	-0.194416666666667
TTC4	0.0706666666666667
FAM10A5	0.0205
GOT1L1	0.0391
MAGED1	2.193
RESP18	0.82875
WFDC6	1.36175
MT2A	-0.202
C11orf56	0.191
KIAA1432	0.878
ROR1	-1.279875
HSD17B14	1.734
ZFAND2B	0.039625
SAMD4B	-0.22175
HEXA	0.106
HNRNPU	0.0115454545454545
USP39	-0.08825
NRD1	-0.13125
R3HDML	0.617
FLT4	0.416
OMG	0.349166666666667
OR52N4	0.7105
LOC399818	-0.466
ELA2	-1.93325
VENTXP1	-0.9035
RFC5	-0.987
OR52L1	-0.042
PAX5	0.343
FBXO2	-0.5625
GMEB1	-0.175
AKT3	-0.985166666666667
CRB1	0.2075
CTTN	0.2625
UTP15	-0.398333333333333
HSBP1	0.435083333333333
PHF11	1.4865
NDEL1	0.329
USP8	0.269
BAIAP2	0.313
SI	-0.20525
ARSJ	-0.525666666666667
BAAT	-2.87725
KCNS3	3.05283333333333
LOC126147	0.1905
TMEM37	0.376
C1orf162	2.08166666666667
MBD1	0.061
ITGAL	0.759666666666667
WDR73	-0.0481666666666667
GKN2	0.507666666666667
ARFGAP1	-0.433
SLC5A8	1.27833333333333
ZBTB40	0.3838
CYP4B1	5.13216666666667
LYPLAL1	-0.12075
CHST3	-0.1595
MAP3K9	-0.1635
BTAF1	-1.52733333333333
TFAP2E	0.0675
RBM35B	0.367
LOC441251	-0.331666666666667
ANKRD25	-0.158611111111111
UQCRC2	0.2555
MAEA	0.716833333333333
HYAL1	-2.9311
RNPEPL1	0.0616666666666667
CPSF2	0.12225
PSD3	0.152
ABCA13	-0.196375
AGR2	3.448625
GBX1	-0.956
HDLBP	0.766571428571428
ACY3	-1.22425
HECW1	-0.795
ZNF519	-0.9795
HOPX	2.506375
ZNF304	0.94
OR12D3	0.2765
FKSG43	0.34625
METTL1	-0.123875
MFSD3	0.5564
PSPH	-1.74
CLCA3	0.1705
DARS2	-0.650166666666667
CDC25A	-2.25483333333333
BAIAP2L1	-0.159
B3GNT5	-1.334875
USP29	1.39775
ARHGEF10L	1.0659
ATOX1	0.74025
ADAM30	0.37
DNASE1	0.47675
STT3A	-0.269
RAB6IP1	0.29
PTN	2.2156
C1orf106	-1.642
HECA	0.20675
RNF122	0.14375
SLC22A18AS	-0.520833333333333
GNG8	0.185
ELP4	-0.1205
FAM65A	0.198
RPL10A	0.0881666666666667
IRS4	0.5545
MACF1	0.8457
SEC24D	1.02075
LOC374395	0.183
TGFB2	0.245125
MDFIC	0.208625
CHRNE	0.399333333333333
PCMTD2	0.0174999999999999
ATP6V0D1	0.7815
MTA2	0.465
LZTR1	-0.531833333333333
RAP1A	0.0313333333333333
AXIN1	-0.3185
POLR1C	-0.14
TRIO	-0.164333333333333
PLXNA4A	0.0734166666666666
C5orf33	-0.192
DEPDC1B	-2.69525
ZNF473	0.0433333333333333
MTM1	0.96025
GPR107	0.833666666666667
CSNK1A1L	0.720666666666667
FLJ14154	0.828
NLRC4	2.7085
ENPP4	2.42516666666667
PADI3	-0.536
RNF170	0.5365
CG018	0.515666666666667
C16orf7	0.0995
KCNE1	-0.20775
NRM	-0.331333333333333
SLC37A3	-0.183714285714286
TPD52L2	-0.906333333333333
UNC5B	1.633
C12orf12	0.307833333333333
SDHB	-0.37475
CLRN1	-0.0848571428571428
NUDT10	0.0323333333333333
UGT3A1	0.132375
FBXW8	0.303
RHOF	-0.937125
PTPLAD1	0.024
MYO3B	-0.62175
DERA	-0.79625
TPP2	-0.3625
C19orf53	-0.175
GINS3	0.19725
ST6GALNAC5	1.3685
CHSY1	0.2225
MGC15705	0.6245
GPR83	0.498
EXT2	0.670375
DOLK	0.5165
TUBAL3	-1.2955
ACVRL1	1.5533
ABL2	-0.270583333333333
C14orf156	-0.8165
PTPRZ1	-3.390625
DIP2C	0.539625
LAMP1	1.432625
RXRA	0.1231
MAP3K5	-0.20175
ALKBH1	0.139666666666667
PDLIM7	0.137875
ARL14	-1.1725
SNIP1	-0.093
TIMP3	2.81725
RGS3	0.571666666666667
SPAG16	1.5067
ABHD4	0.0945
ARHGEF12	0.663916666666667
GLUD2	-0.272
RAC2	-0.3233
UAP1L1	-0.706
SLC18A3	0.1135
YOD1	-1.95258333333333
RALY	-0.241
HMOX2	0.555625
DGKH	0.532
DBNDD2	0.7865
YIPF4	0.1935
THAP10	-0.341
ZNF513	0.57525
HAGHL	0.357833333333333
ITGB4	0.535166666666667
CCDC141	-1.124
YTHDF3	0.7285
C5orf28	0.04875
RPL7L1	-0.318875
TMEM30B	1.18464285714286
ANKRD35	1.398
DUOXA2	-0.16675
TBC1D5	0.240875
DFNB59	0.152
HRH4	0.10425
MYO6	3.3047
DNAJA4	2.27075
RBM24	1.96
CEACAM20	-1.171
RBM23	0.377
NGFB	-0.0505
C1orf63	-0.4107
KRTAP7-1	-0.4395
PERLD1	2.288
NPB	0.285
C17orf59	0.8692
HSPBAP1	-0.0605
SLC15A4	0.20925
PRTFDC1	-0.184
OSMR	-0.695357142857143
CYSLTR2	-1.1145
C19orf25	0.547
KIAA1797	0.1045
NLRP6	0.109
FAM105B	-0.4365
SCRN2	-0.498
LRRC58	-0.4212
RNF17	0.276571428571429
NEIL3	-2.667
FAM137A	-0.84125
SKP2	-2.9195
PARVA	1.102
PKLR	-1.9225
RNF34	0.583375
A3GALT2	0.044
C12orf50	0.3465
SUNC1	-1.59925
FAM102B	-0.512
CCT2	-0.67225
LRRC37A2	-0.2535
ARF4	1.101
SIKE	0.19675
C8orf48	1.745
MBTPS1	0.237
GPSN2	0.2415
NCF2	2.23575
SLC12A6	-0.135
MRPL48	-0.9555
HMGN3	-0.392
LRRC62	-0.10575
PAX9	0.708875
FAM55A	0.4365
C20orf42	-1.83516666666667
SCML2	-1.05933333333333
BCL9	0.40125
FAM40A	0.24375
C9orf41	-0.000666666666666665
ZNF774	1.081
LETM1	-0.91875
PLXNB1	0.706833333333333
NIPSNAP1	0.468125
USP10	-0.5845
F9	0.522
LIPE	1.214
CNGB3	-0.682
C12orf52	0.39775
PI4K2A	-0.097375
MED8	0.273
STAT4	1.1144
FGD4	-1.131
RNF145	-2.25566666666667
WDR32	2.8305
CLDN2	1.01166666666667
TCEAL8	0.93425
ZMYND8	-0.9409
PDXK	0.0266875
GATAD2A	-0.5515
PTGES3	-0.717
CCM2	-0.04375
TAP1	1.303
ZNF670	0.85925
ETS2	-0.569714285714286
C6orf166	-0.0843333333333333
PRMT2	0.697071428571429
OR4B1	0.52
INTS8	-0.271
CCDC102A	0.932
CCDC83	-0.826333333333333
ITGA1	0.1171
EPHA5	-1.4954
FAM24B	-0.775666666666667
TSGA10	2.1925
HAL	-2.14733333333333
MYOT	0.50625
SPACA3	0.25675
BCL2L2	-0.136666666666667
CUGBP2	-0.4215
CCNB3	1.59025
RNF113B	-0.15575
MERTK	-0.275
BAG1	1.2435
VPS36	-0.152
ORMDL3	1.0856
C1orf190	-0.14675
ZNF625	0.35775
CORO2B	-1.93025
ALOX15	-0.643
CST1	3.361
NUPR1	2.20616666666667
CCL7	0.23
SMCR5	-2.8555
DSC2	2.4295
RBMS2	0.454
GRIK4	1.162
TRIM65	-0.4011
TMPRSS6	1.51842857142857
TP53INP2	-0.5105
GLB1L	0.730666666666667
LOC388284	-0.362666666666667
PUS1	-0.975571428571429
BCL9L	-0.4375
OLFM1	0.24525
RET	3.6245
MASTL	-1.5905
ALX3	0.514
IL1RL1	0.116166666666667
ZNF765	-0.0981
C14orf138	-0.2645
SNX10	-0.2415
TAC4	0.3395
C1orf64	4.039
POGK	1.385375
MAPK9	0.52675
ZNF366	2.48525
C8orf79	2.1862
CLDN7	2.16075
OR5AT1	0.3995
TRIM37	-1.36475
LRRC25	1.606
GRHL2	2.4681
TEKT3	2.43925
LASS5	0.264666666666667
ABCC4	-1.35883333333333
DLG3	0.838
VGLL1	0.71275
ZFP36L2	0.113333333333333
MFRP	0.0356666666666667
KIAA1799	0.33175
FLJ44379	1.834
PCNX	-0.07625
ANXA9	1.8535
CYP4V2	0.5199
PIK3C2A	0.5505
SRR	1.455
NOL3	-0.14475
IFITM2	1.478
ARNTL2	-1.41975
ZNF595	1.0295
NLRP13	-0.4365
ASPH	0.03125
CPA2	1.466
PVRIG	-2.07816666666667
LEPR	-1.23533333333333
C16orf42	0.443666666666667
SH3BGRL	0.892
FAM77D	0.8965
FNDC7	-0.2205
C9orf6	0.184333333333333
NOTCH2NL	0.2865
PGBD1	1.19866666666667
SYNGR2	0.969
PITPNA	0.015375
PRPF4B	0.7637
SLC43A3	-2.05514285714286
NRBP1	0.15675
SLC25A22	0.47625
ILK	0.623625
SLC22A8	0.337666666666667
MRPS7	-0.105875
PITX2	-0.7235
FABP3	-0.1385
OR1L1	0.2235
LOC728215	0.539375
BLID	-1.698
KIAA1217	2.98394117647059
TFPT	0.632
AP4B1	-0.1165
VBP1	-1.0265
OR1K1	0.6425
MORC3	0.3505
BHMT2	0.0675
C3orf10	0.81825
FZD7	1.25183333333333
WFDC10A	0.2265
PMS2CL	-0.44975
CCDC32	0.859333333333333
FA2H	0.187
ALG13	-0.3615
TTLL7	-0.7081
SPOCK3	-0.483
SLC13A2	0.6375
AIM1	1.55425
GPRC6A	-1.03
EGR2	2.4165
MED11	0.7005
WWC1	1.03625
SH3GL3	-3.813
RIF1	-1.00892857142857
PRLH	-0.257
VLDLR	-0.491
DBT	0.7498125
C21orf63	0.31425
CGGBP1	-0.34875
KRTAP12-2	-0.26
TADA3L	0.093375
ZBTB16	0.83675
PDGFB	1.7485
RFX1	0.68075
UQCRB	-0.663
LOC133874	0.244
HPS3	-2.9125
LGALS3BP	1.0911
DKFZP564O0823	2.40907142857143
MRFAP1L1	0.754125
HOXA10	-1.13816666666667
NGB	0.029
KIF21A	-0.847615384615385
IFLTD1	-0.242
LZTS1	-0.209125
ARHGEF3	1.6215
RHBDL3	-1.106
CSNK1G2	-0.191333333333333
ChGn	-0.81275
KIAA1244	1.48983333333333
GABRB2	0.019
MGC72080	-1.3205
CD27	3.445
EGLN1	-1.624
PEX13	0.10875
RWDD3	-0.55375
RNF12	-0.741333333333333
GRIN2B	0.011
ADAMTS14	0.2525
DYDC2	2.531
ATP6AP1	0.8987
NR1H2	-0.178833333333333
PDK2	0.1505
C3orf17	0.0831666666666667
SLC38A2	-1.02257142857143
SLC25A29	0.101666666666667
C15orf29	0.40075
ADAM9	1.27241666666667
TMUB2	0.317125
GPR176	-0.281
AGK	-0.550875
MCCD1	3.819
NDUFA4	-0.254
TMEM146	-0.33625
DUSP1	0.10325
UNQ6975	0.733
EMX2OS	3.203
INSM2	0.59425
LUZP4	0.01975
SETD6	-0.4745
P2RY2	1.428
SLC45A2	-1.699
RABGAP1	0.608
UBXD5	0.59275
GPRC5A	-0.4799
PAK3	0.283333333333333
LOC63920	0.6745
TGFBR1	0.6715
KRTAP6-3	0.1625
SFMBT2	0.10825
CDC42	0.2986875
C11orf35	0.6635
TTLL2	0.27075
UACA	1.0815
CD97	-1.8674
SETD5	-0.179125
NINJ2	0.11375
PTER	0.420833333333333
POMGNT1	0.7875
KRTAP4-2	-0.0695
ECGF1	2.569625
HRB	-0.151727272727273
ATP1B2	-0.1141
LOC400506	0.438
COL4A3BP	0.0215
C6orf97	1.86625
GRHPR	0.53125
TAS2R1	0.538
SEMA7A	-0.092
EDF1	0.5455
ODF2L	0.3677
PCID2	-0.43
GTF2H4	0.151
ZCCHC3	-1.334
CGB2	-0.0453333333333333
NEUROD1	0.6605
C20orf75	0.74
RP5-1054A22.3	1.19783333333333
IFNA5	3.249
ZNF134	0.513333333333333
MGC119295	-0.7527
ZSWIM6	0.228875
SMEK1	0.559666666666667
PCGF2	0.040125
C1orf102	2.36325
CYP2A13	0.38
KCNH6	0.287
MDM1	0.6779
ALDH7A1	0.494666666666667
C9orf75	0.568
VDAC3	0.715125
OR51T1	0.378
EIF3F	0.11275
KCNJ10	-0.28275
LENG8	0.055
EDEM2	0.3715
CCNJL	0.200666666666667
DHX37	-0.1495
CRYGN	1.282
AATF	-0.33125
ZNF630	1.582625
E2F5	-0.413
WFDC13	0.457
FTSJ3	-0.571666666666667
C4orf33	0.33
LHFPL4	-2.50775
C19orf56	0.418916666666667
SMAD4	0.531
AFM	-0.562666666666667
G0S2	-2.26275
FCHSD2	0.1382
RRP1B	-0.6841
EEF1B2	-1.07383333333333
STAT6	0.628
ZNF195	-0.01025
GNL1	-0.5775
ZNRF2	0.716166666666667
PER3	0.8515
ASB16	-0.04
C10orf10	0.640785714285714
ADCY8	-3.31683333333333
C9orf58	-1.985
ARMC10	0.011
PSG1	-0.3635
DHX34	-0.229
VARS2	-0.527625
NFIC	0.209
ITPR2	0.46275
AGXT2	1.015
OR6K3	0.355
H2AFZ	-0.96525
MLLT3	0.130583333333333
COX4I2	1.58125
CCNT2	0.9495
PLK4	-1.267125
NUMBL	-0.539666666666667
MED16	0.227
PLEKHQ1	0.74375
GOSR1	0.425555555555556
BTG4	-0.18975
RPL30	-0.17975
IGSF5	0.57425
IGFL2	3.8305
ELMOD2	0.781833333333333
SHC3	-1.2345
HAVCR1	-0.143
DYNC2H1	-0.152625
RNF5	-0.116833333333333
C2orf7	-0.248
NLF1	0.3905
KLHL25	0.3155
LRP10	1.0187
KRI1	-0.35975
PUS7L	0.2705
MGMT	1.5
HOXD1	-0.722666666666667
CSH1	0.1833
ATG16L2	-0.8585
FLJ44635	0.176
CHODL	1.01525
EXOSC8	-1.329
SLC28A1	-0.157
MYO7B	-1.15566666666667
SEH1L	-0.6789
MTNR1A	0.502166666666667
TSPAN5	0.7915
CDC45L	-2.63316666666667
AMIGO1	0.4175
ATAD3A	-0.8015
OSGIN2	-0.024
PDIK1L	0.847666666666667
DARC	2.2285
PIPSL	0.346
SHMT1	-0.301
CRISP3	-0.4505
POPDC2	2.02966666666667
ZRANB2	-0.728833333333333
FBXL8	0.73125
TRIP13	-1.58027272727273
EIF5AL1	-0.8155
POU5F1P3	-5.44316666666667
IL6	-2.768
CXorf38	-0.694666666666667
IFNA16	0.1345
FBXL2	1.69966666666667
BRD1	0.309
STATH	0.3205
FBXO44	-0.0203333333333333
MCCC2	-0.28125
CDC2	-1.7477
C5orf23	-1.4425
IVD	0.841
C10orf122	-0.9075
MSL3L1	0.0998
MVP	1.62125
EPOR	-1.1069
ZMYM1	-0.0876666666666667
BCL7C	0.465
PSTPIP2	0.0166
LYPD1	-1.296125
OR8G5	0.0395
ZP3	0.0113333333333333
BCAS4	1.20791666666667
EDG6	1.30325
ISY1	-0.019
PRAMEF2	-0.92175
CUL1	-0.156125
RNF213	0.3655
CCRK	1.196
DHX9	0.116375
C13orf29	1.42275
NCKAP1	0.633
MRPL43	-0.0706428571428571
XPR1	0.92225
PKN2	-0.0493
PODNL1	1.124
ZNF333	0.32625
DALRD3	1.642
OPN1SW	0.293
BTBD6	0.7325
C11orf82	-2.309
OR5P3	0.086
DUSP11	0.4135
L1CAM	-1.882
NEK11	2.93916666666667
OR7E91P	1.266
CNTN3	2.7442
CREB3L2	-0.7105
ZBTB37	0.72
KIAA1324L	0.888
NDUFB10	0.6935
NUDT2	0.518
GTPBP8	-0.6045
CACNA1D	1.6945
PRKAA2	0.4795
PRDM8	0.146
MGC16075	0.923333333333333
KRT14	0.492928571428571
PP8961	0.035375
MRPL18	-0.76175
ABCG2	-1.308
PACRG	1.70925
BBS2	0.76
KREMEN2	-2.5285
FBXO21	0.8285
HNRPUL1	-0.054
GRB10	0.0005
CLSTN1	0.66225
LMAN2	0.5736
C17orf61	-0.0975
NIPSNAP3A	0.889
INSIG2	-0.712666666666667
PCDHB7	0.334166666666667
STXBP2	0.87625
CMAH	2.18283333333333
SEMA5B	-0.84975
ZNF155	0.634
COQ6	0.4595
PRPF4	-0.39925
TSPAN15	2.7357
VN1R5	0.21275
LATS2	0.118
SELK	-0.2125
PGK2	0.365
MS4A1	-1.230875
TYW3	-0.3488
KRTAP5-1	0.13675
RCCD1	-1.58866666666667
BTN1A1	1.17975
DDX28	-0.17825
TMEM65	-0.35825
LOC92345	0.32175
TTC31	-0.033
WDR46	-0.160166666666667
CHP2	-1.36166666666667
LSP1	0.38325
ZNF542	0.7685
EXOSC1	-0.99425
ARHGAP18	-0.287666666666667
LRRTM4	-0.88375
MAOB	3.548
CACNB4	0.04375
MGC33846	0.023125
RANBP3L	0.45625
ATP5L	-0.771625
ONECUT1	-3.682
NUDT9	0.1765
TMEM149	0.7735
STX17	0.32925
IGSF10	-3.637
TMPRSS9	0.211
BMPR2	1.32941666666667
ALLC	0.5695
KLF7	0.66825
GCC1	0.7419
TIMM9	-0.85575
CDO1	-0.475
MGC10701	-0.368166666666667
IFI6	2.75316666666667
FRMD8	0.40775
MGAT2	-0.42425
WBP5	0.0816666666666667
CNIH2	0.31025
KIAA0907	-0.6767
KCNH8	0.1205
CTSG	-1.721
GRIK1	3.60466666666667
CUL5	0.21925
FRMD1	0.293
OR9A4	-0.463
SYT6	-1.168
FOXD4L2	0.80275
ANAPC2	-0.125666666666667
OPN5	0.355
TAF13	-0.55325
LYG2	0.06575
GGNBP1	0.0575
C11orf40	-0.0625
OTX2	-0.0704999999999999
REG4	-0.253
EIF5	-0.130375
PALB2	-0.364
SEPSECS	-0.2852
RNASE3	-0.60025
TRIM49	-1.535
POLR2K	0.0952
GPR42	0.0535
C8B	-2.709
SASS6	-1.05625
PREB	-0.394833333333333
OR3A3	0.217
TUBA8	0.482375
IGLV2-14	-0.37825
STIL	-1.6295
ANKFN1	0.0436666666666667
NME7	-0.3655
HOXC12	-1.18725
UBE2C	-1.738
FHOD1	-0.68575
CDK2AP1	0.211083333333333
OR6K2	0.053
DHPS	-0.6865
RPL5	-0.688083333333333
TRGV5	0.283
LOC541472	-0.50325
HCCS	-0.1143
DENND1B	1.389
LHX3	-0.00850000000000001
OR5D16	0.4935
CXorf57	-1.74416666666667
IRF2BP1	1.36225
NDST2	0.789333333333333
LCE3D	-0.0925
BOLL	0.089875
SYT3	-1.0195
PIH1D2	0.16675
C20orf7	-1.05183333333333
IL1R2	0.130833333333333
SLAMF9	1.5295
PPME1	-0.489
PIK3CA	0.10275
TRAPPC1	0.3335
COLEC10	-1.13325
SLC9A6	-1.51383333333333
PDDC1	-0.220416666666667
CCDC53	0.41525
GK3P	-0.79025
DAZL	-1.2465
BRI3	-0.14475
SDK1	-0.574125
CYP2C18	0.147
IFI44L	3.423625
RPL3L	-0.0325
FUT9	-0.637666666666667
KIFC2	-0.4695
PMP2	-0.526875
SLC4A9	-0.521
PLAG1	-2.30166666666667
MYCBP2	0.684166666666667
OR4E2	0.583
CCDC65	2.06725
C16orf82	0.3575
ENTPD4	-0.154875
BRP44L	-1.160125
PMP22CD	0.14275
TMCO4	1.085
KCNN1	-0.470666666666667
WDR35	0.96225
CCDC80	2.04
C3orf31	-0.7615
SLC7A9	-1.003
TMEM190	0.613
DBC1	-0.834
FADS3	-0.933833333333333
PDZD8	-0.0221666666666667
GRM5	0.21975
AZGP1	3.2361
PEX3	-0.5605
MED1	-0.509857142857143
ATG4C	-1.01
HNRPH3	-1.213125
FAM109B	2.6615
C4orf17	0.163
CA10	1.04325
OPRD1	-0.009
CCL16	-1.73725
SACM1L	0.45275
CST6	4.53425
CD63	0.985625
LGI1	-2.013
ZNF784	0.1145
CRYBB1	-0.7245
CX3CL1	0.2092
TOP2A	-1.631875
GYPB	-3.04966666666667
GADD45GIP1	-0.29225
FEN1	-1.590125
IGF1R	0.88875
WDR72	0.053
PURG	-0.437
DEFB126	-0.80175
PKD1L1	0.96625
CAV1	-1.8173
GNPDA2	1.4313
DGAT2	0.00262499999999999
NLGN1	-4.69675
STRBP	0.372
HPRT1	-1.53366666666667
FANCI	-1.346
PSMA7	-0.394875
DBF4B	-0.667166666666667
TTF1	0.10575
RAD54L	-2.409
ELOF1	0.0835
PLAGL2	-0.733125
ZNF256	0.2485
HMGCL	1.24725
MSI2	-0.498166666666667
RPESP	2.33016666666667
C11orf60	0.32175
ABCD1	-0.5965
ACAA1	0.3348
SPARCL1	4.83507142857143
IL6ST	2.0366
ZNF319	0.23825
TMEM109	0.1455
FAM90A1	0.137166666666667
IL22RA1	-1.5215
ATP4B	0.4525
TEC	-0.592666666666667
C7orf30	-1.30125
TXNDC2	-0.784666666666667
ABCB4	0.027
KIAA1191	0.390875
C9orf38	-0.034
SFTPB	0.103714285714286
CNTNAP2	1.79825
FRK	2.847
TBX19	-0.0235
CHD4	0.18125
C6orf26	-1.76933333333333
MOSC2	1.63575
IKBKE	0.31275
HIF1A	-2.32366666666667
LOC595101	-0.458
RELA	0.292166666666667
TMEM16B	1.39216666666667
ABHD12B	0.07525
TSEN34	0.3285
KIF18A	-1.58375
TXNDC9	0.141
SPATA2L	0.326
SEMA4G	-1.29
C21orf91	-0.316625
MATN1	-0.3695
KCNIP4	0.0248333333333333
TUSC1	1.90575
OR4C15	0.41475
ARMCX6	0.746166666666667
WBSCR27	-1.53183333333333
OR52I2	0.7135
KIAA1604	-0.7525
DYNC1I1	-0.897375
PPP4C	0.30025
SLC47A2	-2.0195
TREH	0.15375
CD48	0.693
ST14	1.147
PKN1	-0.2555
SPON2	2.752
XBP1	3.2155
SFRS12	-0.0313333333333333
EFCAB6	2.945
SELT	0.02075
SLC39A2	1.132
ERF	-0.855
ARL3	0.882875
SURF6	-0.9207
MLLT10	-0.74352380952381
FLJ11171	1.27816666666667
TDGF1	-4.65766666666667
ERCC6	0.0065
EIF2AK4	0.136375
BAZ1A	0.0306666666666667
LRRN3	0.0716666666666667
TMC3	0.4425
EFTUD1	-0.08275
PTPRO	0.747333333333333
CLEC12A	0.769875
ACBD4	0.03775
ZDHHC14	-1.449375
OTUD7B	0.69975
ACTB	0.3421875
MSRA	-0.213875
LCE5A	0.6575
IFI35	1.05875
BSCL2	0.633333333333333
ANKRD12	0.246916666666667
CFHR2	0.54125
RGAG1	0.0976666666666667
HSFY1	-0.1895
SLC30A5	0.683083333333333
IMPG1	0.5
GPR109A	0.6795
ZNF185	1.665
IYD	0.5075
NPCDR1	0.581
SERPINA13	0.636
HMGCLL1	3.05175
NEUROG1	0.346833333333333
UBQLN1	0.09075
LIN37	0.49125
SOCS2	-3.08925
DSCR4	-1.50475
XKR6	-1.625
GPR142	0.601
KRTAP13-3	-0.0525
CCDC15	-1.34316666666667
MOS	0.095
CD1E	-2.0305
OFCC1	0.3465
FAM83D	-2.337
SRFBP1	0.05025
C9orf96	-0.366
DHDH	-0.18775
CCDC90A	-0.273
RABL3	0.688
CD320	-1.39383333333333
ANGEL2	0.65075
MRPL21	-0.6135
SMG6	0.582166666666667
INSR	1.001125
FLJ14816	-0.867
GLRB	1.07466666666667
C9orf89	1.368
CIZ1	-0.520375
URG4	-0.571666666666667
LRDD	-0.833666666666667
CBY1	0.803
NFX1	0.556
MTERFD2	-0.0682142857142857
C19orf23	0.3205
PGC	-2.880625
IER3IP1	0.5485
RASAL2	0.958416666666667
C1orf89	-0.10625
SYNJ1	-0.2735
NFKBIE	0.8845
FLJ40125	-1.87683333333333
TCEB2	0.2135
NOG	-1.9585
POLR2J2	-0.843666666666667
HLA-B	2.96475
PCDHA1	1.4415
PPP2R2B	-1.56525
ARHGEF17	0.9895
TCF7L2	0.215214285714286
CHD5	-0.941666666666666
ZNF431	-0.190375
TBC1D25	-0.4945
ZNF800	0.2575
SCUBE2	3.81045454545454
MYCBP	0.63
GPX5	0.2165
C6orf129	0.4
QSER1	-0.4195
ULK2	1.654
PIGO	0.763166666666667
NRCAM	-0.920076923076923
SLC35E3	0.264125
CSRP2	-0.727
HYPE	0.374
MAPK15	0.196
MGC14327	0.12475
TIMM13	0.183833333333333
ZNF462	-1.1315
GBA3	0.7345
TEX13A	0.3125
MCM6	-0.779222222222222
MTRF1	-0.6705
ABCA7	0.02475
EIF4A2	-0.10975
ZC3H10	0.4171
RPGR	0.110833333333333
C20orf94	-0.13025
RP1L1	-0.0435
GPR125	-0.28475
USP22	0.599785714285714
OR1L4	0.163
MLZE	1.27425
FLJ32065	-0.08025
PTCD1	-0.0415
CRTAC1	0.154
BXDC2	-1.7295
C18orf1	2.33766666666667
FAM107A	0.913214285714286
EFNA3	-0.54925
P18SRP	-0.4598
CAMKK2	1.02383333333333
KIAA0649	0.77125
NES	-1.839
HS6ST3	1.214
PON2	0.144
TCP11L2	-0.2675
CLEC4A	1.3865
PRR12	0.776
MLXIPL	-1.6371
C2orf50	0.066
ZNF28	1.10025
ENC1	0.181166666666667
MAP2K1	-0.309
FKSG2	0.4675
KIAA0430	0.89325
PTP4A1	-1.006
GPR156	0.647
GTF3C6	-0.28025
UBR2	-0.1545
LOC388272	-0.89125
MAK	1.5675
ACOT4	3.598
STC2	0.300166666666667
PIGW	-0.63475
SAE1	-0.246
COL6A1	1.89722727272727
OAZ1	0.316333333333333
STMN4	0.501333333333333
EDG3	1.12466666666667
SGCE	-0.847166666666667
IL11	-2.09033333333333
PRSS8	2.234125
YIPF5	0.35325
WNT4	3.844625
CSN2	0.245166666666667
TCF7	-2.98025
TDO2	2.8425
SAMD9	0.618375
S100A7A	-0.618
MMRN1	0.2675
GKAP1	-0.2785
AKR1C3	-1.667375
RNF19A	0.01425
GMDS	0.18325
YKT6	-0.5425
SPARC	2.5389
C12orf31	-0.69775
UBE2V2	-1.191
FBXL18	-0.569333333333333
KIAA0460	0.18125
ADAM22	-0.235
SERPINC1	-4.4125
KCTD21	1.196
MYOHD1	-1.42825
ZNF37A	-0.596166666666667
GTF3C1	0.284
CTSZ	1.65425
PRNPIP	-0.297375
DRD1IP	0.65075
NR1I2	-1.95566666666667
ZNF266	0.1548
SPAG4L	-0.4695
COX4NB	-0.36825
SAPS1	0.0486666666666667
APOA1	-4.1115
TATDN1	-1.346
C10orf82	2.63125
KPNB1	-0.698
FOXO3	0.481583333333333
CRYBB2	-0.902
ZBTB5	0.243333333333333
SLC25A38	0.06275
DCTN2	0.263333333333333
IFT20	0.30225
CTHRC1	3.35975
C1orf31	-0.972
UHRF1	-0.5574375
GPC6	0.451
C10orf54	1.349
MCF2L2	-0.426166666666667
WNT9B	0.230875
OLA1	-0.8245
FAM120B	-0.18775
TTLL10	-0.0055
CYorf15A	-4.86275
RELN	-2.2488
SCN2B	1.98758333333333
MFHAS1	-1.01975
NKX3-2	0.574666666666667
RASGRF2	0.867
SSBP1	-1.183
KPNA6	-0.0588571428571429
LOC389118	0.2485
HS3ST4	-1.26
SUPT7L	-0.284
FLJ32658	0.06975
IGFBPL1	-1.008
KIAA1641	-1.1957
SHKBP1	0.0475
CSF1R	3.86725
NAGK	0.759
MYL2	0.92825
HIST1H4C	-2.095
TOMM7	-0.772375
ADAMTSL3	1.7121
TNFSF14	-0.66725
PRRT2	-0.47625
VTA1	-0.349125
AOAH	2.915
CRISPLD2	1.72028571428571
PNN	-0.6962
TA-NFKBH	-0.04175
ESPN	0.72825
RBM43	-0.5525
KIAA1267	0.3175
DDX3X	0.609722222222222
KIAA1576	-4.6865
PLXDC1	3.65333333333333
FLJ25801	-4.677
HNRNPL	-0.16825
