Hybridization REF	TCGA-AQ-A04L-01B-21R-A10J-07
NSMAF	-0.0461666666666667
SKIL	0.2445
ADSS	1.22583333333333
HMGCS1	-0.6172
POLR3F	-0.3215
RAB10	-0.26575
ZNF277P	-1.436125
ZBTB7B	1.637625
DHRS1	-0.219875
ABCC13	0.25825
CNOT3	0.0235
NFKBIA	1.77775
GAK	-0.6405
SFT2D2	0.024
HOXA6	1.4645
CRTC1	0.441625
LY6D	-1.23733333333333
C20orf72	-0.344333333333333
CPT1A	0.75
LMO1	-1.634
EIF3I	0.3465
PRB4	0.1275
MCM3APAS	-1.647375
C20orf132	-0.8075
FOXF2	-2.32525
S100A12	0.646
MLH1	-0.640166666666667
ACTN1	0.8645
MRPL36	-0.3855
C20orf106	0.6275
FBXO6	1.645
MKS1	-0.318666666666667
CX3CR1	-1.542
PDE1B	0.6425
PLP1	-3.80625
KISS1	0.137666666666667
C14orf2	-0.521666666666667
TBC1D3P2	-0.92625
COMMD6	0.1691
ANKRD7	-1.8335
PTCHD1	-1.438
NARS2	0.109
DOCK7	-0.23575
FAM127B	0.152375
LOC390243	0.122333333333333
N6AMT2	-0.4235
ZNF391	-0.921
DNAJB14	0.0913333333333333
WRB	-0.556875
BPI	-0.0424166666666667
TTC4	-0.394166666666667
FAM10A5	0.42075
GOT1L1	0.1313
MAGED1	0.2735
RESP18	0.11675
WFDC6	5.6545
MT2A	1.421
C11orf56	0.18425
KIAA1432	0.4945
ROR1	-1.229625
HSD17B14	1.26833333333333
ZFAND2B	0.6
SAMD4B	0.37725
HEXA	0.746375
HNRNPU	-0.00677272727272726
USP39	-0.377125
NRD1	0.1985
R3HDML	0.153
FLT4	0.507833333333333
OMG	0.129
OR52N4	0.3835
LOC399818	-0.91325
ELA2	-2.13825
VENTXP1	0.01
RFC5	-1.2675
OR52L1	0.0975
PAX5	0.042
FBXO2	2.2405
GMEB1	0.4425
AKT3	-0.948666666666667
CRB1	-1.315
CTTN	1.05283333333333
UTP15	-1.01016666666667
HSBP1	0.338333333333333
PHF11	0.24775
NDEL1	-0.191166666666667
USP8	-0.07
BAIAP2	0.8646875
SI	0.431
ARSJ	-0.0268333333333333
BAAT	-2.536
KCNS3	5.41666666666667
LOC126147	0.0325
TMEM37	0.6575
C1orf162	2.34133333333333
MBD1	-0.8649
ITGAL	-0.3635
WDR73	0.778
GKN2	0.256833333333333
ARFGAP1	-0.081125
SLC5A8	-0.683833333333333
ZBTB40	-0.39
CYP4B1	0.976666666666667
LYPLAL1	-0.12425
CHST3	0.08875
MAP3K9	0.554
BTAF1	-0.633833333333333
TFAP2E	0.1845
RBM35B	0.58075
LOC441251	-0.4025
ANKRD25	-0.492888888888889
UQCRC2	-0.471
MAEA	-0.57325
HYAL1	-3.1927
RNPEPL1	0.710666666666667
CPSF2	-0.786
PSD3	-1.1255
ABCA13	-0.14775
AGR2	-0.381
GBX1	-0.444
HDLBP	0.949785714285714
ACY3	-0.81175
HECW1	-0.142
ZNF519	-1.24775
HOPX	3.892875
ZNF304	0.615875
OR12D3	0.718
FKSG43	0.6065
METTL1	2.98525
MFSD3	-0.4
PSPH	-0.823
CLCA3	0.113
DARS2	-0.5315
CDC25A	-1.892
BAIAP2L1	1.13275
B3GNT5	-0.7855
USP29	-0.018
ARHGEF10L	0.8537
ATOX1	-0.875125
ADAM30	0.29325
DNASE1	-0.01375
STT3A	0.127333333333333
RAB6IP1	0.2525
PTN	-0.474
C1orf106	0.404307692307692
HECA	1.87925
RNF122	-0.38225
SLC22A18AS	0.7815
GNG8	0.364333333333333
ELP4	-1.00425
FAM65A	0.192166666666667
RPL10A	-0.318166666666667
IRS4	0.3055
MACF1	0.7218
SEC24D	0.18
LOC374395	1.301
TGFB2	0.056
MDFIC	-0.941875
CHRNE	0.601166666666667
PCMTD2	0.244666666666667
ATP6V0D1	0.753
MTA2	0.45725
LZTR1	-0.451166666666667
RAP1A	-0.128
AXIN1	-0.613875
POLR1C	-0.556
TRIO	0.14025
PLXNA4A	-0.508083333333333
C5orf33	-0.528
DEPDC1B	-3.796
ZNF473	-1.23833333333333
MTM1	0.759125
GPR107	1.06583333333333
CSNK1A1L	0.210333333333333
FLJ14154	-0.34125
NLRC4	2.33725
ENPP4	-1.14
PADI3	-0.43
RNF170	0.63575
CG018	-0.443833333333333
C16orf7	0.20475
KCNE1	-0.056
NRM	-1.71933333333333
SLC37A3	-0.148285714285714
TPD52L2	-0.426
UNC5B	2.4345
C12orf12	1.48866666666667
SDHB	0.21175
CLRN1	0.14925
NUDT10	-0.989333333333333
UGT3A1	0.0675
FBXW8	0.7045
RHOF	-0.78425
PTPLAD1	-0.069125
MYO3B	-0.177
DERA	-0.13075
TPP2	-0.84325
C19orf53	0.533333333333333
GINS3	-1.146875
ST6GALNAC5	2.4235
CHSY1	0.83875
MGC15705	1.1965
GPR83	0.0401666666666666
EXT2	0.66825
DOLK	0.715
TUBAL3	-0.9915
ACVRL1	2.0026
ABL2	-0.755583333333333
C14orf156	-1.09783333333333
PTPRZ1	-4.107875
DIP2C	0.62425
LAMP1	1.184
RXRA	1.1676
MAP3K5	1.216
ALKBH1	-0.125166666666667
PDLIM7	0.034875
ARL14	-1.7055
SNIP1	-0.165833333333333
TIMP3	2.74766666666667
RGS3	0.970833333333333
SPAG16	0.632
ABHD4	0.36575
ARHGEF12	0.5825
GLUD2	0.7495
RAC2	-0.112
UAP1L1	0.5515
SLC18A3	-0.133
YOD1	-0.403583333333333
RALY	0.4125
HMOX2	1.005
DGKH	0.3215
DBNDD2	1.70633333333333
YIPF4	0.3995
THAP10	-0.517
ZNF513	0.8735
HAGHL	-0.00133333333333333
ITGB4	-1.983
CCDC141	-0.6785
YTHDF3	0.5155
C5orf28	0.748
RPL7L1	-0.65225
TMEM30B	1.37828571428571
ANKRD35	1.1445
DUOXA2	0.05825
TBC1D5	-0.474875
DFNB59	0.7635
HRH4	0.38425
MYO6	1.4036
DNAJA4	1.73925
RBM24	-1.75125
CEACAM20	0.08675
RBM23	-0.980642857142857
NGFB	0.1635
C1orf63	-1.2567
KRTAP7-1	0.089
PERLD1	1.6705
NPB	0.1315
C17orf59	-0.0723
HSPBAP1	-0.1845
SLC15A4	0.287625
PRTFDC1	-1.49275
OSMR	-0.197142857142857
CYSLTR2	-0.568
C19orf25	-0.4248
KIAA1797	0.0125
NLRP6	0.0595
FAM105B	-0.7817
SCRN2	0.0943333333333333
LRRC58	0.4296
RNF17	0.346
NEIL3	-3.0535
FAM137A	-1.4435
SKP2	-2.78525
PARVA	1.26983333333333
PKLR	-1.4865
RNF34	-0.4685
A3GALT2	-0.00949999999999999
C12orf50	0.0901666666666667
SUNC1	-0.871
FAM102B	-0.735
CCT2	-1.312
LRRC37A2	0.3935
ARF4	0.5245
SIKE	0.072875
C8orf48	0.113333333333333
MBTPS1	0.8835
GPSN2	0.6005
NCF2	2.92525
SLC12A6	0.6185
MRPL48	-0.32325
HMGN3	-0.853833333333333
LRRC62	-1.054
PAX9	1.921875
FAM55A	0.285
C20orf42	-3.5595
SCML2	-1.5025
BCL9	0.18175
FAM40A	-0.426
C9orf41	-1.05583333333333
ZNF774	0.713
LETM1	-1.886
PLXNB1	0.356833333333333
NIPSNAP1	0.607125
USP10	-0.4885
F9	0.049
LIPE	-0.458
CNGB3	0.16
C12orf52	-0.348875
PI4K2A	-0.239625
MED8	0.2715
STAT4	-0.1061
FGD4	-0.335333333333333
RNF145	0.598166666666667
WDR32	0.6554
CLDN2	-0.128833333333333
TCEAL8	0.24825
ZMYND8	-0.0179
PDXK	-0.29315625
GATAD2A	-0.93925
PTGES3	-0.43
CCM2	-0.28875
TAP1	-0.3365
ZNF670	-0.00425
ETS2	-0.575928571428571
C6orf166	-0.871
PRMT2	-0.0277857142857143
OR4B1	0.5065
INTS8	-0.2635
CCDC102A	-0.20775
CCDC83	-1.46033333333333
ITGA1	0.5233
EPHA5	-1.67833333333333
FAM24B	-1.767
TSGA10	-0.35125
HAL	-2.06583333333333
MYOT	-0.2255
SPACA3	0.9895
BCL2L2	-0.121833333333333
CUGBP2	-0.433833333333333
CCNB3	0.359
RNF113B	-0.1265
MERTK	-0.08225
BAG1	-0.77
VPS36	0.09975
ORMDL3	0.9074
C1orf190	0.17875
ZNF625	0.0875
CORO2B	-1.9455
ALOX15	-0.4715
CST1	1.8295
NUPR1	2.49533333333333
CCL7	0.3475
SMCR5	-2.359
DSC2	-0.306
RBMS2	0.01675
GRIK4	1.28
TRIM65	-0.5215
TMPRSS6	-0.0856428571428571
TP53INP2	1.51225
GLB1L	0.770166666666667
LOC388284	-0.0548333333333333
PUS1	-0.988785714285714
BCL9L	0.3705
OLFM1	1.72016666666667
RET	-1.418
MASTL	-2.25616666666667
ALX3	0.5235
IL1RL1	-0.498833333333333
ZNF765	-1.0041
C14orf138	-0.6815
SNX10	0.641833333333333
TAC4	0.1115
C1orf64	-2.939625
POGK	-0.59475
MAPK9	-0.85225
ZNF366	1.39375
C8orf79	-0.5708
CLDN7	2.948125
OR5AT1	0.411
TRIM37	-1.7935
LRRC25	2.30375
GRHL2	2.2085
TEKT3	0.16225
LASS5	-0.3255
ABCC4	3.12283333333333
DLG3	1.769375
VGLL1	0.12375
ZFP36L2	1.25016666666667
MFRP	-0.039
KIAA1799	0.58
FLJ44379	-0.28
PCNX	-0.65075
ANXA9	-2.2685
CYP4V2	1.8137
PIK3C2A	0.46125
SRR	0.998
NOL3	0.24775
IFITM2	0.4215
ARNTL2	-2.21725
ZNF595	1.17725
NLRP13	-0.235
ASPH	1.951875
CPA2	0.181
PVRIG	-1.6605
LEPR	-1.85866666666667
C16orf42	0.492333333333333
SH3BGRL	1.788
FAM77D	-0.784666666666667
FNDC7	0.037
C9orf6	0.973166666666667
NOTCH2NL	1.47116666666667
PGBD1	-1.4105
SYNGR2	1.52333333333333
PITPNA	0.326125
PRPF4B	-0.7998
SLC43A3	-1.78071428571429
NRBP1	0.2535
SLC25A22	0.7325
ILK	0.41825
SLC22A8	0.303666666666667
MRPS7	-0.0655
PITX2	-1.81825
FABP3	0.123625
OR1L1	0.189
LOC728215	-0.46625
BLID	-1.115
KIAA1217	2.53570588235294
TFPT	0.06475
AP4B1	-0.77325
VBP1	-1.51
OR1K1	0.23
MORC3	-0.1805
BHMT2	-0.7285
C3orf10	0.3245
FZD7	1.04733333333333
WFDC10A	-0.2155
PMS2CL	-0.539875
CCDC32	0.327666666666667
FA2H	-1.65125
ALG13	0.0905
TTLL7	-0.16
SPOCK3	0.2015
SLC13A2	1.3525
AIM1	3.01825
GPRC6A	-0.057
EGR2	3.66175
MED11	0.2355
WWC1	2.6355
SH3GL3	-3.996
RIF1	-0.412214285714286
PRLH	0.141
VLDLR	0.2785
DBT	0.0609375
C21orf63	1.8045
CGGBP1	-0.873125
KRTAP12-2	0.0895
TADA3L	0.04975
ZBTB16	4.7585
PDGFB	0.986
RFX1	0.5495
UQCRB	-0.2682
LOC133874	-0.1835
HPS3	1.0215
LGALS3BP	-0.9801
DKFZP564O0823	0.863142857142857
MRFAP1L1	-0.283625
HOXA10	3.093
NGB	0.371
KIF21A	-0.111307692307692
IFLTD1	0.1455
LZTS1	-0.32475
ARHGEF3	1.445
RHBDL3	-2.467
CSNK1G2	-0.25625
ChGn	-1.21825
KIAA1244	3.914
GABRB2	0.0175
MGC72080	0.3445
CD27	2.38625
EGLN1	-1.2665
PEX13	0.13275
RWDD3	0.03875
RNF12	-0.627833333333333
GRIN2B	0.2425
ADAMTS14	-0.74675
DYDC2	1.1535
ATP6AP1	0.4224
NR1H2	-0.222833333333333
PDK2	-0.00125000000000001
C3orf17	-0.0811666666666667
SLC38A2	-0.941
SLC25A29	-0.00866666666666667
C15orf29	0.097375
ADAM9	-1.38875
TMUB2	0.218
GPR176	-0.61625
AGK	-0.625
MCCD1	0.08975
NDUFA4	-0.82025
TMEM146	0.1615
DUSP1	0.164
UNQ6975	0.1685
EMX2OS	3.83375
INSM2	0.36875
LUZP4	-0.09425
SETD6	0.58525
P2RY2	3.98875
SLC45A2	-1.6375
RABGAP1	0.283166666666667
UBXD5	1.383375
GPRC5A	0.0896
PAK3	-0.533
LOC63920	-0.7915
TGFBR1	0.8579
KRTAP6-3	0.08625
SFMBT2	-0.36275
CDC42	0.2495
C11orf35	1.387
TTLL2	0.34775
UACA	0.727666666666667
CD97	-1.0146
SETD5	-0.271125
NINJ2	0.426
PTER	0.509666666666667
POMGNT1	0.9415
KRTAP4-2	0.696
ECGF1	3.05125
HRB	0.611727272727273
ATP1B2	-0.1423
LOC400506	-0.67975
COL4A3BP	0.0015
C6orf97	2.06125
GRHPR	2.031625
TAS2R1	0.4995
SEMA7A	-0.417
EDF1	0.27175
ODF2L	1.0493
PCID2	-0.853333333333333
GTF2H4	-1.26
ZCCHC3	-0.62875
CGB2	0.141
NEUROD1	0.034
C20orf75	-0.542
RP5-1054A22.3	1.46266666666667
IFNA5	0.0385
ZNF134	-0.547583333333333
MGC119295	-0.5973
ZSWIM6	-0.35925
SMEK1	-0.464666666666667
PCGF2	0.29875
C1orf102	2.4895
CYP2A13	0.3135
KCNH6	-0.6452
MDM1	-0.8708
ALDH7A1	-1.38266666666667
C9orf75	0.0395
VDAC3	-0.55575
OR51T1	-0.1055
EIF3F	0.00416666666666667
KCNJ10	-0.599875
LENG8	0.18875
EDEM2	0.2195
CCNJL	-1.62816666666667
DHX37	-0.9725
CRYGN	0.7595
AATF	-0.691
ZNF630	0.396125
E2F5	-0.0335
WFDC13	-0.70575
FTSJ3	-0.950666666666667
C4orf33	0.25375
LHFPL4	-2.7545
C19orf56	-0.0378333333333333
SMAD4	-0.93375
AFM	-0.517
G0S2	-1.95125
FCHSD2	0.9528
RRP1B	-0.8482
EEF1B2	-0.351333333333333
STAT6	1.24916666666667
ZNF195	-0.239
GNL1	-1.2595
ZNRF2	3.02133333333333
PER3	0.033375
ASB16	0.34825
C10orf10	0.865214285714286
ADCY8	-2.59316666666667
C9orf58	1.18333333333333
ARMC10	-0.5785
PSG1	-0.8595
DHX34	-0.39475
VARS2	-1.054875
NFIC	2.96275
ITPR2	0.16025
AGXT2	0.0643333333333333
OR6K3	0.056
H2AFZ	-1.13391666666667
MLLT3	-1.30516666666667
COX4I2	1.5985
CCNT2	0.13575
PLK4	-2.031625
NUMBL	-0.524333333333333
MED16	-0.0365
PLEKHQ1	0.7095
GOSR1	0.264833333333333
BTG4	-0.1015
RPL30	1.62208333333333
IGSF5	0.44325
IGFL2	2.35083333333333
ELMOD2	0.756833333333333
SHC3	-0.360333333333333
HAVCR1	-0.548
DYNC2H1	0.20225
RNF5	-1.27283333333333
C2orf7	0.091
NLF1	1.3345
KLHL25	0.2435
LRP10	0.8589
KRI1	-0.46
PUS7L	-0.371666666666667
MGMT	0.87275
HOXD1	-0.554
CSH1	0.2609
ATG16L2	0.3575
FLJ44635	0.341
CHODL	0.235
EXOSC8	-2.11575
SLC28A1	0.00700000000000001
MYO7B	-0.357333333333333
SEH1L	-0.6842
MTNR1A	0.212666666666667
TSPAN5	0.0228333333333333
CDC45L	-2.83433333333333
AMIGO1	1.2235
ATAD3A	0.0135
OSGIN2	0.4195
PDIK1L	0.835166666666667
DARC	0.06525
PIPSL	-0.2405
SHMT1	0.10975
CRISP3	1.86
POPDC2	1.94916666666667
ZRANB2	-0.9025
FBXL8	1.2375
TRIP13	-2.695
EIF5AL1	-0.826
POU5F1P3	-4.76433333333333
IL6	-2.60416666666667
CXorf38	-0.0823333333333333
IFNA16	0.1765
FBXL2	-0.213333333333333
BRD1	0.67425
STATH	0.098
FBXO44	1.11416666666667
MCCC2	-0.003
CDC2	0.1677
C5orf23	0.55825
IVD	0.714
C10orf122	-0.74825
MSL3L1	-0.2422
MVP	-0.119
EPOR	-1.1627
ZMYM1	-0.0616666666666667
BCL7C	0.55
PSTPIP2	0.6064
LYPD1	-1.1975
OR8G5	-0.0185
ZP3	-0.703833333333333
BCAS4	0.527916666666667
EDG6	0.412
ISY1	-0.37475
PRAMEF2	-1.066
CUL1	-0.557125
RNF213	0.7707
CCRK	0.236
DHX9	-0.336375
C13orf29	-0.15
NCKAP1	0.838166666666667
MRPL43	0.833928571428572
XPR1	-0.65325
PKN2	0.9951
PODNL1	1.114
ZNF333	0.123875
DALRD3	0.818
OPN1SW	1.05
BTBD6	1.0535
C11orf82	-2.396
OR5P3	-0.004
DUSP11	-0.02975
L1CAM	-1.4515
NEK11	2.551
OR7E91P	1.421
CNTN3	1.2581
CREB3L2	0.56
ZBTB37	0.0155
KIAA1324L	-2.3995
NDUFB10	-0.327666666666667
NUDT2	-0.8735
GTPBP8	-0.3335
CACNA1D	0.56325
PRKAA2	-0.4305
PRDM8	0.4075
MGC16075	-0.2895
KRT14	-1.23721428571429
PP8961	0.5925
MRPL18	-0.61275
ABCG2	-2.93975
PACRG	0.93775
BBS2	-0.1935
KREMEN2	2.6325
FBXO21	0.144
HNRPUL1	-0.46275
GRB10	-0.20375
CLSTN1	1.72275
LMAN2	-0.6199
C17orf61	-0.38975
NIPSNAP3A	-0.56775
INSIG2	-1.866
PCDHB7	-0.2865
STXBP2	-0.005375
CMAH	0.221
SEMA5B	-1.051
ZNF155	-0.510666666666667
COQ6	0.0776666666666667
PRPF4	0.62
TSPAN15	1.9823
VN1R5	0.24725
LATS2	0.61475
SELK	0.24975
PGK2	0.0935
MS4A1	-1.21375
TYW3	0.1157
KRTAP5-1	1.15425
RCCD1	-2.6265
BTN1A1	0.15925
DDX28	0.3425
TMEM65	1.020625
LOC92345	-0.091
TTC31	-0.28975
WDR46	-1.35216666666667
CHP2	-1.3645
LSP1	0.681625
ZNF542	-1.272
EXOSC1	-0.3075
ARHGAP18	-0.869333333333333
LRRTM4	-0.587875
MAOB	1.02883333333333
CACNB4	-0.73275
MGC33846	0.121875
RANBP3L	2.272
ATP5L	0.4295
ONECUT1	-2.716
NUDT9	0.758
TMEM149	-1.383
STX17	0.51625
IGSF10	-3.7775
TMPRSS9	0.7055
BMPR2	1.14016666666667
ALLC	0.32325
KLF7	1.7205
GCC1	0.2237
TIMM9	-0.82675
CDO1	-1.56216666666667
MGC10701	-0.188166666666667
IFI6	0.472166666666667
FRMD8	1.49
MGAT2	-0.48375
WBP5	-0.454333333333333
CNIH2	0.2925
KIAA0907	-1.959
KCNH8	-0.842
CTSG	-2.73325
GRIK1	-0.481833333333333
CUL5	1.144875
FRMD1	0.5
OR9A4	0.6215
SYT6	-1.5825
FOXD4L2	0.78625
ANAPC2	0.3525
OPN5	0.0385
TAF13	-0.26025
LYG2	-0.61325
GGNBP1	0.0875
C11orf40	-0.01
OTX2	-0.8125
REG4	-0.329333333333333
EIF5	-0.43175
PALB2	-0.441
SEPSECS	-1.1017
RNASE3	0.03375
TRIM49	-2.181
POLR2K	0.3358
GPR42	-0.011
C8B	-3.2335
SASS6	-0.63825
PREB	-0.362666666666667
OR3A3	0.4725
TUBA8	1.55675
IGLV2-14	-2.23075
STIL	-1.5095
ANKFN1	-1.12466666666667
NME7	-1.17175
HOXC12	-0.12025
UBE2C	-1.871625
FHOD1	0.144875
CDK2AP1	0.436416666666667
OR6K2	0.5485
DHPS	-0.48025
RPL5	0.0980833333333333
TRGV5	0.1135
LOC541472	0.19525
HCCS	-0.6129
DENND1B	1.134
LHX3	0.063
OR5D16	0.233
CXorf57	-2.5775
IRF2BP1	0.079
NDST2	0.957666666666667
LCE3D	0.1615
BOLL	0.281125
SYT3	-0.53375
PIH1D2	0.8845
C20orf7	-0.9535
IL1R2	-0.775
SLAMF9	1.1505
PPME1	0.14225
PIK3CA	-0.12075
TRAPPC1	0.341875
COLEC10	-0.73125
SLC9A6	-1.5055
PDDC1	0.2555
CCDC53	-0.6635
GK3P	-0.74825
DAZL	-1.198
BRI3	-0.02825
SDK1	-1.20975
CYP2C18	-0.162
IFI44L	1.548
RPL3L	0.633
FUT9	-1.46966666666667
KIFC2	-0.00166666666666665
PMP2	-0.36775
SLC4A9	-0.1255
PLAG1	-2.6155
MYCBP2	0.685
OR4E2	-0.297
CCDC65	0.19975
C16orf82	-0.13775
ENTPD4	-0.569125
BRP44L	0.4235
PMP22CD	-0.09225
TMCO4	1.88366666666667
KCNN1	-0.415833333333333
WDR35	-0.218
CCDC80	1.869
C3orf31	-1.68725
SLC7A9	-1.21125
TMEM190	-0.75825
DBC1	-1.407
FADS3	-1.02433333333333
PDZD8	-0.0518333333333333
GRM5	0.333125
AZGP1	5.1246
PEX3	1.645
MED1	-0.534285714285714
ATG4C	-1.11333333333333
HNRPH3	-1.18775
FAM109B	2.31375
C4orf17	-0.0355
CA10	-0.0425
OPRD1	0.7445
CCL16	-1.307
SACM1L	-0.46175
CST6	5.59225
CD63	0.5415
LGI1	-1.4285
ZNF784	0.775
CRYBB1	-0.9325
CX3CL1	1.35465
TOP2A	-3.155125
GYPB	-3.66016666666667
GADD45GIP1	-0.28275
FEN1	-1.83375
IGF1R	0.6164375
WDR72	-2.51083333333333
PURG	-0.934833333333333
DEFB126	-0.29675
PKD1L1	0.80625
CAV1	-2.5918
GNPDA2	0.4936
DGAT2	2.447375
NLGN1	-4.81325
STRBP	0.4775
HPRT1	-1.07733333333333
FANCI	-1.9595
PSMA7	0.727125
DBF4B	-0.972166666666667
TTF1	-0.21475
RAD54L	-2.434
ELOF1	0.3
PLAGL2	0.90325
ZNF256	0.154
HMGCL	0.31575
MSI2	1.1335
RPESP	3.93766666666667
C11orf60	0.84275
ABCD1	0.313
ACAA1	0.5564
SPARCL1	4.792
IL6ST	-1.1808
ZNF319	0.39675
TMEM109	0.6987
FAM90A1	-2.72316666666667
IL22RA1	-1.704
ATP4B	0.313
TEC	0.883833333333333
C7orf30	2.829
TXNDC2	-0.107333333333333
ABCB4	-0.40275
KIAA1191	0.267625
C9orf38	0.3745
SFTPB	0.033625
CNTNAP2	1.1405
FRK	1.6015
TBX19	-0.473
CHD4	-0.45
C6orf26	-1.983
MOSC2	2.08975
IKBKE	0.431
HIF1A	-0.593166666666667
LOC595101	-0.5735
RELA	0.370666666666667
TMEM16B	-1.1465
ABHD12B	-2.289
TSEN34	0.326
KIF18A	-2.3425
TXNDC9	-0.2715
SPATA2L	0.6615
SEMA4G	-1.323
C21orf91	-0.540875
MATN1	0.468
KCNIP4	-0.122666666666667
TUSC1	1.721
OR4C15	0.4535
ARMCX6	-0.03575
WBSCR27	-1.87566666666667
OR52I2	-0.1385
KIAA1604	-0.649
DYNC1I1	-0.759625
PPP4C	0.4025
SLC47A2	-1.92
TREH	0.080625
CD48	0.268333333333333
ST14	2.51116666666667
PKN1	0.18925
SPON2	2.1485
XBP1	1.31783333333333
SFRS12	-1.09783333333333
EFCAB6	2.96375
SELT	-0.639
SLC39A2	0.3475
ERF	-0.8915
ARL3	0.17475
SURF6	-0.0183
MLLT10	-0.542666666666667
FLJ11171	0.509
TDGF1	-4.57183333333333
ERCC6	0.17975
EIF2AK4	1.8765
BAZ1A	-0.721666666666667
LRRN3	-1.32
TMC3	-0.2295
EFTUD1	-0.56875
PTPRO	0.331
CLEC12A	0.55475
ACBD4	-0.357625
ZDHHC14	-0.567125
OTUD7B	0.898125
ACTB	0.1871875
MSRA	-0.094875
LCE5A	1.266
IFI35	-0.56775
BSCL2	0.689166666666667
ANKRD12	0.352416666666667
CFHR2	0.37425
RGAG1	-0.6655
HSFY1	-0.026
SLC30A5	-0.357333333333333
IMPG1	0.2905
GPR109A	0.9165
ZNF185	0.40075
IYD	3.5035
NPCDR1	0.163
SERPINA13	0.6415
HMGCLL1	-1.89675
NEUROG1	1.124
UBQLN1	-0.661375
LIN37	0.47175
SOCS2	-1.191
DSCR4	-1.549
XKR6	-1.6215
GPR142	0.704
KRTAP13-3	0.5305
CCDC15	-0.806666666666667
MOS	0.0845
CD1E	-2.405
OFCC1	0.0651666666666667
FAM83D	-2.55175
SRFBP1	-0.98675
C9orf96	0.9945
DHDH	-0.477
CCDC90A	-1.675
RABL3	-0.04765
CD320	-1.70733333333333
ANGEL2	-0.415
MRPL21	0.86125
SMG6	0.481
INSR	3.556375
FLJ14816	-0.4595
GLRB	-1.95133333333333
C9orf89	0.204
CIZ1	-0.034875
URG4	-0.5065
LRDD	-0.5955
CBY1	1.06283333333333
NFX1	0.170625
MTERFD2	-0.486214285714286
C19orf23	1.4145
PGC	-1.236125
IER3IP1	0.0774
RASAL2	0.817416666666667
C1orf89	-0.747
SYNJ1	-0.93275
NFKBIE	-0.349
FLJ40125	-2.09466666666667
TCEB2	-0.3526
NOG	-1.622
POLR2J2	-0.219333333333333
HLA-B	0.6925
PCDHA1	-0.8485
PPP2R2B	-1.38625
ARHGEF17	2.0065
TCF7L2	0.6275
CHD5	-0.5935
ZNF431	-0.6555
TBC1D25	0.50025
ZNF800	0.3415
SCUBE2	0.219
MYCBP	0.3185
GPX5	0.1975
C6orf129	-0.754166666666667
QSER1	-0.252166666666667
ULK2	1.26525
PIGO	0.1925
NRCAM	-2.2045
SLC35E3	0.31925
CSRP2	-1.20025
HYPE	0.1735
MAPK15	-0.222666666666667
MGC14327	0.17925
TIMM13	-1.02683333333333
ZNF462	-1.54125
GBA3	-0.000750000000000001
TEX13A	-0.128
MCM6	-1.07788888888889
MTRF1	-1.579875
ABCA7	1.67025
EIF4A2	-0.28175
ZC3H10	0.8476
RPGR	-0.114833333333333
C20orf94	0.4295
RP1L1	0.17625
GPR125	-1.008125
USP22	-0.171928571428571
OR1L4	-0.0455
MLZE	0.5645
FLJ32065	-0.033
PTCD1	0.26425
CRTAC1	3.614
BXDC2	-1.58825
C18orf1	1.11616666666667
FAM107A	0.241
EFNA3	0.98875
P18SRP	-0.7861
CAMKK2	-0.07075
KIAA0649	-0.42025
NES	-2.09883333333333
HS6ST3	-1.489125
PON2	-0.295
TCP11L2	0.16075
CLEC4A	1.18475
PRR12	-0.091
MLXIPL	-1.4927
C2orf50	-0.1065
ZNF28	-1.20325
ENC1	0.1565
MAP2K1	-0.134375
FKSG2	0.90525
KIAA0430	0.25875
PTP4A1	-1.78177777777778
GPR156	1.2605
GTF3C6	0.19075
UBR2	-0.6724
LOC388272	-0.91425
MAK	0.120333333333333
ACOT4	2.377
STC2	-2.13233333333333
PIGW	-0.96925
SAE1	-1.604875
COL6A1	0.396409090909091
OAZ1	0.396833333333333
STMN4	0.1295
EDG3	0.8
SGCE	-1.49683333333333
IL11	-0.522
PRSS8	2.51625
YIPF5	-0.0645
WNT4	0.391125
CSN2	0.260833333333333
TCF7	-3.13925
TDO2	4.49625
SAMD9	-0.7479375
S100A7A	6.647
MMRN1	0.378333333333333
GKAP1	-1.45525
AKR1C3	-3.20775
RNF19A	1.4635
GMDS	-0.433
YKT6	-0.359375
SPARC	1.5395
C12orf31	-1.149
UBE2V2	-0.615166666666667
FBXL18	0.000666666666666665
KIAA0460	0.10575
ADAM22	-1.214125
SERPINC1	-4.75325
KCTD21	0.9455
MYOHD1	-0.9735
ZNF37A	-0.183666666666667
GTF3C1	-0.274333333333333
CTSZ	1.956
PRNPIP	0.061125
DRD1IP	0.24425
NR1I2	-2.41516666666667
ZNF266	-0.2101
SPAG4L	-0.3825
COX4NB	-0.245
SAPS1	0.105
APOA1	-3.36975
TATDN1	0.0881666666666667
C10orf82	-2.5365
KPNB1	-1.24925
FOXO3	0.40475
CRYBB2	0.443
ZBTB5	1.562
SLC25A38	-0.06075
DCTN2	2.2245
IFT20	0.2995
CTHRC1	2.68
C1orf31	-1.388125
UHRF1	-1.3508125
GPC6	-0.3045
C10orf54	1.18275
MCF2L2	0.091
WNT9B	0.063625
OLA1	-0.3735
FAM120B	-0.441
TTLL10	-0.1365
CYorf15A	-4.779
RELN	-1.6859
SCN2B	-0.225083333333333
MFHAS1	-1.14675
NKX3-2	-0.444166666666667
