Hybridization REF	TCGA-A1-A0SP-01A-11R-A084-07
RPL10A	-0.360166666666667
IRS4	0.4445
MACF1	1.1961
SEC24D	-0.0025
LOC374395	0.123
TGFB2	1.538875
MDFIC	1.111625
CHRNE	0.582333333333333
PCMTD2	-0.657
ATP6V0D1	0.125833333333333
MTA2	1.238
LZTR1	-0.8655
RAP1A	0.527166666666667
AXIN1	-0.069
POLR1C	0.2625
TRIO	0.602583333333333
PLXNA4A	-0.197166666666667
C5orf33	0.317
DEPDC1B	-0.796875
ZNF473	0.931
MTM1	0.0025
GPR107	0.713666666666667
CSNK1A1L	0.113833333333333
FLJ14154	-0.49575
NLRC4	4.3195
ENPP4	1.126
PADI3	-0.501
RNF170	-1.369875
CG018	0.200833333333333
C16orf7	-0.1255
KCNE1	0.052
NRM	-0.569333333333333
SLC37A3	0.289142857142857
TPD52L2	-0.268
UNC5B	0.6195
C12orf12	-0.501
SDHB	0.12075
CLRN1	0.1215
NUDT10	-2.29016666666667
UGT3A1	-0.29425
FBXW8	-0.259375
RHOF	-0.6625
PTPLAD1	-0.64825
MYO3B	0.495
DERA	1.7665
TPP2	-0.18175
C19orf53	-0.0638333333333333
GINS3	-1.26825
ST6GALNAC5	3.991
CHSY1	-0.17775
MGC15705	0.5205
GPR83	0.851
EXT2	-0.375125
DOLK	0.11775
TUBAL3	0.515
ACVRL1	1.9502
ABL2	-0.168333333333333
C14orf156	-0.719
PTPRZ1	-3.09675
DIP2C	-1.020875
LAMP1	0.431125
RXRA	-0.346
MAP3K5	1.243
ALKBH1	-0.3335
PDLIM7	-0.368
ARL14	1.6295
SNIP1	0.418333333333333
TIMP3	0.434333333333333
RGS3	-0.1895
SPAG16	0.5873
ABHD4	-1.2725
ARHGEF12	0.08
GLUD2	-0.713
RAC2	-0.4507
UAP1L1	-1.429
SLC18A3	0.316
YOD1	-0.863166666666667
RALY	0.56475
HMOX2	0.20275
DGKH	-0.035
DBNDD2	1.51333333333333
YIPF4	0.341
THAP10	-0.47275
ZNF513	0.3355
HAGHL	-0.1095
ITGB4	1.991
CCDC141	-0.742
YTHDF3	0.55075
C5orf28	1.2525
RPL7L1	-0.694625
TMEM30B	0.628357142857143
ANKRD35	1.299
DUOXA2	-0.13475
TBC1D5	-0.156375
DFNB59	-0.255
HRH4	0.4975
MYO6	2.4684
DNAJA4	1.04925
RBM24	-0.19075
CEACAM20	1.44725
RBM23	-0.289857142857143
NGFB	0.2215
C1orf63	-0.9528
KRTAP7-1	-0.0115
PERLD1	0.72075
NPB	2.166
C17orf59	-0.0654
HSPBAP1	0.36425
SLC15A4	0.497625
PRTFDC1	1.88775
OSMR	-1.35585714285714
CYSLTR2	-0.2155
C19orf25	0.1333
KIAA1797	-0.444
NLRP6	0.06
FAM105B	1.3704
SCRN2	-1.65666666666667
LRRC58	0.5875
RNF17	0.123625
NEIL3	-0.627
FAM137A	-1.67625
SKP2	-0.66975
PARVA	0.732833333333333
PKLR	-1.4695
RNF34	-0.077
A3GALT2	0.13525
C12orf50	0.274333333333333
SUNC1	-1.3735
FAM102B	0.4475
CCT2	-0.33775
LRRC37A2	-1.0205
ARF4	0.049
SIKE	0.68975
C8orf48	2.348
MBTPS1	0.397571428571429
GPSN2	-0.4195
NCF2	4.4745
SLC12A6	0.383
MRPL48	0.649
HMGN3	1.18633333333333
LRRC62	0.875
PAX9	1.220375
FAM55A	0.1525
C20orf42	0.971166666666667
SCML2	-0.5695
BCL9	0.34475
FAM40A	-0.14325
C9orf41	-0.131
ZNF774	-0.209
LETM1	-0.17375
PLXNB1	-0.348833333333333
NIPSNAP1	0.24
USP10	-0.1865
F9	0.16275
LIPE	0.25075
CNGB3	0.704
C12orf52	0.21625
PI4K2A	-0.4445
MED8	0.0655
STAT4	0.6549
FGD4	0.989833333333333
RNF145	-1.38033333333333
WDR32	0.5334
CLDN2	0.00283333333333334
TCEAL8	-0.2765
ZMYND8	-1.0962
PDXK	0.5538125
GATAD2A	0.273
PTGES3	-0.6425
CCM2	0.24925
TAP1	1.371625
ZNF670	0.64425
ETS2	-0.0119285714285714
C6orf166	1.02
PRMT2	0.937214285714286
OR4B1	0.0675
INTS8	-0.1645
CCDC102A	0.69575
CCDC83	-1.918
ITGA1	-0.4739
EPHA5	-1.2846
FAM24B	0.252833333333333
TSGA10	2.38525
HAL	-1.0455
MYOT	0.000749999999999973
SPACA3	-0.157
BCL2L2	-0.373833333333333
CUGBP2	2.238
CCNB3	0.8985
RNF113B	-0.81375
MERTK	-0.50475
BAG1	1.615
VPS36	-0.18675
ORMDL3	-0.2008
C1orf190	0.2825
ZNF625	-0.7075
CORO2B	-2.0035
ALOX15	0.039
CST1	3.102
NUPR1	1.90266666666667
CCL7	3.48
SMCR5	-2.8075
DSC2	3.46
RBMS2	0.30275
GRIK4	0.484
TRIM65	0.7948
TMPRSS6	-0.489071428571429
TP53INP2	-0.2995
GLB1L	0.417166666666667
LOC388284	-0.199833333333333
PUS1	-0.409857142857143
BCL9L	-0.444
OLFM1	0.591083333333333
RET	-1.8625
MASTL	-2.113
ALX3	0.0015
IL1RL1	0.0613333333333333
ZNF765	-0.4983
C14orf138	-0.53125
SNX10	0.4375
TAC4	-0.0155
C1orf64	-2.763375
POGK	0.972875
MAPK9	-0.87875
ZNF366	2.17
C8orf79	0.8158
CLDN7	1.60725
OR5AT1	0.5275
TRIM37	-1.543
LRRC25	2.78225
GRHL2	2.2098
TEKT3	-0.282
LASS5	-0.665
ABCC4	0.00374999999999998
DLG3	0.54425
VGLL1	3.5295
ZFP36L2	0.941333333333333
MFRP	0.017
KIAA1799	0.64825
FLJ44379	-0.7065
PCNX	-0.01375
ANXA9	-2.396
CYP4V2	1.5084
PIK3C2A	0.286
SRR	0.12
NOL3	-0.01
IFITM2	-0.607
ARNTL2	2.3195
ZNF595	-0.7965
NLRP13	-0.2255
ASPH	0.3605
CPA2	1.0995
PVRIG	-1.5535
LEPR	-0.4435
C16orf42	0.196333333333333
SH3BGRL	0.64125
FAM77D	0.7215
FNDC7	0.0555
C9orf6	0.5745
NOTCH2NL	0.825166666666667
PGBD1	0.159666666666667
SYNGR2	0.330333333333333
PITPNA	-0.19725
PRPF4B	-1.1729
SLC43A3	0.513857142857143
NRBP1	-0.1805
SLC25A22	0.7395
ILK	-0.12725
SLC22A8	0.583833333333333
MRPS7	0.31
PITX2	0.8585
FABP3	-0.194125
OR1L1	-0.1935
LOC728215	1.003875
BLID	-1.4885
KIAA1217	0.925
TFPT	0.376
AP4B1	-0.2735
VBP1	-1.3205
OR1K1	0.27
MORC3	-0.08925
BHMT2	-1.39
C3orf10	0.0105
FZD7	3.01816666666667
WFDC10A	-0.1725
PMS2CL	-0.6525
CCDC32	0.0958333333333333
FA2H	0.47625
ALG13	-0.978
TTLL7	0.0706
SPOCK3	0.43125
SLC13A2	0.6865
AIM1	2.0135
GPRC6A	0.1995
EGR2	3.92175
MED11	-0.281
WWC1	1.59675
SH3GL3	-2.3215
RIF1	0.414571428571429
PRLH	0.282
VLDLR	-0.135
DBT	0.2654375
C21orf63	1.247
CGGBP1	-0.999
KRTAP12-2	0.47
TADA3L	-0.61975
ZBTB16	-0.01425
PDGFB	0.603875
RFX1	0.363375
UQCRB	0.0945
LOC133874	2.3545
HPS3	-0.2655
LGALS3BP	-0.2227
DKFZP564O0823	2.39335714285714
MRFAP1L1	0.115125
HOXA10	-0.7555
NGB	0.045
KIF21A	0.116
IFLTD1	0.892
LZTS1	0.908375
ARHGEF3	0.62825
RHBDL3	-1.6395
CSNK1G2	0.362666666666667
ChGn	-0.080375
KIAA1244	2.01933333333333
GABRB2	0.5065
MGC72080	0.6315
CD27	3.89975
EGLN1	-1.302
PEX13	0.02175
RWDD3	-0.238
RNF12	-0.4705
GRIN2B	0.555
ADAMTS14	-0.825625
DYDC2	2.07966666666667
ATP6AP1	-0.8759
NR1H2	0.1015
PDK2	-0.8505
C3orf17	-0.118333333333333
SLC38A2	-0.5675
SLC25A29	-0.940833333333333
C15orf29	0.0733749999999999
ADAM9	-0.700583333333333
TMUB2	-0.35
GPR176	-0.36725
AGK	0.00762499999999999
MCCD1	-0.11225
NDUFA4	-0.28825
TMEM146	0.15825
DUSP1	0.993375
UNQ6975	0.6755
EMX2OS	2.658
INSM2	0.4465
LUZP4	-0.0845
SETD6	-1.5085
P2RY2	0.374
SLC45A2	-1.1735
RABGAP1	0.418
UBXD5	0.328375
GPRC5A	0.0373
PAK3	2.59483333333333
LOC63920	-0.66
TGFBR1	0.4094
KRTAP6-3	0.49375
SFMBT2	-0.555
CDC42	0.1486875
C11orf35	-0.6765
TTLL2	-0.1105
UACA	0.0398333333333333
CD97	-0.7479
SETD5	-0.481125
NINJ2	0.49125
PTER	0.92
POMGNT1	0.27
KRTAP4-2	0.0745
ECGF1	2.80975
HRB	0.328181818181818
ATP1B2	-0.2517
LOC400506	0.0985
COL4A3BP	-0.00575
C6orf97	-2.0515
GRHPR	0.647375
TAS2R1	-0.007
SEMA7A	-1.0205
EDF1	0.000749999999999997
ODF2L	1.3049
PCID2	-0.859833333333333
GTF2H4	-0.888333333333333
ZCCHC3	-0.639375
CGB2	0.1465
NEUROD1	0.032
C20orf75	-0.618
RP5-1054A22.3	0.867166666666667
IFNA5	0.159
ZNF134	-0.0133333333333333
MGC119295	-1.2482
ZSWIM6	-0.603625
SMEK1	-0.08
PCGF2	-0.37325
C1orf102	1.20375
CYP2A13	0.6435
KCNH6	-1.3728
MDM1	-0.057
ALDH7A1	-0.103333333333333
C9orf75	-1.12925
VDAC3	-1.002875
OR51T1	0.4105
EIF3F	0.0908333333333333
KCNJ10	-0.3725
LENG8	-0.1115
EDEM2	0.309416666666667
CCNJL	0.00466666666666667
DHX37	-0.158
CRYGN	0.3455
AATF	-0.5955
ZNF630	0.663625
E2F5	1.86
WFDC13	-0.2935
FTSJ3	-1.08583333333333
C4orf33	-0.98125
LHFPL4	-2.61775
C19orf56	-0.3425
SMAD4	0.649
AFM	-0.476666666666667
G0S2	0.2015
FCHSD2	0.4191
RRP1B	-0.0395
EEF1B2	-0.123833333333333
STAT6	0.827333333333333
ZNF195	-0.04875
GNL1	-0.5955
ZNRF2	0.732666666666667
PER3	0.17525
ASB16	0.20325
C10orf10	2.32171428571429
ADCY8	1.08733333333333
C9orf58	1.25
ARMC10	0.5695
PSG1	-0.4955
DHX34	0.031
VARS2	-0.762125
NFIC	0.43625
ITPR2	2.45875
AGXT2	0.157166666666667
OR6K3	0.223
H2AFZ	-0.0453333333333333
MLLT3	0.6925
COX4I2	1.42675
CCNT2	-0.30775
PLK4	-0.7975
NUMBL	-0.016
MED16	-0.01
PLEKHQ1	0.9235
GOSR1	0.1075
BTG4	-0.195
RPL30	0.7585
IGSF5	-0.38125
IGFL2	1.24366666666667
ELMOD2	0.330166666666667
SHC3	-0.590333333333333
HAVCR1	0.6265
DYNC2H1	-0.209
RNF5	-0.783666666666667
C2orf7	-0.84075
NLF1	1.0895
KLHL25	-0.07925
LRP10	-0.8386
KRI1	-0.29475
PUS7L	-0.3645
MGMT	0.77975
HOXD1	-0.161166666666667
CSH1	0.3374
ATG16L2	-1.62925
FLJ44635	-0.2315
CHODL	3.6935
EXOSC8	-1.09125
SLC28A1	-0.4145
MYO7B	-0.759166666666667
SEH1L	0.7699
MTNR1A	0.248333333333333
TSPAN5	0.651166666666667
CDC45L	-1.22633333333333
AMIGO1	-0.2265
ATAD3A	0.708625
OSGIN2	1.5005
PDIK1L	0.254166666666667
DARC	2.4705
PIPSL	0.074
SHMT1	-1.08625
CRISP3	0.446
POPDC2	1.90866666666667
ZRANB2	-0.779
FBXL8	0.27325
TRIP13	0.323545454545455
EIF5AL1	-0.9785
POU5F1P3	-5.05466666666667
IL6	-1.32283333333333
CXorf38	-0.670833333333333
IFNA16	0.2245
FBXL2	0.653666666666667
BRD1	0.93775
STATH	0.45525
FBXO44	0.925333333333333
MCCC2	-1.73775
CDC2	-1.3938
C5orf23	5.07775
IVD	-1.07933333333333
C10orf122	-0.59575
MSL3L1	0.7167
MVP	0.144
EPOR	-1.6088
ZMYM1	-0.1005
BCL7C	0.488333333333333
PSTPIP2	-0.0659
LYPD1	1.042
OR8G5	0.187
ZP3	0.0371666666666667
BCAS4	-0.620083333333333
EDG6	3.055
ISY1	0.03
PRAMEF2	-0.6335
CUL1	-0.030125
RNF213	-0.00200000000000001
CCRK	0.7315
DHX9	0.078625
C13orf29	-0.7685
NCKAP1	-0.391166666666667
MRPL43	-0.1935
XPR1	0.3205
PKN2	0.5305
PODNL1	0.2825
ZNF333	0.032375
DALRD3	0.749
OPN1SW	-0.2925
BTBD6	0.55975
C11orf82	-1.4735
OR5P3	-0.357
DUSP11	0.34975
L1CAM	-0.8758
NEK11	0.643
OR7E91P	1.5965
CNTN3	2.1026
CREB3L2	0.29575
ZBTB37	0.0195
KIAA1324L	1.29625
NDUFB10	-0.506166666666667
NUDT2	0.0595
GTPBP8	0.6165
CACNA1D	0.657
PRKAA2	-0.0333333333333333
PRDM8	0.2895
MGC16075	0.639166666666667
KRT14	1.71571428571429
PP8961	0.58625
MRPL18	1.004
ABCG2	-2.5595
PACRG	1.5605
BBS2	-0.532
KREMEN2	1.075
FBXO21	0.32225
HNRPUL1	0.6135
GRB10	1.073
CLSTN1	0.665875
LMAN2	-0.6693
C17orf61	-0.98575
NIPSNAP3A	0.70825
INSIG2	-1.01716666666667
PCDHB7	0.168833333333333
STXBP2	-0.06125
CMAH	0.23675
SEMA5B	1.248
ZNF155	0.3155
COQ6	-1.065
PRPF4	-0.15925
TSPAN15	1.5724
VN1R5	0.2605
LATS2	0.4225
SELK	-0.56625
PGK2	-0.281
MS4A1	0.225875
TYW3	0.1872
KRTAP5-1	0.352
RCCD1	-1.59383333333333
BTN1A1	0.20325
DDX28	0.7
TMEM65	0.587875
LOC92345	0.247
TTC31	-0.8325
WDR46	-0.506166666666667
CHP2	-1.08716666666667
LSP1	0.6075
ZNF542	0.824
EXOSC1	-0.64725
ARHGAP18	0.141166666666667
LRRTM4	-0.58475
MAOB	1.6145
CACNB4	0.47325
MGC33846	1.47725
RANBP3L	0.098625
ATP5L	-0.443285714285714
ONECUT1	-2.108
NUDT9	-0.01925
TMEM149	0.091
STX17	0.32525
IGSF10	-1.68225
TMPRSS9	0.289
BMPR2	1.01166666666667
ALLC	-0.177
KLF7	0.872125
GCC1	0.5329
TIMM9	-1.07125
CDO1	2.4
MGC10701	0.3825
IFI6	1.06033333333333
FRMD8	-0.126
MGAT2	-0.897
WBP5	-0.235666666666667
CNIH2	0.56475
KIAA0907	-1.41
KCNH8	1.633
CTSG	-1.294
GRIK1	-0.0523333333333333
CUL5	0.558875
FRMD1	0.573
OR9A4	-0.388
SYT6	-1.177
FOXD4L2	0.732
ANAPC2	-0.5335
OPN5	-0.6195
TAF13	0.1885
LYG2	-0.49275
GGNBP1	0.1005
C11orf40	0.284
OTX2	-0.338
REG4	0.0765
EIF5	-0.218625
PALB2	-0.34925
SEPSECS	-0.161
RNASE3	0.03425
TRIM49	1.993
POLR2K	0.7599
GPR42	0.2815
C8B	-2.47175
SASS6	-0.0905
PREB	-0.556
OR3A3	0.2475
TUBA8	0.762625
IGLV2-14	0.12775
STIL	-0.91025
ANKFN1	-0.8315
NME7	0.0695
HOXC12	-1.29625
UBE2C	0.604125
FHOD1	-1.42175
CDK2AP1	1.28775
OR6K2	0.668666666666667
DHPS	-0.18025
RPL5	0.1355
TRGV5	0.362
LOC541472	0.620625
HCCS	-0.3035
DENND1B	0.9015
LHX3	0.142
OR5D16	0.2905
CXorf57	-0.0931666666666667
IRF2BP1	0.71375
NDST2	-0.0158333333333333
LCE3D	0.0935
BOLL	0.236375
SYT3	-0.91375
PIH1D2	0.12625
C20orf7	-0.00883333333333334
IL1R2	2.73133333333333
SLAMF9	0.688
PPME1	0.413125
PIK3CA	0.2685
TRAPPC1	-0.35375
COLEC10	-0.338
SLC9A6	-0.473833333333333
PDDC1	0.0414166666666667
CCDC53	0.133
GK3P	-1.145
DAZL	-0.33625
BRI3	0.25825
SDK1	0.81325
CYP2C18	0.292
IFI44L	2.362375
RPL3L	0.46
FUT9	2.49766666666667
KIFC2	-0.4715
PMP2	-0.637375
SLC4A9	0.2695
PLAG1	-1.36183333333333
MYCBP2	-0.330833333333333
OR4E2	0.291
CCDC65	0.5105
C16orf82	0.0385
ENTPD4	-0.084375
BRP44L	-0.833125
PMP22CD	-0.2245
TMCO4	1.09916666666667
KCNN1	-0.668
WDR35	0.827
CCDC80	1.79575
C3orf31	-1.15975
SLC7A9	-1.4655
TMEM190	-0.3445
DBC1	-1.32616666666667
FADS3	-0.119
PDZD8	0.0936666666666667
GRM5	0.159125
AZGP1	1.5016
PEX3	0.943
MED1	-0.450785714285714
ATG4C	-0.4565
HNRPH3	-0.508625
FAM109B	0.91875
C4orf17	-0.0435
CA10	-0.60225
OPRD1	-0.1795
CCL16	-1.122
SACM1L	-1.38925
CST6	4.33575
CD63	0.34625
LGI1	-1.76275
ZNF784	0.50725
CRYBB1	-0.8975
CX3CL1	0.2494
TOP2A	-1.788875
GYPB	-3.86783333333333
GADD45GIP1	-0.19325
FEN1	-0.799875
IGF1R	-0.6579375
WDR72	-2.17283333333333
PURG	-1.059
DEFB126	0.0265
PKD1L1	0.80875
CAV1	-1.737
GNPDA2	0.1413
DGAT2	1.29625
NLGN1	-1.93425
STRBP	0.413375
HPRT1	-0.6425
FANCI	-1.51325
PSMA7	0.614625
DBF4B	-0.9555
TTF1	-0.73175
RAD54L	-0.87325
ELOF1	-0.11375
PLAGL2	0.096875
ZNF256	0.497
HMGCL	0.065
MSI2	-0.972833333333333
RPESP	-0.858833333333333
C11orf60	-0.12675
ABCD1	-0.479
ACAA1	-0.0727
SPARCL1	3.63128571428571
IL6ST	-1.0456
ZNF319	-0.51925
TMEM109	-0.2667
FAM90A1	2.557
IL22RA1	1.0555
ATP4B	0.1145
TEC	-0.488833333333333
C7orf30	-0.616
TXNDC2	-0.395
ABCB4	-0.6515
KIAA1191	0.363375
C9orf38	-0.1705
SFTPB	0.435125
CNTNAP2	0.630916666666667
FRK	2.394
TBX19	0.9615
CHD4	0.81775
C6orf26	-2.19216666666667
MOSC2	0.46025
IKBKE	0.5515
HIF1A	-1.23866666666667
LOC595101	-0.115
RELA	0.411333333333333
TMEM16B	2.01916666666667
ABHD12B	0.70275
TSEN34	0.7575
KIF18A	-0.808
TXNDC9	0.278833333333333
SPATA2L	0.4235
SEMA4G	-1.646
C21orf91	1.17175
MATN1	2.9795
KCNIP4	-0.0336666666666667
TUSC1	2.066125
OR4C15	0.2865
ARMCX6	-0.513666666666667
WBSCR27	-1.48083333333333
OR52I2	-0.2405
KIAA1604	-0.34225
DYNC1I1	2.54775
PPP4C	-0.26025
SLC47A2	-1.06566666666667
TREH	-0.4455
CD48	2.2575
ST14	2.137
PKN1	0.0685
SPON2	2.0715
XBP1	-1.19308333333333
SFRS12	-1.39183333333333
EFCAB6	1.388
SELT	-0.50525
SLC39A2	-0.0195
ERF	0.5985
ARL3	-0.398125
SURF6	-0.1857
MLLT10	-0.778142857142857
FLJ11171	0.00483333333333333
TDGF1	-4.329
ERCC6	-0.46025
EIF2AK4	0.18375
BAZ1A	0.00800000000000001
LRRN3	0.313333333333333
TMC3	-0.0405
EFTUD1	-0.26375
PTPRO	2.2665
CLEC12A	1.431375
ACBD4	-0.535
ZDHHC14	0.04175
OTUD7B	0.662625
ACTB	0.5754375
MSRA	0.18175
LCE5A	0.5835
IFI35	-0.744
BSCL2	0.631666666666667
ANKRD12	-0.157916666666667
CFHR2	0.267
RGAG1	0.341666666666667
HSFY1	0.098
SLC30A5	-0.36025
IMPG1	0.235
GPR109A	0.451
ZNF185	0.63725
IYD	0.378
NPCDR1	0.3885
SERPINA13	0.396
HMGCLL1	0.769
NEUROG1	0.664666666666667
UBQLN1	0.520875
LIN37	0.35475
SOCS2	-1.4975
DSCR4	-1.366875
XKR6	-0.357
GPR142	0.5345
KRTAP13-3	0.42
CCDC15	-1.32666666666667
MOS	0.4225
CD1E	0.375
OFCC1	-0.1515
FAM83D	-0.3615
SRFBP1	-0.09725
C9orf96	0.385
DHDH	1.606
CCDC90A	0.3275
RABL3	0.253
CD320	-0.458166666666667
ANGEL2	-0.0465833333333333
MRPL21	0.4285
SMG6	-0.432166666666667
INSR	1.1278125
FLJ14816	-0.9835
GLRB	0.145
C9orf89	0.077
CIZ1	-0.004125
URG4	-0.788333333333333
LRDD	-1.1255
CBY1	1.29716666666667
NFX1	0.00587500000000001
MTERFD2	-0.375142857142857
C19orf23	1.1435
PGC	-2.807875
IER3IP1	0.0276
RASAL2	2.00758333333333
C1orf89	-0.4325
SYNJ1	-0.95525
NFKBIE	1.388
FLJ40125	0.457
TCEB2	-0.1489
NOG	-1.4425
POLR2J2	-0.605166666666667
HLA-B	2.0065
PCDHA1	-0.7675
PPP2R2B	-0.96375
ARHGEF17	0.180666666666667
TCF7L2	0.941
CHD5	-0.6025
ZNF431	-0.77925
TBC1D25	-0.5455
ZNF800	0.11
SCUBE2	-0.933090909090909
MYCBP	-0.0548333333333333
GPX5	0.346
C6orf129	0.0911666666666667
QSER1	0.082
ULK2	1.1655
PIGO	0.1255
NRCAM	-0.882
SLC35E3	-0.3935
CSRP2	2.04425
HYPE	0.2525
MAPK15	-0.267666666666667
MGC14327	0.08125
TIMM13	-0.0983333333333333
ZNF462	1.7745
GBA3	0.757
TEX13A	-0.105
MCM6	0.430111111111111
MTRF1	-0.834
ABCA7	-0.8205
EIF4A2	-0.1225
ZC3H10	0.3728
RPGR	-0.253666666666667
C20orf94	0.94225
RP1L1	-0.28725
GPR125	0.952125
USP22	-0.358214285714286
OR1L4	-0.355
MLZE	0.259
FLJ32065	-0.3445
PTCD1	0.06125
CRTAC1	1.073
BXDC2	0.27375
C18orf1	1.4385
FAM107A	0.782785714285714
EFNA3	-0.6195
P18SRP	-1.0511
CAMKK2	1.02258333333333
KIAA0649	0.1505
NES	-2.53466666666667
HS6ST3	0.987625
PON2	0.12275
TCP11L2	-0.469
CLEC4A	3.67775
PRR12	0.544
MLXIPL	-1.7151
C2orf50	0.412
ZNF28	0.964
ENC1	2.41333333333333
MAP2K1	-0.685875
FKSG2	0.42425
KIAA0430	0.764
PTP4A1	-0.451611111111111
GPR156	0.5325
GTF3C6	0.5755
UBR2	-0.517
LOC388272	-1.3695
MAK	1.35633333333333
ACOT4	0.86525
STC2	-2.04891666666667
PIGW	-0.80475
SAE1	0.104
COL6A1	0.039
OAZ1	0.349
STMN4	0.444833333333333
EDG3	-0.1015
SGCE	-0.895
IL11	-2.30916666666667
PRSS8	1.31125
YIPF5	0.0440833333333333
WNT4	1.639625
CSN2	0.203666666666667
TCF7	-1.69275
TDO2	2.2505
SAMD9	0.43725
S100A7A	-0.039
MMRN1	1.683
GKAP1	0.054
AKR1C3	-3.016125
RNF19A	1.893125
GMDS	1.073
YKT6	-0.02325
SPARC	0.9565
C12orf31	-0.78325
UBE2V2	-0.0733333333333333
FBXL18	-0.6005
KIAA0460	0.56625
ADAM22	0.88325
SERPINC1	-5.20925
KCTD21	-0.0855
MYOHD1	-1.36225
ZNF37A	-0.435666666666667
GTF3C1	-0.0241666666666667
CTSZ	3.049
PRNPIP	-0.1365
DRD1IP	0.33925
NR1I2	-1.15483333333333
ZNF266	-0.2968
SPAG4L	0.6095
COX4NB	0.347
SAPS1	1.46083333333333
APOA1	-3.727125
TATDN1	0.112833333333333
C10orf82	-2.2745
KPNB1	-0.317
FOXO3	0.818833333333333
CRYBB2	0.56
ZBTB5	0.4765
SLC25A38	-1.3895
DCTN2	0.0351666666666667
IFT20	0.07875
CTHRC1	2.94325
C1orf31	-1.185625
UHRF1	0.0711875
GPC6	0.1965
C10orf54	1.79775
MCF2L2	-0.207
WNT9B	-0.05075
OLA1	-0.115875
FAM120B	0.65675
TTLL10	0.503
CYorf15A	-4.5595
RELN	1.7539
SCN2B	0.377166666666667
MFHAS1	1.2255
NKX3-2	-0.822166666666667
RASGRF2	-0.5665
SSBP1	-0.626
KPNA6	-0.147071428571429
LOC389118	0.065
HS3ST4	-1.344
SUPT7L	-0.586625
FLJ32658	-0.9165
IGFBPL1	0.055
KIAA1641	-1.1917
SHKBP1	-0.184
CSF1R	4.8345
NAGK	0.21225
MYL2	0.80275
HIST1H4C	0.0445
TOMM7	-0.553875
ADAMTSL3	1.5772
TNFSF14	-0.9505
PRRT2	-2.2765
VTA1	0.402
AOAH	3.25883333333333
CRISPLD2	1.22714285714286
PNN	-1.1448
TA-NFKBH	-0.73825
ESPN	0.92025
RBM43	-0.583
KIAA1267	-0.18375
DDX3X	0.00266666666666668
KIAA1576	-4.20625
PLXDC1	2.81866666666667
FLJ25801	-3.0675
HNRNPL	0.2805
RUNDC3A	-0.02
CASP12	0.759
SH2D5	-1.3255
RPL26L1	-0.6435
OR51A7	0.04025
HDC	0.7905
C2orf16	0.0516666666666667
SYTL3	2.865625
GOLGA4	-0.4649375
NOTCH1	1.211
ATPAF2	0.0045
ECD	-0.2795
SSX5	-1.34833333333333
SNAP91	0.2285
OCA2	3.53775
PNPO	-0.372833333333333
DAPK1	1.94466666666667
PINX1	0.0231666666666667
SELENBP1	-1.228625
NEK3	-0.19625
TMED4	-0.114
SSTR4	0.256
FOSL1	-1.3855
CD40LG	0.869
CES1	-0.840416666666667
DCI	0.114666666666667
B3GAT3	0.465166666666667
STK17B	0.21775
CNTN6	0.0375
CYP3A4	-1.30133333333333
MBOAT2	1.24171428571429
PISD	-0.43725
USP1	0.39025
PYDC1	2.27966666666667
CENPM	0.135125
SAR1B	-0.77375
TTC7B	-0.85775
DP58	0.3395
GPC1	-0.3515
RBL1	0.1135
TMEM137	-2.92166666666667
TOB1	-1.12108333333333
TCEAL1	-1.30216666666667
CENPF	0.160363636363636
C6	1.23316666666667
PRSS1	-1.70425
PPIL6	1.80683333333333
C6orf124	-1.667
ODZ4	0.752
SNCB	0.1095
NDUFB9	0.50575
CNOT6L	0.172666666666667
S100A9	1.57016666666667
TRIM50	-0.2635
KCTD1	2.808
WDR63	0.68025
SPEF2	1.461375
RNGTT	0.591
CXorf22	-0.0485
KCNK16	0.052
CEP250	-0.699125
ATPBD1B	0.34825
KCNJ2	3.59275
MT1B	-0.2305
ZNF684	-0.0165
SLC4A1	0.07775
PDHA1	-0.8305
ZNF492	-0.93475
TKT	-1.3055
BYSL	0.02125
RNF38	0.683625
AHDC1	0.4315
KLHL2	2.15775
CMTM8	0.561
DMP1	-0.2445
HERPUD2	0.069625
CRTAM	2.74216666666667
ZNF572	0.66725
TMEM16J	-0.5405
HSD17B2	-2.88525
UBE2G1	-0.36975
AHSA2	-2.9855
PELI2	-1.2315
TPX2	-0.527
ATP9B	2.01216666666667
DAZAP1	0.422375
HMGCS2	0.5585
C17orf38	0.85325
B9D1	-0.5725
NKX2-5	1.71416666666667
KIAA1276	0.085
LILRB2	3.7325
CSTF1	-0.263833333333333
BTN2A1	-0.9725
C15orf48	4.6965
IGF2BP3	-1.7915
FAM113B	0.720166666666667
HRG	0.2435
ZNF131	0.862
USP47	-0.336
CCDC88B	-1.04475
HCN1	-0.2297
HTN1	0.212
SYCP3	-0.166
C13orf23	-0.0513
PAPOLA	0.069375
AATK	-0.822
MSH3	0.192
NDUFAB1	-0.6025
ITLN2	-0.6785
BAK1	0.176333333333333
MRPL45	-0.928
MTNR1B	0.0928333333333333
LOC645843	-0.0885
SPECC1L	0.199125
PGCP	0.06925
SPN	-0.087
GPR143	1.11383333333333
ZNF576	0.781666666666667
TMEM39A	0.7474
ATP5D	-0.187833333333333
MAGEB3	-0.858
RPS5	-0.0723333333333333
ANP32E	-0.0670714285714286
MTMR1	-0.06975
