Hybridization REF	TCGA-AN-A0FK-01A-11R-A034-07
BTBD11	-0.286666666666667
C16orf72	1.80825
DIO2	0.7986
LRRCC1	0.517
CCDC136	-2.9135
PRX	-0.726375
RBM5	-0.8182
TMEM85	-0.12425
TUBGCP4	-1.52416666666667
APLN	1.721125
CDK7	0.826166666666667
SSR2	1.89891666666667
CRELD1	0.2515
C19orf46	2.69975
GAL3ST4	0.237
KBTBD10	0.326
IL28A	0.62425
WDR27	-1.3025
MCM2	-1.52
SOX14	-1.3815
FLJ39743	-0.3925
KIAA0922	-0.305125
HIPK4	0.133
FLJ25758	-0.0045
C16orf57	-1.55191666666667
PDZD2	1.1215
MCC	2.295875
HHLA3	-0.185
ID2	-0.674
C20orf23	2.17466666666667
ZNF688	1.8045
APOC2	-0.882
LOC440093	0.078
FAM50B	2.60483333333333
PWP1	-1.246
DNAH10	-0.7185
HIST1H2BA	0.3925
GPR56	0.327333333333333
METAP2	-0.895
PAN3	1.44016666666667
STXBP4	0.764875
PDHX	-0.236
MTA1	-0.562083333333333
ZBED4	-0.321625
ZNF720	1.02025
CDK2	-0.841875
RHOJ	0.814125
CDC37	-0.416166666666667
ZER1	0.161375
GRK4	-0.039
PRPH	1.63925
POLR2A	0.617125
OGFOD1	-0.8935
NOL5A	-1.72625
PHEX	-1.1775
FLJ16478	0.8645
C20orf117	-0.532
CAMTA2	-0.313
C11orf74	0.543333333333333
DDX17	-0.0365833333333333
C5orf27	-0.2895
PLEKHA2	-2.09144444444444
PDE4DIP	-2.1077
SCN7A	0.0905
ZNF559	-1.00766666666667
CXCL10	3.516
ZMYM4	0.145
STK32B	1.8982
KIAA0888	-3.06511111111111
TACR3	1.1985
CKAP2L	-2.02875
KIF1A	-1.21683333333333
RSPRY1	0.53025
VCAN	0.724
CYP27C1	-0.539
SYDE1	-1.7045
MED12L	0.7255
ZDHHC21	1.663625
NHS	-1.079
TM9SF3	1.548
DDHD1	-0.186125
MAFG	-1.1345
BICD2	-0.8145
C14orf119	-0.0122
C14orf43	0.641357142857143
CDH7	-1.639
ALKBH5	-0.173357142857143
JUP	1.34675
TMEM41A	0.468833333333333
MAMDC4	-1.683
CBX3	-0.315625
LRRC18	-0.0135
RBMXL2	0.11775
PLA2G4D	0.598
FGF13	1.54175
KIF3A	0.44
PDIA6	-1.046
DCXR	1.0735
CASKIN2	0.306083333333333
EHD1	0.3345
MARCKSL1	0.316166666666667
ZNF496	-0.256166666666667
SCAF1	0.294166666666667
KCTD8	-1.05575
TRAF3IP3	0.0652142857142857
LSR	1.3505
CXorf1	0.02425
C14orf112	0.526
EIF2B1	-0.93275
OMP	0.224
GSTZ1	0.68625
LOC92017	0.2155
ISLR2	0.757
C12orf36	1.1965
GATA2	-0.927666666666667
GABRA5	-3.8155
CELSR2	-0.306785714285714
STAM2	0.9586
TNAP	-0.052
PTPMT1	-0.392
GRP	7.019
SV2A	-1.4778
MAGEA12	-4.3985
CACNG1	1.656
C18orf19	-0.5325
GSG1	-0.1665
PTPRJ	0.112357142857143
FRMPD1	-0.622
ZNF668	0.25225
PLEKHJ1	-0.78
ADAT1	-1.0911
TMEM50A	0.4464
UCN3	0.038
HOOK1	2.67875
IL17B	-1.206
MLKL	-1.19333333333333
TTC14	-0.3925
KLHL5	-0.411375
CRYL1	0.451666666666667
FOXH1	-0.4155
NFYB	-0.6635
PPM1G	-1.00375
GOLGA2LY1	-2.1775
NMT1	-0.792625
HADHA	-1.0085
CHSY-2	2.20025
PLEKHF1	-0.421571428571429
SAGE1	-0.723
MUSTN1	-0.11975
SUHW4	0.78875
TFEB	0.721833333333333
ZFYVE27	0.66875
ATG12	-0.0736666666666667
BMI1	2.86921428571429
ZIM3	0.49375
MYH4	-0.2125
MASP1	-0.763583333333333
KIAA0984	0.867
RPAP2	-0.79375
ASB5	0.58325
BOLA3	-1.2645
MIA3	2.93733333333333
KRT35	0.352
KIR3DL3	-1.3445
MRPL51	-0.343
SEMA3F	0.8525
NDUFB2	0.892333333333333
LOC253012	0.01075
FAM46C	0.5418
G6PC	-1.75283333333333
CSAG3A	-4.1815
PREX1	0.9165
SLC25A45	-0.07
MAPKBP1	0.04
CPE	-0.5871
GNB1	-1.14525
CXCR6	0.11
TRIM46	0.2025
C16orf3	0.213833333333333
HPSE	-0.278625
TIGD3	0.7535
SPG3A	2.2685
LCAT	-1.643
ST6GAL1	-0.354166666666667
POMC	0.263
FLJ36031	-1.39066666666667
NSMAF	-0.569
SKIL	1.636
ADSS	1.07683333333333
HMGCS1	-1.9737
POLR3F	-0.186666666666667
RAB10	-0.43275
ZNF277P	-0.87425
ZBTB7B	0.89675
DHRS1	0.9565
ABCC13	-0.273571428571429
CNOT3	-0.05975
NFKBIA	1.2125
GAK	-0.284333333333333
SFT2D2	1.35016666666667
HOXA6	0.083
CRTC1	-0.206625
LY6D	-1.20716666666667
C20orf72	-1.17716666666667
CPT1A	1.2565
LMO1	-1.046
EIF3I	-0.6105
PRB4	0.620333333333333
MCM3APAS	-1.9435
C20orf132	0.2811
FOXF2	-3.00675
S100A12	0.3715
MLH1	-0.373666666666667
ACTN1	0.2705
MRPL36	0.3535
C20orf106	-0.517
FBXO6	1.16583333333333
MKS1	-0.894666666666667
CX3CR1	-2.16475
PDE1B	0.075
PLP1	-3.225
KISS1	0.0683333333333333
C14orf2	-0.0581666666666666
TBC1D3P2	-1.1335
COMMD6	1.4677
ANKRD7	-2.2495
PTCHD1	-1.382125
NARS2	-0.5175
DOCK7	-0.457125
FAM127B	0.629125
LOC390243	0.239166666666667
N6AMT2	1.1015
ZNF391	-0.911
DNAJB14	0.489833333333333
WRB	0.025625
BPI	-0.0638181818181818
TTC4	-1.32866666666667
FAM10A5	-0.867
GOT1L1	-0.172
MAGED1	0.50725
RESP18	0.660333333333333
WFDC6	0.5705
MT2A	-1.1775
C11orf56	0.38425
KIAA1432	1.0955
ROR1	-1.073375
HSD17B14	0.4525
ZFAND2B	-0.47
SAMD4B	0.1205
HEXA	-0.388875
HNRNPU	0.849090909090909
USP39	-0.7985
NRD1	-0.623
R3HDML	0.369
FLT4	0.620166666666667
OMG	0.3098
OR52N4	0.745
LOC399818	-0.57175
ELA2	-2.15575
VENTXP1	1.3925
RFC5	-1.6865
OR52L1	-0.4375
PAX5	0.6485
FBXO2	-2.468
GMEB1	-0.0645
AKT3	-1.2406
CRB1	0.000666666666666684
CTTN	0.708833333333333
UTP15	0.694166666666667
HSBP1	0.00899999999999999
PHF11	2.55075
NDEL1	0.2235
USP8	-0.12825
BAIAP2	0.5075
SI	1.479
ARSJ	-2.28766666666667
BAAT	-2.1285
KCNS3	3.76416666666667
LOC126147	-0.659833333333333
TMEM37	-0.65975
C1orf162	2.35733333333333
MBD1	-0.4006
ITGAL	0.853166666666667
WDR73	-0.673666666666667
GKN2	0.597
ARFGAP1	-1.433375
SLC5A8	0.222
ZBTB40	-0.7761
CYP4B1	6.87766666666667
LYPLAL1	1.68475
CHST3	-2.566
MAP3K9	0.2325
BTAF1	-1.76583333333333
TFAP2E	-1.567
RBM35B	-0.037
LOC441251	-0.8675
ANKRD25	-0.144166666666667
UQCRC2	0.9195
MAEA	-0.473
HYAL1	-2.9779
RNPEPL1	-0.841
CPSF2	0.0265
PSD3	0.1703
ABCA13	-0.0212500000000001
AGR2	1.169
GBX1	-0.528
HDLBP	0.412
ACY3	1.43975
HECW1	-0.577
ZNF519	-0.97375
HOPX	3.239625
ZNF304	0.996125
OR12D3	1.1825
FKSG43	-0.63775
METTL1	0.533875
MFSD3	0.3402
PSPH	-0.38325
CLCA3	0.2005
DARS2	-0.754666666666667
CDC25A	-3.07016666666667
BAIAP2L1	-0.30325
B3GNT5	-1.299625
USP29	1.105
ARHGEF10L	-0.4853
ATOX1	-0.021875
ADAM30	-0.45725
DNASE1	-1.21325
STT3A	1.37408333333333
RAB6IP1	-0.41575
PTN	0.9111
C1orf106	-2.05092307692308
HECA	2.3725
RNF122	0.46775
SLC22A18AS	-0.1685
GNG8	0.275833333333333
ELP4	-0.01625
FAM65A	0.0621666666666667
RPL10A	-0.324
IRS4	1.201
MACF1	1.178
SEC24D	0.98075
LOC374395	1.11375
TGFB2	-0.711
MDFIC	-0.248
CHRNE	0.656
PCMTD2	-0.0345
ATP6V0D1	-0.3765
MTA2	0.503
LZTR1	-0.985
RAP1A	-0.530333333333333
AXIN1	-0.245
POLR1C	-0.12
TRIO	0.472583333333333
PLXNA4A	-0.84475
C5orf33	0.6095
DEPDC1B	-2.81775
ZNF473	0.4565
MTM1	1.385875
GPR107	0.190333333333333
CSNK1A1L	0.712333333333333
FLJ14154	-0.136
NLRC4	3.15125
ENPP4	3.86616666666667
PADI3	0.0385
RNF170	0.507875
CG018	-0.336666666666667
C16orf7	-0.4725
KCNE1	-0.888666666666667
NRM	-1.02666666666667
SLC37A3	-0.1105
TPD52L2	-1.68333333333333
UNC5B	2.146
C12orf12	0.7018
SDHB	-0.9325
CLRN1	0.282142857142857
NUDT10	1.23133333333333
UGT3A1	0.13525
FBXW8	-0.05475
RHOF	-1.43125
PTPLAD1	-0.562375
MYO3B	-0.71825
DERA	-0.16875
TPP2	-0.61425
C19orf53	0.0253333333333333
GINS3	-1.4525
ST6GALNAC5	2.4225
CHSY1	-0.5485
MGC15705	0.072
GPR83	-0.02
EXT2	0.38875
DOLK	1.12175
TUBAL3	1.242
ACVRL1	2.085
ABL2	0.157416666666667
C14orf156	-0.259
PTPRZ1	-3.73957142857143
DIP2C	0.133125
LAMP1	0.476875
RXRA	-1.1329
MAP3K5	1.1375
ALKBH1	0.164333333333333
PDLIM7	-0.769
ARL14	-1.82
SNIP1	-0.588
TIMP3	1.50983333333333
RGS3	0.633166666666667
SPAG16	-0.726111111111111
ABHD4	0.03025
ARHGEF12	1.28491666666667
GLUD2	0.308
RAC2	-1.7485
UAP1L1	-1.2265
SLC18A3	-0.136
YOD1	-0.75525
RALY	-0.55275
HMOX2	0.876625
DGKH	0.3975
DBNDD2	2.191
YIPF4	0.51725
THAP10	-0.28675
ZNF513	0.1405
HAGHL	0.6335
ITGB4	0.981166666666667
CCDC141	-0.9575
YTHDF3	0.84575
C5orf28	0.4515
RPL7L1	-0.554875
TMEM30B	1.67892857142857
ANKRD35	-0.0115
DUOXA2	-0.58475
TBC1D5	0.199625
DFNB59	-0.922
HRH4	0.4895
MYO6	4.0397
DNAJA4	1.2925
RBM24	2.91575
CEACAM20	-0.58725
RBM23	-0.242928571428571
NGFB	-0.756
C1orf63	-1.147
KRTAP7-1	-0.1605
PERLD1	1.417
NPB	-1.0045
C17orf59	1.1333
HSPBAP1	-0.54325
SLC15A4	-0.4975
PRTFDC1	0.36825
OSMR	-0.912285714285714
CYSLTR2	0.663
C19orf25	0.6939
KIAA1797	0.00650000000000001
NLRP6	-0.192
FAM105B	0.0813
SCRN2	0.345166666666667
LRRC58	-0.206
RNF17	0.119
NEIL3	-2.5355
FAM137A	-0.66825
SKP2	-3.23325
PARVA	1.61391666666667
PKLR	-1.5725
RNF34	-0.406375
A3GALT2	0.33875
C12orf50	1.34
SUNC1	-1.39675
FAM102B	-1.39783333333333
CCT2	-0.19325
LRRC37A2	-0.912
ARF4	1.0695
SIKE	-0.199125
C8orf48	-0.541833333333333
MBTPS1	-0.2985
GPSN2	-0.456
NCF2	1.87525
SLC12A6	-0.486
MRPL48	0.414
HMGN3	0.111666666666667
LRRC62	-1.247
PAX9	-0.6175
FAM55A	-0.287
C20orf42	-3.35616666666667
SCML2	-1.0444
BCL9	1.4065
FAM40A	-0.717
C9orf41	-0.543833333333333
ZNF774	-0.0665
LETM1	-1.05025
PLXNB1	-0.586666666666667
NIPSNAP1	-0.695625
USP10	-1.09625
F9	-0.4055
LIPE	1.80675
CNGB3	0.724
C12orf52	-0.369375
PI4K2A	0.00187500000000002
MED8	-0.64975
STAT4	-0.0628
FGD4	0.958333333333333
RNF145	-2.87933333333333
WDR32	1.7386
CLDN2	0.2285
TCEAL8	0.49925
ZMYND8	-0.9911
PDXK	-1.04165625
GATAD2A	-0.609
PTGES3	-0.341
CCM2	-0.547
TAP1	1.00225
ZNF670	0.68925
ETS2	-0.824857142857143
C6orf166	0.205
PRMT2	-0.522857142857143
OR4B1	0.3345
INTS8	0.358
CCDC102A	-0.87975
CCDC83	0.252166666666667
ITGA1	0.9987
EPHA5	-1.2592
FAM24B	-1.32283333333333
TSGA10	0.99
HAL	-2.4962
MYOT	0.258666666666667
SPACA3	0.176
BCL2L2	-0.550333333333333
CUGBP2	-0.8835
CCNB3	1.6545
RNF113B	0.367
MERTK	0.36175
BAG1	0.7
VPS36	0.58525
ORMDL3	0.3703
C1orf190	0.376
ZNF625	0.306
CORO2B	-1.62675
ALOX15	-4.0425
CST1	4.2935
NUPR1	1.726
CCL7	-1.1015
SMCR5	-3.2835
DSC2	0.3215
RBMS2	0.188
GRIK4	0.787
TRIM65	-0.6454
TMPRSS6	1.70128571428571
TP53INP2	-0.87
GLB1L	0.5225
LOC388284	0.0798333333333333
PUS1	-0.4955
BCL9L	-0.3005
OLFM1	0.45325
RET	2.89075
MASTL	-1.77216666666667
ALX3	-0.698
IL1RL1	-0.001
ZNF765	-0.8043
C14orf138	-1.24175
SNX10	-0.882166666666667
TAC4	0.5415
C1orf64	3.9945
POGK	0.901125
MAPK9	1.0105
ZNF366	2.545
C8orf79	1.9188
CLDN7	2.41275
OR5AT1	0.3585
TRIM37	-2.7025
LRRC25	2.56575
GRHL2	3.0588
TEKT3	3.38175
LASS5	-0.0693333333333333
ABCC4	-0.996083333333333
DLG3	1.00525
VGLL1	0.1955
ZFP36L2	0.251333333333333
MFRP	0.122333333333333
KIAA1799	0.5675
FLJ44379	0.036
PCNX	-0.77025
ANXA9	1.913
CYP4V2	2.1266
PIK3C2A	0.6945
SRR	1.1645
NOL3	-0.46375
IFITM2	0.6615
ARNTL2	-1.92275
ZNF595	-0.3235
NLRP13	-0.05
ASPH	1.167625
CPA2	0.324
PVRIG	-1.7395
LEPR	-1.6392
C16orf42	0.507166666666667
SH3BGRL	4.14925
FAM77D	-0.5435
FNDC7	1.4185
C9orf6	0.371
NOTCH2NL	1.66366666666667
PGBD1	-0.418833333333333
SYNGR2	0.907166666666667
PITPNA	-0.7900625
PRPF4B	-0.662
SLC43A3	-1.851
NRBP1	-0.859
SLC25A22	0.39725
ILK	-0.049125
SLC22A8	0.523333333333333
MRPS7	-0.855625
PITX2	-2.24725
FABP3	-1.05925
OR1L1	0.306
LOC728215	-0.43475
BLID	-0.9875
KIAA1217	2.37505882352941
TFPT	0.0575
AP4B1	-0.7455
VBP1	-0.83075
OR1K1	0.4985
MORC3	1.03875
BHMT2	-0.841166666666667
C3orf10	0.267875
FZD7	1.46566666666667
WFDC10A	1.433
PMS2CL	-0.737875
CCDC32	0.125833333333333
FA2H	0.30925
ALG13	0.6745
TTLL7	-1.6314
SPOCK3	0.244
SLC13A2	0.807
AIM1	-1.97675
GPRC6A	0.8145
EGR2	2.91925
MED11	0.60975
WWC1	2.0285
SH3GL3	-3.3595
RIF1	-0.375428571428572
PRLH	-0.339
VLDLR	-1.8655
DBT	0.5238
C21orf63	1.00625
CGGBP1	0.079375
KRTAP12-2	-0.331
TADA3L	-0.7255
ZBTB16	3.3655
PDGFB	0.636875
RFX1	0.455375
UQCRB	0.2701
LOC133874	-0.049
HPS3	-2.04475
LGALS3BP	0.85
DKFZP564O0823	0.947928571428571
MRFAP1L1	-0.576
HOXA10	-0.458
NGB	0.3415
KIF21A	1.33492307692308
IFLTD1	1.1425
LZTS1	-1.134625
ARHGEF3	2.13
RHBDL3	-0.74
CSNK1G2	-0.433833333333333
ChGn	-1.63675
KIAA1244	3.22483333333333
GABRB2	-0.0315
MGC72080	-1.259
CD27	3.299
EGLN1	-1.1014
PEX13	-0.07075
RWDD3	-0.42625
RNF12	-0.370833333333333
GRIN2B	1.364
ADAMTS14	-0.711875
DYDC2	4.77383333333333
ATP6AP1	0.6597
NR1H2	0.307833333333333
PDK2	-0.521
C3orf17	-0.496333333333333
SLC38A2	-0.466428571428571
SLC25A29	-1.12733333333333
C15orf29	0.113125
ADAM9	-0.525416666666667
TMUB2	-0.044875
GPR176	-1.00675
AGK	-0.46325
MCCD1	0.312
NDUFA4	0.1875
TMEM146	-0.117333333333333
DUSP1	0.922875
UNQ6975	0.919
EMX2OS	3.0105
INSM2	-0.71275
LUZP4	0.297
SETD6	-0.60025
P2RY2	-1.0615
SLC45A2	-0.9725
RABGAP1	0.4385
UBXD5	-0.3465
GPRC5A	2.9478
PAK3	-0.753833333333333
LOC63920	0.5465
TGFBR1	0.9302
KRTAP6-3	0.1655
SFMBT2	-0.17525
CDC42	-0.207125
C11orf35	0.643
TTLL2	-0.22025
UACA	0.531416666666667
CD97	-0.5747
SETD5	-0.581875
NINJ2	-0.832
PTER	0.756333333333333
POMGNT1	0.1215
KRTAP4-2	-0.372
ECGF1	2.125125
HRB	-0.521363636363636
ATP1B2	0.5204
LOC400506	0.596
COL4A3BP	1.08975
C6orf97	2.2885
GRHPR	0.66175
TAS2R1	-0.378
SEMA7A	-0.313
EDF1	0.064
ODF2L	0.3904
PCID2	-2.0565
GTF2H4	-0.834333333333333
ZCCHC3	-1.11514285714286
CGB2	-0.250666666666667
NEUROD1	0.037
C20orf75	-1.092
RP5-1054A22.3	1.1245
IFNA5	-0.45
ZNF134	0.207
MGC119295	-0.9898
ZSWIM6	1.052625
SMEK1	0.0428333333333333
PCGF2	0.282125
C1orf102	2.8425
CYP2A13	4.411
KCNH6	-2.0927
MDM1	0.5996
ALDH7A1	0.355333333333333
C9orf75	1.68125
VDAC3	-0.193375
OR51T1	0.276
EIF3F	-0.334333333333333
KCNJ10	-0.188625
LENG8	0.17675
EDEM2	0.06075
CCNJL	-1.40316666666667
DHX37	-0.447
CRYGN	-1.2865
AATF	-0.57925
ZNF630	1.436875
E2F5	-1.1825
WFDC13	-0.368
FTSJ3	-0.991666666666667
C4orf33	-0.5105
LHFPL4	-3.388
C19orf56	-0.0990833333333333
SMAD4	0.276375
AFM	-0.7296
G0S2	-1.894
FCHSD2	-0.0161
RRP1B	-1.1819
EEF1B2	-1.401
STAT6	1.032
ZNF195	0.3265
GNL1	-0.871333333333333
ZNRF2	0.546166666666667
PER3	-0.273875
ASB16	0.36675
C10orf10	-0.170214285714286
ADCY8	-3.12983333333333
C9orf58	-0.100833333333333
ARMC10	0.338
PSG1	-1.444
DHX34	-0.9105
VARS2	-0.591
NFIC	0.5695
ITPR2	1.263
AGXT2	2.69333333333333
OR6K3	-0.0835
H2AFZ	-1.13381818181818
MLLT3	1.38425
COX4I2	2.86625
CCNT2	-0.627125
PLK4	-2.33125
NUMBL	-0.4105
MED16	0.3015
PLEKHQ1	0.6155
GOSR1	0.340222222222222
BTG4	0.6945
RPL30	0.327916666666667
IGSF5	0.1385
IGFL2	0.720833333333333
ELMOD2	2.1405
SHC3	-2.02433333333333
HAVCR1	-3.1405
DYNC2H1	0.780375
RNF5	-0.3575
C2orf7	-0.584
NLF1	1.407
KLHL25	0.2595
LRP10	1.1568
KRI1	-0.01975
PUS7L	1.0235
MGMT	1.024
HOXD1	-0.832166666666667
CSH1	0.1384
ATG16L2	-2.34625
FLJ44635	0.5725
CHODL	-1.01
EXOSC8	-0.93825
SLC28A1	-0.4955
MYO7B	-0.685833333333333
SEH1L	0.3654
MTNR1A	-0.0648333333333333
TSPAN5	-0.226666666666667
CDC45L	-3.39416666666667
AMIGO1	0.0345
ATAD3A	-1.6135
OSGIN2	1.36433333333333
PDIK1L	0.635833333333333
DARC	2.2015
PIPSL	1.3545
SHMT1	-1.5365
CRISP3	-0.9995
POPDC2	2.60916666666667
ZRANB2	-0.714666666666667
FBXL8	1.1715
TRIP13	-2.40027272727273
EIF5AL1	-1.357
POU5F1P3	-5.12066666666667
IL6	-2.33033333333333
CXorf38	0.331
IFNA16	0.269
FBXL2	1.0165
BRD1	-0.5305
STATH	0.19975
FBXO44	-0.767
MCCC2	1.153
CDC2	-1.6844
C5orf23	0.2085
IVD	-0.157
C10orf122	-0.29825
MSL3L1	-0.2255
MVP	0.86575
EPOR	-1.5645
ZMYM1	-0.714666666666667
BCL7C	0.546833333333333
PSTPIP2	2.0124
LYPD1	-1.14575
OR8G5	-1.933
ZP3	-0.231
BCAS4	1.83541666666667
EDG6	1.18725
ISY1	-0.5915
PRAMEF2	-1.025
CUL1	-0.535875
RNF213	0.579
CCRK	1.421
DHX9	-0.187
C13orf29	0.20175
NCKAP1	0.270833333333333
MRPL43	0.777142857142857
XPR1	0.232
PKN2	0.5098
PODNL1	0.4075
ZNF333	0.84225
DALRD3	0.63175
OPN1SW	0.3825
BTBD6	0.46325
C11orf82	-1.203
OR5P3	0.7475
DUSP11	-0.3835
L1CAM	-1.88411111111111
NEK11	2.385
OR7E91P	1.4205
CNTN3	3.8245
CREB3L2	1.70675
ZBTB37	0.9585
KIAA1324L	1.06175
NDUFB10	0.725666666666667
NUDT2	-0.111
GTPBP8	-0.3075
CACNA1D	0.83725
PRKAA2	1.6135
PRDM8	0.4465
MGC16075	0.0131666666666667
KRT14	-1.58021428571429
PP8961	0.58175
MRPL18	0.22275
ABCG2	-1.62425
PACRG	3.328
BBS2	-0.073
KREMEN2	-0.1715
FBXO21	0.11525
HNRPUL1	0.0599166666666667
GRB10	-0.208
CLSTN1	0.66475
LMAN2	0.4467
C17orf61	0.02
NIPSNAP3A	0.74325
INSIG2	-1.89066666666667
PCDHB7	0.6065
STXBP2	1.37425
CMAH	0.454090909090909
SEMA5B	-0.017
ZNF155	0.406166666666667
COQ6	0.266
PRPF4	-0.2445
TSPAN15	2.8463
VN1R5	-0.094
LATS2	0.11675
SELK	0.51475
PGK2	0.313
MS4A1	-1.15425
TYW3	-0.6797
KRTAP5-1	1.25075
RCCD1	-1.95366666666667
BTN1A1	0.452
DDX28	-0.385
TMEM65	1.043375
LOC92345	0.26575
TTC31	-1.025
WDR46	-0.6965
CHP2	-1.79466666666667
LSP1	0.022625
ZNF542	-1.765
EXOSC1	0.339
ARHGAP18	2.3325
LRRTM4	-0.96925
MAOB	-1.294
CACNB4	-0.681
MGC33846	0.639625
RANBP3L	0.926
ATP5L	0.979375
ONECUT1	-3.2925
NUDT9	0.70825
TMEM149	0.6695
STX17	0.70625
IGSF10	-5.22325
TMPRSS9	0.443
BMPR2	1.15283333333333
ALLC	0.5145
KLF7	0.397125
GCC1	0.7477
TIMM9	-0.12275
CDO1	-1.24716666666667
MGC10701	-0.830333333333333
IFI6	2.50866666666667
FRMD8	0.35525
MGAT2	0.585
WBP5	-1.37866666666667
CNIH2	0.102
KIAA0907	-1.3624
KCNH8	0.246
CTSG	-2.35825
GRIK1	1.85833333333333
CUL5	1.207125
FRMD1	0.6515
OR9A4	1.185
SYT6	-1.45825
FOXD4L2	-0.03475
ANAPC2	-0.504333333333333
OPN5	1.07
TAF13	-0.6135
LYG2	0.15475
GGNBP1	0.6015
C11orf40	0.923
OTX2	-1.303
REG4	-0.866166666666667
EIF5	-0.0316875
PALB2	-0.5155
SEPSECS	-0.2333
RNASE3	-0.036
TRIM49	-1.199
POLR2K	0.6386
GPR42	-0.099
C8B	-2.817
SASS6	-0.8985
PREB	-1.30466666666667
OR3A3	0.3625
TUBA8	0.3225
IGLV2-14	-1.09125
STIL	-1.98925
ANKFN1	-1.06483333333333
NME7	-0.89475
HOXC12	-2.865
UBE2C	-1.868125
FHOD1	-1.321
CDK2AP1	-0.587083333333333
OR6K2	0.839
DHPS	0.49725
RPL5	-1.27475
TRGV5	0.771
LOC541472	0.18775
HCCS	-0.1314
DENND1B	4.0085
LHX3	0.952
OR5D16	0.691
CXorf57	-1.91966666666667
IRF2BP1	1.31575
NDST2	0.437166666666667
LCE3D	0.6335
BOLL	0.761
SYT3	-0.6635
PIH1D2	1.41525
C20orf7	-0.521833333333333
IL1R2	-1.626
SLAMF9	0.9045
PPME1	0.496625
PIK3CA	-0.304
TRAPPC1	-0.089
COLEC10	-0.62875
SLC9A6	-0.0878
PDDC1	-0.64625
CCDC53	0.01
GK3P	0.04475
DAZL	-0.436
BRI3	-0.35225
SDK1	-0.71875
CYP2C18	0.0865
IFI44L	2.743625
RPL3L	0.207
FUT9	3.40466666666667
KIFC2	-0.639166666666667
PMP2	-0.806571428571429
SLC4A9	-0.2805
PLAG1	-3.112
MYCBP2	0.251666666666667
OR4E2	1.071
CCDC65	2.8225
C16orf82	0.174833333333333
ENTPD4	1.2085
BRP44L	0.95725
PMP22CD	0.819333333333333
TMCO4	0.450166666666667
KCNN1	-0.591666666666667
WDR35	-0.304
CCDC80	1.498375
C3orf31	-0.40625
SLC7A9	-0.57
TMEM190	-0.589333333333333
DBC1	-2.99083333333333
FADS3	-1.85316666666667
PDZD8	0.635166666666667
GRM5	0.989375
AZGP1	4.206
PEX3	0.4375
MED1	0.124928571428571
ATG4C	-1.525
HNRPH3	-1.299
FAM109B	1.67575
C4orf17	-1.2775
CA10	-0.582
OPRD1	-0.342
CCL16	-0.8105
SACM1L	-0.5265
CST6	3.0955
CD63	1.184375
LGI1	-1.35825
ZNF784	0.887
CRYBB1	-0.643
CX3CL1	0.30085
TOP2A	-2.517875
GYPB	-3.05216666666667
GADD45GIP1	-0.2805
FEN1	-1.18725
IGF1R	-0.8056875
WDR72	-2.277
PURG	-1.7754
DEFB126	0.7975
PKD1L1	1.03575
CAV1	-2.2686
GNPDA2	1.2681
DGAT2	-0.420125
NLGN1	-4.19825
STRBP	0.638625
HPRT1	0.0165
FANCI	-1.74325
PSMA7	0.480375
DBF4B	-0.933166666666667
TTF1	-0.24925
RAD54L	-2.978
ELOF1	0.3355
PLAGL2	-0.526625
ZNF256	0.54475
HMGCL	0.2825
MSI2	0.999
RPESP	5.67166666666667
C11orf60	0.7015
ABCD1	0.4735
ACAA1	0.3746
SPARCL1	4.50378571428571
IL6ST	3.0832
ZNF319	-0.16
TMEM109	-0.1316
FAM90A1	-0.516166666666667
IL22RA1	-1.3115
ATP4B	-0.18
TEC	-0.8235
C7orf30	-0.59925
TXNDC2	-0.912333333333333
ABCB4	2.1625
KIAA1191	0.859875
C9orf38	-0.376
SFTPB	0.271125
CNTNAP2	2.56408333333333
FRK	1.8505
TBX19	0.012
CHD4	-0.64325
C6orf26	-1.90483333333333
MOSC2	2.49025
IKBKE	1.86525
HIF1A	-0.285833333333333
LOC595101	0.611
RELA	0.325
TMEM16B	2.5515
ABHD12B	-0.18925
TSEN34	0.9145
KIF18A	-2.47225
TXNDC9	-0.0861666666666667
SPATA2L	0.158
SEMA4G	-1.0485
C21orf91	-0.326625
MATN1	-1.955
KCNIP4	-0.688
TUSC1	2.14075
OR4C15	0.5985
ARMCX6	-0.123666666666667
WBSCR27	-1.0995
OR52I2	1.002
KIAA1604	-1.11925
DYNC1I1	-1.51425
PPP4C	0.0955
SLC47A2	-1.25183333333333
TREH	-0.094875
CD48	0.5845
ST14	2.016
PKN1	-0.191
SPON2	1.83125
XBP1	2.48816666666667
SFRS12	-0.664833333333333
EFCAB6	2.077
SELT	-0.39375
SLC39A2	1.301
ERF	0.0753333333333333
ARL3	0.555625
SURF6	-0.9283
MLLT10	-1.25328571428571
FLJ11171	-0.0468333333333333
TDGF1	-4.61383333333333
ERCC6	-0.3775
EIF2AK4	-0.00499999999999999
BAZ1A	0.367166666666667
LRRN3	0.066
TMC3	0.548
EFTUD1	-0.1625
PTPRO	1.44533333333333
CLEC12A	0.3198
ACBD4	0.39025
ZDHHC14	-0.227625
OTUD7B	1.922
ACTB	-0.1000625
MSRA	0.178875
LCE5A	1.673
IFI35	0.435
BSCL2	1.18016666666667
ANKRD12	1.17558333333333
CFHR2	0.217
RGAG1	0.578666666666667
HSFY1	0.752
SLC30A5	0.703583333333333
