Hybridization REF	TCGA-E2-A10E-01A-21R-A10J-07
CFHR3	0.667
DUSP15	0.5065
TMEM46	1.462
SF3B4	0.371
MAP7D3	-1.25925
STELLAR	0.354
SEMA5A	-0.000599999999999992
H2BFS	-0.954
LRRC28	-0.414333333333333
MORN2	0.7215
XYLB	-0.516
WDR21C	-0.421
HIATL1	-0.33075
ADAMTS10	0.723
WDR55	0.12725
MFSD5	0.947833333333333
OR4N2	0.3825
DUSP16	1.88594444444444
NLGN4Y	-1.5643
INHBC	0.19675
NUMA1	2.04225
DEFB123	-0.19075
GIPC1	0.11525
MGC27348	-1.0075
FLJ33590	-0.0365
FZD1	1.2666
MKL1	0.990166666666667
SAA2	3.272
C1orf94	-1.349
C7orf28B	0.008
TMEM185A	0.3672
ZZZ3	-0.4835
C16orf5	-1.525
GALNAC4S-6ST	1.7735
C1orf186	0.0515
IGFBP4	0.336666666666667
NDUFA10	0.518666666666667
CLIC2	-0.87625
RNF13	0.116
GPR103	-0.58325
CD69	-2.3455
MYOZ1	1.21625
IFNB1	0.5385
CLNS1A	0.77325
CXorf45	-0.03275
ZXDB	0.611
FUNDC2	0.12825
GPA33	-0.468125
C9orf70	0.187
SLC2A9	0.586875
LOC126520	-0.113
MAGEB1	-1.043
LCE2A	-0.279
C18orf34	1.0735
FMNL2	-1.610125
KRT85	0.51825
CRYGA	0.2145
GEM	0.569
THAP6	0.5146
ALKBH3	-0.137833333333333
TM6SF2	1.31275
C20orf82	1.80175
RANBP2	0.206166666666667
LIG3	0.7896
RETSAT	1.051375
OR8S1	0.7845
CAST	-0.207
TGFBI	0.1085
C15orf37	-0.279875
PGM3	0.269
SLC4A11	-0.343
FAM123C	0.266833333333333
TAOK1	1.32325
CISH	2.024375
OGDHL	-2.7995
SPINT2	2.5535
ZNF33A	0.063
CLDN18	0.107666666666667
RNF128	-0.259375
CCDC71	-0.55825
RASSF6	0.734
HSPG2	0.3255
ATP6V0E1	1.25275
ABHD6	-0.69825
CD274	0.6365
GCNT1	0.86175
NT5C1A	-0.179333333333333
TM4SF5	-4.52375
C21orf58	-1.342
SUCLA2	-0.16725
RFTN2	1.28025
SCNM1	0.4795
SLC9A10	0.2705
FUNDC1	0.86025
SLC35F4	-1.90175
AMD1	-1.21925
COL6A6	2.917
OR4K2	0.4105
TRIB2	-2.169
LOC91461	-1.975
GHSR	0.3775
ATP8B1	0.949
C1orf78	2.4635
RNF183	-0.4815
STX4	-0.2097
TPPP2	-0.47075
MYBPHL	-2.2475
TXNDC6	0.3279
C9orf47	-0.1965
FAM137B	-0.056
FANCB	-2.42075
C11orf9	-2.05275
DPY19L1	-1.559625
VDAC2	-0.377333333333333
VHL	-1.00475
LMBR1	-0.194375
C8orf44	-0.45475
ZPBP	0.72675
FGF23	-0.749
C21orf67	0.34425
PCNT	-0.702
BCKDHB	0.2663
GALNTL5	-0.02525
BET1	-0.858875
ARL13A	0.0535
HDAC6	-0.834375
N4BP3	1.46366666666667
OTOP1	0.131166666666667
TTC30A	1.556
CRISP1	0.4845
KRT32	0.918
VSTM1	0.8315
ZNF622	-0.07275
POLR3B	-0.1501
DNAJC10	0.175875
C12orf54	1.182
ADIPOQ	3.31533333333333
RIT2	0.2585
CD44	-1.0737
ABCA3	1.141125
RPS17	-0.83975
FEZF1	0.459
PCDHB15	-0.09525
KCNMA1	1.20945454545455
CCDC116	-2.467
C15orf27	-1.801
NARG2	-0.1419375
ITGA5	-0.46675
MEFV	0.675
TUT1	-0.679125
LOC541473	-0.47275
NMBR	-0.428
GLT1D1	-2.45583333333333
ABCB7	-0.76475
PFKP	-2.20790909090909
C9orf91	1.9032
LRRC41	0.00183333333333333
C1orf85	0.106333333333333
ATP5F1	-0.497375
STOX1	-0.331375
GFOD2	-0.15875
SLC25A3	-0.253625
ZNF646	-0.706
ZAR1	-0.826
OSTbeta	-2.149
GALNT3	-1.40525
IFT122	1.1355
LDB3	0.1687
GARNL1	0.2855
HOMEZ	0.477333333333333
LRRC6	3.181
ANGPTL5	-1.06475
UBAC1	-0.60725
DLEU7	-0.29525
RPL19	0.12675
TOP1MT	-0.3295
LOC643641	0.311
MBD3L2	0.51
NTSR1	0.0395
WISP2	-2.833
GPSM2	-1.91125
RDH10	0.1473
PRKCG	0.0255
HIST1H4J	2.0175
MON1B	0.0559
MLF1IP	-1.2035
ZNF446	0.87725
COL4A5	0.6871
SLC26A1	0.187214285714286
RGN	-2.8685
CCNB1	-2.22475
C9orf165	-0.07575
CCDC28B	-0.51725
CCDC97	1.02825
FGR	1.26475
MSRB3	0.4555
EPN2	0.859
COX15	-0.591333333333333
KCNK6	0.2682
XK	-5.827
GDA	-5.05725
HEPH	-0.763375
THRAP3	0.56925
MET	-2.33421428571429
PHYHIP	-0.048
LYAR	-1.74533333333333
ING3	0.06875
AK7	-2.391
CCT8L2	-0.01275
COPS7A	0.160333333333333
WSCD1	-0.91025
RNF185	1.10575
TNS3	1.3395
KNDC1	-0.510333333333333
RWDD4A	0.0591666666666667
MED13L	0.7838
ZFYVE1	0.698875
C7orf44	-1.12
MRPL1	-0.276
STGC3	-1.425
TEAD1	-0.390666666666667
RPL7A	-0.0172142857142857
ARL6IP1	-0.00459999999999999
C1orf178	-0.8715
CTAGE5	0.82575
TMEM184A	0.4235
SLC25A14	0.0555
CACNG5	0.24975
ATXN10	0.7408
ECH1	0.2755
CCL22	0.24075
CYP2F1	-1.93516666666667
GADL1	0.5515
TMEM19	-0.41
RUNX3	0.05025
EFNB1	0.3985
LIPN	0.4285
ACSM3	-5.214
SIGLEC8	0.559
ASCC3L1	-0.01175
NOL8	0.0375
RELT	-0.838
Magmas	-1.0155
PPP1R15B	-0.3095
C11orf2	0.3595
VKORC1	-1.14233333333333
MGC26647	0.09275
TRPM6	-0.194333333333333
UGT2B7	-0.525166666666667
FEV	-0.1195
FOXK2	-0.1474
PDCD5	-1.0775
SLC8A1	1.2921
DGUOK	-0.739333333333333
CLDN16	0.3705
GAGE1	-1.6605
RBM17	-0.2361
C1QTNF3	0.586875
VGLL3	-0.2215
UNQ5830	-0.031
CD1A	0.649833333333333
SCGB1C1	-0.031
SUPT4H1	-0.12225
TRAF5	1.627
ASAHL	0.60175
FAM73A	0.9695
OR6B1	0.629
WHSC1	-0.92705
GFPT2	-0.2835
LOC339809	0.9835
STARD5	-0.34075
SIP1	-1.475
DNAJC15	0.40375
STAU2	0.902875
FAM98A	0.658625
RAD23B	0.3060625
LRRC33	-1.22525
CHRAC1	-0.72425
C21orf89	0.70825
C19orf43	0.215
KLK8	-0.748166666666667
CCNE1	-1.857
PKDREJ	-0.0461666666666667
SSU72	-0.94525
C17orf73	0.344
GPR78	0.81
WHSC1L1	0.525
GSTA2	-1.09475
SMUG1	0.1625
UFM1	0.9642
AP3M2	0.332666666666667
USP14	-1.08625
FBXL14	0.495166666666667
DSTN	1.4185
SFRS14	-0.3455
FBXO31	-0.838666666666667
C12orf40	0.07625
FRS2	0.8745
NR2E3	0.82
TUBB2C	-0.1635
GMPR	0.826166666666667
C9orf139	-0.295
ING5	0.069
LOC730092	-0.647666666666667
ORM1	-4.40875
RP11-11C5.2	-1.26825
HSPD1	-0.8946
PIWIL3	-0.12375
C5orf13	-0.6245
OR5R1	0.7175
LCOR	0.767
PLEKHA9	-0.4215
CCDC43	-0.394
ZNF232	-0.43275
SLC6A7	-0.619
ADH5	-0.6295
SHBG	-0.953166666666667
CROCCL2	0.099
PANX3	-0.0575
CDIPT	-0.676
SLC16A5	0.80925
TUBB	-0.434
TOR3A	0.4955
PREP	0.225333333333333
ENTPD8	0.318
CHMP1B	-0.8045
SYT12	0.5796
MYH6	-1.9391
MAP3K13	1.246
KLHL30	0.121
LCMT1	-0.038
EIF1AX	-0.25775
FOXD4L1	0.8445
SLC24A5	-0.737
RNF166	-0.7862
TJAP1	-0.0165
TMEM156	-0.650833333333333
ZNF239	1.585
SNX19	0.3899
GKN1	0.1235
FCN1	1.6849
C1QL1	-1.6125
ATP11C	-0.715375
ZNF35	0.648
CARD8	-0.1815
LIMD1	0.329833333333333
KIAA0286	-1.3875
XRN2	-0.16
CD6	-0.0318333333333333
TOX3	-0.646125
ZSCAN4	-0.629833333333333
RSRC1	-0.126875
COG1	1.018
PTRF	0.1192
C16orf35	-0.380625
FBXO24	-0.42975
CHST11	-0.9355
THRB	0.4316
MYBPC1	0.359
RNF39	0.969
PSMD11	-0.60875
ALAD	1.232
EN1	1.90375
SLC9A9	-0.154
GSTM4	-0.0275
CDC42BPA	0.244052631578947
RCSD1	-1.512
LUC7L2	-0.1872
SPTBN1	0.631
LOC146167	-0.1185
BAT5	1.2764
ZNF452	-1.195625
LSM4	-0.647125
SRP72	0.0149
SGK269	0.158083333333333
MTX1	0.69175
CENTA1	0.32125
UNQ9433	-0.399
ATR	-0.09725
DDX49	-0.0265
PAQR8	-1.08116666666667
C14orf174	1.16075
GBGT1	0.3825
THAP1	0.124
OR10K1	0.607
RASIP1	-1.70483333333333
DPYD	-0.8349
DOHH	-0.1355
C18orf45	1.5845
POF1B	-0.054
ZNF552	4.39
USP32	-0.914625
MED27	-0.414833333333333
C14orf149	-0.5815
PRDX4	-1.18416666666667
ABHD12	0.478
AGT	-3.32325
SLC22A14	-0.249
C1orf58	0.396
PILRA	-0.2665
ABCF2	-0.5
C17orf85	0.3298
TKTL1	-0.74925
FGF1	1.74595
IL6R	-0.295166666666667
VPS25	-0.00949999999999999
CHRNB2	1.483
COL7A1	-1.6001
LRRC48	2.52733333333333
SPG20	0.739666666666667
COX10	0.30475
GCA	0.6905
ECEL1	0.255666666666667
GLG1	-0.339166666666667
SRD5A2L2	0.237
MUTYH	-1.726875
ZNF70	-0.05125
L2HGDH	-0.802
GPATCH2	5.54775
ZNF655	0.05025
ZNF227	-0.251166666666667
MCOLN2	-0.0473333333333333
NQO2	-0.35675
KCNQ5	0.355
NEU1	0.980166666666667
QRICH1	0.15475
ZBTB20	1.248
RPUSD3	-0.643
EPGN	-0.7965
TSN	0.0506666666666667
SPRY2	-2.80616666666667
LZTFL1	0.4635
GMFB	0.229
PBEF1	-1.1898
HBG2	-2.629
TMEM8	0.309
PALM2-AKAP2	-0.588666666666667
NFYA	0.59175
FAM108A1	0.57025
PBLD	1.435625
NRG4	-2.22325
PIGF	-0.61575
PTGER1	-0.575
NOS2A	-0.0065
C21orf34	-0.666666666666667
C21orf51	0.429416666666667
IL17C	-0.383
TRMT6	-0.546166666666667
ETV2	0.0833333333333333
CCDC109A	-0.445
MYLK2	-0.494
ATP10A	1.3495
DPH4	-0.17325
C5orf5	0.227166666666667
KCNA4	0.289333333333333
NMNAT2	0.4455
GLYATL2	1.964
LSMD1	0.78525
IL23R	-1.6635
NRF1	-0.03525
MUC15	-0.858333333333333
PRDM12	-2.0425
PAQR4	-0.0474285714285715
RBBP6	-1.2635625
IFI27	3.59875
SKAP2	-1.1045
TAGAP	1.534125
TJP3	2.2965
C9orf61	1.8835
IDS	-0.303357142857143
PARG	-0.23325
LOC131149	-0.394
DYRK4	0.472666666666667
MICALL1	-0.0545
GALR2	-0.583
GPBP1L1	-0.32775
TBX21	2.5375
KCNJ6	0.3525
GGN	0.89475
CASP5	-0.283166666666667
RNF182	-5.49425
BRD4	0.60925
DOK4	-0.969
SLC46A2	1.16033333333333
SOX9	0.959916666666667
ZNRD1	-0.842
PRR6	-1.78125
FAU	-0.1855
DTNB	1.55883333333333
CARD9	0.32575
STS-1	-0.859166666666667
SLC4A5	0.131375
NSBP1	-0.93625
UGCGL2	-0.345333333333333
POTE15	0.931
NOXA1	1.84575
RP13-347D8.3	2.63775
SAMD10	-0.4605
EP400NL	-0.75475
TCF21	-0.107
AMELX	-0.591
JPH2	0.308
SLA	1.4155
DLST	-1.37183333333333
SEPT12	0.90125
RGS20	-4.58725
LXN	0.860666666666667
ZNF419	-0.563375
UPK3B	-0.0248333333333334
RELL1	0.949
ESPNL	-1.748
KLHL21	-0.96275
PI15	0.499
C2orf61	0.218
LOC407835	-0.399333333333333
RER1	-0.04275
ELAVL2	0.6855
MGC26718	0.78325
KLF2	2.13925
TNFAIP8L3	2.38025
TFE3	0.1985
C11orf17	0.143
15E1.2	-2.03925
SNRPC	-1.096
DLGAP1	-0.55825
PGLYRP1	0.051125
OVCH2	-0.0045
IRF7	1.8993
SET	-0.4019
NAB2	-0.242333333333333
LRP5L	0.06925
FAM120A	1.0215625
ASCL2	-0.683
SHH	-0.603
ATP5H	0.216166666666667
THPO	1.364
TYRP1	-3.90083333333333
HIST1H3E	0.158833333333333
EIF2S1	-0.106055555555556
TNFRSF17	-2.1815
TARSL2	0.3285
NKX2-8	0.648125
C1orf115	2.106125
LOC56964	0.6085
KIAA0841	-1.04075
ISCU	0.2605
TTMA	0.168
ZNF414	0.6275
LOC441150	0.889
RAB15	1.31275
HBP1	0.965
TNNT2	-0.914833333333333
CECR5	-0.48775
PHGDH	-1.26375
JRK	0.2319
XPO4	-0.606375
FAM131C	1.107
ARHGAP25	1.02066666666667
CA9	-3.50433333333333
GPR62	-0.212333333333333
TLX1	-0.104166666666667
GPS1	0.2685
OR2M2	0.338
BDP1	0.134428571428571
FAM70B	0.688
RPS29	-0.56775
MKLN1	-0.2167
TSPAN19	-1.679
SLC29A3	1.7194
LGALS4	-0.237666666666667
USH2A	0.225666666666667
NF1	0.156166666666667
APOBEC3A	1.92183333333333
IMPAD1	0.346833333333333
OLR1	2.07983333333333
NRAP	-0.44
HCFC1R1	0.0221666666666667
TAOK2	-0.643
MCM10	-2.05733333333333
MAP4K3	0.30775
CBS	-1.726125
CLK3	-0.2241
PCDHGA5	0.6385
ELF4	1.38777878078145e-17
FAM71A	-0.585
C11orf49	0.6345
CLIP2	-0.7575
BTBD9	1.0617
ZNF524	1.314
KDELR1	0.231
ZNF509	0.176
NCSTN	1.328
ZNF533	-0.496071428571428
PARP4	-0.361625
GALNT9	-0.281666666666667
NPY	-2.84375
BEGAIN	-1.47466666666667
TMEM77	0.821166666666667
FOXRED1	-1.97433333333333
SLC16A2	1.08633333333333
SLC35B1	-0.834
GK5	0.53825
SDCCAG10	-0.54975
C4orf20	0.42675
SLC9A2	0.89125
ADD1	0.816
TAL2	-0.340666666666667
ACLY	0.12425
DNAJC1	1.5975
SOST	-0.53925
USP43	1.43216666666667
CYP4F12	-1.6745
FKBP5	-0.539375
CHCHD5	0.9829
NUDT22	0.26775
CCDC85B	-1.03375
OR51G2	0.639
STRN3	0.463214285714286
TMOD2	0.48
FLI1	-0.69375
MAB21L2	-0.976333333333333
DGKQ	0.39575
VPRBP	0.401166666666667
SCNN1B	-0.4109
ECHDC3	1.4748
TMEM106C	-0.00375
CSNK2A2	-1.542
RPL39	-0.6863
HERC3	0.264
ZBTB47	0.8925
ZNF681	-0.33475
PAGE2	-3.24925
CLIC5	1.87085714285714
RABAC1	1.641
ZFHX2	0.9295
YPEL1	0.952666666666667
KIAA0776	0.45075
NR1D2	-0.333
DNAJC4	0.710375
NPNT	3.5697
ZNF677	-0.3165
ZNF536	-0.371
MEF2B	0.0916666666666667
PTPN4	-0.118
CTCFL	-4.9205
STX5	0.7255
CD72	1.103
VEGFA	-0.746578947368421
XRCC1	0.2115
MAS1L	0.4125
ELL	0.2112
SETBP1	1.157
CDH11	2.345
NDC80	-3.18792307692308
DMBX1	-2.5275
NRSN1	0.202666666666667
BAT2D1	0.136375
CDS2	0.630333333333333
C1orf212	-0.680333333333333
SENP3	-0.000625000000000001
IL1F9	-0.2665
EEF2K	-0.063
COG8	0.32725
CEP72	-1.56375
OR1L8	0.147
MUS81	-0.303333333333333
PHYH	0.57675
GGT6	1.9775
C22orf23	-0.911916666666667
C13orf33	1.030375
MAPK8IP2	0.6365
NELL2	3.8545
POU3F2	-2.95983333333333
ALPK1	1.8205
MRPS18C	-0.50025
RPLP2	-0.380875
FGF22	-0.3755
SPNS1	-0.887666666666667
ZFP1	-0.926
IL1RAPL1	-0.80475
PCSK9	-3.82683333333333
NKX2-1	0.227428571428571
C6orf189	0.1165
SP4	-0.253
SLC11A1	1.6902
C21orf25	0.5485
ICAM2	0.167375
SH3GL1	-0.127166666666667
GSK3B	-0.142166666666667
RALB	1.012875
PDXP	-1.69583333333333
GNGT1	-2.29357142857143
KIR2DL1	0.7375
TNFAIP3	-0.107416666666667
C6orf32	0.16
CBLN2	-1.107
PANK3	1.5285
TAAR9	0.2635
WDR82	0.654357142857143
APOM	-3.6375
TRIP10	-0.19475
SPATA16	0.311833333333333
C1orf135	-2.46575
USP51	0.75425
TESK1	1.40275
C11orf64	-0.073375
ZNF611	0.2385
PDE6G	0.122666666666667
HLA-DQA1	2.81525
GCLC	0.37775
SEC61A1	-0.0737857142857143
TWSG1	-0.239416666666667
ZMYND10	2.46575
CTDP1	-0.117625
ADAMTS6	-0.203666666666667
SLIT1	-2.011
KRT86	-0.699
KIAA0574	-0.2
GTPBP2	-0.3638
PQLC3	0.05225
PRRX2	-0.0141666666666667
C15orf44	0.06
MKKS	-0.343125
C11orf10	-0.307
GPR110	0.512125
CD109	-1.76258333333333
ADCY1	-0.00783333333333334
RHBG	-2.37975
TP53I3	0.15475
SLC22A3	-0.8704
UCP2	0.55425
FOXG1	-1.92883333333333
OR2AG1	0.323
TRIM24	-0.911
PROC	-3.562875
TAAR6	0.08225
AMTN	-1.2275
C10orf47	0.8305
DEPDC1	-2.87775
FLJ45557	4.348
ZDHHC17	-0.31275
KIAA1429	0.608
KCNH1	0.1235
VNN3	0.877375
PSMAL	0.10575
PPARD	0.29825
HFM1	-0.53625
YBX1	-2.3845
ZNF695	-2.01975
SCTR	-0.0846666666666667
DCDC1	0.3765
VPS26B	0.0662
MTF2	-1.68266666666667
ATP6V1F	0.0745
CCDC94	0.44825
PERF15	0.231
CCL11	1.401
LMO7	-0.885125
DCST1	0.4655
ADRBK1	0.114375
CDRT4	0.761125
ZNF84	-0.853
HOXD8	0.5535
STARD8	-0.4185
FOXP2	-0.721375
CCDC103	-0.0195
POLR3A	-0.3171
GSC	2.46016666666667
ZNF114	-3.1615
HTR7P	-0.0105
LALBA	0.2285
RMND5A	-0.1395
PSCD2	1.4015
ZNF409	0.099
KRTAP1-3	0.0263333333333333
MAF1	-0.54975
LOC201725	-1.07083333333333
NRN1	-1.99725
SPAG5	-2.40433333333333
DNAH7	1.8015
FLJ43860	0.1815
BRCA2	-1.28325
ACADM	-1.358
CXXC6	-3.1545
RAGE	-0.954875
CHMP2A	1.309
FAM8A1	0.4623
GPR21	0.2995
SLC12A3	-2.89266666666667
FVT1	-0.285857142857143
ZDHHC7	-0.426125
FLJ44048	2.32425
SLC44A3	1.973
SDSL	1.67816666666667
MMP8	-0.729
PLA2G12B	-3.62533333333333
ACY1	0.029
MT1E	-1.34516666666667
OR4K15	1.5695
TECTB	0.1005
GPR20	-0.0755
IRAK2	-0.537
RFPL3	-0.253625
MYO9A	0.23875
NARG1L	-0.38325
BLMH	-0.54275
CCDC3	1.5445
C9orf21	-0.735833333333333
KIAA0513	0.2475
MIER2	-0.02125
PNMA2	-1.66033333333333
SH3BP2	0.884
ANXA10	0.074
RTN2	0.7235
TFB1M	-1.6815
PRPH2	1.4955
C14orf133	0.25925
GOLGB1	1.40866666666667
IRX4	0.050375
NFKBIL1	0.202
C10orf62	-0.55225
APBB3	-0.1295
RPS10	-0.119
LOC728378	0.8775
TLE3	1.5295
PSMB7	-0.72275
MESDC1	-0.422
SLC6A1	0.527333333333333
OCLN	1.02983333333333
PTTG3	-2.574
NAGLU	0.517
SERTAD4	1.8405
SPRY1	0.5785
FLJ10781	1.15208333333333
MYSM1	-1.16625
TRIM4	0.711428571428572
SH3YL1	0.965625
TREM2	3.51533333333333
SERPINI1	1.543
HDHD3	0.6935
TMEM38A	0.132875
EID2B	-1.03125
TDRD3	-0.0235
SEDLP	0.8115
THSD7A	0.7485
NDST3	-1.029
KLHL15	-0.76125
DHRS12	2.3805
FBXO9	-0.0870714285714286
TNPO1	-0.421583333333333
MRPL13	-0.8905
SNX5	-2.21466666666667
METTL6	-0.18575
SOD1	0.275
CHML	-0.828833333333333
PACS1	1.27275
SIRT5	-0.4763
CAPN2	0.831833333333333
FXYD5	-0.179166666666667
TWISTNB	-0.694625
LRFN1	0.772666666666667
UBE1L	1.378
UBE1C	0.439
OR51B2	0.252
OR4D11	0.2545
C15orf2	0.228
NR4A1	0.233166666666667
LOC339047	-1.88525
TRIM17	2.326625
ATP5G3	-0.367
RPL15	-0.36525
ADAMTS8	-0.621
HOXC4	0.3685
C14orf37	1.5465
CEACAM5	-0.335
MYT1L	-0.0386666666666667
RASA2	-0.11725
OSBPL7	-0.3395
STAG1	0.17
GIMAP4	3.8145
FUT3	-1.17233333333333
PIF1	-2.685625
LPIN2	-0.4424
SH3PX3	0.83975
PDP2	-0.811
PAPD1	-0.562125
ERP27	5.1275
APOOL	-0.3915
DIABLO	-0.00675
TRHR	0.171375
ARMC9	0.430125
RNF152	1.83825
SLITRK3	-0.064
ZNF211	0.2829
PFDN1	0.43225
RGS11	1.303375
HS6ST1	1.0471
AKR1D1	-0.86175
TNP2	-0.016
STK31	0.390333333333333
EML4	-0.99675
SGTA	-0.533666666666667
HIST1H2BI	-0.730833333333333
PSMD6	-1.2185
KIAA1257	2.79625
C18orf55	-1.206
FLJ20273	2.553625
RPL28	-0.46
EPYC	0.383625
NOX3	-0.1795
ELAC1	-0.502333333333333
METT11D1	-0.8545
BIN2	-0.273833333333333
NACA2	0.06725
CCDC17	-1.4775
HM13	-0.3502
UBOX5	0.106125
UBE2O	-0.235875
UBL5	0.2385
APOLD1	1.033125
C9orf31	0.237
TNFSF8	0.389
ARHGAP29	0.829875
PROKR2	0.1235
PDE5A	-0.2075
C6orf12	-0.5245
TOM1L1	1.224
WHDC1	0.326875
FOXI1	2.02166666666667
RAB4A	0.3162
TMEM39B	-1.1465
ATPBD1C	-0.59425
FARSA	-0.525
PLEKHG5	0.54425
CMAS	-1.036
OR7E24	-0.548
SLC30A1	-0.21775
CDC42EP5	1.292
PLAC1	-0.28
KLHL18	0.00825
LBA1	0.7373
TAZ	-1.15
CRIP2	1.208875
BTBD11	-1.45316666666667
C16orf72	0.59425
DIO2	0.6955
LRRCC1	-0.534333333333333
CCDC136	-2.108
PRX	0.303875
RBM5	0.3114
TMEM85	0.216125
TUBGCP4	-0.497166666666667
APLN	1.462875
CDK7	-0.00516666666666667
SSR2	0.922416666666667
CRELD1	0.46725
C19orf46	2.294
GAL3ST4	0.175833333333333
KBTBD10	0.83325
IL28A	1.345
WDR27	-0.1865
MCM2	-1.43883333333333
SOX14	0.204
FLJ39743	0.1485
KIAA0922	0.69075
HIPK4	0.4125
FLJ25758	-0.176
C16orf57	-0.7965
PDZD2	2.067
MCC	2.42325
HHLA3	-0.3895
ID2	0.6015
C20orf23	2.48066666666667
ZNF688	0.01575
APOC2	-1.78766666666667
LOC440093	0.7565
FAM50B	2.33833333333333
PWP1	-0.5025
DNAH10	0.35375
HIST1H2BA	-0.0665
GPR56	0.31
METAP2	-0.436375
PAN3	0.459833333333333
STXBP4	-0.058875
PDHX	-0.3805
MTA1	-0.12275
ZBED4	0.312
ZNF720	-1.24775
CDK2	-1.736125
RHOJ	0.232875
CDC37	0.2185
ZER1	0.660125
GRK4	0.68025
PRPH	-0.6995
POLR2A	0.67825
OGFOD1	-1.25125
NOL5A	-1.19875
PHEX	1.6115
FLJ16478	0.22275
C20orf117	-0.350625
CAMTA2	0.72375
C11orf74	-0.0986666666666667
DDX17	0.944416666666667
C5orf27	0.234875
PLEKHA2	-0.5022
PDE4DIP	0.2038
SCN7A	-0.07375
ZNF559	-0.641166666666667
CXCL10	3.9295
ZMYM4	-0.385666666666667
STK32B	2.39753333333333
KIAA0888	0.3032
TACR3	0.3325
CKAP2L	-1.53625
KIF1A	-0.594166666666667
RSPRY1	0.10475
VCAN	1.02525
CYP27C1	0.1535
SYDE1	-1.4225
MED12L	-0.535
ZDHHC21	1.51775
NHS	-0.0505
TM9SF3	0.9405
DDHD1	-0.063
MAFG	-0.898333333333333
BICD2	0.1288
C14orf119	0.195
C14orf43	0.578928571428571
CDH7	-1.3265
ALKBH5	-0.0847857142857143
JUP	1.887375
TMEM41A	-0.1615
MAMDC4	-1.011
CBX3	0.06725
LRRC18	0.2405
RBMXL2	0.5835
PLA2G4D	0.363
FGF13	0.6015
KIF3A	1.06666666666667
PDIA6	-0.86275
DCXR	0.61325
CASKIN2	0.397583333333333
EHD1	0.285333333333333
MARCKSL1	0.789666666666667
ZNF496	0.235833333333333
SCAF1	0.244666666666667
KCTD8	-0.2975
TRAF3IP3	0.362642857142857
LSR	1.32925
CXorf1	0.1695
C14orf112	0.193666666666667
EIF2B1	0.127
OMP	-0.2125
GSTZ1	0.80175
LOC92017	0.63975
ISLR2	0.4985
C12orf36	0.285
GATA2	0.2115
GABRA5	-1.1275
CELSR2	-1.40964285714286
STAM2	0.9767
TNAP	-0.288
PTPMT1	-0.570166666666667
GRP	5.51075
SV2A	-1.06083333333333
MAGEA12	-4.66175
CACNG1	0.5535
C18orf19	-1.62
GSG1	-0.224
PTPRJ	0.317142857142857
FRMPD1	0.172
ZNF668	0.01325
PLEKHJ1	-0.4085
ADAT1	-0.4891
TMEM50A	0.0118
UCN3	0.011
HOOK1	0.84775
IL17B	-0.717
MLKL	-1.55033333333333
TTC14	0.033
KLHL5	0.982875
CRYL1	1.01016666666667
FOXH1	-0.2905
NFYB	-0.216625
PPM1G	-0.17375
GOLGA2LY1	-0.83175
NMT1	-0.14925
HADHA	-0.0794
CHSY-2	1.81175
PLEKHF1	0.281285714285714
SAGE1	-1.8045
MUSTN1	0.2835
SUHW4	1.31925
TFEB	1.4985
ZFYVE27	0.19775
ATG12	-0.486666666666667
BMI1	1.34314285714286
ZIM3	0.288
MYH4	0.02625
MASP1	-0.905416666666667
KIAA0984	2.0135
RPAP2	-0.989
ASB5	-0.1125
BOLA3	-1.0605
MIA3	1.30516666666667
KRT35	0.232
KIR3DL3	-0.235
MRPL51	-0.88475
SEMA3F	1.59916666666667
NDUFB2	0.751
LOC253012	0.9905
FAM46C	0.4646
G6PC	-1.816
CSAG3A	-4.7665
PREX1	0.057
SLC25A45	0.196875
MAPKBP1	0.591
CPE	0.2338
GNB1	-0.558875
CXCR6	0.682
TRIM46	0.63375
C16orf3	0.386
HPSE	0.450375
TIGD3	0.2865
SPG3A	2.191
LCAT	-1.67783333333333
ST6GAL1	-0.393277777777778
POMC	-0.063
FLJ36031	-0.679166666666667
NSMAF	-0.5535
SKIL	1.238
ADSS	0.976833333333333
HMGCS1	-1.1781
POLR3F	-0.5795
RAB10	0.302375
ZNF277P	-1.271125
ZBTB7B	0.71975
DHRS1	0.857
ABCC13	2.42525
CNOT3	0.02925
NFKBIA	1.40225
GAK	0.5465
SFT2D2	1.00566666666667
HOXA6	-0.722
CRTC1	0.72675
LY6D	-1.07516666666667
C20orf72	-1.11833333333333
CPT1A	-0.20475
LMO1	-0.877
EIF3I	-0.81025
PRB4	0.27475
MCM3APAS	-0.953125
C20orf132	-0.1443
FOXF2	-2.3275
S100A12	-0.2765
MLH1	0.175666666666667
ACTN1	0.7812
MRPL36	-0.0686666666666667
C20orf106	-1.0055
FBXO6	1.36433333333333
MKS1	-0.190666666666667
CX3CR1	-2.50625
PDE1B	1.2325
PLP1	-3.6895
KISS1	-0.0305
C14orf2	-0.197166666666667
TBC1D3P2	-0.82825
COMMD6	0.5762
ANKRD7	-1.17225
PTCHD1	-0.930875
NARS2	-1.90125
DOCK7	-0.614875
FAM127B	-0.888
LOC390243	-0.0511666666666667
N6AMT2	1.2705
ZNF391	-0.7235
DNAJB14	0.719
WRB	-0.089375
BPI	-0.0409166666666667
TTC4	-1.33466666666667
FAM10A5	0.05275
