Hybridization REF	TCGA-A7-A0CE-01A-11R-A00Z-07
MFRP	0.396166666666667
KIAA1799	0.2755
FLJ44379	0.7275
PCNX	-0.181
ANXA9	-2.2455
CYP4V2	0.8067
PIK3C2A	-0.47425
SRR	-0.9715
NOL3	-0.477
IFITM2	1.4005
ARNTL2	-0.22925
ZNF595	-0.36475
NLRP13	-0.015
ASPH	-0.313375
CPA2	-0.3725
PVRIG	-1.70683333333333
LEPR	-0.695166666666667
C16orf42	0.284666666666667
SH3BGRL	0.98675
FAM77D	-0.633
FNDC7	0.6395
C9orf6	-0.3185
NOTCH2NL	0.726666666666667
PGBD1	-0.274
SYNGR2	-0.269333333333333
PITPNA	0.6345625
PRPF4B	-0.3183
SLC43A3	0.378428571428571
NRBP1	-0.46475
SLC25A22	0.1155
ILK	-0.758375
SLC22A8	0.279666666666667
MRPS7	0.211625
PITX2	-0.356
FABP3	-0.1875
OR1L1	1.45
LOC728215	-0.136625
BLID	0.031
KIAA1217	1.26223529411765
TFPT	-0.03825
AP4B1	-0.756
VBP1	-0.80325
OR1K1	0.1175
MORC3	-0.49075
BHMT2	-1.11683333333333
C3orf10	-0.019
FZD7	0.468666666666667
WFDC10A	-0.7845
PMS2CL	0.144375
CCDC32	-1.13616666666667
FA2H	1.8985
ALG13	-0.289
TTLL7	-0.5108
SPOCK3	0.23775
SLC13A2	0.3175
AIM1	2.63
GPRC6A	-0.55
EGR2	2.2185
MED11	0.21575
WWC1	0.352
SH3GL3	-3.53425
RIF1	-0.218285714285714
PRLH	-0.3585
VLDLR	-2.087
DBT	0.2105625
C21orf63	1.021
CGGBP1	-0.723875
KRTAP12-2	-0.042
TADA3L	-0.60175
ZBTB16	1.799
PDGFB	0.83025
RFX1	0.131875
UQCRB	1.117
LOC133874	0.665
HPS3	0.5155
LGALS3BP	1.6017
DKFZP564O0823	1.23864285714286
MRFAP1L1	-0.188375
HOXA10	-1.76366666666667
NGB	-0.3875
KIF21A	0.141538461538462
IFLTD1	-0.467
LZTS1	-0.8435
ARHGEF3	0.67175
RHBDL3	-1.8085
CSNK1G2	-0.34175
ChGn	1.133125
KIAA1244	0.291
GABRB2	0.345
MGC72080	0.9035
CD27	2.174
EGLN1	-0.5732
PEX13	0.50375
RWDD3	0.13125
RNF12	-0.124833333333333
GRIN2B	0.5705
ADAMTS14	-0.69825
DYDC2	1.25366666666667
ATP6AP1	0.8627
NR1H2	-0.171333333333333
PDK2	0.5155
C3orf17	-0.676666666666667
SLC38A2	-1.82028571428571
SLC25A29	-0.228166666666667
C15orf29	-0.74225
ADAM9	-0.9465
TMUB2	0.253
GPR176	0.54525
AGK	-0.038
MCCD1	0.3335
NDUFA4	0.8035
TMEM146	0.70125
DUSP1	0.065875
UNQ6975	-0.347
EMX2OS	2.31675
INSM2	-0.81375
LUZP4	-0.454
SETD6	0.344
P2RY2	0.05875
SLC45A2	-1.2505
RABGAP1	0.1035
UBXD5	0.25675
GPRC5A	2.0216
PAK3	2.15416666666667
LOC63920	-1.6725
TGFBR1	-0.1365
KRTAP6-3	0.10325
SFMBT2	0.3935
CDC42	0.592875
C11orf35	-1.0525
TTLL2	-0.094
UACA	0.6485
CD97	-1.0832
SETD5	-0.750375
NINJ2	0.9065
PTER	0.3435
POMGNT1	0.194
KRTAP4-2	0.9535
ECGF1	2.2855
HRB	-0.668363636363636
ATP1B2	-0.0613
LOC400506	-0.12425
COL4A3BP	0.04525
C6orf97	-2.4545
GRHPR	0.136125
TAS2R1	1.913
SEMA7A	-1.36625
EDF1	-0.61925
ODF2L	0.592666666666667
PCID2	-0.3815
GTF2H4	0.0541666666666667
ZCCHC3	-1.456375
CGB2	0.275166666666667
NEUROD1	0.26275
C20orf75	0.1735
RP5-1054A22.3	0.261666666666667
IFNA5	0.3
ZNF134	-0.784416666666667
MGC119295	-0.5363
ZSWIM6	0.35475
SMEK1	0.647666666666667
PCGF2	0.190625
C1orf102	1.602
CYP2A13	0.1085
KCNH6	-0.2641
MDM1	-0.2716
ALDH7A1	0.508833333333333
C9orf75	-0.42775
VDAC3	0.30475
OR51T1	-0.3875
EIF3F	-1.19558333333333
KCNJ10	-0.637625
LENG8	0.29425
EDEM2	0.319
CCNJL	-0.211666666666667
DHX37	-0.672
CRYGN	0.0295
AATF	0.213125
ZNF630	0.916625
E2F5	-0.515
WFDC13	-0.3555
FTSJ3	-0.0233333333333333
C4orf33	0.99425
LHFPL4	-2.495
C19orf56	0.281416666666667
SMAD4	0.555125
AFM	0.157333333333333
G0S2	0.1695
FCHSD2	-0.4401
RRP1B	-0.4975
EEF1B2	-1.8065
STAT6	0.566166666666667
ZNF195	-0.637
GNL1	-0.203
ZNRF2	0.703166666666667
PER3	-0.62775
ASB16	0.08675
C10orf10	1.72314285714286
ADCY8	-3.18383333333333
C9orf58	1.57483333333333
ARMC10	0.137
PSG1	-0.377
DHX34	-0.099
VARS2	-0.372625
NFIC	0.454
ITPR2	0.784
AGXT2	1.15466666666667
OR6K3	-0.5295
H2AFZ	0.12
MLLT3	-1.24125
COX4I2	1.63925
CCNT2	-0.477875
PLK4	-0.43775
NUMBL	0.333833333333333
MED16	-1.26325
PLEKHQ1	0.1695
GOSR1	0.360722222222222
BTG4	-0.05925
RPL30	-0.2285
IGSF5	-0.61575
IGFL2	-0.2885
ELMOD2	0.882333333333333
SHC3	-1.96566666666667
HAVCR1	0.985
DYNC2H1	-0.889875
RNF5	-0.317166666666667
C2orf7	1.04475
NLF1	0.489
KLHL25	0.317
LRP10	-0.0777
KRI1	0.34625
PUS7L	-0.252
MGMT	0.68825
HOXD1	-2.334
CSH1	-0.0624
ATG16L2	-2.6225
FLJ44635	0.557
CHODL	2.10725
EXOSC8	-1.16475
SLC28A1	0.4705
MYO7B	-0.0296666666666667
SEH1L	-0.1193
MTNR1A	-0.0345
TSPAN5	-0.705
CDC45L	-2.0075
AMIGO1	1.291
ATAD3A	-0.033125
OSGIN2	0.573333333333333
PDIK1L	0.144666666666667
DARC	1.294
PIPSL	0.7865
SHMT1	-0.07275
CRISP3	-0.627
POPDC2	1.28033333333333
ZRANB2	-0.594166666666667
FBXL8	0.2715
TRIP13	-0.682272727272727
EIF5AL1	-0.81
POU5F1P3	-4.4615
IL6	1.6485
CXorf38	-1.80016666666667
IFNA16	-0.228
FBXL2	0.430166666666667
BRD1	-0.04
STATH	0.6315
FBXO44	0.4515
MCCC2	-0.361
CDC2	-1.1643
C5orf23	4.199
IVD	-1.47116666666667
C10orf122	-0.7825
MSL3L1	-0.5067
MVP	0.23175
EPOR	-1.558
ZMYM1	-0.2465
BCL7C	1.05966666666667
PSTPIP2	-0.9002
LYPD1	-2.450875
OR8G5	0.8645
ZP3	0.0705
BCAS4	-0.50975
EDG6	1.402
ISY1	-0.30275
PRAMEF2	0.248
CUL1	0.52475
RNF213	0.7574
CCRK	-0.1685
DHX9	0.41225
C13orf29	-1.71325
NCKAP1	-0.258833333333333
MRPL43	0.312928571428571
XPR1	-0.105
PKN2	0.8563
PODNL1	0.272
ZNF333	-0.2675
DALRD3	-0.4355
OPN1SW	0.694
BTBD6	0.891
C11orf82	-0.54
OR5P3	0.7705
DUSP11	0.2415
L1CAM	-0.095
NEK11	1.0995
OR7E91P	1.56
CNTN3	0.873
CREB3L2	0.768
ZBTB37	0.025
KIAA1324L	-2.17
NDUFB10	-0.195833333333333
NUDT2	0.065
GTPBP8	-0.2115
CACNA1D	0.541625
PRKAA2	-0.967666666666667
PRDM8	0.0265
MGC16075	-0.734833333333333
KRT14	1.232
PP8961	0.494375
MRPL18	0.32325
ABCG2	-2.60225
PACRG	1.19425
BBS2	0.49525
KREMEN2	-3.1155
FBXO21	0.206
HNRPUL1	0.250916666666667
GRB10	0.28925
CLSTN1	1.266625
LMAN2	-0.5085
C17orf61	-0.364
NIPSNAP3A	0.29275
INSIG2	-1.64783333333333
PCDHB7	-0.316166666666667
STXBP2	0.56875
CMAH	-0.541166666666667
SEMA5B	0.814
ZNF155	-0.243
COQ6	-0.4475
PRPF4	0.0865
TSPAN15	0.1259
VN1R5	0.167
LATS2	1.1265
SELK	-0.04675
PGK2	0.5175
MS4A1	-0.4015
TYW3	-0.7818
KRTAP5-1	1.47075
RCCD1	-0.756333333333333
BTN1A1	0.04325
DDX28	0.71675
TMEM65	-0.00574999999999999
LOC92345	-0.499
TTC31	-0.60725
WDR46	-0.972333333333333
CHP2	-0.391333333333333
LSP1	-0.3895
ZNF542	-0.41225
EXOSC1	0.20975
ARHGAP18	0.564166666666667
LRRTM4	0.038
MAOB	4.93008333333333
CACNB4	-0.25825
MGC33846	0.365875
RANBP3L	-0.219125
ATP5L	0.09075
ONECUT1	0.0015
NUDT9	0.54425
TMEM149	0.6155
STX17	0.2225
IGSF10	-3.75625
TMPRSS9	0.4945
BMPR2	0.505636363636364
ALLC	1.04475
KLF7	-1.3755
GCC1	0.7979
TIMM9	-0.5035
CDO1	-0.192
MGC10701	-1.10183333333333
IFI6	3.54266666666667
FRMD8	0.551
MGAT2	-0.58675
WBP5	1.34233333333333
CNIH2	0.36775
KIAA0907	-0.7744
KCNH8	1.02
CTSG	-0.58425
GRIK1	0.348666666666667
CUL5	-0.017125
FRMD1	0.852
OR9A4	1.9085
SYT6	-1.797
FOXD4L2	0.328
ANAPC2	-0.7505
OPN5	1.136
TAF13	-1.129
LYG2	-0.58975
GGNBP1	0.00449999999999998
C11orf40	0.7065
OTX2	-1.3785
REG4	0.0695
EIF5	-0.315375
PALB2	0.24725
SEPSECS	-0.6863
RNASE3	-0.57025
TRIM49	-0.591
POLR2K	0.452
GPR42	0.196
C8B	-1.60125
SASS6	-0.5645
PREB	-0.467333333333333
OR3A3	-0.2445
TUBA8	0.829875
IGLV2-14	-2.38275
STIL	-1.103
ANKFN1	-1.11466666666667
NME7	0.577
HOXC12	1.44375
UBE2C	-0.553625
FHOD1	-1.6515
CDK2AP1	1.67641666666667
OR6K2	-0.41725
DHPS	-0.38675
RPL5	-0.5645
TRGV5	0.5445
LOC541472	0.962125
HCCS	0.0329
DENND1B	0.1995
LHX3	0.902
OR5D16	0.853
CXorf57	-3.05166666666667
IRF2BP1	0.71125
NDST2	0.108333333333333
LCE3D	0.1945
BOLL	0.47775
SYT3	-0.897
PIH1D2	-0.98275
C20orf7	-0.00116666666666667
IL1R2	-0.0381666666666667
SLAMF9	-0.3135
PPME1	-1.24025
PIK3CA	0.61025
TRAPPC1	0.437125
COLEC10	-1.105
SLC9A6	0.0616666666666667
PDDC1	-0.912916666666667
CCDC53	0.74325
GK3P	-0.8935
DAZL	-0.704
BRI3	0.30075
SDK1	0.459
CYP2C18	0.8295
IFI44L	4.01175
RPL3L	-0.49
FUT9	2.06733333333333
KIFC2	-0.809
PMP2	0.54225
SLC4A9	-0.249
PLAG1	-1.60066666666667
MYCBP2	0.370833333333333
OR4E2	0.4285
CCDC65	0.75025
C16orf82	0.397625
ENTPD4	-0.18475
BRP44L	1.631375
PMP22CD	1.313
TMCO4	1.69333333333333
KCNN1	-0.175333333333333
WDR35	-0.384
CCDC80	1.346
C3orf31	-1.03875
SLC7A9	-1.46975
TMEM190	1.109
DBC1	-1.3435
FADS3	-0.6235
PDZD8	0.2745
GRM5	0.91375
AZGP1	3.9721
PEX3	0.7995
MED1	0.182071428571429
ATG4C	-1.08233333333333
HNRPH3	-0.3375
FAM109B	1.96575
C4orf17	1.5325
CA10	-0.826
OPRD1	-0.4385
CCL16	-1.1915
SACM1L	-1.50725
CST6	4.4315
CD63	1.0754375
LGI1	-2.3435
ZNF784	0.80125
CRYBB1	-2.276
CX3CL1	1.39155
TOP2A	-0.56625
GYPB	-3.6635
GADD45GIP1	-0.29375
FEN1	-0.773375
IGF1R	0.159
WDR72	-1.98416666666667
PURG	-1.18633333333333
DEFB126	1.736
PKD1L1	-0.62575
CAV1	-1.4381
GNPDA2	0.0421
DGAT2	1.828375
NLGN1	-2.342
STRBP	-0.42525
HPRT1	-0.115
FANCI	-0.45025
PSMA7	0.218125
DBF4B	-0.4555
TTF1	-1.1465
RAD54L	-1.4185
ELOF1	-0.10175
PLAGL2	-1.031375
ZNF256	0.16575
HMGCL	0.183
MSI2	-1.019
RPESP	0.685833333333333
C11orf60	-0.23375
ABCD1	0.271
ACAA1	-0.3214
SPARCL1	4.25271428571429
IL6ST	-0.5547
ZNF319	0.06625
TMEM109	-0.2493
FAM90A1	1.19266666666667
IL22RA1	-0.381
ATP4B	0.7895
TEC	-1.48033333333333
C7orf30	0.6315
TXNDC2	0.884666666666667
ABCB4	-0.674
KIAA1191	-0.4885
C9orf38	-0.342
SFTPB	0.614857142857143
CNTNAP2	-1.47091666666667
FRK	2.036
TBX19	1.25025
CHD4	0.27
C6orf26	-1.82783333333333
MOSC2	2.433
IKBKE	0.22475
HIF1A	-0.8575
LOC595101	-0.5395
RELA	-0.2765
TMEM16B	0.3595
ABHD12B	-2.17925
TSEN34	0.57175
KIF18A	-1.6405
TXNDC9	-0.713166666666667
SPATA2L	0.7085
SEMA4G	-1.465
C21orf91	-0.768625
MATN1	0.537
KCNIP4	0.3615
TUSC1	2.088
OR4C15	0.21
ARMCX6	0.6985
WBSCR27	-1.475
OR52I2	1.5255
KIAA1604	-0.5805
DYNC1I1	0.398
PPP4C	-0.051
SLC47A2	-0.748166666666667
TREH	0.323875
CD48	0.175833333333333
ST14	2.57016666666667
PKN1	0.089
SPON2	2.9235
XBP1	-1.26275
SFRS12	-0.694166666666667
EFCAB6	0.945
SELT	-0.4425
SLC39A2	0.0225
ERF	-0.471166666666667
ARL3	0.525625
SURF6	-0.4012
MLLT10	-0.543
FLJ11171	0.1115
TDGF1	-2.885
ERCC6	-0.32
EIF2AK4	-0.41
BAZ1A	-0.0468333333333333
LRRN3	-0.461166666666667
TMC3	0.256
EFTUD1	0.7815
PTPRO	-0.730166666666667
CLEC12A	-0.376875
ACBD4	-0.346125
ZDHHC14	0.157625
OTUD7B	0.38375
ACTB	0.8854375
MSRA	-0.240875
LCE5A	1.178
IFI35	-0.0755
BSCL2	0.103
ANKRD12	-0.561916666666667
CFHR2	0.07025
RGAG1	-0.260666666666667
HSFY1	-1.506
SLC30A5	0.0385
IMPG1	1.6035
GPR109A	0.407
ZNF185	2.29575
IYD	-0.12625
NPCDR1	0.1945
SERPINA13	-0.093
HMGCLL1	0.5155
NEUROG1	1.08316666666667
UBQLN1	-0.499625
LIN37	-0.124
SOCS2	-1.607125
DSCR4	-1.0075
XKR6	-2.8155
GPR142	0.1075
KRTAP13-3	1.0605
CCDC15	-0.442
MOS	-0.273
CD1E	-1.9595
OFCC1	0.696666666666667
FAM83D	-0.72825
SRFBP1	-0.5485
C9orf96	-0.484
DHDH	-1.5995
CCDC90A	-0.305
RABL3	0.0508
CD320	0.375833333333333
ANGEL2	0.330583333333333
MRPL21	-0.429
SMG6	0.689
INSR	1.64175
FLJ14816	-0.8085
GLRB	-0.499666666666667
C9orf89	-0.1625
CIZ1	-0.41775
URG4	-0.190333333333333
LRDD	-1.74266666666667
CBY1	0.221666666666667
NFX1	0.376375
MTERFD2	-0.739214285714285
C19orf23	-0.3055
PGC	-1.4715
IER3IP1	0.4446
RASAL2	1.78916666666667
C1orf89	-0.90025
SYNJ1	-0.729125
NFKBIE	0.61925
FLJ40125	-0.5135
TCEB2	-0.4828
NOG	-3.0625
POLR2J2	-0.379
HLA-B	2.65175
PCDHA1	0.3255
PPP2R2B	-2.428
ARHGEF17	0.669
TCF7L2	1.92614285714286
CHD5	-0.397333333333333
ZNF431	-0.432
TBC1D25	-1.097
ZNF800	0.5365
SCUBE2	-0.744090909090909
MYCBP	0.237833333333333
GPX5	-0.658
C6orf129	0.6285
QSER1	-0.7725
ULK2	2.146
PIGO	0.748
NRCAM	-1.60785714285714
SLC35E3	0.106625
CSRP2	0.889
HYPE	-0.577
MAPK15	0.135666666666667
MGC14327	-0.167
TIMM13	-0.284333333333333
ZNF462	0.75275
GBA3	0.199
TEX13A	1.194
MCM6	-0.331222222222222
MTRF1	-0.219625
ABCA7	-1.4585
EIF4A2	-0.51225
ZC3H10	0.4127
RPGR	-0.646833333333333
C20orf94	0.35975
RP1L1	0.743
GPR125	-0.007125
USP22	0.329785714285714
OR1L4	0.567
MLZE	3.066
FLJ32065	0.00175
PTCD1	0.148
CRTAC1	4.52483333333333
BXDC2	-0.46475
C18orf1	0.141166666666667
FAM107A	0.805142857142857
EFNA3	-0.03625
P18SRP	-0.0514
CAMKK2	0.748083333333333
KIAA0649	0.26775
NES	-1.011
HS6ST3	-0.612625
PON2	0.29475
TCP11L2	-1.03525
CLEC4A	-0.13175
PRR12	-0.00600000000000001
MLXIPL	-1.6772
C2orf50	1.1785
ZNF28	0.34925
ENC1	0.201
MAP2K1	-0.028875
FKSG2	0.53325
KIAA0430	0.65325
PTP4A1	1.97838888888889
GPR156	0.922
GTF3C6	0.26425
UBR2	-0.023
LOC388272	-1.53675
MAK	0.293833333333333
ACOT4	1.13425
STC2	-2.57375
PIGW	-0.537125
SAE1	-0.514875
COL6A1	-0.567863636363636
OAZ1	0.252166666666667
STMN4	0.556
EDG3	-0.0886666666666666
SGCE	1.19433333333333
IL11	-0.262
PRSS8	2.683625
YIPF5	0.317166666666667
WNT4	0.607625
CSN2	0.16
TCF7	-1.9875
TDO2	0.53875
SAMD9	0.5896875
S100A7A	0.869
MMRN1	1.0565
GKAP1	0.4005
AKR1C3	-1.880375
RNF19A	-0.401625
GMDS	0.44525
YKT6	-0.602125
SPARC	0.4172
C12orf31	-0.47625
UBE2V2	-0.542
FBXL18	0.938
KIAA0460	1.131
ADAM22	-0.255375
SERPINC1	-3.438
KCTD21	-0.408
MYOHD1	-0.73975
ZNF37A	-0.161166666666667
GTF3C1	0.2905
CTSZ	4.52575
PRNPIP	-0.46775
DRD1IP	-0.44825
NR1I2	-1.2
ZNF266	0.3073
SPAG4L	1.455
COX4NB	0.412
SAPS1	0.713
APOA1	-3.856625
TATDN1	-0.672666666666667
C10orf82	-1.7955
KPNB1	-0.19875
FOXO3	0.707166666666667
CRYBB2	-1.5205
ZBTB5	-0.124
SLC25A38	-0.96475
DCTN2	0.392666666666667
IFT20	-0.07975
CTHRC1	0.76875
C1orf31	-0.105875
UHRF1	-0.0784375
GPC6	0.702
C10orf54	1.37225
MCF2L2	-0.185333333333333
WNT9B	-0.385875
OLA1	-1.31525
FAM120B	-0.8665
TTLL10	0.2345
CYorf15A	-3.972
RELN	-2.3312
SCN2B	0.157833333333333
MFHAS1	-0.51225
NKX3-2	-0.634166666666667
RASGRF2	0.2715
SSBP1	0.0121666666666667
KPNA6	-0.0242142857142857
LOC389118	-0.6735
HS3ST4	-0.7692
SUPT7L	-0.313
FLJ32658	-1.7085
IGFBPL1	-1.06275
KIAA1641	-1.0168
SHKBP1	0.0975
CSF1R	4.702
NAGK	0.34925
MYL2	0.6245
HIST1H4C	0.1435
TOMM7	0.111875
ADAMTSL3	2.2042
TNFSF14	-1.00575
PRRT2	-2.0965
VTA1	0.05575
AOAH	1.29883333333333
CRISPLD2	1.59
PNN	-1.1868
TA-NFKBH	-0.744
ESPN	-0.1605
RBM43	-1.009
KIAA1267	0.45425
DDX3X	-0.347111111111111
KIAA1576	1.1575
PLXDC1	2.83216666666667
FLJ25801	-2.41875
HNRNPL	-0.0925
RUNDC3A	0.742166666666667
CASP12	0.266
SH2D5	-0.932125
RPL26L1	-1.1605
OR51A7	0.942
HDC	1.575
C2orf16	0.212333333333333
SYTL3	1.71625
GOLGA4	-0.3545
NOTCH1	-0.346333333333333
ATPAF2	0.18075
ECD	-0.06875
SSX5	-0.941833333333333
SNAP91	1.045
OCA2	-1.62
PNPO	-0.561166666666667
DAPK1	-0.476666666666667
PINX1	-1.33983333333333
SELENBP1	0.37275
NEK3	-1.03225
TMED4	0.4305
SSTR4	-0.9015
FOSL1	-2.5969
CD40LG	1.728
CES1	-1.24366666666667
DCI	-0.204333333333333
B3GAT3	-0.0436666666666667
STK17B	-0.522
CNTN6	1.8305
CYP3A4	-2.1135
MBOAT2	0.956714285714286
PISD	-0.677125
USP1	0.2045
PYDC1	-0.486166666666667
CENPM	-1.52975
SAR1B	0.00949999999999999
TTC7B	-0.325625
DP58	1.12
GPC1	0.1325
RBL1	-1.998125
TMEM137	-1.886
TOB1	1.92266666666667
TCEAL1	0.012
CENPF	0.103
C6	2.71633333333333
PRSS1	-3.5175
PPIL6	0.142166666666667
C6orf124	-0.763
ODZ4	0.355
SNCB	-0.6185
NDUFB9	0.266875
CNOT6L	0.3075
S100A9	2.39133333333333
TRIM50	-0.124
KCTD1	3.2899
WDR63	-0.01825
SPEF2	0.513625
RNGTT	0.594833333333333
CXorf22	0.2
KCNK16	0.3315
CEP250	-0.78575
ATPBD1B	-0.46425
KCNJ2	2.527
MT1B	-0.66
ZNF684	0.027
SLC4A1	-0.38525
PDHA1	-0.22425
ZNF492	-0.6635
TKT	-1.6665
BYSL	-0.054625
RNF38	-0.21575
AHDC1	-0.2615
KLHL2	-0.177625
CMTM8	0.40625
DMP1	1.9605
HERPUD2	-0.0845
CRTAM	1.7025
ZNF572	-1.7315
TMEM16J	0.025
HSD17B2	0.56675
UBE2G1	-0.071625
AHSA2	-2.43025
PELI2	-0.125
TPX2	-1.451625
ATP9B	0.529
DAZAP1	-0.43125
HMGCS2	-0.127
C17orf38	0.1535
B9D1	-0.949
NKX2-5	0.907833333333333
KIAA1276	0.47475
LILRB2	3.1345
CSTF1	-0.439666666666667
BTN2A1	-0.4645
C15orf48	6.24675
IGF2BP3	-3.3375
FAM113B	-0.500833333333333
HRG	0.577375
ZNF131	0.0285
USP47	-0.417071428571429
CCDC88B	-0.8115
HCN1	-0.6067
HTN1	0.472666666666667
SYCP3	1.0725
C13orf23	-0.5002
PAPOLA	0.225375
AATK	0.0637
MSH3	0.213
NDUFAB1	0.096
ITLN2	3.552
BAK1	0.248
MRPL45	-0.3935
MTNR1B	0.393166666666667
LOC645843	-0.0275
SPECC1L	-0.28
PGCP	2.479
SPN	0.066375
GPR143	0.0786666666666667
ZNF576	0.351
TMEM39A	0.2435
ATP5D	-1.12533333333333
MAGEB3	-1.2465
RPS5	-1.14
ANP32E	0.485857142857143
MTMR1	0.23025
YEATS4	-0.42675
SYNGAP1	0.86175
PCOLCE	-1.2065
MNS1	1.859
PCYT2	-0.0581666666666667
ZNF182	-0.4155
LAX1	0.141375
SPPL2B	0.5791
ELOVL5	-1.0442
PCDHAC1	-0.435
B4GALNT1	1.3895
BLOC1S2	0.434625
ZNF673	-0.6931
ARHGAP21	1.156
IRX5	3.046875
LRFN5	-0.688833333333333
FAM7A1	0.08625
RAB19	0.3925
GINS1	-1.30625
ITM2B	0.3007
PAPSS2	1.14108333333333
OR5BF1	0.8195
ACSL3	-1.08725
KIAA1919	-0.398166666666667
GLT8D2	1.721625
UTRN	-0.0364285714285714
CNN1	0.86425
HISPPD2A	0.928166666666666
SDAD1	0.222875
SIGLEC9	-0.0166666666666667
RPL35	-0.9745
C22orf26	-0.388
IMPDH2	-1.286625
WDR69	0.28075
SEC14L5	-0.255166666666667
CLTA	0.2235
RP11-529I10.4	0.404
GPR37L1	0.0176666666666667
OGDH	0.226416666666667
ASB13	-0.376333333333333
ZFP14	-1.04675
ZCRB1	-0.057
KPNA3	-1.0725
HSPA1L	0.1545
RHOC	-0.099875
LOC554175	-0.8285
PPP3CA	1.2763
SLC1A7	-0.2592
ZNF529	-0.352
RBED1	-0.45675
DDB2	-2.24175
FLJ11286	0.596166666666667
SPATA1	0.494
MKNK1	0.439333333333333
DYSF	1.6805
ALKBH2	-0.00575000000000001
NKD1	-2.57783333333333
C1orf174	0.04975
PLEKHO1	0.1725
ASB10	-0.438
RING1	-0.396333333333333
NPC2	0.675
AVPR1B	-0.527
YTHDF1	-0.0643333333333333
LMAN1L	1.065
GSG2	-1.3325
CEP170	-0.8296
RPS4Y2	-5.216
MSH6	0.0155
HECTD2	-0.109333333333333
ZNF556	-3.45766666666667
PLEKHC1	-0.5172
AIRE	0.359833333333333
BCL2L10	1.07325
LMOD3	0.718
ZBTB8	-0.00799999999999996
FOXA2	-3.7917
SLCO2A1	2.129
C3orf46	0.4375
PRDM16	0.0141666666666666
TMEM98	1.45425
FRMD5	-1.1145
PDE6C	2.179
C1orf216	-0.246333333333333
EP400	-0.470785714285714
PTK2	0.20375
RNF217	0.231
NDUFA8	0.305
ZFAT1	1.706
LAMP3	3.4955
GLTSCR2	-0.721625
NPW	-0.6835
LLGL2	0.2813
PPM1K	-0.411333333333333
C20orf177	-0.3625
KIR2DL4	0.5292
NFKB2	0.29975
C21orf122	0.7365
HESX1	-0.6765
GPR114	-0.36
SLC25A35	-0.893833333333333
GNAT1	0.68825
ORAI3	-0.3485
FAM76B	-0.56125
TMEM99	0.4315
TRIM29	2.9795
CDS1	2.55425
RHEB	0.3572
C4orf27	-0.728
RAB3A	0.50925
OTUD6B	-1.11625
GPD1	1.234125
CDH15	-1.17983333333333
NPM1	-1.43828571428571
TMEM117	0.793
PRPS2	-1.09558333333333
GCK	0.0765
ADRA2A	1.1415
TSPYL4	0.733666666666667
TASP1	-0.752
WDR19	-0.401666666666667
C10orf38	0.528
PDE4C	-0.872166666666667
FYB	-0.440916666666667
C1orf55	-0.281666666666667
PPFIA3	-0.56675
RAD18	-0.8725
C12orf44	-0.0376666666666667
CRYBA4	-0.9215
HVCN1	-0.82575
TAF10	-0.227
C16orf48	-0.588666666666667
DEPDC5	1.046
LTBP1	-1.54
MAPRE1	-0.838875
FGF8	1.864
C3orf52	-0.382625
SENP7	-1.32233333333333
LRRK2	-0.46375
RUNDC2A	0.7125
KIAA0355	0.208166666666667
CPEB1	-1.12075
PPEF2	-0.7595
ABI2	-0.342833333333333
KIAA0317	0.092375
ATF1	-0.280166666666667
DYNC1H1	0.727625
DIP	0.704
TMEM33	0.281388888888889
POLDIP3	-0.45125
C7orf24	0.79825
GPR171	2.0855
CDC6	-1.0705
PLD1	1.9687
ITFG2	0.2832
NDUFC1	1.12625
AKNA	-0.2465
NBR1	0.09725
PKHD1	0.286857142857143
HPS4	-0.7889
MAFA	0.5725
ULBP3	0.52475
DIRC1	-0.071
IMMT	-0.081
C22orf13	-0.0874166666666667
CEL	0.254
MARK3	-0.78425
ADAMTS2	0.242333333333333
ARPC3	-0.319833333333333
TMEM10	0.371375
NPHS1	0.459
BRD8	-0.103666666666667
WDR12	-0.857
IDI2	0.056375
HOXD13	-0.4165
OR8G2	-0.51125
SLAIN1	4.0625
GABRQ	0.2805
NR2C2	-0.80875
NKTR	-1.0411
TLE2	2.2265
KIAA0892	0.358333333333333
AURKA	-1.18790909090909
GPRC5C	-2.14583333333333
TBC1D9B	-1.0075
PNPLA6	0.916
AP3B1	0.6325
NAG	-0.390625
C11orf68	-1.01425
AKR7A3	0.075
AHCYL1	-0.123916666666667
COP1	0.544333333333333
RPP14	0.17825
PCDHB18	0.048
CDH24	1.1885
KRT17	3.0854
LACTB2	0.05475
DDX24	0.6745
PHACTR1	-1.5355
SLC35E2	1.17725
LOXL1	-1.227
IQSEC2	0.563375
RGSL1	-0.2345
PCDHGC5	0.397
MEGF10	0.275125
PRRX1	-0.208666666666667
ASTE1	-0.0145
C6orf159	-2.038
MYOD1	1.018
GAA	1.6675
ZNF747	0.3215
KLRC1	-0.371
IL1RL2	0.3155
GDF9	-1.26175
GPR119	-0.0455
TRAF2	-0.143666666666667
HCK	2.0315
BMP6	0.899
IL8RA	0.441166666666667
FLJ35848	-0.59775
EFHA1	-0.39975
CDSN	0.154166666666667
C14orf54	1.37616666666667
LSM3	-0.77875
ZFP41	0.6595
C9orf126	-1.84233333333333
VIT	1.9395
SPCS3	-1.33675
DEF8	-0.7018
CHAF1A	-0.9025
C1orf165	-0.6385
