Hybridization REF	TCGA-B6-A0IO-01A-11R-A034-07
RFTN2	1.01675
SCNM1	0.056375
SLC9A10	0.703
FUNDC1	-0.47775
SLC35F4	-2.28966666666667
AMD1	0.774
COL6A6	3.4445
OR4K2	0.9735
TRIB2	-1.89633333333333
LOC91461	-1.084
GHSR	0.8835
ATP8B1	0.832875
C1orf78	2.49333333333333
RNF183	-0.289
STX4	0.1122
TPPP2	-0.63675
MYBPHL	-1.863
TXNDC6	0.4507
C9orf47	4.8505
FAM137B	0.549
FANCB	-1.73175
C11orf9	-1.83275
DPY19L1	-0.857375
VDAC2	-0.592166666666667
VHL	-0.60725
LMBR1	0.429875
C8orf44	0.19425
ZPBP	2.224
FGF23	-4.50525
C21orf67	0.71325
PCNT	-0.781625
BCKDHB	0.1654
GALNTL5	-0.565
BET1	0.17675
ARL13A	-0.979
HDAC6	-0.448
N4BP3	1.32766666666667
OTOP1	-0.0168
TTC30A	1.085125
CRISP1	1.2545
KRT32	0.156
VSTM1	-0.737
ZNF622	0.209
POLR3B	0.1588
DNAJC10	0.954375
C12orf54	2.4685
ADIPOQ	0.592333333333333
RIT2	-0.3175
CD44	0.02315
ABCA3	0.95175
RPS17	-1.36425
FEZF1	0.029
PCDHB15	-0.6095
KCNMA1	-1.34118181818182
CCDC116	-2.2355
C15orf27	-0.9575
NARG2	-0.465625
ITGA5	-1.600375
MEFV	0.368
TUT1	-0.16675
LOC541473	-0.1535
NMBR	0.1175
GLT1D1	-2.85066666666667
ABCB7	-0.073
PFKP	-2.43818181818182
C9orf91	0.7287
LRRC41	0.11
C1orf85	-0.0473333333333333
ATP5F1	0.0704285714285714
STOX1	1.726375
GFOD2	1.13025
SLC25A3	-0.126125
ZNF646	0.3478
ZAR1	-2.148
OSTbeta	-1.4685
GALNT3	3.6895
IFT122	0.747333333333333
LDB3	-0.719222222222222
GARNL1	-0.0896428571428571
HOMEZ	0.418833333333333
LRRC6	2.1715
ANGPTL5	-2.44375
UBAC1	-0.971
DLEU7	-0.303
RPL19	-0.29
TOP1MT	-0.4895
LOC643641	0.003625
MBD3L2	-1.604
NTSR1	-0.244666666666667
WISP2	-2.1175
GPSM2	-0.903125
RDH10	2.0517
PRKCG	1.0395
HIST1H4J	0.416
MON1B	0.6995
MLF1IP	-0.952166666666666
ZNF446	1.107
COL4A5	0.4007
SLC26A1	0.554357142857143
RGN	-3.290375
CCNB1	-3.17025
C9orf165	-0.381
CCDC28B	-0.44125
CCDC97	1.54825
FGR	1.460375
MSRB3	-0.0593333333333334
EPN2	-0.01825
COX15	-0.152833333333333
KCNK6	0.5375
XK	-2.93275
GDA	-5.047
HEPH	-1.764375
THRAP3	1.075625
MET	-2.67042857142857
PHYHIP	-0.32975
LYAR	-1.27483333333333
ING3	-0.10625
AK7	-2.221
CCT8L2	0.084125
COPS7A	0.6245
WSCD1	-1.0315
RNF185	0.93875
TNS3	-0.05425
KNDC1	-1.7454
RWDD4A	-0.0971666666666667
MED13L	1.6875
ZFYVE1	0.3315
C7orf44	-1.53333333333333
MRPL1	-0.0805
STGC3	-2.11825
TEAD1	-1.26066666666667
RPL7A	-0.416
ARL6IP1	1.092
C1orf178	-1.048
CTAGE5	0.725416666666667
TMEM184A	0.282333333333333
SLC25A14	0.457
CACNG5	-0.0295
ATXN10	0.3874
ECH1	0.2697
CCL22	0.3785
CYP2F1	-2.029
GADL1	0.0255000000000001
TMEM19	-0.7051
RUNX3	-0.4345
EFNB1	0.376666666666667
LIPN	-0.627
ACSM3	-4.7905
SIGLEC8	0.9638
ASCC3L1	0.1825
NOL8	-0.82775
RELT	-1.61666666666667
Magmas	-0.31425
PPP1R15B	0.3641
C11orf2	0.11875
VKORC1	-0.756166666666667
MGC26647	-0.84525
TRPM6	0.59
UGT2B7	-4.4595
FEV	2.621
FOXK2	0.2662
PDCD5	-0.122833333333333
SLC8A1	2.3408
DGUOK	-0.912166666666667
CLDN16	0.559
GAGE1	-0.7445
RBM17	0.504
C1QTNF3	1.21625
VGLL3	-0.774666666666667
UNQ5830	-1.1135
CD1A	-2.91466666666667
SCGB1C1	null
SUPT4H1	0.450125
TRAF5	1.1505
ASAHL	0.14275
FAM73A	1.32066666666667
OR6B1	-0.3355
WHSC1	-1.21465
GFPT2	-0.11725
LOC339809	1.4895
STARD5	-0.194909090909091
SIP1	-1.6955
DNAJC15	0.65675
STAU2	0.602733333333333
FAM98A	0.14325
RAD23B	-0.1630625
LRRC33	-1.01975
CHRAC1	-1.37325
C21orf89	0.27375
C19orf43	-0.214166666666667
KLK8	-1.1855
CCNE1	-1.455125
PKDREJ	-0.4355
SSU72	0.08625
C17orf73	0.2625
GPR78	1.9445
WHSC1L1	0.562
GSTA2	-0.175
SMUG1	0.189333333333333
UFM1	1.1814
AP3M2	-0.273583333333333
USP14	-1.220875
FBXL14	1.98
DSTN	1.17
SFRS14	-0.5105
FBXO31	0.141
C12orf40	0.4825
FRS2	1.0855
NR2E3	2.40875
TUBB2C	-0.69025
GMPR	-0.601833333333333
C9orf139	-0.037
ING5	-0.85425
LOC730092	-0.434166666666667
ORM1	-3.899
RP11-11C5.2	-0.8295
HSPD1	-0.9903
PIWIL3	0.176666666666667
C5orf13	-0.8945
OR5R1	null
LCOR	1.259125
PLEKHA9	0.4065
CCDC43	0.37425
ZNF232	-0.4025
SLC6A7	-0.017
ADH5	-0.6555
SHBG	-1.68366666666667
CROCCL2	-0.08175
PANX3	-0.5235
CDIPT	-0.5015
SLC16A5	-0.039
TUBB	-0.746875
TOR3A	0.2691
PREP	0.446166666666667
ENTPD8	-0.642142857142857
CHMP1B	-0.5165
SYT12	-0.8031
MYH6	-1.9418
MAP3K13	1.4635
KLHL30	0.386
LCMT1	0.521375
EIF1AX	0.1475
FOXD4L1	1.015
SLC24A5	-0.1165
RNF166	-1.0331
TJAP1	0.17925
TMEM156	-2.6942
ZNF239	1.91375
SNX19	0.999
GKN1	0.61975
FCN1	1.9897
C1QL1	-1.7705
ATP11C	0.524625
ZNF35	1.066
CARD8	0.4275
LIMD1	-1.199
KIAA0286	-0.72175
XRN2	-0.316833333333333
CD6	-0.137166666666667
TOX3	-0.6405
ZSCAN4	-1.7016
RSRC1	-0.08925
COG1	1.2185
PTRF	-0.7581
C16orf35	-0.083125
FBXO24	0.61375
CHST11	-1.08725
THRB	0.2575
MYBPC1	4.629
RNF39	2.55816666666667
PSMD11	-0.50625
ALAD	-0.00600000000000002
EN1	-2.34625
SLC9A9	-0.2545
GSTM4	-0.2243
CDC42BPA	1.02847368421053
RCSD1	-1.151
LUC7L2	-0.6238
SPTBN1	-0.0805
LOC146167	-0.068
BAT5	0.6385
ZNF452	-2.22985714285714
LSM4	-0.9875
SRP72	-0.1941
SGK269	-0.56575
MTX1	0.12675
CENTA1	-0.43275
UNQ9433	-0.027
ATR	0.0229166666666667
DDX49	-0.125333333333333
PAQR8	-0.660666666666667
C14orf174	-0.511
GBGT1	-0.00424999999999999
THAP1	0.618
OR10K1	-0.954
RASIP1	-1.49666666666667
DPYD	-0.472
DOHH	-0.2245
C18orf45	0.88
POF1B	1.3364
ZNF552	3.56175
USP32	-0.126375
MED27	-1.626
C14orf149	-1.503
PRDX4	-0.335666666666667
ABHD12	0.4291
AGT	-4.45475
SLC22A14	-0.996
C1orf58	0.976
PILRA	0.65175
ABCF2	-0.82525
C17orf85	-0.0178
TKTL1	-1.74166666666667
FGF1	0.73815
IL6R	-0.726166666666667
VPS25	0.36725
CHRNB2	0.2325
COL7A1	-2.5175
LRRC48	1.1415
SPG20	0.754
COX10	-0.66175
GCA	1.52075
ECEL1	-1.03116666666667
GLG1	0.175
SRD5A2L2	-0.7205
MUTYH	-1.02375
ZNF70	-0.30075
L2HGDH	-1.99125
GPATCH2	1.42
ZNF655	0.927125
ZNF227	0.628333333333333
MCOLN2	1.47483333333333
NQO2	-0.75475
KCNQ5	-1.341
NEU1	1.845
QRICH1	0.32225
ZBTB20	1.18433333333333
RPUSD3	-1.10675
EPGN	-2.873
TSN	0.55425
SPRY2	-2.46633333333333
LZTFL1	0.444625
GMFB	-0.368875
PBEF1	-2.3911
HBG2	-2.35633333333333
TMEM8	0.189
PALM2-AKAP2	-1.23766666666667
NFYA	0.5835
FAM108A1	0.432625
PBLD	2.57225
NRG4	-1.385
PIGF	-0.72725
PTGER1	-0.61975
NOS2A	-1.4685
C21orf34	-1.14116666666667
C21orf51	0.205416666666667
IL17C	-0.3435
TRMT6	0.338666666666667
ETV2	0.0353333333333333
CCDC109A	-0.3655
MYLK2	-2.2635
ATP10A	0.3503
DPH4	-0.54
C5orf5	-0.208833333333333
KCNA4	0.874
NMNAT2	3.40133333333333
GLYATL2	1.6165
LSMD1	-0.45925
IL23R	-2.363
NRF1	-0.07125
MUC15	-1.85716666666667
PRDM12	-1.846
PAQR4	-0.767142857142857
RBBP6	-0.318
IFI27	1.86575
SKAP2	0.625833333333333
TAGAP	1.22725
TJP3	2.103
C9orf61	1.893
IDS	0.162428571428571
PARG	-0.53925
LOC131149	-0.187
DYRK4	1.00983333333333
MICALL1	-1.473
GALR2	-0.8695
GPBP1L1	0.918625
TBX21	3.93975
KCNJ6	-0.2545
GGN	1.0915
CASP5	0.2785
RNF182	-3.253
BRD4	0.72375
DOK4	-2.0115
SLC46A2	-0.197333333333333
SOX9	3.37525
ZNRD1	-0.273833333333333
PRR6	-2.2645
FAU	0.00212499999999999
DTNB	0.6755
CARD9	-0.6185
STS-1	-2.24933333333333
SLC4A5	0.361
NSBP1	-0.41725
UGCGL2	-0.162833333333333
POTE15	1.9245
NOXA1	0.07975
RP13-347D8.3	2.21666666666667
SAMD10	0.108833333333333
EP400NL	-0.58575
TCF21	-2.23733333333333
AMELX	-0.883666666666667
JPH2	-0.1432
SLA	0.868125
DLST	-1.19683333333333
SEPT12	-0.157
RGS20	-4.2805
LXN	0.733833333333333
ZNF419	0.755375
UPK3B	-0.123166666666667
RELL1	2.43625
ESPNL	-1.356
KLHL21	-0.89625
PI15	4.5285
C2orf61	-7.632
LOC407835	-0.816
RER1	-0.0541666666666667
ELAVL2	-0.816
MGC26718	0.56
KLF2	3.068
TNFAIP8L3	0.559416666666667
TFE3	0.4785
C11orf17	-0.816625
15E1.2	-1.636
SNRPC	-0.46525
DLGAP1	1.89775
PGLYRP1	-0.287125
OVCH2	-0.147
IRF7	1.2293
SET	-1.2224
NAB2	-0.4555
LRP5L	0.92225
FAM120A	0.175125
ASCL2	-0.270833333333333
SHH	-0.3945
ATP5H	0.3055
THPO	-1.55816666666667
TYRP1	-0.609
HIST1H3E	0.265166666666667
EIF2S1	-0.914388888888889
TNFRSF17	-2.5506
TARSL2	0.0235
NKX2-8	1.217375
C1orf115	2.47225
LOC56964	0.7625
KIAA0841	-0.48375
ISCU	-0.124
TTMA	0.9645
ZNF414	0.4605
LOC441150	0.53075
RAB15	-0.752
HBP1	-0.115833333333333
TNNT2	-1.89583333333333
CECR5	-0.534
PHGDH	-3.17475
JRK	-0.3931
XPO4	-0.127
FAM131C	1.5155
ARHGAP25	0.827333333333333
CA9	-3.08488888888889
GPR62	1.309
TLX1	-0.0288333333333333
GPS1	-0.0025
OR2M2	0.805
BDP1	-0.300857142857143
FAM70B	0.682
RPS29	-0.426416666666667
MKLN1	-0.4516
TSPAN19	-1.7995
SLC29A3	1.2373
LGALS4	-0.898666666666667
USH2A	-0.5044
NF1	-0.415666666666667
APOBEC3A	1.19566666666667
IMPAD1	0.0828333333333333
OLR1	1.932
NRAP	1.245
HCFC1R1	-0.0921666666666667
TAOK2	0.168833333333333
MCM10	-2.63933333333333
MAP4K3	0.0916666666666667
CBS	-2.143625
CLK3	-0.3355
PCDHGA5	-0.388
ELF4	0.01025
FAM71A	-0.5195
C11orf49	0.1495
CLIP2	-1.57625
BTBD9	1.4584
ZNF524	1.79725
KDELR1	0.900833333333333
ZNF509	1.092
NCSTN	1.463
ZNF533	-1.18784615384615
PARP4	1.2005
GALNT9	-1.07816666666667
NPY	-2.532
BEGAIN	-2.195
TMEM77	-0.1075
FOXRED1	-1.31916666666667
SLC16A2	1.75166666666667
SLC35B1	0.1075
GK5	0.378333333333333
SDCCAG10	-0.87125
C4orf20	-0.041
SLC9A2	-2.14575
ADD1	0.670857142857143
TAL2	-0.8585
ACLY	0.462625
DNAJC1	0.581
SOST	-3.4815
USP43	1.14183333333333
CYP4F12	-0.844
FKBP5	0.834375
CHCHD5	0.1683
NUDT22	-0.45875
CCDC85B	-1.07125
OR51G2	0.883
STRN3	-0.965571428571429
TMOD2	1.4935
FLI1	-0.78175
MAB21L2	0.00116666666666665
DGKQ	0.38775
VPRBP	0.177
SCNN1B	-0.8727
ECHDC3	1.6237
TMEM106C	0.0645
CSNK2A2	-0.2845
RPL39	0.0382
HERC3	0.5648
ZBTB47	-0.346833333333333
ZNF681	-0.32925
PAGE2	-2.562
CLIC5	2.24628571428571
RABAC1	0.9965
ZFHX2	0.856
YPEL1	0.7205
KIAA0776	1.39925
NR1D2	1.03825
DNAJC4	0.849
NPNT	3.6752
ZNF677	-1.074
ZNF536	-0.019
MEF2B	-0.0445833333333333
PTPN4	-0.0665
CTCFL	-4.664
STX5	0.57
CD72	1.6785
VEGFA	-0.812842105263158
XRCC1	-0.1423
MAS1L	1.1064
ELL	0.5682
SETBP1	0.15825
CDH11	2.78616666666667
NDC80	-2.67053846153846
DMBX1	-2.25925
NRSN1	0.662
BAT2D1	0.497875
CDS2	1.19633333333333
C1orf212	-0.3765
SENP3	-1.547125
IL1F9	0.3755
EEF2K	0.08
COG8	0.456
CEP72	-1.50525
OR1L8	-0.957
MUS81	-0.211916666666667
PHYH	1.416875
GGT6	0.671166666666667
C22orf23	-0.536666666666667
C13orf33	1.479125
MAPK8IP2	1.5175
NELL2	0.5895
POU3F2	-2.41533333333333
ALPK1	2.05125
MRPS18C	-1.01625
RPLP2	-0.028
FGF22	1.0155
SPNS1	-0.664166666666667
ZFP1	0.369
IL1RAPL1	-0.86025
PCSK9	-2.86766666666667
NKX2-1	-0.255636363636364
C6orf189	0.1795
SP4	-0.1405
SLC11A1	0.7326
C21orf25	-0.077
ICAM2	-0.820125
SH3GL1	-0.572
GSK3B	0.246833333333333
RALB	1.27625
PDXP	-2.08716666666667
GNGT1	0.982
KIR2DL1	0.0315
TNFAIP3	0.514666666666667
C6orf32	0.3875
CBLN2	0.246
PANK3	0.6755
TAAR9	1.166
WDR82	0.189142857142857
APOM	-3.194125
TRIP10	-0.3985
SPATA16	0.6488
C1orf135	-1.77175
USP51	0.11325
TESK1	0.65925
C11orf64	-0.611857142857143
ZNF611	0.5515
PDE6G	-0.620666666666667
HLA-DQA1	2.586875
GCLC	0.75625
SEC61A1	0.092
TWSG1	-0.954583333333333
ZMYND10	1.16775
CTDP1	-0.3205
ADAMTS6	-0.881833333333333
SLIT1	-0.2455
KRT86	-1.272
KIAA0574	0.49525
GTPBP2	-0.3446
PQLC3	0.9445
PRRX2	-1.0865
C15orf44	0.0935
MKKS	-0.136125
C11orf10	-0.16175
GPR110	-0.486375
CD109	0.50725
ADCY1	-0.304
RHBG	-2.03575
TP53I3	-0.22
SLC22A3	-2.2974
UCP2	-2.353
FOXG1	-1.5935
OR2AG1	0.2415
TRIM24	-0.71525
PROC	-3.307375
TAAR6	1.0345
AMTN	-2.289
C10orf47	0.389333333333333
DEPDC1	-2.79125
FLJ45557	3.8355
ZDHHC17	0.234875
KIAA1429	0.415833333333333
KCNH1	-0.244666666666667
VNN3	0.0951428571428572
PSMAL	4.384
PPARD	0.015875
HFM1	-1.6545
YBX1	-1.4375
ZNF695	-1.95425
SCTR	-0.499333333333333
DCDC1	0.986
VPS26B	0.3701
MTF2	-1.24483333333333
ATP6V1F	-0.21725
CCDC94	-0.086
PERF15	-0.093
CCL11	2.73875
LMO7	-2.081125
DCST1	-0.289
ADRBK1	-0.265625
CDRT4	-0.5375
ZNF84	0.5065
HOXD8	1.8495
STARD8	-1.00733333333333
FOXP2	-2.06557142857143
CCDC103	0.15775
POLR3A	-0.2955
GSC	1.77233333333333
ZNF114	-1.663
HTR7P	0.6395
LALBA	-0.4925
RMND5A	0.3955
PSCD2	0.725
ZNF409	0.1555
KRTAP1-3	0.9335
MAF1	-0.8825
LOC201725	-1.25466666666667
NRN1	-2.60425
SPAG5	-2.3315
DNAH7	1.34416666666667
FLJ43860	0.3745
BRCA2	-0.88975
ACADM	-0.801625
CXXC6	-2.065375
RAGE	-1.597375
CHMP2A	1.07875
FAM8A1	0.0985
GPR21	3.469
SLC12A3	-2.94816666666667
FVT1	0.104357142857143
ZDHHC7	0.36825
FLJ44048	-0.298
SLC44A3	1.90883333333333
SDSL	0.927333333333333
MMP8	-2.063
PLA2G12B	-3.69116666666667
ACY1	-1.144
MT1E	0.3315
OR4K15	0.225
TECTB	null
GPR20	-0.1075
IRAK2	-2.0615
RFPL3	-0.244
MYO9A	1.37825
NARG1L	-0.111166666666667
BLMH	-1.644625
CCDC3	1.09766666666667
C9orf21	-1.20733333333333
KIAA0513	0.2535
MIER2	0.497333333333333
PNMA2	-2.38366666666667
SH3BP2	0.6508
ANXA10	-0.5445
RTN2	0.783833333333333
TFB1M	-1.463
PRPH2	1.6815
C14orf133	-0.03575
GOLGB1	1.64983333333333
IRX4	-0.033625
NFKBIL1	0.260666666666667
C10orf62	-0.051
APBB3	-0.6125
RPS10	0.0754
LOC728378	1.25675
TLE3	2.00977777777778
PSMB7	-1.57525
MESDC1	1.1385
SLC6A1	0.464
OCLN	0.8215
PTTG3	-1.62483333333333
NAGLU	-0.2135
SERTAD4	2.361375
SPRY1	-0.17525
FLJ10781	1.11283333333333
MYSM1	-0.4055
TRIM4	1.50607142857143
SH3YL1	1.16625
TREM2	3.45316666666667
SERPINI1	0.6755
HDHD3	-0.3685
TMEM38A	-0.1615
EID2B	-0.81225
TDRD3	0.400333333333333
SEDLP	1.182
THSD7A	1.2035
NDST3	-2.6885
KLHL15	-0.803583333333333
DHRS12	2.2245
FBXO9	-0.0562142857142857
TNPO1	-0.36675
MRPL13	-0.683833333333333
SNX5	-1.9215
METTL6	-0.76775
SOD1	0.78275
CHML	-0.401666666666667
PACS1	0.472125
SIRT5	-0.0276
CAPN2	-0.545166666666667
FXYD5	-0.567833333333333
TWISTNB	0.040875
LRFN1	1.03533333333333
UBE1L	1.829125
UBE1C	0.12375
OR51B2	-0.5705
OR4D11	0.5365
C15orf2	-0.4625
NR4A1	0.129
LOC339047	-1.35175
TRIM17	0.319125
ATP5G3	-0.474928571428571
RPL15	-0.502583333333333
ADAMTS8	-0.849
HOXC4	1.351
C14orf37	1.113
CEACAM5	-0.182625
MYT1L	-0.0156
RASA2	-0.0775
OSBPL7	-1.0225
STAG1	-0.6735
GIMAP4	4.412
FUT3	-1.04266666666667
PIF1	-2.451625
LPIN2	-0.807
SH3PX3	0.58675
PDP2	0.21125
PAPD1	-0.5105
ERP27	6.58375
APOOL	0.4471
DIABLO	0.39325
TRHR	-1.1005
ARMC9	0.22775
RNF152	0.10275
SLITRK3	0.0743999999999999
ZNF211	1.1708
PFDN1	-0.11825
RGS11	0.777875
HS6ST1	0.1573
AKR1D1	-1.85166666666667
TNP2	0.115666666666667
STK31	1.679
EML4	-0.811666666666667
SGTA	-0.703
HIST1H2BI	0.334833333333333
PSMD6	-1.55516666666667
KIAA1257	1.64225
C18orf55	-1.4135
FLJ20273	2.62175
RPL28	-0.648
EPYC	2.6225
NOX3	-0.6815
ELAC1	-1.30433333333333
METT11D1	-1.2295
BIN2	-0.469166666666667
NACA2	0.137
CCDC17	-0.4185
HM13	-0.076
UBOX5	0.0825
UBE2O	-0.215625
UBL5	0.23975
APOLD1	1.12025
C9orf31	0.41225
TNFSF8	-0.366
ARHGAP29	-0.2105
PROKR2	0.339
PDE5A	-0.895666666666667
C6orf12	-0.315
TOM1L1	0.003
WHDC1	0.243625
FOXI1	2.036
RAB4A	1.021
TMEM39B	-0.5625
ATPBD1C	-1.05825
FARSA	-1.06066666666667
PLEKHG5	0.0395
CMAS	0.345
OR7E24	0.392
SLC30A1	-0.2585
CDC42EP5	1.8235
PLAC1	1.07475
KLHL18	-0.262833333333333
LBA1	1.1382
TAZ	-1.09825
CRIP2	-0.963625
BTBD11	-0.2875
C16orf72	0.8355
DIO2	0.1429
LRRCC1	0.4965
CCDC136	-2.8215
PRX	-0.924
RBM5	-0.1304
TMEM85	0.0785
TUBGCP4	-1.44766666666667
APLN	0.46575
CDK7	-0.466166666666667
SSR2	1.29958333333333
CRELD1	-0.414
C19orf46	3.05275
GAL3ST4	-0.341
KBTBD10	0.9055
IL28A	0.42175
WDR27	-0.1075
MCM2	-1.58533333333333
SOX14	1.476
FLJ39743	-1.0105
KIAA0922	-0.43275
HIPK4	-1.8965
FLJ25758	0.857
C16orf57	-0.605416666666667
PDZD2	0.9405
MCC	1.309625
HHLA3	-0.1491
ID2	-0.144
C20orf23	3.19933333333333
ZNF688	1.2255
APOC2	-2.328
LOC440093	-0.316
FAM50B	2.02666666666667
PWP1	-0.4285
DNAH10	0.03375
HIST1H2BA	0.383666666666667
GPR56	1.70583333333333
METAP2	-0.685875
PAN3	1.48933333333333
STXBP4	1.19975
PDHX	-0.289
MTA1	-0.27325
ZBED4	0.49025
ZNF720	-0.22875
CDK2	-1.217125
RHOJ	-0.176375
CDC37	-0.485666666666667
ZER1	-0.3345
GRK4	-0.51
PRPH	-0.642
POLR2A	0.7545
OGFOD1	-0.46475
NOL5A	-1.45775
PHEX	3.419
FLJ16478	0.79275
C20orf117	-1.21475
CAMTA2	-0.56925
C11orf74	0.411166666666667
DDX17	0.0500833333333333
C5orf27	-0.493375
PLEKHA2	-1.0959
PDE4DIP	-0.9002
SCN7A	-2.6265
ZNF559	-0.763333333333333
CXCL10	4.15125
ZMYM4	0.844833333333333
STK32B	1.35326666666667
KIAA0888	-0.3235
TACR3	-0.1845
CKAP2L	-2.00125
KIF1A	-1.26133333333333
RSPRY1	1.15325
VCAN	0.58175
CYP27C1	-0.991
SYDE1	-1.66966666666667
MED12L	-1.76066666666667
ZDHHC21	0.958125
NHS	1.0285
TM9SF3	1.45433333333333
DDHD1	-0.06325
MAFG	-1.06883333333333
BICD2	-0.1213
C14orf119	-0.1802
C14orf43	0.229785714285714
CDH7	-1.9855
ALKBH5	-0.740714285714286
JUP	1.842375
TMEM41A	-0.137333333333333
MAMDC4	-1.44516666666667
CBX3	-0.76575
LRRC18	0.0833333333333334
RBMXL2	-0.0033333333333333
PLA2G4D	0.650833333333333
FGF13	2.2035
KIF3A	-0.265833333333333
PDIA6	-0.041
DCXR	-0.2285
CASKIN2	-0.0379166666666667
EHD1	0.745166666666667
MARCKSL1	1.3515
ZNF496	0.257333333333333
SCAF1	0.45
KCTD8	-2.327
TRAF3IP3	0.410857142857143
LSR	2.3945
CXorf1	-0.2125
C14orf112	0.379666666666667
EIF2B1	-0.000250000000000007
OMP	-0.067
GSTZ1	-0.60175
LOC92017	0.697
ISLR2	0.7225
C12orf36	-0.0735
GATA2	-2.01316666666667
GABRA5	-4.0475
CELSR2	-0.222142857142857
STAM2	0.8633
TNAP	-0.094
PTPMT1	-0.823833333333333
GRP	6.62575
SV2A	-2.37316666666667
MAGEA12	-4.54525
CACNG1	-0.06
C18orf19	-0.388
GSG1	-1.71716666666667
PTPRJ	-0.643571428571429
FRMPD1	1.3985
ZNF668	0.305
PLEKHJ1	-0.917625
ADAT1	-1.1739
TMEM50A	0.6562
UCN3	-0.826
HOOK1	2.4425
IL17B	-1.0065
MLKL	-0.484333333333333
TTC14	0.372166666666667
KLHL5	0.181625
CRYL1	1.06116666666667
FOXH1	-0.3335
NFYB	-0.074375
PPM1G	-0.61125
GOLGA2LY1	-0.391
NMT1	-0.7645
HADHA	-0.4369
CHSY-2	0.97975
PLEKHF1	0.647071428571429
SAGE1	-2.872
MUSTN1	0.0115
SUHW4	1.38825
TFEB	0.9885
ZFYVE27	0.44825
ATG12	-0.4605
BMI1	0.722857142857143
ZIM3	0.733
MYH4	-0.208
MASP1	-1.82508333333333
KIAA0984	1.141
RPAP2	-0.6535
ASB5	-0.0656666666666667
BOLA3	-0.774333333333333
MIA3	0.435
KRT35	0.419
KIR3DL3	0.3255
MRPL51	-0.2415
SEMA3F	1.55733333333333
NDUFB2	-0.474
LOC253012	-1.33875
FAM46C	-1.7408
G6PC	-2.11375
CSAG3A	-3.67283333333333
PREX1	3.104
SLC25A45	-0.135375
MAPKBP1	-0.5738
CPE	0.569
GNB1	-0.44725
CXCR6	1.7785
TRIM46	-0.6175
C16orf3	0.398166666666667
HPSE	-0.811375
TIGD3	0.7555
SPG3A	2.0185
LCAT	-2.253
ST6GAL1	-0.878333333333333
POMC	-0.37625
FLJ36031	-1.1905
NSMAF	-0.180333333333333
SKIL	3.2555
ADSS	0.373166666666667
HMGCS1	-1.1547
POLR3F	-0.0601666666666667
RAB10	0.7215
ZNF277P	-1.309125
ZBTB7B	0.82125
DHRS1	-0.128
ABCC13	-0.0637500000000001
CNOT3	0.768
NFKBIA	1.37575
GAK	0.0405
SFT2D2	1.051
HOXA6	-2.533
CRTC1	0.565875
LY6D	-0.886833333333333
C20orf72	-0.897333333333333
CPT1A	-0.40375
LMO1	-1.7805
EIF3I	-0.23125
PRB4	-1.10766666666667
MCM3APAS	-1.51125
C20orf132	-1.0405
FOXF2	-3.30025
S100A12	-0.82
MLH1	-0.6085
ACTN1	0.4226
MRPL36	-0.4645
C20orf106	-0.59875
FBXO6	0.887
MKS1	0.378333333333333
CX3CR1	-2.135
PDE1B	-0.292
PLP1	4.8065
KISS1	-0.473333333333333
C14orf2	-0.613166666666667
TBC1D3P2	-0.53775
COMMD6	1.2211
ANKRD7	-2.37425
PTCHD1	-1.219
NARS2	-0.62475
DOCK7	-0.3675
FAM127B	0.16375
LOC390243	-0.0423333333333334
N6AMT2	0.3765
ZNF391	-0.953
DNAJB14	0.341666666666667
WRB	0.187375
BPI	0.128181818181818
TTC4	-0.6195
FAM10A5	0.07075
GOT1L1	0.26925
MAGED1	1.004125
RESP18	-0.03875
WFDC6	1.092
MT2A	-1.5895
C11orf56	0.44
KIAA1432	-1.449
ROR1	-1.81925
HSD17B14	1.35083333333333
ZFAND2B	-0.4185
SAMD4B	0.661
HEXA	1.34125
HNRNPU	0.874363636363636
USP39	-0.45375
NRD1	-0.50175
R3HDML	1.039
FLT4	0.4696
OMG	-0.476833333333333
OR52N4	0.1435
LOC399818	-0.1375
ELA2	-2.29725
VENTXP1	0.09
RFC5	-1.1245
OR52L1	-0.803
PAX5	-0.346
FBXO2	0.77175
GMEB1	0.3045
AKT3	-0.938
CRB1	0.187333333333333
CTTN	0.784833333333333
UTP15	0.219
HSBP1	0.893833333333333
PHF11	2.5455
NDEL1	-0.424
USP8	0.255
BAIAP2	0.55475
SI	0.5682
ARSJ	-1.94783333333333
BAAT	-3.02433333333333
KCNS3	1.09216666666667
LOC126147	-0.164666666666667
TMEM37	-0.199
C1orf162	2.37066666666667
MBD1	-0.6691
ITGAL	-0.151166666666667
WDR73	0.263333333333333
GKN2	0.397
ARFGAP1	-0.74025
SLC5A8	-0.657333333333333
ZBTB40	-0.3977
CYP4B1	5.4225
LYPLAL1	0.144
CHST3	-2.0855
MAP3K9	-0.193
BTAF1	-1.91166666666667
TFAP2E	-0.1945
RBM35B	1.61575
LOC441251	-0.181666666666667
ANKRD25	-1.29327777777778
UQCRC2	-0.5135
MAEA	0.653416666666667
HYAL1	-2.7098
RNPEPL1	-0.227333333333333
CPSF2	-1.05028571428571
PSD3	0.3196
ABCA13	3.044
AGR2	3.251125
GBX1	-1.21
HDLBP	-0.033
ACY3	-1.67225
HECW1	-0.67575
ZNF519	-1.10225
HOPX	2.994875
ZNF304	1.80675
OR12D3	1.308
