Hybridization REF	TCGA-A7-A0DC-11A-41R-A089-07
ATP11C	-0.360375
ZNF35	0.4745
CARD8	0.7145
LIMD1	-0.3085
KIAA0286	-1.738125
XRN2	-0.0391666666666667
CD6	-1.08316666666667
TOX3	0.39825
ZSCAN4	-0.225
RSRC1	-0.678
COG1	0.38925
PTRF	2.2956
C16orf35	-0.031375
FBXO24	-0.54225
CHST11	-1.55325
THRB	1.3058
MYBPC1	1.117
RNF39	1.2805
PSMD11	-0.31
ALAD	1.31633333333333
EN1	2.1835
SLC9A9	1.99575
GSTM4	0.9
CDC42BPA	0.186473684210526
RCSD1	0.3105
LUC7L2	-0.579
SPTBN1	2.5618
LOC146167	-0.2765
BAT5	0.2005
ZNF452	-0.240625
LSM4	-0.9015
SRP72	-0.0712
SGK269	0.569666666666667
MTX1	-0.14675
CENTA1	-0.117
UNQ9433	-0.881
ATR	-0.62
DDX49	-0.366333333333333
PAQR8	-1.36766666666667
C14orf174	0.1195
GBGT1	0.03325
THAP1	0.358
OR10K1	0.1075
RASIP1	0.0143333333333333
DPYD	1.1377
DOHH	-0.06975
C18orf45	0.78375
POF1B	-0.183
ZNF552	2.489
USP32	-1.012875
MED27	-0.568666666666667
C14orf149	0.297
PRDX4	-0.950166666666667
ABHD12	0.268
AGT	-3.394
SLC22A14	-0.16625
C1orf58	0.04475
PILRA	-0.69525
ABCF2	-0.69975
C17orf85	-0.173
TKTL1	-0.39725
FGF1	2.21115
IL6R	0.667
VPS25	-0.5985
CHRNB2	0.18875
COL7A1	-2.384
LRRC48	2.215
SPG20	0.777083333333333
COX10	-0.10975
GCA	0.441
ECEL1	-0.2225
GLG1	0.224
SRD5A2L2	-0.33625
MUTYH	-0.912375
ZNF70	-0.1455
L2HGDH	-0.94025
GPATCH2	0.05425
ZNF655	-0.45025
ZNF227	-0.266166666666667
MCOLN2	-0.599833333333333
NQO2	0.50225
KCNQ5	0.1355
NEU1	0.283333333333333
QRICH1	0.212
ZBTB20	1.82833333333333
RPUSD3	-1.1275
EPGN	-0.7228
TSN	0.261
SPRY2	0.1155
LZTFL1	0.23925
GMFB	-0.0425
PBEF1	-0.00330000000000001
HBG2	-3.031
TMEM8	-0.636
PALM2-AKAP2	2.47133333333333
NFYA	-0.27325
FAM108A1	0.537625
PBLD	1.297375
NRG4	-2.26975
PIGF	-0.5885
PTGER1	0.52025
NOS2A	0.540833333333333
C21orf34	1.48666666666667
C21orf51	0.12625
IL17C	-0.022
TRMT6	-0.473666666666667
ETV2	-0.120666666666667
CCDC109A	-0.457
MYLK2	-2.072
ATP10A	1.2844
DPH4	-0.423
C5orf5	-0.536166666666667
KCNA4	1.62733333333333
NMNAT2	2.2075
GLYATL2	2.4135
LSMD1	-0.02675
IL23R	-1.12625
NRF1	-0.13725
MUC15	2.15916666666667
PRDM12	-2.8305
PAQR4	-1.73285714285714
RBBP6	-0.9988125
IFI27	3.22
SKAP2	0.923333333333333
TAGAP	1.780625
TJP3	0.99
C9orf61	2.3405
IDS	-0.0143571428571428
PARG	-0.44175
LOC131149	0.0825
DYRK4	0.0951666666666667
MICALL1	-0.11125
GALR2	-0.502
GPBP1L1	0.508375
TBX21	2.2335
KCNJ6	-0.5015
GGN	-0.12775
CASP5	0.0621666666666667
RNF182	-2.92025
BRD4	0.16
DOK4	-0.723
SLC46A2	0.453833333333333
SOX9	0.661916666666667
ZNRD1	-1.06983333333333
PRR6	-1.349
FAU	0.109625
DTNB	0.85
CARD9	0.27975
STS-1	-1.216
SLC4A5	-0.10575
NSBP1	-1.3195
UGCGL2	-0.47575
POTE15	0.7285
NOXA1	-0.3055
RP13-347D8.3	0.7315
SAMD10	-0.404333333333333
EP400NL	-1.247
TCF21	0.30925
AMELX	0.06275
JPH2	1.1983
SLA	1.954375
DLST	-0.348333333333333
SEPT12	0.0985
RGS20	-2.193
LXN	1.36883333333333
ZNF419	0.072625
UPK3B	-0.314833333333333
RELL1	1.45175
ESPNL	-0.6545
KLHL21	0.761125
PI15	1.575
C2orf61	0.1215
LOC407835	-0.481166666666667
RER1	0.322666666666667
ELAVL2	-0.0185
MGC26718	1.0435
KLF2	3.2595
TNFAIP8L3	1.15016666666667
TFE3	1.40175
C11orf17	-0.19875
15E1.2	-1.639
SNRPC	-1.27875
DLGAP1	1.1395
PGLYRP1	0.189375
OVCH2	0.848
IRF7	0.2676
SET	-0.8507
NAB2	-0.709333333333333
LRP5L	-0.18525
FAM120A	0.0518125
ASCL2	-0.0503333333333333
SHH	0.2725
ATP5H	-0.245166666666667
THPO	-0.296666666666667
TYRP1	-4.12733333333333
HIST1H3E	-0.706166666666667
EIF2S1	-0.436388888888889
TNFRSF17	-0.552
TARSL2	0.61075
NKX2-8	-0.15075
C1orf115	2.585
LOC56964	0.118
KIAA0841	-0.7275
ISCU	1.132
TTMA	-0.2825
ZNF414	0.355
LOC441150	0.7125
RAB15	0.3775
HBP1	1.5545
TNNT2	-1.08666666666667
CECR5	-0.4605
PHGDH	-0.655375
JRK	-0.1995
XPO4	-0.931
FAM131C	-0.044
ARHGAP25	0.3175
CA9	-3.56766666666667
GPR62	0.435166666666667
TLX1	-0.562666666666667
GPS1	-0.29275
OR2M2	0.0715
BDP1	0.338857142857143
FAM70B	-0.257
RPS29	-0.505833333333333
MKLN1	-0.0926
TSPAN19	-2.3595
SLC29A3	0.4673
LGALS4	0.331166666666667
USH2A	-0.1325
NF1	-0.0808333333333334
APOBEC3A	0.846166666666667
IMPAD1	0.835333333333333
OLR1	-0.658
NRAP	-0.423
HCFC1R1	0.347166666666667
TAOK2	0.644833333333333
MCM10	-4.08216666666667
MAP4K3	0.288833333333333
CBS	-2.03875
CLK3	-0.6415
PCDHGA5	0.2975
ELF4	-0.279875
FAM71A	-0.1005
C11orf49	-0.08525
CLIP2	-0.31475
BTBD9	0.8889
ZNF524	0.73925
KDELR1	-0.145666666666667
ZNF509	0.133
NCSTN	0.6395
ZNF533	0.952214285714286
PARP4	-0.017875
GALNT9	-0.337
NPY	-2.2515
BEGAIN	-1.6385
TMEM77	0.758666666666667
FOXRED1	-1.111
SLC16A2	1.69166666666667
SLC35B1	-0.472
GK5	-0.32025
SDCCAG10	-0.69225
C4orf20	0.67925
SLC9A2	-1.2925
ADD1	0.869785714285714
TAL2	-0.848666666666667
ACLY	-0.45975
DNAJC1	-0.1095
SOST	-1.63375
USP43	-0.225833333333333
CYP4F12	0.969
FKBP5	2.0355
CHCHD5	-0.2919
NUDT22	-0.7605
CCDC85B	-0.799
OR51G2	0.14
STRN3	0.607785714285714
TMOD2	0.5615
FLI1	1.592
MAB21L2	-0.045
DGKQ	-0.14525
VPRBP	-0.4995
SCNN1B	0.7396
ECHDC3	3.1324
TMEM106C	-1.113
CSNK2A2	-0.4225
RPL39	-0.5933
HERC3	0.3675
ZBTB47	1.38583333333333
ZNF681	0.46875
PAGE2	-2.587
CLIC5	3.4895
RABAC1	0.79
ZFHX2	0.0205
YPEL1	0.476166666666667
KIAA0776	0.41125
NR1D2	1.038
DNAJC4	-0.19
NPNT	2.4295
ZNF677	0.777
ZNF536	0.10425
MEF2B	-0.587583333333333
PTPN4	0.060875
CTCFL	-4.2265
STX5	0.325
CD72	0.5485
VEGFA	-1.04184210526316
XRCC1	-0.3693
MAS1L	0.0443333333333333
ELL	0.0838
SETBP1	2.0095
CDH11	1.04316666666667
NDC80	-3.97769230769231
DMBX1	-2.92875
NRSN1	-0.1575
BAT2D1	-0.295875
CDS2	1.38783333333333
C1orf212	0.3675
SENP3	0.27225
IL1F9	-0.282
EEF2K	0.233125
COG8	0.2175
CEP72	-2.216
OR1L8	0.3225
MUS81	-1.05783333333333
PHYH	0.485
GGT6	1.23916666666667
C22orf23	-0.1505
C13orf33	4.728875
MAPK8IP2	0.3745
NELL2	0.829
POU3F2	-2.3595
ALPK1	0.93825
MRPS18C	-0.62725
RPLP2	0.07975
FGF22	-0.5565
SPNS1	-0.386666666666667
ZFP1	-0.733
IL1RAPL1	-0.0805
PCSK9	-3.8885
NKX2-1	-0.0295714285714286
C6orf189	2.95625
SP4	-0.1595
SLC11A1	0.7208
C21orf25	2.207
ICAM2	1.5705
SH3GL1	-0.8595
GSK3B	-0.12
RALB	0.814
PDXP	-1.53033333333333
GNGT1	-2.78025
KIR2DL1	0.3345
TNFAIP3	0.765916666666667
C6orf32	1.5282
CBLN2	-1.05975
PANK3	0.071125
TAAR9	-0.27
WDR82	0.48
APOM	-3.383
TRIP10	0.597
SPATA16	0.4285
C1orf135	-2.71275
USP51	0.271
TESK1	1.47825
C11orf64	0.245625
ZNF611	0.089
PDE6G	0.12
HLA-DQA1	3.044
GCLC	0.596125
SEC61A1	-0.314214285714286
TWSG1	-0.0496666666666667
ZMYND10	0.6655
CTDP1	0.222375
ADAMTS6	-0.391333333333333
SLIT1	-0.202
KRT86	-0.873
KIAA0574	-0.19525
GTPBP2	-0.5481
PQLC3	1.8535
PRRX2	0.4515
C15orf44	-0.0943333333333333
MKKS	-0.360125
C11orf10	-0.698
GPR110	1.175625
CD109	-0.900666666666667
ADCY1	-0.570166666666667
RHBG	-3.4385
TP53I3	0.292125
SLC22A3	0.7698
UCP2	-0.27675
FOXG1	-2.19083333333333
OR2AG1	-0.0645
TRIM24	-1.493
PROC	-3.889
TAAR6	0.10175
AMTN	-0.785
C10orf47	-0.156333333333333
DEPDC1	-3.191
FLJ45557	5.11675
ZDHHC17	0.583
KIAA1429	0.674
KCNH1	0.40425
VNN3	0.448125
PSMAL	1.97825
PPARD	-0.212625
HFM1	-1.09675
YBX1	-0.482166666666667
ZNF695	-3.65675
SCTR	0.975833333333333
DCDC1	0.0585
VPS26B	0.2421
MTF2	-1.08066666666667
ATP6V1F	-0.2095
CCDC94	-0.248
PERF15	2.261
CCL11	-0.09375
LMO7	-1.926625
DCST1	0.3
ADRBK1	-0.208875
CDRT4	0.27425
ZNF84	-0.9825
HOXD8	1.8445
STARD8	1.05116666666667
FOXP2	0.15575
CCDC103	0.10025
POLR3A	-0.8033
GSC	1.17916666666667
ZNF114	-1.35666666666667
HTR7P	0.503
LALBA	0.4995
RMND5A	-1.0375
PSCD2	0.877
ZNF409	0.301
KRTAP1-3	-0.0313333333333333
MAF1	0.5595
LOC201725	-1.076
NRN1	0.6495
SPAG5	-4.26033333333333
DNAH7	0.835
FLJ43860	0.2635
BRCA2	-2.1305
ACADM	0.73625
CXXC6	-2.728875
RAGE	-0.984
CHMP2A	0.862
FAM8A1	0.5311
GPR21	0.348
SLC12A3	-2.73083333333333
FVT1	0.638142857142857
ZDHHC7	0.18225
FLJ44048	1.169
SLC44A3	0.397833333333333
SDSL	-0.290666666666667
MMP8	-0.545
PLA2G12B	-3.03233333333333
ACY1	-0.3955
MT1E	1.67283333333333
OR4K15	0.1215
TECTB	-0.9935
GPR20	-0.19525
IRAK2	-0.14
RFPL3	-0.512875
MYO9A	0.719
NARG1L	-0.37975
BLMH	-0.730875
CCDC3	4.151
C9orf21	0.345333333333333
KIAA0513	0.2705
MIER2	0.187
PNMA2	-0.865666666666667
SH3BP2	0.2061
ANXA10	-1.66
RTN2	0.1865
TFB1M	-1.813
PRPH2	3.191
C14orf133	-0.01275
GOLGB1	1.06116666666667
IRX4	0.5245
NFKBIL1	-0.3785
C10orf62	-0.20675
APBB3	-0.503
RPS10	-0.4782
LOC728378	1.4435
TLE3	0.350388888888889
PSMB7	-1.120625
MESDC1	-0.1035
SLC6A1	0.19
OCLN	0.352583333333333
PTTG3	-3.85866666666667
NAGLU	0.31875
SERTAD4	0.8055
SPRY1	2.36625
FLJ10781	0.13025
MYSM1	-0.87625
TRIM4	0.133642857142857
SH3YL1	1.43675
TREM2	2.38466666666667
SERPINI1	1.2755
HDHD3	0.15825
TMEM38A	-0.058
EID2B	-0.56375
TDRD3	-0.0796666666666667
SEDLP	0.24375
THSD7A	2.4615
NDST3	-1.86775
KLHL15	-0.494
DHRS12	2.0665
FBXO9	0.575571428571428
TNPO1	-0.24325
MRPL13	-0.996166666666667
SNX5	-1.89233333333333
METTL6	-0.75175
SOD1	0.294
CHML	-2.26433333333333
PACS1	0.81175
SIRT5	-0.2879
CAPN2	0.557166666666667
FXYD5	-0.291666666666667
TWISTNB	-0.59625
LRFN1	-0.191333333333333
UBE1L	0.872125
UBE1C	0.28375
OR51B2	0.29675
OR4D11	-0.0335
C15orf2	0.262
NR4A1	1.12816666666667
LOC339047	-1.369
TRIM17	1.61825
ATP5G3	-0.188857142857143
RPL15	0.302416666666667
ADAMTS8	0.87175
HOXC4	0.371
C14orf37	1.853
CEACAM5	-2.331
MYT1L	-0.0428333333333333
RASA2	0.145375
OSBPL7	-0.557
STAG1	-0.241
GIMAP4	4.52633333333333
FUT3	0.00583333333333335
PIF1	-3.285375
LPIN2	0.4197
SH3PX3	1.1125
PDP2	0.082
PAPD1	-0.173875
ERP27	2.5325
APOOL	-0.0771
DIABLO	-0.0195
TRHR	0.3455
ARMC9	-1.19025
RNF152	2.00875
SLITRK3	0.215
ZNF211	0.1863
PFDN1	0.377
RGS11	1.089375
HS6ST1	0.1799
AKR1D1	-1.42025
TNP2	-0.0841666666666667
STK31	1.19333333333333
EML4	-1.09791666666667
SGTA	-0.357666666666667
HIST1H2BI	-1.35266666666667
PSMD6	-1.32416666666667
KIAA1257	0.748
C18orf55	-0.209666666666667
FLJ20273	2.070625
RPL28	-0.4405
EPYC	0.020375
NOX3	-0.4305
ELAC1	0.302166666666667
METT11D1	-0.65925
BIN2	-0.371333333333333
NACA2	0.25725
CCDC17	-0.439
HM13	-0.2573
UBOX5	0.32325
UBE2O	-0.918375
UBL5	-0.31075
APOLD1	1.868625
C9orf31	-0.0395
TNFSF8	0.7385
ARHGAP29	1.716
PROKR2	0.1605
PDE5A	0.759333333333333
C6orf12	-0.359
TOM1L1	-0.027
WHDC1	0.272375
FOXI1	0.690833333333333
RAB4A	0.6302
TMEM39B	-0.6875
ATPBD1C	-0.30225
FARSA	-1.01916666666667
PLEKHG5	1.678
CMAS	-0.608333333333333
OR7E24	-0.034
SLC30A1	-0.30825
CDC42EP5	0.642333333333333
PLAC1	-2.55175
KLHL18	-0.353416666666667
LBA1	0.2884
TAZ	-0.57375
CRIP2	1.49625
BTBD11	0.0733333333333333
C16orf72	0.16475
DIO2	1.7341
LRRCC1	-0.148666666666667
CCDC136	-1.9495
PRX	0.29325
RBM5	0.1742
TMEM85	0.47875
TUBGCP4	-1.60116666666667
APLN	0.3715
CDK7	-0.234333333333333
SSR2	0.0123333333333333
CRELD1	0.19425
C19orf46	1.04225
GAL3ST4	0.445833333333333
KBTBD10	0.353
IL28A	-0.0225
WDR27	-0.1105
MCM2	-2.13483333333333
SOX14	0.068
FLJ39743	0.148
KIAA0922	0.416625
HIPK4	0.47
FLJ25758	0.1605
C16orf57	-0.71475
PDZD2	4.307125
MCC	1.490125
HHLA3	-0.4407
ID2	-0.076
C20orf23	1.39075
ZNF688	0.80375
APOC2	-2.69133333333333
LOC440093	0.1585
FAM50B	1.78566666666667
PWP1	-0.408
DNAH10	0.582
HIST1H2BA	0.0955
GPR56	0.9575
METAP2	-0.336375
PAN3	0.586833333333333
STXBP4	-0.043
PDHX	0.155
MTA1	-0.46125
ZBED4	-0.415625
ZNF720	-0.223
CDK2	-1.804
RHOJ	1.7095
CDC37	0.255833333333333
ZER1	0.5795
GRK4	0.11375
PRPH	0.00775
POLR2A	-0.282875
OGFOD1	-1.3885
NOL5A	-1.45925
PHEX	-0.717
FLJ16478	0.169
C20orf117	0.058625
CAMTA2	0.8755
C11orf74	0.373333333333333
DDX17	-0.00291666666666667
C5orf27	0.688125
PLEKHA2	-0.1952
PDE4DIP	-0.3539
SCN7A	0.8385
ZNF559	0.412666666666667
CXCL10	1.158
ZMYM4	-0.063
STK32B	0.7218
KIAA0888	-2.1211
TACR3	0.3925
CKAP2L	-3.59675
KIF1A	-1.29933333333333
RSPRY1	-0.18375
VCAN	0.97425
CYP27C1	-0.155
SYDE1	-0.492166666666667
MED12L	-0.5975
ZDHHC21	0.8435
NHS	1.4025
TM9SF3	0.680333333333333
DDHD1	-0.12525
MAFG	-0.264833333333333
BICD2	0.359
C14orf119	-0.052
C14orf43	0.318428571428571
CDH7	-1.5785
ALKBH5	-0.197857142857143
JUP	1.09625
TMEM41A	-0.140833333333333
MAMDC4	-1.38416666666667
CBX3	-0.9655
LRRC18	0.0345
RBMXL2	-0.2445
PLA2G4D	0.0986666666666667
FGF13	1.560375
KIF3A	0.298666666666667
PDIA6	-0.3725
DCXR	0.1055
CASKIN2	0.586
EHD1	0.120666666666667
MARCKSL1	0.532
ZNF496	-0.613166666666667
SCAF1	0.122
KCTD8	-0.098
TRAF3IP3	-0.814857142857143
LSR	0.19725
CXorf1	-0.240833333333333
C14orf112	0.0281666666666667
EIF2B1	0.2395
OMP	-0.488
GSTZ1	-0.12775
LOC92017	1.3605
ISLR2	1.205
C12orf36	0.0025
GATA2	-1.35133333333333
GABRA5	-1.308
CELSR2	-0.742214285714286
STAM2	-0.00299999999999999
TNAP	1.658
PTPMT1	-0.234833333333333
GRP	3.26475
SV2A	-1.207
MAGEA12	-4.15175
CACNG1	2.524
C18orf19	-1.3645
GSG1	-0.322166666666667
PTPRJ	-0.92
FRMPD1	0.638
ZNF668	-0.448
PLEKHJ1	-0.925
ADAT1	-0.2067
TMEM50A	0.6633
UCN3	-0.2445
HOOK1	0.34825
IL17B	1.778
MLKL	-0.835
TTC14	-0.226333333333333
KLHL5	1.205375
CRYL1	1.04666666666667
FOXH1	-0.6405
NFYB	-0.27125
PPM1G	-0.79825
GOLGA2LY1	-0.5025
NMT1	-0.15875
HADHA	0.296
CHSY-2	1.83825
PLEKHF1	1.44714285714286
SAGE1	-2.4465
MUSTN1	1.75125
SUHW4	1.05775
TFEB	1.06483333333333
ZFYVE27	-0.136
ATG12	-0.737666666666667
BMI1	0.477642857142857
ZIM3	-0.0465
MYH4	0.1795
MASP1	-0.379583333333333
KIAA0984	0.65175
RPAP2	-0.75225
ASB5	-0.3415
BOLA3	-1.0545
MIA3	0.799166666666667
KRT35	1.5025
KIR3DL3	-0.138
MRPL51	-0.705
SEMA3F	0.687166666666667
NDUFB2	0.0738333333333333
LOC253012	1.3095
FAM46C	-0.8096
G6PC	-2.193
CSAG3A	-4.928
PREX1	1.9945
SLC25A45	-0.293
MAPKBP1	0.4008
CPE	0.8096
GNB1	-0.078125
CXCR6	1.066
TRIM46	-0.21175
C16orf3	-0.079
HPSE	0.01
TIGD3	-1.209
SPG3A	2.18375
LCAT	-0.828166666666667
ST6GAL1	-1.16816666666667
POMC	1.1005
FLJ36031	0.484
NSMAF	0.140833333333333
SKIL	0.1195
ADSS	-0.391833333333333
HMGCS1	-1.7229
POLR3F	-0.0571666666666667
RAB10	-0.36875
ZNF277P	-0.1735
ZBTB7B	0.92925
DHRS1	0.775
ABCC13	-0.150857142857143
CNOT3	-0.42425
NFKBIA	2.084
GAK	-0.213333333333333
SFT2D2	0.287833333333333
HOXA6	0.2
CRTC1	-0.099
LY6D	0.188666666666667
C20orf72	-1.085
CPT1A	-0.0355
LMO1	-1.2625
EIF3I	-0.0785
PRB4	-0.18875
MCM3APAS	-1.53925
C20orf132	0.6355
FOXF2	-2.66675
S100A12	1.91325
MLH1	-0.357333333333333
ACTN1	0.6038
MRPL36	-0.387
C20orf106	-0.00324999999999999
FBXO6	0.655
MKS1	-0.220833333333333
CX3CR1	-1.91775
PDE1B	1.8155
PLP1	-1.4845
KISS1	-0.342166666666667
C14orf2	-1.09333333333333
TBC1D3P2	-1.4125
COMMD6	0.9771
ANKRD7	-0.87075
PTCHD1	1.906875
NARS2	-0.6895
DOCK7	0.198
FAM127B	0.595625
LOC390243	-0.00716666666666666
N6AMT2	0.40775
ZNF391	0.249
DNAJB14	0.482833333333333
WRB	0.128875
BPI	0.157
TTC4	-0.0956666666666667
FAM10A5	0.42925
GOT1L1	0.0738888888888889
MAGED1	0.0995
RESP18	-0.3035
WFDC6	0.639
MT2A	0.3195
C11orf56	0.0795
KIAA1432	-0.3965
ROR1	-0.41575
HSD17B14	0.928166666666667
ZFAND2B	-0.03825
SAMD4B	0.00325000000000002
HEXA	0.267625
HNRNPU	-0.465909090909091
USP39	-0.475625
NRD1	-0.4835
R3HDML	-0.14375
FLT4	0.641166666666667
OMG	-0.1845
OR52N4	0.2505
LOC399818	0.1105
ELA2	-0.704
VENTXP1	-1.059
RFC5	-1.7975
OR52L1	0.3375
PAX5	-0.2455
FBXO2	1.089
GMEB1	0.143
AKT3	0.5725
CRB1	-0.744333333333333
CTTN	0.753666666666667
UTP15	-0.466833333333333
HSBP1	-0.52775
PHF11	1.55825
NDEL1	0.672333333333333
USP8	0.05775
BAIAP2	0.250625
SI	0.161166666666667
ARSJ	-0.940833333333333
BAAT	-2.24275
KCNS3	1.60966666666667
LOC126147	-0.0143333333333333
TMEM37	2.5755
C1orf162	2.85016666666667
MBD1	0.1689
ITGAL	0.0661666666666667
WDR73	-0.457666666666667
GKN2	-0.169666666666667
ARFGAP1	-1.17025
SLC5A8	-0.0975
ZBTB40	-0.131
CYP4B1	5.16383333333333
LYPLAL1	-0.60675
CHST3	1.587
MAP3K9	-0.081
BTAF1	-1.03116666666667
TFAP2E	0.315
RBM35B	-0.653
LOC441251	-0.510833333333333
ANKRD25	1.08316666666667
UQCRC2	0.5105
MAEA	0.3065
HYAL1	-0.7416
RNPEPL1	0.405333333333333
CPSF2	-0.54
PSD3	-0.699
ABCA13	0.12675
AGR2	2.78175
GBX1	-0.9375
HDLBP	0.00278571428571427
ACY3	-0.38375
HECW1	-0.51825
ZNF519	-0.35875
HOPX	2.108875
ZNF304	0.816
OR12D3	0.425
FKSG43	0.000500000000000004
METTL1	-0.38925
MFSD3	0.1336
PSPH	-1.5585
CLCA3	-1.192
DARS2	-2.0445
CDC25A	-2.60166666666667
BAIAP2L1	-0.765
B3GNT5	0.33025
USP29	-0.17075
ARHGEF10L	1.3929
ATOX1	-0.44025
ADAM30	0.13475
DNASE1	-1.077
STT3A	-0.648666666666667
RAB6IP1	0.9155
PTN	4.7176
C1orf106	-0.958692307692308
HECA	1.61375
RNF122	-0.284
SLC22A18AS	-0.631166666666667
GNG8	-0.325666666666667
ELP4	-0.642
FAM65A	-0.001
RPL10A	0.549
IRS4	-0.084
MACF1	1.1541
SEC24D	-0.466
LOC374395	0.42975
TGFB2	0.344875
MDFIC	1.74775
CHRNE	0.111666666666667
PCMTD2	0.411
ATP6V0D1	0.1715
MTA2	0.12625
LZTR1	-0.355166666666667
RAP1A	1.09266666666667
AXIN1	-0.341375
POLR1C	-0.03225
TRIO	0.0196666666666666
PLXNA4A	1.81825
C5orf33	-0.534
DEPDC1B	-4.976875
ZNF473	-0.6165
MTM1	0.693375
GPR107	0.374333333333333
CSNK1A1L	0.2905
FLJ14154	0.26275
NLRC4	2.772
ENPP4	2.03116666666667
PADI3	-0.113
RNF170	0.288375
CG018	1.42966666666667
C16orf7	-0.3505
KCNE1	1.68925
NRM	-0.923166666666667
SLC37A3	0.514928571428571
TPD52L2	-0.3205
UNC5B	-0.2835
C12orf12	-0.435833333333333
SDHB	0.3275
CLRN1	-0.3165
NUDT10	-0.930333333333333
UGT3A1	-0.0685
FBXW8	0.211125
RHOF	-1.065875
PTPLAD1	-0.147875
MYO3B	-0.9735
DERA	-0.579
TPP2	-1.0405
C19orf53	-0.357166666666667
GINS3	-0.96675
ST6GALNAC5	1.1375
CHSY1	0.49775
MGC15705	0.01
GPR83	0.238666666666667
EXT2	0.65575
DOLK	0.07625
TUBAL3	-0.634
ACVRL1	2.587
ABL2	-0.2465
C14orf156	-1.06766666666667
PTPRZ1	-2.281875
DIP2C	1.413875
LAMP1	1.463125
RXRA	0.8275
MAP3K5	1.34575
ALKBH1	-0.0246666666666667
PDLIM7	-0.17125
ARL14	-1.364
SNIP1	0.0583333333333333
TIMP3	3.00625
RGS3	0.7315
SPAG16	0.8225
ABHD4	0.561
ARHGEF12	0.5425
GLUD2	0.7855
RAC2	-1.6103
UAP1L1	-0.6705
SLC18A3	0.1715
YOD1	-0.622416666666667
RALY	-0.3175
HMOX2	0.214375
DGKH	-0.32825
DBNDD2	1.48466666666667
YIPF4	0.639125
THAP10	-0.73125
ZNF513	0.3635
HAGHL	-1.66066666666667
ITGB4	1.23166666666667
CCDC141	0.11
YTHDF3	0.409
C5orf28	0.022
RPL7L1	-0.039
TMEM30B	0.764428571428571
ANKRD35	3.4435
DUOXA2	-0.635
TBC1D5	0.47925
DFNB59	0.3835
HRH4	-0.097
MYO6	1.4311
DNAJA4	1.611
RBM24	2.496625
CEACAM20	-2.14525
RBM23	0.104357142857143
NGFB	0.687
C1orf63	-1.3712
KRTAP7-1	-0.4315
PERLD1	1.2855
NPB	-0.4215
C17orf59	0.6764
HSPBAP1	-0.4955
SLC15A4	0.17
PRTFDC1	0.22
OSMR	-0.326785714285714
CYSLTR2	0.00600000000000001
C19orf25	-0.5573
KIAA1797	0.09
NLRP6	0.0875
FAM105B	-0.6656
SCRN2	0.966
LRRC58	-0.1835
RNF17	-0.378
NEIL3	-4.642
FAM137A	-1.36375
SKP2	-2.583
PARVA	1.73216666666667
PKLR	-1.556
RNF34	0.199875
A3GALT2	-0.4555
C12orf50	0.0303333333333333
SUNC1	-1.24275
FAM102B	-0.1995
CCT2	-1.02825
LRRC37A2	-0.924
ARF4	0.6405
SIKE	0.1805
C8orf48	0.947666666666667
MBTPS1	0.638142857142857
GPSN2	0.206
NCF2	2.844
SLC12A6	-0.214333333333333
MRPL48	-0.7115
HMGN3	-0.254
LRRC62	-0.91875
PAX9	-0.820375
FAM55A	-0.2935
C20orf42	-1.90683333333333
SCML2	-1.30683333333333
BCL9	-0.12375
FAM40A	-0.578
C9orf41	-0.723833333333333
ZNF774	-0.185
LETM1	-0.4375
PLXNB1	0.1495
NIPSNAP1	-0.368875
USP10	-0.56925
F9	0.218
LIPE	5.134
CNGB3	0.3315
C12orf52	-0.23525
PI4K2A	0.000249999999999988
MED8	0.060875
STAT4	1.1307
FGD4	1.26216666666667
RNF145	-0.527
WDR32	0.646
CLDN2	0.210333333333333
TCEAL8	0.75625
ZMYND8	-0.1983
PDXK	0.49425
GATAD2A	-0.93475
PTGES3	-1.0555
CCM2	-0.27025
TAP1	0.66975
ZNF670	0.03825
ETS2	0.978714285714286
C6orf166	0.560333333333333
PRMT2	0.827714285714286
OR4B1	0.068
INTS8	-1.1715
CCDC102A	0.107
CCDC83	-1.356
ITGA1	1.1969
EPHA5	-1.4756
FAM24B	-1.57116666666667
TSGA10	2.423
HAL	-0.7525
MYOT	2.46475
SPACA3	0.04875
BCL2L2	0.731166666666667
CUGBP2	2.23816666666667
CCNB3	1.29125
RNF113B	-0.43025
MERTK	0.92125
BAG1	0.79475
VPS36	-0.06875
ORMDL3	1.3181
C1orf190	0.61575
ZNF625	-0.172
CORO2B	0.0245
ALOX15	-0.147
CST1	-0.3145
NUPR1	1.8505
CCL7	-0.09875
SMCR5	-2.221
DSC2	1.438
RBMS2	0.5145
GRIK4	0.4885
TRIM65	-0.434
TMPRSS6	-0.310285714285714
TP53INP2	0.09825
GLB1L	0.640666666666667
LOC388284	0.660833333333333
PUS1	-1.00607142857143
BCL9L	0.303
OLFM1	0.81325
RET	-0.8705
MASTL	-2.47383333333333
ALX3	-0.19075
IL1RL1	0.253333333333333
ZNF765	0.2587
C14orf138	-0.67875
SNX10	0.4835
TAC4	-0.3395
C1orf64	2.514125
POGK	-0.36275
MAPK9	0.334
ZNF366	4.549
C8orf79	1.8598
CLDN7	1.63875
OR5AT1	0.2375
TRIM37	-2.01975
LRRC25	2.9005
GRHL2	1.4109
TEKT3	1.242
LASS5	0.369166666666667
ABCC4	-1.22875
DLG3	-0.1025
