Hybridization REF	TCGA-A2-A0CZ-01A-11R-A034-07
C11orf74	0.571166666666667
DDX17	-0.311666666666667
C5orf27	0.565625
PLEKHA2	-0.7576
PDE4DIP	-0.5398
SCN7A	0.77875
ZNF559	-0.0145
CXCL10	4.1845
ZMYM4	0.415166666666667
STK32B	0.702933333333333
KIAA0888	-1.7423
TACR3	0.0665
CKAP2L	-2.74325
KIF1A	1.944
RSPRY1	0.7265
VCAN	2.83375
CYP27C1	0.143
SYDE1	-1.35983333333333
MED12L	-1.04725
ZDHHC21	0.344
NHS	1.163
TM9SF3	0.741666666666667
DDHD1	-0.240875
MAFG	-0.612583333333333
BICD2	0.1723
C14orf119	-0.00466666666666668
C14orf43	0.324785714285714
CDH7	-0.6255
ALKBH5	-0.0572857142857143
JUP	0.661875
TMEM41A	-0.143166666666667
MAMDC4	-1.51333333333333
CBX3	-1.0965
LRRC18	0.24775
RBMXL2	-0.3845
PLA2G4D	0.633666666666667
FGF13	1.10275
KIF3A	0.594
PDIA6	-1.0135
DCXR	-0.3005
CASKIN2	0.25025
EHD1	0.7515
MARCKSL1	0.003
ZNF496	-0.3665
SCAF1	0.0685
KCTD8	-0.22
TRAF3IP3	1.30835714285714
LSR	0.94825
CXorf1	-0.118333333333333
C14orf112	0.4905
EIF2B1	-0.47075
OMP	0.524
GSTZ1	0.85125
LOC92017	1.22775
ISLR2	2.2755
C12orf36	0.0925
GATA2	-1.39516666666667
GABRA5	-2.758
CELSR2	-0.982
STAM2	0.5889
TNAP	0.844
PTPMT1	-1.05016666666667
GRP	7.2825
SV2A	-1.20316666666667
MAGEA12	-4.1365
CACNG1	3.938
C18orf19	-0.69475
GSG1	-1.12033333333333
PTPRJ	-0.458
FRMPD1	-0.836
ZNF668	0.582
PLEKHJ1	-0.768875
ADAT1	-0.9542
TMEM50A	0.7673
UCN3	0.385
HOOK1	1.797125
IL17B	0.7575
MLKL	-0.745666666666667
TTC14	0.0478333333333333
KLHL5	-0.32325
CRYL1	0.9975
FOXH1	-0.1925
NFYB	-0.17125
PPM1G	-0.805
GOLGA2LY1	-0.42525
NMT1	-0.5565
HADHA	-0.1297
CHSY-2	3.416
PLEKHF1	1.49257142857143
SAGE1	-3.535
MUSTN1	0.2755
SUHW4	1.12375
TFEB	2.00633333333333
ZFYVE27	-0.22675
ATG12	-0.653666666666667
BMI1	0.699928571428572
ZIM3	-0.50175
MYH4	-0.15575
MASP1	-1.57541666666667
KIAA0984	1.33875
RPAP2	-0.477
ASB5	0.92825
BOLA3	-0.6205
MIA3	0.758333333333333
KRT35	3.2085
KIR3DL3	-0.669
MRPL51	-0.52575
SEMA3F	-0.839166666666667
NDUFB2	0.265166666666667
LOC253012	1.78925
FAM46C	-0.5405
G6PC	-2.513125
CSAG3A	-4.86316666666667
PREX1	0.931
SLC25A45	-0.152
MAPKBP1	0.6111
CPE	1.2365
GNB1	-0.373
CXCR6	2.237
TRIM46	-0.51175
C16orf3	0.210166666666667
HPSE	0.4555
TIGD3	-0.3675
SPG3A	2.79475
LCAT	-1.42133333333333
ST6GAL1	-1.22355555555556
POMC	1.15075
FLJ36031	-0.738666666666667
NSMAF	-0.788
SKIL	0.7495
ADSS	0.0836666666666667
HMGCS1	-2.3638
POLR3F	-0.498
RAB10	0.051
ZNF277P	-0.193375
ZBTB7B	0.08575
DHRS1	0.265375
ABCC13	0.285
CNOT3	0.081
NFKBIA	1.567
GAK	0.136
SFT2D2	0.9385
HOXA6	0.4955
CRTC1	0.352875
LY6D	1.53916666666667
C20orf72	-1.134
CPT1A	0.16575
LMO1	-1.5495
EIF3I	0.05975
PRB4	-0.83925
MCM3APAS	-1.66225
C20orf132	-0.1657
FOXF2	-1.559
S100A12	0.3185
MLH1	-0.391833333333333
ACTN1	1.2911
MRPL36	-0.752166666666667
C20orf106	-0.57525
FBXO6	0.959666666666667
MKS1	0.534166666666667
CX3CR1	-1.362625
PDE1B	2.1355
PLP1	-3.3145
KISS1	0.013
C14orf2	-0.1485
TBC1D3P2	-1.09025
COMMD6	1.3999
ANKRD7	-1.23125
PTCHD1	1.537625
NARS2	-1.334
DOCK7	-0.343
FAM127B	0.26175
LOC390243	-0.168
N6AMT2	0.71375
ZNF391	-0.7165
DNAJB14	0.667666666666667
WRB	0.261375
BPI	0.89375
TTC4	-1.02016666666667
FAM10A5	-0.16875
GOT1L1	0.4692
MAGED1	0.93825
RESP18	0.62825
WFDC6	-0.873333333333333
MT2A	-0.7685
C11orf56	-0.00524999999999999
KIAA1432	-0.311
ROR1	-0.113125
HSD17B14	1.4335
ZFAND2B	0.12425
SAMD4B	0.16575
HEXA	0.448375
HNRNPU	-0.233272727272727
USP39	-0.6785
NRD1	-0.6635
R3HDML	0.3515
FLT4	0.804666666666667
OMG	-0.195166666666667
OR52N4	0.2855
LOC399818	-1.10675
ELA2	-2.3125
VENTXP1	0.371
RFC5	-2.1355
OR52L1	0.1695
PAX5	-1.015
FBXO2	-0.396
GMEB1	0.3005
AKT3	0.356333333333333
CRB1	-1.08766666666667
CTTN	-0.165
UTP15	-1.15466666666667
HSBP1	-0.0209166666666667
PHF11	1.60525
NDEL1	0.356666666666667
USP8	-0.017
BAIAP2	0.075375
SI	0.0853333333333334
ARSJ	-0.0695
BAAT	-3.268
KCNS3	1.265
LOC126147	0.272
TMEM37	0.87625
C1orf162	3.7245
MBD1	-0.583
ITGAL	0.518166666666667
WDR73	-0.105833333333333
GKN2	0.14
ARFGAP1	-1.02525
SLC5A8	-0.435833333333333
ZBTB40	0.1906
CYP4B1	4.17266666666667
LYPLAL1	-0.638
CHST3	0.17025
MAP3K9	0.203
BTAF1	-1.506
TFAP2E	0.3065
RBM35B	-1.00125
LOC441251	-0.632833333333333
ANKRD25	0.403333333333333
UQCRC2	-0.1
MAEA	0.360833333333333
HYAL1	-2.2364
RNPEPL1	0.403333333333333
CPSF2	-0.274125
PSD3	0.0353
ABCA13	0.354625
AGR2	2.581125
GBX1	-2.0625
HDLBP	0.797857142857143
ACY3	-1.1665
HECW1	-0.346
ZNF519	-1.1065
HOPX	3.669375
ZNF304	0.8375
OR12D3	0.143
FKSG43	-0.13625
METTL1	-0.254875
MFSD3	-0.0452
PSPH	-1.4065
CLCA3	-0.0645
DARS2	-1.60383333333333
CDC25A	-3.04
BAIAP2L1	-0.6345
B3GNT5	0.256375
USP29	-0.362
ARHGEF10L	1.1318
ATOX1	-0.3795
ADAM30	-0.17675
DNASE1	-0.64475
STT3A	0.230333333333333
RAB6IP1	-0.137
PTN	2.2399
C1orf106	-1.54007692307692
HECA	1.60825
RNF122	1.471
SLC22A18AS	-0.694
GNG8	0.604333333333333
ELP4	-0.79075
FAM65A	0.1305
RPL10A	0.360166666666667
IRS4	0.389
MACF1	1.1098
SEC24D	0.876
LOC374395	0.44325
TGFB2	1.701875
MDFIC	0.751375
CHRNE	0.927666666666667
PCMTD2	0.189666666666667
ATP6V0D1	-0.336166666666667
MTA2	0.64775
LZTR1	-0.904
RAP1A	0.142333333333333
AXIN1	-0.64975
POLR1C	-0.13925
TRIO	-0.09675
PLXNA4A	0.149916666666667
C5orf33	-0.3155
DEPDC1B	-4.38925
ZNF473	-0.351
MTM1	0.553625
GPR107	0.780833333333333
CSNK1A1L	-0.061
FLJ14154	-0.463
NLRC4	4.6265
ENPP4	2.19816666666667
PADI3	-0.145
RNF170	-0.293
CG018	1.4315
C16orf7	-0.093
KCNE1	2.1935
NRM	-1.057
SLC37A3	-0.0392142857142857
TPD52L2	-1.09916666666667
UNC5B	2.959
C12orf12	0.308166666666667
SDHB	-0.52125
CLRN1	-0.3335
NUDT10	0.755333333333333
UGT3A1	0.084375
FBXW8	-0.633
RHOF	-0.63475
PTPLAD1	0.01975
MYO3B	-1.54866666666667
DERA	-0.99375
TPP2	-0.495
C19orf53	0.174166666666667
GINS3	-1.532875
ST6GALNAC5	0.9185
CHSY1	0.66075
MGC15705	0.615
GPR83	0.6206
EXT2	0.3155
DOLK	0.66225
TUBAL3	-1.20575
ACVRL1	2.5924
ABL2	-0.561416666666667
C14orf156	-0.887
PTPRZ1	-1.625
DIP2C	1.458375
LAMP1	0.862125
RXRA	0.1463
MAP3K5	0.9425
ALKBH1	0.159
PDLIM7	0.237
ARL14	-0.963
SNIP1	-0.355166666666667
TIMP3	3.21166666666667
RGS3	0.0631666666666667
SPAG16	0.5001
ABHD4	0.449
ARHGEF12	0.535416666666667
GLUD2	-0.654
RAC2	-0.1736
UAP1L1	-0.5
SLC18A3	-0.371
YOD1	-1.23141666666667
RALY	-0.527
HMOX2	0.29475
DGKH	-0.369
DBNDD2	1.25433333333333
YIPF4	0.34575
THAP10	-0.63275
ZNF513	0.49425
HAGHL	-0.365166666666667
ITGB4	0.5935
CCDC141	-1.064
YTHDF3	-0.3645
C5orf28	0.09725
RPL7L1	-0.30375
TMEM30B	1.36907142857143
ANKRD35	3.2265
DUOXA2	-0.23925
TBC1D5	-0.2525
DFNB59	0.237
HRH4	0.22975
MYO6	1.3555
DNAJA4	2.883875
RBM24	-1.3605
CEACAM20	-1.02175
RBM23	-0.166
NGFB	0.2065
C1orf63	-1.651
KRTAP7-1	0.9095
PERLD1	1.1215
NPB	-0.9275
C17orf59	0.7339
HSPBAP1	-0.2585
SLC15A4	0.0645
PRTFDC1	0.04175
OSMR	-0.469142857142857
CYSLTR2	0.168
C19orf25	0.2724
KIAA1797	-0.7445
NLRP6	1.0935
FAM105B	-0.1996
SCRN2	-0.1665
LRRC58	-0.6148
RNF17	0.0128571428571429
NEIL3	-5.076
FAM137A	-1.214
SKP2	-3.248
PARVA	1.53283333333333
PKLR	-1.9615
RNF34	-0.695125
A3GALT2	-0.338
C12orf50	-0.1095
SUNC1	-1.7005
FAM102B	-0.632166666666667
CCT2	0.19725
LRRC37A2	-1.1905
ARF4	0.9455
SIKE	-0.046125
C8orf48	2.1335
MBTPS1	0.568714285714286
GPSN2	-0.663
NCF2	2.92425
SLC12A6	0.0916666666666667
MRPL48	-0.83575
HMGN3	-0.535
LRRC62	-1.29975
PAX9	0.223375
FAM55A	1.7095
C20orf42	-2.04316666666667
SCML2	-1.74166666666667
BCL9	0.296
FAM40A	-0.1595
C9orf41	-0.786333333333333
ZNF774	0.0145
LETM1	-1.06625
PLXNB1	0.0236666666666667
NIPSNAP1	-0.90825
USP10	-1.0855
F9	0.18325
LIPE	3.88275
CNGB3	-1.0625
C12orf52	-0.6885
PI4K2A	0.18375
MED8	0.311625
STAT4	2.2159
FGD4	0.825833333333333
RNF145	-0.879
WDR32	-0.0354
CLDN2	0.157333333333333
TCEAL8	1.203
ZMYND8	-1.1873
PDXK	-0.226625
GATAD2A	-0.52475
PTGES3	-1.3925
CCM2	-0.09625
TAP1	1.068125
ZNF670	-0.321
ETS2	-0.120928571428571
C6orf166	-0.203833333333333
PRMT2	0.622071428571428
OR4B1	0.4295
INTS8	-0.604
CCDC102A	0.739
CCDC83	-1.86066666666667
ITGA1	0.4056
EPHA5	-2.2465
FAM24B	-1.0435
TSGA10	2.2745
HAL	-2.04716666666667
MYOT	0.152
SPACA3	1.2915
BCL2L2	-0.407
CUGBP2	1.17283333333333
CCNB3	1.10975
RNF113B	0.15825
MERTK	0.9705
BAG1	0.24675
VPS36	-0.07075
ORMDL3	0.7487
C1orf190	1.294
ZNF625	-0.5405
CORO2B	-0.85
ALOX15	-1.033
CST1	0.4635
NUPR1	1.932
CCL7	1.5185
SMCR5	-3.534
DSC2	2.4415
RBMS2	0.44825
GRIK4	0.078
TRIM65	-0.2863
TMPRSS6	-0.769285714285714
TP53INP2	-0.88025
GLB1L	0.336666666666667
LOC388284	0.206166666666667
PUS1	-1.42164285714286
BCL9L	-0.604
OLFM1	0.152333333333333
RET	0.07675
MASTL	-2.77266666666667
ALX3	0.3075
IL1RL1	0.885333333333333
ZNF765	-0.9873
C14orf138	-0.9395
SNX10	-0.0286666666666667
TAC4	0.0555
C1orf64	4.01825
POGK	-0.13075
MAPK9	0.178
ZNF366	3.79025
C8orf79	2.0517
CLDN7	1.82825
OR5AT1	0.553
TRIM37	-1.0195
LRRC25	2.87275
GRHL2	2.464
TEKT3	0.64
LASS5	-0.727166666666667
ABCC4	-1.70633333333333
DLG3	0.077625
VGLL1	1.861625
ZFP36L2	1.94966666666667
MFRP	0.247666666666667
KIAA1799	-0.34475
FLJ44379	1.2095
PCNX	0.3085
ANXA9	-0.249
CYP4V2	1.0337
PIK3C2A	-0.60825
SRR	0.3265
NOL3	-0.73275
IFITM2	0.779
ARNTL2	-1.90275
ZNF595	0.417
NLRP13	-0.757
ASPH	-0.560375
CPA2	0.5305
PVRIG	-0.526333333333333
LEPR	0.629
C16orf42	0.271833333333333
SH3BGRL	0.80475
FAM77D	0.255166666666667
FNDC7	-0.384
C9orf6	-0.384166666666667
NOTCH2NL	0.920166666666667
PGBD1	-0.293666666666667
SYNGR2	1.382
PITPNA	-0.493125
PRPF4B	-1.1596
SLC43A3	-1.37557142857143
NRBP1	-0.161
SLC25A22	-0.08575
ILK	0.111125
SLC22A8	0.5915
MRPS7	-0.314
PITX2	0.107
FABP3	0.46325
OR1L1	1.0445
LOC728215	0.367625
BLID	-1.2915
KIAA1217	3.661
TFPT	0.3215
AP4B1	-0.72025
VBP1	-1.466
OR1K1	0.3785
MORC3	0.2055
BHMT2	1.68933333333333
C3orf10	0.722375
FZD7	2.26433333333333
WFDC10A	-0.7295
PMS2CL	-0.497875
CCDC32	0.631
FA2H	-1.51825
ALG13	0.221
TTLL7	-0.6205
SPOCK3	-0.34375
SLC13A2	0.5545
AIM1	0.51175
GPRC6A	0.7575
EGR2	5.52475
MED11	1.22625
WWC1	2.05525
SH3GL3	-3.74175
RIF1	-0.342357142857143
PRLH	-0.1745
VLDLR	-1.7065
DBT	0.35625
C21orf63	1.13325
CGGBP1	0.270125
KRTAP12-2	-0.7505
TADA3L	-0.818875
ZBTB16	2.801
PDGFB	1.7145
RFX1	0.382625
UQCRB	0.3889
LOC133874	-0.0915
HPS3	-2.30525
LGALS3BP	1.8446
DKFZP564O0823	2.47485714285714
MRFAP1L1	0.589625
HOXA10	0.0208333333333333
NGB	0.096
KIF21A	-0.114769230769231
IFLTD1	0.8
LZTS1	0.693375
ARHGEF3	1.27275
RHBDL3	-1.4825
CSNK1G2	-0.0809166666666667
ChGn	-0.41875
KIAA1244	1.06033333333333
GABRB2	-0.016
MGC72080	-0.867
CD27	4.18575
EGLN1	-1.8176
PEX13	0.34925
RWDD3	-0.118
RNF12	-0.789333333333333
GRIN2B	-0.6675
ADAMTS14	-0.062625
DYDC2	0.163833333333333
ATP6AP1	0.4354
NR1H2	-0.00900000000000001
PDK2	0.46625
C3orf17	-0.313166666666667
SLC38A2	-1.01428571428571
SLC25A29	-0.6025
C15orf29	0.370125
ADAM9	0.767916666666667
TMUB2	0.349875
GPR176	-0.9195
AGK	-0.8715
MCCD1	4.3095
NDUFA4	-0.02275
TMEM146	-0.12875
DUSP1	2.806125
UNQ6975	1.8675
EMX2OS	4.8335
INSM2	-0.3615
LUZP4	0.0385
SETD6	-0.73075
P2RY2	1.4255
SLC45A2	-2.298
RABGAP1	0.523
UBXD5	-0.352125
GPRC5A	0.4343
PAK3	1.70216666666667
LOC63920	0.05325
TGFBR1	1.0041
KRTAP6-3	1.02825
SFMBT2	-0.507
CDC42	0.256875
C11orf35	-0.4495
TTLL2	-0.14825
UACA	1.23466666666667
CD97	-0.9306
SETD5	-0.434
NINJ2	0.84425
PTER	-0.409166666666667
POMGNT1	-0.0075
KRTAP4-2	0.3
ECGF1	1.8605
HRB	-0.554181818181818
ATP1B2	-0.1513
LOC400506	-0.8735
COL4A3BP	0.69725
C6orf97	0.49225
GRHPR	0.711875
TAS2R1	0.142
SEMA7A	-0.284
EDF1	0.628
ODF2L	0.8975
PCID2	-0.7345
GTF2H4	-0.7535
ZCCHC3	-0.87525
CGB2	-0.206166666666667
NEUROD1	0.01275
C20orf75	-0.2575
RP5-1054A22.3	2.81633333333333
IFNA5	-0.406
ZNF134	0.17575
MGC119295	-1.474
ZSWIM6	0.12825
SMEK1	0.0851666666666667
PCGF2	0.216375
C1orf102	2.44325
CYP2A13	0.69
KCNH6	-1.2617
MDM1	0.9008
ALDH7A1	-0.635166666666667
C9orf75	0.3985
VDAC3	-0.546875
OR51T1	0.025
EIF3F	-0.315916666666667
KCNJ10	-0.2355
LENG8	-0.3125
EDEM2	0.0375
CCNJL	-0.119166666666667
DHX37	-1.0405
CRYGN	1.334
AATF	-0.781125
ZNF630	1.541125
E2F5	-0.976
WFDC13	-0.9625
FTSJ3	-0.241333333333333
C4orf33	0.28425
LHFPL4	-2.88525
C19orf56	-0.228416666666667
SMAD4	0.076375
AFM	-0.654666666666667
G0S2	2.41025
FCHSD2	0.0687
RRP1B	-1.0325
EEF1B2	0.217833333333333
STAT6	0.661833333333333
ZNF195	-0.6685
GNL1	-0.730333333333333
ZNRF2	0.119833333333333
PER3	-0.24025
ASB16	0.00750000000000001
C10orf10	3.07792857142857
ADCY8	-3.527
C9orf58	0.566166666666667
ARMC10	-0.288833333333333
PSG1	-0.719
DHX34	-0.67775
VARS2	-0.689875
NFIC	0.858
ITPR2	0.631
AGXT2	0.0983333333333333
OR6K3	0.387
H2AFZ	-1.68125
MLLT3	0.308333333333333
COX4I2	2.1585
CCNT2	-0.609125
PLK4	-3.00625
NUMBL	-0.463
MED16	-0.388
PLEKHQ1	1.477
GOSR1	0.648388888888889
BTG4	0.307
RPL30	0.474
IGSF5	0.74175
IGFL2	3.04716666666667
ELMOD2	0.51
SHC3	-0.325166666666667
HAVCR1	-0.559
DYNC2H1	0.276625
RNF5	-0.338833333333333
C2orf7	-0.00175
NLF1	1.1195
KLHL25	0.489
LRP10	0.6688
KRI1	-0.16025
PUS7L	-0.242166666666667
MGMT	1.38325
HOXD1	1.24583333333333
CSH1	0.2772
ATG16L2	-1.86075
FLJ44635	1.045
CHODL	0.63925
EXOSC8	-1.68825
SLC28A1	-0.357
MYO7B	-0.6935
SEH1L	-0.3911
MTNR1A	0.185166666666667
TSPAN5	1.09866666666667
CDC45L	-4.68966666666667
AMIGO1	0.5885
ATAD3A	-1.52475
OSGIN2	0.779333333333333
PDIK1L	0.6675
DARC	4.064
PIPSL	-0.049
SHMT1	-0.769
CRISP3	1.5985
POPDC2	2.5035
ZRANB2	-1.02666666666667
FBXL8	0.60075
TRIP13	-3.16527272727273
EIF5AL1	-0.759
POU5F1P3	-4.72916666666667
IL6	-0.7455
CXorf38	-0.279833333333333
IFNA16	0.07
FBXL2	1.62083333333333
BRD1	-0.07925
STATH	0.75575
FBXO44	-0.4175
MCCC2	-1.272
CDC2	-3.2791
C5orf23	-0.903
IVD	-0.357
C10orf122	-0.948333333333333
MSL3L1	0.0991
MVP	0.72075
EPOR	-0.8443
ZMYM1	-0.654
BCL7C	0.219
PSTPIP2	0.4038
LYPD1	-0.778
OR8G5	0.665
ZP3	0.588
BCAS4	0.649416666666667
EDG6	3.11625
ISY1	-0.535
PRAMEF2	-1.81825
CUL1	-0.483125
RNF213	0.1829
CCRK	1.47175
DHX9	-0.65525
C13orf29	-0.56475
NCKAP1	1.3965
MRPL43	0.534571428571429
XPR1	-0.06375
PKN2	0.7332
PODNL1	1.575
ZNF333	0.516875
DALRD3	0.3935
OPN1SW	0.155
BTBD6	0.601
C11orf82	-3.5245
OR5P3	0.808
DUSP11	0.162
L1CAM	-1.9603
NEK11	2.057
OR7E91P	1.435
CNTN3	2.147
CREB3L2	0.64375
ZBTB37	-0.1105
KIAA1324L	0.259
NDUFB10	-0.0363333333333333
NUDT2	0.74325
GTPBP8	-0.40975
CACNA1D	0.6275
PRKAA2	-0.840333333333333
PRDM8	0.3415
MGC16075	0.487666666666667
KRT14	1.66421428571429
PP8961	0.916375
MRPL18	-0.619
ABCG2	-1.8355
PACRG	2.5855
BBS2	0.032
KREMEN2	-3.42
FBXO21	0.81775
HNRPUL1	-0.00341666666666668
GRB10	-0.52825
CLSTN1	0.8435
LMAN2	-0.0534
C17orf61	0.66575
NIPSNAP3A	0.96625
INSIG2	-0.857333333333333
PCDHB7	1.20516666666667
STXBP2	-0.243375
CMAH	0.973083333333333
SEMA5B	-0.76625
ZNF155	-0.0516666666666667
COQ6	-0.031
PRPF4	-0.15875
TSPAN15	2.0831
VN1R5	0.4295
LATS2	1.461
SELK	-0.23825
PGK2	0.647
MS4A1	0.83825
TYW3	-0.1703
KRTAP5-1	0.771
RCCD1	-1.798
BTN1A1	0.56175
DDX28	-0.4735
TMEM65	0.304
LOC92345	-0.24225
TTC31	-0.478
WDR46	-0.8905
CHP2	-1.52016666666667
LSP1	1.321875
ZNF542	0.40775
EXOSC1	0.2365
ARHGAP18	-0.0703333333333333
LRRTM4	-0.822285714285714
MAOB	2.77233333333333
CACNB4	0.528
MGC33846	1.252625
RANBP3L	1.48275
ATP5L	0.019125
ONECUT1	-3.1885
NUDT9	0.2195
TMEM149	0.0355
STX17	0.3185
IGSF10	-1.74625
TMPRSS9	-0.5
BMPR2	1.48866666666667
ALLC	0.2405
KLF7	0.904875
GCC1	0.5515
TIMM9	-0.172
CDO1	2.46916666666667
MGC10701	-0.764166666666667
IFI6	2.07266666666667
FRMD8	0.43225
MGAT2	0.28725
WBP5	0.8895
CNIH2	-0.26925
KIAA0907	-1.9762
KCNH8	1.625
CTSG	1.5865
GRIK1	1.55233333333333
CUL5	1.497125
FRMD1	0.3385
OR9A4	1.499
SYT6	-1.39275
FOXD4L2	1.039
ANAPC2	-0.694666666666667
OPN5	0.368
TAF13	-0.3285
LYG2	-1.08725
GGNBP1	-0.066
C11orf40	0.22
OTX2	-1.0505
REG4	-0.779166666666667
EIF5	-0.449875
PALB2	-1.025
SEPSECS	-0.6557
RNASE3	-0.07575
TRIM49	-2.2385
POLR2K	0.4984
GPR42	0.4975
C8B	-3.37025
SASS6	-0.69075
PREB	-0.514333333333333
OR3A3	0.637
TUBA8	1.160125
IGLV2-14	1.318
STIL	-3.785
ANKFN1	-1.55816666666667
NME7	-0.46875
HOXC12	-1.00875
UBE2C	-2.6595
FHOD1	-0.816125
CDK2AP1	-0.13775
OR6K2	-0.3495
DHPS	-0.055
RPL5	0.114166666666667
TRGV5	0.304
LOC541472	0.0825
HCCS	-0.3744
DENND1B	0.77
LHX3	-0.316
OR5D16	0.5965
CXorf57	-1.191
IRF2BP1	0.46975
NDST2	0.947833333333333
LCE3D	-0.0555
BOLL	0.16925
SYT3	-0.8975
PIH1D2	-0.54375
C20orf7	-0.586
IL1R2	0.275833333333333
SLAMF9	1.7565
PPME1	-0.19475
PIK3CA	0.49775
TRAPPC1	0.143
COLEC10	-0.91675
SLC9A6	-0.198333333333333
PDDC1	-0.87425
CCDC53	1.87725
GK3P	-1.24225
DAZL	-1.70625
BRI3	0.36725
SDK1	0.051875
CYP2C18	0.056
IFI44L	2.80575
RPL3L	0.8275
FUT9	1.42566666666667
KIFC2	-0.618666666666667
PMP2	-0.67
SLC4A9	-0.1375
PLAG1	-1.84333333333333
MYCBP2	0.843666666666667
OR4E2	0.002
CCDC65	1.67125
C16orf82	-0.185875
ENTPD4	-0.560375
BRP44L	0.118
PMP22CD	-0.25925
TMCO4	1.136
KCNN1	-0.744333333333333
WDR35	-0.29
CCDC80	3.108125
C3orf31	-1.307
SLC7A9	-1.51975
TMEM190	-0.8235
DBC1	-0.3226
FADS3	-1.10333333333333
PDZD8	0.103333333333333
GRM5	0.109
AZGP1	2.6962
PEX3	-0.361
MED1	-0.0297857142857143
ATG4C	-0.548666666666667
HNRPH3	-0.957875
FAM109B	2.38075
C4orf17	-0.213
CA10	0.05875
OPRD1	0.073
CCL16	-1.3825
SACM1L	-1.003
CST6	5.56575
CD63	0.781
LGI1	-1.80833333333333
ZNF784	0.698
CRYBB1	-1.565
CX3CL1	2.34245
TOP2A	-3.98225
GYPB	-4.70666666666667
GADD45GIP1	-0.52925
FEN1	-2.470875
IGF1R	1.5135
WDR72	-1.90433333333333
PURG	0.0256666666666667
DEFB126	-0.01425
PKD1L1	0.8705
CAV1	-0.6891
GNPDA2	1.2335
DGAT2	0.654375
NLGN1	-2.32675
STRBP	-0.32875
HPRT1	-1.50733333333333
FANCI	-3.4205
PSMA7	-0.087375
DBF4B	-1.19866666666667
TTF1	-0.8345
RAD54L	-3.3945
ELOF1	-0.33775
PLAGL2	-0.866
ZNF256	-0.05725
HMGCL	0.64525
MSI2	-1.32766666666667
RPESP	-0.387833333333333
C11orf60	0.17675
ABCD1	-0.1285
ACAA1	0.3806
SPARCL1	6.02107142857143
IL6ST	0.9224
ZNF319	0.40375
TMEM109	-0.0955000000000001
FAM90A1	0.639333333333333
IL22RA1	-1.4635
ATP4B	-0.477
TEC	-0.5425
C7orf30	-0.7235
TXNDC2	-0.212333333333333
ABCB4	-0.37575
KIAA1191	1.017375
C9orf38	-0.075
SFTPB	0.18225
CNTNAP2	1.94227272727273
FRK	0.839
TBX19	0.321
CHD4	-0.0915
C6orf26	-2.51433333333333
MOSC2	1.57025
IKBKE	-0.366
HIF1A	-1.328
LOC595101	-0.985
RELA	0.511166666666667
TMEM16B	-1.03733333333333
ABHD12B	-0.992
TSEN34	0.502
KIF18A	-4.51125
TXNDC9	-0.235333333333333
SPATA2L	0.3575
SEMA4G	-0.967
C21orf91	-0.737625
MATN1	-0.178
KCNIP4	0.7675
TUSC1	1.393375
OR4C15	0.572
ARMCX6	0.515166666666667
WBSCR27	-1.47766666666667
OR52I2	-0.463
KIAA1604	-0.30375
DYNC1I1	-0.18225
PPP4C	-0.625
SLC47A2	-1.831
TREH	-0.190375
CD48	2.6435
ST14	0.759333333333333
PKN1	-0.97625
SPON2	3.8915
XBP1	0.420666666666667
SFRS12	-0.941166666666667
EFCAB6	2.333
SELT	-0.34525
SLC39A2	0.639
ERF	-1.01816666666667
ARL3	1.18975
SURF6	-0.9857
MLLT10	-0.803190476190476
FLJ11171	-0.0901666666666667
TDGF1	-4.857
ERCC6	-0.16775
EIF2AK4	1.448625
BAZ1A	-0.422333333333333
LRRN3	0.288166666666667
TMC3	0.609
EFTUD1	-0.02375
PTPRO	0.69
CLEC12A	0.712
ACBD4	-0.105375
ZDHHC14	-0.663375
OTUD7B	0.360125
ACTB	0.574375
MSRA	0.417625
LCE5A	0.881
IFI35	0.3395
BSCL2	0.331166666666667
ANKRD12	0.9395
CFHR2	0.64525
RGAG1	0.141833333333333
HSFY1	-0.292
SLC30A5	-0.24425
IMPG1	0.434
GPR109A	0.3895
ZNF185	0.37025
IYD	0.85575
NPCDR1	0.6955
SERPINA13	-1.609
HMGCLL1	-1.32575
NEUROG1	0.792
UBQLN1	-0.627875
LIN37	0.6955
SOCS2	-0.447625
DSCR4	-2.30125
XKR6	0.9025
GPR142	0.787
KRTAP13-3	-0.4935
CCDC15	-1.442
MOS	0.7645
CD1E	-0.298
OFCC1	-0.232833333333333
FAM83D	-4.1095
SRFBP1	-0.517
C9orf96	0.132
DHDH	0.33575
CCDC90A	-0.5905
RABL3	0.123
CD320	-1.91516666666667
ANGEL2	-0.0171666666666667
MRPL21	-0.585
SMG6	0.668833333333333
INSR	1.838625
FLJ14816	-0.6555
GLRB	-0.118166666666667
C9orf89	1.11025
CIZ1	-0.293
URG4	-0.558833333333333
LRDD	-1.89483333333333
CBY1	0.811
NFX1	-0.07725
MTERFD2	0.232714285714286
C19orf23	0.208
PGC	-2.4345
IER3IP1	-0.3528
RASAL2	0.828916666666667
C1orf89	-0.34675
SYNJ1	-0.78975
NFKBIE	0.8595
FLJ40125	-0.931166666666667
TCEB2	-0.297
NOG	-1.821
POLR2J2	-0.748166666666667
HLA-B	2.677
PCDHA1	0.411
PPP2R2B	0.091
ARHGEF17	1.02416666666667
TCF7L2	2.01264285714286
