Hybridization REF	TCGA-BH-A0B2-01A-11R-A10J-07
GMCL1L	0.179333333333333
PPP2R2D	0.3655
LRRC51	0.805333333333333
EDARADD	0.681
LRRC3	0.097
FAM124B	1.1025
C20orf70	0.54
LOC285735	-0.78275
CTBP2	1.5958
ZMYND11	1.603125
CDH23	1.07316666666667
OR1N1	0.0595
LOC400590	-0.89425
PDK1	-2.922625
LMTK3	0.05
USHBP1	1.4535625
ZFYVE21	0.55375
hCG_21078	0.47225
OAF	0.050125
WDR41	-0.37025
SPINK6	-0.5745
GDEP	-0.028
MEG3	-0.9743
OXSR1	-0.22
RAD51	-2.96316666666667
RPL13A	0.79
DYRK1A	0.3515
FLJ25791	1.45725
SARDH	0.199
RBBP5	0.393333333333333
ORC2L	-1.095
NCAPH2	-0.9235
RNASET2	0.231333333333333
WDR79	-1.16016666666667
FLJ39779	0.12325
C3orf1	0.20625
DDX23	-0.111
MGC40574	0.609
MORC4	0.757
MYRIP	1.59436363636364
LY6E	1.987625
SLC39A11	2.25275
ATP12A	-0.207
AUP1	0.1765
PIP	5.8935
CORO7	-0.501
PITPNM3	-0.191
ENPP1	1.51316666666667
PPP1R1C	-2.84916666666667
NRBP2	0.538375
KCNE2	0.218
P2RX4	0.9115
CCND2	-1.29078571428571
OR5T3	0.298
CUL4A	-0.0451666666666667
CFB	3.9845
PCP4	-2.5865
HEMGN	-5.29966666666667
UBIAD1	0.176
CDC42BPB	-0.4179
CYB561D1	0.8545
RIMS2	-0.773875
ZNF488	-1.414
RNMTL1	-0.08975
SART3	-0.2235
CAPN10	-0.893142857142857
CCR5	4.90816666666667
APOA1BP	1.00816666666667
NDUFS5	-0.671
PDLIM3	0.8832
VPS24	0.9279
SCN8A	1.12675
C1orf67	-1.61283333333333
MRCL3	1.05583333333333
TMEM145	-0.497
KCTD16	0.321333333333333
RNF149	1.02975
FDXR	-1.013
CDCP1	0.844
PAX3	-2.3783
LASS4	1.56575
HSD17B8	0.38375
YAP1	0.180125
NNT	-2.045
SC5DL	-0.441125
DKFZp566H0824	-0.9685
KSR2	-0.0755
RAD21	0.5742
ST8SIA2	0.09975
L3MBTL3	0.4895
SNRPB	-0.29875
MGC14425	-0.46025
MIF	0.2655
TAPT1	1.151
IRF8	2.4885
PRO0132	0.574
HERV-FRD	0.169
ACD	-1.31616666666667
BCL3	1.5425
SPATA13	2.35
MRLC2	0.6475
F2RL3	0.405
CFHR3	2.687
DUSP15	0.469833333333333
TMEM46	2.23
SF3B4	-0.274833333333333
MAP7D3	-0.2815
STELLAR	0
SEMA5A	-0.9208
H2BFS	-0.42225
LRRC28	-0.370333333333333
MORN2	0.495
XYLB	-0.526125
WDR21C	0.242
HIATL1	-0.336375
ADAMTS10	0.654
WDR55	-0.08975
MFSD5	0.789
OR4N2	0.2615
DUSP16	1.18222222222222
NLGN4Y	-1.6005
INHBC	0.14375
NUMA1	0.54925
DEFB123	0.14225
GIPC1	0.1265
MGC27348	-0.596
FLJ33590	-0.1275
FZD1	0.9104
MKL1	0.837333333333333
SAA2	3.9225
C1orf94	-1.3915
C7orf28B	0.162
TMEM185A	0.29695
ZZZ3	-0.3505
C16orf5	-0.656333333333333
GALNAC4S-6ST	0.525
C1orf186	2.18575
IGFBP4	0.688333333333333
NDUFA10	-0.4155
CLIC2	0.39725
RNF13	1.3045
GPR103	-0.8565
CD69	0.13625
MYOZ1	0.75
IFNB1	0.95
CLNS1A	-0.19225
CXorf45	-0.95325
ZXDB	0.581
FUNDC2	0.22125
GPA33	-0.063875
C9orf70	0.28275
SLC2A9	0.114875
LOC126520	-0.494
MAGEB1	-1.155
LCE2A	-0.258
C18orf34	2.173
FMNL2	-1.43675
KRT85	0.3775
CRYGA	0.088
GEM	1.53925
THAP6	0.5322
ALKBH3	0.186666666666667
TM6SF2	0.0685
C20orf82	3.6865
RANBP2	-0.127833333333333
LIG3	0.8153
RETSAT	0.879875
OR8S1	0.75
CAST	0.49725
TGFBI	-0.1376
C15orf37	-0.421125
PGM3	-0.292
SLC4A11	-0.377
FAM123C	0.0311666666666667
TAOK1	1.34025
CISH	1.456125
OGDHL	-3.63575
SPINT2	2.20016666666667
ZNF33A	0.7425
CLDN18	0.0325
RNF128	-1.37
CCDC71	-0.59525
RASSF6	0.634166666666667
HSPG2	0.701
ATP6V0E1	1.65
ABHD6	0.0515
CD274	1.487
GCNT1	0.469
NT5C1A	-0.190666666666667
TM4SF5	-3.91225
C21orf58	-1.65283333333333
SUCLA2	-0.19275
RFTN2	2.47825
SCNM1	0.342125
SLC9A10	0.629
FUNDC1	0.7435
SLC35F4	-2.92475
AMD1	-0.413
COL6A6	2.30925
OR4K2	-0.055
TRIB2	-0.626166666666667
LOC91461	-1.772
GHSR	0.4975
ATP8B1	1.311125
C1orf78	1.83266666666667
RNF183	4.695
STX4	0.365
TPPP2	-0.327125
MYBPHL	-1.889
TXNDC6	-0.0423
C9orf47	2.7495
FAM137B	0.2365
FANCB	-2.11825
C11orf9	-1.819
DPY19L1	-0.84925
VDAC2	-0.884833333333333
VHL	-0.144
LMBR1	-0.561875
C8orf44	0.659
ZPBP	-0.072
FGF23	-1.528
C21orf67	0.7045
PCNT	-0.142
BCKDHB	0.3212
GALNTL5	0.0765
BET1	-0.6155
ARL13A	-0.0455
HDAC6	-0.946375
N4BP3	0.753
OTOP1	-0.1175
TTC30A	1.0095
CRISP1	0.735
KRT32	0.1625
VSTM1	1.032
ZNF622	-0.02725
POLR3B	-0.2715
DNAJC10	-0.1655
C12orf54	1.3515
ADIPOQ	3.74983333333333
RIT2	0.32175
CD44	-0.32995
ABCA3	0.926875
RPS17	-0.504
FEZF1	0.2255
PCDHB15	-0.1975
KCNMA1	0.582
CCDC116	-1.931
C15orf27	-0.77
NARG2	-0.429
ITGA5	-0.704
MEFV	0.744
TUT1	-0.275625
LOC541473	-0.23
NMBR	-0.1955
GLT1D1	-1.28283333333333
ABCB7	-0.406
PFKP	-2.11627272727273
C9orf91	1.1617
LRRC41	-0.1245
C1orf85	0.725166666666667
ATP5F1	-0.327
STOX1	0.518125
GFOD2	-0.05825
SLC25A3	-0.34575
ZNF646	0.0979
ZAR1	-0.7945
OSTbeta	-0.67475
GALNT3	2.01175
IFT122	0.720333333333333
LDB3	0.4492
GARNL1	0.284
HOMEZ	0.516333333333333
LRRC6	4.386
ANGPTL5	-0.969
UBAC1	-0.5925
DLEU7	-0.3315
RPL19	0.258625
TOP1MT	0.1995
LOC643641	-0.046375
MBD3L2	0.334
NTSR1	-0.115
WISP2	0.7835
GPSM2	-2.2445
RDH10	1.2064
PRKCG	-0.188
HIST1H4J	2.44
MON1B	0.1911
MLF1IP	-3.0865
ZNF446	0.666375
COL4A5	-0.0943
SLC26A1	0.408428571428571
RGN	-2.024625
CCNB1	-2.7075
C9orf165	-0.42225
CCDC28B	-0.7045
CCDC97	1.1055
FGR	1.9535
MSRB3	1.0176
EPN2	0.034
COX15	0.0346666666666667
KCNK6	-0.3864
XK	-4.609
GDA	-4.271625
HEPH	-0.027625
THRAP3	0.945875
MET	-1.752
PHYHIP	1.31325
LYAR	-1.27683333333333
ING3	0.11975
AK7	-1.21975
CCT8L2	0.178125
COPS7A	-0.326166666666667
WSCD1	-1.197
RNF185	0.92525
TNS3	0.35925
KNDC1	-0.465666666666667
RWDD4A	0.0805
MED13L	1.3914
ZFYVE1	0.892
C7orf44	-1.55316666666667
MRPL1	0.1555
STGC3	-0.92025
TEAD1	0.0701666666666667
RPL7A	-0.128
ARL6IP1	0.8129
C1orf178	-1.4075
CTAGE5	0.797833333333333
TMEM184A	-0.112666666666667
SLC25A14	-0.1365
CACNG5	0.00175
ATXN10	0.2575
ECH1	0.0649
CCL22	0.286
CYP2F1	-1.77733333333333
GADL1	0.4
TMEM19	-0.0709
RUNX3	0.9745
EFNB1	0.382833333333333
LIPN	0.102
ACSM3	-3.718
SIGLEC8	2.4745
ASCC3L1	-0.87375
NOL8	0.5615
RELT	-1.10683333333333
Magmas	-1.1915
PPP1R15B	0.1824
C11orf2	0.27975
VKORC1	-0.740833333333333
MGC26647	0.702
TRPM6	0.147833333333333
UGT2B7	-4.13966666666667
FEV	-0.1245
FOXK2	-0.0171
PDCD5	-0.526666666666667
SLC8A1	2.504
DGUOK	-0.6195
CLDN16	0.343
GAGE1	-1.343
RBM17	0.0845
C1QTNF3	2.3555
VGLL3	0.27
UNQ5830	0.399
CD1A	-3.51316666666667
SCGB1C1	-0.00600000000000001
SUPT4H1	0.25475
TRAF5	0.26175
ASAHL	-0.00325
FAM73A	0.8835
OR6B1	0.1335
WHSC1	-2.24145
GFPT2	0.44225
LOC339809	0.9845
STARD5	-0.00691666666666666
SIP1	-1.01675
DNAJC15	-0.2695
STAU2	1.128875
FAM98A	0.4215
RAD23B	0.142625
LRRC33	-0.8055
CHRAC1	-0.28175
C21orf89	0.2985
C19orf43	0.0666666666666667
KLK8	0.5415
CCNE1	-2.22475
PKDREJ	0.0588333333333333
SSU72	0.14775
C17orf73	0.082
GPR78	1.5655
WHSC1L1	1.7883
GSTA2	-2.16525
SMUG1	0.1225
UFM1	1.0313
AP3M2	0.85925
USP14	-0.652875
FBXL14	0.5325
DSTN	1.72125
SFRS14	-0.891
FBXO31	-0.166666666666667
C12orf40	-0.1295
FRS2	0.794
NR2E3	-0.4255
TUBB2C	-0.7755
GMPR	0.990333333333333
C9orf139	0.004
ING5	-0.559071428571429
LOC730092	-0.400333333333333
ORM1	-2.258
RP11-11C5.2	-1.59325
HSPD1	-1.0425
PIWIL3	-0.27675
C5orf13	0.3387
OR5R1	-0.06
LCOR	0.057125
PLEKHA9	-0.044
CCDC43	-0.14325
ZNF232	-0.322
SLC6A7	-0.0455
ADH5	-0.421416666666667
SHBG	-0.845666666666667
CROCCL2	-0.9495
PANX3	-0.0665
CDIPT	-0.0865
SLC16A5	0.909
TUBB	-1.117375
TOR3A	0.3573
PREP	-0.288833333333333
ENTPD8	-0.098
CHMP1B	0.169
SYT12	-0.1831
MYH6	-1.7643
MAP3K13	0.1655
KLHL30	0.106666666666667
LCMT1	0.108
EIF1AX	0.2085
FOXD4L1	0.562
SLC24A5	-1.872
RNF166	-0.4049
TJAP1	-0.3265
TMEM156	0.473333333333333
ZNF239	1.393
SNX19	1.0029
GKN1	0.3015
FCN1	2.6256
C1QL1	-1.5955
ATP11C	0.208625
ZNF35	0.9945
CARD8	0.331625
LIMD1	-0.4005
KIAA0286	-1.47475
XRN2	0.526
CD6	1.0765
TOX3	2.5505
ZSCAN4	-0.625
RSRC1	-0.3195
COG1	0.6025
PTRF	0.9394
C16orf35	-0.33425
FBXO24	0.15075
CHST11	-0.21125
THRB	0.9324
MYBPC1	5.56325
RNF39	0.681166666666667
PSMD11	-0.22075
ALAD	2.01816666666667
EN1	0.9315
SLC9A9	1.12325
GSTM4	-0.8128
CDC42BPA	0.965263157894737
RCSD1	0.38325
LUC7L2	-1.0055
SPTBN1	0.3427
LOC146167	0.1985
BAT5	0.8962
ZNF452	-0.440875
LSM4	-0.951
SRP72	0.1767
SGK269	0.551333333333333
MTX1	0.68675
CENTA1	-0.05775
UNQ9433	-0.182
ATR	-0.321583333333333
DDX49	-0.0928333333333333
PAQR8	-0.5085
C14orf174	0.0995
GBGT1	0.5745
THAP1	1.2475
OR10K1	-0.3295
RASIP1	-0.799833333333333
DPYD	0.1437
DOHH	-0.0105
C18orf45	1.81925
POF1B	-0.4004
ZNF552	1.895
USP32	-1.07025
MED27	-0.6285
C14orf149	-0.923166666666667
PRDX4	-0.392
ABHD12	0.7372
AGT	-2.78275
SLC22A14	-0.70775
C1orf58	1.055
PILRA	-0.62175
ABCF2	-1.32125
C17orf85	-0.0851
TKTL1	-1.1595
FGF1	1.8919
IL6R	0.604166666666667
VPS25	0.10525
CHRNB2	0.83375
COL7A1	-2.0163
LRRC48	3.00966666666667
SPG20	0.651333333333333
COX10	-0.4675
GCA	0.44725
ECEL1	-0.0215
GLG1	0.3745
SRD5A2L2	0.06075
MUTYH	-1.03875
ZNF70	0.33875
L2HGDH	-1.164
GPATCH2	1.46225
ZNF655	-0.432375
ZNF227	0.303333333333333
MCOLN2	1.439
NQO2	-1.08775
KCNQ5	0.229
NEU1	0.7715
QRICH1	0.0705
ZBTB20	1.48783333333333
RPUSD3	-0.73475
EPGN	-0.6955
TSN	-0.491083333333333
SPRY2	-1.73766666666667
LZTFL1	0.34225
GMFB	0.082625
PBEF1	-0.7924
HBG2	-1.6135
TMEM8	0.1845
PALM2-AKAP2	1.31066666666667
NFYA	1.49
FAM108A1	0.63675
PBLD	1.3625
NRG4	-2.605
PIGF	0.1235
PTGER1	1.38525
NOS2A	-0.0193333333333333
C21orf34	0.884833333333333
C21orf51	-0.106
IL17C	-0.1745
TRMT6	0.631333333333333
ETV2	0.0611666666666667
CCDC109A	-0.31725
MYLK2	-0.134
ATP10A	2.0299
DPH4	-0.2875
C5orf5	0.2695
KCNA4	0.157166666666667
NMNAT2	-0.7555
GLYATL2	5.774
LSMD1	0.27625
IL23R	-1.4045
NRF1	-0.04925
MUC15	-0.385833333333333
PRDM12	-2.46
PAQR4	-0.168
RBBP6	-1.0428125
IFI27	5.3055
SKAP2	0.135333333333333
TAGAP	2.755875
TJP3	2.0785
C9orf61	0.0925
IDS	-0.129071428571429
PARG	-0.07875
LOC131149	-0.027
DYRK4	0.573833333333333
MICALL1	-0.01525
GALR2	-0.3125
GPBP1L1	0.359
TBX21	4.61725
KCNJ6	0.585833333333333
GGN	0.09225
CASP5	1.13616666666667
RNF182	-4.67575
BRD4	1.0865
DOK4	-1.055625
SLC46A2	0.744166666666667
SOX9	0.899166666666667
ZNRD1	-0.363666666666667
PRR6	-2.9865
FAU	0.169875
DTNB	0.569166666666667
CARD9	1.677
STS-1	-0.578833333333333
SLC4A5	0.06625
NSBP1	-0.82325
UGCGL2	-0.8255
POTE15	1.3755
NOXA1	0.4235
RP13-347D8.3	1.09275
SAMD10	-0.958166666666667
EP400NL	-1.27525
TCF21	-0.67425
AMELX	-0.38675
JPH2	0.0288
SLA	2.39875
DLST	-1
SEPT12	0.49925
RGS20	-3.1235
LXN	0.6105
ZNF419	0.218625
UPK3B	-0.4135
RELL1	0.0595
ESPNL	1.1485
KLHL21	-0.275125
PI15	0.0375
C2orf61	-0.059
LOC407835	-0.486
RER1	0.05125
ELAVL2	-0.132
MGC26718	0.634
KLF2	2.24175
TNFAIP8L3	0.599083333333333
TFE3	0.386
C11orf17	-0.220375
15E1.2	-1.58575
SNRPC	-0.91225
DLGAP1	0.2835
PGLYRP1	0.02725
OVCH2	-0.1335
IRF7	2.4291
SET	-0.0835
NAB2	-0.665666666666667
LRP5L	-0.44325
FAM120A	0.4488125
ASCL2	0.450333333333333
SHH	-0.599
ATP5H	-0.1785
THPO	1.24966666666667
TYRP1	-4.10333333333333
HIST1H3E	0.784333333333333
EIF2S1	-0.397777777777778
TNFRSF17	-0.507166666666667
TARSL2	0.05075
NKX2-8	0.500375
C1orf115	0.9505
LOC56964	0.493
KIAA0841	-1.2765
ISCU	0.365
TTMA	-0.238
ZNF414	0.1905
LOC441150	0.838
RAB15	0.83825
HBP1	0.668666666666667
TNNT2	-0.916333333333333
CECR5	-0.53275
PHGDH	-3.153
JRK	1.155
XPO4	-0.265375
FAM131C	1.056
ARHGAP25	1.77816666666667
CA9	-2.84255555555556
GPR62	0.158166666666667
TLX1	-0.0543333333333333
GPS1	-0.25875
OR2M2	0.054
BDP1	0.605571428571429
FAM70B	0.828
RPS29	0.442416666666667
MKLN1	0.4826
TSPAN19	-1.854
SLC29A3	0.949
LGALS4	-0.248166666666667
USH2A	-0.151833333333333
NF1	0.0923333333333333
APOBEC3A	3.682
IMPAD1	1.43783333333333
OLR1	3.27383333333333
NRAP	-0.1385
HCFC1R1	0.466
TAOK2	-0.0221666666666667
MCM10	-3.0175
MAP4K3	-0.54325
CBS	-2.44475
CLK3	-0.5889
PCDHGA5	-0.3185
ELF4	0.343125
FAM71A	-0.19875
C11orf49	0.14475
CLIP2	-0.74225
BTBD9	0.9078
ZNF524	1.4285
KDELR1	0.0698333333333333
ZNF509	0.078
NCSTN	1.2165
ZNF533	3.24035714285714
PARP4	0.02875
GALNT9	-0.323666666666667
NPY	-2.0115
BEGAIN	0.4885
TMEM77	0.442166666666667
FOXRED1	-1.5455
SLC16A2	0.125166666666667
SLC35B1	-0.556
GK5	-0.0886666666666667
SDCCAG10	-0.2735
C4orf20	0.25025
SLC9A2	0.35275
ADD1	0.506714285714286
TAL2	1.47766666666667
ACLY	-0.429875
DNAJC1	2.167
SOST	-1.25175
USP43	0.501166666666667
CYP4F12	-1.103
FKBP5	1.81475
CHCHD5	-0.0986
NUDT22	-0.23825
CCDC85B	0.066
OR51G2	0.291
STRN3	0.402785714285714
TMOD2	0.81325
FLI1	0.941
MAB21L2	-1.568
DGKQ	0.21325
VPRBP	-0.0145
SCNN1B	0.1231
ECHDC3	2.0457
TMEM106C	-0.327
CSNK2A2	-1.0295
RPL39	0.2539
HERC3	0.1578
ZBTB47	0.541833333333333
ZNF681	-0.3425
PAGE2	-2.77675
CLIC5	2.74671428571429
RABAC1	1.115
ZFHX2	1.28
YPEL1	1.25883333333333
KIAA0776	0.7265
NR1D2	0.5805
DNAJC4	0.467625
NPNT	3.4263
ZNF677	0.28
ZNF536	-0.5685
MEF2B	-0.0994166666666666
PTPN4	-0.72025
CTCFL	-4.53
STX5	0.335666666666667
CD72	2.963
VEGFA	-1.13373684210526
XRCC1	-0.3487
MAS1L	0.423166666666667
ELL	0.246
SETBP1	0.6285
CDH11	3.84666666666667
NDC80	-2.14061538461538
DMBX1	-3.2895
NRSN1	0.28
BAT2D1	0.4735
CDS2	2.1325
C1orf212	-0.1985
SENP3	-0.914625
IL1F9	-0.0445
EEF2K	-0.237625
COG8	-0.21525
CEP72	-1.54525
OR1L8	-0.008
MUS81	-0.72725
PHYH	0.38625
GGT6	1.368
C22orf23	-0.546416666666667
C13orf33	2.2655
MAPK8IP2	0.87375
NELL2	0.67875
POU3F2	-2.24366666666667
ALPK1	1.743375
MRPS18C	-0.00275
RPLP2	0.507
FGF22	-0.0075
SPNS1	-0.3355
ZFP1	-0.51925
IL1RAPL1	-1.19625
PCSK9	-3.11516666666667
NKX2-1	-0.169571428571429
C6orf189	2.05475
SP4	-0.085
SLC11A1	1.6703
C21orf25	0.8965
ICAM2	0.8975
SH3GL1	-0.337
GSK3B	0.117666666666667
RALB	0.5745
PDXP	-1.6795
GNGT1	-2.37525
KIR2DL1	0.448
TNFAIP3	0.932166666666667
C6orf32	1.6547
CBLN2	3.82825
PANK3	1.678875
TAAR9	0.087
WDR82	0.743285714285714
APOM	-3.404125
TRIP10	-0.059
SPATA16	0.111666666666667
C1orf135	-2.65025
USP51	0.93925
TESK1	0.9325
C11orf64	-0.072375
ZNF611	-0.073
PDE6G	0.03
HLA-DQA1	3.700875
GCLC	-0.051625
SEC61A1	0.221571428571429
TWSG1	0.43125
ZMYND10	2.79775
CTDP1	0.50425
ADAMTS6	0.407666666666667
SLIT1	-1.703
KRT86	-1.001
KIAA0574	0.01175
GTPBP2	-0.6236
PQLC3	0.5865
PRRX2	0.545
C15orf44	0.479333333333333
MKKS	0.821125
C11orf10	0.0315
GPR110	0.482375
CD109	-0.792833333333333
ADCY1	-0.1615
RHBG	-2.68525
TP53I3	0.0705
SLC22A3	-1.302
UCP2	-0.2645
FOXG1	-2.21566666666667
OR2AG1	0.135
TRIM24	-1.24775
PROC	-2.42575
TAAR6	0.17225
AMTN	-1.467
C10orf47	-0.135833333333333
DEPDC1	-2.35
FLJ45557	1.681
ZDHHC17	-0.151875
KIAA1429	1.78433333333333
KCNH1	0.41375
VNN3	1.255
PSMAL	1.61225
PPARD	-0.017
HFM1	-1.199
YBX1	-1.863
ZNF695	-1.74
SCTR	-0.0628333333333333
DCDC1	0.1645
VPS26B	0.4651
MTF2	-0.726333333333333
ATP6V1F	0.50075
CCDC94	0.07825
PERF15	0.361
CCL11	3.50175
LMO7	-0.94725
DCST1	0.0915
ADRBK1	-0.23225
CDRT4	-0.492375
ZNF84	-0.37675
HOXD8	1.8165
STARD8	-0.0485
FOXP2	-0.687625
CCDC103	0.11875
POLR3A	-0.3994
GSC	0.0775
ZNF114	-2.57733333333333
HTR7P	0.7425
LALBA	0.7375
RMND5A	0.166
PSCD2	0.6
ZNF409	0.142
KRTAP1-3	0.218333333333333
MAF1	0.56225
LOC201725	-1.29883333333333
NRN1	-1.832
SPAG5	-3.17316666666667
DNAH7	1.2335
FLJ43860	0.136
BRCA2	-0.83475
ACADM	-0.05525
CXXC6	-2.99375
RAGE	-0.9705
CHMP2A	0.4875
FAM8A1	0.6059
GPR21	0.311
SLC12A3	-2.796
FVT1	0.769642857142857
ZDHHC7	-0.319875
FLJ44048	0.75475
SLC44A3	0.881166666666667
SDSL	1.13233333333333
MMP8	-0.8075
PLA2G12B	-3.26333333333333
ACY1	-0.5315
MT1E	-0.523333333333333
OR4K15	0.347
TECTB	-0.178
GPR20	0.592375
IRAK2	-0.49625
RFPL3	0.06325
MYO9A	0.07625
NARG1L	-0.1795
BLMH	-0.397625
CCDC3	2.75366666666667
C9orf21	-0.222333333333333
KIAA0513	0.460333333333333
MIER2	0.0235
PNMA2	-0.9835
SH3BP2	0.5556
ANXA10	0.10675
RTN2	0.906666666666667
TFB1M	-1.3355
PRPH2	3.57875
C14orf133	0.14425
GOLGB1	0.686833333333333
IRX4	0.51425
NFKBIL1	0.1785
C10orf62	-0.41225
APBB3	-0.43625
RPS10	0.3699
LOC728378	0.54
TLE3	0.797166666666667
PSMB7	-0.820875
MESDC1	0.97
SLC6A1	0.499
OCLN	1.3475
PTTG3	-2.8345
NAGLU	0.3445
SERTAD4	2.31125
SPRY1	1.729
FLJ10781	0.545416666666667
MYSM1	-0.79
TRIM4	0.396285714285714
SH3YL1	0.497375
TREM2	4.14916666666667
SERPINI1	2.96525
HDHD3	0.891125
TMEM38A	0.26
EID2B	-1.32225
TDRD3	0.423833333333333
SEDLP	0.4545
THSD7A	1.97133333333333
NDST3	-1.88475
KLHL15	-0.652833333333333
DHRS12	1.952
FBXO9	0.00664285714285706
TNPO1	-0.323833333333333
MRPL13	0.464
SNX5	-0.611833333333333
METTL6	-0.53125
SOD1	0.600375
CHML	-1.235
PACS1	1.120625
SIRT5	-0.4649
CAPN2	0.048
FXYD5	-0.432833333333333
TWISTNB	0.24575
LRFN1	0.863833333333333
UBE1L	2.661625
UBE1C	0.4075
OR51B2	0.0375
OR4D11	0.0245
C15orf2	-0.1675
NR4A1	-0.472333333333333
LOC339047	-2.34
TRIM17	1.40675
ATP5G3	-0.750714285714286
RPL15	-0.360916666666667
ADAMTS8	1.2475
HOXC4	0.3565
C14orf37	2.3805
CEACAM5	-1.1
MYT1L	0.1375
RASA2	0.23325
OSBPL7	-1.323
STAG1	-0.209
GIMAP4	5.45566666666667
FUT3	1.98683333333333
PIF1	-3.04575
LPIN2	0.4061
SH3PX3	0.98325
PDP2	-0.40475
PAPD1	-0.0775
ERP27	0.756
APOOL	-0.0604
DIABLO	-0.0925
TRHR	0.228
ARMC9	0.09775
RNF152	3.40575
SLITRK3	0.357333333333333
ZNF211	0.3921
PFDN1	0.486875
RGS11	0.417625
HS6ST1	0.5875
AKR1D1	-0.43325
TNP2	-0.0266666666666667
STK31	1.1305
EML4	-0.647833333333333
SGTA	-0.5255
HIST1H2BI	-9.25185853854297e-18
PSMD6	-1.59983333333333
KIAA1257	1.29125
C18orf55	-0.447833333333333
FLJ20273	2.84075
RPL28	-0.0465
EPYC	2.298125
NOX3	-0.526
ELAC1	0.295666666666667
METT11D1	-1.1715
BIN2	0.815833333333333
NACA2	-0.274
CCDC17	-0.41825
HM13	-0.2563
UBOX5	0.286375
UBE2O	-0.4045
UBL5	0.014
APOLD1	1.536
C9orf31	0.072
TNFSF8	0.6875
ARHGAP29	-0.24575
PROKR2	-0.1715
PDE5A	1.5475
C6orf12	-0.0775
TOM1L1	-0.423
WHDC1	0.338
FOXI1	0.195333333333333
RAB4A	1.1233
TMEM39B	-0.572
ATPBD1C	-1.09275
FARSA	-0.406666666666667
PLEKHG5	0.145
CMAS	-0.9895
OR7E24	-0.6065
SLC30A1	0.5325
CDC42EP5	1.43416666666667
PLAC1	-0.104
KLHL18	-8.33333333333346e-05
LBA1	1.6142
TAZ	-1.01775
CRIP2	1.124625
BTBD11	-0.662833333333333
C16orf72	0.23075
DIO2	2.6034
LRRCC1	1.13816666666667
CCDC136	-1.875
PRX	-0.271
RBM5	0.1289
TMEM85	-0.02125
TUBGCP4	-1.17066666666667
APLN	0.955125
CDK7	-0.159666666666667
SSR2	0.969666666666667
CRELD1	-0.22425
C19orf46	2.416
GAL3ST4	1.18416666666667
KBTBD10	0.422
IL28A	1.762
WDR27	-0.884
MCM2	-1.70983333333333
SOX14	-0.166
FLJ39743	0.2695
KIAA0922	0.42575
HIPK4	0.246
FLJ25758	0.259
C16orf57	-1.03641666666667
PDZD2	1.839875
MCC	1.215
HHLA3	-0.197
ID2	-0.069
C20orf23	2.6175
ZNF688	1.049
APOC2	-0.9535
LOC440093	-0.05875
FAM50B	2.10366666666667
PWP1	-0.62
DNAH10	0.60275
HIST1H2BA	-0.08375
GPR56	0.282166666666667
METAP2	-0.610875
PAN3	0.646333333333333
STXBP4	0.386
PDHX	-0.231
MTA1	0.0434166666666667
ZBED4	0.125125
ZNF720	0.11175
CDK2	-2.204375
RHOJ	1.290375
CDC37	-0.2605
ZER1	0.431375
GRK4	-0.052
PRPH	-0.4645
POLR2A	0.024375
OGFOD1	-0.941
NOL5A	0.7305
PHEX	2.286
FLJ16478	0.15925
C20orf117	-0.868
CAMTA2	-0.2375
C11orf74	0.848333333333333
DDX17	0.346916666666667
C5orf27	0.046375
PLEKHA2	-0.2156
PDE4DIP	-0.2668
SCN7A	0.416
ZNF559	0.252833333333333
CXCL10	4.22725
ZMYM4	0.366833333333333
STK32B	-0.1336
KIAA0888	-0.6862
TACR3	0.597
CKAP2L	-2.11825
KIF1A	-1.35133333333333
RSPRY1	0.38925
VCAN	1.74675
CYP27C1	0.191
SYDE1	-1.03166666666667
MED12L	-0.8245
ZDHHC21	1.341
NHS	-0.06
TM9SF3	1.36233333333333
DDHD1	-0.19975
MAFG	-0.964166666666667
BICD2	-0.055
C14orf119	-0.0731666666666667
C14orf43	0.295285714285714
CDH7	-1.2405
ALKBH5	0.219285714285714
JUP	1.219
TMEM41A	-0.0633333333333333
MAMDC4	-1.4195
CBX3	-0.41625
LRRC18	0.278
RBMXL2	0.04975
PLA2G4D	0.349166666666667
FGF13	0.117125
KIF3A	1.10583333333333
PDIA6	-0.829
DCXR	0.43375
CASKIN2	0.406916666666667
EHD1	0.830333333333333
MARCKSL1	0.655166666666667
ZNF496	0.460166666666667
SCAF1	0.23
KCTD8	-0.49925
TRAF3IP3	1.49114285714286
LSR	1.44275
CXorf1	0.00833333333333334
C14orf112	0.404666666666667
EIF2B1	-0.45125
OMP	0.2615
GSTZ1	-0.3505
LOC92017	1.0655
ISLR2	1.6205
C12orf36	0.2315
GATA2	-1.55733333333333
GABRA5	-2.9005
CELSR2	-1.08892857142857
STAM2	0.4436
TNAP	0.0725
PTPMT1	-0.439333333333333
GRP	7.03975
SV2A	-1.31866666666667
MAGEA12	-4.20875
CACNG1	1.3075
C18orf19	-0.7645
GSG1	-0.5565
PTPRJ	0.161285714285714
FRMPD1	-0.016
ZNF668	0.46275
PLEKHJ1	-0.745
ADAT1	-0.7646
TMEM50A	0.377
UCN3	0.224
HOOK1	1.193375
IL17B	0.2785
MLKL	0.292166666666667
TTC14	-0.00233333333333333
KLHL5	-0.477125
CRYL1	0.885666666666667
FOXH1	-0.2465
NFYB	0.077
