Hybridization REF	TCGA-A2-A0SU-01A-11R-A084-07
ASXL3	-2.5385
RPIA	0.22125
RFXDC1	0.88775
HIST1H1B	-1.38475
ZNF701	1.22725
KCNT2	-0.166
CCDC36	-0.579125
SLC11A2	0.217125
NBEAL2	-0.5615
RP4-691N24.1	-1.7025
TYROBP	3.6615
PLA2G2F	-0.129
TCP11	0.45425
OR4K13	0.417
C15orf21	-0.394
OR4F15	0.8935
FAM108C1	-0.6673
ASAM	-2.99125
NPHP4	0.3475
SFRP5	-0.0861666666666667
OR56A3	-0.2075
EBAG9	0.196833333333333
LOC100101267	-0.174
UROD	-0.694166666666667
ARL9	0.8885
PDE2A	-1.0355
TUBB2A	-0.223166666666667
RPL36	-0.1435
ASPM	-2.15628571428571
RBCK1	0.500666666666667
AFF2	-0.3785
STARD6	0.322833333333333
ZDHHC8	0.2925
EXOD1	-1.0943
PLXNA2	0.959666666666667
ACTL6B	0.5265
ANKRD41	-0.985166666666667
IL2RA	2.55325
PNRC2	0.8955
DENND2C	0.52725
STXBP5L	-2.3555
TBCC	0.273
NSF	0.5305
KCNJ1	0.333166666666667
KIF2B	0.4445
KRT73	0.1475
C7orf47	-0.601
NFASC	0.0943333333333333
SFRS15	-0.3065
CLCA4	0.863833333333333
ZNF597	-0.319833333333333
SCGB1D1	4.6555
LONRF3	-2.6745
OR2J3	0.1385
SMURF1	-0.3605
C14orf102	0.83725
HNRPDL	-0.0251
ANKRD39	-0.46825
BTNL8	-0.38375
CSTF2	-0.8185
CABP4	0.1085
TMEM95	0.471
HTR1F	-0.2575
SCPEP1	0.85225
PRSS12	-1.538
SLC28A2	-0.2335
INHBA	2.2285
RP11-298P3.3	-1.13
UGDH	0.438666666666667
SLC36A1	-0.44
PLCB1	-1.45783333333333
SEPP1	0.617333333333333
SRXN1	0.724375
LOXL2	-1.08525
SERPINA7	-5.53066666666667
LOC201229	2.095
CHRNA1	0.705
DENR	-1.24666666666667
RARRES2	0.83
SENP2	0.099625
XPNPEP1	-0.22225
PCGF5	-0.26255
HIST1H1T	0.5405
CDK5RAP1	-0.0895
PRKG1	1.18564285714286
RASGRP1	-0.0519
CFI	-0.817166666666667
KIR2DL3	0.65
FOXRED2	-1.57464285714286
FABP1	-6.53275
TRIM7	-2.32
CYP20A1	-0.496272727272727
CYTL1	-1.30725
SORBS1	-0.067
PEA15	0.905928571428571
GUCY1A2	0.953
ZSWIM2	0.2785
PH-4	1.465375
PACSIN1	-0.171875
LOC152586	0.778
UMODL1	-0.853
KREMEN1	-0.189375
FLJ35773	4.745
RFPL4B	-0.49825
SNAP23	0.337
STXBP6	-1.782
C6orf115	-0.303
ZBTB33	-0.719
CHST9	1.12433333333333
MGA	-0.3211875
FAM128B	-0.2484
GPR4	3.46933333333333
KIAA1957	2.0185
GSTK1	0.7455
CLCN5	-0.30625
FBXW5	-0.15425
FUSIP1	-0.737142857142857
MAG	2.0685
FLT3	5.47783333333333
STRA8	0.793
SERPINB4	-1.2745
JMY	-1.01166666666667
DLK2	-0.509833333333333
ZNF451	-0.6436
HES6	-1.16925
FGF9	-1.59825
VNN1	-0.933166666666667
SRPK2	1.0974
ALDH3A1	-2.1585
CDX4	0.021
SPG21	1.4235
ZNF302	-0.7433
DOK3	0.020375
GRIN1	0.589428571428572
OR1A1	-0.201833333333333
CALU	-0.237666666666667
ANKFY1	-1.87
C9orf84	-0.423
CLEC2L	0.26075
LIMCH1	0.0674166666666666
RWDD1	0.343166666666667
VHLL	0.29225
SLC18A2	0.6375
UPK3A	-0.4285
FIP1L1	-0.48775
LENEP	-0.198666666666667
RHOB	1.99633333333333
RIBC2	-0.039
GNPNAT1	-0.580625
TBC1D10C	-0.22575
MMAA	0.7885
INTS9	0.3635
HOOK2	0.346
CCNG1	-1.16833333333333
CCDC144B	-0.1235
MTMR7	0.9315
NEU4	-2.61233333333333
HADH	-0.363625
CCKAR	0.4505
TMEM173	0.8735
AFAR3	1.329
PTH2R	1.067
IFI30	0.297
GLUL	1.685
TMEM71	0.849
C20orf165	-0.41075
BFAR	0.4295
ZNF14	1.14925
KLHL8	-0.187285714285714
PPIL2	-0.899166666666667
CTA-126B4.3	-0.646333333333333
C5orf37	-0.163375
SLC27A4	-0.178166666666667
KLHL22	-0.2195
GJB2	3.4144
HSPBP1	0.118625
PRKD1	-0.528
SOX8	0.00612499999999999
KIAA0195	-0.0501666666666667
MICALCL	1.26433333333333
ICAM1	-0.00325000000000002
C10orf126	0.2525
SIX4	0.203375
BCL2L1	-0.1704
CD19	-0.763166666666667
RAPGEF3	1.81633333333333
KIAA0974	0.00875000000000001
MAPK3	1.12566666666667
OR10A3	0.3555
MAP2K1IP1	1.005
STK4	-0.624055555555555
CHIC2	0.8465
DLX5	0.00966666666666668
ZNF367	-1.33775
FBXO41	-0.8955
ADK	-0.935
hCG_1995786	-0.506
GTPBP10	-0.7275
TGOLN2	0.815875
CTBS	0.537166666666667
FGD1	-0.12825
ETS1	-0.184166666666667
EDC4	-0.422875
GSTA3	-0.797
HOXB6	-0.694833333333333
C9orf131	-0.0375
BCAS1	1.3665
U2AF1L4	-0.908
PDHA2	0.0601666666666667
SORD	0.546625
SLC25A33	-0.3895
WDHD1	-2.11075
OR8K5	-0.338
RNASE11	-0.9865
STAP2	0.75625
TRIM44	-0.1125
CHCHD8	-0.5785
SIDT2	0.25
OR2B3	0.0895
TRRAP	-0.69
TRAF1	-0.169833333333333
RYR2	-1.81375
FAM71B	0.735333333333333
SLC45A4	0.52775
TRIM32	0.975875
ATP6V1G1	0.68025
TRA16	-0.280875
SERHL2	0.8975
PRKY	-0.961833333333333
NPR2	-0.66975
TAS2R40	0.034
OR5I1	0.3595
ZFYVE26	-0.209833333333333
WFDC11	0.0365
CSH2	0.128
OR2T8	0.06375
TBX20	0.227
LYPD5	1.94533333333333
STOML2	-0.719833333333333
ALPI	0.02175
FAT3	0.105375
ZNF273	-0.9216875
NPSR1	-0.3495
FLAD1	-0.146333333333333
RAB5C	-0.212375
TTLL3	-1.922625
KIAA1618	-0.465833333333333
NPPC	2.1845
ZEB2	0.388
MRP63	0.357875
WSCD2	-0.67075
NEUROD4	-0.15425
SNAPAP	0.5705
MTMR2	-1.11176470588235
STK35	-0.50025
USP48	-0.356125
NR1H4	-3.2515
RASL10A	1.2995
SSTR1	-3.0425
C1orf35	-0.66325
APOBEC3C	-1.546
RUSC2	0.328833333333333
SALL4	-2.481
ZCCHC8	-0.69725
RAD17	0.124
ZNF708	-0.481666666666667
LILRB5	1.503375
TEX12	-0.0875
C9orf79	-0.125
ARHGEF1	-0.2925
ABCA4	-0.258333333333333
RNF214	-1.2565
PPAPDC2	1.3525
ARID4A	0.09
SYCP2	0.95325
OPRM1	0.1655
RP13-102H20.1	-3.882
CYP26B1	-0.182
APCDD1	1.36783333333333
PCCA	0.1115
ALS2CR7	0.1225
AQP5	2.47216666666667
YLPM1	0.089625
PRKAR1B	-0.6115
IL16	0.883222222222222
TCF3	-1.393125
ZSWIM7	1.00225
SERPINE1	-1.3085
BAI2	0.87
SMC5	-0.801285714285714
SMN1	-1.03833333333333
SLC13A5	-2.06525
POU2F3	1.38625
BACH1	-0.951
GMCL1L	0.319
PPP2R2D	0.34725
LRRC51	1.66983333333333
EDARADD	-1.082
LRRC3	0.241
FAM124B	1.05375
C20orf70	0.2815
LOC285735	-1.352
CTBP2	1.4987
ZMYND11	1.319375
CDH23	0.725916666666667
OR1N1	-0.014
LOC400590	-0.38825
PDK1	-2.883625
LMTK3	0.8375
USHBP1	1.018125
ZFYVE21	1.0585
hCG_21078	0.243625
OAF	-0.85225
WDR41	-0.7615
SPINK6	-0.91075
GDEP	0.3505
MEG3	-1.3732
OXSR1	-0.0236428571428571
RAD51	-2.649
RPL13A	0.594
DYRK1A	0.0498
FLJ25791	1.20575
SARDH	0.1579
RBBP5	-0.0651666666666667
ORC2L	-1.60075
NCAPH2	-0.9865
RNASET2	-0.726166666666667
WDR79	-1.09
FLJ39779	-0.8575
C3orf1	-0.0765
DDX23	-0.042
MGC40574	0.69925
MORC4	0.1745
MYRIP	1.84572727272727
LY6E	0.359
SLC39A11	1.4915
ATP12A	-0.0955
AUP1	-1.02925
PIP	5.298
CORO7	0.128
PITPNM3	-0.96
ENPP1	-0.506
PPP1R1C	-2.98583333333333
NRBP2	-0.567875
KCNE2	0.1625
P2RX4	0.9815
CCND2	-1.71171428571429
OR5T3	0.485
CUL4A	-0.4795
CFB	3.07925
PCP4	-2.94466666666667
HEMGN	-4.95316666666667
UBIAD1	0.1505
CDC42BPB	-0.305
CYB561D1	1.357
RIMS2	0.70825
ZNF488	-1.1435
RNMTL1	-0.0645
SART3	-0.440166666666667
CAPN10	-0.978142857142857
CCR5	3.6445
APOA1BP	0.097
NDUFS5	-0.52225
PDLIM3	2.4751
VPS24	1.1467
SCN8A	-1.238125
C1orf67	-2.67966666666667
MRCL3	1.01316666666667
TMEM145	-1.138
KCTD16	-0.3785
RNF149	1.002
FDXR	-0.49175
CDCP1	1.55066666666667
PAX3	-2.7471
LASS4	2.1585
HSD17B8	-0.32525
YAP1	-0.4715
NNT	-1.03775
SC5DL	-0.25825
DKFZp566H0824	-1.5
KSR2	0.0811666666666667
RAD21	-0.226533333333333
ST8SIA2	0.8775
L3MBTL3	0.15675
SNRPB	-0.89125
MGC14425	-0.32975
MIF	-0.58625
TAPT1	2.308875
IRF8	1.9018
PRO0132	0.7095
HERV-FRD	0.1265
ACD	-1.40233333333333
BCL3	1.316
SPATA13	2.0185
MRLC2	0.89375
F2RL3	0.32975
CFHR3	2.1855
DUSP15	0.475833333333333
TMEM46	0.5105
SF3B4	-0.526833333333333
MAP7D3	-0.963
STELLAR	-0.291
SEMA5A	1.0006
H2BFS	0.1595
LRRC28	1.07516666666667
MORN2	1.122
XYLB	-0.852125
WDR21C	0.11475
HIATL1	-0.08975
ADAMTS10	0.2685
WDR55	-0.47025
MFSD5	0.933833333333333
OR4N2	0.618
DUSP16	1.01133333333333
NLGN4Y	-1.1797
INHBC	0.305
NUMA1	1.34475
DEFB123	0.31175
GIPC1	0.35325
MGC27348	-0.202
FLJ33590	0.4335
FZD1	3.0599
MKL1	0.340666666666667
SAA2	3.01825
C1orf94	-1.549
C7orf28B	-0.243
TMEM185A	0.7516
ZZZ3	0.26
C16orf5	0.886166666666667
GALNAC4S-6ST	1.571
C1orf186	1.45675
IGFBP4	1.4645
NDUFA10	0.827666666666667
CLIC2	0.2835
RNF13	1.0135
GPR103	-0.5095
CD69	-2.054
MYOZ1	0.76875
IFNB1	-0.2675
CLNS1A	-0.69825
CXorf45	-1.61875
ZXDB	0.2465
FUNDC2	0.1265
GPA33	-0.495
C9orf70	0.29875
SLC2A9	-0.65675
LOC126520	-0.476
MAGEB1	-0.87775
LCE2A	-0.4245
C18orf34	3.1435
FMNL2	-2.051875
KRT85	0.68975
CRYGA	-0.147
GEM	1.082
THAP6	1.4513
ALKBH3	0.8395
TM6SF2	-0.1185
C20orf82	2.42
RANBP2	0.197
LIG3	-0.0843
RETSAT	0.530125
OR8S1	0.6385
CAST	-0.84375
TGFBI	-0.8602
C15orf37	-0.20675
PGM3	-1.109
SLC4A11	-1.7465
FAM123C	0.0273333333333333
TAOK1	0.96275
CISH	1.473
OGDHL	-3.39775
SPINT2	2.35866666666667
ZNF33A	-0.068
CLDN18	0.1125
RNF128	-1.19125
CCDC71	-0.975
RASSF6	1.58433333333333
HSPG2	0.6635
ATP6V0E1	1.207875
ABHD6	0.2785
CD274	0.1005
GCNT1	0.11175
NT5C1A	0.195333333333333
TM4SF5	-3.74025
C21orf58	-1.6065
SUCLA2	-0.164
RFTN2	2.081
SCNM1	-0.266
SLC9A10	1.7415
FUNDC1	0.52275
SLC35F4	-1.549
AMD1	-1.418
COL6A6	2.7175
OR4K2	0.00650000000000001
TRIB2	-0.679166666666667
LOC91461	-2.3275
GHSR	0.493
ATP8B1	1.688375
C1orf78	3.167
RNF183	2.2
STX4	0.7997
TPPP2	-0.2765
MYBPHL	-1.305
TXNDC6	-0.00570000000000004
C9orf47	-0.135
FAM137B	-0.6325
FANCB	-1.70525
C11orf9	-1.57275
DPY19L1	-1.677625
VDAC2	-0.480833333333333
VHL	-1.601
LMBR1	0.432375
C8orf44	-0.4505
ZPBP	0.1615
FGF23	-0.3835
C21orf67	0.2395
PCNT	-1.399875
BCKDHB	0.3832
GALNTL5	0.20125
BET1	-1.011125
ARL13A	-0.603
HDAC6	-0.600875
N4BP3	0.541833333333333
OTOP1	0.2725
TTC30A	2.012875
CRISP1	0.7585
KRT32	0.459
VSTM1	0.148
ZNF622	-0.0835
POLR3B	-0.1541
DNAJC10	0.252875
C12orf54	1.9365
ADIPOQ	1.44733333333333
RIT2	0.81475
CD44	0.431
ABCA3	3.078375
RPS17	-0.91925
FEZF1	0.044
PCDHB15	0.18425
KCNMA1	1.23190909090909
CCDC116	-2.195
C15orf27	-1.7605
NARG2	-0.9364375
ITGA5	-0.93225
MEFV	0.6875
TUT1	-0.121625
LOC541473	-0.351
NMBR	-0.0325
GLT1D1	-2.53316666666667
ABCB7	-0.305
PFKP	-2.54209090909091
C9orf91	1.5068
LRRC41	0.5575
C1orf85	0.0486666666666667
ATP5F1	-0.462125
STOX1	-0.2565
GFOD2	0.46675
SLC25A3	-0.3815
ZNF646	0.7946
ZAR1	-0.759
OSTbeta	-1.846
GALNT3	1.77275
IFT122	0.3155
LDB3	0.3587
GARNL1	0.477928571428571
HOMEZ	0.396333333333333
LRRC6	2.12375
ANGPTL5	-1.94175
UBAC1	-0.197
DLEU7	-0.493333333333333
RPL19	0.00312499999999999
TOP1MT	-1.179
LOC643641	0.0645
MBD3L2	0.2815
NTSR1	0.3575
WISP2	-0.79425
GPSM2	-1.57125
RDH10	-0.3691
PRKCG	0.189
HIST1H4J	0.7955
MON1B	0.2797
MLF1IP	-1.45383333333333
ZNF446	0.77975
COL4A5	0.1688
SLC26A1	0.420071428571429
RGN	-1.62175
CCNB1	-2.51925
C9orf165	1.093
CCDC28B	-0.316
CCDC97	0.90675
FGR	1.7235
MSRB3	0.7587
EPN2	0.4005
COX15	0.0143333333333334
KCNK6	0.3338
XK	-4.69575
GDA	-3.842125
HEPH	-0.5315
THRAP3	0.689
MET	-1.59885714285714
PHYHIP	0.358
LYAR	-1.56433333333333
ING3	0.37325
AK7	0.0355
CCT8L2	0.1035
COPS7A	-0.0691666666666667
WSCD1	-0.51825
RNF185	0.81375
TNS3	0.5575
KNDC1	0.372833333333333
RWDD4A	0.468833333333333
MED13L	1.4705
ZFYVE1	0.79025
C7orf44	-1.843
MRPL1	-0.5575
STGC3	-1.793
TEAD1	-0.918833333333333
RPL7A	0.02
ARL6IP1	1.0349
C1orf178	-0.3875
CTAGE5	0.581916666666667
TMEM184A	-0.243166666666667
SLC25A14	0.214
CACNG5	0.14725
ATXN10	0.0981
ECH1	-0.0614
CCL22	0.85725
CYP2F1	-1.22683333333333
GADL1	0.929
TMEM19	-0.579
RUNX3	0.319
EFNB1	0.363666666666667
LIPN	0.6615
ACSM3	-4.295
SIGLEC8	0.391666666666667
ASCC3L1	0.22375
NOL8	-0.173125
RELT	-1.33516666666667
Magmas	-0.30825
PPP1R15B	-0.6997
C11orf2	0.314
VKORC1	-0.0341666666666667
MGC26647	0.57375
TRPM6	0.85875
UGT2B7	-1.14966666666667
FEV	-0.268
FOXK2	0.0579
PDCD5	-1.09633333333333
SLC8A1	2.2712
DGUOK	-0.5285
CLDN16	1.017
GAGE1	-0.72
RBM17	0.4735
C1QTNF3	1.6105
VGLL3	-0.218
UNQ5830	-0.1035
CD1A	-1.24283333333333
SCGB1C1	0.651
SUPT4H1	0.6385
TRAF5	-0.48175
ASAHL	1.03575
FAM73A	1.731
OR6B1	0.465
WHSC1	-1.4824
GFPT2	0.0905
LOC339809	1.3405
STARD5	0.0538333333333333
SIP1	-1.43325
DNAJC15	-0.44725
STAU2	0.8899375
FAM98A	-0.083125
RAD23B	0.214375
LRRC33	-0.923
CHRAC1	-0.084
C21orf89	0.318
C19orf43	-0.00133333333333332
KLK8	0.7435
CCNE1	-1.88525
PKDREJ	0.174166666666667
SSU72	0.662
C17orf73	-0.0155
GPR78	1.5
WHSC1L1	0.6643
GSTA2	-0.91125
SMUG1	0.0736666666666667
UFM1	0.1792
AP3M2	0.184083333333333
USP14	-0.414875
FBXL14	1.34666666666667
DSTN	0.759
SFRS14	-0.71625
FBXO31	-0.433333333333333
C12orf40	0.176
FRS2	0.386
NR2E3	-0.6655
TUBB2C	0.03425
GMPR	-1.03483333333333
C9orf139	-0.2805
ING5	-0.383714285714286
LOC730092	-0.837833333333333
ORM1	-3.73525
RP11-11C5.2	-0.88725
HSPD1	-0.7724
PIWIL3	-0.29125
C5orf13	-0.2785
OR5R1	-0.751
LCOR	0.83425
PLEKHA9	-1.059
CCDC43	-0.30725
ZNF232	-1.44225
SLC6A7	0.2975
ADH5	0.230916666666667
SHBG	-1.27983333333333
CROCCL2	-1.092
PANX3	-0.395
CDIPT	1.496
SLC16A5	1.18375
TUBB	-0.986125
TOR3A	-0.4437
PREP	-0.263
ENTPD8	0.0408571428571428
CHMP1B	0.2175
SYT12	-0.0917
MYH6	-1.572
MAP3K13	1.00933333333333
KLHL30	0.179333333333333
LCMT1	1.266125
EIF1AX	0.298416666666667
FOXD4L1	1.3655
SLC24A5	-1.4755
RNF166	-0.729
TJAP1	-0.226
TMEM156	-0.896166666666667
ZNF239	1.093
SNX19	0.1603
GKN1	0.289
FCN1	2.21
C1QL1	-1.359
ATP11C	-0.391625
ZNF35	0.20625
CARD8	0.1235
LIMD1	-0.778333333333333
KIAA0286	-1.424375
XRN2	-0.377
CD6	0.600333333333333
TOX3	1.532625
ZSCAN4	-1.03433333333333
RSRC1	-1.0805
COG1	0.852
PTRF	0.6376
C16orf35	0.210875
FBXO24	0.14725
CHST11	-0.82375
THRB	-0.6688
MYBPC1	0.41
RNF39	2.031
PSMD11	-0.81375
ALAD	1.19683333333333
EN1	0.54975
SLC9A9	0.74325
GSTM4	0.3202
CDC42BPA	0.0372631578947368
RCSD1	-0.3555
LUC7L2	-0.0428
SPTBN1	0.5043
LOC146167	0.288
BAT5	0.4733
ZNF452	0.132125
LSM4	-0.279
SRP72	-0.2793
SGK269	0.393416666666667
MTX1	0.0365
CENTA1	0.12375
UNQ9433	-0.4715
ATR	-0.748833333333333
DDX49	0.0186666666666667
PAQR8	-0.881
C14orf174	-0.10975
GBGT1	-0.23675
THAP1	0.297
OR10K1	-1.024
RASIP1	-0.4615
DPYD	0.2106
DOHH	0.3825
C18orf45	2.03025
POF1B	-0.0787
ZNF552	3.2325
USP32	-0.390875
MED27	-0.434
C14orf149	-1.44866666666667
PRDX4	-1.13233333333333
ABHD12	0.0247
AGT	-4.214
SLC22A14	-0.59275
C1orf58	-0.323
PILRA	-2.19925
ABCF2	-0.641
C17orf85	-0.4498
TKTL1	-0.73425
FGF1	1.83005
IL6R	-0.0853333333333333
VPS25	0.25625
CHRNB2	0.2575
COL7A1	-1.7308
LRRC48	3.71283333333333
SPG20	0.312083333333333
COX10	0.23875
GCA	-0.30775
ECEL1	-0.396666666666667
GLG1	-0.419166666666667
SRD5A2L2	0.06925
MUTYH	-1.55925
ZNF70	-0.6575
L2HGDH	-1.45225
GPATCH2	-0.27125
ZNF655	-0.236
ZNF227	0.102166666666667
MCOLN2	-0.117833333333333
NQO2	-0.544
KCNQ5	-0.0205
NEU1	0.974166666666667
QRICH1	0.12475
ZBTB20	0.8455
RPUSD3	-0.81225
EPGN	-1.32283333333333
TSN	0.44725
SPRY2	-0.884
LZTFL1	1.05225
GMFB	0.088625
PBEF1	-1.1947
HBG2	-2.45075
TMEM8	-0.01975
PALM2-AKAP2	-0.234
NFYA	-0.08425
FAM108A1	0.559
PBLD	1.16925
NRG4	-2.17375
PIGF	-0.39725
PTGER1	0.14625
NOS2A	0.47
C21orf34	-0.235
C21orf51	-0.44825
IL17C	-0.1645
TRMT6	-0.151
ETV2	0.0633333333333333
CCDC109A	0.28625
MYLK2	-1.8325
ATP10A	0.5583
DPH4	-0.387
C5orf5	0.031
KCNA4	0.09
NMNAT2	-0.0295
GLYATL2	2.2125
LSMD1	-0.33975
IL23R	-1.1395
NRF1	-0.11325
MUC15	0.870166666666667
PRDM12	-1.211
PAQR4	0.371571428571429
RBBP6	-1.3665625
IFI27	2.41925
SKAP2	0.180166666666667
TAGAP	1.435125
TJP3	2.4655
C9orf61	1.18775
IDS	-0.258642857142857
PARG	0.00725000000000001
LOC131149	0.1915
DYRK4	0.219166666666667
MICALL1	-0.81225
GALR2	-0.216
GPBP1L1	0.535125
TBX21	3.14875
KCNJ6	0.310666666666667
GGN	0.6225
CASP5	-0.124666666666667
RNF182	-2.874
BRD4	0.61525
DOK4	-0.677625
SLC46A2	0.624666666666667
SOX9	2.07083333333333
ZNRD1	-0.3625
PRR6	-3.08825
FAU	-0.178375
DTNB	1.3495
CARD9	0.32225
STS-1	-0.861666666666667
SLC4A5	-0.245625
NSBP1	-1.87875
UGCGL2	1.2765
POTE15	0.97
NOXA1	-0.113
RP13-347D8.3	1.0355
SAMD10	-0.189
EP400NL	-0.591
TCF21	-0.3215
AMELX	0.157
JPH2	0.366
SLA	1.47575
DLST	-1.01
SEPT12	0.85025
RGS20	-3.711
LXN	0.2175
ZNF419	-1.036875
UPK3B	-0.466833333333333
RELL1	2.49825
ESPNL	-0.806
KLHL21	0.410625
PI15	0.882
C2orf61	-0.443
LOC407835	-0.258333333333333
RER1	0.258666666666667
ELAVL2	-0.0965
MGC26718	-0.8415
KLF2	2.6365
TNFAIP8L3	1.36891666666667
TFE3	0.40375
C11orf17	-0.19375
15E1.2	-1.9355
SNRPC	-0.98825
DLGAP1	1.34925
PGLYRP1	-0.142
OVCH2	0.0935
IRF7	0.5646
SET	-0.1561
NAB2	-0.0005
LRP5L	-1.4275
FAM120A	0.720625
ASCL2	-0.537666666666667
SHH	0.00649999999999998
ATP5H	0
THPO	0.95
TYRP1	-2.94633333333333
HIST1H3E	0.444666666666667
EIF2S1	-0.5205
TNFRSF17	-2.2974
TARSL2	1.51325
NKX2-8	0.574625
C1orf115	2.259875
LOC56964	0.7655
KIAA0841	-0.70725
ISCU	0.4895
TTMA	-0.653
ZNF414	0.539
LOC441150	0.1045
RAB15	-0.625
HBP1	1.37533333333333
TNNT2	-1.8875
CECR5	-1.15475
PHGDH	-2.629125
JRK	-0.3124
XPO4	-0.609
FAM131C	1.28
ARHGAP25	1.1055
CA9	-3.12244444444444
GPR62	0.498666666666667
TLX1	0.00266666666666667
GPS1	-0.009
OR2M2	-0.129
BDP1	-0.0041428571428571
FAM70B	0.6045
RPS29	-0.0954166666666667
MKLN1	0.0874
TSPAN19	-2.022
SLC29A3	0.8084
LGALS4	-0.493
USH2A	0.315833333333333
NF1	0.0983333333333333
APOBEC3A	0.0168333333333334
IMPAD1	-0.271333333333333
OLR1	1.06983333333333
NRAP	0.321
HCFC1R1	0.896
TAOK2	0.981333333333334
MCM10	-2.60116666666667
MAP4K3	0.200666666666667
CBS	-2.604875
CLK3	-0.6711
PCDHGA5	0.166
ELF4	0.044875
FAM71A	-0.24175
C11orf49	0.6505
CLIP2	-0.6885
BTBD9	0.7616
ZNF524	1.69475
KDELR1	0.35
ZNF509	-0.0665
NCSTN	0.5515
ZNF533	-0.130428571428571
PARP4	1.7815
GALNT9	-0.026
NPY	-2.036
BEGAIN	-1.875
TMEM77	-0.0288333333333333
FOXRED1	-1.46933333333333
SLC16A2	-0.188
SLC35B1	-0.43175
GK5	-1.09191666666667
SDCCAG10	-0.888
C4orf20	0.07725
SLC9A2	-0.53475
ADD1	0.579071428571429
TAL2	0.8805
ACLY	1.029
DNAJC1	0.324
SOST	-1.6265
USP43	0.353333333333333
CYP4F12	-1.2945
FKBP5	-0.560875
CHCHD5	0.8539
NUDT22	-0.38
CCDC85B	-0.14975
OR51G2	0.556
STRN3	0.763428571428571
TMOD2	0.82875
FLI1	0.5415
MAB21L2	0.122833333333333
DGKQ	0.52025
VPRBP	0.334333333333333
SCNN1B	-0.1519
ECHDC3	2.108
TMEM106C	-0.78225
CSNK2A2	-0.4675
RPL39	-0.1202
HERC3	-0.1568
ZBTB47	0.642
ZNF681	0.3195
PAGE2	-3.02175
CLIC5	2.82164285714286
RABAC1	1.0525
ZFHX2	1.098
YPEL1	-0.0941666666666667
KIAA0776	0.632
NR1D2	1.05375
DNAJC4	0.783375
NPNT	2.6645
ZNF677	0.156
ZNF536	-0.4675
MEF2B	0.0205
PTPN4	-0.34025
CTCFL	-4.04
STX5	0.431
CD72	1.30425
VEGFA	-1.51973684210526
XRCC1	-0.3844
MAS1L	0.585666666666667
ELL	0.125
SETBP1	0.96525
CDH11	3.37266666666667
NDC80	-1.82784615384615
DMBX1	-2.655
NRSN1	0.458333333333333
BAT2D1	-0.540625
CDS2	1.3405
C1orf212	0.00233333333333334
SENP3	-1.181125
IL1F9	-0.3755
EEF2K	-0.04575
COG8	-0.47925
CEP72	-2.093
OR1L8	0.3025
MUS81	-0.898
PHYH	0.614
GGT6	0.935166666666666
C22orf23	-0.473083333333333
C13orf33	2.09175
MAPK8IP2	1.63525
NELL2	4.072
POU3F2	-3.05066666666667
ALPK1	0.590375
MRPS18C	-1.34525
RPLP2	-0.523875
FGF22	0.0335
SPNS1	0.180833333333333
ZFP1	-0.25625
IL1RAPL1	-0.8865
PCSK9	-2.89166666666667
NKX2-1	0.286857142857143
C6orf189	2.15775
SP4	-1.0135
SLC11A1	0.8
C21orf25	-0.587166666666667
ICAM2	1.133875
SH3GL1	-0.413333333333333
GSK3B	-0.142333333333333
RALB	1.11325
PDXP	-1.32183333333333
GNGT1	1.083125
KIR2DL1	-0.0015
TNFAIP3	0.258583333333333
C6orf32	0.4911
CBLN2	5.16725
PANK3	0.275875
TAAR9	0.785
WDR82	0.639
APOM	-2.7445
TRIP10	0.067
SPATA16	-0.1145
C1orf135	-2.06475
USP51	1.03
TESK1	0.91125
C11orf64	0.301875
ZNF611	-0.352
PDE6G	0.496666666666667
HLA-DQA1	3.54875
GCLC	0.470625
SEC61A1	0.0974285714285714
TWSG1	0.238833333333333
ZMYND10	3.645
CTDP1	0.31475
ADAMTS6	-0.532
SLIT1	-1.75375
KRT86	-0.996
KIAA0574	0.14525
GTPBP2	-0.7285
PQLC3	0.71375
PRRX2	0.00666666666666667
C15orf44	2.14366666666667
MKKS	-0.13725
C11orf10	-0.732
GPR110	1.501
CD109	-0.226
ADCY1	0.0208333333333333
RHBG	-3.46075
TP53I3	-0.338125
SLC22A3	-1.4216
UCP2	-1.3885
FOXG1	-2.02516666666667
OR2AG1	0.3025
TRIM24	-0.72075
PROC	-2.8375
TAAR6	0.4365
AMTN	-0.762
C10orf47	0.502166666666667
DEPDC1	-1.73675
FLJ45557	5.467
ZDHHC17	-0.405625
KIAA1429	0.579666666666667
KCNH1	0.07425
VNN3	0.19625
PSMAL	1.5975
PPARD	-0.495625
HFM1	-0.42575
YBX1	-2.24583333333333
ZNF695	-2.79225
SCTR	0.592
DCDC1	0.3345
VPS26B	0.2103
MTF2	-1.31133333333333
ATP6V1F	0.05075
CCDC94	0.2125
PERF15	-0.375
CCL11	1.94975
LMO7	-0.708875
DCST1	0.363
ADRBK1	-0.236875
CDRT4	-0.356125
ZNF84	-0.95875
HOXD8	3.06125
STARD8	0.005
FOXP2	-0.828
CCDC103	0.44625
POLR3A	-0.2808
GSC	1.23483333333333
ZNF114	-2.64216666666667
HTR7P	0.7695
LALBA	0.6845
RMND5A	0.156833333333333
PSCD2	1.03925
ZNF409	0.4145
KRTAP1-3	0.4465
MAF1	-0.345
LOC201725	-1.04266666666667
NRN1	-1.203875
SPAG5	-3.05116666666667
