Hybridization REF	TCGA-B6-A0RV-01A-11R-A084-07
SPAG5	-1.40483333333333
DNAH7	2.328
FLJ43860	0.1765
BRCA2	-0.773
ACADM	-0.148375
CXXC6	-3.03725
RAGE	-0.343125
CHMP2A	0.65375
FAM8A1	0.7827
GPR21	0.435
SLC12A3	-2.95683333333333
FVT1	0.645071428571429
ZDHHC7	-0.7585
FLJ44048	0.45075
SLC44A3	2.57316666666667
SDSL	0.927833333333333
MMP8	-0.6095
PLA2G12B	-3.74916666666667
ACY1	-0.486
MT1E	1.28916666666667
OR4K15	0.3515
TECTB	-0.697
GPR20	0.236375
IRAK2	-0.59575
RFPL3	-0.42325
MYO9A	0.3465
NARG1L	-0.21275
BLMH	-1.2345
CCDC3	2.27566666666667
C9orf21	-0.119333333333333
KIAA0513	-0.0535
MIER2	0.34475
PNMA2	-0.107583333333333
SH3BP2	0.6255
ANXA10	-1.27425
RTN2	0.432333333333333
TFB1M	-1.2695
PRPH2	1.75375
C14orf133	0.000250000000000002
GOLGB1	0.946
IRX4	0.85625
NFKBIL1	-0.051
C10orf62	-0.636
APBB3	-0.586
RPS10	0.5669
LOC728378	0.89175
TLE3	1.37544444444444
PSMB7	-0.740125
MESDC1	0.107
SLC6A1	0.625833333333333
OCLN	1.1935
PTTG3	-2.04916666666667
NAGLU	-0.434
SERTAD4	2.2315
SPRY1	1.0235
FLJ10781	0.222333333333333
MYSM1	-0.064
TRIM4	1.152
SH3YL1	2.00575
TREM2	3.48233333333333
SERPINI1	2.18725
HDHD3	0.477
TMEM38A	0.40625
EID2B	-0.97075
TDRD3	0.133166666666667
SEDLP	0.35075
THSD7A	1.79116666666667
NDST3	-2.018
KLHL15	-0.76775
DHRS12	1.799
FBXO9	0.602571428571429
TNPO1	-0.1545
MRPL13	0.077
SNX5	-2.06016666666667
METTL6	-0.458
SOD1	-0.078125
CHML	-2.13883333333333
PACS1	0.483375
SIRT5	-0.8273
CAPN2	-0.885666666666667
FXYD5	-0.389166666666667
TWISTNB	-0.53225
LRFN1	0.485
UBE1L	1.343375
UBE1C	0.3835
OR51B2	0.17275
OR4D11	0.236
C15orf2	-0.3085
NR4A1	0.531
LOC339047	-2.8095
TRIM17	-0.01425
ATP5G3	-0.611785714285714
RPL15	0.166583333333333
ADAMTS8	0.03375
HOXC4	0.065
C14orf37	1.5345
CEACAM5	-1.7385
MYT1L	-0.651666666666667
RASA2	0.3995
OSBPL7	-0.9325
STAG1	0.0985
GIMAP4	4.95583333333333
FUT3	-1.28933333333333
PIF1	-2.932
LPIN2	0.1377
SH3PX3	0.95875
PDP2	-1.12325
PAPD1	-0.142625
ERP27	3.1935
APOOL	-0.2831
DIABLO	-0.3405
TRHR	-0.038875
ARMC9	0.40875
RNF152	3.63
SLITRK3	-0.280833333333333
ZNF211	0.517
PFDN1	0.307125
RGS11	-0.669625
HS6ST1	0.7363
AKR1D1	-1.42775
TNP2	0.0781666666666667
STK31	0.741333333333333
EML4	-0.777
SGTA	-0.378666666666667
HIST1H2BI	-1.22233333333333
PSMD6	-1.68
KIAA1257	0.3035
C18orf55	-0.139666666666667
FLJ20273	3.02425
RPL28	-0.192333333333333
EPYC	-0.308285714285714
NOX3	-0.5725
ELAC1	-0.831166666666667
METT11D1	-1.0765
BIN2	-0.203833333333333
NACA2	-0.19825
CCDC17	-1.33075
HM13	-0.2559
UBOX5	-0.370625
UBE2O	-0.91075
UBL5	-0.0305
APOLD1	1.2805
C9orf31	0.22325
TNFSF8	0.165
ARHGAP29	1.3975
PROKR2	0.7635
PDE5A	0.109166666666667
C6orf12	-0.244
TOM1L1	0.5875
WHDC1	0.234625
FOXI1	0.305166666666667
RAB4A	0.6694
TMEM39B	-0.61625
ATPBD1C	-0.4115
FARSA	-0.797166666666667
PLEKHG5	0.67225
CMAS	-1.33133333333333
OR7E24	0.308
SLC30A1	-0.3345
CDC42EP5	0.922
PLAC1	0.7785
KLHL18	-0.0176666666666667
LBA1	1.047
TAZ	-1.4425
CRIP2	1.6465
BTBD11	-0.592166666666667
C16orf72	0.47475
DIO2	0.2531
LRRCC1	0.882333333333333
CCDC136	-2.156
PRX	0.764
RBM5	0.2958
TMEM85	0.3565
TUBGCP4	-1.54516666666667
APLN	-0.06475
CDK7	-0.123666666666667
SSR2	0.465083333333333
CRELD1	0.09225
C19orf46	1.87725
GAL3ST4	-0.0428333333333333
KBTBD10	1.177
IL28A	0.40175
WDR27	-0.721
MCM2	-1.2425
SOX14	-0.4925
FLJ39743	1.081
KIAA0922	-0.901375
HIPK4	0.5595
FLJ25758	0.216
C16orf57	-0.878583333333333
PDZD2	1.208125
MCC	2.277375
HHLA3	-0.0097
ID2	1.3635
C20orf23	2.9485
ZNF688	0.6215
APOC2	-3.16466666666667
LOC440093	-0.59325
FAM50B	2.69766666666667
PWP1	-0.4665
DNAH10	0.4955
HIST1H2BA	-0.16675
GPR56	0.567166666666667
METAP2	-0.672
PAN3	0.459333333333333
STXBP4	0.710125
PDHX	-0.2585
MTA1	-0.308333333333333
ZBED4	-0.14575
ZNF720	-0.77625
CDK2	-1.38
RHOJ	1.211375
CDC37	-0.4385
ZER1	0.56675
GRK4	1.57075
PRPH	-0.06425
POLR2A	-0.10075
OGFOD1	-1.30775
NOL5A	-1.3085
PHEX	-0.4405
FLJ16478	0.35875
C20orf117	-0.83375
CAMTA2	-0.518
C11orf74	0.361
DDX17	0.618833333333333
C5orf27	0.19475
PLEKHA2	-0.978
PDE4DIP	-1.2047
SCN7A	1.0795
ZNF559	0.431666666666667
CXCL10	3.733
ZMYM4	0.567166666666667
STK32B	0.852
KIAA0888	-0.7468
TACR3	1.528
CKAP2L	-1.31825
KIF1A	-1.44233333333333
RSPRY1	0.5375
VCAN	0.29025
CYP27C1	-0.4485
SYDE1	-1.5595
MED12L	-0.04825
ZDHHC21	1.08025
NHS	0
TM9SF3	0.986666666666667
DDHD1	-0.245375
MAFG	-1.04916666666667
BICD2	-0.68
C14orf119	-0.2175
C14orf43	0.487285714285714
CDH7	-0.78025
ALKBH5	-0.177214285714286
JUP	0.605625
TMEM41A	-0.259333333333333
MAMDC4	-1.4885
CBX3	0.477625
LRRC18	0.307
RBMXL2	-0.06925
PLA2G4D	0.350833333333333
FGF13	1.99775
KIF3A	0.975833333333333
PDIA6	-0.38275
DCXR	-0.4735
CASKIN2	-0.0938333333333333
EHD1	0.612166666666667
MARCKSL1	1.25966666666667
ZNF496	-0.359
SCAF1	-0.0548333333333333
KCTD8	-0.84475
TRAF3IP3	0.984571428571429
LSR	1.166
CXorf1	0.45
C14orf112	0.335833333333333
EIF2B1	-0.6875
OMP	0.305
GSTZ1	0.66225
LOC92017	0.5285
ISLR2	1.32
C12orf36	0.1415
GATA2	-1.37233333333333
GABRA5	-2.706
CELSR2	0.652714285714286
STAM2	1.304
TNAP	0.444
PTPMT1	-0.4285
GRP	4.632
SV2A	-1.57383333333333
MAGEA12	-4.261
CACNG1	3.93
C18orf19	-0.55125
GSG1	-0.823666666666667
PTPRJ	-0.0504285714285714
FRMPD1	-0.279
ZNF668	-0.51375
PLEKHJ1	-0.02725
ADAT1	-1.5151
TMEM50A	0.969
UCN3	0.405
HOOK1	1.6675
IL17B	0.6315
MLKL	-1.05033333333333
TTC14	-0.644833333333333
KLHL5	-0.6175
CRYL1	-0.121666666666667
FOXH1	-0.519
NFYB	0.18225
PPM1G	-0.412
GOLGA2LY1	-0.3705
NMT1	-0.68975
HADHA	-0.2928
CHSY-2	1.5905
PLEKHF1	0.442571428571429
SAGE1	-2.2725
MUSTN1	0.6735
SUHW4	1.18275
TFEB	1.0465
ZFYVE27	-0.076
ATG12	-0.859166666666667
BMI1	0.950357142857143
ZIM3	-0.116
MYH4	-0.2575
MASP1	-0.778818181818182
KIAA0984	1.66375
RPAP2	-0.37825
ASB5	0.20175
BOLA3	-1.35416666666667
MIA3	0.923166666666667
KRT35	-0.1715
KIR3DL3	-0.804
MRPL51	-1.296
SEMA3F	1.236
NDUFB2	0.387333333333333
LOC253012	1.739
FAM46C	0.151
G6PC	-2.270625
CSAG3A	-4.84666666666667
PREX1	2.4485
SLC25A45	-0.472
MAPKBP1	0.3597
CPE	1.0833
GNB1	-0.174625
CXCR6	2.6375
TRIM46	0.014
C16orf3	0.0153333333333333
HPSE	0.02325
TIGD3	-0.163
SPG3A	1.9655
LCAT	-1.74183333333333
ST6GAL1	-0.6205
POMC	0.00725
FLJ36031	-0.278833333333333
NSMAF	-0.2415
SKIL	0.3385
ADSS	0.5055
HMGCS1	-2.2058
POLR3F	-0.395
RAB10	0.09475
ZNF277P	-0.447125
ZBTB7B	0.716125
DHRS1	0.7245
ABCC13	2.884625
CNOT3	-0.115
NFKBIA	2.06525
GAK	-0.0373333333333333
SFT2D2	0.642166666666667
HOXA6	-0.104
CRTC1	0.383125
LY6D	-0.6515
C20orf72	-1.11733333333333
CPT1A	0.3235
LMO1	-1.6495
EIF3I	-0.09875
PRB4	0.041
MCM3APAS	-1.492625
C20orf132	0.1669
FOXF2	-2.2395
S100A12	0.04625
MLH1	-0.277666666666667
ACTN1	0.1247
MRPL36	-0.699166666666667
C20orf106	-0.95925
FBXO6	0.950333333333333
MKS1	-0.4325
CX3CR1	-1.00075
PDE1B	0.4855
PLP1	-3.373
KISS1	0.1575
C14orf2	-0.523166666666667
TBC1D3P2	-1.429
COMMD6	1.0341
ANKRD7	-1.56625
PTCHD1	-0.7625
NARS2	-0.715
DOCK7	-0.154625
FAM127B	0.02125
LOC390243	-0.333
N6AMT2	0.77975
ZNF391	-0.408
DNAJB14	0.5465
WRB	0.251625
BPI	0.521333333333333
TTC4	-0.326666666666667
FAM10A5	0.29225
GOT1L1	0.1191
MAGED1	1.2555
RESP18	0.031
WFDC6	0.637
MT2A	0.1205
C11orf56	0.079
KIAA1432	0.062
ROR1	-1.140625
HSD17B14	0.607833333333333
ZFAND2B	0.113125
SAMD4B	-0.0345
HEXA	-0.03025
HNRNPU	-0.0431363636363636
USP39	-0.034125
NRD1	-0.5825
R3HDML	-0.34075
FLT4	0.271833333333333
OMG	-0.00333333333333334
OR52N4	1.115
LOC399818	0.04375
ELA2	-1.557
VENTXP1	-0.595
RFC5	-1.919
OR52L1	0.052
PAX5	0.1055
FBXO2	0.095
GMEB1	0.554
AKT3	0.750166666666667
CRB1	-0.951666666666667
CTTN	0.402166666666667
UTP15	-0.439166666666667
HSBP1	-0.350833333333333
PHF11	1.419
NDEL1	-0.0811666666666667
USP8	-0.03075
BAIAP2	-0.167625
SI	0.0458333333333333
ARSJ	0.982
BAAT	-2.8785
KCNS3	2.52133333333333
LOC126147	-0.168333333333333
TMEM37	-0.63125
C1orf162	3.21666666666667
MBD1	0.0252
ITGAL	0.534666666666667
WDR73	-0.349333333333333
GKN2	-0.0295
ARFGAP1	-1.160375
SLC5A8	-0.226
ZBTB40	0.0672
CYP4B1	1.20333333333333
LYPLAL1	-0.352
CHST3	-1.0185
MAP3K9	0.2145
BTAF1	-1.20816666666667
TFAP2E	-0.0745
RBM35B	0.33
LOC441251	-0.529666666666667
ANKRD25	-0.185055555555556
UQCRC2	-0.359
MAEA	0.53725
HYAL1	-2.5157
RNPEPL1	0.424666666666667
CPSF2	-0.31025
PSD3	1.5816
ABCA13	-0.453375
AGR2	4.718625
GBX1	-0.3745
HDLBP	0.528642857142857
ACY3	-0.39375
HECW1	-0.732333333333333
ZNF519	-0.595
HOPX	3.143625
ZNF304	1.085125
OR12D3	-0.3525
FKSG43	-0.078
METTL1	-0.250875
MFSD3	0.2722
PSPH	-1.02625
CLCA3	0.0265
DARS2	-1.57183333333333
CDC25A	-2.19916666666667
BAIAP2L1	-0.14075
B3GNT5	-0.656375
USP29	-0.39175
ARHGEF10L	0.9115
ATOX1	-0.075125
ADAM30	0.134
DNASE1	-0.586
STT3A	-0.388083333333333
RAB6IP1	-0.2825
PTN	1.9186
C1orf106	-1.01461538461538
HECA	1.20775
RNF122	0.5265
SLC22A18AS	-0.769833333333333
GNG8	0.3795
ELP4	-0.242
FAM65A	-0.243666666666667
RPL10A	0.561666666666667
IRS4	0.658
MACF1	1.052
SEC24D	0.471
LOC374395	0.646
TGFB2	1.024625
MDFIC	1.10025
CHRNE	0.432666666666667
PCMTD2	-0.324166666666667
ATP6V0D1	-0.317333333333333
MTA2	0.493
LZTR1	-0.745833333333333
RAP1A	0.566166666666667
AXIN1	-0.6085
POLR1C	0.04625
TRIO	-0.143583333333333
PLXNA4A	-0.395333333333333
C5orf33	-0.265
DEPDC1B	-2.39775
ZNF473	-0.228666666666667
MTM1	0.732125
GPR107	0.3715
CSNK1A1L	0.925333333333333
FLJ14154	-0.3375
NLRC4	3.22475
ENPP4	2.10783333333333
PADI3	-0.5435
RNF170	-0.017125
CG018	1.39933333333333
C16orf7	-0.446
KCNE1	1.35625
NRM	-0.925333333333333
SLC37A3	0.777571428571428
TPD52L2	-1.17666666666667
UNC5B	1.5335
C12orf12	-0.1312
SDHB	-0.348
CLRN1	0.178875
NUDT10	-1.29966666666667
UGT3A1	0.47975
FBXW8	-0.17
RHOF	-0.961625
PTPLAD1	0.171375
MYO3B	-0.67775
DERA	-1.106
TPP2	-0.30375
C19orf53	-0.0883333333333333
GINS3	-0.8635
ST6GALNAC5	-0.952
CHSY1	0.368
MGC15705	0.3155
GPR83	0.321
EXT2	-0.077125
DOLK	0.396
TUBAL3	-0.11775
ACVRL1	2.1117
ABL2	-0.768416666666667
C14orf156	-1.0675
PTPRZ1	-2.415875
DIP2C	0.658125
LAMP1	0.74025
RXRA	0.4195
MAP3K5	0.9075
ALKBH1	0.246
PDLIM7	-0.82275
ARL14	-1.4105
SNIP1	-0.0408333333333333
TIMP3	1.14341666666667
RGS3	0.273333333333333
SPAG16	0.5581
ABHD4	-0.1045
ARHGEF12	0.416916666666667
GLUD2	0.619
RAC2	0.0602
UAP1L1	-0.7445
SLC18A3	0.0595
YOD1	-1.7945
RALY	-0.521
HMOX2	0.219125
DGKH	0.1325
DBNDD2	1.542
YIPF4	0.305
THAP10	-0.22
ZNF513	0.33
HAGHL	-0.180833333333333
ITGB4	0.793666666666667
CCDC141	-0.6135
YTHDF3	0.66075
C5orf28	0.083
RPL7L1	-0.689
TMEM30B	1.21021428571429
ANKRD35	2.38
DUOXA2	-0.05575
TBC1D5	0.080125
DFNB59	-0.4585
HRH4	0.4435
MYO6	2.3596
DNAJA4	2.20425
RBM24	1.35
CEACAM20	-1.90875
RBM23	0.294142857142857
NGFB	0.0705
C1orf63	-1.3974
KRTAP7-1	0.158
PERLD1	0.66775
NPB	-0.2885
C17orf59	0.3497
HSPBAP1	-0.24075
SLC15A4	-0.292625
PRTFDC1	-0.968
OSMR	-0.452357142857143
CYSLTR2	0.3295
C19orf25	0.213
KIAA1797	-0.4375
NLRP6	-0.6245
FAM105B	-0.2149
SCRN2	-0.526666666666667
LRRC58	-0.1271
RNF17	0.495714285714286
NEIL3	-2.8495
FAM137A	0.3925
SKP2	-2.71875
PARVA	0.77225
PKLR	-1.624
RNF34	-0.21375
A3GALT2	-0.04975
C12orf50	0.160166666666667
SUNC1	-1.49375
FAM102B	-0.180666666666667
CCT2	-0.93725
LRRC37A2	-0.9835
ARF4	0.837
SIKE	0.157
C8orf48	0.359
MBTPS1	0.0437857142857143
GPSN2	-0.255
NCF2	2.463
SLC12A6	0.428
MRPL48	-0.2265
HMGN3	-0.2255
LRRC62	-1.3865
PAX9	1.332625
FAM55A	0.00749999999999999
C20orf42	-2.3465
SCML2	-1.68883333333333
BCL9	0.4045
FAM40A	0.03775
C9orf41	-0.0683333333333333
ZNF774	0.2875
LETM1	-0.711
PLXNB1	0.471
NIPSNAP1	0.255875
USP10	-0.92175
F9	0.39975
LIPE	1.1885
CNGB3	0.687
C12orf52	0.1115
PI4K2A	-0.262375
MED8	0.06
STAT4	1.4171
FGD4	-0.106666666666667
RNF145	-2.03633333333333
WDR32	1.0129
CLDN2	0.0318333333333333
TCEAL8	0.5195
ZMYND8	-0.2654
PDXK	-0.1328125
GATAD2A	-0.653
PTGES3	-0.6205
CCM2	0.06925
TAP1	1.626375
ZNF670	0.09075
ETS2	-0.124357142857143
C6orf166	0.1315
PRMT2	0.578928571428571
OR4B1	-0.1405
INTS8	0.143
CCDC102A	0.1075
CCDC83	-1.0485
ITGA1	-0.4214
EPHA5	-1.5645
FAM24B	-1.21416666666667
TSGA10	2.31075
HAL	-1.8155
MYOT	-0.13625
SPACA3	0.205
BCL2L2	-0.405
CUGBP2	-0.0841666666666667
CCNB3	1.39925
RNF113B	-0.1105
MERTK	-0.01075
BAG1	0.95675
VPS36	0.549
ORMDL3	0.1538
C1orf190	0.836
ZNF625	-0.04325
CORO2B	-1.309
ALOX15	-1.6405
CST1	1.726
NUPR1	2.12233333333333
CCL7	-0.78325
SMCR5	-2.5525
DSC2	2.542
RBMS2	0.356
GRIK4	1.418
TRIM65	-0.1139
TMPRSS6	0.695928571428571
TP53INP2	-0.857
GLB1L	0.007
LOC388284	-0.2085
PUS1	-1.58528571428571
BCL9L	-0.6995
OLFM1	0.895333333333333
RET	4.381625
MASTL	-1.9885
ALX3	-0.11975
IL1RL1	-0.0128333333333333
ZNF765	-0.6558
C14orf138	-0.5925
SNX10	-0.2595
TAC4	0.1555
C1orf64	4.52
POGK	-0.268125
MAPK9	0.30675
ZNF366	2.69475
C8orf79	2.4679
CLDN7	2.079875
OR5AT1	0.466
TRIM37	-0.9625
LRRC25	2.43575
GRHL2	3.1072
TEKT3	0.732
LASS5	0.00583333333333333
ABCC4	-1.90958333333333
DLG3	1.23375
VGLL1	0.9785
ZFP36L2	1.20433333333333
MFRP	-0.0338333333333333
KIAA1799	0.25375
FLJ44379	1.3225
PCNX	0.06825
ANXA9	2.644
CYP4V2	2.0069
PIK3C2A	0.11475
SRR	0.483
NOL3	-0.9465
IFITM2	1.6215
ARNTL2	-2.21
ZNF595	0.64125
NLRP13	0.2285
ASPH	1.01475
CPA2	-0.0315
PVRIG	-0.475833333333333
LEPR	0.614166666666667
C16orf42	0.35
SH3BGRL	2.5085
FAM77D	-0.386833333333333
FNDC7	0.3325
C9orf6	0.8135
NOTCH2NL	0.787666666666667
PGBD1	0.561666666666667
SYNGR2	0.4255
PITPNA	0.29425
PRPF4B	-0.7897
SLC43A3	-1.35057142857143
NRBP1	-0.1115
SLC25A22	0.283
ILK	0.118
SLC22A8	0.425833333333333
MRPS7	-0.872125
PITX2	-2.20075
FABP3	-1.400875
OR1L1	0.0485
LOC728215	-0.74325
BLID	-1.08
KIAA1217	2.40264705882353
TFPT	0.59275
AP4B1	-0.70475
VBP1	-1.1015
OR1K1	0.302
MORC3	0.3725
BHMT2	-0.637833333333333
C3orf10	0.740625
FZD7	1.14216666666667
WFDC10A	-0.4865
PMS2CL	-0.119875
CCDC32	0.806333333333333
FA2H	-0.63175
ALG13	0.0935
TTLL7	0.0743
SPOCK3	0.25025
SLC13A2	0.697
AIM1	-0.406
GPRC6A	0.647
EGR2	4.946
MED11	-0.03325
WWC1	2.4355
SH3GL3	-4.06275
RIF1	-0.199071428571429
PRLH	-0.0325
VLDLR	-2.293
DBT	0.0748125
C21orf63	1.32975
CGGBP1	0.00674999999999999
KRTAP12-2	-0.4905
TADA3L	-0.132875
ZBTB16	1.80475
PDGFB	0.89125
RFX1	0.22725
UQCRB	0.0342
LOC133874	-0.771
HPS3	-0.94175
LGALS3BP	-0.1716
DKFZP564O0823	2.43778571428571
MRFAP1L1	0.5945
HOXA10	-0.905833333333333
NGB	0.0055
KIF21A	-0.197692307692308
IFLTD1	0.481
LZTS1	-0.411875
ARHGEF3	2.3375
RHBDL3	-2.244
CSNK1G2	-0.13175
ChGn	-0.5115
KIAA1244	2.28916666666667
GABRB2	0.049
MGC72080	-0.3995
CD27	3.88875
EGLN1	-1.77
PEX13	0.40975
RWDD3	-0.142
RNF12	-0.133
GRIN2B	0.6605
ADAMTS14	-0.796125
DYDC2	0.641833333333333
ATP6AP1	0.5699
NR1H2	-0.372833333333333
PDK2	0.24625
C3orf17	-0.244333333333333
SLC38A2	-0.330214285714286
SLC25A29	0.412666666666667
C15orf29	0.410375
ADAM9	-0.21925
TMUB2	-0.465125
GPR176	-0.7255
AGK	-0.59175
MCCD1	0.109
NDUFA4	-0.30725
TMEM146	0.01225
DUSP1	0.008
UNQ6975	0.923
EMX2OS	3.05575
INSM2	-0.22175
LUZP4	0.03625
SETD6	-1.11475
P2RY2	3.23975
SLC45A2	-1.3865
RABGAP1	0.295333333333333
UBXD5	0.384125
GPRC5A	0.7942
PAK3	1.257
LOC63920	-0.89825
TGFBR1	0.6382
KRTAP6-3	0.11575
SFMBT2	-0.44325
CDC42	0.2313125
C11orf35	0.57
TTLL2	-0.54575
UACA	0.236833333333333
CD97	-1.5232
SETD5	-0.383375
NINJ2	-0.99625
PTER	0.871
POMGNT1	0.60175
KRTAP4-2	0.1825
ECGF1	2.213875
HRB	-0.103636363636364
ATP1B2	0.2342
LOC400506	-0.315
COL4A3BP	1.00725
C6orf97	1.761
GRHPR	0.586
TAS2R1	-0.318
SEMA7A	-1.248
EDF1	0.463
ODF2L	0.9821
PCID2	-0.2185
GTF2H4	-0.9995
ZCCHC3	-0.529375
CGB2	-0.3005
NEUROD1	-0.105
C20orf75	-0.6175
RP5-1054A22.3	2.02516666666667
IFNA5	-0.236
ZNF134	0.332833333333333
MGC119295	-0.6286
ZSWIM6	0.527875
SMEK1	0.520166666666667
PCGF2	-0.217875
C1orf102	2.53625
CYP2A13	0.363
KCNH6	-1.0604
MDM1	0.3732
ALDH7A1	-0.198
C9orf75	0.5525
VDAC3	-0.614125
OR51T1	0.1125
EIF3F	-0.1985
KCNJ10	-0.5775
LENG8	-0.17275
EDEM2	0.0936666666666667
CCNJL	-0.884166666666667
DHX37	-1.3255
CRYGN	0.097
AATF	-1.3505
ZNF630	1.610625
E2F5	0.9275
WFDC13	-0.52125
FTSJ3	-0.909666666666667
C4orf33	0.807
LHFPL4	-2.85825
C19orf56	-0.2725
SMAD4	0.133
AFM	-0.3104
G0S2	-0.3735
FCHSD2	0.786
RRP1B	-1.0463
EEF1B2	-0.365333333333333
STAT6	1.08633333333333
ZNF195	-0.038
GNL1	-0.901333333333333
ZNRF2	2.42183333333333
PER3	0.145
ASB16	0.3955
C10orf10	1.65828571428571
ADCY8	-2.78516666666667
C9orf58	-0.00316666666666667
ARMC10	0.282333333333333
PSG1	-0.8935
DHX34	-0.59075
VARS2	-0.182375
NFIC	0.496
ITPR2	0.76125
AGXT2	-0.0876666666666667
OR6K3	-0.161
H2AFZ	-0.899666666666667
MLLT3	0.892583333333333
COX4I2	1.8925
CCNT2	0.250125
PLK4	-1.451875
NUMBL	-0.539833333333333
MED16	0.34625
PLEKHQ1	0.967
GOSR1	0.0186111111111111
BTG4	-0.3505
RPL30	0.667416666666667
IGSF5	0.59525
IGFL2	-0.0936666666666667
ELMOD2	0.869
SHC3	-0.9835
HAVCR1	-0.0465
DYNC2H1	0.400625
RNF5	-0.384666666666667
C2orf7	-0.305
NLF1	0.822
KLHL25	0.19725
LRP10	1.1171
KRI1	-0.11825
PUS7L	-0.301666666666667
MGMT	1.14075
HOXD1	0.0221666666666667
CSH1	0.1865
ATG16L2	-0.77525
FLJ44635	0.9385
CHODL	1.1755
EXOSC8	-1.28925
SLC28A1	-0.43925
MYO7B	-0.627333333333333
SEH1L	-0.5011
MTNR1A	0.359666666666667
TSPAN5	0.916833333333333
CDC45L	-2.50916666666667
AMIGO1	0.5945
ATAD3A	-0.972625
OSGIN2	0.314
PDIK1L	0.490333333333333
DARC	4.05825
PIPSL	0.079
SHMT1	-0.031
CRISP3	0.3735
POPDC2	1.92816666666667
ZRANB2	-0.482333333333333
FBXL8	0.14075
TRIP13	-1.90745454545455
EIF5AL1	-1.5375
POU5F1P3	-4.8345
IL6	-1.70116666666667
CXorf38	0.0166666666666667
IFNA16	-0.1635
FBXL2	1.5665
BRD1	0.72725
STATH	-0.2425
FBXO44	-0.2025
MCCC2	0.459
CDC2	-1.6512
C5orf23	-0.861
IVD	0.5235
C10orf122	-0.87675
MSL3L1	0.2326
MVP	0.2235
EPOR	-1.0421
ZMYM1	-0.3445
BCL7C	0.0891666666666667
PSTPIP2	0.6335
LYPD1	-1.812
OR8G5	0.539
ZP3	0.456166666666667
BCAS4	0.896166666666667
EDG6	3.0305
ISY1	-0.28825
PRAMEF2	-0.8555
CUL1	0.2745
RNF213	0.2721
CCRK	1.403
DHX9	-0.0895
C13orf29	-0.9855
NCKAP1	0.8885
MRPL43	1.0025
XPR1	-0.09025
PKN2	0.6043
PODNL1	0.459
ZNF333	0.232625
DALRD3	1.334
OPN1SW	-0.079
BTBD6	0.84075
C11orf82	-2.1495
OR5P3	0.308
DUSP11	0.52225
L1CAM	-1.8116
NEK11	2.53933333333333
OR7E91P	1.522
CNTN3	3.1676
CREB3L2	0.13425
ZBTB37	0.244
KIAA1324L	0.926
NDUFB10	-0.142333333333333
NUDT2	0.28575
GTPBP8	-0.17775
CACNA1D	1.98925
PRKAA2	0.5445
PRDM8	0.1475
MGC16075	-0.324333333333333
KRT14	-0.149714285714286
PP8961	0.541
MRPL18	-0.46825
ABCG2	-2.25725
PACRG	1.96325
BBS2	-0.139
KREMEN2	-1.6375
FBXO21	0.3
HNRPUL1	0.0815
GRB10	0.59125
CLSTN1	0.69775
LMAN2	-0.0098
C17orf61	-0.762
NIPSNAP3A	0.6315
INSIG2	-0.830666666666667
PCDHB7	0.268833333333333
STXBP2	0.24225
CMAH	0.518666666666666
SEMA5B	-0.58875
ZNF155	0.3215
COQ6	-0.219833333333333
PRPF4	-0.49825
TSPAN15	3.8139
VN1R5	0.05125
LATS2	0.5635
SELK	0.2975
PGK2	-0.55675
MS4A1	1.24
TYW3	-0.1553
KRTAP5-1	0.38025
RCCD1	-1.82016666666667
BTN1A1	0.15525
DDX28	-0.84775
TMEM65	0.19125
LOC92345	0.1065
TTC31	-0.23875
WDR46	-0.717
CHP2	0.225833333333333
LSP1	0.529375
ZNF542	0.74525
EXOSC1	-0.51425
ARHGAP18	0.214666666666667
LRRTM4	-0.56975
MAOB	1.88666666666667
CACNB4	2.76825
MGC33846	0.86775
RANBP3L	0.4375
ATP5L	-0.62175
ONECUT1	-2.875
NUDT9	0.61125
TMEM149	0.51
STX17	0.55175
IGSF10	-2.214
TMPRSS9	-0.393
BMPR2	1.08491666666667
ALLC	-0.02
KLF7	0.835875
GCC1	0.7851
TIMM9	-0.5165
CDO1	0.2835
MGC10701	-0.6105
IFI6	3.05666666666667
FRMD8	0.6925
MGAT2	-0.4475
WBP5	0.541166666666667
CNIH2	-0.03525
KIAA0907	-1.77
KCNH8	0.382
CTSG	-0.67675
GRIK1	-0.198333333333333
CUL5	0.10375
FRMD1	0.294
OR9A4	0.3915
SYT6	-1.681875
FOXD4L2	0.512
ANAPC2	-0.25
OPN5	-0.439
TAF13	-0.38225
LYG2	-0.316
GGNBP1	0.1445
C11orf40	0.2
OTX2	-1.1465
REG4	-0.385166666666667
EIF5	-0.023375
PALB2	-1.03825
SEPSECS	-0.3326
RNASE3	-0.37025
TRIM49	-1.961
POLR2K	0.4749
GPR42	0.0765
C8B	-4.13775
SASS6	-0.535
PREB	-0.349333333333333
OR3A3	0.44
TUBA8	0.59575
IGLV2-14	-0.9365
STIL	-1.89525
ANKFN1	-0.799833333333333
NME7	-0.52825
HOXC12	-0.83875
UBE2C	-1.031625
FHOD1	-1.455625
CDK2AP1	-0.36275
OR6K2	0.679
DHPS	0.1915
RPL5	-0.172583333333333
TRGV5	0.3015
LOC541472	0.68825
HCCS	-0.0963
DENND1B	1.37
LHX3	1.0445
OR5D16	0.54
CXorf57	-1.282
IRF2BP1	0.7025
NDST2	0.610166666666667
