Hybridization REF	TCGA-A7-A0DA-01A-31R-A115-07
CAMTA2	1.73
C11orf74	-0.154833333333333
DDX17	-0.475416666666667
C5orf27	2.8615
PLEKHA2	-1.5917
PDE4DIP	-0.2212
SCN7A	-0.689
ZNF559	0.505666666666667
CXCL10	3.5985
ZMYM4	0.538166666666667
STK32B	-0.9562
KIAA0888	-4.5556
TACR3	0.87
CKAP2L	-1.219
KIF1A	0.733666666666667
RSPRY1	0.5445
VCAN	2.28175
CYP27C1	1.212
SYDE1	0.082
MED12L	-1.612
ZDHHC21	0.401125
NHS	0.4775
TM9SF3	0.850666666666667
DDHD1	-0.924125
MAFG	0.203833333333333
BICD2	0.8103
C14orf119	0.553166666666667
C14orf43	-0.164
CDH7	-1.00675
ALKBH5	-0.132571428571429
JUP	1.934875
TMEM41A	0.731833333333333
MAMDC4	-1.21933333333333
CBX3	-1.20975
LRRC18	0.04725
RBMXL2	-1.38966666666667
PLA2G4D	0.445666666666667
FGF13	-2.299875
KIF3A	-0.787
PDIA6	0.82425
DCXR	-0.42125
CASKIN2	0.610833333333333
EHD1	0.484333333333333
MARCKSL1	1.48283333333333
ZNF496	0.767333333333333
SCAF1	1.00066666666667
KCTD8	-1.56225
TRAF3IP3	2.28828571428571
LSR	1.71425
CXorf1	-0.307666666666667
C14orf112	-0.0631666666666667
EIF2B1	-0.03725
OMP	-0.0865
GSTZ1	-1.3395
LOC92017	0.9325
ISLR2	1.418
C12orf36	0.3605
GATA2	-1.98233333333333
GABRA5	-2.263
CELSR2	0.811
STAM2	1.0931
TNAP	0.2985
PTPMT1	-0.666666666666667
GRP	5.884
SV2A	-0.937833333333333
MAGEA12	-4.1335
CACNG1	-0.147
C18orf19	-0.23725
GSG1	-0.312333333333333
PTPRJ	-0.532428571428571
FRMPD1	-0.796
ZNF668	0.3235
PLEKHJ1	-0.574125
ADAT1	-1.0546
TMEM50A	0.32
UCN3	-0.1435
HOOK1	0.46175
IL17B	0.0835
MLKL	-0.605666666666667
TTC14	-0.49
KLHL5	-0.361125
CRYL1	0.938
FOXH1	-0.153
NFYB	0.16075
PPM1G	0.3195
GOLGA2LY1	0.06875
NMT1	-0.502125
HADHA	0.17
CHSY-2	3.459
PLEKHF1	1.91592857142857
SAGE1	-2.11
MUSTN1	-0.26775
SUHW4	1.293
TFEB	2.25716666666667
ZFYVE27	-0.443
ATG12	-1.5995
BMI1	0.508
ZIM3	-0.713666666666667
MYH4	-0.04875
MASP1	-1.16983333333333
KIAA0984	-0.28
RPAP2	-0.19325
ASB5	-0.27375
BOLA3	-1.18333333333333
MIA3	0.425666666666667
KRT35	0.299
KIR3DL3	-0.7125
MRPL51	-0.78725
SEMA3F	1.049
NDUFB2	-0.130166666666667
LOC253012	-1.11233333333333
FAM46C	-2.5549
G6PC	-3.489875
CSAG3A	-4.4935
PREX1	-1.461
SLC25A45	-0.2175
MAPKBP1	0.3882
CPE	0.2505
GNB1	0.623
CXCR6	0.6025
TRIM46	0.14475
C16orf3	0.279
HPSE	0.18075
TIGD3	-0.62
SPG3A	3.024
LCAT	-0.586
ST6GAL1	-1.44511111111111
POMC	1.33925
FLJ36031	0.824333333333333
NSMAF	0.347166666666667
SKIL	2.12
ADSS	1.19533333333333
HMGCS1	0.1482
POLR3F	0.559833333333333
RAB10	1.1
ZNF277P	-0.838875
ZBTB7B	1.440625
DHRS1	0.745125
ABCC13	-0.496
CNOT3	0.86
NFKBIA	1.80075
GAK	0.369833333333333
SFT2D2	1.91733333333333
HOXA6	0.2805
CRTC1	-0.39975
LY6D	3.64583333333333
C20orf72	0.341166666666667
CPT1A	-0.08
LMO1	0.201
EIF3I	-0.8385
PRB4	-0.1495
MCM3APAS	0.53925
C20orf132	-0.8105
FOXF2	-1.43025
S100A12	-1.33825
MLH1	-1.52483333333333
ACTN1	1.64
MRPL36	-0.414333333333333
C20orf106	0.06325
FBXO6	1.14083333333333
MKS1	0.412
CX3CR1	-1.8015
PDE1B	0.8175
PLP1	-3.466
KISS1	0.181833333333333
C14orf2	-1.33833333333333
TBC1D3P2	-0.7245
COMMD6	0.8427
ANKRD7	-0.31725
PTCHD1	2.400375
NARS2	-0.6095
DOCK7	0.26525
FAM127B	0.21275
LOC390243	-0.287833333333333
N6AMT2	0.63925
ZNF391	0.5025
DNAJB14	-0.4565
WRB	-0.1445
BPI	2.6205
TTC4	0.331166666666667
FAM10A5	0.824
GOT1L1	0.4863
MAGED1	2.11125
RESP18	-0.3615
WFDC6	0.79
MT2A	-0.5305
C11orf56	-0.72175
KIAA1432	0.6625
ROR1	-0.864875
HSD17B14	2.39983333333333
ZFAND2B	-0.42375
SAMD4B	0.71925
HEXA	0.451125
HNRNPU	-0.294727272727273
USP39	0.011875
NRD1	-0.1915
R3HDML	0.11975
FLT4	0.327166666666667
OMG	0.137
OR52N4	0.697
LOC399818	0.12725
ELA2	-2.5915
VENTXP1	-0.2175
RFC5	-1.6945
OR52L1	0.6525
PAX5	0.21
FBXO2	-0.03375
GMEB1	-0.1575
AKT3	0.958333333333333
CRB1	-1.8625
CTTN	0.213166666666667
UTP15	-1.82566666666667
HSBP1	-0.404666666666667
PHF11	2.25625
NDEL1	1.02033333333333
USP8	-0.4995
BAIAP2	0.6796875
SI	1.6572
ARSJ	-1.405
BAAT	-3.0425
KCNS3	0.914833333333333
LOC126147	-0.162666666666667
TMEM37	-1.41975
C1orf162	2.03266666666667
MBD1	-0.2569
ITGAL	-0.541333333333333
WDR73	-0.238
GKN2	-0.196833333333333
ARFGAP1	-0.106625
SLC5A8	1.394
ZBTB40	-0.1317
CYP4B1	-1.49783333333333
LYPLAL1	-1.076
CHST3	2.4915
MAP3K9	0.0535
BTAF1	-1.3595
TFAP2E	0.7165
RBM35B	-0.60625
LOC441251	-0.732333333333333
ANKRD25	-0.708611111111111
UQCRC2	-0.8205
MAEA	1.57633333333333
HYAL1	-1.48
RNPEPL1	-0.153666666666667
CPSF2	-0.992625
PSD3	-1.8983
ABCA13	3.189
AGR2	-4.622625
GBX1	-1.441
HDLBP	-0.164857142857143
ACY3	0.0505
HECW1	-0.4675
ZNF519	0.412
HOPX	3.337375
ZNF304	1.186
OR12D3	0.5875
FKSG43	0.739
METTL1	-0.518125
MFSD3	0.2874
PSPH	-1.124
CLCA3	0.1615
DARS2	-1.18166666666667
CDC25A	-1.375
BAIAP2L1	1.332
B3GNT5	2.828125
USP29	0.176
ARHGEF10L	1.9438
ATOX1	-1.174375
ADAM30	0.46225
DNASE1	0.059
STT3A	-1.02366666666667
RAB6IP1	-0.405
PTN	0.2713
C1orf106	2.14938461538462
HECA	2.25625
RNF122	1.04275
SLC22A18AS	-0.5865
GNG8	0.207
ELP4	-1.554
FAM65A	0.0538333333333333
RPL10A	0.295
IRS4	0.6755
MACF1	1.2336
SEC24D	0.87225
LOC374395	-0.486
TGFB2	3.218125
MDFIC	-0.525
CHRNE	0.4325
PCMTD2	-0.4855
ATP6V0D1	0.121666666666667
MTA2	-0.02475
LZTR1	-0.500166666666667
RAP1A	0.164666666666667
AXIN1	1.051375
POLR1C	0.396
TRIO	-0.6465
PLXNA4A	-0.284083333333333
C5orf33	0.03675
DEPDC1B	-2.6945
ZNF473	0.972833333333333
MTM1	1.591375
GPR107	0.428333333333333
CSNK1A1L	-0.64
FLJ14154	1.2425
NLRC4	3.049
ENPP4	2.486
PADI3	-0.2515
RNF170	-0.726
CG018	-1.10083333333333
C16orf7	0.036
KCNE1	0.028
NRM	-0.704
SLC37A3	1.39464285714286
TPD52L2	0.142166666666667
UNC5B	2.2655
C12orf12	0.6902
SDHB	-0.871
CLRN1	0.558375
NUDT10	-0.245833333333333
UGT3A1	0.0708571428571428
FBXW8	1.033375
RHOF	-0.779875
PTPLAD1	-0.6425
MYO3B	2.4315
DERA	-1.5425
TPP2	0.4395
C19orf53	-0.472333333333333
GINS3	0.18875
ST6GALNAC5	1.818
CHSY1	1.55625
MGC15705	-0.3155
GPR83	0.5438
EXT2	0.8965
DOLK	-0.4545
TUBAL3	2.29925
ACVRL1	1.7438
ABL2	-0.0243333333333334
C14orf156	-1.97
PTPRZ1	-0.61725
DIP2C	2.11625
LAMP1	2.16175
RXRA	-0.2066
MAP3K5	0.88
ALKBH1	0.146
PDLIM7	0.964625
ARL14	0.918
SNIP1	0.765
TIMP3	2.82125
RGS3	0.481833333333333
SPAG16	-0.6701
ABHD4	0.84275
ARHGEF12	1.59408333333333
GLUD2	-0.372
RAC2	-1.8818
UAP1L1	-0.624
SLC18A3	0.465
YOD1	0.279833333333333
RALY	-0.4655
HMOX2	0.770375
DGKH	1.2075
DBNDD2	0.9665
YIPF4	0.807125
THAP10	-0.38525
ZNF513	0.64325
HAGHL	-0.379666666666667
ITGB4	1.64333333333333
CCDC141	-1.6665
YTHDF3	0.642
C5orf28	0.657
RPL7L1	-0.024
TMEM30B	1.02878571428571
ANKRD35	3.0895
DUOXA2	-0.67025
TBC1D5	0.107625
DFNB59	-0.403
HRH4	0.1015
MYO6	1.5124
DNAJA4	2.714375
RBM24	-1.81725
CEACAM20	-0.9945
RBM23	1.70378571428571
NGFB	0.817
C1orf63	-0.1091
KRTAP7-1	0.92
PERLD1	1.1425
NPB	0.022
C17orf59	0.2983
HSPBAP1	0.1765
SLC15A4	0.685375
PRTFDC1	0.6915
OSMR	-0.903357142857143
CYSLTR2	-0.2575
C19orf25	-0.3286
KIAA1797	-0.34
NLRP6	-0.0415
FAM105B	-0.2197
SCRN2	-1.29566666666667
LRRC58	0.3248
RNF17	0.808
NEIL3	-3.1385
FAM137A	0.27275
SKP2	-2.46925
PARVA	0.54475
PKLR	-1.537
RNF34	0.229375
A3GALT2	0.5225
C12orf50	0.2414
SUNC1	-1.147
FAM102B	0.0286666666666667
CCT2	-0.98275
LRRC37A2	-0.423
ARF4	0.964
SIKE	0.36375
C8orf48	1.69166666666667
MBTPS1	0.442357142857143
GPSN2	0.262
NCF2	2.36825
SLC12A6	-0.412833333333333
MRPL48	0.23575
HMGN3	-1.0555
LRRC62	-1.01775
PAX9	0.995375
FAM55A	0.2125
C20orf42	-0.653333333333333
SCML2	0.0753333333333333
BCL9	0.182
FAM40A	0.1965
C9orf41	-0.539166666666667
ZNF774	1.9135
LETM1	-0.3675
PLXNB1	0.793833333333333
NIPSNAP1	-0.109625
USP10	-0.3145
F9	0.466
LIPE	0.342
CNGB3	-1.116
C12orf52	0.85025
PI4K2A	0.112375
MED8	0.74125
STAT4	0.0011
FGD4	-0.540333333333333
RNF145	-1.1955
WDR32	0.9834
CLDN2	0.189
TCEAL8	0.292
ZMYND8	-0.719
PDXK	0.3071875
GATAD2A	0.5015
PTGES3	-1.1685
CCM2	-0.62275
TAP1	2.67075
ZNF670	1.07975
ETS2	0.0972857142857143
C6orf166	0.379666666666667
PRMT2	2.22814285714286
OR4B1	0.381
INTS8	0.2305
CCDC102A	1.35225
CCDC83	-2.72433333333333
ITGA1	0.6374
EPHA5	-2.0885
FAM24B	-0.962
TSGA10	1.94275
HAL	-2.21583333333333
MYOT	2.13175
SPACA3	0.103
BCL2L2	1.30533333333333
CUGBP2	-1.2495
CCNB3	1.26875
RNF113B	-0.20375
MERTK	-0.04025
BAG1	0.4995
VPS36	0.31825
ORMDL3	0.2203
C1orf190	-0.181
ZNF625	0.00700000000000001
CORO2B	-0.5365
ALOX15	-0.5625
CST1	3.628
NUPR1	2.41766666666667
CCL7	1.2975
SMCR5	-2.5945
DSC2	3.953
RBMS2	0.6705
GRIK4	0.5685
TRIM65	0.7165
TMPRSS6	-0.629642857142857
TP53INP2	-0.391
GLB1L	0.193166666666667
LOC388284	0.062
PUS1	-0.749428571428571
BCL9L	1.45
OLFM1	-1.26558333333333
RET	-2.297125
MASTL	-1.14816666666667
ALX3	1.22475
IL1RL1	-0.077
ZNF765	0.3357
C14orf138	-0.00775
SNX10	-2.46933333333333
TAC4	0.295
C1orf64	-3.27425
POGK	1.617875
MAPK9	0.36125
ZNF366	1.882
C8orf79	-0.4488
CLDN7	1.820625
OR5AT1	0.1045
TRIM37	-0.31625
LRRC25	2.317
GRHL2	2.6428
TEKT3	1.617
LASS5	0.3435
ABCC4	-2.45466666666667
DLG3	0.449125
VGLL1	3.587875
ZFP36L2	0.7895
MFRP	0.0406666666666667
KIAA1799	0.4845
FLJ44379	0.3275
PCNX	-0.0515
ANXA9	-2.212
CYP4V2	0.0921
PIK3C2A	-0.27725
SRR	-0.0145
NOL3	-0.66975
IFITM2	-0.1325
ARNTL2	-1.31475
ZNF595	1.2965
NLRP13	0.699
ASPH	-0.61825
CPA2	0.3645
PVRIG	-2.3105
LEPR	-1.3825
C16orf42	0.27
SH3BGRL	0.83825
FAM77D	-0.419666666666667
FNDC7	0.746
C9orf6	-0.0191666666666667
NOTCH2NL	1.7105
PGBD1	-0.424
SYNGR2	0.952
PITPNA	1.066375
PRPF4B	-0.5624
SLC43A3	0.565071428571429
NRBP1	1.10125
SLC25A22	-0.84275
ILK	0.542125
SLC22A8	0.686333333333333
MRPS7	0.257125
PITX2	0.47575
FABP3	0.430125
OR1L1	0.2895
LOC728215	0.076125
BLID	-0.9265
KIAA1217	2.93929411764706
TFPT	0.7485
AP4B1	-0.65875
VBP1	-0.74225
OR1K1	0.1115
MORC3	1.099
BHMT2	-0.5965
C3orf10	0.58525
FZD7	3.10633333333333
WFDC10A	0.2665
PMS2CL	-0.707875
CCDC32	-0.243166666666667
FA2H	-2.19075
ALG13	-1.836
TTLL7	-1.1489
SPOCK3	-0.0575
SLC13A2	1.2825
AIM1	2.0645
GPRC6A	0.5845
EGR2	3.7675
MED11	0.07975
WWC1	1.07975
SH3GL3	-2.6765
RIF1	-0.882714285714286
PRLH	-0.198
VLDLR	2.347
DBT	0.6455
C21orf63	2.23225
CGGBP1	0.099375
KRTAP12-2	4.283
TADA3L	0.68125
ZBTB16	-0.39175
PDGFB	2.883875
RFX1	0.20775
UQCRB	-0.4204
LOC133874	-0.0125
HPS3	-2.0225
LGALS3BP	0.1717
DKFZP564O0823	0.933857142857143
MRFAP1L1	1.109
HOXA10	-0.744333333333333
NGB	0.478
KIF21A	-1.91030769230769
IFLTD1	-0.367
LZTS1	-0.367625
ARHGEF3	0.99175
RHBDL3	-2.211
CSNK1G2	-0.0120833333333333
ChGn	-0.283
KIAA1244	2.5605
GABRB2	0.0755
MGC72080	1.439
CD27	1.7105
EGLN1	0.9286
PEX13	0.29275
RWDD3	0.49725
RNF12	-0.8865
GRIN2B	-0.398
ADAMTS14	-0.165875
DYDC2	-1.268
ATP6AP1	0.1552
NR1H2	0.631166666666667
PDK2	0.52925
C3orf17	0.410666666666667
SLC38A2	-1.60214285714286
SLC25A29	0.007
C15orf29	0.62525
ADAM9	-0.289333333333333
TMUB2	0.17275
GPR176	-0.21425
AGK	0.194125
MCCD1	0.17125
NDUFA4	-1.1865
TMEM146	0.21875
DUSP1	-0.2955
UNQ6975	0.24
EMX2OS	3.9125
INSM2	0.662
LUZP4	-0.23625
SETD6	-0.6075
P2RY2	1.77075
SLC45A2	-1.202
RABGAP1	0.559
UBXD5	0.51175
GPRC5A	-0.1014
PAK3	0.874166666666667
LOC63920	-0.776
TGFBR1	0.3607
KRTAP6-3	0.3395
SFMBT2	-0.3905
CDC42	-0.644
C11orf35	-0.8395
TTLL2	-0.0653333333333334
UACA	1.31891666666667
CD97	-1.4512
SETD5	0.477375
NINJ2	-0.14925
PTER	0.125333333333333
POMGNT1	0.5275
KRTAP4-2	-0.364
ECGF1	2.61975
HRB	0.0105454545454546
ATP1B2	0.3108
LOC400506	-0.72425
COL4A3BP	-1.17925
C6orf97	-1.606
GRHPR	0.549125
TAS2R1	-0.3155
SEMA7A	-0.18875
EDF1	0.3205
ODF2L	0.8118
PCID2	0.756666666666667
GTF2H4	0.103833333333333
ZCCHC3	0.047
CGB2	-0.173
NEUROD1	0.51925
C20orf75	0.434
RP5-1054A22.3	2.92766666666667
IFNA5	0.075
ZNF134	0.41325
MGC119295	-0.6017
ZSWIM6	-1.239
SMEK1	0.0946666666666667
PCGF2	-0.161375
C1orf102	1.04275
CYP2A13	0.514
KCNH6	-0.5089
MDM1	-0.404
ALDH7A1	-0.7115
C9orf75	-0.5415
VDAC3	-0.38925
OR51T1	0.9425
EIF3F	-1.94175
KCNJ10	-0.257375
LENG8	0.22525
EDEM2	0.341583333333333
CCNJL	-0.3825
DHX37	-0.628
CRYGN	0.7155
AATF	-0.033375
ZNF630	2.16775
E2F5	1.381
WFDC13	-0.84725
FTSJ3	-0.604666666666667
C4orf33	-0.5605
LHFPL4	-3.2605
C19orf56	-0.212916666666667
SMAD4	-0.19975
AFM	-1.061
G0S2	-1.7025
FCHSD2	0.3565
RRP1B	-0.4029
EEF1B2	-1.69216666666667
STAT6	0.827333333333333
ZNF195	-1.073
GNL1	0.335333333333333
ZNRF2	-0.13
PER3	0.30175
ASB16	-0.21175
C10orf10	2.12971428571429
ADCY8	-2.96483333333333
C9orf58	1.245
ARMC10	-0.00150000000000003
PSG1	-0.5165
DHX34	0.53025
VARS2	0.246875
NFIC	0.789
ITPR2	1.88975
AGXT2	0.2334
OR6K3	0.41
H2AFZ	-1.51475
MLLT3	-0.544583333333333
COX4I2	1.552
CCNT2	0.03925
PLK4	-1.1025
NUMBL	0.966
MED16	0.2065
PLEKHQ1	0.8035
GOSR1	0.2615
BTG4	-0.23425
RPL30	0.619416666666667
IGSF5	1.44975
IGFL2	3.50516666666667
ELMOD2	-0.455333333333333
SHC3	-0.7055
HAVCR1	0.0625
DYNC2H1	-0.69725
RNF5	0.470166666666667
C2orf7	-0.14325
NLF1	0.1945
KLHL25	1.19425
LRP10	1.6729
KRI1	-0.8775
PUS7L	-1.01983333333333
MGMT	-0.194
HOXD1	-0.121
CSH1	0.0872
ATG16L2	-1.6195
FLJ44635	0.333
CHODL	4.6255
EXOSC8	-1.08425
SLC28A1	-0.16975
MYO7B	0.834333333333333
SEH1L	-0.3936
MTNR1A	0.098
TSPAN5	-0.490833333333333
CDC45L	-2.61
AMIGO1	0.589
ATAD3A	-0.839
OSGIN2	1.06383333333333
PDIK1L	-0.0923333333333333
DARC	0.2195
PIPSL	0.4
SHMT1	-1.2855
CRISP3	0.216
POPDC2	2.84716666666667
ZRANB2	-0.942333333333333
FBXL8	-1.41375
TRIP13	-2.20972727272727
EIF5AL1	-0.6595
POU5F1P3	-3.67916666666667
IL6	-1.585
CXorf38	-1.06233333333333
IFNA16	0.6795
FBXL2	1.87166666666667
BRD1	1.26475
STATH	-0.502
FBXO44	0.543666666666667
MCCC2	-1.87925
CDC2	-2.5556
C5orf23	1.2995
IVD	-1.22216666666667
C10orf122	-1.46775
MSL3L1	1.4048
MVP	-0.007
EPOR	-1.4606
ZMYM1	-0.4445
BCL7C	1.00133333333333
PSTPIP2	0.7778
LYPD1	-2.030375
OR8G5	-0.201
ZP3	-0.644333333333333
BCAS4	0.749333333333333
EDG6	0.14275
ISY1	0.69
PRAMEF2	-1.682
CUL1	0.22
RNF213	-0.1125
CCRK	0.668
DHX9	0.052875
C13orf29	1.5215
NCKAP1	0.801833333333333
MRPL43	-0.201714285714286
XPR1	-0.48625
PKN2	-0.5681
PODNL1	1.597
ZNF333	1.025
DALRD3	-0.1445
OPN1SW	0.1365
BTBD6	0.1975
C11orf82	-1.59
OR5P3	1.2125
DUSP11	0.2725
L1CAM	-0.6961
NEK11	2.2765
OR7E91P	1.76
CNTN3	1.6143
CREB3L2	0.7465
ZBTB37	0.1225
KIAA1324L	-2.15925
NDUFB10	-0.671333333333333
NUDT2	0.0885
GTPBP8	-0.16325
CACNA1D	1.204875
PRKAA2	-2.21816666666667
PRDM8	-0.0835
MGC16075	-1.0038
KRT14	1.17292857142857
PP8961	0.41975
MRPL18	-0.2175
ABCG2	-2.97425
PACRG	1.34575
BBS2	0.34425
KREMEN2	-2.271
FBXO21	0.25
HNRPUL1	1.3645
GRB10	0.707
CLSTN1	1.3055
LMAN2	-0.4622
C17orf61	-2.0855
NIPSNAP3A	0.0245
INSIG2	-0.0995
PCDHB7	2.2005
STXBP2	0.69225
CMAH	2.897
SEMA5B	-0.30825
ZNF155	0.734833333333333
COQ6	-1.2195
PRPF4	-1.0755
TSPAN15	1.2774
VN1R5	0.50125
LATS2	0.732
SELK	-0.2915
PGK2	0.3265
MS4A1	-1.876875
TYW3	-0.6224
KRTAP5-1	-1.20575
RCCD1	0.233333333333333
BTN1A1	0.17425
DDX28	-0.89
TMEM65	2.18175
LOC92345	-0.20925
TTC31	0.13925
WDR46	-0.0543333333333333
CHP2	-1.52933333333333
LSP1	0.81725
ZNF542	0.5745
EXOSC1	-0.787
ARHGAP18	-0.404666666666667
LRRTM4	-0.859
MAOB	0.957416666666667
CACNB4	-0.42175
MGC33846	-0.593
RANBP3L	2.027125
ATP5L	-0.602125
ONECUT1	-2.9635
NUDT9	-0.245
TMEM149	-1.039
STX17	-0.47275
IGSF10	-3.53925
TMPRSS9	0.279
BMPR2	0.76925
ALLC	-0.09975
KLF7	1.21225
GCC1	1.0701
TIMM9	-0.97675
CDO1	-0.985166666666667
MGC10701	-0.109166666666667
IFI6	1.8685
FRMD8	1.472
MGAT2	-0.47175
WBP5	0.558333333333333
CNIH2	0.04175
KIAA0907	-0.7017
KCNH8	0.9775
CTSG	-3.309
GRIK1	-0.312833333333333
CUL5	0.64775
FRMD1	0.038
OR9A4	1.553
SYT6	-1.467375
FOXD4L2	0.79725
ANAPC2	0.427166666666667
OPN5	1.134
TAF13	-0.1905
LYG2	-0.8535
GGNBP1	-0.2575
C11orf40	0.307
OTX2	-1.0635
REG4	-0.398333333333333
EIF5	-1.399875
PALB2	-0.78025
SEPSECS	-0.968
RNASE3	-0.0635
TRIM49	-1.7585
POLR2K	-0.2827
GPR42	-0.0525
C8B	-2.9415
SASS6	0.01525
PREB	-0.292833333333333
OR3A3	0.434
TUBA8	0.49575
IGLV2-14	-2.6895
STIL	-0.6455
ANKFN1	-1.16033333333333
NME7	-0.7745
HOXC12	2.21625
UBE2C	-1.290125
FHOD1	-1.42625
CDK2AP1	2.15533333333333
OR6K2	0.023
DHPS	-0.82475
RPL5	0.258666666666667
TRGV5	0.055
LOC541472	-0.143125
HCCS	-0.2714
DENND1B	1.893
LHX3	-0.027
OR5D16	0.0445
CXorf57	-1.51516666666667
IRF2BP1	1.41325
NDST2	0.438666666666667
LCE3D	0.3895
BOLL	1.17975
SYT3	-0.45175
PIH1D2	-1.218
C20orf7	0.00233333333333332
IL1R2	2.0405
SLAMF9	0.6925
PPME1	-0.026125
PIK3CA	0.37925
TRAPPC1	0.556875
COLEC10	-0.4405
SLC9A6	-0.796833333333333
PDDC1	-1.32308333333333
CCDC53	-0.85675
GK3P	-1.3145
DAZL	-0.51575
BRI3	0.79325
SDK1	-0.3265
CYP2C18	-0.21775
IFI44L	4.359125
RPL3L	-0.0765
FUT9	-0.327
KIFC2	-0.504333333333333
PMP2	-0.838142857142857
SLC4A9	-0.7655
PLAG1	0.790666666666667
MYCBP2	0.557166666666667
OR4E2	0.7255
CCDC65	0.21975
C16orf82	0.014875
ENTPD4	0.406
BRP44L	0.295625
PMP22CD	-0.4995
TMCO4	1.42866666666667
KCNN1	-0.857666666666667
WDR35	0.114
CCDC80	2.064625
C3orf31	-1.03825
SLC7A9	-0.27275
TMEM190	-1.116
DBC1	-1.31266666666667
FADS3	-0.813666666666667
PDZD8	-0.02
GRM5	0.182875
AZGP1	1.3563
PEX3	0.6985
MED1	-1.08721428571429
ATG4C	-0.586333333333333
HNRPH3	-1.064
FAM109B	2.4135
C4orf17	0.3495
CA10	0.047
OPRD1	0.28
CCL16	-2.30475
SACM1L	0.5335
CST6	4.015
CD63	-0.1216875
LGI1	-2.93633333333333
ZNF784	-0.9315
CRYBB1	-0.32
CX3CL1	2.22715
TOP2A	-1.120375
GYPB	-3.213
GADD45GIP1	-0.721
FEN1	-1.314875
IGF1R	1.736
WDR72	-2.90766666666667
PURG	-0.513166666666667
DEFB126	-0.982333333333333
PKD1L1	2.2165
CAV1	-2.2119
GNPDA2	-0.8116
DGAT2	2.437
NLGN1	-5.079
STRBP	0.123875
HPRT1	-1.40233333333333
FANCI	-0.90775
PSMA7	0.072125
DBF4B	-0.683
TTF1	-0.292
RAD54L	-1.669
ELOF1	-0.915
PLAGL2	-1.646625
ZNF256	0.6455
HMGCL	-0.82525
MSI2	-0.753166666666667
RPESP	-0.7995
C11orf60	0.54075
ABCD1	0.6775
ACAA1	0.4234
SPARCL1	4.12257142857143
IL6ST	-1.9961
ZNF319	0.33275
TMEM109	1.6745
FAM90A1	0.947833333333333
IL22RA1	-1.83
ATP4B	0.0295
TEC	-1.11816666666667
C7orf30	-1.11675
TXNDC2	-1.04066666666667
ABCB4	-0.155
KIAA1191	1.00325
C9orf38	0.2755
SFTPB	-0.446285714285714
CNTNAP2	-2.32708333333333
FRK	1.3805
TBX19	2.52875
CHD4	0.41775
C6orf26	-2.94483333333333
MOSC2	-0.2245
IKBKE	1.7255
HIF1A	-1.101
LOC595101	-0.3365
RELA	0.191
TMEM16B	1.20633333333333
ABHD12B	-3.1765
TSEN34	0.13875
KIF18A	-1.422
TXNDC9	0.196666666666667
SPATA2L	-0.449
SEMA4G	-0.5135
C21orf91	0.611625
MATN1	-0.1565
KCNIP4	0.83
TUSC1	2.335875
OR4C15	0.28125
ARMCX6	0.222666666666667
WBSCR27	-1.168
OR52I2	0.0595
KIAA1604	0.00425
DYNC1I1	1.933875
PPP4C	0.43525
SLC47A2	-1.5735
TREH	0.22375
CD48	0.389833333333333
ST14	1.43916666666667
PKN1	0.82
SPON2	3.651
XBP1	-0.785083333333333
SFRS12	-1.26966666666667
EFCAB6	1.11125
SELT	-0.2775
SLC39A2	2.4295
ERF	-0.408833333333333
ARL3	-0.096625
SURF6	0.2549
MLLT10	1.09861904761905
FLJ11171	0.191
TDGF1	-4.01966666666667
ERCC6	-0.56975
EIF2AK4	0.447
BAZ1A	0.9855
LRRN3	0.518666666666667
TMC3	0.46
EFTUD1	0.8375
PTPRO	1.1495
CLEC12A	-0.00437499999999998
ACBD4	-0.370375
ZDHHC14	-1.023625
OTUD7B	1.0555
ACTB	1.52875
MSRA	-0.4065
LCE5A	-2.661
IFI35	-0.6405
BSCL2	-0.00816666666666666
ANKRD12	1.06441666666667
CFHR2	1.098
RGAG1	-0.671
HSFY1	1.146
SLC30A5	-0.213583333333333
IMPG1	0.1875
GPR109A	0.2205
ZNF185	1.94675
IYD	0.43275
NPCDR1	0.214
SERPINA13	0.579
HMGCLL1	-0.01725
NEUROG1	-0.566833333333333
UBQLN1	0.4551875
LIN37	1.1235
SOCS2	-1.914125
DSCR4	-1.458875
XKR6	-1.74
GPR142	0.456
KRTAP13-3	0.134
CCDC15	-1.20783333333333
MOS	0.287
CD1E	-2.178
OFCC1	2.30033333333333
FAM83D	-1.38675
SRFBP1	-1.1955
C9orf96	-0.3145
DHDH	-0.86325
CCDC90A	0.9845
RABL3	0.48605
CD320	-1.80816666666667
ANGEL2	0.52325
MRPL21	-0.95925
SMG6	0.833833333333333
INSR	1.143
FLJ14816	-0.4435
GLRB	-0.626333333333333
C9orf89	0.074
CIZ1	0.357125
URG4	-0.424666666666667
LRDD	-2.522
CBY1	1.79366666666667
NFX1	0.2905
MTERFD2	-1.09778571428571
C19orf23	0.5195
PGC	-2.857375
IER3IP1	-0.9481
RASAL2	1.79058333333333
C1orf89	-0.1375
SYNJ1	0.085375
NFKBIE	1.75925
FLJ40125	-0.989333333333333
TCEB2	-0.2649
NOG	-1.4835
POLR2J2	0.031
HLA-B	3.14
PCDHA1	0.765
PPP2R2B	-1.811
ARHGEF17	0.783166666666667
TCF7L2	1.32057142857143
CHD5	0.0856666666666666
ZNF431	-0.552375
TBC1D25	1.46775
