Hybridization REF	TCGA-BH-A0B4-01A-11R-A00Z-07
ALLC	0.1705
KLF7	1.6135
GCC1	1.143
TIMM9	0.06675
CDO1	-0.0595
MGC10701	-0.955666666666667
IFI6	3.07783333333333
FRMD8	1.08975
MGAT2	1.01275
WBP5	-0.133333333333333
CNIH2	-0.0892499999999999
KIAA0907	-1.9714
KCNH8	0.5615
CTSG	0.449
GRIK1	-0.0351666666666667
CUL5	0.9445
FRMD1	0.4665
OR9A4	0.4085
SYT6	-1.13275
FOXD4L2	3.09275
ANAPC2	0.304333333333333
OPN5	0.262
TAF13	-0.176
LYG2	-0.5155
GGNBP1	0.1065
C11orf40	0.727
OTX2	-1.532
REG4	-0.4176
EIF5	-0.4226875
PALB2	-0.714
SEPSECS	-0.4395
RNASE3	-0.45425
TRIM49	-1.8695
POLR2K	1.3152
GPR42	0.021
C8B	-2.65725
SASS6	-0.259
PREB	0.0418333333333333
OR3A3	0.2385
TUBA8	0.573
IGLV2-14	-2.17675
STIL	-2.7255
ANKFN1	-1.24333333333333
NME7	-0.511
HOXC12	0.262
UBE2C	-0.60625
FHOD1	-0.534375
CDK2AP1	0.223916666666667
OR6K2	0.0213333333333333
DHPS	-0.01925
RPL5	-0.622583333333333
TRGV5	0.532
LOC541472	0.541
HCCS	0.0368
DENND1B	1.5525
LHX3	-0.4895
OR5D16	0.3695
CXorf57	-2.51433333333333
IRF2BP1	0.71
NDST2	0.828833333333333
LCE3D	0.2855
BOLL	0.1145
SYT3	-1.083
PIH1D2	-0.777
C20orf7	-1.1125
IL1R2	0.230666666666667
SLAMF9	1.4185
PPME1	-0.124125
PIK3CA	0.544
TRAPPC1	-0.204375
COLEC10	-1.01825
SLC9A6	-1.228
PDDC1	-0.743583333333333
CCDC53	0.8905
GK3P	-1.30925
DAZL	-0.10575
BRI3	-0.1705
SDK1	-0.93325
CYP2C18	0.03825
IFI44L	3.377375
RPL3L	0.393
FUT9	0.647666666666667
KIFC2	0.588666666666667
PMP2	-0.448875
SLC4A9	-0.0405
PLAG1	-2.37816666666667
MYCBP2	0.878666666666667
OR4E2	0.171
CCDC65	0.506
C16orf82	-0.067875
ENTPD4	-0.6465
BRP44L	-0.71075
PMP22CD	-0.006
TMCO4	0.1545
KCNN1	-0.920333333333333
WDR35	-0.26175
CCDC80	2.80225
C3orf31	-1.13425
SLC7A9	-1.39125
TMEM190	-1.38225
DBC1	-0.8644
FADS3	-0.946666666666667
PDZD8	0.5905
GRM5	0.249375
AZGP1	2.3847
PEX3	0.4415
MED1	0.847142857142857
ATG4C	-1.54116666666667
HNRPH3	-0.8855
FAM109B	2.49275
C4orf17	-0.6675
CA10	-0.181666666666667
OPRD1	-0.146
CCL16	-1.1565
SACM1L	-1.73825
CST6	5.4165
CD63	1.2568125
LGI1	-1.0955
ZNF784	0.81725
CRYBB1	-0.603
CX3CL1	1.10295
TOP2A	-1.353875
GYPB	-3.50433333333333
GADD45GIP1	-0.22
FEN1	-1.077875
IGF1R	0.487125
WDR72	-2.894
PURG	-0.3215
DEFB126	0.15925
PKD1L1	0.424666666666667
CAV1	-1.2716
GNPDA2	0.7203
DGAT2	-0.571125
NLGN1	-1.9765
STRBP	0.751625
HPRT1	-1.01933333333333
FANCI	-1.622375
PSMA7	1.503625
DBF4B	-0.897
TTF1	-0.46975
RAD54L	-2.51375
ELOF1	-0.3065
PLAGL2	-0.434
ZNF256	-0.04425
HMGCL	0.15675
MSI2	1.56783333333333
RPESP	0.508333333333333
C11orf60	0.73
ABCD1	-0.2645
ACAA1	0.1555
SPARCL1	5.49478571428571
IL6ST	1.8318
ZNF319	0.73175
TMEM109	0.2127
FAM90A1	-1.34116666666667
IL22RA1	-0.659
ATP4B	0.1015
TEC	-1.70116666666667
C7orf30	-0.60725
TXNDC2	-0.538666666666667
ABCB4	-0.69675
KIAA1191	0.714125
C9orf38	-0.11
SFTPB	-0.213714285714286
CNTNAP2	-1.12425
FRK	2.3205
TBX19	-0.554666666666667
CHD4	-0.078
C6orf26	-2.744
MOSC2	0.2435
IKBKE	-0.2095
HIF1A	-1.25716666666667
LOC595101	-0.6205
RELA	0.358833333333333
TMEM16B	-1.01083333333333
ABHD12B	-1.83325
TSEN34	0.77325
KIF18A	-2.06425
TXNDC9	0.264833333333333
SPATA2L	0.222
SEMA4G	-1.0645
C21orf91	-0.611125
MATN1	-0.2725
KCNIP4	-0.433833333333333
TUSC1	1.51925
OR4C15	0.3675
ARMCX6	0.811666666666667
WBSCR27	-1.31133333333333
OR52I2	0.3745
KIAA1604	-0.57225
DYNC1I1	-0.46925
PPP4C	0.53925
SLC47A2	-1.7935
TREH	-0.01425
CD48	2.01633333333333
ST14	2.16883333333333
PKN1	-0.45
SPON2	3.26825
XBP1	1.10316666666667
SFRS12	-1.13266666666667
EFCAB6	0.98575
SELT	1.06575
SLC39A2	0.4865
ERF	-1.26083333333333
ARL3	0.747125
SURF6	-0.3496
MLLT10	-0.72852380952381
FLJ11171	0.033
TDGF1	-4.07366666666667
ERCC6	-0.53075
EIF2AK4	1.088
BAZ1A	0.622833333333333
LRRN3	-0.525666666666667
TMC3	0.3225
EFTUD1	-0.295
PTPRO	1.13316666666667
CLEC12A	0.264125
ACBD4	0.4625
ZDHHC14	-0.2035
OTUD7B	1.0185
ACTB	0.8075
MSRA	0.2055
LCE5A	1.3445
IFI35	1.51475
BSCL2	-0.00433333333333334
ANKRD12	0.676083333333333
CFHR2	0.80025
RGAG1	-0.4405
HSFY1	0.435
SLC30A5	-0.0830909090909091
IMPG1	0.4555
GPR109A	0.6795
ZNF185	0.8365
IYD	0.197
NPCDR1	0.67
SERPINA13	0.1355
HMGCLL1	-1.18225
NEUROG1	0.941333333333333
UBQLN1	-0.065625
LIN37	0.47325
SOCS2	-0.5945
DSCR4	-1.985
XKR6	-0.319
GPR142	0.4325
KRTAP13-3	1.3825
CCDC15	0.0403333333333333
MOS	0.4795
CD1E	-0.6175
OFCC1	0.1814
FAM83D	-2.1885
SRFBP1	-0.56525
C9orf96	0.476
DHDH	-0.95625
CCDC90A	-1.0675
RABL3	0.57045
CD320	-1.70566666666667
ANGEL2	-0.42175
MRPL21	-0.35975
SMG6	0.3825
INSR	2.3091875
FLJ14816	-0.672
GLRB	-1.07833333333333
C9orf89	2.33825
CIZ1	-0.169875
URG4	0.00966666666666667
LRDD	-1.89016666666667
CBY1	0.261
NFX1	-0.1525
MTERFD2	-0.176714285714286
C19orf23	0.511
PGC	-2.990875
IER3IP1	0.4307
RASAL2	1.66058333333333
C1orf89	-0.71975
SYNJ1	-0.686625
NFKBIE	0.685
FLJ40125	-1.117
TCEB2	0.3295
NOG	-2.3335
POLR2J2	-0.920333333333333
HLA-B	1.793
PCDHA1	2.4685
PPP2R2B	-1.31725
ARHGEF17	0.851166666666667
TCF7L2	1.61478571428571
CHD5	-0.912833333333333
ZNF431	-1.0175
TBC1D25	-0.022
ZNF800	0.211
SCUBE2	3.711
MYCBP	-0.326833333333333
GPX5	0.4365
C6orf129	0.640833333333333
QSER1	-0.57
ULK2	1.32525
PIGO	0.638833333333333
NRCAM	-0.588769230769231
SLC35E3	1.113625
CSRP2	-0.0235
HYPE	0.8715
MAPK15	-0.045
MGC14327	0.86575
TIMM13	0.283833333333333
ZNF462	-0.152
GBA3	-0.222
TEX13A	-0.273
MCM6	-0.965
MTRF1	-1.29925
ABCA7	-1.07625
EIF4A2	0.1265
ZC3H10	1.1553
RPGR	-0.223833333333333
C20orf94	-0.19725
RP1L1	0.066
GPR125	-0.696428571428571
USP22	-0.594
OR1L4	0.31575
MLZE	0.62075
FLJ32065	0.43275
PTCD1	-0.5995
CRTAC1	0.00699999999999997
BXDC2	-1.74325
C18orf1	3.26866666666667
FAM107A	1.67685714285714
EFNA3	-0.501
P18SRP	-0.0426
CAMKK2	0.885333333333334
KIAA0649	-0.5495
NES	-0.4595
HS6ST3	1.867125
PON2	-2.03425
TCP11L2	-0.6875
CLEC4A	1.764
PRR12	0.3865
MLXIPL	-1.5648
C2orf50	2.428
ZNF28	0.57875
ENC1	1.30233333333333
MAP2K1	-0.3745
FKSG2	0.41225
KIAA0430	0.49525
PTP4A1	-1.20483333333333
GPR156	1.3855
GTF3C6	-0.9685
UBR2	-0.2869
LOC388272	-0.987
MAK	0.479666666666667
ACOT4	2.809
STC2	-0.20225
PIGW	-0.334375
SAE1	-0.18975
COL6A1	1.28104545454545
OAZ1	0.276166666666667
STMN4	0.797166666666667
EDG3	0.688833333333333
SGCE	0.108666666666667
IL11	-1.96633333333333
PRSS8	2.260375
YIPF5	0.636083333333333
WNT4	3.41725
CSN2	0.272333333333333
TCF7	-2.789125
TDO2	1.37275
SAMD9	0.0660625
S100A7A	0.0155
MMRN1	3.045
GKAP1	-1.22475
AKR1C3	-2.09575
RNF19A	0.642875
GMDS	-1.428
YKT6	-0.065625
SPARC	2.5519
C12orf31	0.377
UBE2V2	-1.14383333333333
FBXL18	-0.745833333333333
KIAA0460	0.39825
ADAM22	-0.744875
SERPINC1	-5.24025
KCTD21	0.46925
MYOHD1	-0.9955
ZNF37A	0.024
GTF3C1	0.476
CTSZ	1.887
PRNPIP	-1.16225
DRD1IP	1.75575
NR1I2	-2.34483333333333
ZNF266	-0.6576
SPAG4L	0.0225
COX4NB	-0.608
SAPS1	1.57516666666667
APOA1	-3.6745
TATDN1	0.131166666666667
C10orf82	-1.3795
KPNB1	-0.39925
FOXO3	0.141833333333333
CRYBB2	-0.344
ZBTB5	-0.037
SLC25A38	0.15925
DCTN2	0.0216666666666667
IFT20	0.125
CTHRC1	3.753
C1orf31	-1.650875
UHRF1	-0.721625
GPC6	0.0215
C10orf54	1.917
MCF2L2	-0.1796
WNT9B	0.052125
OLA1	-0.23925
FAM120B	0.1605
TTLL10	-0.247
CYorf15A	0.2965
RELN	-1.1636
SCN2B	0.699166666666667
MFHAS1	-1.03325
NKX3-2	-0.047
RASGRF2	-0.244
SSBP1	-0.576833333333333
KPNA6	-0.3145
LOC389118	0.1215
HS3ST4	-0.9349
SUPT7L	-0.23275
FLJ32658	-1.32866666666667
IGFBPL1	-0.86875
KIAA1641	-1.2345
SHKBP1	-0.320333333333333
CSF1R	4.89575
NAGK	0.99225
MYL2	0.5615
HIST1H4C	-1.263
TOMM7	0.076625
ADAMTSL3	2.4372
TNFSF14	-0.50625
PRRT2	-1.14675
VTA1	0.00912499999999999
AOAH	3.449
CRISPLD2	2.00642857142857
PNN	-1.0338
TA-NFKBH	-0.57625
ESPN	0.6735
RBM43	-0.1235
KIAA1267	1.293625
DDX3X	0.102444444444444
KIAA1576	-4.8375
PLXDC1	4.77166666666667
FLJ25801	-4.17675
HNRNPL	0.00225
RUNDC3A	1.30533333333333
CASP12	0.5365
SH2D5	-1.303625
RPL26L1	0.3745
OR51A7	0.62925
HDC	3.3215
C2orf16	0.126333333333333
SYTL3	1.959375
GOLGA4	0.3648125
NOTCH1	-0.291833333333333
ATPAF2	0.448
ECD	0.0355
SSX5	-1.73633333333333
SNAP91	0.06075
OCA2	-4.87525
PNPO	1.13916666666667
DAPK1	0.0101666666666667
PINX1	-0.607
SELENBP1	-0.4305
NEK3	-0.571583333333333
TMED4	0.378428571428571
SSTR4	-0.176
FOSL1	-2.5858
CD40LG	0.1615
CES1	-1.82483333333333
DCI	-0.8345
B3GAT3	0.0548333333333333
STK17B	-0.3065
CNTN6	-0.1505
CYP3A4	-2.03233333333333
MBOAT2	0.923214285714286
PISD	0.350875
USP1	-1.54525
PYDC1	1.04516666666667
CENPM	-1.069
SAR1B	-0.0475
TTC7B	-0.041875
DP58	0.3055
GPC1	0.461
RBL1	-1.68175
TMEM137	-2.71433333333333
TOB1	1.697
TCEAL1	0.988166666666667
CENPF	-2.24072727272727
C6	0.186833333333333
PRSS1	-3.67975
PPIL6	-0.132
C6orf124	-0.583
ODZ4	1.40133333333333
SNCB	0.14225
NDUFB9	1.517625
CNOT6L	0.712166666666667
S100A9	0.928333333333333
TRIM50	0.672
KCTD1	1.3499
WDR63	0.86625
SPEF2	0.524625
RNGTT	-0.447833333333333
CXorf22	0.685
KCNK16	0.17225
CEP250	-1.558625
ATPBD1B	-0.30525
KCNJ2	3.95625
MT1B	-0.014
ZNF684	-1.098
SLC4A1	0.11275
PDHA1	-1.50575
ZNF492	-1.006375
TKT	-1.80525
BYSL	-0.20775
RNF38	-0.2055
AHDC1	0.0855
KLHL2	0.698
CMTM8	2.39975
DMP1	0.2355
HERPUD2	0.33175
CRTAM	2.80383333333333
ZNF572	1.8695
TMEM16J	-0.9685
HSD17B2	-4.23125
UBE2G1	-0.321375
AHSA2	-2.91925
PELI2	0.2365
TPX2	-1.89275
ATP9B	0.493
DAZAP1	-0.289875
HMGCS2	0.433166666666667
C17orf38	0.5785
B9D1	-0.29675
NKX2-5	-0.985666666666667
KIAA1276	0.18375
LILRB2	3.6075
CSTF1	-0.0923333333333333
BTN2A1	-0.0468333333333333
C15orf48	5.8365
IGF2BP3	-4.408
FAM113B	0.3815
HRG	-0.1795
ZNF131	-0.68775
USP47	0.205428571428571
CCDC88B	-0.667625
HCN1	-0.5814
HTN1	-0.4984
SYCP3	-0.249
C13orf23	-1.2243
PAPOLA	-0.057375
AATK	0.2543
MSH3	-0.335666666666667
NDUFAB1	-0.55925
ITLN2	-1.19066666666667
BAK1	0.453666666666667
MRPL45	0.345333333333333
MTNR1B	0.131333333333333
LOC645843	-0.062
SPECC1L	1.052625
PGCP	0.9615
SPN	-0.485
GPR143	1.25233333333333
ZNF576	0.392166666666667
TMEM39A	0.3912
ATP5D	-0.0743333333333333
MAGEB3	-1.7705
RPS5	-0.936
ANP32E	-1.34514285714286
MTMR1	0.393
YEATS4	0.268
SYNGAP1	-0.07
PCOLCE	-0.105
MNS1	-0.21225
PCYT2	-0.213166666666667
ZNF182	-0.5305
LAX1	0.198857142857143
SPPL2B	0.7847
ELOVL5	1.1373
PCDHAC1	1.0095
B4GALNT1	0.00650000000000001
BLOC1S2	1.056875
ZNF673	-0.8481
ARHGAP21	-0.637166666666667
IRX5	3.403125
LRFN5	0.992666666666667
FAM7A1	-1.0025
RAB19	0.8145
GINS1	-1.74025
ITM2B	1.1961
PAPSS2	0.240833333333333
OR5BF1	0.4825
ACSL3	0.088
KIAA1919	-0.71625
GLT8D2	2.875125
UTRN	0.762214285714286
CNN1	2.629
HISPPD2A	-0.497
SDAD1	0.562875
SIGLEC9	1.241
RPL35	0.371428571428571
C22orf26	0.406
IMPDH2	-1.44725
WDR69	-0.591666666666667
SEC14L5	-0.270833333333333
CLTA	0.52525
RP11-529I10.4	0.717
GPR37L1	0.199166666666667
OGDH	-0.206083333333333
ASB13	1.36366666666667
ZFP14	-0.21525
ZCRB1	0.112
KPNA3	-0.05575
HSPA1L	0.95775
RHOC	1.1435
LOC554175	0.15375
PPP3CA	1.4545
SLC1A7	-0.6665
ZNF529	-0.816166666666667
RBED1	0.525
DDB2	-1.4665
FLJ11286	0.479833333333333
SPATA1	0.7225
MKNK1	-0.0615
DYSF	1.44
ALKBH2	0.365
NKD1	-3.28233333333333
C1orf174	-0.64775
PLEKHO1	0.6495
ASB10	-0.10475
RING1	-0.254833333333333
NPC2	1.025375
AVPR1B	1.013
YTHDF1	0.941416666666667
LMAN1L	0.5185
GSG2	-1.918
CEP170	-0.5338
RPS4Y2	1.571
MSH6	-1.1665
HECTD2	1.04066666666667
ZNF556	-2.30016666666667
PLEKHC1	-0.3601
AIRE	0.283
BCL2L10	0.65175
LMOD3	-0.0975
ZBTB8	-0.3922
FOXA2	-3.3524
SLCO2A1	3.5315
C3orf46	-0.014
PRDM16	0.1715
TMEM98	0.859
FRMD5	-1.1755
PDE6C	-0.527
C1orf216	0.236833333333333
EP400	-0.392857142857143
PTK2	1.2635
RNF217	0.2645
NDUFA8	0.9275
ZFAT1	0.8195
LAMP3	2.02616666666667
GLTSCR2	0.22125
NPW	-1.1435
LLGL2	1.4049
PPM1K	1.5515
C20orf177	0.0295
KIR2DL4	0.5513
NFKB2	0.27175
C21orf122	-0.557333333333333
HESX1	-0.80375
GPR114	0.509666666666667
SLC25A35	-0.999833333333333
GNAT1	-0.24225
ORAI3	0.0345
FAM76B	-0.29375
TMEM99	0.6288
TRIM29	-0.6209
CDS1	2.9375
RHEB	0.343
C4orf27	-1.04133333333333
RAB3A	-0.21825
OTUD6B	-0.3065
GPD1	-0.631375
CDH15	-0.6525
NPM1	-0.641642857142857
TMEM117	0.03025
PRPS2	-0.580583333333333
GCK	0.247
ADRA2A	3.97016666666667
TSPYL4	0.856333333333333
TASP1	-0.84675
WDR19	0.405
C10orf38	-0.808
PDE4C	-0.937
FYB	0.86875
C1orf55	0.0566666666666667
PPFIA3	-0.45825
RAD18	-0.77175
C12orf44	0.190166666666667
CRYBA4	-0.664
HVCN1	1.3355
TAF10	-0.6205
C16orf48	-1.01366666666667
DEPDC5	0.371833333333333
LTBP1	-0.849
MAPRE1	-0.1665
FGF8	0.0785
C3orf52	1.408875
SENP7	0.165833333333333
LRRK2	1.26175
RUNDC2A	0.628666666666667
KIAA0355	0.485333333333333
CPEB1	-2.4765
PPEF2	0.3245
ABI2	-0.163666666666667
KIAA0317	0.0375
ATF1	-0.709333333333333
DYNC1H1	0.79925
DIP	0.1235
TMEM33	0.825111111111111
POLDIP3	-0.1355
C7orf24	1.19725
GPR171	3.31825
CDC6	-1.381
PLD1	-0.3084
ITFG2	-0.1862
NDUFC1	0.35875
AKNA	-1.06725
NBR1	1.119
PKHD1	0.54775
HPS4	-1.157
MAFA	1.083
ULBP3	-0.6055
DIRC1	-0.1885
IMMT	-0.838625
C22orf13	0.414666666666667
CEL	-0.16625
MARK3	-0.71675
ADAMTS2	1.29916666666667
ARPC3	0.4635
TMEM10	0.013625
NPHS1	-0.1475
BRD8	-0.821333333333333
WDR12	-0.74
IDI2	-0.09275
HOXD13	-2.651
OR8G2	-1.245
SLAIN1	-2.4995
GABRQ	-1.42175
NR2C2	-1.48675
NKTR	-1.1879
TLE2	1.739
KIAA0892	0.3145
AURKA	-1.39263636363636
GPRC5C	0.937333333333333
TBC1D9B	0.0805
PNPLA6	0.0215
AP3B1	0.18225
NAG	-0.393625
C11orf68	-0.36275
AKR7A3	0.82725
AHCYL1	-0.0850833333333333
COP1	0.608
RPP14	-0.396333333333333
PCDHB18	0.57375
CDH24	1.2965
KRT17	-0.6083
LACTB2	0.3195
DDX24	0.0026
PHACTR1	-2.57083333333333
SLC35E2	-0.2055
LOXL1	1.13625
IQSEC2	0.628375
RGSL1	-0.273
PCDHGC5	0.477
MEGF10	-0.1295
PRRX1	1.961
ASTE1	0.427
C6orf159	-1.12875
MYOD1	1.364
GAA	1.7965
ZNF747	0.479
KLRC1	-0.763875
IL1RL2	0.3205
GDF9	-0.2645
GPR119	0.0805
TRAF2	0.613
HCK	3.91833333333333
BMP6	-1.8715
IL8RA	1.67666666666667
FLJ35848	0.06025
EFHA1	0.25025
CDSN	-0.885166666666667
C14orf54	-0.380833333333333
LSM3	-0.50125
ZFP41	0.1705
C9orf126	-1.1395
VIT	-2.2655
SPCS3	-1.58525
DEF8	-1.1122
CHAF1A	-1.25683333333333
C1orf165	-0.834833333333333
ZFPM2	1.29833333333333
FTH1	-0.1235
SLC35F1	-1.00775
YWHAH	0.55925
C17orf66	0.0551666666666666
ADRB1	-0.565666666666667
FOXL1	-0.691
RG9MTD3	-0.489
UMPS	0.027375
MGC13008	-0.0155
KIAA1161	0.7825
CCDC77	-1.85425
C12orf65	-0.1444
COG4	-0.869166666666667
RCP9	-0.156583333333333
RP4-692D3.1	0.987333333333333
CDC2L5	0.3405
MGC7036	0.4815
DNAJC11	-0.9555
GDF2	0.275
TIMM17A	0.66975
HNRNPA0	-1.1214
OR2H1	-0.0855
PCBP1	-0.125625
COL23A1	-1.39825
LRRC2	0.286538461538462
NSD1	0.136928571428571
FLJ37078	0.162625
WDR91	-0.1625
TMEM179	0.0455
DSCR10	0.33
CNDP2	0.5753
FYN	-0.156
BEX2	-0.2045
KCND3	0.28925
YPEL5	1.781375
LRRC42	-0.852166666666667
C17orf45	-0.373125
ZNF649	-0.3282
LOC150763	1.46975
COL5A2	3.39708333333333
CNGA2	0.318
ELA2B	-0.469666666666667
RAB9B	-0.7615
FAM100A	-0.1925
NAIP	-0.518142857142857
MYOZ2	-0.265571428571429
SPATA12	-0.254
XRCC4	-0.8885
CYB561	2.3083
CHST10	0.47675
BAI1	-1.086
BRSK1	-0.211666666666667
C17orf89	1.370375
PDE6H	-0.5615
FLJ20309	-0.2617
MAP7	0.4265
SCN4B	1.93675
SPAG9	-0.4951875
SERTAD1	1.0155
FLJ21963	0.12325
ANTXR1	1.1217
TMPRSS13	2.37466666666667
ETV7	3.4205
DGAT1	0.8575
NKIRAS1	0.8565
TAC3	-3.22425
CORO1C	-0.1915
RAD54B	0.00674999999999999
HRASLS3	3.7485
C21orf42	-0.31775
BARD1	0.5125
ZNF177	-0.0126666666666667
MIP	0.998
ZNF442	-0.075
F2	-3.9563
GRIA1	-0.017375
GALNTL2	1.35166666666667
WNT5A	-1.1198
LENG9	-0.238
hCG_25371	-2.092
FOXR1	-0.4945
TRA@	0.9562
PWWP2	1.20575
C1QTNF7	0.666166666666667
SLC7A4	2.8125
C4orf7	1.07275
C17orf80	0.798833333333333
KLK4	1.75983333333333
IL31	0.3915
TMEM176A	3.8135
CTNNB1	0.9354375
BHLHB2	0.47525
TMEM185B	0.838166666666667
ARD1B	-0.48625
C1orf93	0.6345
BRUNOL4	-0.395666666666667
LOC541469	2.29416666666667
UPK2	-0.269
GAS8	-0.1595
PATE	0.7255
IMPACT	0.5655
WNK4	0.3725
HNRPLL	-1.184875
GAD2	-0.0423333333333334
ITGA6	-0.24975
BMP15	0.108666666666667
CYP2A7	2.47775
RIC8A	-0.195875
CCND1	1.26908333333333
USP35	0.1595
DSCR2	-1.63575
CCL4	4.2955
ZCCHC10	-0.593
NOL11	0.06275
TRPM2	0.18475
PSMD2	-0.373636363636364
CHTF18	-1.71825
USP18	1.169875
RRAS	0.214625
LAMC3	-0.697
TOX	-3.01433333333333
PCDH15	-0.419
GABRG3	-1.811
NUDCD2	-0.723625
SGCZ	1.2975
KCTD17	0.0408
SPSB2	0.00949999999999999
TPPP3	2.786
CILP2	0.8405
CALB2	1.979125
CEBPZ	-0.533166666666667
ZNF479	-0.436
FMOD	5.27733333333333
C21orf66	-0.885428571428571
CLN6	0.1015
ANAPC1	-0.547625
SH2D3C	2.25
PTPN14	-0.4162
TRIM42	0.24575
APTX	0.50825
SNRPG	-0.627333333333333
BMS1	-0.151
MAGEA3	-4.401
NFATC3	-1.225
LRRC45	1.69266666666667
ARS2	-0.780714285714286
LRIG1	1.06333333333333
EPSTI1	1.22083333333333
PRSS27	0.64575
ERC2	-0.701
PRKACB	1.13328571428571
PRDM13	-4.399
HCG27	-2.191
KLK12	-2.884
HSD17B7	-0.185833333333333
ZNF354A	-0.34125
PCDH11X	-0.199
DMGDH	-0.54475
PCBD2	-0.2385
TMC6	-0.3305
RIMS1	-0.084875
SF3B2	-0.353833333333333
RCN1	-0.189166666666667
CPB1	1.14925
BCAR3	-0.07275
FCRLB	1.285
PAK1IP1	-0.99925
OR10H1	0.4395
KIF9	0.1954
PITPNM2	-0.90975
L3MBTL4	-0.274
TGFB1	0.3377
ZXDC	-0.875
SLC6A16	-1.03775
SRrp35	-1.9745
LRRC8E	2.192
PPIAL4	-0.127583333333333
EOMES	1.82666666666667
PAX2	-0.67
SCARF2	0.977875
PSEN2	0.961083333333333
PCDHB13	0.222666666666667
C10orf28	0.1175
DHRS7B	0.739142857142857
C1orf131	-0.5625
ASB1	-0.7388
ZNF223	0.239166666666667
LCMT2	0.826
MEP1A	-0.6635
TMEM53	0.57125
RSPH3	0.381
C10orf33	-1.651
LOC644285	-0.83275
PTPN9	0.150833333333333
ABCA12	1.02825
CCDC37	-1.37075
RUNDC1	1.887
YES1	-0.1385
FAM120AOS	1.32
OR5M3	0.226
PPP1R3F	0.346333333333333
IL13	0.1605
MDFI	0.555
PRNT	0.54925
ZDBF2	-1.187
OR10C1	0.3605
CLIC1	-0.0446666666666667
LILRA5	0.661166666666667
CSAG1	-4.038
TREML2	-0.336833333333333
FAM125A	-0.177666666666667
ZNF74	-0.526
FAM104A	1.189625
LRRC39	-0.3405
SAMD5	0.571
HYAL2	0.66375
HIST2H2AC	0.41925
IGFBP5	3.04195652173913
NRTN	-0.843333333333333
KIAA0556	0.1479
FAM29A	-1.96316666666667
JMJD2A	0.02875
EPHB1	0.77175
POLD4	0.896625
ANAPC10	-0.028
LRRC36	0.86575
MEGF6	-0.08675
LPHN3	0.8545
BMP10	-0.129
C21orf55	0.2005
CREM	-0.2881875
PTGER4	0.602666666666667
METAP1	-0.589375
KCNQ1	1.48566666666667
NR2F2	1.38625
SSFA2	-0.19625
CTTNBP2	-1.562
BCL2A1	-1.153625
ZBTB24	-1.12
SLCO6A1	-1.335
PRDM1	1.0146
OR7D2	-0.379
CCDC47	0.6598
LOC646982	0.43
SLC26A6	-1.98966666666667
BIN1	0.1354
SRRM1	-0.427142857142857
PCSK1N	1.572875
ALS2	0.2602
ECT2	-0.959421052631579
CACNA2D2	-0.261
DOCK6	-0.30925
C10orf119	0.05675
FATE1	-0.08575
DUSP23	1.4845
TRIP6	0.339428571428571
NUP35	-0.71225
CDH3	1.3955
KLHDC8A	1.4085
C9orf116	1.644625
EI24	0.27
CENTD1	0.362166666666667
RWDD2B	-0.186
DOCK1	1.249
NPAS2	-0.5745
NR3C2	1.44466666666667
FAM63A	-0.315166666666667
INPP5F	-0.03
FAM111A	-0.0461
MYBL1	0.509416666666667
IQGAP3	0.702666666666667
CRADD	0.465333333333333
DUSP12	-1.228
PDZK1IP1	2.231
VASH2	-0.82475
CTR9	-0.11375
VIL1	-4.002
OR8U1	0.368
CCDC107	0.828
PTTG1IP	0.171375
OR4X2	0.26275
COL9A1	-1.803
PSMD9	0.2605
ZFP62	-0.068
TIP39	-0.49875
PARP15	0.8175
TTC19	-0.2445
C1orf114	-1.84116666666667
GFPT1	-0.4655
SLC27A6	-0.348
MRPS10	-0.5522
CALML5	-0.695833333333333
TRPM7	0.382625
CGNL1	0.578
CECR1	1.04675
SERPINB8	-0.432666666666667
TMEM102	1.098625
PDIA2	-3.14475
NUCKS1	-0.439166666666667
HOTAIR	-0.54975
EBI3	0.14925
NXN	0.6625
ZMYND19	-0.21725
FOXJ3	-0.69025
EIF5B	0.0652999999999999
EIF2B4	-0.408166666666667
LEO1	0.09675
ZIC5	-2.04266666666667
IL20	4.9295
KIAA0415	0.77575
FLJ37357	-1.448
TSPAN12	2.177875
ACTR3B	-0.415625
TFAM	-0.548333333333333
IL17RD	-0.54625
PARP12	1.0045
KLHDC7A	0.2195
KCTD4	0.5515
GTF2H1	0.00900000000000002
FLCN	-0.344666666666667
BIRC4	0.858375
LOC790955	0.0705
VKORC1L1	-0.4655
CYP4F22	0.685
TAS2R5	0.939
ZNF582	-0.017
HS3ST3B1	-0.756625
CTNS	0.11725
STK36	0.0126666666666667
MMD2	0.2755
RP5-1103G7.6	0.234
FLJ23356	0.269
CRH	-0.50975
C1orf182	0.696166666666667
ACP5	1.44383333333333
AMFR	1.7199
CA4	-2.528
PLCB4	-1.024
MPHOSPH10	0.07625
UNQ473	0.473666666666667
G3BP2	0.332916666666667
SR140	-0.443666666666667
HOXA2	0.1255
PYGB	-0.859
BAT1	-1.11633333333333
DKK3	0.569833333333333
DDX31	-0.769
TULP1	-0.24675
NHLRC2	0.02875
TNRC4	0.122833333333333
ZNF430	-0.7195
TNRC6A	0.433
PLA2G1B	1.1395
RCHY1	0.432
GTF2A2	-0.898
MGC4294	0.942
ZNF691	-0.3715
TACC3	-1.54875
