Hybridization REF	TCGA-A1-A0SE-01A-11R-A084-07
PPARD	-0.12425
HFM1	-1.52075
YBX1	-1.681
ZNF695	-2.04475
SCTR	-0.3295
DCDC1	-1.7045
VPS26B	0.2044
MTF2	-0.933
ATP6V1F	-0.13325
CCDC94	0.07
PERF15	-0.067
CCL11	2.536
LMO7	-0.5575
DCST1	0.0725
ADRBK1	-0.092375
CDRT4	-0.35525
ZNF84	-1.20975
HOXD8	3.19575
STARD8	-0.134
FOXP2	-0.550875
CCDC103	0.826
POLR3A	-0.4267
GSC	-0.0435
ZNF114	-3.05016666666667
HTR7P	0.49
LALBA	0.3585
RMND5A	-0.3855
PSCD2	1.0055
ZNF409	0.295
KRTAP1-3	0.44
MAF1	0.092
LOC201725	-0.616
NRN1	-1.4145
SPAG5	-2.27633333333333
DNAH7	2.00366666666667
FLJ43860	0.178
BRCA2	-1.3405
ACADM	-0.217
CXXC6	-2.94475
RAGE	-1.09375
CHMP2A	0.50575
FAM8A1	0.4594
GPR21	0.6085
SLC12A3	-2.93966666666667
FVT1	0.701571428571429
ZDHHC7	-0.489125
FLJ44048	0.29075
SLC44A3	1.85183333333333
SDSL	-0.0758333333333333
MMP8	-0.66275
PLA2G12B	-3.78333333333333
ACY1	-0.39075
MT1E	-0.0953333333333333
OR4K15	0.284
TECTB	0.513
GPR20	0.34225
IRAK2	-0.36
RFPL3	-0.414125
MYO9A	0.72425
NARG1L	-0.575916666666667
BLMH	-0.1665
CCDC3	2.379
C9orf21	-0.661333333333333
KIAA0513	-0.3755
MIER2	0.13725
PNMA2	-1.2685
SH3BP2	0.6557
ANXA10	-1.66875
RTN2	1.00383333333333
TFB1M	-1.773
PRPH2	4.10075
C14orf133	0.37275
GOLGB1	1.26258333333333
IRX4	1.24925
NFKBIL1	0.475833333333333
C10orf62	-0.25075
APBB3	-0.4675
RPS10	0.2269
LOC728378	0.56375
TLE3	1.15911111111111
PSMB7	-0.803875
MESDC1	0.103
SLC6A1	0.577333333333333
OCLN	1.31441666666667
PTTG3	-1.865
NAGLU	0.09225
SERTAD4	1.813625
SPRY1	1.6275
FLJ10781	-0.0423333333333333
MYSM1	-0.95925
TRIM4	0.755285714285714
SH3YL1	1.398
TREM2	3.26483333333333
SERPINI1	1.73425
HDHD3	0.831375
TMEM38A	0.0505
EID2B	-0.7395
TDRD3	-0.1895
SEDLP	-0.1245
THSD7A	1.74233333333333
NDST3	-2.723
KLHL15	-0.425333333333333
DHRS12	1.895
FBXO9	-0.199
TNPO1	-0.29075
MRPL13	-0.7415
SNX5	-2.06683333333333
METTL6	-0.514
SOD1	-0.210375
CHML	-0.341666666666667
PACS1	1.230625
SIRT5	-0.7291
CAPN2	-0.0731666666666667
FXYD5	-0.886333333333333
TWISTNB	-0.69975
LRFN1	0.5685
UBE1L	1.036875
UBE1C	0.4915
OR51B2	-0.09525
OR4D11	-0.1555
C15orf2	0.112
NR4A1	-0.0626666666666667
LOC339047	-2.652
TRIM17	2.059125
ATP5G3	-0.538071428571429
RPL15	-0.00283333333333336
ADAMTS8	0.099
HOXC4	0.0445
C14orf37	2.6095
CEACAM5	-2.14225
MYT1L	-0.104333333333333
RASA2	0.0885
OSBPL7	-0.5675
STAG1	0.0405
GIMAP4	4.32783333333333
FUT3	-0.1495
PIF1	-3.07475
LPIN2	0.2763
SH3PX3	0.9235
PDP2	-0.756
PAPD1	0.4465
ERP27	3.6935
APOOL	-0.2449
DIABLO	-0.3355
TRHR	0.154375
ARMC9	0.27575
RNF152	2.96425
SLITRK3	0.3285
ZNF211	-0.0599
PFDN1	0.257
RGS11	0.45425
HS6ST1	1.4499
AKR1D1	-1.836
TNP2	0.815666666666667
STK31	-0.113
EML4	-1.19008333333333
SGTA	0.0491666666666667
HIST1H2BI	-0.497166666666667
PSMD6	-1.62416666666667
KIAA1257	3.15
C18orf55	-0.361666666666667
FLJ20273	2.82125
RPL28	-0.3915
EPYC	1.104375
NOX3	0.607
ELAC1	0.0785
METT11D1	-0.919
BIN2	-0.560666666666667
NACA2	0.24625
CCDC17	-0.98975
HM13	-0.5652
UBOX5	-0.077
UBE2O	-0.594375
UBL5	-0.01925
APOLD1	1.272875
C9orf31	0.3105
TNFSF8	0.3285
ARHGAP29	0.78925
PROKR2	0.314
PDE5A	0.539833333333333
C6orf12	0.1265
TOM1L1	0.822
WHDC1	-0.014375
FOXI1	0.905333333333333
RAB4A	0.8165
TMEM39B	-0.53425
ATPBD1C	-1.21475
FARSA	-0.606333333333333
PLEKHG5	0.35125
CMAS	-0.5025
OR7E24	-0.9065
SLC30A1	0.71775
CDC42EP5	1.27066666666667
PLAC1	0.767
KLHL18	-0.18575
LBA1	0.5173
TAZ	-0.73925
CRIP2	1.5905
BTBD11	0.0978333333333333
C16orf72	0.84025
DIO2	1.9081
LRRCC1	0.5935
CCDC136	-1.87
PRX	0.6555
RBM5	-0.1839
TMEM85	0.326
TUBGCP4	-0.634166666666667
APLN	0.155
CDK7	-0.0925
SSR2	1.51875
CRELD1	-0.199
C19orf46	2.38175
GAL3ST4	0.423
KBTBD10	0.87525
IL28A	0.072
WDR27	-1.1325
MCM2	-1.15766666666667
SOX14	0.402
FLJ39743	0.121
KIAA0922	-0.177125
HIPK4	0.519
FLJ25758	-0.095
C16orf57	-1.0265
PDZD2	1.6715
MCC	2.22225
HHLA3	0.143
ID2	0.15175
C20orf23	2.61558333333333
ZNF688	1.2555
APOC2	-2.8715
LOC440093	-0.31025
FAM50B	2.226
PWP1	-1.211
DNAH10	0.6045
HIST1H2BA	0.41025
GPR56	0.949
METAP2	-0.54575
PAN3	0.561166666666667
STXBP4	0.132375
PDHX	-0.112
MTA1	0.27225
ZBED4	0.359875
ZNF720	0.24225
CDK2	-1.18925
RHOJ	1.5365
CDC37	-0.106333333333333
ZER1	0.72275
GRK4	0.615
PRPH	-0.39625
POLR2A	0.123
OGFOD1	-1.2245
NOL5A	-1.35125
PHEX	-0.2195
FLJ16478	0.39675
C20orf117	-1.2335
CAMTA2	0.389
C11orf74	0.206166666666667
DDX17	-0.147833333333333
C5orf27	0.402
PLEKHA2	-0.8289
PDE4DIP	0.7183
SCN7A	0.376
ZNF559	-0.123666666666667
CXCL10	3.27275
ZMYM4	-0.0165
STK32B	0.880666666666667
KIAA0888	-1.2894
TACR3	0.7905
CKAP2L	-1.026
KIF1A	-1.28933333333333
RSPRY1	0.30475
VCAN	1.83675
CYP27C1	0.4515
SYDE1	-1.099
MED12L	-0.46275
ZDHHC21	1.21325
NHS	1.094
TM9SF3	0.559833333333333
DDHD1	-0.39275
MAFG	-0.9415
BICD2	-0.1001
C14orf119	-0.1665
C14orf43	0.461
CDH7	-1.723
ALKBH5	-0.586928571428571
JUP	1.65775
TMEM41A	0.103333333333333
MAMDC4	-1.32533333333333
CBX3	-0.29125
LRRC18	0.399
RBMXL2	0.14925
PLA2G4D	0.3205
FGF13	1.648125
KIF3A	1.21766666666667
PDIA6	-0.70125
DCXR	0.458
CASKIN2	0.308166666666667
EHD1	-0.0683333333333334
MARCKSL1	1.64016666666667
ZNF496	0.132333333333333
SCAF1	0.189333333333333
KCTD8	-0.81925
TRAF3IP3	0.450642857142857
LSR	1.18975
CXorf1	0.093
C14orf112	0.261333333333333
EIF2B1	-0.67025
OMP	0.655
GSTZ1	0.43475
LOC92017	0.8975
ISLR2	0.997
C12orf36	0.3215
GATA2	-0.937
GABRA5	-2.0435
CELSR2	0.194142857142857
STAM2	0.6299
TNAP	0.24
PTPMT1	-0.6615
GRP	6.23425
SV2A	-1.41033333333333
MAGEA12	-4.4175
CACNG1	3.609
C18orf19	-1.00925
GSG1	-0.592166666666667
PTPRJ	-0.284071428571429
FRMPD1	0.5735
ZNF668	0.585
PLEKHJ1	-0.316625
ADAT1	-0.9897
TMEM50A	0.7123
UCN3	0.148
HOOK1	1.68325
IL17B	1.0595
MLKL	-1.3
TTC14	-0.682833333333333
KLHL5	1.131375
CRYL1	0.5275
FOXH1	-0.1085
NFYB	-0.524
PPM1G	-0.17975
GOLGA2LY1	-1.03375
NMT1	-0.34125
HADHA	0.0973
CHSY-2	2.4475
PLEKHF1	0.768357142857143
SAGE1	-2.747
MUSTN1	0.2175
SUHW4	0.77875
TFEB	1.35983333333333
ZFYVE27	-0.4045
ATG12	-0.768333333333333
BMI1	1.297
ZIM3	0.11175
MYH4	0.08375
MASP1	-1.10808333333333
KIAA0984	0.20375
RPAP2	-0.1135
ASB5	-0.869
BOLA3	-1.3555
MIA3	1.1885
KRT35	0.5555
KIR3DL3	-1.025
MRPL51	-0.434
SEMA3F	1.66083333333333
NDUFB2	-0.0333333333333333
LOC253012	2.37325
FAM46C	0.5048
G6PC	-2.247375
CSAG3A	-4.824
PREX1	2.4295
SLC25A45	-0.34225
MAPKBP1	0.6051
CPE	1.0094
GNB1	-0.012625
CXCR6	2.5695
TRIM46	0.13175
C16orf3	0.419833333333333
HPSE	-0.406
TIGD3	-0.3985
SPG3A	2.54425
LCAT	-1.48816666666667
ST6GAL1	-0.976777777777778
POMC	0.05075
FLJ36031	-0.489666666666667
NSMAF	-0.688333333333333
SKIL	1.2405
ADSS	0.518333333333333
HMGCS1	-1.6235
POLR3F	-0.446166666666667
RAB10	0.1175
ZNF277P	-0.707125
ZBTB7B	0.74025
DHRS1	0.39125
ABCC13	1.43725
CNOT3	0.079
NFKBIA	0.98275
GAK	0.0813333333333333
SFT2D2	1.35016666666667
HOXA6	0.822
CRTC1	0.481875
LY6D	0.822
C20orf72	-0.643666666666667
CPT1A	0.54575
LMO1	-1.9045
EIF3I	-0.22
PRB4	0.047
MCM3APAS	-1.683875
C20orf132	-0.5262
FOXF2	-1.98025
S100A12	0.011
MLH1	-0.364333333333333
ACTN1	0.9746
MRPL36	-0.697166666666667
C20orf106	-1.25825
FBXO6	1.15483333333333
MKS1	0.0148333333333333
CX3CR1	-1.10725
PDE1B	0.666
PLP1	-3.054
KISS1	0.183333333333333
C14orf2	-0.448666666666667
TBC1D3P2	-1.9205
COMMD6	1.0243
ANKRD7	-1.15875
PTCHD1	1.402875
NARS2	-1.33925
DOCK7	-0.10425
FAM127B	0.072625
LOC390243	-0.218333333333333
N6AMT2	0.57775
ZNF391	-0.579
DNAJB14	0.369833333333333
WRB	0.459375
BPI	0.20125
TTC4	-0.208166666666667
FAM10A5	0.292
GOT1L1	-0.125777777777778
MAGED1	1.20225
RESP18	0.18975
WFDC6	-0.23375
MT2A	-1.305
C11orf56	0.217
KIAA1432	0.528
ROR1	-0.72125
HSD17B14	2.65316666666667
ZFAND2B	0.073125
SAMD4B	0.41625
HEXA	0.412125
HNRNPU	0.339454545454545
USP39	-0.110625
NRD1	-0.43175
R3HDML	0.23975
FLT4	0.675166666666667
OMG	0.165666666666667
OR52N4	0.6595
LOC399818	-0.68175
ELA2	-2.16375
VENTXP1	-0.156
RFC5	-2.0025
OR52L1	0.205
PAX5	0.332
FBXO2	0.90075
GMEB1	0.4675
AKT3	1.51866666666667
CRB1	-1.30616666666667
CTTN	0.907833333333333
UTP15	-0.4115
HSBP1	-0.382583333333333
PHF11	1.29575
NDEL1	-0.00616666666666667
USP8	0.0575
BAIAP2	0.331
SI	0.0115
ARSJ	0.0465
BAAT	-2.7485
KCNS3	2.6705
LOC126147	-0.325166666666667
TMEM37	-0.2855
C1orf162	2.50516666666667
MBD1	0.0238
ITGAL	1.41583333333333
WDR73	-0.270833333333333
GKN2	-0.0168
ARFGAP1	-0.9765
SLC5A8	4.09183333333333
ZBTB40	0.1171
CYP4B1	3.24616666666667
LYPLAL1	0.066
CHST3	0.54125
MAP3K9	0.3445
BTAF1	-1.20833333333333
TFAP2E	-0.324
RBM35B	0.11525
LOC441251	-0.675166666666667
ANKRD25	0.262888888888889
UQCRC2	-0.05
MAEA	0.290416666666667
HYAL1	-2.518
RNPEPL1	0.2395
CPSF2	-0.4595
PSD3	0.6661
ABCA13	-0.418375
AGR2	1.956
GBX1	-1.354
HDLBP	0.524571428571429
ACY3	-0.83375
HECW1	-0.15875
ZNF519	-0.65525
HOPX	3.1265
ZNF304	1.05425
OR12D3	0.3455
FKSG43	0.1045
METTL1	0.025875
MFSD3	-0.084
PSPH	-0.57075
CLCA3	-1.406
DARS2	-0.709333333333333
CDC25A	-2.1525
BAIAP2L1	0.6
B3GNT5	-1.0965
USP29	0.265
ARHGEF10L	0.8377
ATOX1	-0.017625
ADAM30	-0.00475
DNASE1	-0.37075
STT3A	-0.320416666666667
RAB6IP1	0.19325
PTN	2.5932
C1orf106	-1.24746153846154
HECA	0.9545
RNF122	0.7765
SLC22A18AS	-0.768833333333333
GNG8	0.330333333333333
ELP4	-0.52725
FAM65A	0.213333333333333
RPL10A	0.226333333333333
IRS4	0.308
MACF1	1.3836
SEC24D	0.37675
LOC374395	-0.32125
TGFB2	0.6495
MDFIC	0.264
CHRNE	0.316666666666667
PCMTD2	-0.369333333333333
ATP6V0D1	-0.1545
MTA2	-0.17425
LZTR1	-0.4585
RAP1A	0.3805
AXIN1	0.017
POLR1C	-0.13075
TRIO	0.166
PLXNA4A	-0.387083333333333
C5orf33	-0.58875
DEPDC1B	-2.79675
ZNF473	0.0613333333333333
MTM1	0.44125
GPR107	0.449
CSNK1A1L	0.640166666666667
FLJ14154	0.3455
NLRC4	2.6805
ENPP4	2.09366666666667
PADI3	-0.1815
RNF170	0.010625
CG018	1.0905
C16orf7	-0.30175
KCNE1	2.2025
NRM	-0.583833333333333
SLC37A3	0.101571428571429
TPD52L2	-1.12866666666667
UNC5B	1.42775
C12orf12	0.2065
SDHB	-0.554
CLRN1	-0.012875
NUDT10	-0.241
UGT3A1	-0.067375
FBXW8	-0.01775
RHOF	-1.096
PTPLAD1	1.140875
MYO3B	-0.4265
DERA	-0.831
TPP2	-0.641
C19orf53	-0.0856666666666667
GINS3	-0.99425
ST6GALNAC5	2.404
CHSY1	0.6125
MGC15705	0.069
GPR83	0.179833333333333
EXT2	-0.012625
DOLK	0.4545
TUBAL3	0.76175
ACVRL1	2.0023
ABL2	-0.228083333333333
C14orf156	-1.4905
PTPRZ1	-1.554125
DIP2C	1.18675
LAMP1	1.152375
RXRA	0.3842
MAP3K5	0.18425
ALKBH1	0.2375
PDLIM7	-0.22675
ARL14	-1.8825
SNIP1	-0.170833333333333
TIMP3	2.3225
RGS3	0.397166666666667
SPAG16	-0.2676
ABHD4	-0.0185
ARHGEF12	0.540333333333333
GLUD2	-0.0105
RAC2	-1.1744
UAP1L1	-0.955
SLC18A3	-0.158
YOD1	-0.699166666666667
RALY	-0.03625
HMOX2	0.58325
DGKH	0.683
DBNDD2	1.85583333333333
YIPF4	0.026875
THAP10	-0.03625
ZNF513	0.466
HAGHL	-0.0613333333333333
ITGB4	0.623333333333333
CCDC141	-1.415
YTHDF3	0.59375
C5orf28	0.213
RPL7L1	-0.589125
TMEM30B	1.49335714285714
ANKRD35	2.7285
DUOXA2	0.1205
TBC1D5	-0.010625
DFNB59	0.018
HRH4	0.20475
MYO6	1.4997
DNAJA4	2.205125
RBM24	2.415375
CEACAM20	-0.788
RBM23	0.427071428571429
NGFB	0.0885
C1orf63	-1.3586
KRTAP7-1	-0.2345
PERLD1	1.325
NPB	0.089
C17orf59	0.1885
HSPBAP1	-0.584
SLC15A4	-0.25525
PRTFDC1	-0.46075
OSMR	0.114214285714286
CYSLTR2	0.4885
C19orf25	0.3721
KIAA1797	0.00800000000000001
NLRP6	-0.0745
FAM105B	-0.3935
SCRN2	-0.0683333333333333
LRRC58	-0.0228
RNF17	-0.078875
NEIL3	-2.959
FAM137A	-1.34675
SKP2	-2.675
PARVA	1.22183333333333
PKLR	-1.8765
RNF34	-0.366875
A3GALT2	0.52275
C12orf50	-0.0801666666666667
SUNC1	-2.27775
FAM102B	0.426
CCT2	-1.051
LRRC37A2	-0.477
ARF4	0.7185
SIKE	0.292125
C8orf48	1.81666666666667
MBTPS1	0.119928571428571
GPSN2	-0.2225
NCF2	2.22325
SLC12A6	0.0978333333333333
MRPL48	-1.22
HMGN3	-0.988
LRRC62	-1.40775
PAX9	1.6285
FAM55A	0.6205
C20orf42	-1.85933333333333
SCML2	-1.85266666666667
BCL9	1.08725
FAM40A	-0.2205
C9orf41	-0.584
ZNF774	0.484
LETM1	-0.6875
PLXNB1	0.609833333333333
NIPSNAP1	0.418875
USP10	-0.8545
F9	0.37575
LIPE	0.49125
CNGB3	-0.2845
C12orf52	-0.50175
PI4K2A	0.048125
MED8	-0.089
STAT4	1.1434
FGD4	0.1025
RNF145	-2.05833333333333
WDR32	1.5165
CLDN2	0.0568333333333333
TCEAL8	1.1715
ZMYND8	-0.8065
PDXK	-0.3358125
GATAD2A	-0.45325
PTGES3	-0.684
CCM2	-0.12975
TAP1	0.195875
ZNF670	0.50775
ETS2	-0.355857142857143
C6orf166	-0.5735
PRMT2	0.6815
OR4B1	0.038
INTS8	-0.6235
CCDC102A	0.29825
CCDC83	-2.2275
ITGA1	-0.2034
EPHA5	-1.7088
FAM24B	-1.14966666666667
TSGA10	1.51325
HAL	-1.84333333333333
MYOT	0.6065
SPACA3	0.208
BCL2L2	-0.2755
CUGBP2	-0.1025
CCNB3	1.3915
RNF113B	-0.25975
MERTK	-0.565
BAG1	0.85925
VPS36	-0.065
ORMDL3	1.41
C1orf190	0.60075
ZNF625	-0.23725
CORO2B	-1.306
ALOX15	-0.51
CST1	1.098
NUPR1	2.39016666666667
CCL7	-0.0575
SMCR5	-2.2085
DSC2	2.697
RBMS2	0.3345
GRIK4	1.2435
TRIM65	0.1566
TMPRSS6	1.24428571428571
TP53INP2	-0.0115
GLB1L	0.648
LOC388284	0.037
PUS1	-1.39578571428571
BCL9L	-0.0415
OLFM1	-0.44
RET	2.470875
MASTL	-1.20133333333333
ALX3	0.00849999999999999
IL1RL1	0.681833333333333
ZNF765	-0.651
C14orf138	-0.924
SNX10	-0.732
TAC4	0.3025
C1orf64	3.789125
POGK	0.8595
MAPK9	0.26925
ZNF366	3.27775
C8orf79	2.5803
CLDN7	2.3365
OR5AT1	0.656
TRIM37	-1.7665
LRRC25	1.83275
GRHL2	2.8798
TEKT3	1.45375
LASS5	-0.0538333333333333
ABCC4	-1.88666666666667
DLG3	1.216875
VGLL1	1.2825
ZFP36L2	1.2665
MFRP	-0.0318333333333333
KIAA1799	0.362
FLJ44379	1.363
PCNX	-0.17625
ANXA9	3.148
CYP4V2	0.3547
PIK3C2A	0.2245
SRR	0.4665
NOL3	-0.751
IFITM2	1.2535
ARNTL2	-2.263
ZNF595	0.841
NLRP13	-0.5385
ASPH	0.92625
CPA2	-0.4145
PVRIG	-1.24733333333333
LEPR	-0.660666666666667
C16orf42	0.820833333333333
SH3BGRL	2.45675
FAM77D	0.207166666666667
FNDC7	-0.328
C9orf6	0.289833333333333
NOTCH2NL	0.993666666666666
PGBD1	-0.481833333333333
SYNGR2	0.658333333333333
PITPNA	-0.6760625
PRPF4B	-0.9637
SLC43A3	-1.25657142857143
NRBP1	0.05625
SLC25A22	-0.05075
ILK	0.165625
SLC22A8	0.375166666666667
MRPS7	-0.304375
PITX2	-0.965
FABP3	-0.847375
OR1L1	-0.1775
LOC728215	0.738375
BLID	-2.3015
KIAA1217	3.27582352941176
TFPT	-0.4905
AP4B1	-0.9775
VBP1	-1.4875
OR1K1	0.3315
MORC3	0.071
BHMT2	0.448833333333333
C3orf10	0.96175
FZD7	1.95066666666667
WFDC10A	-1.033
PMS2CL	-0.45725
CCDC32	0.561166666666667
FA2H	-1.6035
ALG13	-0.661
TTLL7	-0.6644
SPOCK3	-0.23375
SLC13A2	0.6725
AIM1	0.3765
GPRC6A	-0.015
EGR2	4.16675
MED11	0.008
WWC1	1.9805
SH3GL3	-3.81925
RIF1	-0.362071428571429
PRLH	-0.188
VLDLR	-1.103
DBT	0.1375
C21orf63	1.73475
CGGBP1	-0.23125
KRTAP12-2	-0.2855
TADA3L	-0.39475
ZBTB16	3.4205
PDGFB	1.313625
RFX1	0.521625
UQCRB	-0.243
LOC133874	-0.871
HPS3	-2.73025
LGALS3BP	0.1114
DKFZP564O0823	2.08757142857143
MRFAP1L1	0.7745
HOXA10	-0.557166666666667
NGB	-0.2815
KIF21A	-0.371307692307692
IFLTD1	-0.224
LZTS1	-0.0675
ARHGEF3	2.1845
RHBDL3	-1.378
CSNK1G2	-0.267416666666667
ChGn	-1.17425
KIAA1244	1.4385
GABRB2	0.126
MGC72080	-1.847
CD27	3.3075
EGLN1	-1.7749
PEX13	0.56875
RWDD3	-0.3865
RNF12	-0.380666666666667
GRIN2B	0.2215
ADAMTS14	-0.549125
DYDC2	2.26066666666667
ATP6AP1	1.0983
NR1H2	-0.160166666666667
PDK2	0.5565
C3orf17	-0.369666666666667
SLC38A2	-0.747857142857143
SLC25A29	-0.0556666666666667
C15orf29	0.61775
ADAM9	-0.074
TMUB2	0.236375
GPR176	-0.43775
AGK	-0.54875
MCCD1	1.7245
NDUFA4	-0.5745
TMEM146	0.442
DUSP1	0.7455
UNQ6975	1.1225
EMX2OS	3.94575
INSM2	-0.204
LUZP4	-0.47525
SETD6	-1.26875
P2RY2	2.44875
SLC45A2	-1.7935
RABGAP1	0.728333333333333
UBXD5	0.10825
GPRC5A	0.8273
PAK3	1.765
LOC63920	-0.9425
TGFBR1	1.0992
KRTAP6-3	0.06
SFMBT2	-0.26975
CDC42	0.1964375
C11orf35	0.877
TTLL2	-0.139
UACA	0.59675
CD97	-1.3737
SETD5	-0.06425
NINJ2	-0.46925
PTER	0.733
POMGNT1	0.47775
KRTAP4-2	-0.393
ECGF1	2.202375
HRB	-0.448181818181818
ATP1B2	0.0516
LOC400506	0.3505
COL4A3BP	0.67775
C6orf97	0.62925
GRHPR	0.744
TAS2R1	0.0005
SEMA7A	-1.30775
EDF1	0.11275
ODF2L	0.789
PCID2	-0.713833333333333
GTF2H4	-0.67
ZCCHC3	-0.5105
CGB2	-0.0798333333333333
NEUROD1	-0.25475
C20orf75	-1.387
RP5-1054A22.3	1.86816666666667
IFNA5	0.154
ZNF134	0.0514166666666667
MGC119295	-0.9915
ZSWIM6	0.106625
SMEK1	0.211166666666667
PCGF2	0.6215
C1orf102	2.72575
CYP2A13	0.592
KCNH6	-0.9648
MDM1	0.1935
ALDH7A1	0.141833333333333
C9orf75	0.64825
VDAC3	-0.12925
OR51T1	0.665
EIF3F	-0.16575
KCNJ10	-0.412875
LENG8	-0.061
EDEM2	0.11525
CCNJL	-0.0215
DHX37	-1.1055
CRYGN	1.2775
AATF	-0.306
ZNF630	1.623
E2F5	0.168
WFDC13	-0.54775
FTSJ3	-0.498166666666667
C4orf33	0.2535
LHFPL4	-2.14775
C19orf56	0.045
SMAD4	0.285875
AFM	-0.564333333333333
G0S2	-3.1555
FCHSD2	-0.2119
RRP1B	-1.1319
EEF1B2	-0.263
STAT6	0.935666666666667
ZNF195	-0.342
GNL1	-0.341333333333333
ZNRF2	1.11166666666667
PER3	0.60575
ASB16	0.20925
C10orf10	1.59842857142857
ADCY8	-2.727
C9orf58	-0.321166666666667
ARMC10	-0.154666666666667
PSG1	-1.368
DHX34	-0.0165
VARS2	-0.368625
NFIC	1.21175
ITPR2	1.09125
AGXT2	0.169666666666667
OR6K3	0.0775
H2AFZ	-0.901083333333333
MLLT3	0.582333333333333
COX4I2	1.876
CCNT2	-0.115375
PLK4	-1.778
NUMBL	-0.426166666666667
MED16	0.31475
PLEKHQ1	0.69
GOSR1	0.319388888888889
BTG4	-0.06125
RPL30	0.566333333333333
IGSF5	-0.1655
IGFL2	2.5965
ELMOD2	1.1475
SHC3	-1.031
HAVCR1	-0.3985
DYNC2H1	0.139625
RNF5	-0.173833333333333
C2orf7	-0.356
NLF1	1.019
KLHL25	0.3215
LRP10	0.8706
KRI1	-0.061
PUS7L	-0.369166666666667
MGMT	1.0005
HOXD1	0.7935
CSH1	0.2888
ATG16L2	-1.834
FLJ44635	0.628
CHODL	0.52375
EXOSC8	-1.7475
SLC28A1	-0.2005
MYO7B	-0.8475
SEH1L	-0.6478
MTNR1A	0.2475
TSPAN5	0.898833333333333
CDC45L	-2.9465
AMIGO1	0.998
ATAD3A	-1.06025
OSGIN2	0.631333333333333
PDIK1L	0.603833333333333
DARC	3.648
PIPSL	0.4225
SHMT1	-0.341
CRISP3	0.1355
POPDC2	2.09216666666667
ZRANB2	-1.02816666666667
FBXL8	0.65125
TRIP13	-2.11118181818182
EIF5AL1	-1.1745
POU5F1P3	-5.05533333333333
IL6	-1.96916666666667
CXorf38	0.0465
IFNA16	0.1455
FBXL2	1.8665
BRD1	0.5305
STATH	0.4135
FBXO44	0.641833333333333
MCCC2	0.462
CDC2	-1.7191
C5orf23	-1.1045
IVD	0.316333333333333
C10orf122	-0.574
MSL3L1	-0.1137
MVP	0.78125
EPOR	-0.4084
ZMYM1	-0.0861666666666667
BCL7C	1.2505
PSTPIP2	1.0479
LYPD1	-1.416375
OR8G5	0.1635
ZP3	0.3765
BCAS4	1.39691666666667
EDG6	1.98925
ISY1	-0.229
PRAMEF2	-1.22375
CUL1	-0.350375
RNF213	0.2882
CCRK	1.2035
DHX9	0.0585
C13orf29	-1.017
NCKAP1	-0.347833333333333
MRPL43	0.984357142857143
XPR1	0.932
PKN2	0.6239
PODNL1	1.061
ZNF333	0.37125
DALRD3	1.158
OPN1SW	0.1975
BTBD6	0.445
C11orf82	-2.99
OR5P3	0.3335
DUSP11	0.40825
L1CAM	-1.5261
NEK11	2.68666666666667
OR7E91P	0.9385
CNTN3	2.4635
CREB3L2	0.0395
ZBTB37	0.792
KIAA1324L	0.5495
NDUFB10	0.170333333333333
NUDT2	0.38975
GTPBP8	-0.79825
CACNA1D	2.000125
PRKAA2	0.00700000000000002
PRDM8	0.2305
MGC16075	-0.667666666666667
KRT14	1.5385
PP8961	0.735125
MRPL18	-1.03925
ABCG2	-1.76725
PACRG	2.36725
BBS2	-0.314
KREMEN2	-1.253
FBXO21	0.24025
HNRPUL1	0.158416666666667
GRB10	0.576
CLSTN1	0.841625
LMAN2	0.3893
C17orf61	-0.4175
NIPSNAP3A	-0.10075
INSIG2	-0.910333333333333
PCDHB7	0.506333333333333
STXBP2	0.42625
CMAH	0.486166666666667
SEMA5B	-0.695
ZNF155	0.0411666666666667
COQ6	-0.174
PRPF4	-0.167
TSPAN15	1.9124
VN1R5	0.4095
LATS2	0.613
SELK	0.1085
PGK2	-0.62025
MS4A1	-0.772625
TYW3	-0.2151
KRTAP5-1	0.8685
RCCD1	-1.5925
BTN1A1	1.08625
DDX28	-0.51575
TMEM65	0.549875
LOC92345	0.385
TTC31	-0.15875
WDR46	-0.795
CHP2	-1.2255
LSP1	0.46625
ZNF542	-0.181
EXOSC1	-0.39025
ARHGAP18	-0.801666666666667
LRRTM4	-0.93275
MAOB	2.939
CACNB4	0.52775
MGC33846	1.082125
RANBP3L	0.865875
ATP5L	-0.5265
ONECUT1	-3.249
NUDT9	0.23175
TMEM149	0.575
STX17	0.2745
IGSF10	-2.631
TMPRSS9	0.241
BMPR2	1.71791666666667
ALLC	0.0215
KLF7	0.464875
GCC1	0.4431
TIMM9	-0.512
CDO1	0.39
MGC10701	-0.716
IFI6	0.583333333333333
FRMD8	0.11525
MGAT2	-0.1985
WBP5	0.7785
CNIH2	0.365
KIAA0907	-1.6209
KCNH8	0.654
CTSG	0.62425
GRIK1	0.8325
CUL5	0.029625
FRMD1	0.359
OR9A4	-0.1515
SYT6	-1.40875
FOXD4L2	1.0375
ANAPC2	-0.513833333333333
OPN5	-0.2215
TAF13	-0.4705
LYG2	-0.69875
GGNBP1	-0.016
C11orf40	-0.038
OTX2	-0.893
REG4	0.2185
EIF5	-0.3999375
PALB2	-0.31575
SEPSECS	-0.6039
RNASE3	-0.41975
TRIM49	-1.7425
POLR2K	0.2426
GPR42	0.195
