Hybridization REF	TCGA-A2-A0EN-01A-13R-A084-07
GSK3B	0.0516666666666667
RALB	1.720875
PDXP	-1.76816666666667
GNGT1	-3.107375
KIR2DL1	0.832
TNFAIP3	0.897916666666667
C6orf32	2.0199
CBLN2	-1.849
PANK3	1.267375
TAAR9	0.0245
WDR82	0.507
APOM	-3.24925
TRIP10	0.378
SPATA16	0.6715
C1orf135	-2.99675
USP51	0.0535
TESK1	1.15725
C11orf64	0.024875
ZNF611	0.0065
PDE6G	1.07533333333333
HLA-DQA1	3.7
GCLC	-0.07975
SEC61A1	-0.2685
TWSG1	0.58575
ZMYND10	2.527
CTDP1	-0.06475
ADAMTS6	0.906833333333333
SLIT1	-2.29875
KRT86	-0.6975
KIAA0574	1.415
GTPBP2	-0.555
PQLC3	1.15575
PRRX2	0.354666666666667
C15orf44	-0.442
MKKS	-0.48725
C11orf10	-0.3885
GPR110	-0.595625
CD109	-0.82875
ADCY1	-0.4665
RHBG	-3.77975
TP53I3	0.229375
SLC22A3	-0.2903
UCP2	0.98625
FOXG1	-2.43316666666667
OR2AG1	0.0255
TRIM24	-0.96975
PROC	-2.503625
TAAR6	0.13875
AMTN	-2.0455
C10orf47	0.431666666666667
DEPDC1	-2.8025
FLJ45557	2.0255
ZDHHC17	-0.1971875
KIAA1429	0.581333333333333
KCNH1	0.6605
VNN3	1.322125
PSMAL	0.9355
PPARD	0.190125
HFM1	-1.3915
YBX1	-1.47733333333333
ZNF695	-2.477
SCTR	-0.159833333333333
DCDC1	-0.2045
VPS26B	0.5681
MTF2	-1.42933333333333
ATP6V1F	0.07925
CCDC94	-0.22125
PERF15	0.4455
CCL11	4.40225
LMO7	-1.146875
DCST1	0.169
ADRBK1	0.019375
CDRT4	0.055375
ZNF84	-0.50025
HOXD8	1.39875
STARD8	0.0595
FOXP2	-0.523875
CCDC103	0.45025
POLR3A	-0.7964
GSC	1.00083333333333
ZNF114	-2.414
HTR7P	-0.3855
LALBA	0.078
RMND5A	-0.252666666666667
PSCD2	0.688
ZNF409	0.1095
KRTAP1-3	0.2455
MAF1	-0.179
LOC201725	-1.21783333333333
NRN1	-0.86275
SPAG5	-3.23466666666667
DNAH7	2.2655
FLJ43860	-0.318
BRCA2	-1.192
ACADM	-0.87025
CXXC6	-3.328375
RAGE	-0.289875
CHMP2A	1.10525
FAM8A1	0.6028
GPR21	0.418
SLC12A3	-2.87716666666667
FVT1	0.315714285714286
ZDHHC7	-0.2395
FLJ44048	0.1435
SLC44A3	1.8695
SDSL	0.947
MMP8	-0.71175
PLA2G12B	-3.96566666666667
ACY1	-0.543
MT1E	-1.10316666666667
OR4K15	1.0395
TECTB	0.262
GPR20	0.551
IRAK2	-0.2855
RFPL3	-0.251875
MYO9A	0.16
NARG1L	-0.11075
BLMH	-0.21625
CCDC3	3.16166666666667
C9orf21	0.394833333333333
KIAA0513	0.384833333333333
MIER2	0.042
PNMA2	-1.41591666666667
SH3BP2	0.5586
ANXA10	-0.96075
RTN2	0.639166666666667
TFB1M	-1.7085
PRPH2	3.85925
C14orf133	0.19625
GOLGB1	1.02116666666667
IRX4	0.405125
NFKBIL1	-0.333
C10orf62	-0.28175
APBB3	-0.2925
RPS10	-0.3944
LOC728378	0.7775
TLE3	0.851166666666667
PSMB7	-1.09275
MESDC1	-0.0445
SLC6A1	0.6995
OCLN	1.48225
PTTG3	-2.5145
NAGLU	0.4885
SERTAD4	2.13825
SPRY1	1.37
FLJ10781	-0.441916666666667
MYSM1	-0.40525
TRIM4	0.475142857142857
SH3YL1	1.375625
TREM2	4.09816666666667
SERPINI1	0.28175
HDHD3	0.133
TMEM38A	0.062625
EID2B	-1.6485
TDRD3	0.261333333333333
SEDLP	0.63825
THSD7A	2.33783333333333
NDST3	-2.03325
KLHL15	-0.961583333333333
DHRS12	2.1925
FBXO9	0.641928571428571
TNPO1	-0.368166666666667
MRPL13	-1.09433333333333
SNX5	-2.39966666666667
METTL6	-0.4525
SOD1	-0.193875
CHML	-1.04916666666667
PACS1	0.691375
SIRT5	-0.7079
CAPN2	0.848666666666667
FXYD5	0.150166666666667
TWISTNB	-0.683625
LRFN1	0.441833333333333
UBE1L	1.577375
UBE1C	0.46725
OR51B2	-0.0755
OR4D11	0.096
C15orf2	-0.4235
NR4A1	0.237
LOC339047	-2.2385
TRIM17	2.95125
ATP5G3	-0.781
RPL15	-0.129166666666667
ADAMTS8	0.09325
HOXC4	-0.2505
C14orf37	2.3855
CEACAM5	-2.59975
MYT1L	-0.1065
RASA2	0.6435
OSBPL7	-1.0125
STAG1	-0.066
GIMAP4	5.36466666666667
FUT3	-0.750833333333333
PIF1	-3.187875
LPIN2	0.0624
SH3PX3	0.3285
PDP2	-0.8185
PAPD1	0.00225000000000001
ERP27	5.32375
APOOL	-0.4261
DIABLO	0.238
TRHR	0.324375
ARMC9	-0.137
RNF152	2.39325
SLITRK3	-0.133333333333333
ZNF211	0.5857
PFDN1	0.322
RGS11	0.463125
HS6ST1	0.1445
AKR1D1	-1.27175
TNP2	0.0901666666666667
STK31	1.05666666666667
EML4	-0.752666666666667
SGTA	-0.152166666666667
HIST1H2BI	-1.81883333333333
PSMD6	-1.26433333333333
KIAA1257	0.49925
C18orf55	-1.21083333333333
FLJ20273	2.307125
RPL28	-0.665333333333333
EPYC	2.98625
NOX3	-0.2015
ELAC1	-0.2755
METT11D1	-0.875
BIN2	1.38
NACA2	-0.06025
CCDC17	-0.9055
HM13	-0.3199
UBOX5	-0.180375
UBE2O	-0.740875
UBL5	0.162
APOLD1	0.783875
C9orf31	-0.03025
TNFSF8	0.819
ARHGAP29	0.750875
PROKR2	0.342
PDE5A	-0.234333333333333
C6orf12	0.105
TOM1L1	-0.47
WHDC1	-0.05675
FOXI1	0.7105
RAB4A	1.0158
TMEM39B	-0.8155
ATPBD1C	-0.74175
FARSA	-0.792
PLEKHG5	0.17325
CMAS	-0.367666666666667
OR7E24	-0.9795
SLC30A1	-0.01
CDC42EP5	1.19233333333333
PLAC1	0.713
KLHL18	0.136666666666667
LBA1	1.1337
TAZ	-0.876
CRIP2	1.319125
BTBD11	-0.369
C16orf72	0.7335
DIO2	1.9912
LRRCC1	-0.476666666666667
CCDC136	-2.2845
PRX	0.29375
RBM5	0.191
TMEM85	-0.276375
TUBGCP4	-1.85583333333333
APLN	0.986
CDK7	0.124
SSR2	0.80425
CRELD1	-0.5205
C19orf46	2.17025
GAL3ST4	1.22366666666667
KBTBD10	1.06875
IL28A	-0.06725
WDR27	-0.4405
MCM2	-2.17466666666667
SOX14	0.104
FLJ39743	0.087
KIAA0922	0.472375
HIPK4	0.36
FLJ25758	0.367
C16orf57	-0.613666666666667
PDZD2	1.951375
MCC	1.589625
HHLA3	-0.5867
ID2	0.22175
C20orf23	2.07325
ZNF688	0.66575
APOC2	-0.667333333333333
LOC440093	-0.1645
FAM50B	1.39433333333333
PWP1	-0.4405
DNAH10	0.768
HIST1H2BA	0.78725
GPR56	0.696333333333333
METAP2	-0.636875
PAN3	1.05366666666667
STXBP4	0.472
PDHX	-0.2475
MTA1	-0.0685833333333333
ZBED4	-0.589625
ZNF720	-0.4325
CDK2	-1.236875
RHOJ	1.883375
CDC37	-0.261666666666667
ZER1	0.59575
GRK4	0.38025
PRPH	-0.47725
POLR2A	0.053
OGFOD1	-1.28275
NOL5A	-1.45625
PHEX	1.025
FLJ16478	0.2445
C20orf117	-0.77275
CAMTA2	0.624
C11orf74	-0.0455
DDX17	-0.383416666666667
C5orf27	0.121625
PLEKHA2	-0.8564
PDE4DIP	-0.1355
SCN7A	0.89525
ZNF559	-0.431166666666667
CXCL10	3.84675
ZMYM4	-0.4085
STK32B	0.0251333333333333
KIAA0888	-1.4565
TACR3	0.5745
CKAP2L	-2.70325
KIF1A	-1.91433333333333
RSPRY1	0.41825
VCAN	2.38925
CYP27C1	0.5075
SYDE1	-1.16916666666667
MED12L	-1.2645
ZDHHC21	1.224375
NHS	-0.1535
TM9SF3	1.11383333333333
DDHD1	0.045875
MAFG	-0.738
BICD2	-0.0233
C14orf119	-0.201
C14orf43	0.00957142857142856
CDH7	-1.911
ALKBH5	-0.185357142857143
JUP	1.3765
TMEM41A	-0.108833333333333
MAMDC4	-1.76333333333333
CBX3	-0.96875
LRRC18	-0.13575
RBMXL2	-0.01475
PLA2G4D	0.237
FGF13	0.707375
KIF3A	1.066
PDIA6	-0.7025
DCXR	-0.11575
CASKIN2	0.105166666666667
EHD1	0.788166666666667
MARCKSL1	0.357
ZNF496	-0.308666666666667
SCAF1	-0.1955
KCTD8	-0.54225
TRAF3IP3	1.57957142857143
LSR	1.1695
CXorf1	-0.111
C14orf112	-0.0151666666666667
EIF2B1	-0.04075
OMP	-0.2145
GSTZ1	0.02275
LOC92017	1.351
ISLR2	1.906
C12orf36	0.205
GATA2	-1.3355
GABRA5	-1.5295
CELSR2	-1.39785714285714
STAM2	0.5515
TNAP	0.896
PTPMT1	-0.5335
GRP	7.071
SV2A	-1.671
MAGEA12	-4.41175
CACNG1	0.8955
C18orf19	-1.21425
GSG1	-0.917666666666667
PTPRJ	0.723714285714286
FRMPD1	0.4555
ZNF668	0.36525
PLEKHJ1	-0.498375
ADAT1	-0.8967
TMEM50A	0.3891
UCN3	-0.4335
HOOK1	0.4305
IL17B	-0.248
MLKL	0.202333333333333
TTC14	-0.106833333333333
KLHL5	1.2535
CRYL1	1.3705
FOXH1	-0.5535
NFYB	0.163625
PPM1G	-0.45925
GOLGA2LY1	-1.6385
NMT1	-0.291125
HADHA	0.1405
CHSY-2	2.6165
PLEKHF1	0.420571428571429
SAGE1	-2.9525
MUSTN1	1.09475
SUHW4	0.70775
TFEB	1.77066666666667
ZFYVE27	0.02675
ATG12	-0.283666666666667
BMI1	1.25864285714286
ZIM3	0.092
MYH4	-0.2195
MASP1	-1.02091666666667
KIAA0984	0.45125
RPAP2	-0.9735
ASB5	-0.0965
BOLA3	-1.1435
MIA3	1.04483333333333
KRT35	0.1195
KIR3DL3	-0.4465
MRPL51	-0.49525
SEMA3F	0.211166666666667
NDUFB2	0.179833333333333
LOC253012	1.03175
FAM46C	0.1128
G6PC	-2.83042857142857
CSAG3A	-5.13216666666667
PREX1	1.109
SLC25A45	0.1215
MAPKBP1	-0.1411
CPE	0.3376
GNB1	-0.439
CXCR6	2.4455
TRIM46	-0.08325
C16orf3	0.371666666666667
HPSE	0.80125
TIGD3	-1.478
SPG3A	2.05425
LCAT	-1.281
ST6GAL1	-0.0310555555555554
POMC	0.378
FLJ36031	0.194333333333333
NSMAF	-0.150333333333333
SKIL	2.0975
ADSS	0.442666666666667
HMGCS1	-0.9177
POLR3F	-0.553833333333333
RAB10	0.18225
ZNF277P	-0.504375
ZBTB7B	0.271
DHRS1	0.442
ABCC13	-0.033875
CNOT3	-0.3135
NFKBIA	1.28525
GAK	0.0416666666666667
SFT2D2	1.42016666666667
HOXA6	0.028
CRTC1	0.42325
LY6D	-1.204
C20orf72	-1.04983333333333
CPT1A	0.054
LMO1	-2.1395
EIF3I	-0.4785
PRB4	-0.0703333333333333
MCM3APAS	-1.814125
C20orf132	-0.4839
FOXF2	-1.85475
S100A12	1.368
MLH1	-0.452333333333333
ACTN1	1.0838
MRPL36	-0.152833333333333
C20orf106	-0.29775
FBXO6	1.183
MKS1	-0.312666666666667
CX3CR1	-0.02725
PDE1B	1.9095
PLP1	-2.7795
KISS1	-0.201333333333333
C14orf2	-0.627833333333333
TBC1D3P2	-0.77825
COMMD6	0.8656
ANKRD7	-1.83875
PTCHD1	-1.57675
NARS2	-0.9425
DOCK7	-0.81975
FAM127B	-0.024
LOC390243	-0.205833333333333
N6AMT2	0.4975
ZNF391	-1.026
DNAJB14	0.653333333333333
WRB	-0.203875
BPI	0.44575
TTC4	-0.461333333333333
FAM10A5	-0.3
GOT1L1	0.3817
MAGED1	0.646875
RESP18	-0.12925
WFDC6	1.1705
MT2A	-1.499
C11orf56	0.291
KIAA1432	0.414
ROR1	-0.46225
HSD17B14	1.555
ZFAND2B	0.082875
SAMD4B	-0.03025
HEXA	0.1
HNRNPU	0.048
USP39	-0.20825
NRD1	-0.767
R3HDML	0.02425
FLT4	0.6165
OMG	0.00116666666666665
OR52N4	0.4345
LOC399818	-0.26775
ELA2	-2.67175
VENTXP1	0.0165
RFC5	-2.057
OR52L1	0.287
PAX5	0.194
FBXO2	-2.36925
GMEB1	0.0335
AKT3	0.0305
CRB1	-1.117
CTTN	0.169833333333333
UTP15	0.413166666666667
HSBP1	-0.758416666666667
PHF11	2.0305
NDEL1	0.248166666666667
USP8	-0.5505
BAIAP2	-0.0555625
SI	0.746833333333333
ARSJ	-1.51016666666667
BAAT	-3.44775
KCNS3	2.324
LOC126147	-0.8255
TMEM37	1.56325
C1orf162	4.16566666666667
MBD1	-0.5299
ITGAL	1.8525
WDR73	-1.16833333333333
GKN2	-0.00366666666666667
ARFGAP1	-0.684625
SLC5A8	-0.728
ZBTB40	0.1158
CYP4B1	-0.01
LYPLAL1	-0.136
CHST3	-0.101
MAP3K9	-0.197
BTAF1	-1.06466666666667
TFAP2E	-0.138
RBM35B	0.1005
LOC441251	-0.5295
ANKRD25	-0.141166666666667
UQCRC2	-0.2185
MAEA	0.272333333333333
HYAL1	-2.2636
RNPEPL1	0.415833333333333
CPSF2	-0.404125
PSD3	0.6873
ABCA13	-0.2045
AGR2	3.886125
GBX1	-0.6485
HDLBP	0.509
ACY3	-0.46275
HECW1	-0.49425
ZNF519	-1.6165
HOPX	3.155
ZNF304	1.22
OR12D3	0.1885
FKSG43	-0.04875
METTL1	0.01025
MFSD3	-0.4107
PSPH	-0.59525
CLCA3	0.141
DARS2	-1.98266666666667
CDC25A	-2.568
BAIAP2L1	-0.65825
B3GNT5	-0.069
USP29	0.04825
ARHGEF10L	1.5478
ATOX1	0.35925
ADAM30	0.18875
DNASE1	-0.6915
STT3A	0.26275
RAB6IP1	0.56575
PTN	0.908
C1orf106	-1.29153846153846
HECA	1.81825
RNF122	1.38375
SLC22A18AS	-0.594666666666667
GNG8	0.394
ELP4	-0.86625
FAM65A	0.263833333333333
RPL10A	-0.130833333333333
IRS4	-0.0965
MACF1	0.4937
SEC24D	0.462
LOC374395	0.13225
TGFB2	0.3345
MDFIC	0.80225
CHRNE	0.364666666666667
PCMTD2	-0.567833333333333
ATP6V0D1	0.0353333333333333
MTA2	0.4285
LZTR1	-0.807666666666667
RAP1A	0.801333333333333
AXIN1	-0.23875
POLR1C	-0.0665
TRIO	0.270333333333333
PLXNA4A	0.520333333333333
C5orf33	-0.31125
DEPDC1B	-3.859125
ZNF473	-0.259333333333333
MTM1	0.964
GPR107	0.634333333333333
CSNK1A1L	0.980666666666667
FLJ14154	0.2715
NLRC4	4.2745
ENPP4	1.95033333333333
PADI3	-0.6845
RNF170	-0.0416250000000001
CG018	1.513
C16orf7	-0.60725
KCNE1	1.14325
NRM	-1.43266666666667
SLC37A3	0.943285714285714
TPD52L2	-0.8225
UNC5B	1.90325
C12orf12	0.0788
SDHB	-0.93975
CLRN1	0.173375
NUDT10	-1.265
UGT3A1	-0.03875
FBXW8	0.070875
RHOF	-0.343625
PTPLAD1	-0.79175
MYO3B	-0.481
DERA	-0.932
TPP2	-0.23525
C19orf53	-0.0323333333333333
GINS3	-1.309125
ST6GALNAC5	1.424
CHSY1	1.08625
MGC15705	-0.207
GPR83	-0.256333333333333
EXT2	0.07775
DOLK	0.3195
TUBAL3	-2.375
ACVRL1	2.5584
ABL2	0.334833333333333
C14orf156	-1.14366666666667
PTPRZ1	-4.138125
DIP2C	0.556375
LAMP1	1.15925
RXRA	0.1594
MAP3K5	1.074
ALKBH1	0.386166666666667
PDLIM7	0.20825
ARL14	-1.175
SNIP1	-0.154
TIMP3	3.01158333333333
RGS3	0.426833333333333
SPAG16	0.4963
ABHD4	0.0855
ARHGEF12	0.740727272727273
GLUD2	0.048
RAC2	0.0991
UAP1L1	-0.669
SLC18A3	-0.037
YOD1	-0.56825
RALY	-0.35575
HMOX2	0.759125
DGKH	0.8485
DBNDD2	1.26133333333333
YIPF4	0.605
THAP10	-1.094
ZNF513	0.72475
HAGHL	-1.03616666666667
ITGB4	0.264333333333333
CCDC141	-0.181
YTHDF3	0.72325
C5orf28	0.499
RPL7L1	-0.5595
TMEM30B	1.23857142857143
ANKRD35	1.6925
DUOXA2	-0.485
TBC1D5	0.13
DFNB59	0.029
HRH4	0.51425
MYO6	1.9896
DNAJA4	0.898125
RBM24	1.625
CEACAM20	-0.8395
RBM23	-0.0759285714285714
NGFB	0.2355
C1orf63	-0.178
KRTAP7-1	-0.6535
PERLD1	2.004
NPB	-0.2565
C17orf59	0.5252
HSPBAP1	-0.112
SLC15A4	0.09775
PRTFDC1	-0.469
OSMR	0.321642857142857
CYSLTR2	0.8135
C19orf25	0.3102
KIAA1797	-0.17
NLRP6	0.3745
FAM105B	0.2987
SCRN2	0.223666666666667
LRRC58	-0.6271
RNF17	0.649125
NEIL3	-3.877
FAM137A	0.7475
SKP2	-3.49425
PARVA	1.3065
PKLR	-1.92
RNF34	0.453625
A3GALT2	-0.07175
C12orf50	-0.399333333333333
SUNC1	-1.60675
FAM102B	-0.539333333333333
CCT2	-1.09775
LRRC37A2	-0.184
ARF4	0.9665
SIKE	0.264125
C8orf48	0.4015
MBTPS1	-0.0192857142857143
GPSN2	-0.267
NCF2	3.63175
SLC12A6	-0.226333333333333
MRPL48	-0.97275
HMGN3	-0.433333333333333
LRRC62	-1.56375
PAX9	1.44075
FAM55A	0.3895
C20orf42	-3.67716666666667
SCML2	-1.39166666666667
BCL9	0.57375
FAM40A	-0.46725
C9orf41	-0.5
ZNF774	-0.8465
LETM1	-1.236
PLXNB1	-0.092
NIPSNAP1	-0.99675
USP10	-0.84225
F9	0.46
LIPE	4.072
CNGB3	-0.1185
C12orf52	-0.263875
PI4K2A	0.560625
MED8	-0.200375
STAT4	2.5422
FGD4	0.791666666666667
RNF145	-1.2705
WDR32	2.6108
CLDN2	0.256666666666667
TCEAL8	0.63325
ZMYND8	-1.1632
PDXK	-0.06809375
GATAD2A	-0.1015
PTGES3	-0.9895
CCM2	-0.13925
TAP1	2.16875
ZNF670	-0.09275
ETS2	0.211571428571429
C6orf166	0.1745
PRMT2	0.509642857142857
OR4B1	0.044
INTS8	-0.951
CCDC102A	-0.2185
CCDC83	-1.67916666666667
ITGA1	0.7116
EPHA5	-2.0531
FAM24B	-1.59033333333333
TSGA10	2.496
HAL	-1.74583333333333
MYOT	0.49975
SPACA3	-0.18375
BCL2L2	-0.227166666666667
CUGBP2	1.28933333333333
CCNB3	0.4475
RNF113B	-0.06575
MERTK	1.0655
BAG1	0.578
VPS36	0.37525
ORMDL3	1.0552
C1orf190	0.23
ZNF625	-0.164
CORO2B	-1.311
ALOX15	-0.6555
CST1	3.8475
NUPR1	1.95783333333333
CCL7	1.706
SMCR5	-2.5875
DSC2	1.879
RBMS2	0.4725
GRIK4	0.546
TRIM65	-0.2018
TMPRSS6	-0.448714285714286
TP53INP2	0.4425
GLB1L	0.523833333333333
LOC388284	-0.0208333333333333
PUS1	-0.940785714285714
BCL9L	0.431
OLFM1	-0.567416666666667
RET	0.837375
MASTL	-2.2815
ALX3	-0.3515
IL1RL1	0.986
ZNF765	-0.6049
C14orf138	-0.83425
SNX10	-0.1895
TAC4	0.34
C1orf64	3.65825
POGK	0.77475
MAPK9	0.53825
ZNF366	4.2205
C8orf79	1.562
CLDN7	1.787625
OR5AT1	0.062
TRIM37	-1.9765
LRRC25	3.0365
GRHL2	2.2156
TEKT3	2.0465
LASS5	0.375666666666667
ABCC4	-1.25325
DLG3	0.816125
VGLL1	0.5535
ZFP36L2	1.612
MFRP	-0.476
KIAA1799	-0.8115
FLJ44379	1.2335
PCNX	0.51525
ANXA9	1.23
CYP4V2	0.9207
PIK3C2A	0.62375
SRR	0.0315
NOL3	-1.74375
IFITM2	1.4885
ARNTL2	0.11575
ZNF595	0.80525
NLRP13	-0.072
ASPH	0.57325
CPA2	-0.1515
PVRIG	0.1185
LEPR	0.06
C16orf42	-0.00866666666666667
SH3BGRL	3.51625
FAM77D	-0.547166666666667
FNDC7	0.112
C9orf6	0.700666666666667
NOTCH2NL	1.34533333333333
PGBD1	-0.429666666666667
SYNGR2	0.9165
PITPNA	-0.1561875
PRPF4B	-0.5387
SLC43A3	-0.880071428571429
NRBP1	0.445
SLC25A22	-0.2285
ILK	0.395375
SLC22A8	0.321833333333333
MRPS7	-0.32325
PITX2	-0.844
FABP3	0.08275
OR1L1	0.162
LOC728215	0.149625
BLID	-1.609
KIAA1217	3.03582352941177
TFPT	0.15175
AP4B1	-0.08125
VBP1	-1.116
OR1K1	0.271
MORC3	0.576
BHMT2	1.35266666666667
C3orf10	0.8045
FZD7	1.27433333333333
WFDC10A	-0.146
PMS2CL	-0.45275
CCDC32	0.588
FA2H	-1.31575
ALG13	-0.3745
TTLL7	-0.4025
SPOCK3	-0.1795
SLC13A2	0.2355
AIM1	1.629
GPRC6A	0.0005
EGR2	4.28225
MED11	-0.1455
WWC1	2.97875
SH3GL3	-4.27225
RIF1	-0.7
PRLH	-0.2575
VLDLR	-2.0505
DBT	-0.3650625
C21orf63	1.3095
CGGBP1	-0.350625
KRTAP12-2	-0.273
TADA3L	-0.467375
ZBTB16	1.99125
PDGFB	1.24025
RFX1	0.189125
UQCRB	-0.3943
LOC133874	-0.7075
HPS3	-0.03725
LGALS3BP	0.7718
DKFZP564O0823	2.01728571428571
MRFAP1L1	0.8615
HOXA10	-0.497666666666667
NGB	-0.6065
KIF21A	-0.619846153846154
IFLTD1	0.199
LZTS1	0.150125
ARHGEF3	1.93
RHBDL3	-1.947
CSNK1G2	-0.37325
ChGn	0.531
KIAA1244	2.08866666666667
GABRB2	0.0255
MGC72080	-1.525
CD27	4.157
EGLN1	-1.499
PEX13	0.63325
RWDD3	-0.8535
RNF12	-0.507666666666667
GRIN2B	0.406
ADAMTS14	-0.588375
DYDC2	1.44783333333333
ATP6AP1	0.727
NR1H2	-0.220666666666667
PDK2	0.23075
C3orf17	0.1475
SLC38A2	-1.008
SLC25A29	0.501333333333333
C15orf29	-0.2485
ADAM9	-0.102916666666667
TMUB2	0.308625
GPR176	-0.31575
AGK	-0.635625
MCCD1	3.523
NDUFA4	-0.47675
TMEM146	1.10575
DUSP1	1.397125
UNQ6975	0.3555
EMX2OS	3.9225
INSM2	0.20775
LUZP4	-0.3835
SETD6	-2.403
P2RY2	3.51025
SLC45A2	-1.9665
RABGAP1	0.3065
UBXD5	-0.494
GPRC5A	2.2798
PAK3	0.390166666666667
LOC63920	-0.903
TGFBR1	0.5508
KRTAP6-3	-0.0735
SFMBT2	0.0325
CDC42	-0.172125
C11orf35	-0.0935
TTLL2	-0.25775
UACA	0.555416666666667
CD97	-0.316
SETD5	-0.094625
NINJ2	0.58725
PTER	0.8425
POMGNT1	-0.52525
KRTAP4-2	-0.644
ECGF1	2.686
HRB	0.326636363636364
ATP1B2	-0.1366
LOC400506	-0.66025
COL4A3BP	1.33875
C6orf97	1.60775
GRHPR	0.318125
TAS2R1	-0.139
SEMA7A	-0.8375
EDF1	0.2065
ODF2L	0.2533
PCID2	-0.371833333333333
GTF2H4	-0.982333333333333
ZCCHC3	-0.39175
CGB2	-0.186
NEUROD1	0.10875
C20orf75	-0.3195
RP5-1054A22.3	1.92333333333333
IFNA5	0.448
ZNF134	0.20075
MGC119295	-0.8101
ZSWIM6	0.272125
SMEK1	0.504666666666667
PCGF2	0.545625
C1orf102	1.2565
CYP2A13	0.577
KCNH6	-0.4312
MDM1	-0.0184
ALDH7A1	0.158333333333333
C9orf75	0.6155
VDAC3	-0.15925
OR51T1	0.2245
EIF3F	-0.271666666666667
KCNJ10	-0.229
LENG8	-0.1335
EDEM2	0.195916666666667
CCNJL	-0.463333333333333
DHX37	-0.6155
CRYGN	0.3315
AATF	-0.246875
ZNF630	1.195
E2F5	-0.658
WFDC13	-0.448
FTSJ3	-1.01283333333333
C4orf33	1.346
LHFPL4	-2.7865
C19orf56	0.13
SMAD4	-0.11425
AFM	0.0878
G0S2	3.9425
FCHSD2	0.2423
RRP1B	-1.2081
EEF1B2	-0.5695
STAT6	0.892666666666667
ZNF195	-0.33475
GNL1	-0.273
ZNRF2	0.921166666666667
PER3	0.212875
ASB16	0.4045
C10orf10	2.612
ADCY8	-3.27133333333333
C9orf58	-1.1615
ARMC10	-0.1505
PSG1	-1.476
DHX34	-0.1515
VARS2	-0.557375
NFIC	0.43325
ITPR2	1.7045
AGXT2	0.707833333333333
OR6K3	0.0035
H2AFZ	-1.645
MLLT3	0.192916666666667
COX4I2	2.75125
CCNT2	0.232
PLK4	-2.176125
NUMBL	-0.0165
MED16	0.358
PLEKHQ1	2.22475
GOSR1	0.456277777777778
BTG4	-0.24775
RPL30	0.0181666666666667
IGSF5	0.0205
IGFL2	3.5115
ELMOD2	1.27333333333333
SHC3	-0.850166666666667
HAVCR1	0.2035
DYNC2H1	-0.288125
RNF5	-0.37
C2orf7	0.6235
NLF1	0.6815
KLHL25	0.205
LRP10	1.2072
KRI1	-0.626
PUS7L	0.183
MGMT	0.87725
HOXD1	1.90633333333333
CSH1	-0.1734
ATG16L2	-1.5165
FLJ44635	0.987
CHODL	0.15625
EXOSC8	-1.56325
SLC28A1	-0.5665
MYO7B	-0.510166666666667
SEH1L	-0.8504
MTNR1A	-0.0746666666666667
TSPAN5	0.095
CDC45L	-4.60033333333333
AMIGO1	0.6345
ATAD3A	-2.020125
OSGIN2	0.449833333333333
PDIK1L	-0.182166666666667
DARC	4.27175
PIPSL	-0.0815
SHMT1	-0.4315
CRISP3	0.2145
POPDC2	2.74883333333333
ZRANB2	-1.1625
FBXL8	0.273
TRIP13	-2.96909090909091
EIF5AL1	-0.5465
POU5F1P3	-5.11983333333333
IL6	-0.73
CXorf38	0.577166666666667
IFNA16	-0.2425
FBXL2	2.15033333333333
BRD1	0.03525
STATH	0.38175
FBXO44	-0.5745
MCCC2	1.38625
CDC2	-2.6878
C5orf23	0.36025
IVD	-0.189
C10orf122	-0.3665
MSL3L1	0.6268
MVP	0.9025
EPOR	-1.0209
ZMYM1	-1.23266666666667
BCL7C	0.0398333333333333
PSTPIP2	1.0147
LYPD1	-1.222125
OR8G5	0.261
ZP3	-0.0458333333333334
BCAS4	0.808333333333333
EDG6	3.50075
ISY1	-0.293
PRAMEF2	-1.20225
CUL1	-0.07325
RNF213	0.5542
CCRK	1.23625
DHX9	-0.061625
C13orf29	-0.1525
NCKAP1	-0.6925
MRPL43	0.562214285714286
XPR1	0.2355
PKN2	0.1902
PODNL1	0.841
ZNF333	0.40475
DALRD3	0.61575
OPN1SW	0.2065
BTBD6	0.58225
C11orf82	-2.8505
OR5P3	-1.0415
DUSP11	0.42775
L1CAM	-2.0929
NEK11	2.02083333333333
OR7E91P	0.314
CNTN3	2.5913
CREB3L2	-0.174
ZBTB37	-0.0345
KIAA1324L	0.632
NDUFB10	-0.0606666666666667
NUDT2	0.326
GTPBP8	-0.57225
CACNA1D	1.478875
PRKAA2	-0.4875
PRDM8	-0.0425
MGC16075	-0.694
KRT14	-0.408428571428571
PP8961	0.291875
MRPL18	-0.2435
ABCG2	-1.637
PACRG	1.43075
BBS2	-0.34175
KREMEN2	-2.9825
FBXO21	0.65875
HNRPUL1	-0.00375000000000001
GRB10	0.29225
CLSTN1	0.253125
LMAN2	0.7221
C17orf61	-0.8645
NIPSNAP3A	0.6445
INSIG2	-0.609
PCDHB7	0.635666666666667
STXBP2	0.375375
CMAH	2.84
SEMA5B	-1.0845
ZNF155	0.251833333333333
COQ6	-0.388166666666667
PRPF4	-0.414
TSPAN15	3.0248
VN1R5	0.27025
LATS2	1.22325
SELK	0.23025
PGK2	0.0585
MS4A1	2.608625
