Hybridization REF	TCGA-BH-A0DH-01A-11R-A084-07
C5orf23	-1.37625
IVD	1.4285
C10orf122	-0.7125
MSL3L1	-0.5033
MVP	1.5605
EPOR	0.3894
ZMYM1	-0.628666666666667
BCL7C	1.13616666666667
PSTPIP2	1.1572
LYPD1	-1.818375
OR8G5	-0.061
ZP3	-0.2915
BCAS4	2.9475
EDG6	1.72525
ISY1	0.1625
PRAMEF2	-1.09825
CUL1	-0.957625
RNF213	0.6052
CCRK	0.49575
DHX9	-0.632625
C13orf29	0.84075
NCKAP1	0.2305
MRPL43	0.721
XPR1	0.49825
PKN2	0.7283
PODNL1	0.7
ZNF333	0.247875
DALRD3	1.57625
OPN1SW	-0.155
BTBD6	0.1095
C11orf82	-1.281
OR5P3	-0.1485
DUSP11	0.3055
L1CAM	-1.4758
NEK11	2.562
OR7E91P	0.7675
CNTN3	0.272111111111111
CREB3L2	0.43925
ZBTB37	0.4785
KIAA1324L	1.83625
NDUFB10	1.16316666666667
NUDT2	0.787
GTPBP8	-0.48625
CACNA1D	1.9705
PRKAA2	1.59266666666667
PRDM8	0.231
MGC16075	-0.0945
KRT14	0.831857142857143
PP8961	0.461625
MRPL18	-0.851
ABCG2	-3.29975
PACRG	0.8595
BBS2	-0.8065
KREMEN2	-2.7945
FBXO21	0.8315
HNRPUL1	0.208833333333333
GRB10	-0.494
CLSTN1	0.874375
LMAN2	0.9029
C17orf61	1.066
NIPSNAP3A	-0.5175
INSIG2	-0.114833333333333
PCDHB7	-0.570833333333333
STXBP2	0.82375
CMAH	0.0845833333333333
SEMA5B	-0.88825
ZNF155	0.447666666666667
COQ6	0.6555
PRPF4	-0.1335
TSPAN15	3.321
VN1R5	0.3245
LATS2	0.51375
SELK	-0.4015
PGK2	0.430666666666667
MS4A1	-1.04975
TYW3	0.1913
KRTAP5-1	0.5025
RCCD1	-1.53933333333333
BTN1A1	0.0225
DDX28	-0.7585
TMEM65	-0.216
LOC92345	0.51225
TTC31	0.00525
WDR46	-0.352166666666667
CHP2	-1.10066666666667
LSP1	0.646625
ZNF542	0.34525
EXOSC1	-0.19925
ARHGAP18	-0.186166666666667
LRRTM4	-0.16225
MAOB	3.58125
CACNB4	-0.55075
MGC33846	0.1675
RANBP3L	0.272
ATP5L	-0.67225
ONECUT1	-2.629
NUDT9	1.01725
TMEM149	0.5785
STX17	0.44325
IGSF10	-4.4805
TMPRSS9	-0.1815
BMPR2	1.21391666666667
ALLC	0.3395
KLF7	-0.771375
GCC1	0.7566
TIMM9	-0.7065
CDO1	0.545333333333333
MGC10701	-0.915833333333333
IFI6	1.75866666666667
FRMD8	0.6015
MGAT2	0.39325
WBP5	0.8655
CNIH2	0.06475
KIAA0907	-2.1384
KCNH8	-0.894
CTSG	-2.25775
GRIK1	-0.033
CUL5	0.32375
FRMD1	0.4505
OR9A4	0.1955
SYT6	-0.454125
FOXD4L2	0.02475
ANAPC2	-0.444833333333333
OPN5	0.343
TAF13	1.02625
LYG2	-0.24575
GGNBP1	0.355
C11orf40	1.1395
OTX2	-0.9755
REG4	-0.426
EIF5	-0.447875
PALB2	-0.35175
SEPSECS	0.2517
RNASE3	-0.375
TRIM49	-1.2995
POLR2K	0.9513
GPR42	0.222
C8B	-2.755
SASS6	-0.517
PREB	-0.301333333333333
OR3A3	0.0615
TUBA8	0.291375
IGLV2-14	1.28325
STIL	-1.7715
ANKFN1	-0.9965
NME7	-0.017
HOXC12	-1.22425
UBE2C	-1.288875
FHOD1	-1.317625
CDK2AP1	0.566
OR6K2	-0.498
DHPS	0.25125
RPL5	-0.94875
TRGV5	-0.182
LOC541472	-0.213125
HCCS	-0.3455
DENND1B	2.1055
LHX3	-0.411
OR5D16	0.33
CXorf57	-1.90383333333333
IRF2BP1	0.81275
NDST2	0.982166666666667
LCE3D	-0.0905
BOLL	0.108875
SYT3	-1.1995
PIH1D2	1.30475
C20orf7	-1.37866666666667
IL1R2	-0.329833333333333
SLAMF9	-0.66
PPME1	0.299375
PIK3CA	-0.115
TRAPPC1	0.46075
COLEC10	-0.7915
SLC9A6	-1.7285
PDDC1	-0.464666666666667
CCDC53	0.88275
GK3P	0.112
DAZL	0.1495
BRI3	0.232
SDK1	-1.712125
CYP2C18	-0.24975
IFI44L	2.96825
RPL3L	-0.3165
FUT9	-0.949666666666667
KIFC2	-0.886333333333333
PMP2	-0.07075
SLC4A9	-0.1565
PLAG1	-1.405
MYCBP2	-0.038
OR4E2	1.011
CCDC65	0.25225
C16orf82	-0.082
ENTPD4	-0.416375
BRP44L	-0.23125
PMP22CD	-0.067
TMCO4	0.792833333333333
KCNN1	-0.679166666666667
WDR35	1.13275
CCDC80	1.3275
C3orf31	-0.94775
SLC7A9	-0.7265
TMEM190	-1.6925
DBC1	-1.73333333333333
FADS3	-0.7425
PDZD8	1.66783333333333
GRM5	-0.0976249999999999
AZGP1	2.7995
PEX3	-0.943
MED1	0.0935
ATG4C	-0.722333333333333
HNRPH3	-1.506375
FAM109B	2.38275
C4orf17	-0.4515
CA10	-0.46175
OPRD1	0.129
CCL16	-1.36475
SACM1L	-1.7725
CST6	3.70075
CD63	1.18975
LGI1	-1.69
ZNF784	0.316
CRYBB1	-1.4765
CX3CL1	0.33675
TOP2A	-1.9655
GYPB	-3.48466666666667
GADD45GIP1	-0.077
FEN1	-0.924625
IGF1R	1.527125
WDR72	-1.544
PURG	-1.02883333333333
DEFB126	0.008
PKD1L1	0.12875
CAV1	-1.9792
GNPDA2	1.1273
DGAT2	0.792375
NLGN1	-3.68475
STRBP	0.326625
HPRT1	-0.323166666666667
FANCI	-1.89125
PSMA7	-0.15725
DBF4B	-0.999833333333333
TTF1	-0.71875
RAD54L	-2.57725
ELOF1	0.02175
PLAGL2	-0.781125
ZNF256	0.7975
HMGCL	0.182
MSI2	-0.134333333333333
RPESP	-0.926
C11orf60	0.4015
ABCD1	-0.2855
ACAA1	-0.7504
SPARCL1	4.65792857142857
IL6ST	4.1931
ZNF319	-0.09325
TMEM109	0.5116
FAM90A1	-1.51983333333333
IL22RA1	-0.745
ATP4B	-0.4605
TEC	-0.3425
C7orf30	-0.7155
TXNDC2	-0.361
ABCB4	-0.2375
KIAA1191	-0.120125
C9orf38	1.045
SFTPB	0.271875
CNTNAP2	-0.689666666666667
FRK	0.9995
TBX19	-0.428
CHD4	-0.278
C6orf26	-2.47466666666667
MOSC2	1.8955
IKBKE	-1.35225
HIF1A	-2.839
LOC595101	-0.6725
RELA	0.1825
TMEM16B	-0.144333333333333
ABHD12B	-3.6265
TSEN34	0.67975
KIF18A	-2.0855
TXNDC9	0.1905
SPATA2L	0.1925
SEMA4G	-1.0035
C21orf91	-0.3635
MATN1	-0.337
KCNIP4	-0.344166666666667
TUSC1	2.672875
OR4C15	0.597
ARMCX6	0.916583333333333
WBSCR27	1.53466666666667
OR52I2	0.159
KIAA1604	-0.039
DYNC1I1	-1.6905
PPP4C	0.9695
SLC47A2	-1.66866666666667
TREH	-0.294625
CD48	1.519
ST14	1.74616666666667
PKN1	0.02925
SPON2	1.7255
XBP1	1.849
SFRS12	-0.525
EFCAB6	1.58075
SELT	1.02225
SLC39A2	0.2725
ERF	-0.9855
ARL3	1.156625
SURF6	-0.6716
MLLT10	-0.427333333333333
FLJ11171	-0.213
TDGF1	-4.45466666666667
ERCC6	0.082
EIF2AK4	1.01825
BAZ1A	-0.128
LRRN3	-0.265166666666667
TMC3	0.66
EFTUD1	-0.126
PTPRO	1.0105
CLEC12A	0.251875
ACBD4	1.04575
ZDHHC14	-1.064375
OTUD7B	1.522
ACTB	0.5245
MSRA	-0.3345
LCE5A	0.599
IFI35	1.48175
BSCL2	1.18966666666667
ANKRD12	0.0351666666666667
CFHR2	0.39975
RGAG1	0.61
HSFY1	0.619
SLC30A5	0.182916666666667
IMPG1	0.311
GPR109A	0.6065
ZNF185	0.8445
IYD	0.442
NPCDR1	0.784
SERPINA13	-0.15
HMGCLL1	0.4935
NEUROG1	0.479
UBQLN1	-0.3845
LIN37	0.1595
SOCS2	-1.03175
DSCR4	-1.733875
XKR6	-1.269
GPR142	0.6335
KRTAP13-3	0.0525
CCDC15	-0.746333333333333
MOS	0.009
CD1E	-1.272
OFCC1	0.322833333333333
FAM83D	-2.4785
SRFBP1	-0.18375
C9orf96	-0.097
DHDH	0.19425
CCDC90A	-0.371
RABL3	1.34445
CD320	-0.999
ANGEL2	-0.0316666666666666
MRPL21	0.325
SMG6	0.501333333333333
INSR	1.79875
FLJ14816	-0.9325
GLRB	-0.177166666666667
C9orf89	0.3925
CIZ1	-0.607625
URG4	0.0456666666666667
LRDD	-1.2925
CBY1	0.131833333333333
NFX1	0.177125
MTERFD2	-0.282
C19orf23	0.1495
PGC	-3.0785
IER3IP1	-0.3703
RASAL2	0.846583333333333
C1orf89	0.1415
SYNJ1	-0.3875
NFKBIE	0.72225
FLJ40125	0.497166666666667
TCEB2	0.3618
NOG	-2.0185
POLR2J2	-0.253833333333333
HLA-B	2.2955
PCDHA1	1.22
PPP2R2B	-1.59475
ARHGEF17	0.646666666666667
TCF7L2	0.391785714285714
CHD5	-0.474166666666667
ZNF431	-0.17275
TBC1D25	0.33775
ZNF800	0.33075
SCUBE2	4.90954545454545
MYCBP	0.0656666666666667
GPX5	0.203
C6orf129	-0.121833333333333
QSER1	-0.546833333333333
ULK2	1.277
PIGO	1.42866666666667
NRCAM	-2.53857142857143
SLC35E3	1.654375
CSRP2	-2.1565
HYPE	1.576
MAPK15	0.150166666666667
MGC14327	0.35625
TIMM13	-0.371
ZNF462	-2.08375
GBA3	1.02975
TEX13A	0.778
MCM6	-0.737
MTRF1	-1.63
ABCA7	-0.592
EIF4A2	-0.6885
ZC3H10	1.2427
RPGR	-0.5715
C20orf94	0.23525
RP1L1	0.011
GPR125	-0.385857142857143
USP22	0.609071428571428
OR1L4	0.334
MLZE	0.1005
FLJ32065	-0.3305
PTCD1	-0.15925
CRTAC1	0.0308333333333333
BXDC2	-1.59625
C18orf1	-0.151833333333333
FAM107A	1.11721428571429
EFNA3	-0.59525
P18SRP	-0.4696
CAMKK2	0.885166666666667
KIAA0649	-0.43675
NES	-1.07966666666667
HS6ST3	0.200625
PON2	-0.24825
TCP11L2	-0.21825
CLEC4A	2.04825
PRR12	0.2765
MLXIPL	-1.5987
C2orf50	0.2485
ZNF28	0.953
ENC1	0.129833333333333
MAP2K1	-0.56725
FKSG2	0.034
KIAA0430	0.8425
PTP4A1	-0.202277777777778
GPR156	0.411
GTF3C6	-0.891
UBR2	0.4846
LOC388272	-1.87875
MAK	0.9385
ACOT4	4.54325
STC2	1.82316666666667
PIGW	-0.697125
SAE1	0.106
COL6A1	-0.264727272727273
OAZ1	-0.202333333333333
STMN4	0.625333333333333
EDG3	-0.180833333333333
SGCE	-2.17883333333333
IL11	-2.78166666666667
PRSS8	3.4055
YIPF5	0.747583333333333
WNT4	4.669875
CSN2	0.2515
TCF7	-3.4435
TDO2	0.66175
SAMD9	0.873875
S100A7A	-0.549
MMRN1	1.82766666666667
GKAP1	-0.88225
AKR1C3	-0.300125
RNF19A	1.339125
GMDS	-0.348
YKT6	-0.05975
SPARC	0.6562
C12orf31	-0.29675
UBE2V2	-0.983166666666667
FBXL18	-0.7705
KIAA0460	0.79425
ADAM22	0.923875
SERPINC1	-5.31175
KCTD21	0.85225
MYOHD1	-1.986
ZNF37A	0.382666666666667
GTF3C1	0.824333333333333
CTSZ	1.2755
PRNPIP	-0.801125
DRD1IP	1.47
NR1I2	-2.3575
ZNF266	-0.35
SPAG4L	0.0465
COX4NB	-1.148
SAPS1	0.206333333333333
APOA1	-3.77925
TATDN1	-0.7045
C10orf82	2.91225
KPNB1	-0.62175
FOXO3	0.196666666666667
CRYBB2	-0.975
ZBTB5	-0.517666666666667
SLC25A38	-0.5705
DCTN2	-0.412166666666667
IFT20	0.094
CTHRC1	1.1115
C1orf31	-0.44825
UHRF1	-0.6836875
GPC6	-0.5505
C10orf54	1.833
MCF2L2	0.262166666666667
WNT9B	0.076375
OLA1	-1.1695
FAM120B	-0.09375
TTLL10	0.44
CYorf15A	-3.43125
RELN	-1.9093
SCN2B	0.307
MFHAS1	-0.253
NKX3-2	-1.8615
RASGRF2	-0.4325
SSBP1	-0.560333333333333
KPNA6	0.179428571428571
LOC389118	1.186
HS3ST4	-1.1006
SUPT7L	-0.426375
FLJ32658	-1.522
IGFBPL1	-0.656
KIAA1641	-1.3034
SHKBP1	-0.337
CSF1R	5.07275
NAGK	1.128
MYL2	-0.144
HIST1H4C	-1.0465
TOMM7	-0.20025
ADAMTSL3	4.4169
TNFSF14	-0.30425
PRRT2	-0.66225
VTA1	-1.05
AOAH	2.79683333333333
CRISPLD2	1.04557142857143
PNN	-1.4156
TA-NFKBH	-0.4095
ESPN	-0.84975
RBM43	0.9695
KIAA1267	0.6305
DDX3X	0.597833333333333
KIAA1576	-4.33325
PLXDC1	3.10566666666667
FLJ25801	-4.08725
HNRNPL	0.27525
RUNDC3A	-0.0481666666666667
CASP12	-0.013
SH2D5	-1.726875
RPL26L1	0.0165
OR51A7	-0.0425
HDC	1.9335
C2orf16	0.3385
SYTL3	0.675125
GOLGA4	0.1253125
NOTCH1	-0.298333333333333
ATPAF2	1.11475
ECD	0.517
SSX5	-1.4845
SNAP91	1.25125
OCA2	-1.77325
PNPO	1.23616666666667
DAPK1	-0.412
PINX1	-0.581833333333333
SELENBP1	1.219
NEK3	-1.54308333333333
TMED4	0.763071428571429
SSTR4	0.2295
FOSL1	-2.1873
CD40LG	0.5475
CES1	-1.54325
DCI	1.19016666666667
B3GAT3	-0.2175
STK17B	-0.55175
CNTN6	0.3705
CYP3A4	-1.69016666666667
MBOAT2	2.71392857142857
PISD	0.253625
USP1	-1.345
PYDC1	1.70033333333333
CENPM	-1.3825
SAR1B	1.05375
TTC7B	-0.271
DP58	0.779
GPC1	-0.1935
RBL1	-1.634875
TMEM137	-2.59733333333333
TOB1	1.95608333333333
TCEAL1	2.48066666666667
CENPF	-2.01245454545455
C6	2.99516666666667
PRSS1	-3.56325
PPIL6	0.341166666666667
C6orf124	-0.422
ODZ4	0.748166666666667
SNCB	-0.1395
NDUFB9	0.984
CNOT6L	0.925333333333333
S100A9	-0.0626666666666667
TRIM50	0.2445
KCTD1	1.5353
WDR63	1.76625
SPEF2	2.0495
RNGTT	-0.736166666666667
CXorf22	0.1725
KCNK16	0.45525
CEP250	-0.975875
ATPBD1B	-0.495
KCNJ2	2.8815
MT1B	-1.7655
ZNF684	-0.425
SLC4A1	0.294
PDHA1	-1.242
ZNF492	1.0425
TKT	-2.09475
BYSL	-0.44875
RNF38	0.9275
AHDC1	-0.1395
KLHL2	-0.80975
CMTM8	0.3465
DMP1	0.48
HERPUD2	0.3795
CRTAM	1.56416666666667
ZNF572	-1.99775
TMEM16J	-0.3355
HSD17B2	-4.77075
UBE2G1	0.263375
AHSA2	-3.06175
PELI2	-1.3345
TPX2	-2.413625
ATP9B	0.854666666666667
DAZAP1	-0.422125
HMGCS2	2.68383333333333
C17orf38	0.096
B9D1	0.4455
NKX2-5	-1.172
KIAA1276	0.60325
LILRB2	3.033
CSTF1	-0.121166666666667
BTN2A1	-0.759166666666667
C15orf48	2.95975
IGF2BP3	-4.50625
FAM113B	0.428833333333333
HRG	0.031375
ZNF131	-0.833
USP47	-0.544
CCDC88B	-1.269125
HCN1	-0.5518
HTN1	-0.00250000000000001
SYCP3	-0.05025
C13orf23	-1.2504
PAPOLA	-0.0484375
AATK	-0.7757
MSH3	0.3955
NDUFAB1	-0.16875
ITLN2	-1.29133333333333
BAK1	0.805
MRPL45	-0.259
MTNR1B	0.239
LOC645843	0.28
SPECC1L	0.185625
PGCP	0.5375
SPN	-0.251
GPR143	-0.924
ZNF576	0.8605
TMEM39A	0.5429
ATP5D	-0.1345
MAGEB3	-1.9675
RPS5	-1.02633333333333
ANP32E	-0.639071428571429
MTMR1	0.384
YEATS4	-1.0815
SYNGAP1	1.02475
PCOLCE	-1.14716666666667
MNS1	0.29775
PCYT2	-0.547333333333333
ZNF182	-0.06
LAX1	1.955625
SPPL2B	0.174
ELOVL5	1.2408
PCDHAC1	1.015
B4GALNT1	-2.01566666666667
BLOC1S2	-1.15125
ZNF673	-1.2947
ARHGAP21	-1.156
IRX5	3.284375
LRFN5	-0.929
FAM7A1	-0.82125
RAB19	1.024
GINS1	-1.584
ITM2B	0.9168
PAPSS2	1.55316666666667
OR5BF1	1.6895
ACSL3	0.011375
KIAA1919	-0.792166666666667
GLT8D2	1.529875
UTRN	0.408928571428571
CNN1	0.8585
HISPPD2A	0.443833333333333
SDAD1	0.38325
SIGLEC9	1.0065
RPL35	-0.706
C22orf26	0.0835
IMPDH2	-1.38075
WDR69	-0.24525
SEC14L5	-0.402833333333333
CLTA	0.551
RP11-529I10.4	1.1065
GPR37L1	0.814833333333333
OGDH	0.3365
ASB13	2.21516666666667
ZFP14	-0.135
ZCRB1	0.462833333333333
KPNA3	-0.02225
HSPA1L	1.86625
RHOC	1.7755
LOC554175	-0.6185
PPP3CA	0.8434
SLC1A7	-0.4703
ZNF529	-0.252
RBED1	1.03375
DDB2	-0.00675
FLJ11286	-0.2255
SPATA1	0.779
MKNK1	0.0343333333333333
DYSF	0.293666666666667
ALKBH2	-0.20275
NKD1	-3.12366666666667
C1orf174	-0.95075
PLEKHO1	0.210666666666667
ASB10	0.013
RING1	0.365833333333333
NPC2	0.71725
AVPR1B	0.0025
YTHDF1	-0.0756666666666667
LMAN1L	0.3655
GSG2	-1.464
CEP170	-0.7077
RPS4Y2	-5.16275
MSH6	-0.7375
HECTD2	0.6645
ZNF556	-3.15033333333333
PLEKHC1	-1.0806
AIRE	0.0503333333333333
BCL2L10	-0.0225
LMOD3	-0.407666666666667
ZBTB8	0.2391
FOXA2	-3.2837
SLCO2A1	1.479375
C3orf46	-0.2765
PRDM16	-0.513166666666667
TMEM98	-0.68825
FRMD5	-2.6835
PDE6C	0.812
C1orf216	0.4615
EP400	-0.617142857142857
PTK2	0.241583333333333
RNF217	-0.4625
NDUFA8	0.7775
ZFAT1	0.614
LAMP3	1.5965
GLTSCR2	0.2565
NPW	-0.717
LLGL2	0.2325
PPM1K	1.449
C20orf177	-0.038
KIR2DL4	0.3959
NFKB2	-0.0985
C21orf122	0.253
HESX1	-0.013
GPR114	1.20833333333333
SLC25A35	0.363833333333333
GNAT1	-0.663
ORAI3	1.91125
FAM76B	-0.900375
TMEM99	1.4845
TRIM29	-0.3832
CDS1	3.905
RHEB	-0.5445
C4orf27	-0.798333333333333
RAB3A	0.06
OTUD6B	-0.27825
GPD1	2.188625
CDH15	-1.36733333333333
NPM1	-0.870857142857143
TMEM117	0.1385
PRPS2	-1.05758333333333
GCK	-0.4615
ADRA2A	2.90366666666667
TSPYL4	0.1045
TASP1	-1.39625
WDR19	0.567583333333333
C10orf38	-2.06975
PDE4C	-0.745166666666667
FYB	0.714666666666667
C1orf55	-0.0256666666666667
PPFIA3	-0.44525
RAD18	-0.287
C12orf44	0.795
CRYBA4	-0.7045
HVCN1	0.74275
TAF10	0.356333333333333
C16orf48	-1.3685
DEPDC5	0.134166666666667
LTBP1	-0.808
MAPRE1	-0.1865
FGF8	1.105
C3orf52	2.884
SENP7	-0.216833333333333
LRRK2	0.44225
RUNDC2A	0.611
KIAA0355	0.0281666666666667
CPEB1	-2.54225
PPEF2	0.3465
ABI2	-0.0903333333333333
KIAA0317	-0.14925
ATF1	-0.593666666666667
DYNC1H1	0.364375
DIP	-0.23475
TMEM33	0.724333333333333
POLDIP3	-0.51325
C7orf24	-0.0025
GPR171	2.21925
CDC6	-2.0365
PLD1	-0.0329
ITFG2	-0.6995
NDUFC1	1.21825
AKNA	-1.04275
NBR1	0.7285
PKHD1	0.9465
HPS4	-1.2038
MAFA	0.354
ULBP3	-0.97
DIRC1	0.3995
IMMT	-0.8735
C22orf13	0.617833333333333
CEL	-0.53975
MARK3	-0.49325
ADAMTS2	0.07075
ARPC3	0.0905
TMEM10	0.676
NPHS1	0.4825
BRD8	-0.218
WDR12	-1.349
IDI2	-0.58475
HOXD13	-2.629
OR8G2	-0.882
SLAIN1	-3.61375
GABRQ	-1.1495
NR2C2	-1.437
NKTR	-1.3671
TLE2	1.602
KIAA0892	-0.212
AURKA	-2.39827272727273
GPRC5C	1.23083333333333
TBC1D9B	-0.256375
PNPLA6	0.0305
AP3B1	0.2285
NAG	0.015875
C11orf68	-0.17025
AKR7A3	3.6785
AHCYL1	1.06016666666667
COP1	0.0918333333333333
RPP14	0.238916666666667
PCDHB18	0.14
CDH24	0.5755
KRT17	0.0307
LACTB2	-0.34125
DDX24	0.8235
PHACTR1	-1.958
SLC35E2	0.339
LOXL1	-0.188
IQSEC2	0.4815
RGSL1	-0.086
PCDHGC5	0.26
MEGF10	-0.378125
PRRX1	-0.0348333333333333
ASTE1	1.16166666666667
C6orf159	-1.07875
MYOD1	0.57875
GAA	0.85425
ZNF747	1.84225
KLRC1	-1.520625
IL1RL2	0.1335
GDF9	0.42625
GPR119	0.5015
TRAF2	-0.366333333333333
HCK	3.01133333333333
BMP6	-2.297
IL8RA	2.32983333333333
FLJ35848	0.087
EFHA1	-0.16725
CDSN	-0.381
C14orf54	-0.361
LSM3	-0.0865
ZFP41	0.762
C9orf126	-0.756166666666667
VIT	-1.7515
SPCS3	1.88025
DEF8	-2.436
CHAF1A	-1.62433333333333
C1orf165	-1.95716666666667
ZFPM2	0.315
FTH1	0.36275
SLC35F1	-1.65325
YWHAH	0.3495
C17orf66	-0.0526666666666667
ADRB1	-0.0816666666666667
FOXL1	-0.7635
RG9MTD3	-0.2115
UMPS	0.256125
MGC13008	0.31
KIAA1161	-0.1405
CCDC77	-2.84825
C12orf65	0.2056
COG4	-1.1895
RCP9	1.20416666666667
RP4-692D3.1	3.29133333333333
CDC2L5	0.61825
MGC7036	1.12433333333333
DNAJC11	-1.20425
GDF2	-0.253166666666667
TIMM17A	-0.32275
HNRNPA0	-0.2317
OR2H1	-0.54575
PCBP1	0.60725
COL23A1	-2.19625
LRRC2	-0.263833333333333
NSD1	0.5685
FLJ37078	-1.8195
WDR91	-0.315
TMEM179	-0.202
DSCR10	0.474
CNDP2	-0.1837
FYN	-1.2945
BEX2	-1.591
KCND3	-0.014
YPEL5	1.033875
LRRC42	-0.120666666666667
C17orf45	-1.102375
ZNF649	1.4577
LOC150763	0.814875
COL5A2	1.67391666666667
CNGA2	0.8485
ELA2B	-0.680333333333333
RAB9B	-0.98425
FAM100A	0.14225
NAIP	0.0562142857142857
MYOZ2	-0.55625
SPATA12	-0.753
XRCC4	-0.66
CYB561	1.399
CHST10	-2.48975
BAI1	-0.500333333333333
BRSK1	-0.226833333333333
C17orf89	-0.3485
PDE6H	-0.32
FLJ20309	0.3335
MAP7	1.208125
SCN4B	1.07175
SPAG9	-0.424375
SERTAD1	1.218
FLJ21963	0.8755
ANTXR1	-0.406
TMPRSS13	0.459833333333333
ETV7	3.073
DGAT1	1.1395
NKIRAS1	1.24733333333333
TAC3	-3.5205
CORO1C	-0.937583333333333
RAD54B	-0.58475
HRASLS3	4.1555
C21orf42	0.3835
BARD1	0.477666666666667
ZNF177	0.701333333333333
MIP	0.0745
ZNF442	-0.018
F2	-3.9505
GRIA1	-0.128375
GALNTL2	0.620666666666667
WNT5A	-2.326
LENG9	-0.3105
hCG_25371	-1.4275
FOXR1	0.3055
TRA@	0.6469
PWWP2	1.17625
C1QTNF7	1.3485
SLC7A4	-0.30725
C4orf7	3.472
C17orf80	0.456333333333333
KLK4	0.709
IL31	-0.5505
TMEM176A	3.17625
CTNNB1	-0.1588125
BHLHB2	1.62825
TMEM185B	1.7145
ARD1B	-0.65225
C1orf93	1.065
BRUNOL4	-0.5445
LOC541469	0.899583333333333
UPK2	-0.06925
GAS8	0.173833333333333
PATE	-0.8425
IMPACT	0.095375
WNK4	2.26166666666667
HNRPLL	-1.089625
GAD2	-0.1495
ITGA6	0.7015
BMP15	0.681166666666667
CYP2A7	2.070625
RIC8A	0.49925
CCND1	0.97225
USP35	-0.3385
DSCR2	-1.60275
CCL4	3.86083333333333
ZCCHC10	0.719
NOL11	-0.80225
TRPM2	1.8545
PSMD2	-0.489454545454545
CHTF18	-1.764
USP18	0.46025
RRAS	0.77
LAMC3	-2.17575
TOX	-3.4775
PCDH15	-0.1455
GABRG3	-2.4135
NUDCD2	-0.34475
SGCZ	0.433
KCTD17	-0.9716
SPSB2	-0.6365
TPPP3	1.18016666666667
CILP2	1.106
CALB2	2.98225
CEBPZ	-0.229166666666667
ZNF479	0.5755
FMOD	5.516
C21orf66	-1.21135714285714
CLN6	-0.206666666666667
ANAPC1	-0.875875
SH2D3C	1.4085
PTPN14	-0.0116
TRIM42	-0.06725
APTX	0.44125
SNRPG	-0.500166666666667
BMS1	-0.20775
MAGEA3	-3.5395
NFATC3	-1.26341666666667
LRRC45	0.154166666666667
ARS2	-0.342714285714286
LRIG1	1.81416666666667
EPSTI1	0.9905
PRSS27	-0.208
ERC2	-0.928625
PRKACB	0.916
PRDM13	-4.1675
HCG27	-0.9405
KLK12	-5.0695
HSD17B7	-0.476833333333333
ZNF354A	-0.59975
PCDH11X	0.4805
DMGDH	0.38625
PCBD2	1.2185
TMC6	-1.60125
RIMS1	0.49525
SF3B2	-0.270333333333333
RCN1	-1.62583333333333
CPB1	1.73525
BCAR3	1.076
FCRLB	-0.266125
PAK1IP1	-0.22375
OR10H1	0.163
KIF9	0.2755
PITPNM2	-1.637
L3MBTL4	-0.24175
TGFB1	-0.168
ZXDC	-0.32875
SLC6A16	-1.67275
SRrp35	-2.012
LRRC8E	2.47225
PPIAL4	-0.8315
EOMES	1.358
PAX2	-0.0435
SCARF2	-0.145625
PSEN2	0.0464166666666667
PCDHB13	-0.071
C10orf28	-0.687625
DHRS7B	2.44692857142857
C1orf131	-0.755
ASB1	-0.9164
ZNF223	0.845666666666667
LCMT2	1.00075
MEP1A	-0.76425
TMEM53	1.23525
RSPH3	0.7795
C10orf33	-0.3605
LOC644285	0.41725
PTPN9	0.441833333333333
ABCA12	0.1055
CCDC37	-0.93725
RUNDC1	1.8548
YES1	-1.916
FAM120AOS	1.1435
OR5M3	-0.1285
PPP1R3F	-0.00374999999999999
IL13	0.2323
MDFI	-1.69525
PRNT	0.538
ZDBF2	-1.389
OR10C1	0.272166666666667
CLIC1	0.5915
LILRA5	0.345333333333333
CSAG1	-4.13616666666667
TREML2	-0.540833333333333
FAM125A	0.227666666666667
ZNF74	-1.1855
FAM104A	0.02525
LRRC39	-1.432
SAMD5	0.0485000000000001
HYAL2	-0.08175
HIST2H2AC	0.821125
IGFBP5	0.235260869565217
NRTN	-1.23116666666667
KIAA0556	0.7028
FAM29A	-1.70016666666667
JMJD2A	1.099
EPHB1	0.64475
POLD4	1.136375
ANAPC10	-0.79825
LRRC36	0.00475
MEGF6	-0.452625
LPHN3	-0.185833333333333
BMP10	-0.463
C21orf55	1.053
CREM	-0.67875
PTGER4	-0.0243333333333333
METAP1	-1.153375
KCNQ1	1.29016666666667
NR2F2	2.57875
SSFA2	2.03083333333333
CTTNBP2	-2.5035
BCL2A1	-1.730625
ZBTB24	-1.274875
SLCO6A1	-0.96125
PRDM1	0.9732
OR7D2	-0.797166666666667
CCDC47	0.332
LOC646982	1.47
SLC26A6	-1.90833333333333
BIN1	-0.7896
SRRM1	-0.489071428571429
PCSK1N	-0.031875
ALS2	-0.2686
ECT2	-0.443578947368421
CACNA2D2	1.60675
DOCK6	-0.75675
C10orf119	-0.36825
FATE1	0.20325
DUSP23	1.23075
TRIP6	0.352357142857143
NUP35	-0.48675
CDH3	2.35675
KLHDC8A	0.2345
C9orf116	1.9425
EI24	0.526
CENTD1	1.70516666666667
RWDD2B	-0.265166666666667
