Hybridization REF	TCGA-C8-A12V-01A-11R-A115-07
HADH	-0.622875
CCKAR	-0.172
TMEM173	1.7745
AFAR3	0.548
PTH2R	4.7315
IFI30	2.99175
GLUL	0.9801
TMEM71	2.7535
C20orf165	-0.0085
BFAR	-0.4165
ZNF14	1.5125
KLHL8	0.0352142857142857
PPIL2	-0.723833333333333
CTA-126B4.3	-0.3855
C5orf37	-0.057
SLC27A4	-0.769
KLHL22	-0.573375
GJB2	2.075
HSPBP1	-0.527
PRKD1	-0.856833333333333
SOX8	0.493375
KIAA0195	-0.6275
MICALCL	1.05266666666667
ICAM1	0.9635
C10orf126	-1.056
SIX4	1.0475
BCL2L1	-0.2013
CD19	2.191
RAPGEF3	0.767833333333333
KIAA0974	-0.1405
MAPK3	-1.19666666666667
OR10A3	0.1875
MAP2K1IP1	0.9135
STK4	0.514833333333333
CHIC2	0.8486
DLX5	2.518
ZNF367	-0.80075
FBXO41	-0.447
ADK	-1.367375
hCG_1995786	-0.371666666666667
GTPBP10	-0.21075
TGOLN2	1.100125
CTBS	1.36033333333333
FGD1	0.0785
ETS1	1.0095
EDC4	-0.835375
GSTA3	0.344
HOXB6	-0.682
C9orf131	0.1565
BCAS1	-2.89275
U2AF1L4	0.774
PDHA2	0.458333333333333
SORD	-0.405875
SLC25A33	0.605
WDHD1	-1.36
OR8K5	-0.129
RNASE11	0.39
STAP2	1.73875
TRIM44	0.4129
CHCHD8	-0.64725
SIDT2	0.330166666666667
OR2B3	0.5905
TRRAP	0.196
TRAF1	1.70158333333333
RYR2	-2.05525
FAM71B	-0.4292
SLC45A4	1.77975
TRIM32	-0.234375
ATP6V1G1	0.368
TRA16	-0.294375
SERHL2	0.37525
PRKY	1.01566666666667
NPR2	-0.84425
TAS2R40	0.722333333333333
OR5I1	0.337
ZFYVE26	1.178
WFDC11	0.164
CSH2	0.02075
OR2T8	-0.01975
TBX20	-0.6955
LYPD5	4.2395
STOML2	-1.37766666666667
ALPI	0.0235
FAT3	-0.728375
ZNF273	0.0536875
NPSR1	0.575
FLAD1	0.6265
RAB5C	-0.670875
TTLL3	-0.593625
KIAA1618	1.16516666666667
NPPC	4.0345
ZEB2	2.4664
MRP63	0.196875
WSCD2	0.391
NEUROD4	0.43575
SNAPAP	0.7615
MTMR2	-0.134882352941176
STK35	-0.5835
USP48	0.257375
NR1H4	-3.82725
RASL10A	1.85075
SSTR1	-2.92875
C1orf35	0.247
APOBEC3C	0.4095
RUSC2	0.00250000000000002
SALL4	-3.44225
ZCCHC8	0.326
RAD17	-0.466625
ZNF708	1.20316666666667
LILRB5	2.37775
TEX12	-0.078
C9orf79	0.06525
ARHGEF1	0.238
ABCA4	-0.946666666666667
RNF214	-0.15125
PPAPDC2	0.52775
ARID4A	0.978666666666667
SYCP2	-1.599125
OPRM1	0.693
RP13-102H20.1	-6.19475
CYP26B1	-0.244166666666667
APCDD1	2.71566666666667
PCCA	-1.13525
ALS2CR7	0.2785
AQP5	3.11833333333333
YLPM1	-0.039625
PRKAR1B	-1.1497
IL16	1.7176
TCF3	-0.06575
ZSWIM7	0.36075
SERPINE1	-2.2885
BAI2	-0.92775
SMC5	0.177428571428571
SMN1	-0.774666666666667
SLC13A5	-2.973
POU2F3	1.45025
BACH1	0.222833333333333
GMCL1L	0.273666666666667
PPP2R2D	0.31425
LRRC51	-0.482
EDARADD	-0.0365
LRRC3	-0.762
FAM124B	0.7835
C20orf70	0.597
LOC285735	-1.057
CTBP2	1.2154
ZMYND11	0.827375
CDH23	0.392666666666667
OR1N1	-0.4725
LOC400590	0.21825
PDK1	-1.256125
LMTK3	0.6215
USHBP1	1.0599375
ZFYVE21	-0.24825
hCG_21078	0.2
OAF	-1.02575
WDR41	-0.34875
SPINK6	-1.2905
GDEP	-0.3085
MEG3	-1.4582
OXSR1	-0.700285714285714
RAD51	-1.31666666666667
RPL13A	0.63
DYRK1A	0.0624
FLJ25791	1.1435
SARDH	-0.5086
RBBP5	0.246166666666667
ORC2L	-0.71775
NCAPH2	-1.13333333333333
RNASET2	0.193333333333333
WDR79	-1.07683333333333
FLJ39779	0.34675
C3orf1	0.694
DDX23	-0.103
MGC40574	0.56375
MORC4	0.416
MYRIP	0.683727272727273
LY6E	1.30875
SLC39A11	1.246375
ATP12A	-0.3825
AUP1	-0.8145
PIP	5.958
CORO7	-0.4275
PITPNM3	0.2925
ENPP1	-1.275
PPP1R1C	-3.14566666666667
NRBP2	0.719
KCNE2	-0.2585
P2RX4	1.3345
CCND2	-1.27342857142857
OR5T3	-0.229
CUL4A	0.129666666666667
CFB	1.341
PCP4	-3.12383333333333
HEMGN	-5.44916666666667
UBIAD1	0.222
CDC42BPB	-0.8387
CYB561D1	0.031
RIMS2	-1.093125
ZNF488	-0.82075
RNMTL1	-0.24175
SART3	-0.401166666666667
CAPN10	-0.447214285714286
CCR5	5.86083333333333
APOA1BP	-0.082
NDUFS5	0.31975
PDLIM3	2.1887
VPS24	0.7595
SCN8A	-1.34875
C1orf67	-1.55733333333333
MRCL3	1.54266666666667
TMEM145	-2.831
KCTD16	0.155666666666667
RNF149	1.2455
FDXR	-0.8425
CDCP1	1.92533333333333
PAX3	-3.5225
LASS4	-0.915
HSD17B8	-1.42425
YAP1	-0.52425
NNT	-0.96075
SC5DL	-0.167875
DKFZp566H0824	-1.0705
KSR2	0.776
RAD21	0.283266666666667
ST8SIA2	0.066
L3MBTL3	0.781625
SNRPB	-1.19625
MGC14425	-0.47775
MIF	-0.514375
TAPT1	0.328375
IRF8	2.9872
PRO0132	1.796
HERV-FRD	-0.577
ACD	-1.23316666666667
BCL3	2.269
SPATA13	0.471
MRLC2	0.873625
F2RL3	0.024
CFHR3	2.0925
DUSP15	-0.769
TMEM46	-1.10216666666667
SF3B4	-0.477166666666667
MAP7D3	-1.04425
STELLAR	0.0465
SEMA5A	-1.3585
H2BFS	1.323
LRRC28	0.279833333333333
MORN2	0.842
XYLB	0.20925
WDR21C	0.56325
HIATL1	0.40825
ADAMTS10	-0.0138333333333334
WDR55	-0.844
MFSD5	0.378333333333333
OR4N2	0.0415
DUSP16	0.0257222222222222
NLGN4Y	-1.8752
INHBC	0.1025
NUMA1	-1.10125
DEFB123	0.10625
GIPC1	-0.57975
MGC27348	-0.5255
FLJ33590	0.3365
FZD1	1.9989
MKL1	0.385833333333333
SAA2	3.99825
C1orf94	-2.6645
C7orf28B	0.637
TMEM185A	0.84215
ZZZ3	0.8405
C16orf5	0.169
GALNAC4S-6ST	0.996
C1orf186	4.22275
IGFBP4	-1.10766666666667
NDUFA10	0.11
CLIC2	3.22525
RNF13	1.049
GPR103	-2.15375
CD69	0.3905
MYOZ1	0.26
IFNB1	1.94
CLNS1A	-0.75175
CXorf45	0.033
ZXDB	1.0685
FUNDC2	-0.07875
GPA33	0.829875
C9orf70	0.625
SLC2A9	0.21175
LOC126520	-0.238
MAGEB1	-0.16875
LCE2A	0.049
C18orf34	3.0955
FMNL2	0.786125
KRT85	0.42975
CRYGA	0.2465
GEM	2.34525
THAP6	-0.0158999999999999
ALKBH3	0.0835
TM6SF2	-0.08125
C20orf82	2.793
RANBP2	0.8745
LIG3	-0.3249
RETSAT	-0.18375
OR8S1	1.0985
CAST	0.31275
TGFBI	0.8059
C15orf37	-0.581
PGM3	-1.003
SLC4A11	-0.944125
FAM123C	0.1945
TAOK1	-0.197
CISH	0.35025
OGDHL	-4.10575
SPINT2	1.483
ZNF33A	0.53
CLDN18	0.400333333333333
RNF128	-1.869625
CCDC71	-0.9495
RASSF6	2.26033333333333
HSPG2	0.1185
ATP6V0E1	1.91
ABHD6	-0.13175
CD274	3.98
GCNT1	1.8155
NT5C1A	0.124833333333333
TM4SF5	-4.12825
C21orf58	-1.11733333333333
SUCLA2	-0.2635
RFTN2	3.1905
SCNM1	1.007125
SLC9A10	0.297
FUNDC1	0.5645
SLC35F4	-2.5655
AMD1	0.09025
COL6A6	3.6415
OR4K2	0.0975
TRIB2	0.498416666666667
LOC91461	-1.122
GHSR	0.6735
ATP8B1	-0.074
C1orf78	0.668666666666667
RNF183	-1.529
STX4	0.8799
TPPP2	0.65825
MYBPHL	-2.3325
TXNDC6	0.0912
C9orf47	0.0885
FAM137B	-0.2905
FANCB	-0.85
C11orf9	-0.81225
DPY19L1	-0.9325
VDAC2	-1.0665
VHL	0.29375
LMBR1	-0.629875
C8orf44	0.2345
ZPBP	0.9095
FGF23	-1.80025
C21orf67	-0.717
PCNT	-1.574875
BCKDHB	0.9953
GALNTL5	-0.1405
BET1	-0.051125
ARL13A	-0.104
HDAC6	-0.821375
N4BP3	-1.27666666666667
OTOP1	-0.288
TTC30A	1.201625
CRISP1	0.3965
KRT32	0.274
VSTM1	0.295
ZNF622	0.077
POLR3B	-0.5258
DNAJC10	1.327375
C12orf54	1.28
ADIPOQ	1.13116666666667
RIT2	-0.84575
CD44	0.78995
ABCA3	0.8155
RPS17	-0.7775
FEZF1	-0.601
PCDHB15	0.316
KCNMA1	-1.06713636363636
CCDC116	-2.008
C15orf27	-1.8865
NARG2	-0.626875
ITGA5	-0.925625
MEFV	1.3825
TUT1	-0.730375
LOC541473	-0.38975
NMBR	0.455
GLT1D1	-0.9045
ABCB7	-0.54125
PFKP	-1.68227272727273
C9orf91	0.6002
LRRC41	0.595833333333333
C1orf85	-0.0575
ATP5F1	0.359875
STOX1	0.116125
GFOD2	-0.1295
SLC25A3	-0.650875
ZNF646	0.3065
ZAR1	-0.5535
OSTbeta	-3.36825
GALNT3	3.427
IFT122	0.903166666666667
LDB3	-0.1323
GARNL1	0.113
HOMEZ	0.509833333333333
LRRC6	3.2955
ANGPTL5	-2.43525
UBAC1	-0.98075
DLEU7	-0.46425
RPL19	-0.16425
TOP1MT	-0.5495
LOC643641	0.358875
MBD3L2	0.901
NTSR1	-0.017
WISP2	-2.39575
GPSM2	0.365375
RDH10	0.7258
PRKCG	0.264
HIST1H4J	1.8985
MON1B	0.2203
MLF1IP	-1.37566666666667
ZNF446	-0.05575
COL4A5	-0.4501
SLC26A1	-0.0536428571428571
RGN	-0.7185
CCNB1	-1.66975
C9orf165	0.06875
CCDC28B	0.40875
CCDC97	1.074
FGR	2.0555
MSRB3	-0.1828
EPN2	-0.88725
COX15	-0.674166666666667
KCNK6	-0.6122
XK	-0.2455
GDA	-5.23375
HEPH	0.157875
THRAP3	-0.7045
MET	-2.08407142857143
PHYHIP	-0.57975
LYAR	-0.675
ING3	0.233
AK7	-2.70325
CCT8L2	0.037375
COPS7A	-0.912333333333333
WSCD1	-0.79275
RNF185	0.732
TNS3	1.04075
KNDC1	-0.501333333333333
RWDD4A	0.2155
MED13L	0.7693
ZFYVE1	0.16125
C7orf44	-0.894
MRPL1	0.167
STGC3	-1.29225
TEAD1	-0.985166666666667
RPL7A	-0.563142857142857
ARL6IP1	0.3285
C1orf178	0.1515
CTAGE5	0.782833333333333
TMEM184A	-1.38833333333333
SLC25A14	-0.27725
CACNG5	0.34125
ATXN10	0.3747
ECH1	-0.1236
CCL22	1.00975
CYP2F1	-1.98416666666667
GADL1	0.4505
TMEM19	0.1751
RUNX3	2.741
EFNB1	1.2245
LIPN	0.0125
ACSM3	-3.962
SIGLEC8	2.8105
ASCC3L1	-0.15625
NOL8	-0.00587499999999999
RELT	-0.4115
Magmas	-0.87375
PPP1R15B	0.8746
C11orf2	0.102
VKORC1	-1.02633333333333
MGC26647	0.231
TRPM6	0.587363636363636
UGT2B7	-3.6065
FEV	0.0825
FOXK2	0.8621
PDCD5	0.134666666666667
SLC8A1	3.0745
DGUOK	0.426333333333333
CLDN16	0.1455
GAGE1	-1.51
RBM17	-0.0014
C1QTNF3	-0.833
VGLL3	-0.112833333333333
UNQ5830	0.633
CD1A	2.565
SCGB1C1	-0.377
SUPT4H1	-0.078
TRAF5	0.70375
ASAHL	1.193625
FAM73A	0.0195
OR6B1	0.1915
WHSC1	-1.74725
GFPT2	-0.1825
LOC339809	-0.37375
STARD5	-0.2975
SIP1	-0.36375
DNAJC15	0.78125
STAU2	0.2813125
FAM98A	1.442875
RAD23B	-0.375125
LRRC33	0.7415
CHRAC1	-0.2485
C21orf89	0.9535
C19orf43	0.424166666666667
KLK8	-0.364
CCNE1	-0.031125
PKDREJ	3.614
SSU72	0.638
C17orf73	0.513
GPR78	0.11
WHSC1L1	0.666
GSTA2	0.1845
SMUG1	-0.613666666666667
UFM1	0.6551
AP3M2	-0.0335833333333333
USP14	0.466125
FBXL14	0.550666666666667
DSTN	0.482
SFRS14	-1.26225
FBXO31	-0.334166666666667
C12orf40	-0.472
FRS2	0.387
NR2E3	-1.23625
TUBB2C	-1.63
GMPR	0.562
C9orf139	0.846
ING5	-0.2825
LOC730092	0.557833333333333
ORM1	-4.0435
RP11-11C5.2	-1.5595
HSPD1	-0.4777
PIWIL3	-0.59475
C5orf13	0.1492
OR5R1	0.3505
LCOR	0.11125
PLEKHA9	0.108
CCDC43	-0.771
ZNF232	0.424
SLC6A7	-0.313
ADH5	-0.192583333333333
SHBG	-1.0565
CROCCL2	-0.77425
PANX3	-0.2335
CDIPT	-1.298
SLC16A5	-0.2005
TUBB	-0.617875
TOR3A	0.33
PREP	-0.195
ENTPD8	0.988285714285714
CHMP1B	0.50825
SYT12	-0.162666666666667
MYH6	-1.6827
MAP3K13	-0.0673333333333334
KLHL30	0.3645
LCMT1	-0.184875
EIF1AX	-0.0514166666666666
FOXD4L1	0.545
SLC24A5	-2.0075
RNF166	0.0685
TJAP1	-0.3705
TMEM156	2.18383333333333
ZNF239	0.56425
SNX19	0.4742
GKN1	0.185
FCN1	2.2318
C1QL1	-1.25675
ATP11C	1.234375
ZNF35	0.8745
CARD8	1.39375
LIMD1	-0.629166666666667
KIAA0286	-0.577375
XRN2	0.128333333333333
CD6	2.00116666666667
TOX3	-0.585375
ZSCAN4	-1.53983333333333
RSRC1	-0.24975
COG1	0.378
PTRF	-0.764
C16orf35	-0.824
FBXO24	-0.36375
CHST11	0.6265
THRB	0.2468
MYBPC1	5.3875
RNF39	0.112833333333333
PSMD11	-0.0275
ALAD	-0.211666666666667
EN1	0.00825
SLC9A9	2.0275
GSTM4	0.3674
CDC42BPA	0.204368421052632
RCSD1	1.90225
LUC7L2	-0.0554
SPTBN1	-0.261
LOC146167	0.704
BAT5	0.8125
ZNF452	-1.542375
LSM4	-0.92425
SRP72	-0.2732
SGK269	-0.156916666666667
MTX1	-0.80825
CENTA1	-0.26425
UNQ9433	-0.5075
ATR	0.422666666666667
DDX49	-0.203
PAQR8	1.56283333333333
C14orf174	-0.2545
GBGT1	0.3355
THAP1	0.73375
OR10K1	1.1405
RASIP1	-0.0558333333333333
DPYD	1.2154
DOHH	-0.70625
C18orf45	0.774
POF1B	-1.1019
ZNF552	1.76225
USP32	-1.111125
MED27	-0.942333333333333
C14orf149	0.7465
PRDX4	-0.0363333333333333
ABHD12	0.8646
AGT	-5.7655
SLC22A14	-0.307
C1orf58	0.256
PILRA	-0.42175
ABCF2	-1.02775
C17orf85	-0.2931
TKTL1	-0.90275
FGF1	1.4758
IL6R	1.4795
VPS25	-1.37175
CHRNB2	-0.12275
COL7A1	-3.0001
LRRC48	1.01066666666667
SPG20	1.47275
COX10	-0.2425
GCA	2.22725
ECEL1	1.54766666666667
GLG1	0.737
SRD5A2L2	0.037
MUTYH	-0.5355
ZNF70	0.532
L2HGDH	-0.75125
GPATCH2	0.3555
ZNF655	0.024375
ZNF227	1.33066666666667
MCOLN2	3.18633333333333
NQO2	-0.16475
KCNQ5	0.0325
NEU1	1.06566666666667
QRICH1	-0.0485
ZBTB20	1.238
RPUSD3	-0.78875
EPGN	-2.6194
TSN	0.20725
SPRY2	-0.5455
LZTFL1	-0.31175
GMFB	0.404
PBEF1	-0.1185
HBG2	-3.386
TMEM8	0.08075
PALM2-AKAP2	0.346666666666667
NFYA	0.64325
FAM108A1	0.128
PBLD	-0.077625
NRG4	-2.48175
PIGF	-0.47325
PTGER1	0.13875
NOS2A	0.163
C21orf34	-1.03116666666667
C21orf51	-0.70975
IL17C	-0.101
TRMT6	0.5465
ETV2	-0.550333333333333
CCDC109A	-0.13425
MYLK2	-1.5255
ATP10A	1.9517
DPH4	-0.0505
C5orf5	0.006
KCNA4	0.622166666666667
NMNAT2	-0.207666666666667
GLYATL2	2.386
LSMD1	-0.56825
IL23R	-1.135
NRF1	-0.1255
MUC15	-0.110166666666667
PRDM12	-3.392
PAQR4	-0.856428571428571
RBBP6	-0.459
IFI27	4.39825
SKAP2	1.93883333333333
TAGAP	3.950375
TJP3	0.4545
C9orf61	0.685
IDS	0.450214285714286
PARG	-0.3945
LOC131149	0.1045
DYRK4	0.371833333333333
MICALL1	-0.493
GALR2	0.2005
GPBP1L1	0.163625
TBX21	6.118
KCNJ6	2.459
GGN	0.1225
CASP5	2.15933333333333
RNF182	-4.207
BRD4	0.06375
DOK4	-0.956625
SLC46A2	0.814
SOX9	2.37533333333333
ZNRD1	0.211666666666667
PRR6	-2.36125
FAU	0.68775
DTNB	1.18233333333333
CARD9	2.27075
STS-1	-0.526
SLC4A5	0.15175
NSBP1	0.0122500000000001
UGCGL2	-1.14766666666667
POTE15	-3.4265
NOXA1	-1.37475
RP13-347D8.3	1.4975
SAMD10	-0.6105
EP400NL	-0.55
TCF21	-0.055
AMELX	-0.41725
JPH2	0.3607
SLA	3.13625
DLST	-1.70233333333333
SEPT12	0.66175
RGS20	-3.5725
LXN	1.727
ZNF419	0.9375
UPK3B	-0.325666666666667
RELL1	0.678
ESPNL	0.4425
KLHL21	0.039125
PI15	4.289
C2orf61	-0.495
LOC407835	-1.30566666666667
RER1	0.00416666666666666
ELAVL2	1.138
MGC26718	-1.62675
KLF2	1.602
TNFAIP8L3	0.471583333333333
TFE3	0.03425
C11orf17	-0.398875
15E1.2	-0.49725
SNRPC	-0.3795
DLGAP1	2.14825
PGLYRP1	0.272625
OVCH2	0.1575
IRF7	0.9263
SET	-0.9229
NAB2	-1.0215
LRP5L	0.04775
FAM120A	0.204625
ASCL2	0.616166666666667
SHH	-0.75
ATP5H	0.509166666666667
THPO	-1.18783333333333
TYRP1	-4.55633333333333
HIST1H3E	1.5795
EIF2S1	0.0735000000000001
TNFRSF17	1.72616666666667
TARSL2	0.583
NKX2-8	-0.49925
C1orf115	1.43675
LOC56964	0.4305
KIAA0841	-0.565
ISCU	0.8035
TTMA	0.106
ZNF414	-0.382
LOC441150	0.7605
RAB15	-0.109
HBP1	1.078
TNNT2	-0.194
CECR5	-0.90775
PHGDH	-0.377125
JRK	0.3124
XPO4	0.11275
FAM131C	0.0515
ARHGAP25	2.6765
CA9	-3.732
GPR62	0.223
TLX1	1.08666666666667
GPS1	-0.2195
OR2M2	0.1275
BDP1	-0.384428571428571
FAM70B	-0.60175
RPS29	0.67275
MKLN1	-0.0319000000000001
TSPAN19	-3.71725
SLC29A3	0.5729
LGALS4	-0.0171666666666667
USH2A	0.278
NF1	0.0811666666666667
APOBEC3A	3.9765
IMPAD1	1.17616666666667
OLR1	2.22083333333333
NRAP	-0.482
HCFC1R1	-0.338166666666667
TAOK2	-0.317
MCM10	-1.5985
MAP4K3	0.6155
CBS	-1.1285
CLK3	-0.9351
PCDHGA5	1.231
ELF4	0.486125
FAM71A	0.00100000000000001
C11orf49	-0.395
CLIP2	-0.21625
BTBD9	0.4452
ZNF524	1.119
KDELR1	-0.0428333333333334
ZNF509	1.091
NCSTN	0.8575
ZNF533	-0.206642857142857
PARP4	0.95
GALNT9	-0.3215
NPY	-1.2605
BEGAIN	-3.11183333333333
TMEM77	0.984833333333333
FOXRED1	-2.017
SLC16A2	0.455333333333333
SLC35B1	-0.253
GK5	0.593416666666667
SDCCAG10	-0.8265
C4orf20	0.1455
SLC9A2	0.398
ADD1	-0.512785714285714
TAL2	-1.0975
ACLY	-0.86925
DNAJC1	0.6285
SOST	-0.5435
USP43	0.422166666666667
CYP4F12	-1.51475
FKBP5	1.917375
CHCHD5	-0.4014
NUDT22	-0.268
CCDC85B	-0.7805
OR51G2	1.0505
STRN3	-0.702071428571429
TMOD2	2.165
FLI1	1.84325
MAB21L2	-1.22583333333333
DGKQ	0.09175
VPRBP	-0.242
SCNN1B	0.5187
ECHDC3	0.8765
TMEM106C	-0.84525
CSNK2A2	-0.7265
RPL39	0.1377
HERC3	0.217888888888889
ZBTB47	0.135166666666667
ZNF681	0.214
PAGE2	-2.6165
CLIC5	3.38642857142857
RABAC1	0.9415
ZFHX2	1.8035
YPEL1	1.0265
KIAA0776	0.1675
NR1D2	0.459
DNAJC4	-0.05925
NPNT	1.2658
ZNF677	0.609
ZNF536	0.141
MEF2B	0.482916666666667
PTPN4	0.494375
CTCFL	-5.612
STX5	0.196833333333333
CD72	3.54125
VEGFA	-1.30568421052632
XRCC1	-0.1087
MAS1L	0.222
ELL	0.5105
SETBP1	0.616
CDH11	2.50683333333333
NDC80	-0.454
DMBX1	-3.04925
NRSN1	0.175666666666667
BAT2D1	0.649
CDS2	0.6805
C1orf212	-0.206666666666667
SENP3	-0.726875
IL1F9	0.018
EEF2K	-0.246
COG8	-0.0445
CEP72	-0.169
OR1L8	0.748
MUS81	-0.360583333333333
PHYH	0.28625
GGT6	0.56
C22orf23	-1.02158333333333
C13orf33	2.02325
MAPK8IP2	1.424
NELL2	1.7035
POU3F2	-3.64983333333333
ALPK1	2.341125
MRPS18C	-0.16375
RPLP2	0.054
FGF22	-1.3495
SPNS1	-0.854333333333333
ZFP1	0.246
IL1RAPL1	-1.4745
PCSK9	-4.14383333333333
NKX2-1	0.174357142857143
C6orf189	0.79325
SP4	0.127
SLC11A1	0.6583
C21orf25	0.311
ICAM2	0.953125
SH3GL1	-0.9305
GSK3B	-0.0545
RALB	0.955125
PDXP	-1.58183333333333
GNGT1	-3.726
KIR2DL1	1.5095
TNFAIP3	1.58625
C6orf32	2.3203
CBLN2	-1.084
PANK3	0.7405
TAAR9	0.518
WDR82	0.0790714285714286
APOM	-4.143
TRIP10	-0.40925
SPATA16	0.4985
C1orf135	-0.5585
USP51	0.172
TESK1	0.36575
C11orf64	0.0455
ZNF611	0.514
PDE6G	0.6025
HLA-DQA1	2.88525
GCLC	0.92425
SEC61A1	0.3405
TWSG1	0.0458333333333333
ZMYND10	-0.77025
CTDP1	-0.344875
ADAMTS6	-0.0981666666666667
SLIT1	-2.17
KRT86	-1.117
KIAA0574	-2.27075
GTPBP2	-0.176
PQLC3	2.29775
PRRX2	0.00683333333333333
C15orf44	0.0115
MKKS	-0.111625
C11orf10	0.16575
GPR110	1.170625
CD109	-1.56416666666667
ADCY1	0.1405
RHBG	-2.37275
TP53I3	1.181375
SLC22A3	0.0642
UCP2	0.4405
FOXG1	-3.02166666666667
OR2AG1	0.0835
TRIM24	-1.005
PROC	-3.485875
TAAR6	-0.27425
AMTN	-0.4725
C10orf47	-0.455333333333333
DEPDC1	-0.7825
FLJ45557	1.04275
ZDHHC17	-0.2513125
KIAA1429	0.8135
KCNH1	0.242
VNN3	0.920625
PSMAL	3.71275
PPARD	0.700375
HFM1	-0.25
YBX1	0.521666666666667
ZNF695	-1.1665
SCTR	-0.3432
DCDC1	0.216
VPS26B	-0.5598
MTF2	0.195833333333333
ATP6V1F	0.41925
CCDC94	-0.41575
PERF15	-0.0345
CCL11	3.37075
LMO7	-0.80075
DCST1	0.315
ADRBK1	0.5095
CDRT4	0.2425
ZNF84	0.35125
HOXD8	0.9565
STARD8	0.0418333333333333
FOXP2	-0.976
CCDC103	-0.17475
POLR3A	-0.7084
GSC	-1.78383333333333
ZNF114	-1.773
HTR7P	0.0245
LALBA	2.187
RMND5A	0.615
PSCD2	-0.4125
ZNF409	0.1195
KRTAP1-3	-0.308166666666667
MAF1	-0.775
LOC201725	-0.730666666666667
NRN1	-1.284375
SPAG5	-1.485
DNAH7	0.748833333333333
FLJ43860	-0.1525
BRCA2	-0.56975
ACADM	-0.173375
CXXC6	-2.28775
RAGE	0.044625
CHMP2A	0.69575
FAM8A1	0.5697
GPR21	-0.059
SLC12A3	-1.87283333333333
FVT1	0.230571428571429
ZDHHC7	0.392125
FLJ44048	0.03375
SLC44A3	2.313
SDSL	0.537333333333333
MMP8	-1.04575
PLA2G12B	-3.954
ACY1	-1.489
MT1E	1.19683333333333
OR4K15	0.002
TECTB	-1.018
GPR20	-0.654375
IRAK2	0.01275
RFPL3	0.564625
MYO9A	0.16125
NARG1L	-0.177
BLMH	-0.419
CCDC3	2.69683333333333
C9orf21	0.440666666666667
KIAA0513	0.771166666666667
MIER2	0.14175
PNMA2	-1.45791666666667
SH3BP2	0.2935
ANXA10	-1.66475
RTN2	-0.564166666666667
TFB1M	-1.904
PRPH2	2.26
C14orf133	0.059
GOLGB1	0.767916666666667
IRX4	-0.498
NFKBIL1	-0.865666666666667
C10orf62	-0.23
APBB3	-0.892
RPS10	0.2808
LOC728378	-1.62575
TLE3	-0.11
PSMB7	-0.68
MESDC1	-0.415
SLC6A1	0.5475
OCLN	0.499333333333333
PTTG3	-1.471
NAGLU	-0.7725
SERTAD4	0.1485
SPRY1	0.28075
FLJ10781	1.31383333333333
MYSM1	-0.0305
TRIM4	0.425142857142857
SH3YL1	0.964
TREM2	3.72833333333333
SERPINI1	0.9225
HDHD3	0.0985
TMEM38A	1.92025
EID2B	-0.551
TDRD3	0.1575
SEDLP	0.43075
THSD7A	2.56433333333333
NDST3	-3.292
KLHL15	0.138083333333333
DHRS12	0.995
FBXO9	0.229357142857143
TNPO1	-0.171833333333333
MRPL13	0.105666666666667
SNX5	-0.817166666666667
METTL6	-0.26075
SOD1	-0.311125
CHML	-1.6465
PACS1	0.6225
SIRT5	0.299
CAPN2	0.894833333333333
FXYD5	-0.0706666666666667
TWISTNB	0.113125
LRFN1	-0.651833333333333
UBE1L	2.11175
UBE1C	0.5685
OR51B2	0.023
OR4D11	0.574
C15orf2	-0.0005
NR4A1	0.317833333333333
LOC339047	-1.66
TRIM17	0.39475
ATP5G3	0.009
RPL15	-0.575333333333333
ADAMTS8	-0.5235
HOXC4	-0.404
C14orf37	0.185
CEACAM5	-2.59675
MYT1L	-0.752833333333333
RASA2	0.46225
OSBPL7	-1.341
STAG1	0.328
GIMAP4	5.62983333333333
FUT3	2.01466666666667
PIF1	-2.09325
LPIN2	0.6293
SH3PX3	0.40175
PDP2	-0.77725
PAPD1	-0.132125
ERP27	1.50725
APOOL	-0.459
DIABLO	-0.26725
TRHR	0.134
ARMC9	-0.48325
RNF152	1.91275
SLITRK3	0.690666666666667
ZNF211	1.041
PFDN1	-0.1725
RGS11	-0.728875
HS6ST1	0.8863
AKR1D1	-2.22575
TNP2	0.5095
STK31	1.11933333333333
EML4	0.84975
SGTA	-1.21033333333333
HIST1H2BI	1.564
PSMD6	-1.4325
KIAA1257	-0.35925
C18orf55	-0.497833333333333
FLJ20273	1.846625
RPL28	-0.263
EPYC	3.368
NOX3	-0.541
ELAC1	0.545
METT11D1	-0.6855
BIN2	1.73416666666667
NACA2	-0.532
CCDC17	-0.59325
HM13	0.1181
UBOX5	-0.162
UBE2O	-0.0168749999999999
UBL5	0.23825
APOLD1	-0.223875
C9orf31	-0.047
TNFSF8	1.004
ARHGAP29	1.160625
PROKR2	0.267
PDE5A	-0.2565
C6orf12	-0.0505
TOM1L1	-0.3775
WHDC1	0.3945
FOXI1	0.831
RAB4A	0.9583
TMEM39B	-0.445
ATPBD1C	-0.7205
FARSA	-0.567666666666667
PLEKHG5	0.5635
CMAS	-0.387166666666667
OR7E24	1.7935
SLC30A1	0.2105
CDC42EP5	-1.112
PLAC1	-0.988
KLHL18	-0.223083333333333
LBA1	1.5007
TAZ	-1.05
CRIP2	-0.276625
BTBD11	-0.797166666666667
C16orf72	0.305
DIO2	-0.2238
LRRCC1	1.4025
CCDC136	-2.0155
PRX	0.0361249999999999
