Hybridization REF	TCGA-A8-A07J-01A-11R-A00Z-07
CCNE1	-2.085
PKDREJ	0.403333333333333
SSU72	1.03425
C17orf73	0.5525
GPR78	0.519
WHSC1L1	0.5446
GSTA2	-3.3395
SMUG1	0.211
UFM1	0.6558
AP3M2	-0.15875
USP14	-0.139625
FBXL14	1.58083333333333
DSTN	0.733
SFRS14	-1.0375
FBXO31	-0.0386666666666667
C12orf40	-0.618
FRS2	0.099
NR2E3	-0.636
TUBB2C	0.15475
GMPR	-0.448833333333333
C9orf139	0.7745
ING5	-0.596214285714286
LOC730092	0.268833333333333
ORM1	-4.76625
RP11-11C5.2	-1.961
HSPD1	-1.7424
PIWIL3	0.07575
C5orf13	0.2168
OR5R1	0.63
LCOR	0.645125
PLEKHA9	-0.5755
CCDC43	-0.34325
ZNF232	-0.3555
SLC6A7	0.29
ADH5	-0.171833333333333
SHBG	-1.282
CROCCL2	-1.07275
PANX3	0.3535
CDIPT	2.231
SLC16A5	1.09575
TUBB	-0.8119375
TOR3A	0.6051
PREP	-0.451166666666667
ENTPD8	0.456461538461538
CHMP1B	0.50175
SYT12	-1.1491
MYH6	-2.1263
MAP3K13	1.19966666666667
KLHL30	0.359833333333333
LCMT1	0.54525
EIF1AX	-0.246166666666667
FOXD4L1	0.352
SLC24A5	-1.555
RNF166	0.1182
TJAP1	-0.21925
TMEM156	-0.1285
ZNF239	0.1165
SNX19	0.9635
GKN1	-0.21225
FCN1	3.5345
C1QL1	-1.74025
ATP11C	-0.31725
ZNF35	0.6635
CARD8	-1.051375
LIMD1	-0.034
KIAA0286	-1.271
XRN2	-0.4575
CD6	0.0436666666666667
TOX3	-0.98775
ZSCAN4	-1.3025
RSRC1	-0.028
COG1	0.633
PTRF	1.6924
C16orf35	0.290375
FBXO24	-0.46425
CHST11	0.226
THRB	0.4803
MYBPC1	1.32325
RNF39	1.459
PSMD11	-0.348
ALAD	0.8345
EN1	2.4855
SLC9A9	1.9685
GSTM4	1.2035
CDC42BPA	-0.573947368421053
RCSD1	0.69975
LUC7L2	-0.4885
SPTBN1	1.8051
LOC146167	0.473
BAT5	0.4476
ZNF452	-0.681
LSM4	-0.371
SRP72	-0.5813
SGK269	0.562666666666667
MTX1	0.345
CENTA1	0.9585
UNQ9433	-0.96
ATR	0.108166666666667
DDX49	0.0101666666666667
PAQR8	-0.551833333333333
C14orf174	1.863
GBGT1	1.6885
THAP1	0.12375
OR10K1	-0.104
RASIP1	-0.5635
DPYD	0.2928
DOHH	0.45075
C18orf45	1.92625
POF1B	-2.14625
ZNF552	1.6125
USP32	-0.8385
MED27	-0.875
C14orf149	-0.801666666666667
PRDX4	-1.43616666666667
ABHD12	1.007
AGT	-2.1755
SLC22A14	-0.238333333333333
C1orf58	-0.178
PILRA	0.36
ABCF2	-0.362625
C17orf85	-0.0239
TKTL1	-1.06975
FGF1	2.7003
IL6R	1.0385
VPS25	0.185
CHRNB2	-0.2765
COL7A1	-2.6493
LRRC48	4.22033333333333
SPG20	0.90375
COX10	0.654
GCA	1.2705
ECEL1	-0.377666666666667
GLG1	0.408666666666667
SRD5A2L2	-0.49975
MUTYH	-0.717875
ZNF70	0.028
L2HGDH	-1.378
GPATCH2	1.222
ZNF655	-0.449625
ZNF227	-0.100666666666667
MCOLN2	0.669333333333333
NQO2	-0.37825
KCNQ5	0.0385
NEU1	0.851166666666667
QRICH1	-0.21425
ZBTB20	1.05383333333333
RPUSD3	-0.8605
EPGN	-1.7858
TSN	0.206083333333333
SPRY2	-1.56316666666667
LZTFL1	-0.094625
GMFB	-0.196
PBEF1	-0.7234
HBG2	-3.005
TMEM8	0.55125
PALM2-AKAP2	1.05433333333333
NFYA	0.00650000000000001
FAM108A1	0.836125
PBLD	1.079625
NRG4	-2.847
PIGF	-0.41875
PTGER1	0.57375
NOS2A	1.22783333333333
C21orf34	0.423666666666667
C21orf51	-0.417333333333333
IL17C	0.192
TRMT6	-0.590166666666667
ETV2	-0.439666666666667
CCDC109A	-0.053
MYLK2	-2.235
ATP10A	2.1471
DPH4	-0.7105
C5orf5	-1.67233333333333
KCNA4	0.7465
NMNAT2	0.545833333333333
GLYATL2	-1.065
LSMD1	0.560125
IL23R	-1.983
NRF1	-0.1165
MUC15	2.39533333333333
PRDM12	-3.3705
PAQR4	0.148071428571429
RBBP6	-1.433875
IFI27	3.74675
SKAP2	0.928833333333333
TAGAP	2.668375
TJP3	2.2435
C9orf61	3.16875
IDS	-0.1185
PARG	-0.0915
LOC131149	-0.8925
DYRK4	0.250166666666667
MICALL1	-0.09675
GALR2	0.1855
GPBP1L1	0.319625
TBX21	3.60525
KCNJ6	0.419666666666667
GGN	0.52925
CASP5	1.18133333333333
RNF182	-3.8815
BRD4	1.1025
DOK4	-0.11325
SLC46A2	1.001
SOX9	1.51925
ZNRD1	-1.003
PRR6	-3.36825
FAU	-0.245875
DTNB	1.42833333333333
CARD9	1.263
STS-1	-0.2655
SLC4A5	-0.31075
NSBP1	-1.32075
UGCGL2	-1.11175
POTE15	1.497
NOXA1	-0.15375
RP13-347D8.3	1.70025
SAMD10	-0.408166666666667
EP400NL	-1.723
TCF21	0.6285
AMELX	0.21825
JPH2	0.1388
SLA	2.69675
DLST	-1.32283333333333
SEPT12	1.54575
RGS20	-4.45175
LXN	1.31183333333333
ZNF419	0.1225
UPK3B	1.38777878078145e-17
RELL1	2.03225
ESPNL	-0.587
KLHL21	0.212875
PI15	0.3635
C2orf61	-0.721
LOC407835	0.2975
RER1	0.70775
ELAVL2	0.368
MGC26718	1.401
KLF2	2.55375
TNFAIP8L3	1.88858333333333
TFE3	1.267
C11orf17	-0.05275
15E1.2	-2.18925
SNRPC	-1.97825
DLGAP1	-0.7015
PGLYRP1	0.265875
OVCH2	-0.316
IRF7	1.7302
SET	-0.3215
NAB2	0.349833333333333
LRP5L	-1.9255
FAM120A	1.1785
ASCL2	0.649333333333333
SHH	0.0395
ATP5H	-0.344333333333333
THPO	0.558
TYRP1	-5.2785
HIST1H3E	1.33566666666667
EIF2S1	-0.313277777777778
TNFRSF17	-3.2112
TARSL2	-0.0655
NKX2-8	1.51825
C1orf115	1.49725
LOC56964	0.3845
KIAA0841	-0.68975
ISCU	0.2245
TTMA	-0.2075
ZNF414	0.6935
LOC441150	-0.71625
RAB15	-0.2245
HBP1	1.623
TNNT2	-2.0965
CECR5	-0.77475
PHGDH	-3.356375
JRK	-0.0543
XPO4	-0.782375
FAM131C	0.961
ARHGAP25	1.9874
CA9	-3.65044444444444
GPR62	0.263166666666667
TLX1	-0.196
GPS1	0.47
OR2M2	0.2795
BDP1	-0.308642857142857
FAM70B	1.08525
RPS29	-0.659333333333333
MKLN1	-0.048
TSPAN19	-3.15725
SLC29A3	2.0891
LGALS4	-0.731333333333333
USH2A	-0.3836
NF1	-0.109333333333333
APOBEC3A	1.24966666666667
IMPAD1	0.761833333333333
OLR1	3.30333333333333
NRAP	-0.722
HCFC1R1	1.5645
TAOK2	0.956666666666667
MCM10	-3.91683333333333
MAP4K3	0.14625
CBS	-2.07925
CLK3	0.2091
PCDHGA5	-0.782
ELF4	1.036625
FAM71A	0.17625
C11orf49	0.499
CLIP2	0.01075
BTBD9	0.6491
ZNF524	1.48025
KDELR1	0.657333333333333
ZNF509	-0.343
NCSTN	0.895
ZNF533	1.35492857142857
PARP4	0.147125
GALNT9	-0.243666666666667
NPY	-3.4285
BEGAIN	-3.08483333333333
TMEM77	0.353
FOXRED1	-0.505166666666667
SLC16A2	0.768666666666667
SLC35B1	-0.48775
GK5	-0.921083333333333
SDCCAG10	-0.57275
C4orf20	0.45875
SLC9A2	-2.6385
ADD1	0.946071428571429
TAL2	0.319
ACLY	-0.07025
DNAJC1	2.8405
SOST	-2.78925
USP43	0.76
CYP4F12	1.87725
FKBP5	0.28725
CHCHD5	0.4981
NUDT22	0.26875
CCDC85B	-0.192
OR51G2	0.65
STRN3	0.911642857142857
TMOD2	0.906
FLI1	1.39625
MAB21L2	-1.31883333333333
DGKQ	0.948
VPRBP	0.0626666666666667
SCNN1B	0.1779
ECHDC3	2.1542
TMEM106C	0.24325
CSNK2A2	-0.6395
RPL39	-0.5932
HERC3	0.669
ZBTB47	1.091
ZNF681	-1.23175
PAGE2	-3.34975
CLIC5	3.29392857142857
RABAC1	1.22
ZFHX2	1.35875
YPEL1	0.489666666666667
KIAA0776	-0.22075
NR1D2	-0.86675
DNAJC4	0.648
NPNT	4.0098
ZNF677	0.062
ZNF536	-0.086
MEF2B	-0.235583333333333
PTPN4	-0.023625
CTCFL	-4.774
STX5	0.572833333333333
CD72	2.75175
VEGFA	-0.867157894736842
XRCC1	-0.0263
MAS1L	0.372833333333333
ELL	0.5484
SETBP1	1.93175
CDH11	3.479
NDC80	-3.43030769230769
DMBX1	-3.616
NRSN1	0.4934
BAT2D1	-0.621
CDS2	1.229
C1orf212	0.324166666666667
SENP3	0.10075
IL1F9	-0.369
EEF2K	0.796625
COG8	0.301
CEP72	-2.01225
OR1L8	0.8415
MUS81	-0.590166666666667
PHYH	0.754
GGT6	-0.123666666666667
C22orf23	-0.786833333333333
C13orf33	3.561125
MAPK8IP2	0.6945
NELL2	-1.7895
POU3F2	-2.69783333333333
ALPK1	2.018
MRPS18C	-0.792
RPLP2	-0.605125
FGF22	-0.492
SPNS1	0.454
ZFP1	-0.86475
IL1RAPL1	-0.131
PCSK9	-2.2795
NKX2-1	-0.108166666666667
C6orf189	2.10625
SP4	-0.3655
SLC11A1	2.418
C21orf25	1.799
ICAM2	1.241625
SH3GL1	0.0821666666666667
GSK3B	0.320833333333333
RALB	1.42125
PDXP	-1.18866666666667
GNGT1	-3.563375
KIR2DL1	0.65
TNFAIP3	0.0936666666666666
C6orf32	0.7794
CBLN2	6.3195
PANK3	0.119125
TAAR9	0.796
WDR82	0.374857142857143
APOM	-3.8715
TRIP10	0.99675
SPATA16	0.0718333333333333
C1orf135	-2.92725
USP51	-0.14925
TESK1	1.5
C11orf64	0.28
ZNF611	-0.417
PDE6G	1.03
HLA-DQA1	2.093375
GCLC	0.298625
SEC61A1	0.508357142857143
TWSG1	0.485166666666667
ZMYND10	2.8945
CTDP1	1.4655
ADAMTS6	0.1315
SLIT1	-1.884
KRT86	0.301
KIAA0574	2.26725
GTPBP2	-0.1603
PQLC3	0.946
PRRX2	0.3825
C15orf44	0.4325
MKKS	-1.2985
C11orf10	-0.24025
GPR110	-0.775625
CD109	-0.230833333333333
ADCY1	0.469
RHBG	-3.88
TP53I3	1.457
SLC22A3	-1.2047
UCP2	1.20125
FOXG1	-3.63183333333333
OR2AG1	0.2345
TRIM24	-1.2425
PROC	-2.3745
TAAR6	0.2085
AMTN	-1.904
C10orf47	-0.339833333333333
DEPDC1	-3.328
FLJ45557	1.33825
ZDHHC17	0.26725
KIAA1429	0.518166666666667
KCNH1	1.2455
VNN3	0.207
PSMAL	0.71375
PPARD	-0.452875
HFM1	-2.17266666666667
YBX1	-0.7335
ZNF695	-3.737
SCTR	0.341
DCDC1	-0.1965
VPS26B	1.3562
MTF2	-0.862
ATP6V1F	0.17675
CCDC94	0.20975
PERF15	1.3
CCL11	2.84575
LMO7	-0.825125
DCST1	0.227
ADRBK1	0.13575
CDRT4	0.183375
ZNF84	-0.34525
HOXD8	1.82225
STARD8	0.8975
FOXP2	-0.68375
CCDC103	0.49275
POLR3A	0.1361
GSC	0.766166666666667
ZNF114	-2.30033333333333
HTR7P	0.5795
LALBA	0.013
RMND5A	0.208
PSCD2	1.77725
ZNF409	0.7655
KRTAP1-3	-0.00983333333333333
MAF1	0.235
LOC201725	-1.4045
NRN1	-0.94125
SPAG5	-3.71183333333333
DNAH7	2.79616666666667
FLJ43860	0.8505
BRCA2	-1.71975
ACADM	-0.139
CXXC6	-3.5965
RAGE	-0.72975
CHMP2A	0.93325
FAM8A1	1.0508
GPR21	-0.014
SLC12A3	-2.9385
FVT1	0.482
ZDHHC7	0.62825
FLJ44048	0.89925
SLC44A3	1.27866666666667
SDSL	1.38616666666667
MMP8	2.08325
PLA2G12B	-4.51533333333333
ACY1	-0.70325
MT1E	-0.386166666666667
OR4K15	1.7275
TECTB	0.5585
GPR20	0.535125
IRAK2	-0.0995
RFPL3	-0.2855
MYO9A	0.49825
NARG1L	-0.608416666666667
BLMH	-0.55325
CCDC3	2.992
C9orf21	-0.642
KIAA0513	0.714333333333333
MIER2	0.3385
PNMA2	0.2045
SH3BP2	0.9769
ANXA10	-0.619
RTN2	0.2905
TFB1M	-1.9825
PRPH2	4.221
C14orf133	1.34125
GOLGB1	1.98525
IRX4	1.070125
NFKBIL1	-0.00483333333333333
C10orf62	-0.86125
APBB3	0.06675
RPS10	-0.9054
LOC728378	1.178
TLE3	1.32644444444444
PSMB7	-1.030125
MESDC1	0.748
SLC6A1	1.26033333333333
OCLN	0.309916666666667
PTTG3	-3.17583333333333
NAGLU	0.914
SERTAD4	1.486
SPRY1	1.23075
FLJ10781	0.692166666666667
MYSM1	-0.65425
TRIM4	1.12828571428571
SH3YL1	0.38825
TREM2	4.60116666666667
SERPINI1	1.96325
HDHD3	0.461375
TMEM38A	0.02275
EID2B	-1.562
TDRD3	0.156333333333333
SEDLP	-0.142
THSD7A	2.1705
NDST3	-2.4505
KLHL15	-0.873583333333333
DHRS12	2.051
FBXO9	-0.254785714285714
TNPO1	-0.585583333333333
MRPL13	-1.49783333333333
SNX5	-2.57916666666667
METTL6	-1.487
SOD1	-0.142625
CHML	-2.6245
PACS1	1.3305
SIRT5	0.1119
CAPN2	0.449666666666667
FXYD5	0.378666666666667
TWISTNB	-0.958
LRFN1	1.36033333333333
UBE1L	2.441625
UBE1C	-0.421
OR51B2	0.587666666666667
OR4D11	0.5145
C15orf2	-0.5095
NR4A1	-0.622166666666667
LOC339047	-2.37275
TRIM17	2.218375
ATP5G3	-0.554071428571428
RPL15	-0.80975
ADAMTS8	0.18475
HOXC4	0.1975
C14orf37	3.0365
CEACAM5	-2.260875
MYT1L	0.4255
RASA2	-0.00912499999999999
OSBPL7	0.11
STAG1	-0.1495
GIMAP4	5.54116666666667
FUT3	-1.554
PIF1	-3.3345
LPIN2	0.1782
SH3PX3	1.94
PDP2	-1.15575
PAPD1	-0.807375
ERP27	1.96825
APOOL	-0.6329
DIABLO	0.696
TRHR	0.227285714285714
ARMC9	0.88475
RNF152	2.44825
SLITRK3	-0.111
ZNF211	0.8622
PFDN1	-0.28275
RGS11	0.741375
HS6ST1	0.9407
AKR1D1	-1.723
TNP2	0.290833333333333
STK31	1.002
EML4	-1.38608333333333
SGTA	0.6425
HIST1H2BI	1.23416666666667
PSMD6	-1.91016666666667
KIAA1257	0.6445
C18orf55	-0.9975
FLJ20273	2.1425
RPL28	-0.627
EPYC	1.927375
NOX3	1.713
ELAC1	-0.0791666666666667
METT11D1	-0.71475
BIN2	1.15083333333333
NACA2	-0.47075
CCDC17	-0.88225
HM13	-0.2997
UBOX5	-0.174625
UBE2O	-0.62725
UBL5	-0.269
APOLD1	1.373125
C9orf31	0.74675
TNFSF8	0.935
ARHGAP29	1.1645
PROKR2	-0.116
PDE5A	-0.143
C6orf12	-0.663
TOM1L1	0.418
WHDC1	-0.1215
FOXI1	-0.0176666666666667
RAB4A	0.0501
TMEM39B	-0.3075
ATPBD1C	-0.84775
FARSA	-0.507833333333333
PLEKHG5	0.9315
CMAS	-0.543166666666667
OR7E24	-0.679
SLC30A1	-0.33475
CDC42EP5	2.686
PLAC1	-0.80225
KLHL18	-0.220166666666667
LBA1	1.845
TAZ	-0.21325
CRIP2	1.9395
BTBD11	-1.237
C16orf72	1.11025
DIO2	3.0096
LRRCC1	0.209833333333333
CCDC136	-1.6655
PRX	0.402125
RBM5	-0.1305
TMEM85	-0.154375
TUBGCP4	-1.2295
APLN	0.864625
CDK7	-0.730166666666667
SSR2	0.584083333333333
CRELD1	-0.58175
C19orf46	1.82275
GAL3ST4	2.0725
KBTBD10	0.61125
IL28A	-0.197
WDR27	-0.5395
MCM2	-1.19116666666667
SOX14	0.868
FLJ39743	0.931
KIAA0922	1.009375
HIPK4	0.077
FLJ25758	0.068
C16orf57	-0.56075
PDZD2	1.566375
MCC	1.836125
HHLA3	0.0901
ID2	0.2715
C20orf23	0.824416666666667
ZNF688	1.59825
APOC2	-2.2745
LOC440093	0.031
FAM50B	0.785166666666667
PWP1	-0.665
DNAH10	0.36525
HIST1H2BA	-0.28525
GPR56	0.384166666666667
METAP2	-0.460125
PAN3	1.19383333333333
STXBP4	0.23825
PDHX	-0.412
MTA1	0.566583333333333
ZBED4	-0.370375
ZNF720	0.38325
CDK2	-0.512625
RHOJ	1.037375
CDC37	0.819
ZER1	1.455625
GRK4	-0.23675
PRPH	-0.5725
POLR2A	0.586875
OGFOD1	-1.50825
NOL5A	-1.689
PHEX	0.021
FLJ16478	-0.389
C20orf117	-0.981875
CAMTA2	1.265
C11orf74	-0.0415
DDX17	-0.184166666666667
C5orf27	0.082875
PLEKHA2	-0.9725
PDE4DIP	-0.8401
SCN7A	0.7005
ZNF559	-0.973333333333333
CXCL10	3.63425
ZMYM4	-0.114166666666667
STK32B	2.20966666666667
KIAA0888	-4.5434
TACR3	0.5245
CKAP2L	-3.80075
KIF1A	-1.31116666666667
RSPRY1	0.6655
VCAN	2.7285
CYP27C1	0.53
SYDE1	-0.823
MED12L	0.0395
ZDHHC21	0.71925
NHS	1.5615
TM9SF3	1.14383333333333
DDHD1	-0.153
MAFG	-0.639083333333333
BICD2	0.5517
C14orf119	-0.122166666666667
C14orf43	0.0222142857142857
CDH7	2.3025
ALKBH5	0.284714285714286
JUP	2.07025
TMEM41A	0.603666666666667
MAMDC4	-1.59983333333333
CBX3	-0.615625
LRRC18	-0.08125
RBMXL2	-0.946
PLA2G4D	0.581166666666667
FGF13	1.516875
KIF3A	0.09
PDIA6	-0.2595
DCXR	-0.135
CASKIN2	0.27775
EHD1	-0.0823333333333333
MARCKSL1	1.4015
ZNF496	0.253666666666667
SCAF1	-0.00233333333333333
KCTD8	-1.34033333333333
TRAF3IP3	0.924142857142857
LSR	1.66525
CXorf1	0.135666666666667
C14orf112	0.132666666666667
EIF2B1	0.28425
OMP	-0.432
GSTZ1	0.77725
LOC92017	1.4835
ISLR2	2.206
C12orf36	-0.042
GATA2	0.1405
GABRA5	-3.9225
CELSR2	-0.273928571428571
STAM2	0.7651
TNAP	-0.0555
PTPMT1	-0.9
GRP	7.37775
SV2A	-1.71016666666667
MAGEA12	-3.6565
CACNG1	4.0165
C18orf19	-1.24875
GSG1	0.2065
PTPRJ	0.788571428571428
FRMPD1	0.1025
ZNF668	1.28575
PLEKHJ1	-0.262625
ADAT1	-0.3454
TMEM50A	0.8583
UCN3	-0.364
HOOK1	1.199
IL17B	-1.8835
MLKL	0.011
TTC14	0.666333333333333
KLHL5	1.6055
CRYL1	1.07266666666667
FOXH1	-0.259
NFYB	-0.199125
PPM1G	0.1975
GOLGA2LY1	-1.814
NMT1	-0.264625
HADHA	0.3155
CHSY-2	2.92675
PLEKHF1	1.12457142857143
SAGE1	-2.551
MUSTN1	0.34375
SUHW4	0.7795
TFEB	1.96133333333333
ZFYVE27	-0.13425
ATG12	-0.554666666666667
BMI1	2.082
ZIM3	0.437666666666667
MYH4	0.59975
MASP1	-0.925333333333333
KIAA0984	0.22925
RPAP2	-0.423
ASB5	0.146
BOLA3	-2.0015
MIA3	0.453333333333333
KRT35	0.2795
KIR3DL3	-0.8305
MRPL51	-0.52
SEMA3F	0.796666666666667
NDUFB2	0.2325
LOC253012	-1.387
FAM46C	0.1184
G6PC	-2.81685714285714
CSAG3A	-5.0965
PREX1	0.883
SLC25A45	0.469
MAPKBP1	0.8151
CPE	1.2713
GNB1	0.50825
CXCR6	1.8065
TRIM46	0.62075
C16orf3	0.0955
HPSE	0.914875
TIGD3	-0.273
SPG3A	2.58
LCAT	-1.789
ST6GAL1	0.2655
POMC	1.819
FLJ36031	0.300666666666667
NSMAF	-0.478666666666667
SKIL	1.293
ADSS	-0.3425
HMGCS1	-1.182
POLR3F	-0.385
RAB10	0.552375
ZNF277P	-1.01625
ZBTB7B	0.504125
DHRS1	1.263
ABCC13	-0.480142857142857
CNOT3	0.28575
NFKBIA	1.5535
GAK	0.746833333333333
SFT2D2	1.02616666666667
HOXA6	0.145
CRTC1	1.17375
LY6D	-1.59183333333333
C20orf72	-0.7505
CPT1A	-0.07625
LMO1	-1.776
EIF3I	-0.03925
PRB4	-0.31325
MCM3APAS	-2.414625
C20orf132	-0.3308
FOXF2	-2.52075
S100A12	0.0115
MLH1	-0.8965
ACTN1	1.682
MRPL36	-1.37
C20orf106	-1.19175
FBXO6	1.0025
MKS1	0.874333333333333
CX3CR1	1.4665
PDE1B	2.66
PLP1	-3.24425
KISS1	0.2845
C14orf2	-1.04216666666667
TBC1D3P2	-0.75625
COMMD6	0.4433
ANKRD7	-2.39175
PTCHD1	-1.441625
NARS2	-1.1535
DOCK7	-0.685
FAM127B	-0.435125
LOC390243	-0.311833333333333
N6AMT2	0.42575
ZNF391	-1.296
DNAJB14	1.15583333333333
WRB	0.19525
BPI	-0.279916666666667
TTC4	0.5215
FAM10A5	-0.36475
GOT1L1	-0.1868
MAGED1	0.407375
RESP18	0.279666666666667
WFDC6	0.114666666666667
MT2A	-2.0515
C11orf56	0.02375
KIAA1432	0.681
ROR1	-0.44225
HSD17B14	2.885
ZFAND2B	0.332375
SAMD4B	0.5425
HEXA	1.163
HNRNPU	-0.481772727272727
USP39	-0.295625
NRD1	0.0885
R3HDML	0.40725
FLT4	1.0975
OMG	-0.247166666666667
OR52N4	0.2515
LOC399818	-0.90425
ELA2	-2.28125
VENTXP1	0.368
RFC5	-1.9415
OR52L1	1.0915
PAX5	-0.1695
FBXO2	0.63925
GMEB1	0.2455
AKT3	-0.0855
CRB1	-0.986
CTTN	0.941333333333333
UTP15	-0.661333333333333
HSBP1	-0.2625
PHF11	1.6125
NDEL1	0.574166666666667
USP8	0.0605
BAIAP2	0.282625
SI	-0.0172
ARSJ	-0.297166666666667
BAAT	-2.897
KCNS3	3.52216666666667
LOC126147	0.232166666666667
TMEM37	2.02575
C1orf162	4.23816666666667
MBD1	0.5871
ITGAL	1.74266666666667
WDR73	-0.3395
GKN2	0.7282
ARFGAP1	-0.41325
SLC5A8	-0.742333333333333
ZBTB40	0.4892
CYP4B1	3.806
LYPLAL1	-1.0675
CHST3	-0.01625
MAP3K9	0.506
BTAF1	-0.986666666666667
TFAP2E	0.5735
RBM35B	-0.2645
LOC441251	-0.469333333333333
ANKRD25	1.089
UQCRC2	0.2795
MAEA	0.520666666666667
HYAL1	-2.0662
RNPEPL1	1.456
CPSF2	-0.464714285714286
PSD3	-0.4283
ABCA13	-0.509375
AGR2	2.313625
GBX1	-0.252
HDLBP	0.552714285714286
ACY3	-0.654
HECW1	-0.69175
ZNF519	-1.18675
HOPX	2.720375
ZNF304	1.1435
OR12D3	-0.8175
FKSG43	0.73725
METTL1	-0.1285
MFSD3	0.0449
PSPH	-1.7365
CLCA3	-0.768
DARS2	-1.29333333333333
CDC25A	-2.45133333333333
BAIAP2L1	-0.4125
B3GNT5	0.083875
USP29	-0.1215
ARHGEF10L	1.7154
ATOX1	-0.6895
ADAM30	0.448
DNASE1	0.964
STT3A	0.1425
RAB6IP1	0.80975
PTN	0.2059
C1orf106	-2.60738461538462
HECA	1.17675
RNF122	0.97175
SLC22A18AS	-0.5925
GNG8	0.5105
ELP4	-0.5595
FAM65A	0.221166666666667
RPL10A	-0.420833333333333
IRS4	1.179
MACF1	0.9326
SEC24D	0.57875
LOC374395	0.2705
TGFB2	1.945625
MDFIC	0.854
CHRNE	0.715666666666667
PCMTD2	-0.587
ATP6V0D1	0.702
MTA2	0.57175
LZTR1	-0.596833333333333
RAP1A	0.4345
AXIN1	0.354
POLR1C	-0.90325
TRIO	0.00683333333333333
PLXNA4A	0.861166666666667
C5orf33	-0.91425
DEPDC1B	-4.6755
ZNF473	-0.2205
MTM1	0.658875
GPR107	0.192333333333333
CSNK1A1L	0.241333333333333
FLJ14154	1.907
NLRC4	5.66425
ENPP4	2.625
PADI3	0.4365
RNF170	-0.082
CG018	0.964
C16orf7	-0.12275
KCNE1	0.7185
NRM	-1.018
SLC37A3	0.595214285714286
TPD52L2	-0.262166666666667
UNC5B	2.11825
C12orf12	0.386666666666667
SDHB	-0.48575
CLRN1	0.414625
NUDT10	-1.0925
UGT3A1	-0.169714285714286
FBXW8	0.792375
RHOF	-0.487625
PTPLAD1	-0.410875
MYO3B	-0.366333333333333
DERA	-0.777
TPP2	-0.326
C19orf53	-0.365666666666667
GINS3	-0.7095
ST6GALNAC5	2.2685
CHSY1	0.0855
MGC15705	-0.5245
GPR83	0.686666666666667
EXT2	0.756375
DOLK	0.74975
TUBAL3	-2.1465
ACVRL1	2.4652
ABL2	-0.88175
C14orf156	-2.0095
PTPRZ1	-4.32771428571429
DIP2C	1.113
LAMP1	2.462875
RXRA	1.0274
MAP3K5	1.061
ALKBH1	1.04883333333333
PDLIM7	-0.048625
ARL14	-1.5805
SNIP1	0.319666666666667
TIMP3	2.63575
RGS3	1.22916666666667
SPAG16	0.7437
ABHD4	1.07325
ARHGEF12	1.10275
GLUD2	0.4885
RAC2	-0.1146
UAP1L1	0.2965
SLC18A3	0.496
YOD1	-1.60991666666667
RALY	0.02575
HMOX2	1.431375
DGKH	-0.183
DBNDD2	1.1505
YIPF4	0.40275
THAP10	-0.4035
ZNF513	1.049
HAGHL	0.756666666666667
ITGB4	-0.907833333333333
CCDC141	-1.269
YTHDF3	0.521
C5orf28	-0.0405
RPL7L1	-1.221375
TMEM30B	2.063
ANKRD35	2.1175
DUOXA2	-0.41175
TBC1D5	-0.206125
DFNB59	-0.2955
HRH4	0.31075
MYO6	1.4365
DNAJA4	1.457
RBM24	1.784875
CEACAM20	-1.3775
RBM23	1.04735714285714
NGFB	0.6165
C1orf63	-0.4973
KRTAP7-1	0.743
PERLD1	1.8025
NPB	-0.1135
C17orf59	1.7603
HSPBAP1	0.04575
SLC15A4	0.25375
PRTFDC1	-0.161
OSMR	-0.391714285714286
CYSLTR2	0.317
C19orf25	0.8814
KIAA1797	0.813
NLRP6	0.557
FAM105B	-0.1081
SCRN2	0.913166666666667
LRRC58	-0.0586
RNF17	0.316375
NEIL3	-4.575
FAM137A	0.389
SKP2	-3.6155
PARVA	1.69491666666667
PKLR	-2.0335
RNF34	0.74475
A3GALT2	0.30075
C12orf50	0.232666666666667
SUNC1	-1.55625
FAM102B	-0.664833333333333
CCT2	-1.24375
LRRC37A2	-0.3065
ARF4	0.361
SIKE	-0.073625
C8orf48	0.1395
MBTPS1	0.835428571428571
GPSN2	-0.6495
NCF2	4.5075
SLC12A6	0.891
MRPL48	-1.09025
HMGN3	-0.906166666666667
LRRC62	-1.5565
PAX9	0.320125
FAM55A	-0.243
C20orf42	-3.8872
SCML2	-1.796
BCL9	0.77
FAM40A	-0.14425
C9orf41	-0.606833333333333
ZNF774	0.1575
LETM1	-0.9245
PLXNB1	0.936333333333333
NIPSNAP1	0.090125
USP10	-0.7795
F9	0.18725
LIPE	3.78975
CNGB3	-0.3015
C12orf52	-0.005
PI4K2A	1.53
MED8	0.04175
STAT4	0.6088
FGD4	0.4525
RNF145	-2.474
WDR32	1.6205
CLDN2	0.2625
TCEAL8	0.9315
ZMYND8	-0.291555555555556
PDXK	0.02903125
GATAD2A	-0.20075
PTGES3	-0.532
CCM2	0.16175
TAP1	1.894
ZNF670	0.11375
ETS2	-0.0211428571428571
C6orf166	-0.2455
PRMT2	0.968
OR4B1	0.467
INTS8	-1.236
CCDC102A	0.7555
CCDC83	-1.08383333333333
ITGA1	0.0851
EPHA5	-1.922
FAM24B	-1.859
TSGA10	2.63925
HAL	-1.786
MYOT	-0.348
