Hybridization REF	TCGA-C8-A12O-01A-11R-A115-07
AUP1	-0.86775
PIP	4.89575
CORO7	-0.706
PITPNM3	-1.1175
ENPP1	0.5785
PPP1R1C	-3.06083333333333
NRBP2	0.49875
KCNE2	-0.0105
P2RX4	1.341
CCND2	-1.85878571428571
OR5T3	0.4165
CUL4A	-0.202
CFB	-0.14975
PCP4	-2.53566666666667
HEMGN	-4.8295
UBIAD1	0.4
CDC42BPB	-0.6382
CYB561D1	-0.0595
RIMS2	1.354375
ZNF488	-0.52
RNMTL1	-0.38025
SART3	-0.1385
CAPN10	-0.4765
CCR5	3.499
APOA1BP	0.5725
NDUFS5	-0.4885
PDLIM3	2.7167
VPS24	0.9282
SCN8A	-0.82125
C1orf67	-1.43116666666667
MRCL3	0.6375
TMEM145	0.77675
KCTD16	-0.1225
RNF149	0.7685
FDXR	-0.5515
CDCP1	1.609
PAX3	-2.681
LASS4	0.872
HSD17B8	0.781
YAP1	-0.638875
NNT	-0.60175
SC5DL	-0.013375
DKFZp566H0824	-1.4635
KSR2	0.793166666666667
RAD21	-0.0854
ST8SIA2	0.26675
L3MBTL3	-0.12975
SNRPB	-0.34725
MGC14425	0.65825
MIF	1.5455
TAPT1	0.558
IRF8	2.3114
PRO0132	3.1555
HERV-FRD	-0.0735
ACD	-0.315
BCL3	1.9175
SPATA13	-0.31775
MRLC2	-0.355375
F2RL3	-0.050125
CFHR3	2.4335
DUSP15	0.798166666666667
TMEM46	-0.903666666666667
SF3B4	0.0493333333333333
MAP7D3	-1.5405
STELLAR	-0.531
SEMA5A	-0.8537
H2BFS	-0.78875
LRRC28	0.421
MORN2	0.7815
XYLB	-0.00850000000000001
WDR21C	-0.044
HIATL1	-0.05725
ADAMTS10	1.0275
WDR55	-0.31375
MFSD5	1.14933333333333
OR4N2	0.394
DUSP16	1.17983333333333
NLGN4Y	-1.9364
INHBC	0.250833333333333
NUMA1	0.41225
DEFB123	0.08
GIPC1	0.68225
MGC27348	0.4585
FLJ33590	0.4175
FZD1	2.2482
MKL1	0.708833333333333
SAA2	1.32075
C1orf94	-1.3565
C7orf28B	-0.083
TMEM185A	0.54165
ZZZ3	-0.243
C16orf5	-0.791666666666667
GALNAC4S-6ST	2.016
C1orf186	2.5195
IGFBP4	0.962166666666667
NDUFA10	0.361666666666667
CLIC2	-0.4425
RNF13	0.172
GPR103	-1.16125
CD69	-2.376
MYOZ1	0.87275
IFNB1	-0.222
CLNS1A	-1.1265
CXorf45	-0.82275
ZXDB	0.351
FUNDC2	0.64825
GPA33	0.38925
C9orf70	-0.20325
SLC2A9	0.161125
LOC126520	0.479
MAGEB1	-1.0925
LCE2A	-0.271
C18orf34	0.751
FMNL2	-1.13075
KRT85	0.78875
CRYGA	0.1125
GEM	1.015
THAP6	0.9068
ALKBH3	0.688
TM6SF2	0.85025
C20orf82	2.58325
RANBP2	-0.0986666666666666
LIG3	-0.1105
RETSAT	0.469375
OR8S1	0.364
CAST	-0.1345
TGFBI	0.7351
C15orf37	-0.084
PGM3	0.217
SLC4A11	-0.75525
FAM123C	-0.12
TAOK1	1.42725
CISH	1.12075
OGDHL	-3.37975
SPINT2	1.99033333333333
ZNF33A	0.1005
CLDN18	-0.0121666666666667
RNF128	-1.122
CCDC71	-0.64875
RASSF6	0.3715
HSPG2	0.6915
ATP6V0E1	1.595625
ABHD6	0.9175
CD274	0.699
GCNT1	1.43825
NT5C1A	0.247333333333333
TM4SF5	-3.3485
C21orf58	-1.10533333333333
SUCLA2	-0.55825
RFTN2	3.093
SCNM1	0.048125
SLC9A10	0.072
FUNDC1	0.86725
SLC35F4	-2.527
AMD1	-0.05625
COL6A6	1.57325
OR4K2	0.221
TRIB2	-0.665916666666667
LOC91461	-1.93875
GHSR	0.72
ATP8B1	2.234875
C1orf78	2.72583333333333
RNF183	2.37466666666667
STX4	0.7046
TPPP2	-0.419125
MYBPHL	-1.5645
TXNDC6	-0.6033
C9orf47	0.7465
FAM137B	0.2035
FANCB	-1.90725
C11orf9	-1.34375
DPY19L1	-0.573375
VDAC2	-0.141833333333333
VHL	-0.4415
LMBR1	0.44375
C8orf44	-0.48025
ZPBP	-0.07525
FGF23	-1.3455
C21orf67	0.9545
PCNT	-1.070125
BCKDHB	-0.4483
GALNTL5	-0.01575
BET1	-0.4175
ARL13A	-0.0055
HDAC6	-0.1455
N4BP3	0.301833333333333
OTOP1	-0.150833333333333
TTC30A	0.34925
CRISP1	0.244
KRT32	0.442
VSTM1	0.917
ZNF622	0.31475
POLR3B	-0.2265
DNAJC10	0.652875
C12orf54	2.695
ADIPOQ	0.459333333333333
RIT2	0.052
CD44	0.0855
ABCA3	1.564
RPS17	-0.186
FEZF1	0.351
PCDHB15	-0.26675
KCNMA1	-1.1225
CCDC116	-3.0505
C15orf27	-1.407
NARG2	-1.1915
ITGA5	0.143625
MEFV	0.796
TUT1	-0.29
LOC541473	-0.06425
NMBR	0.6345
GLT1D1	-2.27466666666667
ABCB7	-0.60725
PFKP	-0.847727272727273
C9orf91	0.6641
LRRC41	0.186
C1orf85	0.057
ATP5F1	-0.393
STOX1	-0.463375
GFOD2	0.128
SLC25A3	0.035375
ZNF646	0.3984
ZAR1	-0.4805
OSTbeta	-1.961
GALNT3	3.10625
IFT122	-0.531333333333333
LDB3	0.528
GARNL1	-0.2455
HOMEZ	-0.0755
LRRC6	2.9715
ANGPTL5	-1.86775
UBAC1	-1.00575
DLEU7	-0.3445
RPL19	0.11575
TOP1MT	-0.363166666666667
LOC643641	0.396625
MBD3L2	-0.0345
NTSR1	0.0496666666666667
WISP2	1.3625
GPSM2	-0.474125
RDH10	3.2888
PRKCG	0.5285
HIST1H4J	0.636
MON1B	0.2722
MLF1IP	-1.9355
ZNF446	0.646125
COL4A5	-0.7215
SLC26A1	0.311714285714286
RGN	-2.424875
CCNB1	-2.99075
C9orf165	0.82275
CCDC28B	-0.98925
CCDC97	0.54975
FGR	2.06025
MSRB3	1.0487
EPN2	0.14225
COX15	0.154166666666667
KCNK6	0.1253
XK	-3.525
GDA	-4.36825
HEPH	0.51325
THRAP3	-0.254375
MET	-1.62042857142857
PHYHIP	0.67875
LYAR	-1.0995
ING3	-0.71075
AK7	-0.52325
CCT8L2	0.160625
COPS7A	0.0666666666666667
WSCD1	-0.73275
RNF185	1.264875
TNS3	0.21175
KNDC1	-0.439333333333333
RWDD4A	-0.259333333333333
MED13L	-0.1736
ZFYVE1	0.4415
C7orf44	-0.794833333333333
MRPL1	-0.4635
STGC3	-1.04425
TEAD1	-0.415
RPL7A	-0.564214285714286
ARL6IP1	0.8369
C1orf178	0.2025
CTAGE5	0.27025
TMEM184A	1.03233333333333
SLC25A14	0.09225
CACNG5	0.155
ATXN10	0.851
ECH1	0.3001
CCL22	0.5075
CYP2F1	-1.33166666666667
GADL1	0.341
TMEM19	-0.5612
RUNX3	0.3155
EFNB1	0.128333333333333
LIPN	0.6775
ACSM3	-3.8815
SIGLEC8	1.70183333333333
ASCC3L1	-0.70925
NOL8	-1.249625
RELT	-0.745666666666667
Magmas	0.87175
PPP1R15B	0.0919
C11orf2	0.3155
VKORC1	0.170833333333333
MGC26647	0.49875
TRPM6	-0.322363636363636
UGT2B7	-4.83833333333333
FEV	0.19775
FOXK2	0.1792
PDCD5	-0.554
SLC8A1	1.1685
DGUOK	-0.0505
CLDN16	0.297
GAGE1	-0.6705
RBM17	-0.0903
C1QTNF3	1.6965
VGLL3	0.574
UNQ5830	-0.5175
CD1A	-2.80916666666667
SCGB1C1	0.592
SUPT4H1	0.0785
TRAF5	-0.42325
ASAHL	1.210625
FAM73A	0.245833333333333
OR6B1	0.601
WHSC1	-1.6584
GFPT2	1.359
LOC339809	0.764
STARD5	0.0725
SIP1	-1.1015
DNAJC15	-0.1755
STAU2	0.1595625
FAM98A	-0.586375
RAD23B	-0.227375
LRRC33	-0.29375
CHRAC1	-0.72325
C21orf89	0.62175
C19orf43	0.274166666666667
KLK8	-0.215666666666667
CCNE1	-1.552875
PKDREJ	0.796166666666667
SSU72	-0.067
C17orf73	0.254
GPR78	0.537
WHSC1L1	1.2974
GSTA2	-0.767
SMUG1	-0.117833333333333
UFM1	0.3918
AP3M2	1.00383333333333
USP14	-1.36275
FBXL14	0.124666666666667
DSTN	2.025
SFRS14	-1.5455
FBXO31	-0.401333333333333
C12orf40	-0.323
FRS2	1.65075
NR2E3	0.30175
TUBB2C	-1.2315
GMPR	-0.864
C9orf139	0.0325
ING5	-0.797857142857143
LOC730092	0.226
ORM1	-2.91425
RP11-11C5.2	-1.3615
HSPD1	-0.4359
PIWIL3	-0.48425
C5orf13	-0.0117
OR5R1	1.0365
LCOR	-0.04775
PLEKHA9	-0.248
CCDC43	-0.45175
ZNF232	-1.283
SLC6A7	0.1745
ADH5	-0.845666666666667
SHBG	-0.318833333333333
CROCCL2	-0.85825
PANX3	0.0355
CDIPT	0.66
SLC16A5	0.885
TUBB	-1.43125
TOR3A	-0.0751
PREP	-0.226
ENTPD8	0.181857142857143
CHMP1B	0.0195
SYT12	0.1677
MYH6	-1.5145
MAP3K13	0.485333333333333
KLHL30	0.557
LCMT1	0.825375
EIF1AX	0.127
FOXD4L1	0.324
SLC24A5	-1.8575
RNF166	-0.384
TJAP1	-0.6895
TMEM156	-0.138333333333333
ZNF239	1.8545
SNX19	0.7453
GKN1	0.05475
FCN1	1.0771
C1QL1	-1.5775
ATP11C	0.17375
ZNF35	-0.533
CARD8	-0.035875
LIMD1	-0.427333333333333
KIAA0286	-0.766
XRN2	-0.3655
CD6	0.571833333333333
TOX3	2.163125
ZSCAN4	-1.04066666666667
RSRC1	-1.112
COG1	0.45725
PTRF	0.4038
C16orf35	0.81925
FBXO24	0.04225
CHST11	-0.232
THRB	0.5188
MYBPC1	2.3395
RNF39	0.301833333333333
PSMD11	-0.34275
ALAD	0.157333333333333
EN1	1.72575
SLC9A9	0.49125
GSTM4	-0.0049
CDC42BPA	-0.259736842105263
RCSD1	-0.63275
LUC7L2	-0.5212
SPTBN1	-0.6379
LOC146167	0.409
BAT5	0.0801
ZNF452	-2.168375
LSM4	-0.23
SRP72	-0.7717
SGK269	-0.279083333333333
MTX1	0.297
CENTA1	0.25125
UNQ9433	-0.6255
ATR	-0.478333333333333
DDX49	0.121166666666667
PAQR8	-0.635166666666667
C14orf174	-0.1275
GBGT1	0.0185
THAP1	1.5655
OR10K1	0.622
RASIP1	-1.17916666666667
DPYD	1.1905
DOHH	-0.178
C18orf45	1.7755
POF1B	-1.8842
ZNF552	2.24325
USP32	-0.956625
MED27	-0.820166666666667
C14orf149	-0.312166666666667
PRDX4	0.376666666666667
ABHD12	1.305
AGT	-2.1345
SLC22A14	-0.27175
C1orf58	0.47925
PILRA	-1.1765
ABCF2	-0.680125
C17orf85	-0.8823
TKTL1	-0.829
FGF1	3.05885
IL6R	-0.0621666666666667
VPS25	0.1335
CHRNB2	-0.096625
COL7A1	-1.0594
LRRC48	0.495
SPG20	0.0255833333333333
COX10	-0.13125
GCA	0.36425
ECEL1	-0.4315
GLG1	-0.133833333333333
SRD5A2L2	-0.21275
MUTYH	-0.498375
ZNF70	0.40625
L2HGDH	-0.62125
GPATCH2	-0.42525
ZNF655	-0.183125
ZNF227	0.0303333333333333
MCOLN2	0.933666666666667
NQO2	-0.6385
KCNQ5	-0.0195
NEU1	0.509166666666667
QRICH1	0.1085
ZBTB20	0.936
RPUSD3	-0.2245
EPGN	-1.151
TSN	0.0104166666666667
SPRY2	-2.00116666666667
LZTFL1	0.40925
GMFB	0.051375
PBEF1	-0.5127
HBG2	-2.56975
TMEM8	0.59025
PALM2-AKAP2	-0.366
NFYA	-0.478
FAM108A1	0.235
PBLD	1.46625
NRG4	-1.81675
PIGF	-0.1575
PTGER1	0.40875
NOS2A	1.02633333333333
C21orf34	-0.315
C21orf51	-0.45725
IL17C	0.261
TRMT6	-0.552833333333333
ETV2	0.249166666666667
CCDC109A	0.4455
MYLK2	-0.7935
ATP10A	2.3494
DPH4	0.01825
C5orf5	0.00516666666666666
KCNA4	0.182333333333333
NMNAT2	0.357166666666667
GLYATL2	0.459
LSMD1	0.265375
IL23R	-1.275
NRF1	-0.749
MUC15	-2.68933333333333
PRDM12	-0.5005
PAQR4	0.640571428571429
RBBP6	-1.04625
IFI27	3.14125
SKAP2	0.287
TAGAP	2.284875
TJP3	1.82
C9orf61	0.7965
IDS	0.670928571428571
PARG	0.394
LOC131149	-0.0735
DYRK4	0.548
MICALL1	-0.1165
GALR2	0.0835
GPBP1L1	-0.13325
TBX21	3.4095
KCNJ6	0.956833333333333
GGN	1.11675
CASP5	0.209
RNF182	-4.08675
BRD4	-0.13
DOK4	-0.9265
SLC46A2	2.00216666666667
SOX9	2.371
ZNRD1	-0.863666666666667
PRR6	-2.58825
FAU	-0.2715
DTNB	0.802166666666667
CARD9	1.3555
STS-1	-0.527666666666667
SLC4A5	0.279
NSBP1	-1.385
UGCGL2	-0.65425
POTE15	-0.8115
NOXA1	-0.0285
RP13-347D8.3	2.12225
SAMD10	-0.3575
EP400NL	-0.8055
TCF21	0.1355
AMELX	-0.053
JPH2	0.8624
SLA	1.893875
DLST	-1.6535
SEPT12	0.68375
RGS20	-2.9545
LXN	0.959
ZNF419	-0.98625
UPK3B	-0.479166666666667
RELL1	-0.22725
ESPNL	0.342
KLHL21	0.496125
PI15	0.6995
C2orf61	-0.747
LOC407835	-0.687833333333333
RER1	0.247333333333333
ELAVL2	0.133
MGC26718	-2.75075
KLF2	1.78125
TNFAIP8L3	0.734333333333333
TFE3	0.681
C11orf17	0.245125
15E1.2	-0.9355
SNRPC	-0.88325
DLGAP1	-0.6305
PGLYRP1	0.1835
OVCH2	0.215
IRF7	1.7803
SET	-1.6028
NAB2	-0.470833333333333
LRP5L	0.199
FAM120A	0.2861875
ASCL2	0.235666666666667
SHH	0.416
ATP5H	0.136166666666667
THPO	-0.3445
TYRP1	-2.70033333333333
HIST1H3E	0.166166666666667
EIF2S1	-0.166222222222222
TNFRSF17	-0.64
TARSL2	0.77725
NKX2-8	1.1705
C1orf115	0.47775
LOC56964	0.8395
KIAA0841	0.23025
ISCU	0.478
TTMA	-0.55
ZNF414	0.2225
LOC441150	1.2725
RAB15	0.31
HBP1	0.373333333333333
TNNT2	-1.6305
CECR5	0.266
PHGDH	-1.482375
JRK	0.1996
XPO4	-0.73725
FAM131C	0.262
ARHGAP25	1.124
CA9	-2.83933333333333
GPR62	0.444
TLX1	0.232833333333333
GPS1	-0.1475
OR2M2	0.6135
BDP1	-1.636
FAM70B	0.732
RPS29	-0.0305833333333333
MKLN1	-0.555
TSPAN19	-2.86025
SLC29A3	0.9496
LGALS4	0.059
USH2A	0.247666666666667
NF1	0.4595
APOBEC3A	0.758333333333333
IMPAD1	1.24583333333333
OLR1	3.258
NRAP	-0.3455
HCFC1R1	1.15533333333333
TAOK2	0.760666666666667
MCM10	-1.26783333333333
MAP4K3	0.770583333333333
CBS	-2.225375
CLK3	-0.6876
PCDHGA5	0.633
ELF4	0.30525
FAM71A	0.0205
C11orf49	0.864
CLIP2	-0.29825
BTBD9	0.1573
ZNF524	1.31275
KDELR1	0.422166666666667
ZNF509	0.4345
NCSTN	0.4815
ZNF533	0.840142857142857
PARP4	-0.23325
GALNT9	0.104333333333333
NPY	-1.905
BEGAIN	-1.68233333333333
TMEM77	0.439833333333333
FOXRED1	-0.8045
SLC16A2	1.81416666666667
SLC35B1	0.23375
GK5	0.114
SDCCAG10	-1.059
C4orf20	-0.5715
SLC9A2	1.38775
ADD1	-0.603857142857143
TAL2	-1.292
ACLY	0.148625
DNAJC1	0.663
SOST	-1.219
USP43	0.395
CYP4F12	-2.1555
FKBP5	1.759625
CHCHD5	0.9139
NUDT22	0.12275
CCDC85B	-0.39675
OR51G2	0.838
STRN3	0.44
TMOD2	0.78825
FLI1	0.2105
MAB21L2	-0.599166666666667
DGKQ	0.42325
VPRBP	0.0538333333333333
SCNN1B	0.8209
ECHDC3	2.1815
TMEM106C	0.04
CSNK2A2	-0.1095
RPL39	0.4428
HERC3	0.3921
ZBTB47	1.218
ZNF681	-1.08825
PAGE2	-2.0825
CLIC5	2.27935714285714
RABAC1	1.5165
ZFHX2	0.4565
YPEL1	-0.911333333333333
KIAA0776	0.1265
NR1D2	0.634
DNAJC4	0.3115
NPNT	2.629
ZNF677	0.294
ZNF536	-1.32325
MEF2B	0.0453333333333333
PTPN4	-0.640375
CTCFL	-5.5715
STX5	0.640333333333333
CD72	2.53
VEGFA	-1.41905263157895
XRCC1	-0.7
MAS1L	0.670666666666667
ELL	0.0845
SETBP1	0.23375
CDH11	4.04583333333333
NDC80	-2.50576923076923
DMBX1	-2.3995
NRSN1	0.421333333333333
BAT2D1	-0.4355
CDS2	0.838666666666667
C1orf212	-0.176
SENP3	-0.895375
IL1F9	-0.1745
EEF2K	0.142625
COG8	-0.0975
CEP72	-0.6825
OR1L8	0.203
MUS81	-0.792333333333333
PHYH	1.074
GGT6	0.6745
C22orf23	0.183666666666667
C13orf33	3.5005
MAPK8IP2	2.2535
NELL2	0.81725
POU3F2	-3.22866666666667
ALPK1	1.232
MRPS18C	-0.91475
RPLP2	0.352375
FGF22	0.9175
SPNS1	0.682833333333333
ZFP1	-0.147
IL1RAPL1	-1.0925
PCSK9	-2.67016666666667
NKX2-1	-0.168692307692308
C6orf189	1.0405
SP4	-0.774
SLC11A1	1.6016
C21orf25	0.298
ICAM2	-0.104875
SH3GL1	-0.214333333333333
GSK3B	-0.0176666666666667
RALB	0.9325
PDXP	-0.7695
GNGT1	-0.36775
KIR2DL1	0.477
TNFAIP3	-0.236916666666667
C6orf32	0.2247
CBLN2	0.47725
PANK3	0.6255
TAAR9	-0.1245
WDR82	0.0162857142857143
APOM	-3.72925
TRIP10	-0.339
SPATA16	0.334833333333333
C1orf135	-0.78975
USP51	-0.97275
TESK1	0.812
C11orf64	0.0665
ZNF611	-0.6625
PDE6G	-0.104833333333333
HLA-DQA1	1.578875
GCLC	-0.00937499999999999
SEC61A1	0.140071428571429
TWSG1	0.620166666666667
ZMYND10	2.07425
CTDP1	0.123375
ADAMTS6	1.10383333333333
SLIT1	-1.73175
KRT86	-0.417
KIAA0574	0.7605
GTPBP2	-0.744
PQLC3	2.1885
PRRX2	0.406
C15orf44	0.403833333333333
MKKS	-0.08975
C11orf10	-0.12725
GPR110	0.30825
CD109	-0.4355
ADCY1	0.308166666666667
RHBG	-2.71025
TP53I3	-0.274375
SLC22A3	-1.6094
UCP2	0.19725
FOXG1	-2.226
OR2AG1	0.1675
TRIM24	-1.01225
PROC	-2.203125
TAAR6	-0.28475
AMTN	-0.2745
C10orf47	0.796
DEPDC1	-2.29025
FLJ45557	2.89325
ZDHHC17	-0.3643125
KIAA1429	0.722
KCNH1	0.99075
VNN3	0.390625
PSMAL	1.49075
PPARD	-0.400125
HFM1	-1.53625
YBX1	-1.50383333333333
ZNF695	-1.121
SCTR	-0.0966666666666667
DCDC1	0.9925
VPS26B	0.1339
MTF2	-1.45966666666667
ATP6V1F	0.4725
CCDC94	0.039
PERF15	0.146
CCL11	3.19375
LMO7	-0.3315
DCST1	0.5175
ADRBK1	0.374625
CDRT4	-0.7515
ZNF84	-0.9525
HOXD8	2.59575
STARD8	-0.024
FOXP2	-1.16925
CCDC103	0.41625
POLR3A	-0.7406
GSC	-0.496666666666667
ZNF114	-2.15166666666667
HTR7P	0.0855
LALBA	0.639
RMND5A	0.066
PSCD2	-0.0115
ZNF409	0.1345
KRTAP1-3	0.128
MAF1	0.93575
LOC201725	-1.0215
NRN1	-2.071875
SPAG5	-1.54383333333333
DNAH7	0.337833333333333
FLJ43860	0.068
BRCA2	-1.5115
ACADM	-0.4705
CXXC6	-2.9215
RAGE	-1.2495
CHMP2A	0.37725
FAM8A1	-0.0214
GPR21	0.358
SLC12A3	-2.31533333333333
FVT1	0.321785714285714
ZDHHC7	-0.050125
FLJ44048	0.281
SLC44A3	2.05266666666667
SDSL	1.43383333333333
MMP8	-0.61625
PLA2G12B	-3.013
ACY1	0.53225
MT1E	1.96333333333333
OR4K15	0.6315
TECTB	-0.8575
GPR20	0.23825
IRAK2	-0.1875
RFPL3	1.5285
MYO9A	0.51575
NARG1L	-0.806416666666667
BLMH	-0.9675
CCDC3	2.36183333333333
C9orf21	-0.664166666666667
KIAA0513	1.6065
MIER2	0.23425
PNMA2	-1.628
SH3BP2	0.3043
ANXA10	-1.7345
RTN2	1.14166666666667
TFB1M	-1.8335
PRPH2	3.68575
C14orf133	0.119
GOLGB1	1.10525
IRX4	1.264125
NFKBIL1	-0.833333333333333
C10orf62	-0.30475
APBB3	-0.792
RPS10	0.0522
LOC728378	0.176
TLE3	0.4465
PSMB7	-0.95075
MESDC1	0.2155
SLC6A1	1.83716666666667
OCLN	0.329583333333333
PTTG3	-1.885
NAGLU	0.2035
SERTAD4	1.759
SPRY1	0.11575
FLJ10781	0.506666666666667
MYSM1	-0.9515
TRIM4	0.501714285714286
SH3YL1	1.396125
TREM2	3.66833333333333
SERPINI1	3.94475
HDHD3	0.214375
TMEM38A	0.158
EID2B	-1.04325
TDRD3	-0.175666666666667
SEDLP	-0.7175
THSD7A	1.41983333333333
NDST3	-4.07
KLHL15	-0.841333333333333
DHRS12	1.1005
FBXO9	-0.527071428571429
TNPO1	-0.715916666666667
MRPL13	0.529
SNX5	-1.04433333333333
METTL6	-0.5085
SOD1	-0.702375
CHML	-0.786333333333333
PACS1	0.37625
SIRT5	-0.7927
CAPN2	0.504
FXYD5	-0.373
TWISTNB	-0.67675
LRFN1	0.719833333333333
UBE1L	1.310375
UBE1C	0.74625
OR51B2	-0.0895
OR4D11	-0.427
C15orf2	0.3525
NR4A1	0.0123333333333333
LOC339047	-1.933
TRIM17	-0.025875
ATP5G3	-0.230285714285714
RPL15	0.0546666666666666
ADAMTS8	2.34475
HOXC4	0.6835
C14orf37	1.628
CEACAM5	2.411125
MYT1L	-0.461666666666667
RASA2	-0.9615
OSBPL7	-0.22
STAG1	-0.2495
GIMAP4	4.01933333333333
FUT3	0.449333333333333
PIF1	-2.6615
LPIN2	-0.3297
SH3PX3	0.39125
PDP2	-0.67525
PAPD1	0.206625
ERP27	2.96425
APOOL	0.0889
DIABLO	0.35325
TRHR	0.39825
ARMC9	-0.369125
RNF152	4.28475
SLITRK3	0.2005
ZNF211	-0.7311
PFDN1	-0.419625
RGS11	1.499
HS6ST1	0.5841
AKR1D1	-1.257
TNP2	0.5185
STK31	-0.8695
EML4	-0.520916666666667
SGTA	-0.1705
HIST1H2BI	-0.497
PSMD6	-1.4365
KIAA1257	0.226
C18orf55	-0.0983333333333333
FLJ20273	2.051625
RPL28	-0.634
EPYC	3.014875
NOX3	-0.1525
ELAC1	-0.105333333333333
METT11D1	-0.8165
BIN2	0.079
NACA2	-0.41275
CCDC17	-0.72325
HM13	0.0392
UBOX5	-0.623
UBE2O	-0.502375
UBL5	-0.02425
APOLD1	0.796375
C9orf31	0.422
TNFSF8	0.75
ARHGAP29	0.654375
PROKR2	0.364
PDE5A	-0.12
C6orf12	-1.361
TOM1L1	-0.067
WHDC1	0.094375
FOXI1	0.145
RAB4A	0.8681
TMEM39B	-0.47575
ATPBD1C	-0.5205
FARSA	-0.338166666666667
PLEKHG5	0.50525
CMAS	-0.366333333333333
OR7E24	0.956
SLC30A1	0.3275
CDC42EP5	1.3475
PLAC1	0.15975
KLHL18	0.183166666666667
LBA1	0.9326
TAZ	-0.80125
CRIP2	2.045875
BTBD11	0.111
C16orf72	0.439
DIO2	2.2261
LRRCC1	1.03766666666667
CCDC136	-2.5605
PRX	0.248875
RBM5	-0.6599
TMEM85	0.58275
TUBGCP4	-0.612333333333333
APLN	1.89175
CDK7	-1.06433333333333
SSR2	0.713416666666667
CRELD1	0.7065
C19orf46	2.51525
GAL3ST4	0.931666666666667
KBTBD10	0.69325
IL28A	0.2725
WDR27	-1.5925
MCM2	-1.45716666666667
SOX14	0.1695
FLJ39743	0.3495
KIAA0922	-0.6535
HIPK4	0.366
FLJ25758	0.7035
C16orf57	-0.139166666666667
PDZD2	2.1425
MCC	0.93175
HHLA3	0.3083
ID2	0.59625
C20orf23	1.63883333333333
ZNF688	1.65675
APOC2	-0.549833333333333
LOC440093	-0.04425
FAM50B	1.69366666666667
PWP1	-0.0995
DNAH10	1.08625
HIST1H2BA	0.049
GPR56	1.52133333333333
METAP2	0.0575
PAN3	0.149833333333333
STXBP4	-0.13125
PDHX	-0.0515
MTA1	0.711916666666667
ZBED4	0.573125
ZNF720	-0.10575
CDK2	-1.0325
RHOJ	0.86975
CDC37	-0.513166666666667
ZER1	0.07275
GRK4	-0.50275
PRPH	0.3315
POLR2A	0.07425
OGFOD1	-0.758
NOL5A	-0.677
PHEX	2.3655
FLJ16478	-0.01175
C20orf117	-0.87175
CAMTA2	-0.0755
C11orf74	0.248666666666667
DDX17	-0.32075
C5orf27	0.470375
PLEKHA2	-1.0364
PDE4DIP	-0.7212
SCN7A	0.78975
ZNF559	-0.659
CXCL10	3.509
ZMYM4	0.217
STK32B	-0.0746
KIAA0888	-2.1511
TACR3	0.5555
CKAP2L	-1.8255
KIF1A	-0.533
RSPRY1	0.65075
VCAN	2.16925
CYP27C1	0.296
SYDE1	-0.416333333333333
MED12L	-0.9285
ZDHHC21	0.241
NHS	0.013
TM9SF3	1.60566666666667
DDHD1	-0.600125
MAFG	-0.455916666666667
BICD2	-0.8726
C14orf119	-0.205833333333333
C14orf43	0.325714285714286
CDH7	-1.91725
ALKBH5	-0.187285714285714
JUP	1.488875
TMEM41A	-0.0128333333333333
MAMDC4	-1.11283333333333
CBX3	-0.9825
LRRC18	0.216
RBMXL2	-0.35
PLA2G4D	0.594166666666667
FGF13	2.105375
KIF3A	-0.254
PDIA6	-0.69625
DCXR	1.38025
CASKIN2	0.48775
EHD1	0.523833333333333
MARCKSL1	0.707833333333333
ZNF496	-0.4175
SCAF1	0.591333333333333
KCTD8	-1.6685
TRAF3IP3	0.797071428571429
LSR	0.501
CXorf1	0.1775
C14orf112	0.118666666666667
EIF2B1	0.13275
OMP	-0.0235
GSTZ1	0.0905
LOC92017	1.442
ISLR2	0.4565
C12orf36	0.6405
GATA2	-1.0495
GABRA5	-1.934
CELSR2	-0.380785714285714
STAM2	0.6522
TNAP	-0.159
PTPMT1	0.2955
GRP	5.73425
SV2A	-0.91
MAGEA12	-3.76075
CACNG1	3.2935
C18orf19	-0.69275
GSG1	0.0363333333333333
PTPRJ	0.335928571428571
FRMPD1	-0.2485
ZNF668	0.49775
PLEKHJ1	-0.560125
ADAT1	-0.1853
TMEM50A	0.4566
UCN3	0.3495
HOOK1	0.605
IL17B	1.1825
MLKL	-0.0511666666666667
TTC14	-1.709
KLHL5	0.1615
CRYL1	0.571166666666667
FOXH1	0.164
NFYB	0.26375
PPM1G	-0.409
GOLGA2LY1	-1.4255
NMT1	-0.13325
HADHA	-0.9537
CHSY-2	3.4185
PLEKHF1	0.931785714285714
SAGE1	-2.5755
MUSTN1	0.85225
SUHW4	0.8995
TFEB	1.85866666666667
ZFYVE27	-0.16175
ATG12	-0.555666666666667
BMI1	0.724071428571428
ZIM3	0.376
MYH4	0.14075
MASP1	-1.21633333333333
KIAA0984	1.05325
RPAP2	-0.52775
ASB5	-0.15025
BOLA3	-0.401666666666667
MIA3	1.7195
KRT35	0.2985
KIR3DL3	-1.2815
MRPL51	-0.257
SEMA3F	1.04933333333333
NDUFB2	-0.171166666666667
LOC253012	-1.114
FAM46C	-0.7193
G6PC	-2.658375
CSAG3A	-3.81866666666667
PREX1	3.432
SLC25A45	0.308875
MAPKBP1	0.2429
CPE	0.4576
GNB1	-0.794125
CXCR6	2.3705
TRIM46	-0.03275
C16orf3	0.381833333333333
HPSE	1.441875
TIGD3	-0.2745
