Hybridization REF	TCGA-D8-A13Y-01A-11R-A115-07
TP53INP2	0.6805
GLB1L	1.912
LOC388284	0.341333333333333
PUS1	-1.77514285714286
BCL9L	-1.1865
OLFM1	1.86783333333333
RET	4.10175
MASTL	-0.210333333333333
ALX3	0.32425
IL1RL1	-0.349333333333333
ZNF765	-0.9742
C14orf138	0.372
SNX10	1.80733333333333
TAC4	-0.6715
C1orf64	-2.987
POGK	0.42525
MAPK9	0.83225
ZNF366	1.4735
C8orf79	2.1716
CLDN7	2.148
OR5AT1	0.0655
TRIM37	0.266
LRRC25	2.41375
GRHL2	1.4043
TEKT3	-0.478666666666667
LASS5	0.156833333333333
ABCC4	0.415166666666667
DLG3	1.60125
VGLL1	-0.401857142857143
ZFP36L2	-0.159666666666667
MFRP	0.0756666666666667
KIAA1799	1.50975
FLJ44379	0.8515
PCNX	-0.66625
ANXA9	-1.667
CYP4V2	1.4748
PIK3C2A	-0.54225
SRR	0.61
NOL3	-0.7105
IFITM2	-0.5995
ARNTL2	-1.86025
ZNF595	0.88125
NLRP13	-0.517
ASPH	0.576375
CPA2	0.2685
PVRIG	-2.835
LEPR	-1.5135
C16orf42	-0.803166666666667
SH3BGRL	1.88625
FAM77D	-1.1905
FNDC7	0.009
C9orf6	0.791333333333333
NOTCH2NL	1.03683333333333
PGBD1	1.34683333333333
SYNGR2	-1.403
PITPNA	-0.575
PRPF4B	-0.8613
SLC43A3	-0.458357142857143
NRBP1	-0.77175
SLC25A22	-0.3365
ILK	-0.553375
SLC22A8	0.3325
MRPS7	-1.160125
PITX2	0.20175
FABP3	-0.659
OR1L1	0.7775
LOC728215	2.7855
BLID	-1.653
KIAA1217	1.45970588235294
TFPT	-0.4435
AP4B1	0.17225
VBP1	1.04275
OR1K1	0.77
MORC3	0.6265
BHMT2	0.8545
C3orf10	1.2115
FZD7	-0.102333333333333
WFDC10A	1.256
PMS2CL	0.297125
CCDC32	0.379
FA2H	0.89975
ALG13	0.85
TTLL7	2.2817
SPOCK3	-0.33825
SLC13A2	0.2445
AIM1	0.99525
GPRC6A	1.017
EGR2	2.678
MED11	-0.5155
WWC1	1.12725
SH3GL3	1.58475
RIF1	-0.206428571428571
PRLH	0.0245
VLDLR	-1.1945
DBT	0.763466666666667
C21orf63	1.20775
CGGBP1	0.554375
KRTAP12-2	-0.0215
TADA3L	1.079
ZBTB16	-0.456
PDGFB	0.251875
RFX1	-0.45
UQCRB	-0.0657
LOC133874	-0.9835
HPS3	-2.48725
LGALS3BP	-0.4801
DKFZP564O0823	2.67514285714286
MRFAP1L1	-0.347125
HOXA10	2.79866666666667
NGB	3.1345
KIF21A	1.26215384615385
IFLTD1	-0.167
LZTS1	-0.2815
ARHGEF3	2.6505
RHBDL3	3.2545
CSNK1G2	-0.466416666666667
ChGn	-2.37875
KIAA1244	3.748
GABRB2	0.88
MGC72080	-0.3345
CD27	1.233
EGLN1	-1.0473
PEX13	0.82
RWDD3	0.02175
RNF12	-0.0345
GRIN2B	0.4735
ADAMTS14	-0.959375
DYDC2	3.22733333333333
ATP6AP1	0.3843
NR1H2	-1.2465
PDK2	1.85675
C3orf17	-0.1635
SLC38A2	-0.265571428571429
SLC25A29	-0.379666666666667
C15orf29	0.23525
ADAM9	-0.789833333333333
TMUB2	-0.62725
GPR176	0.24475
AGK	-0.69475
MCCD1	0.0955
NDUFA4	-0.58075
TMEM146	-0.1795
DUSP1	0.011875
UNQ6975	2.156
EMX2OS	4.14725
INSM2	4.08325
LUZP4	-0.13375
SETD6	-1.2125
P2RY2	-0.45575
SLC45A2	-1.4285
RABGAP1	0.449
UBXD5	-0.003125
GPRC5A	0.3059
PAK3	-0.192
LOC63920	1.331
TGFBR1	0.8829
KRTAP6-3	0.2675
SFMBT2	-0.3
CDC42	-0.6444375
C11orf35	-0.5525
TTLL2	-1.106
UACA	0.91725
CD97	-2.3223
SETD5	0.671625
NINJ2	-0.46175
PTER	-0.0616666666666667
POMGNT1	-1.044
KRTAP4-2	0.404
ECGF1	0.4495
HRB	0.439090909090909
ATP1B2	0.0696
LOC400506	0.09575
COL4A3BP	0.524
C6orf97	-0.54275
GRHPR	-1.073125
TAS2R1	0.259
SEMA7A	-1.512
EDF1	0.34375
ODF2L	1.73033333333333
PCID2	-0.552333333333333
GTF2H4	-0.399
ZCCHC3	-0.45425
CGB2	-0.120333333333333
NEUROD1	6.1385
C20orf75	0.3325
RP5-1054A22.3	0.434833333333333
IFNA5	-0.326
ZNF134	0.405083333333333
MGC119295	-0.2173
ZSWIM6	-0.2305
SMEK1	0.052
PCGF2	-0.344125
C1orf102	2.4815
CYP2A13	0.3205
KCNH6	2.1334
MDM1	2.1005
ALDH7A1	-0.312666666666667
C9orf75	-0.06625
VDAC3	0.67275
OR51T1	0.4285
EIF3F	-1.33466666666667
KCNJ10	-0.44
LENG8	-0.42275
EDEM2	-0.299
CCNJL	-0.6415
DHX37	-1.5335
CRYGN	1.404
AATF	-1.3005
ZNF630	1.957
E2F5	-0.086
WFDC13	-0.4605
FTSJ3	0.519666666666667
C4orf33	0.27025
LHFPL4	-3.8995
C19orf56	-0.19
SMAD4	1.5085
AFM	-0.21275
G0S2	-1.05775
FCHSD2	0.931
RRP1B	0.0093
EEF1B2	-0.730333333333333
STAT6	-0.227666666666667
ZNF195	-0.3075
GNL1	0.229333333333333
ZNRF2	1.666
PER3	1.451125
ASB16	0.0225
C10orf10	0.543285714285714
ADCY8	-3.27533333333333
C9orf58	0.543333333333333
ARMC10	-0.377333333333333
PSG1	-3.1245
DHX34	-0.33375
VARS2	0.578
NFIC	-0.3705
ITPR2	2.13125
AGXT2	-0.303666666666667
OR6K3	0.4665
H2AFZ	-0.246916666666667
MLLT3	0.332
COX4I2	1.89425
CCNT2	-0.48925
PLK4	-0.208875
NUMBL	-0.6945
MED16	-0.97975
PLEKHQ1	0.49675
GOSR1	-0.110166666666667
BTG4	0.504666666666667
RPL30	0.197416666666667
IGSF5	0.1765
IGFL2	2.61416666666667
ELMOD2	-0.0963333333333333
SHC3	-2.20316666666667
HAVCR1	0.1605
DYNC2H1	-0.247375
RNF5	-0.496833333333333
C2orf7	0.8295
NLF1	0.3045
KLHL25	1.39275
LRP10	0.6488
KRI1	-1.1305
PUS7L	0.4575
MGMT	-0.4705
HOXD1	-0.099
CSH1	0.2381
ATG16L2	-0.50625
FLJ44635	-0.278
CHODL	2.8555
EXOSC8	-0.9335
SLC28A1	0.47825
MYO7B	-0.407833333333333
SEH1L	0.4645
MTNR1A	0.511
TSPAN5	1.71933333333333
CDC45L	-1.46866666666667
AMIGO1	-0.353
ATAD3A	-0.6075
OSGIN2	-0.191666666666667
PDIK1L	0.87
DARC	0.407
PIPSL	0.972
SHMT1	-0.761
CRISP3	-1.731
POPDC2	1.88333333333333
ZRANB2	-0.16
FBXL8	-1.8785
TRIP13	-0.175090909090909
EIF5AL1	-1.067
POU5F1P3	-5.00866666666667
IL6	-2.72666666666667
CXorf38	0.328666666666667
IFNA16	0.067
FBXL2	0.891333333333333
BRD1	-0.02125
STATH	0.194
FBXO44	0.1275
MCCC2	-1.67
CDC2	0.1479
C5orf23	0.75475
IVD	0.245166666666667
C10orf122	-1.5075
MSL3L1	0.0865
MVP	-0.83925
EPOR	-0.0208
ZMYM1	-0.120666666666667
BCL7C	1.0055
PSTPIP2	-1.1723
LYPD1	-0.883875
OR8G5	0.029
ZP3	-0.751
BCAS4	0.09275
EDG6	-0.569
ISY1	0.5155
PRAMEF2	-1.30875
CUL1	-0.028125
RNF213	-1.1446
CCRK	1.926
DHX9	0.1665
C13orf29	-1.1175
NCKAP1	-0.794833333333333
MRPL43	0.145785714285714
XPR1	-0.028
PKN2	-0.2766
PODNL1	0.703
ZNF333	-0.081375
DALRD3	0.48675
OPN1SW	0.0835
BTBD6	1.62925
C11orf82	0.301
OR5P3	1.278
DUSP11	0.954
L1CAM	-0.9784
NEK11	0.855666666666667
OR7E91P	2.3415
CNTN3	2.3926
CREB3L2	0.16925
ZBTB37	1.0915
KIAA1324L	2.23725
NDUFB10	0.555333333333333
NUDT2	-0.59825
GTPBP8	0.14075
CACNA1D	1.875875
PRKAA2	1.30116666666667
PRDM8	-0.1775
MGC16075	0.0721666666666667
KRT14	-2.238
PP8961	-0.139625
MRPL18	0.72675
ABCG2	-1.9305
PACRG	2.1495
BBS2	-0.238
KREMEN2	2.0155
FBXO21	0.075
HNRPUL1	-0.0771666666666667
GRB10	0.2075
CLSTN1	0.020625
LMAN2	-0.4612
C17orf61	-1.032
NIPSNAP3A	0.71975
INSIG2	-1.96766666666667
PCDHB7	0.455
STXBP2	0.213
CMAH	1.63991666666667
SEMA5B	0.31325
ZNF155	0.2325
COQ6	0.0483333333333333
PRPF4	-0.057
TSPAN15	1.6319
VN1R5	0.37025
LATS2	-0.775
SELK	0.715
PGK2	0.3905
MS4A1	-1.95914285714286
TYW3	0.3427
KRTAP5-1	-0.47
RCCD1	1.29233333333333
BTN1A1	-0.00600000000000001
DDX28	-0.3665
TMEM65	0.407625
LOC92345	0.85875
TTC31	0.09225
WDR46	-1.543
CHP2	-0.808833333333333
LSP1	0.496125
ZNF542	0.00425
EXOSC1	-0.39475
ARHGAP18	-0.688666666666667
LRRTM4	-1.057
MAOB	1.3115
CACNB4	1.2325
MGC33846	1.268
RANBP3L	4.73825
ATP5L	-0.277625
ONECUT1	-0.4525
NUDT9	1.069
TMEM149	0.131
STX17	0.85825
IGSF10	-4.5885
TMPRSS9	0.0305
BMPR2	0.00745454545454545
ALLC	0.3155
KLF7	1.316375
GCC1	-0.4612
TIMM9	0.46025
CDO1	-2.21916666666667
MGC10701	-1.47483333333333
IFI6	-0.643833333333333
FRMD8	1.46375
MGAT2	-0.1025
WBP5	0.0573333333333333
CNIH2	1.53025
KIAA0907	-0.565
KCNH8	-1.608
CTSG	-3.456
GRIK1	-0.31
CUL5	0.369375
FRMD1	0.1965
OR9A4	0.79
SYT6	-2.16775
FOXD4L2	-0.029
ANAPC2	-0.210166666666667
OPN5	-0.0405
TAF13	0.5595
LYG2	0.15575
GGNBP1	0.754
C11orf40	0.1835
OTX2	-1.163
REG4	1.01533333333333
EIF5	1.0015
PALB2	0.41375
SEPSECS	-0.3312
RNASE3	-1.469
TRIM49	-1.5145
POLR2K	0.1039
GPR42	-0.189
C8B	-2.513
SASS6	0.1225
PREB	-0.4755
OR3A3	0.4165
TUBA8	1.399375
IGLV2-14	-3.09333333333333
STIL	-0.514
ANKFN1	-1.70333333333333
NME7	-0.2125
HOXC12	2.651
UBE2C	1.239125
FHOD1	-1.573875
CDK2AP1	0.29225
OR6K2	0.4455
DHPS	-0.0535
RPL5	-0.67525
TRGV5	0.0105
LOC541472	-0.636625
HCCS	-0.0444
DENND1B	0.68
LHX3	0.182
OR5D16	-0.2175
CXorf57	-2.083
IRF2BP1	1.02325
NDST2	-0.0928333333333333
LCE3D	-0.5915
BOLL	0.131125
SYT3	-0.3205
PIH1D2	0.9745
C20orf7	0.5025
IL1R2	-0.8415
SLAMF9	-0.315
PPME1	1.18875
PIK3CA	0.48575
TRAPPC1	-0.396125
COLEC10	-1.30875
SLC9A6	0.0388333333333333
PDDC1	-0.256583333333333
CCDC53	0.04775
GK3P	-0.38675
DAZL	-1.24325
BRI3	0.7045
SDK1	0.718625
CYP2C18	0.435
IFI44L	-0.146625
RPL3L	0.165
FUT9	2.98216666666667
KIFC2	0.602833333333333
PMP2	-0.353
SLC4A9	0.981
PLAG1	-1.99066666666667
MYCBP2	1.045
OR4E2	0.357
CCDC65	0.0485
C16orf82	0.4975
ENTPD4	-0.6455
BRP44L	1.484875
PMP22CD	0.918
TMCO4	-0.431
KCNN1	-0.480166666666667
WDR35	0.51875
CCDC80	0.328125
C3orf31	-0.12275
SLC7A9	-0.79075
TMEM190	-0.21175
DBC1	2.31883333333333
FADS3	-1.07566666666667
PDZD8	0.434
GRM5	-0.435875
AZGP1	-1.0621
PEX3	0.3555
MED1	-0.737571428571429
ATG4C	-1.03333333333333
HNRPH3	0.271875
FAM109B	1.8365
C4orf17	-0.1395
CA10	4.32025
OPRD1	-0.601
CCL16	-1.872
SACM1L	0.3355
CST6	4.60475
CD63	0.999125
LGI1	-2.45775
ZNF784	-0.72575
CRYBB1	-0.47
CX3CL1	-0.77365
TOP2A	-1.247375
GYPB	-3.78083333333333
GADD45GIP1	-0.197
FEN1	0.37925
IGF1R	1.4665
WDR72	-0.590166666666667
PURG	-0.942
DEFB126	0.8095
PKD1L1	1.15933333333333
CAV1	-2.883
GNPDA2	0.6426
DGAT2	-0.394
NLGN1	-3.45925
STRBP	1.417375
HPRT1	0.184666666666667
FANCI	1.49325
PSMA7	1.183625
DBF4B	-0.7345
TTF1	-0.973
RAD54L	-1.44525
ELOF1	-0.9205
PLAGL2	0.4555
ZNF256	1.41725
HMGCL	-1.129
MSI2	1.40016666666667
RPESP	1.45816666666667
C11orf60	-0.26175
ABCD1	0.0305
ACAA1	-0.1477
SPARCL1	3.89464285714286
IL6ST	-0.3836
ZNF319	0.1525
TMEM109	-0.8223
FAM90A1	0.602166666666667
IL22RA1	0.079
ATP4B	-0.783
TEC	-0.9528
C7orf30	-0.7715
TXNDC2	-0.892166666666667
ABCB4	-0.21775
KIAA1191	0.336625
C9orf38	-0.496
SFTPB	0.331375
CNTNAP2	2.99691666666667
FRK	0.61
TBX19	-0.29825
CHD4	-0.35375
C6orf26	-2.476
MOSC2	1.44275
IKBKE	-1.0475
HIF1A	-1.57833333333333
LOC595101	0.4425
RELA	-0.297
TMEM16B	-1.45066666666667
ABHD12B	1.86675
TSEN34	0.1895
KIF18A	-0.342
TXNDC9	-0.4965
SPATA2L	-0.436
SEMA4G	-1.3555
C21orf91	0.837875
MATN1	-0.7225
KCNIP4	-0.245833333333333
TUSC1	2.70275
OR4C15	0.048
ARMCX6	0.00433333333333333
WBSCR27	-0.627166666666667
OR52I2	-0.5475
KIAA1604	-0.1715
DYNC1I1	-1.111875
PPP4C	0.08325
SLC47A2	-1.10833333333333
TREH	0.388125
CD48	-0.117
ST14	0.269666666666667
PKN1	-0.3365
SPON2	2.372
XBP1	-0.706083333333333
SFRS12	-0.437833333333333
EFCAB6	0.8105
SELT	-0.14675
SLC39A2	-0.3415
ERF	-1.19083333333333
ARL3	0.2235
SURF6	-1.2672
MLLT10	0.316047619047619
FLJ11171	-0.465833333333333
TDGF1	-4.3945
ERCC6	0.3845
EIF2AK4	0.9435
BAZ1A	0.427166666666667
LRRN3	5.17033333333333
TMC3	0.865
EFTUD1	0.1595
PTPRO	5.68966666666667
CLEC12A	0.352375
ACBD4	-0.822
ZDHHC14	-0.128
OTUD7B	0.364375
ACTB	-0.4524375
MSRA	-0.043625
LCE5A	-1.6825
IFI35	-0.92375
BSCL2	0.740666666666667
ANKRD12	0.150583333333333
CFHR2	0.19375
RGAG1	0.457666666666666
HSFY1	0.462
SLC30A5	-0.614
IMPG1	1.859
GPR109A	0.1645
ZNF185	2.42375
IYD	0.453
NPCDR1	-0.162
SERPINA13	-0.5515
HMGCLL1	-1.031
NEUROG1	0.137
UBQLN1	0.3826875
LIN37	1.02425
SOCS2	-3.23375
DSCR4	-1.806625
XKR6	-1.103
GPR142	0.8815
KRTAP13-3	0.341
CCDC15	-0.374166666666667
MOS	-0.163
CD1E	-2.726
OFCC1	-0.0961666666666667
FAM83D	0.25
SRFBP1	0.26825
C9orf96	-0.065
DHDH	1.68275
CCDC90A	-0.377
RABL3	0.60465
CD320	-1.38416666666667
ANGEL2	0.425666666666667
MRPL21	1.38375
SMG6	-0.6355
INSR	0.1093125
FLJ14816	-0.2825
GLRB	0.865833333333333
C9orf89	0.64225
CIZ1	-0.244
URG4	-1.05666666666667
LRDD	-0.3755
CBY1	0.283
NFX1	-0.295625
MTERFD2	-0.46
C19orf23	-0.046
PGC	-2.878875
IER3IP1	1.0108
RASAL2	1.42491666666667
C1orf89	-1.024
SYNJ1	1.723
NFKBIE	-0.101
FLJ40125	-0.2865
TCEB2	0.5462
NOG	-1.9145
POLR2J2	-0.303
HLA-B	0.8895
PCDHA1	1.299
PPP2R2B	0.734
ARHGEF17	0.64
TCF7L2	-0.980857142857143
CHD5	1.86283333333333
ZNF431	-0.080875
TBC1D25	-0.28475
ZNF800	-0.489
SCUBE2	0.752818181818182
MYCBP	-0.748166666666667
GPX5	0.109
C6orf129	-0.572666666666667
QSER1	0.903833333333333
ULK2	2.38675
PIGO	-0.482166666666667
NRCAM	2.10235714285714
SLC35E3	0.6345
CSRP2	0.07975
HYPE	0.484
MAPK15	0.6765
MGC14327	0.2145
TIMM13	-1.04833333333333
ZNF462	-0.09775
GBA3	-0.3905
TEX13A	0.726
MCM6	0.0828888888888889
MTRF1	-1.123
ABCA7	-1.1755
EIF4A2	0.52025
ZC3H10	0.8597
RPGR	-0.0546666666666667
C20orf94	0.854
RP1L1	0.36475
GPR125	-0.399625
USP22	-0.737142857142857
OR1L4	0.387
MLZE	-0.022
FLJ32065	0.8435
PTCD1	0.11775
CRTAC1	4.1095
BXDC2	-0.8505
C18orf1	1.50233333333333
FAM107A	0.925214285714286
EFNA3	-0.56475
P18SRP	-1.1647
CAMKK2	-0.538
KIAA0649	1.48375
NES	-0.8895
HS6ST3	1.14371428571429
PON2	-1.193
TCP11L2	-0.4985
CLEC4A	1.37325
PRR12	0.275
MLXIPL	-0.2983
C2orf50	1.5805
ZNF28	-0.1435
ENC1	1.10633333333333
MAP2K1	-1.219
FKSG2	0.05875
KIAA0430	0.8105
PTP4A1	-0.766777777777778
GPR156	-0.7085
GTF3C6	-0.7455
UBR2	-0.4931
LOC388272	-0.37375
MAK	1.191
ACOT4	1.76875
STC2	-3.47725
PIGW	-0.64375
SAE1	0.18325
COL6A1	-0.396909090909091
OAZ1	-0.106333333333333
STMN4	2.74866666666667
EDG3	-0.75
SGCE	1.3765
IL11	-1.30383333333333
PRSS8	1.806125
YIPF5	0.381
WNT4	2.825125
CSN2	0.084
TCF7	-1.585875
TDO2	0.82975
SAMD9	0.686625
S100A7A	1.5695
MMRN1	0.4405
GKAP1	3.3355
AKR1C3	-3.245
RNF19A	0.243625
GMDS	-2.21125
YKT6	-1.015375
SPARC	1.084
C12orf31	0.00625
UBE2V2	0.8215
FBXL18	-0.425166666666667
KIAA0460	0.477
ADAM22	1.308375
SERPINC1	-4.478
KCTD21	0.37475
MYOHD1	-0.3705
ZNF37A	1.46516666666667
GTF3C1	-0.3225
CTSZ	1.913
PRNPIP	-0.763625
DRD1IP	2.127
NR1I2	-0.57
ZNF266	-0.299
SPAG4L	0.204
COX4NB	-0.40075
SAPS1	-0.225333333333333
APOA1	-3.952125
TATDN1	-0.311333333333333
C10orf82	-0.8795
KPNB1	-1.51925
FOXO3	-0.383083333333333
CRYBB2	-3.198
ZBTB5	-0.425166666666667
SLC25A38	-0.10325
DCTN2	0.1255
IFT20	-0.2305
CTHRC1	1.8515
C1orf31	-0.22275
UHRF1	0.00968750000000001
GPC6	-1.63575
C10orf54	0.09675
MCF2L2	0.033
WNT9B	-0.120375
OLA1	-1.1725
FAM120B	-0.5495
TTLL10	1.802
CYorf15A	-4.7095
RELN	2.5356
SCN2B	0.191666666666667
MFHAS1	-1.46625
NKX3-2	-0.888333333333333
RASGRF2	-1.0905
SSBP1	-0.338833333333333
KPNA6	-0.578285714285714
LOC389118	0.176
HS3ST4	1.3069
SUPT7L	0.72375
FLJ32658	-0.9585
IGFBPL1	1.66725
KIAA1641	-0.5991
SHKBP1	-0.637166666666667
CSF1R	3.81525
NAGK	0.02725
MYL2	-0.72625
HIST1H4C	-0.321666666666667
TOMM7	0.52875
ADAMTSL3	3.0979
TNFSF14	-0.78625
PRRT2	1.84075
VTA1	0.44725
AOAH	1.20316666666667
CRISPLD2	0.406857142857143
PNN	-0.4755
TA-NFKBH	-0.281
ESPN	-0.8495
RBM43	-2.1705
KIAA1267	-0.072125
DDX3X	-0.320388888888889
KIAA1576	-3.541
PLXDC1	4.18216666666667
FLJ25801	-4.1815
HNRNPL	-1.15175
RUNDC3A	3.36533333333333
CASP12	0.8885
SH2D5	-0.694375
RPL26L1	0.654
OR51A7	0.0365
HDC	1.1275
C2orf16	-0.158333333333333
SYTL3	2.674625
GOLGA4	0.515375
NOTCH1	-0.786
ATPAF2	-0.758
ECD	-0.43825
SSX5	-1.379
SNAP91	-0.327333333333333
OCA2	-3.529
PNPO	0.257333333333333
DAPK1	0.0256666666666667
PINX1	-0.767
SELENBP1	1.03775
NEK3	-1.81383333333333
TMED4	0.321428571428571
SSTR4	0.31
FOSL1	-2.8382
CD40LG	-0.2485
CES1	-2.18741666666667
DCI	1.08666666666667
B3GAT3	-0.148666666666667
STK17B	-0.27725
CNTN6	0.73675
CYP3A4	-0.0845
MBOAT2	1.272
PISD	-1.384625
USP1	1.9535
PYDC1	-0.216666666666667
CENPM	-0.257
SAR1B	0.84125
TTC7B	-0.9205
DP58	3.017
GPC1	-0.204
RBL1	-1.1015
TMEM137	-1.115
TOB1	0.494833333333333
TCEAL1	0.343166666666667
CENPF	0.198545454545455
C6	0.549
PRSS1	-3.92425
PPIL6	0.5965
C6orf124	-1.2385
ODZ4	1.2165
SNCB	1.83975
NDUFB9	0.965625
CNOT6L	0.548
S100A9	0.916833333333333
TRIM50	-0.216
KCTD1	1.6984
WDR63	-0.22
SPEF2	1.322
RNGTT	-0.6115
CXorf22	1.244
KCNK16	0.4215
CEP250	-0.19475
ATPBD1B	-0.39925
KCNJ2	3.353
MT1B	-1.073
ZNF684	-0.4075
SLC4A1	-0.6035
PDHA1	-0.387
ZNF492	0.452625
TKT	-1.35125
BYSL	-1.30175
RNF38	0.209
AHDC1	-0.153
KLHL2	1.555875
CMTM8	1.59525
DMP1	-1.5235
HERPUD2	-0.29225
CRTAM	1.053
ZNF572	2.1515
TMEM16J	-1.687
HSD17B2	-4.5695
UBE2G1	-0.34125
AHSA2	-1.15
PELI2	-0.6175
TPX2	-0.1465
ATP9B	0.395333333333333
DAZAP1	0.00662499999999998
HMGCS2	0.3915
C17orf38	0.09425
B9D1	0.169
NKX2-5	2.321
KIAA1276	-1.196
LILRB2	2.724
CSTF1	0.290166666666667
BTN2A1	-0.0683333333333334
C15orf48	1.6625
IGF2BP3	-4.16975
FAM113B	0.158
HRG	-0.167571428571429
ZNF131	0.228
USP47	-0.2725
CCDC88B	0.49375
HCN1	-1.33655555555556
HTN1	-0.6588
SYCP3	-0.70425
C13orf23	0.6749
PAPOLA	0.350375
AATK	-0.3111
MSH3	0.611833333333333
NDUFAB1	0.774
ITLN2	-0.504333333333333
BAK1	-1.3015
MRPL45	-1.3385
MTNR1B	0.700333333333333
LOC645843	-0.599
SPECC1L	0.470625
PGCP	0.14275
SPN	-1.238
GPR143	2.1855
ZNF576	0.587
TMEM39A	-0.1006
ATP5D	-0.424
MAGEB3	-1.442
RPS5	-0.047
ANP32E	-0.672785714285714
MTMR1	0.4735
YEATS4	0.45275
SYNGAP1	-0.462
PCOLCE	-0.354166666666667
MNS1	2.4785
PCYT2	-1.20366666666667
ZNF182	-0.499
LAX1	-0.4365
SPPL2B	-0.9589
ELOVL5	-0.7878
PCDHAC1	-0.773
B4GALNT1	2.10366666666667
BLOC1S2	0.155125
ZNF673	0.058
ARHGAP21	0.6675
IRX5	1.57575
LRFN5	-1.294
FAM7A1	0.8345
RAB19	1.152
GINS1	-0.9645
ITM2B	-0.2216
PAPSS2	2.95158333333333
OR5BF1	-0.2635
ACSL3	-0.948
KIAA1919	-1.31025
GLT8D2	3.563625
UTRN	-0.663071428571428
CNN1	0.57625
HISPPD2A	0.363833333333333
SDAD1	-0.5155
SIGLEC9	0.2905
RPL35	0.0739285714285714
C22orf26	0.3775
IMPDH2	-1.583
WDR69	-0.247
SEC14L5	1.82333333333333
CLTA	-0.438
RP11-529I10.4	-0.60025
GPR37L1	0.0128333333333333
OGDH	-0.858416666666666
ASB13	0.560166666666667
ZFP14	-0.0815
ZCRB1	1.23416666666667
KPNA3	-0.123
HSPA1L	0.541
RHOC	0.57925
LOC554175	2.56475
PPP3CA	0.9125
SLC1A7	-0.8775
ZNF529	-0.640333333333333
RBED1	0.22175
DDB2	-0.4525
FLJ11286	-0.911166666666667
SPATA1	0.532
MKNK1	-0.783833333333333
DYSF	0.358666666666667
ALKBH2	-0.10525
NKD1	-2.12383333333333
C1orf174	-0.74675
PLEKHO1	0.115166666666667
ASB10	-0.22075
RING1	-0.279833333333333
NPC2	-0.807
AVPR1B	-0.1955
YTHDF1	1.22116666666667
LMAN1L	0.758
GSG2	-0.376
CEP170	0.2095
RPS4Y2	-5.4965
MSH6	1.113
HECTD2	0.835666666666667
ZNF556	-2.69016666666667
PLEKHC1	0.3631
AIRE	-0.267333333333333
BCL2L10	2.6535
LMOD3	-0.000833333333333279
ZBTB8	1.3584
FOXA2	1.0566
SLCO2A1	1.142125
C3orf46	-0.266
PRDM16	-0.742166666666667
TMEM98	-0.20875
FRMD5	0.4445
PDE6C	-0.203
C1orf216	0.608333333333333
EP400	-1.05535714285714
PTK2	0.4735
RNF217	-1.1235
NDUFA8	1.1555
ZFAT1	0.5165
LAMP3	1.90183333333333
GLTSCR2	-1.06
NPW	3.3265
LLGL2	-1.0099
PPM1K	-0.0745
C20orf177	0.988
KIR2DL4	-0.2684
NFKB2	-0.87075
C21orf122	0.750166666666667
HESX1	1.57225
GPR114	-0.604666666666667
SLC25A35	1.4665
GNAT1	0.4385
ORAI3	-0.63025
FAM76B	1.993375
TMEM99	-0.6795
TRIM29	-1.6779
CDS1	1.491
RHEB	0.646
C4orf27	0.0225
RAB3A	-0.1595
OTUD6B	-0.653
GPD1	-1.22025
CDH15	0.422833333333333
NPM1	-0.789071428571429
TMEM117	-0.48975
PRPS2	1.03833333333333
GCK	-0.1025
ADRA2A	2.35766666666667
TSPYL4	0.996833333333333
TASP1	0.2005
WDR19	0.102916666666667
C10orf38	-0.91325
PDE4C	-0.161166666666667
FYB	-1.0765
C1orf55	0.287333333333333
PPFIA3	0.15225
RAD18	1.4625
C12orf44	1.14533333333333
CRYBA4	-0.408
HVCN1	0.26775
TAF10	-1.122
C16orf48	0.3635
DEPDC5	0.922333333333333
LTBP1	-1.1615
MAPRE1	0.330625
FGF8	0.1035
C3orf52	0.48075
SENP7	0.367666666666667
LRRK2	1.07475
RUNDC2A	-0.5375
KIAA0355	0.2635
CPEB1	-1.474
PPEF2	0.2035
ABI2	0.820333333333333
KIAA0317	-0.33425
ATF1	0.796666666666667
DYNC1H1	0.805625
DIP	0.30525
TMEM33	-0.882944444444445
POLDIP3	-0.7355
C7orf24	1.33675
GPR171	0.5035
CDC6	-0.920166666666667
PLD1	-1.5362
ITFG2	0.6393
NDUFC1	0.37025
AKNA	-0.74325
NBR1	0.00824999999999999
PKHD1	0.579875
HPS4	-1.1149
MAFA	-0.46425
ULBP3	-0.45725
DIRC1	-0.7805
IMMT	0.205
C22orf13	-0.354083333333333
CEL	-0.1595
MARK3	-0.39025
ADAMTS2	0.925666666666667
ARPC3	-0.935833333333333
TMEM10	0.350875
NPHS1	1.49025
BRD8	0.585333333333333
WDR12	-1.32425
IDI2	0.277375
HOXD13	-1.536
OR8G2	-0.4105
SLAIN1	4.049
GABRQ	-0.02375
NR2C2	0.397
NKTR	0.323
TLE2	1.57
KIAA0892	-0.128833333333333
AURKA	-0.258818181818182
GPRC5C	0.0318333333333333
TBC1D9B	0.044375
PNPLA6	-1.02016666666667
AP3B1	-1.1865
NAG	-0.686625
C11orf68	-0.77675
AKR7A3	0.86975
AHCYL1	-0.291333333333333
COP1	-0.790166666666667
RPP14	0.68925
PCDHB18	0.344
CDH24	-1.89325
KRT17	-3.3449
LACTB2	0.89525
DDX24	0.4444
PHACTR1	-2.64233333333333
SLC35E2	-1.148
