Hybridization REF	TCGA-AN-A0FF-01A-11R-A034-07
RIMS2	-1.65825
ZNF488	-1.7925
RNMTL1	0.406
SART3	0.2005
CAPN10	-0.738642857142857
CCR5	4
APOA1BP	0.803833333333333
NDUFS5	0.126
PDLIM3	1.3059
VPS24	0.6003
SCN8A	-2.168125
C1orf67	-1.85766666666667
MRCL3	1.00333333333333
TMEM145	-0.18075
KCTD16	0.0205
RNF149	0.396
FDXR	-0.151
CDCP1	1.76116666666667
PAX3	-2.7252
LASS4	1.47675
HSD17B8	0.05475
YAP1	0.17575
NNT	-0.4115
SC5DL	-0.3655
DKFZp566H0824	-0.722
KSR2	1.03416666666667
RAD21	0.7972
ST8SIA2	0.9705
L3MBTL3	-0.477375
SNRPB	-1.237
MGC14425	-0.59
MIF	-0.510375
TAPT1	1.426625
IRF8	1.9808
PRO0132	2.0405
HERV-FRD	0.0245
ACD	-0.638
BCL3	0.98
SPATA13	1.901
MRLC2	0.955125
F2RL3	-0.01175
CFHR3	2.155
DUSP15	0.777166666666667
TMEM46	1.815
SF3B4	0.250666666666667
MAP7D3	-0.9255
STELLAR	-0.2685
SEMA5A	-0.3339
H2BFS	1.4705
LRRC28	-0.137666666666667
MORN2	0.437
XYLB	-1.02825
WDR21C	0.72125
HIATL1	0.63775
ADAMTS10	0.719666666666667
WDR55	-0.16075
MFSD5	1.20583333333333
OR4N2	0.465
DUSP16	0.554111111111111
NLGN4Y	-2.056
INHBC	0.224833333333333
NUMA1	0.6285
DEFB123	-0.04775
GIPC1	0.0885
MGC27348	-0.8985
FLJ33590	0.2295
FZD1	0.38
MKL1	-0.151333333333333
SAA2	2.9635
C1orf94	-1.967
C7orf28B	-0.2825
TMEM185A	0.12955
ZZZ3	0.533
C16orf5	-0.577333333333333
GALNAC4S-6ST	-0.018
C1orf186	1.0775
IGFBP4	1.1225
NDUFA10	0.287666666666667
CLIC2	-0.0035
RNF13	1.216
GPR103	-0.8985
CD69	-1.48025
MYOZ1	0.6
IFNB1	-0.3205
CLNS1A	-0.76175
CXorf45	-0.704
ZXDB	1.079
FUNDC2	-0.0345
GPA33	-0.028625
C9orf70	-1.587
SLC2A9	-0.349375
LOC126520	0.267
MAGEB1	-1.95375
LCE2A	-0.297
C18orf34	2.0935
FMNL2	-1.65
KRT85	0.554
CRYGA	0.193
GEM	-0.46875
THAP6	1.2164
ALKBH3	-0.484666666666667
TM6SF2	0.385
C20orf82	0.191
RANBP2	-0.240833333333333
LIG3	0.1146
RETSAT	0.4675
OR8S1	0.6245
CAST	-0.35425
TGFBI	0.2665
C15orf37	-0.06825
PGM3	-1.091
SLC4A11	-1.527
FAM123C	0.222166666666667
TAOK1	1.36225
CISH	1.321375
OGDHL	-3.7895
SPINT2	2.308
ZNF33A	0.1485
CLDN18	0.266333333333333
RNF128	-1.752125
CCDC71	-0.3395
RASSF6	0.0653333333333333
HSPG2	0.0815
ATP6V0E1	1.562875
ABHD6	0.199
CD274	0.642
GCNT1	1.30175
NT5C1A	-0.209
TM4SF5	-4.28525
C21orf58	-0.845333333333333
SUCLA2	-0.0025
RFTN2	2.53625
SCNM1	0.57375
SLC9A10	-0.2325
FUNDC1	0.81925
SLC35F4	-2.494
AMD1	-1.13175
COL6A6	2.82325
OR4K2	-0.059
TRIB2	-0.292
LOC91461	-1.49075
GHSR	0.677
ATP8B1	1.76975
C1orf78	2.848
RNF183	-0.964166666666667
STX4	0.1031
TPPP2	-1.217625
MYBPHL	-1.492
TXNDC6	-0.0964
C9orf47	4.377
FAM137B	0.3095
FANCB	-1.874
C11orf9	-1.587
DPY19L1	-1.2885
VDAC2	-0.419166666666667
VHL	-1.19125
LMBR1	-0.514125
C8orf44	-0.67525
ZPBP	0.259
FGF23	-1.4355
C21orf67	0.37725
PCNT	-0.309625
BCKDHB	-0.4681
GALNTL5	0.24175
BET1	-0.58275
ARL13A	0.329
HDAC6	-0.704125
N4BP3	0.669333333333333
OTOP1	0.0225
TTC30A	1.672625
CRISP1	-0.289
KRT32	3.9865
VSTM1	0.1865
ZNF622	-0.31075
POLR3B	0.0657
DNAJC10	0.384625
C12orf54	0.5585
ADIPOQ	3.87316666666667
RIT2	0.106
CD44	-1.05545
ABCA3	2.39325
RPS17	-1.5095
FEZF1	-0.089
PCDHB15	-0.58575
KCNMA1	-1.44968181818182
CCDC116	-2.4415
C15orf27	-1.435
NARG2	-0.5605625
ITGA5	-0.998
MEFV	0.6455
TUT1	-0.3665
LOC541473	-0.092
NMBR	0.0285
GLT1D1	-2.59016666666667
ABCB7	-0.67325
PFKP	-2.21445454545455
C9orf91	1.4068
LRRC41	0.0736666666666667
C1orf85	0.182333333333333
ATP5F1	-0.268375
STOX1	1.861375
GFOD2	0.99475
SLC25A3	0.24275
ZNF646	0.2249
ZAR1	-0.9325
OSTbeta	-1.33975
GALNT3	1.84675
IFT122	0.304666666666667
LDB3	0.6922
GARNL1	0.317
HOMEZ	0.943
LRRC6	2.33125
ANGPTL5	-2.1955
UBAC1	-0.64475
DLEU7	-0.73025
RPL19	-0.41425
TOP1MT	-0.8425
LOC643641	0.164
MBD3L2	0.096
NTSR1	0.131833333333333
WISP2	0.6215
GPSM2	-0.59375
RDH10	-0.6399
PRKCG	0.2555
HIST1H4J	0.847
MON1B	0.74
MLF1IP	-0.746666666666667
ZNF446	0.912875
COL4A5	0.1319
SLC26A1	0.833071428571429
RGN	-2.7435
CCNB1	-1.848
C9orf165	-0.272
CCDC28B	-0.32975
CCDC97	0.9735
FGR	1.07675
MSRB3	-0.2082
EPN2	0.4635
COX15	0.210833333333333
KCNK6	0.615
XK	-3.4395
GDA	-4.409125
HEPH	-1.681625
THRAP3	1.246375
MET	-2.28928571428571
PHYHIP	-0.544
LYAR	-1.74816666666667
ING3	0.131
AK7	-1.3465
CCT8L2	-0.206857142857143
COPS7A	-0.8435
WSCD1	-1.63225
RNF185	0.31675
TNS3	0.254
KNDC1	0.074
RWDD4A	0.133166666666667
MED13L	2.7014
ZFYVE1	0.80775
C7orf44	-1.224
MRPL1	-0.205
STGC3	-0.99725
TEAD1	-0.793166666666667
RPL7A	-0.77
ARL6IP1	0.663
C1orf178	-0.4985
CTAGE5	0.493083333333333
TMEM184A	-0.213
SLC25A14	0.24425
CACNG5	-0.2275
ATXN10	-0.00760000000000003
ECH1	0.482
CCL22	0.6965
CYP2F1	-1.90733333333333
GADL1	0.251
TMEM19	0.5106
RUNX3	0.15375
EFNB1	-0.200666666666667
LIPN	-1.1785
ACSM3	-4.8745
SIGLEC8	1.59933333333333
ASCC3L1	-0.32025
NOL8	0.08875
RELT	-0.791333333333334
Magmas	-0.798
PPP1R15B	1.2741
C11orf2	-0.2355
VKORC1	-1.218
MGC26647	0.815
TRPM6	-0.360727272727273
UGT2B7	-4.252
FEV	0.12025
FOXK2	-0.5284
PDCD5	-0.450166666666667
SLC8A1	2.2193
DGUOK	-0.205666666666667
CLDN16	0.956
GAGE1	-1.4305
RBM17	-0.0368
C1QTNF3	-0.285125
VGLL3	-0.000999999999999996
UNQ5830	0.161
CD1A	-2.42983333333333
SCGB1C1	-0.892
SUPT4H1	0.366625
TRAF5	0.891
ASAHL	0.74975
FAM73A	1.12766666666667
OR6B1	0.3065
WHSC1	-1.3169
GFPT2	0.1315
LOC339809	1.11475
STARD5	0.880166666666667
SIP1	-1.15225
DNAJC15	0.3085
STAU2	0.365125
FAM98A	0.281375
RAD23B	-0.1500625
LRRC33	-0.91025
CHRAC1	-1.18525
C21orf89	0.303
C19orf43	0.2955
KLK8	-3.54066666666667
CCNE1	-1.91225
PKDREJ	0.0925
SSU72	0.47925
C17orf73	0.17
GPR78	1.731
WHSC1L1	0.7094
GSTA2	-1.9595
SMUG1	0.302666666666667
UFM1	0.7966
AP3M2	0.184916666666667
USP14	0.507625
FBXL14	0.791833333333333
DSTN	0.965
SFRS14	-0.62475
FBXO31	-0.515166666666667
C12orf40	-0.636
FRS2	1.1515
NR2E3	-0.27825
TUBB2C	-0.23975
GMPR	-0.485
C9orf139	-0.0905
ING5	-0.747071428571428
LOC730092	-0.374333333333333
ORM1	-4.21575
RP11-11C5.2	-0.98025
HSPD1	-1.4474
PIWIL3	-0.851
C5orf13	-1.2582
OR5R1	1.411
LCOR	1.364
PLEKHA9	-0.316
CCDC43	-0.736
ZNF232	0.186
SLC6A7	0.734
ADH5	-0.728916666666667
SHBG	-0.619166666666667
CROCCL2	0.40475
PANX3	-0.4885
CDIPT	-0.008
SLC16A5	-0.20525
TUBB	-1.0203125
TOR3A	0.649
PREP	-0.9985
ENTPD8	0.422
CHMP1B	-0.1525
SYT12	0.5835
MYH6	-1.7548
MAP3K13	-0.176666666666667
KLHL30	0.0396666666666667
LCMT1	0.1635
EIF1AX	0.169166666666667
FOXD4L1	1.1445
SLC24A5	0.4315
RNF166	-0.7851
TJAP1	-0.382
TMEM156	-0.611833333333333
ZNF239	1.47875
SNX19	0.9205
GKN1	0.32275
FCN1	1.97
C1QL1	-1.48925
ATP11C	-0.831
ZNF35	0.834
CARD8	0.3085
LIMD1	-0.2785
KIAA0286	-1.1875
XRN2	-1.28733333333333
CD6	0.107333333333333
TOX3	1.681
ZSCAN4	-0.6668
RSRC1	-0.0795
COG1	0.4835
PTRF	-0.1298
C16orf35	-0.562625
FBXO24	-0.261
CHST11	-1.3155
THRB	-0.0866
MYBPC1	-0.2645
RNF39	0.0481666666666667
PSMD11	-0.6735
ALAD	0.996333333333333
EN1	0.54775
SLC9A9	0.168
GSTM4	0.2346
CDC42BPA	1.05610526315789
RCSD1	-0.872
LUC7L2	-0.1298
SPTBN1	-0.6127
LOC146167	0.276
BAT5	0.4643
ZNF452	-1.028125
LSM4	-0.6205
SRP72	-0.0896
SGK269	-0.242333333333333
MTX1	0.7015
CENTA1	0.10525
UNQ9433	-0.0185
ATR	0.0395833333333333
DDX49	-0.241
PAQR8	-1.24066666666667
C14orf174	0.64625
GBGT1	0.422
THAP1	0.598
OR10K1	-1.2985
RASIP1	-0.976
DPYD	-0.296
DOHH	0.03075
C18orf45	2.14175
POF1B	-1.1832
ZNF552	3.82725
USP32	-0.439625
MED27	-0.682166666666667
C14orf149	-0.764166666666667
PRDX4	-1.09
ABHD12	0.7596
AGT	-0.32175
SLC22A14	-0.92225
C1orf58	0.94175
PILRA	-0.22375
ABCF2	-0.965
C17orf85	0.4293
TKTL1	-1.10625
FGF1	1.0778
IL6R	0.1245
VPS25	0.02375
CHRNB2	-0.06775
COL7A1	-2.7433
LRRC48	2.88716666666667
SPG20	0.835
COX10	-0.41025
GCA	0.4305
ECEL1	-0.478666666666667
GLG1	-0.049
SRD5A2L2	-0.66925
MUTYH	-0.95275
ZNF70	-0.406
L2HGDH	-1.87425
GPATCH2	0.9605
ZNF655	-0.50675
ZNF227	0.0513333333333333
MCOLN2	0.707
NQO2	-0.74375
KCNQ5	0.0105
NEU1	0.383
QRICH1	0.13725
ZBTB20	0.5365
RPUSD3	-0.7995
EPGN	-1.17
TSN	-0.312583333333333
SPRY2	-1.50716666666667
LZTFL1	0.52425
GMFB	0.1685
PBEF1	-2.2216
HBG2	-2.32475
TMEM8	0.20375
PALM2-AKAP2	-0.156
NFYA	0.2885
FAM108A1	0.377625
PBLD	2.24425
NRG4	-2.36325
PIGF	-0.522
PTGER1	-0.9755
NOS2A	0.237166666666667
C21orf34	-0.915833333333333
C21orf51	-0.636166666666667
IL17C	-0.4775
TRMT6	-0.597333333333333
ETV2	-0.124166666666667
CCDC109A	-0.48675
MYLK2	-1.7945
ATP10A	1.9448
DPH4	-0.29325
C5orf5	1.01566666666667
KCNA4	0.4256
NMNAT2	-0.950333333333333
GLYATL2	-0.989
LSMD1	-0.0365
IL23R	-1.5245
NRF1	-0.442
MUC15	-2.90433333333333
PRDM12	-1.972
PAQR4	0.0277857142857143
RBBP6	-0.9043125
IFI27	4.233
SKAP2	0.528
TAGAP	2.148875
TJP3	2.649
C9orf61	0.034
IDS	-0.422357142857143
PARG	-0.219
LOC131149	-0.2195
DYRK4	0.13
MICALL1	-1.2505
GALR2	-0.8645
GPBP1L1	0.549
TBX21	3.9655
KCNJ6	-0.484166666666667
GGN	-1.219
CASP5	0.5875
RNF182	-5.62675
BRD4	0.2785
DOK4	-1.258
SLC46A2	1.71066666666667
SOX9	2.98775
ZNRD1	-0.282
PRR6	-4.05675
FAU	-0.373875
DTNB	0.330333333333333
CARD9	0.41925
STS-1	-0.5835
SLC4A5	0.043875
NSBP1	-1.551
UGCGL2	-0.367416666666667
POTE15	2.589
NOXA1	0.973
RP13-347D8.3	1.95525
SAMD10	-0.159166666666667
EP400NL	-0.76675
TCF21	-1.34375
AMELX	0.17175
JPH2	-0.245
SLA	1.988125
DLST	-1.16933333333333
SEPT12	1.8025
RGS20	-3.62075
LXN	1.3285
ZNF419	0.582875
UPK3B	-0.179833333333333
RELL1	0.76325
ESPNL	-1.387
KLHL21	-0.583625
PI15	-0.092
C2orf61	-0.2045
LOC407835	-0.563
RER1	0.308
ELAVL2	0.7085
MGC26718	-0.845
KLF2	2.824
TNFAIP8L3	-0.0706666666666666
TFE3	-0.274
C11orf17	0.044625
15E1.2	-1.19075
SNRPC	-1.1235
DLGAP1	0.36775
PGLYRP1	0.272875
OVCH2	-0.0865
IRF7	1.8524
SET	-0.8892
NAB2	-0.347833333333333
LRP5L	-1.36475
FAM120A	1.090875
ASCL2	2.29633333333333
SHH	-0.1205
ATP5H	0.210833333333333
THPO	-0.3805
TYRP1	-4.06266666666667
HIST1H3E	1.9955
EIF2S1	-0.342055555555556
TNFRSF17	-0.196
TARSL2	0.22075
NKX2-8	0.46725
C1orf115	2.056875
LOC56964	0.5525
KIAA0841	-0.42975
ISCU	1.2145
TTMA	0.645
ZNF414	0.5445
LOC441150	0.22775
RAB15	-0.35225
HBP1	0.5535
TNNT2	-1.2795
CECR5	-1.4575
PHGDH	-3.262625
JRK	-0.6176
XPO4	-0.5565
FAM131C	1.053
ARHGAP25	1.53133333333333
CA9	-3.27877777777778
GPR62	0.602
TLX1	0.25
GPS1	-0.55925
OR2M2	0.517
BDP1	0.647142857142857
FAM70B	0.696
RPS29	-0.681083333333333
MKLN1	-0.2292
TSPAN19	-1.32025
SLC29A3	1.7699
LGALS4	-0.854666666666667
USH2A	1.707
NF1	0.4305
APOBEC3A	1.378
IMPAD1	-0.144166666666667
OLR1	3.189
NRAP	0.152
HCFC1R1	0.0376666666666667
TAOK2	0.686166666666667
MCM10	-2.77033333333333
MAP4K3	-0.0486666666666667
CBS	-2.327375
CLK3	-0.6659
PCDHGA5	0.4755
ELF4	0.23675
FAM71A	-0.76325
C11orf49	-0.02275
CLIP2	-1.07525
BTBD9	0.5835
ZNF524	1.00975
KDELR1	0.115166666666667
ZNF509	0.2365
NCSTN	1.819
ZNF533	-0.8085
PARP4	0.3605
GALNT9	-0.767833333333333
NPY	-2.73575
BEGAIN	-1.6135
TMEM77	0.814833333333333
FOXRED1	-1.28433333333333
SLC16A2	-1.145
SLC35B1	-0.173
GK5	-0.175166666666667
SDCCAG10	-0.97825
C4orf20	0.052
SLC9A2	-1.47425
ADD1	0.535214285714286
TAL2	-0.974333333333333
ACLY	-0.50875
DNAJC1	1.8115
SOST	-0.459
USP43	2.88716666666667
CYP4F12	-1.18675
FKBP5	0.049625
CHCHD5	1.0025
NUDT22	-0.071
CCDC85B	-0.9945
OR51G2	1.047
STRN3	-0.278571428571429
TMOD2	0.35675
FLI1	0.048
MAB21L2	0.226666666666667
DGKQ	0.75025
VPRBP	0.724
SCNN1B	1.5063
ECHDC3	2.0468
TMEM106C	0.299
CSNK2A2	0.169
RPL39	-0.3947
HERC3	0.507
ZBTB47	0.200833333333333
ZNF681	0.15125
PAGE2	-1.56425
CLIC5	2.93357142857143
RABAC1	1.01625
ZFHX2	0.678
YPEL1	-0.1225
KIAA0776	0.2285
NR1D2	0.53125
DNAJC4	0.839875
NPNT	2.7362
ZNF677	0.045
ZNF536	-0.484
MEF2B	0.24475
PTPN4	-0.3175
CTCFL	-5.408
STX5	0.504666666666667
CD72	2.522
VEGFA	-1.48521052631579
XRCC1	0.0465
MAS1L	0.461166666666667
ELL	0.0462
SETBP1	1.79
CDH11	2.75783333333333
NDC80	-1.18761538461538
DMBX1	-2.3995
NRSN1	0.357333333333333
BAT2D1	0.4405
CDS2	-0.0888333333333333
C1orf212	-0.1675
SENP3	-0.67225
IL1F9	-0.4265
EEF2K	-0.043375
COG8	0.10825
CEP72	-1.737
OR1L8	-0.269
MUS81	-0.591583333333333
PHYH	0.629375
GGT6	1.68133333333333
C22orf23	-0.893666666666667
C13orf33	2.39425
MAPK8IP2	2.02275
NELL2	2.03525
POU3F2	-1.6408
ALPK1	1.581875
MRPS18C	-0.3675
RPLP2	-0.230625
FGF22	-2.125
SPNS1	-0.347833333333333
ZFP1	0.201
IL1RAPL1	-0.579333333333333
PCSK9	-3.65416666666667
NKX2-1	0.3
C6orf189	1.993
SP4	-0.195
SLC11A1	1.4792
C21orf25	0.038
ICAM2	0.08225
SH3GL1	-0.478833333333333
GSK3B	-0.186
RALB	1.0875
PDXP	-1.822
GNGT1	1.518625
KIR2DL1	0.6575
TNFAIP3	-0.0249166666666667
C6orf32	0.0835
CBLN2	-0.8205
PANK3	0.327875
TAAR9	0.3
WDR82	0.499857142857143
APOM	-3.022625
TRIP10	-1.04775
SPATA16	2.49466666666667
C1orf135	-1.8265
USP51	-0.1615
TESK1	1.162
C11orf64	-0.155
ZNF611	0.2135
PDE6G	0.420833333333333
HLA-DQA1	1.604375
GCLC	-0.0195
SEC61A1	-0.376
TWSG1	0.35675
ZMYND10	3.09025
CTDP1	-0.312125
ADAMTS6	-0.7518
SLIT1	-1.746
KRT86	-0.8295
KIAA0574	-0.9395
GTPBP2	-0.5978
PQLC3	1.83075
PRRX2	-0.809333333333333
C15orf44	0.4065
MKKS	-0.491125
C11orf10	-0.17925
GPR110	-0.32525
CD109	-0.79475
ADCY1	-0.118333333333333
RHBG	-2.78125
TP53I3	-0.4935
SLC22A3	-1.9823
UCP2	0.9685
FOXG1	-1.941
OR2AG1	0.5015
TRIM24	-0.6485
PROC	-2.561125
TAAR6	0.4285
AMTN	-1.2635
C10orf47	0.294833333333333
DEPDC1	-2.05125
FLJ45557	7.38725
ZDHHC17	0.207375
KIAA1429	0.0275
KCNH1	1.14625
VNN3	0.20575
PSMAL	1.01225
PPARD	0.15975
HFM1	-3.095
YBX1	-2.10583333333333
ZNF695	-1.424
SCTR	-0.0614
DCDC1	1.587
VPS26B	0.3209
MTF2	-0.0735
ATP6V1F	0.50675
CCDC94	-0.24375
PERF15	0.3085
CCL11	3.04275
LMO7	-1.5685
DCST1	0.097
ADRBK1	0.07875
CDRT4	-0.768875
ZNF84	0.17775
HOXD8	2.8955
STARD8	-0.4785
FOXP2	-1.1245
CCDC103	-0.041
POLR3A	-0.6828
GSC	2.88866666666667
ZNF114	-0.254833333333333
HTR7P	-0.666
LALBA	-0.5015
RMND5A	-0.161
PSCD2	0.57975
ZNF409	0.3575
KRTAP1-3	0.9424
MAF1	-0.5915
LOC201725	-1.286
NRN1	-2.060375
SPAG5	-1.282
DNAH7	1.50016666666667
FLJ43860	0.4155
BRCA2	-0.4975
ACADM	-0.0225
CXXC6	-3.172875
RAGE	-0.752375
CHMP2A	1.13875
FAM8A1	-0.0358
GPR21	0.674
SLC12A3	-2.71233333333333
FVT1	0.4675
ZDHHC7	0.267125
FLJ44048	1.806
SLC44A3	1.29783333333333
SDSL	1.07183333333333
MMP8	-0.66175
PLA2G12B	-4.444
ACY1	-0.15575
MT1E	-0.026
OR4K15	0.281
TECTB	-1.3105
GPR20	0.2185
IRAK2	-0.60725
RFPL3	-0.869625
MYO9A	-0.2955
NARG1L	-0.488416666666667
BLMH	-1.758625
CCDC3	1.9915
C9orf21	-0.487666666666667
KIAA0513	0.135333333333333
MIER2	0.191
PNMA2	-2.13127272727273
SH3BP2	0.8719
ANXA10	0.05825
RTN2	-0.368666666666667
TFB1M	-1.7715
PRPH2	1.981
C14orf133	-0.2025
GOLGB1	0.84275
IRX4	-0.12175
NFKBIL1	0.273166666666667
C10orf62	0.34625
APBB3	-0.42225
RPS10	-0.3106
LOC728378	0.684
TLE3	1.73511111111111
PSMB7	-0.582875
MESDC1	0.101
SLC6A1	-0.309
OCLN	0.962083333333333
PTTG3	-1.29766666666667
NAGLU	-0.19725
SERTAD4	1.311375
SPRY1	0.7505
FLJ10781	1.44783333333333
MYSM1	-0.36025
TRIM4	0.654357142857143
SH3YL1	1.518125
TREM2	4.00166666666667
SERPINI1	0.28675
HDHD3	0.64925
TMEM38A	0.232625
EID2B	-1.12375
TDRD3	0.356666666666667
SEDLP	0.6505
THSD7A	1.78383333333333
NDST3	-2.2815
KLHL15	-0.427583333333333
DHRS12	1.928
FBXO9	-0.0357857142857143
TNPO1	0.18175
MRPL13	-0.603
SNX5	-1.54166666666667
METTL6	-0.52325
SOD1	0.105375
CHML	-1.06133333333333
PACS1	0.41925
SIRT5	-0.6514
CAPN2	0.578
FXYD5	0.142166666666667
TWISTNB	-0.4115
LRFN1	0.526833333333333
UBE1L	2.08475
UBE1C	-0.07325
OR51B2	2.39166666666667
OR4D11	-0.92
C15orf2	0.593
NR4A1	0.6935
LOC339047	-1.355
TRIM17	0.546125
ATP5G3	-0.242642857142857
RPL15	-0.7025
ADAMTS8	-0.53675
HOXC4	-0.2955
C14orf37	1.483
CEACAM5	-1.233375
MYT1L	0.368
RASA2	0.4355
OSBPL7	-0.45
STAG1	-0.734
GIMAP4	4.7005
FUT3	1.12116666666667
PIF1	-2.3845
LPIN2	-0.0964
SH3PX3	0.545
PDP2	0.596
PAPD1	-0.104375
ERP27	2.622
APOOL	-0.2734
DIABLO	0.2625
TRHR	0.447857142857143
ARMC9	0.038875
RNF152	1.66025
SLITRK3	0.137666666666667
ZNF211	0.1993
PFDN1	0.01575
RGS11	0.57525
HS6ST1	0.4247
AKR1D1	-0.951666666666667
TNP2	0.605833333333333
STK31	-0.268
EML4	-1.33725
SGTA	-0.657333333333333
HIST1H2BI	1.88716666666667
PSMD6	-1.79466666666667
KIAA1257	4.8845
C18orf55	-0.2885
FLJ20273	2.335875
RPL28	-1.17216666666667
EPYC	2.22071428571429
NOX3	-0.039
ELAC1	0.307
METT11D1	-0.92525
BIN2	0.2795
NACA2	-0.0785
CCDC17	-0.27625
HM13	-0.552
UBOX5	-0.465375
UBE2O	0.037625
UBL5	0.5945
APOLD1	1.42575
C9orf31	0.655
TNFSF8	1.0605
ARHGAP29	0.466375
PROKR2	0.906
PDE5A	-0.3824
C6orf12	-0.2125
TOM1L1	0.118
WHDC1	0.604625
FOXI1	0.188833333333333
RAB4A	1.1256
TMEM39B	-0.64225
ATPBD1C	-0.38
FARSA	-0.637166666666667
PLEKHG5	1.103
CMAS	-1.175
OR7E24	-0.6915
SLC30A1	0.1535
CDC42EP5	1.36733333333333
PLAC1	2.132
KLHL18	-0.278416666666667
LBA1	0.9408
TAZ	-1.422
CRIP2	1.342875
BTBD11	-1.42333333333333
C16orf72	0.5765
DIO2	1.4014
LRRCC1	0.583
CCDC136	-2.48
PRX	-0.006375
RBM5	0.0585
TMEM85	0.07075
TUBGCP4	-0.970166666666667
APLN	0.32325
CDK7	0.311166666666667
SSR2	1.3545
CRELD1	0.2865
C19orf46	2.0945
GAL3ST4	0.525333333333333
KBTBD10	0.992
IL28A	0.9455
WDR27	-2.675
MCM2	-1.26016666666667
SOX14	-0.129
FLJ39743	0.557
KIAA0922	-0.87875
HIPK4	0.407
FLJ25758	0.2605
C16orf57	-0.65125
PDZD2	0.764125
MCC	1.911125
HHLA3	0.2216
ID2	0.782
C20orf23	2.42616666666667
ZNF688	1.167
APOC2	-0.0951666666666667
LOC440093	0.202
FAM50B	-0.399333333333333
PWP1	-0.0995
DNAH10	0.652
HIST1H2BA	0.59875
GPR56	1.3215
METAP2	-0.41575
PAN3	0.670166666666667
STXBP4	-0.070375
PDHX	-0.378
MTA1	0.135
ZBED4	-0.449625
ZNF720	0.217
CDK2	-1.5345
RHOJ	0.449375
CDC37	-0.61
ZER1	0.089875
GRK4	0.6885
PRPH	0.2705
POLR2A	1.087375
OGFOD1	-0.28325
NOL5A	-1.587
PHEX	-1.675
FLJ16478	-0.75675
C20orf117	-0.657875
CAMTA2	0.39175
C11orf74	0.456333333333333
DDX17	-0.518416666666667
C5orf27	-0.05125
PLEKHA2	-0.5495
PDE4DIP	-0.3134
SCN7A	3.4765
ZNF559	-0.754333333333333
CXCL10	3.428
ZMYM4	0.501166666666667
STK32B	1.00333333333333
KIAA0888	-0.4762
TACR3	1.517
CKAP2L	-0.39925
KIF1A	-1.20716666666667
RSPRY1	0.567
VCAN	1.21125
CYP27C1	0.0545
SYDE1	-1.763
MED12L	0.051
ZDHHC21	1.24325
NHS	-0.0895
TM9SF3	1.00283333333333
DDHD1	-1.00275
MAFG	-0.768583333333333
BICD2	-1.0292
C14orf119	0.345
C14orf43	0.848571428571429
CDH7	1.17575
ALKBH5	0.327785714285714
JUP	1.09875
TMEM41A	0.0386666666666667
MAMDC4	-1.2125
CBX3	-0.698875
LRRC18	0.09
RBMXL2	0.607
PLA2G4D	0.642
FGF13	1.028625
KIF3A	1.11516666666667
PDIA6	-1.213
DCXR	0.95025
CASKIN2	0.577666666666667
EHD1	0.792833333333333
MARCKSL1	0.7595
ZNF496	-0.113166666666667
SCAF1	0.327333333333333
KCTD8	-1.00866666666667
TRAF3IP3	0.890142857142857
LSR	1.00025
CXorf1	-0.2815
C14orf112	0.185166666666667
EIF2B1	-0.05975
OMP	-0.5565
GSTZ1	-0.111
LOC92017	0.50375
ISLR2	0.3375
C12orf36	0.646
GATA2	-1.602
GABRA5	-1.939
CELSR2	-0.0610714285714286
STAM2	0.8881
TNAP	-0.151
PTPMT1	-0.406166666666667
GRP	3.008
SV2A	-2.6404
MAGEA12	-3.94425
CACNG1	0.5615
C18orf19	-1.118
GSG1	-0.4375
PTPRJ	-0.000285714285714294
FRMPD1	-0.571
ZNF668	0.012
PLEKHJ1	-0.415
ADAT1	-0.1654
TMEM50A	1.0532
UCN3	0.211
HOOK1	2.1135
IL17B	-0.7415
MLKL	-0.333333333333333
TTC14	-0.0536666666666667
KLHL5	-0.214375
CRYL1	0.704833333333334
FOXH1	-0.0925
NFYB	-0.144
PPM1G	-0.11425
GOLGA2LY1	-1.7265
NMT1	-0.547875
HADHA	-0.1725
CHSY-2	1.42075
PLEKHF1	0.308571428571429
SAGE1	-3.742
MUSTN1	0.08925
SUHW4	1.17025
TFEB	1.2575
ZFYVE27	0.5075
ATG12	-0.523333333333333
BMI1	1.48978571428571
ZIM3	-1.03466666666667
MYH4	-0.39725
MASP1	-1.09775
KIAA0984	0.72525
RPAP2	-0.2225
ASB5	-0.16875
BOLA3	-0.934666666666666
MIA3	1.027
KRT35	2.5305
KIR3DL3	-0.8915
MRPL51	-0.971
SEMA3F	1.69716666666667
NDUFB2	0.465666666666667
LOC253012	2.17275
FAM46C	-0.0523
G6PC	-1.50271428571429
CSAG3A	-4.42116666666667
PREX1	1.7165
SLC25A45	-0.094
MAPKBP1	-0.0256
CPE	-1.1611
GNB1	-0.196375
CXCR6	1.052
TRIM46	0.44425
C16orf3	0.535666666666667
HPSE	-0.078625
TIGD3	1.0215
SPG3A	1.01375
LCAT	-1.72466666666667
ST6GAL1	-1.29744444444444
POMC	0.6015
FLJ36031	-1.59383333333333
NSMAF	-0.207333333333333
SKIL	0.3475
ADSS	0.954
HMGCS1	-1.883
POLR3F	-0.467
RAB10	0.352
ZNF277P	-1.43275
ZBTB7B	0.67625
DHRS1	0.79525
ABCC13	2.521
CNOT3	-0.07025
NFKBIA	1.24075
GAK	0.223166666666667
SFT2D2	0.6285
