Hybridization REF	TCGA-BH-A0BP-01A-11R-A115-07
PTCHD1	-0.937375
NARS2	-1.39125
DOCK7	0.726625
FAM127B	0.428875
LOC390243	-0.0275
N6AMT2	0.50625
ZNF391	-0.1355
DNAJB14	0.419833333333333
WRB	-0.084125
BPI	0.6415
TTC4	-1.1335
FAM10A5	-0.123
GOT1L1	0.153
MAGED1	1.18675
RESP18	0.30475
WFDC6	4.24725
MT2A	-0.457
C11orf56	-0.14775
KIAA1432	-0.0575
ROR1	-0.91575
HSD17B14	0.686166666666667
ZFAND2B	-0.27425
SAMD4B	0.016
HEXA	-0.12775
HNRNPU	0.447727272727273
USP39	-0.312625
NRD1	-1.0335
R3HDML	0.2
FLT4	0.236
OMG	-0.122
OR52N4	0.2345
LOC399818	-0.0305
ELA2	-1.902
VENTXP1	0.331
RFC5	-2.138
OR52L1	0.3995
PAX5	-0.461
FBXO2	-0.859
GMEB1	0.174
AKT3	0.0431666666666667
CRB1	-0.964833333333333
CTTN	-0.0296666666666667
UTP15	-0.0235
HSBP1	-0.289583333333333
PHF11	1.267
NDEL1	0.04
USP8	-0.088
BAIAP2	0.278375
SI	0.646666666666667
ARSJ	-1.03416666666667
BAAT	-2.804
KCNS3	2.23366666666667
LOC126147	0.0781666666666667
TMEM37	2.0115
C1orf162	3.4185
MBD1	-0.24
ITGAL	0.1495
WDR73	0.173
GKN2	0.319333333333333
ARFGAP1	-0.791625
SLC5A8	0.928333333333333
ZBTB40	-0.2626
CYP4B1	2.12516666666667
LYPLAL1	0.07775
CHST3	0.406
MAP3K9	0.0735
BTAF1	-0.701833333333333
TFAP2E	0.239
RBM35B	0.00899999999999999
LOC441251	-0.635333333333333
ANKRD25	0.224944444444444
UQCRC2	0.2
MAEA	1.12583333333333
HYAL1	-2.1261
RNPEPL1	0.2995
CPSF2	-0.48925
PSD3	2.5334
ABCA13	0.386
AGR2	3.135625
GBX1	-2.0085
HDLBP	0.757428571428571
ACY3	-0.65375
HECW1	-0.2605
ZNF519	-1.42075
HOPX	2.920875
ZNF304	0.87925
OR12D3	0.1695
FKSG43	-0.25275
METTL1	0.106
MFSD3	-0.5498
PSPH	-1.071
CLCA3	-0.615
DARS2	-0.599166666666667
CDC25A	-1.84516666666667
BAIAP2L1	-0.47825
B3GNT5	0.240625
USP29	0.0995
ARHGEF10L	0.6914
ATOX1	0.041875
ADAM30	-0.25
DNASE1	1.21175
STT3A	-0.658083333333333
RAB6IP1	-0.27125
PTN	3.2825
C1orf106	-0.516461538461538
HECA	2.3225
RNF122	1.097
SLC22A18AS	-0.244
GNG8	0.496333333333333
ELP4	-0.67325
FAM65A	0.0045
RPL10A	0.0805
IRS4	0.5465
MACF1	1.699
SEC24D	1.01275
LOC374395	0.4175
TGFB2	0.853125
MDFIC	0.960875
CHRNE	0.4
PCMTD2	-0.0103333333333333
ATP6V0D1	-0.270666666666667
MTA2	-0.09375
LZTR1	-0.756666666666667
RAP1A	0.511666666666667
AXIN1	-0.20275
POLR1C	-0.93575
TRIO	0.664583333333333
PLXNA4A	1.03608333333333
C5orf33	0.325
DEPDC1B	-4.03025
ZNF473	-0.849833333333333
MTM1	0.335625
GPR107	1.75866666666667
CSNK1A1L	0.367833333333333
FLJ14154	0.1325
NLRC4	3.888
ENPP4	1.113
PADI3	-0.737
RNF170	0.68125
CG018	0.682333333333333
C16orf7	-0.319
KCNE1	1.484
NRM	-1.21283333333333
SLC37A3	0.238071428571429
TPD52L2	-0.5985
UNC5B	2.94275
C12orf12	0.331666666666667
SDHB	-0.51625
CLRN1	0.17975
NUDT10	0.009
UGT3A1	-0.163
FBXW8	0.069625
RHOF	-1.304
PTPLAD1	-0.09825
MYO3B	-0.72475
DERA	-1.051
TPP2	-0.766
C19orf53	-0.265
GINS3	-1.65025
ST6GALNAC5	0.9315
CHSY1	2.709
MGC15705	0.388
GPR83	-0.00833333333333333
EXT2	0.189125
DOLK	0.1675
TUBAL3	-0.22325
ACVRL1	1.9592
ABL2	-0.2095
C14orf156	0.039
PTPRZ1	-2.305875
DIP2C	0.857625
LAMP1	0.571375
RXRA	0.3711
MAP3K5	2.4165
ALKBH1	0.485166666666667
PDLIM7	-0.15025
ARL14	3.362
SNIP1	0.410166666666667
TIMP3	2.83283333333333
RGS3	0.351666666666667
SPAG16	0.2507
ABHD4	0.22225
ARHGEF12	0.03375
GLUD2	-0.2065
RAC2	-0.7243
UAP1L1	-0.458
SLC18A3	0.0565
YOD1	-1.05933333333333
RALY	-0.44025
HMOX2	0.51425
DGKH	0.000499999999999973
DBNDD2	1.43383333333333
YIPF4	0.969625
THAP10	-0.20775
ZNF513	0.35225
HAGHL	-1.78033333333333
ITGB4	1.275
CCDC141	-0.4415
YTHDF3	0.68525
C5orf28	0.3315
RPL7L1	-0.984875
TMEM30B	0.7845
ANKRD35	2.989
DUOXA2	-0.51
TBC1D5	-0.116125
DFNB59	-0.087
HRH4	-0.33425
MYO6	1.543
DNAJA4	3.63525
RBM24	-1.443
CEACAM20	-2.1975
RBM23	-0.778642857142857
NGFB	-0.059
C1orf63	-1.8128
KRTAP7-1	0.3145
PERLD1	0.40725
NPB	-0.071
C17orf59	0.0599
HSPBAP1	-0.604
SLC15A4	0.217625
PRTFDC1	-0.22475
OSMR	0.264
CYSLTR2	-0.2055
C19orf25	-0.7306
KIAA1797	0.1175
NLRP6	0.263
FAM105B	0.2511
SCRN2	0.262333333333333
LRRC58	-0.352
RNF17	-0.120625
NEIL3	-4.248
FAM137A	0.55825
SKP2	-3.27275
PARVA	1.44625
PKLR	-1.821
RNF34	-0.36725
A3GALT2	-0.213
C12orf50	0.0505
SUNC1	-1.98275
FAM102B	0.415333333333333
CCT2	-0.458
LRRC37A2	-0.4505
ARF4	1.322
SIKE	0.188125
C8orf48	0.918666666666667
MBTPS1	-0.0848571428571428
GPSN2	-0.7795
NCF2	2.887
SLC12A6	0.255666666666667
MRPL48	-0.93
HMGN3	-0.863333333333333
LRRC62	-0.14475
PAX9	0.647375
FAM55A	-0.4895
C20orf42	-2.17533333333333
SCML2	-2.23266666666667
BCL9	1.1995
FAM40A	-0.7195
C9orf41	-1.2955
ZNF774	0.403
LETM1	0.6775
PLXNB1	-0.264833333333333
NIPSNAP1	-0.578375
USP10	-0.919
F9	0.09275
LIPE	4.53025
CNGB3	-0.186
C12orf52	-0.883625
PI4K2A	-0.156875
MED8	0.263375
STAT4	0.5832
FGD4	0.200166666666667
RNF145	-1.32166666666667
WDR32	0.5917
CLDN2	0.619
TCEAL8	1.323
ZMYND8	0.41
PDXK	-0.15196875
GATAD2A	-0.77225
PTGES3	-0.191
CCM2	-0.47925
TAP1	0.69425
ZNF670	0.8745
ETS2	0.0748571428571429
C6orf166	-0.434666666666667
PRMT2	-0.1435
OR4B1	0.441
INTS8	0.035
CCDC102A	-0.55725
CCDC83	-0.945
ITGA1	0.586
EPHA5	-1.7343
FAM24B	-1.2155
TSGA10	1.9305
HAL	-2.696
MYOT	0.1345
SPACA3	0.187
BCL2L2	-0.238666666666667
CUGBP2	1.07883333333333
CCNB3	2.518
RNF113B	0.24325
MERTK	0.021
BAG1	0.06675
VPS36	-0.01525
ORMDL3	0.0883
C1orf190	0.5725
ZNF625	0.6525
CORO2B	-0.34525
ALOX15	0
CST1	0.5505
NUPR1	2.377
CCL7	2.28625
SMCR5	-2.7725
DSC2	0.9775
RBMS2	0.3215
GRIK4	0.5255
TRIM65	-0.239
TMPRSS6	0.828142857142857
TP53INP2	-0.183
GLB1L	1.202
LOC388284	-0.258166666666667
PUS1	-0.919571428571429
BCL9L	-0.461
OLFM1	1.12775
RET	0.61225
MASTL	-2.33833333333333
ALX3	0.051
IL1RL1	-0.00700000000000001
ZNF765	-1.3248
C14orf138	-0.55575
SNX10	0.4665
TAC4	0.0235
C1orf64	-1.734125
POGK	0.823
MAPK9	-0.05375
ZNF366	3.222
C8orf79	2.3171
CLDN7	1.22225
OR5AT1	0.4585
TRIM37	-2.2055
LRRC25	2.17075
GRHL2	2.6737
TEKT3	1.94475
LASS5	0.000333333333333334
ABCC4	-1.54175
DLG3	0.679
VGLL1	0.972125
ZFP36L2	1.72616666666667
MFRP	-0.0618333333333333
KIAA1799	0.40825
FLJ44379	2.088
PCNX	-0.20925
ANXA9	1.215
CYP4V2	0.5462
PIK3C2A	-0.2165
SRR	0.453
NOL3	-0.58525
IFITM2	1.1005
ARNTL2	-1.7695
ZNF595	1.6665
NLRP13	-0.1925
ASPH	1.406875
CPA2	-0.1595
PVRIG	-1.67833333333333
LEPR	1.00466666666667
C16orf42	0.455333333333333
SH3BGRL	0.8405
FAM77D	0.1395
FNDC7	0.05
C9orf6	0.236
NOTCH2NL	1.341
PGBD1	-0.5635
SYNGR2	0.451333333333333
PITPNA	0.291
PRPF4B	-0.5818
SLC43A3	-1.13664285714286
NRBP1	-0.15625
SLC25A22	-0.577
ILK	-0.02675
SLC22A8	0.418333333333333
MRPS7	-0.25775
PITX2	-1.4605
FABP3	-0.7825
OR1L1	-0.2655
LOC728215	0.032
BLID	-0.925
KIAA1217	2.93476470588235
TFPT	0.491
AP4B1	-1.08525
VBP1	-0.50125
OR1K1	0.3975
MORC3	-0.11625
BHMT2	2.23816666666667
C3orf10	0.4535
FZD7	1.41183333333333
WFDC10A	0.26
PMS2CL	-0.309125
CCDC32	0.410666666666667
FA2H	-1.58725
ALG13	0.811
TTLL7	-0.3067
SPOCK3	-0.18625
SLC13A2	0.219
AIM1	0.93175
GPRC6A	-0.419
EGR2	5.38775
MED11	0.1725
WWC1	0.981
SH3GL3	-0.748
RIF1	-0.307142857142857
PRLH	0.503
VLDLR	-0.1855
DBT	0.15525
C21orf63	0.69425
CGGBP1	0.016375
KRTAP12-2	-0.033
TADA3L	-0.118375
ZBTB16	1.96275
PDGFB	1.550875
RFX1	0.247625
UQCRB	0.2892
LOC133874	0.2975
HPS3	-1.196
LGALS3BP	0.5442
DKFZP564O0823	1.84007142857143
MRFAP1L1	0.108125
HOXA10	0.325
NGB	0.707
KIF21A	0.813923076923077
IFLTD1	0.0725
LZTS1	-0.115
ARHGEF3	1.47725
RHBDL3	-0.707
CSNK1G2	-0.0156666666666667
ChGn	-0.537375
KIAA1244	2.57716666666667
GABRB2	0.275
MGC72080	-0.651
CD27	2.94
EGLN1	-1.2925
PEX13	1.2715
RWDD3	0.2865
RNF12	-0.0975
GRIN2B	0.479
ADAMTS14	-0.656375
DYDC2	1.10266666666667
ATP6AP1	0.3196
NR1H2	-0.0636666666666667
PDK2	1.48975
C3orf17	-0.548666666666667
SLC38A2	-0.794714285714286
SLC25A29	0.127666666666667
C15orf29	0.22125
ADAM9	-0.33375
TMUB2	-0.584375
GPR176	-0.85
AGK	-0.567375
MCCD1	0.2275
NDUFA4	-0.193
TMEM146	0.64825
DUSP1	0.81675
UNQ6975	2.839
EMX2OS	4.613
INSM2	-0.21725
LUZP4	-0.122
SETD6	-0.99025
P2RY2	1.41275
SLC45A2	-1.653
RABGAP1	-0.392
UBXD5	-0.111125
GPRC5A	1.0102
PAK3	1.49016666666667
LOC63920	-0.96
TGFBR1	0.984
KRTAP6-3	0.2275
SFMBT2	-0.64925
CDC42	-0.049
C11orf35	-0.096
TTLL2	-0.113
UACA	0.943166666666667
CD97	-1.126
SETD5	-0.09325
NINJ2	0.4185
PTER	1.623
POMGNT1	0.26275
KRTAP4-2	-0.293
ECGF1	1.973375
HRB	0.417454545454546
ATP1B2	-0.0177
LOC400506	0.45125
COL4A3BP	2.10375
C6orf97	1.17025
GRHPR	-0.42825
TAS2R1	0.816
SEMA7A	0.037
EDF1	0.442
ODF2L	0.8802
PCID2	-0.893333333333333
GTF2H4	-0.964333333333333
ZCCHC3	-1.07025
CGB2	-0.107666666666667
NEUROD1	-0.05125
C20orf75	-0.4225
RP5-1054A22.3	2.16583333333333
IFNA5	0.075
ZNF134	-0.431666666666667
MGC119295	-0.8705
ZSWIM6	0.56775
SMEK1	0.3065
PCGF2	-0.545625
C1orf102	2.17375
CYP2A13	0.6485
KCNH6	-0.3265
MDM1	0.9237
ALDH7A1	-1.017
C9orf75	0.41625
VDAC3	-0.50525
OR51T1	0.108
EIF3F	-0.840916666666667
KCNJ10	-0.692625
LENG8	0.205
EDEM2	0.0315
CCNJL	-0.862166666666667
DHX37	-1.1965
CRYGN	0.431
AATF	-1.487
ZNF630	1.073625
E2F5	-0.328
WFDC13	1.13175
FTSJ3	-0.474
C4orf33	0.18825
LHFPL4	-2.57225
C19orf56	0.282333333333333
SMAD4	0.38
AFM	-0.374166666666667
G0S2	4.6255
FCHSD2	-0.3791
RRP1B	-1.084
EEF1B2	-0.849833333333333
STAT6	1.06483333333333
ZNF195	-0.198
GNL1	-0.651333333333333
ZNRF2	1.37216666666667
PER3	-0.434875
ASB16	0.2
C10orf10	3.05471428571429
ADCY8	-3.366
C9orf58	0.659166666666667
ARMC10	0.1255
PSG1	-0.561
DHX34	-0.4905
VARS2	-0.442125
NFIC	1.23125
ITPR2	0.57325
AGXT2	-0.109166666666667
OR6K3	0.115
H2AFZ	-1.65616666666667
MLLT3	-0.137166666666667
COX4I2	1.9405
CCNT2	-0.426875
PLK4	-2.398125
NUMBL	-0.300833333333333
MED16	-0.213
PLEKHQ1	1.80575
GOSR1	0.157833333333333
BTG4	0.28875
RPL30	0.701583333333333
IGSF5	0.26025
IGFL2	3.5765
ELMOD2	0.580166666666667
SHC3	-0.886333333333333
HAVCR1	-0.237
DYNC2H1	-0.07425
RNF5	-0.899
C2orf7	-0.1825
NLF1	0.0905
KLHL25	1.286
LRP10	0.7293
KRI1	-0.962
PUS7L	0.177
MGMT	0.70525
HOXD1	0.418
CSH1	0.0452
ATG16L2	-1.4865
FLJ44635	0.592
CHODL	0.02975
EXOSC8	-1.54875
SLC28A1	-0.05325
MYO7B	-0.359666666666667
SEH1L	-0.6797
MTNR1A	0.442333333333333
TSPAN5	0.625166666666667
CDC45L	-3.52633333333333
AMIGO1	0.4045
ATAD3A	-1.595625
OSGIN2	1.37866666666667
PDIK1L	0.728
DARC	3.423
PIPSL	0.871
SHMT1	-0.9005
CRISP3	1.802
POPDC2	2.351
ZRANB2	-0.4855
FBXL8	-0.1355
TRIP13	-2.69872727272727
EIF5AL1	-1.445
POU5F1P3	-4.678
IL6	0.767666666666667
CXorf38	-0.0693333333333333
IFNA16	0.0255
FBXL2	1.17183333333333
BRD1	0.42125
STATH	-0.1155
FBXO44	-0.4945
MCCC2	-1.42775
CDC2	-2.1887
C5orf23	1.46625
IVD	-0.0475
C10orf122	-1.2385
MSL3L1	0.3673
MVP	1.2295
EPOR	-0.5323
ZMYM1	-0.874833333333333
BCL7C	0.594
PSTPIP2	0.0327
LYPD1	-2.291625
OR8G5	0.4465
ZP3	-0.506
BCAS4	0.658333333333333
EDG6	1.64025
ISY1	-0.0985
PRAMEF2	-1.42275
CUL1	-0.71325
RNF213	0.4742
CCRK	0.7985
DHX9	-0.52025
C13orf29	2.04075
NCKAP1	0.111
MRPL43	0.531928571428571
XPR1	-1.555
PKN2	0.3571
PODNL1	1.4185
ZNF333	-0.193625
DALRD3	0.26975
OPN1SW	0.3155
BTBD6	0.73825
C11orf82	-3.17
OR5P3	-0.788
DUSP11	0.505
L1CAM	-1.4988
NEK11	1.2505
OR7E91P	2.129
CNTN3	2.0249
CREB3L2	1.0755
ZBTB37	1.5485
KIAA1324L	0.585
NDUFB10	0.282
NUDT2	-0.2195
GTPBP8	-0.12175
CACNA1D	1.4775
PRKAA2	0.4295
PRDM8	0.046
MGC16075	-1.01316666666667
KRT14	1.71021428571429
PP8961	0.29675
MRPL18	-0.214
ABCG2	-2.216
PACRG	2.06025
BBS2	0.04025
KREMEN2	-2.574
FBXO21	0.29775
HNRPUL1	-0.27825
GRB10	0.957
CLSTN1	0.428375
LMAN2	1.0492
C17orf61	-0.89025
NIPSNAP3A	0.49175
INSIG2	-1.15866666666667
PCDHB7	1.5595
STXBP2	0.479375
CMAH	1.78758333333333
SEMA5B	-0.63625
ZNF155	-0.223833333333333
COQ6	0.152833333333333
PRPF4	-0.7485
TSPAN15	3.0323
VN1R5	0.163
LATS2	1.23475
SELK	0.72975
PGK2	0.528333333333333
MS4A1	-0.431375
TYW3	-0.4181
KRTAP5-1	-0.0235
RCCD1	-1.81166666666667
BTN1A1	0.63
DDX28	-0.54675
TMEM65	-0.1845
LOC92345	-0.16425
TTC31	-0.54225
WDR46	-1.11816666666667
CHP2	0.259166666666667
LSP1	0.63025
ZNF542	-1.064
EXOSC1	-0.3475
ARHGAP18	0.64
LRRTM4	-0.719875
MAOB	2.42808333333333
CACNB4	0.60825
MGC33846	-0.00600000000000001
RANBP3L	0.90525
ATP5L	-0.369125
ONECUT1	-2.8315
NUDT9	1.48725
TMEM149	-0.407
STX17	0.289
IGSF10	-2.519
TMPRSS9	-0.0305
BMPR2	1.56975
ALLC	0.29425
KLF7	1.893625
GCC1	0.5184
TIMM9	-0.46475
CDO1	3.31016666666667
MGC10701	-0.555833333333333
IFI6	0.985
FRMD8	0.57375
MGAT2	0.05125
WBP5	1.57266666666667
CNIH2	-0.2465
KIAA0907	-1.5926
KCNH8	0.7015
CTSG	-0.027
GRIK1	-0.00683333333333332
CUL5	0.06775
FRMD1	0.2385
OR9A4	0.7845
SYT6	-1.213625
FOXD4L2	-1.1045
ANAPC2	-0.138333333333333
OPN5	0.263
TAF13	1.11025
LYG2	-0.62925
GGNBP1	0.2015
C11orf40	0.16
OTX2	-0.954
REG4	-0.216666666666667
EIF5	0.300375
PALB2	-0.92575
SEPSECS	-0.854
RNASE3	-0.27225
TRIM49	-1.7485
POLR2K	0.529
GPR42	0.2085
C8B	-2.89775
SASS6	-1.549
PREB	-0.158833333333333
OR3A3	0.2455
TUBA8	1.108875
IGLV2-14	-1.95275
STIL	-2.7305
ANKFN1	-0.373
NME7	0.34225
HOXC12	3.396
UBE2C	-2.1385
FHOD1	-0.896875
CDK2AP1	-0.07275
OR6K2	0.58025
DHPS	-0.03125
RPL5	-0.185416666666667
TRGV5	0.3
LOC541472	0.475125
HCCS	0.208
DENND1B	2.6555
LHX3	-0.163
OR5D16	0.2215
CXorf57	-1.38033333333333
IRF2BP1	-0.2465
NDST2	0.308333333333333
LCE3D	0.224
BOLL	0.35075
SYT3	0.079
PIH1D2	0.7235
C20orf7	-0.564166666666667
IL1R2	0.00749999999999998
SLAMF9	0.72
PPME1	0.032
PIK3CA	0.68475
TRAPPC1	-0.788
COLEC10	-0.56225
SLC9A6	-0.662833333333333
PDDC1	-0.504
CCDC53	0.03
GK3P	-0.797
DAZL	-0.955
BRI3	0.39925
SDK1	-0.210625
CYP2C18	0.19375
IFI44L	2.701875
RPL3L	0.3445
FUT9	-0.896333333333333
KIFC2	-0.8315
PMP2	-0.506625
SLC4A9	0.3155
PLAG1	-1.23783333333333
MYCBP2	1.1435
OR4E2	0.484
CCDC65	0.20375
C16orf82	0.100375
ENTPD4	-0.35125
BRP44L	0.36125
PMP22CD	0.091
TMCO4	0.698666666666667
KCNN1	-0.910166666666667
WDR35	-0.89275
CCDC80	3.168125
C3orf31	-1.0715
SLC7A9	-1.22375
TMEM190	-1.21925
DBC1	0.4074
FADS3	0.236666666666667
PDZD8	0.487666666666667
GRM5	0.277
AZGP1	3.5293
PEX3	0.849
MED1	-0.160642857142857
ATG4C	-0.184
HNRPH3	-1.006375
FAM109B	1.631
C4orf17	0.1975
CA10	2.678
OPRD1	-0.194
CCL16	-1.98025
SACM1L	-0.341
CST6	4.926
CD63	1.3419375
LGI1	-1.71175
ZNF784	-0.021
CRYBB1	-0.8455
CX3CL1	1.7308
TOP2A	-3.975125
GYPB	-3.37266666666667
GADD45GIP1	-0.2585
FEN1	-2.2795
IGF1R	2.9166875
WDR72	-3.08116666666667
PURG	-0.455833333333333
DEFB126	0.20125
PKD1L1	0.81625
CAV1	-0.3122
GNPDA2	0.5783
DGAT2	3.157
NLGN1	-1.7445
STRBP	0.323875
HPRT1	-0.339833333333333
FANCI	-1.636375
PSMA7	0.808125
DBF4B	-1.06383333333333
TTF1	0.3085
RAD54L	-2.79875
ELOF1	-0.21675
PLAGL2	-0.0935
ZNF256	-0.0905
HMGCL	-0.21525
MSI2	-0.821333333333333
RPESP	0.7955
C11orf60	-0.59975
ABCD1	0.762
ACAA1	0.4494
SPARCL1	5.17635714285714
IL6ST	1.3751
ZNF319	0.5425
TMEM109	-0.1502
FAM90A1	-1.606
IL22RA1	-1.637
ATP4B	0.1495
TEC	-0.689833333333333
C7orf30	-0.6305
TXNDC2	-0.727833333333333
ABCB4	-0.40175
KIAA1191	1.349625
C9orf38	0.115
SFTPB	0.14925
CNTNAP2	-0.555166666666667
FRK	1.2025
TBX19	0.444
CHD4	-0.56225
C6orf26	-2.97583333333333
MOSC2	1.5795
IKBKE	0.283
HIF1A	-1.27733333333333
LOC595101	-0.006
RELA	-0.0588333333333333
TMEM16B	-0.692833333333333
ABHD12B	0.23375
TSEN34	0.5815
KIF18A	-3.8575
TXNDC9	0.259
SPATA2L	-0.082
SEMA4G	-1.8695
C21orf91	-0.49
MATN1	-0.5385
KCNIP4	0.211666666666667
TUSC1	1.686375
OR4C15	0.371
ARMCX6	1.00641666666667
WBSCR27	0.304666666666667
OR52I2	0.1475
KIAA1604	0.12825
DYNC1I1	-0.45825
PPP4C	0.04225
SLC47A2	-2.11116666666667
TREH	0.109125
CD48	1.09816666666667
ST14	0.787833333333333
PKN1	-0.667
SPON2	3.1725
XBP1	2.7975
SFRS12	-0.803333333333333
EFCAB6	2.4435
SELT	0.11025
SLC39A2	1.189
ERF	-0.847333333333333
ARL3	0.301
SURF6	-0.4051
MLLT10	-0.295238095238095
FLJ11171	-0.0373333333333333
TDGF1	-4.19866666666667
ERCC6	-0.4395
EIF2AK4	0.618875
BAZ1A	-0.510166666666667
LRRN3	1.94433333333333
TMC3	0.7585
EFTUD1	-0.35775
PTPRO	1.199
CLEC12A	0.730125
ACBD4	-0.4045
ZDHHC14	-0.754625
OTUD7B	1.458
ACTB	0.696625
MSRA	0.226125
LCE5A	0.0055
IFI35	-0.3095
BSCL2	0.338
ANKRD12	0.620333333333334
CFHR2	0.74125
RGAG1	0.425166666666667
HSFY1	-0.4445
SLC30A5	0.0865833333333333
IMPG1	0.101
GPR109A	0.886
ZNF185	0.9085
IYD	2.31275
NPCDR1	0.0325
SERPINA13	0.4865
HMGCLL1	-1.06525
NEUROG1	0.204666666666667
UBQLN1	0.00156249999999999
LIN37	0.89125
SOCS2	-0.75025
DSCR4	-1.768125
XKR6	1.347
GPR142	0.277
KRTAP13-3	0.3905
CCDC15	-1.36166666666667
MOS	-0.0595
CD1E	-2.0285
OFCC1	-0.0905
FAM83D	-2.75375
SRFBP1	-0.23475
C9orf96	-0.291
DHDH	-1.687
CCDC90A	0.564
RABL3	0.53135
CD320	-1.91016666666667
ANGEL2	0.359583333333333
MRPL21	0.037
SMG6	0.370333333333333
INSR	1.6879375
FLJ14816	-0.716
GLRB	-0.0106666666666667
C9orf89	0.15825
CIZ1	-0.15525
URG4	-0.304166666666667
LRDD	-2.19466666666667
CBY1	0.553666666666667
NFX1	-0.281125
MTERFD2	0.211714285714286
C19orf23	0.2645
PGC	-2.85025
IER3IP1	0.5265
RASAL2	1.99983333333333
C1orf89	-0.71175
SYNJ1	-0.65425
NFKBIE	0.17475
FLJ40125	-1.723
TCEB2	0.7151
NOG	-1.7605
POLR2J2	-0.23
HLA-B	1.4995
PCDHA1	-0.475
PPP2R2B	-1.02975
ARHGEF17	0.0533333333333333
TCF7L2	1.48742857142857
CHD5	0.695666666666667
ZNF431	0.249625
TBC1D25	-0.016
ZNF800	0.99575
SCUBE2	3.26663636363636
MYCBP	0.0085
GPX5	-0.0335
C6orf129	-1.11083333333333
QSER1	1.01233333333333
ULK2	1.5565
PIGO	-0.00966666666666667
NRCAM	-0.023
SLC35E3	0.710125
CSRP2	-1.1555
HYPE	0.642
MAPK15	0.438
MGC14327	-0.04125
TIMM13	-0.222833333333333
ZNF462	-0.1535
GBA3	-0.22525
TEX13A	0.2865
MCM6	-1.67555555555556
MTRF1	-1.158
ABCA7	-1.8945
EIF4A2	-0.04525
ZC3H10	0.7594
RPGR	0.388833333333333
C20orf94	1.27275
RP1L1	0.0455
GPR125	-0.721
USP22	0.00857142857142857
OR1L4	0.0805
MLZE	0.3505
FLJ32065	0.20675
PTCD1	-0.128
CRTAC1	2.14
BXDC2	-0.78175
C18orf1	2.78633333333333
FAM107A	2.20521428571429
EFNA3	-0.917
P18SRP	-0.3548
CAMKK2	0.443333333333333
KIAA0649	-0.39625
NES	-0.5185
HS6ST3	2.340125
PON2	-0.62325
TCP11L2	0.0935
CLEC4A	1.64425
PRR12	-0.5195
MLXIPL	-0.8109
C2orf50	-0.2025
ZNF28	0.90625
ENC1	1.47816666666667
MAP2K1	-0.406375
FKSG2	0.76125
KIAA0430	1.30175
PTP4A1	-0.342777777777778
GPR156	0.1635
GTF3C6	0.45375
UBR2	-0.5444
LOC388272	-0.661
MAK	3.74533333333333
ACOT4	1.75
STC2	-2.59475
PIGW	-1.709
SAE1	-1.09325
COL6A1	0.889409090909091
OAZ1	0.417166666666667
STMN4	0.795
EDG3	0.181166666666667
SGCE	-0.379833333333333
IL11	-1.684
PRSS8	3.181375
YIPF5	0.752083333333333
WNT4	2.986875
CSN2	-0.0531666666666667
TCF7	-2.761625
TDO2	2.496
SAMD9	0.6388125
S100A7A	1.152
MMRN1	1.9645
GKAP1	0.13275
AKR1C3	0.63225
RNF19A	1.743625
GMDS	-0.917
YKT6	-0.22075
SPARC	2.1159
C12orf31	1.3315
UBE2V2	-0.421
FBXL18	0.104333333333333
KIAA0460	0.822
ADAM22	0.06875
SERPINC1	-4.74275
KCTD21	0.5625
MYOHD1	-2.54925
ZNF37A	0.704
GTF3C1	0.6015
CTSZ	1.926
PRNPIP	-0.883625
DRD1IP	0.02925
NR1I2	-2.18583333333333
ZNF266	-0.6059
SPAG4L	0.352
COX4NB	-0.531
SAPS1	0.5855
APOA1	-3.589125
TATDN1	-0.069
C10orf82	1.82425
KPNB1	-0.308
FOXO3	1.05116666666667
CRYBB2	-1.3395
ZBTB5	-1.0235
SLC25A38	-0.57625
DCTN2	-0.462333333333333
IFT20	0.74525
CTHRC1	2.64
C1orf31	-0.168
UHRF1	-1.6373125
GPC6	0.418
C10orf54	1.603
MCF2L2	-0.0658333333333333
WNT9B	-0.042125
OLA1	-0.4795
FAM120B	-0.23875
TTLL10	0.08
CYorf15A	-5.213
RELN	-1.1784
SCN2B	1.72808333333333
MFHAS1	-1.487
NKX3-2	-1.63416666666667
RASGRF2	0.6945
SSBP1	-0.409666666666667
KPNA6	-0.327928571428572
LOC389118	-0.1555
HS3ST4	-0.9256
SUPT7L	-0.14975
FLJ32658	-2.40875
IGFBPL1	-0.47475
KIAA1641	0.2911
SHKBP1	-0.725
CSF1R	4.532
NAGK	0.7265
MYL2	0.63725
HIST1H4C	-1.48683333333333
TOMM7	0.2375
ADAMTSL3	3.6909
TNFSF14	0.091
PRRT2	-1.425
VTA1	0.408
AOAH	3.14466666666667
CRISPLD2	2.08807142857143
PNN	-1.3554
TA-NFKBH	-0.3605
ESPN	-0.623
RBM43	-0.16
KIAA1267	0.3925
DDX3X	-0.0551111111111111
KIAA1576	-3.8315
PLXDC1	4.34
FLJ25801	-4.0255
HNRNPL	-0.489
RUNDC3A	-0.00166666666666666
CASP12	0.821
SH2D5	-1.4915
RPL26L1	-0.1355
OR51A7	0.23975
HDC	3.531
C2orf16	-0.399833333333333
SYTL3	2.13775
GOLGA4	0.7964375
NOTCH1	-0.285166666666667
ATPAF2	-0.737
ECD	-0.01025
SSX5	-1.62883333333333
SNAP91	-0.0165
OCA2	-4.98275
