Hybridization REF	TCGA-A2-A0YK-01A-22R-A109-07
VN1R5	-0.106
LATS2	0.594
SELK	-0.18925
PGK2	-0.433333333333333
MS4A1	4.21425
TYW3	-0.6062
KRTAP5-1	-0.20125
RCCD1	-2.2865
BTN1A1	2.4115
DDX28	-0.3945
TMEM65	0.238375
LOC92345	-0.09575
TTC31	-0.168
WDR46	-0.726666666666667
CHP2	-0.9015
LSP1	1.463
ZNF542	-0.063
EXOSC1	-0.26125
ARHGAP18	0.133
LRRTM4	-0.9995
MAOB	3.60408333333333
CACNB4	0.25675
MGC33846	1.123375
RANBP3L	2.885125
ATP5L	-0.037375
ONECUT1	-3.719
NUDT9	-0.334
TMEM149	1.836
STX17	0.20975
IGSF10	-1.07675
TMPRSS9	-0.502
BMPR2	1.28441666666667
ALLC	1.20275
KLF7	0.40425
GCC1	0.6922
TIMM9	-0.60825
CDO1	2.50266666666667
MGC10701	-1.2475
IFI6	2.17733333333333
FRMD8	0.66525
MGAT2	-0.2395
WBP5	-0.647833333333333
CNIH2	-0.04275
KIAA0907	-1.2666
KCNH8	2.2365
CTSG	1.31825
GRIK1	0.660666666666667
CUL5	0.388
FRMD1	0.17
OR9A4	0.428
SYT6	-0.749
FOXD4L2	1.51225
ANAPC2	-0.3255
OPN5	0.341
TAF13	-0.55175
LYG2	-0.7295
GGNBP1	-0.167
C11orf40	0.3375
OTX2	-1.4635
REG4	-0.0716666666666667
EIF5	-0.0005
PALB2	-0.929
SEPSECS	-0.2649
RNASE3	0.074
TRIM49	-1.908
POLR2K	-0.1738
GPR42	0.589
C8B	-3.07625
SASS6	-1.04175
PREB	-0.537666666666667
OR3A3	0.5435
TUBA8	1.508625
IGLV2-14	1.5875
STIL	-2.607
ANKFN1	-0.992166666666667
NME7	-0.78675
HOXC12	1.1645
UBE2C	-2.11875
FHOD1	-0.7135
CDK2AP1	0.644833333333333
OR6K2	-0.169
DHPS	-0.4025
RPL5	-0.0178333333333333
TRGV5	0.761
LOC541472	0.4545
HCCS	-0.306
DENND1B	3.431
LHX3	-0.085
OR5D16	0.471
CXorf57	-0.849166666666667
IRF2BP1	1.10725
NDST2	0.864333333333333
LCE3D	0.078
BOLL	0.22075
SYT3	-1.36725
PIH1D2	-0.88625
C20orf7	-1.21633333333333
IL1R2	1.975
SLAMF9	0.2105
PPME1	-1.061875
PIK3CA	0.559
TRAPPC1	-0.139625
COLEC10	-1.19175
SLC9A6	-0.8425
PDDC1	-0.59875
CCDC53	-0.0615
GK3P	-0.41275
DAZL	0.7065
BRI3	-0.123
SDK1	0.25575
CYP2C18	-0.17275
IFI44L	4.05825
RPL3L	0.2615
FUT9	0.6305
KIFC2	-1.43266666666667
PMP2	0.731
SLC4A9	-0.449
PLAG1	-1.20366666666667
MYCBP2	0.999833333333333
OR4E2	-0.2495
CCDC65	1.41175
C16orf82	-0.336625
ENTPD4	0.179125
BRP44L	0.162125
PMP22CD	0.32925
TMCO4	1.59766666666667
KCNN1	-0.337833333333333
WDR35	0.12975
CCDC80	3.40025
C3orf31	-1.1205
SLC7A9	-0.63325
TMEM190	-1.48675
DBC1	0.6636
FADS3	-0.576333333333333
PDZD8	0.1605
GRM5	-0.0295
AZGP1	3.2828
PEX3	0.5
MED1	-0.6725
ATG4C	-0.621333333333333
HNRPH3	-0.924125
FAM109B	2.13
C4orf17	0.0995
CA10	-0.68475
OPRD1	-0.0795
CCL16	-1.36225
SACM1L	0.456
CST6	4.212
CD63	0.60125
LGI1	-1.09025
ZNF784	0.1115
CRYBB1	-1.2075
CX3CL1	2.27835
TOP2A	-3.203
GYPB	-3.41433333333333
GADD45GIP1	-0.5545
FEN1	-2.217125
IGF1R	0.3506875
WDR72	-2.4655
PURG	-0.5285
DEFB126	-0.231333333333333
PKD1L1	0.41625
CAV1	-0.2402
GNPDA2	0.8569
DGAT2	1.740625
NLGN1	-2.39925
STRBP	-0.209
HPRT1	-1.78833333333333
FANCI	-2.773625
PSMA7	-0.5465
DBF4B	-1.05666666666667
TTF1	0.15275
RAD54L	-3.21525
ELOF1	-0.1015
PLAGL2	-0.74675
ZNF256	0.241
HMGCL	0.665
MSI2	-1.38283333333333
RPESP	0.578833333333333
C11orf60	0.26575
ABCD1	-0.6055
ACAA1	0.9948
SPARCL1	5.85621428571429
IL6ST	1.3252
ZNF319	0.048
TMEM109	0.6307
FAM90A1	0.1445
IL22RA1	-1.077
ATP4B	0.768
TEC	-0.3065
C7orf30	-1.17425
TXNDC2	-0.533333333333333
ABCB4	0.299
KIAA1191	0.534625
C9orf38	-0.2065
SFTPB	0.48125
CNTNAP2	-1.06866666666667
FRK	0.9865
TBX19	0.74125
CHD4	0.2615
C6orf26	-2.223
MOSC2	1.68175
IKBKE	0.61175
HIF1A	-0.237333333333333
LOC595101	-0.289
RELA	0.3915
TMEM16B	-0.684333333333333
ABHD12B	2.2495
TSEN34	-0.02475
KIF18A	-3.0415
TXNDC9	-0.2425
SPATA2L	0.1215
SEMA4G	-1.2345
C21orf91	0.2085
MATN1	-0.828
KCNIP4	-0.311166666666667
TUSC1	2.3325
OR4C15	0.28875
ARMCX6	0.373833333333333
WBSCR27	-2.02766666666667
OR52I2	-0.1205
KIAA1604	-0.68625
DYNC1I1	0.74775
PPP4C	0.4865
SLC47A2	-1.00583333333333
TREH	-0.094625
CD48	3.8745
ST14	0.820833333333333
PKN1	-0.46575
SPON2	2.804
XBP1	2.21516666666667
SFRS12	-0.4405
EFCAB6	2.98875
SELT	0.07925
SLC39A2	1.2615
ERF	-1.71983333333333
ARL3	-0.072125
SURF6	-0.5961
MLLT10	-0.482857142857143
FLJ11171	0.652833333333333
TDGF1	-4.06116666666667
ERCC6	-0.409
EIF2AK4	0.605125
BAZ1A	0.122
LRRN3	2.02166666666667
TMC3	1.0615
EFTUD1	-0.10125
PTPRO	0.833166666666667
CLEC12A	1.94475
ACBD4	0.1175
ZDHHC14	0.104
OTUD7B	0.32075
ACTB	0.475125
MSRA	0.174875
LCE5A	0.6085
IFI35	0.743
BSCL2	0.094
ANKRD12	0.745333333333333
CFHR2	0.858
RGAG1	0.2775
HSFY1	0.5155
SLC30A5	0.342666666666667
IMPG1	-0.116
GPR109A	0.7905
ZNF185	1.3725
IYD	1.039
NPCDR1	1.3145
SERPINA13	0.481
HMGCLL1	0.06125
NEUROG1	0.426333333333333
UBQLN1	-0.172625
LIN37	0.27775
SOCS2	1.00175
DSCR4	-1.7905
XKR6	-0.22125
GPR142	0.6445
KRTAP13-3	0.215
CCDC15	-1.11716666666667
MOS	0.59
CD1E	1.703
OFCC1	-0.671
FAM83D	-3.16125
SRFBP1	0.25225
C9orf96	0.275
DHDH	-1.709
CCDC90A	-1.002
RABL3	0.8574
CD320	-1.7255
ANGEL2	0.181166666666667
MRPL21	0.251
SMG6	0.405666666666667
INSR	1.90975
FLJ14816	0.0055
GLRB	-0.803166666666667
C9orf89	-0.02075
CIZ1	-0.46425
URG4	-0.313
LRDD	-1.33283333333333
CBY1	0.7585
NFX1	0.552875
MTERFD2	0.651714285714286
C19orf23	-0.07
PGC	-2.9245
IER3IP1	-0.082
RASAL2	1.05408333333333
C1orf89	-0.572
SYNJ1	-0.08925
NFKBIE	1.05325
FLJ40125	-1.161
TCEB2	-0.3639
NOG	-1.807
POLR2J2	-0.266
HLA-B	3.46425
PCDHA1	0.625
PPP2R2B	0.81075
ARHGEF17	0.970833333333333
TCF7L2	1.72335714285714
CHD5	-0.524166666666667
ZNF431	-0.31025
TBC1D25	0.563
ZNF800	0.8575
SCUBE2	3.91709090909091
MYCBP	0.324
GPX5	-0.049
C6orf129	-0.386333333333333
QSER1	-0.677666666666667
ULK2	0.95
PIGO	0.024
NRCAM	-2.72414285714286
SLC35E3	-0.20675
CSRP2	0.417
HYPE	0.56075
MAPK15	0.101666666666667
MGC14327	0.06175
TIMM13	-0.692833333333333
ZNF462	0.6115
GBA3	1.71225
TEX13A	-0.7915
MCM6	-1.12666666666667
MTRF1	-1.038
ABCA7	-0.449
EIF4A2	0.09075
ZC3H10	0.6794
RPGR	0.144333333333333
C20orf94	-0.20825
RP1L1	0.1505
GPR125	-0.501125
USP22	-0.0440714285714285
OR1L4	0.46575
MLZE	1.04125
FLJ32065	-0.64075
PTCD1	-0.504
CRTAC1	3.4195
BXDC2	-1.487
C18orf1	1.72
FAM107A	2.88971428571429
EFNA3	0.95175
P18SRP	0.0916
CAMKK2	0.524166666666667
KIAA0649	-0.172
NES	-0.2845
HS6ST3	1.93425
PON2	-0.21675
TCP11L2	0.016
CLEC4A	2.34375
PRR12	0.7685
MLXIPL	-1.1697
C2orf50	0.0675
ZNF28	0.8625
ENC1	1.23116666666667
MAP2K1	-0.27575
FKSG2	0.7685
KIAA0430	0.9755
PTP4A1	-1.12761111111111
GPR156	0.327
GTF3C6	-0.785
UBR2	0.2259
LOC388272	-1.6905
MAK	2.11183333333333
ACOT4	2.51325
STC2	-0.873
PIGW	-1.149375
SAE1	-0.947875
COL6A1	0.774227272727273
OAZ1	0.244833333333333
STMN4	1.06216666666667
EDG3	0.726166666666667
SGCE	0.348333333333333
IL11	-2.985
PRSS8	2.62225
YIPF5	0.397666666666667
WNT4	2.559375
CSN2	4.98216666666667
TCF7	-0.97325
TDO2	2.3745
SAMD9	1.1803125
S100A7A	-0.2065
MMRN1	5.11966666666667
GKAP1	-0.422
AKR1C3	-0.21525
RNF19A	0.837
GMDS	-0.77425
YKT6	-0.812375
SPARC	1.5896
C12orf31	-0.75125
UBE2V2	-1.32566666666667
FBXL18	-0.804
KIAA0460	0.593
ADAM22	0.2735
SERPINC1	-4.722
KCTD21	0.40175
MYOHD1	-2.36475
ZNF37A	-0.123333333333333
GTF3C1	0.712833333333333
CTSZ	2.42175
PRNPIP	-0.8835
DRD1IP	0.1155
NR1I2	-1.63116666666667
ZNF266	0.2727
SPAG4L	0.6045
COX4NB	-0.98425
SAPS1	0.307666666666667
APOA1	-3.7655
TATDN1	-1.14266666666667
C10orf82	-0.8195
KPNB1	-1.008
FOXO3	0.8775
CRYBB2	-0.2905
ZBTB5	0.0543333333333333
SLC25A38	0.25675
DCTN2	0.104166666666667
IFT20	-0.10725
CTHRC1	1.88475
C1orf31	-1.231125
UHRF1	-1.48825
GPC6	-0.9415
C10orf54	3.03175
MCF2L2	-0.411333333333333
WNT9B	0.142
OLA1	0.034375
FAM120B	0.49525
TTLL10	0.16
CYorf15A	-4.683
RELN	-0.5658
SCN2B	2.20233333333333
MFHAS1	-0.74075
NKX3-2	-1.897
RASGRF2	0.0685
SSBP1	-1.47233333333333
KPNA6	-0.384
LOC389118	-0.0145
HS3ST4	1.4648
SUPT7L	-0.304625
FLJ32658	-0.971
IGFBPL1	-0.92775
KIAA1641	-0.766
SHKBP1	0.0356666666666667
CSF1R	4.70725
NAGK	1.48625
MYL2	1.20125
HIST1H4C	-1.90416666666667
TOMM7	-0.042375
ADAMTSL3	2.8481
TNFSF14	0.8065
PRRT2	-2.02125
VTA1	-0.1125
AOAH	4.09383333333333
CRISPLD2	2.13421428571429
PNN	-0.9612
TA-NFKBH	0.0655
ESPN	-0.19375
RBM43	-0.1545
KIAA1267	0.475125
DDX3X	0.587555555555556
KIAA1576	-3.08075
PLXDC1	4.42583333333333
FLJ25801	-4.617
HNRNPL	-0.24875
RUNDC3A	-0.143166666666667
CASP12	1.8565
SH2D5	-2.014625
RPL26L1	-0.8615
OR51A7	0.05325
HDC	3.5995
C2orf16	0.1765
SYTL3	3.007
GOLGA4	0.413125
NOTCH1	0.00833333333333334
ATPAF2	-0.191
ECD	0.18325
SSX5	-2.10316666666667
SNAP91	0.37425
OCA2	-2.1145
PNPO	-0.431666666666667
DAPK1	0.048
PINX1	-0.717666666666667
SELENBP1	1.69125
NEK3	0.141
TMED4	0.204714285714286
SSTR4	-0.1685
FOSL1	-2.7258
CD40LG	2.092
CES1	-1.21283333333333
DCI	0.121166666666667
B3GAT3	-0.580166666666667
STK17B	1.10225
CNTN6	0.381
CYP3A4	-1.4435
MBOAT2	2.05007142857143
PISD	0.383375
USP1	-0.957
PYDC1	1.11833333333333
CENPM	-1.914875
SAR1B	-0.1265
TTC7B	-0.508625
DP58	0.4665
GPC1	0.12175
RBL1	-1.65875
TMEM137	-1.20783333333333
TOB1	0.426916666666667
TCEAL1	1.37766666666667
CENPF	-2.64809090909091
C6	3.70866666666667
PRSS1	-3.73875
PPIL6	0.427666666666667
C6orf124	-1.065
ODZ4	1.00266666666667
SNCB	-0.51475
NDUFB9	-0.38075
CNOT6L	1.25083333333333
S100A9	1.73566666666667
TRIM50	0.015
KCTD1	1.6031
WDR63	0.5925
SPEF2	1.157625
RNGTT	0.149166666666667
CXorf22	0.4105
KCNK16	0.1125
CEP250	-1.66575
ATPBD1B	-0.30825
KCNJ2	3.7495
MT1B	-0.4525
ZNF684	0.2105
SLC4A1	0.1705
PDHA1	-1.0885
ZNF492	-0.591
TKT	-1.44075
BYSL	-1.355
RNF38	1.043375
AHDC1	0.312
KLHL2	0.82825
CMTM8	1.09825
DMP1	-0.721
HERPUD2	0.174125
CRTAM	4.716
ZNF572	-0.06175
TMEM16J	-0.377
HSD17B2	-0.963
UBE2G1	0.056875
AHSA2	-2.044
PELI2	0.3835
TPX2	-3.11825
ATP9B	1.144
DAZAP1	-0.436875
HMGCS2	3.1085
C17orf38	0.907
B9D1	-0.97975
NKX2-5	-1.00216666666667
KIAA1276	0.52925
LILRB2	3.2635
CSTF1	-0.359
BTN2A1	-0.142833333333333
C15orf48	6.4755
IGF2BP3	-4.425
FAM113B	1.70816666666667
HRG	-0.299
ZNF131	-0.8975
USP47	0.995928571428571
CCDC88B	0.758625
HCN1	-0.0423
HTN1	0.18
SYCP3	-0.64325
C13orf23	-0.551
PAPOLA	0.083625
AATK	-1.0562
MSH3	-0.170166666666667
NDUFAB1	-1.3645
ITLN2	0.135333333333333
BAK1	-0.160666666666667
MRPL45	-0.672666666666667
MTNR1B	-0.0221666666666667
LOC645843	-0.1855
SPECC1L	0.407375
PGCP	1.4255
SPN	0.033875
GPR143	0.6985
ZNF576	0.4045
TMEM39A	0.3349
ATP5D	0.0841666666666667
MAGEB3	-2.03
RPS5	-0.133666666666667
ANP32E	-1.37735714285714
MTMR1	0.21975
YEATS4	-1.08875
SYNGAP1	-0.275
PCOLCE	0.4055
MNS1	0.136
PCYT2	-0.668666666666667
ZNF182	-0.70225
LAX1	2.98375
SPPL2B	0.17
ELOVL5	0.6164
PCDHAC1	-0.558
B4GALNT1	-1.67466666666667
BLOC1S2	0.4145
ZNF673	-0.3521
ARHGAP21	0.0298333333333333
IRX5	2.355
LRFN5	1.789
FAM7A1	-0.17025
RAB19	-0.2145
GINS1	-2.90175
ITM2B	1.8639
PAPSS2	0.63125
OR5BF1	0.288
ACSL3	0.00162500000000001
KIAA1919	-0.928916666666667
GLT8D2	2.881875
UTRN	1.262
CNN1	3.44925
HISPPD2A	0.408166666666667
SDAD1	-0.14925
SIGLEC9	0.8175
RPL35	-0.351571428571429
C22orf26	1.0875
IMPDH2	-0.457875
WDR69	-0.841
SEC14L5	0.264166666666667
CLTA	0.217
RP11-529I10.4	0.063
GPR37L1	-0.041
OGDH	-0.335
ASB13	0.655166666666667
ZFP14	0.3445
ZCRB1	-0.802666666666667
KPNA3	-0.42425
HSPA1L	1.1
RHOC	1.29625
LOC554175	0.02225
PPP3CA	0.4798
SLC1A7	-0.3067
ZNF529	-0.101666666666667
RBED1	0.71175
DDB2	-0.741
FLJ11286	0.7905
SPATA1	0.202
MKNK1	0.303833333333333
DYSF	1.81466666666667
ALKBH2	-0.473
NKD1	-3.4255
C1orf174	-0.15925
PLEKHO1	1.5
ASB10	0.04625
RING1	-0.0653333333333334
NPC2	1.126875
AVPR1B	0.623
YTHDF1	-0.266
LMAN1L	0.2425
GSG2	-2.438
CEP170	-0.465
RPS4Y2	-5.46975
MSH6	-1.2125
HECTD2	-0.1525
ZNF556	-2.99266666666667
PLEKHC1	0.4496
AIRE	0.191833333333333
BCL2L10	1.49875
LMOD3	0.227333333333333
ZBTB8	0.3901
FOXA2	-4.19
SLCO2A1	3.61875
C3orf46	-1.351
PRDM16	0.860166666666667
TMEM98	0.89125
FRMD5	-3.192
PDE6C	1.038
C1orf216	0.153333333333333
EP400	-0.288714285714286
PTK2	-0.0453333333333333
RNF217	0.28175
NDUFA8	-0.4935
ZFAT1	0.73625
LAMP3	3.45733333333333
GLTSCR2	1.678625
NPW	-0.892
LLGL2	-1.0118
PPM1K	-0.355
C20orf177	0.1235
KIR2DL4	0.739
NFKB2	0.344
C21orf122	-0.0623333333333333
HESX1	-0.42
GPR114	2.51833333333333
SLC25A35	-0.166666666666667
GNAT1	0.0925
ORAI3	0.204
FAM76B	-0.283125
TMEM99	-0.1844
TRIM29	1.4123
CDS1	1.83425
RHEB	-0.6078
C4orf27	-0.8525
RAB3A	-0.322
OTUD6B	-0.81125
GPD1	2.851375
CDH15	-1.47933333333333
NPM1	-0.898642857142857
TMEM117	-0.0695
PRPS2	-0.38075
GCK	-0.0325
ADRA2A	4.30016666666667
TSPYL4	0.361166666666667
TASP1	0.12975
WDR19	0.607083333333333
C10orf38	0.5035
PDE4C	-0.585
FYB	1.79675
C1orf55	0.160666666666667
PPFIA3	-1.15375
RAD18	-0.72325
C12orf44	0.196
CRYBA4	1.093
HVCN1	2.39425
TAF10	-0.118333333333333
C16orf48	-0.678666666666667
DEPDC5	1.01966666666667
LTBP1	-1.515
MAPRE1	-0.059125
FGF8	0.057
C3orf52	1.613875
SENP7	0.420666666666667
LRRK2	2.15625
RUNDC2A	0.1055
KIAA0355	0.748
CPEB1	-1.03475
PPEF2	-0.423
ABI2	-0.294666666666667
KIAA0317	0.149375
ATF1	-0.341166666666667
DYNC1H1	0.44325
DIP	-0.12175
TMEM33	0.249833333333333
POLDIP3	0.48975
C7orf24	-0.0905
GPR171	4.533
CDC6	-3.58116666666667
PLD1	-0.4201
ITFG2	0.2729
NDUFC1	-0.08325
AKNA	0.62675
NBR1	0.6355
PKHD1	1.510875
HPS4	-0.5144
MAFA	0.376
ULBP3	-0.03375
DIRC1	-0.26
IMMT	-0.5585
C22orf13	0.53475
CEL	0.5225
MARK3	-0.0595
ADAMTS2	1.08675
ARPC3	-0.038
TMEM10	0.396625
NPHS1	1.40675
BRD8	-0.1635
WDR12	-1.65225
IDI2	0.546375
HOXD13	-2.6095
OR8G2	-0.92525
SLAIN1	-0.5985
GABRQ	-0.51175
NR2C2	-0.8095
NKTR	-0.4523
TLE2	1.625
KIAA0892	0.387833333333333
AURKA	-3.10209090909091
GPRC5C	-0.206333333333333
TBC1D9B	0.42325
PNPLA6	-0.158166666666667
AP3B1	0.0055
NAG	0.413
C11orf68	-0.55375
AKR7A3	0.926
AHCYL1	0.21825
COP1	0.7295
RPP14	-0.237333333333333
PCDHB18	0.65075
CDH24	0.54525
KRT17	1.46
LACTB2	-1.29175
DDX24	0.3262
PHACTR1	-1.748
SLC35E2	-0.11275
LOXL1	0.63625
IQSEC2	0.3265
RGSL1	-0.077
PCDHGC5	0.4875
MEGF10	-0.07
PRRX1	1.1555
ASTE1	1.15966666666667
C6orf159	-0.97575
MYOD1	0.403
GAA	0.084
ZNF747	0.67625
KLRC1	-0.82725
IL1RL2	0.6765
GDF9	7.026
GPR119	0.5575
TRAF2	-0.5455
HCK	3.97733333333333
BMP6	-0.6335
IL8RA	0.795833333333333
FLJ35848	-1.232
EFHA1	0.0885
CDSN	1.03083333333333
C14orf54	-0.331833333333333
LSM3	-0.824
ZFP41	0.019
C9orf126	-1.38083333333333
VIT	1.411
SPCS3	-1.40675
DEF8	-1.2688
CHAF1A	-1.92383333333333
C1orf165	0.5755
ZFPM2	1.3755
FTH1	0.15225
SLC35F1	-1.17025
YWHAH	0.50075
C17orf66	0.994333333333333
ADRB1	-0.494
FOXL1	0.241
RG9MTD3	-0.0186666666666667
UMPS	-0.2165
MGC13008	-0.5095
KIAA1161	-0.0355
CCDC77	-1.85775
C12orf65	-0.3941
COG4	-0.555833333333333
RCP9	-0.226666666666667
RP4-692D3.1	1.92683333333333
CDC2L5	0.5395
MGC7036	1.245
DNAJC11	-0.30825
GDF2	-0.188
TIMM17A	-0.9005
HNRNPA0	-0.2321
OR2H1	0.47525
PCBP1	0.539
COL23A1	-0.55975
LRRC2	0.986857142857143
NSD1	0.434142857142857
FLJ37078	-1.1085
WDR91	-0.0436666666666667
TMEM179	-0.29425
DSCR10	-1.119
CNDP2	0.7145
FYN	0.9085
BEX2	-0.6415
KCND3	0.68025
YPEL5	1.947
LRRC42	-0.9725
C17orf45	0.16575
ZNF649	0.8167
LOC150763	2.697125
COL5A2	2.074
CNGA2	0.2975
ELA2B	-0.446166666666667
RAB9B	-0.3435
FAM100A	0.05775
NAIP	0.811357142857143
MYOZ2	0.556375
SPATA12	-0.2665
XRCC4	-1.2305
CYB561	0.3397
CHST10	-1.05975
BAI1	-0.787833333333333
BRSK1	-0.900333333333333
C17orf89	-0.850875
PDE6H	-0.8885
FLJ20309	0.4827
MAP7	0.873375
SCN4B	2.431
SPAG9	-0.925875
SERTAD1	0.803166666666667
FLJ21963	-1.538
ANTXR1	0.0838
TMPRSS13	1.35433333333333
ETV7	3.65
DGAT1	0.3225
NKIRAS1	-0.278333333333333
TAC3	-2.714
CORO1C	-0.675833333333333
RAD54B	-1.858
HRASLS3	1.60133333333333
C21orf42	1.3545
BARD1	-0.938166666666667
ZNF177	0.124833333333333
MIP	0.527
ZNF442	1.0425
F2	-4.0915
GRIA1	-0.387875
GALNTL2	1.98833333333333
WNT5A	-0.7684
LENG9	0.044
hCG_25371	-1.7295
FOXR1	-0.375
TRA@	2.2669
PWWP2	1.09625
C1QTNF7	3.48666666666667
SLC7A4	1.59975
C4orf7	4.30775
C17orf80	-0.1305
KLK4	0.8055
IL31	-1.0325
TMEM176A	3.5635
CTNNB1	0.7475
BHLHB2	1.15075
TMEM185B	0.371166666666667
ARD1B	-0.83575
C1orf93	0.8035
BRUNOL4	-0.411333333333333
LOC541469	-0.675583333333333
UPK2	0.27175
GAS8	-0.414166666666667
PATE	1.2495
IMPACT	0.382
WNK4	0.188166666666667
HNRPLL	-0.806875
GAD2	0.4815
ITGA6	1.365
BMP15	0.126166666666667
CYP2A7	1.572375
RIC8A	0.376125
CCND1	0.855916666666667
USP35	-0.1285
DSCR2	-2.4175
CCL4	4.31066666666667
ZCCHC10	-0.387
NOL11	-0.80775
TRPM2	1.56358333333333
PSMD2	-0.594909090909091
CHTF18	-1.804
USP18	1.275
RRAS	0.523375
LAMC3	1.24625
TOX	-0.780666666666667
PCDH15	0.041
GABRG3	-1.42875
NUDCD2	-1.150875
SGCZ	0.473
KCTD17	-0.0478
SPSB2	-0.0045
TPPP3	2.23833333333333
CILP2	1.272
CALB2	3.34525
CEBPZ	-0.644833333333333
ZNF479	-0.07525
FMOD	5.30916666666667
C21orf66	-0.798785714285714
CLN6	-0.546833333333333
ANAPC1	-0.470375
SH2D3C	2.37675
PTPN14	-0.182
TRIM42	-0.069
APTX	0.108
SNRPG	-1.349
BMS1	-0.3845
MAGEA3	-4.377
NFATC3	-0.173666666666667
LRRC45	-0.7925
ARS2	-0.259428571428571
LRIG1	1.85183333333333
EPSTI1	1.8025
PRSS27	0.276
ERC2	-0.5725
PRKACB	1.17728571428571
PRDM13	-4.364
HCG27	-0.9195
KLK12	-2.5905
HSD17B7	-1.41333333333333
ZNF354A	0.1745
PCDH11X	-0.053
DMGDH	1.04425
PCBD2	-0.155
TMC6	-0.9385
RIMS1	0.093875
SF3B2	-0.2045
RCN1	0.169
CPB1	4.01275
BCAR3	0.95375
FCRLB	0.05375
PAK1IP1	-1.2085
OR10H1	0.352
KIF9	0.5635
PITPNM2	-1.03675
L3MBTL4	1.1545
TGFB1	0.0337
ZXDC	0.246
SLC6A16	1.012
SRrp35	-0.366
LRRC8E	0.7455
PPIAL4	-1.0045
EOMES	4.093
PAX2	-0.0195
SCARF2	0.245625
PSEN2	0.657
PCDHB13	-0.247
C10orf28	0.388125
DHRS7B	0.674642857142857
C1orf131	-0.58075
ASB1	-0.6335
ZNF223	0.47
LCMT2	0.4615
MEP1A	-1.41325
TMEM53	0.10025
RSPH3	0.5575
C10orf33	-0.708
LOC644285	0.88775
PTPN9	0.323833333333333
ABCA12	-3.331
CCDC37	-1.13525
RUNDC1	0.7296
YES1	-0.333166666666667
FAM120AOS	0.03
OR5M3	1.167
PPP1R3F	-0.0673333333333333
IL13	0.5744
MDFI	-0.655
PRNT	-0.17075
ZDBF2	0.182
OR10C1	-0.0525
CLIC1	-0.4215
LILRA5	1.07916666666667
CSAG1	-4.02266666666667
TREML2	1.2625
FAM125A	-0.352
ZNF74	-0.69175
FAM104A	-0.759875
LRRC39	-0.779
SAMD5	2.00775
HYAL2	0.886
HIST2H2AC	-0.800625
IGFBP5	1.91113043478261
NRTN	-0.51
KIAA0556	0.0913
FAM29A	-1.37455555555556
JMJD2A	0.32875
EPHB1	3.423
POLD4	1.344875
ANAPC10	-0.9145
LRRC36	-0.18175
MEGF6	0.277
LPHN3	1.66766666666667
BMP10	0.590333333333333
C21orf55	0.2295
CREM	-0.5880625
PTGER4	2.22116666666667
METAP1	-0.240625
KCNQ1	2.09316666666667
NR2F2	0.9695
SSFA2	-0.448
CTTNBP2	-1.294
BCL2A1	-0.262375
ZBTB24	0.080875
SLCO6A1	-1.154
PRDM1	1.4168
OR7D2	-0.505
CCDC47	-0.417
LOC646982	-1.3195
SLC26A6	-1.96566666666667
BIN1	0.4544
SRRM1	-0.219142857142857
PCSK1N	-1.289125
ALS2	-0.2154
ECT2	-1.74868421052632
CACNA2D2	0.321125
DOCK6	0.24225
C10orf119	0.381
FATE1	0.63625
DUSP23	1.586
TRIP6	0.149714285714286
NUP35	-0.7275
CDH3	2.26275
KLHDC8A	0.93775
C9orf116	0.183875
EI24	-0.057
CENTD1	1.7825
RWDD2B	-0.0543333333333333
DOCK1	1.2505
NPAS2	0.520125
NR3C2	3.30566666666667
FAM63A	0.960333333333333
INPP5F	0.016
FAM111A	-0.2798
MYBL1	-2.52408333333333
IQGAP3	-1.46416666666667
CRADD	-0.538
DUSP12	-0.969
PDZK1IP1	3.47575
VASH2	-0.399
CTR9	0.37525
VIL1	-4.80775
OR8U1	0.309
CCDC107	0.9055
PTTG1IP	0.220875
OR4X2	0.12175
COL9A1	-1.286
PSMD9	0.167
ZFP62	-0.1105
TIP39	-0.907
PARP15	2.0055
TTC19	0.424375
C1orf114	-1.80083333333333
GFPT1	0.1905
SLC27A6	0.7035
MRPS10	-0.3376
CALML5	3.93033333333333
TRPM7	-0.182
CGNL1	1.619875
CECR1	1.563
SERPINB8	-0.469
TMEM102	0.602125
PDIA2	-4.0115
NUCKS1	-0.702666666666667
HOTAIR	1.1035
EBI3	1.51875
NXN	0.87025
ZMYND19	-0.785125
FOXJ3	0.30325
EIF5B	-0.1375
EIF2B4	0.162
LEO1	0.10075
ZIC5	-0.0850833333333333
IL20	0.185833333333333
KIAA0415	0.3835
FLJ37357	0.2785
TSPAN12	0.8015
ACTR3B	-0.181875
TFAM	-0.659166666666667
IL17RD	0.328375
PARP12	1.492
KLHDC7A	1.959
KCTD4	0.755166666666667
GTF2H1	-0.0305
FLCN	-1.13616666666667
BIRC4	0.129125
LOC790955	-0.55
VKORC1L1	-0.68
CYP4F22	2.05916666666667
TAS2R5	0.5435
ZNF582	1.4365
HS3ST3B1	0.83775
CTNS	0.24775
STK36	0.100333333333333
MMD2	0.26275
RP5-1103G7.6	0.5025
FLJ23356	-0.056
CRH	-0.67975
C1orf182	-0.8545
ACP5	2.378
AMFR	0.5318
CA4	0.73625
PLCB4	0.36575
MPHOSPH10	-0.029
UNQ473	3.04116666666667
