Hybridization REF	TCGA-BH-A0HO-01A-11R-A034-07
PREP	-0.3225
ENTPD8	0.475428571428571
CHMP1B	-0.19825
SYT12	0.3934
MYH6	-1.8379
MAP3K13	0.608
KLHL30	0.392166666666667
LCMT1	0.105625
EIF1AX	-0.0230833333333333
FOXD4L1	0.6175
SLC24A5	-0.715
RNF166	-0.7526
TJAP1	-0.51725
TMEM156	3.54183333333333
ZNF239	1.39525
SNX19	0.585
GKN1	0.526
FCN1	1.2191
C1QL1	-1.8515
ATP11C	-0.555
ZNF35	0.376
CARD8	0.39325
LIMD1	-0.146666666666667
KIAA0286	-1.5635
XRN2	-0.766333333333333
CD6	0.0465
TOX3	0.960875
ZSCAN4	-1.16366666666667
RSRC1	-0.748125
COG1	0.548
PTRF	-0.655
C16orf35	-0.36525
FBXO24	-0.20225
CHST11	-0.85
THRB	-0.3224
MYBPC1	3.16675
RNF39	1.68066666666667
PSMD11	-0.6475
ALAD	0.498666666666667
EN1	-0.12275
SLC9A9	0.89025
GSTM4	0.1596
CDC42BPA	-2.11052631578947
RCSD1	-0.08775
LUC7L2	-0.6606
SPTBN1	0.1677
LOC146167	0.2615
BAT5	0.8671
ZNF452	-0.244875
LSM4	-1.1335
SRP72	-0.167
SGK269	-0.116
MTX1	0.44375
CENTA1	0.76775
UNQ9433	-0.301
ATR	0.147416666666667
DDX49	-0.3525
PAQR8	-0.898166666666667
C14orf174	1.78875
GBGT1	0.3285
THAP1	1.2865
OR10K1	1.7925
RASIP1	-1.17316666666667
DPYD	-0.3064
DOHH	-0.414
C18orf45	1.716
POF1B	-1.6893
ZNF552	3.46775
USP32	-0.41675
MED27	-0.947333333333333
C14orf149	-0.453333333333333
PRDX4	0.244833333333333
ABHD12	1.0229
AGT	0.42925
SLC22A14	-0.7185
C1orf58	0.88325
PILRA	-0.99625
ABCF2	-0.784875
C17orf85	-0.2148
TKTL1	-0.8015
FGF1	1.10435
IL6R	0.00766666666666666
VPS25	-0.41025
CHRNB2	0.14475
COL7A1	-2.9753
LRRC48	4.07116666666667
SPG20	2.42216666666667
COX10	-0.18075
GCA	0.59425
ECEL1	-0.1765
GLG1	-0.727833333333333
SRD5A2L2	-0.46
MUTYH	-0.877125
ZNF70	-0.1425
L2HGDH	-1.35425
GPATCH2	0.53025
ZNF655	-0.092375
ZNF227	0.502833333333333
MCOLN2	2.08616666666667
NQO2	0.04
KCNQ5	0.624
NEU1	1.753
QRICH1	0.10825
ZBTB20	0.698666666666667
RPUSD3	-0.783
EPGN	-2.02983333333333
TSN	-0.0275
SPRY2	-2.21683333333333
LZTFL1	1.5165
GMFB	0.588
PBEF1	1.4278
HBG2	-2.34175
TMEM8	-0.22475
PALM2-AKAP2	0.106
NFYA	0.474
FAM108A1	0.397875
PBLD	1.25775
NRG4	-2.36525
PIGF	-0.08975
PTGER1	-0.9095
NOS2A	0.972333333333333
C21orf34	-1.05716666666667
C21orf51	0.33575
IL17C	0.1355
TRMT6	-0.1805
ETV2	0.719833333333333
CCDC109A	-1.2705
MYLK2	-0.939
ATP10A	2.3421
DPH4	-0.00749999999999999
C5orf5	-0.141833333333333
KCNA4	-0.197666666666667
NMNAT2	-1.36483333333333
GLYATL2	0.0435
LSMD1	1.33125
IL23R	-1.5135
NRF1	-0.57775
MUC15	-2.49866666666667
PRDM12	-0.8725
PAQR4	-1.00385714285714
RBBP6	-1.6494375
IFI27	4.06525
SKAP2	-0.0755
TAGAP	2.47625
TJP3	2.14
C9orf61	4.05525
IDS	0.1695
PARG	0.113
LOC131149	0.172
DYRK4	0.335833333333333
MICALL1	-0.647
GALR2	0.04
GPBP1L1	0.354
TBX21	3.5165
KCNJ6	0.193
GGN	0.56375
CASP5	1.02466666666667
RNF182	-5.923
BRD4	-0.144
DOK4	-1.084125
SLC46A2	1.91016666666667
SOX9	0.762916666666667
ZNRD1	-0.3185
PRR6	-3.76475
FAU	-0.069125
DTNB	0.368
CARD9	1.02275
STS-1	-0.00366666666666665
SLC4A5	-0.0695
NSBP1	-0.424
UGCGL2	-0.0455833333333333
POTE15	0.922
NOXA1	1.538
RP13-347D8.3	0.69925
SAMD10	-0.0865
EP400NL	-1.47575
TCF21	-0.47175
AMELX	0.69525
JPH2	0.1798
SLA	2.22525
DLST	-1.05916666666667
SEPT12	0.982
RGS20	-4.00675
LXN	0.558
ZNF419	0.195875
UPK3B	0.1955
RELL1	2.2115
ESPNL	-1.8235
KLHL21	0.371375
PI15	1.2665
C2orf61	-0.724
LOC407835	-0.297166666666667
RER1	0.411416666666667
ELAVL2	0.641
MGC26718	-2.079
KLF2	1.97175
TNFAIP8L3	0.80875
TFE3	0.24725
C11orf17	0.20525
15E1.2	-1.21225
SNRPC	-1.15225
DLGAP1	0.07425
PGLYRP1	0.324125
OVCH2	-1.853
IRF7	1.8237
SET	-0.8321
NAB2	-0.808666666666667
LRP5L	-0.6235
FAM120A	0.7341875
ASCL2	0.289666666666667
SHH	0.1555
ATP5H	0.335
THPO	0.643166666666667
TYRP1	-4.35033333333333
HIST1H3E	0.747833333333333
EIF2S1	-0.2105
TNFRSF17	-1.791
TARSL2	0.76175
NKX2-8	0.766375
C1orf115	2.781
LOC56964	0.5905
KIAA0841	-1.44725
ISCU	0.3395
TTMA	-0.264
ZNF414	0.1955
LOC441150	0.709
RAB15	0.60625
HBP1	1.03983333333333
TNNT2	-1.85983333333333
CECR5	-0.68625
PHGDH	-2.828625
JRK	-0.5343
XPO4	-0.495375
FAM131C	0.55
ARHGAP25	1.57916666666667
CA9	-3.637
GPR62	0.268666666666667
TLX1	0.149333333333333
GPS1	-0.09925
OR2M2	0.0115
BDP1	-0.3635
FAM70B	0.72225
RPS29	0.124083333333333
MKLN1	-0.2073
TSPAN19	-3.1945
SLC29A3	2.2794
LGALS4	-0.907333333333333
USH2A	0.0381666666666667
NF1	0.116333333333333
APOBEC3A	3.189
IMPAD1	0.208
OLR1	3.28383333333333
NRAP	-0.107
HCFC1R1	0.515333333333333
TAOK2	-0.0995
MCM10	-2.85616666666667
MAP4K3	-0.0893333333333333
CBS	-1.56725
CLK3	-0.6853
PCDHGA5	0.3795
ELF4	0.587
FAM71A	-0.6475
C11orf49	0.245
CLIP2	-1.20925
BTBD9	0.5393
ZNF524	1.60225
KDELR1	0.177
ZNF509	0.026
NCSTN	2.037
ZNF533	-0.269571428571429
PARP4	0.1935
GALNT9	-0.620166666666667
NPY	-1.13225
BEGAIN	-2.54033333333333
TMEM77	0.601166666666667
FOXRED1	-1.32283333333333
SLC16A2	-0.717833333333333
SLC35B1	-0.2045
GK5	0.00683333333333334
SDCCAG10	-0.85
C4orf20	0.67375
SLC9A2	-1.836
ADD1	-0.246785714285714
TAL2	-1.18816666666667
ACLY	0.094125
DNAJC1	1.533
SOST	-1.3885
USP43	2.14483333333333
CYP4F12	-1.68175
FKBP5	1.4415
CHCHD5	1.008
NUDT22	0.51425
CCDC85B	-0.305
OR51G2	0.527
STRN3	0.2835
TMOD2	1.15225
FLI1	0.33725
MAB21L2	-0.166
DGKQ	0.64375
VPRBP	-0.331666666666667
SCNN1B	-0.6579
ECHDC3	1.9156
TMEM106C	-1.22075
CSNK2A2	-0.9695
RPL39	-0.2034
HERC3	0.5705
ZBTB47	0.756
ZNF681	-0.24575
PAGE2	-2.02075
CLIC5	2.11021428571429
RABAC1	1.8325
ZFHX2	1.11675
YPEL1	-0.815833333333333
KIAA0776	1.1445
NR1D2	0.2
DNAJC4	1.371125
NPNT	3.3088
ZNF677	-0.5955
ZNF536	-0.91125
MEF2B	0.392333333333333
PTPN4	-0.559375
CTCFL	-4.223
STX5	0.652333333333333
CD72	2.297
VEGFA	-1.09684210526316
XRCC1	0.1316
MAS1L	0.594166666666667
ELL	0.1947
SETBP1	2.37325
CDH11	2.31666666666667
NDC80	-1.80046153846154
DMBX1	-3.113
NRSN1	0.583833333333333
BAT2D1	-0.285625
CDS2	0.360333333333333
C1orf212	-0.323333333333333
SENP3	-0.948
IL1F9	-0.5045
EEF2K	0.108125
COG8	-0.253
CEP72	-1.98525
OR1L8	0.413
MUS81	-0.689416666666667
PHYH	0.866
GGT6	-0.979
C22orf23	-0.378083333333333
C13orf33	1.6385
MAPK8IP2	2.0815
NELL2	-1.4785
POU3F2	-2.62533333333333
ALPK1	1.80425
MRPS18C	-0.20875
RPLP2	0.610375
FGF22	-0.2995
SPNS1	-0.685333333333333
ZFP1	-1.05025
IL1RAPL1	-1.3505
PCSK9	-3.41616666666667
NKX2-1	-0.500571428571429
C6orf189	1.943
SP4	-0.7505
SLC11A1	2.453
C21orf25	0.2565
ICAM2	-0.15575
SH3GL1	-0.5705
GSK3B	-0.597
RALB	0.851375
PDXP	-1.263
GNGT1	-3.45925
KIR2DL1	0.7125
TNFAIP3	0.0865
C6orf32	-0.5065
CBLN2	-1.5695
PANK3	1.312375
TAAR9	0.542
WDR82	-0.756071428571429
APOM	-3.59975
TRIP10	-1.02675
SPATA16	-0.0315
C1orf135	-2.602
USP51	0.312
TESK1	0.9435
C11orf64	0.201375
ZNF611	-0.6195
PDE6G	0.1
HLA-DQA1	4.022875
GCLC	0.705875
SEC61A1	0.204642857142857
TWSG1	2.5965
ZMYND10	3.208
CTDP1	-0.194
ADAMTS6	-0.663
SLIT1	-1.43225
KRT86	-1.6395
KIAA0574	3.58175
GTPBP2	-0.4272
PQLC3	0.50475
PRRX2	-0.943166666666667
C15orf44	-0.222833333333333
MKKS	-0.697125
C11orf10	0.191
GPR110	-1.14025
CD109	-1.59475
ADCY1	0.1995
RHBG	-3.56225
TP53I3	0.46275
SLC22A3	-1.75266666666667
UCP2	-1.3085
FOXG1	-2.6138
OR2AG1	0.5645
TRIM24	-1.62025
PROC	-2.418125
TAAR6	0.644
AMTN	-0.968
C10orf47	0.934833333333333
DEPDC1	-2.64475
FLJ45557	8.43625
ZDHHC17	-0.694375
KIAA1429	-0.007
KCNH1	0.65075
VNN3	-0.240625
PSMAL	3.072
PPARD	-0.003
HFM1	-1.81925
YBX1	-1.50416666666667
ZNF695	-2.45125
SCTR	-0.0723333333333333
DCDC1	0.749
VPS26B	0.4411
MTF2	-1.79166666666667
ATP6V1F	0.20175
CCDC94	0.03025
PERF15	0.261
CCL11	3.1605
LMO7	-1.591
DCST1	0.145
ADRBK1	0.344375
CDRT4	-0.84875
ZNF84	-1.15225
HOXD8	-0.0045
STARD8	-0.187666666666667
FOXP2	-1.20575
CCDC103	-0.3135
POLR3A	-1.0368
GSC	2.87183333333333
ZNF114	-1.96883333333333
HTR7P	0.0915
LALBA	0.381
RMND5A	0.267166666666667
PSCD2	0.526
ZNF409	0.573
KRTAP1-3	0.351333333333333
MAF1	-0.68425
LOC201725	-1.27083333333333
NRN1	-2.583625
SPAG5	-2.92633333333333
DNAH7	2.517
FLJ43860	0.88
BRCA2	-1.01925
ACADM	-0.4955
CXXC6	-3.965625
RAGE	-1.077625
CHMP2A	1.37675
FAM8A1	0.8135
GPR21	0.2425
SLC12A3	-2.67533333333333
FVT1	0.853142857142857
ZDHHC7	-0.893875
FLJ44048	0.212
SLC44A3	2.763
SDSL	1.3595
MMP8	-1.596
PLA2G12B	-3.28016666666667
ACY1	0.08475
MT1E	-1.99716666666667
OR4K15	-0.1075
TECTB	-2.1765
GPR20	0.578625
IRAK2	0.1685
RFPL3	-0.25325
MYO9A	-0.40525
NARG1L	-1.00875
BLMH	-1.370625
CCDC3	2.171
C9orf21	-0.3775
KIAA0513	0.129166666666667
MIER2	0.14975
PNMA2	-1.43608333333333
SH3BP2	0.9203
ANXA10	-2.88325
RTN2	0.786333333333333
TFB1M	-1.495
PRPH2	4.66025
C14orf133	-0.12575
GOLGB1	1.06058333333333
IRX4	0.1655
NFKBIL1	0.437666666666667
C10orf62	-0.3145
APBB3	-0.49275
RPS10	0.6436
LOC728378	0.444
TLE3	1.62155555555556
PSMB7	-0.43675
MESDC1	0.445
SLC6A1	0.210333333333333
OCLN	1.02808333333333
PTTG3	-2.33433333333333
NAGLU	1.1315
SERTAD4	0.946875
SPRY1	0.03875
FLJ10781	-0.639083333333333
MYSM1	0.19625
TRIM4	0.977142857142857
SH3YL1	1.3405
TREM2	4.61383333333333
SERPINI1	4.658
HDHD3	-0.011375
TMEM38A	-0.165875
EID2B	-0.831
TDRD3	0.36
SEDLP	0.79825
THSD7A	1.8165
NDST3	-2.1775
KLHL15	-0.501916666666667
DHRS12	2.726
FBXO9	0.0972857142857143
TNPO1	-0.340416666666667
MRPL13	-0.804833333333333
SNX5	-1.43866666666667
METTL6	-0.37825
SOD1	0.249875
CHML	-2.13483333333333
PACS1	0.140875
SIRT5	-0.6408
CAPN2	0.935666666666667
FXYD5	1.013
TWISTNB	-0.462375
LRFN1	0.487833333333333
UBE1L	2.56125
UBE1C	0.5805
OR51B2	-0.17075
OR4D11	0.413
C15orf2	0.257
NR4A1	0.0566666666666667
LOC339047	-3.01375
TRIM17	-0.38125
ATP5G3	-0.0642142857142857
RPL15	-0.442666666666667
ADAMTS8	2.37875
HOXC4	0.133
C14orf37	0.99
CEACAM5	-0.3455
MYT1L	-0.23
RASA2	-0.600125
OSBPL7	-0.706
STAG1	0.0355
GIMAP4	5.14983333333333
FUT3	-1.13833333333333
PIF1	-3.177875
LPIN2	0.1501
SH3PX3	0.42375
PDP2	-0.168
PAPD1	-0.012875
ERP27	4.1185
APOOL	-0.0221
DIABLO	-0.541
TRHR	0.478285714285714
ARMC9	-0.099
RNF152	2.1575
SLITRK3	0.137666666666667
ZNF211	0.1089
PFDN1	-0.46475
RGS11	0.69225
HS6ST1	1.3291
AKR1D1	-1.69066666666667
TNP2	0.339
STK31	1.587
EML4	-1.65758333333333
SGTA	-0.665166666666667
HIST1H2BI	0.0983333333333333
PSMD6	-1.1765
KIAA1257	1.36675
C18orf55	-0.450833333333333
FLJ20273	2.14875
RPL28	-0.296166666666667
EPYC	2.709
NOX3	-0.5865
ELAC1	0.765166666666667
METT11D1	-0.983
BIN2	0.2955
NACA2	0.60475
CCDC17	-1.449
HM13	-0.4627
UBOX5	-0.80275
UBE2O	-0.403375
UBL5	0.30075
APOLD1	1.071375
C9orf31	0.725
TNFSF8	0.696
ARHGAP29	-1.474125
PROKR2	0.1755
PDE5A	-0.5865
C6orf12	-0.8695
TOM1L1	1.1685
WHDC1	0.775625
FOXI1	2.64683333333333
RAB4A	1.5099
TMEM39B	-0.46
ATPBD1C	-0.46375
FARSA	-0.375833333333333
PLEKHG5	0.154
CMAS	-0.897333333333333
OR7E24	0.521
SLC30A1	0.03525
CDC42EP5	0.811166666666666
PLAC1	1.76
KLHL18	-0.1955
LBA1	1.458
TAZ	-1.23425
CRIP2	1.309125
BTBD11	-1.68133333333333
C16orf72	0.76475
DIO2	1.6237
LRRCC1	-0.282333333333333
CCDC136	-2.46
PRX	0.15325
RBM5	-0.9018
TMEM85	0.33375
TUBGCP4	-0.952
APLN	0.7765
CDK7	0.228833333333333
SSR2	1.36916666666667
CRELD1	0.47775
C19orf46	2.8345
GAL3ST4	0.830166666666667
KBTBD10	1.1795
IL28A	1.0275
WDR27	-1.248
MCM2	-2.39716666666667
SOX14	0.05
FLJ39743	-0.0465
KIAA0922	-0.058375
HIPK4	-0.69
FLJ25758	0.425
C16orf57	-0.746583333333333
PDZD2	-0.408875
MCC	1.282625
HHLA3	0.1465
ID2	-0.8005
C20orf23	2.95375
ZNF688	1.54725
APOC2	0.420333333333333
LOC440093	-0.28475
FAM50B	2.24033333333333
PWP1	-0.493
DNAH10	-0.35075
HIST1H2BA	-0.0305
GPR56	-0.5525
METAP2	-0.495375
PAN3	0.0498333333333333
STXBP4	0.14575
PDHX	0.0895
MTA1	0.221916666666667
ZBED4	0.284125
ZNF720	0.00125
CDK2	-1.81075
RHOJ	0.17225
CDC37	-0.605666666666667
ZER1	0.395625
GRK4	0.831
PRPH	-0.71725
POLR2A	0.942125
OGFOD1	-1.532
NOL5A	-1.69575
PHEX	-0.318
FLJ16478	-0.14775
C20orf117	-1.538875
CAMTA2	0.7825
C11orf74	0.511333333333333
DDX17	0.186416666666667
C5orf27	1.84925
PLEKHA2	-1.4666
PDE4DIP	0.5672
SCN7A	0.707
ZNF559	-1.786
CXCL10	4.16925
ZMYM4	0.165166666666667
STK32B	2.57946666666667
KIAA0888	-3.3428
TACR3	0.4305
CKAP2L	-1.6275
KIF1A	-1.21183333333333
RSPRY1	-0.00850000000000001
VCAN	0.223
CYP27C1	-0.1465
SYDE1	-1.66633333333333
MED12L	-1.05475
ZDHHC21	1.24125
NHS	-1.1625
TM9SF3	1.39266666666667
DDHD1	-0.48875
MAFG	-0.465
BICD2	-1.1756
C14orf119	-0.2892
C14orf43	0.490785714285714
CDH7	2.67025
ALKBH5	-0.013
JUP	0.945375
TMEM41A	-0.703833333333333
MAMDC4	-0.871833333333333
CBX3	-0.326375
LRRC18	0.64675
RBMXL2	0.2505
PLA2G4D	0.758333333333333
FGF13	3.23925
KIF3A	0.5445
PDIA6	-0.176
DCXR	1.535
CASKIN2	0.44875
EHD1	0.131333333333333
MARCKSL1	-1.12266666666667
ZNF496	0.0373333333333333
SCAF1	0.0693333333333333
KCTD8	-1.32
TRAF3IP3	1.08892857142857
LSR	1.30575
CXorf1	0.337333333333333
C14orf112	0.855666666666667
EIF2B1	-0.50075
OMP	0.198
GSTZ1	1.045
LOC92017	0.605
ISLR2	0.47
C12orf36	0.82
GATA2	-1.31416666666667
GABRA5	-2.541
CELSR2	-0.114285714285714
STAM2	0.8578
TNAP	-0.0535
PTPMT1	0.193666666666667
GRP	6.3145
SV2A	-1.4335
MAGEA12	-4.29575
CACNG1	-1.2485
C18orf19	-0.753
GSG1	-0.501
PTPRJ	1.06764285714286
FRMPD1	0.383
ZNF668	-0.12875
PLEKHJ1	-0.80025
ADAT1	-1.5294
TMEM50A	0.9214
UCN3	0.3855
HOOK1	1.35125
IL17B	-0.6
MLKL	-0.154166666666667
TTC14	-0.336333333333333
KLHL5	1.636625
CRYL1	0.920666666666667
FOXH1	0.1705
NFYB	-0.365125
PPM1G	-0.823
GOLGA2LY1	-2.6255
NMT1	-0.430875
HADHA	-0.6029
CHSY-2	1.70925
PLEKHF1	-0.0624285714285714
SAGE1	-2.0055
MUSTN1	0.1795
SUHW4	1.74575
TFEB	1.60483333333333
ZFYVE27	-0.0755
ATG12	-0.148333333333333
BMI1	1.43885714285714
ZIM3	0.592
MYH4	0.0616666666666667
MASP1	-1.08075
KIAA0984	1.5035
RPAP2	-0.32975
ASB5	1.6145
BOLA3	-0.3
MIA3	1.66816666666667
KRT35	0.507
KIR3DL3	-1.795
MRPL51	-0.5315
SEMA3F	0.964166666666667
NDUFB2	1.07216666666667
LOC253012	5.933
FAM46C	0.3499
G6PC	-1.80057142857143
CSAG3A	-4.59416666666667
PREX1	1.362
SLC25A45	0.258375
MAPKBP1	0.3334
CPE	0.3198
GNB1	-0.75725
CXCR6	1.004
TRIM46	0.15325
C16orf3	0.233333333333333
HPSE	1.22475
TIGD3	0.9705
SPG3A	2.5805
LCAT	-2.0475
ST6GAL1	-1.28677777777778
POMC	0.73375
FLJ36031	-0.945166666666667
NSMAF	-0.575166666666667
SKIL	0.307
ADSS	0.235
HMGCS1	-2.3085
POLR3F	-0.557166666666667
RAB10	1.169875
ZNF277P	-0.32
ZBTB7B	0.833
DHRS1	0.6475
ABCC13	0.00474999999999998
CNOT3	-0.0415
NFKBIA	0.67875
GAK	0.00133333333333334
SFT2D2	1.76266666666667
HOXA6	0.2395
CRTC1	0.179875
LY6D	-0.132833333333333
C20orf72	-1.181
CPT1A	-0.02375
LMO1	3.018
EIF3I	-0.16075
PRB4	0.512
MCM3APAS	-2.1685
C20orf132	-0.5466
FOXF2	-3.25225
S100A12	-0.2235
MLH1	-0.019
ACTN1	0.4411
MRPL36	-0.279833333333333
C20orf106	-1.20125
FBXO6	2.07733333333333
MKS1	-0.557833333333333
CX3CR1	0.54
PDE1B	1.115
PLP1	-3.68225
KISS1	0.235166666666667
C14orf2	-0.0998333333333333
TBC1D3P2	-1.5235
COMMD6	1.5428
ANKRD7	-2.041
PTCHD1	-1.88375
NARS2	-0.719
DOCK7	-0.859125
FAM127B	-0.13175
LOC390243	-0.02
N6AMT2	0.9935
ZNF391	-0.2685
DNAJB14	0.412666666666667
WRB	0.68675
BPI	0.22175
TTC4	-0.891166666666667
FAM10A5	-0.302
GOT1L1	0.0592
MAGED1	1.049625
RESP18	-0.04225
WFDC6	-0.5955
MT2A	-2.303
C11orf56	-0.12075
KIAA1432	0.1485
ROR1	-1.577375
HSD17B14	2.455
ZFAND2B	0.42525
SAMD4B	0.2385
HEXA	0.805
HNRNPU	-0.135909090909091
USP39	-0.577625
NRD1	-0.42425
R3HDML	0.41875
FLT4	0.2455
OMG	-0.368666666666667
OR52N4	0.846
LOC399818	-0.1275
ELA2	-2.356
VENTXP1	0.213
RFC5	-2.058
OR52L1	-0.213
PAX5	0.2495
FBXO2	-0.79775
GMEB1	-0.3835
AKT3	-1.0145
CRB1	-1.44533333333333
CTTN	-0.155666666666667
UTP15	0.0358333333333333
HSBP1	-0.9185
PHF11	2.2955
NDEL1	-0.0636666666666666
USP8	-0.068
BAIAP2	0.1714375
SI	0.325166666666667
ARSJ	-2.35833333333333
BAAT	-2.51
KCNS3	4.56033333333333
LOC126147	-0.306166666666667
TMEM37	-0.612
C1orf162	3.81266666666667
MBD1	-0.0996
ITGAL	0.303833333333333
WDR73	-0.449333333333333
GKN2	0.276166666666667
ARFGAP1	-1.652875
SLC5A8	7.025
ZBTB40	0.0527
CYP4B1	3.212
LYPLAL1	0.7045
CHST3	-1.6925
MAP3K9	0.1925
BTAF1	-1.568
TFAP2E	-0.256
RBM35B	-0.168
LOC441251	-0.505333333333333
ANKRD25	-1.5785
UQCRC2	0.8145
MAEA	0.273
HYAL1	-2.7991
RNPEPL1	0.683833333333333
CPSF2	-0.220375
PSD3	1.7348
ABCA13	-0.708625
AGR2	2.864625
GBX1	-1.0755
HDLBP	0.897071428571428
ACY3	-0.83675
HECW1	0.4815
ZNF519	-2.38925
HOPX	3.60325
ZNF304	0.905125
OR12D3	-0.689
FKSG43	0.045
METTL1	0.262875
MFSD3	1.4649
PSPH	-0.99775
CLCA3	-0.291
DARS2	-0.729666666666667
CDC25A	-2.44916666666667
BAIAP2L1	-0.3345
B3GNT5	-0.5305
USP29	-1.365
ARHGEF10L	0.2722
ATOX1	0.344
ADAM30	0.15325
DNASE1	-1.595
STT3A	0.9535
RAB6IP1	0.3395
PTN	0.0096
C1orf106	-2.27292307692308
HECA	1.457
RNF122	0.367
SLC22A18AS	0.244666666666667
GNG8	0.589
ELP4	-0.6855
FAM65A	0.129833333333333
RPL10A	0.00166666666666666
IRS4	0.564
MACF1	1.2587
SEC24D	0.639
LOC374395	1.0865
TGFB2	0.309625
MDFIC	-0.1515
CHRNE	0.590833333333333
PCMTD2	-0.281833333333333
ATP6V0D1	-0.372833333333333
MTA2	0.16175
LZTR1	-0.594166666666667
RAP1A	0.6495
AXIN1	-0.683125
POLR1C	0.245
TRIO	-0.1715
PLXNA4A	-0.353416666666667
C5orf33	-0.06625
DEPDC1B	-3.107375
ZNF473	-0.575833333333333
MTM1	0.715875
GPR107	0.387333333333333
CSNK1A1L	0.1905
FLJ14154	-0.35125
NLRC4	4.81925
ENPP4	3.3025
PADI3	-0.7115
RNF170	0.24475
CG018	0.863
C16orf7	-0.4
KCNE1	0.55525
NRM	-1.2785
SLC37A3	-0.0909285714285714
TPD52L2	-1.82
UNC5B	3.68875
C12orf12	0.166333333333333
SDHB	0.14275
CLRN1	0.174714285714286
NUDT10	-1.76066666666667
UGT3A1	0.16475
FBXW8	-0.258125
RHOF	-1.096625
PTPLAD1	-0.08975
MYO3B	0.5865
DERA	-0.6825
TPP2	-0.1695
C19orf53	0.0926666666666667
GINS3	-1.5995
ST6GALNAC5	-0.988
CHSY1	-0.61
MGC15705	-0.9215
GPR83	0.158166666666667
EXT2	-0.018375
DOLK	0.84925
TUBAL3	2.3345
ACVRL1	1.927
ABL2	-0.509166666666667
C14orf156	-0.293
PTPRZ1	-3.321375
DIP2C	-0.17375
LAMP1	1.111
RXRA	-0.1255
MAP3K5	2.70525
ALKBH1	0.1715
PDLIM7	-0.727875
ARL14	-1.7605
SNIP1	-0.277333333333333
TIMP3	0.707333333333333
RGS3	0.0638333333333333
SPAG16	-1.3216
ABHD4	-0.539
ARHGEF12	0.91125
GLUD2	-0.4715
RAC2	-0.7365
UAP1L1	-0.994
SLC18A3	0.3535
YOD1	-0.408333333333333
RALY	-0.7415
HMOX2	0.29725
DGKH	-0.575
DBNDD2	2.64483333333333
YIPF4	1.1585
THAP10	-0.05275
ZNF513	0.3925
HAGHL	0.682166666666667
ITGB4	0.816333333333333
CCDC141	-1.8145
YTHDF3	0.80575
C5orf28	0.86125
RPL7L1	-0.647375
TMEM30B	1.73307142857143
ANKRD35	1.0355
DUOXA2	-0.262
TBC1D5	0.175125
DFNB59	-0.0775
HRH4	0.858
MYO6	2.6012
DNAJA4	1.888375
RBM24	-0.56375
CEACAM20	-0.8715
RBM23	-0.148214285714286
NGFB	0.1375
C1orf63	-1.5262
KRTAP7-1	0.0415
PERLD1	1.54175
NPB	0.365
C17orf59	1.3218
HSPBAP1	-0.66625
SLC15A4	-0.31525
PRTFDC1	-0.983
OSMR	-0.357071428571429
CYSLTR2	0.565
C19orf25	0.301
KIAA1797	-0.2785
NLRP6	0.246
FAM105B	0.19
SCRN2	0.2215
LRRC58	-0.6905
RNF17	0.5695
NEIL3	-2.9245
FAM137A	-2.11975
SKP2	-3.28975
PARVA	1.24425
PKLR	-1.6805
RNF34	-0.3245
A3GALT2	0.666
C12orf50	0.1335
SUNC1	-1.523
FAM102B	2.56783333333333
CCT2	-1.117
LRRC37A2	-1.9005
ARF4	0.779
SIKE	-0.045875
C8orf48	2.52216666666667
MBTPS1	-0.0788571428571429
GPSN2	-0.2915
NCF2	3.56125
SLC12A6	0.107166666666667
MRPL48	-0.19325
HMGN3	-0.3305
LRRC62	-1.21
PAX9	-2.4745
FAM55A	2.7465
C20orf42	-2.08633333333333
SCML2	-1.91716666666667
BCL9	0.71675
FAM40A	-0.35225
C9orf41	0.3295
ZNF774	-0.0305
LETM1	-0.277
PLXNB1	0.198333333333333
NIPSNAP1	-0.069125
USP10	-1.76375
F9	0.46725
LIPE	2.2305
CNGB3	-0.478
C12orf52	-0.28125
PI4K2A	0.14075
MED8	0.076375
STAT4	0.488
FGD4	0.5485
RNF145	-2.54866666666667
WDR32	0.2409
CLDN2	0.334166666666667
TCEAL8	0.64975
ZMYND8	-0.855
PDXK	-0.52465625
GATAD2A	-0.56675
PTGES3	-1.2455
CCM2	-0.649
TAP1	1.371375
ZNF670	-0.7255
ETS2	-0.183571428571429
C6orf166	-0.031
PRMT2	-0.2675
OR4B1	0.3225
INTS8	-0.485
CCDC102A	-0.4565
CCDC83	-1.06266666666667
ITGA1	-0.1492
EPHA5	-1.8463
FAM24B	-0.930166666666667
TSGA10	3.88925
HAL	-2.61683333333333
MYOT	0.192
SPACA3	0.2785
BCL2L2	0.1495
CUGBP2	-0.0968333333333333
CCNB3	1.96875
RNF113B	0.248
MERTK	2.142
BAG1	1.22425
VPS36	1.00775
ORMDL3	0.4268
C1orf190	0.1025
ZNF625	-0.48975
CORO2B	-1.74425
ALOX15	-0.4575
CST1	2.77
NUPR1	1.86466666666667
CCL7	0.33
SMCR5	-2.915
DSC2	1.539
RBMS2	0.398
GRIK4	-0.807
TRIM65	-0.1082
TMPRSS6	1.68957142857143
TP53INP2	-0.36725
GLB1L	1.1935
LOC388284	0.515
PUS1	-0.885428571428571
BCL9L	-0.618
OLFM1	-1.37816666666667
RET	2.211375
MASTL	-2.0575
ALX3	0.152
