Hybridization REF	TCGA-BH-A0BV-11A-31R-A089-07
ZNF333	0.816
DALRD3	0.563
OPN1SW	-0.122
BTBD6	0.69925
C11orf82	-3.3895
OR5P3	-0.0925
DUSP11	0.77575
L1CAM	-1.773
NEK11	2.08833333333333
OR7E91P	1.3055
CNTN3	3.9351
CREB3L2	-0.37025
ZBTB37	-0.1525
KIAA1324L	0.20375
NDUFB10	-0.446666666666667
NUDT2	0.42
GTPBP8	-0.29925
CACNA1D	0.6685
PRKAA2	-0.4495
PRDM8	0.1375
MGC16075	-1.03433333333333
KRT14	2.83785714285714
PP8961	-0.179125
MRPL18	-0.23575
ABCG2	0.48
PACRG	3.15025
BBS2	1.0465
KREMEN2	-3.735
FBXO21	0.69075
HNRPUL1	0.00516666666666666
GRB10	0.4085
CLSTN1	0.709875
LMAN2	-0.2175
C17orf61	-0.2385
NIPSNAP3A	0.9525
INSIG2	-0.994
PCDHB7	1.34266666666667
STXBP2	0.082625
CMAH	1.64866666666667
SEMA5B	-1.05275
ZNF155	0.4605
COQ6	-0.212833333333333
PRPF4	-0.989
TSPAN15	1.3709
VN1R5	0.3395
LATS2	1.042
SELK	0.1225
PGK2	-0.068
MS4A1	-1.46325
TYW3	-0.4858
KRTAP5-1	-0.272
RCCD1	-1.55166666666667
BTN1A1	0.56125
DDX28	-0.19575
TMEM65	0.84275
LOC92345	0.1275
TTC31	-0.31725
WDR46	-0.793333333333333
CHP2	-0.246166666666667
LSP1	0.49525
ZNF542	0.26125
EXOSC1	-0.30525
ARHGAP18	-0.402666666666667
LRRTM4	-0.734
MAOB	3.48816666666667
CACNB4	1.156
MGC33846	1.10625
RANBP3L	1.157875
ATP5L	0.299375
ONECUT1	-3.846
NUDT9	0.42175
TMEM149	-1.3595
STX17	0.4155
IGSF10	-0.19025
TMPRSS9	-0.264
BMPR2	1.14281818181818
ALLC	-0.09025
KLF7	0.634625
GCC1	0.4986
TIMM9	-0.17375
CDO1	3.69066666666667
MGC10701	-0.525
IFI6	-0.199166666666667
FRMD8	0.95625
MGAT2	-0.08025
WBP5	0.551166666666667
CNIH2	-0.50775
KIAA0907	-1.3313
KCNH8	2.533
CTSG	0.2815
GRIK1	3.40633333333333
CUL5	0.61725
FRMD1	0.3215
OR9A4	0.4655
SYT6	-1.748125
FOXD4L2	0.03275
ANAPC2	0.0566666666666667
OPN5	0.11
TAF13	-0.53725
LYG2	-0.68225
GGNBP1	-0.046
C11orf40	0.115
OTX2	-0.9825
REG4	-0.0318333333333333
EIF5	-0.379875
PALB2	-1.07225
SEPSECS	0.018
RNASE3	-0.43775
TRIM49	-2.1415
POLR2K	-0.5997
GPR42	0.107
C8B	-3.20275
SASS6	-0.7745
PREB	-0.760666666666667
OR3A3	0.2415
TUBA8	0.699375
IGLV2-14	-0.978
STIL	-2.706
ANKFN1	-0.792166666666667
NME7	-0.31425
HOXC12	-1.288
UBE2C	-3.322875
FHOD1	-1.0485
CDK2AP1	0.310166666666667
OR6K2	0.138
DHPS	-0.4235
RPL5	0.4915
TRGV5	-0.3545
LOC541472	0.955875
HCCS	-0.1283
DENND1B	1.3955
LHX3	-0.429
OR5D16	0.1065
CXorf57	-0.881666666666667
IRF2BP1	0.965
NDST2	0.2195
LCE3D	-0.188
BOLL	0.00650000000000001
SYT3	-1.129
PIH1D2	0.20525
C20orf7	-0.806
IL1R2	1.00966666666667
SLAMF9	-0.042
PPME1	-0.872375
PIK3CA	0.6985
TRAPPC1	-0.070625
COLEC10	-0.91325
SLC9A6	-0.715333333333333
PDDC1	-0.452916666666667
CCDC53	0.3225
GK3P	-1.53725
DAZL	-0.57225
BRI3	-0.21925
SDK1	0.599125
CYP2C18	-0.20475
IFI44L	1.844375
RPL3L	0.5975
FUT9	2.04716666666667
KIFC2	-1.15033333333333
PMP2	-0.22425
SLC4A9	-0.3305
PLAG1	-1.77933333333333
MYCBP2	0.662666666666667
OR4E2	0.1665
CCDC65	0.6795
C16orf82	0.0655
ENTPD4	0.049625
BRP44L	-0.00612500000000001
PMP22CD	-0.27025
TMCO4	1.73366666666667
KCNN1	-0.435
WDR35	0.04975
CCDC80	2.829625
C3orf31	-0.80875
SLC7A9	-0.89675
TMEM190	-1.353
DBC1	1.59016666666667
FADS3	-0.1425
PDZD8	0.0513333333333333
GRM5	-0.000124999999999993
AZGP1	4.0385
PEX3	0.7135
MED1	-0.345142857142857
ATG4C	-0.610166666666667
HNRPH3	-0.404625
FAM109B	1.99125
C4orf17	-0.298
CA10	0.0145
OPRD1	-0.0415
CCL16	-1.625
SACM1L	0.51925
CST6	3.7105
CD63	0.4073125
LGI1	-0.9875
ZNF784	-0.21725
CRYBB1	-1.692
CX3CL1	2.89865
TOP2A	-3.618375
GYPB	-4.25883333333333
GADD45GIP1	-1.11525
FEN1	-2.644875
IGF1R	0.663625
WDR72	-2.08233333333333
PURG	0.288
DEFB126	-0.72525
PKD1L1	0.19075
CAV1	0.2693
GNPDA2	0.7652
DGAT2	2.598625
NLGN1	-0.09425
STRBP	-0.229625
HPRT1	-1.70933333333333
FANCI	-3.43975
PSMA7	-0.8105
DBF4B	-1.08233333333333
TTF1	-0.23525
RAD54L	-3.749
ELOF1	-0.119
PLAGL2	-1.02075
ZNF256	-0.018
HMGCL	0.21675
MSI2	-1.1745
RPESP	1.57416666666667
C11orf60	0.65025
ABCD1	-0.7185
ACAA1	0.5469
SPARCL1	5.62571428571429
IL6ST	1.7731
ZNF319	0.97575
TMEM109	0.2871
FAM90A1	-0.677666666666667
IL22RA1	-0.8265
ATP4B	-0.0275
TEC	-0.271166666666667
C7orf30	-0.9015
TXNDC2	-0.772166666666667
ABCB4	-0.78175
KIAA1191	0.827625
C9orf38	-0.419
SFTPB	0.014
CNTNAP2	-1.80966666666667
FRK	1.5495
TBX19	0.7715
CHD4	0.066
C6orf26	-2.15383333333333
MOSC2	1.50875
IKBKE	0.65075
HIF1A	-1.5555
LOC595101	0.1915
RELA	0.196833333333333
TMEM16B	-0.185
ABHD12B	-1.528
TSEN34	0.2775
KIF18A	-2.91325
TXNDC9	-0.0681666666666667
SPATA2L	-0.0785
SEMA4G	-0.774
C21orf91	0.084375
MATN1	-0.123
KCNIP4	-0.222333333333333
TUSC1	1.876
OR4C15	0.782
ARMCX6	0.658916666666667
WBSCR27	-2.23516666666667
OR52I2	-1.5835
KIAA1604	0.0685
DYNC1I1	0.7915
PPP4C	0.241
SLC47A2	-0.7075
TREH	-0.34625
CD48	0.350166666666667
ST14	1.148
PKN1	-0.52275
SPON2	2.95125
XBP1	1.96725
SFRS12	-0.3675
EFCAB6	2.65775
SELT	-0.12125
SLC39A2	1.642
ERF	-0.9015
ARL3	0.3595
SURF6	-0.1119
MLLT10	-0.0322380952380953
FLJ11171	0.5745
TDGF1	-4.71783333333333
ERCC6	0.02225
EIF2AK4	0.9765
BAZ1A	-0.0906666666666667
LRRN3	1.5955
TMC3	0.697
EFTUD1	-0.26225
PTPRO	0.297
CLEC12A	0.288375
ACBD4	0.139625
ZDHHC14	0.058125
OTUD7B	0.26125
ACTB	0.3070625
MSRA	0.202125
LCE5A	-0.133
IFI35	-0.35425
BSCL2	-0.00366666666666667
ANKRD12	0.645666666666667
CFHR2	0.5135
RGAG1	0.369666666666667
HSFY1	-0.6545
SLC30A5	0.25925
IMPG1	0.35
GPR109A	0.7905
ZNF185	1.732
IYD	0.63775
NPCDR1	1.678
SERPINA13	-0.047
HMGCLL1	1.8895
NEUROG1	-0.333
UBQLN1	-0.475
LIN37	-0.025
SOCS2	-0.410625
DSCR4	-1.955625
XKR6	1.362
GPR142	-0.01
KRTAP13-3	-0.282
CCDC15	-0.753333333333333
MOS	0.3115
CD1E	-1.573
OFCC1	0.146333333333333
FAM83D	-3.73125
SRFBP1	0.44175
C9orf96	0.07
DHDH	-1.55475
CCDC90A	-0.58
RABL3	0.3603
CD320	-1.333
ANGEL2	0.209666666666667
MRPL21	-0.63
SMG6	0.259333333333333
INSR	2.12175
FLJ14816	-0.5345
GLRB	1.55016666666667
C9orf89	0.1835
CIZ1	-0.186375
URG4	0.0785
LRDD	-1.82133333333333
CBY1	1.32816666666667
NFX1	0.22825
MTERFD2	0.423428571428571
C19orf23	-0.389
PGC	-3.365375
IER3IP1	0.1167
RASAL2	0.9025
C1orf89	-0.022
SYNJ1	-0.58625
NFKBIE	0.326
FLJ40125	-1.21666666666667
TCEB2	-0.6
NOG	-1.2845
POLR2J2	-0.603666666666667
HLA-B	1.68375
PCDHA1	0.7515
PPP2R2B	-0.31775
ARHGEF17	0.845666666666667
TCF7L2	2.09307142857143
CHD5	-0.6585
ZNF431	0.1895
TBC1D25	1.0445
ZNF800	0.26425
SCUBE2	3.644
MYCBP	0.0721666666666667
GPX5	-0.1885
C6orf129	-1.2365
QSER1	-0.306166666666667
ULK2	1.994
PIGO	-0.137333333333333
NRCAM	-1.55014285714286
SLC35E3	0.103875
CSRP2	-0.93025
HYPE	0.47725
MAPK15	-0.127166666666667
MGC14327	-0.11225
TIMM13	-0.235333333333333
ZNF462	1.874
GBA3	-0.531
TEX13A	-0.221
MCM6	-1.91433333333333
MTRF1	-0.607375
ABCA7	-1.28025
EIF4A2	0.605
ZC3H10	0.6408
RPGR	0.0966666666666667
C20orf94	-0.2975
RP1L1	0.24975
GPR125	0.398625
USP22	0.168714285714286
OR1L4	0.277
MLZE	1.67475
FLJ32065	-0.09125
PTCD1	-0.36
CRTAC1	2.70833333333333
BXDC2	-1.06475
C18orf1	1.665
FAM107A	3.26714285714286
EFNA3	0.2845
P18SRP	0.1418
CAMKK2	0.194583333333333
KIAA0649	-0.04475
NES	0.849
HS6ST3	-1.12175
PON2	-0.31375
TCP11L2	1.32425
CLEC4A	1.292
PRR12	0.598
MLXIPL	-1.0311
C2orf50	0.6465
ZNF28	0.8115
ENC1	0.523333333333333
MAP2K1	-0.492625
FKSG2	1.40675
KIAA0430	1.042
PTP4A1	-0.671555555555556
GPR156	-0.7685
GTF3C6	-0.68475
UBR2	0.0803
LOC388272	-0.73475
MAK	0.448166666666667
ACOT4	1.67325
STC2	1.31583333333333
PIGW	-0.80175
SAE1	-1.17025
COL6A1	0.148181818181818
OAZ1	0.0828333333333333
STMN4	1.3105
EDG3	-0.061
SGCE	1.25933333333333
IL11	-2.661
PRSS8	2.305875
YIPF5	0.625916666666667
WNT4	3.786625
CSN2	0.09
TCF7	-2.11775
TDO2	0.69875
SAMD9	-0.1366875
S100A7A	-0.277
MMRN1	3.83233333333333
GKAP1	0.26025
AKR1C3	0.7845
RNF19A	0.485875
GMDS	-0.4655
YKT6	-1.168375
SPARC	1.0982
C12orf31	-0.71075
UBE2V2	-0.923166666666667
FBXL18	-0.887833333333333
KIAA0460	0.41225
ADAM22	-0.5165
SERPINC1	-4.74925
KCTD21	0.95325
MYOHD1	-2.22775
ZNF37A	0.195333333333333
GTF3C1	-0.117833333333333
CTSZ	0.8805
PRNPIP	-0.18075
DRD1IP	-0.286
NR1I2	-1.18916666666667
ZNF266	-0.3171
SPAG4L	-0.1005
COX4NB	-0.78525
SAPS1	-0.21
APOA1	-4.06725
TATDN1	-0.1785
C10orf82	0.0345
KPNB1	-0.766
FOXO3	1.05408333333333
CRYBB2	-1.072
ZBTB5	0.273166666666667
SLC25A38	0.073
DCTN2	0.0333333333333333
IFT20	0.293
CTHRC1	-0.7735
C1orf31	-1.14275
UHRF1	-3.0885625
GPC6	-0.845
C10orf54	2.45625
MCF2L2	-0.408833333333333
WNT9B	-0.14725
OLA1	0.26775
FAM120B	0.61625
TTLL10	0.5525
CYorf15A	-5.68325
RELN	0.5222
SCN2B	2.57175
MFHAS1	-1.4545
NKX3-2	-2.38333333333333
RASGRF2	0.2295
SSBP1	-1.50916666666667
KPNA6	-0.513357142857143
LOC389118	0.057
HS3ST4	2.3122
SUPT7L	-0.0725
FLJ32658	-0.508
IGFBPL1	-1.564
KIAA1641	-0.3904
SHKBP1	-0.616333333333333
CSF1R	4.44225
NAGK	0.58
MYL2	1.4605
HIST1H4C	-2.68333333333333
TOMM7	-0.422375
ADAMTSL3	3.1985
TNFSF14	-0.72925
PRRT2	-2.1805
VTA1	0.13425
AOAH	3.03033333333333
CRISPLD2	1.78457142857143
PNN	-0.9019
TA-NFKBH	-0.1935
ESPN	-0.76925
RBM43	-0.136
KIAA1267	0.5295
DDX3X	0.438833333333333
KIAA1576	-1.98675
PLXDC1	4.70766666666667
FLJ25801	-5.1605
HNRNPL	-0.38525
RUNDC3A	0.005
CASP12	2.0565
SH2D5	-1.972
RPL26L1	-1.048
OR51A7	-0.1925
HDC	3.0665
C2orf16	-0.534333333333333
SYTL3	2.512
GOLGA4	0.427875
NOTCH1	0.402333333333333
ATPAF2	-0.23175
ECD	0.01775
SSX5	-1.78016666666667
SNAP91	0.00700000000000001
OCA2	-3.78675
PNPO	0.0175
DAPK1	-0.620333333333333
PINX1	-0.4805
SELENBP1	1.967125
NEK3	0.361916666666667
TMED4	0.423642857142857
SSTR4	-0.3075
FOSL1	-2.3655
CD40LG	0.581
CES1	1.45716666666667
DCI	-0.351333333333333
B3GAT3	-0.713333333333333
STK17B	0.06725
CNTN6	1.32925
CYP3A4	-0.900166666666667
MBOAT2	-0.420857142857143
PISD	0.5605
USP1	-0.756
PYDC1	-0.1335
CENPM	-2.718375
SAR1B	-0.15075
TTC7B	0.27175
DP58	-0.122
GPC1	0.0805
RBL1	-2.353625
TMEM137	-1.40283333333333
TOB1	0.737583333333333
TCEAL1	1.18766666666667
CENPF	-3.42063636363636
C6	2.43916666666667
PRSS1	-3.25825
PPIL6	1.6
C6orf124	0.2605
ODZ4	1.3645
SNCB	-0.912
NDUFB9	-0.479125
CNOT6L	1.03416666666667
S100A9	1.29816666666667
TRIM50	-0.1075
KCTD1	2.1335
WDR63	1.2155
SPEF2	2.36625
RNGTT	-0.1045
CXorf22	0.573
KCNK16	0.0855
CEP250	-2.054125
ATPBD1B	-0.64375
KCNJ2	3.761
MT1B	-0.4965
ZNF684	0.1135
SLC4A1	0.3135
PDHA1	-0.84575
ZNF492	0.531625
TKT	-1.1105
BYSL	-0.867125
RNF38	0.6105
AHDC1	0.6035
KLHL2	1.098125
CMTM8	1.93475
DMP1	-0.9735
HERPUD2	0.48975
CRTAM	1.84333333333333
ZNF572	0.34375
TMEM16J	-0.762
HSD17B2	-0.23025
UBE2G1	-0.0425
AHSA2	-1.93975
PELI2	1.376
TPX2	-3.93525
ATP9B	1.43883333333333
DAZAP1	-0.936125
HMGCS2	2.494
C17orf38	0.438
B9D1	-0.733875
NKX2-5	-0.534333333333333
KIAA1276	1.26
LILRB2	2.6515
CSTF1	-0.483
BTN2A1	0.451833333333333
C15orf48	4.9385
IGF2BP3	-4.98525
FAM113B	0.0678333333333333
HRG	-0.4175
ZNF131	-0.23875
USP47	1.14421428571429
CCDC88B	-0.886
HCN1	-0.0445
HTN1	-0.423
SYCP3	-0.29625
C13orf23	-0.7305
PAPOLA	-0.140375
AATK	-0.0853
MSH3	0.0911666666666667
NDUFAB1	-1.32575
ITLN2	-1.4145
BAK1	-0.926
MRPL45	0.212
MTNR1B	-0.0988333333333333
LOC645843	-0.34
SPECC1L	0.36375
PGCP	1.392
SPN	-1.621375
GPR143	0.684166666666667
ZNF576	0.0463333333333333
TMEM39A	0.6129
ATP5D	-0.205333333333333
MAGEB3	0.128
RPS5	0.8105
ANP32E	-1.60185714285714
MTMR1	0.0275
YEATS4	-0.79425
SYNGAP1	-0.13275
PCOLCE	0.0218333333333333
MNS1	0.41575
PCYT2	-0.619
ZNF182	-0.16525
LAX1	0.44775
SPPL2B	-0.2278
ELOVL5	0.8209
PCDHAC1	-0.136
B4GALNT1	-1.9105
BLOC1S2	0.400125
ZNF673	0.1373
ARHGAP21	0.4435
IRX5	2.906125
LRFN5	2.58033333333333
FAM7A1	0.157
RAB19	0.492
GINS1	-2.90075
ITM2B	1.6564
PAPSS2	1.09416666666667
OR5BF1	-0.0825
ACSL3	0.42175
KIAA1919	-0.4695
GLT8D2	3.3
UTRN	1.20671428571429
CNN1	4.04025
HISPPD2A	0.162666666666667
SDAD1	-0.373125
SIGLEC9	-0.0706666666666667
RPL35	-0.328285714285714
C22orf26	0.8015
IMPDH2	0.28575
WDR69	-0.2465
SEC14L5	0.0483333333333333
CLTA	0.227
RP11-529I10.4	-0.07275
GPR37L1	-0.0348333333333333
OGDH	-0.0898333333333333
ASB13	0.676666666666667
ZFP14	1.1545
ZCRB1	-0.191666666666667
KPNA3	0.303
HSPA1L	0.97325
RHOC	0.616625
LOC554175	0.2575
PPP3CA	1.2413
SLC1A7	-0.2731
ZNF529	0.28
RBED1	1.601
DDB2	-0.431
FLJ11286	0.158833333333333
SPATA1	0.2185
MKNK1	0.409333333333333
DYSF	1.12333333333333
ALKBH2	0.066
NKD1	-3.8505
C1orf174	-0.087
PLEKHO1	0.335833333333333
ASB10	-0.05075
RING1	0.149166666666667
NPC2	0.677625
AVPR1B	-0.021
YTHDF1	-0.288666666666667
LMAN1L	-0.0505
GSG2	-2.767
CEP170	-0.8241
RPS4Y2	-5.72525
MSH6	-1.027
HECTD2	0.701333333333333
ZNF556	-1.5945
PLEKHC1	1.0327
AIRE	-0.085
BCL2L10	2.7665
LMOD3	0.5734
ZBTB8	0.6235
FOXA2	-4.2236
SLCO2A1	3.225
C3orf46	-0.1565
PRDM16	0.5095
TMEM98	1.5095
FRMD5	-2.6125
PDE6C	0.0225
C1orf216	-0.253666666666667
EP400	-0.410857142857143
PTK2	-0.0840833333333333
RNF217	0.54925
NDUFA8	-0.3175
ZFAT1	0.44775
LAMP3	0.996166666666667
GLTSCR2	1.823625
NPW	-1.681
LLGL2	-1.0841
PPM1K	0.1315
C20orf177	-0.331
KIR2DL4	0.0249
NFKB2	-0.065
C21orf122	-0.0381666666666667
HESX1	-0.0585
GPR114	0.600666666666667
SLC25A35	-0.378666666666667
GNAT1	-0.34775
ORAI3	-0.07475
FAM76B	-0.387125
TMEM99	0.5449
TRIM29	2.21
CDS1	2.13225
RHEB	-0.4469
C4orf27	-0.3255
RAB3A	-0.369
OTUD6B	-0.05975
GPD1	3.620375
CDH15	-1.86333333333333
NPM1	-0.543285714285714
TMEM117	0.24825
PRPS2	-0.6035
GCK	-0.3875
ADRA2A	4.48616666666667
TSPYL4	0.955
TASP1	0.3755
WDR19	0.75275
C10orf38	0.409
PDE4C	-0.919333333333333
FYB	-0.609916666666667
C1orf55	-0.146333333333333
PPFIA3	-0.44275
RAD18	-0.498
C12orf44	-0.0276666666666667
CRYBA4	-0.577
HVCN1	1.28175
TAF10	-0.6255
C16orf48	-0.3625
DEPDC5	0.796833333333333
LTBP1	-1.104
MAPRE1	-0.369375
FGF8	0.2335
C3orf52	0.437625
SENP7	0.399666666666667
LRRK2	1.28775
RUNDC2A	0.063
KIAA0355	0.791166666666667
CPEB1	-1.47825
PPEF2	0.0715
ABI2	0.0743333333333333
KIAA0317	-0.107625
ATF1	-0.1985
DYNC1H1	-0.041625
DIP	0.18625
TMEM33	0.190055555555555
POLDIP3	0.4855
C7orf24	-0.4945
GPR171	1.0025
CDC6	-3.7945
PLD1	0.3844
ITFG2	0.0271000000000001
NDUFC1	0.1015
AKNA	-0.421
NBR1	1.09825
PKHD1	0.63475
HPS4	-0.4072
MAFA	-0.63975
ULBP3	-0.08275
DIRC1	0.351
IMMT	-0.857875
C22orf13	-0.05475
CEL	-0.35825
MARK3	-0.28825
ADAMTS2	1.29875
ARPC3	-0.406
TMEM10	0.180875
NPHS1	-0.0615
BRD8	0.0833333333333333
WDR12	-1.45075
IDI2	0.26425
HOXD13	-1.9605
OR8G2	-1.273
SLAIN1	-0.13475
GABRQ	-0.64825
NR2C2	-1.3975
NKTR	-0.4668
TLE2	1.766
KIAA0892	-0.168166666666667
AURKA	-3.84054545454545
GPRC5C	0.200833333333333
TBC1D9B	0.454
PNPLA6	-0.414666666666667
AP3B1	-0.13475
NAG	0.137375
C11orf68	-0.40825
AKR7A3	0.5015
AHCYL1	0.123083333333333
COP1	0.282
RPP14	0.149416666666667
PCDHB18	1.2895
CDH24	-0.47975
KRT17	2.2098
LACTB2	-0.73925
DDX24	0.0955
PHACTR1	-2.81166666666667
SLC35E2	0.1705
LOXL1	-0.87725
IQSEC2	-0.02925
RGSL1	0.2615
PCDHGC5	-0.1825
MEGF10	0.272625
PRRX1	1.02133333333333
ASTE1	0.827333333333333
C6orf159	-1.0615
MYOD1	-0.33775
GAA	0.31925
ZNF747	0.7815
KLRC1	-1.877125
IL1RL2	0.623
GDF9	0.34775
GPR119	-0.1695
TRAF2	-1.068
HCK	1.91666666666667
BMP6	-1.0555
IL8RA	0.5415
FLJ35848	-0.81425
EFHA1	0.4545
CDSN	-0.0283333333333333
C14orf54	0.033
LSM3	-0.96075
ZFP41	0.1415
C9orf126	-1.04116666666667
VIT	2.311
SPCS3	-1.47725
DEF8	-1.494
CHAF1A	-2.462
C1orf165	1.2155
ZFPM2	1.1995
FTH1	-0.717
SLC35F1	-1.525
YWHAH	0.42175
C17orf66	-0.195
ADRB1	0.293666666666667
FOXL1	0.606
RG9MTD3	-0.0223333333333333
UMPS	-0.34525
MGC13008	-0.2455
KIAA1161	-0.0395
CCDC77	-1.68775
C12orf65	-0.6799
COG4	-0.512
RCP9	-0.135833333333333
RP4-692D3.1	3.09116666666667
CDC2L5	0.1235
MGC7036	1.43666666666667
DNAJC11	-0.90825
GDF2	-0.078
TIMM17A	-0.76025
HNRNPA0	-0.3086
OR2H1	-0.589
PCBP1	0.187
COL23A1	0.091
LRRC2	1.73778571428571
NSD1	-0.0097857142857143
FLJ37078	-0.8185
WDR91	-0.0433333333333333
TMEM179	-0.7105
DSCR10	0.099
CNDP2	0.3967
FYN	0.1635
BEX2	0.7415
KCND3	0.72975
YPEL5	1.485
LRRC42	-0.0745
C17orf45	1.018375
ZNF649	0.7733
LOC150763	1.282
COL5A2	2.33233333333333
CNGA2	0.643
ELA2B	-1.25533333333333
RAB9B	0.368
FAM100A	0.175
NAIP	0.261785714285714
MYOZ2	0.489
SPATA12	-0.244
XRCC4	-0.82075
CYB561	0.6595
CHST10	-0.4235
BAI1	-0.384
BRSK1	-0.1945
C17orf89	-0.46625
PDE6H	-1.0795
FLJ20309	0.283
MAP7	0.605625
SCN4B	3.10525
SPAG9	-0.3903125
SERTAD1	1.04733333333333
FLJ21963	-0.942
ANTXR1	-0.0457999999999999
TMPRSS13	2.37716666666667
ETV7	1.724
DGAT1	-0.0275
NKIRAS1	0.861
TAC3	-3.546
CORO1C	-0.422666666666667
RAD54B	-1.19675
HRASLS3	2.63466666666667
C21orf42	-0.696
BARD1	-0.917333333333333
ZNF177	1.4365
MIP	-0.289
ZNF442	1.0755
F2	-4.3637
GRIA1	1.185
GALNTL2	2.0905
WNT5A	-1.295
LENG9	-0.3725
hCG_25371	-1.4415
FOXR1	-0.786
TRA@	0.2236
PWWP2	0.96925
C1QTNF7	2.781
SLC7A4	1.40875
C4orf7	1.85225
C17orf80	0.292833333333333
KLK4	0.389666666666667
IL31	-0.9725
TMEM176A	3.831
CTNNB1	1.1286875
BHLHB2	1.433
TMEM185B	0.498666666666667
ARD1B	-0.93325
C1orf93	0.198
BRUNOL4	0.414666666666667
LOC541469	-1.09975
UPK2	-0.1945
GAS8	0.270666666666667
PATE	-0.114
IMPACT	0.814875
WNK4	-0.255833333333333
HNRPLL	-0.3795
GAD2	0.0685
ITGA6	1.4115
BMP15	0.055
CYP2A7	3.502375
RIC8A	0.31875
CCND1	0.339166666666667
USP35	0.0515
DSCR2	-1.715
CCL4	4.26433333333333
ZCCHC10	-0.3865
NOL11	-0.5405
TRPM2	0.1035
PSMD2	-1.04009090909091
CHTF18	-2.3125
USP18	-0.105875
RRAS	0.522
LAMC3	1.58125
TOX	-3.137
PCDH15	-0.844
GABRG3	-1.1805
NUDCD2	-0.465125
SGCZ	1.132
KCTD17	-0.2972
SPSB2	0.367
TPPP3	3.48366666666667
CILP2	-0.116166666666667
CALB2	3.849
CEBPZ	-0.513333333333333
ZNF479	0.50625
FMOD	5.44316666666667
C21orf66	-0.829142857142857
CLN6	-1.19733333333333
ANAPC1	-0.737
SH2D3C	1.87375
PTPN14	0.1148
TRIM42	-0.25475
APTX	-0.01025
SNRPG	-1.64433333333333
BMS1	-0.275
MAGEA3	-4.8895
NFATC3	-0.49825
LRRC45	-1.05516666666667
ARS2	-0.719071428571429
LRIG1	2.43366666666667
EPSTI1	0.00133333333333334
PRSS27	0.76975
ERC2	0.2545
PRKACB	0.610714285714286
PRDM13	-3.521
HCG27	-0.35025
KLK12	-1.9875
HSD17B7	-1.02083333333333
ZNF354A	0.2495
PCDH11X	-2.1335
DMGDH	1.877
PCBD2	-0.627
TMC6	-1.95175
RIMS1	0.746625
SF3B2	-0.842666666666667
RCN1	0.2875
CPB1	4.01475
BCAR3	0.2065
FCRLB	-0.327875
PAK1IP1	-0.57725
OR10H1	0.261
KIF9	0.7368
PITPNM2	-1.0545
L3MBTL4	1.5375
TGFB1	-0.9009
ZXDC	0.21075
SLC6A16	0.2865
SRrp35	0.434125
LRRC8E	1.48925
PPIAL4	-0.707666666666667
EOMES	0.221833333333333
PAX2	-0.157
SCARF2	-0.230125
PSEN2	0.384666666666667
PCDHB13	0.50825
C10orf28	0.066125
DHRS7B	0.732714285714286
C1orf131	-0.3405
ASB1	-0.8536
ZNF223	0.508833333333333
LCMT2	0.493
MEP1A	-1.33975
TMEM53	-0.18325
RSPH3	1.0775
C10orf33	1.3345
LOC644285	0.48425
PTPN9	0.461
ABCA12	-1.87325
CCDC37	-1.3875
RUNDC1	1.0481
YES1	0.378666666666667
FAM120AOS	0.61075
OR5M3	0.0715
PPP1R3F	-0.05925
IL13	0.3096
MDFI	0.07025
PRNT	0.16025
ZDBF2	1.175
OR10C1	-0.271666666666667
CLIC1	-0.644
LILRA5	0.0121666666666667
CSAG1	-4.48183333333333
TREML2	-0.934833333333333
FAM125A	-0.249333333333333
ZNF74	-0.67775
FAM104A	-0.84875
LRRC39	-0.8095
SAMD5	2.76075
HYAL2	0.12575
HIST2H2AC	-1.329125
IGFBP5	0.477652173913043
NRTN	-0.4795
KIAA0556	0.1548
FAM29A	-1.28611111111111
JMJD2A	0.591
EPHB1	3.894
POLD4	0.040625
ANAPC10	-0.32775
LRRC36	-0.43175
MEGF6	-0.69375
LPHN3	1.42266666666667
BMP10	-0.281
C21orf55	0.7845
CREM	-0.321875
PTGER4	2.11816666666667
METAP1	0.6615
KCNQ1	1.708
NR2F2	0.428125
SSFA2	-0.0759166666666667
CTTNBP2	-0.9705
BCL2A1	-2.156625
ZBTB24	-0.152
SLCO6A1	-1.677
PRDM1	0.1418
OR7D2	-0.398
CCDC47	0.0849
LOC646982	0.295
SLC26A6	-1.98766666666667
BIN1	0.1679
SRRM1	-0.417571428571429
PCSK1N	-0.4785
ALS2	0.0677
ECT2	-1.99810526315789
CACNA2D2	0.419
DOCK6	0.1655
C10orf119	0.04975
FATE1	0.22725
DUSP23	1.0615
TRIP6	0.508928571428571
NUP35	-0.2705
CDH3	2.66575
KLHDC8A	0.95725
C9orf116	-0.3
EI24	0.224
CENTD1	1.06233333333333
RWDD2B	-0.0841666666666667
DOCK1	1.614
NPAS2	0.137125
NR3C2	3.79633333333333
FAM63A	0.766916666666667
INPP5F	0.145333333333333
FAM111A	-0.4274
MYBL1	-2.61558333333333
IQGAP3	-1.97216666666667
CRADD	-0.0268333333333333
DUSP12	-1.2055
PDZK1IP1	3.45225
VASH2	-0.734
CTR9	0.46975
VIL1	-4.736
OR8U1	0.295333333333333
CCDC107	0.889
PTTG1IP	-0.1385
OR4X2	0.17925
COL9A1	-2.136
PSMD9	0.13425
ZFP62	0.28475
TIP39	0.21125
PARP15	0.3055
