Hybridization REF	TCGA-A8-A09E-01A-11R-A00Z-07
DCXR	1.23375
CASKIN2	0.566
EHD1	2.52916666666667
MARCKSL1	1.14733333333333
ZNF496	0.2385
SCAF1	0.450833333333333
KCTD8	-1.5775
TRAF3IP3	-0.327142857142857
LSR	1.4485
CXorf1	-0.69875
C14orf112	0.502166666666667
EIF2B1	0.13925
OMP	-0.106
GSTZ1	0.349
LOC92017	-0.051
ISLR2	0.84
C12orf36	0.479
GATA2	-0.195
GABRA5	-2.995
CELSR2	-0.540857142857143
STAM2	0.801
TNAP	-1.0245
PTPMT1	-0.443833333333333
GRP	5.27975
SV2A	-1.7705
MAGEA12	-4.222
CACNG1	2.3365
C18orf19	-1.1895
GSG1	0.00983333333333332
PTPRJ	-0.577071428571429
FRMPD1	-0.35
ZNF668	0.082
PLEKHJ1	-0.33475
ADAT1	-0.054
TMEM50A	0.0494
UCN3	0.0695
HOOK1	1.734125
IL17B	-1.2015
MLKL	-0.4425
TTC14	0.0426666666666667
KLHL5	-0.2765
CRYL1	2.12333333333333
FOXH1	0.5045
NFYB	0.149875
PPM1G	-0.1045
GOLGA2LY1	-1.29
NMT1	-0.238
HADHA	-0.3951
CHSY-2	2.072
PLEKHF1	-0.107214285714286
SAGE1	-3.17
MUSTN1	0.18725
SUHW4	0.87025
TFEB	0.656166666666667
ZFYVE27	-0.47225
ATG12	-0.4275
BMI1	2.33992857142857
ZIM3	-0.407
MYH4	-0.11375
MASP1	-0.85825
KIAA0984	2.06175
RPAP2	-0.49025
ASB5	-0.106
BOLA3	-0.731333333333333
MIA3	1.71116666666667
KRT35	2.187
KIR3DL3	-0.4535
MRPL51	-0.3035
SEMA3F	1.66266666666667
NDUFB2	0.779666666666667
LOC253012	1.99175
FAM46C	-0.759
G6PC	-2.38225
CSAG3A	-4.81483333333333
PREX1	0.91
SLC25A45	-0.527375
MAPKBP1	0.1881
CPE	-0.46
GNB1	-0.662125
CXCR6	1.9565
TRIM46	0.4975
C16orf3	0.3795
HPSE	0.798125
TIGD3	-0.513
SPG3A	1.327
LCAT	-1.50083333333333
ST6GAL1	-1.14138888888889
POMC	-1.13925
FLJ36031	-0.996
NSMAF	-0.534666666666667
SKIL	1.5995
ADSS	0.7075
HMGCS1	-0.7835
POLR3F	-0.140166666666667
RAB10	0.1295
ZNF277P	-1.580625
ZBTB7B	0.864125
DHRS1	1.054625
ABCC13	-0.456625
CNOT3	0.18925
NFKBIA	0.93575
GAK	0.227833333333333
SFT2D2	1.769
HOXA6	-0.226
CRTC1	0.584125
LY6D	-0.875166666666667
C20orf72	-0.2625
CPT1A	-0.533
LMO1	0.4215
EIF3I	-0.59875
PRB4	-0.07
MCM3APAS	-1.406375
C20orf132	-0.8947
FOXF2	-3.67525
S100A12	0.58625
MLH1	0.7655
ACTN1	0.544
MRPL36	-0.086
C20orf106	-0.71325
FBXO6	1.86833333333333
MKS1	0.553
CX3CR1	-2.381875
PDE1B	0.9335
PLP1	-3.48
KISS1	0.0183333333333333
C14orf2	-0.018
TBC1D3P2	-0.6255
COMMD6	1.1577
ANKRD7	-2.09275
PTCHD1	-2.14914285714286
NARS2	-0.80025
DOCK7	-0.529125
FAM127B	-0.18
LOC390243	-0.076
N6AMT2	1.2045
ZNF391	-0.172
DNAJB14	0.238333333333333
WRB	0.32675
BPI	-0.188583333333333
TTC4	-0.308
FAM10A5	-0.4155
GOT1L1	-0.1422
MAGED1	1.089875
RESP18	0.3745
WFDC6	0.0075
MT2A	-0.1525
C11orf56	0.30675
KIAA1432	0.741
ROR1	-1.611625
HSD17B14	0.812166666666667
ZFAND2B	-0.033125
SAMD4B	0.54375
HEXA	-0.18025
HNRNPU	0.399454545454545
USP39	0.034
NRD1	-0.49525
R3HDML	0.1135
FLT4	0.284166666666667
OMG	-0.101333333333333
OR52N4	0.918
LOC399818	-1.8155
ELA2	-1.941
VENTXP1	-0.263
RFC5	-1.458
OR52L1	0.651
PAX5	-0.0565
FBXO2	-1.8065
GMEB1	-0.221
AKT3	-1.18716666666667
CRB1	-1.83683333333333
CTTN	1.67816666666667
UTP15	-0.117333333333333
HSBP1	0.984
PHF11	2.24475
NDEL1	0.909333333333333
USP8	0.4995
BAIAP2	1.1328125
SI	0.504333333333333
ARSJ	-2.02566666666667
BAAT	-2.51775
KCNS3	4.06983333333333
LOC126147	-0.169333333333333
TMEM37	-0.532
C1orf162	2.83933333333333
MBD1	-0.5501
ITGAL	0.0726666666666667
WDR73	-0.193833333333333
GKN2	0.41
ARFGAP1	-0.7525
SLC5A8	-1.202
ZBTB40	-0.5921
CYP4B1	2.12716666666667
LYPLAL1	0.96025
CHST3	-0.45025
MAP3K9	0.4555
BTAF1	-1.53216666666667
TFAP2E	-0.038
RBM35B	1.1655
LOC441251	-0.191166666666667
ANKRD25	-0.318555555555555
UQCRC2	-0.7655
MAEA	-0.377833333333333
HYAL1	0.5206
RNPEPL1	-0.136
CPSF2	-0.24425
PSD3	-0.0932
ABCA13	-0.479625
AGR2	3.300125
GBX1	-1.041
HDLBP	0.570428571428571
ACY3	-1.117
HECW1	-0.13375
ZNF519	-1.8085
HOPX	2.539
ZNF304	0.91425
OR12D3	0.409
FKSG43	0.195
METTL1	0.16025
MFSD3	0.2736
PSPH	-0.6375
CLCA3	-0.1715
DARS2	0.0858333333333333
CDC25A	-1.15333333333333
BAIAP2L1	1.3555
B3GNT5	-1.85525
USP29	0.3625
ARHGEF10L	0.1614
ATOX1	0.271625
ADAM30	0.31325
DNASE1	-0.1245
STT3A	-1.3915
RAB6IP1	-0.28325
PTN	-0.9943
C1orf106	-1.403
HECA	1.09525
RNF122	0.05675
SLC22A18AS	-0.110833333333333
GNG8	0.254333333333333
ELP4	-0.012
FAM65A	0.444166666666667
RPL10A	-0.578333333333333
IRS4	0.0415
MACF1	0.1182
SEC24D	-0.18475
LOC374395	-0.70875
TGFB2	-1.824875
MDFIC	0.094
CHRNE	0.5015
PCMTD2	0.208
ATP6V0D1	0.653833333333333
MTA2	1.55475
LZTR1	-0.226833333333333
RAP1A	-0.0726666666666667
AXIN1	-0.247375
POLR1C	0.32575
TRIO	-0.5675
PLXNA4A	-0.382166666666667
C5orf33	0.04075
DEPDC1B	-1.71125
ZNF473	-0.369333333333333
MTM1	0.998625
GPR107	-0.357
CSNK1A1L	0.8465
FLJ14154	0.608
NLRC4	2.9725
ENPP4	3.39733333333333
PADI3	-0.5985
RNF170	0.19975
CG018	0.636833333333333
C16orf7	0.02375
KCNE1	-0.41075
NRM	-0.533666666666667
SLC37A3	-0.371642857142857
TPD52L2	-1.01116666666667
UNC5B	0.282
C12orf12	0.4716
SDHB	-0.8795
CLRN1	0.1725
NUDT10	-1.26066666666667
UGT3A1	0.3665
FBXW8	0.26225
RHOF	-1.2705
PTPLAD1	1.489875
MYO3B	1.43225
DERA	-1.0595
TPP2	-0.4665
C19orf53	0.119833333333333
GINS3	-0.373125
ST6GALNAC5	4.3285
CHSY1	-0.5135
MGC15705	-0.011
GPR83	0.512833333333333
EXT2	0.56
DOLK	0.611
TUBAL3	0.32425
ACVRL1	1.7678
ABL2	-0.0699166666666667
C14orf156	-0.634666666666667
PTPRZ1	-4.2885
DIP2C	0.469
LAMP1	0.891125
RXRA	-0.3972
MAP3K5	-1.01475
ALKBH1	0.313
PDLIM7	-0.42125
ARL14	-2.505
SNIP1	-0.370666666666667
TIMP3	2.69666666666667
RGS3	0.731333333333333
SPAG16	0.4252
ABHD4	0.764
ARHGEF12	0.026
GLUD2	-0.108
RAC2	-2.5855
UAP1L1	-0.894
SLC18A3	-0.631
YOD1	-3.20425
RALY	-0.02825
HMOX2	1.042875
DGKH	-1.14025
DBNDD2	1.5055
YIPF4	0.24125
THAP10	0.2025
ZNF513	0.57725
HAGHL	-0.828666666666667
ITGB4	-0.0935
CCDC141	-1.074
YTHDF3	0.6725
C5orf28	0.26175
RPL7L1	-0.3065
TMEM30B	1.72614285714286
ANKRD35	0.1275
DUOXA2	-0.082
TBC1D5	0.3375
DFNB59	-2.219
HRH4	0.404333333333333
MYO6	2.3677
DNAJA4	3.061125
RBM24	2.56125
CEACAM20	-1.36325
RBM23	0.883714285714286
NGFB	0.216
C1orf63	-1.0714
KRTAP7-1	0.285
PERLD1	1.60825
NPB	0.0615
C17orf59	1.1085
HSPBAP1	-0.59425
SLC15A4	-0.649125
PRTFDC1	-2.05725
OSMR	-1.06021428571429
CYSLTR2	-0.51
C19orf25	-0.0601
KIAA1797	0.2205
NLRP6	0.2735
FAM105B	0.0312
SCRN2	0.567
LRRC58	0.6641
RNF17	0.128625
NEIL3	-2.5065
FAM137A	-0.75175
SKP2	-2.444
PARVA	1.152
PKLR	-1.547
RNF34	0.716
A3GALT2	0.675
C12orf50	-0.0423333333333333
SUNC1	-1.796
FAM102B	0.2185
CCT2	-0.43175
LRRC37A2	-0.55
ARF4	1.172
SIKE	-0.21675
C8orf48	1.16716666666667
MBTPS1	0.433857142857143
GPSN2	0.1435
NCF2	2.209
SLC12A6	0.318333333333333
MRPL48	-1.776
HMGN3	-0.1765
LRRC62	-1.27625
PAX9	-0.075
FAM55A	0.312
C20orf42	-3.70383333333333
SCML2	-1.90683333333333
BCL9	0.86725
FAM40A	-0.50375
C9orf41	-0.286166666666667
ZNF774	0.71
LETM1	-0.6565
PLXNB1	0.428666666666667
NIPSNAP1	-0.098
USP10	-0.2505
F9	0.8525
LIPE	2.56975
CNGB3	0.0215
C12orf52	0.274
PI4K2A	0.201875
MED8	-0.332375
STAT4	0.0236
FGD4	-1.62483333333333
RNF145	-3.1005
WDR32	0.8031
CLDN2	0.1085
TCEAL8	1.0765
ZMYND8	-0.3128
PDXK	-0.8584375
GATAD2A	-0.38275
PTGES3	-0.37
CCM2	-0.53775
TAP1	2.0045
ZNF670	0.28775
ETS2	-0.865857142857143
C6orf166	-0.610833333333333
PRMT2	0.277214285714286
OR4B1	0.328
INTS8	-0.2645
CCDC102A	0.57675
CCDC83	-1.31783333333333
ITGA1	-1.0464
EPHA5	-2.246
FAM24B	-2.73883333333333
TSGA10	2.14975
HAL	-2.32666666666667
MYOT	-0.197
SPACA3	-0.099
BCL2L2	-0.775666666666667
CUGBP2	-1.0475
CCNB3	0.4935
RNF113B	0.199
MERTK	-0.675
BAG1	-0.017
VPS36	0.12175
ORMDL3	1.4425
C1orf190	0.50275
ZNF625	0.0775
CORO2B	-2.10025
ALOX15	2.106
CST1	1.671
NUPR1	1.6925
CCL7	2.4655
SMCR5	-2.654
DSC2	-0.444
RBMS2	0.12625
GRIK4	1.2895
TRIM65	0.6066
TMPRSS6	1.8865
TP53INP2	0.94575
GLB1L	-0.5995
LOC388284	0.654166666666667
PUS1	-0.919
BCL9L	-0.376
OLFM1	1.1515
RET	-0.399625
MASTL	-0.6895
ALX3	0.28425
IL1RL1	0.403166666666667
ZNF765	-0.5559
C14orf138	-0.41675
SNX10	-0.161666666666667
TAC4	0.628
C1orf64	3.945875
POGK	1.033375
MAPK9	1.2065
ZNF366	3.154
C8orf79	1.6461
CLDN7	3.195875
OR5AT1	0.6215
TRIM37	-1.04225
LRRC25	1.642
GRHL2	2.9087
TEKT3	2.11075
LASS5	0.0148333333333333
ABCC4	-2.53
DLG3	1.38725
VGLL1	0.276375
ZFP36L2	-1.07983333333333
MFRP	0.126833333333333
KIAA1799	0.20575
FLJ44379	1.688
PCNX	-0.831
ANXA9	3.406
CYP4V2	1.7562
PIK3C2A	0.702
SRR	2.4155
NOL3	-0.59475
IFITM2	2.125
ARNTL2	-2.64025
ZNF595	-2.58875
NLRP13	0.0395
ASPH	0.205875
CPA2	-0.363
PVRIG	-1.698
LEPR	-1.5715
C16orf42	0.808
SH3BGRL	3.9305
FAM77D	-0.7144
FNDC7	0.1965
C9orf6	0.833833333333333
NOTCH2NL	0.987333333333333
PGBD1	0.4255
SYNGR2	1.29633333333333
PITPNA	0.49025
PRPF4B	-0.2229
SLC43A3	-1.81207142857143
NRBP1	0.437
SLC25A22	0.3415
ILK	0.0355
SLC22A8	0.579
MRPS7	0.242
PITX2	-2.34375
FABP3	-1.339
OR1L1	0.938
LOC728215	2.12425
BLID	-2.7585
KIAA1217	2.17964705882353
TFPT	-0.21875
AP4B1	-0.88475
VBP1	-0.62275
OR1K1	0.3625
MORC3	0.26675
BHMT2	-0.639166666666667
C3orf10	1.065125
FZD7	-0.475666666666667
WFDC10A	-0.1375
PMS2CL	-0.1925
CCDC32	0.608166666666667
FA2H	0.1465
ALG13	0.2205
TTLL7	-1.748
SPOCK3	-0.47675
SLC13A2	1.0305
AIM1	1.14425
GPRC6A	-0.373
EGR2	2.886
MED11	0.506
WWC1	0.9865
SH3GL3	-3.0725
RIF1	-0.238428571428571
PRLH	-0.0115
VLDLR	-2.3665
DBT	0.25725
C21orf63	1.39475
CGGBP1	0.070125
KRTAP12-2	0.033
TADA3L	-0.024
ZBTB16	0.63475
PDGFB	1.1125
RFX1	0.519125
UQCRB	0.2266
LOC133874	0.2855
HPS3	-2.1835
LGALS3BP	2.1372
DKFZP564O0823	0.659428571428571
MRFAP1L1	-0.244625
HOXA10	-1.71716666666667
NGB	0.349
KIF21A	0.856
IFLTD1	1.2145
LZTS1	-1.647625
ARHGEF3	2.39425
RHBDL3	-1.7855
CSNK1G2	-0.439416666666667
ChGn	-1.644875
KIAA1244	2.33066666666667
GABRB2	0.158
MGC72080	-1.617
CD27	1.86525
EGLN1	-0.5798
PEX13	0.34225
RWDD3	-0.2065
RNF12	-0.42
GRIN2B	-0.7755
ADAMTS14	-0.47175
DYDC2	-1.96483333333333
ATP6AP1	1.4763
NR1H2	0.465833333333333
PDK2	1.42025
C3orf17	0.0161666666666667
SLC38A2	-0.0611428571428571
SLC25A29	-0.465
C15orf29	1.0265
ADAM9	-0.117166666666667
TMUB2	0.844375
GPR176	-0.2755
AGK	-0.430375
MCCD1	0.91
NDUFA4	-0.07175
TMEM146	-0.501
DUSP1	1.94525
UNQ6975	0.1115
EMX2OS	2.8345
INSM2	-0.355
LUZP4	-0.3165
SETD6	-0.315
P2RY2	1.42875
SLC45A2	-2.0785
RABGAP1	0.710666666666667
UBXD5	0.17425
GPRC5A	1.9517
PAK3	-0.557333333333333
LOC63920	-0.2975
TGFBR1	-0.2571
KRTAP6-3	0.1795
SFMBT2	-0.348
CDC42	-0.0116875
C11orf35	1.193
TTLL2	0.00700000000000001
UACA	0.463083333333333
CD97	-1.8003
SETD5	-0.0085
NINJ2	-1.46775
PTER	-0.367666666666667
POMGNT1	0.02325
KRTAP4-2	0.4495
ECGF1	2.476625
HRB	-0.544272727272727
ATP1B2	-0.3286
LOC400506	0.19025
COL4A3BP	0.433
C6orf97	0.5655
GRHPR	0.461875
TAS2R1	0.471
SEMA7A	-1.60125
EDF1	0.11675
ODF2L	-0.0753
PCID2	-0.441
GTF2H4	-0.5605
ZCCHC3	-0.613625
CGB2	0.000166666666666668
NEUROD1	0.44675
C20orf75	-0.3335
RP5-1054A22.3	1.179
IFNA5	-0.601
ZNF134	0.0110833333333333
MGC119295	-0.3755
ZSWIM6	-0.807375
SMEK1	-0.443333333333333
PCGF2	0.316625
C1orf102	1.561
CYP2A13	1.654
KCNH6	-0.2701
MDM1	0.6291
ALDH7A1	1.118
C9orf75	1.268
VDAC3	0.214125
OR51T1	0.595
EIF3F	-0.978083333333333
KCNJ10	-0.426125
LENG8	0.16975
EDEM2	0.502583333333333
CCNJL	-2.13183333333333
DHX37	-0.9425
CRYGN	0.442
AATF	0.29875
ZNF630	1.7325
E2F5	0.144
WFDC13	-0.427333333333333
FTSJ3	-0.504166666666667
C4orf33	1.4125
LHFPL4	-3.06425
C19orf56	0.156583333333333
SMAD4	-0.252
AFM	0.0256666666666667
G0S2	0.35225
FCHSD2	-0.9787
RRP1B	-1.308
EEF1B2	-0.700166666666667
STAT6	0.5985
ZNF195	-0.71
GNL1	-0.653166666666667
ZNRF2	0.613
PER3	-1.139125
ASB16	0.29725
C10orf10	1.34571428571429
ADCY8	-2.587
C9orf58	-1.391
ARMC10	0.013
PSG1	-1.474
DHX34	0.07575
VARS2	0.016625
NFIC	1.3925
ITPR2	1.6005
AGXT2	0.476666666666667
OR6K3	0.607
H2AFZ	-0.92375
MLLT3	-1.71533333333333
COX4I2	1.3415
CCNT2	-0.38475
PLK4	-1.761125
NUMBL	0.155833333333333
MED16	0.519
PLEKHQ1	0.046
GOSR1	0.495444444444445
BTG4	0.08475
RPL30	0.450083333333333
IGSF5	1.004
IGFL2	0.984
ELMOD2	0.697
SHC3	-1.39033333333333
HAVCR1	-0.304
DYNC2H1	-1.43925
RNF5	0.266
C2orf7	0.25125
NLF1	0.8275
KLHL25	0.665
LRP10	0.7951
KRI1	-0.1575
PUS7L	-0.110333333333333
MGMT	-2.34075
HOXD1	-1.26583333333333
CSH1	0.3054
ATG16L2	-2.8885
FLJ44635	-0.214
CHODL	-0.99725
EXOSC8	-1.4805
SLC28A1	-0.23525
MYO7B	-0.423333333333333
SEH1L	-0.8173
MTNR1A	0.4285
TSPAN5	-0.7885
CDC45L	-2.09533333333333
AMIGO1	1.262
ATAD3A	-1.4545
OSGIN2	1.20133333333333
PDIK1L	0.603666666666667
DARC	2.668625
PIPSL	0.672
SHMT1	0.74975
CRISP3	-0.2155
POPDC2	1.86633333333333
ZRANB2	-1.01383333333333
FBXL8	0.28175
TRIP13	-1.35854545454545
EIF5AL1	0.113
POU5F1P3	-4.79666666666667
IL6	-1.54333333333333
CXorf38	-0.136833333333333
IFNA16	0.0335
FBXL2	1.92116666666667
BRD1	0.141
STATH	-0.05725
FBXO44	0.740333333333333
MCCC2	0.64525
CDC2	-1.1366
C5orf23	-2.42775
IVD	1.27633333333333
C10orf122	-0.95825
MSL3L1	0.1399
MVP	-0.4315
EPOR	-1.1846
ZMYM1	-0.734166666666667
BCL7C	0.968833333333333
PSTPIP2	1.2304
LYPD1	-2.5765
OR8G5	-0.1515
ZP3	0.899833333333333
BCAS4	2.48516666666667
EDG6	0.76475
ISY1	0.08275
PRAMEF2	-1.2315
CUL1	0.0505
RNF213	1.8455
CCRK	1.06975
DHX9	0.086375
C13orf29	-0.08375
NCKAP1	0.818666666666667
MRPL43	0.469285714285714
XPR1	-0.19225
PKN2	0.2163
PODNL1	0.2655
ZNF333	0.730125
DALRD3	0.996
OPN1SW	0.138
BTBD6	-0.025
C11orf82	-2.7045
OR5P3	0.0165
DUSP11	0.054
L1CAM	-1.186
NEK11	2.37816666666667
OR7E91P	1.438
CNTN3	1.3195
CREB3L2	0.243
ZBTB37	0.876
KIAA1324L	0.6375
NDUFB10	0.629333333333333
NUDT2	-0.633
GTPBP8	-0.40075
CACNA1D	1.90125
PRKAA2	-2.31983333333333
PRDM8	-0.108
MGC16075	-1.34483333333333
KRT14	-0.911357142857143
PP8961	0.56475
MRPL18	-0.4465
ABCG2	-3.346
PACRG	1.7135
BBS2	0.86875
KREMEN2	-4.5275
FBXO21	0.68575
HNRPUL1	0.26225
GRB10	-0.27025
CLSTN1	0.192125
LMAN2	0.4786
C17orf61	0.54475
NIPSNAP3A	1.6385
INSIG2	-1.25216666666667
PCDHB7	0.0375
STXBP2	1.722
CMAH	-0.402666666666667
SEMA5B	-1.0665
ZNF155	-0.1405
COQ6	0.120833333333333
PRPF4	-0.15125
TSPAN15	2.8454
VN1R5	0.759
LATS2	0.00875000000000001
SELK	1.26725
PGK2	0.45
MS4A1	-1.864625
TYW3	-0.7799
KRTAP5-1	0.631
RCCD1	-0.607833333333333
BTN1A1	0.06775
DDX28	-0.2585
TMEM65	0.259
LOC92345	0.28925
TTC31	-0.22975
WDR46	-0.505833333333333
CHP2	-1.37883333333333
LSP1	-0.31025
ZNF542	-2.07825
EXOSC1	-1.2015
ARHGAP18	-0.681333333333333
LRRTM4	-1.065625
MAOB	4.50666666666667
CACNB4	-1.151
MGC33846	0.214
RANBP3L	2.245375
ATP5L	-1.01225
ONECUT1	-3.0345
NUDT9	0.303
TMEM149	-0.1435
STX17	1.278
IGSF10	-4.21825
TMPRSS9	0.3495
BMPR2	1.16975
ALLC	-0.6885
KLF7	-0.66375
GCC1	0.8173
TIMM9	-0.9445
CDO1	0.589166666666667
MGC10701	-0.713666666666667
IFI6	3.87866666666667
FRMD8	-1.29175
MGAT2	0.21375
WBP5	0.340166666666667
CNIH2	0.013
KIAA0907	-1.0155
KCNH8	-0.9695
CTSG	-2.63675
GRIK1	-0.3105
CUL5	-0.916125
FRMD1	0.726
OR9A4	1.2215
SYT6	-1.97475
FOXD4L2	1.4215
ANAPC2	0.334333333333333
OPN5	-0.3935
TAF13	-0.8465
LYG2	-0.26575
GGNBP1	0.749
C11orf40	0.6965
OTX2	-0.935
REG4	0.179166666666667
EIF5	-0.4663125
PALB2	-0.512
SEPSECS	-0.2437
RNASE3	-0.012
TRIM49	-1.8915
POLR2K	1.3601
GPR42	0.207
C8B	-2.98475
SASS6	-1.46
PREB	-0.190333333333333
OR3A3	0.5205
TUBA8	0.669375
IGLV2-14	-3.24725
STIL	-1.53225
ANKFN1	-1.48
NME7	0.22
HOXC12	0.10825
UBE2C	-0.6555
FHOD1	-0.44725
CDK2AP1	0.182083333333333
OR6K2	0.581
DHPS	0.53075
RPL5	-1.469
TRGV5	0.655
LOC541472	-0.077125
HCCS	0.3793
DENND1B	2.5715
LHX3	0.1495
OR5D16	0.725
CXorf57	-3.48466666666667
IRF2BP1	0.84675
NDST2	0.323333333333333
LCE3D	0.333
BOLL	0.954285714285714
SYT3	-1.0065
PIH1D2	-1.045
C20orf7	-0.307333333333333
IL1R2	-1.38466666666667
SLAMF9	0.0865
PPME1	-0.836875
PIK3CA	-0.36625
TRAPPC1	0.75225
COLEC10	-1.3045
SLC9A6	-2.60966666666667
PDDC1	-0.97375
CCDC53	0.49275
GK3P	-0.60825
DAZL	-0.68725
BRI3	-0.26375
SDK1	0.830625
CYP2C18	0.10525
IFI44L	4.870875
RPL3L	0.2245
FUT9	-1.82966666666667
KIFC2	0.243333333333333
PMP2	-0.75725
SLC4A9	0.1165
PLAG1	-2.7745
MYCBP2	0.244
OR4E2	-0.4515
CCDC65	0.28625
C16orf82	0.293875
ENTPD4	0.4555
BRP44L	-0.000750000000000008
PMP22CD	0.12525
TMCO4	0.7185
KCNN1	-0.552166666666667
WDR35	-0.2065
CCDC80	1.759875
C3orf31	0.2745
SLC7A9	-0.9865
TMEM190	-1.27125
DBC1	-2.01916666666667
FADS3	-1.76883333333333
PDZD8	-0.504166666666667
GRM5	0.289625
AZGP1	4.4905
PEX3	-0.2145
MED1	0.946357142857143
ATG4C	-1.94583333333333
HNRPH3	-0.907375
FAM109B	2.0245
C4orf17	-0.123
CA10	-0.492
OPRD1	0.371
CCL16	-1.671
SACM1L	-0.12475
CST6	2.0255
CD63	0.8496875
LGI1	-2.27525
ZNF784	0.754
CRYBB1	-1.1695
CX3CL1	-0.3226
TOP2A	-0.369625
GYPB	-4.18683333333333
GADD45GIP1	-0.3125
FEN1	-1.922
IGF1R	-0.216125
WDR72	-1.07
PURG	-1.06583333333333
DEFB126	0.2705
PKD1L1	0.12775
CAV1	-2.5163
GNPDA2	0.1201
DGAT2	-0.348375
NLGN1	-4.03775
STRBP	0.578875
HPRT1	0.301833333333333
FANCI	-0.989625
PSMA7	0.563875
DBF4B	-0.538666666666667
TTF1	-0.3255
RAD54L	-2.681
ELOF1	0.54
PLAGL2	-0.717625
ZNF256	-0.75525
HMGCL	0.6965
MSI2	0.884
RPESP	-3.3055
C11orf60	0.58125
ABCD1	0.3565
ACAA1	1.1247
SPARCL1	4.22942857142857
IL6ST	1.3031
ZNF319	0.4995
TMEM109	0.2589
FAM90A1	1.7265
IL22RA1	-0.0165
ATP4B	1.3575
TEC	-0.962666666666667
C7orf30	-0.66625
TXNDC2	-0.636333333333333
ABCB4	-0.608
KIAA1191	0.64175
C9orf38	0.3
SFTPB	0.02025
CNTNAP2	2.8865
FRK	1.308
TBX19	-0.6065
CHD4	0.01725
C6orf26	-1.70066666666667
MOSC2	2.92975
IKBKE	1.412
HIF1A	-2.28033333333333
LOC595101	-0.2875
RELA	-0.502166666666667
TMEM16B	-1.36083333333333
ABHD12B	-2.3715
TSEN34	1.2875
KIF18A	-1.78625
TXNDC9	0.459166666666667
SPATA2L	0.176
SEMA4G	-0.542
C21orf91	-0.88775
MATN1	0.0965
KCNIP4	-0.0995
TUSC1	1.0475
OR4C15	0.79675
ARMCX6	1.0575
WBSCR27	0.435666666666667
OR52I2	0.423
KIAA1604	-0.98275
DYNC1I1	-2.02075
PPP4C	0.19
SLC47A2	-2.065
TREH	0.1375
CD48	0.544166666666667
ST14	0.779166666666667
PKN1	0.5615
SPON2	0.88075
XBP1	3.45208333333333
SFRS12	-0.656
EFCAB6	2.07025
SELT	0.80075
SLC39A2	2.661
ERF	-0.722333333333333
ARL3	0.67225
SURF6	-0.6227
MLLT10	-0.973666666666666
FLJ11171	0.2895
TDGF1	-4.483
ERCC6	-1.109
EIF2AK4	2.089625
BAZ1A	0.210666666666667
LRRN3	-1.0455
TMC3	1.896
EFTUD1	0.60525
PTPRO	0.136166666666667
CLEC12A	-0.117375
ACBD4	0.874125
ZDHHC14	-1.441625
OTUD7B	1.72875
ACTB	0.4364375
MSRA	0.756625
LCE5A	1.1475
IFI35	1.9125
BSCL2	-0.823
ANKRD12	-0.137916666666667
CFHR2	0.10075
RGAG1	0.457
HSFY1	-0.595
SLC30A5	0.0385
IMPG1	1.0885
GPR109A	1.0275
ZNF185	-1.41275
IYD	4.36125
NPCDR1	0.794
SERPINA13	-0.969
HMGCLL1	-1.8425
NEUROG1	0.704
UBQLN1	0.597125
LIN37	0.429
SOCS2	-3.307375
DSCR4	-1.76175
XKR6	-2.92825
GPR142	0.5475
KRTAP13-3	1.5295
CCDC15	-0.591166666666667
MOS	-0.404
CD1E	-1.983
OFCC1	-0.0231666666666667
FAM83D	-0.7755
SRFBP1	0.09925
C9orf96	-0.515
DHDH	-0.41275
CCDC90A	-0.248
RABL3	0.5146
CD320	-2.43
ANGEL2	0.934916666666667
MRPL21	-2.039
SMG6	0.615166666666667
INSR	1.1529375
FLJ14816	-0.8185
GLRB	-0.411833333333333
C9orf89	0.70575
CIZ1	-0.436
URG4	0.124
LRDD	-1.36233333333333
CBY1	1.05833333333333
NFX1	0.041875
MTERFD2	-0.364071428571428
C19orf23	0.356
PGC	-2.69425
IER3IP1	0.2914
RASAL2	0.920166666666666
C1orf89	-0.754
SYNJ1	-0.28875
NFKBIE	0.36675
FLJ40125	0.0828333333333333
TCEB2	0.2714
NOG	-1.652
POLR2J2	-0.755166666666667
HLA-B	3.23375
PCDHA1	0.81
PPP2R2B	-2.124
ARHGEF17	-0.299833333333333
TCF7L2	0.613571428571429
CHD5	-0.532
ZNF431	-0.706625
TBC1D25	0.4235
ZNF800	0.6845
SCUBE2	3.80818181818182
MYCBP	0.1315
GPX5	0.2795
C6orf129	0.8265
QSER1	0.0388333333333333
ULK2	3.0915
PIGO	0.494333333333333
NRCAM	-1.87178571428571
SLC35E3	0.673
CSRP2	-2.851
HYPE	0.72075
MAPK15	0.340666666666667
MGC14327	-0.1825
TIMM13	0.330166666666667
ZNF462	0.6745
GBA3	-0.00375
TEX13A	0.058
MCM6	-0.309222222222222
MTRF1	-0.724625
ABCA7	-0.73175
EIF4A2	0.2185
ZC3H10	0.6648
RPGR	0.420666666666667
C20orf94	0.565
RP1L1	0.41725
GPR125	-0.750875
USP22	-0.447785714285714
OR1L4	0.0705
MLZE	2.689
FLJ32065	0.2145
PTCD1	-0.36725
CRTAC1	0.513166666666667
BXDC2	-1.18625
C18orf1	2.03716666666667
FAM107A	0.789642857142857
EFNA3	-0.41325
P18SRP	-0.2201
CAMKK2	0.438833333333333
KIAA0649	-0.50175
