Hybridization REF	TCGA-B6-A0IQ-01A-11R-A034-07
SLC43A3	-1.22107142857143
NRBP1	-0.19425
SLC25A22	0.4655
ILK	-1.063
SLC22A8	0.318166666666667
MRPS7	-0.536
PITX2	-1.9405
FABP3	-0.332875
OR1L1	0.066
LOC728215	-1.2065
BLID	-1.2215
KIAA1217	2.63188235294118
TFPT	0.1235
AP4B1	-0.2265
VBP1	-1.3655
OR1K1	0.261
MORC3	0.7135
BHMT2	0.3515
C3orf10	0.30875
FZD7	3.99016666666667
WFDC10A	0.1065
PMS2CL	-0.637375
CCDC32	-1.16316666666667
FA2H	-0.759
ALG13	-0.763
TTLL7	0.1084
SPOCK3	0.47675
SLC13A2	0.128
AIM1	-0.35975
GPRC6A	0.076
EGR2	7.044
MED11	0.3
WWC1	1.44175
SH3GL3	1.07975
RIF1	0.652428571428571
PRLH	0.057
VLDLR	-1.5025
DBT	0.476625
C21orf63	-0.90325
CGGBP1	0.236375
KRTAP12-2	-0.483
TADA3L	-0.998125
ZBTB16	-0.28675
PDGFB	-0.2545
RFX1	0.3575
UQCRB	0.4442
LOC133874	0.473
HPS3	-2.284
LGALS3BP	-0.4359
DKFZP564O0823	2.468
MRFAP1L1	-0.282125
HOXA10	-2.20016666666667
NGB	-0.181
KIF21A	0.291615384615385
IFLTD1	0.422
LZTS1	0.228625
ARHGEF3	0.0715
RHBDL3	-1.002
CSNK1G2	-0.021
ChGn	-0.623875
KIAA1244	-0.826666666666667
GABRB2	0.554
MGC72080	0.883
CD27	4.02125
EGLN1	-0.5379
PEX13	0.68125
RWDD3	0.29775
RNF12	-0.151333333333333
GRIN2B	-0.0525
ADAMTS14	-0.817375
DYDC2	1.401
ATP6AP1	-0.512
NR1H2	-0.137833333333333
PDK2	-0.7335
C3orf17	0.410666666666667
SLC38A2	-0.946142857142857
SLC25A29	0.363666666666667
C15orf29	1.008125
ADAM9	-2.46725
TMUB2	-0.192625
GPR176	-0.78775
AGK	0.48675
MCCD1	0.33575
NDUFA4	-0.02825
TMEM146	-0.10925
DUSP1	0.171375
UNQ6975	-0.1525
EMX2OS	2.4795
INSM2	0.06475
LUZP4	-0.113
SETD6	0.0525
P2RY2	0.63375
SLC45A2	-0.9395
RABGAP1	1.374
UBXD5	0.29975
GPRC5A	-2.0842
PAK3	1.72666666666667
LOC63920	-0.2165
TGFBR1	-0.9547
KRTAP6-3	0.45425
SFMBT2	-0.04775
CDC42	0.2788125
C11orf35	-0.6525
TTLL2	0.1105
UACA	0.261166666666667
CD97	-1.6072
SETD5	-0.120875
NINJ2	0.38575
PTER	0.170666666666667
POMGNT1	-0.52
KRTAP4-2	-0.623
ECGF1	1.640875
HRB	0.136
ATP1B2	-0.1294
LOC400506	0.4085
COL4A3BP	-0.91775
C6orf97	-2.78825
GRHPR	-0.287125
TAS2R1	0.6995
SEMA7A	-0.7375
EDF1	-0.00125
ODF2L	1.4494
PCID2	-0.680166666666667
GTF2H4	0.329333333333333
ZCCHC3	-0.149625
CGB2	-0.052
NEUROD1	0.32325
C20orf75	-0.359
RP5-1054A22.3	3.3445
IFNA5	-0.789
ZNF134	0.567583333333333
MGC119295	-0.0203
ZSWIM6	-0.84875
SMEK1	0.0988333333333333
PCGF2	-0.090125
C1orf102	1.783
CYP2A13	0.5735
KCNH6	-1.0563
MDM1	0.1793
ALDH7A1	0.764666666666667
C9orf75	-0.8755
VDAC3	-0.7455
OR51T1	0.2395
EIF3F	0.245833333333333
KCNJ10	-0.41975
LENG8	0.53675
EDEM2	-0.211333333333333
CCNJL	1.1085
DHX37	-0.243
CRYGN	-0.5415
AATF	-0.579
ZNF630	1.603875
E2F5	0.7275
WFDC13	-0.66275
FTSJ3	-0.9445
C4orf33	-1.088
LHFPL4	-2.436
C19orf56	-0.0355
SMAD4	0.61975
AFM	-0.526166666666667
G0S2	-0.68825
FCHSD2	-0.2773
RRP1B	0.5646
EEF1B2	-0.626333333333333
STAT6	0.0398333333333333
ZNF195	0.54025
GNL1	-0.904666666666667
ZNRF2	-0.959
PER3	-1.61375
ASB16	0.264
C10orf10	0.935071428571429
ADCY8	-2.34083333333333
C9orf58	0.102333333333333
ARMC10	-0.083
PSG1	-0.798
DHX34	-0.06925
VARS2	-0.397375
NFIC	-0.531
ITPR2	0.47825
AGXT2	0.2835
OR6K3	-0.1
H2AFZ	-0.1545
MLLT3	1.14
COX4I2	1.04975
CCNT2	-0.210375
PLK4	-1.318125
NUMBL	-0.0945
MED16	-0.20625
PLEKHQ1	0.1005
GOSR1	0.330611111111111
BTG4	-0.025
RPL30	0.894916666666666
IGSF5	0.98925
IGFL2	0.681333333333333
ELMOD2	-0.239
SHC3	0.520333333333333
HAVCR1	0.0925
DYNC2H1	0.35975
RNF5	-0.404666666666667
C2orf7	0.087
NLF1	1.404
KLHL25	0.72525
LRP10	-0.9386
KRI1	0.1385
PUS7L	-0.561833333333333
MGMT	0.161
HOXD1	-1.7605
CSH1	0.1761
ATG16L2	-1.33675
FLJ44635	-0.591
CHODL	4.15975
EXOSC8	-1.91125
SLC28A1	0.135
MYO7B	-0.757
SEH1L	0.5273
MTNR1A	0.246833333333333
TSPAN5	-0.138333333333333
CDC45L	-1.626
AMIGO1	-0.1665
ATAD3A	-0.004375
OSGIN2	0.611333333333333
PDIK1L	0.358833333333333
DARC	0.38875
PIPSL	1.249
SHMT1	-1.28025
CRISP3	-0.094
POPDC2	1.89366666666667
ZRANB2	-0.0335
FBXL8	0.8515
TRIP13	-0.265727272727273
EIF5AL1	-1.1005
POU5F1P3	-4.59466666666667
IL6	-1.6455
CXorf38	-0.5995
IFNA16	0.013
FBXL2	1.22516666666667
BRD1	0.772
STATH	-0.47825
FBXO44	0.536
MCCC2	-1.66
CDC2	1.637
C5orf23	2.231
IVD	-1.117
C10orf122	-0.24975
MSL3L1	1.0819
MVP	-0.5125
EPOR	-1.4442
ZMYM1	0.300833333333333
BCL7C	0.348666666666667
PSTPIP2	0.6535
LYPD1	-0.660625
OR8G5	0.548
ZP3	-0.00333333333333334
BCAS4	-1.08141666666667
EDG6	1.9995
ISY1	-0.28225
PRAMEF2	-0.51275
CUL1	-0.013875
RNF213	-0.2141
CCRK	1.05675
DHX9	0.310375
C13orf29	-1.1435
NCKAP1	1.15666666666667
MRPL43	0.286857142857143
XPR1	-0.79625
PKN2	0.8294
PODNL1	0.6285
ZNF333	1.63175
DALRD3	-0.486
OPN1SW	-0.0665
BTBD6	-0.068
C11orf82	-0.1595
OR5P3	0.5015
DUSP11	0.04325
L1CAM	-1.4528
NEK11	1.25783333333333
OR7E91P	2.3815
CNTN3	0.4445
CREB3L2	1.4975
ZBTB37	0.2905
KIAA1324L	-1.779
NDUFB10	-0.780666666666667
NUDT2	0.42975
GTPBP8	0.237
CACNA1D	-0.413125
PRKAA2	-1.09766666666667
PRDM8	0.535
MGC16075	-0.3485
KRT14	0.258428571428571
PP8961	0.719375
MRPL18	-0.30975
ABCG2	-2.664
PACRG	2.96275
BBS2	-0.73725
KREMEN2	0.0965
FBXO21	1.20925
HNRPUL1	0.241083333333333
GRB10	0.4325
CLSTN1	0.875
LMAN2	-0.9416
C17orf61	-0.28075
NIPSNAP3A	-0.15125
INSIG2	-1.34883333333333
PCDHB7	0.319833333333333
STXBP2	-0.69525
CMAH	-0.438916666666667
SEMA5B	2.76075
ZNF155	0.00683333333333333
COQ6	-0.639
PRPF4	0.577
TSPAN15	0.7013
VN1R5	-0.16
LATS2	-0.746
SELK	0.162
PGK2	-0.0565
MS4A1	-0.36525
TYW3	-0.8203
KRTAP5-1	1.52475
RCCD1	-1.37566666666667
BTN1A1	0.14875
DDX28	0.2325
TMEM65	0.47425
LOC92345	0.21875
TTC31	-0.33475
WDR46	-0.638
CHP2	-0.2115
LSP1	0.11775
ZNF542	-0.786
EXOSC1	-0.27375
ARHGAP18	-0.325
LRRTM4	-0.486125
MAOB	2.63991666666667
CACNB4	-1.34425
MGC33846	0.777
RANBP3L	-0.607875
ATP5L	0.284625
ONECUT1	-2.06
NUDT9	-0.2825
TMEM149	0.8995
STX17	1.24525
IGSF10	-4.1255
TMPRSS9	-0.012
BMPR2	1.17308333333333
ALLC	0.04425
KLF7	0.625375
GCC1	0.7514
TIMM9	0.16475
CDO1	1.38516666666667
MGC10701	0.158
IFI6	1.45816666666667
FRMD8	1.64225
MGAT2	-0.83175
WBP5	1.6065
CNIH2	1.1215
KIAA0907	0.2015
KCNH8	3.029
CTSG	-3.101
GRIK1	0.333666666666667
CUL5	0.213
FRMD1	0.4575
OR9A4	1.447
SYT6	-1.417375
FOXD4L2	-0.567
ANAPC2	-0.522166666666667
OPN5	0.4735
TAF13	-0.4685
LYG2	0.46875
GGNBP1	-0.063
C11orf40	-0.338
OTX2	-0.7415
REG4	-0.0405
EIF5	-1.6569375
PALB2	-0.16125
SEPSECS	-1.0441
RNASE3	-0.16725
TRIM49	-2.1655
POLR2K	0.7023
GPR42	-0.2925
C8B	-2.29125
SASS6	1.00325
PREB	-0.514666666666667
OR3A3	-0.233
TUBA8	1.37425
IGLV2-14	0.98775
STIL	-0.08575
ANKFN1	-0.9395
NME7	-1.1035
HOXC12	-1.686
UBE2C	0.383625
FHOD1	-1.560375
CDK2AP1	1.90033333333333
OR6K2	0.02775
DHPS	-0.4215
RPL5	0.159833333333333
TRGV5	0.9305
LOC541472	0.465375
HCCS	-0.1807
DENND1B	0.1155
LHX3	0.569
OR5D16	0.0035
CXorf57	-2.0715
IRF2BP1	0.71525
NDST2	0.0548333333333333
LCE3D	-0.06
BOLL	0.092125
SYT3	-0.49575
PIH1D2	-0.51675
C20orf7	-0.345833333333333
IL1R2	1.4735
SLAMF9	-0.0015
PPME1	-0.2205
PIK3CA	0.09275
TRAPPC1	0.0475
COLEC10	-0.67675
SLC9A6	0.0548333333333333
PDDC1	0.425666666666667
CCDC53	-0.0145
GK3P	-0.5875
DAZL	-0.64175
BRI3	0.306
SDK1	0.75125
CYP2C18	0.20325
IFI44L	3.636625
RPL3L	0.677
FUT9	1.167
KIFC2	-0.298
PMP2	-0.2945
SLC4A9	0.2275
PLAG1	-2.03233333333333
MYCBP2	-0.240666666666667
OR4E2	0.045
CCDC65	-0.22775
C16orf82	-0.042
ENTPD4	-0.36575
BRP44L	0.12825
PMP22CD	0.43725
TMCO4	0.257333333333333
KCNN1	-0.525333333333333
WDR35	1.346
CCDC80	-0.560375
C3orf31	-1.045
SLC7A9	-0.65775
TMEM190	-0.54
DBC1	1.61366666666667
FADS3	-1.40516666666667
PDZD8	0.0193333333333334
GRM5	0.3685
AZGP1	2.5487
PEX3	0.778
MED1	0.111571428571429
ATG4C	-0.827166666666667
HNRPH3	-0.611
FAM109B	1.72475
C4orf17	0.38
CA10	1.58525
OPRD1	-0.0555
CCL16	-0.99925
SACM1L	-1.98025
CST6	2.8355
CD63	-0.41525
LGI1	-1.4325
ZNF784	0.88225
CRYBB1	-1.5785
CX3CL1	1.9324
TOP2A	-0.520625
GYPB	-2.26216666666667
GADD45GIP1	-0.293
FEN1	-0.5615
IGF1R	-1.6748125
WDR72	-1.6926
PURG	-1.56566666666667
DEFB126	0.22325
PKD1L1	0.066
CAV1	-2.3122
GNPDA2	-0.5166
DGAT2	2.1205
NLGN1	-1.747
STRBP	0.232
HPRT1	0.136666666666667
FANCI	-1.189375
PSMA7	0.943625
DBF4B	-0.4375
TTF1	-0.1005
RAD54L	-0.744
ELOF1	-0.56275
PLAGL2	0.074875
ZNF256	1.88525
HMGCL	-0.60225
MSI2	-0.0181666666666667
RPESP	-0.4525
C11orf60	-0.1225
ABCD1	-0.5395
ACAA1	-0.2087
SPARCL1	4.08592857142857
IL6ST	-1.9968
ZNF319	0.1335
TMEM109	-0.5762
FAM90A1	0.961
IL22RA1	0.261
ATP4B	0.3855
TEC	-0.852833333333333
C7orf30	-1.2785
TXNDC2	-0.955166666666667
ABCB4	-1.0915
KIAA1191	-0.29975
C9orf38	-0.167
SFTPB	0.1135
CNTNAP2	-0.365166666666667
FRK	0.8555
TBX19	0.63025
CHD4	0.17175
C6orf26	-1.21033333333333
MOSC2	-0.1175
IKBKE	-0.44625
HIF1A	-1.52416666666667
LOC595101	0.114
RELA	0.232666666666667
TMEM16B	-1.5995
ABHD12B	-2.175
TSEN34	1.105
KIF18A	-0.46725
TXNDC9	-1.03416666666667
SPATA2L	0.664
SEMA4G	-0.236
C21orf91	1.08425
MATN1	-0.099
KCNIP4	0.0795
TUSC1	2.334875
OR4C15	0.8335
ARMCX6	2.04033333333333
WBSCR27	-1.39083333333333
OR52I2	0.176
KIAA1604	0.34375
DYNC1I1	-1.518125
PPP4C	0.69675
SLC47A2	-1.35216666666667
TREH	-0.215
CD48	1.04083333333333
ST14	2.20233333333333
PKN1	-1.88275
SPON2	4.022
XBP1	-1.91975
SFRS12	-1.20133333333333
EFCAB6	0.89625
SELT	-1.35325
SLC39A2	1.4505
ERF	0.278
ARL3	-0.4995
SURF6	-0.0356
MLLT10	0.262857142857143
FLJ11171	-0.592
TDGF1	-3.93716666666667
ERCC6	2.904
EIF2AK4	-1.015625
BAZ1A	0.981833333333333
LRRN3	-0.154666666666667
TMC3	0.015
EFTUD1	-0.13725
PTPRO	0.135833333333333
CLEC12A	0.235875
ACBD4	-0.092125
ZDHHC14	0.53275
OTUD7B	1.480375
ACTB	0.251125
MSRA	0.3405
LCE5A	1.4255
IFI35	-0.74325
BSCL2	-0.0533333333333333
ANKRD12	-0.262416666666667
CFHR2	0.3065
RGAG1	1.6335
HSFY1	-0.134
SLC30A5	-1.17458333333333
IMPG1	0.451
GPR109A	0.371
ZNF185	0.233
IYD	0.055
NPCDR1	0.7665
SERPINA13	-0.5695
HMGCLL1	2.4085
NEUROG1	1.10383333333333
UBQLN1	-0.0769375
LIN37	0.45025
SOCS2	-3.676875
DSCR4	-1.656625
XKR6	0.289
GPR142	0.123
KRTAP13-3	0.5915
CCDC15	-0.322833333333333
MOS	0.438
CD1E	-0.6045
OFCC1	-0.0143333333333334
FAM83D	-0.2925
SRFBP1	-0.23075
C9orf96	0.763
DHDH	-1.87275
CCDC90A	-0.3195
RABL3	0.41885
CD320	-0.456666666666667
ANGEL2	0.650916666666667
MRPL21	-0.4105
SMG6	0.1435
INSR	2.2405
FLJ14816	-1.2375
GLRB	-0.911833333333333
C9orf89	-0.21075
CIZ1	0.39175
URG4	-0.620333333333333
LRDD	-0.668166666666667
CBY1	0.529166666666667
NFX1	0.471625
MTERFD2	0.594357142857143
C19orf23	0.588
PGC	-2.433625
IER3IP1	0.5229
RASAL2	1.08516666666667
C1orf89	-1.34925
SYNJ1	-0.481125
NFKBIE	0.27425
FLJ40125	-0.454333333333333
TCEB2	-0.6033
NOG	-1.4595
POLR2J2	-0.1915
HLA-B	1.818
PCDHA1	1.1385
PPP2R2B	-0.099
ARHGEF17	0.634833333333333
TCF7L2	1.04514285714286
CHD5	-0.781833333333333
ZNF431	-0.133125
TBC1D25	0.3355
ZNF800	-0.18425
SCUBE2	-2.06454545454545
MYCBP	-0.549833333333333
GPX5	0.2225
C6orf129	0.825
QSER1	0.3265
ULK2	1.80975
PIGO	0.083
NRCAM	-1.44842857142857
SLC35E3	-1.16875
CSRP2	1.80125
HYPE	-0.46025
MAPK15	-0.1995
MGC14327	-0.06425
TIMM13	-0.511
ZNF462	2.345
GBA3	-0.01675
TEX13A	-0.1945
MCM6	0.688444444444444
MTRF1	-1.63
ABCA7	-1.28025
EIF4A2	-0.8385
ZC3H10	0.5881
RPGR	-0.1675
C20orf94	0.234
RP1L1	0.109
GPR125	0.920625
USP22	-0.0957857142857143
OR1L4	-0.31575
MLZE	1.79175
FLJ32065	-0.4785
PTCD1	0.25825
CRTAC1	-0.323166666666667
BXDC2	-0.83275
C18orf1	0.842333333333333
FAM107A	0.225928571428571
EFNA3	-0.11175
P18SRP	-1.1906
CAMKK2	0.924
KIAA0649	-2.1205
NES	2.35716666666667
HS6ST3	-1.051875
PON2	-1.10675
TCP11L2	0.27375
CLEC4A	1.50275
PRR12	0.978
MLXIPL	-0.7806
C2orf50	0.186
ZNF28	-0.4005
ENC1	-0.307
MAP2K1	-1.04275
FKSG2	-0.14
KIAA0430	0.873
PTP4A1	-1.18061111111111
GPR156	1.9485
GTF3C6	-0.0475
UBR2	0.4058
LOC388272	-0.85225
MAK	-0.0416666666666667
ACOT4	-0.8
STC2	-1.63
PIGW	-1.636125
SAE1	-0.730375
COL6A1	-0.0165909090909091
OAZ1	-0.632666666666667
STMN4	1.99016666666667
EDG3	0.167333333333333
SGCE	-0.639833333333333
IL11	-1.79733333333333
PRSS8	1.672
YIPF5	-0.296416666666667
WNT4	2.84075
CSN2	-0.224333333333333
TCF7	-2.84875
TDO2	2.166
SAMD9	-0.3814375
S100A7A	4.2785
MMRN1	0.344666666666667
GKAP1	-0.64175
AKR1C3	-1.644375
RNF19A	1.545875
GMDS	0.53675
YKT6	-0.452625
SPARC	0.282
C12orf31	-0.72175
UBE2V2	-0.804
FBXL18	-0.8515
KIAA0460	2.04325
ADAM22	-0.10325
SERPINC1	-4.108
KCTD21	-0.05525
MYOHD1	-1.2025
ZNF37A	0.0406666666666667
GTF3C1	0.281166666666667
CTSZ	1.23875
PRNPIP	-0.57875
DRD1IP	0.0945
NR1I2	-1.0805
ZNF266	0.567
SPAG4L	0.09
COX4NB	-0.2075
SAPS1	0.339666666666667
APOA1	-3.2875
TATDN1	-0.235333333333333
C10orf82	-2.146
KPNB1	-0.1825
FOXO3	0.713583333333333
CRYBB2	0.9855
ZBTB5	0.709833333333333
SLC25A38	-0.238
DCTN2	0.0738333333333333
IFT20	-0.69125
CTHRC1	1.811
C1orf31	0.559125
UHRF1	0.162875
GPC6	-0.89575
C10orf54	1.13975
MCF2L2	-0.239833333333333
WNT9B	0.115375
OLA1	-0.179125
FAM120B	-0.41025
TTLL10	-0.134
CYorf15A	-4.79175
RELN	-1.786
SCN2B	0.02025
MFHAS1	-0.167
NKX3-2	-1.22516666666667
RASGRF2	-1.4925
SSBP1	0.846333333333333
KPNA6	0.245
LOC389118	-0.0285
HS3ST4	-1.4842
SUPT7L	-0.2325
FLJ32658	-1.43025
IGFBPL1	-0.674
KIAA1641	-0.0901
SHKBP1	-0.9165
CSF1R	4.6085
NAGK	0.23
MYL2	-0.12675
HIST1H4C	-0.752
TOMM7	-0.762875
ADAMTSL3	0.4138
TNFSF14	-0.96475
PRRT2	-1.094
VTA1	0.13475
AOAH	1.6965
CRISPLD2	0.911357142857143
PNN	-0.3102
TA-NFKBH	0.10275
ESPN	0.54225
RBM43	-0.2775
KIAA1267	0.6275
DDX3X	-0.0196111111111111
KIAA1576	-4.02725
PLXDC1	2.92866666666667
FLJ25801	-3.3935
HNRNPL	0.69075
RUNDC3A	-0.330333333333333
CASP12	0.164
SH2D5	-1.484125
RPL26L1	-0.2365
OR51A7	-0.4715
HDC	0.194
C2orf16	0.112
SYTL3	1.492625
GOLGA4	-0.5410625
NOTCH1	0.872333333333333
ATPAF2	-0.23575
ECD	0.17275
SSX5	-0.840333333333333
SNAP91	-0.21075
OCA2	-1.242
PNPO	-0.532
DAPK1	-1.681
PINX1	0.237166666666667
SELENBP1	0.219625
NEK3	-1.24241666666667
TMED4	-0.257857142857143
SSTR4	-0.176
FOSL1	-2.2024
CD40LG	0.356
CES1	-1.97558333333333
DCI	-0.902666666666667
B3GAT3	-0.0956666666666667
STK17B	-0.58675
CNTN6	0.2935
CYP3A4	-1.49133333333333
MBOAT2	1.54164285714286
PISD	-0.7025
USP1	-0.086
PYDC1	-0.354333333333333
CENPM	-0.865125
SAR1B	0.0305
TTC7B	-0.2965
DP58	-0.272
GPC1	-0.64475
RBL1	-0.9375
TMEM137	-1.564
TOB1	-0.849083333333333
TCEAL1	-0.256833333333333
CENPF	1.18309090909091
C6	0.438833333333333
PRSS1	-2.915
PPIL6	1.2135
C6orf124	0.686
ODZ4	0.00600000000000003
SNCB	0.2455
NDUFB9	0.255625
CNOT6L	0.169
S100A9	3.98183333333333
TRIM50	0.1785
KCTD1	2.7331
WDR63	-0.12275
SPEF2	1.250125
RNGTT	-0.491666666666667
CXorf22	1.764
KCNK16	0.0615
CEP250	-0.9965
ATPBD1B	0.33775
KCNJ2	3.91525
MT1B	-0.704
ZNF684	-0.945
SLC4A1	-0.6295
PDHA1	-0.0745
ZNF492	0.646
TKT	-1.21075
BYSL	0.35875
RNF38	0.35575
AHDC1	0.4215
KLHL2	-0.903
CMTM8	0.94425
DMP1	-0.2375
HERPUD2	-0.766125
CRTAM	1.70566666666667
ZNF572	1.98975
TMEM16J	-0.609
HSD17B2	2.422
UBE2G1	-0.292375
AHSA2	-1.29775
PELI2	2.194
TPX2	-0.328625
ATP9B	1.611
DAZAP1	0.3175
HMGCS2	0.317
C17orf38	0.08775
B9D1	-0.107875
NKX2-5	-0.880833333333333
KIAA1276	-0.51675
LILRB2	3.128
CSTF1	-0.264833333333333
BTN2A1	-0.2285
C15orf48	3.738
IGF2BP3	-3.908
FAM113B	0.162666666666667
HRG	0.18575
ZNF131	0.2145
USP47	0.405214285714286
CCDC88B	-0.9205
HCN1	-0.2899
HTN1	-0.191
SYCP3	-0.042
C13orf23	-0.7443
PAPOLA	-0.2155
AATK	-0.1458
MSH3	-0.629
NDUFAB1	-0.3195
ITLN2	-0.608166666666667
BAK1	0.694166666666667
MRPL45	-1.00716666666667
MTNR1B	0.172166666666667
LOC645843	-0.5175
SPECC1L	-0.071125
PGCP	-0.42075
SPN	-0.647375
GPR143	-1.37383333333333
ZNF576	0.396666666666667
TMEM39A	1.6316
ATP5D	-0.911166666666667
MAGEB3	-2.0915
RPS5	-0.288333333333333
ANP32E	1.35692857142857
MTMR1	0.40025
YEATS4	-1.00725
SYNGAP1	0.16875
PCOLCE	-1.71433333333333
MNS1	1.0625
PCYT2	0.231333333333333
ZNF182	0.3955
LAX1	1.378875
SPPL2B	1.1554
ELOVL5	-1.4222
PCDHAC1	-0.037
B4GALNT1	-1.24166666666667
BLOC1S2	-0.159875
ZNF673	0.1111
ARHGAP21	0.830833333333333
IRX5	2.921375
LRFN5	-0.816
FAM7A1	-2.013
RAB19	-0.624
GINS1	-0.8905
ITM2B	-0.4778
PAPSS2	-0.913583333333333
OR5BF1	0.4585
ACSL3	-0.083375
KIAA1919	-0.347166666666667
GLT8D2	0.1085
UTRN	0.765357142857143
CNN1	0.56325
HISPPD2A	0.688166666666667
SDAD1	-0.019125
SIGLEC9	0.0495
RPL35	0.447
C22orf26	-0.132
IMPDH2	-2.02925
WDR69	-0.3385
SEC14L5	-0.132333333333333
CLTA	0.4415
RP11-529I10.4	0.516
GPR37L1	0.469
OGDH	-0.8915
ASB13	0.434166666666667
ZFP14	0.4645
ZCRB1	-0.714166666666667
KPNA3	-1.10475
HSPA1L	-0.09
RHOC	-0.99825
LOC554175	1.27025
PPP3CA	0.9886
SLC1A7	-0.7532
ZNF529	0.486333333333333
RBED1	0.17375
DDB2	-2.28975
FLJ11286	0.190333333333333
SPATA1	0.7785
MKNK1	-0.00716666666666668
DYSF	0.82
ALKBH2	0.69875
NKD1	-3.16033333333333
C1orf174	0.26125
PLEKHO1	2.45816666666667
ASB10	0.103
RING1	-0.266166666666667
NPC2	0.80175
AVPR1B	-0.4015
YTHDF1	0.338916666666667
LMAN1L	0.203
GSG2	0.022
CEP170	0.8334
RPS4Y2	-4.78575
MSH6	0.4205
HECTD2	-0.143166666666667
ZNF556	-2.03966666666667
PLEKHC1	-2.9637
AIRE	0.363
BCL2L10	-0.1105
LMOD3	0.2665
ZBTB8	0.7629
FOXA2	-2.9963
SLCO2A1	4.306875
C3orf46	0.376
PRDM16	-0.8045
TMEM98	1.57175
FRMD5	-2.277
PDE6C	0.0215
C1orf216	-0.468333333333333
EP400	0.0225714285714286
PTK2	0.63675
RNF217	0.03475
NDUFA8	1.088
ZFAT1	1.44025
LAMP3	4.19333333333333
GLTSCR2	-0.079625
NPW	1.2455
LLGL2	-0.5833
PPM1K	-0.317333333333333
C20orf177	-1.0375
KIR2DL4	0.7022
NFKB2	-0.08025
C21orf122	1.0855
HESX1	-0.63425
GPR114	0.22
SLC25A35	-0.662333333333333
GNAT1	0.64575
ORAI3	-1.3225
FAM76B	0.001625
TMEM99	0.5447
TRIM29	-0.247
CDS1	0.602
RHEB	0.2663
C4orf27	-0.301166666666667
RAB3A	-0.26925
OTUD6B	-1.12325
GPD1	-0.952125
CDH15	-0.779833333333333
NPM1	-0.0178571428571429
TMEM117	0.101
PRPS2	0.810833333333333
GCK	-0.8165
ADRA2A	3.9845
TSPYL4	-0.0936666666666667
TASP1	-0.325
WDR19	0.391333333333333
C10orf38	2.411
PDE4C	-0.493
FYB	-0.6615
C1orf55	0.1835
PPFIA3	-0.938
RAD18	0.018
C12orf44	-0.983333333333333
CRYBA4	-0.335
HVCN1	0.607
TAF10	-0.0256666666666667
C16orf48	-0.3085
DEPDC5	1.2115
LTBP1	-1.8945
MAPRE1	-0.10225
FGF8	0.129
C3orf52	-0.623625
SENP7	-0.339
LRRK2	-0.33425
RUNDC2A	0.590666666666667
KIAA0355	0.284
CPEB1	-2.495
PPEF2	0.6415
ABI2	0.878666666666667
KIAA0317	0.244125
ATF1	-1.57
DYNC1H1	0.810375
DIP	0.7985
TMEM33	0.0275
POLDIP3	-0.51975
C7orf24	0.345
GPR171	3.07375
CDC6	-1.24233333333333
PLD1	-0.228
ITFG2	0.4902
NDUFC1	-0.1205
AKNA	-0.38725
NBR1	0.218
PKHD1	1.00525
HPS4	-1.0698
MAFA	1.26375
ULBP3	-0.8895
DIRC1	0.959
IMMT	-0.602125
C22orf13	-0.6685
CEL	-0.10875
MARK3	-0.99525
ADAMTS2	-0.3485
ARPC3	-0.0526666666666666
TMEM10	0.130375
NPHS1	-0.012
BRD8	0.462333333333333
WDR12	-0.23925
IDI2	0.6305
HOXD13	-1.882
OR8G2	-0.634
SLAIN1	-1.19425
GABRQ	-0.64075
NR2C2	0.1045
NKTR	-0.584
TLE2	-0.1225
KIAA0892	0.442333333333333
AURKA	-0.784181818181818
GPRC5C	-1.98766666666667
TBC1D9B	-0.247
PNPLA6	0.439833333333333
AP3B1	-0.4725
NAG	0.4715
C11orf68	-0.33275
AKR7A3	-1.178
AHCYL1	-0.216416666666667
COP1	0.597166666666667
RPP14	-0.240333333333333
PCDHB18	0.41175
CDH24	1.8225
KRT17	2.2192
LACTB2	-1.9575
DDX24	0.2226
PHACTR1	-2.32533333333333
SLC35E2	0.137
LOXL1	-0.567
IQSEC2	0.56325
RGSL1	0.325
PCDHGC5	-0.539
MEGF10	-0.266
PRRX1	-0.875833333333333
ASTE1	0.881666666666667
C6orf159	-0.951
MYOD1	1.67875
GAA	-0.28825
ZNF747	-0.57
KLRC1	-0.68525
IL1RL2	0.3395
GDF9	0.425
GPR119	0.223
TRAF2	0.168666666666667
HCK	2.69616666666667
BMP6	-2.3685
IL8RA	0.372333333333333
FLJ35848	-0.89775
EFHA1	-0.456
CDSN	0.965166666666667
C14orf54	-0.0195
LSM3	-0.745
ZFP41	0.3085
C9orf126	0.352
VIT	0.2515
SPCS3	-1.1435
DEF8	-0.3551
CHAF1A	-0.0611666666666667
C1orf165	1.83533333333333
ZFPM2	-0.385666666666667
FTH1	0.05025
SLC35F1	-0.95625
YWHAH	-0.601
C17orf66	0.157666666666667
ADRB1	-0.1025
FOXL1	2.4455
RG9MTD3	-0.0868333333333334
UMPS	0.736875
MGC13008	-0.02
KIAA1161	-0.4185
CCDC77	0.264
C12orf65	0.2213
COG4	-1.07866666666667
RCP9	-0.264416666666667
RP4-692D3.1	1.2755
CDC2L5	0.067
MGC7036	-0.652166666666667
DNAJC11	-0.04225
GDF2	-0.061
TIMM17A	-0.169
HNRNPA0	0.6241
OR2H1	0.1315
