Hybridization REF	TCGA-AN-A0AL-01A-11R-A00Z-07
C1orf162	3.095
MBD1	-0.717
ITGAL	0.5145
WDR73	-0.724666666666667
GKN2	0.296166666666667
ARFGAP1	-0.642125
SLC5A8	6.66666666666667
ZBTB40	-0.1851
CYP4B1	-0.0535
LYPLAL1	-0.8755
CHST3	-0.298
MAP3K9	0.4495
BTAF1	-1.22333333333333
TFAP2E	0.2725
RBM35B	-0.12825
LOC441251	-0.453
ANKRD25	-0.468944444444444
UQCRC2	-0.896
MAEA	0.804833333333333
HYAL1	-2.1837
RNPEPL1	0.5845
CPSF2	-0.29275
PSD3	-0.3258
ABCA13	2.656875
AGR2	1.709125
GBX1	-0.459
HDLBP	0.890071428571429
ACY3	0.29925
HECW1	-0.55425
ZNF519	-0.8475
HOPX	2.85575
ZNF304	0.947125
OR12D3	-0.161
FKSG43	0.681
METTL1	-0.192875
MFSD3	0.4223
PSPH	-1.135
CLCA3	0.3235
DARS2	-1.1735
CDC25A	-1.28616666666667
BAIAP2L1	1.17525
B3GNT5	3.069
USP29	0.494
ARHGEF10L	1.6595
ATOX1	-0.372875
ADAM30	0.42725
DNASE1	-0.666
STT3A	1.34666666666667
RAB6IP1	-0.7985
PTN	0.9991
C1orf106	1.32323076923077
HECA	1.3385
RNF122	1.091
SLC22A18AS	-0.121666666666667
GNG8	0.4705
ELP4	-0.51625
FAM65A	0.5565
RPL10A	-0.767666666666667
IRS4	0.8455
MACF1	1.0593
SEC24D	0.21025
LOC374395	0.50025
TGFB2	-0.556
MDFIC	1.606125
CHRNE	0.9985
PCMTD2	-1.08516666666667
ATP6V0D1	0.316
MTA2	1.12575
LZTR1	-0.809166666666667
RAP1A	0.391666666666667
AXIN1	-0.623
POLR1C	-0.34225
TRIO	-1.4305
PLXNA4A	-0.34025
C5orf33	-1.3195
DEPDC1B	-1.61225
ZNF473	-0.475666666666667
MTM1	0.459875
GPR107	-0.147
CSNK1A1L	0.209
FLJ14154	-0.01875
NLRC4	3.3965
ENPP4	3.34983333333333
PADI3	-0.3275
RNF170	-0.724625
CG018	0.299666666666667
C16orf7	0.008
KCNE1	1.6975
NRM	-0.663666666666667
SLC37A3	0.295642857142857
TPD52L2	-0.966833333333333
UNC5B	1.43375
C12orf12	0.3902
SDHB	-1.19375
CLRN1	0.1005
NUDT10	-0.87
UGT3A1	0.211625
FBXW8	-0.648125
RHOF	-0.572125
PTPLAD1	-0.7215
MYO3B	0.448666666666667
DERA	-1.2015
TPP2	-0.3795
C19orf53	0.161333333333333
GINS3	-0.757375
ST6GALNAC5	0.7605
CHSY1	2.76575
MGC15705	-0.024
GPR83	1.2438
EXT2	0.593875
DOLK	0.36375
TUBAL3	-2.75125
ACVRL1	2.368
ABL2	-0.339166666666667
C14orf156	-0.3875
PTPRZ1	1.393375
DIP2C	0.17125
LAMP1	1.889375
RXRA	0.0688
MAP3K5	0.7855
ALKBH1	-0.349
PDLIM7	-0.20325
ARL14	-0.7455
SNIP1	-0.279833333333333
TIMP3	1.30758333333333
RGS3	0.706333333333333
SPAG16	0.0893
ABHD4	0.825
ARHGEF12	0.97275
GLUD2	-1.53
RAC2	-0.4139
UAP1L1	-0.321
SLC18A3	0.7485
YOD1	-1.19466666666667
RALY	0.3255
HMOX2	0.38325
DGKH	0.03825
DBNDD2	0.723
YIPF4	0.248125
THAP10	-0.663
ZNF513	0.9495
HAGHL	-1.248
ITGB4	2.47116666666667
CCDC141	-1.8435
YTHDF3	0.2915
C5orf28	0.03125
RPL7L1	-0.462875
TMEM30B	1.77335714285714
ANKRD35	3.981
DUOXA2	0.22325
TBC1D5	-0.11675
DFNB59	0.1945
HRH4	0.97675
MYO6	1.9723
DNAJA4	1.357125
RBM24	-1.52775
CEACAM20	0.37
RBM23	-0.169142857142857
NGFB	0.543
C1orf63	-0.9595
KRTAP7-1	0.9065
PERLD1	0.77875
NPB	1.0585
C17orf59	0.2156
HSPBAP1	-0.146
SLC15A4	-0.137375
PRTFDC1	1.12275
OSMR	-0.663071428571429
CYSLTR2	0.0555
C19orf25	0.5767
KIAA1797	-0.0725
NLRP6	null
FAM105B	0.6477
SCRN2	-0.8565
LRRC58	0.3912
RNF17	-0.0632
NEIL3	-2.209
FAM137A	0.41925
SKP2	-2.166
PARVA	0.864833333333333
PKLR	-1.323
RNF34	0.123375
A3GALT2	0.263
C12orf50	-0.2588
SUNC1	-2.08066666666667
FAM102B	0.700333333333333
CCT2	-0.512
LRRC37A2	-0.996
ARF4	0.8955
SIKE	0.521
C8orf48	-0.00866666666666666
MBTPS1	-0.644642857142857
GPSN2	-1.0305
NCF2	3.372
SLC12A6	1.10016666666667
MRPL48	0.5525
HMGN3	0.3785
LRRC62	-1.15
PAX9	-0.365125
FAM55A	0.789
C20orf42	-0.736
SCML2	-1.29766666666667
BCL9	0.4895
FAM40A	-0.6905
C9orf41	-0.6445
ZNF774	0.6545
LETM1	-0.20125
PLXNB1	-1.0945
NIPSNAP1	-0.545875
USP10	-0.6535
F9	-0.03125
LIPE	0.025
CNGB3	0.542
C12orf52	0.010875
PI4K2A	0.414875
MED8	0.04275
STAT4	1.2361
FGD4	1.73833333333333
RNF145	-0.659666666666667
WDR32	0.0163
CLDN2	0.347333333333333
TCEAL8	0.1135
ZMYND8	-0.7155
PDXK	0.62325
GATAD2A	0.65125
PTGES3	-1.068
CCM2	0.88875
TAP1	2.08675
ZNF670	0.112
ETS2	0.905285714285714
C6orf166	0.207333333333333
PRMT2	0.0153571428571429
OR4B1	0.3605
INTS8	-0.3275
CCDC102A	-0.1415
CCDC83	-1.40016666666667
ITGA1	1.3069
EPHA5	-1.4805
FAM24B	-0.389333333333333
TSGA10	1.273
HAL	-1.7556
MYOT	0.292666666666667
SPACA3	1.0825
BCL2L2	-0.204666666666667
CUGBP2	1.926
CCNB3	-0.5795
RNF113B	-0.08975
MERTK	0.65925
BAG1	-0.3055
VPS36	-0.1635
ORMDL3	0.1559
C1orf190	-0.59625
ZNF625	-0.518
CORO2B	-1.75975
ALOX15	-1.0085
CST1	0.109
NUPR1	1.94716666666667
CCL7	3.43625
SMCR5	-2.95
DSC2	3.748
RBMS2	0.38275
GRIK4	-0.2775
TRIM65	-0.1511
TMPRSS6	-0.306642857142857
TP53INP2	0.095
GLB1L	1.58516666666667
LOC388284	0.00533333333333333
PUS1	-0.184142857142857
BCL9L	0.9775
OLFM1	-1.51516666666667
RET	-2.03475
MASTL	-1.64233333333333
ALX3	2.106
IL1RL1	0.6075
ZNF765	-1.3079
C14orf138	-1.489
SNX10	0.162
TAC4	-0.3725
C1orf64	-3.20475
POGK	0.3085
MAPK9	-0.5525
ZNF366	2.475
C8orf79	-0.240222222222222
CLDN7	2.5025
OR5AT1	-0.214
TRIM37	-3.26825
LRRC25	3.32525
GRHL2	2.618
TEKT3	1.0335
LASS5	-1.35466666666667
ABCC4	-0.428416666666667
DLG3	1.214375
VGLL1	1.6345
ZFP36L2	2.3435
MFRP	-0.220166666666667
KIAA1799	-0.672
FLJ44379	1.0265
PCNX	0.33275
ANXA9	0.707
CYP4V2	0.4787
PIK3C2A	0.4385
SRR	-0.7615
NOL3	-0.10175
IFITM2	1.471
ARNTL2	0.364
ZNF595	-0.4055
NLRP13	0.257
ASPH	0.924125
CPA2	0.299
PVRIG	-0.512
LEPR	-0.205
C16orf42	-0.0248333333333333
SH3BGRL	0.50175
FAM77D	1.3726
FNDC7	-0.00750000000000001
C9orf6	-0.4295
NOTCH2NL	0.739166666666667
PGBD1	-1.04533333333333
SYNGR2	1.16316666666667
PITPNA	0.5509375
PRPF4B	-1.1911
SLC43A3	0.487571428571429
NRBP1	0.05025
SLC25A22	0.3745
ILK	-0.23325
SLC22A8	0.7195
MRPS7	-0.00987499999999999
PITX2	-1.267
FABP3	-1.029625
OR1L1	-0.231
LOC728215	0.08675
BLID	-0.9035
KIAA1217	2.13405882352941
TFPT	0.206
AP4B1	-0.35175
VBP1	-1.37175
OR1K1	0.479
MORC3	0.57075
BHMT2	-0.0495
C3orf10	0.104125
FZD7	3.05616666666667
WFDC10A	-0.517
PMS2CL	-0.46475
CCDC32	0.068
FA2H	0.30675
ALG13	-0.028
TTLL7	1.2663
SPOCK3	0.019
SLC13A2	0.093
AIM1	0.67075
GPRC6A	0.571
EGR2	3.8095
MED11	-0.00149999999999999
WWC1	1.83525
SH3GL3	-3.12575
RIF1	0.25
PRLH	0.1985
VLDLR	0.2915
DBT	-0.1734
C21orf63	0.801333333333333
CGGBP1	-0.196875
KRTAP12-2	0.41
TADA3L	-0.90225
ZBTB16	0.0976666666666667
PDGFB	1.761625
RFX1	0.681875
UQCRB	0.2668
LOC133874	3.7385
HPS3	0.08625
LGALS3BP	1.7731
DKFZP564O0823	4.35728571428571
MRFAP1L1	0.025625
HOXA10	2.46566666666667
NGB	-0.773
KIF21A	1.69692307692308
IFLTD1	0.49
LZTS1	0.266625
ARHGEF3	1.00175
RHBDL3	-1.0015
CSNK1G2	0.275666666666667
ChGn	1.55
KIAA1244	0.735
GABRB2	0.2475
MGC72080	1.1045
CD27	4.11875
EGLN1	-0.8629
PEX13	1.32925
RWDD3	0.257
RNF12	-0.201833333333333
GRIN2B	0.3245
ADAMTS14	-0.0935714285714286
DYDC2	-1.5755
ATP6AP1	0.1556
NR1H2	0.527166666666667
PDK2	-0.8645
C3orf17	-0.493666666666667
SLC38A2	-0.789428571428571
SLC25A29	0.343666666666667
C15orf29	0.5645
ADAM9	0.952166666666667
TMUB2	-0.25275
GPR176	0.01575
AGK	-0.778375
MCCD1	-0.20025
NDUFA4	1.13825
TMEM146	0.0383333333333333
DUSP1	1.904125
UNQ6975	0.9785
EMX2OS	1.89
INSM2	0.50425
LUZP4	-0.27475
SETD6	-1.1545
P2RY2	2.77375
SLC45A2	-1.5465
RABGAP1	0.582
UBXD5	-0.0285
GPRC5A	1.0418
PAK3	1.26216666666667
LOC63920	-1.64675
TGFBR1	0.3532
KRTAP6-3	1.83975
SFMBT2	-0.1075
CDC42	0.3906875
C11orf35	0.1935
TTLL2	-0.06325
UACA	0.983333333333333
CD97	-0.3104
SETD5	-0.6005
NINJ2	0.7485
PTER	0.581166666666667
POMGNT1	0.054
KRTAP4-2	-0.3
ECGF1	2.99975
HRB	0.678272727272727
ATP1B2	0.2937
LOC400506	-1.21975
COL4A3BP	0.75825
C6orf97	-1.8345
GRHPR	0.3585
TAS2R1	0.0235
SEMA7A	0.511
EDF1	-0.11475
ODF2L	0.7838
PCID2	0.1045
GTF2H4	-1.3855
ZCCHC3	-0.537375
CGB2	0.462166666666667
NEUROD1	0.62025
C20orf75	1.74
RP5-1054A22.3	1.662
IFNA5	0.4265
ZNF134	-0.386666666666667
MGC119295	-0.4643
ZSWIM6	0.039625
SMEK1	1.28433333333333
PCGF2	-0.1595
C1orf102	-0.46925
CYP2A13	0.5825
KCNH6	-0.3555
MDM1	-0.1303
ALDH7A1	-0.0633333333333333
C9orf75	0.148
VDAC3	-0.246625
OR51T1	0.579
EIF3F	-1.2205
KCNJ10	-0.212125
LENG8	-0.03375
EDEM2	0.821
CCNJL	0.224333333333333
DHX37	-0.207
CRYGN	1.471
AATF	-0.82575
ZNF630	1.341125
E2F5	-0.68
WFDC13	-0.197666666666667
FTSJ3	-0.0336666666666667
C4orf33	0.01525
LHFPL4	-2.7125
C19orf56	-0.350083333333333
SMAD4	-0.406
AFM	-0.198333333333333
G0S2	1.14475
FCHSD2	0.7309
RRP1B	-0.6116
EEF1B2	-0.666666666666667
STAT6	-0.724833333333333
ZNF195	-0.74375
GNL1	-0.637833333333333
ZNRF2	1.69416666666667
PER3	-0.993
ASB16	0.763
C10orf10	2.83764285714286
ADCY8	-2.65066666666667
C9orf58	0.129166666666667
ARMC10	-0.378
PSG1	-1.8215
DHX34	6.93889390390723e-18
VARS2	-0.54275
NFIC	0.69125
ITPR2	1.259
AGXT2	0.379833333333333
OR6K3	-0.831
H2AFZ	0.00516666666666667
MLLT3	-0.00641666666666666
COX4I2	2.48125
CCNT2	-0.69425
PLK4	-1.715
NUMBL	-0.247833333333333
MED16	0.19375
PLEKHQ1	1.02625
GOSR1	0.254352941176471
BTG4	0.145
RPL30	-0.316666666666667
IGSF5	-0.7335
IGFL2	2.18933333333333
ELMOD2	0.310666666666667
SHC3	1.07433333333333
HAVCR1	0.286
DYNC2H1	-1.726625
RNF5	-0.892
C2orf7	0.29475
NLF1	2.4095
KLHL25	1.854
LRP10	0.8187
KRI1	-0.38425
PUS7L	0.2955
MGMT	0.23025
HOXD1	-1.05983333333333
CSH1	-0.1789
ATG16L2	-2.08625
FLJ44635	-0.274
CHODL	0.38275
EXOSC8	-0.9885
SLC28A1	-0.11125
MYO7B	-0.85
SEH1L	-0.2602
MTNR1A	0.179166666666667
TSPAN5	0.644333333333333
CDC45L	-1.784
AMIGO1	1.077
ATAD3A	-0.08225
OSGIN2	0.454833333333333
PDIK1L	0.729333333333333
DARC	2.094375
PIPSL	-0.0485
SHMT1	0.09025
CRISP3	1.3435
POPDC2	2.32183333333333
ZRANB2	-0.665166666666667
FBXL8	1.271
TRIP13	-1.34318181818182
EIF5AL1	-0.9465
POU5F1P3	-5.05983333333333
IL6	-0.6995
CXorf38	0.846166666666667
IFNA16	0.1445
FBXL2	-1.00483333333333
BRD1	-0.54975
STATH	0.3305
FBXO44	-0.540833333333333
MCCC2	-0.48575
CDC2	-0.7899
C5orf23	-1.778
IVD	-0.385666666666667
C10orf122	-1.06866666666667
MSL3L1	0.3434
MVP	0.89975
EPOR	-1.3943
ZMYM1	-0.819833333333333
BCL7C	0.556833333333333
PSTPIP2	0.0403333333333333
LYPD1	1.495125
OR8G5	0.22
ZP3	-2.16733333333333
BCAS4	-0.43775
EDG6	3.3905
ISY1	0.07675
PRAMEF2	-2.58733333333333
CUL1	-0.352
RNF213	0.8336
CCRK	-0.72325
DHX9	-0.2305
C13orf29	1.7035
NCKAP1	1.64316666666667
MRPL43	-0.0261428571428572
XPR1	-0.789
PKN2	1.6335
PODNL1	0.655
ZNF333	-0.300375
DALRD3	-0.70675
OPN1SW	0.2815
BTBD6	1.41
C11orf82	-0.1305
OR5P3	0.396
DUSP11	-0.126
L1CAM	-1.6048
NEK11	0.344166666666667
OR7E91P	0.8445
CNTN3	1.7658
CREB3L2	1.66325
ZBTB37	0.3335
KIAA1324L	-0.84825
NDUFB10	-0.1475
NUDT2	-0.0485
GTPBP8	0.48425
CACNA1D	0.0695
PRKAA2	-0.675333333333333
PRDM8	0.1225
MGC16075	0.601166666666667
KRT14	0.598285714285714
PP8961	1.272375
MRPL18	-0.153
ABCG2	-2.47475
PACRG	0.28
BBS2	-0.3645
KREMEN2	-2.0325
FBXO21	0.29925
HNRPUL1	0.301083333333333
GRB10	0.363
CLSTN1	1.3175
LMAN2	0.0791
C17orf61	-1.364
NIPSNAP3A	0.18075
INSIG2	-0.419333333333333
PCDHB7	2.14933333333333
STXBP2	-0.15975
CMAH	1.39308333333333
SEMA5B	0.21325
ZNF155	0.150333333333333
COQ6	0.0841666666666667
PRPF4	0.3635
TSPAN15	1.0125
VN1R5	0.16975
LATS2	1.462
SELK	0.16375
PGK2	0.626
MS4A1	3.309625
TYW3	-0.2825
KRTAP5-1	1.92525
RCCD1	-0.8645
BTN1A1	0.71425
DDX28	-0.167
TMEM65	0.26475
LOC92345	0.05175
TTC31	-0.66075
WDR46	-1.366
CHP2	-1.48266666666667
LSP1	1.17175
ZNF542	-0.09975
EXOSC1	-0.52425
ARHGAP18	0.849833333333333
LRRTM4	-0.564
MAOB	1.50833333333333
CACNB4	-1.368
MGC33846	3.57825
RANBP3L	0.195875
ATP5L	0.352125
ONECUT1	-3.4405
NUDT9	0.2635
TMEM149	1.458
STX17	1.1845
IGSF10	-4.26125
TMPRSS9	1.836
BMPR2	1.55541666666667
ALLC	-0.1345
KLF7	0.714
GCC1	0.3929
TIMM9	-0.42575
CDO1	-0.5165
MGC10701	0.359166666666667
IFI6	3.20783333333333
FRMD8	0.62775
MGAT2	0.90475
WBP5	0.342
CNIH2	0.79125
KIAA0907	-1.6926
KCNH8	-0.7245
CTSG	-0.134
GRIK1	0.0436666666666667
CUL5	1.57225
FRMD1	1.7175
OR9A4	0.8775
SYT6	-1.444875
FOXD4L2	-0.31525
ANAPC2	-0.638166666666667
OPN5	0.49
TAF13	0.97075
LYG2	-0.277
GGNBP1	0.1125
C11orf40	0.545
OTX2	-0.9295
REG4	0.0638333333333333
EIF5	-0.156625
PALB2	-1.3255
SEPSECS	0.117
RNASE3	0.07675
TRIM49	-0.768
POLR2K	0.9214
GPR42	0.3835
C8B	-2.88275
SASS6	-0.26475
PREB	-0.015
OR3A3	0.188
TUBA8	1.025625
IGLV2-14	1.7345
STIL	-0.96625
ANKFN1	-1.6805
NME7	-0.83525
HOXC12	1.6695
UBE2C	-0.126125
FHOD1	-0.753875
CDK2AP1	1.5565
OR6K2	0.6225
DHPS	-0.01725
RPL5	-0.97725
TRGV5	0.7275
LOC541472	0.211875
HCCS	0.9127
DENND1B	2.1785
LHX3	0.77
OR5D16	0.679
CXorf57	-2.44833333333333
IRF2BP1	0.417
NDST2	0.417333333333333
LCE3D	0.136
BOLL	0.274142857142857
SYT3	-0.452
PIH1D2	-0.92275
C20orf7	-0.390166666666667
IL1R2	1.53316666666667
SLAMF9	1.214
PPME1	0.759125
PIK3CA	0.522
TRAPPC1	-0.566125
COLEC10	-1.1895
SLC9A6	-0.0816666666666667
PDDC1	-1.26258333333333
CCDC53	0.7045
GK3P	-0.4205
DAZL	-0.83
BRI3	0.82
SDK1	-0.103125
CYP2C18	0.3745
IFI44L	4.386375
RPL3L	0.163
FUT9	-0.9555
KIFC2	-0.640666666666667
PMP2	0.00466666666666667
SLC4A9	-0.382
PLAG1	-2.57466666666667
MYCBP2	0.414166666666667
OR4E2	0.736
CCDC65	0.188
C16orf82	-0.336125
ENTPD4	-0.204375
BRP44L	0.0245
PMP22CD	0.31075
TMCO4	0.964333333333333
KCNN1	-0.3894
WDR35	-0.66275
CCDC80	2.36725
C3orf31	-1.351
SLC7A9	-1.62925
TMEM190	-1.28225
DBC1	-1.0608
FADS3	-0.881166666666667
PDZD8	1.23016666666667
GRM5	0.092625
AZGP1	4.1331
PEX3	-0.653
MED1	-0.795785714285714
ATG4C	-0.966833333333334
HNRPH3	-1.409875
FAM109B	2.78125
C4orf17	0.409
CA10	0.14825
OPRD1	0.645
CCL16	-0.90725
SACM1L	-1.59275
CST6	4.551
CD63	0.7306875
LGI1	-1.315
ZNF784	1.9835
CRYBB1	-0.675
CX3CL1	2.7404
TOP2A	-1.777875
GYPB	-3.36683333333333
GADD45GIP1	-0.07425
FEN1	-0.288
IGF1R	-0.309875
WDR72	-2.07683333333333
PURG	-0.44
DEFB126	0.314
PKD1L1	0.92175
CAV1	-1.8669
GNPDA2	-0.0662
DGAT2	0.477
NLGN1	-4.88725
STRBP	-0.257125
HPRT1	-0.614833333333333
FANCI	-0.67675
PSMA7	1.357625
DBF4B	-0.627666666666667
TTF1	-0.84375
RAD54L	-1.21375
ELOF1	-0.64575
PLAGL2	-0.061375
ZNF256	0.24325
HMGCL	0.129
MSI2	-0.5595
RPESP	3.44616666666667
C11orf60	0.53175
ABCD1	1.634
ACAA1	0.417
SPARCL1	4.43492857142857
IL6ST	-0.2319
ZNF319	0.874
TMEM109	0.398
FAM90A1	-2.01016666666667
IL22RA1	-0.477
ATP4B	0.7695
TEC	-1.10833333333333
C7orf30	-0.02725
TXNDC2	-0.233833333333333
ABCB4	-0.123
KIAA1191	-0.348
C9orf38	0.425
SFTPB	0.265
CNTNAP2	-1.59209090909091
FRK	2.8985
TBX19	1.09275
CHD4	-0.259
C6orf26	-2.1835
MOSC2	0.44575
IKBKE	1.2615
HIF1A	0.5655
LOC595101	-1.1895
RELA	1.02
TMEM16B	-2.13433333333333
ABHD12B	0.58325
TSEN34	0.7125
KIF18A	-1.3905
TXNDC9	-0.4185
SPATA2L	0.762
SEMA4G	-1.2145
C21orf91	0.81675
MATN1	0.0005
KCNIP4	0.336833333333333
TUSC1	-0.083125
OR4C15	0.40675
ARMCX6	0.37225
WBSCR27	-2.13416666666667
OR52I2	0.597
KIAA1604	0.79325
DYNC1I1	0.0885
PPP4C	-0.572
SLC47A2	-1.852
TREH	0.0745
CD48	2.13466666666667
ST14	3.74633333333333
PKN1	-0.75675
SPON2	3.19525
XBP1	0.585083333333333
SFRS12	-1.27066666666667
EFCAB6	-0.00600000000000001
SELT	-0.06875
SLC39A2	2.51
ERF	-0.716833333333333
ARL3	-0.458875
SURF6	-0.6994
MLLT10	-0.659333333333333
FLJ11171	-0.193
TDGF1	-3.62166666666667
ERCC6	-0.12925
EIF2AK4	1.074875
BAZ1A	0.276333333333333
LRRN3	-0.334833333333333
TMC3	0.00900000000000001
EFTUD1	-0.0185
PTPRO	0.631666666666667
CLEC12A	0.3095
ACBD4	0.013375
ZDHHC14	1.309625
OTUD7B	0.54925
ACTB	0.755625
MSRA	0.99425
LCE5A	2.735
IFI35	0.72475
BSCL2	0.527
ANKRD12	0.0314166666666667
CFHR2	0.732
RGAG1	-0.816
HSFY1	-0.145
SLC30A5	-0.1205
IMPG1	0.4575
GPR109A	0.983
ZNF185	-1.27725
IYD	0.279
NPCDR1	0.5715
SERPINA13	0.638
HMGCLL1	-2.11475
NEUROG1	1.5545
UBQLN1	0.254
LIN37	0.456
SOCS2	-2.2955
DSCR4	-0.14525
XKR6	-1.636
GPR142	1.93
KRTAP13-3	0.861
CCDC15	-0.15
MOS	0.123
CD1E	-1.59
OFCC1	-0.015
FAM83D	-1.10825
SRFBP1	0.6845
C9orf96	-0.01
DHDH	0.0995
CCDC90A	-0.6625
RABL3	0.1861
CD320	-1.17416666666667
ANGEL2	-1.10225
MRPL21	-0.015
SMG6	-0.186666666666667
INSR	1.20475
FLJ14816	-0.655
GLRB	-0.0506666666666667
C9orf89	0.6075
CIZ1	-0.096875
URG4	-0.29
LRDD	-1.60966666666667
CBY1	1.32283333333333
NFX1	-0.38125
MTERFD2	-0.609071428571428
C19orf23	1.1845
PGC	-2.427
IER3IP1	-0.3851
RASAL2	0.156583333333333
C1orf89	-0.4465
SYNJ1	-0.390625
NFKBIE	3.022
FLJ40125	-1.59766666666667
TCEB2	-0.2984
NOG	-1.3955
POLR2J2	-0.815166666666667
HLA-B	3.0745
PCDHA1	-0.5695
PPP2R2B	-0.773
ARHGEF17	1.1795
TCF7L2	2.27514285714286
CHD5	-0.4785
ZNF431	-0.431375
TBC1D25	-0.24625
ZNF800	0.731
SCUBE2	-1.32172727272727
MYCBP	-0.208833333333333
GPX5	0.377
C6orf129	0.634
QSER1	0.350166666666667
ULK2	0.2455
PIGO	1.02233333333333
NRCAM	-1.70964285714286
SLC35E3	0.72725
CSRP2	0.33375
HYPE	0.81625
MAPK15	-0.441833333333333
MGC14327	-0.2365
TIMM13	-1.1545
ZNF462	2.287
GBA3	2.45125
TEX13A	-0.0135
MCM6	-1.12011111111111
MTRF1	-0.944
ABCA7	-1.40925
EIF4A2	-1.93725
ZC3H10	0.0804
RPGR	-0.304666666666667
C20orf94	0.691
RP1L1	-0.47325
GPR125	0.909625
USP22	-0.620571428571428
OR1L4	0.59475
MLZE	3.42725
FLJ32065	-0.753
PTCD1	-0.23125
CRTAC1	-0.135166666666667
BXDC2	-1.20975
C18orf1	1.61483333333333
FAM107A	1.08971428571429
EFNA3	-0.84875
P18SRP	-0.6963
CAMKK2	0.933916666666667
KIAA0649	-1.3
NES	-0.512166666666667
HS6ST3	-2.59285714285714
PON2	-1.0635
TCP11L2	-0.0205
CLEC4A	1.6785
PRR12	0.216
MLXIPL	-1.1616
C2orf50	-0.637
ZNF28	0.20125
ENC1	1.10116666666667
MAP2K1	-0.34525
FKSG2	0.30925
KIAA0430	0.41275
PTP4A1	-0.558944444444444
GPR156	2.367
GTF3C6	0.1375
UBR2	-0.043
LOC388272	-1.48725
MAK	-0.0386666666666666
ACOT4	1.8685
STC2	-2.74308333333333
PIGW	-1.522
SAE1	-0.145
COL6A1	1.83481818181818
OAZ1	0.4705
STMN4	0.430666666666667
EDG3	0.256833333333333
SGCE	0.378
IL11	-1.9005
PRSS8	2.5415
YIPF5	0.713916666666667
WNT4	1.576625
CSN2	-0.361
TCF7	-1.93225
TDO2	3.8885
SAMD9	0.6145625
S100A7A	0.217
MMRN1	1.45966666666667
GKAP1	-0.31975
AKR1C3	2.2965
RNF19A	1.243625
GMDS	1.4755
YKT6	0.389375
SPARC	2.3635
C12orf31	0.36075
UBE2V2	-0.999
FBXL18	0.0766666666666667
KIAA0460	0.70125
ADAM22	-0.85775
SERPINC1	-4.5545
KCTD21	-0.0635
MYOHD1	-1.92875
ZNF37A	-0.316
GTF3C1	-0.327666666666667
CTSZ	2.7885
PRNPIP	-0.803375
DRD1IP	0.5635
NR1I2	-2.4808
ZNF266	-1.3107
SPAG4L	0.8735
COX4NB	0.48575
SAPS1	2.53466666666667
APOA1	-3.440625
TATDN1	-1.486
C10orf82	-2.75625
KPNB1	-0.75925
FOXO3	0.528416666666667
CRYBB2	-0.145
ZBTB5	-0.3105
SLC25A38	-1.0145
DCTN2	-0.976333333333333
IFT20	-0.146
CTHRC1	3.10925
C1orf31	-0.730125
UHRF1	-1.2284375
GPC6	0.6745
C10orf54	2.1515
MCF2L2	-0.1342
WNT9B	-0.36175
OLA1	-1.046
FAM120B	0.7275
TTLL10	-0.5655
CYorf15A	-4.33275
RELN	-1.616
SCN2B	-0.00509090909090907
MFHAS1	-0.17875
NKX3-2	0.169333333333333
RASGRF2	0.0555
SSBP1	0.0761666666666667
KPNA6	0.169357142857143
LOC389118	0.211
HS3ST4	-1.4213
SUPT7L	-0.936
FLJ32658	-1.55
IGFBPL1	1.24525
KIAA1641	0.0813
SHKBP1	-0.021
CSF1R	5.26125
NAGK	0.77525
MYL2	-0.228
HIST1H4C	0.296333333333333
TOMM7	-0.25775
ADAMTSL3	3.8087
TNFSF14	0.11225
PRRT2	-2.29675
VTA1	-1.024375
AOAH	2.9925
CRISPLD2	1.90407142857143
PNN	-0.5724
TA-NFKBH	-0.23625
ESPN	-0.401
RBM43	-0.8815
KIAA1267	0.193875
DDX3X	0.419666666666667
KIAA1576	-3.3725
PLXDC1	4.32
FLJ25801	-3.41275
HNRNPL	0.25825
RUNDC3A	0.7325
CASP12	0.1755
SH2D5	-1.219
RPL26L1	-0.976
OR51A7	0.3735
HDC	1.759
C2orf16	0.3368
SYTL3	3.016375
GOLGA4	-0.0463125
NOTCH1	0.541666666666667
ATPAF2	0.12875
ECD	-0.281
SSX5	0.3925
SNAP91	0.10425
OCA2	-5.31825
PNPO	0.00549999999999999
DAPK1	1.87116666666667
PINX1	-0.061
SELENBP1	1.09625
NEK3	-0.636666666666667
TMED4	0.1235
SSTR4	0.1625
FOSL1	-1.6438
CD40LG	0.9825
CES1	-1.68408333333333
DCI	0.0328333333333333
B3GAT3	-0.0766666666666667
STK17B	2.2735
CNTN6	0.878
CYP3A4	-0.962833333333333
MBOAT2	1.57178571428571
PISD	-0.226875
USP1	-0.56575
PYDC1	1.0695
CENPM	1.093875
SAR1B	0.59675
TTC7B	-0.256375
DP58	0.266
GPC1	1.0255
RBL1	-0.707875
TMEM137	-2.15166666666667
TOB1	-0.0694166666666667
TCEAL1	-0.615333333333333
CENPF	-1.81418181818182
C6	1.065
PRSS1	-3.36125
PPIL6	-0.399833333333333
C6orf124	-0.4975
ODZ4	0.8995
SNCB	0.61975
NDUFB9	-0.077375
CNOT6L	0.778166666666667
S100A9	1.90766666666667
TRIM50	-0.018
KCTD1	1.4282
WDR63	0.20675
SPEF2	0.53025
RNGTT	-0.349666666666667
CXorf22	0.0865
KCNK16	0.63475
CEP250	-0.78525
