Hybridization REF	TCGA-E2-A10F-01A-11R-A10J-07
TGOLN2	0.926875
CTBS	0.331333333333333
FGD1	-0.06575
ETS1	-0.420333333333333
EDC4	-0.64475
GSTA3	-1.65075
HOXB6	0.219833333333333
C9orf131	0.0445
BCAS1	-0.95325
U2AF1L4	0.039
PDHA2	0.014
SORD	0.20675
SLC25A33	-1.331
WDHD1	-1.82975
OR8K5	0.3045
RNASE11	0.3265
STAP2	1.08525
TRIM44	0.0971
CHCHD8	-0.557
SIDT2	0.7615
OR2B3	0.0285
TRRAP	-0.76375
TRAF1	0.0370833333333333
RYR2	-0.663
FAM71B	-0.203333333333333
SLC45A4	-0.31375
TRIM32	0.655875
ATP6V1G1	0.673
TRA16	0.114125
SERHL2	0.4185
PRKY	0.0763333333333333
NPR2	0.2445
TAS2R40	0.2745
OR5I1	0.424333333333333
ZFYVE26	-0.1375
WFDC11	0.327
CSH2	-0.1345
OR2T8	0.3345
TBX20	0.17
LYPD5	3.271
STOML2	-0.561333333333333
ALPI	-0.045375
FAT3	0.02875
ZNF273	-0.322
NPSR1	0.2035
FLAD1	0.913833333333333
RAB5C	-0.3165
TTLL3	-1.19425
KIAA1618	0.459333333333333
NPPC	0.779
ZEB2	0.9031
MRP63	0.149375
WSCD2	0.22275
NEUROD4	0.214
SNAPAP	1.27025
MTMR2	-0.518117647058824
STK35	-0.385625
USP48	-0.479625
NR1H4	-3.99425
RASL10A	0.56225
SSTR1	-2.6845
C1orf35	0.4995
APOBEC3C	-0.414
RUSC2	0.449333333333333
SALL4	-1.3425
ZCCHC8	-0.535
RAD17	-0.159125
ZNF708	-0.00266666666666667
LILRB5	1.80025
TEX12	0.5675
C9orf79	-0.0865
ARHGEF1	0.0875
ABCA4	-0.293166666666667
RNF214	-0.59525
PPAPDC2	0.70925
ARID4A	0.5295
SYCP2	1.028875
OPRM1	0.48025
RP13-102H20.1	-1.64025
CYP26B1	-0.360333333333333
APCDD1	1.654
PCCA	-0.75
ALS2CR7	0.9345
AQP5	-0.0183333333333333
YLPM1	-0.088625
PRKAR1B	-1.1645
IL16	1.4318
TCF3	-0.874125
ZSWIM7	-0.94775
SERPINE1	-0.9254
BAI2	1.8935
SMC5	-0.435928571428571
SMN1	-1.04833333333333
SLC13A5	-3.39275
POU2F3	1.385
BACH1	-0.0125
GMCL1L	-0.0981666666666667
PPP2R2D	0.255375
LRRC51	1.06733333333333
EDARADD	-0.4435
LRRC3	-0.043
FAM124B	0.62525
C20orf70	0.618
LOC285735	-1.088
CTBP2	1.7598
ZMYND11	1.12
CDH23	0.92175
OR1N1	-0.2115
LOC400590	-0.73075
PDK1	-2.792
LMTK3	-0.1415
USHBP1	0.946125
ZFYVE21	1.16225
hCG_21078	-0.057875
OAF	-0.709
WDR41	-0.577
SPINK6	-0.5335
GDEP	-0.2925
MEG3	-1.1276
OXSR1	-0.199642857142857
RAD51	-2.62583333333333
RPL13A	0.68225
DYRK1A	0.1252
FLJ25791	0.41875
SARDH	-0.1672
RBBP5	0.09
ORC2L	-1.45775
NCAPH2	-0.864
RNASET2	-0.249
WDR79	-1.04
FLJ39779	-0.845
C3orf1	0.3125
DDX23	0.0355
MGC40574	0.30625
MORC4	0.663
MYRIP	1.33027272727273
LY6E	0.34925
SLC39A11	2.227875
ATP12A	-0.334
AUP1	-0.09275
PIP	4.81625
CORO7	-0.127
PITPNM3	-0.8245
ENPP1	0.173833333333333
PPP1R1C	0.666166666666667
NRBP2	0.187375
KCNE2	0.6285
P2RX4	1.45875
CCND2	-1.73407142857143
OR5T3	-0.012
CUL4A	0.343
CFB	3.804125
PCP4	-2.92466666666667
HEMGN	-6.31016666666667
UBIAD1	0.1515
CDC42BPB	-0.589
CYB561D1	0.5465
RIMS2	-0.897
ZNF488	-0.644
RNMTL1	-0.4495
SART3	-0.1505
CAPN10	-0.678285714285714
CCR5	3.92766666666667
APOA1BP	0.947333333333333
NDUFS5	0.05675
PDLIM3	1.6333
VPS24	1.0068
SCN8A	-0.83275
C1orf67	-0.783666666666667
MRCL3	1.18933333333333
TMEM145	-0.58375
KCTD16	-0.338
RNF149	0.959
FDXR	-0.23225
CDCP1	1.86216666666667
PAX3	-2.4197
LASS4	1.33
HSD17B8	0.408
YAP1	0.280125
NNT	-1.02225
SC5DL	0.099375
DKFZp566H0824	-0.732
KSR2	0.762833333333333
RAD21	-0.186866666666667
ST8SIA2	0.33225
L3MBTL3	0.37325
SNRPB	-1.63825
MGC14425	-0.28875
MIF	-0.7055
TAPT1	0.80075
IRF8	2.1727
PRO0132	1.7775
HERV-FRD	0.249
ACD	-1.64466666666667
BCL3	1.4205
SPATA13	1.69425
MRLC2	1.098125
F2RL3	0.17725
CFHR3	2.1695
DUSP15	0.335833333333333
TMEM46	1.70266666666667
SF3B4	0.380666666666667
MAP7D3	-0.73325
STELLAR	0.0805
SEMA5A	-0.3118
H2BFS	0.27925
LRRC28	-0.239166666666667
MORN2	0.6655
XYLB	-0.853125
WDR21C	-0.57225
HIATL1	-0.399625
ADAMTS10	0.529166666666667
WDR55	0.082
MFSD5	0.929
OR4N2	0.0965
DUSP16	0.794555555555556
NLGN4Y	-1.3378
INHBC	0.174
NUMA1	1.215
DEFB123	0.33525
GIPC1	0.037
MGC27348	0.0465
FLJ33590	0.081
FZD1	1.6181
MKL1	0.674333333333333
SAA2	2.827
C1orf94	-2.1065
C7orf28B	-0.4265
TMEM185A	0.48695
ZZZ3	-0.0795
C16orf5	0.188833333333333
GALNAC4S-6ST	1.3675
C1orf186	2.87475
IGFBP4	1.52833333333333
NDUFA10	0.514166666666667
CLIC2	0.04325
RNF13	0.848
GPR103	-0.64425
CD69	-1.37625
MYOZ1	1.745
IFNB1	1.476
CLNS1A	-0.38775
CXorf45	-0.80925
ZXDB	0.6185
FUNDC2	0.1645
GPA33	-0.192625
C9orf70	-0.17225
SLC2A9	0.27425
LOC126520	-0.1635
MAGEB1	-1.238
LCE2A	-0.4825
C18orf34	0.9435
FMNL2	-0.90025
KRT85	0.32725
CRYGA	0.037
GEM	0.70625
THAP6	0.7528
ALKBH3	0.624
TM6SF2	0.528
C20orf82	3.473
RANBP2	-0.057
LIG3	-0.9155
RETSAT	0.344
OR8S1	0.6745
CAST	0.39575
TGFBI	0.2851
C15orf37	-0.006625
PGM3	-1.0965
SLC4A11	-1.162
FAM123C	0.182833333333333
TAOK1	1.01475
CISH	2.2355
OGDHL	-4.58225
SPINT2	2.10983333333333
ZNF33A	0.078
CLDN18	0.0578333333333333
RNF128	-2.069875
CCDC71	-0.97225
RASSF6	1.36316666666667
HSPG2	0.683
ATP6V0E1	1.1515
ABHD6	-0.19125
CD274	1.376
GCNT1	-0.13675
NT5C1A	-0.126833333333333
TM4SF5	-4.93475
C21orf58	-1.584
SUCLA2	-0.13825
RFTN2	2.584
SCNM1	0.430625
SLC9A10	0.359
FUNDC1	0.1885
SLC35F4	-2.1755
AMD1	-1.10875
COL6A6	1.1895
OR4K2	0.4625
TRIB2	-0.5605
LOC91461	-1.5545
GHSR	-0.062
ATP8B1	0.876375
C1orf78	3.42816666666667
RNF183	0.824166666666667
STX4	0.9996
TPPP2	-0.59125
MYBPHL	-2.0815
TXNDC6	-0.1275
C9orf47	-0.0265
FAM137B	-0.0875
FANCB	-1.85
C11orf9	-1.8695
DPY19L1	-0.427125
VDAC2	-0.530833333333333
VHL	-1.22475
LMBR1	-0.4295
C8orf44	-0.29825
ZPBP	0.02
FGF23	-0.99825
C21orf67	1.06025
PCNT	-0.354875
BCKDHB	-0.1819
GALNTL5	-0.63475
BET1	-0.631625
ARL13A	0.0275
HDAC6	-0.613625
N4BP3	0.998333333333333
OTOP1	0.191666666666667
TTC30A	2.187
CRISP1	-0.0375
KRT32	1.6615
VSTM1	0.322
ZNF622	-0.02225
POLR3B	-0.0491
DNAJC10	0.4425
C12orf54	1.838
ADIPOQ	2.60133333333333
RIT2	0.1105
CD44	0.04245
ABCA3	2.647125
RPS17	-0.77375
FEZF1	0.588
PCDHB15	-0.1765
KCNMA1	-0.1295
CCDC116	-2.7195
C15orf27	-2.0075
NARG2	-0.314
ITGA5	-0.7045
MEFV	1.172
TUT1	-0.686625
LOC541473	0.146
NMBR	-0.101
GLT1D1	-2.846
ABCB7	-1.3445
PFKP	-1.69754545454545
C9orf91	0.7947
LRRC41	0.525666666666667
C1orf85	0.7365
ATP5F1	-0.173875
STOX1	-0.10275
GFOD2	-0.0685
SLC25A3	-0.06025
ZNF646	0.4588
ZAR1	-0.612
OSTbeta	-2.22725
GALNT3	1.383
IFT122	0.76
LDB3	0.7499
GARNL1	0.352142857142857
HOMEZ	0.372166666666667
LRRC6	2.19775
ANGPTL5	0.15775
UBAC1	-0.27775
DLEU7	-0.4485
RPL19	0.238875
TOP1MT	-0.3845
LOC643641	0.371125
MBD3L2	-0.5575
NTSR1	-0.0586666666666667
WISP2	1.50175
GPSM2	-0.944875
RDH10	0.3388
PRKCG	0.272
HIST1H4J	-0.3185
MON1B	-0.1478
MLF1IP	-1.50216666666667
ZNF446	0.65175
COL4A5	1.2891
SLC26A1	0.181142857142857
RGN	-2.002
CCNB1	-2.49575
C9orf165	-0.16225
CCDC28B	-0.4905
CCDC97	0.87175
FGR	2.20675
MSRB3	1.6067
EPN2	-0.4175
COX15	-0.438666666666667
KCNK6	1.2451
XK	-4.28375
GDA	-5.078625
HEPH	0.023375
THRAP3	0.760375
MET	-2.0265
PHYHIP	1.322
LYAR	-1.4485
ING3	-0.09225
AK7	-0.87625
CCT8L2	0.13575
COPS7A	0.275
WSCD1	-0.95475
RNF185	0.6585
TNS3	1.045
KNDC1	-0.528833333333333
RWDD4A	0.227333333333333
MED13L	1.0419
ZFYVE1	0.089875
C7orf44	-1.16133333333333
MRPL1	-0.093
STGC3	-0.547
TEAD1	0.0798333333333333
RPL7A	0.0804285714285714
ARL6IP1	0.5272
C1orf178	-0.7175
CTAGE5	0.508083333333333
TMEM184A	-0.389
SLC25A14	0.01
CACNG5	-0.10325
ATXN10	0.1245
ECH1	0.1144
CCL22	0.11475
CYP2F1	-2.1945
GADL1	0.006
TMEM19	-0.1163
RUNX3	0.15775
EFNB1	-0.0593333333333333
LIPN	0.774
ACSM3	-5.6105
SIGLEC8	1.5465
ASCC3L1	-0.23175
NOL8	0.81525
RELT	-0.941
Magmas	-0.65825
PPP1R15B	0.3094
C11orf2	0.3095
VKORC1	-0.0943333333333333
MGC26647	0.44925
TRPM6	-0.111166666666667
UGT2B7	-5.49683333333333
FEV	-0.2005
FOXK2	0.184
PDCD5	-0.922666666666667
SLC8A1	1.8898
DGUOK	-0.464166666666667
CLDN16	0.845
GAGE1	-1.0275
RBM17	-0.1821
C1QTNF3	2.81775
VGLL3	0.105833333333333
UNQ5830	0.108
CD1A	-1.724
SCGB1C1	2.367
SUPT4H1	-0.063625
TRAF5	1.0955
ASAHL	0.833875
FAM73A	1.12866666666667
OR6B1	0.5295
WHSC1	-1.6662
GFPT2	0.9455
LOC339809	0.7485
STARD5	0.263666666666667
SIP1	-0.94225
DNAJC15	0.3515
STAU2	0.3056875
FAM98A	0.259375
RAD23B	0.1299375
LRRC33	-0.7285
CHRAC1	-0.61
C21orf89	0.52175
C19orf43	0.174333333333333
KLK8	-1.25583333333333
CCNE1	-1.967375
PKDREJ	1.18066666666667
SSU72	0.29225
C17orf73	0.361
GPR78	0.6995
WHSC1L1	0.468
GSTA2	-2.62075
SMUG1	-0.0851666666666667
UFM1	0.7575
AP3M2	0.119416666666667
USP14	-0.3765
FBXL14	1.08683333333333
DSTN	1.04325
SFRS14	-0.80175
FBXO31	-0.462666666666667
C12orf40	-0.053
FRS2	1.094
NR2E3	-0.549
TUBB2C	-0.043
GMPR	-0.4495
C9orf139	-0.102
ING5	-0.250785714285714
LOC730092	-0.1185
ORM1	-4.39625
RP11-11C5.2	-1.30925
HSPD1	-1.1065
PIWIL3	-0.0655
C5orf13	0.5397
OR5R1	0.4295
LCOR	0.405
PLEKHA9	0.001
CCDC43	-0.27025
ZNF232	-1.0005
SLC6A7	-0.075
ADH5	-0.320333333333333
SHBG	-0.966833333333333
CROCCL2	-0.4775
PANX3	0.2
CDIPT	0.602
SLC16A5	1.3
TUBB	-0.503625
TOR3A	0.6944
PREP	-0.702
ENTPD8	-0.0848571428571429
CHMP1B	0.03175
SYT12	0.1231
MYH6	-2.0143
MAP3K13	0.575166666666667
KLHL30	0.150833333333333
LCMT1	0.501375
EIF1AX	-0.088
FOXD4L1	0.1745
SLC24A5	-0.5565
RNF166	-0.2793
TJAP1	-0.405
TMEM156	3.04666666666667
ZNF239	1.5405
SNX19	0.7781
GKN1	0.09
FCN1	1.957
C1QL1	-1.44325
ATP11C	-0.235875
ZNF35	0.94075
CARD8	0.163375
LIMD1	-0.423333333333333
KIAA0286	-1.242125
XRN2	-0.0151666666666667
CD6	0.671166666666667
TOX3	1.141375
ZSCAN4	-0.309166666666667
RSRC1	-0.430125
COG1	0.61025
PTRF	0.7803
C16orf35	-0.076875
FBXO24	-0.258
CHST11	0.15025
THRB	0.3526
MYBPC1	3.847
RNF39	0.193166666666667
PSMD11	-0.6005
ALAD	1.00883333333333
EN1	1.588
SLC9A9	0.5325
GSTM4	0.3286
CDC42BPA	0.556421052631579
RCSD1	-0.27
LUC7L2	-0.4414
SPTBN1	0.2228
LOC146167	0.108
BAT5	0.7574
ZNF452	-1.78525
LSM4	-0.561375
SRP72	-0.1644
SGK269	0.144583333333333
MTX1	0.9505
CENTA1	0.09275
UNQ9433	-1.0195
ATR	-0.315833333333333
DDX49	-0.173333333333333
PAQR8	-0.497333333333333
C14orf174	0.48375
GBGT1	0.59825
THAP1	0.19475
OR10K1	0.1585
RASIP1	-1.42833333333333
DPYD	0.8094
DOHH	0.1835
C18orf45	1.668
POF1B	-0.9041
ZNF552	3.26925
USP32	-0.803375
MED27	-0.498833333333333
C14orf149	-0.660166666666667
PRDX4	-0.983333333333333
ABHD12	0.3437
AGT	-2.35525
SLC22A14	-0.265
C1orf58	0.643
PILRA	-0.06375
ABCF2	-0.662875
C17orf85	-0.3554
TKTL1	-1.053
FGF1	2.54195
IL6R	0.522
VPS25	-0.0885
CHRNB2	0.163875
COL7A1	-1.1887
LRRC48	1.99566666666667
SPG20	0.816583333333333
COX10	-0.09575
GCA	1.4065
ECEL1	0.0871666666666667
GLG1	-0.022
SRD5A2L2	0.258
MUTYH	-1.062125
ZNF70	-0.07375
L2HGDH	-0.6465
GPATCH2	1.552
ZNF655	-0.311375
ZNF227	0.136833333333333
MCOLN2	1.05683333333333
NQO2	-0.327
KCNQ5	0.3925
NEU1	0.3175
QRICH1	0.1275
ZBTB20	1.03233333333333
RPUSD3	-0.68125
EPGN	-0.920833333333333
TSN	0.140916666666667
SPRY2	-1.90433333333333
LZTFL1	0.628
GMFB	0.10075
PBEF1	-1.0598
HBG2	-2.5425
TMEM8	0.27525
PALM2-AKAP2	-0.314
NFYA	0.8395
FAM108A1	0.664125
PBLD	0.9105
NRG4	-2.476
PIGF	-0.54675
PTGER1	0.38125
NOS2A	0.459833333333333
C21orf34	0.439833333333333
C21orf51	-0.0265
IL17C	-0.278
TRMT6	-0.440666666666667
ETV2	-0.0276666666666667
CCDC109A	-0.11975
MYLK2	-2.049
ATP10A	1.8438
DPH4	-0.28275
C5orf5	0.2055
KCNA4	0.142166666666667
NMNAT2	-0.295
GLYATL2	-0.0955
LSMD1	-0.1035
IL23R	-1.43
NRF1	0.0305
MUC15	-1.761
PRDM12	-2.479
PAQR4	0.191571428571429
RBBP6	-1.006
IFI27	3.55225
SKAP2	0.274833333333333
TAGAP	2.448
TJP3	1.8095
C9orf61	2.928
IDS	0.522214285714286
PARG	-0.2795
LOC131149	-0.214
DYRK4	0.498666666666667
MICALL1	-0.728
GALR2	-0.237
GPBP1L1	0.17975
TBX21	2.963
KCNJ6	0.766666666666667
GGN	0.57575
CASP5	1.1375
RNF182	-5.04225
BRD4	0.60375
DOK4	-0.745875
SLC46A2	0.8795
SOX9	0.561666666666667
ZNRD1	-0.535833333333333
PRR6	-3.72775
FAU	0.032625
DTNB	1.10666666666667
CARD9	0.8515
STS-1	-0.5165
SLC4A5	0.083375
NSBP1	-0.903
UGCGL2	-0.509916666666667
POTE15	2.0215
NOXA1	1.04925
RP13-347D8.3	2.00925
SAMD10	-0.342666666666667
EP400NL	-1.2645
TCF21	-0.21
AMELX	-0.015
JPH2	0.7685
SLA	2.32825
DLST	-2.07533333333333
SEPT12	0.725
RGS20	-4.5745
LXN	1.43166666666667
ZNF419	-0.2255
UPK3B	-0.2545
RELL1	0.7475
ESPNL	0.4685
KLHL21	-0.233125
PI15	0.761
C2orf61	-0.3175
LOC407835	-0.3185
RER1	0.331583333333333
ELAVL2	0.3015
MGC26718	1.21775
KLF2	2.45825
TNFAIP8L3	1.61983333333333
TFE3	0.388
C11orf17	0.419875
15E1.2	-1.727
SNRPC	-1.2395
DLGAP1	-0.416
PGLYRP1	0.3115
OVCH2	-0.0875
IRF7	1.5043
SET	-0.4679
NAB2	0.175
LRP5L	-0.57225
FAM120A	1.2618125
ASCL2	-0.277
SHH	-0.4405
ATP5H	-0.116166666666667
THPO	0.735666666666667
TYRP1	-2.77383333333333
HIST1H3E	0.525166666666667
EIF2S1	-0.277
TNFRSF17	-1.62566666666667
TARSL2	0.23375
NKX2-8	0.592625
C1orf115	0.815875
LOC56964	0.342
KIAA0841	-0.91325
ISCU	0.7845
TTMA	-0.1365
ZNF414	0.2525
LOC441150	0.02825
RAB15	0.19825
HBP1	0.949833333333333
TNNT2	-1.43933333333333
CECR5	-1.1615
PHGDH	-3.976625
JRK	0.0688
XPO4	-0.626875
FAM131C	1.0205
ARHGAP25	1.593
CA9	-2.97433333333333
GPR62	0.427833333333333
TLX1	0.115
GPS1	-0.26725
OR2M2	0.1875
BDP1	0.282857142857143
FAM70B	0.7425
RPS29	-0.274583333333333
MKLN1	-0.4482
TSPAN19	-1.77125
SLC29A3	1.7295
LGALS4	-0.403333333333333
USH2A	-0.0231666666666667
NF1	-0.0385
APOBEC3A	1.61283333333333
IMPAD1	0.383
OLR1	3.31466666666667
NRAP	-0.329
HCFC1R1	0.976166666666667
TAOK2	0.149
MCM10	-2.58466666666667
MAP4K3	0.178666666666667
CBS	-3.1365
CLK3	-0.4506
PCDHGA5	0.758
ELF4	0.063875
FAM71A	0.2655
C11orf49	0.5465
CLIP2	-0.3025
BTBD9	0.9545
ZNF524	1.134
KDELR1	0.0208333333333333
ZNF509	0.433
NCSTN	1.0715
ZNF533	0.258428571428571
PARP4	0.498375
GALNT9	-0.157333333333333
NPY	-2.43475
BEGAIN	-1.842
TMEM77	0.4795
FOXRED1	-1.09266666666667
SLC16A2	0.367333333333333
SLC35B1	-0.5685
GK5	-0.53275
SDCCAG10	-0.6095
C4orf20	0.2395
SLC9A2	-0.7645
ADD1	0.564785714285714
TAL2	0.0405
ACLY	-0.268
DNAJC1	1.7515
SOST	-0.8255
USP43	0.761833333333333
CYP4F12	-0.2105
FKBP5	1.206
CHCHD5	0.6948
NUDT22	0.11025
CCDC85B	-0.3405
OR51G2	0.387
STRN3	0.169428571428571
TMOD2	0.321
FLI1	0.28275
MAB21L2	-0.397833333333333
DGKQ	0.5665
VPRBP	0.245666666666667
SCNN1B	1.4018
ECHDC3	1.9295
TMEM106C	-0.941
CSNK2A2	-1.068
RPL39	-0.4911
HERC3	0.5287
ZBTB47	0.902666666666666
ZNF681	-0.30825
PAGE2	-3.01
CLIC5	2.18278571428571
RABAC1	0.74225
ZFHX2	1.53275
YPEL1	0.567666666666667
KIAA0776	-0.1475
NR1D2	0.3385
DNAJC4	0.411875
NPNT	3.3376
ZNF677	0.7
ZNF536	0.034
MEF2B	-0.159833333333333
PTPN4	-0.159
CTCFL	-5.829
STX5	0.276666666666667
CD72	2.4895
VEGFA	-1.97647368421053
XRCC1	0.3817
MAS1L	0.521666666666667
ELL	0.3417
SETBP1	1.25575
CDH11	4.11316666666667
NDC80	-2.23730769230769
DMBX1	-2.28775
NRSN1	0.253166666666667
BAT2D1	0.3545
CDS2	0.770166666666667
C1orf212	0.088
SENP3	-0.48975
IL1F9	0.389
EEF2K	-0.012625
COG8	0.0915
CEP72	-1.16
OR1L8	0.6855
MUS81	-0.192333333333333
PHYH	0.609125
GGT6	0.962333333333333
C22orf23	-0.94025
C13orf33	2.993375
MAPK8IP2	0.3395
NELL2	0.80375
POU3F2	-2.73783333333333
ALPK1	1.52175
MRPS18C	-0.6245
RPLP2	-0.117125
FGF22	0.079
SPNS1	-0.197333333333333
ZFP1	-0.62775
IL1RAPL1	-0.85425
PCSK9	-3.45216666666667
NKX2-1	-0.0317857142857143
C6orf189	0.95425
SP4	-0.1665
SLC11A1	2.1885
C21orf25	0.3845
ICAM2	0.210125
SH3GL1	-0.318
GSK3B	-0.324166666666667
RALB	0.653125
PDXP	-1.89933333333333
GNGT1	-2.432125
KIR2DL1	-0.1385
TNFAIP3	0.546
C6orf32	0.7444
CBLN2	3.826
PANK3	0.37375
TAAR9	-0.1475
WDR82	0.7935
APOM	-4.037125
TRIP10	-0.20775
SPATA16	0.35
C1orf135	-2.12075
USP51	0.67675
TESK1	1.13
C11orf64	0.16875
ZNF611	0.3295
PDE6G	0.142166666666667
HLA-DQA1	2.048625
GCLC	-0.03825
SEC61A1	0.110571428571429
TWSG1	0.445916666666667
ZMYND10	3.13075
CTDP1	0.444125
ADAMTS6	0.517333333333333
SLIT1	-1.89425
KRT86	-0.625
KIAA0574	1.246
GTPBP2	-0.3691
PQLC3	1.26425
PRRX2	0.713666666666667
C15orf44	0.181666666666667
MKKS	-0.61575
C11orf10	-0.231
GPR110	-0.0555
CD109	-0.210083333333333
ADCY1	0.1895
RHBG	-2.43725
TP53I3	0.4595
SLC22A3	-0.391
UCP2	0.4695
FOXG1	-1.82466666666667
OR2AG1	0.582
TRIM24	-1.495
PROC	-2.849125
TAAR6	0.45775
AMTN	-1.5
C10orf47	-0.0776666666666667
DEPDC1	-1.9945
FLJ45557	2.267
ZDHHC17	-0.185375
KIAA1429	0.830333333333333
KCNH1	1.0035
VNN3	0.323625
PSMAL	0.1205
PPARD	0.012875
HFM1	-1.02625
YBX1	-1.274
ZNF695	-2.46525
SCTR	-0.139333333333333
DCDC1	0.122
VPS26B	0.5342
MTF2	-0.800166666666667
ATP6V1F	-0.045
CCDC94	0.2115
PERF15	0.4785
CCL11	2.88825
LMO7	-0.12425
DCST1	-0.005
ADRBK1	-0.07325
CDRT4	-0.452
ZNF84	-0.5505
HOXD8	1.213
STARD8	-0.087
FOXP2	-0.6535
CCDC103	-0.15
POLR3A	-0.2081
GSC	1.05516666666667
ZNF114	-2.32516666666667
HTR7P	0.496
LALBA	0.0115
RMND5A	0.0565
PSCD2	1.1355
ZNF409	0.154
KRTAP1-3	0.220166666666667
MAF1	-0.467
LOC201725	-1.10433333333333
NRN1	-1.77575
SPAG5	-2.53983333333333
DNAH7	1.58233333333333
FLJ43860	0.3905
BRCA2	-0.9895
ACADM	-0.19775
CXXC6	-2.984875
RAGE	-0.68075
CHMP2A	0.8875
FAM8A1	0.1697
GPR21	0.9695
SLC12A3	-3.18516666666667
FVT1	0.630285714285714
ZDHHC7	-0.044625
FLJ44048	1.4185
SLC44A3	1.745
SDSL	0.935833333333333
MMP8	-0.34275
PLA2G12B	-3.59616666666667
ACY1	-0.347
MT1E	0.0961666666666667
OR4K15	1.0585
TECTB	-0.3575
GPR20	0.2925
IRAK2	-0.2415
RFPL3	-0.35625
MYO9A	0.3215
NARG1L	-0.430666666666667
BLMH	-0.521125
CCDC3	3.246
C9orf21	-0.0528333333333333
KIAA0513	0.042
MIER2	0.076
PNMA2	-0.63475
SH3BP2	0.5902
ANXA10	-0.96375
RTN2	0.695833333333333
TFB1M	-1.6125
PRPH2	2.74375
C14orf133	0.01725
GOLGB1	0.869833333333333
IRX4	0.258375
NFKBIL1	0.0201666666666667
C10orf62	-0.1135
APBB3	-0.07175
RPS10	0.0147
LOC728378	2.01875
TLE3	1.34405555555556
PSMB7	-0.68
MESDC1	0.209
SLC6A1	1.61683333333333
OCLN	0.590333333333333
PTTG3	-2.55183333333333
NAGLU	0.081
SERTAD4	1.608875
SPRY1	0.74575
FLJ10781	-0.05175
MYSM1	-0.66425
TRIM4	0.830642857142857
SH3YL1	1.584125
TREM2	3.9855
SERPINI1	0.4765
HDHD3	0.60175
TMEM38A	-0.027875
EID2B	-1.019
TDRD3	-0.0218333333333333
SEDLP	0.4315
THSD7A	1.456
NDST3	-0.903
KLHL15	-0.451916666666667
DHRS12	2.042
FBXO9	-0.0321428571428572
TNPO1	-0.081
MRPL13	-0.952833333333333
SNX5	-1.89916666666667
METTL6	-0.5065
SOD1	-0.227375
CHML	-0.476833333333333
PACS1	1.154125
SIRT5	-0.554
CAPN2	0.5905
FXYD5	-0.0828333333333333
TWISTNB	-0.377875
LRFN1	0.5
UBE1L	1.54225
UBE1C	0.33525
OR51B2	0.1475
OR4D11	0.1825
C15orf2	-0.0345
NR4A1	0.2355
LOC339047	-1.8225
TRIM17	2.152
ATP5G3	-0.456
RPL15	-0.13675
ADAMTS8	0.57125
HOXC4	0.511
C14orf37	2.186
CEACAM5	-0.64725
MYT1L	0.103333333333333
RASA2	-0.106125
OSBPL7	-0.3225
STAG1	-0.6815
GIMAP4	4.37816666666667
FUT3	-1.04966666666667
PIF1	-3.069125
LPIN2	0.055
SH3PX3	0.709
PDP2	-0.75775
PAPD1	-0.36075
ERP27	3.027
APOOL	-0.3099
DIABLO	0.04725
TRHR	0.20275
ARMC9	0.662375
RNF152	2.11975
SLITRK3	-0.479833333333333
ZNF211	0.2653
PFDN1	0.24475
RGS11	1.067625
HS6ST1	0.8577
AKR1D1	-1.0775
TNP2	0.0515
STK31	0.4635
EML4	-1.09591666666667
SGTA	-0.366
HIST1H2BI	0.590166666666667
PSMD6	-1.57733333333333
KIAA1257	1.449
C18orf55	-0.4285
FLJ20273	2.168125
RPL28	-0.0801666666666667
EPYC	2.799125
NOX3	-0.1715
ELAC1	-0.148666666666667
METT11D1	-0.79625
BIN2	0.591333333333333
NACA2	0.08725
CCDC17	-0.75725
HM13	-0.3292
UBOX5	-0.056
UBE2O	-0.549875
UBL5	-0.0225
APOLD1	0.987875
C9orf31	0.5565
TNFSF8	0.884
ARHGAP29	0.990125
PROKR2	-0.0045
PDE5A	0.701666666666667
C6orf12	-0.5265
TOM1L1	0.7375
WHDC1	0.041125
FOXI1	0.208333333333333
RAB4A	0.7173
TMEM39B	-0.595
ATPBD1C	-0.508
FARSA	-0.523833333333333
PLEKHG5	0.97475
CMAS	-0.571333333333333
OR7E24	-0.575
SLC30A1	0.57475
CDC42EP5	1.30016666666667
PLAC1	-0.31225
KLHL18	-0.00508333333333334
LBA1	1.2515
TAZ	-0.607
CRIP2	2.162375
BTBD11	-1.122
C16orf72	0.5255
DIO2	2.3577
LRRCC1	0.7265
CCDC136	-1.5785
PRX	-0.071875
RBM5	0.5301
TMEM85	-0.498375
TUBGCP4	-1.04616666666667
APLN	0.370625
CDK7	0.1
SSR2	0.793166666666667
CRELD1	-0.09175
C19orf46	2.02075
GAL3ST4	1.20383333333333
KBTBD10	0.53875
IL28A	0.08675
WDR27	-0.3685
MCM2	-1.361
SOX14	-1.324
FLJ39743	0.151
KIAA0922	0.159875
HIPK4	0.0435
FLJ25758	-0.6495
C16orf57	-0.709
PDZD2	0.97275
MCC	1.3165
HHLA3	0.0028
ID2	0.24975
C20orf23	1.8645
ZNF688	1.193
APOC2	-1.05866666666667
LOC440093	0.259
FAM50B	2.4125
PWP1	-0.3355
DNAH10	-0.0495
HIST1H2BA	-0.6765
GPR56	0.346166666666667
METAP2	-0.389875
PAN3	0.5265
STXBP4	-0.425
