Hybridization REF	TCGA-BH-A0E9-01B-11R-A115-07
RAB5C	-0.17975
TTLL3	-1.027625
KIAA1618	-0.920833333333333
NPPC	0.4725
ZEB2	-0.3664
MRP63	-0.697125
WSCD2	0.61725
NEUROD4	0.1085
SNAPAP	1.2355
MTMR2	-0.648882352941177
STK35	0.10875
USP48	-0.69975
NR1H4	-3.6475
RASL10A	-0.05775
SSTR1	-1.87475
C1orf35	0.15175
APOBEC3C	-1.00325
RUSC2	0.827833333333333
SALL4	-3.26025
ZCCHC8	-0.1425
RAD17	-0.058
ZNF708	1.18916666666667
LILRB5	1.784625
TEX12	-1.143
C9orf79	0.12875
ARHGEF1	0.0443333333333333
ABCA4	1.41433333333333
RNF214	-0.39125
PPAPDC2	1.006
ARID4A	1.05566666666667
SYCP2	0.41
OPRM1	0.46725
RP13-102H20.1	-2.549
CYP26B1	1.626
APCDD1	2.15116666666667
PCCA	-0.52625
ALS2CR7	0.5975
AQP5	2.1105
YLPM1	0.321
PRKAR1B	-0.412
IL16	1.085
TCF3	-0.600125
ZSWIM7	-1.01475
SERPINE1	-1.3083
BAI2	-1.005
SMC5	0.395071428571429
SMN1	-0.4745
SLC13A5	-3.148625
POU2F3	1.75375
BACH1	-0.4805
GMCL1L	0.457166666666667
PPP2R2D	0.148875
LRRC51	1.02125
EDARADD	1.1195
LRRC3	-0.178
FAM124B	0.958
C20orf70	-0.056
LOC285735	-1.159
CTBP2	1.837
ZMYND11	1.28425
CDH23	1.36066666666667
OR1N1	0.261
LOC400590	-0.35525
PDK1	-1.987375
LMTK3	-0.2985
USHBP1	1.805875
ZFYVE21	1.1635
hCG_21078	-0.984875
OAF	0.09675
WDR41	-0.5605
SPINK6	-0.74575
GDEP	0.1625
MEG3	-1.7816
OXSR1	-0.666785714285714
RAD51	-2.92016666666667
RPL13A	0.03625
DYRK1A	-0.0918
FLJ25791	2.48875
SARDH	0.2474
RBBP5	0.355166666666667
ORC2L	-0.7525
NCAPH2	-0.615333333333333
RNASET2	1.33683333333333
WDR79	-1.28133333333333
FLJ39779	-0.309
C3orf1	0.40425
DDX23	-0.251
MGC40574	-0.00775000000000001
MORC4	1.0925
MYRIP	3.11209090909091
LY6E	-0.11275
SLC39A11	1.4655
ATP12A	0.1305
AUP1	-0.21525
PIP	5.77025
CORO7	-0.648
PITPNM3	-0.8355
ENPP1	1.08616666666667
PPP1R1C	-3.7555
NRBP2	0.248
KCNE2	0.713
P2RX4	2.11375
CCND2	-2.05221428571429
OR5T3	0.8455
CUL4A	0.195
CFB	2.28825
PCP4	-1.19666666666667
HEMGN	-5.493
UBIAD1	-0.34
CDC42BPB	-0.8286
CYB561D1	-0.229
RIMS2	1.1195
ZNF488	-0.43725
RNMTL1	-0.419
SART3	0.0303333333333333
CAPN10	-0.745357142857143
CCR5	3.4905
APOA1BP	1.06066666666667
NDUFS5	-0.81225
PDLIM3	3.5261
VPS24	1.3985
SCN8A	0.98975
C1orf67	-2.11566666666667
MRCL3	0.647666666666667
TMEM145	-1.203
KCTD16	-0.281833333333333
RNF149	1.02675
FDXR	-1.10175
CDCP1	1.3315
PAX3	-2.9867
LASS4	1.86225
HSD17B8	0.0695
YAP1	-0.055875
NNT	-2.08275
SC5DL	0.998625
DKFZp566H0824	-0.5065
KSR2	0.4525
RAD21	-0.532333333333333
ST8SIA2	0.0805
L3MBTL3	0.48425
SNRPB	-0.60775
MGC14425	-0.62275
MIF	-1.39875
TAPT1	0.69275
IRF8	1.7563
PRO0132	2.3225
HERV-FRD	0.357
ACD	-1.40416666666667
BCL3	1.0685
SPATA13	-0.27575
MRLC2	1.108
F2RL3	0.59975
CFHR3	2.5925
DUSP15	-0.7655
TMEM46	-0.69
SF3B4	0.501
MAP7D3	-1.0135
STELLAR	0.024
SEMA5A	1.034
H2BFS	-0.1945
LRRC28	-0.390833333333333
MORN2	0.8695
XYLB	0.422375
WDR21C	-0.232
HIATL1	-0.5385
ADAMTS10	0.124666666666667
WDR55	-0.03925
MFSD5	0.560333333333333
OR4N2	0.092
DUSP16	1.27422222222222
NLGN4Y	-0.3942
INHBC	-0.215
NUMA1	1.38175
DEFB123	0.18575
GIPC1	0.291
MGC27348	-0.439
FLJ33590	0.32
FZD1	1.8721
MKL1	1.1395
SAA2	3.19025
C1orf94	-3.0485
C7orf28B	0.1465
TMEM185A	0.3605
ZZZ3	0.7525
C16orf5	-0.912
GALNAC4S-6ST	0.455
C1orf186	2.79475
IGFBP4	2.0075
NDUFA10	1.38383333333333
CLIC2	0.45975
RNF13	0.583
GPR103	-1.05525
CD69	-0.8805
MYOZ1	1.9245
IFNB1	-0.0825
CLNS1A	-0.54975
CXorf45	-0.423
ZXDB	1.0605
FUNDC2	0.0915
GPA33	-0.247375
C9orf70	-0.02825
SLC2A9	0.69775
LOC126520	-0.232
MAGEB1	-1.01825
LCE2A	-0.306
C18orf34	4.072
FMNL2	-0.546
KRT85	0.05525
CRYGA	-0.115
GEM	3.1135
THAP6	0.1683
ALKBH3	0.724666666666667
TM6SF2	-0.44425
C20orf82	4.20575
RANBP2	0.246166666666667
LIG3	0.6301
RETSAT	1.548
OR8S1	0.3055
CAST	0.152
TGFBI	-1.2233
C15orf37	-0.0785
PGM3	-0.4705
SLC4A11	-0.503625
FAM123C	-0.2545
TAOK1	-0.345
CISH	1.5625
OGDHL	-2.3485
SPINT2	2.53816666666667
ZNF33A	0.05
CLDN18	0.124833333333333
RNF128	-1.710125
CCDC71	-0.76825
RASSF6	2.87666666666667
HSPG2	0.8095
ATP6V0E1	0.557375
ABHD6	-0.075
CD274	0.6875
GCNT1	1.00925
NT5C1A	-0.0856666666666667
TM4SF5	-4.028
C21orf58	-2.25833333333333
SUCLA2	-0.1995
RFTN2	2.869
SCNM1	0.03375
SLC9A10	0.661
FUNDC1	1.50325
SLC35F4	-2.6285
AMD1	-0.88175
COL6A6	2.60525
OR4K2	0.1095
TRIB2	-0.209333333333333
LOC91461	-1.58425
GHSR	0.026
ATP8B1	1.449375
C1orf78	0.990833333333333
RNF183	3.45116666666667
STX4	0.5109
TPPP2	-0.04575
MYBPHL	-2.0615
TXNDC6	0.2901
C9orf47	0.54
FAM137B	1.357
FANCB	-2.1025
C11orf9	-2.179
DPY19L1	-1.4825
VDAC2	-0.07
VHL	0.02825
LMBR1	0.269125
C8orf44	-0.12225
ZPBP	0.26325
FGF23	-1.6835
C21orf67	0.1195
PCNT	-1.190625
BCKDHB	0.5858
GALNTL5	-0.22275
BET1	-0.305875
ARL13A	-0.305
HDAC6	-0.84675
N4BP3	0.478666666666667
OTOP1	0.250333333333333
TTC30A	2.28925
CRISP1	-0.0795
KRT32	2.978
VSTM1	0.0735
ZNF622	0.01325
POLR3B	0.1931
DNAJC10	0.600375
C12orf54	2.5065
ADIPOQ	2.4975
RIT2	0.06375
CD44	-0.73785
ABCA3	1.40875
RPS17	0.296
FEZF1	-0.1645
PCDHB15	0.24825
KCNMA1	-0.436227272727273
CCDC116	-2.142
C15orf27	-3.14
NARG2	-0.53825
ITGA5	-1.12825
MEFV	0.3175
TUT1	-0.69925
LOC541473	-0.2485
NMBR	0.188
GLT1D1	-2.53583333333333
ABCB7	-0.51725
PFKP	-1.65
C9orf91	0.9498
LRRC41	0.547833333333333
C1orf85	0.608
ATP5F1	-0.8665
STOX1	2.51425
GFOD2	0.041
SLC25A3	-0.67375
ZNF646	0.1762
ZAR1	-0.662
OSTbeta	-2.9445
GALNT3	3.7505
IFT122	0.814333333333333
LDB3	0.5022
GARNL1	0.9525
HOMEZ	0.335
LRRC6	3.33175
ANGPTL5	0.54725
UBAC1	-0.3645
DLEU7	-0.134
RPL19	-0.2685
TOP1MT	-0.424333333333333
LOC643641	0.6335
MBD3L2	-0.053
NTSR1	0.058
WISP2	-1.38525
GPSM2	-0.739375
RDH10	-0.00759999999999999
PRKCG	-0.0545
HIST1H4J	0.296
MON1B	-0.2777
MLF1IP	-2.08366666666667
ZNF446	0.591625
COL4A5	1.1194
SLC26A1	-0.466785714285714
RGN	-0.42
CCNB1	-2.69825
C9orf165	-0.24825
CCDC28B	-2.108
CCDC97	0.87275
FGR	1.786875
MSRB3	0.9752
EPN2	0.48375
COX15	-0.732833333333333
KCNK6	-0.1696
XK	-3.70725
GDA	-4.78875
HEPH	-0.04575
THRAP3	0.0255
MET	-0.0845
PHYHIP	1.6275
LYAR	-1.372
ING3	0.44975
AK7	-0.716
CCT8L2	0.6825
COPS7A	0.5075
WSCD1	-0.01125
RNF185	1.33525
TNS3	0.537
KNDC1	0.6865
RWDD4A	-0.0911666666666667
MED13L	0.9039
ZFYVE1	0.609
C7orf44	-1.92283333333333
MRPL1	-0.4655
STGC3	-0.9105
TEAD1	-0.344333333333333
RPL7A	-0.0091428571428572
ARL6IP1	0.3698
C1orf178	0.2785
CTAGE5	0.229333333333333
TMEM184A	-0.251
SLC25A14	0.05425
CACNG5	-0.0055
ATXN10	0.4893
ECH1	-0.0443
CCL22	0.456
CYP2F1	-2.02483333333333
GADL1	0.2245
TMEM19	-0.5351
RUNX3	0.44975
EFNB1	-0.0998333333333333
LIPN	0.087
ACSM3	-3.571
SIGLEC8	1.5505
ASCC3L1	0.00125
NOL8	0.343
RELT	-1.204
Magmas	-0.976
PPP1R15B	-0.3011
C11orf2	0.10575
VKORC1	-1.077
MGC26647	-0.335
TRPM6	1.26666666666667
UGT2B7	-5.0985
FEV	-0.08125
FOXK2	-0.4703
PDCD5	-0.781833333333333
SLC8A1	1.5248
DGUOK	-0.759333333333333
CLDN16	1.3235
GAGE1	-0.95
RBM17	0.289
C1QTNF3	-0.02075
VGLL3	-0.5125
UNQ5830	-0.6405
CD1A	-2.55933333333333
SCGB1C1	-0.3865
SUPT4H1	-0.983125
TRAF5	1.813
ASAHL	0.81625
FAM73A	1.16116666666667
OR6B1	0.199
WHSC1	-1.92215
GFPT2	-0.2305
LOC339809	-0.3575
STARD5	0.828166666666667
SIP1	-0.9635
DNAJC15	0.06925
STAU2	0.3449375
FAM98A	-0.185375
RAD23B	-0.57225
LRRC33	-0.642
CHRAC1	0.19075
C21orf89	0.30175
C19orf43	0.584333333333333
KLK8	1.7645
CCNE1	-1.508
PKDREJ	1.45916666666667
SSU72	0.17675
C17orf73	-0.0495
GPR78	-0.302
WHSC1L1	0.2631
GSTA2	-0.22525
SMUG1	-0.3305
UFM1	0.0494
AP3M2	0.364833333333333
USP14	0.497
FBXL14	1.50216666666667
DSTN	1.703
SFRS14	-0.6875
FBXO31	0.2725
C12orf40	0.039
FRS2	0.72225
NR2E3	1.13325
TUBB2C	0.34575
GMPR	-1.05583333333333
C9orf139	0.0455
ING5	-0.0367142857142857
LOC730092	0.2555
ORM1	-3.8615
RP11-11C5.2	-1.7735
HSPD1	-1.3677
PIWIL3	-0.458
C5orf13	-1.1337
OR5R1	0.355
LCOR	0.65
PLEKHA9	-0.5295
CCDC43	-0.278
ZNF232	-0.2605
SLC6A7	0.4625
ADH5	-0.155
SHBG	-1.0095
CROCCL2	0.23225
PANX3	-0.2815
CDIPT	0.78
SLC16A5	0.82325
TUBB	-0.8310625
TOR3A	1.0784
PREP	-0.536333333333333
ENTPD8	-0.118214285714286
CHMP1B	0.8545
SYT12	0.6788
MYH6	-2.0347
MAP3K13	0.887833333333333
KLHL30	-0.119833333333333
LCMT1	-0.436375
EIF1AX	0.0346666666666667
FOXD4L1	-0.4645
SLC24A5	-1.187
RNF166	-0.122
TJAP1	-0.094
TMEM156	0.121833333333333
ZNF239	1.36825
SNX19	0.9307
GKN1	0.2
FCN1	1.9409
C1QL1	-0.88775
ATP11C	0.09225
ZNF35	0.7425
CARD8	0.434375
LIMD1	0.459
KIAA0286	-1.2295
XRN2	0.809
CD6	-0.220333333333333
TOX3	0.7725
ZSCAN4	-0.212
RSRC1	-0.085875
COG1	0.079
PTRF	0.211
C16orf35	-0.71975
FBXO24	-0.48425
CHST11	-1.3285
THRB	0.6821
MYBPC1	3.4345
RNF39	2.32816666666667
PSMD11	-0.8335
ALAD	1.07383333333333
EN1	0.41275
SLC9A9	1.33675
GSTM4	0.85
CDC42BPA	0.0443684210526316
RCSD1	0.21475
LUC7L2	0.0827
SPTBN1	0.8925
LOC146167	0.457
BAT5	0.882
ZNF452	0.913125
LSM4	-0.504625
SRP72	-0.6817
SGK269	-0.0645
MTX1	0.2515
CENTA1	0.28375
UNQ9433	-0.0855
ATR	-0.0693333333333333
DDX49	-0.179166666666667
PAQR8	-0.711
C14orf174	1.606
GBGT1	0.4725
THAP1	0.14925
OR10K1	-0.141
RASIP1	-0.569833333333333
DPYD	0.8891
DOHH	-0.0435
C18orf45	1.91825
POF1B	2.1244
ZNF552	3.398
USP32	-0.89075
MED27	-0.689666666666667
C14orf149	-1.19483333333333
PRDX4	-1.42983333333333
ABHD12	0.8791
AGT	-4.406
SLC22A14	-0.3315
C1orf58	1.02075
PILRA	0.06575
ABCF2	-0.425
C17orf85	-0.1775
TKTL1	-0.42525
FGF1	2.3682
IL6R	0.135
VPS25	-0.58525
CHRNB2	0.160125
COL7A1	-1.5166
LRRC48	3.264
SPG20	0.569666666666667
COX10	-0.0245
GCA	1.32425
ECEL1	1.03216666666667
GLG1	-0.133666666666667
SRD5A2L2	-0.375
MUTYH	-1.125
ZNF70	-0.09075
L2HGDH	-0.59175
GPATCH2	1.4445
ZNF655	0.100625
ZNF227	0.864666666666667
MCOLN2	1.36966666666667
NQO2	-0.69825
KCNQ5	-0.0995
NEU1	0.205333333333333
QRICH1	-0.3355
ZBTB20	1.00766666666667
RPUSD3	-0.86475
EPGN	-1.80233333333333
TSN	0.450583333333333
SPRY2	0.158
LZTFL1	0.703625
GMFB	0.344625
PBEF1	-0.4946
HBG2	-2.79725
TMEM8	-1.05825
PALM2-AKAP2	-0.232
NFYA	0.3515
FAM108A1	0.13075
PBLD	0.79725
NRG4	-2.6415
PIGF	-0.3305
PTGER1	0.431
NOS2A	0.764
C21orf34	0.555833333333333
C21orf51	0.02075
IL17C	-0.1605
TRMT6	0.581333333333333
ETV2	0.00900000000000001
CCDC109A	0.03775
MYLK2	-2.638
ATP10A	1.4828
DPH4	-0.50075
C5orf5	-0.317
KCNA4	-0.161666666666667
NMNAT2	-0.356166666666667
GLYATL2	2.4115
LSMD1	-0.24025
IL23R	-2.177
NRF1	0.92475
MUC15	1.66766666666667
PRDM12	-2.549
PAQR4	-0.228285714285714
RBBP6	-0.9735625
IFI27	1.80725
SKAP2	0.0731666666666667
TAGAP	2.456375
TJP3	2.1255
C9orf61	2.99825
IDS	0.00457142857142855
PARG	0.61475
LOC131149	-0.3185
DYRK4	0.1885
MICALL1	0.8895
GALR2	-0.1405
GPBP1L1	0.062875
TBX21	3.7735
KCNJ6	-0.0523333333333333
GGN	0.185
CASP5	0.2665
RNF182	-4.3845
BRD4	-0.108
DOK4	-0.49375
SLC46A2	2.0105
SOX9	2.52375
ZNRD1	-0.937666666666667
PRR6	-2.53075
FAU	0.082125
DTNB	1.45766666666667
CARD9	-0.18875
STS-1	-2.02783333333333
SLC4A5	0.03275
NSBP1	-1.7275
UGCGL2	-1.08858333333333
POTE15	0.3175
NOXA1	0.34775
RP13-347D8.3	3.167
SAMD10	-0.3435
EP400NL	-1.525
TCF21	0.35775
AMELX	-0.51975
JPH2	0.9323
SLA	2.21325
DLST	-0.565666666666667
SEPT12	1.2505
RGS20	-4.4475
LXN	0.8525
ZNF419	0.58925
UPK3B	-0.560833333333333
RELL1	1.37925
ESPNL	0.854
KLHL21	0.452625
PI15	1.2165
C2orf61	-0.913
LOC407835	-0.0328333333333333
RER1	0.0679166666666667
ELAVL2	0.6065
MGC26718	-0.23425
KLF2	3.25325
TNFAIP8L3	2.36483333333333
TFE3	0.45675
C11orf17	-0.757125
15E1.2	-1.8265
SNRPC	-1.6675
DLGAP1	-0.21675
PGLYRP1	0.141875
OVCH2	0.958
IRF7	0.1416
SET	-1.1374
NAB2	0.465833333333333
LRP5L	-0.0095
FAM120A	0.35075
ASCL2	-0.265333333333333
SHH	-0.4
ATP5H	-0.901166666666667
THPO	0.422166666666667
TYRP1	-4.03683333333333
HIST1H3E	0.4065
EIF2S1	-0.291055555555556
TNFRSF17	-0.311833333333333
TARSL2	0.46075
NKX2-8	-0.454375
C1orf115	2.84825
LOC56964	-0.66
KIAA0841	-0.63725
ISCU	0.7655
TTMA	-0.765
ZNF414	0.828
LOC441150	-0.42625
RAB15	0.85325
HBP1	1.52083333333333
TNNT2	1.5295
CECR5	-0.621
PHGDH	-1.724
JRK	-0.2696
XPO4	-0.864375
FAM131C	-0.5235
ARHGAP25	1.18433333333333
CA9	-3.59733333333333
GPR62	0.136
TLX1	-0.361333333333333
GPS1	-0.34475
OR2M2	-0.2835
BDP1	-0.579214285714286
FAM70B	-0.4945
RPS29	-0.179
MKLN1	0.0793
TSPAN19	-2.58375
SLC29A3	0.7098
LGALS4	0.0181666666666667
USH2A	-0.135666666666667
NF1	0.443166666666667
APOBEC3A	1.13983333333333
IMPAD1	0.264833333333333
OLR1	1.05583333333333
NRAP	-0.418
HCFC1R1	-0.362
TAOK2	0.1475
MCM10	-2.93516666666667
MAP4K3	0.694583333333333
CBS	-2.734625
CLK3	0.0512
PCDHGA5	0.431
ELF4	0.24675
FAM71A	-0.42475
C11orf49	-0.0135
CLIP2	-0.2875
BTBD9	0.8501
ZNF524	1.038
KDELR1	0.350166666666667
ZNF509	0.5945
NCSTN	0.795
ZNF533	0.662142857142857
PARP4	-0.442
GALNT9	-0.155833333333333
NPY	-3.16325
BEGAIN	-1.174
TMEM77	0.592
FOXRED1	-0.757333333333333
SLC16A2	0.190833333333333
SLC35B1	-0.8835
GK5	0.477916666666667
SDCCAG10	-0.6905
C4orf20	0.38675
SLC9A2	1.24075
ADD1	0.491714285714286
TAL2	-1.3535
ACLY	-0.090375
DNAJC1	0.032
SOST	-2.13875
USP43	0.590666666666667
CYP4F12	0.258
FKBP5	0.927875
CHCHD5	-0.337
NUDT22	-0.5005
CCDC85B	-1.21275
OR51G2	0.084
STRN3	0.691
TMOD2	0.973
FLI1	1.1115
MAB21L2	-0.2825
DGKQ	-0.12225
VPRBP	0.2845
SCNN1B	0.4655
ECHDC3	2.3006
TMEM106C	-0.32525
CSNK2A2	-0.6375
RPL39	-0.7491
HERC3	0.2339
ZBTB47	0.242166666666667
ZNF681	0.9315
PAGE2	-2.7815
CLIC5	3.358
RABAC1	0.55225
ZFHX2	0.8065
YPEL1	0.675333333333333
KIAA0776	0.8045
NR1D2	1.24575
DNAJC4	-0.057875
NPNT	2.5924
ZNF677	1.7895
ZNF536	-0.566
MEF2B	-0.444333333333333
PTPN4	0.174625
CTCFL	-3.874
STX5	0.019
CD72	1.67675
VEGFA	-1.21326315789474
XRCC1	-0.0762
MAS1L	0.331666666666667
ELL	0.3213
SETBP1	2.1505
CDH11	2.3205
NDC80	-2.52723076923077
DMBX1	-2.78125
NRSN1	0.311666666666667
BAT2D1	0.00525
CDS2	1.80283333333333
C1orf212	-0.0301666666666667
SENP3	-0.14125
IL1F9	-0.0545
EEF2K	0.33425
COG8	0.0905
CEP72	-1.48275
OR1L8	0.449
MUS81	-0.65675
PHYH	0.3455
GGT6	1.54283333333333
C22orf23	-0.736583333333333
C13orf33	3.105125
MAPK8IP2	1.97675
NELL2	6.58625
POU3F2	-3.7545
ALPK1	1.35425
MRPS18C	-1.3955
RPLP2	-0.707625
FGF22	-0.618
SPNS1	-0.5825
ZFP1	-0.3
IL1RAPL1	-0.305
PCSK9	-3.6005
NKX2-1	-0.169142857142857
C6orf189	2.12275
SP4	0.116
SLC11A1	0.0362
C21orf25	0.00766666666666667
ICAM2	0.764875
SH3GL1	-0.434
GSK3B	-0.049
RALB	1.251625
PDXP	-1.22816666666667
GNGT1	-3.563375
KIR2DL1	0.147
TNFAIP3	0.765916666666667
C6orf32	1.9099
CBLN2	-2.071
PANK3	1.41575
TAAR9	0.4705
WDR82	0.526071428571429
APOM	-3.978375
TRIP10	-0.02525
SPATA16	0.4965
C1orf135	-2.203
USP51	0.6655
TESK1	0.7825
C11orf64	-0.1495
ZNF611	0.747
PDE6G	0.247166666666667
HLA-DQA1	3.3155
GCLC	-0.170625
SEC61A1	-0.345357142857143
TWSG1	0.937666666666667
ZMYND10	1.89525
CTDP1	0.931625
ADAMTS6	-0.332333333333333
SLIT1	-2.471
KRT86	-0.0905
KIAA0574	-1.29575
GTPBP2	-0.2084
PQLC3	2.00475
PRRX2	-0.714833333333333
C15orf44	0.390833333333333
MKKS	-0.11375
C11orf10	-1.2365
GPR110	0.34025
CD109	-0.202416666666667
ADCY1	-0.178
RHBG	-3.07225
TP53I3	0.18675
SLC22A3	-0.1101
UCP2	1.21625
FOXG1	-3.06283333333333
OR2AG1	-0.2585
TRIM24	-0.37575
PROC	-3.622375
TAAR6	0.06125
AMTN	-1.3435
C10orf47	0.728333333333333
DEPDC1	-3.3265
FLJ45557	6.14175
ZDHHC17	0.097125
KIAA1429	0.789833333333333
KCNH1	0.65725
VNN3	0.37975
PSMAL	1.2485
PPARD	-0.350375
HFM1	-1.50375
YBX1	-1.26033333333333
ZNF695	-1.10825
SCTR	-0.0393333333333333
DCDC1	0.7095
VPS26B	0.7258
MTF2	-1.72016666666667
ATP6V1F	-0.53225
CCDC94	0.0485
PERF15	-0.621
CCL11	0.072
LMO7	-0.81225
DCST1	0.335
ADRBK1	-0.0465
CDRT4	0.521625
ZNF84	0.0805
HOXD8	1.98975
STARD8	0.306333333333333
FOXP2	-0.740125
CCDC103	1.3025
POLR3A	-0.0425
GSC	1.81516666666667
ZNF114	-2.53633333333333
HTR7P	0.271
LALBA	0.0035
RMND5A	0.242333333333333
PSCD2	1.36475
ZNF409	0.205
KRTAP1-3	0.193166666666667
MAF1	-0.061
LOC201725	-1.29766666666667
NRN1	-0.972
SPAG5	-2.74366666666667
DNAH7	2.821
FLJ43860	-0.3505
BRCA2	-2.02025
ACADM	-0.385375
CXXC6	-2.512375
RAGE	-0.623
CHMP2A	0.898
FAM8A1	0.7028
GPR21	0.247
SLC12A3	-2.82
FVT1	0.710428571428571
ZDHHC7	-0.0105
FLJ44048	0.959
SLC44A3	1.58216666666667
SDSL	0.21
MMP8	-0.702
PLA2G12B	-4.12766666666667
ACY1	-1.14925
MT1E	-0.132333333333333
OR4K15	-0.132
TECTB	0.197
GPR20	-0.331875
IRAK2	-0.071
RFPL3	0.02775
MYO9A	0.63275
NARG1L	-0.2785
BLMH	-0.9465
CCDC3	2.78366666666667
C9orf21	-0.529
KIAA0513	-0.287
MIER2	-0.2935
PNMA2	-0.220833333333333
SH3BP2	0.3454
ANXA10	-0.77375
RTN2	-0.0405
TFB1M	-1.275
PRPH2	2.4865
C14orf133	0.449
GOLGB1	1.78141666666667
IRX4	1.061375
NFKBIL1	0.2815
C10orf62	-0.414
APBB3	-0.382
RPS10	-0.5628
LOC728378	1.692
TLE3	0.355
PSMB7	-1.26925
MESDC1	0.254
SLC6A1	0.786166666666667
OCLN	1.81158333333333
PTTG3	-3.47283333333333
NAGLU	-0.7305
SERTAD4	1.366125
SPRY1	3.11275
FLJ10781	1.28375
MYSM1	-0.049
TRIM4	0.979571428571429
SH3YL1	1.288125
TREM2	2.788
SERPINI1	0.541
HDHD3	1.280375
TMEM38A	0.310875
EID2B	-0.71375
TDRD3	0.0496666666666667
SEDLP	0.51125
THSD7A	3.21266666666667
NDST3	-2.478
KLHL15	-0.346666666666667
DHRS12	1.391
FBXO9	0.260928571428571
TNPO1	-0.446
MRPL13	-1.02116666666667
SNX5	-1.14716666666667
METTL6	-0.3975
SOD1	-0.162
CHML	-0.887666666666667
PACS1	0.3185
SIRT5	0.1401
CAPN2	1.085
FXYD5	0.145833333333333
TWISTNB	-0.43625
LRFN1	-0.301166666666667
UBE1L	0.836375
UBE1C	0.59225
OR51B2	0.187
OR4D11	-0.2715
C15orf2	0.4735
NR4A1	0.6405
LOC339047	-0.96875
TRIM17	2.566375
ATP5G3	-0.310357142857143
RPL15	0.464333333333333
ADAMTS8	0.975
HOXC4	0.318
C14orf37	2.053
CEACAM5	0.7565
MYT1L	-0.0716666666666666
RASA2	0.406375
OSBPL7	-0.0035
STAG1	-0.18
GIMAP4	4.4925
FUT3	0.512833333333333
PIF1	-3.52
LPIN2	-0.1047
SH3PX3	1.3185
PDP2	-1.017
PAPD1	-0.328875
ERP27	5.31475
APOOL	-1.1796
DIABLO	-0.04025
TRHR	0.33675
ARMC9	0.053625
RNF152	2.519
SLITRK3	0.835
ZNF211	1.1834
PFDN1	-0.897625
RGS11	0.8565
HS6ST1	1.6827
AKR1D1	-1.8445
TNP2	-0.0756666666666667
STK31	0.938666666666667
EML4	-1.33466666666667
SGTA	0.216333333333333
HIST1H2BI	0.0573333333333333
PSMD6	-1.047
KIAA1257	2.00325
C18orf55	-0.219166666666667
FLJ20273	2.135125
RPL28	-0.2195
EPYC	0.406375
NOX3	0.213
ELAC1	0.159333333333333
METT11D1	-0.73275
BIN2	0.545333333333333
NACA2	0.2085
CCDC17	-0.72075
HM13	-0.5941
UBOX5	0.215875
UBE2O	-0.637125
UBL5	0.3465
APOLD1	1.374875
C9orf31	0.17975
TNFSF8	1.1975
ARHGAP29	0.793125
PROKR2	0.0805
PDE5A	-0.0491666666666667
C6orf12	-0.98
TOM1L1	0.701
WHDC1	-0.03175
FOXI1	0.251
RAB4A	1.2363
TMEM39B	-0.878
ATPBD1C	-0.24775
FARSA	-0.791
PLEKHG5	-0.0695
CMAS	-0.145
OR7E24	-0.579
SLC30A1	1.72525
CDC42EP5	-0.100666666666667
PLAC1	-0.99775
KLHL18	-0.479
LBA1	0.8031
TAZ	-0.471
CRIP2	2.10025
BTBD11	0.0931666666666667
C16orf72	0.336
DIO2	0.8689
LRRCC1	0.7485
CCDC136	-1.96
PRX	0.402875
RBM5	0.049
TMEM85	0.22375
TUBGCP4	-1.14983333333333
APLN	-0.924
CDK7	-0.178
SSR2	1.19908333333333
CRELD1	0.23275
C19orf46	1.66625
GAL3ST4	0.9705
KBTBD10	2.1995
IL28A	-0.21025
WDR27	0.7455
MCM2	-1.72366666666667
SOX14	-0.1985
FLJ39743	0.072
KIAA0922	0.47075
HIPK4	0.8095
FLJ25758	0.499
C16orf57	-0.7465
PDZD2	2.31675
MCC	1.05975
HHLA3	-0.4797
ID2	-0.193
C20orf23	2.848
ZNF688	0.65325
APOC2	-3.032
LOC440093	-0.00225000000000001
FAM50B	1.80016666666667
PWP1	-0.3555
DNAH10	0.72825
HIST1H2BA	0.70075
GPR56	0.8585
METAP2	-0.28725
PAN3	0.5665
STXBP4	-0.462375
PDHX	-0.114
MTA1	0.333916666666667
ZBED4	-0.286125
ZNF720	0.57875
CDK2	-1.409
RHOJ	1.607625
CDC37	0.353333333333333
ZER1	0.943
GRK4	0.994
PRPH	-0.4295
POLR2A	-0.410125
OGFOD1	-1.441
NOL5A	-1.0575
PHEX	-0.8515
FLJ16478	0.17225
C20orf117	-0.57825
CAMTA2	0.86825
C11orf74	-0.2655
DDX17	-0.35925
C5orf27	0.16875
PLEKHA2	-1.0266
PDE4DIP	-0.9359
SCN7A	2.15025
ZNF559	0.398333333333333
CXCL10	3.1875
ZMYM4	0.322833333333333
STK32B	-0.291333333333333
KIAA0888	-1.0535
TACR3	0.965
CKAP2L	-2.67025
KIF1A	-0.956666666666667
RSPRY1	0.23525
VCAN	0.96925
CYP27C1	-0.2665
SYDE1	-0.803666666666667
MED12L	-0.59775
ZDHHC21	0.94125
NHS	0.666
TM9SF3	0.816166666666667
DDHD1	-0.577125
MAFG	-0.908916666666667
BICD2	0.337
C14orf119	0.0293333333333333
C14orf43	-0.159357142857143
CDH7	-1.192
ALKBH5	-0.339214285714286
JUP	1.529
TMEM41A	0.471666666666667
