Hybridization REF	TCGA-A7-A0CG-01A-12R-A056-07
ZNF701	1.39325
KCNT2	0.6425
CCDC36	-0.477125
SLC11A2	0.239
NBEAL2	-0.4645
RP4-691N24.1	-2.36625
TYROBP	4.337
PLA2G2F	0.568625
TCP11	-0.049
OR4K13	-0.052
C15orf21	0.26175
OR4F15	0.043
FAM108C1	0.2728
ASAM	-3.305625
NPHP4	-1.03616666666667
SFRP5	0.1385
OR56A3	2.272
EBAG9	0.295833333333333
LOC100101267	-1.008
UROD	-0.607333333333333
ARL9	0.773
PDE2A	-1.04016666666667
TUBB2A	-0.356
RPL36	0.4095
ASPM	-1.97478571428571
RBCK1	-0.242833333333333
AFF2	0.0378333333333333
STARD6	-0.3715
ZDHHC8	-0.171
EXOD1	-1.5144
PLXNA2	1.8817
ACTL6B	-0.407666666666667
ANKRD41	-1.73366666666667
IL2RA	3.723375
PNRC2	0.743
DENND2C	0.86025
STXBP5L	-2.407
TBCC	0.368125
NSF	0.102666666666667
KCNJ1	0.766166666666667
KIF2B	-0.940666666666667
KRT73	0.6055
C7orf47	-0.5045
NFASC	0.577333333333333
SFRS15	-0.33125
CLCA4	1.372
ZNF597	0.986333333333333
SCGB1D1	5.2015
LONRF3	-1.3935
OR2J3	-0.633
SMURF1	-0.48825
C14orf102	-0.1485
HNRPDL	-0.0991
ANKRD39	0.098
BTNL8	-4.2215
CSTF2	-1.1405
CABP4	0.167
TMEM95	0.42025
HTR1F	-0.058
SCPEP1	1.8015
PRSS12	-1.189875
SLC28A2	0.042
INHBA	1.57
RP11-298P3.3	0.29275
UGDH	-0.9685
SLC36A1	-0.266666666666667
PLCB1	-0.951
SEPP1	2.06016666666667
SRXN1	-0.220625
LOXL2	-1.575
SERPINA7	-5.38433333333333
LOC201229	1.54525
CHRNA1	-0.695333333333333
DENR	-1.13083333333333
RARRES2	1.7805
SENP2	0.127125
XPNPEP1	0.078875
PCGF5	0.07015
HIST1H1T	0.25
CDK5RAP1	-0.8275
PRKG1	0.990928571428572
RASGRP1	0.1369
CFI	-0.164166666666667
KIR2DL3	0.5745
FOXRED2	-1.15185714285714
FABP1	-6.44675
TRIM7	-1.629375
CYP20A1	0.469045454545455
CYTL1	-1.7615
SORBS1	3.44475
PEA15	1.39478571428571
GUCY1A2	0.755666666666667
ZSWIM2	2.227
PH-4	0.37825
PACSIN1	-0.908625
LOC152586	1.0125
UMODL1	0.958
KREMEN1	-0.3195
FLJ35773	4.682
RFPL4B	1.51
SNAP23	0.45575
STXBP6	-1.7805
C6orf115	0.3105
ZBTB33	0.70975
CHST9	-0.154666666666667
MGA	-0.1351875
FAM128B	-0.2395
GPR4	3.6195
KIAA1957	-1.18275
GSTK1	0.648166666666667
CLCN5	-0.599
FBXW5	0.1705
FUSIP1	-0.812071428571429
MAG	0.9025
FLT3	3.36366666666667
STRA8	0.077
SERPINB4	-3.691
JMY	-0.2325
DLK2	-0.567666666666667
ZNF451	-0.8042
HES6	-1.21975
FGF9	-0.804
VNN1	-0.284166666666667
SRPK2	0.0423
ALDH3A1	-2.15433333333333
CDX4	1.342
SPG21	0.259
ZNF302	0.5449
DOK3	0.368375
GRIN1	-0.148142857142857
OR1A1	-0.0281666666666667
CALU	-0.0581666666666666
ANKFY1	-0.874
C9orf84	-0.2815
CLEC2L	0.36675
LIMCH1	1.44333333333333
RWDD1	0.602333333333333
VHLL	-0.3145
SLC18A2	1.3725
UPK3A	-0.273166666666667
FIP1L1	-1.011
LENEP	0.0886666666666666
RHOB	1.29866666666667
RIBC2	-0.65375
GNPNAT1	-0.5813125
TBC1D10C	1.23925
MMAA	2.16325
INTS9	0.09125
HOOK2	0.4105
CCNG1	-0.4075
CCDC144B	-0.516
MTMR7	-0.3655
NEU4	0.4665
HADH	0.518625
CCKAR	0.8425
TMEM173	1.796
AFAR3	0.88475
PTH2R	2.676875
IFI30	1.72425
GLUL	2.5098
TMEM71	1.252
C20orf165	-0.49625
BFAR	-0.884
ZNF14	1.47525
KLHL8	0.471
PPIL2	-0.405666666666667
CTA-126B4.3	-0.7225
C5orf37	-0.80575
SLC27A4	-0.0308333333333333
KLHL22	-0.70675
GJB2	3.0912
HSPBP1	-0.64625
PRKD1	0.207
SOX8	-0.42
KIAA0195	-1.48016666666667
MICALCL	2.60733333333333
ICAM1	-0.700125
C10orf126	-0.533
SIX4	1.00175
BCL2L1	-0.3268
CD19	1.30366666666667
RAPGEF3	1.70033333333333
KIAA0974	-0.14725
MAPK3	-0.625166666666667
OR10A3	0.6715
MAP2K1IP1	1.0605
STK4	0.2745
CHIC2	1.4642
DLX5	-0.1645
ZNF367	-0.5765
FBXO41	-0.73225
ADK	-0.57375
hCG_1995786	-0.03
GTPBP10	0.00537499999999999
TGOLN2	1.005375
CTBS	0.9275
FGD1	-0.189
ETS1	-0.370666666666667
EDC4	-0.649125
GSTA3	-1.4095
HOXB6	2.3225
C9orf131	0.168
BCAS1	-0.30125
U2AF1L4	0.0575
PDHA2	0.511333333333333
SORD	1.508625
SLC25A33	-0.989
WDHD1	-2.46975
OR8K5	-0.368
RNASE11	0.167
STAP2	1.6635
TRIM44	-0.3588
CHCHD8	-0.65875
SIDT2	1.1275
OR2B3	-0.2805
TRRAP	-0.417
TRAF1	0.437416666666667
RYR2	-1.709
FAM71B	0.6175
SLC45A4	1.016
TRIM32	0.074
ATP6V1G1	0.90525
TRA16	-0.354
SERHL2	1.63225
PRKY	-0.725833333333333
NPR2	-0.22275
TAS2R40	0.553
OR5I1	0.509166666666667
ZFYVE26	0.176833333333333
WFDC11	1.1445
CSH2	0.2205
OR2T8	-0.34825
TBX20	-0.68
LYPD5	2.9595
STOML2	-0.0731666666666667
ALPI	0.379125
FAT3	-0.991625
ZNF273	-0.034625
NPSR1	-0.2015
FLAD1	0.0653333333333333
RAB5C	-0.653125
TTLL3	-1.21525
KIAA1618	-0.995
NPPC	0.031
ZEB2	1.665
MRP63	0.262125
WSCD2	-1.1675
NEUROD4	0.14925
SNAPAP	0.706
MTMR2	-0.593823529411765
STK35	-0.584875
USP48	-0.3515
NR1H4	-3.601
RASL10A	1.102
SSTR1	-2.1695
C1orf35	0.42875
APOBEC3C	-1.32575
RUSC2	0.261166666666667
SALL4	-3.09475
ZCCHC8	-0.875
RAD17	-0.467875
ZNF708	0.372166666666667
LILRB5	2.537375
TEX12	-0.3655
C9orf79	0.259
ARHGEF1	-0.519166666666667
ABCA4	-0.0905
RNF214	-0.63225
PPAPDC2	1.278
ARID4A	0.3145
SYCP2	0.73725
OPRM1	0.0965
RP13-102H20.1	-4.1265
CYP26B1	-0.106
APCDD1	1.42216666666667
PCCA	0.43225
ALS2CR7	-0.039
AQP5	1.923
YLPM1	-0.22225
PRKAR1B	-1.2811
IL16	1.4746
TCF3	-0.97775
ZSWIM7	0.24425
SERPINE1	-1.4594
BAI2	-0.089
SMC5	-0.457285714285714
SMN1	-0.926
SLC13A5	-3.025
POU2F3	2.783
BACH1	-0.275833333333333
GMCL1L	-0.0213333333333333
PPP2R2D	0.408125
LRRC51	1.09966666666667
EDARADD	-0.311
LRRC3	-0.612
FAM124B	0.89625
C20orf70	0.2925
LOC285735	-1.0535
CTBP2	1.4321
ZMYND11	1.15625
CDH23	1.15966666666667
OR1N1	-1.524
LOC400590	-0.865
PDK1	-1.61875
LMTK3	1.5405
USHBP1	1.3375625
ZFYVE21	1.62375
hCG_21078	1.126
OAF	-0.406625
WDR41	-0.21675
SPINK6	-0.33425
GDEP	0.66
MEG3	-1.0827
OXSR1	-0.626571428571429
RAD51	-1.57083333333333
RPL13A	1.65875
DYRK1A	0.3902
FLJ25791	1.20125
SARDH	-0.1128
RBBP5	-0.183666666666667
ORC2L	-0.90775
NCAPH2	-1.2705
RNASET2	0.483333333333333
WDR79	-1.2925
FLJ39779	-0.62225
C3orf1	0.0375
DDX23	-0.61
MGC40574	0.35675
MORC4	1.7145
MYRIP	3.00772727272727
LY6E	-0.228875
SLC39A11	2.0605
ATP12A	-0.4405
AUP1	-1.08175
PIP	6.977
CORO7	-0.9415
PITPNM3	-0.053
ENPP1	0.8745
PPP1R1C	-2.53716666666667
NRBP2	-1.18475
KCNE2	0.6315
P2RX4	0.761
CCND2	-1.76671428571429
OR5T3	1.644
CUL4A	0.574
CFB	2.025
PCP4	-1.72383333333333
HEMGN	-5.32566666666667
UBIAD1	0.277
CDC42BPB	-0.7267
CYB561D1	0.1715
RIMS2	-0.473625
ZNF488	-1.44375
RNMTL1	-0.26375
SART3	-0.2185
CAPN10	-0.873928571428571
CCR5	4.7455
APOA1BP	0.171166666666667
NDUFS5	-0.2395
PDLIM3	2.6239
VPS24	1.2939
SCN8A	-0.443
C1orf67	-1.79466666666667
MRCL3	0.880166666666667
TMEM145	-2.31825
KCTD16	0.2852
RNF149	1.427
FDXR	-1.151
CDCP1	1.61683333333333
PAX3	-3.049
LASS4	1.346
HSD17B8	0.352
YAP1	0.034375
NNT	-1.33675
SC5DL	0.758625
DKFZp566H0824	-1.4125
KSR2	0.734666666666667
RAD21	-0.5896
ST8SIA2	0.04375
L3MBTL3	0.53125
SNRPB	-2.22925
MGC14425	-0.1885
MIF	-0.46825
TAPT1	0.987375
IRF8	2.483
PRO0132	0.6405
HERV-FRD	-1.004
ACD	-1.21683333333333
BCL3	0.867
SPATA13	0.76475
MRLC2	0.514875
F2RL3	-0.22775
CFHR3	3.111
DUSP15	-0.064
TMEM46	0.401333333333333
SF3B4	-0.9065
MAP7D3	-0.4505
STELLAR	0.5725
SEMA5A	-0.0467
H2BFS	-0.8985
LRRC28	0.068
MORN2	0.961
XYLB	-0.366875
WDR21C	-0.210333333333333
HIATL1	0.712125
ADAMTS10	0.3615
WDR55	0.209
MFSD5	0.8445
OR4N2	-0.233
DUSP16	1.24594444444444
NLGN4Y	-1.70044444444444
INHBC	-0.24725
NUMA1	-0.15025
DEFB123	-0.17
GIPC1	-0.395
MGC27348	-0.3655
FLJ33590	-0.5255
FZD1	1.5534
MKL1	-0.0805
SAA2	4.61625
C1orf94	-1.008
C7orf28B	-0.417
TMEM185A	0.274
ZZZ3	-0.354
C16orf5	-0.674833333333333
GALNAC4S-6ST	1.449
C1orf186	3.852
IGFBP4	1.0005
NDUFA10	0.774666666666667
CLIC2	1.11775
RNF13	-0.081
GPR103	-1.38233333333333
CD69	0.02075
MYOZ1	1.796
IFNB1	0.118
CLNS1A	-0.618
CXorf45	-0.7295
ZXDB	0.509
FUNDC2	0.4605
GPA33	-0.528
C9orf70	-0.0136666666666667
SLC2A9	-0.21075
LOC126520	-0.8975
MAGEB1	-1.46625
LCE2A	-0.303
C18orf34	4.7575
FMNL2	-1.240375
KRT85	0.5305
CRYGA	0.222
GEM	2.21425
THAP6	0.1118
ALKBH3	0.6475
TM6SF2	-0.664
C20orf82	2.80875
RANBP2	0.396166666666667
LIG3	-0.4348
RETSAT	0.953375
OR8S1	0.432
CAST	0.3375
TGFBI	-0.0913
C15orf37	-0.0540000000000001
PGM3	0.1125
SLC4A11	-0.773125
FAM123C	0.438666666666667
TAOK1	0.5325
CISH	1.6185
OGDHL	-3.17925
SPINT2	2.2575
ZNF33A	0.7885
CLDN18	-0.232666666666667
RNF128	-1.81625
CCDC71	-0.638
RASSF6	2.60866666666667
HSPG2	0.9435
ATP6V0E1	2.1965
ABHD6	0.942
CD274	0.473
GCNT1	1.278
NT5C1A	-0.0978333333333333
TM4SF5	-4.165
C21orf58	-2.0115
SUCLA2	0.148
RFTN2	3.0235
SCNM1	0.35975
SLC9A10	2.009
FUNDC1	0.57525
SLC35F4	-3.71825
AMD1	-0.926
COL6A6	4.133
OR4K2	-0.5825
TRIB2	-0.412083333333333
LOC91461	-1.756
GHSR	0.38
ATP8B1	0.5345
C1orf78	2.37483333333333
RNF183	1.11016666666667
STX4	0.24
TPPP2	-0.374375
MYBPHL	-1.713
TXNDC6	-0.05
C9orf47	1.8735
FAM137B	-0.4755
FANCB	-2.2935
C11orf9	-2.2755
DPY19L1	-1.349375
VDAC2	-0.222666666666667
VHL	-0.9075
LMBR1	0.138125
C8orf44	0.03325
ZPBP	0.106
FGF23	-1.15775
C21orf67	0.9125
PCNT	-0.905125
BCKDHB	0.8143
GALNTL5	0.6545
BET1	0.077875
ARL13A	0.2415
HDAC6	-0.98425
N4BP3	0.407833333333333
OTOP1	0.9078
TTC30A	1.447125
CRISP1	-0.0175
KRT32	0.309
VSTM1	1.1485
ZNF622	-0.312
POLR3B	0.3023
DNAJC10	0.145
C12orf54	2.3875
ADIPOQ	4.70133333333333
RIT2	-0.304666666666667
CD44	0.32985
ABCA3	0.954125
RPS17	-0.2705
FEZF1	-0.129
PCDHB15	-0.4535
KCNMA1	-0.549545454545454
CCDC116	-2.2075
C15orf27	-1.6535
NARG2	-0.571375
ITGA5	-1.161875
MEFV	0.8595
TUT1	-0.4295
LOC541473	0.1225
NMBR	0.4385
GLT1D1	-2.328
ABCB7	-0.31925
PFKP	-1.95536363636364
C9orf91	1.2909
LRRC41	0.0243333333333333
C1orf85	0.187833333333333
ATP5F1	0.107625
STOX1	0.527375
GFOD2	0.40475
SLC25A3	0.24025
ZNF646	-0.3142
ZAR1	-0.558
OSTbeta	-2.435
GALNT3	3.6775
IFT122	0.765333333333333
LDB3	1.4593
GARNL1	0.408357142857143
HOMEZ	0.935333333333333
LRRC6	3.42975
ANGPTL5	0.2665
UBAC1	-0.884
DLEU7	0.01575
RPL19	0.07475
TOP1MT	-1.38516666666667
LOC643641	0.247625
MBD3L2	0.089
NTSR1	-0.261666666666667
WISP2	0.41775
GPSM2	-1.306875
RDH10	-0.0183
PRKCG	-0.027
HIST1H4J	0.9315
MON1B	-0.0687
MLF1IP	-1.3615
ZNF446	0.27425
COL4A5	-0.1763
SLC26A1	0.583214285714286
RGN	-1.354625
CCNB1	-2.552
C9orf165	0.24925
CCDC28B	-0.80575
CCDC97	0.96025
FGR	1.899125
MSRB3	1.0541
EPN2	0.0935
COX15	-0.311166666666667
KCNK6	0.0446
XK	-3.7885
GDA	-4.74225
HEPH	-0.226625
THRAP3	0.358
MET	-1.39135714285714
PHYHIP	1.13975
LYAR	-1.45433333333333
ING3	0.43275
AK7	-2.54375
CCT8L2	0.139875
COPS7A	-0.4035
WSCD1	-0.7
RNF185	0.4715
TNS3	-0.2435
KNDC1	-0.732833333333333
RWDD4A	0.994833333333333
MED13L	0.7678
ZFYVE1	0.851
C7orf44	-1.29333333333333
MRPL1	0.37
STGC3	-1.4575
TEAD1	-0.571833333333333
RPL7A	0.548785714285714
ARL6IP1	-0.2026
C1orf178	-0.29
CTAGE5	1.00241666666667
TMEM184A	-1.00383333333333
SLC25A14	0.3045
CACNG5	-0.07725
ATXN10	-0.2933
ECH1	0.8704
CCL22	0.9035
CYP2F1	-1.608
GADL1	-0.453
TMEM19	-0.5289
RUNX3	1.29375
EFNB1	0.452666666666667
LIPN	0.27
ACSM3	-4.158
SIGLEC8	1.95933333333333
ASCC3L1	-0.396
NOL8	-0.16075
RELT	-1.35516666666667
Magmas	-1.48025
PPP1R15B	1.3482
C11orf2	0.423
VKORC1	-0.604833333333333
MGC26647	0.724
TRPM6	0.845166666666667
UGT2B7	-3.52
FEV	-0.06425
FOXK2	0.0112
PDCD5	-0.440166666666667
SLC8A1	2.6039
DGUOK	-0.214
CLDN16	1.321
GAGE1	-2.9405
RBM17	-0.0645
C1QTNF3	1.556375
VGLL3	0.626833333333333
UNQ5830	-1.233
CD1A	-2.00166666666667
SCGB1C1	1.459
SUPT4H1	-0.328
TRAF5	1.886
ASAHL	1.402625
FAM73A	0.787833333333333
OR6B1	-0.0315
WHSC1	-1.96755
GFPT2	-0.069
LOC339809	0.0825
STARD5	0.410333333333333
SIP1	-0.58425
DNAJC15	0.203
STAU2	0.167
FAM98A	0.212375
RAD23B	0.364625
LRRC33	-0.96875
CHRAC1	-1.598
C21orf89	0.20625
C19orf43	0.136333333333333
KLK8	1.66316666666667
CCNE1	-2.04175
PKDREJ	1.18933333333333
SSU72	0.0135
C17orf73	0.458
GPR78	1.1045
WHSC1L1	0.4108
GSTA2	-1.0395
SMUG1	-0.311666666666667
UFM1	1.2753
AP3M2	-0.09375
USP14	-0.4185
FBXL14	0.881833333333333
DSTN	1.24125
SFRS14	-1.2555
FBXO31	-0.527166666666667
C12orf40	-0.94275
FRS2	1.41675
NR2E3	0.29025
TUBB2C	-0.68075
GMPR	-1.16083333333333
C9orf139	-0.2225
ING5	-0.305214285714286
LOC730092	-0.714333333333333
ORM1	-4.05675
RP11-11C5.2	-0.9525
HSPD1	-1.1973
PIWIL3	-0.06825
C5orf13	-0.5065
OR5R1	0.107
LCOR	0.80275
PLEKHA9	-0.107
CCDC43	-0.984
ZNF232	-0.3075
SLC6A7	0.0965
ADH5	-0.0351666666666667
SHBG	-1.04333333333333
CROCCL2	-1.1535
PANX3	0.375
CDIPT	-0.6125
SLC16A5	0.611
TUBB	-1.24175
TOR3A	0.0229
PREP	-0.552
ENTPD8	0.203785714285714
CHMP1B	-0.48325
SYT12	1.1635
MYH6	-1.6062
MAP3K13	1.01233333333333
KLHL30	0.134166666666667
LCMT1	0.476875
EIF1AX	0.289916666666667
FOXD4L1	-0.2445
SLC24A5	-1.311
RNF166	-0.836
TJAP1	-0.93225
TMEM156	-0.105666666666667
ZNF239	0.422
SNX19	0.5094
GKN1	0.39225
FCN1	3.2327
C1QL1	-1.8595
ATP11C	0.19325
ZNF35	0.5605
CARD8	0.481
LIMD1	-1.17766666666667
KIAA0286	-1.454875
XRN2	-1.226
CD6	1.44533333333333
TOX3	2.080625
ZSCAN4	-1.3135
RSRC1	-0.7235
COG1	-0.215
PTRF	0.6739
C16orf35	-0.57525
FBXO24	0.22075
CHST11	-1.07475
THRB	0.2617
MYBPC1	1.5205
RNF39	1.018
PSMD11	-1.22725
ALAD	0.960666666666667
EN1	4.1045
SLC9A9	1.78625
GSTM4	0.4484
CDC42BPA	-0.806105263157895
RCSD1	0.66225
LUC7L2	-0.164
SPTBN1	-0.0341
LOC146167	0.4035
BAT5	0.4621
ZNF452	-0.0248571428571428
LSM4	-0.9905
SRP72	-0.384
SGK269	-0.211416666666667
MTX1	0.07375
CENTA1	-0.2835
UNQ9433	-0.428
ATR	-0.25475
DDX49	-0.453333333333333
PAQR8	-0.215833333333333
C14orf174	0.64575
GBGT1	0.36475
THAP1	0.79175
OR10K1	-0.25
RASIP1	-0.866
DPYD	0.4887
DOHH	-0.8295
C18orf45	0.91325
POF1B	2.903
ZNF552	3.02375
USP32	-1.716625
MED27	-0.356166666666667
C14orf149	-0.633166666666667
PRDX4	-0.594833333333333
ABHD12	-1.0503
AGT	-3.69025
SLC22A14	-0.2615
C1orf58	0.7015
PILRA	-1.434
ABCF2	-1.009125
C17orf85	-0.3866
TKTL1	-1.5405
FGF1	2.05315
IL6R	0.592666666666667
VPS25	-0.37325
CHRNB2	0.43075
COL7A1	-2.4517
LRRC48	2.4235
SPG20	0.80475
COX10	-0.33375
GCA	0.41925
ECEL1	0.354666666666667
GLG1	-0.0733333333333333
SRD5A2L2	0.3075
MUTYH	-1.114375
ZNF70	0.00899999999999999
L2HGDH	-1.17325
GPATCH2	1.47375
ZNF655	-0.198875
ZNF227	0.276666666666667
MCOLN2	0.428333333333333
NQO2	-1.0015
KCNQ5	0.57
NEU1	0.656333333333333
QRICH1	-0.00475
ZBTB20	1.51416666666667
RPUSD3	-0.83625
EPGN	-1.1825
TSN	0.559
SPRY2	-0.846833333333333
LZTFL1	0.49325
GMFB	0.36975
PBEF1	-0.4824
HBG2	-2.82525
TMEM8	-0.2015
PALM2-AKAP2	0.117666666666667
NFYA	0.33475
FAM108A1	0.23025
PBLD	1.146125
NRG4	-1.93625
PIGF	-0.2585
PTGER1	2.21275
NOS2A	0.5925
C21orf34	1.607
C21orf51	-0.0308333333333333
IL17C	0.209
TRMT6	-0.973166666666667
ETV2	0.715166666666667
CCDC109A	-0.066
MYLK2	-2.524
ATP10A	1.2272
DPH4	-0.4275
C5orf5	0.409666666666667
KCNA4	-0.0772
NMNAT2	0.379833333333333
GLYATL2	4.474
LSMD1	0.1315
IL23R	-1.808
NRF1	-0.43675
MUC15	1.66283333333333
PRDM12	-3.163
PAQR4	-0.565214285714286
RBBP6	-1.1036875
IFI27	3.8415
SKAP2	0.731166666666667
TAGAP	2.5165
TJP3	2.2025
C9orf61	1.3715
IDS	0.0282857142857143
PARG	-0.01575
LOC131149	0.3655
DYRK4	0.367833333333333
MICALL1	-1.229
GALR2	-0.6945
GPBP1L1	0.1605
TBX21	5.703
KCNJ6	0.03925
GGN	0.683
CASP5	0.8735
RNF182	-4.147
BRD4	0.38975
DOK4	-1.00475
SLC46A2	0.4254
SOX9	2.01883333333333
ZNRD1	-0.129166666666667
PRR6	-3.08375
FAU	0.570875
DTNB	1.41083333333333
CARD9	0.4155
STS-1	-1.228
SLC4A5	-0.09075
NSBP1	-1.187
UGCGL2	-0.892583333333333
POTE15	0.6025
NOXA1	0.517
RP13-347D8.3	2.53475
SAMD10	0.322
EP400NL	-1.9045
TCF21	-0.46975
AMELX	0.11725
JPH2	0.4027
SLA	1.8245
DLST	-1.203
SEPT12	0.37575
RGS20	-3.8055
LXN	0.528666666666667
ZNF419	0.30075
UPK3B	-0.294833333333333
RELL1	0.8855
ESPNL	0.426
KLHL21	-0.018375
PI15	1.0425
C2orf61	-1.878
LOC407835	-0.791666666666667
RER1	0.705833333333333
ELAVL2	1.242
MGC26718	-1.41425
KLF2	2.07525
TNFAIP8L3	0.474666666666667
TFE3	-0.01075
C11orf17	-0.273875
15E1.2	-2.0705
SNRPC	-0.8555
DLGAP1	0.7185
PGLYRP1	0.148875
OVCH2	0.0875
IRF7	0.8193
SET	-0.1386
NAB2	-1.164
LRP5L	-0.99775
FAM120A	0.23925
ASCL2	2.0165
SHH	-0.3655
ATP5H	-0.266833333333333
THPO	-1.274
TYRP1	-3.13616666666667
HIST1H3E	0.470166666666667
EIF2S1	-0.273833333333333
TNFRSF17	0.468166666666667
TARSL2	0.72325
NKX2-8	0.329125
C1orf115	3.3865
LOC56964	0.37
KIAA0841	-1.157
ISCU	0.923
TTMA	-0.645
ZNF414	-0.4055
LOC441150	0.372
RAB15	1.487
HBP1	1.41833333333333
TNNT2	-1.22016666666667
CECR5	-1.08675
PHGDH	-1.726125
JRK	-0.8578
XPO4	-0.403375
FAM131C	0.435
ARHGAP25	1.4635
CA9	-3.54744444444444
GPR62	0.885166666666667
TLX1	-0.0580000000000001
GPS1	-1.015
OR2M2	0.037
BDP1	-0.115571428571429
FAM70B	0.17175
RPS29	0.740083333333333
MKLN1	-0.0914
TSPAN19	-0.748333333333333
SLC29A3	0.3093
LGALS4	-0.586666666666667
USH2A	0.735666666666667
NF1	-0.289
APOBEC3A	0.572166666666667
IMPAD1	0.5395
OLR1	2.31683333333333
NRAP	0.062
HCFC1R1	0.816666666666667
TAOK2	-0.199666666666667
MCM10	-2.75666666666667
MAP4K3	0.0434166666666667
CBS	-2.85725
CLK3	-0.9446
PCDHGA5	0.9135
ELF4	0.159125
FAM71A	-0.00325
C11orf49	-0.28175
CLIP2	-1.285
BTBD9	0.858
ZNF524	1.5385
KDELR1	0.127666666666667
ZNF509	0.417
NCSTN	1.226
ZNF533	0.573428571428571
PARP4	-0.197625
GALNT9	-0.221833333333333
NPY	-2.75425
BEGAIN	-1.32616666666667
TMEM77	1.14883333333333
FOXRED1	-1.49633333333333
SLC16A2	0.9425
SLC35B1	-0.8075
GK5	-0.152833333333333
SDCCAG10	-0.636
C4orf20	0.35775
SLC9A2	0.4595
ADD1	0.177071428571429
TAL2	-1.373
ACLY	-0.80375
DNAJC1	0.763
SOST	-1.59025
USP43	0.628166666666667
CYP4F12	-1.812
FKBP5	-0.22275
CHCHD5	0.4477
NUDT22	0.4985
CCDC85B	-0.609
OR51G2	0.47
STRN3	0.824857142857143
TMOD2	0.12075
FLI1	1.023
MAB21L2	0.81
DGKQ	-0.04725
VPRBP	-0.0065
SCNN1B	-0.0207
ECHDC3	2.1298
TMEM106C	-0.489
CSNK2A2	-0.3785
RPL39	0.2981
HERC3	1.0045
ZBTB47	0.857166666666667
ZNF681	0.06475
PAGE2	-2.11175
CLIC5	3.75535714285714
RABAC1	1.23075
ZFHX2	1.17175
YPEL1	0.262333333333333
KIAA0776	0.729
NR1D2	0.94075
DNAJC4	0.699875
NPNT	4.214
ZNF677	0.1165
ZNF536	-0.44275
MEF2B	0.09925
PTPN4	-0.52
CTCFL	-5.116
STX5	0.4325
CD72	2.2585
VEGFA	-2.08973684210526
XRCC1	-0.0826
MAS1L	0.497
ELL	0.1125
SETBP1	1.65475
CDH11	3.18583333333333
NDC80	-2.16230769230769
DMBX1	-2.93875
NRSN1	-0.13
BAT2D1	-0.179
CDS2	0.664
C1orf212	-0.244833333333333
SENP3	-1.15075
IL1F9	-0.1405
EEF2K	-0.2885
COG8	-0.38
CEP72	-1.98625
OR1L8	-0.39
MUS81	-0.787333333333333
PHYH	0.302875
GGT6	1.03366666666667
C22orf23	-0.786666666666667
C13orf33	3.192375
MAPK8IP2	-0.829
NELL2	1.29075
POU3F2	-2.85033333333333
ALPK1	1.47825
MRPS18C	0.03575
RPLP2	0.706125
FGF22	0.254
SPNS1	-0.8355
ZFP1	-0.5805
IL1RAPL1	-0.444
PCSK9	-3.51316666666667
NKX2-1	0.125666666666667
C6orf189	2.675
SP4	-0.9225
SLC11A1	1.4527
C21orf25	1.2975
ICAM2	0.879375
SH3GL1	-0.577
GSK3B	-0.103166666666667
RALB	0.622875
PDXP	-2.28466666666667
GNGT1	-3.1435
KIR2DL1	0.4905
TNFAIP3	0.5115
C6orf32	1.6167
CBLN2	-1.59625
PANK3	1.210875
TAAR9	-1.714
WDR82	-0.0585714285714286
APOM	-3.263875
TRIP10	-0.58875
SPATA16	0.11075
C1orf135	-2.73875
USP51	0.78975
TESK1	0.7585
C11orf64	-0.164142857142857
ZNF611	-0.6
PDE6G	0.0923333333333333
HLA-DQA1	1.924875
GCLC	-0.4825
SEC61A1	-0.0529285714285714
TWSG1	0.331666666666667
ZMYND10	2.5755
CTDP1	-0.760625
ADAMTS6	-0.541833333333333
SLIT1	-1.82225
KRT86	-1.676
KIAA0574	-1.045
GTPBP2	-0.8465
PQLC3	1.514
PRRX2	-0.191
C15orf44	0.326166666666667
MKKS	-0.346125
C11orf10	0.03325
GPR110	1.427
CD109	-1.09233333333333
ADCY1	-0.00483333333333334
RHBG	-3.0505
TP53I3	0.280375
SLC22A3	-0.4484
UCP2	1.17275
FOXG1	-2.184
OR2AG1	0.543
TRIM24	-0.80925
PROC	-3.369375
TAAR6	0.977
AMTN	-1.678
C10orf47	-0.0626666666666667
DEPDC1	-2.46075
FLJ45557	2.1585
ZDHHC17	-0.5955
KIAA1429	0.192166666666667
KCNH1	0.04025
VNN3	0.261
PSMAL	3.9465
PPARD	-0.07975
HFM1	-2.9815
YBX1	-1.73916666666667
ZNF695	-2.291
SCTR	0.150833333333333
DCDC1	1.312
VPS26B	0.3335
MTF2	-1.1115
ATP6V1F	-0.04175
CCDC94	-0.09225
PERF15	1.4845
CCL11	3.7815
LMO7	-0.402875
DCST1	0.47
ADRBK1	-0.130125
CDRT4	-0.2395
ZNF84	-0.849
HOXD8	1.77975
STARD8	-0.225
FOXP2	-0.775
CCDC103	1.16125
POLR3A	-1.128
GSC	1.6495
ZNF114	-2.55766666666667
HTR7P	0.214
LALBA	-1.0805
RMND5A	0.469166666666667
PSCD2	0.17375
ZNF409	0.093
KRTAP1-3	0.1798
MAF1	-1.00675
LOC201725	-0.850666666666667
NRN1	-1.4035
SPAG5	-3.2555
DNAH7	1.3885
FLJ43860	-0.2635
BRCA2	-2.5625
ACADM	-0.098375
CXXC6	-3.2955
