Hybridization REF	TCGA-A2-A0CL-01A-11R-A115-07
KLF2	3.11925
TNFAIP8L3	1.83533333333333
TFE3	0.10675
C11orf17	-0.45075
15E1.2	-0.568
SNRPC	-0.86975
DLGAP1	-0.085
PGLYRP1	-0.079875
OVCH2	0.1935
IRF7	1.4889
SET	-0.9797
NAB2	-0.5755
LRP5L	-0.2945
FAM120A	0.2501875
ASCL2	1.92916666666667
SHH	-0.524
ATP5H	-0.269166666666667
THPO	-1.048
TYRP1	-4.99
HIST1H3E	-0.2935
EIF2S1	-0.703444444444444
TNFRSF17	0.471166666666667
TARSL2	0.17875
NKX2-8	-0.453875
C1orf115	0.3045
LOC56964	0.194
KIAA0841	0.09675
ISCU	1.195
TTMA	-0.5265
ZNF414	0.2825
LOC441150	0.63325
RAB15	0.15725
HBP1	0.963666666666667
TNNT2	-1.3085
CECR5	-0.54525
PHGDH	-0.9245
JRK	0.1389
XPO4	-0.172125
FAM131C	-0.211
ARHGAP25	2.009
CA9	-2.88633333333333
GPR62	0.498833333333333
TLX1	-0.636333333333333
GPS1	-0.021
OR2M2	-0.458
BDP1	0.367785714285714
FAM70B	-0.18525
RPS29	-0.0255833333333333
MKLN1	-0.0102
TSPAN19	-3.65075
SLC29A3	1.7711
LGALS4	0.2515
USH2A	0.140833333333333
NF1	0.372
APOBEC3A	4.6745
IMPAD1	0.3545
OLR1	2.89066666666667
NRAP	0.3105
HCFC1R1	0.188833333333333
TAOK2	-0.151833333333333
MCM10	-1.12733333333333
MAP4K3	0.296583333333333
CBS	-0.42825
CLK3	-0.6303
PCDHGA5	0.259
ELF4	0.17125
FAM71A	0.138
C11orf49	1.08425
CLIP2	-0.3435
BTBD9	0.5165
ZNF524	0.68625
KDELR1	-0.120333333333333
ZNF509	-0.0385
NCSTN	0.254
ZNF533	2.41914285714286
PARP4	0.51525
GALNT9	-0.796
NPY	-1.82675
BEGAIN	-1.56
TMEM77	0.367166666666667
FOXRED1	-0.752833333333333
SLC16A2	1.54116666666667
SLC35B1	0.1035
GK5	1.15108333333333
SDCCAG10	-0.9955
C4orf20	0.0615
SLC9A2	-2.26225
ADD1	0.451142857142857
TAL2	-0.5285
ACLY	-0.4865
DNAJC1	1.031
SOST	-0.467
USP43	0.812166666666667
CYP4F12	0.77425
FKBP5	0.802
CHCHD5	0.4019
NUDT22	-0.05275
CCDC85B	0.145
OR51G2	0.6745
STRN3	0.556714285714286
TMOD2	1.46825
FLI1	1.91075
MAB21L2	-1.02416666666667
DGKQ	-0.2935
VPRBP	-0.36
SCNN1B	1.6321
ECHDC3	2.1778
TMEM106C	-0.3975
CSNK2A2	-0.4945
RPL39	0.2757
HERC3	0.7237
ZBTB47	0.3915
ZNF681	0.81175
PAGE2	-1.72025
CLIC5	3.38571428571429
RABAC1	0.7165
ZFHX2	0.6765
YPEL1	0.587333333333333
KIAA0776	0.01275
NR1D2	0.78125
DNAJC4	-0.065
NPNT	3.0182
ZNF677	0.8905
ZNF536	-1.0065
MEF2B	0.185416666666667
PTPN4	0.423375
CTCFL	-5.98
STX5	0.0838333333333333
CD72	3.641
VEGFA	-1.25852631578947
XRCC1	-0.2147
MAS1L	0.162666666666667
ELL	0.2447
SETBP1	1.1275
CDH11	3.16333333333333
NDC80	-1.27446153846154
DMBX1	-0.75225
NRSN1	0.246166666666667
BAT2D1	0.283375
CDS2	1.68416666666667
C1orf212	0.237666666666667
SENP3	-0.278875
IL1F9	-0.7145
EEF2K	-0.318375
COG8	-0.04525
CEP72	-1.46225
OR1L8	0.134
MUS81	0.00108333333333334
PHYH	0.44025
GGT6	1.3865
C22orf23	-0.3795
C13orf33	3.739125
MAPK8IP2	0.60275
NELL2	1.61575
POU3F2	-3.10633333333333
ALPK1	1.217125
MRPS18C	-0.361
RPLP2	-0.07975
FGF22	-0.127
SPNS1	-0.4725
ZFP1	0.0515
IL1RAPL1	-0.723
PCSK9	-3.50833333333333
NKX2-1	-0.364357142857143
C6orf189	2.0735
SP4	1.5015
SLC11A1	1.1243
C21orf25	1.1455
ICAM2	1.080875
SH3GL1	0.0216666666666667
GSK3B	0.199
RALB	1.36575
PDXP	-0.926333333333333
GNGT1	-0.86325
KIR2DL1	1.1685
TNFAIP3	2.27541666666667
C6orf32	3.1522
CBLN2	-2.85225
PANK3	0.82325
TAAR9	-0.7245
WDR82	0.550785714285714
APOM	-3.21825
TRIP10	-0.40625
SPATA16	0.046
C1orf135	-0.75975
USP51	2.18625
TESK1	0.88125
C11orf64	-0.252875
ZNF611	0.3015
PDE6G	1.1635
HLA-DQA1	3.357375
GCLC	0.205375
SEC61A1	-0.0753571428571429
TWSG1	0.131333333333333
ZMYND10	0.53275
CTDP1	0.165125
ADAMTS6	0.535833333333333
SLIT1	-2.19025
KRT86	-1.1005
KIAA0574	-2.1115
GTPBP2	-0.6704
PQLC3	1.97775
PRRX2	0.769166666666667
C15orf44	0.0591666666666667
MKKS	0.1965
C11orf10	0.19725
GPR110	-0.692625
CD109	1.12983333333333
ADCY1	-0.666333333333333
RHBG	-2.0585
TP53I3	0.276
SLC22A3	0.2536
UCP2	0.97125
FOXG1	-3.27466666666667
OR2AG1	0.137
TRIM24	-0.3965
PROC	-2.69175
TAAR6	-0.4765
AMTN	-1.603
C10orf47	-0.356833333333333
DEPDC1	-0.7085
FLJ45557	1.4985
ZDHHC17	0.3394375
KIAA1429	0.3115
KCNH1	0.411
VNN3	0.792875
PSMAL	0.80375
PPARD	0.029875
HFM1	-1.43375
YBX1	-1.03133333333333
ZNF695	-0.666
SCTR	-0.3785
DCDC1	0.0135
VPS26B	-0.0226
MTF2	-0.116333333333333
ATP6V1F	0.57825
CCDC94	0.00725
PERF15	0.5085
CCL11	3.59675
LMO7	-1.33375
DCST1	0.2725
ADRBK1	0.299875
CDRT4	0.203125
ZNF84	-0.4455
HOXD8	2.3765
STARD8	0.2405
FOXP2	-0.669
CCDC103	0.535
POLR3A	-0.224
GSC	0.0433333333333333
ZNF114	-0.357
HTR7P	0.695
LALBA	-0.191
RMND5A	0.401666666666667
PSCD2	0.03825
ZNF409	0.123
KRTAP1-3	-0.5055
MAF1	0.26675
LOC201725	-1.10533333333333
NRN1	-1.70925
SPAG5	-1.16383333333333
DNAH7	1.034
FLJ43860	-0.399
BRCA2	0.217
ACADM	0.099375
CXXC6	-2.18825
RAGE	-1.632375
CHMP2A	0.6005
FAM8A1	0.1244
GPR21	0.3875
SLC12A3	-2.27966666666667
FVT1	0.516357142857143
ZDHHC7	-0.125375
FLJ44048	0.98175
SLC44A3	1.19133333333333
SDSL	1.0185
MMP8	-2.55525
PLA2G12B	-4.14383333333333
ACY1	-0.785
MT1E	1.50066666666667
OR4K15	1.0245
TECTB	0.034
GPR20	0.0315
IRAK2	-0.10075
RFPL3	-0.153
MYO9A	0.401
NARG1L	0.015
BLMH	-1.55375
CCDC3	1.88516666666667
C9orf21	0.653833333333333
KIAA0513	0.785666666666667
MIER2	-0.32225
PNMA2	-0.95225
SH3BP2	0.2877
ANXA10	-2.8615
RTN2	-0.173166666666667
TFB1M	-1.6255
PRPH2	2.058
C14orf133	-0.261
GOLGB1	0.644833333333333
IRX4	-0.12325
NFKBIL1	-0.515833333333333
C10orf62	-0.17
APBB3	-0.783
RPS10	-0.4193
LOC728378	0.575
TLE3	0.486388888888889
PSMB7	-1.06
MESDC1	0.222
SLC6A1	0.576
OCLN	0.101416666666667
PTTG3	-1.39233333333333
NAGLU	-0.0635
SERTAD4	0.9305
SPRY1	1.01575
FLJ10781	-0.496916666666667
MYSM1	-0.4145
TRIM4	0.245357142857143
SH3YL1	0.7385
TREM2	2.74616666666667
SERPINI1	1.2545
HDHD3	0.28
TMEM38A	0.466125
EID2B	-0.886
TDRD3	-0.106666666666667
SEDLP	0.1465
THSD7A	3.0045
NDST3	-2.66275
KLHL15	-0.47975
DHRS12	1.311
FBXO9	-0.199785714285714
TNPO1	-0.44325
MRPL13	-0.441
SNX5	-0.652
METTL6	-0.58075
SOD1	0.077375
CHML	-1.28616666666667
PACS1	1.305625
SIRT5	-0.1449
CAPN2	-0.273
FXYD5	0.6705
TWISTNB	1.027375
LRFN1	0.0238333333333333
UBE1L	1.70775
UBE1C	0.03075
OR51B2	0.02
OR4D11	0.6475
C15orf2	0.2705
NR4A1	0.957833333333333
LOC339047	-1.39775
TRIM17	0.998
ATP5G3	-0.154142857142857
RPL15	-0.305
ADAMTS8	0.72325
HOXC4	0.261
C14orf37	1.526
CEACAM5	-2.677375
MYT1L	-0.429833333333333
RASA2	1.668
OSBPL7	-0.273
STAG1	0.102
GIMAP4	4.54033333333333
FUT3	-1.7915
PIF1	-2.18425
LPIN2	0.5924
SH3PX3	0.1395
PDP2	0.1285
PAPD1	-0.290625
ERP27	0.614
APOOL	-0.31
DIABLO	0.286
TRHR	0.142625
ARMC9	0.37925
RNF152	2.48
SLITRK3	-0.463833333333333
ZNF211	0.6157
PFDN1	-0.08625
RGS11	-0.704625
HS6ST1	1.0658
AKR1D1	-3.235
TNP2	-0.115666666666667
STK31	5.86
EML4	-0.117333333333333
SGTA	-0.144333333333333
HIST1H2BI	-1.19866666666667
PSMD6	-1.471
KIAA1257	3.5475
C18orf55	-0.3025
FLJ20273	1.768625
RPL28	-0.418833333333333
EPYC	1.633875
NOX3	-0.1215
ELAC1	-0.5385
METT11D1	-0.608
BIN2	1.49033333333333
NACA2	-0.1665
CCDC17	-0.8705
HM13	0.7057
UBOX5	0.327875
UBE2O	-0.260875
UBL5	0.3235
APOLD1	0.680125
C9orf31	0.4285
TNFSF8	2.233
ARHGAP29	2.656375
PROKR2	0.291
PDE5A	-0.023
C6orf12	-0.222
TOM1L1	0.421
WHDC1	-0.00575
FOXI1	1.2345
RAB4A	0.0749
TMEM39B	-0.29225
ATPBD1C	-0.46275
FARSA	-0.412833333333333
PLEKHG5	0.61025
CMAS	-0.0926666666666667
OR7E24	0.4755
SLC30A1	0.19925
CDC42EP5	0.2745
PLAC1	0.35475
KLHL18	-0.268833333333333
LBA1	1.915
TAZ	-0.994
CRIP2	0.83475
BTBD11	-0.453166666666667
C16orf72	-0.238
DIO2	1.6134
LRRCC1	-1.24533333333333
CCDC136	-1.8175
PRX	0.15875
RBM5	-0.0154
TMEM85	0.1405
TUBGCP4	-1.338
APLN	-0.000625000000000001
CDK7	-0.682666666666667
SSR2	0.13425
CRELD1	-0.674
C19orf46	1.18
GAL3ST4	0.6825
KBTBD10	1.51275
IL28A	2.169
WDR27	-0.757
MCM2	-0.656666666666667
SOX14	-0.99
FLJ39743	0.0955
KIAA0922	1.441875
HIPK4	-0.007
FLJ25758	0.0565
C16orf57	-0.0466666666666667
PDZD2	1.99725
MCC	0.517875
HHLA3	-0.6891
ID2	1.6295
C20orf23	2.05275
ZNF688	0.399
APOC2	-1.91583333333333
LOC440093	0.881
FAM50B	0.8215
PWP1	-0.2385
DNAH10	0.805
HIST1H2BA	-0.023
GPR56	1.02333333333333
METAP2	-0.2785
PAN3	0.186
STXBP4	0.10225
PDHX	0.1355
MTA1	-1.00525
ZBED4	-0.374125
ZNF720	0.13025
CDK2	-1.6985
RHOJ	1.718875
CDC37	-0.271666666666667
ZER1	-0.046625
GRK4	0.73275
PRPH	-0.428
POLR2A	-0.123125
OGFOD1	0.715
NOL5A	-0.30825
PHEX	1.88
FLJ16478	0.31225
C20orf117	0.043875
CAMTA2	0.316
C11orf74	0.00883333333333333
DDX17	0.188666666666667
C5orf27	-0.048375
PLEKHA2	0.1416
PDE4DIP	-0.8585
SCN7A	0.69525
ZNF559	0.7025
CXCL10	3.18275
ZMYM4	0.238
STK32B	0.985933333333333
KIAA0888	-2.0847
TACR3	-0.0935
CKAP2L	0.3495
KIF1A	-1.98166666666667
RSPRY1	0.58
VCAN	1.85475
CYP27C1	-0.885
SYDE1	-1.26
MED12L	-1.53275
ZDHHC21	0.998125
NHS	-0.576
TM9SF3	0.5265
DDHD1	0.27425
MAFG	-0.464083333333333
BICD2	-0.5142
C14orf119	-0.247
C14orf43	0.201071428571429
CDH7	-0.325
ALKBH5	-0.00135714285714285
JUP	0.935875
TMEM41A	-0.367333333333333
MAMDC4	-1.188
CBX3	-0.092125
LRRC18	0.15425
RBMXL2	-0.5855
PLA2G4D	0.174666666666667
FGF13	0.29425
KIF3A	0.926333333333333
PDIA6	-0.0225
DCXR	0.6035
CASKIN2	0.321916666666667
EHD1	0.366666666666667
MARCKSL1	1.0005
ZNF496	-0.704166666666667
SCAF1	0.0155
KCTD8	-1.254
TRAF3IP3	2.02728571428571
LSR	0.53175
CXorf1	0.100833333333333
C14orf112	-0.410166666666667
EIF2B1	0.23275
OMP	-0.004
GSTZ1	-0.424
LOC92017	1.4355
ISLR2	1.8085
C12orf36	-0.051
GATA2	-0.392833333333333
GABRA5	-2.66
CELSR2	-1.12564285714286
STAM2	1.0676
TNAP	0.6805
PTPMT1	-0.161
GRP	2.364
SV2A	-1.5985
MAGEA12	-2.49025
CACNG1	1.94
C18orf19	-1.07175
GSG1	-0.6875
PTPRJ	0.191571428571429
FRMPD1	-0.038
ZNF668	-0.0565
PLEKHJ1	0.10025
ADAT1	0.0132
TMEM50A	0.5746
UCN3	0.16
HOOK1	1.35975
IL17B	-0.8475
MLKL	0.974166666666667
TTC14	0.299666666666667
KLHL5	0.2235
CRYL1	0.156833333333333
FOXH1	-0.995
NFYB	-0.0465
PPM1G	-0.231
GOLGA2LY1	-0.64475
NMT1	-0.181125
HADHA	0.2451
CHSY-2	2.772
PLEKHF1	0.915714285714286
SAGE1	-3.693
MUSTN1	0.4435
SUHW4	0.52075
TFEB	1.6805
ZFYVE27	-0.19475
ATG12	-0.162
BMI1	0.984642857142857
ZIM3	0.2375
MYH4	0.15425
MASP1	-1.48741666666667
KIAA0984	0.922
RPAP2	-0.40375
ASB5	-0.1265
BOLA3	-0.530166666666667
MIA3	0.720666666666667
KRT35	0.261
KIR3DL3	-0.1655
MRPL51	-0.16
SEMA3F	0.598333333333333
NDUFB2	0.500833333333333
LOC253012	-1.82275
FAM46C	0.9757
G6PC	-3.211125
CSAG3A	-2.3455
PREX1	1.251
SLC25A45	0.2045
MAPKBP1	0.2106
CPE	1.475
GNB1	0.518
CXCR6	3.996
TRIM46	-0.39325
C16orf3	-0.113333333333333
HPSE	1.708375
TIGD3	-0.471
SPG3A	1.393
LCAT	-0.586833333333333
ST6GAL1	0.1555
POMC	1.8615
FLJ36031	-0.096
NSMAF	-0.8365
SKIL	1.659
ADSS	0.466
HMGCS1	-1.1845
POLR3F	0.243833333333333
RAB10	0.43725
ZNF277P	-0.1875
ZBTB7B	0.53925
DHRS1	0.826125
ABCC13	-0.16625
CNOT3	-0.24775
NFKBIA	1.24375
GAK	-0.514666666666667
SFT2D2	1.53716666666667
HOXA6	0.0355
CRTC1	-0.218125
LY6D	-0.928333333333333
C20orf72	-0.0055
CPT1A	-0.345
LMO1	-1.1015
EIF3I	-0.03025
PRB4	-0.1435
MCM3APAS	-1.352875
C20orf132	-0.4209
FOXF2	-1.9135
S100A12	0.60025
MLH1	-0.953166666666667
ACTN1	-0.011
MRPL36	-0.502666666666667
C20orf106	1.1315
FBXO6	1.23616666666667
MKS1	-0.382333333333333
CX3CR1	-1.460875
PDE1B	1.6755
PLP1	-3.207
KISS1	-0.184
C14orf2	-0.7495
TBC1D3P2	-0.78475
COMMD6	0.4095
ANKRD7	-2.15075
PTCHD1	1.55125
NARS2	0.13225
DOCK7	-0.158875
FAM127B	0.04525
LOC390243	-0.0743333333333333
N6AMT2	0.40175
ZNF391	-0.822
DNAJB14	0.788833333333333
WRB	-0.353375
BPI	0.606583333333333
TTC4	-0.468666666666667
FAM10A5	0.47125
GOT1L1	0.2363
MAGED1	0.374375
RESP18	0.10475
WFDC6	-0.116
MT2A	0.7515
C11orf56	-0.074
KIAA1432	-0.2145
ROR1	-1.31075
HSD17B14	1.90333333333333
ZFAND2B	0.048
SAMD4B	-0.2915
HEXA	-0.129875
HNRNPU	-0.102727272727273
USP39	-0.464125
NRD1	-0.13275
R3HDML	0.01025
FLT4	0.841666666666667
OMG	-0.102666666666667
OR52N4	0.7845
LOC399818	0.74975
ELA2	-2.28625
VENTXP1	-0.588
RFC5	-0.7
OR52L1	0.2635
PAX5	0.2635
FBXO2	0.70525
GMEB1	0.118
AKT3	0.674
CRB1	-1.93416666666667
CTTN	0.224
UTP15	-0.857333333333333
HSBP1	0.6955
PHF11	2.2365
NDEL1	0.174
USP8	-0.136
BAIAP2	0.068625
SI	0.0388333333333334
ARSJ	-1.18466666666667
BAAT	-2.808
KCNS3	0.184666666666667
LOC126147	-0.077
TMEM37	0.15675
C1orf162	3.071
MBD1	-0.0291
ITGAL	2.02816666666667
WDR73	-0.304
GKN2	0.460333333333333
ARFGAP1	-0.297375
SLC5A8	0.480833333333333
ZBTB40	-0.1624
CYP4B1	5.20816666666667
LYPLAL1	-0.254
CHST3	-0.59825
MAP3K9	-0.2745
BTAF1	-0.700166666666667
TFAP2E	-0.1765
RBM35B	1.085
LOC441251	-0.433333333333333
ANKRD25	-0.286833333333333
UQCRC2	-0.2355
MAEA	-0.21275
HYAL1	-2.0145
RNPEPL1	0.417833333333333
CPSF2	-0.33825
PSD3	-2.2359
ABCA13	-0.215625
AGR2	3.020875
GBX1	-1.491
HDLBP	0.2425
ACY3	0.90575
HECW1	-0.719
ZNF519	-0.999
HOPX	3.161
ZNF304	0.712125
OR12D3	0.1845
FKSG43	-0.3305
METTL1	0.055375
MFSD3	0.0229
PSPH	-0.284
CLCA3	-0.466
DARS2	-0.571666666666667
CDC25A	-2.07633333333333
BAIAP2L1	-0.12575
B3GNT5	-0.007625
USP29	0.1285
ARHGEF10L	0.8245
ATOX1	0.4735
ADAM30	-0.107
DNASE1	0.30125
STT3A	-0.729333333333334
RAB6IP1	-0.05175
PTN	1.9174
C1orf106	-0.251
HECA	1.8905
RNF122	1.0715
SLC22A18AS	-0.107833333333333
GNG8	0.9125
ELP4	-0.57875
FAM65A	0.181333333333333
RPL10A	0.145166666666667
IRS4	0.1145
MACF1	0.7286
SEC24D	0.82375
LOC374395	-0.1605
TGFB2	-0.717
MDFIC	0.638625
CHRNE	0.467166666666667
PCMTD2	0.320166666666667
ATP6V0D1	0.696666666666667
MTA2	0.77425
LZTR1	-0.548666666666667
RAP1A	0.665666666666667
AXIN1	-0.684625
POLR1C	-0.66475
TRIO	-0.696666666666667
PLXNA4A	-0.209416666666667
C5orf33	-0.66125
DEPDC1B	-2.486125
ZNF473	-0.794333333333333
MTM1	1.278
GPR107	-0.100166666666667
CSNK1A1L	0.681
FLJ14154	0.139
NLRC4	4.6655
ENPP4	0.7095
PADI3	-0.651
RNF170	-0.404125
CG018	2.38833333333333
C16orf7	-0.344
KCNE1	0.596
NRM	-0.7945
SLC37A3	0.0538571428571428
TPD52L2	-0.551666666666667
UNC5B	0.9985
C12orf12	0.264166666666667
SDHB	-0.14775
CLRN1	0.34875
NUDT10	-2.07016666666667
UGT3A1	-0.153875
FBXW8	0.301875
RHOF	0.2595
PTPLAD1	-0.41125
MYO3B	-0.5615
DERA	-0.54075
TPP2	-0.6565
C19orf53	0.0926666666666667
GINS3	-0.656875
ST6GALNAC5	-0.5035
CHSY1	0.35875
MGC15705	0.368
GPR83	-0.228
EXT2	0.57125
DOLK	0.22625
TUBAL3	-0.161
ACVRL1	1.9509
ABL2	-0.238583333333333
C14orf156	-1.08783333333333
PTPRZ1	-3.091
DIP2C	0.7555
LAMP1	0.7365
RXRA	0.0493
MAP3K5	1.1115
ALKBH1	-0.191833333333333
PDLIM7	0.391875
ARL14	-0.7195
SNIP1	0.208666666666667
TIMP3	1.99158333333333
RGS3	0.428166666666667
SPAG16	-0.5935
ABHD4	0.0935
ARHGEF12	0.395416666666667
GLUD2	-0.4435
RAC2	1.2424
UAP1L1	-1.0215
SLC18A3	-0.0525
YOD1	-1.0725
RALY	0.2495
HMOX2	0.37
DGKH	0.012
DBNDD2	1.03166666666667
YIPF4	0.571
THAP10	-1.27075
ZNF513	0.09675
HAGHL	-0.658166666666667
ITGB4	-0.7285
CCDC141	0.9985
YTHDF3	0.64175
C5orf28	-0.0435
RPL7L1	-0.271625
TMEM30B	-0.170928571428571
ANKRD35	1.498
DUOXA2	-0.38225
TBC1D5	0.20675
DFNB59	-0.4495
HRH4	0.5155
MYO6	1.6923
DNAJA4	1.13125
RBM24	1.76575
CEACAM20	-1.22675
RBM23	0.524428571428571
NGFB	0.00750000000000001
C1orf63	-0.7107
KRTAP7-1	0.39
PERLD1	0.5965
NPB	-0.2815
C17orf59	0.3662
HSPBAP1	-0.05225
SLC15A4	0.812375
PRTFDC1	-0.3535
OSMR	-1.25142857142857
CYSLTR2	0.5845
C19orf25	-0.2141
KIAA1797	-0.7135
NLRP6	0.7815
FAM105B	0.1397
SCRN2	0.0861666666666667
LRRC58	0.7513
RNF17	0.28325
NEIL3	-2.6435
FAM137A	-1.24525
SKP2	-2.08825
PARVA	0.474416666666667
PKLR	-2.318
RNF34	0.427375
A3GALT2	0.0575
C12orf50	0.029
SUNC1	-1.804
FAM102B	1.93116666666667
CCT2	-0.68075
LRRC37A2	-0.905
ARF4	0.5045
SIKE	0.60725
C8orf48	-0.0815
MBTPS1	-0.0914285714285714
GPSN2	-0.1095
NCF2	3.048
SLC12A6	0.4265
MRPL48	-0.825
HMGN3	0.3265
LRRC62	1.157
PAX9	1.044
FAM55A	0.259
C20orf42	-2.77733333333333
SCML2	-1.67533333333333
BCL9	0.04425
FAM40A	0.01425
C9orf41	-0.333
ZNF774	-0.0095
LETM1	-1.43975
PLXNB1	-1.72166666666667
NIPSNAP1	-0.12675
USP10	0.034
F9	0.0965
LIPE	2.24475
CNGB3	-0.4985
C12orf52	-0.20725
PI4K2A	0.03325
MED8	0.107
STAT4	3.5741
FGD4	0.2065
RNF145	-0.636333333333333
WDR32	0.501
CLDN2	0.0845
TCEAL8	0.7415
ZMYND8	-0.3601
PDXK	-0.74178125
GATAD2A	-0.5445
PTGES3	-0.5815
CCM2	0.0195
TAP1	2.414625
ZNF670	0.1995
ETS2	0.210857142857143
C6orf166	0.363833333333333
PRMT2	0.493714285714286
OR4B1	-0.289
INTS8	0.0195
CCDC102A	0.08075
CCDC83	1.79433333333333
ITGA1	0.6547
EPHA5	-2.5158
FAM24B	-0.107
TSGA10	0.011
HAL	-0.708333333333333
MYOT	0.573
SPACA3	0.2655
BCL2L2	0.093
CUGBP2	1.15583333333333
CCNB3	-0.32575
RNF113B	0.04575
MERTK	0.543
BAG1	-0.2325
VPS36	0.24625
ORMDL3	0.6175
C1orf190	0.41725
ZNF625	0.18125
CORO2B	-0.67775
ALOX15	1.965
CST1	1.9515
NUPR1	1.445
CCL7	1.15525
SMCR5	-3.106
DSC2	0.1745
RBMS2	0.93575
GRIK4	1.7145
TRIM65	-0.7983
TMPRSS6	-0.670642857142857
TP53INP2	-0.98
GLB1L	0.367166666666667
LOC388284	0.0765
PUS1	-0.5295
BCL9L	0.0925
OLFM1	-0.34575
RET	1.115375
MASTL	-0.923
ALX3	0.019
IL1RL1	0.794166666666667
ZNF765	-0.6149
C14orf138	-0.06
SNX10	0.5705
TAC4	0.333
C1orf64	-1.637125
POGK	-0.03725
MAPK9	0.202
ZNF366	4.00125
C8orf79	1.158
CLDN7	2.091
OR5AT1	-0.193
TRIM37	-1.49375
LRRC25	2.86525
GRHL2	1.6843
TEKT3	0.51325
LASS5	0.1565
ABCC4	-1.193
DLG3	0.602625
VGLL1	0.524
ZFP36L2	1.5585
MFRP	-0.0703333333333333
KIAA1799	0.05275
FLJ44379	-0.289
PCNX	0.484
ANXA9	0.0165
CYP4V2	0.5037
PIK3C2A	0.877
SRR	-0.676
NOL3	-0.434
IFITM2	1.787
ARNTL2	-1.098
ZNF595	0.58
NLRP13	-0.321
ASPH	-0.51325
CPA2	0.2775
PVRIG	1.56216666666667
LEPR	-0.444666666666667
C16orf42	-0.337666666666667
SH3BGRL	2.573
FAM77D	-0.848
FNDC7	-0.105
C9orf6	-0.00649999999999999
NOTCH2NL	0.822333333333333
PGBD1	0.001
SYNGR2	0.8465
PITPNA	0.3494375
PRPF4B	-0.1169
SLC43A3	-1.239
NRBP1	0.04275
SLC25A22	-0.21975
ILK	0.004125
SLC22A8	0.251333333333333
MRPS7	0.281875
PITX2	-2.81925
FABP3	-1.44275
OR1L1	-0.283
LOC728215	-0.2545
BLID	-1.5955
KIAA1217	2.23770588235294
TFPT	0.46975
AP4B1	-0.07425
VBP1	-0.11
OR1K1	0.0345
MORC3	0.89125
BHMT2	-0.0566666666666667
C3orf10	0.300875
FZD7	0.678666666666667
WFDC10A	-0.329
PMS2CL	-0.515875
CCDC32	0.855666666666667
FA2H	1.04775
ALG13	0.2365
TTLL7	-1.3546
SPOCK3	-0.546
SLC13A2	0.0555
AIM1	1.27175
GPRC6A	-0.2575
EGR2	6.26175
MED11	0.45875
WWC1	1.0415
SH3GL3	-3.8065
RIF1	0.618928571428571
PRLH	-0.1645
VLDLR	-2.8565
DBT	0.279
C21orf63	0.57275
CGGBP1	-0.253875
KRTAP12-2	-0.2
TADA3L	-0.029375
ZBTB16	2.1325
PDGFB	1.71925
RFX1	0.122375
UQCRB	-0.0526
LOC133874	-0.455
HPS3	-2.104
LGALS3BP	0.4951
DKFZP564O0823	1.7515
MRFAP1L1	0.072
HOXA10	-1.16916666666667
NGB	-0.508
KIF21A	0.250384615384615
IFLTD1	0.2985
LZTS1	-0.70325
ARHGEF3	2.0385
RHBDL3	-1.979
CSNK1G2	-0.141083333333333
ChGn	-0.19725
KIAA1244	1.4355
GABRB2	-0.195
MGC72080	0.435
CD27	2.906
EGLN1	-1.7194
PEX13	0.027
RWDD3	-0.31125
RNF12	0.305333333333333
GRIN2B	-0.0435
ADAMTS14	-0.88875
DYDC2	-0.905833333333333
ATP6AP1	0.2161
NR1H2	0.2295
PDK2	0.615
C3orf17	-0.198666666666667
SLC38A2	-0.507428571428571
SLC25A29	-0.836166666666667
C15orf29	0.260625
ADAM9	-0.957833333333333
TMUB2	0.115625
GPR176	-0.59225
AGK	-0.488875
MCCD1	0.189
NDUFA4	-0.17225
TMEM146	-0.3325
DUSP1	1.3205
UNQ6975	1.551
EMX2OS	3.11275
INSM2	-0.94875
LUZP4	-0.30575
SETD6	-0.06575
P2RY2	3.187
SLC45A2	-2.397
RABGAP1	-0.027
UBXD5	0.503
GPRC5A	0.075
PAK3	2.59566666666667
LOC63920	-1.31925
TGFBR1	0.2702
KRTAP6-3	-0.48375
SFMBT2	0.539
CDC42	0.1355
C11orf35	-0.4655
TTLL2	-0.148
UACA	0.5545
CD97	0.338
SETD5	-0.47925
NINJ2	0.38025
PTER	-0.6935
POMGNT1	0.27825
KRTAP4-2	0.1245
ECGF1	2.52075
HRB	0.143363636363636
ATP1B2	-0.3196
LOC400506	-0.76125
COL4A3BP	0.7165
C6orf97	0.3795
GRHPR	0.059
TAS2R1	0.26
SEMA7A	-0.064
EDF1	0.4045
ODF2L	1.5314
PCID2	-0.311166666666667
GTF2H4	-0.8105
ZCCHC3	-0.24925
CGB2	-0.111333333333333
NEUROD1	0.16175
C20orf75	0.111
RP5-1054A22.3	2.36066666666667
IFNA5	0.3235
ZNF134	0.15225
MGC119295	-0.3152
ZSWIM6	0.17825
SMEK1	0.292166666666667
PCGF2	-0.318625
C1orf102	0.88475
CYP2A13	0.347
KCNH6	0.33
MDM1	0.2453
ALDH7A1	-0.316
C9orf75	-0.83625
VDAC3	-0.819375
OR51T1	-0.119
EIF3F	-0.45025
KCNJ10	0.1215
LENG8	0.000499999999999987
EDEM2	0.524416666666667
CCNJL	-1.45566666666667
DHX37	-0.3675
CRYGN	0.659
AATF	-0.20825
ZNF630	0.912625
E2F5	0.527
WFDC13	-1.04675
