Hybridization REF	TCGA-E2-A15F-01A-11R-A115-07
HIST1H1T	-0.8505
CDK5RAP1	-0.864
PRKG1	0.139857142857143
RASGRP1	2.0097
CFI	-1.44366666666667
KIR2DL3	1.2015
FOXRED2	-1.55678571428571
FABP1	-4.9635
TRIM7	-1.5285
CYP20A1	-0.0177272727272727
CYTL1	-3.53475
SORBS1	1.45875
PEA15	1.00635714285714
GUCY1A2	1.0875
ZSWIM2	0.2755
PH-4	1.382125
PACSIN1	-0.69825
LOC152586	0.9735
UMODL1	-1.857
KREMEN1	-0.368875
FLJ35773	5.195
RFPL4B	0.50325
SNAP23	0.0065
STXBP6	-2.78575
C6orf115	0.0185
ZBTB33	0.0805
CHST9	-0.0423333333333333
MGA	0.04375
FAM128B	0.2315
GPR4	4.30933333333333
KIAA1957	1.24125
GSTK1	0.505666666666667
CLCN5	-0.6655
FBXW5	-0.7175
FUSIP1	-0.319571428571429
MAG	0.589
FLT3	5.1525
STRA8	-0.491
SERPINB4	-2.8625
JMY	0.251
DLK2	-0.785166666666667
ZNF451	-0.7782
HES6	-1.32125
FGF9	2.2745
VNN1	-1.6215
SRPK2	0.5594
ALDH3A1	-2.03633333333333
CDX4	-1.858
SPG21	0.31925
ZNF302	1.8835
DOK3	0.78325
GRIN1	-0.402428571428571
OR1A1	1.14283333333333
CALU	-0.609
ANKFY1	0.066
C9orf84	-0.0435
CLEC2L	-0.8275
LIMCH1	1.605
RWDD1	0.281833333333333
VHLL	-0.52025
SLC18A2	1.28
UPK3A	0.2065
FIP1L1	-0.864
LENEP	-0.335
RHOB	0.8275
RIBC2	-0.386
GNPNAT1	-0.96
TBC1D10C	-0.08475
MMAA	2.361
INTS9	-0.2985
HOOK2	0.07775
CCNG1	-1.38416666666667
CCDC144B	0.137
MTMR7	0.476
NEU4	-2.985
HADH	0.31875
CCKAR	-0.1265
TMEM173	2.144
AFAR3	1.1175
PTH2R	1.893625
IFI30	1.44025
GLUL	3.0637
TMEM71	0.065
C20orf165	-0.05025
BFAR	-1.155
ZNF14	1.67275
KLHL8	-0.111357142857143
PPIL2	-1.43566666666667
CTA-126B4.3	-1.03066666666667
C5orf37	0.613
SLC27A4	-0.185666666666667
KLHL22	-0.98625
GJB2	3.4768
HSPBP1	-0.070375
PRKD1	-0.049
SOX8	-1.456125
KIAA0195	-1.21733333333333
MICALCL	2.95833333333333
ICAM1	-0.09425
C10orf126	-0.0965
SIX4	0.942
BCL2L1	-0.0643
CD19	1.0085
RAPGEF3	0.644833333333333
KIAA0974	-0.3745
MAPK3	-0.677166666666667
OR10A3	-1.134
MAP2K1IP1	1.7595
STK4	-0.201055555555556
CHIC2	1.2063
DLX5	-0.450333333333333
ZNF367	-2.086
FBXO41	-0.01875
ADK	-0.836
hCG_1995786	0.289
GTPBP10	-0.4245
TGOLN2	0.616375
CTBS	1.28133333333333
FGD1	0.59125
ETS1	-1.644
EDC4	-0.911375
GSTA3	-2.00375
HOXB6	-0.563833333333333
C9orf131	-0.934
BCAS1	1.18025
U2AF1L4	0.641
PDHA2	-0.914666666666667
SORD	-0.742125
SLC25A33	-0.1675
WDHD1	-2.349
OR8K5	0.403
RNASE11	-0.157
STAP2	1.5435
TRIM44	-0.3142
CHCHD8	-0.12
SIDT2	0.430833333333333
OR2B3	0.5895
TRRAP	-0.24325
TRAF1	0.378416666666667
RYR2	-2.092
FAM71B	-0.670833333333333
SLC45A4	0.836
TRIM32	-0.4225
ATP6V1G1	0.95825
TRA16	0.19175
SERHL2	1.223
PRKY	-0.581
NPR2	-1.12375
TAS2R40	0.778
OR5I1	0.328666666666667
ZFYVE26	-0.254
WFDC11	1.563
CSH2	0.04875
OR2T8	0.15575
TBX20	-0.516
LYPD5	4.03383333333333
STOML2	-0.6935
ALPI	-0.027875
FAT3	-1.495125
ZNF273	0.2204375
NPSR1	0.579
FLAD1	0.0605
RAB5C	-0.283625
TTLL3	-1.197875
KIAA1618	-0.13
NPPC	4.9005
ZEB2	1.5444
MRP63	0.84775
WSCD2	-0.622
NEUROD4	0.3255
SNAPAP	0.8145
MTMR2	-0.259882352941176
STK35	-1.135875
USP48	-0.27575
NR1H4	-3.5955
RASL10A	-0.3095
SSTR1	-4.79975
C1orf35	0.501
APOBEC3C	-2.0095
RUSC2	0.0695
SALL4	-3.1885
ZCCHC8	0.03575
RAD17	0.1635
ZNF708	0.0443333333333333
LILRB5	1.454125
TEX12	0.869
C9orf79	-0.07
ARHGEF1	-0.592166666666667
ABCA4	-0.996333333333333
RNF214	-0.55175
PPAPDC2	1.15275
ARID4A	-0.261166666666667
SYCP2	0.40425
OPRM1	0.9925
RP13-102H20.1	-3.601
CYP26B1	-0.493166666666667
APCDD1	0.127166666666667
PCCA	-0.37375
ALS2CR7	0.371
AQP5	0.1565
YLPM1	-0.604875
PRKAR1B	-1.47
IL16	0.35
TCF3	-1.42525
ZSWIM7	2.185
SERPINE1	-1.1651
BAI2	0.853
SMC5	-0.742571428571429
SMN1	-0.677333333333333
SLC13A5	-3.244375
POU2F3	0.882
BACH1	-0.9075
GMCL1L	-0.6274
PPP2R2D	0.11075
LRRC51	1.81875
EDARADD	1.1565
LRRC3	-0.367
FAM124B	0.505
C20orf70	0.38
LOC285735	-1.7485
CTBP2	1.2619
ZMYND11	0.639125
CDH23	0.790833333333333
OR1N1	0.224
LOC400590	0.06125
PDK1	-1.45425
LMTK3	1.7795
USHBP1	0.6685625
ZFYVE21	0.6
hCG_21078	0.586375
OAF	-1.36125
WDR41	-0.26075
SPINK6	-0.58675
GDEP	0.729
MEG3	-1.4019
OXSR1	-0.486142857142857
RAD51	-1.08233333333333
RPL13A	1.04125
DYRK1A	0.5235
FLJ25791	1.238
SARDH	-0.0625
RBBP5	-0.0116666666666667
ORC2L	-0.751
NCAPH2	-1.39566666666667
RNASET2	-0.783833333333333
WDR79	-0.7445
FLJ39779	-1.04775
C3orf1	1.04575
DDX23	0.227
MGC40574	0.107
MORC4	1.9275
MYRIP	1.77145454545455
LY6E	1.85775
SLC39A11	1.949125
ATP12A	0.8375
AUP1	-0.6185
PIP	6.02425
CORO7	-1.054
PITPNM3	-0.5405
ENPP1	-0.605166666666667
PPP1R1C	-3.06816666666667
NRBP2	0.219
KCNE2	3.389
P2RX4	0.358
CCND2	-2.8235
OR5T3	0.968
CUL4A	0.158
CFB	2.104375
PCP4	1.677
HEMGN	-5.01866666666667
UBIAD1	0.179
CDC42BPB	-0.9102
CYB561D1	0.5375
RIMS2	1.856125
ZNF488	-0.5575
RNMTL1	0.3365
SART3	-0.397
CAPN10	-0.497285714285714
CCR5	4.64933333333333
APOA1BP	0.703833333333333
NDUFS5	0.497
PDLIM3	1.0408
VPS24	1.1591
SCN8A	-2.189125
C1orf67	-1.66666666666667
MRCL3	2.10733333333333
TMEM145	-0.34675
KCTD16	-0.5815
RNF149	1.33625
FDXR	-1.03
CDCP1	2.0285
PAX3	-3.9697
LASS4	0.6605
HSD17B8	-0.94025
YAP1	-0.524
NNT	-0.28175
SC5DL	-0.6715
DKFZp566H0824	-1.361
KSR2	1.198
RAD21	0.858866666666667
ST8SIA2	0.47075
L3MBTL3	0.998625
SNRPB	-2.303
MGC14425	0.2765
MIF	-0.673375
TAPT1	1.2855
IRF8	2.216
PRO0132	1.6955
HERV-FRD	0.5495
ACD	-0.433666666666667
BCL3	2.6925
SPATA13	-1.618
MRLC2	1.496625
F2RL3	-0.195875
CFHR3	1.221
DUSP15	-0.264666666666667
TMEM46	3.2775
SF3B4	-0.880833333333333
MAP7D3	-2.2465
STELLAR	-0.0925
SEMA5A	0.0327
H2BFS	-0.73275
LRRC28	-0.141166666666667
MORN2	1.374
XYLB	-0.7665
WDR21C	0.06875
HIATL1	0.408375
ADAMTS10	-0.254
WDR55	0.30225
MFSD5	1.17833333333333
OR4N2	0.5105
DUSP16	0.909277777777778
NLGN4Y	-3.0572
INHBC	0.234083333333333
NUMA1	-0.338
DEFB123	0.2085
GIPC1	-0.4
MGC27348	-0.9635
FLJ33590	0.5315
FZD1	0.568
MKL1	-0.409166666666667
SAA2	4.185
C1orf94	-1.82
C7orf28B	0.078
TMEM185A	0.4354
ZZZ3	-0.2385
C16orf5	-1.61933333333333
GALNAC4S-6ST	1.62
C1orf186	3.097
IGFBP4	-0.151833333333333
NDUFA10	0.983
CLIC2	0.55425
RNF13	-0.003
GPR103	-1.648
CD69	-1.17775
MYOZ1	2.90225
IFNB1	-0.11
CLNS1A	0.26075
CXorf45	0.23875
ZXDB	1.017
FUNDC2	0.6295
GPA33	-0.41175
C9orf70	0.04
SLC2A9	0.00874999999999997
LOC126520	-0.374
MAGEB1	-1.59825
LCE2A	-0.183
C18orf34	2.0555
FMNL2	-1.79875
KRT85	0.695
CRYGA	0.1665
GEM	0.822
THAP6	-0.1891
ALKBH3	0.222166666666667
TM6SF2	-0.21475
C20orf82	3.162
RANBP2	0.0413333333333333
LIG3	-0.1643
RETSAT	0.96575
OR8S1	1.2095
CAST	-0.4225
TGFBI	0.1535
C15orf37	-0.187
PGM3	-0.466
SLC4A11	-1.592625
FAM123C	0.253666666666667
TAOK1	0.834
CISH	0.2665
OGDHL	-1.38925
SPINT2	2.77016666666667
ZNF33A	0.283
CLDN18	0.225333333333333
RNF128	-1.858375
CCDC71	-0.66275
RASSF6	0.145666666666667
HSPG2	-0.4345
ATP6V0E1	2.515375
ABHD6	0.439
CD274	1.43
GCNT1	-0.289
NT5C1A	0.154833333333333
TM4SF5	-3.416
C21orf58	-0.509166666666667
SUCLA2	0.63975
RFTN2	1.25975
SCNM1	-0.008125
SLC9A10	-0.027
FUNDC1	2.0955
SLC35F4	-2.439
AMD1	-0.84025
COL6A6	-0.42575
OR4K2	0.867
TRIB2	-1.473
LOC91461	0.8435
GHSR	1.8215
ATP8B1	1.88825
C1orf78	2.74016666666667
RNF183	2.28566666666667
STX4	0.3518
TPPP2	-0.82675
MYBPHL	-1.572
TXNDC6	0.1963
C9orf47	1.1485
FAM137B	1.119
FANCB	-2.57175
C11orf9	-2.18725
DPY19L1	-0.21075
VDAC2	-0.322833333333333
VHL	-0.86975
LMBR1	1.088
C8orf44	0.251
ZPBP	1.4745
FGF23	-1.80675
C21orf67	0.40225
PCNT	-0.8175
BCKDHB	0.1004
GALNTL5	0.110666666666667
BET1	0.13725
ARL13A	-0.64
HDAC6	-0.122625
N4BP3	1.41483333333333
OTOP1	-0.0248333333333333
TTC30A	2.04475
CRISP1	0.1005
KRT32	3.1645
VSTM1	0.705
ZNF622	-0.22
POLR3B	0.0498
DNAJC10	0.399125
C12orf54	3.7665
ADIPOQ	4.4105
RIT2	0.897
CD44	1.20595
ABCA3	2.092375
RPS17	-0.5325
FEZF1	-1.029
PCDHB15	-1.12025
KCNMA1	-1.97268181818182
CCDC116	-2.1535
C15orf27	-1.2945
NARG2	-0.9718125
ITGA5	-1.461875
MEFV	0.338
TUT1	-0.38125
LOC541473	-0.18925
NMBR	-0.9515
GLT1D1	-2.112
ABCB7	-0.357
PFKP	-1.61772727272727
C9orf91	0.6132
LRRC41	0.4955
C1orf85	-0.309666666666667
ATP5F1	0.62075
STOX1	2.403
GFOD2	0.0205
SLC25A3	0.32825
ZNF646	-0.1481
ZAR1	-1.169
OSTbeta	-2.1685
GALNT3	3.165
IFT122	0.139166666666667
LDB3	1.1038
GARNL1	-0.418071428571428
HOMEZ	-0.101333333333333
LRRC6	3.163
ANGPTL5	-0.7505
UBAC1	-1.06575
DLEU7	-0.663333333333333
RPL19	0.56375
TOP1MT	-1.01383333333333
LOC643641	0.59275
MBD3L2	0.6315
NTSR1	-0.461166666666667
WISP2	-1.328
GPSM2	-0.95225
RDH10	0.5942
PRKCG	0.524
HIST1H4J	0.534
MON1B	-0.1841
MLF1IP	-0.794333333333333
ZNF446	0.764
COL4A5	-0.9812
SLC26A1	0.218428571428571
RGN	-2.452125
CCNB1	-1.4365
C9orf165	0.37775
CCDC28B	0.80775
CCDC97	1.48
FGR	1.733
MSRB3	-0.3785
EPN2	0.965
COX15	-0.656333333333333
KCNK6	1.1673
XK	-1.19325
GDA	-4.74114285714286
HEPH	-1.29975
THRAP3	-0.532125
MET	-1.99814285714286
PHYHIP	0.36325
LYAR	-0.81
ING3	-0.03175
AK7	-1.2465
CCT8L2	-0.688375
COPS7A	-0.375333333333333
WSCD1	-1.43725
RNF185	0.750625
TNS3	-1.10375
KNDC1	-0.027
RWDD4A	1.36766666666667
MED13L	1.4559
ZFYVE1	0.288375
C7orf44	-0.952666666666667
MRPL1	0.0825
STGC3	-1.53625
TEAD1	-1.1525
RPL7A	-0.382142857142857
ARL6IP1	0.9077
C1orf178	-0.1295
CTAGE5	-0.3755
TMEM184A	1.13933333333333
SLC25A14	0.86725
CACNG5	0.411
ATXN10	1.0455
ECH1	1.3896
CCL22	1.25775
CYP2F1	-1.391
GADL1	0.2705
TMEM19	-0.039
RUNX3	0.369
EFNB1	1.046
LIPN	-0.5765
ACSM3	-4.632
SIGLEC8	1.41333333333333
ASCC3L1	0.2835
NOL8	-0.709125
RELT	-1.1645
Magmas	-0.01425
PPP1R15B	0.6629
C11orf2	-0.33675
VKORC1	-0.495166666666667
MGC26647	0.1465
TRPM6	0.876916666666667
UGT2B7	-4.23666666666667
FEV	0.0725
FOXK2	0.311
PDCD5	0.618
SLC8A1	1.8787
DGUOK	0.239666666666667
CLDN16	-0.0745
GAGE1	-1.6545
RBM17	0.3883
C1QTNF3	1.070375
VGLL3	0.465166666666667
UNQ5830	0.222
CD1A	-2.40966666666667
SCGB1C1	3.915
SUPT4H1	0.32575
TRAF5	1.2665
ASAHL	0.97275
FAM73A	0.746333333333333
OR6B1	-0.104
WHSC1	-0.94975
GFPT2	0.54475
LOC339809	0.24475
STARD5	0.486083333333333
SIP1	-0.974
DNAJC15	0.26675
STAU2	0.5243125
FAM98A	-0.862125
RAD23B	0.4334375
LRRC33	-1.0455
CHRAC1	-1.27825
C21orf89	0.27575
C19orf43	0.0656666666666667
KLK8	0.0921666666666667
CCNE1	-0.289
PKDREJ	0.198333333333333
SSU72	0.21625
C17orf73	0.6275
GPR78	0.3855
WHSC1L1	2.6785
GSTA2	-2.14725
SMUG1	0.204
UFM1	0.9724
AP3M2	1.15775
USP14	0.276375
FBXL14	0.920666666666667
DSTN	1.002
SFRS14	-0.9275
FBXO31	-0.718
C12orf40	-0.52075
FRS2	1.29125
NR2E3	1.0685
TUBB2C	-1.206
GMPR	0.640166666666667
C9orf139	-0.156
ING5	-0.265357142857143
LOC730092	0.277666666666667
ORM1	-3.83375
RP11-11C5.2	-0.43575
HSPD1	0.2672
PIWIL3	-0.259
C5orf13	-1.017
OR5R1	-0.054
LCOR	0.59175
PLEKHA9	-0.4345
CCDC43	-0.31725
ZNF232	0.11625
SLC6A7	0.1835
ADH5	-0.349583333333333
SHBG	-0.0363333333333333
CROCCL2	-0.54475
PANX3	-0.3465
CDIPT	-0.542
SLC16A5	0.20825
TUBB	-1.737875
TOR3A	-0.0558000000000001
PREP	0.157666666666667
ENTPD8	0.315
CHMP1B	0.00875
SYT12	0.6276
MYH6	-1.831
MAP3K13	0.619333333333333
KLHL30	0.2345
LCMT1	1.7055
EIF1AX	0.760083333333333
FOXD4L1	-0.0335
SLC24A5	0.7115
RNF166	-1.0248
TJAP1	-1.0425
TMEM156	-0.416833333333333
ZNF239	1.85475
SNX19	0.00810000000000001
GKN1	0.24625
FCN1	2.441
C1QL1	-2.5245
ATP11C	0.096375
ZNF35	0.98875
CARD8	0.5735
LIMD1	-1.53466666666667
KIAA0286	-0.291125
XRN2	-1.334
CD6	0.278333333333333
TOX3	1.684375
ZSCAN4	-1.10583333333333
RSRC1	-0.842375
COG1	0.81625
PTRF	-0.8928
C16orf35	-0.457625
FBXO24	0.0695
CHST11	-0.89025
THRB	0.0633
MYBPC1	-0.49
RNF39	-0.150666666666667
PSMD11	-0.1535
ALAD	0.4125
EN1	-0.62275
SLC9A9	0.4825
GSTM4	-0.3282
CDC42BPA	-0.593473684210526
RCSD1	-0.69625
LUC7L2	0.1997
SPTBN1	-0.7605
LOC146167	0.1875
BAT5	0.2486
ZNF452	0.273375
LSM4	-0.2105
SRP72	-0.6647
SGK269	-0.141416666666667
MTX1	-0.168
CENTA1	0.3495
UNQ9433	-0.725
ATR	0.342333333333333
DDX49	-0.481666666666667
PAQR8	-1.15683333333333
C14orf174	-0.2635
GBGT1	-0.86075
THAP1	1.1425
OR10K1	0.309
RASIP1	-1.49533333333333
DPYD	-0.5406
DOHH	-0.6345
C18orf45	1.2935
POF1B	-0.0505
ZNF552	4.13175
USP32	-1.06675
MED27	-0.732
C14orf149	-1.17533333333333
PRDX4	-0.3205
ABHD12	0.371
AGT	-2.15175
SLC22A14	-0.37725
C1orf58	-0.11525
PILRA	-1.52975
ABCF2	-0.778125
C17orf85	-0.0493
TKTL1	-0.807
FGF1	2.74355
IL6R	-0.129833333333333
VPS25	-0.308
CHRNB2	1.47575
COL7A1	-2.3901
LRRC48	1.8245
SPG20	2.15091666666667
COX10	-0.1665
GCA	1.7355
ECEL1	0.1855
GLG1	-0.879166666666667
SRD5A2L2	0.39
MUTYH	-0.766125
ZNF70	-0.5155
L2HGDH	-1.2485
GPATCH2	1.49525
ZNF655	-0.152125
ZNF227	0.3965
MCOLN2	0.705333333333333
NQO2	-0.62625
KCNQ5	-0.337
NEU1	0.121833333333333
QRICH1	0.223
ZBTB20	0.3115
RPUSD3	-0.891
EPGN	-2.07133333333333
TSN	0.592
SPRY2	-1.61716666666667
LZTFL1	0.69475
GMFB	0.294375
PBEF1	-1.1846
HBG2	-2.78175
TMEM8	-0.734
PALM2-AKAP2	-0.504666666666667
NFYA	-0.2385
FAM108A1	-0.140875
PBLD	0.996875
NRG4	-2.616
PIGF	0.233
PTGER1	-0.23425
NOS2A	-0.3965
C21orf34	-0.358
C21orf51	0.381833333333333
IL17C	0.254
TRMT6	-0.561333333333333
ETV2	1.0725
CCDC109A	-0.86625
MYLK2	0.3325
ATP10A	2.0272
DPH4	-0.19075
C5orf5	1.062
KCNA4	0.634166666666667
NMNAT2	1.70633333333333
GLYATL2	0.5435
LSMD1	1.52425
IL23R	-2.65025
NRF1	-0.281
MUC15	-1.452
PRDM12	-2.573
PAQR4	-1.11871428571429
RBBP6	-0.9020625
IFI27	3.54125
SKAP2	0.186333333333333
TAGAP	1.9815
TJP3	2.0605
C9orf61	0.9495
IDS	0.765285714285714
PARG	0.681
LOC131149	-0.2455
DYRK4	0.5255
MICALL1	-1.44475
GALR2	-0.192
GPBP1L1	-0.032125
TBX21	4.392
KCNJ6	1.60266666666667
GGN	0.517
CASP5	0.601666666666667
RNF182	-4.6195
BRD4	-0.419
DOK4	-1.211625
SLC46A2	1.44833333333333
SOX9	1.70783333333333
ZNRD1	-0.581833333333333
PRR6	-2.63025
FAU	0.67425
DTNB	0.6425
CARD9	0.62725
STS-1	-1.52483333333333
SLC4A5	0.534375
NSBP1	-0.781
UGCGL2	-0.257416666666667
POTE15	-1.086
NOXA1	0.0765
RP13-347D8.3	2.79025
SAMD10	-0.202833333333333
EP400NL	0.066
TCF21	-0.631
AMELX	0.0765
JPH2	0.6509
SLA	1.417
DLST	-2.2525
SEPT12	3.31775
RGS20	-3.58525
LXN	1.34533333333333
ZNF419	1.2395
UPK3B	0.5865
RELL1	2.34225
ESPNL	-0.5075
KLHL21	0.13275
PI15	3.532
C2orf61	-1.667
LOC407835	-1.31616666666667
RER1	0.644916666666667
ELAVL2	-2.0975
MGC26718	-1.43425
KLF2	1.154
TNFAIP8L3	0.483333333333333
TFE3	0.038
C11orf17	0.254125
15E1.2	-0.64975
SNRPC	-1.07725
DLGAP1	2.7
PGLYRP1	0.202375
OVCH2	-0.059
IRF7	1.4852
SET	-1.8475
NAB2	-0.217833333333333
LRP5L	-0.02
FAM120A	-0.14825
ASCL2	0.427166666666667
SHH	-0.1665
ATP5H	0.327666666666667
THPO	0.0188333333333333
TYRP1	-3.393
HIST1H3E	0.777666666666667
EIF2S1	-0.408611111111111
TNFRSF17	-0.703166666666667
TARSL2	1.66125
NKX2-8	0.367375
C1orf115	-0.103875
LOC56964	0.794
KIAA0841	-0.417
ISCU	0.7705
TTMA	0.4955
ZNF414	-0.8685
LOC441150	1.0895
RAB15	0.673
HBP1	1.2565
TNNT2	-1.75133333333333
CECR5	-1.40075
PHGDH	-3.275875
JRK	-0.6087
XPO4	-0.59225
FAM131C	0.0535
ARHGAP25	0.938666666666667
CA9	-3.33077777777778
GPR62	0.281333333333333
TLX1	-0.335
GPS1	-0.51175
OR2M2	0.3205
BDP1	-0.61
FAM70B	-0.385
RPS29	-0.31475
MKLN1	-0.2552
TSPAN19	-2.9275
SLC29A3	0.9782
LGALS4	0.324
USH2A	0.5555
NF1	-0.194
APOBEC3A	3.89116666666667
IMPAD1	1.15283333333333
OLR1	1.513
NRAP	0.637
HCFC1R1	0.489166666666667
TAOK2	0.033
MCM10	-1.87883333333333
MAP4K3	0.555583333333333
CBS	-2.9885
CLK3	-1.0469
PCDHGA5	0.4505
ELF4	0.43175
FAM71A	0.18825
C11orf49	0.35125
CLIP2	-0.49075
BTBD9	0.5865
ZNF524	1.38275
KDELR1	-0.0605
ZNF509	1.9905
NCSTN	1.1645
ZNF533	4.17828571428571
PARP4	0.656625
GALNT9	-0.0453333333333333
NPY	-3.081
BEGAIN	-1.00916666666667
TMEM77	0.525
FOXRED1	-2.08633333333333
SLC16A2	1.00933333333333
SLC35B1	0.49925
GK5	-0.183166666666667
SDCCAG10	-0.14475
C4orf20	0.61
SLC9A2	-1.76175
ADD1	-0.163571428571429
TAL2	-1.27583333333333
ACLY	-0.369375
DNAJC1	1.795
SOST	-0.9725
USP43	0.751833333333333
CYP4F12	-0.1905
FKBP5	-0.98425
CHCHD5	1.0638
NUDT22	0.57975
CCDC85B	-0.724
OR51G2	0.4185
STRN3	0.129357142857143
TMOD2	1.6915
FLI1	-0.5205
MAB21L2	-0.325166666666667
DGKQ	-0.0355
VPRBP	-0.118666666666667
SCNN1B	0.9045
ECHDC3	2.3036
TMEM106C	-0.42175
CSNK2A2	0.0725
RPL39	-0.1206
HERC3	0.5085
ZBTB47	0.549
ZNF681	-0.02525
PAGE2	-1.83425
CLIC5	2.20678571428571
RABAC1	1.62325
ZFHX2	1.9175
YPEL1	-1.38016666666667
KIAA0776	0.34675
NR1D2	0.11675
DNAJC4	0.27625
NPNT	4.943
ZNF677	-0.85
ZNF536	-1.50325
MEF2B	0.620916666666667
PTPN4	-0.358625
CTCFL	-6.6455
STX5	0.163
CD72	1.6335
VEGFA	-2.53684210526316
XRCC1	0.1249
MAS1L	0.3455
ELL	0.3634
SETBP1	1.5295
CDH11	1.95133333333333
NDC80	-1.55107692307692
DMBX1	-2.7905
NRSN1	0.000166666666666676
BAT2D1	-0.161
CDS2	0.365333333333333
C1orf212	0.135833333333333
SENP3	-0.771
IL1F9	0.37
EEF2K	-0.1275
COG8	-0.024
CEP72	-0.7375
OR1L8	0.231
MUS81	-0.863416666666667
PHYH	1.18775
GGT6	1.373
C22orf23	-0.9385
C13orf33	3.757
MAPK8IP2	1.76875
NELL2	2.951
POU3F2	-3.76533333333333
ALPK1	1.54975
MRPS18C	0.18425
RPLP2	0.936125
FGF22	-0.5785
SPNS1	-0.705
ZFP1	-0.786
IL1RAPL1	-1.04075
PCSK9	-3.41633333333333
NKX2-1	-0.723357142857143
C6orf189	0.54575
SP4	-0.895
SLC11A1	1.5611
C21orf25	0.459
ICAM2	0.040125
SH3GL1	-1.23016666666667
GSK3B	-0.358166666666667
RALB	0.035
PDXP	-1.86866666666667
GNGT1	0.62775
KIR2DL1	0.8315
TNFAIP3	0.03025
C6orf32	-0.2307
CBLN2	-2.49225
PANK3	1.944625
TAAR9	0.2415
WDR82	-0.5335
APOM	-3.64925
TRIP10	-0.6465
SPATA16	0.000833333333333334
C1orf135	-0.1985
USP51	-0.1655
TESK1	0.00825000000000002
C11orf64	-0.554375
ZNF611	0.307
PDE6G	-0.2375
HLA-DQA1	3.678875
GCLC	0.52225
SEC61A1	0.527
TWSG1	1.08725
ZMYND10	2.619
CTDP1	-0.3775
ADAMTS6	-0.3925
SLIT1	-1.66875
KRT86	-0.562
KIAA0574	-0.0835
GTPBP2	-0.8377
PQLC3	1.593
PRRX2	-0.481166666666667
C15orf44	0.951833333333333
MKKS	-0.601125
C11orf10	0.10775
GPR110	-0.77425
CD109	-0.822083333333333
ADCY1	-0.129
RHBG	-1.3125
TP53I3	-0.935375
SLC22A3	-1.083
UCP2	-1.2175
FOXG1	-3.35183333333333
OR2AG1	0.107
TRIM24	-0.733
PROC	-3.152875
TAAR6	0.728
AMTN	-1.3655
C10orf47	0.023
DEPDC1	-1.84475
FLJ45557	6.683
ZDHHC17	-0.00150000000000001
KIAA1429	0.707166666666667
KCNH1	0.867
VNN3	0.32375
PSMAL	1.33975
PPARD	-0.447875
HFM1	-0.74725
YBX1	-1.52166666666667
ZNF695	-0.5655
SCTR	-0.524833333333333
DCDC1	0.2155
VPS26B	0.1869
MTF2	-1.28716666666667
ATP6V1F	0.9945
CCDC94	-0.18
PERF15	-0.637
CCL11	4.9035
LMO7	-0.967
DCST1	0.5885
ADRBK1	-0.09
CDRT4	-0.235375
ZNF84	-0.30225
HOXD8	-0.0395
STARD8	-0.665166666666667
FOXP2	-1.272875
CCDC103	1.08425
POLR3A	-1.1083
GSC	-1.24316666666667
ZNF114	-2.29483333333333
HTR7P	-0.198
LALBA	-0.0455
RMND5A	0.267333333333333
PSCD2	-0.17425
ZNF409	0.1565
KRTAP1-3	-0.06
MAF1	-0.85775
LOC201725	-0.800333333333333
NRN1	-2.634375
SPAG5	-2.24783333333333
DNAH7	2.54333333333333
FLJ43860	0.205
BRCA2	-1.251
ACADM	-0.03625
CXXC6	-3.38425
RAGE	-1.7165
CHMP2A	1.861
FAM8A1	-0.5686
GPR21	-0.485
SLC12A3	-2.99283333333333
FVT1	1.04428571428571
ZDHHC7	-0.646625
FLJ44048	2.528
SLC44A3	2.62133333333333
SDSL	1.46483333333333
MMP8	-0.99675
PLA2G12B	-3.95466666666667
ACY1	-0.71075
MT1E	1.28916666666667
OR4K15	0.926
TECTB	0.956
GPR20	-0.847
IRAK2	-0.476
RFPL3	-0.53525
MYO9A	0.26825
NARG1L	-0.0239166666666667
BLMH	-0.834875
CCDC3	2.50016666666667
C9orf21	-0.651666666666667
KIAA0513	-0.3555
MIER2	1.056
PNMA2	-1.52883333333333
SH3BP2	0.5411
ANXA10	-1.16825
RTN2	1.577
TFB1M	-2.099
PRPH2	3.7865
C14orf133	-0.62325
GOLGB1	1.23491666666667
IRX4	0.816625
NFKBIL1	-1.137
C10orf62	-0.19975
APBB3	-0.227
RPS10	0.2299
LOC728378	0.138
TLE3	1.24622222222222
PSMB7	-0.61325
MESDC1	0.205
SLC6A1	0.682
OCLN	1.57275
PTTG3	-1.882
NAGLU	-0.89275
SERTAD4	1.092625
SPRY1	0.50325
FLJ10781	0.94575
MYSM1	0.31675
TRIM4	0.764928571428572
SH3YL1	1.643
TREM2	3.62333333333333
SERPINI1	3.557
HDHD3	-0.021125
TMEM38A	0.0975
EID2B	-0.8055
TDRD3	0.592
SEDLP	0.97625
THSD7A	4.1545
NDST3	-4.41166666666667
KLHL15	-0.43275
DHRS12	1.7925
FBXO9	-0.501785714285714
TNPO1	0.0228333333333333
MRPL13	0.2815
SNX5	-1.9725
METTL6	-0.22725
SOD1	1.368625
CHML	-1.70966666666667
PACS1	-0.518625
SIRT5	-0.826
CAPN2	-0.0188333333333333
FXYD5	-0.265833333333333
TWISTNB	-0.486875
LRFN1	-0.537666666666667
UBE1L	2.02325
UBE1C	1.20275
OR51B2	-1.517
OR4D11	0.4935
C15orf2	-0.2545
