Hybridization REF	TCGA-A8-A09D-01A-11R-A00Z-07
CYB561D1	1.2725
RIMS2	3.1045
ZNF488	-1.416
RNMTL1	0.87975
SART3	-0.575833333333333
CAPN10	-0.501
CCR5	3.88116666666667
APOA1BP	-0.161333333333333
NDUFS5	0.1395
PDLIM3	1.2115
VPS24	0.494
SCN8A	-0.244375
C1orf67	-2.39866666666667
MRCL3	0.8895
TMEM145	-1.842
KCTD16	-0.207
RNF149	0.28875
FDXR	0.07125
CDCP1	0.740833333333333
PAX3	-1.0203
LASS4	2.37225
HSD17B8	0.187
YAP1	-0.983625
NNT	-1.382
SC5DL	-0.15975
DKFZp566H0824	-0.682
KSR2	0.171666666666667
RAD21	-1.1004
ST8SIA2	0.67925
L3MBTL3	-0.55
SNRPB	-1.366
MGC14425	-1.13025
MIF	0.71125
TAPT1	1.041125
IRF8	2.4663
PRO0132	-1.3025
HERV-FRD	0.344
ACD	-0.981166666666667
BCL3	0.71
SPATA13	1.44975
MRLC2	0.435625
F2RL3	0.210375
CFHR3	3.0435
DUSP15	0.687
TMEM46	-0.265166666666667
SF3B4	-0.740333333333333
MAP7D3	-0.103
STELLAR	-0.06
SEMA5A	-0.448
H2BFS	0.853
LRRC28	-0.0723333333333333
MORN2	0.071
XYLB	-1.255375
WDR21C	-0.482333333333333
HIATL1	0.6965
ADAMTS10	0.749666666666667
WDR55	0.0645
MFSD5	0.988333333333333
OR4N2	0.4725
DUSP16	0.486611111111111
NLGN4Y	-2.6316
INHBC	0.0449166666666667
NUMA1	0.395
DEFB123	0.0575
GIPC1	0.63425
MGC27348	-1.132
FLJ33590	0.181
FZD1	1.1798
MKL1	0.18
SAA2	4.5715
C1orf94	-1.654
C7orf28B	-0.099
TMEM185A	0.61875
ZZZ3	0.588
C16orf5	-1.15916666666667
GALNAC4S-6ST	1.713
C1orf186	0.21275
IGFBP4	0.606166666666667
NDUFA10	0.339333333333333
CLIC2	-0.046
RNF13	1.1135
GPR103	-1.79175
CD69	-3.193
MYOZ1	1.3185
IFNB1	0.0605
CLNS1A	-1.30375
CXorf45	-1.175
ZXDB	-0.0645
FUNDC2	-0.4185
GPA33	-0.327
C9orf70	0.02325
SLC2A9	-0.046375
LOC126520	-0.6745
MAGEB1	-2.096
LCE2A	-0.1585
C18orf34	2.666
FMNL2	-1.279
KRT85	0.47175
CRYGA	0.312
GEM	0.31725
THAP6	0.6455
ALKBH3	-0.441166666666667
TM6SF2	0.49575
C20orf82	3.03275
RANBP2	-0.267833333333333
LIG3	0.168
RETSAT	1.006
OR8S1	-0.013
CAST	-0.60625
TGFBI	-0.3911
C15orf37	-0.042375
PGM3	-0.4
SLC4A11	-0.7925
FAM123C	0.764666666666667
TAOK1	2.24325
CISH	0.199
OGDHL	-1.547
SPINT2	2.7695
ZNF33A	-0.0445
CLDN18	-0.191833333333333
RNF128	-1.838125
CCDC71	0.201
RASSF6	0.147
HSPG2	1.2025
ATP6V0E1	1.02675
ABHD6	-0.54
CD274	0.355
GCNT1	-0.22725
NT5C1A	0.223833333333333
TM4SF5	-3.899
C21orf58	-1.60416666666667
SUCLA2	-0.2135
RFTN2	3.42575
SCNM1	-0.141
SLC9A10	0.754
FUNDC1	-0.21
SLC35F4	-3.64266666666667
AMD1	-0.6365
COL6A6	0.58275
OR4K2	0.473
TRIB2	-0.103666666666667
LOC91461	-1.6425
GHSR	0.63
ATP8B1	0.142
C1orf78	2.05183333333333
RNF183	-1.21016666666667
STX4	0.2483
TPPP2	-1.114625
MYBPHL	-2.3355
TXNDC6	-0.1938
C9orf47	3.4195
FAM137B	-0.363
FANCB	-1.87775
C11orf9	-1.89275
DPY19L1	-1.476125
VDAC2	-0.3895
VHL	-1.23
LMBR1	0.04525
C8orf44	0.59675
ZPBP	0.84325
FGF23	-1.61325
C21orf67	0.123
PCNT	-0.126125
BCKDHB	-0.2967
GALNTL5	1.11866666666667
BET1	-1.023125
ARL13A	-0.689
HDAC6	-0.723
N4BP3	2.44233333333333
OTOP1	0.201
TTC30A	0.451625
CRISP1	-0.146
KRT32	3.6865
VSTM1	0.31
ZNF622	-0.092
POLR3B	-0.4891
DNAJC10	1.032375
C12orf54	1.183
ADIPOQ	5.3705
RIT2	-0.58375
CD44	-1.20305
ABCA3	1.867625
RPS17	-1.186
FEZF1	0.122
PCDHB15	-0.48725
KCNMA1	-0.991272727272727
CCDC116	-2.156
C15orf27	-1.8875
NARG2	-0.5162
ITGA5	-0.631375
MEFV	0.792
TUT1	-0.47075
LOC541473	-0.1065
NMBR	0.6535
GLT1D1	-2.89916666666667
ABCB7	-1.25675
PFKP	-2.77327272727273
C9orf91	0.8401
LRRC41	0.480666666666667
C1orf85	-0.3045
ATP5F1	-0.664625
STOX1	1.16325
GFOD2	0.57075
SLC25A3	-0.76475
ZNF646	-0.0174
ZAR1	-0.303
OSTbeta	-2.42375
GALNT3	1.2785
IFT122	1.01516666666667
LDB3	0.3809
GARNL1	0.675928571428572
HOMEZ	0.997333333333333
LRRC6	1.02675
ANGPTL5	-0.43275
UBAC1	-0.2815
DLEU7	-1.037
RPL19	-0.84725
TOP1MT	-0.659166666666667
LOC643641	0.34425
MBD3L2	-0.8345
NTSR1	0.0621666666666666
WISP2	1.53425
GPSM2	-1.319
RDH10	2.284
PRKCG	0.244
HIST1H4J	0.964
MON1B	0.4344
MLF1IP	-1.41583333333333
ZNF446	0.503625
COL4A5	-1.2026
SLC26A1	0.3045
RGN	-1.505
CCNB1	-1.21725
C9orf165	1.3795
CCDC28B	-1.41675
CCDC97	1.255
FGR	2.7815
MSRB3	1.3586
EPN2	0.84425
COX15	-0.783833333333333
KCNK6	0.2075
XK	-2.315
GDA	-5.010625
HEPH	-0.811125
THRAP3	0.971625
MET	-2.09721428571429
PHYHIP	0.679
LYAR	-1.26833333333333
ING3	1.21125
AK7	-2.7685
CCT8L2	-0.469125
COPS7A	-0.519
WSCD1	-0.31075
RNF185	0.717875
TNS3	0.68175
KNDC1	-0.976833333333333
RWDD4A	0.4365
MED13L	0.3766
ZFYVE1	0.661625
C7orf44	-1.53416666666667
MRPL1	-0.428
STGC3	-0.962
TEAD1	1.086
RPL7A	-0.239857142857143
ARL6IP1	1.1055
C1orf178	-1.9035
CTAGE5	1.84166666666667
TMEM184A	1.11066666666667
SLC25A14	0.172
CACNG5	0.18625
ATXN10	-0.2549
ECH1	0.3507
CCL22	0.5095
CYP2F1	-1.753
GADL1	0.849
TMEM19	0.5819
RUNX3	0.53325
EFNB1	0.440333333333333
LIPN	0.2655
ACSM3	-4.9985
SIGLEC8	2.42183333333333
ASCC3L1	-0.9955
NOL8	0.014375
RELT	-0.866166666666667
Magmas	-0.344
PPP1R15B	0.1199
C11orf2	0.701
VKORC1	-0.777166666666667
MGC26647	0.228
TRPM6	-0.0770909090909091
UGT2B7	-6.25966666666667
FEV	-0.30175
FOXK2	0.2668
PDCD5	-0.577166666666667
SLC8A1	2.6299
DGUOK	-0.269166666666667
CLDN16	-0.467
GAGE1	-2.3235
RBM17	0.1434
C1QTNF3	0.60625
VGLL3	0.529166666666667
UNQ5830	0.28
CD1A	-3.6445
SCGB1C1	-0.4065
SUPT4H1	0.52775
TRAF5	-0.04825
ASAHL	1.205375
FAM73A	1.61916666666667
OR6B1	0.475
WHSC1	-1.5601
GFPT2	0.7835
LOC339809	1.51775
STARD5	-0.137916666666667
SIP1	0.17275
DNAJC15	-0.183
STAU2	1.9499375
FAM98A	0.669875
RAD23B	0.3606875
LRRC33	-0.8525
CHRAC1	-1.75575
C21orf89	0.01075
C19orf43	0.0123333333333333
KLK8	-4.173
CCNE1	-2.010125
PKDREJ	2.11016666666667
SSU72	0.26975
C17orf73	0.2365
GPR78	1.905
WHSC1L1	0.4784
GSTA2	-2.3315
SMUG1	-0.179666666666667
UFM1	1.0782
AP3M2	0.535333333333333
USP14	-0.194125
FBXL14	0.1455
DSTN	0.79
SFRS14	-0.911
FBXO31	0.146833333333333
C12orf40	-0.9185
FRS2	2.4655
NR2E3	-0.06675
TUBB2C	0.4685
GMPR	-0.0488333333333333
C9orf139	0.481
ING5	-0.226857142857143
LOC730092	-0.2445
ORM1	-4.494
RP11-11C5.2	-0.754
HSPD1	-1.2499
PIWIL3	-0.23075
C5orf13	-0.5793
OR5R1	-0.149
LCOR	1.60125
PLEKHA9	-0.803
CCDC43	-1.04075
ZNF232	-0.59075
SLC6A7	0.101
ADH5	-0.262916666666667
SHBG	-1.38166666666667
CROCCL2	-0.8005
PANX3	-0.073
CDIPT	-0.0415
SLC16A5	0.02875
TUBB	-0.964125
TOR3A	-0.0536
PREP	-0.218333333333333
ENTPD8	-0.501142857142857
CHMP1B	-0.98
SYT12	0.3859
MYH6	-2.43833333333333
MAP3K13	1.53833333333333
KLHL30	-0.277666666666667
LCMT1	0.344125
EIF1AX	0.356083333333333
FOXD4L1	0.764
SLC24A5	0.2455
RNF166	-0.84
TJAP1	-0.63075
TMEM156	-0.936666666666667
ZNF239	1.391
SNX19	0.3212
GKN1	-0.2325
FCN1	2.3429
C1QL1	-1.95125
ATP11C	-0.27
ZNF35	0.18925
CARD8	0.0655
LIMD1	-1.53516666666667
KIAA0286	-1.427375
XRN2	-0.919833333333333
CD6	0.4745
TOX3	0.76075
ZSCAN4	-1.2978
RSRC1	-0.395375
COG1	1.36675
PTRF	1.2169
C16orf35	-0.903
FBXO24	-0.363
CHST11	-0.17225
THRB	1.7509
MYBPC1	-0.48
RNF39	1.50166666666667
PSMD11	0.53125
ALAD	0.800666666666667
EN1	1.68125
SLC9A9	1.22725
GSTM4	-0.9951
CDC42BPA	0.527263157894737
RCSD1	-0.81125
LUC7L2	-0.157
SPTBN1	1.3009
LOC146167	0.354
BAT5	0.2192
ZNF452	0.013625
LSM4	-0.92325
SRP72	-0.2944
SGK269	0.07825
MTX1	0.0765
CENTA1	0.99
UNQ9433	-0.822
ATR	-0.645583333333333
DDX49	-0.0691666666666667
PAQR8	-1.31783333333333
C14orf174	-0.971
GBGT1	0.06825
THAP1	0.685
OR10K1	0.737
RASIP1	0.190333333333333
DPYD	0.2775
DOHH	0.60775
C18orf45	3.0155
POF1B	1.2622
ZNF552	3.03675
USP32	-0.702625
MED27	-0.462666666666667
C14orf149	-0.410833333333333
PRDX4	-0.749333333333333
ABHD12	-0.166
AGT	-5.214
SLC22A14	-0.77625
C1orf58	-0.38675
PILRA	-0.7255
ABCF2	-0.978875
C17orf85	0.244
TKTL1	-1.2015
FGF1	2.9136
IL6R	0.3835
VPS25	-0.584
CHRNB2	-0.22925
COL7A1	-2.6771
LRRC48	0.948166666666667
SPG20	0.18525
COX10	0.041
GCA	0.39875
ECEL1	0.533166666666667
GLG1	0.267333333333333
SRD5A2L2	-0.122
MUTYH	-1.131875
ZNF70	0.30675
L2HGDH	-1.4405
GPATCH2	0.77175
ZNF655	-0.681875
ZNF227	-0.8245
MCOLN2	1.21033333333333
NQO2	-0.5695
KCNQ5	0.012
NEU1	0.4355
QRICH1	0.212
ZBTB20	0.785166666666667
RPUSD3	-0.285
EPGN	-1.4085
TSN	-0.346083333333333
SPRY2	-1.67533333333333
LZTFL1	-0.633375
GMFB	0.78925
PBEF1	-1.3953
HBG2	-3.57375
TMEM8	0.42825
PALM2-AKAP2	1.19666666666667
NFYA	0.88925
FAM108A1	0.939
PBLD	0.909
NRG4	-2.0255
PIGF	-0.43025
PTGER1	0.2245
NOS2A	1.0185
C21orf34	-0.269166666666667
C21orf51	-0.311
IL17C	0.01
TRMT6	-0.817
ETV2	0.0933333333333333
CCDC109A	-0.04
MYLK2	-1.381
ATP10A	1.3087
DPH4	-0.69875
C5orf5	0.584666666666667
KCNA4	1.61416666666667
NMNAT2	-0.569333333333333
GLYATL2	0.048
LSMD1	0.220125
IL23R	-2.5775
NRF1	-0.3565
MUC15	-1.088
PRDM12	-2.1365
PAQR4	-0.250857142857143
RBBP6	-1.248875
IFI27	4.3215
SKAP2	-0.116666666666667
TAGAP	1.846625
TJP3	2.506
C9orf61	1.56075
IDS	0.096
PARG	-0.42975
LOC131149	-0.4825
DYRK4	0.162666666666667
MICALL1	-0.9305
GALR2	-0.367
GPBP1L1	0.44675
TBX21	3.3085
KCNJ6	0.578333333333333
GGN	1.3865
CASP5	0.171333333333333
RNF182	-3.3865
BRD4	1.4125
DOK4	0.0165
SLC46A2	1.21583333333333
SOX9	-0.58525
ZNRD1	-0.4285
PRR6	-1.69075
FAU	-0.120375
DTNB	0.479333333333333
CARD9	2.11575
STS-1	-0.307333333333333
SLC4A5	0.181625
NSBP1	-2.07175
UGCGL2	-0.18825
POTE15	2.9105
NOXA1	-0.9395
RP13-347D8.3	0.622
SAMD10	-0.178
EP400NL	-1.8035
TCF21	0.31925
AMELX	0.7885
JPH2	0.6473
SLA	1.902125
DLST	-1.33366666666667
SEPT12	0.68825
RGS20	-4.10575
LXN	0.1115
ZNF419	-0.083875
UPK3B	-0.364833333333333
RELL1	1.47775
ESPNL	-0.027
KLHL21	0.62475
PI15	2.198
C2orf61	0.7855
LOC407835	-0.4855
RER1	0.2365
ELAVL2	0.4085
MGC26718	0.75425
KLF2	2.291
TNFAIP8L3	1.57516666666667
TFE3	0.24825
C11orf17	-0.3545
15E1.2	-1.939
SNRPC	-0.867
DLGAP1	2.341
PGLYRP1	-0.129
OVCH2	-0.254
IRF7	1.6163
SET	-0.00699999999999999
NAB2	-0.567
LRP5L	-0.054
FAM120A	0.8670625
ASCL2	1.2125
SHH	-0.742
ATP5H	0.637166666666667
THPO	-1.30383333333333
TYRP1	-4.20533333333333
HIST1H3E	0.901
EIF2S1	-0.504555555555556
TNFRSF17	-3.5274
TARSL2	0.46325
NKX2-8	0.763375
C1orf115	0.796625
LOC56964	0.645
KIAA0841	-1.449
ISCU	-0.477
TTMA	-0.6175
ZNF414	0.2955
LOC441150	0.033
RAB15	1.16075
HBP1	0.7095
TNNT2	-1.64683333333333
CECR5	-0.098
PHGDH	-3.413125
JRK	-0.5085
XPO4	-0.62325
FAM131C	1.1695
ARHGAP25	1.457
CA9	-3.16511111111111
GPR62	0.621333333333333
TLX1	-0.247333333333333
GPS1	0.79525
OR2M2	0.2825
BDP1	0.805142857142857
FAM70B	0.70875
RPS29	-0.175833333333333
MKLN1	-0.44
TSPAN19	-2.76625
SLC29A3	1.4838
LGALS4	-0.390666666666667
USH2A	0.3335
NF1	0.00850000000000003
APOBEC3A	1.8245
IMPAD1	0.0443333333333333
OLR1	3.57316666666667
NRAP	-0.425
HCFC1R1	-0.4405
TAOK2	0.0141666666666667
MCM10	-0.0601666666666667
MAP4K3	0.148416666666667
CBS	-2.423625
CLK3	-0.3517
PCDHGA5	-0.569
ELF4	0.61575
FAM71A	-0.2825
C11orf49	0.94225
CLIP2	-0.36175
BTBD9	1.5503
ZNF524	1.61375
KDELR1	0.313
ZNF509	-0.196
NCSTN	0.252
ZNF533	-0.948
PARP4	-0.538
GALNT9	0.410166666666667
NPY	-2.56375
BEGAIN	-2.69966666666667
TMEM77	-0.213333333333333
FOXRED1	-1.6315
SLC16A2	0.447333333333333
SLC35B1	0.595
GK5	0.00158333333333336
SDCCAG10	-1.10625
C4orf20	0.36025
SLC9A2	2.26625
ADD1	0.581857142857143
TAL2	-0.579833333333333
ACLY	-0.7615
DNAJC1	0.9475
SOST	-0.969
USP43	2.686
CYP4F12	-1.58875
FKBP5	0.079125
CHCHD5	-0.2287
NUDT22	-0.413
CCDC85B	-0.305
OR51G2	0.612
STRN3	0.480714285714286
TMOD2	1.393
FLI1	0.582
MAB21L2	-0.1175
DGKQ	0.70675
VPRBP	-0.0838333333333333
SCNN1B	0.5405
ECHDC3	2.038
TMEM106C	-0.7095
CSNK2A2	-0.4825
RPL39	-0.4523
HERC3	0.5675
ZBTB47	0.760833333333333
ZNF681	0.8555
PAGE2	-3.387
CLIC5	3.50814285714286
RABAC1	1.25675
ZFHX2	1.19675
YPEL1	0.7685
KIAA0776	0.4485
NR1D2	1.11575
DNAJC4	0.20625
NPNT	1.7635
ZNF677	-0.5995
ZNF536	-0.024
MEF2B	0.00550000000000003
PTPN4	-0.38875
CTCFL	-4.7695
STX5	0.5515
CD72	3.19475
VEGFA	-1.37005263157895
XRCC1	-0.5016
MAS1L	0.500333333333333
ELL	0.6794
SETBP1	0.39475
CDH11	3.76783333333333
NDC80	-1.80784615384615
DMBX1	-1.8935
NRSN1	0.4288
BAT2D1	0.107625
CDS2	0.556666666666667
C1orf212	-0.00516666666666666
SENP3	-0.6515
IL1F9	0.0105
EEF2K	-0.638
COG8	-0.14525
CEP72	-2.48525
OR1L8	-0.161
MUS81	-1.03266666666667
PHYH	1.228875
GGT6	0.6375
C22orf23	-1.27925
C13orf33	4.13075
MAPK8IP2	0.558
NELL2	-0.835
POU3F2	-2.781
ALPK1	0.0455
MRPS18C	-0.34525
RPLP2	0.0485
FGF22	-0.286
SPNS1	-0.174833333333333
ZFP1	0.13425
IL1RAPL1	-1.96475
PCSK9	-3.4075
NKX2-1	-0.0600714285714286
C6orf189	2.51925
SP4	-0.492
SLC11A1	2.341
C21orf25	2.35783333333333
ICAM2	0.287125
SH3GL1	-0.175166666666667
GSK3B	0.328666666666667
RALB	0.467
PDXP	-1.68216666666667
GNGT1	1.15575
KIR2DL1	0.6795
TNFAIP3	-0.439666666666667
C6orf32	-0.2347
CBLN2	0.73075
PANK3	0.582375
TAAR9	1.465
WDR82	0.375071428571429
APOM	-3.487625
TRIP10	0.1215
SPATA16	-0.284
C1orf135	-0.8605
USP51	0.86275
TESK1	1.413
C11orf64	0.251625
ZNF611	-0.2785
PDE6G	1.06483333333333
HLA-DQA1	3.940375
GCLC	-0.129875
SEC61A1	-0.166571428571429
TWSG1	0.191
ZMYND10	1.36625
CTDP1	-0.171
ADAMTS6	-0.117333333333333
SLIT1	-1.4765
KRT86	-0.884
KIAA0574	-1.30875
GTPBP2	-0.9435
PQLC3	1.6635
PRRX2	0.57
C15orf44	-0.0723333333333333
MKKS	-0.407625
C11orf10	-0.29
GPR110	1.05125
CD109	-1.03116666666667
ADCY1	-0.389333333333333
RHBG	0.0915
TP53I3	-0.062
SLC22A3	-1.2068
UCP2	0.22825
FOXG1	-2.92916666666667
OR2AG1	-0.009
TRIM24	-0.99875
PROC	-3.375625
TAAR6	0.815333333333333
AMTN	-2.105
C10orf47	1.05416666666667
DEPDC1	-1.6495
FLJ45557	1.76275
ZDHHC17	0.0444375
KIAA1429	2.02716666666667
KCNH1	0.537
VNN3	-0.975625
PSMAL	1.253
PPARD	0.396125
HFM1	-2.349
YBX1	-1.16983333333333
ZNF695	-2.91575
SCTR	-0.0275
DCDC1	0.525
VPS26B	0.2028
MTF2	-0.809666666666667
ATP6V1F	0.18525
CCDC94	-0.105
PERF15	0.5145
CCL11	2.10525
LMO7	-0.546625
DCST1	-0.0695
ADRBK1	0.474125
CDRT4	-0.61075
ZNF84	-1.42
HOXD8	2.27675
STARD8	-0.072
FOXP2	-1.40371428571429
CCDC103	-0.55625
POLR3A	-0.4236
GSC	1.1635
ZNF114	-2.37966666666667
HTR7P	0.656
LALBA	-0.7925
RMND5A	-0.493333333333333
PSCD2	1.1505
ZNF409	0.8955
KRTAP1-3	0.3254
MAF1	-0.418
LOC201725	-0.7525
NRN1	-1.2865
SPAG5	-1.88116666666667
DNAH7	0.797666666666667
FLJ43860	0.4195
BRCA2	-0.7885
ACADM	-0.836875
CXXC6	-4.16
RAGE	-1.068
CHMP2A	0.13675
FAM8A1	0.2635
GPR21	0.351
SLC12A3	-2.92716666666667
FVT1	0.0425
ZDHHC7	-0.019625
FLJ44048	0.50725
SLC44A3	0.621666666666667
SDSL	0.439
MMP8	-0.74675
PLA2G12B	-3.35366666666667
ACY1	-1.09375
MT1E	0.303166666666667
OR4K15	0.3595
TECTB	-0.257
GPR20	0.76425
IRAK2	-0.8535
RFPL3	-0.3955
MYO9A	0.18175
NARG1L	-0.193166666666667
BLMH	-1.336625
CCDC3	3.6775
C9orf21	-0.0288333333333333
KIAA0513	1.00716666666667
MIER2	-0.00850000000000004
PNMA2	-2.18236363636364
SH3BP2	0.9437
ANXA10	-2.02225
RTN2	-0.0191666666666667
TFB1M	-1.0695
PRPH2	4.51725
C14orf133	-0.51325
GOLGB1	0.44325
IRX4	2.986875
NFKBIL1	0.0816666666666667
C10orf62	-0.00175000000000002
APBB3	-1.045
RPS10	0.2757
LOC728378	1.74075
TLE3	1.3085
PSMB7	-0.27525
MESDC1	0.1785
SLC6A1	1.49633333333333
OCLN	1.45
PTTG3	-1.944
NAGLU	-0.2485
SERTAD4	2.783125
SPRY1	0.913
FLJ10781	0.782
MYSM1	-0.1345
TRIM4	0.0485714285714286
SH3YL1	0.044375
TREM2	4.586
SERPINI1	0.70625
HDHD3	0.326625
TMEM38A	-0.722
EID2B	-1.62475
TDRD3	0.251
SEDLP	-0.022
THSD7A	2.01766666666667
NDST3	-2.184
KLHL15	-1.25258333333333
DHRS12	2.077
FBXO9	-0.0817142857142857
TNPO1	-0.111333333333333
MRPL13	-1.72833333333333
SNX5	-2.42016666666667
METTL6	0.0515
SOD1	0.316125
CHML	-2.62016666666667
PACS1	0.835
SIRT5	-1.0444
CAPN2	-0.158333333333333
FXYD5	-0.539333333333333
TWISTNB	-0.65875
LRFN1	1.105
UBE1L	0.68775
UBE1C	-0.50075
OR51B2	-1.203
OR4D11	0.1325
C15orf2	0.003
NR4A1	-0.623166666666667
LOC339047	-2.211
TRIM17	-0.8935
ATP5G3	0.224142857142857
RPL15	0.22925
ADAMTS8	-1.09325
HOXC4	-0.512
C14orf37	2.519
CEACAM5	-0.932125
MYT1L	-0.495833333333333
RASA2	0.745625
OSBPL7	-0.7325
STAG1	-0.6485
GIMAP4	5.3025
FUT3	-0.177333333333333
PIF1	-2.80225
LPIN2	0.4707
SH3PX3	1.01375
PDP2	-0.078
PAPD1	0.175625
ERP27	-0.793
APOOL	-0.0360999999999999
DIABLO	-0.40225
TRHR	0.517375
ARMC9	0.2415
RNF152	2.27925
SLITRK3	0.795833333333333
ZNF211	-0.4617
PFDN1	0.282125
RGS11	1.033
HS6ST1	-0.0989
AKR1D1	-1.317
TNP2	0.025
STK31	3.7005
EML4	-0.491
SGTA	0.0853333333333333
HIST1H2BI	1.09783333333333
PSMD6	-1.866
KIAA1257	4.0705
C18orf55	-1.36583333333333
FLJ20273	2.79
RPL28	-0.6485
EPYC	2.381875
NOX3	0.316
ELAC1	-0.675333333333333
METT11D1	-1.17575
BIN2	-0.213166666666667
NACA2	-0.51125
CCDC17	-1.1335
HM13	-0.1686
UBOX5	-0.448875
UBE2O	0.606125
UBL5	0.0415
APOLD1	1.16125
C9orf31	0.293
TNFSF8	0.3815
ARHGAP29	0.3975
PROKR2	0.3095
PDE5A	0.210833333333333
C6orf12	-0.6845
TOM1L1	0.379
WHDC1	0.317375
FOXI1	3.19116666666667
RAB4A	-0.1433
TMEM39B	-0.75475
ATPBD1C	-1.395
FARSA	-0.439
PLEKHG5	1.1385
CMAS	-0.829833333333333
OR7E24	0.005
SLC30A1	-1.04
CDC42EP5	1.6865
PLAC1	-2.954
KLHL18	-0.476
LBA1	0.7401
TAZ	-1.95
CRIP2	2.277125
BTBD11	-1.71816666666667
C16orf72	0.5195
DIO2	3.1563
LRRCC1	-1.37766666666667
CCDC136	-2.5495
PRX	0.68075
RBM5	-0.7443
TMEM85	-0.035375
TUBGCP4	-0.866166666666667
APLN	0.495
CDK7	-0.454
SSR2	0.32875
CRELD1	0.191
C19orf46	2.5865
GAL3ST4	0.826333333333333
KBTBD10	1.14725
IL28A	0.50725
WDR27	-1.642
MCM2	-1.53616666666667
SOX14	-0.67
FLJ39743	-0.507
KIAA0922	-0.064625
HIPK4	0.0165
FLJ25758	-0.971
C16orf57	-0.65275
PDZD2	2.261875
MCC	0.407375
HHLA3	-1.2303
ID2	0.681
C20orf23	2.666
ZNF688	0.84775
APOC2	-1.16716666666667
LOC440093	1.158
FAM50B	1.657
PWP1	-1.396
DNAH10	-0.82875
HIST1H2BA	0.9835
GPR56	1.40133333333333
METAP2	-1.07775
PAN3	0.678
STXBP4	0.659125
PDHX	-0.3165
MTA1	-0.111083333333333
ZBED4	-0.575375
ZNF720	-0.3445
CDK2	-1.911125
RHOJ	0.903375
CDC37	-0.433333333333333
ZER1	0.746625
GRK4	-0.15875
PRPH	0.90775
POLR2A	0.6215
OGFOD1	-0.6365
NOL5A	-1.07875
PHEX	-1.2455
FLJ16478	-0.17775
C20orf117	-0.53725
CAMTA2	0.73575
C11orf74	-0.156
DDX17	0.207916666666667
C5orf27	-0.1125
PLEKHA2	-1.0013
PDE4DIP	-0.3437
SCN7A	0.49925
ZNF559	-1.23133333333333
CXCL10	3.88775
ZMYM4	-0.174833333333333
STK32B	-0.8586
KIAA0888	-0.5045
TACR3	0.943
CKAP2L	-1.7205
KIF1A	0.658666666666667
RSPRY1	0.583
VCAN	1.85875
CYP27C1	0.113
SYDE1	-1.288
MED12L	0.108
ZDHHC21	1.532125
NHS	0.3855
TM9SF3	1.29533333333333
DDHD1	0.345625
MAFG	0.391083333333333
BICD2	-0.1443
C14orf119	-0.1355
C14orf43	0.894142857142857
CDH7	0.04275
ALKBH5	-0.0900714285714286
JUP	0.902
TMEM41A	0.298166666666667
MAMDC4	-1.20366666666667
CBX3	-1.420125
LRRC18	-0.18325
RBMXL2	-0.822
PLA2G4D	0.594166666666667
FGF13	0.68075
KIF3A	1.6845
PDIA6	-0.87625
DCXR	1.59475
CASKIN2	1.009
EHD1	0.393833333333333
MARCKSL1	0.073
ZNF496	-0.347333333333333
SCAF1	0.198833333333333
KCTD8	-0.8665
TRAF3IP3	0.458785714285714
LSR	1.07225
CXorf1	0.205
C14orf112	0.052
EIF2B1	-0.8915
OMP	0.321
GSTZ1	-0.20425
LOC92017	1.15825
ISLR2	3.049
C12orf36	0.2165
GATA2	0.4905
GABRA5	-2.0885
CELSR2	-0.984357142857143
STAM2	-0.2814
TNAP	-0.111
PTPMT1	-0.650833333333333
GRP	7.05825
SV2A	-1.76933333333333
MAGEA12	-4.19325
CACNG1	2.978
C18orf19	-0.4745
GSG1	-0.5165
PTPRJ	0.334071428571429
FRMPD1	-0.4095
ZNF668	0.73025
PLEKHJ1	0.1835
ADAT1	-0.6984
TMEM50A	0.5739
UCN3	0.3295
HOOK1	2.156625
IL17B	-0.7615
MLKL	-0.969
TTC14	-0.436833333333333
KLHL5	-0.34625
CRYL1	1.15083333333333
FOXH1	0.015
NFYB	-0.565625
PPM1G	-0.37475
GOLGA2LY1	-0.67375
NMT1	-0.990125
HADHA	-0.2688
CHSY-2	2.32675
PLEKHF1	0.773142857142857
SAGE1	-2.6575
MUSTN1	-0.03575
SUHW4	0.77725
TFEB	1.9375
ZFYVE27	-0.156
ATG12	-0.509333333333333
BMI1	0.954285714285714
ZIM3	-0.488333333333333
MYH4	0.28
MASP1	-1.05275
KIAA0984	1.75125
RPAP2	-0.881
ASB5	-0.2425
BOLA3	-0.1565
MIA3	0.211666666666667
KRT35	0.974
KIR3DL3	-0.397
MRPL51	-0.7645
SEMA3F	1.12933333333333
NDUFB2	0.551666666666667
LOC253012	1.3225
FAM46C	-1.3607
G6PC	-1.777625
CSAG3A	-4.98516666666667
PREX1	2.646
SLC25A45	-0.44675
MAPKBP1	0.0689
CPE	1.2753
GNB1	-0.355
CXCR6	1.7945
TRIM46	-0.82325
C16orf3	0.459333333333333
HPSE	1.508375
TIGD3	0.2765
SPG3A	1.36725
LCAT	-1.88133333333333
ST6GAL1	-1.45183333333333
POMC	0.91475
FLJ36031	-0.9375
NSMAF	-0.855166666666667
SKIL	0.1135
ADSS	0.238666666666667
HMGCS1	-1.6497
POLR3F	-0.3255
RAB10	0.20675
ZNF277P	-1.223375
ZBTB7B	0.247375
