Hybridization REF	TCGA-AN-A0XS-01A-22R-A109-07
UGT3A1	0.15
FBXW8	-0.181375
RHOF	-0.649
PTPLAD1	-0.10675
MYO3B	-0.6075
DERA	-0.7685
TPP2	-0.18525
C19orf53	0.442166666666667
GINS3	-2.309125
ST6GALNAC5	1.0025
CHSY1	0.258
MGC15705	-0.131
GPR83	0.0923333333333333
EXT2	0.141
DOLK	0.21175
TUBAL3	0.41525
ACVRL1	2.5157
ABL2	-0.41525
C14orf156	-0.543333333333333
PTPRZ1	-3.93575
DIP2C	0.822875
LAMP1	0.958125
RXRA	0.3154
MAP3K5	0.36325
ALKBH1	0.467166666666667
PDLIM7	0.33075
ARL14	-2.01
SNIP1	-0.332833333333333
TIMP3	3.13983333333333
RGS3	0.865166666666667
SPAG16	1.8129
ABHD4	0.40175
ARHGEF12	1.01883333333333
GLUD2	-0.4525
RAC2	-0.263
UAP1L1	-0.598
SLC18A3	-0.145
YOD1	-2.00558333333333
RALY	-0.1195
HMOX2	1.170625
DGKH	-0.77125
DBNDD2	1.62316666666667
YIPF4	0.238875
THAP10	-0.75625
ZNF513	0.568
HAGHL	0.304333333333333
ITGB4	0.276833333333333
CCDC141	-0.1935
YTHDF3	0.14025
C5orf28	0.0515
RPL7L1	-0.425
TMEM30B	1.71028571428571
ANKRD35	2.2625
DUOXA2	-0.13
TBC1D5	-0.217375
DFNB59	0.2005
HRH4	0.46325
MYO6	3.0851
DNAJA4	1.73275
RBM24	1.836625
CEACAM20	-1.74675
RBM23	0.0792857142857143
NGFB	0.559
C1orf63	-1.2151
KRTAP7-1	0.1805
PERLD1	2.32375
NPB	0.1635
C17orf59	1.3021
HSPBAP1	-0.5115
SLC15A4	-0.071875
PRTFDC1	-0.7175
OSMR	-1.17942857142857
CYSLTR2	-1.3905
C19orf25	1.0002
KIAA1797	-0.3215
NLRP6	0.0505
FAM105B	-0.4098
SCRN2	0.369
LRRC58	-1.0108
RNF17	-0.09725
NEIL3	-3.5945
FAM137A	-0.965
SKP2	-3.55225
PARVA	1.19516666666667
PKLR	-1.9095
RNF34	-0.232125
A3GALT2	-0.66575
C12orf50	0.38
SUNC1	-1.27525
FAM102B	0.102666666666667
CCT2	-0.62025
LRRC37A2	-0.3065
ARF4	0.533
SIKE	-0.47725
C8orf48	-0.00283333333333334
MBTPS1	-0.107714285714286
GPSN2	0.6115
NCF2	2.95475
SLC12A6	0.165833333333333
MRPL48	-0.4815
HMGN3	-0.2035
LRRC62	-1.41525
PAX9	-1.493375
FAM55A	0.122
C20orf42	-2.845
SCML2	-1.9025
BCL9	0.55
FAM40A	0.10625
C9orf41	-1.54433333333333
ZNF774	0.838
LETM1	-1.43325
PLXNB1	0.795
NIPSNAP1	-0.203375
USP10	-1.32375
F9	-0.2345
LIPE	3.54075
CNGB3	-0.0395
C12orf52	0.093
PI4K2A	0.2655
MED8	-0.13525
STAT4	1.6601
FGD4	-0.603166666666667
RNF145	-1.763
WDR32	0.5353
CLDN2	0.153333333333333
TCEAL8	-0.83775
ZMYND8	-0.028
PDXK	-0.39721875
GATAD2A	-0.534
PTGES3	-0.188
CCM2	0.22975
TAP1	1.004625
ZNF670	-0.93875
ETS2	-0.542071428571429
C6orf166	-0.144333333333333
PRMT2	0.216
OR4B1	0.1885
INTS8	0.065
CCDC102A	0.21
CCDC83	-1.85466666666667
ITGA1	0.7658
EPHA5	-1.7912
FAM24B	-1.56683333333333
TSGA10	2.51425
HAL	-1.9995
MYOT	-0.206
SPACA3	0.2115
BCL2L2	-0.0371666666666667
CUGBP2	0.597166666666667
CCNB3	0.483
RNF113B	-0.0425
MERTK	0.2345
BAG1	-0.096
VPS36	0.31825
ORMDL3	0.8577
C1orf190	0.45675
ZNF625	-0.09275
CORO2B	-1.39025
ALOX15	1.2265
CST1	3.471
NUPR1	3.03383333333333
CCL7	1.00725
SMCR5	-2.7495
DSC2	1.6925
RBMS2	0.45875
GRIK4	2.5225
TRIM65	-0.5725
TMPRSS6	-0.618
TP53INP2	-1.626
GLB1L	0.844666666666667
LOC388284	0.275
PUS1	-0.978928571428571
BCL9L	-0.4085
OLFM1	-1.23483333333333
RET	2.14025
MASTL	-2.878
ALX3	-0.211
IL1RL1	-0.192166666666667
ZNF765	-0.581
C14orf138	-0.739
SNX10	-0.310333333333333
TAC4	0.185
C1orf64	3.3685
POGK	-0.013
MAPK9	-0.1195
ZNF366	3.01725
C8orf79	0.2606
CLDN7	1.970125
OR5AT1	0.146
TRIM37	-2.07225
LRRC25	2.874
GRHL2	3.3631
TEKT3	2.41025
LASS5	-0.0628333333333333
ABCC4	-1.73783333333333
DLG3	0.64825
VGLL1	0.297625
ZFP36L2	1.226
MFRP	0.048
KIAA1799	-0.02825
FLJ44379	-0.065
PCNX	-0.072
ANXA9	2.231
CYP4V2	0.8727
PIK3C2A	-0.72975
SRR	0.759
NOL3	-1.75325
IFITM2	1.601
ARNTL2	-2.34425
ZNF595	-0.669
NLRP13	-0.016
ASPH	-1.09
CPA2	-0.2965
PVRIG	-0.0591666666666667
LEPR	-0.0568333333333333
C16orf42	1.10716666666667
SH3BGRL	2.78025
FAM77D	-0.183333333333333
FNDC7	0.014
C9orf6	-0.86
NOTCH2NL	1.0875
PGBD1	-0.730166666666667
SYNGR2	0.485666666666667
PITPNA	0.1879375
PRPF4B	-0.8597
SLC43A3	-1.66978571428571
NRBP1	0.13875
SLC25A22	-0.1865
ILK	0.40425
SLC22A8	0.596
MRPS7	-0.489
PITX2	-1.169
FABP3	-0.195375
OR1L1	-0.318
LOC728215	2.1695
BLID	-1.344
KIAA1217	3.11035294117647
TFPT	0.6985
AP4B1	-0.76875
VBP1	-2.15125
OR1K1	0.192
MORC3	0.52
BHMT2	1.16183333333333
C3orf10	0.6795
FZD7	0.983666666666667
WFDC10A	-0.1555
PMS2CL	-0.787125
CCDC32	0.481333333333333
FA2H	-1.792
ALG13	-0.2735
TTLL7	-1.1618
SPOCK3	0.0225
SLC13A2	0.689
AIM1	2.52375
GPRC6A	-1.462
EGR2	4.1935
MED11	1.34875
WWC1	1.23825
SH3GL3	-4.27525
RIF1	-0.975
PRLH	-0.055
VLDLR	-2.4115
DBT	0.515875
C21orf63	0.03525
CGGBP1	0.3575
KRTAP12-2	-0.3315
TADA3L	-0.04625
ZBTB16	2.9965
PDGFB	1.948125
RFX1	0.748875
UQCRB	0.4469
LOC133874	0.0145
HPS3	-1.74
LGALS3BP	0.5516
DKFZP564O0823	1.8655
MRFAP1L1	0.4825
HOXA10	-0.844666666666667
NGB	0.109
KIF21A	-0.771384615384615
IFLTD1	-0.109
LZTS1	-0.022625
ARHGEF3	0.58075
RHBDL3	-2.1495
CSNK1G2	-0.01775
ChGn	-0.980375
KIAA1244	2.58283333333333
GABRB2	-0.1975
MGC72080	-0.3665
CD27	4.45725
EGLN1	-2.2067
PEX13	-0.3115
RWDD3	-0.3715
RNF12	-0.881833333333333
GRIN2B	-1.344
ADAMTS14	-0.61675
DYDC2	0.873666666666667
ATP6AP1	0.7419
NR1H2	0.184666666666667
PDK2	0.6685
C3orf17	-0.2665
SLC38A2	0.142857142857143
SLC25A29	-0.4355
C15orf29	0.4665
ADAM9	-1.22516666666667
TMUB2	0.606125
GPR176	-0.7175
AGK	-0.969
MCCD1	4.25575
NDUFA4	-0.317
TMEM146	-0.0495
DUSP1	1.09325
UNQ6975	1.2625
EMX2OS	4.59075
INSM2	-0.161666666666667
LUZP4	-0.1775
SETD6	-1.16525
P2RY2	2.3375
SLC45A2	-2.177
RABGAP1	0.526
UBXD5	0.346625
GPRC5A	1.0122
PAK3	0.106166666666667
LOC63920	-0.2395
TGFBR1	1.3486
KRTAP6-3	-0.079
SFMBT2	-0.636
CDC42	0.090125
C11orf35	0.6645
TTLL2	0.3535
UACA	0.966416666666667
CD97	-0.9105
SETD5	-0.381125
NINJ2	0.76625
PTER	1.045
POMGNT1	0.07975
KRTAP4-2	-0.27
ECGF1	2.59975
HRB	0.118272727272727
ATP1B2	0.0222
LOC400506	0.9585
COL4A3BP	0.9405
C6orf97	1.1695
GRHPR	0.488375
TAS2R1	0.5175
SEMA7A	-0.35475
EDF1	0.0455
ODF2L	0.5514
PCID2	-0.832
GTF2H4	-0.783
ZCCHC3	-0.629375
CGB2	-0.316833333333333
NEUROD1	0.0115
C20orf75	-0.5895
RP5-1054A22.3	2.76333333333333
IFNA5	0.198
ZNF134	-0.16725
MGC119295	-0.9287
ZSWIM6	0.37325
SMEK1	0.190833333333333
PCGF2	0.16575
C1orf102	2.73425
CYP2A13	0.6945
KCNH6	-0.6812
MDM1	0.2119
ALDH7A1	0.0521666666666667
C9orf75	0.66325
VDAC3	-0.038375
OR51T1	0.1675
EIF3F	-0.376416666666667
KCNJ10	0.04425
LENG8	0.000750000000000001
EDEM2	-0.09075
CCNJL	0.2815
DHX37	-0.3945
CRYGN	0.293
AATF	-0.479375
ZNF630	1.469
E2F5	-0.0785
WFDC13	-0.38175
FTSJ3	-0.387666666666667
C4orf33	-0.53325
LHFPL4	-2.95625
C19orf56	-0.00983333333333333
SMAD4	0.316625
AFM	-0.536833333333333
G0S2	2.4655
FCHSD2	-0.0431
RRP1B	-1.2461
EEF1B2	-0.83
STAT6	0.7605
ZNF195	-0.8395
GNL1	-0.653333333333333
ZNRF2	0.9565
PER3	-0.76975
ASB16	0.41825
C10orf10	2.4235
ADCY8	-3.3405
C9orf58	-0.301666666666667
ARMC10	-0.305666666666667
PSG1	-0.274
DHX34	-0.036
VARS2	-0.278375
NFIC	0.01325
ITPR2	-1.26825
AGXT2	0.372833333333333
OR6K3	-0.0605
H2AFZ	-1.34716666666667
MLLT3	0.916666666666667
COX4I2	1.95625
CCNT2	-0.279875
PLK4	-2.841125
NUMBL	-0.863666666666667
MED16	0.455
PLEKHQ1	1.97175
GOSR1	0.552333333333333
BTG4	-0.713
RPL30	1.00991666666667
IGSF5	0.77725
IGFL2	1.24333333333333
ELMOD2	0.8935
SHC3	-0.944333333333333
HAVCR1	-0.4955
DYNC2H1	0.433875
RNF5	-0.3265
C2orf7	0.1085
NLF1	1.9305
KLHL25	0.579
LRP10	0.8496
KRI1	-0.05975
PUS7L	-0.404833333333333
MGMT	1.4735
HOXD1	0.0473333333333333
CSH1	-0.007
ATG16L2	-0.4155
FLJ44635	0.327
CHODL	0.18775
EXOSC8	-1.41075
SLC28A1	-0.31975
MYO7B	-0.660833333333333
SEH1L	-0.7646
MTNR1A	-0.036
TSPAN5	-0.303166666666667
CDC45L	-4.12033333333333
AMIGO1	0.325
ATAD3A	-1.219
OSGIN2	1.489
PDIK1L	0.836
DARC	3.67975
PIPSL	0.039
SHMT1	-0.153
CRISP3	-0.311
POPDC2	2.19583333333333
ZRANB2	-1.137
FBXL8	1.2095
TRIP13	-3.07454545454545
EIF5AL1	-0.751
POU5F1P3	-4.3965
IL6	-0.447
CXorf38	-0.523166666666667
IFNA16	-0.382
FBXL2	1.216
BRD1	0.057
STATH	0.08125
FBXO44	0.333
MCCC2	0.4085
CDC2	-2.6219
C5orf23	0.65475
IVD	0.927166666666667
C10orf122	-0.73025
MSL3L1	0.3811
MVP	1.68525
EPOR	-0.7915
ZMYM1	-0.580666666666667
BCL7C	0.9915
PSTPIP2	1.6877
LYPD1	0.147625
OR8G5	0.0945
ZP3	-0.0743333333333333
BCAS4	0.720416666666667
EDG6	3.3275
ISY1	-0.33375
PRAMEF2	-1.3305
CUL1	-0.55025
RNF213	0.7662
CCRK	1.052
DHX9	-0.651
C13orf29	0.63
NCKAP1	0.376333333333333
MRPL43	0.516142857142857
XPR1	-0.456
PKN2	1.1517
PODNL1	1.448
ZNF333	0.44425
DALRD3	0.88225
OPN1SW	-0.1725
BTBD6	0.44675
C11orf82	-1.624
OR5P3	0.0475
DUSP11	0.16075
L1CAM	-1.8432
NEK11	2.62583333333333
OR7E91P	0.358
CNTN3	1.2965
CREB3L2	0.538
ZBTB37	0.124
KIAA1324L	0.77325
NDUFB10	1.09
NUDT2	0.02075
GTPBP8	-0.7525
CACNA1D	3.239875
PRKAA2	-1.22416666666667
PRDM8	-0.0625
MGC16075	1.93183333333333
KRT14	0.0312857142857143
PP8961	0.93675
MRPL18	-0.045
ABCG2	-2.21675
PACRG	1.57925
BBS2	-0.02175
KREMEN2	-1.7355
FBXO21	0.776
HNRPUL1	-0.02425
GRB10	0.58675
CLSTN1	0.584125
LMAN2	0.2421
C17orf61	0.87375
NIPSNAP3A	0.57725
INSIG2	-1.16
PCDHB7	0.560166666666667
STXBP2	1.107875
CMAH	1.2845
SEMA5B	-0.46725
ZNF155	-0.408
COQ6	0.188
PRPF4	-0.209
TSPAN15	1.8199
VN1R5	0.34675
LATS2	0.73
SELK	0.74775
PGK2	-0.18425
MS4A1	1.5615
TYW3	-1.5778
KRTAP5-1	1.5775
RCCD1	-1.98516666666667
BTN1A1	0.25675
DDX28	-0.3535
TMEM65	0.413375
LOC92345	0.04175
TTC31	0.0045
WDR46	-0.920166666666666
CHP2	-1.57083333333333
LSP1	1.1325
ZNF542	0.20925
EXOSC1	-0.29
ARHGAP18	0.2085
LRRTM4	-0.939625
MAOB	3.52083333333333
CACNB4	-0.5215
MGC33846	1.0525
RANBP3L	3.77625
ATP5L	-0.180375
ONECUT1	-3.7675
NUDT9	0.5155
TMEM149	1.491
STX17	0.0415
IGSF10	-3.67275
TMPRSS9	0.016
BMPR2	1.52883333333333
ALLC	0.339
KLF7	0.7905
GCC1	0.3398
TIMM9	-0.286
CDO1	2.02466666666667
MGC10701	-0.418333333333333
IFI6	1.56
FRMD8	0.415
MGAT2	-0.10275
WBP5	-0.9095
CNIH2	-0.1355
KIAA0907	-1.6366
KCNH8	0.2425
CTSG	-0.74825
GRIK1	-0.615333333333333
CUL5	0.958125
FRMD1	0.5805
OR9A4	-0.424
SYT6	-1.085375
FOXD4L2	0.4225
ANAPC2	-0.128666666666667
OPN5	-0.5715
TAF13	-0.73075
LYG2	-0.27975
GGNBP1	0.047
C11orf40	0.2535
OTX2	-0.964
REG4	-0.171166666666667
EIF5	-0.3891875
PALB2	-0.1725
SEPSECS	-0.2912
RNASE3	0.022
TRIM49	-1.7465
POLR2K	1.3919
GPR42	0.611
C8B	-3.06475
SASS6	-1.45825
PREB	-0.4235
OR3A3	0.355
TUBA8	0.21475
IGLV2-14	2.031
STIL	-2.91375
ANKFN1	-2.05916666666667
NME7	-0.4635
HOXC12	4.84425
UBE2C	-2.319125
FHOD1	-0.67725
CDK2AP1	0.16475
OR6K2	0.4615
DHPS	-0.0445
RPL5	-0.548166666666667
TRGV5	0.4705
LOC541472	0.1035
HCCS	-0.4592
DENND1B	0.983
LHX3	0.0375
OR5D16	0.3685
CXorf57	-2.223
IRF2BP1	0.9245
NDST2	0.7545
LCE3D	-0.21
BOLL	0.28425
SYT3	-1.3185
PIH1D2	1.46575
C20orf7	-0.803166666666667
IL1R2	-0.1925
SLAMF9	1.1845
PPME1	-0.16775
PIK3CA	0.18675
TRAPPC1	0.331625
COLEC10	-0.7105
SLC9A6	-0.948333333333333
PDDC1	-0.1395
CCDC53	0.84475
GK3P	-1.68275
DAZL	-1.0045
BRI3	0.209
SDK1	-0.056875
CYP2C18	0.3525
IFI44L	2.692125
RPL3L	0.5235
FUT9	2.821
KIFC2	0.483333333333333
PMP2	-0.212
SLC4A9	-0.178
PLAG1	-1.61383333333333
MYCBP2	1.11383333333333
OR4E2	0.203
CCDC65	2.18975
C16orf82	-0.262875
ENTPD4	-0.67225
BRP44L	0.456125
PMP22CD	0.33825
TMCO4	1.15683333333333
KCNN1	-1.143
WDR35	0.076
CCDC80	2.9315
C3orf31	-0.64675
SLC7A9	-0.868
TMEM190	-1.08025
DBC1	-1.852
FADS3	-1.02016666666667
PDZD8	-0.321
GRM5	0.298
AZGP1	3.2994
PEX3	0.3035
MED1	0.332
ATG4C	-1.0115
HNRPH3	-1.24625
FAM109B	2.26325
C4orf17	0.29
CA10	-0.40275
OPRD1	-0.5705
CCL16	-1.09025
SACM1L	-0.8605
CST6	5.389
CD63	0.870375
LGI1	-1.8565
ZNF784	1.21925
CRYBB1	-0.458
CX3CL1	0.84025
TOP2A	-2.8115
GYPB	-3.3455
GADD45GIP1	-0.09575
FEN1	-2.130125
IGF1R	0.4145
WDR72	-2.87883333333333
PURG	-0.597833333333333
DEFB126	-0.02575
PKD1L1	0.2455
CAV1	-1.4597
GNPDA2	0.2464
DGAT2	0.286
NLGN1	-3.82225
STRBP	-0.13025
HPRT1	-1.54583333333333
FANCI	-2.706875
PSMA7	-0.012625
DBF4B	-0.804333333333333
TTF1	-0.3415
RAD54L	-2.9955
ELOF1	-0.0225
PLAGL2	-0.579
ZNF256	0.0165
HMGCL	1.3335
MSI2	-0.536166666666667
RPESP	1.36716666666667
C11orf60	1.20925
ABCD1	-0.1735
ACAA1	1.0281
SPARCL1	5.36657142857143
IL6ST	1.7201
ZNF319	-0.0815
TMEM109	-0.00439999999999999
FAM90A1	-2.0315
IL22RA1	-1.798
ATP4B	0.0895
TEC	-1.26366666666667
C7orf30	-1.34025
TXNDC2	0.295
ABCB4	-0.4555
KIAA1191	0.785125
C9orf38	-0.018
SFTPB	0.586
CNTNAP2	0.357166666666667
FRK	1.7735
TBX19	0.4815
CHD4	-0.0995
C6orf26	-2.16033333333333
MOSC2	1.10675
IKBKE	-0.14
HIF1A	-1.70683333333333
LOC595101	0.025
RELA	0.300666666666667
TMEM16B	1.80033333333333
ABHD12B	-1.84675
TSEN34	0.57725
KIF18A	-3.22825
TXNDC9	-0.247166666666667
SPATA2L	0.7225
SEMA4G	-1.4875
C21orf91	-0.449625
MATN1	-0.3835
KCNIP4	-0.0608333333333333
TUSC1	2.038625
OR4C15	0.03475
ARMCX6	0.808
WBSCR27	0.5705
OR52I2	0.2515
KIAA1604	-0.97075
DYNC1I1	-0.595625
PPP4C	-0.0195
SLC47A2	-2.10433333333333
TREH	0.060875
CD48	2.58216666666667
ST14	1.26833333333333
PKN1	-0.31225
SPON2	2.55425
XBP1	2.50666666666667
SFRS12	-0.916666666666667
EFCAB6	3.03525
SELT	-0.2885
SLC39A2	0.6685
ERF	-1.2575
ARL3	1.214125
SURF6	-1.2054
MLLT10	-1.097
FLJ11171	0.0526666666666667
TDGF1	-4.8415
ERCC6	-0.042
EIF2AK4	0.83275
BAZ1A	-0.434666666666667
LRRN3	-0.029
TMC3	0.2015
EFTUD1	-0.33975
PTPRO	0.9475
CLEC12A	0.750375
ACBD4	0.98125
ZDHHC14	-0.9665
OTUD7B	0.562375
ACTB	0.5153125
MSRA	0.514625
LCE5A	2.3185
IFI35	0.90525
BSCL2	0.0845
ANKRD12	0.595583333333333
CFHR2	0.69975
RGAG1	0.100333333333333
HSFY1	0.445
SLC30A5	-0.253166666666667
IMPG1	0.2165
GPR109A	0.7665
ZNF185	1.193
IYD	-0.45275
NPCDR1	0.3355
SERPINA13	0.4085
HMGCLL1	-1.6205
NEUROG1	1.41383333333333
UBQLN1	-0.3155
LIN37	0.8715
SOCS2	-2.687
DSCR4	-1.586
XKR6	-1.3775
GPR142	1.288
KRTAP13-3	0.335
CCDC15	-0.869
MOS	0.0835
CD1E	-1.152
OFCC1	0.152
FAM83D	-3.072
SRFBP1	-0.12825
C9orf96	-0.375
DHDH	-0.5335
CCDC90A	-0.619
RABL3	0.7666
CD320	-2.2665
ANGEL2	-0.325083333333333
MRPL21	-0.229
SMG6	0.911666666666667
INSR	2.2304375
FLJ14816	-0.85
GLRB	-0.205833333333333
C9orf89	1.3075
CIZ1	-0.771375
URG4	-0.5855
LRDD	-1.10183333333333
CBY1	0.770333333333333
NFX1	0.017
MTERFD2	0.4095
C19orf23	0.1065
PGC	-3.017375
IER3IP1	0.9859
RASAL2	0.428583333333333
C1orf89	0.31925
SYNJ1	-0.461375
NFKBIE	1.05475
FLJ40125	-1.167
TCEB2	0.8488
NOG	-2.0945
POLR2J2	-0.586166666666667
HLA-B	2.5175
PCDHA1	0.317
PPP2R2B	-0.48025
ARHGEF17	1.0855
TCF7L2	0.781642857142857
CHD5	-0.599333333333333
ZNF431	-0.854875
TBC1D25	0.3235
ZNF800	-0.07925
SCUBE2	2.78054545454545
MYCBP	-0.225
GPX5	0.453
C6orf129	-0.181
QSER1	-1.4215
ULK2	2.079
PIGO	0.118
NRCAM	-2.14171428571429
SLC35E3	0.292375
CSRP2	-1.61825
HYPE	0.5285
MAPK15	0.299333333333333
MGC14327	0.229
TIMM13	-0.319833333333333
ZNF462	-0.856
GBA3	0.183
TEX13A	-0.4025
MCM6	-1.73833333333333
MTRF1	-0.776625
ABCA7	-0.15
EIF4A2	-0.67975
ZC3H10	1.4085
RPGR	-0.00883333333333334
C20orf94	0.1725
RP1L1	0.135
GPR125	-0.132875
USP22	0.335214285714286
OR1L4	-0.4275
MLZE	1.11925
FLJ32065	0.152
PTCD1	-0.52625
CRTAC1	1.24766666666667
BXDC2	-1.921
C18orf1	4.2045
FAM107A	1.30357142857143
EFNA3	-0.04775
P18SRP	-0.1049
CAMKK2	0.378
KIAA0649	-0.67675
NES	-1.837
HS6ST3	0.9115
PON2	-0.84425
TCP11L2	0.19425
CLEC4A	2.35425
PRR12	0.4405
MLXIPL	-0.9875
C2orf50	0.788
ZNF28	0.58075
ENC1	0.483666666666667
MAP2K1	-0.6015
FKSG2	0.8055
KIAA0430	1.4145
PTP4A1	-1.39811111111111
GPR156	1.782
GTF3C6	-0.45775
UBR2	0.3687
LOC388272	-0.3265
MAK	2.29266666666667
ACOT4	3.78275
STC2	1.90191666666667
PIGW	-1.470625
SAE1	-0.39425
COL6A1	1.25645454545455
OAZ1	0.464
STMN4	0.518
EDG3	0.551333333333333
SGCE	2.11066666666667
IL11	-2.62766666666667
PRSS8	2.83825
YIPF5	0.243583333333333
WNT4	3.703875
CSN2	0.121333333333333
TCF7	-2.103
TDO2	0.9645
SAMD9	0.37425
S100A7A	0.5615
MMRN1	1.51716666666667
GKAP1	-0.59725
AKR1C3	-0.67575
RNF19A	1.172375
GMDS	-1.126
YKT6	-0.712
SPARC	2.3666
C12orf31	-0.30125
UBE2V2	-0.625
FBXL18	-0.398666666666667
KIAA0460	0.28175
ADAM22	0.02125
SERPINC1	-4.8085
KCTD21	0.46775
MYOHD1	-2.3075
ZNF37A	-0.3015
GTF3C1	0.836166666666667
CTSZ	2.73525
PRNPIP	-0.612875
DRD1IP	0.38
NR1I2	-2.36016666666667
ZNF266	-0.0142
SPAG4L	-0.0185
COX4NB	-0.792
SAPS1	0.4115
APOA1	-3.691625
TATDN1	-0.215
C10orf82	0.69875
KPNB1	-0.907
FOXO3	1.21941666666667
CRYBB2	-1.115
ZBTB5	-0.301333333333333
SLC25A38	-0.1115
DCTN2	0.0548333333333333
IFT20	0.43
CTHRC1	2.90775
C1orf31	-1.487625
UHRF1	-1.509
GPC6	0.2585
C10orf54	2.25725
MCF2L2	-0.0593333333333333
WNT9B	-0.064125
OLA1	-0.4305
FAM120B	0.548
TTLL10	0.1705
CYorf15A	-4.7935
RELN	-1.7811
SCN2B	0.341083333333333
MFHAS1	-0.7655
NKX3-2	0.115166666666667
RASGRF2	0.604
SSBP1	-0.959166666666667
KPNA6	-0.321357142857143
LOC389118	0.02
HS3ST4	-1.6301
SUPT7L	0.0365
FLJ32658	-1.337
IGFBPL1	-0.74925
KIAA1641	-0.2455
SHKBP1	0.599
CSF1R	4.97525
NAGK	0.9755
MYL2	0.93625
HIST1H4C	-0.266833333333333
TOMM7	0.072875
ADAMTSL3	3.082
TNFSF14	0.23
PRRT2	-0.08475
VTA1	-0.278375
AOAH	3.66916666666667
CRISPLD2	1.92235714285714
PNN	-1.2135
TA-NFKBH	-0.4225
ESPN	-0.4155
RBM43	-0.439
KIAA1267	1.039625
DDX3X	0.166722222222222
KIAA1576	-4.55825
PLXDC1	4.71033333333333
FLJ25801	-4.07575
HNRNPL	-0.3415
RUNDC3A	-0.00600000000000001
CASP12	0.7095
SH2D5	-1.438
RPL26L1	0.0145
OR51A7	-0.12575
HDC	2.4305
C2orf16	-0.236666666666667
SYTL3	2.3355
GOLGA4	0.135625
NOTCH1	-0.440666666666667
ATPAF2	1.39975
ECD	-0.0715
SSX5	-1.546
SNAP91	0.22825
OCA2	-4.47275
PNPO	0.395166666666667
DAPK1	-0.344833333333333
PINX1	-1.01016666666667
SELENBP1	0.65225
NEK3	-0.834166666666667
TMED4	-0.288357142857143
SSTR4	0.4075
FOSL1	-2.5926
CD40LG	1.4265
CES1	-0.27275
DCI	1.57383333333333
B3GAT3	-0.1245
STK17B	0.2065
CNTN6	0.34875
CYP3A4	-1.993
MBOAT2	1.58035714285714
PISD	0.228
USP1	-1.34925
PYDC1	1.70683333333333
CENPM	-1.935
SAR1B	0.37775
TTC7B	-0.91225
DP58	0.6175
GPC1	0.6165
RBL1	-1.921625
TMEM137	-2.58483333333333
TOB1	0.9595
TCEAL1	0.178
CENPF	-2.75127272727273
C6	4.3765
PRSS1	-3.82725
PPIL6	1.21216666666667
C6orf124	-1.2215
ODZ4	2.26533333333333
SNCB	-0.112
NDUFB9	1.185125
CNOT6L	0.554
S100A9	1.17
TRIM50	-0.004
KCTD1	2.1899
WDR63	-0.00175
SPEF2	2.28975
RNGTT	0.226833333333333
CXorf22	0.1065
KCNK16	0.59225
CEP250	-1.078875
ATPBD1B	-0.114
KCNJ2	3.33125
MT1B	-0.247
ZNF684	-1.036
SLC4A1	0.0985
PDHA1	-0.9235
ZNF492	-0.387375
TKT	-1.07275
BYSL	-0.9395
RNF38	0.151625
AHDC1	0.579
KLHL2	0.191375
CMTM8	1.74
DMP1	-0.5155
HERPUD2	-0.086125
CRTAM	3.26633333333333
ZNF572	2.15775
TMEM16J	-0.703
HSD17B2	-4.021
UBE2G1	0.153875
AHSA2	-1.29075
PELI2	-0.617
TPX2	-2.732125
ATP9B	1.41716666666667
DAZAP1	-0.278875
HMGCS2	3.19316666666667
C17orf38	1.06375
B9D1	0.61625
NKX2-5	-1.27783333333333
KIAA1276	-0.065
LILRB2	3.3065
CSTF1	-0.556166666666667
BTN2A1	-0.581833333333333
C15orf48	3.958
IGF2BP3	-4.48475
FAM113B	1.63516666666667
HRG	0.266375
ZNF131	-0.769
USP47	0.759214285714286
CCDC88B	-0.37575
HCN1	-0.6438
HTN1	0.1612
SYCP3	-0.43825
C13orf23	-0.0591
PAPOLA	0.0523125
AATK	-1.1024
MSH3	-0.427
NDUFAB1	-0.0555
ITLN2	-1.23366666666667
BAK1	0.1285
MRPL45	-0.1555
MTNR1B	0.031
LOC645843	0.7585
SPECC1L	0.629
PGCP	0.3295
SPN	-0.392625
GPR143	1.853
ZNF576	0.796833333333333
TMEM39A	0.2203
ATP5D	0.108
MAGEB3	-0.824
RPS5	-1.0945
ANP32E	-1.59021428571429
MTMR1	0.35125
YEATS4	-1.38325
SYNGAP1	0.13525
PCOLCE	0.2625
MNS1	-0.165
PCYT2	-0.479333333333333
ZNF182	-0.47475
LAX1	2.569375
SPPL2B	1.3423
ELOVL5	0.5445
PCDHAC1	-0.253
B4GALNT1	-1.1905
BLOC1S2	0.332625
ZNF673	-0.5874
ARHGAP21	-0.443666666666667
IRX5	3.246875
LRFN5	-0.131166666666667
FAM7A1	-0.638
RAB19	0.31
GINS1	-2.8905
ITM2B	1.8049
PAPSS2	1.59108333333333
OR5BF1	0.49
ACSL3	-0.549125
KIAA1919	-0.799833333333333
GLT8D2	3.135375
UTRN	1.01278571428571
CNN1	1.8485
HISPPD2A	0.340166666666667
SDAD1	0.120125
SIGLEC9	1.385
RPL35	-0.582285714285714
C22orf26	0.79
IMPDH2	-1.32775
WDR69	-0.4715
SEC14L5	-0.0561666666666667
CLTA	0.24025
RP11-529I10.4	0.15625
GPR37L1	0.161666666666667
OGDH	-0.490083333333333
