Hybridization REF	TCGA-A2-A04Y-01A-21R-A034-07
DNAJC15	0.4455
STAU2	-0.2408125
FAM98A	0.3735
RAD23B	0.463125
LRRC33	-0.6765
CHRAC1	-1.43625
C21orf89	0.348
C19orf43	0.560333333333333
KLK8	-2.73416666666667
CCNE1	-1.517875
PKDREJ	1.52783333333333
SSU72	0.815
C17orf73	0.3
GPR78	2.21
WHSC1L1	0.0637
GSTA2	-2.1245
SMUG1	0.0641666666666667
UFM1	0.7699
AP3M2	-0.8265
USP14	-0.7045
FBXL14	0.261166666666667
DSTN	0.59525
SFRS14	-0.53975
FBXO31	0.0926666666666666
C12orf40	-0.2695
FRS2	1.02875
NR2E3	0.25675
TUBB2C	0.193
GMPR	-0.0271666666666667
C9orf139	0.332
ING5	-0.613285714285714
LOC730092	-0.414
ORM1	-3.41175
RP11-11C5.2	-1.12875
HSPD1	-0.8317
PIWIL3	-0.0615
C5orf13	-1.5514
OR5R1	-0.079
LCOR	0.945875
PLEKHA9	-1.008
CCDC43	-0.5745
ZNF232	-1.2355
SLC6A7	-0.6935
ADH5	-1.37925
SHBG	-1.02016666666667
CROCCL2	0.1785
PANX3	-0.135
CDIPT	-0.797
SLC16A5	1.087
TUBB	-0.71675
TOR3A	0.0526
PREP	-0.2005
ENTPD8	0.1985
CHMP1B	-0.15225
SYT12	1.8023
MYH6	-1.7536
MAP3K13	0.165333333333333
KLHL30	-0.1345
LCMT1	1.083875
EIF1AX	0.10875
FOXD4L1	1.6115
SLC24A5	0.1845
RNF166	-0.9142
TJAP1	-0.13975
TMEM156	-0.563333333333333
ZNF239	2.187
SNX19	0.9781
GKN1	0.2385
FCN1	1.4255
C1QL1	-1.637
ATP11C	-0.866125
ZNF35	0.5515
CARD8	0.481625
LIMD1	-0.251666666666667
KIAA0286	-1.673125
XRN2	-1.2235
CD6	0.606333333333333
TOX3	2.0605
ZSCAN4	-0.599666666666667
RSRC1	0.0265
COG1	1.01625
PTRF	0.000300000000000003
C16orf35	-0.109
FBXO24	0.27075
CHST11	-0.34125
THRB	0.3386
MYBPC1	1.3745
RNF39	1.0005
PSMD11	0.00325
ALAD	1.37083333333333
EN1	0.3185
SLC9A9	-0.084
GSTM4	0.1215
CDC42BPA	-0.167789473684211
RCSD1	-0.3235
LUC7L2	-0.0473
SPTBN1	0.0304
LOC146167	0.034
BAT5	0.0757
ZNF452	-1.00885714285714
LSM4	-0.83175
SRP72	0.331
SGK269	-0.266583333333333
MTX1	0.1545
CENTA1	0.037
UNQ9433	-0.7855
ATR	0.0368333333333333
DDX49	0.190166666666667
PAQR8	-1.42183333333333
C14orf174	-0.378
GBGT1	-0.356
THAP1	-0.77225
OR10K1	2.111
RASIP1	-0.665833333333333
DPYD	-0.4594
DOHH	0.13425
C18orf45	1.73275
POF1B	2.1728
ZNF552	3.64275
USP32	-0.736875
MED27	-0.906
C14orf149	-1.20166666666667
PRDX4	-1.63233333333333
ABHD12	0.221
AGT	-5.12
SLC22A14	-0.144
C1orf58	0.7585
PILRA	0.12175
ABCF2	-1.24875
C17orf85	0.00879999999999998
TKTL1	-0.97175
FGF1	1.03865
IL6R	0.4445
VPS25	-0.47025
CHRNB2	-0.0260000000000001
COL7A1	-2.2607
LRRC48	0.2355
SPG20	0.604916666666667
COX10	-1.03125
GCA	-0.46125
ECEL1	-0.545333333333333
GLG1	0.223666666666667
SRD5A2L2	0.0373333333333333
MUTYH	-0.457375
ZNF70	-0.837
L2HGDH	-1.3035
GPATCH2	1.90625
ZNF655	-0.37375
ZNF227	-0.444
MCOLN2	1.51883333333333
NQO2	-0.408
KCNQ5	-0.2715
NEU1	1.0495
QRICH1	0.05675
ZBTB20	0.473666666666667
RPUSD3	-0.79575
EPGN	-1.648
TSN	-0.12175
SPRY2	-2.50533333333333
LZTFL1	-0.2405
GMFB	-0.6325
PBEF1	-0.8709
HBG2	-2.58325
TMEM8	0.74125
PALM2-AKAP2	0.190666666666667
NFYA	0.4395
FAM108A1	0.923375
PBLD	2.196
NRG4	-1.94
PIGF	-1.83225
PTGER1	0.74875
NOS2A	-0.0723333333333333
C21orf34	-0.793666666666667
C21orf51	-0.3345
IL17C	0.196
TRMT6	-0.0955
ETV2	0.174666666666667
CCDC109A	-0.13
MYLK2	-1.2825
ATP10A	1.1912
DPH4	-0.69625
C5orf5	0.0786666666666667
KCNA4	0.817
NMNAT2	-0.878833333333333
GLYATL2	-0.3405
LSMD1	-0.242125
IL23R	-2.12
NRF1	-0.30675
MUC15	-1.31133333333333
PRDM12	-1.056
PAQR4	-0.593428571428571
RBBP6	-0.826375
IFI27	4.816
SKAP2	-0.5075
TAGAP	2.143625
TJP3	2.1235
C9orf61	-1.0345
IDS	-0.757
PARG	-0.45525
LOC131149	-0.345
DYRK4	0.181166666666667
MICALL1	-1.43575
GALR2	-0.4115
GPBP1L1	0.104375
TBX21	4.20875
KCNJ6	-0.495
GGN	-0.19025
CASP5	0.407333333333333
RNF182	-6.08525
BRD4	1.0025
DOK4	-0.53425
SLC46A2	0.647333333333333
SOX9	-0.4575
ZNRD1	-0.949333333333333
PRR6	-2.8255
FAU	0.120875
DTNB	0.589666666666667
CARD9	2.80375
STS-1	-0.759
SLC4A5	0.277625
NSBP1	-2.52025
UGCGL2	-0.214583333333333
POTE15	1.5455
NOXA1	1.335
RP13-347D8.3	0.924
SAMD10	1.04516666666667
EP400NL	0.3
TCF21	-0.387
AMELX	-0.00025
JPH2	0.0421
SLA	2.287
DLST	-1.16916666666667
SEPT12	0.55875
RGS20	-3.98525
LXN	-0.5905
ZNF419	0.611375
UPK3B	0.355833333333333
RELL1	1.2345
ESPNL	-0.849
KLHL21	0.870875
PI15	-0.1445
C2orf61	0.6735
LOC407835	-0.4005
RER1	0.782333333333333
ELAVL2	-0.347
MGC26718	-1.1295
KLF2	2.51125
TNFAIP8L3	0.820916666666667
TFE3	-0.01575
C11orf17	-0.475375
15E1.2	-1.431
SNRPC	-0.7145
DLGAP1	-1.10625
PGLYRP1	0.2465
OVCH2	0.109
IRF7	2.4304
SET	0.0318
NAB2	-0.725166666666667
LRP5L	0.09275
FAM120A	0.5084375
ASCL2	3.23833333333333
SHH	0.2065
ATP5H	0.482
THPO	-0.9906
TYRP1	-2.9375
HIST1H3E	0.353166666666667
EIF2S1	-0.5675
TNFRSF17	-1.508
TARSL2	0.514
NKX2-8	0.952375
C1orf115	1.8455
LOC56964	0.4735
KIAA0841	-1.37275
ISCU	-0.277
TTMA	0.3615
ZNF414	0.538
LOC441150	1.3
RAB15	0.80175
HBP1	-0.2255
TNNT2	-0.894833333333333
CECR5	-1.127
PHGDH	-3.008625
JRK	-0.5491
XPO4	-0.561375
FAM131C	1.5705
ARHGAP25	1.6405
CA9	-3.03911111111111
GPR62	0.559
TLX1	0.390666666666667
GPS1	0.474
OR2M2	0.4485
BDP1	1.3055
FAM70B	1.23425
RPS29	-0.432666666666667
MKLN1	-0.5523
TSPAN19	-3.35925
SLC29A3	1.0949
LGALS4	-0.0405
USH2A	-0.129333333333333
NF1	0.221833333333333
APOBEC3A	2.60816666666667
IMPAD1	0.132833333333333
OLR1	3.16333333333333
NRAP	0.4925
HCFC1R1	0.5295
TAOK2	0.553
MCM10	-2.33533333333333
MAP4K3	-0.24525
CBS	-0.7735
CLK3	-0.0464
PCDHGA5	-0.3785
ELF4	0.00625000000000003
FAM71A	-0.15075
C11orf49	-0.395
CLIP2	-1.51225
BTBD9	0.8948
ZNF524	1.871
KDELR1	1.03083333333333
ZNF509	0.4675
NCSTN	1.3855
ZNF533	-0.516142857142857
PARP4	0.231875
GALNT9	-0.212833333333333
NPY	-2.9095
BEGAIN	-2.36433333333333
TMEM77	0.135666666666667
FOXRED1	-2.0105
SLC16A2	1.3815
SLC35B1	-0.1495
GK5	-0.0646666666666667
SDCCAG10	-0.6185
C4orf20	-0.584
SLC9A2	3.23375
ADD1	0.755785714285714
TAL2	-0.936833333333333
ACLY	0.126875
DNAJC1	1.0405
SOST	-1.74575
USP43	1.66033333333333
CYP4F12	-1.21525
FKBP5	-0.631375
CHCHD5	0.3804
NUDT22	-0.00725
CCDC85B	-0.14425
OR51G2	0.537
STRN3	0.118071428571429
TMOD2	0.6855
FLI1	0.2525
MAB21L2	0.522
DGKQ	0.91375
VPRBP	0.208166666666667
SCNN1B	1.1966
ECHDC3	1.5688
TMEM106C	-0.4725
CSNK2A2	-0.567
RPL39	-0.4146
HERC3	0.734333333333333
ZBTB47	0.459333333333333
ZNF681	0.133
PAGE2	-2.67
CLIC5	2.68578571428571
RABAC1	0.488
ZFHX2	1.30425
YPEL1	-0.163833333333333
KIAA0776	0.7975
NR1D2	-0.29325
DNAJC4	0.87825
NPNT	3.7894
ZNF677	-0.6835
ZNF536	-0.40225
MEF2B	0.546666666666667
PTPN4	-0.127875
CTCFL	-3.7525
STX5	0.0716666666666667
CD72	1.57675
VEGFA	-0.751105263157895
XRCC1	-0.3603
MAS1L	0.8525
ELL	1.0253
SETBP1	1.29375
CDH11	2.58433333333333
NDC80	-1.46292307692308
DMBX1	-2.82375
NRSN1	0.7965
BAT2D1	0.697625
CDS2	0.257833333333333
C1orf212	-0.740166666666667
SENP3	-1.23625
IL1F9	0.332
EEF2K	-0.10475
COG8	0.09725
CEP72	-1.114
OR1L8	0.296
MUS81	-0.515333333333333
PHYH	1.572
GGT6	1.89283333333333
C22orf23	-0.946833333333333
C13orf33	2.0455
MAPK8IP2	2.00525
NELL2	5.368
POU3F2	-1.16866666666667
ALPK1	1.697375
MRPS18C	-1.014
RPLP2	0.19975
FGF22	1.0385
SPNS1	-0.548833333333333
ZFP1	-0.06125
IL1RAPL1	-1.0955
PCSK9	-3.8335
NKX2-1	-0.059
C6orf189	1.667
SP4	-0.483
SLC11A1	1.5916
C21orf25	0.0723333333333333
ICAM2	0.014625
SH3GL1	-0.3475
GSK3B	-0.511333333333333
RALB	0.551875
PDXP	-1.52183333333333
GNGT1	1.247875
KIR2DL1	0.4935
TNFAIP3	0.869583333333333
C6orf32	0.3403
CBLN2	-1.548
PANK3	-0.240875
TAAR9	0.381
WDR82	0.531214285714286
APOM	-3.6595
TRIP10	-0.0185
SPATA16	-0.1215
C1orf135	-0.994
USP51	0.067
TESK1	1.3435
C11orf64	0.225125
ZNF611	-0.0185
PDE6G	-0.115833333333333
HLA-DQA1	1.73825
GCLC	0.0895
SEC61A1	0.109285714285714
TWSG1	-0.613
ZMYND10	1.45025
CTDP1	-0.052375
ADAMTS6	-0.0651666666666667
SLIT1	-1.753
KRT86	0.143
KIAA0574	1.2085
GTPBP2	-0.8146
PQLC3	2.8235
PRRX2	-0.339
C15orf44	0.00116666666666666
MKKS	-0.990625
C11orf10	-0.45725
GPR110	0.399625
CD109	-1.91758333333333
ADCY1	-0.00333333333333333
RHBG	-2.66425
TP53I3	-0.657375
SLC22A3	-1.4467
UCP2	0.07475
FOXG1	-3.01483333333333
OR2AG1	0.4205
TRIM24	-0.56125
PROC	-2.818125
TAAR6	0.13125
AMTN	-1.535
C10orf47	-0.00833333333333334
DEPDC1	-1.84525
FLJ45557	1.9905
ZDHHC17	-0.0805
KIAA1429	0.400333333333333
KCNH1	1.20025
VNN3	0.05525
PSMAL	0.387
PPARD	0.5565
HFM1	-1.31625
YBX1	-1.391
ZNF695	-0.95275
SCTR	0.1045
DCDC1	-0.031
VPS26B	-0.0542999999999999
MTF2	-0.360666666666667
ATP6V1F	0.43275
CCDC94	-0.06775
PERF15	0.637
CCL11	2.10475
LMO7	-1.521875
DCST1	-0.071
ADRBK1	0.1965
CDRT4	-0.524875
ZNF84	-0.2175
HOXD8	0.3795
STARD8	0.0266666666666666
FOXP2	-1.465
CCDC103	0.158
POLR3A	-0.3539
GSC	3.25266666666667
ZNF114	-3.20133333333333
HTR7P	0.2165
LALBA	-0.0305
RMND5A	0.211
PSCD2	0.4725
ZNF409	-0.166
KRTAP1-3	0.956
MAF1	-1.0535
LOC201725	-1.83416666666667
NRN1	-1.855875
SPAG5	-1.57466666666667
DNAH7	0.8825
FLJ43860	0.3355
BRCA2	0.1125
ACADM	-1.261625
CXXC6	-3.92925
RAGE	-0.908125
CHMP2A	0.7835
FAM8A1	0.0289
GPR21	0.3315
SLC12A3	-2.469
FVT1	0.5375
ZDHHC7	-0.071125
FLJ44048	1.51925
SLC44A3	-0.283333333333333
SDSL	0.377666666666667
MMP8	-1.342
PLA2G12B	-3.39616666666667
ACY1	0.3575
MT1E	-1.45083333333333
OR4K15	0.3365
TECTB	-0.2115
GPR20	0.651
IRAK2	-0.39475
RFPL3	-0.454875
MYO9A	0.274
NARG1L	-0.167666666666667
BLMH	-0.6285
CCDC3	2.07416666666667
C9orf21	-0.753
KIAA0513	0.823833333333333
MIER2	0.45975
PNMA2	-2.20366666666667
SH3BP2	0.951
ANXA10	-1.9495
RTN2	0.001
TFB1M	-1.9845
PRPH2	0.34625
C14orf133	-0.4295
GOLGB1	0.896416666666667
IRX4	2.934375
NFKBIL1	0.539333333333333
C10orf62	0.0335
APBB3	-0.06675
RPS10	-0.2033
LOC728378	0.7275
TLE3	1.55305555555556
PSMB7	-0.912875
MESDC1	0.8675
SLC6A1	0.536833333333333
OCLN	1.696
PTTG3	-2.123
NAGLU	0.45125
SERTAD4	2.13025
SPRY1	1.2305
FLJ10781	0.20825
MYSM1	0.9455
TRIM4	-0.248428571428571
SH3YL1	0.8855
TREM2	4.25566666666667
SERPINI1	-1.41925
HDHD3	-0.01925
TMEM38A	0.366625
EID2B	-1.62125
TDRD3	0.260333333333333
SEDLP	0.39875
THSD7A	1.8355
NDST3	-2.4675
KLHL15	-0.924083333333333
DHRS12	1.762
FBXO9	-0.0615
TNPO1	-0.619833333333333
MRPL13	-1.21533333333333
SNX5	-1.17866666666667
METTL6	-0.643
SOD1	0.1105
CHML	-1.89116666666667
PACS1	0.915375
SIRT5	-0.7623
CAPN2	0.4415
FXYD5	0.695333333333333
TWISTNB	-0.718375
LRFN1	1.28516666666667
UBE1L	1.6875
UBE1C	-0.6045
OR51B2	0.2345
OR4D11	0.0935
C15orf2	0.247
NR4A1	1.587
LOC339047	-0.53375
TRIM17	-0.00112499999999999
ATP5G3	-0.856714285714286
RPL15	-0.850416666666667
ADAMTS8	-0.5075
HOXC4	0.869
C14orf37	0.859
CEACAM5	-2.686
MYT1L	-0.0665
RASA2	0.340625
OSBPL7	-0.3685
STAG1	-0.3965
GIMAP4	5.0035
FUT3	2.66283333333333
PIF1	-1.073
LPIN2	0.5834
SH3PX3	1.04025
PDP2	0.556
PAPD1	-0.065125
ERP27	0.11325
APOOL	0.4349
DIABLO	0.26875
TRHR	0.0645
ARMC9	-0.779375
RNF152	3.4565
SLITRK3	-0.434
ZNF211	0.8163
PFDN1	1.0215
RGS11	1.50275
HS6ST1	1.625
AKR1D1	-1.703
TNP2	0.215166666666667
STK31	2.77283333333333
EML4	-0.7225
SGTA	-0.417666666666667
HIST1H2BI	-0.631166666666667
PSMD6	-1.52033333333333
KIAA1257	4.54125
C18orf55	-1.24483333333333
FLJ20273	1.815125
RPL28	-1.0595
EPYC	1.290125
NOX3	-1.064
ELAC1	-1.57683333333333
METT11D1	-1.2655
BIN2	0.472
NACA2	-0.17225
CCDC17	-0.03
HM13	0.00240000000000001
UBOX5	-0.329375
UBE2O	0.92825
UBL5	-0.0625
APOLD1	1.471
C9orf31	0.31775
TNFSF8	-0.2585
ARHGAP29	0.942875
PROKR2	0.395
PDE5A	-0.243666666666667
C6orf12	0.073
TOM1L1	-1.1315
WHDC1	0.688125
FOXI1	1.57716666666667
RAB4A	-0.8491
TMEM39B	-0.59475
ATPBD1C	-1.54
FARSA	-0.622833333333333
PLEKHG5	2.15975
CMAS	-1.28933333333333
OR7E24	0.416
SLC30A1	-0.53575
CDC42EP5	1.78216666666667
PLAC1	-3.06025
KLHL18	-0.134416666666667
LBA1	0.8234
TAZ	-1.046
CRIP2	1.282875
BTBD11	0.0511666666666667
C16orf72	0.14375
DIO2	0.3745
LRRCC1	-0.188333333333333
CCDC136	-2.048
PRX	0.167625
RBM5	0.0349
TMEM85	-0.129375
TUBGCP4	-0.8905
APLN	0.294
CDK7	-0.2995
SSR2	0.63275
CRELD1	-0.78075
C19orf46	2.97025
GAL3ST4	0.3145
KBTBD10	1.025
IL28A	1.05125
WDR27	-0.346
MCM2	-1.63566666666667
SOX14	-0.5595
FLJ39743	0.0155
KIAA0922	-1.279875
HIPK4	0.787
FLJ25758	0.847
C16orf57	-0.40425
PDZD2	0.399375
MCC	0.721375
HHLA3	-0.671
ID2	1.20525
C20orf23	2.08758333333333
ZNF688	0.9945
APOC2	-1.35283333333333
LOC440093	-0.1225
FAM50B	0.468
PWP1	-0.6055
DNAH10	-0.19275
HIST1H2BA	0.45225
GPR56	1.2975
METAP2	-0.96925
PAN3	0.9665
STXBP4	0.21175
PDHX	0.092
MTA1	0.729
ZBED4	-0.525375
ZNF720	-0.35925
CDK2	-2.002625
RHOJ	0.414875
CDC37	-0.5015
ZER1	0.16875
GRK4	-0.549
PRPH	-0.50675
POLR2A	0.586375
OGFOD1	-0.6255
NOL5A	-1.29825
PHEX	0.373
FLJ16478	0.295
C20orf117	-0.0365
CAMTA2	-0.128
C11orf74	-0.543833333333333
DDX17	0.0593333333333333
C5orf27	0.119375
PLEKHA2	-0.7414
PDE4DIP	-0.4902
SCN7A	0.28275
ZNF559	-0.525
CXCL10	4.08825
ZMYM4	0.0861666666666667
STK32B	-1.42413333333333
KIAA0888	-1.2513
TACR3	0.14
CKAP2L	-0.6055
KIF1A	-1.1185
RSPRY1	0.4005
VCAN	0.385
CYP27C1	-0.1945
SYDE1	-1.27683333333333
MED12L	-0.37775
ZDHHC21	1.429625
NHS	-0.569
TM9SF3	1.66966666666667
DDHD1	0.741875
MAFG	-0.1585
BICD2	-0.7613
C14orf119	-0.662
C14orf43	1.072
CDH7	-1.0605
ALKBH5	-0.811285714285714
JUP	1.476375
TMEM41A	-0.239
MAMDC4	-0.428333333333333
CBX3	-0.70975
LRRC18	0.35225
RBMXL2	-0.09925
PLA2G4D	0.406
FGF13	-1.776
KIF3A	1.34216666666667
PDIA6	-0.713
DCXR	1.4625
CASKIN2	1.32425
EHD1	0.939166666666667
MARCKSL1	0.328833333333333
ZNF496	0.0118333333333333
SCAF1	0.4165
KCTD8	-1.058
TRAF3IP3	1.15714285714286
LSR	2.31125
CXorf1	0.0888333333333334
C14orf112	0.427666666666667
EIF2B1	-0.44
OMP	-0.5845
GSTZ1	-0.01575
LOC92017	0.7865
ISLR2	1.0995
C12orf36	0.3575
GATA2	0.450333333333333
GABRA5	-2.0845
CELSR2	0.0507857142857143
STAM2	1.1396
TNAP	0.1985
PTPMT1	-0.0533333333333333
GRP	4.97825
SV2A	-1.40766666666667
MAGEA12	-4.17325
CACNG1	0.4475
C18orf19	-1.5115
GSG1	-0.282333333333333
PTPRJ	0.189928571428571
FRMPD1	0.1015
ZNF668	0.6495
PLEKHJ1	-0.731625
ADAT1	-1.2445
TMEM50A	-0.0021
UCN3	0.3125
HOOK1	1.53625
IL17B	-1.491
MLKL	-0.120833333333333
TTC14	0.4295
KLHL5	-1.411125
CRYL1	-0.0203333333333334
FOXH1	0.1725
NFYB	-0.030125
PPM1G	0.20175
GOLGA2LY1	0.26775
NMT1	-0.393125
HADHA	-0.331
CHSY-2	0.403
PLEKHF1	1.83842857142857
SAGE1	-2.64
MUSTN1	0.32075
SUHW4	0.88225
TFEB	1.1605
ZFYVE27	0.51925
ATG12	-0.375666666666667
BMI1	0.309214285714286
ZIM3	-0.1285
MYH4	0.42425
MASP1	-0.989416666666666
KIAA0984	0.688
RPAP2	-0.43875
ASB5	-0.46875
BOLA3	-0.362833333333333
MIA3	0.824166666666667
KRT35	0.875
KIR3DL3	-0.4805
MRPL51	-1.191
SEMA3F	0.817333333333333
NDUFB2	0.431166666666667
LOC253012	0.277
FAM46C	-1.4232
G6PC	-2.12971428571429
CSAG3A	-4.50633333333333
PREX1	2.6605
SLC25A45	0.065
MAPKBP1	0.6543
CPE	0.5064
GNB1	-0.222875
CXCR6	0.053
TRIM46	0.162
C16orf3	0.641666666666667
HPSE	0.90075
TIGD3	1.1445
SPG3A	2.53425
LCAT	-0.755166666666667
ST6GAL1	-1.39166666666667
POMC	0.38975
FLJ36031	-1.09566666666667
NSMAF	0.172666666666667
SKIL	1.8215
ADSS	1.2945
HMGCS1	-1.88
POLR3F	-0.939166666666667
RAB10	0.4695
ZNF277P	-2.332125
ZBTB7B	0.613875
DHRS1	-0.187375
ABCC13	-0.5125
CNOT3	0.35775
NFKBIA	1.30225
GAK	0.404833333333333
SFT2D2	0.385833333333333
HOXA6	-0.579
CRTC1	0.817625
LY6D	-0.782833333333333
C20orf72	-0.493333333333333
CPT1A	0.59625
LMO1	-1.366
EIF3I	0.165
PRB4	0.524
MCM3APAS	-0.968875
C20orf132	-0.1846
FOXF2	-2.90825
S100A12	0.526
MLH1	-0.662
ACTN1	0.2733
MRPL36	-0.0788333333333333
C20orf106	0.114
FBXO6	1.94433333333333
MKS1	-0.402666666666667
CX3CR1	-1.0905
PDE1B	0.997
PLP1	-3.58125
KISS1	-0.354333333333333
C14orf2	-0.198
TBC1D3P2	0.275
COMMD6	0.329
ANKRD7	-1.904
PTCHD1	-1.673
NARS2	-1.1915
DOCK7	-0.775125
FAM127B	-0.23625
LOC390243	0.0785
N6AMT2	0.8145
ZNF391	-0.9085
DNAJB14	1.03633333333333
WRB	-0.70725
BPI	-0.0251666666666667
TTC4	-1.43766666666667
FAM10A5	-1.084
GOT1L1	0.166625
MAGED1	-0.6785
RESP18	0.06475
WFDC6	-0.22
MT2A	-2.1555
C11orf56	0.54475
KIAA1432	0.089
ROR1	-1.500625
HSD17B14	0.468333333333333
ZFAND2B	0.303125
SAMD4B	0.31125
HEXA	0.039125
HNRNPU	0.585318181818182
USP39	-0.286375
NRD1	-0.43
R3HDML	0.5535
FLT4	0.643333333333333
OMG	0.2528
OR52N4	0.532
LOC399818	-1.0475
ELA2	-2.25175
VENTXP1	-0.2035
RFC5	-1.2735
OR52L1	-0.732
PAX5	0.0925
FBXO2	1.91
GMEB1	0.937
AKT3	-0.823333333333333
CRB1	-1.40333333333333
CTTN	-0.0126666666666667
UTP15	-0.673666666666667
HSBP1	0.77925
PHF11	2.02725
NDEL1	-0.461666666666667
USP8	-0.05775
BAIAP2	0.8873125
SI	0.3612
ARSJ	-2.64383333333333
BAAT	-3.07475
KCNS3	1.48416666666667
LOC126147	-0.509333333333333
TMEM37	0.123
C1orf162	4.084
MBD1	-0.5201
ITGAL	1.02983333333333
WDR73	0.299833333333333
GKN2	-0.0438333333333333
ARFGAP1	-1.1355
SLC5A8	5.9985
ZBTB40	0.3519
CYP4B1	4.158
LYPLAL1	0.2195
CHST3	-1.87775
MAP3K9	0.173
BTAF1	-1.54616666666667
TFAP2E	0.5965
RBM35B	2.12525
LOC441251	-0.049
ANKRD25	-0.416888888888889
UQCRC2	-0.5235
MAEA	0.487666666666667
HYAL1	-2.7536
RNPEPL1	-0.049
CPSF2	-0.716625
PSD3	0.0519
ABCA13	0.107375
AGR2	0.043
GBX1	-0.246
HDLBP	0.288714285714286
ACY3	-0.8475
HECW1	-0.72425
ZNF519	-1.7645
HOPX	2.797
ZNF304	0.492875
OR12D3	0.0195
FKSG43	0.468
METTL1	-0.0435
MFSD3	0.3614
PSPH	-0.581
CLCA3	-0.975
DARS2	-1.08116666666667
CDC25A	-1.38266666666667
BAIAP2L1	-1.34775
B3GNT5	0.096875
USP29	0.83475
ARHGEF10L	1.3349
ATOX1	-0.380125
ADAM30	0.283
DNASE1	0.54375
STT3A	0.767833333333333
RAB6IP1	-0.44075
PTN	0.5313
C1orf106	1.31876923076923
HECA	1.506
RNF122	0.283
SLC22A18AS	0.402
GNG8	0.881833333333333
ELP4	-0.6865
FAM65A	0.969166666666667
RPL10A	-0.967333333333333
IRS4	0.428
MACF1	0.495
SEC24D	0.0815
LOC374395	0.5035
TGFB2	-1.075375
MDFIC	0.554
CHRNE	0.8925
PCMTD2	0.626666666666667
ATP6V0D1	-0.127666666666667
MTA2	1.087
LZTR1	-0.6055
RAP1A	-0.433333333333333
AXIN1	0.046
POLR1C	-0.786
TRIO	-0.466833333333333
PLXNA4A	0.0191666666666667
C5orf33	-1.167
DEPDC1B	-2.56975
ZNF473	-0.421333333333333
MTM1	0.0245
GPR107	0.3485
CSNK1A1L	0.546666666666667
FLJ14154	-0.25725
NLRC4	3.96075
ENPP4	1.133
PADI3	-0.0115
RNF170	-1.33875
CG018	1.10816666666667
C16orf7	0.215
KCNE1	0.65625
NRM	-1.0145
SLC37A3	0.264714285714286
TPD52L2	-1.1905
UNC5B	0.86675
C12orf12	-0.175166666666667
SDHB	-0.97
CLRN1	0.12025
NUDT10	-2.8454
UGT3A1	0.584625
FBXW8	-0.418375
RHOF	-0.291375
PTPLAD1	0.34125
MYO3B	-0.5035
DERA	-1.0845
TPP2	-0.971
C19orf53	0.349333333333333
GINS3	-1.829375
ST6GALNAC5	-1.3435
CHSY1	-0.1625
MGC15705	0.5495
GPR83	0.168333333333333
EXT2	0.26825
DOLK	0.65
TUBAL3	0.41725
ACVRL1	1.6515
ABL2	-0.314
C14orf156	-0.268166666666667
PTPRZ1	-3.136
DIP2C	0.235125
LAMP1	1.517125
RXRA	0.7487
MAP3K5	0.23275
ALKBH1	-0.359
PDLIM7	-0.533875
ARL14	-1.7805
SNIP1	-0.724833333333333
TIMP3	1.65691666666667
RGS3	-0.0721666666666667
SPAG16	-0.0385
ABHD4	0.03475
ARHGEF12	0.620181818181818
GLUD2	-1.0605
RAC2	-0.2039
UAP1L1	0.834
SLC18A3	0.375
YOD1	-0.872
RALY	-0.607
HMOX2	0.589125
DGKH	-0.111
DBNDD2	1.22066666666667
YIPF4	-0.250875
THAP10	-1.37975
ZNF513	1.1265
HAGHL	1.23966666666667
ITGB4	1.10266666666667
CCDC141	0.079
YTHDF3	-0.1385
C5orf28	0.20425
RPL7L1	-0.628375
TMEM30B	1.16535714285714
ANKRD35	0.3625
DUOXA2	-0.18125
TBC1D5	-0.025625
DFNB59	0.4015
HRH4	0.2425
MYO6	2.07
DNAJA4	2.17975
RBM24	0.913875
CEACAM20	-0.7605
RBM23	-0.901071428571429
NGFB	0.102
C1orf63	-0.679
KRTAP7-1	-0.0425
PERLD1	2.3475
NPB	0.567
C17orf59	0.1729
HSPBAP1	-0.17225
SLC15A4	-0.34675
PRTFDC1	-2.13825
OSMR	-0.894
CYSLTR2	0.61
C19orf25	0.5403
KIAA1797	-0.3385
NLRP6	-0.207
FAM105B	-0.0816
SCRN2	-0.425666666666667
LRRC58	-0.3083
RNF17	0.11675
NEIL3	-2.403
FAM137A	-0.61725
SKP2	-3.26725
PARVA	1.15716666666667
PKLR	-1.329
RNF34	-0.668
A3GALT2	0.26
C12orf50	0.00583333333333334
SUNC1	-1.386
FAM102B	1.39166666666667
CCT2	-1.3915
LRRC37A2	0.712
ARF4	0.178
SIKE	-0.14375
C8orf48	-1.2135
MBTPS1	0.381357142857143
GPSN2	0.4355
NCF2	3.0425
SLC12A6	0.240166666666667
MRPL48	-0.35275
HMGN3	-0.539833333333333
LRRC62	-1.06525
PAX9	0.829625
FAM55A	0.5
C20orf42	-0.966
SCML2	-1.28533333333333
BCL9	0.932
FAM40A	0.32575
C9orf41	-1.417
ZNF774	-0.374
LETM1	-0.4885
PLXNB1	0.300666666666667
NIPSNAP1	-1.094625
USP10	-0.554
F9	0.257
LIPE	3.27575
CNGB3	0.2305
C12orf52	-0.355875
PI4K2A	0.027875
MED8	-0.574375
STAT4	1.8627
FGD4	1.66466666666667
RNF145	-2.45683333333333
WDR32	0.4348
CLDN2	0.509833333333333
TCEAL8	-0.41575
