Hybridization REF	TCGA-BH-A0BR-01A-21R-A115-07
CXCL10	3.9685
ZMYM4	0.547833333333333
STK32B	-0.5106
KIAA0888	-0.5584
TACR3	0.7405
CKAP2L	-1.3085
KIF1A	0.392333333333333
RSPRY1	1.448
VCAN	2.47875
CYP27C1	0.3565
SYDE1	-0.709
MED12L	-0.797
ZDHHC21	1.708125
NHS	0.2075
TM9SF3	1.55616666666667
DDHD1	-0.11475
MAFG	-0.183666666666667
BICD2	-0.58
C14orf119	-0.1195
C14orf43	-0.00335714285714286
CDH7	-0.41625
ALKBH5	-0.208142857142857
JUP	1.358
TMEM41A	1.22266666666667
MAMDC4	-1.23883333333333
CBX3	-0.749125
LRRC18	0.13475
RBMXL2	-0.158
PLA2G4D	0.332166666666667
FGF13	1.146375
KIF3A	1.127
PDIA6	0.08875
DCXR	0.4725
CASKIN2	0.7655
EHD1	0.656666666666667
MARCKSL1	1.85733333333333
ZNF496	-0.396666666666667
SCAF1	0.208166666666667
KCTD8	-0.89575
TRAF3IP3	0.3015
LSR	1.30925
CXorf1	0.0364
C14orf112	-0.189166666666667
EIF2B1	0.0015
OMP	0.05
GSTZ1	0.09775
LOC92017	1.35
ISLR2	0.558
C12orf36	0.5
GATA2	-1.11083333333333
GABRA5	-1.2375
CELSR2	-0.532
STAM2	1.5443
TNAP	-0.207
PTPMT1	-0.859166666666667
GRP	6.69425
SV2A	-1.4345
MAGEA12	-4.32325
CACNG1	-0.3765
C18orf19	-0.60875
GSG1	0.4525
PTPRJ	-0.183571428571429
FRMPD1	-0.0785
ZNF668	0.43175
PLEKHJ1	-1.25825
ADAT1	-0.5061
TMEM50A	0.8876
UCN3	-0.1675
HOOK1	1.3655
IL17B	-0.586
MLKL	-0.240166666666667
TTC14	-0.334333333333333
KLHL5	0.386
CRYL1	0.129166666666667
FOXH1	-0.127
NFYB	-0.508375
PPM1G	-0.44375
GOLGA2LY1	-1.54525
NMT1	-0.815625
HADHA	-0.0317
CHSY-2	3.62875
PLEKHF1	1.55521428571429
SAGE1	-1.482
MUSTN1	0.009
SUHW4	0.792
TFEB	1.33133333333333
ZFYVE27	-0.046
ATG12	0.1705
BMI1	0.991857142857143
ZIM3	0.86475
MYH4	-0.03175
MASP1	-1.3035
KIAA0984	1.232
RPAP2	0.049
ASB5	-0.23525
BOLA3	-0.251
MIA3	1.189
KRT35	0.3665
KIR3DL3	-0.9685
MRPL51	-0.343
SEMA3F	1.5
NDUFB2	0.610166666666667
LOC253012	6.66675
FAM46C	-1.142
G6PC	-2.775625
CSAG3A	-4.93416666666667
PREX1	2.245
SLC25A45	0.001125
MAPKBP1	0.3887
CPE	-0.4965
GNB1	0.38075
CXCR6	3.1825
TRIM46	-0.1235
C16orf3	0.1645
HPSE	1.298625
TIGD3	-0.096
SPG3A	3.724
LCAT	-1.37366666666667
ST6GAL1	0.752888888888889
POMC	0.107
FLJ36031	-0.2355
NSMAF	-0.8655
SKIL	3.4185
ADSS	0.515
HMGCS1	-1.3809
POLR3F	-0.707666666666667
RAB10	0.745375
ZNF277P	-0.53275
ZBTB7B	1.530875
DHRS1	0.40575
ABCC13	-0.068875
CNOT3	0.2315
NFKBIA	0.598
GAK	-0.6325
SFT2D2	0.684833333333333
HOXA6	0.1325
CRTC1	-0.012875
LY6D	-0.779
C20orf72	-1.9125
CPT1A	1.56175
LMO1	-1.2965
EIF3I	0.07225
PRB4	-0.04775
MCM3APAS	-1.822125
C20orf132	-0.2104
FOXF2	-1.0735
S100A12	0.31075
MLH1	-0.455833333333333
ACTN1	0.4956
MRPL36	2.39733333333333
C20orf106	-0.66975
FBXO6	1.16316666666667
MKS1	-0.858666666666667
CX3CR1	-2.045375
PDE1B	1.3485
PLP1	-3.99925
KISS1	0.2595
C14orf2	-0.2215
TBC1D3P2	-1.7655
COMMD6	0.555
ANKRD7	-1.12525
PTCHD1	-0.869875
NARS2	-0.76225
DOCK7	-0.045625
FAM127B	0.239375
LOC390243	-0.184
N6AMT2	0.1675
ZNF391	-0.275
DNAJB14	0.571666666666667
WRB	-0.08775
BPI	0.0325
TTC4	-0.8635
FAM10A5	-0.24075
GOT1L1	0.2945
MAGED1	1.987875
RESP18	0.25825
WFDC6	3.1945
MT2A	1.493
C11orf56	-0.552
KIAA1432	0.417
ROR1	-0.631625
HSD17B14	1.17283333333333
ZFAND2B	0.25125
SAMD4B	-0.0615
HEXA	0.3845
HNRNPU	-0.304590909090909
USP39	-0.188375
NRD1	-0.3265
R3HDML	0.23175
FLT4	0.411333333333333
OMG	-0.230666666666667
OR52N4	0.256
LOC399818	0.10275
ELA2	-2.13825
VENTXP1	0.938
RFC5	-1.2005
OR52L1	0.3125
PAX5	0.3775
FBXO2	2.042
GMEB1	0.132
AKT3	0.278833333333333
CRB1	-1.3245
CTTN	1.5325
UTP15	-0.376
HSBP1	0.166666666666667
PHF11	1.319
NDEL1	0.2195
USP8	0.13825
BAIAP2	-0.070375
SI	0.0773333333333333
ARSJ	0.314666666666667
BAAT	-2.29525
KCNS3	4.81133333333333
LOC126147	-0.0368333333333333
TMEM37	0.59925
C1orf162	3.64316666666667
MBD1	-0.00930000000000001
ITGAL	0.201333333333333
WDR73	-0.672333333333333
GKN2	0.240666666666667
ARFGAP1	-0.752375
SLC5A8	-0.071
ZBTB40	-0.208
CYP4B1	3.6055
LYPLAL1	0.02
CHST3	-0.48375
MAP3K9	-0.1145
BTAF1	-0.726
TFAP2E	0.1095
RBM35B	1.214
LOC441251	-0.181833333333333
ANKRD25	-0.440611111111111
UQCRC2	-0.2525
MAEA	-0.27825
HYAL1	-2.4874
RNPEPL1	0.299333333333333
CPSF2	-0.38625
PSD3	-0.8027
ABCA13	-0.449
AGR2	4.21975
GBX1	-1.389
HDLBP	0.841357142857143
ACY3	1.10175
HECW1	-0.57775
ZNF519	-0.789
HOPX	3.990625
ZNF304	1.154125
OR12D3	0.085
FKSG43	0.10475
METTL1	-0.295
MFSD3	-0.4288
PSPH	-1.4195
CLCA3	0.1425
DARS2	-1.09716666666667
CDC25A	-1.97166666666667
BAIAP2L1	0.86525
B3GNT5	1.63925
USP29	0.1265
ARHGEF10L	0.6326
ATOX1	0.969125
ADAM30	-0.09775
DNASE1	-0.4545
STT3A	-0.4155
RAB6IP1	-0.30875
PTN	0.8548
C1orf106	-0.610230769230769
HECA	2.14875
RNF122	0.74925
SLC22A18AS	0.999333333333333
GNG8	0.381333333333333
ELP4	-0.592
FAM65A	0.2415
RPL10A	0.0785
IRS4	0.4065
MACF1	1.1505
SEC24D	1.7175
LOC374395	0.29375
TGFB2	1.53175
MDFIC	0.747875
CHRNE	0.270666666666667
PCMTD2	-0.4855
ATP6V0D1	1.12266666666667
MTA2	0.20725
LZTR1	-0.666833333333333
RAP1A	1.065
AXIN1	-0.52275
POLR1C	-0.594
TRIO	0.302416666666667
PLXNA4A	0.161333333333333
C5orf33	-0.87425
DEPDC1B	-2.63475
ZNF473	-0.925666666666667
MTM1	0.983
GPR107	0.827166666666667
CSNK1A1L	1.21966666666667
FLJ14154	-0.0035
NLRC4	3.7455
ENPP4	2.21533333333333
PADI3	2.0495
RNF170	-0.226875
CG018	0.124666666666667
C16orf7	0.20775
KCNE1	-0.0705
NRM	-0.616833333333333
SLC37A3	-0.253142857142857
TPD52L2	-0.680166666666667
UNC5B	2.437
C12orf12	0.3254
SDHB	-0.4445
CLRN1	0.257875
NUDT10	-0.1505
UGT3A1	0.49125
FBXW8	0.32925
RHOF	-0.7775
PTPLAD1	0.479875
MYO3B	-0.09375
DERA	-0.12375
TPP2	-0.5705
C19orf53	0.24
GINS3	-1.0545
ST6GALNAC5	2.828
CHSY1	1.244
MGC15705	0.38
GPR83	-0.359
EXT2	0.182125
DOLK	0.74075
TUBAL3	-1.39825
ACVRL1	1.8253
ABL2	-0.2495
C14orf156	0.0263333333333333
PTPRZ1	-3.4
DIP2C	0.79425
LAMP1	0.72875
RXRA	0.5748
MAP3K5	2.51625
ALKBH1	1.01616666666667
PDLIM7	0.615
ARL14	0.109
SNIP1	0.109833333333333
TIMP3	2.4455
RGS3	0.8525
SPAG16	1.2064
ABHD4	0.95325
ARHGEF12	0.608833333333333
GLUD2	0.2695
RAC2	-0.7079
UAP1L1	-1.335
SLC18A3	0.0905
YOD1	-2.01383333333333
RALY	-0.415
HMOX2	0.72575
DGKH	0.0595
DBNDD2	0.778166666666667
YIPF4	0.71175
THAP10	-0.7235
ZNF513	0.91875
HAGHL	-1.11
ITGB4	1.2025
CCDC141	-0.514
YTHDF3	0.29925
C5orf28	0.0785
RPL7L1	-0.48625
TMEM30B	0.931571428571429
ANKRD35	1.5545
DUOXA2	-0.2075
TBC1D5	-0.072125
DFNB59	-0.804
HRH4	-0.11175
MYO6	1.7459
DNAJA4	1.911875
RBM24	-1.454625
CEACAM20	-0.16625
RBM23	-0.0974285714285714
NGFB	0.256
C1orf63	-0.722
KRTAP7-1	0.1085
PERLD1	1.13975
NPB	0.3205
C17orf59	-0.3454
HSPBAP1	-0.711
SLC15A4	0.598625
PRTFDC1	-0.368
OSMR	0.0255
CYSLTR2	-0.116
C19orf25	-0.2689
KIAA1797	0.024
NLRP6	-0.448
FAM105B	0.5397
SCRN2	-0.493
LRRC58	0.5181
RNF17	-0.23725
NEIL3	-1.8855
FAM137A	-1.46825
SKP2	-2.72775
PARVA	1.58516666666667
PKLR	-0.788
RNF34	0.482125
A3GALT2	0.19
C12orf50	-0.0466666666666667
SUNC1	-1.64575
FAM102B	-0.329333333333333
CCT2	-0.5555
LRRC37A2	-0.5285
ARF4	0.732
SIKE	0.69975
C8orf48	0.439666666666667
MBTPS1	1.07778571428571
GPSN2	-0.313
NCF2	3.891
SLC12A6	0.6775
MRPL48	0.0605
HMGN3	-0.881666666666667
LRRC62	-0.81825
PAX9	0.89125
FAM55A	0.093
C20orf42	-2.987
SCML2	-1.9875
BCL9	0.49825
FAM40A	-0.3345
C9orf41	-0.637333333333333
ZNF774	0.4335
LETM1	-1.25375
PLXNB1	-1.149
NIPSNAP1	-0.213625
USP10	-0.171
F9	0.65375
LIPE	1.81725
CNGB3	0.2435
C12orf52	-0.271875
PI4K2A	0.2065
MED8	0.152875
STAT4	1.5172
FGD4	0.988666666666667
RNF145	0.0565
WDR32	-0.1355
CLDN2	0.141166666666667
TCEAL8	-0.54125
ZMYND8	-0.6341
PDXK	0.3475625
GATAD2A	-0.458
PTGES3	-0.7175
CCM2	-0.14575
TAP1	1.58425
ZNF670	0.376
ETS2	-0.0144285714285714
C6orf166	0.0993333333333333
PRMT2	0.504285714285714
OR4B1	0.213
INTS8	-1.352
CCDC102A	-0.138
CCDC83	0.444833333333333
ITGA1	1.0203
EPHA5	-1.7771
FAM24B	-0.904166666666667
TSGA10	0.576
HAL	-1.7465
MYOT	0.10775
SPACA3	0.04275
BCL2L2	-0.235833333333333
CUGBP2	0.669333333333333
CCNB3	-0.76975
RNF113B	-0.4315
MERTK	1.02375
BAG1	-0.26225
VPS36	-0.21725
ORMDL3	0.4614
C1orf190	0.69425
ZNF625	-0.0645
CORO2B	-1.06975
ALOX15	-0.3055
CST1	3.0445
NUPR1	2.85233333333333
CCL7	3.51925
SMCR5	-1.9625
DSC2	2.08
RBMS2	0.72425
GRIK4	0.548
TRIM65	-0.4198
TMPRSS6	1.41221428571429
TP53INP2	1.424
GLB1L	1.01716666666667
LOC388284	-0.328666666666667
PUS1	-1.29878571428571
BCL9L	-0.0705
OLFM1	1.03866666666667
RET	1.152375
MASTL	-1.95716666666667
ALX3	0.1575
IL1RL1	0.277333333333333
ZNF765	-0.7372
C14orf138	1.673
SNX10	-0.286666666666667
TAC4	0.121
C1orf64	-0.9805
POGK	0.17525
MAPK9	1.08825
ZNF366	2.3915
C8orf79	0.0261
CLDN7	2.21225
OR5AT1	0.0215
TRIM37	-2.20825
LRRC25	2.719
GRHL2	1.215
TEKT3	1.82675
LASS5	-0.107666666666667
ABCC4	-1.08883333333333
DLG3	2.072875
VGLL1	0.9855
ZFP36L2	1.22783333333333
MFRP	-0.0941666666666667
KIAA1799	-0.237
FLJ44379	1.731
PCNX	-0.19975
ANXA9	0.5445
CYP4V2	1.2502
PIK3C2A	0.503
SRR	-0.3595
NOL3	0.86375
IFITM2	0.7515
ARNTL2	-1.1065
ZNF595	0.8295
NLRP13	-0.541
ASPH	0.57325
CPA2	0.077
PVRIG	-1.253
LEPR	-0.8245
C16orf42	0.000833333333333329
SH3BGRL	3.58625
FAM77D	-0.785833333333333
FNDC7	0.579
C9orf6	1.14633333333333
NOTCH2NL	1.3545
PGBD1	-0.889166666666667
SYNGR2	0.403666666666667
PITPNA	0.3120625
PRPF4B	-0.6025
SLC43A3	-0.846
NRBP1	0.43275
SLC25A22	-0.24675
ILK	0.43525
SLC22A8	0.331333333333333
MRPS7	-0.64875
PITX2	-0.43225
FABP3	0.450875
OR1L1	-0.168
LOC728215	-0.372375
BLID	-0.834
KIAA1217	2.63994117647059
TFPT	1.2815
AP4B1	-0.66425
VBP1	-1.08125
OR1K1	0.2145
MORC3	0.298
BHMT2	0.737
C3orf10	0.163375
FZD7	1.42316666666667
WFDC10A	-0.643
PMS2CL	-0.420875
CCDC32	0.160666666666667
FA2H	1.238
ALG13	0.623
TTLL7	-0.4649
SPOCK3	0.898
SLC13A2	0.5075
AIM1	1.73825
GPRC6A	0.5415
EGR2	5.045
MED11	-0.20925
WWC1	1.61875
SH3GL3	-3.125
RIF1	0.339571428571429
PRLH	0.1555
VLDLR	-0.172
DBT	0.4665
C21orf63	1.3675
CGGBP1	-0.77575
KRTAP12-2	-0.319
TADA3L	-0.167625
ZBTB16	0.72575
PDGFB	1.216625
RFX1	0.26925
UQCRB	-0.7443
LOC133874	-0.526
HPS3	0.13425
LGALS3BP	1.0603
DKFZP564O0823	1.69685714285714
MRFAP1L1	-0.327375
HOXA10	-0.704166666666667
NGB	0.196
KIF21A	0.515384615384615
IFLTD1	0.0535
LZTS1	-0.09725
ARHGEF3	1.09225
RHBDL3	-1.762
CSNK1G2	-0.396416666666667
ChGn	0.02525
KIAA1244	2.71333333333333
GABRB2	0.1965
MGC72080	-0.38
CD27	2.83
EGLN1	-0.8865
PEX13	1.45075
RWDD3	0.349
RNF12	0.175833333333333
GRIN2B	0.8365
ADAMTS14	-0.386125
DYDC2	0.210833333333333
ATP6AP1	0.7898
NR1H2	-0.265666666666667
PDK2	0.07675
C3orf17	0.2795
SLC38A2	0.0433571428571429
SLC25A29	-0.2455
C15orf29	0.715
ADAM9	0.685833333333333
TMUB2	-0.055125
GPR176	-0.18675
AGK	0.2225
MCCD1	0.21775
NDUFA4	-0.20575
TMEM146	-0.05375
DUSP1	1.157
UNQ6975	0.631
EMX2OS	4.85375
INSM2	-0.36525
LUZP4	-0.11
SETD6	-0.56225
P2RY2	1.93575
SLC45A2	-1.333
RABGAP1	0.445333333333333
UBXD5	0.432375
GPRC5A	1.3563
PAK3	0.773666666666667
LOC63920	-0.16475
TGFBR1	1.4345
KRTAP6-3	0.195
SFMBT2	-0.323
CDC42	0.6263125
C11orf35	-0.417
TTLL2	-0.33075
UACA	0.880583333333333
CD97	-1.2644
SETD5	-0.721875
NINJ2	0.704
PTER	1.06983333333333
POMGNT1	0.405
KRTAP4-2	-0.0235
ECGF1	2.762875
HRB	-0.038
ATP1B2	0.0803
LOC400506	-0.652
COL4A3BP	0.7735
C6orf97	2.046
GRHPR	-0.544375
TAS2R1	0.987
SEMA7A	-0.6045
EDF1	0.59625
ODF2L	1.5981
PCID2	-0.988666666666667
GTF2H4	-1.03166666666667
ZCCHC3	-1.375125
CGB2	0.372833333333333
NEUROD1	-0.22525
C20orf75	-0.244
RP5-1054A22.3	1.143
IFNA5	0.211
ZNF134	0.53825
MGC119295	-0.901
ZSWIM6	0.1335
SMEK1	0.276166666666667
PCGF2	-0.01775
C1orf102	2.93025
CYP2A13	0.646
KCNH6	-0.8464
MDM1	0.4457
ALDH7A1	0.429666666666667
C9orf75	0.214
VDAC3	-0.79675
OR51T1	0.372
EIF3F	-0.601083333333333
KCNJ10	-0.192625
LENG8	-0.07425
EDEM2	-0.137416666666667
CCNJL	-0.407
DHX37	-0.5465
CRYGN	0.877
AATF	-1.004625
ZNF630	0.241625
E2F5	-1.087
WFDC13	-0.16325
FTSJ3	-0.707666666666667
C4orf33	0.2745
LHFPL4	-2.13725
C19orf56	-0.132916666666667
SMAD4	0.69525
AFM	0.138666666666667
G0S2	0.63725
FCHSD2	0.917
RRP1B	-0.6983
EEF1B2	-1.21683333333333
STAT6	1.38483333333333
ZNF195	-0.68325
GNL1	-1.11233333333333
ZNRF2	1.41866666666667
PER3	-1.09325
ASB16	0.01325
C10orf10	1.53014285714286
ADCY8	-3.71483333333333
C9orf58	-0.267
ARMC10	0.147166666666667
PSG1	-0.693
DHX34	-0.14975
VARS2	-0.403125
NFIC	1.1985
ITPR2	1.1665
AGXT2	0.210166666666667
OR6K3	0.122
H2AFZ	-1.52141666666667
MLLT3	-0.387916666666667
COX4I2	1.699
CCNT2	0.34275
PLK4	-2.020625
NUMBL	-0.241666666666667
MED16	-0.39825
PLEKHQ1	1.6555
GOSR1	0.184333333333333
BTG4	0.25575
RPL30	-0.530083333333333
IGSF5	0.5295
IGFL2	4.4545
ELMOD2	0.548166666666667
SHC3	-0.639
HAVCR1	0.063
DYNC2H1	-0.24575
RNF5	0.184666666666667
C2orf7	0.5
NLF1	0.369
KLHL25	-0.181
LRP10	1.4262
KRI1	-0.87175
PUS7L	0.395833333333333
MGMT	0.89425
HOXD1	0.7515
CSH1	-0.0736
ATG16L2	-1.673
FLJ44635	0.358
CHODL	-0.23125
EXOSC8	-2.01125
SLC28A1	-0.047
MYO7B	-0.286666666666667
SEH1L	-0.4322
MTNR1A	0.414333333333333
TSPAN5	0.0181666666666667
CDC45L	-3.63516666666667
AMIGO1	0.084
ATAD3A	-0.45925
OSGIN2	-0.2845
PDIK1L	0.629833333333333
DARC	2.296875
PIPSL	0.228
SHMT1	-0.6105
CRISP3	2.016
POPDC2	1.786
ZRANB2	-1.01333333333333
FBXL8	0.2255
TRIP13	0.587545454545454
EIF5AL1	-1.2845
POU5F1P3	-4.90716666666667
IL6	1.14066666666667
CXorf38	1.23566666666667
IFNA16	0.064
FBXL2	0.526
BRD1	-0.40425
STATH	0.1275
FBXO44	1.04383333333333
MCCC2	0.79925
CDC2	-2.1449
C5orf23	0.83375
IVD	-0.329666666666667
C10orf122	-0.57625
MSL3L1	0.4583
MVP	1.23075
EPOR	-0.545
ZMYM1	-0.637
BCL7C	0.6825
PSTPIP2	0.1687
LYPD1	-0.978375
OR8G5	0.493
ZP3	-1.004
BCAS4	-0.330416666666667
EDG6	1.9835
ISY1	-0.12875
PRAMEF2	-1.0875
CUL1	-0.420625
RNF213	0.743
CCRK	1.0825
DHX9	-0.734125
C13orf29	-0.005
NCKAP1	0.149333333333333
MRPL43	0.620214285714286
XPR1	0.49025
PKN2	0.477
PODNL1	1.4625
ZNF333	0.268875
DALRD3	0.73375
OPN1SW	0.5885
BTBD6	1.545
C11orf82	-0.741
OR5P3	-0.265
DUSP11	0.46875
L1CAM	-1.0175
NEK11	0.917666666666667
OR7E91P	0.6045
CNTN3	2.9084
CREB3L2	1.02675
ZBTB37	-0.0935
KIAA1324L	0.0915
NDUFB10	-0.031
NUDT2	-0.89375
GTPBP8	0.38175
CACNA1D	-0.258375
PRKAA2	0.993
PRDM8	0.0415
MGC16075	-0.142666666666667
KRT14	0.139428571428571
PP8961	0.277625
MRPL18	0.487
ABCG2	-2.49825
PACRG	2.9665
BBS2	0.39175
KREMEN2	0.2175
FBXO21	0.377
HNRPUL1	-0.0715833333333333
GRB10	-0.39225
CLSTN1	1.638625
LMAN2	0.4344
C17orf61	-0.59025
NIPSNAP3A	0.35925
INSIG2	-0.154166666666667
PCDHB7	2.1775
STXBP2	0.799
CMAH	1.57945454545455
SEMA5B	0.00724999999999999
ZNF155	0.280166666666667
COQ6	-0.5305
PRPF4	-0.14225
TSPAN15	2.857
VN1R5	0.1145
LATS2	1.442
SELK	-0.00275
PGK2	0.233
MS4A1	-0.44375
TYW3	-0.5493
KRTAP5-1	0.01175
RCCD1	-1.45916666666667
BTN1A1	0.1215
DDX28	-0.2655
TMEM65	0.266125
LOC92345	-0.2195
TTC31	-0.5835
WDR46	-0.633833333333333
CHP2	-0.100333333333333
LSP1	0.77875
ZNF542	1.479
EXOSC1	0.063
ARHGAP18	1.15316666666667
LRRTM4	-0.86225
MAOB	-0.292
CACNB4	-0.40825
MGC33846	0.044625
RANBP3L	1.530125
ATP5L	-0.554875
ONECUT1	-1.848
NUDT9	0.16925
TMEM149	1.481
STX17	1.33075
IGSF10	-2.97225
TMPRSS9	0.135
BMPR2	1.93841666666667
ALLC	-0.0935
KLF7	1.343375
GCC1	0.5803
TIMM9	-1.21425
CDO1	0.7295
MGC10701	-1.04416666666667
IFI6	1.03583333333333
FRMD8	0.0625
MGAT2	1.73625
WBP5	0.0591666666666667
CNIH2	-0.10625
KIAA0907	-1.4718
KCNH8	-0.102
CTSG	0.52125
GRIK1	-0.332333333333333
CUL5	-0.070875
FRMD1	0.038
OR9A4	0.6565
SYT6	-1.662875
FOXD4L2	-0.892
ANAPC2	-0.2675
OPN5	-1.523
TAF13	1.3205
LYG2	-0.359
GGNBP1	-0.208
C11orf40	0.2155
OTX2	-0.8865
REG4	0.130666666666667
EIF5	-0.1915625
PALB2	-0.53125
SEPSECS	-0.5929
RNASE3	0.0715
TRIM49	-0.4075
POLR2K	-0.4477
GPR42	0.273
C8B	-2.441
SASS6	-0.82575
PREB	-0.250666666666667
OR3A3	0.309
TUBA8	0.307
IGLV2-14	-1.35525
STIL	-1.5575
ANKFN1	0.075
NME7	-0.3895
HOXC12	0.7565
UBE2C	-1.1615
FHOD1	0.02475
CDK2AP1	0.991666666666667
OR6K2	0.39175
DHPS	-0.7805
RPL5	-0.68075
TRGV5	0.1875
LOC541472	0.59525
HCCS	0.0514
DENND1B	1.456
LHX3	-0.6965
OR5D16	0.26
CXorf57	-2.3316
IRF2BP1	0.17625
NDST2	1.22716666666667
LCE3D	0.1855
BOLL	0.42625
SYT3	-0.31875
PIH1D2	1.7795
C20orf7	-0.97
IL1R2	1.07666666666667
SLAMF9	1.1735
PPME1	1.925125
PIK3CA	1.2955
TRAPPC1	0.415875
COLEC10	-0.131
SLC9A6	-0.915833333333333
PDDC1	-1.07433333333333
CCDC53	-0.52075
GK3P	0.5415
DAZL	-0.842
BRI3	0.22225
SDK1	-0.4225
CYP2C18	0.4095
IFI44L	2.02525
RPL3L	0.148
FUT9	-1.45233333333333
KIFC2	-0.784833333333333
PMP2	-0.52575
SLC4A9	-0.0625
PLAG1	-2.06816666666667
MYCBP2	0.217666666666667
OR4E2	-0.081
CCDC65	0.6035
C16orf82	0.088125
ENTPD4	0.08075
BRP44L	0.58325
PMP22CD	-0.21025
TMCO4	0.69
KCNN1	-0.748166666666667
WDR35	0.5405
CCDC80	2.952375
C3orf31	-1.89425
SLC7A9	-1.15475
TMEM190	-1.453
DBC1	-0.924166666666667
FADS3	-0.752166666666667
PDZD8	1.59733333333333
GRM5	0.303625
AZGP1	3.7549
PEX3	1.039
MED1	-0.368714285714286
ATG4C	-0.547
HNRPH3	-1.120875
FAM109B	1.47225
C4orf17	0.035
CA10	0.0035
OPRD1	-0.097
CCL16	-1.37925
SACM1L	-0.3595
CST6	5.03
CD63	1.0078125
LGI1	-2.06375
ZNF784	0.136
CRYBB1	-0.3055
CX3CL1	0.0823
TOP2A	-2.483125
GYPB	-2.0685
GADD45GIP1	-0.469
FEN1	-2.17
IGF1R	-1.292625
WDR72	-2.50066666666667
PURG	0.007
DEFB126	-0.6625
PKD1L1	0.51475
CAV1	-1.5223
GNPDA2	0.0191
DGAT2	-0.591875
NLGN1	-3.53675
STRBP	0.197625
HPRT1	-1.08733333333333
FANCI	-2.6925
PSMA7	0.191
DBF4B	-0.696833333333333
TTF1	-0.8395
RAD54L	-2.27175
ELOF1	0.84425
PLAGL2	-0.03925
ZNF256	0.60825
HMGCL	0.00974999999999999
MSI2	-0.184666666666667
RPESP	3.299
C11orf60	-0.07675
ABCD1	0.7125
ACAA1	0.4983
SPARCL1	4.77078571428571
IL6ST	0.7614
ZNF319	0.9335
TMEM109	-0.3811
FAM90A1	-1.7745
IL22RA1	-0.9285
ATP4B	0.4165
TEC	-1.088
C7orf30	-0.8835
TXNDC2	-0.0971666666666667
ABCB4	0.14675
KIAA1191	0.9335
C9orf38	0.1
SFTPB	0.036625
CNTNAP2	-0.0231666666666667
FRK	3.875
TBX19	-0.36525
CHD4	-0.08425
C6orf26	-3.4015
MOSC2	1.55725
IKBKE	-0.46225
HIF1A	0.0318333333333333
LOC595101	-0.052
RELA	0.19
TMEM16B	-0.623166666666667
ABHD12B	-2.516
TSEN34	1.313
KIF18A	-0.933
TXNDC9	0.464833333333333
SPATA2L	0.424
SEMA4G	-0.257
C21orf91	-0.148625
MATN1	-0.2135
KCNIP4	-0.502
TUSC1	1.79975
OR4C15	0.47225
ARMCX6	0.31025
WBSCR27	-0.4505
OR52I2	-0.6305
KIAA1604	0.19275
DYNC1I1	0.710375
PPP4C	1.032
SLC47A2	-1.94933333333333
TREH	0.09325
CD48	1.70966666666667
ST14	2.09516666666667
PKN1	-0.3185
SPON2	2.53525
XBP1	0.776166666666667
SFRS12	0.190166666666667
EFCAB6	2.4745
SELT	-0.35875
SLC39A2	0.3595
ERF	-0.877333333333333
ARL3	0.774625
SURF6	-1.1666
MLLT10	-0.967142857142857
FLJ11171	0.921
TDGF1	-4.19466666666667
ERCC6	-0.70175
EIF2AK4	0.719625
BAZ1A	0.759333333333333
LRRN3	-0.584833333333333
TMC3	-0.279
EFTUD1	-0.6785
PTPRO	1.467
CLEC12A	1.26925
ACBD4	-0.393625
ZDHHC14	-0.34875
OTUD7B	0.895875
ACTB	0.667875
MSRA	0.036375
LCE5A	0.48
IFI35	0.1895
BSCL2	0.595
ANKRD12	0.85275
CFHR2	0.7605
RGAG1	-0.052
HSFY1	-0.333
SLC30A5	0.341666666666667
IMPG1	0.36
GPR109A	0.2355
ZNF185	1.53
IYD	4.40275
NPCDR1	0.2175
SERPINA13	0.723
HMGCLL1	-0.639333333333333
NEUROG1	0.232166666666667
UBQLN1	0.394875
LIN37	0.7705
SOCS2	-2.068
DSCR4	-1.091125
XKR6	-1.25875
GPR142	0.2545
KRTAP13-3	0.2865
CCDC15	-0.593
MOS	-0.068
CD1E	-1.124
OFCC1	0.920333333333333
FAM83D	-2.04575
SRFBP1	-0.08725
C9orf96	-0.0265
DHDH	-0.712
CCDC90A	-0.0155
RABL3	1.604
CD320	-2.13733333333333
ANGEL2	-0.185916666666667
MRPL21	1.4555
SMG6	0.315
INSR	0.7926875
FLJ14816	-0.555
GLRB	-0.799
C9orf89	1.06775
CIZ1	-0.565625
URG4	-0.544333333333333
LRDD	-1.828
CBY1	0.601333333333333
NFX1	-0.48175
MTERFD2	-0.166071428571429
C19orf23	0.369
PGC	-2.67075
IER3IP1	0.5161
RASAL2	1.36191666666667
C1orf89	-0.63575
SYNJ1	-0.077625
NFKBIE	1.2855
FLJ40125	-1.361
TCEB2	0.4182
NOG	-1.508
POLR2J2	-0.787
HLA-B	3.10325
PCDHA1	2.0615
PPP2R2B	-0.5735
ARHGEF17	1.23483333333333
TCF7L2	1.12335714285714
CHD5	-0.258333333333333
ZNF431	0.827625
TBC1D25	0.038
ZNF800	0.92575
SCUBE2	1.67972727272727
MYCBP	0.8765
GPX5	0.0205
C6orf129	0.222333333333333
QSER1	0.375166666666667
ULK2	1.21725
PIGO	-0.154166666666667
NRCAM	-2.76135714285714
SLC35E3	0.801625
CSRP2	-0.622
HYPE	0.689
