Hybridization REF	TCGA-BH-A0HU-01A-11R-A034-07
SCTR	-0.7556
DCDC1	-0.2125
VPS26B	-0.7247
MTF2	-0.622666666666667
ATP6V1F	0.04425
CCDC94	-0.579
PERF15	0.293
CCL11	2.43666666666667
LMO7	-1.698375
DCST1	-0.515
ADRBK1	0.177375
CDRT4	-1.119125
ZNF84	-0.71625
HOXD8	1.4415
STARD8	-0.377666666666667
FOXP2	-1.1545
CCDC103	2.315
POLR3A	-0.8713
GSC	1.648
ZNF114	-2.40483333333333
HTR7P	-0.0575
LALBA	-1.64
RMND5A	0.19
PSCD2	-0.333
ZNF409	0.9465
KRTAP1-3	-0.1675
MAF1	-0.321
LOC201725	-0.8495
NRN1	-2.714875
SPAG5	-0.740666666666667
DNAH7	1.89466666666667
FLJ43860	0.316
BRCA2	0.7515
ACADM	-0.41875
CXXC6	-3.045875
RAGE	0.557125
CHMP2A	0.5775
FAM8A1	-0.2397
GPR21	-0.075
SLC12A3	-2.939
FVT1	0.0807142857142858
ZDHHC7	-0.259125
FLJ44048	-0.00199999999999999
SLC44A3	1.899
SDSL	-0.213333333333333
MMP8	-1.5445
PLA2G12B	-2.62916666666667
ACY1	-0.89
MT1E	-1.855
OR4K15	0.273
TECTB	-1.995
GPR20	0.09525
IRAK2	-1.2915
RFPL3	-0.711666666666667
MYO9A	-0.087
NARG1L	-0.406166666666667
BLMH	0.370125
CCDC3	2.17633333333333
C9orf21	-0.4985
KIAA0513	-0.117666666666667
MIER2	0.87275
PNMA2	-2.6091
SH3BP2	1.168625
ANXA10	-1.6895
RTN2	-0.990333333333333
TFB1M	-1.254
PRPH2	1.48125
C14orf133	0.06175
GOLGB1	0.787333333333333
IRX4	-0.712875
NFKBIL1	0.446166666666667
C10orf62	0.10425
APBB3	0.0425
RPS10	0.7297
LOC728378	0.75175
TLE3	1.10383333333333
PSMB7	-0.467125
MESDC1	0.5245
SLC6A1	0.799
OCLN	2.6305
PTTG3	-0.403166666666667
NAGLU	-0.142
SERTAD4	2.465
SPRY1	-0.424
FLJ10781	-0.188916666666667
MYSM1	1.17975
TRIM4	0.200142857142857
SH3YL1	1.604375
TREM2	3.768
SERPINI1	0.06775
HDHD3	0.53975
TMEM38A	0.673
EID2B	-0.6305
TDRD3	-0.807666666666667
SEDLP	1.11725
THSD7A	0.5035
NDST3	-3.0205
KLHL15	-1.03408333333333
DHRS12	1.276
FBXO9	-0.127785714285714
TNPO1	-0.4405
MRPL13	0.223166666666667
SNX5	-1.91933333333333
METTL6	-0.2525
SOD1	-0.42875
CHML	-1.06166666666667
PACS1	-0.128125
SIRT5	-0.4635
CAPN2	-0.098
FXYD5	-0.826
TWISTNB	0.143
LRFN1	0.7854
UBE1L	1.1155
UBE1C	-0.014
OR51B2	-3.39325
OR4D11	-0.9135
C15orf2	-0.315
NR4A1	-0.4025
LOC339047	-1.73475
TRIM17	2.7585
ATP5G3	-0.307214285714286
RPL15	-0.78525
ADAMTS8	-0.62875
HOXC4	1.7445
C14orf37	1.31
CEACAM5	0.314875
MYT1L	0.446833333333333
RASA2	0.106
OSBPL7	-2.3705
STAG1	0.6295
GIMAP4	4.1845
FUT3	-0.129
PIF1	-2.427875
LPIN2	0.0971
SH3PX3	0.22625
PDP2	0.18425
PAPD1	0.487
ERP27	1.257
APOOL	0.552444444444444
DIABLO	0.15125
TRHR	0.0437142857142857
ARMC9	0.1255
RNF152	2.68775
SLITRK3	-0.0874999999999999
ZNF211	0.2769
PFDN1	0.678625
RGS11	0.13
HS6ST1	0.7691
AKR1D1	-4.04
TNP2	0.144
STK31	3.33683333333333
EML4	-1.06866666666667
SGTA	-0.7235
HIST1H2BI	-1.31316666666667
PSMD6	-1.916
KIAA1257	-0.17575
C18orf55	-0.546166666666667
FLJ20273	1.788125
RPL28	-0.103833333333333
EPYC	0.810125
NOX3	0.2585
ELAC1	-1.04333333333333
METT11D1	-0.41675
BIN2	-0.963833333333334
NACA2	0.123
CCDC17	1.21075
HM13	-0.6508
UBOX5	-0.219375
UBE2O	0.255
UBL5	0.98475
APOLD1	0.081375
C9orf31	0.5975
TNFSF8	0.6805
ARHGAP29	0.12925
PROKR2	0.7995
PDE5A	1.93733333333333
C6orf12	0.2015
TOM1L1	0.3555
WHDC1	0.605875
FOXI1	0.0203333333333334
RAB4A	0.6518
TMEM39B	-0.0255
ATPBD1C	-1.24375
FARSA	-0.569666666666667
PLEKHG5	0.21725
CMAS	-0.576666666666667
OR7E24	0.1215
SLC30A1	0.3635
CDC42EP5	0.6365
PLAC1	-0.9155
KLHL18	-0.257083333333333
LBA1	-0.6998
TAZ	-1.388
CRIP2	1.153125
BTBD11	-1.923
C16orf72	0.68625
DIO2	0.8539
LRRCC1	1.12616666666667
CCDC136	-2.4925
PRX	-0.0137142857142857
RBM5	-0.7258
TMEM85	-0.346125
TUBGCP4	-1.59266666666667
APLN	1.415375
CDK7	0.260666666666667
SSR2	1.10091666666667
CRELD1	-0.28175
C19orf46	3.479
GAL3ST4	-0.320166666666667
KBTBD10	0.46375
IL28A	0.017
WDR27	-0.688
MCM2	-0.219
SOX14	-1.198
FLJ39743	0.17
KIAA0922	-1.45425
HIPK4	0.793
FLJ25758	0.642
C16orf57	-0.7095
PDZD2	0.553
MCC	0.346625
HHLA3	-0.8742
ID2	-0.93275
C20orf23	2.29241666666667
ZNF688	1.618
APOC2	-2.54583333333333
LOC440093	-0.697
FAM50B	1.9705
PWP1	-0.4655
DNAH10	0.346333333333333
HIST1H2BA	0.819333333333333
GPR56	0.694166666666667
METAP2	-0.546625
PAN3	1.10616666666667
STXBP4	1.43175
PDHX	-0.33
MTA1	-0.387
ZBED4	-0.154375
ZNF720	-0.69025
CDK2	-0.400875
RHOJ	-0.672875
CDC37	-0.488666666666667
ZER1	0.34125
GRK4	0.1235
PRPH	0.523
POLR2A	0.470125
OGFOD1	-0.3895
NOL5A	-1.393
PHEX	0.82
FLJ16478	-0.12125
C20orf117	-0.63625
CAMTA2	-0.629
C11orf74	0.425166666666667
DDX17	-0.7925
C5orf27	-0.480375
PLEKHA2	-1.6107
PDE4DIP	-1.5782
SCN7A	2.396
ZNF559	-0.322
CXCL10	4.161
ZMYM4	0.427666666666667
STK32B	-0.287866666666667
KIAA0888	-2.6295
TACR3	1.549
CKAP2L	0.082
KIF1A	-0.918166666666667
RSPRY1	0.53925
VCAN	0.802
CYP27C1	-0.2735
SYDE1	-1.95266666666667
MED12L	-1.25575
ZDHHC21	0.924375
NHS	-1.455
TM9SF3	1.5725
DDHD1	-0.762875
MAFG	-0.61425
BICD2	-0.9738
C14orf119	0.212833333333333
C14orf43	0.6425
CDH7	-0.0165
ALKBH5	-0.334571428571429
JUP	1.179125
TMEM41A	0.817
MAMDC4	-1.1045
CBX3	-0.368875
LRRC18	-1.5825
RBMXL2	-1.491
PLA2G4D	1.28083333333333
FGF13	0.25725
KIF3A	0.562666666666667
PDIA6	-1.4
DCXR	0.4185
CASKIN2	0.897083333333333
EHD1	1.14466666666667
MARCKSL1	1.155
ZNF496	0.564166666666667
SCAF1	0.240666666666667
KCTD8	-1.75333333333333
TRAF3IP3	0.559142857142857
LSR	1.642
CXorf1	1.219
C14orf112	1.178
EIF2B1	-0.51575
OMP	-0.0125
GSTZ1	0.40175
LOC92017	0.7945
ISLR2	0.849
C12orf36	0.9365
GATA2	-1.75283333333333
GABRA5	-3.7815
CELSR2	-0.579928571428571
STAM2	0.5336
TNAP	-0.946
PTPMT1	0.116833333333333
GRP	7.1635
SV2A	-2.13633333333333
MAGEA12	-4.14175
CACNG1	2.965
C18orf19	0.46925
GSG1	-0.5302
PTPRJ	-0.726428571428571
FRMPD1	2.1145
ZNF668	0.509
PLEKHJ1	-0.483625
ADAT1	-1.3888
TMEM50A	0.4005
UCN3	0.1925
HOOK1	2.424125
IL17B	-0.5735
MLKL	-1.7125
TTC14	-0.537166666666667
KLHL5	-0.76925
CRYL1	-0.0648333333333333
FOXH1	0.138
NFYB	-0.00149999999999999
PPM1G	0.15125
GOLGA2LY1	-1.98075
NMT1	-0.1855
HADHA	-0.52
CHSY-2	1.19625
PLEKHF1	0.372071428571429
SAGE1	-2.9595
MUSTN1	0.1135
SUHW4	0.8225
TFEB	1.06216666666667
ZFYVE27	1.2865
ATG12	0.0503333333333333
BMI1	-0.190285714285714
ZIM3	0.817333333333333
MYH4	-1.0265
MASP1	-1.58175
KIAA0984	-0.55225
RPAP2	-0.93825
ASB5	0.981
BOLA3	-0.640166666666667
MIA3	1.04233333333333
KRT35	-1.2085
KIR3DL3	-0.5875
MRPL51	-0.17575
SEMA3F	0.806
NDUFB2	0.533
LOC253012	-0.26875
FAM46C	-2.61255555555556
G6PC	-1.838625
CSAG3A	-4.553
PREX1	2.7645
SLC25A45	0.298125
MAPKBP1	0.5397
CPE	-0.9849
GNB1	-1.817375
CXCR6	1.629
TRIM46	-0.29
C16orf3	0.220166666666667
HPSE	-0.473857142857143
TIGD3	1.456
SPG3A	1.97125
LCAT	-1.4255
ST6GAL1	0.134222222222222
POMC	-0.19775
FLJ36031	-1.047
NSMAF	0.4115
SKIL	2.0645
ADSS	0.174833333333333
HMGCS1	-1.716
POLR3F	0.0291666666666666
RAB10	-0.482
ZNF277P	-0.11225
ZBTB7B	0.686625
DHRS1	0.3335
ABCC13	3.349875
CNOT3	0.22675
NFKBIA	1.48375
GAK	-0.518833333333333
SFT2D2	1.64316666666667
HOXA6	0.7255
CRTC1	0.145625
LY6D	-1.05066666666667
C20orf72	-0.174166666666667
CPT1A	1.178
LMO1	-3.223
EIF3I	0.596
PRB4	0.0336666666666667
MCM3APAS	-1.414875
C20orf132	-2.3149
FOXF2	-1.951
S100A12	0.07
MLH1	-0.682333333333333
ACTN1	1.2229
MRPL36	-0.126
C20orf106	-1.1185
FBXO6	0.718166666666667
MKS1	-0.0531666666666667
CX3CR1	-3.10025
PDE1B	1.4065
PLP1	-3.64225
KISS1	0.217333333333333
C14orf2	0.119333333333333
TBC1D3P2	-0.09375
COMMD6	0.4695
ANKRD7	-1.57475
PTCHD1	-1.244625
NARS2	-1.70525
DOCK7	-0.243375
FAM127B	-0.610125
LOC390243	-0.0155
N6AMT2	0.333
ZNF391	-0.7975
DNAJB14	-0.0796666666666667
WRB	-0.300375
BPI	-0.150583333333333
TTC4	0.181333333333333
FAM10A5	-0.9875
GOT1L1	0.752666666666667
MAGED1	-0.133375
RESP18	0.51575
WFDC6	3.12325
MT2A	-1.3165
C11orf56	0.66475
KIAA1432	-0.3445
ROR1	-1.605125
HSD17B14	0.592666666666667
ZFAND2B	0.68025
SAMD4B	0.77225
HEXA	-0.436
HNRNPU	0.345136363636364
USP39	0.00924999999999999
NRD1	0.68925
R3HDML	0.96325
FLT4	0.189666666666667
OMG	-0.086
OR52N4	0.5515
LOC399818	-0.369
ELA2	-1.89525
VENTXP1	1.4335
RFC5	-1.025
OR52L1	-0.0235
PAX5	1.224
FBXO2	-1.22625
GMEB1	-0.4335
AKT3	-1.59966666666667
CRB1	-1.3196
CTTN	0.564
UTP15	0.472666666666667
HSBP1	-0.357333333333333
PHF11	1.3275
NDEL1	-0.715833333333333
USP8	-0.41025
BAIAP2	0.252125
SI	0.899
ARSJ	-2.87616666666667
BAAT	-4.42775
KCNS3	1.94183333333333
LOC126147	-1.066
TMEM37	0.31175
C1orf162	2.55566666666667
MBD1	-0.8582
ITGAL	-0.982166666666667
WDR73	-0.106166666666667
GKN2	1.35283333333333
ARFGAP1	-1.178125
SLC5A8	-1.4464
ZBTB40	0.1858
CYP4B1	4.01883333333333
LYPLAL1	-0.3335
CHST3	-1.64075
MAP3K9	0.175
BTAF1	-1.76633333333333
TFAP2E	0.7905
RBM35B	0.58225
LOC441251	0.422833333333333
ANKRD25	-0.833277777777778
UQCRC2	-0.4515
MAEA	-0.0485833333333334
HYAL1	-3.2112
RNPEPL1	0.0741666666666667
CPSF2	-0.338625
PSD3	-0.6869
ABCA13	-0.752333333333334
AGR2	0.96325
GBX1	-1.138
HDLBP	0.777785714285714
ACY3	-0.33625
HECW1	-0.01775
ZNF519	-2.43966666666667
HOPX	4.46233333333333
ZNF304	1.76975
OR12D3	-1.0985
FKSG43	-2.81625
METTL1	0.537625
MFSD3	1.1024
PSPH	-0.222
CLCA3	0.536
DARS2	-0.338666666666667
CDC25A	-1.54583333333333
BAIAP2L1	-0.00449999999999999
B3GNT5	-2.2535
USP29	0.935333333333333
ARHGEF10L	1.5184
ATOX1	0.357375
ADAM30	0.40425
DNASE1	0.556
STT3A	0.48375
RAB6IP1	-0.13325
PTN	0.2768
C1orf106	-0.407769230769231
HECA	1.86425
RNF122	0.66
SLC22A18AS	-0.971666666666667
GNG8	-0.152833333333333
ELP4	-0.4755
FAM65A	0.225833333333333
RPL10A	-1.0265
IRS4	3.455
MACF1	1.5341
SEC24D	-0.493
LOC374395	0.32925
TGFB2	-0.0995
MDFIC	-0.51
CHRNE	1.05233333333333
PCMTD2	-0.624666666666667
ATP6V0D1	-0.688833333333333
MTA2	1.36025
LZTR1	-0.743
RAP1A	-0.630333333333333
AXIN1	-0.1355
POLR1C	-0.0275
TRIO	0.0955833333333333
PLXNA4A	-0.520333333333333
C5orf33	-0.0715
DEPDC1B	-1.43875
ZNF473	0.6685
MTM1	-0.825
GPR107	0.8835
CSNK1A1L	-0.0845
FLJ14154	-0.0965
NLRC4	3.48425
ENPP4	2.12783333333333
PADI3	-0.685
RNF170	0.314125
CG018	0.542833333333333
C16orf7	-0.31475
KCNE1	-1.0625
NRM	-0.3195
SLC37A3	-0.677714285714286
TPD52L2	-1.18116666666667
UNC5B	1.39975
C12orf12	0.16775
SDHB	-1.2965
CLRN1	-0.595166666666667
NUDT10	-2.20233333333333
UGT3A1	-0.791
FBXW8	0.17775
RHOF	-1.47825
PTPLAD1	-0.509
MYO3B	-2.09766666666667
DERA	-0.78875
TPP2	-1.21075
C19orf53	0.66
GINS3	-0.584875
ST6GALNAC5	3.5385
CHSY1	-0.2225
MGC15705	0.634
GPR83	-0.184166666666667
EXT2	0.28725
DOLK	1.00525
TUBAL3	0.283
ACVRL1	1.0475
ABL2	0.111
C14orf156	-1.07566666666667
PTPRZ1	-4.70885714285714
DIP2C	-0.044625
LAMP1	-0.350875
RXRA	0.9681
MAP3K5	-0.15125
ALKBH1	0.594333333333333
PDLIM7	-0.49325
ARL14	-2.7815
SNIP1	0.827333333333333
TIMP3	0.65625
RGS3	0.3945
SPAG16	0.6798
ABHD4	-0.12725
ARHGEF12	-0.044
GLUD2	-1.3525
RAC2	-2.0137
UAP1L1	-2.9775
SLC18A3	-0.5605
YOD1	-0.161416666666667
RALY	-0.16925
HMOX2	0.8705
DGKH	-0.19225
DBNDD2	2.61833333333333
YIPF4	-0.4645
THAP10	-1.292
ZNF513	0.492
HAGHL	-1.23216666666667
ITGB4	-0.722833333333333
CCDC141	-4.1895
YTHDF3	0.54275
C5orf28	-0.035
RPL7L1	-0.78375
TMEM30B	1.52885714285714
ANKRD35	0.117
DUOXA2	-0.0975
TBC1D5	-0.643
DFNB59	-1.0545
HRH4	0.200333333333333
MYO6	1.1308
DNAJA4	1.015625
RBM24	-0.439875
CEACAM20	-0.26875
RBM23	-0.844785714285714
NGFB	-1.4035
C1orf63	-1.4957
KRTAP7-1	-0.565
PERLD1	1.84025
NPB	-0.265
C17orf59	0.1347
HSPBAP1	0.19975
SLC15A4	0.42725
PRTFDC1	-0.4185
OSMR	-0.4315
CYSLTR2	-0.853
C19orf25	0.6426
KIAA1797	-0.049
NLRP6	-0.517
FAM105B	0.4644
SCRN2	-0.554833333333333
LRRC58	-0.5262
RNF17	0.2435
NEIL3	-1.4665
FAM137A	-0.62025
SKP2	-2.2465
PARVA	0.335583333333333
PKLR	-1.021
RNF34	-0.270375
A3GALT2	1.49166666666667
C12orf50	1.65925
SUNC1	-0.98975
FAM102B	-1.2145
CCT2	-1.07525
LRRC37A2	0.194
ARF4	-0.5125
SIKE	-0.618625
C8orf48	0.253166666666667
MBTPS1	0.462357142857143
GPSN2	0.2315
NCF2	3.84525
SLC12A6	-0.633833333333333
MRPL48	-0.48675
HMGN3	-0.190833333333333
LRRC62	-0.84625
PAX9	1.191875
FAM55A	1.232
C20orf42	-3.21133333333333
SCML2	-1.90183333333333
BCL9	1.62275
FAM40A	-1.076
C9orf41	-1.01166666666667
ZNF774	-0.6295
LETM1	-0.29675
PLXNB1	0.254166666666667
NIPSNAP1	-0.647
USP10	-1.40225
F9	-0.352
LIPE	1.97325
CNGB3	4.252
C12orf52	0.12775
PI4K2A	-0.22525
MED8	0.516125
STAT4	0.6563
FGD4	0.459666666666667
RNF145	-2.2605
WDR32	0.0445
CLDN2	1.0642
TCEAL8	-0.19625
ZMYND8	-1.4355
PDXK	-0.84390625
GATAD2A	1.043
PTGES3	-0.8275
CCM2	-0.50125
TAP1	1.73825
ZNF670	-0.354
ETS2	-1.2245
C6orf166	0.00416666666666666
PRMT2	-0.432571428571429
OR4B1	0.2655
INTS8	-1.0335
CCDC102A	0.085
CCDC83	-1.3548
ITGA1	-0.2138
EPHA5	-2.19122222222222
FAM24B	0.716
TSGA10	1.155
HAL	-2.8566
MYOT	-0.036
SPACA3	-0.79625
BCL2L2	0.0178333333333333
CUGBP2	-1.06333333333333
CCNB3	1.356
RNF113B	-0.172
MERTK	-0.284
BAG1	0.85
VPS36	-1.26975
ORMDL3	0.6674
C1orf190	-0.30675
ZNF625	0.74275
CORO2B	-1.7485
ALOX15	-1.912
CST1	4.727
NUPR1	2.71116666666667
CCL7	0.402333333333333
SMCR5	-2.6095
DSC2	2.656
RBMS2	0.06925
GRIK4	null
TRIM65	-0.7285
TMPRSS6	-0.888214285714286
TP53INP2	-0.16925
GLB1L	-0.0108333333333333
LOC388284	-0.891
PUS1	-0.180857142857143
BCL9L	-1.034
OLFM1	0.171833333333333
RET	1.155125
MASTL	-1.07433333333333
ALX3	0.3025
IL1RL1	-0.40325
ZNF765	-1.58
C14orf138	-0.5325
SNX10	-1.37083333333333
TAC4	0.3065
C1orf64	3.53475
POGK	1.321
MAPK9	-0.7675
ZNF366	1.49825
C8orf79	-0.600555555555556
CLDN7	2.560375
OR5AT1	0.7045
TRIM37	-2.06525
LRRC25	1.883
GRHL2	4.3525
TEKT3	0.263
LASS5	-0.668333333333333
ABCC4	-2.86854545454545
DLG3	1.21275
VGLL1	-0.353714285714286
ZFP36L2	1.31633333333333
MFRP	-0.482
KIAA1799	0.30475
FLJ44379	0.355
PCNX	0.1795
ANXA9	1.0545
CYP4V2	0.9198
PIK3C2A	-0.37675
SRR	-0.219
NOL3	-2.00125
IFITM2	1.055
ARNTL2	-1.73475
ZNF595	-0.34075
NLRP13	-7.211
ASPH	-0.273625
CPA2	0.7205
PVRIG	-1.30833333333333
LEPR	-2.397
C16orf42	0.316833333333333
SH3BGRL	1.8355
FAM77D	0.6702
FNDC7	-0.806
C9orf6	0.5265
NOTCH2NL	2.06316666666667
PGBD1	-0.632166666666667
SYNGR2	0.321333333333333
PITPNA	-1.0236875
PRPF4B	-0.9232
SLC43A3	-1.12257142857143
NRBP1	-0.43775
SLC25A22	0.66375
ILK	-0.114375
SLC22A8	0.7274
MRPS7	-0.25425
PITX2	-0.01875
FABP3	0.507375
OR1L1	0.853
LOC728215	-0.658285714285714
BLID	-2.1855
KIAA1217	2.93417647058823
TFPT	0.1775
AP4B1	-0.895
VBP1	-2.5065
OR1K1	0.8885
MORC3	-0.8985
BHMT2	-0.641833333333333
C3orf10	-0.039125
FZD7	0.289666666666667
WFDC10A	0.5915
PMS2CL	-0.192625
CCDC32	-0.140166666666667
FA2H	0.911
ALG13	-0.346
TTLL7	0.073375
SPOCK3	-0.72375
SLC13A2	0.748
AIM1	2.28075
GPRC6A	0.952
EGR2	2.34775
MED11	0.268
WWC1	1.28975
SH3GL3	-4.32575
RIF1	-0.661714285714286
PRLH	0.06
VLDLR	-1.8345
DBT	-0.103
C21orf63	0.07275
CGGBP1	-0.300375
KRTAP12-2	1.113
TADA3L	-0.806125
ZBTB16	0.601
PDGFB	0.02625
RFX1	0.709125
UQCRB	0.6771
LOC133874	0.2995
HPS3	-0.7645
LGALS3BP	0.5046
DKFZP564O0823	1.4315
MRFAP1L1	-0.352625
HOXA10	-1.778
NGB	0.9495
KIF21A	0.556615384615385
IFLTD1	-0.647
LZTS1	-1.18525
ARHGEF3	1.89775
RHBDL3	0.644
CSNK1G2	-0.111
ChGn	-2.17525
KIAA1244	1.9665
GABRB2	-0.3695
MGC72080	-0.3075
CD27	3.46775
EGLN1	-1.8485
PEX13	0.85775
RWDD3	-0.72775
RNF12	-0.453166666666667
GRIN2B	null
ADAMTS14	-1.47042857142857
DYDC2	3.381
ATP6AP1	-0.351
NR1H2	-0.142
PDK2	0.30625
C3orf17	0.430666666666667
SLC38A2	0.189428571428571
SLC25A29	0.290666666666667
C15orf29	-0.97875
ADAM9	-1.205
TMUB2	0.526375
GPR176	-0.99925
AGK	-0.842142857142857
MCCD1	2.849
NDUFA4	-0.44525
TMEM146	-0.403
DUSP1	0.67075
UNQ6975	2.31
EMX2OS	4.687
INSM2	-0.5845
LUZP4	1.222
SETD6	-0.7035
P2RY2	2.44125
SLC45A2	-0.8515
RABGAP1	0.660833333333333
UBXD5	0.36275
GPRC5A	1.5893
PAK3	-1.1968
LOC63920	-1.19225
TGFBR1	0.4216
KRTAP6-3	-0.1545
SFMBT2	-0.350666666666667
CDC42	0.252375
C11orf35	0.218
TTLL2	0.0434999999999999
UACA	0.3195
CD97	-2.2798
SETD5	-0.5365
NINJ2	-1.05925
PTER	0.222333333333333
POMGNT1	1.154
KRTAP4-2	-1.3415
ECGF1	1.84475
HRB	-0.693545454545454
ATP1B2	-0.528
LOC400506	0.08725
COL4A3BP	0.8365
C6orf97	0.19425
GRHPR	0.11325
TAS2R1	0.196
SEMA7A	-2.86
EDF1	0.05025
ODF2L	0.8077
PCID2	-0.991333333333333
GTF2H4	0.0361666666666667
ZCCHC3	-0.847625
CGB2	0.0401666666666667
NEUROD1	-0.634333333333333
C20orf75	-0.544
RP5-1054A22.3	1.52416666666667
IFNA5	0.7605
ZNF134	0.228083333333333
MGC119295	0.1516
ZSWIM6	0.109875
SMEK1	0.591666666666667
PCGF2	0.182
C1orf102	3.3405
CYP2A13	1.376
KCNH6	-0.7394
MDM1	1.5887
ALDH7A1	-0.290333333333333
C9orf75	0.62275
VDAC3	0.321
OR51T1	-2.5835
EIF3F	-0.159083333333333
KCNJ10	0.420142857142857
LENG8	0.3875
EDEM2	0.37375
CCNJL	-0.899166666666667
DHX37	0.027
CRYGN	0.9715
AATF	-0.29475
ZNF630	1.795875
E2F5	-0.731
WFDC13	0.457333333333333
FTSJ3	-0.630833333333333
C4orf33	0.29875
LHFPL4	-2.7245
C19orf56	-0.321
SMAD4	-0.921375
AFM	0.09875
G0S2	0.45225
FCHSD2	-0.7233
RRP1B	-1.2301
EEF1B2	-0.673333333333333
STAT6	-0.383666666666667
ZNF195	0.327
GNL1	-1.32933333333333
ZNRF2	0.199833333333333
PER3	-0.00675000000000001
ASB16	0.21325
C10orf10	0.953071428571429
ADCY8	-3.495
C9orf58	1.33316666666667
ARMC10	0.258
PSG1	-1.39
DHX34	0.065
VARS2	0.067
NFIC	-0.2395
ITPR2	0.974
AGXT2	-0.184666666666667
OR6K3	-0.699
H2AFZ	0.035
MLLT3	0.607833333333333
COX4I2	1.541
CCNT2	-0.630625
PLK4	-1.273
NUMBL	-0.116
MED16	0.18175
PLEKHQ1	0.65125
GOSR1	0.915388888888889
BTG4	0.3405
RPL30	0.665083333333333
IGSF5	-0.8145
IGFL2	1.2715
ELMOD2	0.663166666666667
SHC3	-1.20683333333333
HAVCR1	0.4285
DYNC2H1	-1.106375
RNF5	-0.507
C2orf7	0.16
NLF1	0.8045
KLHL25	0.6595
LRP10	0.7871
KRI1	0.2565
PUS7L	-0.856833333333333
MGMT	1.501
HOXD1	-0.321333333333333
CSH1	0.6133
ATG16L2	-1.05375
FLJ44635	-0.492
CHODL	0.23025
EXOSC8	-1.215
SLC28A1	0.15125
MYO7B	-0.944166666666666
SEH1L	0.3313
MTNR1A	-0.357666666666667
TSPAN5	-0.933166666666667
CDC45L	-1.79666666666667
AMIGO1	1.328
ATAD3A	-1.175375
OSGIN2	0.968833333333333
PDIK1L	0.279
DARC	2.617625
PIPSL	0.696
SHMT1	-0.708
CRISP3	0.071
POPDC2	1.66083333333333
ZRANB2	-0.941833333333333
FBXL8	0.15175
TRIP13	-1.20072727272727
EIF5AL1	-1.968
POU5F1P3	-5.48666666666667
IL6	-2.114
CXorf38	0.295833333333333
IFNA16	0.044
FBXL2	1.78033333333333
BRD1	0.41175
STATH	0.124333333333333
FBXO44	0.454333333333333
MCCC2	1.21975
CDC2	-1.7855
C5orf23	1.66375
IVD	-1.03466666666667
C10orf122	-0.314333333333333
MSL3L1	0.5023
MVP	0.702
EPOR	-1.0226
ZMYM1	-0.355
BCL7C	0.548333333333333
PSTPIP2	0.0847
LYPD1	-2.0915
OR8G5	-0.505
ZP3	-1.16783333333333
BCAS4	1.6315
EDG6	1.67775
ISY1	-0.549
PRAMEF2	-0.84025
CUL1	-0.836375
RNF213	1.1694
CCRK	2.30475
DHX9	0.038375
C13orf29	-0.53175
NCKAP1	-0.284666666666667
MRPL43	1.1635
XPR1	0.53625
PKN2	-0.3493
PODNL1	0.546
ZNF333	0.564875
DALRD3	0.1425
OPN1SW	0.4225
BTBD6	1.41875
C11orf82	-4.2185
OR5P3	1.236
DUSP11	-0.27
L1CAM	-2.0431
NEK11	1.65033333333333
OR7E91P	0.344
CNTN3	1.733625
CREB3L2	0.45425
ZBTB37	0.7495
KIAA1324L	-1.544
NDUFB10	-0.125666666666667
NUDT2	-0.02625
GTPBP8	-0.05525
CACNA1D	-1.103125
PRKAA2	-0.434833333333333
PRDM8	0.4185
MGC16075	-2.03333333333333
KRT14	-1.06178571428571
PP8961	0.384875
MRPL18	0.58675
ABCG2	-3.2835
PACRG	0.28725
BBS2	0.60425
KREMEN2	-2.966
FBXO21	0.7625
HNRPUL1	0.264583333333333
GRB10	0.08225
CLSTN1	0.531875
LMAN2	-0.4511
C17orf61	-0.191
NIPSNAP3A	0.755
INSIG2	-0.745166666666667
PCDHB7	1.91333333333333
STXBP2	-0.415125
CMAH	0.164363636363636
SEMA5B	-0.808
ZNF155	-0.0801666666666666
COQ6	-0.367166666666667
PRPF4	0.1115
TSPAN15	0.7942
VN1R5	0.748333333333333
LATS2	0.309
SELK	0.627
PGK2	0.959
MS4A1	-1.121875
TYW3	0.5104
KRTAP5-1	0.89725
RCCD1	-1.26533333333333
BTN1A1	0.5275
DDX28	0.0425
TMEM65	0.7985
LOC92345	0.44
TTC31	-0.3715
WDR46	-0.601166666666667
CHP2	-1.44416666666667
LSP1	0.191625
ZNF542	0.19525
EXOSC1	0.45475
ARHGAP18	-0.397333333333333
LRRTM4	-1.3505
MAOB	1.74725
CACNB4	-0.9485
MGC33846	0.441375
RANBP3L	0.891
ATP5L	-0.54
ONECUT1	-4.204
NUDT9	1.0735
TMEM149	0.8275
STX17	1.8445
IGSF10	-3.157
TMPRSS9	0.3
BMPR2	0.601272727272727
ALLC	1.90766666666667
KLF7	0.687375
GCC1	0.8898
TIMM9	-0.2745
CDO1	-0.8105
MGC10701	-0.162666666666667
IFI6	1.12183333333333
FRMD8	1.31075
MGAT2	0.338
WBP5	0.120833333333333
CNIH2	0.83775
KIAA0907	-0.7658
KCNH8	-0.249
CTSG	-1.8365
GRIK1	-2.2878
CUL5	0.122375
FRMD1	0.9445
OR9A4	null
SYT6	-1.529375
FOXD4L2	0.894
ANAPC2	-0.547833333333333
OPN5	0.118
TAF13	-0.46825
LYG2	-1.35375
GGNBP1	0.7125
