Hybridization REF	TCGA-BH-A0EA-01A-11R-A115-07
LOC390243	0.0345
N6AMT2	0.97975
ZNF391	-0.434
DNAJB14	0.523666666666667
WRB	-0.458625
BPI	0.27875
TTC4	-0.9335
FAM10A5	-0.5285
GOT1L1	0.1
MAGED1	1.23375
RESP18	-0.06575
WFDC6	1.15375
MT2A	0.5205
C11orf56	0.585
KIAA1432	0.455
ROR1	-0.645625
HSD17B14	2.01916666666667
ZFAND2B	-0.221875
SAMD4B	0.1445
HEXA	-0.039
HNRNPU	0.154227272727273
USP39	-0.374125
NRD1	-0.869
R3HDML	0.23975
FLT4	0.370333333333333
OMG	-0.051
OR52N4	0.57
LOC399818	-1.70425
ELA2	-2.03425
VENTXP1	-3.087
RFC5	-1.599
OR52L1	-0.329
PAX5	-0.2015
FBXO2	0.15575
GMEB1	0.3145
AKT3	0.388166666666667
CRB1	0.1265
CTTN	-0.638833333333333
UTP15	-0.7405
HSBP1	-1.17116666666667
PHF11	1.67025
NDEL1	0.150166666666667
USP8	0.08825
BAIAP2	-0.0976875
SI	0.401833333333333
ARSJ	-0.131166666666667
BAAT	-2.745
KCNS3	2.65983333333333
LOC126147	0.215833333333333
TMEM37	1.15225
C1orf162	3.188
MBD1	-0.1674
ITGAL	0.518333333333333
WDR73	-0.185833333333333
GKN2	-0.0365
ARFGAP1	-1.41375
SLC5A8	2.85983333333333
ZBTB40	0.1367
CYP4B1	4.07566666666667
LYPLAL1	0.62625
CHST3	-0.0635
MAP3K9	0.173
BTAF1	-0.871833333333333
TFAP2E	-0.1475
RBM35B	-0.86675
LOC441251	-0.0901666666666667
ANKRD25	0.330111111111111
UQCRC2	0.036
MAEA	0.293416666666667
HYAL1	-1.9259
RNPEPL1	0.0711666666666667
CPSF2	-0.813125
PSD3	2.3049
ABCA13	-0.0202500000000001
AGR2	1.9445
GBX1	-1.226
HDLBP	0.472857142857143
ACY3	-0.1855
HECW1	0.074
ZNF519	-1.4525
HOPX	3.3165
ZNF304	0.496875
OR12D3	-0.192
FKSG43	-0.4675
METTL1	-0.606875
MFSD3	-0.5128
PSPH	-1.43125
CLCA3	-0.268
DARS2	-0.724833333333333
CDC25A	-2.93133333333333
BAIAP2L1	-0.7925
B3GNT5	0.18125
USP29	-0.0465
ARHGEF10L	1.1052
ATOX1	0.387875
ADAM30	-0.24375
DNASE1	-0.09175
STT3A	-0.92475
RAB6IP1	-0.299
PTN	3.1449
C1orf106	-1.21261538461538
HECA	1.64425
RNF122	-1.10625
SLC22A18AS	-0.1085
GNG8	0.576833333333333
ELP4	-0.62025
FAM65A	0.125166666666667
RPL10A	0.5505
IRS4	2.137
MACF1	1.1486
SEC24D	0.01175
LOC374395	0.4145
TGFB2	0.767875
MDFIC	0.313
CHRNE	0.591166666666667
PCMTD2	0.188833333333333
ATP6V0D1	0.4095
MTA2	-0.8465
LZTR1	-0.356333333333333
RAP1A	-0.227666666666667
AXIN1	-0.019875
POLR1C	-0.9765
TRIO	0.379166666666667
PLXNA4A	0.851833333333333
C5orf33	-0.8605
DEPDC1B	-5.825625
ZNF473	-0.946
MTM1	0.809
GPR107	0.0175
CSNK1A1L	0.385333333333333
FLJ14154	0.38625
NLRC4	3.0505
ENPP4	1.9405
PADI3	-0.209
RNF170	-0.14775
CG018	1.41666666666667
C16orf7	-0.34375
KCNE1	1.34475
NRM	-1.07066666666667
SLC37A3	-0.269571428571428
TPD52L2	-1.46483333333333
UNC5B	2.6875
C12orf12	-0.385
SDHB	-0.79325
CLRN1	0.112
NUDT10	0.142
UGT3A1	-0.215125
FBXW8	-0.1655
RHOF	-1.1395
PTPLAD1	-0.451125
MYO3B	0.532
DERA	-0.99775
TPP2	-1.48625
C19orf53	0.004
GINS3	-2.661375
ST6GALNAC5	1.9285
CHSY1	-0.2325
MGC15705	0.746
GPR83	-0.453333333333333
EXT2	0.1425
DOLK	0.37475
TUBAL3	3.08925
ACVRL1	2.4717
ABL2	0.370333333333333
C14orf156	-0.372166666666667
PTPRZ1	-3.194375
DIP2C	1.36725
LAMP1	0.6055
RXRA	0.8381
MAP3K5	0.939
ALKBH1	-0.214666666666667
PDLIM7	0.6605
ARL14	-2.51
SNIP1	-0.669
TIMP3	2.06775
RGS3	0.166666666666667
SPAG16	0.8879
ABHD4	0.62225
ARHGEF12	0.923583333333333
GLUD2	-0.546
RAC2	-0.2204
UAP1L1	-0.825
SLC18A3	-0.254
YOD1	-1.28408333333333
RALY	-0.7385
HMOX2	0.314625
DGKH	0.60875
DBNDD2	1.37233333333333
YIPF4	0.1145
THAP10	-0.2055
ZNF513	0.32275
HAGHL	-0.3025
ITGB4	1.50566666666667
CCDC141	-0.3585
YTHDF3	-0.308
C5orf28	-0.17925
RPL7L1	-0.465125
TMEM30B	1.06178571428571
ANKRD35	2.294
DUOXA2	-0.3515
TBC1D5	0.652125
DFNB59	0.474
HRH4	0.361
MYO6	3.2456
DNAJA4	1.1405
RBM24	-0.592625
CEACAM20	-1.8015
RBM23	0.154142857142857
NGFB	-0.407
C1orf63	-0.8415
KRTAP7-1	-0.1325
PERLD1	1.557
NPB	0.0385
C17orf59	0.9092
HSPBAP1	-0.63125
SLC15A4	-0.23975
PRTFDC1	-1.078
OSMR	-1.03107142857143
CYSLTR2	-0.9535
C19orf25	0.5382
KIAA1797	-0.4135
NLRP6	0.6615
FAM105B	-0.3392
SCRN2	0.0793333333333333
LRRC58	0.3263
RNF17	0.418
NEIL3	-5.873
FAM137A	-1.49425
SKP2	-3.98825
PARVA	1.30325
PKLR	-2.191
RNF34	0.064625
A3GALT2	0.13675
C12orf50	-0.2025
SUNC1	-1.33525
FAM102B	0.210833333333333
CCT2	-1.507
LRRC37A2	0.106
ARF4	0.531
SIKE	-0.235
C8orf48	0.814166666666667
MBTPS1	-0.637571428571428
GPSN2	0.159
NCF2	2.853
SLC12A6	0.301333333333333
MRPL48	-1.086
HMGN3	-0.9505
LRRC62	-1.08475
PAX9	2.255375
FAM55A	0.8435
C20orf42	-1.09516666666667
SCML2	-2.4235
BCL9	1.252
FAM40A	-0.107
C9orf41	-1.25533333333333
ZNF774	0.054
LETM1	-1.4545
PLXNB1	0.0433333333333333
NIPSNAP1	-0.171125
USP10	-0.914
F9	0.21975
LIPE	4.654
CNGB3	-0.3485
C12orf52	-0.149
PI4K2A	-0.105375
MED8	-0.693875
STAT4	2.0736
FGD4	0.8875
RNF145	-0.808666666666667
WDR32	1.0667
CLDN2	0.0595
TCEAL8	0.84575
ZMYND8	-0.7997
PDXK	-0.17925
GATAD2A	-1.305
PTGES3	-1.1885
CCM2	-0.06325
TAP1	0.197
ZNF670	0.48025
ETS2	-0.269928571428571
C6orf166	-0.185333333333333
PRMT2	-0.314928571428572
OR4B1	-0.553
INTS8	-0.379
CCDC102A	-0.09125
CCDC83	-1.31866666666667
ITGA1	0.5357
EPHA5	-2.0813
FAM24B	-1.702
TSGA10	2.77675
HAL	-3.04116666666667
MYOT	0.90125
SPACA3	-0.46125
BCL2L2	-0.328166666666667
CUGBP2	0.3815
CCNB3	2.4975
RNF113B	-0.472
MERTK	-0.391
BAG1	0.87375
VPS36	-0.4395
ORMDL3	0.9829
C1orf190	0.71275
ZNF625	0.4545
CORO2B	-0.894
ALOX15	-0.36
CST1	0.8135
NUPR1	1.9595
CCL7	0.05225
SMCR5	-2.411
DSC2	1.4935
RBMS2	0.622
GRIK4	0.695
TRIM65	-0.1737
TMPRSS6	1.40228571428571
TP53INP2	-0.62225
GLB1L	1.24566666666667
LOC388284	0.541833333333333
PUS1	-1.33107142857143
BCL9L	0.403
OLFM1	0.352666666666667
RET	1.93575
MASTL	-3.211
ALX3	0.36175
IL1RL1	0.0803333333333334
ZNF765	-0.043
C14orf138	-0.3855
SNX10	-0.903
TAC4	0.295
C1orf64	2.6835
POGK	0.423
MAPK9	-0.33325
ZNF366	3.882
C8orf79	2.2263
CLDN7	1.61125
OR5AT1	0.505
TRIM37	-1.709
LRRC25	2.62925
GRHL2	0.7212
TEKT3	2.09575
LASS5	-0.270166666666667
ABCC4	-1.84883333333333
DLG3	0.967
VGLL1	0.373
ZFP36L2	2.3295
MFRP	0.0291666666666667
KIAA1799	0.171
FLJ44379	2.277
PCNX	0.3345
ANXA9	1.9325
CYP4V2	0.827
PIK3C2A	0.8495
SRR	-0.05
NOL3	-0.6035
IFITM2	1.834
ARNTL2	-1.76925
ZNF595	1.12375
NLRP13	1.397
ASPH	0.439625
CPA2	0.674
PVRIG	-1.0465
LEPR	0.692333333333333
C16orf42	0.2275
SH3BGRL	2.698
FAM77D	0.0798333333333333
FNDC7	-0.3235
C9orf6	-0.121
NOTCH2NL	1.57783333333333
PGBD1	-0.3835
SYNGR2	0.850666666666667
PITPNA	-0.2608125
PRPF4B	-0.9449
SLC43A3	-1.9585
NRBP1	-0.22875
SLC25A22	-0.524
ILK	0.581625
SLC22A8	0.22
MRPS7	-1.32675
PITX2	-1.44025
FABP3	-0.673125
OR1L1	-0.462
LOC728215	2.506375
BLID	-0.5405
KIAA1217	2.23735294117647
TFPT	0.20925
AP4B1	-0.627
VBP1	-0.9035
OR1K1	0.1685
MORC3	0.40575
BHMT2	1.3725
C3orf10	0.6485
FZD7	1.4735
WFDC10A	0.033
PMS2CL	-0.3625
CCDC32	0.179
FA2H	-3.15625
ALG13	0.1245
TTLL7	-0.8802
SPOCK3	0.8055
SLC13A2	0.4715
AIM1	0.2485
GPRC6A	-0.421
EGR2	5.218
MED11	0.145
WWC1	1.24425
SH3GL3	-4.51775
RIF1	-0.276142857142857
PRLH	-0.349
VLDLR	0.0895
DBT	0.2358125
C21orf63	0.79
CGGBP1	-0.031125
KRTAP12-2	-0.592
TADA3L	1.023125
ZBTB16	3.7575
PDGFB	1.478
RFX1	0.213625
UQCRB	0.2649
LOC133874	1.0655
HPS3	-2.21525
LGALS3BP	0.3882
DKFZP564O0823	2.56807142857143
MRFAP1L1	-0.17625
HOXA10	-0.2885
NGB	-0.116
KIF21A	-0.682538461538462
IFLTD1	0.0965
LZTS1	-1.046875
ARHGEF3	1.91375
RHBDL3	0.7865
CSNK1G2	-0.0701666666666667
ChGn	-0.2615
KIAA1244	2.01266666666667
GABRB2	0.204
MGC72080	-1.5465
CD27	3.249
EGLN1	-0.9637
PEX13	-0.406
RWDD3	0.0085
RNF12	-0.4215
GRIN2B	0.594
ADAMTS14	-0.529375
DYDC2	2.22783333333333
ATP6AP1	0.82
NR1H2	0.264333333333333
PDK2	1.31975
C3orf17	-0.313833333333333
SLC38A2	-1.34671428571429
SLC25A29	-0.100666666666667
C15orf29	0.602625
ADAM9	-1.6165
TMUB2	-0.133625
GPR176	-0.983
AGK	-0.562875
MCCD1	-0.17525
NDUFA4	0.3995
TMEM146	-0.1005
DUSP1	2.298
UNQ6975	1.0905
EMX2OS	4.3575
INSM2	0.0475
LUZP4	-0.3465
SETD6	-0.98725
P2RY2	2.70675
SLC45A2	-2.325
RABGAP1	0.491833333333333
UBXD5	0.96425
GPRC5A	-0.1519
PAK3	1.4915
LOC63920	-0.05125
TGFBR1	0.6845
KRTAP6-3	0.03225
SFMBT2	-0.15025
CDC42	-0.409
C11orf35	0.4415
TTLL2	-0.471333333333333
UACA	0.9525
CD97	-1.2971
SETD5	-0.23175
NINJ2	-0.47475
PTER	1.1695
POMGNT1	0.38375
KRTAP4-2	-0.0105
ECGF1	1.931125
HRB	-0.0502727272727273
ATP1B2	1.7529
LOC400506	-0.1955
COL4A3BP	1.422
C6orf97	0.68375
GRHPR	0.156625
TAS2R1	0.509
SEMA7A	-0.99675
EDF1	-0.3005
ODF2L	1.3914
PCID2	-0.752833333333333
GTF2H4	-1.58483333333333
ZCCHC3	-0.91275
CGB2	0.0773333333333333
NEUROD1	-0.6585
C20orf75	-0.0545
RP5-1054A22.3	1.89333333333333
IFNA5	-0.615
ZNF134	0.00758333333333333
MGC119295	0.0391
ZSWIM6	0.2335
SMEK1	-0.0375
PCGF2	0.455625
C1orf102	2.72625
CYP2A13	0.5645
KCNH6	-0.0989
MDM1	-0.0659
ALDH7A1	-0.925
C9orf75	-0.30675
VDAC3	-0.870125
OR51T1	0.6335
EIF3F	0.01125
KCNJ10	-0.781875
LENG8	-0.20425
EDEM2	-0.751833333333333
CCNJL	-0.4125
DHX37	-0.8815
CRYGN	0.216
AATF	-0.6155
ZNF630	2.016
E2F5	-1.0215
WFDC13	-1.79266666666667
FTSJ3	-0.236833333333333
C4orf33	-0.51525
LHFPL4	-3.03425
C19orf56	0.644666666666667
SMAD4	0.633625
AFM	-1.0492
G0S2	3.44275
FCHSD2	-0.0492
RRP1B	-1.332
EEF1B2	-0.600166666666667
STAT6	0.770666666666667
ZNF195	-0.09525
GNL1	-0.469666666666667
ZNRF2	1.63316666666667
PER3	0.94175
ASB16	0.159
C10orf10	2.36328571428571
ADCY8	-3.97216666666667
C9orf58	0.112333333333333
ARMC10	-0.147666666666667
PSG1	-1.501
DHX34	-0.44075
VARS2	0.001875
NFIC	1.62325
ITPR2	2.43575
AGXT2	1.11083333333333
OR6K3	0.194
H2AFZ	-2.19233333333333
MLLT3	-0.0600833333333333
COX4I2	2.42875
CCNT2	-0.085125
PLK4	-3.289875
NUMBL	-0.629
MED16	0.158
PLEKHQ1	1.3155
GOSR1	0.7735
BTG4	-0.532
RPL30	0.4425
IGSF5	0.579
IGFL2	3.51233333333333
ELMOD2	0.225333333333333
SHC3	-0.699833333333333
HAVCR1	-0.2005
DYNC2H1	0.6665
RNF5	-0.113333333333333
C2orf7	-0.26925
NLF1	0.704
KLHL25	0.1575
LRP10	1.3535
KRI1	-0.171
PUS7L	-0.249833333333333
MGMT	0.5115
HOXD1	0.583
CSH1	-0.1169
ATG16L2	-1.55875
FLJ44635	0.622
CHODL	0.2675
EXOSC8	-1.80225
SLC28A1	-0.12725
MYO7B	-0.321666666666667
SEH1L	-0.8009
MTNR1A	0.132666666666667
TSPAN5	0.480833333333333
CDC45L	-5.03683333333333
AMIGO1	0.1655
ATAD3A	-1.428875
OSGIN2	-0.267833333333333
PDIK1L	0.0958333333333333
DARC	4.283375
PIPSL	0.61
SHMT1	-0.4755
CRISP3	-0.817
POPDC2	2.67366666666667
ZRANB2	-0.814666666666667
FBXL8	1.1215
TRIP13	-4.54436363636364
EIF5AL1	-0.773
POU5F1P3	-4.91566666666667
IL6	0.581833333333333
CXorf38	-0.346666666666667
IFNA16	-0.352
FBXL2	1.62483333333333
BRD1	-0.28275
STATH	0.35
FBXO44	0.418666666666667
MCCC2	-1.3845
CDC2	-3.7633
C5orf23	0.90375
IVD	0.182
C10orf122	-2.19525
MSL3L1	-0.2373
MVP	0.71625
EPOR	-0.4985
ZMYM1	-0.340666666666667
BCL7C	1.03316666666667
PSTPIP2	0.3501
LYPD1	-2.329875
OR8G5	-0.422
ZP3	-0.0271666666666667
BCAS4	0.724666666666667
EDG6	2.358
ISY1	-0.53275
PRAMEF2	-1.27475
CUL1	-0.242375
RNF213	0.0988999999999999
CCRK	1.2815
DHX9	-0.73125
C13orf29	-0.8505
NCKAP1	-0.406
MRPL43	0.9065
XPR1	0.5545
PKN2	1.1837
PODNL1	1.646
ZNF333	0.146857142857143
DALRD3	1.0075
OPN1SW	0.1515
BTBD6	0.87675
C11orf82	-3.797
OR5P3	-1.034
DUSP11	0.209
L1CAM	-1.5273
NEK11	2.57
OR7E91P	1.1615
CNTN3	3.5894
CREB3L2	0.21475
ZBTB37	1.5485
KIAA1324L	0.323
NDUFB10	0.249
NUDT2	0.092
GTPBP8	-0.41225
CACNA1D	1.215875
PRKAA2	0.591
PRDM8	0.2025
MGC16075	0.185
KRT14	3.08057142857143
PP8961	0.652375
MRPL18	-0.5695
ABCG2	-0.44925
PACRG	2.39925
BBS2	0.28875
KREMEN2	-2.604
FBXO21	0.40025
HNRPUL1	0.15925
GRB10	-0.32425
CLSTN1	0.436
LMAN2	-0.4892
C17orf61	0.32575
NIPSNAP3A	0.372
INSIG2	-1.13783333333333
PCDHB7	1.03
STXBP2	1.07425
CMAH	2.29325
SEMA5B	-0.51775
ZNF155	-0.0138333333333333
COQ6	0.318666666666667
PRPF4	0.1995
TSPAN15	2.12
VN1R5	-0.1595
LATS2	1.2365
SELK	0.0405
PGK2	0.1
MS4A1	-0.104625
TYW3	-0.466
KRTAP5-1	0.7725
RCCD1	-2.16516666666667
BTN1A1	0.6105
DDX28	-0.78775
TMEM65	-1.10075
LOC92345	0.223
TTC31	-0.6735
WDR46	-1.1915
CHP2	-1.2905
LSP1	1.15925
ZNF542	-0.12625
EXOSC1	-0.25375
ARHGAP18	0.0621666666666667
LRRTM4	-1.26285714285714
MAOB	5.50758333333333
CACNB4	0.03275
MGC33846	1.536125
RANBP3L	1.303375
ATP5L	0.494875
ONECUT1	-3.286
NUDT9	0.59625
TMEM149	0.8155
STX17	0.37025
IGSF10	-1.69775
TMPRSS9	-0.107
BMPR2	1.41025
ALLC	0.9005
KLF7	0.42825
GCC1	0.7536
TIMM9	-0.1385
CDO1	3.21483333333333
MGC10701	-0.253166666666667
IFI6	0.0115
FRMD8	-0.1545
MGAT2	-0.28475
WBP5	0.234333333333333
CNIH2	-0.00499999999999998
KIAA0907	-1.2514
KCNH8	-0.699
CTSG	-0.01425
GRIK1	1.73066666666667
CUL5	0.645875
FRMD1	0.059
OR9A4	0.425
SYT6	-2.209625
FOXD4L2	1.8905
ANAPC2	0.4435
OPN5	0.11
TAF13	-0.37375
LYG2	-0.9245
GGNBP1	-0.449
C11orf40	-0.5155
OTX2	-1.8455
REG4	-0.0408
EIF5	-0.02775
PALB2	-0.47775
SEPSECS	-0.7116
RNASE3	-0.22
TRIM49	-2.3135
POLR2K	-0.2916
GPR42	-0.123
C8B	-3.53825
SASS6	-1.9975
PREB	-0.915833333333333
OR3A3	0.455
TUBA8	0.73775
IGLV2-14	-1.26975
STIL	-3.363
ANKFN1	0.613333333333333
NME7	0.698
HOXC12	3.9335
UBE2C	-3.89
FHOD1	-0.935
CDK2AP1	0.0635833333333333
OR6K2	0.53425
DHPS	-0.1625
RPL5	-0.449083333333333
TRGV5	0.075
LOC541472	0.516125
HCCS	-1.3423
DENND1B	2.1815
LHX3	-0.479
OR5D16	0.21
CXorf57	-2.08016666666667
IRF2BP1	1.689
NDST2	0.664833333333333
LCE3D	-0.0565
BOLL	-0.1685
SYT3	-0.07
PIH1D2	0.8555
C20orf7	-0.581166666666667
IL1R2	1.31433333333333
SLAMF9	1.236
PPME1	-0.144125
PIK3CA	0.41475
TRAPPC1	0.595875
COLEC10	-1.13275
SLC9A6	-1.4655
PDDC1	-0.686416666666667
CCDC53	0.08525
GK3P	-0.821
DAZL	-0.88
BRI3	0.3835
SDK1	-0.1115
CYP2C18	0.4645
IFI44L	1.832375
RPL3L	0.263
FUT9	-0.78
KIFC2	-0.466666666666667
PMP2	0.215
SLC4A9	0.1995
PLAG1	-1.709
MYCBP2	1.21316666666667
OR4E2	-0.683
CCDC65	2.339
C16orf82	0.245125
ENTPD4	0.04475
BRP44L	0.08175
PMP22CD	-0.54
TMCO4	1.29133333333333
KCNN1	-0.718333333333333
WDR35	-0.08125
CCDC80	2.946125
C3orf31	-0.99875
SLC7A9	-1.27175
TMEM190	0.2785
DBC1	-0.8765
FADS3	-0.373666666666667
PDZD8	0.623
GRM5	0.098
AZGP1	2.9411
PEX3	-0.017
MED1	0.0276428571428572
ATG4C	-1.047
HNRPH3	-1.30625
FAM109B	1.59975
C4orf17	0.03
CA10	-0.22175
OPRD1	-0.3015
CCL16	-1.7435
SACM1L	0.5165
CST6	4.37
CD63	0.163625
LGI1	-0.37
ZNF784	0.81525
CRYBB1	-0.3825
CX3CL1	1.52025
TOP2A	-4.669125
GYPB	-2.9215
GADD45GIP1	-0.45375
FEN1	-3.21225
IGF1R	-0.0489375
WDR72	-2.2182
PURG	-0.922333333333333
DEFB126	-0.32275
PKD1L1	1.0405
CAV1	-0.3994
GNPDA2	0.617
DGAT2	2.9765
NLGN1	-2.10375
STRBP	0.12325
HPRT1	-0.453333333333333
FANCI	-3.3615
PSMA7	-0.590625
DBF4B	-0.6125
TTF1	-0.506
RAD54L	-3.7095
ELOF1	0.23225
PLAGL2	0.364875
ZNF256	-0.1445
HMGCL	0.3285
MSI2	-1.0865
RPESP	3.9555
C11orf60	0.2345
ABCD1	0.2095
ACAA1	0.6849
SPARCL1	5.10542857142857
IL6ST	1.7647
ZNF319	0.02175
TMEM109	-0.2215
FAM90A1	0.554333333333333
IL22RA1	-0.655
ATP4B	0.222
TEC	-0.859166666666667
C7orf30	-0.7655
TXNDC2	-0.652333333333333
ABCB4	-0.82725
KIAA1191	0.5835
C9orf38	-0.421
SFTPB	-0.086375
CNTNAP2	-0.882090909090909
FRK	1.246
TBX19	0.9645
CHD4	-0.38775
C6orf26	-3.09966666666667
MOSC2	1.48175
IKBKE	0.4245
HIF1A	-1.46433333333333
LOC595101	-0.3595
RELA	0.286833333333333
TMEM16B	0.7645
ABHD12B	-0.91175
TSEN34	0.23775
KIF18A	-4.2205
TXNDC9	-0.545666666666667
SPATA2L	0.4935
SEMA4G	-0.6285
C21orf91	-0.36075
MATN1	-0.6145
KCNIP4	0.415666666666667
TUSC1	3.442
OR4C15	0.103
ARMCX6	0.545333333333333
WBSCR27	-0.443333333333333
OR52I2	-0.408
KIAA1604	-0.96875
DYNC1I1	-0.956625
PPP4C	-0.8375
SLC47A2	0.0921666666666667
TREH	0.2925
CD48	1.7435
ST14	1.34933333333333
PKN1	0.16075
SPON2	2.34775
XBP1	1.8125
SFRS12	-0.769166666666667
EFCAB6	3.34575
SELT	-0.20925
SLC39A2	1.609
ERF	-0.731166666666667
ARL3	0.53425
SURF6	-0.5956
MLLT10	-0.358666666666667
FLJ11171	-0.488666666666667
TDGF1	-4.40933333333333
ERCC6	-0.12675
EIF2AK4	1.648625
BAZ1A	-0.486833333333333
LRRN3	1.78933333333333
TMC3	0.796
EFTUD1	-0.10075
PTPRO	0.5145
CLEC12A	0.558375
ACBD4	0.568
ZDHHC14	0.036375
OTUD7B	1.345125
ACTB	0.069375
MSRA	0.379625
LCE5A	2.747
IFI35	-0.04775
BSCL2	0.570333333333333
ANKRD12	0.604
CFHR2	1.23833333333333
RGAG1	-0.423833333333333
HSFY1	0.014
SLC30A5	-0.10375
IMPG1	0.846
GPR109A	0.582
ZNF185	1.78075
IYD	-0.25575
NPCDR1	0.326
SERPINA13	0.1165
HMGCLL1	0.5005
NEUROG1	0.509333333333333
UBQLN1	-0.5730625
LIN37	1.0115
SOCS2	-1.5175
DSCR4	-2.465875
XKR6	-0.16425
GPR142	0.164
KRTAP13-3	0.132
CCDC15	-1.10583333333333
MOS	0.0315
CD1E	-0.088
OFCC1	-0.433833333333333
FAM83D	-4.73375
SRFBP1	-0.12925
C9orf96	-0.039
DHDH	-1.1325
CCDC90A	-0.5605
RABL3	0.8468
CD320	-1.3685
ANGEL2	0.778
MRPL21	-0.55175
SMG6	0.8645
INSR	1.257625
FLJ14816	-1.0475
GLRB	-0.4485
C9orf89	0.56875
CIZ1	-0.674
URG4	-0.178166666666667
LRDD	-1.51983333333333
CBY1	0.0551666666666667
NFX1	0.288625
MTERFD2	0.0325714285714286
C19orf23	0.147
PGC	-2.731875
IER3IP1	0.1691
RASAL2	1.42533333333333
C1orf89	-0.22775
SYNJ1	-0.551625
NFKBIE	1.61525
FLJ40125	-1.14133333333333
TCEB2	0.0615
NOG	-1.158
POLR2J2	-0.187666666666667
HLA-B	1.96425
PCDHA1	0.645
PPP2R2B	0.09675
ARHGEF17	1.02483333333333
TCF7L2	2.30171428571429
CHD5	-0.6525
ZNF431	-0.080875
TBC1D25	0.89075
ZNF800	1.77175
SCUBE2	2.54863636363636
MYCBP	-0.675666666666667
GPX5	-0.002
C6orf129	-0.844
QSER1	-0.935166666666667
ULK2	2.40175
PIGO	0.487333333333333
NRCAM	-2.77461538461538
SLC35E3	0.611875
CSRP2	-0.0695
HYPE	1.56475
MAPK15	0.138666666666667
MGC14327	0.04575
TIMM13	-0.556666666666667
ZNF462	0.1205
GBA3	0.4035
TEX13A	0.1755
MCM6	-2.89566666666667
MTRF1	-1.20175
ABCA7	-1.19925
EIF4A2	-0.24175
ZC3H10	1.0608
RPGR	0.346
C20orf94	1.70075
RP1L1	0.14875
GPR125	-0.5375
USP22	-0.189857142857143
OR1L4	0.136
MLZE	0.6
FLJ32065	0.31625
PTCD1	-0.25625
CRTAC1	1.895
BXDC2	-2.30575
C18orf1	0.551833333333333
FAM107A	2.82014285714286
EFNA3	0.99275
P18SRP	0.0193
CAMKK2	0.872666666666667
KIAA0649	0.98375
NES	-0.378833333333333
HS6ST3	1.393125
PON2	-0.2005
TCP11L2	0.292
CLEC4A	1.81125
PRR12	1.2455
MLXIPL	-0.7002
C2orf50	-0.207
ZNF28	-0.0295
ENC1	1.18483333333333
MAP2K1	-0.68925
FKSG2	0.6175
KIAA0430	0.721
PTP4A1	-1.54088888888889
GPR156	1.1195
GTF3C6	-0.298
UBR2	0.2863
LOC388272	-2.27675
MAK	1.59366666666667
ACOT4	2.07925
STC2	-2.58308333333333
PIGW	-2.225375
SAE1	-1.330375
COL6A1	0.941409090909091
OAZ1	0.248166666666667
STMN4	0.412
EDG3	-0.0391666666666667
SGCE	0.00616666666666668
IL11	-1.71933333333333
PRSS8	3.0815
YIPF5	0.661416666666667
WNT4	3.912875
CSN2	-0.233666666666667
TCF7	-2.73825
TDO2	1.75325
SAMD9	-0.0161875
S100A7A	-1.1775
MMRN1	4.07533333333333
GKAP1	0.67
AKR1C3	-0.061375
RNF19A	1.55
GMDS	-1.771
YKT6	-1.410375
SPARC	2.0302
C12orf31	-0.80275
UBE2V2	-1.40416666666667
FBXL18	0.0206666666666666
KIAA0460	1.5915
ADAM22	-0.326
SERPINC1	-4.09125
KCTD21	0.124
MYOHD1	-2.23225
ZNF37A	0.713
GTF3C1	0.000666666666666667
CTSZ	1.3445
PRNPIP	0.2605
DRD1IP	0.24525
NR1I2	-2.22483333333333
ZNF266	-0.724
SPAG4L	-0.005
COX4NB	-1.0035
SAPS1	2.05283333333333
APOA1	-3.9265
TATDN1	-0.986333333333333
C10orf82	2.74375
KPNB1	-1.15875
FOXO3	0.804416666666667
CRYBB2	-1.6065
ZBTB5	-0.0945
SLC25A38	-0.75425
DCTN2	-0.696333333333333
IFT20	0.28575
CTHRC1	1.94425
C1orf31	-0.11425
UHRF1	-3.611625
GPC6	0.3975
C10orf54	2.29175
MCF2L2	-0.2456
WNT9B	0.00862500000000002
OLA1	-0.472375
FAM120B	0.104
TTLL10	-0.381
CYorf15A	-6.273
RELN	-2.16377777777778
SCN2B	2.21458333333333
MFHAS1	-2.00775
NKX3-2	-0.186833333333333
RASGRF2	1.307
SSBP1	-0.858833333333333
KPNA6	-0.369714285714286
LOC389118	0.289
HS3ST4	-2.3356
SUPT7L	-0.157875
FLJ32658	-1.5705
IGFBPL1	-1.2555
KIAA1641	-0.3627
SHKBP1	0.487
CSF1R	4.6745
NAGK	0.013
MYL2	1.01725
HIST1H4C	-0.463666666666667
TOMM7	0.818875
ADAMTSL3	3.7699
TNFSF14	0.508
PRRT2	-0.063
VTA1	-0.507125
AOAH	3.0425
CRISPLD2	1.97242857142857
PNN	-1.694
TA-NFKBH	0.01175
ESPN	0.47625
RBM43	0.7665
KIAA1267	0.94575
DDX3X	-0.327388888888889
KIAA1576	-4.23725
PLXDC1	3.5775
FLJ25801	-4.8745
HNRNPL	-1.50225
RUNDC3A	0.208
CASP12	1.6875
SH2D5	-1.655875
RPL26L1	-0.381
OR51A7	0.52125
HDC	3.4
C2orf16	-0.2685
SYTL3	2.01275
GOLGA4	0.10475
NOTCH1	-0.549333333333333
ATPAF2	0.00875
ECD	-0.117
SSX5	-1.98433333333333
