Hybridization REF	TCGA-A1-A0SD-01A-11R-A115-07
KRTAP6-3	0.36125
SFMBT2	-1.242
CDC42	0.3051875
C11orf35	0.551
TTLL2	-0.16375
UACA	0.786333333333333
CD97	-1.3269
SETD5	-0.670125
NINJ2	0.57975
PTER	1.0915
POMGNT1	0.57625
KRTAP4-2	0.378
ECGF1	1.8725
HRB	-0.423363636363636
ATP1B2	-0.2354
LOC400506	-0.53675
COL4A3BP	0.47575
C6orf97	0.3395
GRHPR	0.200875
TAS2R1	1.112
SEMA7A	-0.225
EDF1	0.3165
ODF2L	0.7977
PCID2	-1.16816666666667
GTF2H4	-1.19816666666667
ZCCHC3	-0.469625
CGB2	0.271166666666667
NEUROD1	-0.335
C20orf75	-0.6045
RP5-1054A22.3	1.15016666666667
IFNA5	0.8985
ZNF134	0.33425
MGC119295	-1.3833
ZSWIM6	0.617875
SMEK1	0.1965
PCGF2	0.37825
C1orf102	2.21875
CYP2A13	0.447
KCNH6	-1.0807
MDM1	0.7857
ALDH7A1	0.164
C9orf75	-0.06025
VDAC3	-0.67525
OR51T1	0.061
EIF3F	-0.133083333333333
KCNJ10	-0.64675
LENG8	0.01375
EDEM2	-0.200166666666667
CCNJL	0.0221666666666667
DHX37	-1.165
CRYGN	0.529
AATF	-0.752625
ZNF630	1.6585
E2F5	-0.6125
WFDC13	-0.946666666666667
FTSJ3	-1.42316666666667
C4orf33	1.6905
LHFPL4	-2.83275
C19orf56	0.6855
SMAD4	0.68225
AFM	-0.403333333333333
G0S2	-2.9845
FCHSD2	0.084
RRP1B	-0.6961
EEF1B2	-0.608666666666667
STAT6	0.795833333333333
ZNF195	0.3
GNL1	-0.825333333333333
ZNRF2	0.563333333333333
PER3	0.870875
ASB16	-0.15575
C10orf10	1.30135714285714
ADCY8	-3.7785
C9orf58	-2.64816666666667
ARMC10	-0.0425
PSG1	0.4
DHX34	-0.543
VARS2	-1.1115
NFIC	0.3655
ITPR2	2.553
AGXT2	1.28883333333333
OR6K3	-0.074
H2AFZ	-1.03858333333333
MLLT3	0.648666666666667
COX4I2	1.89575
CCNT2	0.139125
PLK4	-1.8775
NUMBL	-0.693
MED16	-0.19425
PLEKHQ1	0.9325
GOSR1	0.301333333333333
BTG4	0.85
RPL30	0.31425
IGSF5	0.7205
IGFL2	4.93816666666667
ELMOD2	0.566666666666667
SHC3	-0.502833333333333
HAVCR1	-0.7135
DYNC2H1	0.18375
RNF5	-0.672166666666667
C2orf7	-0.44225
NLF1	0.2085
KLHL25	0.27775
LRP10	0.9012
KRI1	-1.185
PUS7L	0.260166666666667
MGMT	1.10425
HOXD1	0.114166666666667
CSH1	0.0985
ATG16L2	-0.66175
FLJ44635	0.9275
CHODL	1.05175
EXOSC8	-0.87725
SLC28A1	-0.496
MYO7B	-0.356
SEH1L	-0.8121
MTNR1A	-0.0301666666666667
TSPAN5	0.654166666666667
CDC45L	-3.80616666666667
AMIGO1	1.4145
ATAD3A	-1.74075
OSGIN2	-0.474
PDIK1L	1.094
DARC	0.9285
PIPSL	0.141
SHMT1	-2.09675
CRISP3	null
POPDC2	2.41633333333333
ZRANB2	-0.387333333333333
FBXL8	-0.51075
TRIP13	-2.41972727272727
EIF5AL1	-1.6025
POU5F1P3	-4.89966666666667
IL6	-3.399
CXorf38	-0.924833333333333
IFNA16	-0.0465
FBXL2	2.1055
BRD1	0.863
STATH	0.3165
FBXO44	1.416
MCCC2	-0.804
CDC2	-2.2035
C5orf23	2.357
IVD	-0.546166666666667
C10orf122	-1.075
MSL3L1	-0.0177
MVP	0.56425
EPOR	0.1681
ZMYM1	-0.501166666666667
BCL7C	0.270666666666667
PSTPIP2	-0.6703
LYPD1	-1.855
OR8G5	-0.342
ZP3	-0.337833333333333
BCAS4	1.41641666666667
EDG6	0.55
ISY1	-0.25
PRAMEF2	-1.577
CUL1	-0.630625
RNF213	0.2665
CCRK	1.157
DHX9	-0.372
C13orf29	-0.38525
NCKAP1	-0.0173333333333334
MRPL43	0.752857142857143
XPR1	0.33925
PKN2	-0.3827
PODNL1	1.72
ZNF333	0.55
DALRD3	0.65925
OPN1SW	-0.069
BTBD6	0.59
C11orf82	-3.2735
OR5P3	0.355
DUSP11	0.69775
L1CAM	-1.7114
NEK11	1.83666666666667
OR7E91P	1.2465
CNTN3	5.1753
CREB3L2	-0.40125
ZBTB37	0.0375
KIAA1324L	1.8695
NDUFB10	-0.000166666666666671
NUDT2	0.4495
GTPBP8	-0.38775
CACNA1D	1.62075
PRKAA2	0.838166666666667
PRDM8	0.337
MGC16075	2.96816666666667
KRT14	-0.3995
PP8961	0.602875
MRPL18	-0.28275
ABCG2	-2.1655
PACRG	2.93775
BBS2	0.91075
KREMEN2	-2.534
FBXO21	0.962
HNRPUL1	-0.120333333333333
GRB10	0.87125
CLSTN1	0.69625
LMAN2	-0.8098
C17orf61	-0.45875
NIPSNAP3A	1.47675
INSIG2	-0.0866666666666667
PCDHB7	1.06
STXBP2	0.251375
CMAH	0.653636363636364
SEMA5B	-0.10375
ZNF155	0.816833333333333
COQ6	0.0345
PRPF4	-1.24675
TSPAN15	1.7358
VN1R5	0.23875
LATS2	1.084
SELK	0.43425
PGK2	-0.088
MS4A1	-2.031625
TYW3	-0.0677
KRTAP5-1	0.2015
RCCD1	-1.69716666666667
BTN1A1	0.90125
DDX28	-0.269
TMEM65	-0.375625
LOC92345	0.09025
TTC31	-0.59125
WDR46	-0.950333333333333
CHP2	-1.86033333333333
LSP1	0.31825
ZNF542	-1.181
EXOSC1	0.13725
ARHGAP18	-0.298166666666667
LRRTM4	-0.873125
MAOB	3.92283333333333
CACNB4	-0.704
MGC33846	-0.442375
RANBP3L	4.56475
ATP5L	0.107625
ONECUT1	-2.925
NUDT9	0.81275
TMEM149	0.692
STX17	0.43275
IGSF10	-2.45925
TMPRSS9	0.2925
BMPR2	1.30525
ALLC	-0.5795
KLF7	0.424625
GCC1	0.4327
TIMM9	-0.3285
CDO1	1.63433333333333
MGC10701	-0.164
IFI6	1.0755
FRMD8	0.05625
MGAT2	0.2315
WBP5	0.544
CNIH2	-0.304
KIAA0907	-1.8137
KCNH8	-0.0275
CTSG	0.077
GRIK1	-0.9205
CUL5	0.13925
FRMD1	1.7485
OR9A4	-0.173
SYT6	-1.345625
FOXD4L2	1.34575
ANAPC2	-0.884666666666667
OPN5	-0.3865
TAF13	0.231
LYG2	-0.41575
GGNBP1	-0.092
C11orf40	0.494
OTX2	-1.4015
REG4	-0.777666666666667
EIF5	0.7001875
PALB2	-0.73325
SEPSECS	-0.1699
RNASE3	0.05125
TRIM49	-1.941
POLR2K	-0.1217
GPR42	-0.063
C8B	-3.128
SASS6	-0.1065
PREB	-1.12333333333333
OR3A3	0.3615
TUBA8	0.0415
IGLV2-14	-1.6505
STIL	-2.286
ANKFN1	-0.222666666666667
NME7	0.02275
HOXC12	-1.1575
UBE2C	-1.957875
FHOD1	-1.120625
CDK2AP1	-0.0798333333333333
OR6K2	0.61575
DHPS	-0.417
RPL5	0.03775
TRGV5	0.5355
LOC541472	0.074125
HCCS	-0.1103
DENND1B	2.2295
LHX3	-0.535
OR5D16	1.042
CXorf57	1.85733333333333
IRF2BP1	0.857
NDST2	0.472833333333333
LCE3D	0.4325
BOLL	-0.155285714285714
SYT3	-0.5595
PIH1D2	-0.358
C20orf7	0.0458333333333333
IL1R2	-0.470666666666667
SLAMF9	2.0335
PPME1	-0.386625
PIK3CA	0.4565
TRAPPC1	-0.339375
COLEC10	-0.95775
SLC9A6	-1.01783333333333
PDDC1	0.08775
CCDC53	1.346
GK3P	-0.74525
DAZL	-1.16175
BRI3	0.10025
SDK1	0.1315
CYP2C18	0.094
IFI44L	1.81175
RPL3L	0.8675
FUT9	-3.0174
KIFC2	-0.243166666666667
PMP2	-0.46875
SLC4A9	1.1255
PLAG1	-2.0235
MYCBP2	0.995833333333333
OR4E2	-0.0265
CCDC65	1.2415
C16orf82	0.13825
ENTPD4	-1.00175
BRP44L	-0.191
PMP22CD	-0.23
TMCO4	0.930333333333333
KCNN1	-0.900166666666667
WDR35	0.17125
CCDC80	2.292625
C3orf31	-0.77725
SLC7A9	-1.53325
TMEM190	-0.87925
DBC1	-1.1855
FADS3	-1.60033333333333
PDZD8	0.269333333333333
GRM5	0.4285
AZGP1	3.3383
PEX3	0.04
MED1	0.160428571428571
ATG4C	-0.1125
HNRPH3	-0.4655
FAM109B	1.78425
C4orf17	0.2835
CA10	-0.346666666666667
OPRD1	-0.0295
CCL16	-1.69275
SACM1L	-0.1395
CST6	5.274
CD63	0.880875
LGI1	0.2725
ZNF784	-0.21075
CRYBB1	-0.8895
CX3CL1	1.1543
TOP2A	-2.760375
GYPB	-3.56133333333333
GADD45GIP1	-0.4935
FEN1	-2.829125
IGF1R	0.2889375
WDR72	-0.910166666666667
PURG	0.0701666666666667
DEFB126	0.648
PKD1L1	-0.851
CAV1	-1.7098
GNPDA2	1.1204
DGAT2	-2.123875
NLGN1	-1.38125
STRBP	0.558375
HPRT1	-0.407833333333333
FANCI	-2.29675
PSMA7	-0.34425
DBF4B	-0.792666666666667
TTF1	-0.87075
RAD54L	-2.852
ELOF1	0.41875
PLAGL2	-0.441875
ZNF256	-0.55325
HMGCL	0.081
MSI2	-0.889166666666667
RPESP	1.69166666666667
C11orf60	-0.359
ABCD1	0.277
ACAA1	0.1147
SPARCL1	5.34957142857143
IL6ST	1.4512
ZNF319	0.90675
TMEM109	-0.6647
FAM90A1	0.538
IL22RA1	-0.9595
ATP4B	-0.0715
TEC	-1.30483333333333
C7orf30	-0.6735
TXNDC2	-0.723
ABCB4	-0.3475
KIAA1191	0.686375
C9orf38	-0.104
SFTPB	0.491375
CNTNAP2	0.95625
FRK	3.0535
TBX19	0.09525
CHD4	-0.60925
C6orf26	-3.36866666666667
MOSC2	0.84225
IKBKE	-1.2165
HIF1A	-2.282
LOC595101	-0.5005
RELA	-0.4535
TMEM16B	1.41133333333333
ABHD12B	-1.7925
TSEN34	0.6725
KIF18A	-0.565
TXNDC9	0.4475
SPATA2L	-0.2355
SEMA4G	-0.5255
C21orf91	-0.272125
MATN1	-0.4155
KCNIP4	-0.371333333333333
TUSC1	2.1115
OR4C15	0.41275
ARMCX6	1.61516666666667
WBSCR27	0.3025
OR52I2	-0.5825
KIAA1604	0.2405
DYNC1I1	0.309375
PPP4C	-0.86625
SLC47A2	-2.35
TREH	0.31625
CD48	0.177666666666667
ST14	0.0601666666666667
PKN1	-0.5895
SPON2	3.464
XBP1	2.98333333333333
SFRS12	-0.230666666666667
EFCAB6	3.21575
SELT	0.21175
SLC39A2	0.2535
ERF	-1.04433333333333
ARL3	1.416625
SURF6	-1.1186
MLLT10	-0.393095238095238
FLJ11171	1.00666666666667
TDGF1	-4.20533333333333
ERCC6	0.3885
EIF2AK4	0.7045
BAZ1A	-0.567333333333333
LRRN3	0.481666666666667
TMC3	-0.4425
EFTUD1	-0.2085
PTPRO	1.05116666666667
CLEC12A	0.909125
ACBD4	0.115625
ZDHHC14	-1.351
OTUD7B	0.813
ACTB	-0.26075
MSRA	-0.1795
LCE5A	-0.6535
IFI35	0.522
BSCL2	0.562666666666667
ANKRD12	0.74325
CFHR2	-0.205
RGAG1	-0.263333333333333
HSFY1	0.6285
SLC30A5	0.314083333333333
IMPG1	-0.6025
GPR109A	0.495
ZNF185	2.967
IYD	-0.161
NPCDR1	1.124
SERPINA13	0.3035
HMGCLL1	2.78675
NEUROG1	0.139333333333333
UBQLN1	-0.3069375
LIN37	0.81725
SOCS2	-1.3765
DSCR4	-1.70575
XKR6	0.63075
GPR142	1.055
KRTAP13-3	-0.203
CCDC15	-1.27583333333333
MOS	0.6
CD1E	-2.603
OFCC1	0.2035
FAM83D	-1.8505
SRFBP1	0.258
C9orf96	0.124
DHDH	1.92975
CCDC90A	0.3045
RABL3	0.6133
CD320	-1.38
ANGEL2	0.31925
MRPL21	0.235
SMG6	-0.119
INSR	1.4569375
FLJ14816	-0.1885
GLRB	2.70316666666667
C9orf89	1.3675
CIZ1	-1.10875
URG4	-1.18933333333333
LRDD	-1.51733333333333
CBY1	0.957166666666667
NFX1	-0.20725
MTERFD2	0.680642857142857
C19orf23	0.3985
PGC	-2.703125
IER3IP1	0.1495
RASAL2	0.912916666666667
C1orf89	-0.40475
SYNJ1	-0.39825
NFKBIE	0.116
FLJ40125	-0.3765
TCEB2	0.3112
NOG	-2.1755
POLR2J2	-0.756666666666667
HLA-B	1.9835
PCDHA1	0.514
PPP2R2B	-0.82225
ARHGEF17	1.28283333333333
TCF7L2	1.25742857142857
CHD5	-0.2975
ZNF431	0.217
TBC1D25	0.63675
ZNF800	-0.3815
SCUBE2	2.18872727272727
MYCBP	0.0463333333333333
GPX5	0.271
C6orf129	-0.358333333333333
QSER1	-0.294833333333333
ULK2	2.0435
PIGO	0.349
NRCAM	0.167214285714286
SLC35E3	0.824125
CSRP2	0.075
HYPE	-0.319
MAPK15	-0.0463333333333333
MGC14327	-0.313
TIMM13	-0.514
ZNF462	0.5155
GBA3	0.7725
TEX13A	0.993
MCM6	-0.801444444444444
MTRF1	-0.53825
ABCA7	-0.86275
EIF4A2	0.39475
ZC3H10	0.7562
RPGR	0.303333333333333
C20orf94	1.0785
RP1L1	0.45
GPR125	0.222125
USP22	-0.407142857142857
OR1L4	0.8045
MLZE	-0.03525
FLJ32065	0.09175
PTCD1	-0.3525
CRTAC1	0.00833333333333332
BXDC2	-0.73925
C18orf1	1.846
FAM107A	0.717642857142857
EFNA3	-1.18875
P18SRP	-0.0833
CAMKK2	-0.000333333333333334
KIAA0649	0.055
NES	-1.13516666666667
HS6ST3	-1.39275
PON2	-0.0185
TCP11L2	-0.686
CLEC4A	2.18275
PRR12	0.162
MLXIPL	-1.8602
C2orf50	0.8605
ZNF28	0.3435
ENC1	0.824
MAP2K1	-0.443875
FKSG2	1.28225
KIAA0430	0.788
PTP4A1	-1.025
GPR156	-0.262
GTF3C6	-0.43725
UBR2	-0.1536
LOC388272	-0.301
MAK	0.741333333333333
ACOT4	2.4415
STC2	2.56516666666667
PIGW	-1.151
SAE1	-0.271
COL6A1	1.86409090909091
OAZ1	0.187333333333333
STMN4	0.4035
EDG3	1.04216666666667
SGCE	-0.753333333333333
IL11	-1.47683333333333
PRSS8	1.4525
YIPF5	0.968583333333333
WNT4	4.22475
CSN2	0.212833333333333
TCF7	-2.06375
TDO2	4.33225
SAMD9	0.2431875
S100A7A	0.6825
MMRN1	1.28516666666667
GKAP1	0.77275
AKR1C3	-2.059625
RNF19A	-0.2085
GMDS	-0.73225
YKT6	-0.841125
SPARC	2.9492
C12orf31	-0.37825
UBE2V2	-0.648666666666667
FBXL18	-0.4335
KIAA0460	0.3885
ADAM22	-0.424625
SERPINC1	-4.315
KCTD21	0.5465
MYOHD1	-1.41475
ZNF37A	0.8825
GTF3C1	-0.8705
CTSZ	1.9055
PRNPIP	-0.73025
DRD1IP	0.13825
NR1I2	-4.2825
ZNF266	-0.5146
SPAG4L	0.0795
COX4NB	-0.1435
SAPS1	-0.349333333333333
APOA1	-3.699625
TATDN1	-0.168833333333333
C10orf82	4.2965
KPNB1	-1.926
FOXO3	-0.342333333333333
CRYBB2	-1.071
ZBTB5	-0.104166666666667
SLC25A38	-0.111
DCTN2	-0.4365
IFT20	0.96225
CTHRC1	4.008
C1orf31	-0.9175
UHRF1	-1.3331875
GPC6	0.937
C10orf54	0.80775
MCF2L2	-0.116
WNT9B	0.20775
OLA1	1.421
FAM120B	-0.8395
TTLL10	1.0625
CYorf15A	-6.007
RELN	-2.4714
SCN2B	2.28516666666667
MFHAS1	-0.8305
NKX3-2	-0.295
RASGRF2	1.1095
SSBP1	-0.826333333333333
KPNA6	-0.416428571428571
LOC389118	-0.1405
HS3ST4	-1.92133333333333
SUPT7L	0.28775
FLJ32658	-2.3565
IGFBPL1	-0.92775
KIAA1641	-0.7618
SHKBP1	-0.1515
CSF1R	4.58375
NAGK	0.58
MYL2	0.56725
HIST1H4C	-3.15516666666667
TOMM7	0.011125
ADAMTSL3	1.9655
TNFSF14	-1.5205
PRRT2	-0.3835
VTA1	-0.4125
AOAH	2.406
CRISPLD2	1.24057142857143
PNN	-1.0573
TA-NFKBH	-0.20075
ESPN	0.0585
RBM43	0.582
KIAA1267	0.866125
DDX3X	0.0536666666666667
KIAA1576	-2.45075
PLXDC1	4.612
FLJ25801	-4.385
HNRNPL	-0.5005
RUNDC3A	1.1355
CASP12	1.5625
SH2D5	-0.732625
RPL26L1	0.1715
OR51A7	-0.4835
HDC	3.9555
C2orf16	0.189666666666667
SYTL3	0.989625
GOLGA4	0.0818125
NOTCH1	-1.54616666666667
ATPAF2	-0.738
ECD	0.393
SSX5	-1.851
SNAP91	-0.05575
OCA2	-4.8165
PNPO	-0.266666666666667
DAPK1	-0.3815
PINX1	-1.242
SELENBP1	0.322125
NEK3	-0.0193333333333333
TMED4	-0.107571428571429
SSTR4	0.037
FOSL1	-2.8219
CD40LG	-0.0720000000000001
CES1	-1.443
DCI	-0.523166666666667
B3GAT3	-0.714833333333333
STK17B	0.1165
CNTN6	1.063
CYP3A4	-2.3045
MBOAT2	0.142
PISD	-0.582875
USP1	-0.421
PYDC1	0.696333333333333
CENPM	-1.81375
SAR1B	-0.00125
TTC7B	-0.422875
DP58	-0.458
GPC1	0.71125
RBL1	-1.24675
TMEM137	-2.21066666666667
TOB1	0.244583333333333
TCEAL1	5.15633333333333
CENPF	-2.58518181818182
C6	0.0596666666666667
PRSS1	-3.88475
PPIL6	1.19283333333333
C6orf124	-0.352
ODZ4	2.34066666666667
SNCB	-0.07425
NDUFB9	-0.203375
CNOT6L	0.822666666666667
S100A9	-0.501833333333333
TRIM50	0.0395
KCTD1	1.5542
WDR63	0.81875
SPEF2	3.442625
RNGTT	-0.759333333333333
CXorf22	-0.809
KCNK16	0.54675
CEP250	-1.466625
ATPBD1B	-0.4595
KCNJ2	4.19525
MT1B	-0.103
ZNF684	0.8025
SLC4A1	0.04175
PDHA1	-1.24125
ZNF492	-0.405125
TKT	-1.729
BYSL	-1.096125
RNF38	-0.303625
AHDC1	0.522
KLHL2	1.266875
CMTM8	2.0315
DMP1	-1.267
HERPUD2	0.083
CRTAM	3.35766666666667
ZNF572	0.84075
TMEM16J	0.072
HSD17B2	-3.93575
UBE2G1	-0.232375
AHSA2	-1.467
PELI2	0.3335
TPX2	-2.734875
ATP9B	1.63066666666667
DAZAP1	-1.029125
HMGCS2	0.284
C17orf38	0.16825
B9D1	-0.151625
NKX2-5	-1.632
KIAA1276	-0.586
LILRB2	3.2115
CSTF1	-0.190333333333333
BTN2A1	-0.337666666666667
C15orf48	4.2355
IGF2BP3	-4.291
FAM113B	0.542
HRG	0.275571428571429
ZNF131	0.0725
USP47	1.9225
CCDC88B	-1.193
HCN1	1.5222
HTN1	-0.51775
SYCP3	-0.766
C13orf23	-0.4874
PAPOLA	-0.24575
AATK	0.3879
MSH3	-0.123166666666667
NDUFAB1	-0.72025
ITLN2	-1.382
BAK1	-0.313666666666667
MRPL45	-0.1765
MTNR1B	-0.0593333333333333
LOC645843	-1.1225
SPECC1L	0.368375
PGCP	1.199
SPN	-1.3565
GPR143	1.9385
ZNF576	0.24
TMEM39A	0.2788
ATP5D	-0.674666666666667
MAGEB3	-2.121
RPS5	-0.120666666666667
ANP32E	-1.28635714285714
MTMR1	0.4775
YEATS4	-0.0695
SYNGAP1	0.11425
PCOLCE	-0.0105
MNS1	0.58525
PCYT2	-0.613166666666667
ZNF182	0.5475
LAX1	-0.347875
SPPL2B	-0.5953
ELOVL5	0.3055
PCDHAC1	-0.032
B4GALNT1	-1.02916666666667
BLOC1S2	1.033875
ZNF673	-0.0951
ARHGAP21	0.1
IRX5	3.441
LRFN5	-0.805333333333333
FAM7A1	0.446
RAB19	0.082
GINS1	-1.87475
ITM2B	1.3232
PAPSS2	5.08
OR5BF1	0.086
ACSL3	0.4195
KIAA1919	-0.938166666666667
GLT8D2	3.6985
UTRN	0.189857142857143
CNN1	1.52875
HISPPD2A	0.790833333333333
SDAD1	0.0295
SIGLEC9	0.468
RPL35	-0.124214285714286
C22orf26	0.189
IMPDH2	-0.906125
WDR69	-0.57475
SEC14L5	1.97133333333333
CLTA	0.177
RP11-529I10.4	0.971
GPR37L1	0.388166666666667
OGDH	-1.10516666666667
ASB13	1.2045
ZFP14	2.18575
ZCRB1	0.688
KPNA3	0.301
HSPA1L	1.1505
RHOC	0.513375
LOC554175	0.7405
PPP3CA	2.2867
SLC1A7	-0.38
ZNF529	-0.220166666666667
RBED1	0.681
DDB2	-0.43725
FLJ11286	0.595833333333333
SPATA1	0.825
MKNK1	0.0625
DYSF	0.5135
ALKBH2	-0.247
NKD1	-2.4245
C1orf174	-0.138
PLEKHO1	-0.111333333333333
ASB10	0.16375
RING1	-0.1085
NPC2	0.782
AVPR1B	0.0155
YTHDF1	0.149416666666667
LMAN1L	0.2525
GSG2	-2.921
CEP170	-0.3684
RPS4Y2	-5.03375
MSH6	-0.78
HECTD2	0.828833333333333
ZNF556	-2.503
PLEKHC1	0.0451
AIRE	-0.2275
BCL2L10	0.67975
LMOD3	-0.0745
ZBTB8	0.5031
FOXA2	-3.564
SLCO2A1	1.953125
C3orf46	1.2025
PRDM16	-0.280666666666667
TMEM98	0.767
FRMD5	0.0105
PDE6C	-0.074
C1orf216	0.375333333333333
EP400	-0.739071428571428
PTK2	0.107416666666667
RNF217	-0.4925
NDUFA8	0.178
ZFAT1	0.86475
LAMP3	-0.705166666666667
GLTSCR2	0.66375
NPW	-1.23
LLGL2	-1.3008
PPM1K	0.202166666666667
C20orf177	-0.0345
KIR2DL4	0.2347
NFKB2	-0.47125
C21orf122	-0.0765
HESX1	-0.08825
GPR114	-0.379166666666667
SLC25A35	-0.324666666666667
GNAT1	0.80425
ORAI3	-0.5615
FAM76B	-0.988375
TMEM99	0.6609
TRIM29	-1.5649
CDS1	1.413
RHEB	-0.4803
C4orf27	0.340666666666667
RAB3A	0.28775
OTUD6B	-0.115
GPD1	-1.11125
CDH15	-0.540666666666667
NPM1	-0.587285714285714
TMEM117	1.0505
PRPS2	-0.32075
GCK	-1.014
ADRA2A	5.0375
TSPYL4	0.250833333333333
TASP1	0.7005
WDR19	0.3625
C10orf38	-1.74475
PDE4C	-0.595333333333333
FYB	0.231583333333333
C1orf55	-0.240666666666667
PPFIA3	-1.25925
RAD18	-0.74075
C12orf44	-0.395666666666667
CRYBA4	-0.071
HVCN1	1.1395
TAF10	0.0201666666666667
C16orf48	0.2355
DEPDC5	1.26983333333333
LTBP1	0.474
MAPRE1	0.252
FGF8	-0.5785
C3orf52	1.4515
SENP7	1.15616666666667
LRRK2	1.66975
RUNDC2A	0.1745
KIAA0355	0.4305
CPEB1	-1.379
PPEF2	-0.1015
ABI2	-0.0621666666666667
KIAA0317	-0.21475
ATF1	-0.0281666666666667
DYNC1H1	0.233
DIP	0.4615
TMEM33	0.407666666666667
POLDIP3	-0.22025
C7orf24	-0.67875
GPR171	0.65225
CDC6	-3.03933333333333
PLD1	-0.3009
ITFG2	-0.4627
NDUFC1	0.86425
AKNA	-0.82825
NBR1	1.0785
PKHD1	-0.069375
HPS4	-0.2531
MAFA	-0.0125
ULBP3	-0.3285
DIRC1	0.177
IMMT	-0.898875
C22orf13	-0.689583333333333
CEL	-0.05975
MARK3	-0.83225
ADAMTS2	0.47575
ARPC3	0.158166666666667
TMEM10	0.34225
NPHS1	-0.20525
BRD8	-0.0943333333333333
WDR12	-1.80625
IDI2	0.416125
HOXD13	-1.358
OR8G2	-1.582
SLAIN1	-4.739
GABRQ	-0.3395
NR2C2	-1.5495
NKTR	-1.0118
TLE2	0.6605
KIAA0892	-0.673166666666667
AURKA	-2.71654545454545
GPRC5C	0.160333333333333
TBC1D9B	-0.044125
PNPLA6	-0.0628333333333333
AP3B1	-0.197
NAG	0.084125
C11orf68	-0.20075
AKR7A3	2.2335
AHCYL1	0.191
COP1	-0.055
RPP14	0.143416666666667
PCDHB18	0.63075
CDH24	-1.004
KRT17	-1.5405
LACTB2	-1.226
DDX24	0.0555
PHACTR1	-2.50816666666667
SLC35E2	-0.11525
LOXL1	0.7175
IQSEC2	0.939
RGSL1	1.411
PCDHGC5	0.557
MEGF10	2.5235
PRRX1	1.98633333333333
ASTE1	0.451333333333333
C6orf159	-1.97
MYOD1	-0.188
GAA	1.095
ZNF747	0.21275
KLRC1	-0.151
IL1RL2	0.3085
GDF9	0.02675
GPR119	0.093
TRAF2	-1.257
HCK	2.25416666666667
BMP6	-2.8005
IL8RA	0.462833333333333
FLJ35848	-0.72225
EFHA1	1.00475
CDSN	1.2765
C14orf54	-0.793
LSM3	-0.2575
ZFP41	0.387
C9orf126	-1.3825
VIT	-3.3105
SPCS3	-1.3715
DEF8	-0.7126
CHAF1A	-1.7855
C1orf165	0.8495
ZFPM2	2.1445
FTH1	-0.2785
SLC35F1	-1.09225
YWHAH	0.5995
C17orf66	0.0183333333333334
ADRB1	-0.199666666666667
FOXL1	-0.083
RG9MTD3	-0.128
UMPS	-0.251375
MGC13008	-0.161
KIAA1161	-0.974
CCDC77	-1.346
C12orf65	-0.8197
COG4	-0.754166666666667
RCP9	-0.235166666666667
RP4-692D3.1	3.82766666666667
CDC2L5	0.15125
MGC7036	1.01216666666667
DNAJC11	-1.4925
GDF2	-0.260166666666667
TIMM17A	-0.51875
HNRNPA0	-0.853
OR2H1	0.34925
PCBP1	-0.3075
COL23A1	-2.33225
LRRC2	-0.693285714285714
NSD1	-0.176285714285714
FLJ37078	-1.177875
WDR91	-0.212166666666667
TMEM179	-0.252
DSCR10	0.9535
CNDP2	-0.4107
FYN	-0.7985
BEX2	0.604333333333333
KCND3	0.241
YPEL5	2.10025
LRRC42	-0.194666666666667
C17orf45	-0.607375
ZNF649	0.3314
LOC150763	0.825875
COL5A2	3.58316666666667
CNGA2	0.5275
ELA2B	-0.912833333333333
RAB9B	-0.187
FAM100A	-0.13025
NAIP	-0.165714285714286
MYOZ2	-0.612125
SPATA12	-0.748
XRCC4	-0.04025
CYB561	0.2829
CHST10	-0.138
BAI1	-1.05033333333333
BRSK1	-0.0625
C17orf89	-0.15225
PDE6H	-1.0145
FLJ20309	-0.2475
MAP7	0.06575
SCN4B	1.26825
SPAG9	-1.2188125
SERTAD1	0.880833333333333
FLJ21963	-0.51325
ANTXR1	1.3538
TMPRSS13	0.6965
ETV7	2.27983333333333
DGAT1	-0.561666666666667
NKIRAS1	1.0465
TAC3	-3.4375
CORO1C	-0.68825
RAD54B	-0.44575
HRASLS3	1.0205
C21orf42	-0.612333333333333
BARD1	-0.278666666666667
ZNF177	2.45116666666667
MIP	0.5615
ZNF442	1.177
F2	-3.8416
GRIA1	-0.1475
GALNTL2	2.0205
WNT5A	-0.4955
LENG9	0.075
hCG_25371	-1.0855
FOXR1	-0.424
TRA@	0.701555555555556
PWWP2	0.97475
C1QTNF7	5.57516666666667
SLC7A4	1.3575
C4orf7	2.19925
C17orf80	0.107166666666667
KLK4	2.46216666666667
IL31	-0.123
TMEM176A	3.29275
CTNNB1	-0.2701875
BHLHB2	0.80425
TMEM185B	-0.208
ARD1B	0.34625
C1orf93	0.9735
BRUNOL4	-0.717166666666667
LOC541469	0.152666666666667
UPK2	0.012
GAS8	0.037
PATE	0.1785
IMPACT	1.21
WNK4	-1.22766666666667
HNRPLL	-0.81475
GAD2	0.682
ITGA6	1.21425
BMP15	-0.189166666666667
CYP2A7	0.32325
RIC8A	0.375625
CCND1	1.88725
USP35	1.4375
DSCR2	-1.04875
CCL4	4.3645
ZCCHC10	-0.134
NOL11	-0.859
TRPM2	1.00625
PSMD2	-1.17309090909091
CHTF18	-2.31975
USP18	0.505625
RRAS	-0.25025
LAMC3	0.183
TOX	-2.2195
