Hybridization REF	TCGA-A2-A0EO-01A-11R-A034-07
FZD7	2.40416666666667
WFDC10A	-0.405
PMS2CL	-0.813125
CCDC32	0.551666666666667
FA2H	-2.053
ALG13	-0.7055
TTLL7	-1.0126
SPOCK3	0.0305
SLC13A2	0.87
AIM1	0.64675
GPRC6A	1.2165
EGR2	4.38725
MED11	-0.13275
WWC1	2.566
SH3GL3	-4.118
RIF1	-0.132857142857143
PRLH	-0.358
VLDLR	-2.057
DBT	0.5294375
C21orf63	1.49125
CGGBP1	-0.2165
KRTAP12-2	1.3485
TADA3L	-0.7045
ZBTB16	4.34075
PDGFB	1.383375
RFX1	0.0175
UQCRB	0.0841
LOC133874	-0.1915
HPS3	-1.48075
LGALS3BP	-0.1104
DKFZP564O0823	2.028
MRFAP1L1	0.60125
HOXA10	-0.443166666666667
NGB	0.03
KIF21A	0.115076923076923
IFLTD1	0.3045
LZTS1	0.3445
ARHGEF3	1.5885
RHBDL3	-1.4175
CSNK1G2	-0.265666666666667
ChGn	-0.447
KIAA1244	1.59066666666667
GABRB2	0.317
MGC72080	-1.697
CD27	3.95075
EGLN1	-1.4349
PEX13	0.107
RWDD3	0.107
RNF12	-0.576833333333333
GRIN2B	-0.0165
ADAMTS14	-0.978
DYDC2	1.88533333333333
ATP6AP1	0.5774
NR1H2	-0.341666666666667
PDK2	0.33075
C3orf17	-0.459166666666667
SLC38A2	1.18135714285714
SLC25A29	0.0461666666666667
C15orf29	-0.02925
ADAM9	-0.413333333333333
TMUB2	0.038125
GPR176	-0.99875
AGK	-0.656142857142857
MCCD1	-0.467
NDUFA4	-0.60525
TMEM146	-0.2395
DUSP1	2.2635
UNQ6975	1.6085
EMX2OS	4.08925
INSM2	0.26
LUZP4	-0.07125
SETD6	-0.92525
P2RY2	3.15325
SLC45A2	-1.363
RABGAP1	0.641166666666667
UBXD5	-0.470625
GPRC5A	2.625
PAK3	1.264
LOC63920	-0.60575
TGFBR1	1.327
KRTAP6-3	-0.267
SFMBT2	-0.143
CDC42	0.3191875
C11orf35	0.7205
TTLL2	0.187333333333333
UACA	1.28327272727273
CD97	-1.1026
SETD5	-0.553
NINJ2	0.12375
PTER	1.12083333333333
POMGNT1	-0.14275
KRTAP4-2	-2.8185
ECGF1	2.34875
HRB	-0.491545454545455
ATP1B2	-0.1073
LOC400506	-0.3265
COL4A3BP	1.27525
C6orf97	0.9135
GRHPR	0.21225
TAS2R1	-0.512
SEMA7A	-0.648
EDF1	-0.0465
ODF2L	0.699777777777778
PCID2	-1.14566666666667
GTF2H4	-1.10016666666667
ZCCHC3	-0.873
CGB2	0.0365000000000001
NEUROD1	0.15475
C20orf75	-0.185
RP5-1054A22.3	2.253
IFNA5	-0.157
ZNF134	0.1675
MGC119295	-0.9915
ZSWIM6	0.962
SMEK1	0.0935
PCGF2	0.682875
C1orf102	2.37525
CYP2A13	0.6905
KCNH6	-1.4662
MDM1	0.361
ALDH7A1	-0.5295
C9orf75	1.2015
VDAC3	-0.426375
OR51T1	-0.0655
EIF3F	-0.244833333333333
KCNJ10	-0.553
LENG8	-0.18375
EDEM2	-0.088
CCNJL	-0.0611666666666667
DHX37	-1.3005
CRYGN	2.7315
AATF	-0.436625
ZNF630	1.46725
E2F5	-0.7825
WFDC13	-0.98575
FTSJ3	-0.514166666666667
C4orf33	-0.37625
LHFPL4	-3.1005
C19orf56	-0.60925
SMAD4	0.6785
AFM	-0.306
G0S2	-0.33775
FCHSD2	0.202
RRP1B	-1.069
EEF1B2	-0.249333333333333
STAT6	1.113
ZNF195	0.086
GNL1	-0.987166666666667
ZNRF2	0.8395
PER3	-0.384375
ASB16	0.118
C10orf10	3.19971428571429
ADCY8	-2.97533333333333
C9orf58	-0.791
ARMC10	0.0208333333333333
PSG1	-0.997
DHX34	-1.197
VARS2	-0.848
NFIC	0.45875
ITPR2	1.1935
AGXT2	0.4395
OR6K3	-0.8955
H2AFZ	-1.07275
MLLT3	0.339833333333333
COX4I2	1.7505
CCNT2	-0.519625
PLK4	-2.847125
NUMBL	-0.810166666666667
MED16	-0.06325
PLEKHQ1	1.3235
GOSR1	0.637
BTG4	0.216
RPL30	0.419666666666667
IGSF5	-0.3645
IGFL2	0.802833333333333
ELMOD2	1.06166666666667
SHC3	-0.507833333333333
HAVCR1	0.092
DYNC2H1	0.50975
RNF5	-1.03233333333333
C2orf7	-0.44825
NLF1	1.871
KLHL25	0.2215
LRP10	1.0298
KRI1	-0.23025
PUS7L	0.0441666666666667
MGMT	1.25875
HOXD1	0.100333333333333
CSH1	-0.1352
ATG16L2	-0.9865
FLJ44635	0.571
CHODL	-0.15725
EXOSC8	-1.3045
SLC28A1	-0.379
MYO7B	-0.688333333333333
SEH1L	-0.2775
MTNR1A	0.5005
TSPAN5	0.1695
CDC45L	-4.48416666666667
AMIGO1	-1.0235
ATAD3A	-1.37675
OSGIN2	-0.0341666666666667
PDIK1L	0.663666666666667
DARC	4.2275
PIPSL	0.45
SHMT1	-0.97825
CRISP3	-1.154
POPDC2	1.7965
ZRANB2	-0.686833333333333
FBXL8	0.78425
TRIP13	-2.30345454545455
EIF5AL1	-1.3975
POU5F1P3	-5.35433333333333
IL6	-1.646
CXorf38	0.1345
IFNA16	-0.1135
FBXL2	1.4235
BRD1	0.45575
STATH	0.278
FBXO44	-0.0996666666666667
MCCC2	0.8265
CDC2	-2.6571
C5orf23	1.82675
IVD	-0.0223333333333333
C10orf122	-0.423
MSL3L1	-0.0726
MVP	0.87175
EPOR	-1.068
ZMYM1	0.249666666666667
BCL7C	0.436666666666667
PSTPIP2	0.7598
LYPD1	-0.919125
OR8G5	0.6115
ZP3	-0.221
BCAS4	1.04416666666667
EDG6	2.64775
ISY1	-0.2555
PRAMEF2	-0.70625
CUL1	-0.512375
RNF213	0.6923
CCRK	0.9255
DHX9	-0.63475
C13orf29	-1.17325
NCKAP1	0.4785
MRPL43	0.849285714285714
XPR1	0.6955
PKN2	0.7783
PODNL1	1.3495
ZNF333	0.113875
DALRD3	1.19075
OPN1SW	-0.0765
BTBD6	0.51775
C11orf82	-2.715
OR5P3	-0.267
DUSP11	-0.11975
L1CAM	-2.019
NEK11	1.98866666666667
OR7E91P	1.19
CNTN3	3.95355555555556
CREB3L2	1.495
ZBTB37	0.6645
KIAA1324L	0.71825
NDUFB10	0.0831666666666667
NUDT2	0.0145
GTPBP8	-0.38825
CACNA1D	1.268375
PRKAA2	0.874
PRDM8	0.436
MGC16075	-0.477166666666667
KRT14	2.17385714285714
PP8961	0.753625
MRPL18	-1.1415
ABCG2	-1.10275
PACRG	2.41475
BBS2	0.056
KREMEN2	-3.0135
FBXO21	0.92425
HNRPUL1	-0.0150833333333333
GRB10	0.497
CLSTN1	0.8925
LMAN2	-0.1745
C17orf61	-0.71675
NIPSNAP3A	0.273
INSIG2	-0.7815
PCDHB7	0.788333333333333
STXBP2	-0.10175
CMAH	0.650583333333333
SEMA5B	-0.373
ZNF155	0.045
COQ6	-0.1575
PRPF4	-0.227
TSPAN15	3.7547
VN1R5	0.058
LATS2	1.01275
SELK	0.3815
PGK2	-0.29325
MS4A1	0.734875
TYW3	-0.4015
KRTAP5-1	0.895
RCCD1	-1.85883333333333
BTN1A1	-0.49075
DDX28	-0.492
TMEM65	0.586125
LOC92345	0.37075
TTC31	-0.6855
WDR46	-1.48866666666667
CHP2	-1.36583333333333
LSP1	0.83825
ZNF542	0.114
EXOSC1	-0.2425
ARHGAP18	-0.195666666666667
LRRTM4	-0.874875
MAOB	4.32216666666667
CACNB4	-0.83
MGC33846	1.23525
RANBP3L	3.56775
ATP5L	0.1295
ONECUT1	-2.586
NUDT9	0.71875
TMEM149	0.5285
STX17	-0.237
IGSF10	-2.99825
TMPRSS9	-0.606
BMPR2	1.78841666666667
ALLC	-1.819
KLF7	1.54675
GCC1	0.6362
TIMM9	-0.09325
CDO1	1.04166666666667
MGC10701	-0.921333333333333
IFI6	0.707666666666667
FRMD8	0.8745
MGAT2	0.53675
WBP5	0.531333333333333
CNIH2	-0.467
KIAA0907	-1.6002
KCNH8	0.88
CTSG	-0.2345
GRIK1	0.456166666666667
CUL5	0.946875
FRMD1	0.3565
OR9A4	-7.413
SYT6	-0.788375
FOXD4L2	-0.73775
ANAPC2	-0.9425
OPN5	-0.633
TAF13	-0.36225
LYG2	-0.878
GGNBP1	0.0555
C11orf40	0.796
OTX2	-1.7035
REG4	-0.8362
EIF5	0.1945625
PALB2	-0.6905
SEPSECS	-0.2826
RNASE3	0.155
TRIM49	-3.2805
POLR2K	0.1322
GPR42	0.3
C8B	-3.3515
SASS6	-1.0085
PREB	-0.8185
OR3A3	0.3915
TUBA8	1.03275
IGLV2-14	1.38875
STIL	-2.9215
ANKFN1	-1.34466666666667
NME7	-0.37075
HOXC12	2.9875
UBE2C	-2.319625
FHOD1	-1.1715
CDK2AP1	0.0619166666666667
OR6K2	0.3755
DHPS	-0.6515
RPL5	-0.402416666666667
TRGV5	0.3605
LOC541472	0.377571428571429
HCCS	-0.5434
DENND1B	2.747
LHX3	-1.8165
OR5D16	0.239
CXorf57	-0.994
IRF2BP1	0.53475
NDST2	0.859166666666667
LCE3D	0.238
BOLL	-0.1265
SYT3	-0.87125
PIH1D2	1.364
C20orf7	-1.11633333333333
IL1R2	-0.277
SLAMF9	1.032
PPME1	-0.106375
PIK3CA	0.40425
TRAPPC1	-0.693
COLEC10	-1.58125
SLC9A6	-0.901833333333333
PDDC1	-0.431583333333333
CCDC53	0.22075
GK3P	-1.27175
DAZL	-0.354
BRI3	0.00225
SDK1	-0.6675
CYP2C18	-0.8495
IFI44L	2.762375
RPL3L	0.4125
FUT9	0.569666666666667
KIFC2	-0.527
PMP2	-0.227428571428572
SLC4A9	-0.2495
PLAG1	-1.955
MYCBP2	0.686
OR4E2	0.471
CCDC65	1.42325
C16orf82	-0.088
ENTPD4	-0.3225
BRP44L	-0.141375
PMP22CD	-0.2155
TMCO4	1.11133333333333
KCNN1	-1.66016666666667
WDR35	-0.2725
CCDC80	3.301625
C3orf31	-1.17375
SLC7A9	-1.58125
TMEM190	-0.59175
DBC1	0.348
FADS3	-1.19433333333333
PDZD8	0.611
GRM5	0.374875
AZGP1	4.3802
PEX3	-0.4735
MED1	0.285357142857143
ATG4C	-0.955
HNRPH3	-1.055875
FAM109B	2.484
C4orf17	0.3765
CA10	-0.839
OPRD1	-0.3585
CCL16	-1.46875
SACM1L	-1.2055
CST6	5.291
CD63	0.983625
LGI1	-2.097
ZNF784	0.53
CRYBB1	-1.3335
CX3CL1	2.38095
TOP2A	-2.839375
GYPB	-2.93883333333333
GADD45GIP1	-0.915
FEN1	-1.900125
IGF1R	0.939875
WDR72	-2.96466666666667
PURG	-0.287333333333333
DEFB126	0.45675
PKD1L1	0.10175
CAV1	-1.4582
GNPDA2	1.0206
DGAT2	-1.047125
NLGN1	-1.84175
STRBP	-0.3875
HPRT1	-1.265
FANCI	-3.0255
PSMA7	-0.05475
DBF4B	-1.19933333333333
TTF1	-0.794
RAD54L	-3.2045
ELOF1	-0.37
PLAGL2	-0.563
ZNF256	-0.2395
HMGCL	0.715
MSI2	-0.5505
RPESP	1.38266666666667
C11orf60	1.23475
ABCD1	-0.2005
ACAA1	0.4038
SPARCL1	6.56835714285714
IL6ST	2.6787
ZNF319	0.286
TMEM109	0.1083
FAM90A1	-0.930833333333334
IL22RA1	-0.7565
ATP4B	0.713
TEC	-1.777
C7orf30	-0.92825
TXNDC2	-0.215666666666667
ABCB4	-0.659
KIAA1191	0.64525
C9orf38	-0.2745
SFTPB	0.23625
CNTNAP2	1.81633333333333
FRK	1.709
TBX19	0.16175
CHD4	0.22275
C6orf26	-2.83916666666667
MOSC2	1.44025
IKBKE	0.35075
HIF1A	-1.13766666666667
LOC595101	-0.8915
RELA	0.6845
TMEM16B	1.24916666666667
ABHD12B	-1.8285
TSEN34	0.56175
KIF18A	-3.316
TXNDC9	-0.546166666666667
SPATA2L	0.546
SEMA4G	-1.099
C21orf91	-0.41525
MATN1	-0.587
KCNIP4	-0.429166666666667
TUSC1	2.54125
OR4C15	0.456333333333333
ARMCX6	1.1775
WBSCR27	0.173666666666667
OR52I2	0.1575
KIAA1604	-0.2105
DYNC1I1	-0.98075
PPP4C	0.109
SLC47A2	-1.45983333333333
TREH	0.162375
CD48	2.20316666666667
ST14	1.66183333333333
PKN1	-0.87875
SPON2	3.509
XBP1	2.47916666666667
SFRS12	-0.4225
EFCAB6	3.05375
SELT	-0.55625
SLC39A2	1.284
ERF	0.444666666666667
ARL3	1.6585
SURF6	-0.9136
MLLT10	-0.43
FLJ11171	-0.0778333333333334
TDGF1	-4.63716666666667
ERCC6	-0.08775
EIF2AK4	1.307375
BAZ1A	0.1795
LRRN3	0.210666666666667
TMC3	2.4035
EFTUD1	0.0245
PTPRO	0.986166666666667
CLEC12A	0.375125
ACBD4	0.163875
ZDHHC14	-0.668
OTUD7B	1.583
ACTB	0.73375
MSRA	0.508875
LCE5A	1.2655
IFI35	0.15025
BSCL2	0.722
ANKRD12	0.907833333333333
CFHR2	0.084
RGAG1	0.960166666666667
HSFY1	-1.103
SLC30A5	0.226916666666667
IMPG1	1.122
GPR109A	0.2935
ZNF185	1.30075
IYD	-0.27175
NPCDR1	0.908
SERPINA13	-0.731
HMGCLL1	-1.501
NEUROG1	0.950166666666667
UBQLN1	-0.534875
LIN37	-0.22925
SOCS2	-0.9135
DSCR4	-2.639875
XKR6	-0.08275
GPR142	0.3725
KRTAP13-3	-0.239
CCDC15	-0.363333333333333
MOS	0.382
CD1E	-0.2705
OFCC1	0.461833333333333
FAM83D	-3.05675
SRFBP1	0.17925
C9orf96	0.049
DHDH	-1.97875
CCDC90A	-1.5575
RABL3	0.44095
CD320	-2.04433333333333
ANGEL2	0.54325
MRPL21	0.1065
SMG6	0.2285
INSR	1.91075
FLJ14816	-1.652
GLRB	0.448333333333333
C9orf89	1.196
CIZ1	-0.7885
URG4	-0.2555
LRDD	-1.789
CBY1	1.12083333333333
NFX1	-0.231375
MTERFD2	-0.0411428571428572
C19orf23	0.531
PGC	-2.718375
IER3IP1	0.6216
RASAL2	1.07941666666667
C1orf89	0.0745
SYNJ1	-0.7625
NFKBIE	0.7775
FLJ40125	-0.699666666666667
TCEB2	-0.405
NOG	-1.844
POLR2J2	-0.842166666666667
HLA-B	2.11275
PCDHA1	1.843
PPP2R2B	-0.0825
ARHGEF17	0.987333333333333
TCF7L2	1.48714285714286
CHD5	-0.689666666666667
ZNF431	-0.969125
TBC1D25	-0.25375
ZNF800	1.044
SCUBE2	4.74727272727273
MYCBP	-0.111
GPX5	0.28
C6orf129	-0.947833333333333
QSER1	-0.1575
ULK2	1.743
PIGO	0.187333333333333
NRCAM	-1.70728571428571
SLC35E3	0.994125
CSRP2	-0.63425
HYPE	-0.03725
MAPK15	0.0336666666666667
MGC14327	-0.13475
TIMM13	-0.734333333333333
ZNF462	0.3095
GBA3	0.281333333333333
TEX13A	-0.1885
MCM6	-1.56422222222222
MTRF1	-1.24575
ABCA7	-1.69975
EIF4A2	-0.91125
ZC3H10	1.0618
RPGR	-0.140666666666667
C20orf94	0.724
RP1L1	-0.53825
GPR125	-0.122
USP22	-0.349
OR1L4	0.49325
MLZE	0.188
FLJ32065	-0.15225
PTCD1	0.238
CRTAC1	1.16183333333333
BXDC2	-1.0695
C18orf1	2.18166666666667
FAM107A	2.06107142857143
EFNA3	-1.11375
P18SRP	-0.2836
CAMKK2	1.01616666666667
KIAA0649	0.054
NES	-1.17283333333333
HS6ST3	1.838
PON2	-0.59
TCP11L2	0.229
CLEC4A	2.26875
PRR12	0.395
MLXIPL	-1.6951
C2orf50	-0.634
ZNF28	0.37075
ENC1	1.48616666666667
MAP2K1	-0.726875
FKSG2	1.1345
KIAA0430	1.2445
PTP4A1	-1.37155555555556
GPR156	1.5325
GTF3C6	-0.5655
UBR2	-0.2571
LOC388272	-1.43775
MAK	0.437833333333333
ACOT4	3.18975
STC2	2.80716666666667
PIGW	-1.38125
SAE1	-0.98275
COL6A1	1.21790909090909
OAZ1	0.424166666666667
STMN4	0.842833333333333
EDG3	0.541333333333333
SGCE	0.375333333333333
IL11	-2.777
PRSS8	2.382375
YIPF5	1.26208333333333
WNT4	3.2385
CSN2	-0.0873333333333334
TCF7	-2.41625
TDO2	1.47975
SAMD9	0.0576875
S100A7A	0.2865
MMRN1	3.609
GKAP1	-0.5715
AKR1C3	-1.319
RNF19A	1.156625
GMDS	-1.04825
YKT6	-0.83575
SPARC	2.5737
C12orf31	-0.56175
UBE2V2	-0.969
FBXL18	-0.8255
KIAA0460	0.89325
ADAM22	0.56625
SERPINC1	-4.21875
KCTD21	0.78975
MYOHD1	-1.9385
ZNF37A	0.662
GTF3C1	-0.1465
CTSZ	1.97475
PRNPIP	-1.36625
DRD1IP	0.08025
NR1I2	-1.86116666666667
ZNF266	-0.6466
SPAG4L	0.8175
COX4NB	-0.6705
SAPS1	3.02916666666667
APOA1	-3.818875
TATDN1	-0.638
C10orf82	-2.9725
KPNB1	-0.8475
FOXO3	0.951416666666667
CRYBB2	-0.4945
ZBTB5	-0.301166666666667
SLC25A38	-0.68975
DCTN2	0.0186666666666667
IFT20	0.7115
CTHRC1	3.541
C1orf31	-0.43375
UHRF1	-1.4800625
GPC6	0.138
C10orf54	2.299
MCF2L2	0.512166666666667
WNT9B	0.009
OLA1	-0.94525
FAM120B	-0.05375
TTLL10	0.5
CYorf15A	-4.59325
RELN	-1.3693
SCN2B	1.70575
MFHAS1	-0.13875
NKX3-2	-0.433833333333333
RASGRF2	0.371
SSBP1	-0.8705
KPNA6	-0.0991428571428572
LOC389118	-0.3765
HS3ST4	-0.8452
SUPT7L	-1.0385
FLJ32658	-2.4345
IGFBPL1	-0.7405
KIAA1641	-1.3424
SHKBP1	-1.12633333333333
CSF1R	5.1115
NAGK	0.4085
MYL2	0.6515
HIST1H4C	-1.331
TOMM7	0.505625
ADAMTSL3	2.1729
TNFSF14	-0.728
PRRT2	-0.1845
VTA1	-0.9025
AOAH	3.787
CRISPLD2	2.75992857142857
PNN	-1.3636
TA-NFKBH	-0.873
ESPN	-0.46025
RBM43	0.9855
KIAA1267	1.206375
DDX3X	0.211888888888889
KIAA1576	-3.54775
PLXDC1	4.904
FLJ25801	-3.583
HNRNPL	0.13975
RUNDC3A	-0.0241666666666667
CASP12	1.7865
SH2D5	-1.584875
RPL26L1	-0.2085
OR51A7	-0.2475
HDC	2.79
C2orf16	-0.219
SYTL3	2.069
GOLGA4	-0.016375
NOTCH1	-0.498833333333333
ATPAF2	0.0505
ECD	0.0795
SSX5	-2.10316666666667
SNAP91	0.273333333333333
OCA2	-3.38175
PNPO	0.339
DAPK1	-0.119166666666667
PINX1	-0.311333333333333
SELENBP1	0.977
NEK3	-0.50125
TMED4	0.0841428571428571
SSTR4	-0.065
FOSL1	-2.6761
CD40LG	0.6735
CES1	0.339666666666667
DCI	-0.189333333333333
B3GAT3	0.0238333333333333
STK17B	0.41225
CNTN6	0.96625
CYP3A4	-1.79083333333333
MBOAT2	0.546
PISD	0.5475
USP1	-0.90225
PYDC1	1.36666666666667
CENPM	-1.987
SAR1B	0.30025
TTC7B	-0.992375
DP58	0.8505
GPC1	0.591
RBL1	-2.0305
TMEM137	-2.74766666666667
TOB1	2.01583333333333
TCEAL1	1.46866666666667
CENPF	-1.98663636363636
C6	0.778166666666667
PRSS1	-3.5875
PPIL6	0.0559999999999999
C6orf124	-1.0265
ODZ4	1.70516666666667
SNCB	-0.0845
NDUFB9	-0.2325
CNOT6L	1.63416666666667
S100A9	1.05716666666667
TRIM50	0.2865
KCTD1	2.3254
WDR63	-0.751
SPEF2	2.302875
RNGTT	-0.641666666666667
CXorf22	0.676
KCNK16	-0.0315
CEP250	-1.323875
ATPBD1B	-0.743
KCNJ2	4.14575
MT1B	-0.152
ZNF684	-1.1815
SLC4A1	-0.4355
PDHA1	-1.171
ZNF492	-1.1745
TKT	-2.3115
BYSL	-1.342625
RNF38	0.252375
AHDC1	-0.2415
KLHL2	1.89825
CMTM8	2.3185
DMP1	-0.5465
HERPUD2	0.3475
CRTAM	2.51066666666667
ZNF572	-0.60025
TMEM16J	0.2705
HSD17B2	1.18875
UBE2G1	-0.2215
AHSA2	-3.2505
PELI2	0.4425
TPX2	-3.052375
ATP9B	1.294
DAZAP1	-0.156
HMGCS2	0.3105
C17orf38	0.61325
B9D1	-0.510375
NKX2-5	-1.146
KIAA1276	0.91325
LILRB2	3.703
CSTF1	-0.369
BTN2A1	-1.00033333333333
C15orf48	4.57
IGF2BP3	-4.61225
FAM113B	0.987166666666667
HRG	0.175857142857143
ZNF131	-0.46725
USP47	1.31642857142857
CCDC88B	-0.826625
HCN1	-0.2177
HTN1	-0.9406
SYCP3	-0.39625
C13orf23	-0.5454
PAPOLA	0.158875
AATK	-0.5273
MSH3	0.512
NDUFAB1	-0.81475
ITLN2	-0.949833333333333
BAK1	-0.788166666666667
MRPL45	-0.459166666666667
MTNR1B	0.101833333333333
LOC645843	-0.054
SPECC1L	0.64475
PGCP	0.97825
SPN	-0.425125
GPR143	1.53216666666667
ZNF576	0.471833333333333
TMEM39A	0.573
ATP5D	-0.575833333333333
MAGEB3	-1.9045
RPS5	-0.931
ANP32E	-1.497
MTMR1	0.79025
YEATS4	-0.9725
SYNGAP1	0.14925
PCOLCE	-0.170166666666667
MNS1	-0.25675
PCYT2	-0.919166666666667
ZNF182	-0.59075
LAX1	1.299875
SPPL2B	0.8105
ELOVL5	0.6686
PCDHAC1	0.073
B4GALNT1	-1.84316666666667
BLOC1S2	0.5015
ZNF673	-0.6014
ARHGAP21	0.194
IRX5	3.098375
LRFN5	0.999333333333333
FAM7A1	-0.9255
RAB19	-0.0925
GINS1	-2.52575
ITM2B	1.6946
PAPSS2	0.167833333333333
OR5BF1	0.292
ACSL3	0.45575
KIAA1919	-1.31216666666667
GLT8D2	3.35975
UTRN	0.9295
CNN1	2.96725
HISPPD2A	0.4455
SDAD1	0.69875
SIGLEC9	1.33416666666667
RPL35	-0.389071428571429
C22orf26	0.345
IMPDH2	-1.49175
WDR69	-3.168
SEC14L5	-1.79633333333333
CLTA	0.076
RP11-529I10.4	0.564
GPR37L1	-0.215333333333333
OGDH	-0.829833333333334
ASB13	1.67766666666667
ZFP14	0.445
ZCRB1	0.0115
KPNA3	0.767
HSPA1L	0.5165
RHOC	0.622
LOC554175	-0.23425
PPP3CA	1.9881
SLC1A7	-0.751
ZNF529	-0.510666666666667
RBED1	1.00525
DDB2	-1.365
FLJ11286	0.4025
SPATA1	1.111
MKNK1	0.244833333333333
DYSF	0.640666666666667
ALKBH2	0.27025
NKD1	-2.27883333333333
C1orf174	-0.50425
PLEKHO1	0.854166666666667
ASB10	-0.12725
RING1	-0.5175
NPC2	1.617
AVPR1B	-1.502
YTHDF1	0.14575
LMAN1L	0.5495
GSG2	-2.884
CEP170	0.041
RPS4Y2	-4.9465
MSH6	-1.1915
HECTD2	0.486
ZNF556	-2.86416666666667
PLEKHC1	-0.132
AIRE	-0.394
BCL2L10	-0.365
LMOD3	-0.115166666666667
ZBTB8	-0.3575
FOXA2	-3.5615
SLCO2A1	3.385125
C3orf46	2.006
PRDM16	-0.236333333333333
TMEM98	1.53225
FRMD5	-1.2445
PDE6C	-1.611
C1orf216	0.0938333333333333
EP400	-0.203642857142857
PTK2	0.315083333333333
RNF217	0.5345
NDUFA8	-0.11
ZFAT1	0.132
LAMP3	2.0145
GLTSCR2	0.86875
NPW	-1.4375
LLGL2	-0.167
PPM1K	-0.662
C20orf177	-0.8985
KIR2DL4	-0.0307777777777779
NFKB2	0.2215
C21orf122	0.055
HESX1	-0.84225
GPR114	1.1655
SLC25A35	-0.6605
GNAT1	-0.85275
ORAI3	0.725
FAM76B	0.11525
TMEM99	1.1884
TRIM29	1.6034
CDS1	2.91325
RHEB	-0.2796
C4orf27	-0.1855
RAB3A	-0.567
OTUD6B	-0.8305
GPD1	0.20225
CDH15	-0.953166666666667
NPM1	-0.635928571428571
TMEM117	0.23775
PRPS2	0.25025
GCK	-0.5545
ADRA2A	5.196
TSPYL4	0.418833333333333
TASP1	-0.03775
WDR19	0.618916666666667
C10orf38	-0.8605
PDE4C	-0.9105
FYB	0.722333333333333
C1orf55	-0.037
PPFIA3	-0.7775
RAD18	-1.232
C12orf44	0.0113333333333333
CRYBA4	0.6145
HVCN1	1.661
TAF10	0.121666666666667
C16orf48	-0.616166666666667
DEPDC5	1.10316666666667
LTBP1	0.961
MAPRE1	-0.447125
FGF8	0.123
C3orf52	-0.13425
SENP7	0.0588333333333333
LRRK2	1.233
RUNDC2A	0.755
KIAA0355	0.816333333333333
CPEB1	-1.12675
PPEF2	-0.422
ABI2	-0.332333333333333
KIAA0317	-0.069
ATF1	-0.398
DYNC1H1	0.734
DIP	0.22675
TMEM33	0.885944444444445
POLDIP3	0.22025
C7orf24	-0.12975
GPR171	3.59225
CDC6	-3.6055
PLD1	-0.5157
ITFG2	-0.4024
NDUFC1	0.7035
AKNA	-0.95975
NBR1	0.86825
PKHD1	1.90871428571429
HPS4	-0.6542
MAFA	1.096
ULBP3	-0.22775
DIRC1	-0.182
IMMT	-1.20075
C22orf13	0.5395
CEL	-0.188
MARK3	-0.67025
ADAMTS2	1.23025
ARPC3	-0.195833333333333
TMEM10	0.540428571428571
NPHS1	0.3025
BRD8	0.0115
WDR12	-1.661
IDI2	-0.202
HOXD13	-1.9605
OR8G2	-1.04125
SLAIN1	-2.09275
GABRQ	-0.3885
NR2C2	-1.1485
NKTR	-1.0179
TLE2	1.1345
KIAA0892	-0.339833333333333
AURKA	-2.98890909090909
GPRC5C	-0.734666666666667
TBC1D9B	0.439
PNPLA6	-0.161166666666667
AP3B1	0.14425
NAG	0.016
C11orf68	-0.2055
AKR7A3	2.17825
AHCYL1	0.0781666666666667
COP1	0.585166666666667
RPP14	-0.554
PCDHB18	0.8505
CDH24	1.47175
KRT17	1.0409
LACTB2	-0.89775
DDX24	0.8366
PHACTR1	-2.24316666666667
SLC35E2	0.08575
LOXL1	1.07375
IQSEC2	0.4625
RGSL1	-0.427
PCDHGC5	-0.22
MEGF10	-0.2445
PRRX1	2.12666666666667
ASTE1	0.360666666666667
C6orf159	0.02275
MYOD1	1.20225
GAA	1.21
ZNF747	0.4905
KLRC1	-0.65425
IL1RL2	1.082
GDF9	0.518
GPR119	0.37
TRAF2	0.00383333333333334
HCK	3.59733333333333
BMP6	-1.82225
IL8RA	0.493666666666667
FLJ35848	-0.66175
EFHA1	0.38025
CDSN	-0.303333333333333
C14orf54	-0.1448
LSM3	-1.240125
ZFP41	-0.252
C9orf126	-0.9085
VIT	-0.5395
SPCS3	-1.2705
DEF8	-0.958
CHAF1A	-1.99883333333333
C1orf165	0.131666666666667
ZFPM2	1.85233333333333
FTH1	0.5955
SLC35F1	-2.036
YWHAH	0.75225
C17orf66	0.386333333333333
ADRB1	-0.374833333333333
FOXL1	-0.035
RG9MTD3	-0.0825
UMPS	-0.418875
MGC13008	-0.4
KIAA1161	-0.06
CCDC77	-1.989
C12orf65	-0.5664
COG4	-1.23616666666667
RCP9	0.4925
RP4-692D3.1	3.11366666666667
CDC2L5	0.356
MGC7036	0.943666666666667
DNAJC11	-1.1755
GDF2	0.3828
TIMM17A	-0.32325
HNRNPA0	0.6046
OR2H1	-0.5285
PCBP1	0.1465
COL23A1	-1.8125
LRRC2	0.746214285714286
NSD1	0.374714285714286
FLJ37078	-0.409125
WDR91	-0.257666666666667
TMEM179	-0.21925
DSCR10	1.0135
CNDP2	1.0485
FYN	-0.433
BEX2	-0.175666666666667
KCND3	0.697333333333333
YPEL5	1.625
LRRC42	-0.929333333333333
C17orf45	-0.9945
ZNF649	0.7894
LOC150763	1.7315
COL5A2	3.82058333333333
