Hybridization REF	TCGA-B6-A0RO-01A-22R-A084-07
CALU	-0.891
ANKFY1	-1.308
C9orf84	-0.0445
CLEC2L	-0.17625
LIMCH1	1.32108333333333
RWDD1	-0.454
VHLL	0.29775
SLC18A2	0.1165
UPK3A	-0.611166666666667
FIP1L1	-0.34925
LENEP	-0.109333333333333
RHOB	1.8815
RIBC2	1.1855
GNPNAT1	0.0205625
TBC1D10C	-1.357
MMAA	1.90025
INTS9	0.59475
HOOK2	0.38275
CCNG1	-0.851166666666667
CCDC144B	-2.077
MTMR7	-0.569
NEU4	-0.939166666666667
HADH	0.86525
CCKAR	0.086
TMEM173	1.0715
AFAR3	2.0135
PTH2R	1.81025
IFI30	-0.27
GLUL	1.8054
TMEM71	-0.484166666666667
C20orf165	-0.02275
BFAR	-0.173125
ZNF14	1.0895
KLHL8	0.0321428571428571
PPIL2	-0.0206666666666667
CTA-126B4.3	-0.547333333333333
C5orf37	-0.295
SLC27A4	-0.289166666666667
KLHL22	0.609875
GJB2	2.7926
HSPBP1	0.3515
PRKD1	-1.21416666666667
SOX8	0.40725
KIAA0195	-1.41083333333333
MICALCL	3.8205
ICAM1	-1.37375
C10orf126	-0.0885
SIX4	0.829375
BCL2L1	0.6276
CD19	1.2775
RAPGEF3	1.74733333333333
KIAA0974	0.171
MAPK3	0.909333333333333
OR10A3	-0.159
MAP2K1IP1	1.325
STK4	-0.475944444444444
CHIC2	0.7808
DLX5	-0.733833333333333
ZNF367	-1.21525
FBXO41	-1.01875
ADK	-0.385375
hCG_1995786	-0.3705
GTPBP10	-0.3715
TGOLN2	1.501375
CTBS	0.722833333333333
FGD1	-0.18375
ETS1	-1.282
EDC4	0.23725
GSTA3	1.3555
HOXB6	2.7
C9orf131	0.17925
BCAS1	0.505
U2AF1L4	-0.2455
PDHA2	0.254666666666667
SORD	0.8665
SLC25A33	-0.3705
WDHD1	-2.705
OR8K5	0.32
RNASE11	0.5955
STAP2	0.51775
TRIM44	0.0433
CHCHD8	-0.42
SIDT2	0.297666666666667
OR2B3	0.398
TRRAP	-0.96675
TRAF1	-1.38433333333333
RYR2	-2.23375
FAM71B	-0.2685
SLC45A4	0.2695
TRIM32	0.160375
ATP6V1G1	0.87375
TRA16	-0.621375
SERHL2	2.08375
PRKY	-1.04333333333333
NPR2	-1.12825
TAS2R40	-0.14675
OR5I1	0.4625
ZFYVE26	-0.181833333333333
WFDC11	0.6965
CSH2	-0.00625
OR2T8	1.73472347597681e-18
TBX20	0.4755
LYPD5	2.58333333333333
STOML2	-0.686166666666667
ALPI	0.1195
FAT3	-0.31575
ZNF273	-0.05
NPSR1	0.3505
FLAD1	0.6495
RAB5C	0.711375
TTLL3	-2.354375
KIAA1618	-0.681666666666667
NPPC	-0.4305
ZEB2	-0.5829
MRP63	1.034625
WSCD2	-0.1915
NEUROD4	0.4225
SNAPAP	1.225
MTMR2	-1.15611764705882
STK35	0.089
USP48	-0.969625
NR1H4	-3.16925
RASL10A	2.84
SSTR1	-2.81
C1orf35	0.1775
APOBEC3C	-1.98875
RUSC2	0.192166666666667
SALL4	-3.749
ZCCHC8	-0.56925
RAD17	-0.228125
ZNF708	-0.0411666666666667
LILRB5	0.6355
TEX12	-0.379
C9orf79	-0.343
ARHGEF1	-0.518333333333333
ABCA4	-0.6805
RNF214	-1.37575
PPAPDC2	0.6945
ARID4A	0.508833333333333
SYCP2	-1.718375
OPRM1	0.21825
RP13-102H20.1	-4.30425
CYP26B1	-1.4545
APCDD1	0.971
PCCA	0.54425
ALS2CR7	0.335
AQP5	1.56466666666667
YLPM1	-0.41475
PRKAR1B	-0.3701
IL16	-0.215555555555556
TCF3	-1.843625
ZSWIM7	0.451
SERPINE1	-2.6577
BAI2	1.34325
SMC5	-1.19035714285714
SMN1	-0.486166666666667
SLC13A5	-2.562125
POU2F3	1.06775
BACH1	-0.7125
GMCL1L	0.116333333333333
PPP2R2D	0.921
LRRC51	2.07641666666667
EDARADD	0.587
LRRC3	0.792
FAM124B	0.2095
C20orf70	0.1
LOC285735	-0.96025
CTBP2	1.7024
ZMYND11	1.74125
CDH23	0.848583333333333
OR1N1	0.4205
LOC400590	-1.0625
PDK1	-1.3265
LMTK3	1.399
USHBP1	0.9428125
ZFYVE21	1.6075
hCG_21078	-0.156
OAF	-1.6445
WDR41	-0.44775
SPINK6	-0.38475
GDEP	-0.5815
MEG3	-1.9985
OXSR1	-0.871428571428571
RAD51	-3.21
RPL13A	0.3575
DYRK1A	0.6562
FLJ25791	1.13725
SARDH	-0.1697
RBBP5	0.506833333333333
ORC2L	-1.33575
NCAPH2	-0.867166666666667
RNASET2	0.574
WDR79	-0.207166666666667
FLJ39779	-1.3345
C3orf1	0.39875
DDX23	0.4755
MGC40574	0.2965
MORC4	1.3235
MYRIP	1.894
LY6E	2.203375
SLC39A11	2.750875
ATP12A	-0.103
AUP1	0.057
PIP	6.3245
CORO7	-1.148
PITPNM3	-0.4235
ENPP1	0.638333333333333
PPP1R1C	-2.42783333333333
NRBP2	-0.8745
KCNE2	-0.69
P2RX4	2.5845
CCND2	-3.20542857142857
OR5T3	-0.154
CUL4A	0.849666666666666
CFB	4.58775
PCP4	-3.10983333333333
HEMGN	-5.7205
UBIAD1	0.7725
CDC42BPB	-0.617
CYB561D1	0.8225
RIMS2	1.06425
ZNF488	-0.72475
RNMTL1	0.5515
SART3	-0.012
CAPN10	-0.932357142857143
CCR5	2.96083333333333
APOA1BP	1.16233333333333
NDUFS5	-0.445
PDLIM3	1.8738
VPS24	1.5764
SCN8A	-0.1105
C1orf67	-1.893
MRCL3	0.676333333333333
TMEM145	-1.03525
KCTD16	0.300333333333333
RNF149	1.152
FDXR	0.304
CDCP1	1.0005
PAX3	-2.4761
LASS4	1.77225
HSD17B8	1.28925
YAP1	-0.672625
NNT	-0.4
SC5DL	0.444625
DKFZp566H0824	-1.081
KSR2	0.269666666666667
RAD21	-1.29753333333333
ST8SIA2	0.39925
L3MBTL3	-1.0005
SNRPB	-1.63975
MGC14425	-0.33125
MIF	-0.320375
TAPT1	1.483125
IRF8	1.6981
PRO0132	3.799
HERV-FRD	0.2175
ACD	-1.52683333333333
BCL3	0.6725
SPATA13	-0.018
MRLC2	1.339
F2RL3	0.752
CFHR3	1.103
DUSP15	0.316833333333333
TMEM46	0.877166666666667
SF3B4	-0.286166666666667
MAP7D3	-1.88975
STELLAR	-0.168
SEMA5A	-1.0745
H2BFS	1.14825
LRRC28	0.834333333333333
MORN2	1.639
XYLB	-0.740125
WDR21C	0.19
HIATL1	-0.164875
ADAMTS10	0.372
WDR55	0.809
MFSD5	1.79566666666667
OR4N2	0.439
DUSP16	0.694277777777778
NLGN4Y	-1.69544444444444
INHBC	0.33125
NUMA1	0.28325
DEFB123	-0.03375
GIPC1	0.42925
MGC27348	-0.9635
FLJ33590	0.1935
FZD1	0.9415
MKL1	0.0931666666666667
SAA2	3.1675
C1orf94	-1.76
C7orf28B	0.0565
TMEM185A	0.88235
ZZZ3	-0.48
C16orf5	-0.929333333333333
GALNAC4S-6ST	1.475
C1orf186	-0.12775
IGFBP4	1.56816666666667
NDUFA10	0.956166666666667
CLIC2	-0.70225
RNF13	0.366
GPR103	-1.185
CD69	-2.407
MYOZ1	1.72425
IFNB1	-0.39
CLNS1A	-0.2265
CXorf45	-2.447
ZXDB	0.9495
FUNDC2	0.95
GPA33	-0.47175
C9orf70	0.13375
SLC2A9	-0.0925
LOC126520	-0.2635
MAGEB1	-0.87975
LCE2A	-0.414
C18orf34	1.4325
FMNL2	-2.372625
KRT85	0.62125
CRYGA	0.1725
GEM	0.469
THAP6	0.0514
ALKBH3	0.492166666666667
TM6SF2	-0.2475
C20orf82	2.68225
RANBP2	0.248166666666667
LIG3	0.8399
RETSAT	0.2225
OR8S1	0.9605
CAST	-0.72125
TGFBI	-1.3605
C15orf37	0.466
PGM3	-0.435
SLC4A11	0.150125
FAM123C	0.189
TAOK1	0.13675
CISH	1.543625
OGDHL	-2.76425
SPINT2	3.32416666666667
ZNF33A	0.3205
CLDN18	0.370666666666667
RNF128	-2.34125
CCDC71	-0.544
RASSF6	0.497166666666667
HSPG2	0.244
ATP6V0E1	1.757125
ABHD6	-0.00100000000000001
CD274	-0.4355
GCNT1	-0.0795
NT5C1A	0.478333333333333
TM4SF5	-4.47775
C21orf58	-1.11316666666667
SUCLA2	0.63625
RFTN2	1.49075
SCNM1	-0.088375
SLC9A10	-0.014
FUNDC1	1.40725
SLC35F4	-2.15125
AMD1	-1.71675
COL6A6	1.242
OR4K2	0.7055
TRIB2	-1.36108333333333
LOC91461	-2.2855
GHSR	0.6135
ATP8B1	3.072125
C1orf78	3.09683333333333
RNF183	1.67466666666667
STX4	0.6682
TPPP2	-0.125375
MYBPHL	-1.9205
TXNDC6	0.8964
C9orf47	0.439
FAM137B	-0.6885
FANCB	-2.4815
C11orf9	-2.03575
DPY19L1	-0.77325
VDAC2	-0.0615
VHL	-0.50975
LMBR1	0.798625
C8orf44	-1.142
ZPBP	0.34875
FGF23	-1.4025
C21orf67	1.16175
PCNT	-1.005625
BCKDHB	0.8735
GALNTL5	0.065
BET1	-0.464
ARL13A	-0.0935
HDAC6	-0.91425
N4BP3	0.515666666666667
OTOP1	0.301666666666667
TTC30A	2.5635
CRISP1	0.308
KRT32	1.3095
VSTM1	0.406
ZNF622	0.19025
POLR3B	0.6925
DNAJC10	0.7975
C12orf54	1.154
ADIPOQ	1.29633333333333
RIT2	-0.23475
CD44	-1.911
ABCA3	2.7325
RPS17	-1.6585
FEZF1	-0.681
PCDHB15	-0.33725
KCNMA1	-0.575318181818182
CCDC116	-2.065
C15orf27	-2.185
NARG2	-0.9296875
ITGA5	-1.66275
MEFV	0.7365
TUT1	-0.3395
LOC541473	-0.333
NMBR	0.189
GLT1D1	-3.13083333333333
ABCB7	-0.94475
PFKP	-2.46718181818182
C9orf91	1.1906
LRRC41	0.489833333333333
C1orf85	0.0523333333333333
ATP5F1	0.089625
STOX1	2.770625
GFOD2	0.4005
SLC25A3	0.141375
ZNF646	-0.3304
ZAR1	-0.3795
OSTbeta	0.6595
GALNT3	3.5435
IFT122	0.4405
LDB3	0.3985
GARNL1	0.593642857142857
HOMEZ	0.832833333333333
LRRC6	4.03
ANGPTL5	-0.6255
UBAC1	-1.069
DLEU7	-0.1645
RPL19	-0.71025
TOP1MT	-1.13283333333333
LOC643641	0.0985
MBD3L2	-0.674
NTSR1	0.3365
WISP2	-3.50025
GPSM2	-1.8735
RDH10	-0.0491
PRKCG	-0.108
HIST1H4J	2.1925
MON1B	0.5491
MLF1IP	-2.13766666666667
ZNF446	0.698875
COL4A5	0.3303
SLC26A1	0.437571428571429
RGN	-2.21525
CCNB1	-2.65125
C9orf165	-0.39775
CCDC28B	-0.1755
CCDC97	0.39625
FGR	1.29925
MSRB3	0.4141
EPN2	0.04475
COX15	0.4265
KCNK6	0.8254
XK	-4.465
GDA	-4.747375
HEPH	-1.800625
THRAP3	0.217875
MET	-1.48442857142857
PHYHIP	0.69725
LYAR	-2.16266666666667
ING3	-0.1785
AK7	1.696
CCT8L2	-0.035
COPS7A	0.884333333333333
WSCD1	-0.407
RNF185	0.842125
TNS3	-1.0055
KNDC1	0.801333333333333
RWDD4A	-0.198
MED13L	0.8903
ZFYVE1	1.25675
C7orf44	-0.589833333333333
MRPL1	-0.056
STGC3	-2.592
TEAD1	-0.9025
RPL7A	-1.42571428571429
ARL6IP1	1.3511
C1orf178	-1.045
CTAGE5	1.16058333333333
TMEM184A	1.54283333333333
SLC25A14	0.9115
CACNG5	0.38925
ATXN10	0.3772
ECH1	0.9515
CCL22	0.3195
CYP2F1	-1.53783333333333
GADL1	0.1245
TMEM19	-0.4019
RUNX3	-1.172
EFNB1	0.540166666666667
LIPN	0.4635
ACSM3	-4.528
SIGLEC8	1.77816666666667
ASCC3L1	-0.1745
NOL8	-1.282875
RELT	-1.44433333333333
Magmas	-0.164
PPP1R15B	0.6471
C11orf2	0.62425
VKORC1	-0.170666666666667
MGC26647	0.33375
TRPM6	0.239333333333333
UGT2B7	-1.671
FEV	0.01075
FOXK2	-0.0301
PDCD5	-1.25266666666667
SLC8A1	2.0667
DGUOK	-0.604833333333333
CLDN16	0.2355
GAGE1	-1.0365
RBM17	-0.3889
C1QTNF3	-0.20275
VGLL3	-0.666833333333333
UNQ5830	1.1695
CD1A	-3.52283333333333
SCGB1C1	0.1975
SUPT4H1	-0.134375
TRAF5	0.692
ASAHL	1.1675
FAM73A	1.62433333333333
OR6B1	0.201
WHSC1	-2.1799
GFPT2	-0.802
LOC339809	0.7465
STARD5	0.770583333333333
SIP1	-0.9555
DNAJC15	0.7325
STAU2	0.5863125
FAM98A	0.011
RAD23B	-0.6118125
LRRC33	-1.36725
CHRAC1	-1.136
C21orf89	1.05925
C19orf43	0.711
KLK8	0.787333333333333
CCNE1	-1.947125
PKDREJ	1.57616666666667
SSU72	0.187
C17orf73	0.1885
GPR78	0.952
WHSC1L1	0.1788
GSTA2	0.55625
SMUG1	1.426
UFM1	1.1908
AP3M2	-0.186916666666667
USP14	0.22025
FBXL14	1.853
DSTN	1.49775
SFRS14	-1.861
FBXO31	-0.5355
C12orf40	0.48525
FRS2	1.18675
NR2E3	0.44175
TUBB2C	0.017
GMPR	-1.20183333333333
C9orf139	-0.3815
ING5	-0.245785714285714
LOC730092	-0.0253333333333333
ORM1	-4.55
RP11-11C5.2	-0.6105
HSPD1	-1.4533
PIWIL3	-0.79875
C5orf13	-0.8431
OR5R1	0.407
LCOR	0.713125
PLEKHA9	-0.979
CCDC43	-0.506
ZNF232	-0.0495
SLC6A7	-0.448
ADH5	-0.197166666666667
SHBG	-0.91
CROCCL2	-1.102
PANX3	0.026
CDIPT	1.088
SLC16A5	1.3415
TUBB	-1.5619375
TOR3A	1.0115
PREP	-0.295833333333333
ENTPD8	1.06807142857143
CHMP1B	1.10525
SYT12	0.8526
MYH6	-1.653
MAP3K13	0.662833333333333
KLHL30	0.302833333333333
LCMT1	0.125
EIF1AX	0.63625
FOXD4L1	0.4015
SLC24A5	-1.6235
RNF166	-0.62
TJAP1	-0.80575
TMEM156	-0.7615
ZNF239	1.67075
SNX19	1.3366
GKN1	0.14025
FCN1	0.5217
C1QL1	-1.303
ATP11C	-0.391625
ZNF35	0.6765
CARD8	-0.035625
LIMD1	-0.951833333333333
KIAA0286	-1.205625
XRN2	-0.274333333333333
CD6	-0.663666666666667
TOX3	2.34375
ZSCAN4	-0.593666666666667
RSRC1	-0.987625
COG1	0.56075
PTRF	-0.6855
C16orf35	-0.49
FBXO24	-0.41275
CHST11	-1.414
THRB	0.5169
MYBPC1	1.623
RNF39	1.30933333333333
PSMD11	-0.46025
ALAD	-0.155166666666667
EN1	-0.4695
SLC9A9	0.30325
GSTM4	1.2726
CDC42BPA	-0.865526315789474
RCSD1	-1.21125
LUC7L2	-0.9507
SPTBN1	-0.1739
LOC146167	0.1065
BAT5	1.2837
ZNF452	-1.029
LSM4	-1.028125
SRP72	0.0513
SGK269	-0.457583333333333
MTX1	0.8005
CENTA1	0.97825
UNQ9433	0.5865
ATR	-0.173166666666667
DDX49	-0.175666666666667
PAQR8	-1.44183333333333
C14orf174	1.74975
GBGT1	0.165
THAP1	0.85125
OR10K1	-0.3035
RASIP1	-0.994333333333333
DPYD	-0.3992
DOHH	-0.89775
C18orf45	1.6705
POF1B	0.3447
ZNF552	4.03325
USP32	-0.932375
MED27	-0.713166666666667
C14orf149	-1.94183333333333
PRDX4	-0.328
ABHD12	1.3115
AGT	-4.473
SLC22A14	-0.3385
C1orf58	0.74375
PILRA	-2.969
ABCF2	-0.86725
C17orf85	-0.7419
TKTL1	-0.9035
FGF1	1.24835
IL6R	-0.606166666666667
VPS25	0.84225
CHRNB2	0.132
COL7A1	-2.9966
LRRC48	3.63016666666667
SPG20	0.342416666666667
COX10	0.34475
GCA	0.79825
ECEL1	1.3775
GLG1	0.623
SRD5A2L2	0.197
MUTYH	-1.86675
ZNF70	0.04125
L2HGDH	-0.72175
GPATCH2	0.91375
ZNF655	-0.00700000000000002
ZNF227	-0.444833333333333
MCOLN2	1.19683333333333
NQO2	-1.7635
KCNQ5	-0.117
NEU1	1.75116666666667
QRICH1	-0.49925
ZBTB20	0.13
RPUSD3	-0.6895
EPGN	-1.056
TSN	0.49375
SPRY2	-2.2215
LZTFL1	0.754125
GMFB	0.343875
PBEF1	-0.8103
HBG2	-3.56025
TMEM8	0.3025
PALM2-AKAP2	-1.12366666666667
NFYA	0.52675
FAM108A1	0.293875
PBLD	2.961625
NRG4	-2.34325
PIGF	-0.8635
PTGER1	-0.06675
NOS2A	-0.762833333333333
C21orf34	-0.370833333333333
C21orf51	0.878166666666667
IL17C	0.3375
TRMT6	0.0515
ETV2	0.822333333333333
CCDC109A	0.8705
MYLK2	-1.8295
ATP10A	0.0154
DPH4	-0.756
C5orf5	-0.097
KCNA4	0.380333333333333
NMNAT2	0.5125
GLYATL2	3.162
LSMD1	0.395375
IL23R	-1.39625
NRF1	0.44225
MUC15	1.011
PRDM12	-2.207
PAQR4	0.265071428571429
RBBP6	-1.3258125
IFI27	2.46275
SKAP2	-0.0141666666666666
TAGAP	1.3275
TJP3	2.37
C9orf61	0.9135
IDS	0.707214285714286
PARG	0.68325
LOC131149	-0.255
DYRK4	0.6755
MICALL1	-0.77675
GALR2	0.069
GPBP1L1	0.282625
TBX21	1.681
KCNJ6	-0.251666666666667
GGN	1.0685
CASP5	-0.5305
RNF182	-2.25975
BRD4	-0.77025
DOK4	0.432125
SLC46A2	0.597166666666667
SOX9	0.724166666666667
ZNRD1	-0.194666666666667
PRR6	-1.5505
FAU	0.19825
DTNB	0.559666666666667
CARD9	1.1145
STS-1	-0.897833333333333
SLC4A5	0.007625
NSBP1	-1.61025
UGCGL2	0.109583333333333
POTE15	2.7755
NOXA1	0.72775
RP13-347D8.3	0.4495
SAMD10	-0.360833333333333
EP400NL	-0.29925
TCF21	0.00924999999999999
AMELX	-0.0406666666666667
JPH2	0.7664
SLA	0.29625
DLST	-0.7705
SEPT12	0.26175
RGS20	-4.115
LXN	0.0951666666666667
ZNF419	-0.229375
UPK3B	-0.0855
RELL1	0.69725
ESPNL	-0.483
KLHL21	-0.47325
PI15	0.233
C2orf61	0.0585
LOC407835	-0.643666666666667
RER1	1.05816666666667
ELAVL2	0.5525
MGC26718	-0.00250000000000003
KLF2	2.20475
TNFAIP8L3	1.48708333333333
TFE3	0.05275
C11orf17	0.02075
15E1.2	-0.203
SNRPC	-0.713
DLGAP1	-0.16725
PGLYRP1	0.053625
OVCH2	-0.1245
IRF7	1.5372
SET	-1.0953
NAB2	-0.264833333333333
LRP5L	-1.76375
FAM120A	0.090375
ASCL2	2.1355
SHH	0.076
ATP5H	0.0525
THPO	0.177333333333333
TYRP1	-4.39583333333333
HIST1H3E	1.48633333333333
EIF2S1	-0.366277777777778
TNFRSF17	-2.65033333333333
TARSL2	0.351
NKX2-8	0.55775
C1orf115	1.9165
LOC56964	0.915
KIAA0841	-1.10025
ISCU	0.161
TTMA	-0.2325
ZNF414	0.399
LOC441150	1.23225
RAB15	1.027
HBP1	1.59883333333333
TNNT2	-1.777
CECR5	-0.1215
PHGDH	-2.71325
JRK	0.2743
XPO4	-0.302125
FAM131C	0.962
ARHGAP25	0.446333333333333
CA9	-3.89122222222222
GPR62	0.925666666666667
TLX1	0.634833333333333
GPS1	0.57725
OR2M2	0.365
BDP1	-0.951785714285714
FAM70B	0.5155
RPS29	0.0966666666666667
MKLN1	-0.00429999999999997
TSPAN19	-1.87075
SLC29A3	1.385
LGALS4	-0.679833333333333
USH2A	0.605666666666667
NF1	0.255166666666667
APOBEC3A	0.498
IMPAD1	0.8105
OLR1	2.49116666666667
NRAP	0.446
HCFC1R1	0.4785
TAOK2	0.0211666666666667
MCM10	-3.5135
MAP4K3	0.801333333333333
CBS	-1.69525
CLK3	-0.245
PCDHGA5	0.315
ELF4	0.43475
FAM71A	0.23525
C11orf49	0.3115
CLIP2	-1.2175
BTBD9	1.3374
ZNF524	1.51975
KDELR1	0.640833333333333
ZNF509	-0.306
NCSTN	1.3655
ZNF533	-0.349
PARP4	-0.549625
GALNT9	-0.230666666666667
NPY	-2.4425
BEGAIN	-1.8285
TMEM77	1.317
FOXRED1	-0.3445
SLC16A2	-0.75
SLC35B1	-0.36275
GK5	0.2455
SDCCAG10	-0.99525
C4orf20	0.371
SLC9A2	0.40525
ADD1	0.370214285714286
TAL2	-1.42
ACLY	0.718
DNAJC1	2.9135
SOST	-1.5545
USP43	0.0471666666666667
CYP4F12	-1.3015
FKBP5	0.21325
CHCHD5	1.0304
NUDT22	0.469
CCDC85B	-0.43875
OR51G2	0.696
STRN3	1.1655
TMOD2	0.01675
FLI1	-0.57175
MAB21L2	-0.392
DGKQ	0.77175
VPRBP	-0.394333333333333
SCNN1B	2.0362
ECHDC3	2.2478
TMEM106C	0.96125
CSNK2A2	-0.877
RPL39	-0.6695
HERC3	0.9667
ZBTB47	0.0951666666666667
ZNF681	0.232
PAGE2	-3.7725
CLIC5	2.39571428571429
RABAC1	1.86625
ZFHX2	0.12725
YPEL1	0.586666666666667
KIAA0776	0.1695
NR1D2	1.2745
DNAJC4	0.546625
NPNT	3.4679
ZNF677	0.29
ZNF536	-0.80025
MEF2B	-0.268166666666667
PTPN4	-0.361375
CTCFL	-4.399
STX5	0.634
CD72	0.69775
VEGFA	-1.98642105263158
XRCC1	-0.5246
MAS1L	0.341833333333333
ELL	-0.1428
SETBP1	0.2575
CDH11	2.18366666666667
NDC80	-3.17530769230769
DMBX1	-3.12275
NRSN1	0.116333333333333
BAT2D1	-1.117125
CDS2	1.68816666666667
C1orf212	0.000833333333333343
SENP3	-0.145
IL1F9	0.1815
EEF2K	-0.148125
COG8	0.9265
CEP72	-2.5075
OR1L8	0.4995
MUS81	-1.03125
PHYH	0.836875
GGT6	0.955
C22orf23	-0.272166666666667
C13orf33	1.7235
MAPK8IP2	1.4795
NELL2	5.6835
POU3F2	-3.61183333333333
ALPK1	0.94275
MRPS18C	-0.84225
RPLP2	-0.45925
FGF22	0.134
SPNS1	-0.201833333333333
ZFP1	0.651
IL1RAPL1	-1.33025
PCSK9	-4.29533333333333
NKX2-1	0.0332142857142857
C6orf189	1.1785
SP4	-0.962
SLC11A1	1.2288
C21orf25	1.5455
ICAM2	0.648375
SH3GL1	-0.8895
GSK3B	0.415666666666667
RALB	1.279875
PDXP	-1.29616666666667
GNGT1	-0.443375
KIR2DL1	0.4695
TNFAIP3	-0.6565
C6orf32	-0.1875
CBLN2	-0.186
PANK3	0.6855
TAAR9	0.00650000000000001
WDR82	-0.3255
APOM	-2.597
TRIP10	-0.65175
SPATA16	-0.220333333333333
C1orf135	-2.72475
USP51	0.262
TESK1	0.53875
C11orf64	0.168125
ZNF611	-0.1985
PDE6G	-0.183666666666667
HLA-DQA1	3.08775
GCLC	-0.570875
SEC61A1	0.170428571428571
TWSG1	1.46733333333333
ZMYND10	3.8075
CTDP1	0.878625
ADAMTS6	-0.957833333333333
SLIT1	-1.73775
KRT86	1.72
KIAA0574	-0.8695
GTPBP2	-1.1629
PQLC3	1.8085
PRRX2	0.282666666666667
C15orf44	0.0113333333333333
MKKS	0.0105
C11orf10	-0.40325
GPR110	2.015
CD109	-2.26783333333333
ADCY1	0.0201666666666667
RHBG	-2.9345
TP53I3	-0.530125
SLC22A3	-1.7437
UCP2	1.60775
FOXG1	-2.02766666666667
OR2AG1	0.1895
TRIM24	-0.895
PROC	-2.53475
TAAR6	0.26675
AMTN	-0.8405
C10orf47	0.3895
DEPDC1	-2.8885
FLJ45557	2.5775
ZDHHC17	-0.049625
KIAA1429	0.5595
KCNH1	0.546
VNN3	0.262125
PSMAL	0.62525
PPARD	-0.173
HFM1	-1.36525
YBX1	-2.482
ZNF695	-2.791
SCTR	0.124166666666667
DCDC1	0.567
VPS26B	1.1218
MTF2	-1.875
ATP6V1F	0.2535
CCDC94	-0.3795
PERF15	-0.1515
CCL11	0.7275
LMO7	-1.2495
DCST1	0.5765
ADRBK1	0.267125
CDRT4	0.551875
ZNF84	-0.575
HOXD8	0.3965
STARD8	-0.677
FOXP2	-0.97975
CCDC103	0.65575
POLR3A	-0.3757
GSC	2.56333333333333
ZNF114	-2.58
HTR7P	-0.3605
LALBA	0.2715
RMND5A	0.223166666666667
PSCD2	1.69625
ZNF409	0.7695
KRTAP1-3	0.0233333333333333
MAF1	0.02225
LOC201725	-1.285
NRN1	-2.212875
SPAG5	-3.57416666666667
DNAH7	2.88333333333333
FLJ43860	0.405
BRCA2	-1.66
ACADM	-0.49
CXXC6	-2.82675
RAGE	-0.2335
CHMP2A	1.01175
FAM8A1	0.7537
GPR21	0.089
SLC12A3	-2.81366666666667
FVT1	0.344357142857143
ZDHHC7	0.31975
FLJ44048	0.018
SLC44A3	1.754
SDSL	1.27083333333333
MMP8	-0.58425
PLA2G12B	-3.33033333333333
ACY1	0.04075
MT1E	0.583333333333333
OR4K15	-0.165
TECTB	-0.253
GPR20	0.430875
IRAK2	-0.09025
RFPL3	-0.344375
MYO9A	-0.309
NARG1L	-0.506416666666667
BLMH	-0.2555
CCDC3	1.81566666666667
C9orf21	-1.13783333333333
KIAA0513	0.751333333333333
MIER2	-0.5465
PNMA2	-1.60518181818182
SH3BP2	0.718111111111111
ANXA10	-1.62175
RTN2	0.267166666666667
TFB1M	-2.0695
PRPH2	1.8745
C14orf133	0.92825
GOLGB1	0.995166666666667
IRX4	1.2045
NFKBIL1	0.383333333333333
C10orf62	-0.4765
APBB3	-1.38125
RPS10	-0.3578
LOC728378	1.328
TLE3	1.315
PSMB7	-1.005375
MESDC1	0.191
SLC6A1	0.6565
OCLN	1.44158333333333
PTTG3	-3.42716666666667
NAGLU	0.89125
SERTAD4	1.51525
SPRY1	1.0795
FLJ10781	1.35241666666667
MYSM1	-1.282
TRIM4	0.765428571428571
SH3YL1	0.2715
TREM2	3.82983333333333
SERPINI1	-0.23525
HDHD3	0.37
TMEM38A	-0.146
EID2B	-1.25475
TDRD3	0.3925
SEDLP	0.65675
THSD7A	1.43683333333333
NDST3	-2.4715
KLHL15	-0.384583333333333
DHRS12	2.8725
FBXO9	0.0235714285714286
TNPO1	0.0537499999999999
MRPL13	-0.521666666666667
SNX5	-2.45816666666667
METTL6	-0.0735
SOD1	0.94775
CHML	-1.1845
PACS1	0.087
SIRT5	-0.1568
CAPN2	1.05866666666667
FXYD5	-0.612833333333333
TWISTNB	-1.089875
LRFN1	0.780166666666667
UBE1L	1.388625
UBE1C	0.20875
OR51B2	0.09775
OR4D11	0.1555
C15orf2	0.322
NR4A1	0.383833333333333
LOC339047	-3.0655
TRIM17	1.406375
ATP5G3	-0.191785714285714
RPL15	-0.662666666666667
ADAMTS8	0.6435
HOXC4	-0.033
C14orf37	1.8595
CEACAM5	0.524
MYT1L	-0.167166666666667
RASA2	-0.554
OSBPL7	-0.4465
STAG1	-0.1255
GIMAP4	3.93383333333333
FUT3	2.32683333333333
PIF1	-3.7255
LPIN2	-0.1552
SH3PX3	1.46675
PDP2	0.18375
PAPD1	-0.011375
ERP27	4.288
APOOL	0.3243
DIABLO	1.10475
TRHR	0.2075
ARMC9	0.214875
RNF152	3.222
SLITRK3	1.062
ZNF211	0.656
PFDN1	-0.03425
RGS11	0.289875
HS6ST1	0.6099
AKR1D1	-0.3455
TNP2	0.2325
STK31	0.646
EML4	-2.05816666666667
SGTA	-0.410666666666667
HIST1H2BI	1.4885
PSMD6	-1.62233333333333
KIAA1257	3.4785
C18orf55	0.0868333333333333
FLJ20273	1.963375
RPL28	-1.22983333333333
EPYC	0.49125
NOX3	-0.117
ELAC1	0.460333333333333
METT11D1	-0.6715
BIN2	-1.10833333333333
NACA2	-0.568
