Hybridization REF	TCGA-B6-A0WY-01A-11R-A109-07
FBXO21	0.67225
HNRPUL1	-0.000166666666666671
GRB10	0.027
CLSTN1	1.039625
LMAN2	0.2749
C17orf61	0.17825
NIPSNAP3A	0.66275
INSIG2	-1.17033333333333
PCDHB7	1.91533333333333
STXBP2	0.164
CMAH	0.403
SEMA5B	-0.18125
ZNF155	-0.316333333333333
COQ6	-0.137666666666667
PRPF4	-0.27425
TSPAN15	2.7254
VN1R5	-0.12425
LATS2	0.2805
SELK	0.11925
PGK2	0.41575
MS4A1	-0.034375
TYW3	-0.7333
KRTAP5-1	1.07875
RCCD1	-1.7735
BTN1A1	-0.133
DDX28	0.4035
TMEM65	1.093875
LOC92345	-0.08
TTC31	-0.531
WDR46	-0.508833333333333
CHP2	-0.491333333333333
LSP1	0.546375
ZNF542	-0.27025
EXOSC1	-0.117
ARHGAP18	-0.198166666666667
LRRTM4	-0.6215
MAOB	4.62358333333333
CACNB4	0.442
MGC33846	1.993625
RANBP3L	-0.499875
ATP5L	-0.27225
ONECUT1	-2.9655
NUDT9	0.15475
TMEM149	1.216
STX17	0.78825
IGSF10	-2.732
TMPRSS9	0.173
BMPR2	1.27666666666667
ALLC	0.18525
KLF7	0.66425
GCC1	0.361
TIMM9	-0.04575
CDO1	2.17683333333333
MGC10701	-1.06983333333333
IFI6	4.05
FRMD8	0.9695
MGAT2	0.1255
WBP5	0.4155
CNIH2	0.45525
KIAA0907	-1.9795
KCNH8	1.049
CTSG	-1.69925
GRIK1	-0.0776666666666666
CUL5	0.65025
FRMD1	0.6195
OR9A4	1.387
SYT6	-1.09175
FOXD4L2	-0.003
ANAPC2	-0.135833333333333
OPN5	0.323
TAF13	-0.321
LYG2	-0.34575
GGNBP1	0.3925
C11orf40	0.6825
OTX2	-1.0125
REG4	-0.474666666666667
EIF5	-0.38125
PALB2	-0.92675
SEPSECS	-0.3564
RNASE3	0.19
TRIM49	-2.397
POLR2K	0.751
GPR42	0.00849999999999998
C8B	-2.6135
SASS6	-1.2685
PREB	-0.358
OR3A3	0.478
TUBA8	1.149125
IGLV2-14	-1.3215
STIL	-2.78125
ANKFN1	-1.25583333333333
NME7	-0.38925
HOXC12	2.58025
UBE2C	-1.388
FHOD1	-0.408875
CDK2AP1	0.841083333333333
OR6K2	0.031
DHPS	-0.157
RPL5	-0.39175
TRGV5	0.316
LOC541472	0.142
HCCS	-0.6064
DENND1B	0.5455
LHX3	0.0725
OR5D16	0.483
CXorf57	-1.47916666666667
IRF2BP1	0.701
NDST2	0.536833333333333
LCE3D	0.044
BOLL	0.52025
SYT3	-0.0305
PIH1D2	0.84025
C20orf7	-0.1745
IL1R2	-0.161
SLAMF9	0.9335
PPME1	0.1595
PIK3CA	0.505
TRAPPC1	0.196625
COLEC10	-0.948
SLC9A6	-1.1145
PDDC1	-0.284333333333333
CCDC53	1.04025
GK3P	-1.39425
DAZL	-0.67525
BRI3	-0.1075
SDK1	-0.033125
CYP2C18	-0.984
IFI44L	5.8845
RPL3L	0.2865
FUT9	0.1465
KIFC2	-0.248
PMP2	-0.588
SLC4A9	0.3305
PLAG1	-1.4935
MYCBP2	0.583833333333333
OR4E2	0.4145
CCDC65	0.54075
C16orf82	0.32425
ENTPD4	-0.682625
BRP44L	-0.035
PMP22CD	-0.07925
TMCO4	0.854333333333333
KCNN1	-0.535
WDR35	-0.124
CCDC80	1.590375
C3orf31	-1.22025
SLC7A9	-1.11825
TMEM190	-0.414
DBC1	0.982333333333333
FADS3	-0.5265
PDZD8	0.469166666666667
GRM5	0.1945
AZGP1	3.5306
PEX3	-0.1675
MED1	0.168
ATG4C	-1.25333333333333
HNRPH3	-0.952375
FAM109B	1.996
C4orf17	0.1225
CA10	-0.54025
OPRD1	-0.293
CCL16	-0.9895
SACM1L	-1.252
CST6	5.67
CD63	1.127625
LGI1	-1.059
ZNF784	0.96575
CRYBB1	-0.6995
CX3CL1	1.9331
TOP2A	-2.599
GYPB	-3.061
GADD45GIP1	0.24475
FEN1	-1.79125
IGF1R	-0.310875
WDR72	-2.23416666666667
PURG	-0.480833333333333
DEFB126	-0.56325
PKD1L1	0.428
CAV1	-1.7822
GNPDA2	0.1023
DGAT2	-0.534
NLGN1	-2.59825
STRBP	0.309875
HPRT1	-1.013
FANCI	-2.4835
PSMA7	0.896375
DBF4B	-0.759166666666667
TTF1	-0.15475
RAD54L	-2.92625
ELOF1	0.452
PLAGL2	-0.234625
ZNF256	-0.00225
HMGCL	0.5225
MSI2	0.246166666666667
RPESP	2.8
C11orf60	0.75825
ABCD1	0.181
ACAA1	0.4762
SPARCL1	5.62521428571429
IL6ST	1.4471
ZNF319	0.54425
TMEM109	-0.012
FAM90A1	0.641333333333333
IL22RA1	0.2705
ATP4B	-0.794
TEC	-1.04533333333333
C7orf30	-1.16125
TXNDC2	-0.473333333333333
ABCB4	-0.77175
KIAA1191	0.527625
C9orf38	-0.445
SFTPB	-0.12125
CNTNAP2	-1.22566666666667
FRK	1.29
TBX19	0.05225
CHD4	-0.18
C6orf26	-2.5405
MOSC2	0.90975
IKBKE	-0.06475
HIF1A	-0.844166666666667
LOC595101	-0.466
RELA	0.6005
TMEM16B	0.381666666666667
ABHD12B	-1.18775
TSEN34	0.23175
KIF18A	-2.923
TXNDC9	-0.0523333333333333
SPATA2L	0.7105
SEMA4G	-0.656
C21orf91	-0.241
MATN1	0.106
KCNIP4	0.2905
TUSC1	1.663875
OR4C15	0.12375
ARMCX6	0.777
WBSCR27	-1.31266666666667
OR52I2	0.2295
KIAA1604	-0.96875
DYNC1I1	-0.785
PPP4C	-0.566
SLC47A2	-0.646
TREH	-0.167125
CD48	1.80583333333333
ST14	2.14516666666667
PKN1	-0.3645
SPON2	3.07875
XBP1	1.94725
SFRS12	-1.02883333333333
EFCAB6	2.60175
SELT	-0.19925
SLC39A2	1.5695
ERF	-0.5935
ARL3	0.504
SURF6	-0.4875
MLLT10	-0.860619047619048
FLJ11171	0.185166666666667
TDGF1	-4.21
ERCC6	0.046
EIF2AK4	-0.025625
BAZ1A	-0.310166666666667
LRRN3	0.654333333333333
TMC3	-0.5015
EFTUD1	-0.289
PTPRO	0.872833333333333
CLEC12A	0.49625
ACBD4	0.84
ZDHHC14	-0.261
OTUD7B	0.38225
ACTB	0.26975
MSRA	0.765875
LCE5A	2.0915
IFI35	2.144
BSCL2	0.468833333333333
ANKRD12	-0.03675
CFHR2	0.4475
RGAG1	-0.0578333333333333
HSFY1	0.7825
SLC30A5	-0.368083333333333
IMPG1	-0.2755
GPR109A	0.903
ZNF185	0.75125
IYD	0.98575
NPCDR1	0.403
SERPINA13	0.4765
HMGCLL1	1.34025
NEUROG1	1.3375
UBQLN1	0.0736875
LIN37	0.61275
SOCS2	-0.906
DSCR4	-1.744625
XKR6	0.40925
GPR142	0.1355
KRTAP13-3	2.676
CCDC15	-1.616
MOS	0.364
CD1E	-1.1435
OFCC1	0.1235
FAM83D	-2.18175
SRFBP1	-0.08
C9orf96	0.375
DHDH	-0.902
CCDC90A	-0.089
RABL3	0.40515
CD320	-1.44933333333333
ANGEL2	-0.259583333333333
MRPL21	0.51375
SMG6	0.950166666666667
INSR	1.574875
FLJ14816	-0.743
GLRB	-1.7535
C9orf89	0.97725
CIZ1	-0.72675
URG4	-0.7885
LRDD	-1.37283333333333
CBY1	1.20733333333333
NFX1	-0.236625
MTERFD2	0.024
C19orf23	-0.05
PGC	-2.467375
IER3IP1	0.0888
RASAL2	0.724166666666667
C1orf89	-0.2345
SYNJ1	-0.6025
NFKBIE	0.87975
FLJ40125	-0.252333333333333
TCEB2	-0.0698
NOG	-1.3095
POLR2J2	-0.733833333333333
HLA-B	2.984
PCDHA1	2.819
PPP2R2B	-0.79275
ARHGEF17	0.8625
TCF7L2	0.8115
CHD5	-0.7855
ZNF431	-0.655625
TBC1D25	-0.54075
ZNF800	-0.12425
SCUBE2	2.81263636363636
MYCBP	-0.342
GPX5	0.136
C6orf129	0.700166666666667
QSER1	-0.841
ULK2	1.4625
PIGO	0.856166666666667
NRCAM	-1.12392857142857
SLC35E3	0.345
CSRP2	0.41325
HYPE	0.78475
MAPK15	-0.0696666666666667
MGC14327	0.2665
TIMM13	-0.703
ZNF462	0.7275
GBA3	0.1195
TEX13A	0.3105
MCM6	-1.68088888888889
MTRF1	-0.384875
ABCA7	-1.071
EIF4A2	-0.25075
ZC3H10	0.9271
RPGR	-0.636333333333333
C20orf94	0.552
RP1L1	-0.07825
GPR125	-0.153125
USP22	0.228857142857143
OR1L4	-0.1715
MLZE	1.6175
FLJ32065	-0.06725
PTCD1	-0.521
CRTAC1	1.59166666666667
BXDC2	-1.4375
C18orf1	1.916
FAM107A	1.34657142857143
EFNA3	-0.7385
P18SRP	-0.3086
CAMKK2	0.443666666666667
KIAA0649	-0.3725
NES	0.186833333333333
HS6ST3	1.30625
PON2	-0.60375
TCP11L2	-0.13025
CLEC4A	2.202
PRR12	0.3315
MLXIPL	-1.5148
C2orf50	0.0175
ZNF28	-0.0915
ENC1	1.13033333333333
MAP2K1	-0.632625
FKSG2	0.93875
KIAA0430	0.8965
PTP4A1	-1.23355555555556
GPR156	1.839
GTF3C6	-0.5865
UBR2	0.00470000000000001
LOC388272	-1.216
MAK	0.2995
ACOT4	2.355
STC2	0.0704166666666667
PIGW	-1.27875
SAE1	-0.893125
COL6A1	1.61063636363636
OAZ1	-0.242333333333333
STMN4	1.39483333333333
EDG3	0.158333333333333
SGCE	-0.440166666666667
IL11	-2.25333333333333
PRSS8	2.55475
YIPF5	0.402083333333333
WNT4	4.997
CSN2	0.238
TCF7	-0.99575
TDO2	1.44975
SAMD9	0.76675
S100A7A	0.2565
MMRN1	1.235
GKAP1	-0.7755
AKR1C3	-1.389875
RNF19A	-0.00974999999999998
GMDS	-0.05975
YKT6	-0.75025
SPARC	1.9174
C12orf31	-0.047
UBE2V2	-0.616
FBXL18	-1.265
KIAA0460	0.18725
ADAM22	-0.216375
SERPINC1	-4.53475
KCTD21	0.61525
MYOHD1	-1.81425
ZNF37A	-0.234666666666667
GTF3C1	-0.0373333333333333
CTSZ	2.8605
PRNPIP	-0.690625
DRD1IP	0.2245
NR1I2	-1.80566666666667
ZNF266	-0.7614
SPAG4L	-0.2285
COX4NB	-0.0185
SAPS1	2.86333333333333
APOA1	-3.539625
TATDN1	-0.3425
C10orf82	2.6525
KPNB1	-0.62475
FOXO3	0.666833333333333
CRYBB2	-0.6675
ZBTB5	-0.0601666666666667
SLC25A38	-0.23825
DCTN2	0.3035
IFT20	0.43925
CTHRC1	2.1225
C1orf31	-1.1995
UHRF1	-1.49175
GPC6	-0.9615
C10orf54	2.211
MCF2L2	0.128166666666667
WNT9B	0.059625
OLA1	-0.84425
FAM120B	0.192
TTLL10	0.1675
CYorf15A	-4.22725
RELN	-1.6838
SCN2B	2.12625
MFHAS1	-0.91675
NKX3-2	-1.6285
RASGRF2	-0.9295
SSBP1	-0.729333333333333
KPNA6	-0.405214285714286
LOC389118	0.3975
HS3ST4	0.7267
SUPT7L	-0.333375
FLJ32658	-0.17075
IGFBPL1	-0.43525
KIAA1641	-1.4344
SHKBP1	0.0248333333333333
CSF1R	4.9965
NAGK	0.98325
MYL2	1.00125
HIST1H4C	-1.1145
TOMM7	-0.087625
ADAMTSL3	2.1488
TNFSF14	-0.66175
PRRT2	-2.20275
VTA1	-0.477875
AOAH	3.4595
CRISPLD2	1.65428571428571
PNN	-1.3549
TA-NFKBH	-0.53425
ESPN	-0.09375
RBM43	0.0505
KIAA1267	0.659125
DDX3X	0.0947777777777778
KIAA1576	-1.6235
PLXDC1	4.67366666666667
FLJ25801	-3.766
HNRNPL	-0.17675
RUNDC3A	0.246
CASP12	1.0635
SH2D5	-1.415875
RPL26L1	0.164
OR51A7	-0.02875
HDC	1.6445
C2orf16	-0.0235
SYTL3	1.8025
GOLGA4	-0.63725
NOTCH1	-0.314666666666667
ATPAF2	0.38225
ECD	0.20925
SSX5	-1.23966666666667
SNAP91	-0.12
OCA2	-2.20225
PNPO	0.587
DAPK1	-0.3665
PINX1	-0.675833333333333
SELENBP1	0.599875
NEK3	-0.509333333333333
TMED4	-0.179142857142857
SSTR4	0.016
FOSL1	-2.4774
CD40LG	0.7085
CES1	-1.96766666666667
DCI	0.4795
B3GAT3	0.06
STK17B	-0.31425
CNTN6	0.2915
CYP3A4	-1.63116666666667
MBOAT2	0.5995
PISD	-0.128375
USP1	-1.49075
PYDC1	1.37233333333333
CENPM	-1.601
SAR1B	0.08275
TTC7B	-0.809875
DP58	0.2555
GPC1	1.4445
RBL1	-1.63775
TMEM137	-2.9945
TOB1	0.619333333333333
TCEAL1	0.903833333333333
CENPF	-2.95981818181818
C6	-0.187
PRSS1	-1.11725
PPIL6	0.5415
C6orf124	-1.093
ODZ4	0.158833333333333
SNCB	0.1035
NDUFB9	0.813
CNOT6L	0.476
S100A9	0.967833333333333
TRIM50	-0.23
KCTD1	2.3649
WDR63	0.65475
SPEF2	1.173
RNGTT	-0.710333333333333
CXorf22	-0.115
KCNK16	0.35775
CEP250	-1.0705
ATPBD1B	0.02425
KCNJ2	3.29725
MT1B	1.142
ZNF684	-1
SLC4A1	-0.24
PDHA1	-1.326
ZNF492	-0.403375
TKT	-1.42925
BYSL	-0.081625
RNF38	0.178
AHDC1	0.2835
KLHL2	1.295625
CMTM8	1.333
DMP1	-0.3365
HERPUD2	-0.27975
CRTAM	2.29616666666667
ZNF572	1.47225
TMEM16J	-0.975
HSD17B2	-2.30675
UBE2G1	-0.31775
AHSA2	-3.127
PELI2	0.2425
TPX2	-2.579875
ATP9B	0.820833333333333
DAZAP1	-0.333
HMGCS2	1.33666666666667
C17orf38	0.275
B9D1	1.160375
NKX2-5	1.13933333333333
KIAA1276	0.62775
LILRB2	3.4535
CSTF1	-0.0106666666666667
BTN2A1	-0.794333333333333
C15orf48	3.453
IGF2BP3	-4.488
FAM113B	2.25166666666667
HRG	-0.00887499999999999
ZNF131	-0.87875
USP47	0.674642857142857
CCDC88B	-1.054
HCN1	-0.2347
HTN1	0.469
SYCP3	0.0995
C13orf23	-0.1026
PAPOLA	-0.3433125
AATK	-0.2593
MSH3	-0.103
NDUFAB1	-0.55925
ITLN2	-1.01716666666667
BAK1	0.760833333333333
MRPL45	-0.0186666666666667
MTNR1B	0.352666666666667
LOC645843	0.23
SPECC1L	0.602875
PGCP	1.24975
SPN	-0.591
GPR143	2.14516666666667
ZNF576	0.616
TMEM39A	0.1877
ATP5D	0.0785
MAGEB3	-1.39
RPS5	-0.742166666666667
ANP32E	-2.06471428571429
MTMR1	0.23675
YEATS4	-1.184
SYNGAP1	0.2685
PCOLCE	-0.413166666666667
MNS1	-0.392
PCYT2	-0.157
ZNF182	-0.821
LAX1	0.1845
SPPL2B	1.2101
ELOVL5	1.0053
PCDHAC1	0.4755
B4GALNT1	-0.758666666666667
BLOC1S2	0.80625
ZNF673	-1.0825
ARHGAP21	-0.572
IRX5	3.659625
LRFN5	0.677333333333333
FAM7A1	-0.457
RAB19	0.73
GINS1	-2.20125
ITM2B	1.9479
PAPSS2	0.81175
OR5BF1	0.2505
ACSL3	0.229375
KIAA1919	-0.961666666666667
GLT8D2	3.061375
UTRN	0.343428571428571
CNN1	2.84775
HISPPD2A	0.210166666666667
SDAD1	-0.061125
SIGLEC9	0.858
RPL35	0.110785714285714
C22orf26	0.262
IMPDH2	-1.0995
WDR69	-0.4215
SEC14L5	1.13333333333333
CLTA	0.392
RP11-529I10.4	0.3095
GPR37L1	0.1975
OGDH	-0.451166666666667
ASB13	0.996666666666667
ZFP14	-0.00149999999999999
ZCRB1	0.3185
KPNA3	0.191
HSPA1L	0.64575
RHOC	0.967875
LOC554175	-0.17725
PPP3CA	1.9209
SLC1A7	-0.8005
ZNF529	-0.493
RBED1	0.40475
DDB2	-0.43625
FLJ11286	1.102
SPATA1	0.4155
MKNK1	-0.119666666666667
DYSF	1.36583333333333
ALKBH2	0.4375
NKD1	-2.68033333333333
C1orf174	-0.4915
PLEKHO1	0.5325
ASB10	-0.05725
RING1	-0.0803333333333333
NPC2	1.68925
AVPR1B	0.334
YTHDF1	0.1235
LMAN1L	0.4345
GSG2	-2.006
CEP170	-0.4591
RPS4Y2	-5.26975
MSH6	-1.516
HECTD2	0.333666666666667
ZNF556	-1.59416666666667
PLEKHC1	-0.6439
AIRE	0.3745
BCL2L10	1.55225
LMOD3	0.346
ZBTB8	-0.0424
FOXA2	-3.3033
SLCO2A1	3.31725
C3orf46	-0.333
PRDM16	-0.148
TMEM98	0.95375
FRMD5	-1.8305
PDE6C	0.04
C1orf216	-0.0656666666666667
EP400	-0.279642857142857
PTK2	0.37575
RNF217	0.50175
NDUFA8	0.4555
ZFAT1	0.55225
LAMP3	3.9295
GLTSCR2	0.580125
NPW	-0.6805
LLGL2	-0.4054
PPM1K	0.156666666666667
C20orf177	-0.3545
KIR2DL4	0.5519
NFKB2	-0.08
C21orf122	-0.118333333333333
HESX1	-0.38675
GPR114	2.06466666666667
SLC25A35	-0.413666666666667
GNAT1	-0.35425
ORAI3	0.6085
FAM76B	-0.616
TMEM99	0.434
TRIM29	2.4474
CDS1	2.1095
RHEB	-0.6161
C4orf27	-0.858166666666667
RAB3A	-0.51975
OTUD6B	-0.78875
GPD1	-0.74275
CDH15	-0.202166666666667
NPM1	-0.420642857142857
TMEM117	-0.0575
PRPS2	0.056
GCK	-0.347
ADRA2A	3.18283333333333
TSPYL4	0.000666666666666667
TASP1	-0.11425
WDR19	0.196416666666667
C10orf38	-1.10925
PDE4C	-0.721833333333333
FYB	0.251833333333333
C1orf55	-0.338666666666667
PPFIA3	-0.933
RAD18	-0.61
C12orf44	0.386
CRYBA4	-0.5215
HVCN1	1.5055
TAF10	0.2275
C16orf48	0.264333333333333
DEPDC5	0.612166666666667
LTBP1	-1.0875
MAPRE1	-0.175
FGF8	0.171
C3orf52	-0.201875
SENP7	-0.3785
LRRK2	0.52925
RUNDC2A	0.370333333333333
KIAA0355	0.469333333333333
CPEB1	-1.3615
PPEF2	-0.111
ABI2	-0.1685
KIAA0317	-0.111
ATF1	-0.896833333333333
DYNC1H1	0.6825
DIP	0.0385
TMEM33	-0.0921666666666667
POLDIP3	-0.0735
C7orf24	-0.23425
GPR171	2.67325
CDC6	-2.44333333333333
PLD1	-0.3111
ITFG2	-0.0755999999999999
NDUFC1	0.0455
AKNA	-0.96575
NBR1	0.86375
PKHD1	0.767625
HPS4	-0.717
MAFA	1.56875
ULBP3	-0.317666666666667
DIRC1	-0.0835
IMMT	-0.8985
C22orf13	0.0163333333333333
CEL	-0.3195
MARK3	-0.943
ADAMTS2	1.39825
ARPC3	0.309
TMEM10	0.201375
NPHS1	0.04125
BRD8	-0.237666666666667
WDR12	-1.369
IDI2	-0.056375
HOXD13	-2.497
OR8G2	-0.93475
SLAIN1	-2.215
GABRQ	-0.14925
NR2C2	-1.07775
NKTR	-1.211
TLE2	1.389
KIAA0892	-0.0315
AURKA	-2.09054545454545
GPRC5C	1.31516666666667
TBC1D9B	0.287125
PNPLA6	0.189666666666667
AP3B1	0.3025
NAG	-0.044125
C11orf68	-0.24525
AKR7A3	0.79925
AHCYL1	-0.0559166666666667
COP1	0.964333333333333
RPP14	-0.58925
PCDHB18	0.38225
CDH24	2.0775
KRT17	2.1552
LACTB2	-0.6675
DDX24	0.0572
PHACTR1	-1.87
SLC35E2	0.037
LOXL1	0.20575
IQSEC2	0.683
RGSL1	0.834
PCDHGC5	0.2585
MEGF10	0.823875
PRRX1	1.337
ASTE1	0.471
C6orf159	-0.59825
MYOD1	1.86325
GAA	0.825
ZNF747	0.3315
KLRC1	-1.19925
IL1RL2	0.2055
GDF9	-0.3255
GPR119	0.4375
TRAF2	-0.1265
HCK	4.34733333333333
BMP6	-2.73775
IL8RA	0.693333333333333
FLJ35848	-1.594
EFHA1	0.614
CDSN	2.3745
C14orf54	-0.401
LSM3	-0.7945
ZFP41	0.0495
C9orf126	-1.207
VIT	-0.7925
SPCS3	-1.02875
DEF8	-0.9533
CHAF1A	-2.30666666666667
C1orf165	0.450333333333333
ZFPM2	0.343833333333333
FTH1	0.33075
SLC35F1	-1.362
YWHAH	-0.17575
C17orf66	0.2905
ADRB1	0.0865
FOXL1	-0.121
RG9MTD3	-0.339166666666667
UMPS	-0.122125
MGC13008	-0.0715
KIAA1161	0.028
CCDC77	-1.69525
C12orf65	-0.1169
COG4	-0.390666666666667
RCP9	-0.20125
RP4-692D3.1	1.95283333333333
CDC2L5	-0.296
MGC7036	0.8185
DNAJC11	-0.688
GDF2	0.0421666666666667
TIMM17A	-0.221
HNRNPA0	-0.1453
OR2H1	0.38475
PCBP1	-0.128125
COL23A1	0.62675
LRRC2	0.555357142857143
NSD1	0.459285714285714
FLJ37078	-1.304625
WDR91	-0.441
TMEM179	-0.40575
DSCR10	-1.225
CNDP2	0.7302
FYN	-0.5885
BEX2	0.763333333333333
KCND3	0.06575
YPEL5	1.510625
LRRC42	-1.133
C17orf45	-0.466
ZNF649	0.4346
LOC150763	2.16875
COL5A2	2.90166666666667
CNGA2	0.457
ELA2B	-0.333666666666667
RAB9B	0.15925
FAM100A	0.555
NAIP	-0.147857142857143
MYOZ2	-0.30775
SPATA12	-0.3565
XRCC4	-0.5325
CYB561	1.1328
CHST10	-0.452
BAI1	0.639833333333333
BRSK1	-0.710666666666667
C17orf89	-0.096375
PDE6H	-0.9625
FLJ20309	0.2438
MAP7	0.4985
SCN4B	3.646
SPAG9	-1.3395
SERTAD1	1.08366666666667
FLJ21963	-0.77775
ANTXR1	1.19
TMPRSS13	2.2245
ETV7	3.95483333333333
DGAT1	0.529333333333333
NKIRAS1	-0.0823333333333333
TAC3	-2.9475
CORO1C	-0.67725
RAD54B	-0.8075
HRASLS3	2.41966666666667
C21orf42	-0.21725
BARD1	-0.824166666666667
ZNF177	-1.408
MIP	0.2845
ZNF442	0.5525
F2	-3.9149
GRIA1	0.1905
GALNTL2	1.089
WNT5A	0.8416
LENG9	-0.0855
hCG_25371	-1.843
FOXR1	-0.4485
TRA@	0.8694
PWWP2	1.028
C1QTNF7	0.634
SLC7A4	1.8235
C4orf7	4.503
C17orf80	0.158333333333333
KLK4	1.401
IL31	0.3825
TMEM176A	3.97025
CTNNB1	0.609875
BHLHB2	0.574
TMEM185B	0.441833333333333
ARD1B	0.43125
C1orf93	0.7005
BRUNOL4	-0.320166666666667
LOC541469	1.60708333333333
UPK2	-0.161
GAS8	1.1075
PATE	-0.166
IMPACT	0.62675
WNK4	0.965166666666667
HNRPLL	-0.8875
GAD2	0.27175
ITGA6	0.986
BMP15	0.361166666666667
CYP2A7	1.839125
RIC8A	0.266375
CCND1	0.0670833333333333
USP35	0.909
DSCR2	-1.37225
CCL4	4.49183333333333
ZCCHC10	-0.0765
NOL11	-0.99175
TRPM2	2.48508333333333
PSMD2	-0.216454545454545
CHTF18	-1.332
USP18	2.61825
RRAS	0.211625
LAMC3	0.74325
TOX	-2.59633333333333
PCDH15	-0.5695
GABRG3	-1.147
NUDCD2	-0.4095
SGCZ	1.0785
KCTD17	0.9614
SPSB2	0.599
TPPP3	4.05733333333333
CILP2	0.305
CALB2	2.747625
CEBPZ	-0.7075
ZNF479	-0.5955
FMOD	5.8915
C21orf66	-1.38814285714286
CLN6	-0.341666666666667
ANAPC1	-1.01125
SH2D3C	1.45525
PTPN14	-0.2445
TRIM42	0.11625
APTX	0.3675
SNRPG	-0.757833333333333
BMS1	-0.40175
MAGEA3	-4.239
NFATC3	-0.41175
LRRC45	0.111
ARS2	-0.777142857142857
LRIG1	0.982666666666667
EPSTI1	1.61483333333333
PRSS27	-0.027
ERC2	0.0905
PRKACB	-0.571785714285714
PRDM13	-3.764
HCG27	-2.588
KLK12	-1.9815
HSD17B7	-0.471
ZNF354A	0.271
PCDH11X	0.2115
DMGDH	-0.364
PCBD2	-0.0701666666666667
TMC6	-1.13975
RIMS1	0.805625
SF3B2	-0.0856666666666667
RCN1	0.3465
CPB1	1.813
BCAR3	-0.1205
FCRLB	0.93875
PAK1IP1	-0.7425
OR10H1	-0.00499999999999995
KIF9	0.8772
PITPNM2	-1.314375
L3MBTL4	0.316
TGFB1	-0.1359
ZXDC	0.14675
SLC6A16	-0.68525
SRrp35	-0.984375
LRRC8E	1.24325
PPIAL4	-0.762666666666667
EOMES	1.6015
PAX2	0.182
SCARF2	1.277875
PSEN2	0.769083333333333
PCDHB13	0.2845
C10orf28	-0.272125
DHRS7B	1.81571428571429
C1orf131	-0.5875
ASB1	-0.469
ZNF223	-0.0613333333333333
LCMT2	0.2895
MEP1A	-0.9005
TMEM53	0.935
RSPH3	0.7155
C10orf33	-1.693
LOC644285	-1.1745
PTPN9	0.325333333333333
ABCA12	-0.94675
CCDC37	-1.2775
RUNDC1	0.8136
YES1	-0.421333333333333
FAM120AOS	0.43425
OR5M3	-0.3565
PPP1R3F	-0.0635
IL13	-0.1022
MDFI	1.10925
PRNT	-0.157666666666667
ZDBF2	0.048
OR10C1	0.0335
CLIC1	-0.227333333333333
LILRA5	0.424
CSAG1	-3.83383333333333
TREML2	-0.537666666666667
FAM125A	0.359
ZNF74	-1.0165
FAM104A	0.482
LRRC39	-0.86
SAMD5	3.35
HYAL2	0.61525
HIST2H2AC	1.087
IGFBP5	1.33269565217391
NRTN	-0.532333333333333
KIAA0556	0.2431
FAM29A	-2.0655
JMJD2A	0.4695
EPHB1	2.87775
POLD4	1.282375
ANAPC10	-0.81275
LRRC36	0.15525
MEGF6	-0.076375
LPHN3	2.70416666666667
BMP10	0.0175
C21orf55	0.4635
CREM	-0.499
PTGER4	0.2945
METAP1	-0.819625
KCNQ1	1.77383333333333
NR2F2	0.73925
SSFA2	-0.909583333333333
CTTNBP2	-0.08425
BCL2A1	-1.217875
ZBTB24	-0.641
SLCO6A1	-0.877666666666667
PRDM1	0.3907
OR7D2	-0.225833333333333
CCDC47	-0.2907
LOC646982	0.965
SLC26A6	-1.69533333333333
BIN1	-0.224
SRRM1	-0.542857142857143
PCSK1N	0.6385
ALS2	-0.03
ECT2	-0.951789473684211
CACNA2D2	0.2645
DOCK6	0.133
C10orf119	-0.02175
FATE1	0.3625
DUSP23	2.15525
TRIP6	0.0341428571428571
NUP35	-0.33325
CDH3	3.473
KLHDC8A	1.6685
C9orf116	1.418625
EI24	-0.074
CENTD1	0.3205
RWDD2B	0.2535
DOCK1	1.137
NPAS2	-0.921125
NR3C2	2.666
FAM63A	0.466833333333333
INPP5F	-0.5905
FAM111A	-1.2127
MYBL1	-2.29133333333333
IQGAP3	-0.633166666666667
CRADD	-0.136333333333333
DUSP12	-1.41
PDZK1IP1	3.60375
VASH2	-0.396
CTR9	0.19225
VIL1	-3.03425
OR8U1	0.402833333333333
CCDC107	0.5205
PTTG1IP	0.092
OR4X2	0.398
COL9A1	-0.3775
PSMD9	-0.21525
ZFP62	0.437
TIP39	0.2095
PARP15	0.234
TTC19	-0.01425
C1orf114	-1.92266666666667
GFPT1	-0.5265
SLC27A6	2.6055
MRPS10	0.0202
CALML5	-0.495333333333333
TRPM7	-0.69725
CGNL1	0.91125
CECR1	0.40475
SERPINB8	0.1205
TMEM102	1.553375
PDIA2	-3.87375
NUCKS1	-0.818666666666667
HOTAIR	0.36775
EBI3	0.977
NXN	0.39875
ZMYND19	-0.615625
FOXJ3	-0.241
EIF5B	-0.2592
EIF2B4	0.028
LEO1	-0.41375
ZIC5	-1.2235
IL20	0.789
KIAA0415	0.43775
FLJ37357	0.5245
TSPAN12	0.827875
ACTR3B	-0.0905
TFAM	-0.511333333333333
IL17RD	2.25075
PARP12	1.53525
KLHDC7A	0.5205
KCTD4	0.152
GTF2H1	0.05575
FLCN	-0.336333333333333
BIRC4	0.954125
LOC790955	-0.14725
