Hybridization REF	TCGA-A2-A0EM-01A-11R-A034-07
PIWIL3	-0.7215
C5orf13	-0.1303
OR5R1	-0.7565
LCOR	1.07375
PLEKHA9	-0.433
CCDC43	-0.66825
ZNF232	-0.063
SLC6A7	1.3745
ADH5	-0.395666666666667
SHBG	-1.03016666666667
CROCCL2	-1.551
PANX3	0.2555
CDIPT	-0.2995
SLC16A5	-1.031
TUBB	-0.978125
TOR3A	0.6402
PREP	-0.0573333333333333
ENTPD8	-0.242571428571429
CHMP1B	0.68275
SYT12	0.448
MYH6	-1.8108
MAP3K13	0.2892
KLHL30	-0.172
LCMT1	0.46225
EIF1AX	0.571
FOXD4L1	0.421
SLC24A5	-1.4255
RNF166	-1.0564
TJAP1	-0.491
TMEM156	-0.8926
ZNF239	2.66
SNX19	0.9496
GKN1	-0.126666666666667
FCN1	1.1374
C1QL1	-1.266
ATP11C	-0.31725
ZNF35	0.59625
CARD8	-0.100875
LIMD1	-1.53916666666667
KIAA0286	-1.387375
XRN2	-0.5515
CD6	-0.592166666666667
TOX3	1.646
ZSCAN4	-0.1598
RSRC1	-0.61475
COG1	-0.02275
PTRF	0.8138
C16orf35	-0.127625
FBXO24	-1.10225
CHST11	-0.6355
THRB	-0.0122
MYBPC1	1.71275
RNF39	0.0453333333333333
PSMD11	-0.64975
ALAD	0.920166666666666
EN1	0.7875
SLC9A9	0.56875
GSTM4	0.5265
CDC42BPA	-0.454368421052632
RCSD1	-0.78875
LUC7L2	-0.255
SPTBN1	-0.4268
LOC146167	0.3315
BAT5	0.7211
ZNF452	-1.8514
LSM4	-0.7745
SRP72	-0.1142
SGK269	0.253333333333333
MTX1	0.49725
CENTA1	-0.11475
UNQ9433	-2.5565
ATR	-0.491583333333333
DDX49	-0.473666666666667
PAQR8	-1.244
C14orf174	1.247
GBGT1	0.03725
THAP1	1.08875
OR10K1	0.251
RASIP1	-0.969166666666667
DPYD	-0.6825
DOHH	-0.28675
C18orf45	2.02625
POF1B	-1.8657
ZNF552	3.73075
USP32	-0.3165
MED27	-0.732666666666667
C14orf149	-1.4665
PRDX4	-1.2305
ABHD12	0.5226
AGT	-2.8065
SLC22A14	-1.47625
C1orf58	1.5825
PILRA	-1.4125
ABCF2	-0.748
C17orf85	0.0061
TKTL1	-1.063
FGF1	3.1238
IL6R	-0.0461666666666667
VPS25	-0.04275
CHRNB2	0.84875
COL7A1	-1.6
LRRC48	3.18133333333333
SPG20	1.37508333333333
COX10	-0.17825
GCA	0.31025
ECEL1	-0.978
GLG1	-0.125666666666667
SRD5A2L2	0.00174999999999999
MUTYH	-1.26575
ZNF70	-0.30175
L2HGDH	-0.9615
GPATCH2	1.0475
ZNF655	-0.122
ZNF227	-0.1415
MCOLN2	-0.0781666666666667
NQO2	-0.162
KCNQ5	-0.345
NEU1	0.683666666666667
QRICH1	-0.141
ZBTB20	1.52166666666667
RPUSD3	-0.9535
EPGN	-1.83833333333333
TSN	0.511583333333333
SPRY2	-2.54966666666667
LZTFL1	0.67575
GMFB	0.459125
PBEF1	-1.6404
HBG2	-2.29725
TMEM8	-0.0425
PALM2-AKAP2	0.0116666666666667
NFYA	-0.05925
FAM108A1	0.12675
PBLD	1.117875
NRG4	-2.23675
PIGF	0.0535
PTGER1	1.11375
NOS2A	0.0556666666666667
C21orf34	-0.624666666666667
C21orf51	0.21625
IL17C	-0.2775
TRMT6	-0.187
ETV2	0.102
CCDC109A	0.191
MYLK2	-1.619
ATP10A	1.4046
DPH4	-0.174
C5orf5	0.6145
KCNA4	0.3342
NMNAT2	-0.8186
GLYATL2	-0.23
LSMD1	0.421625
IL23R	-1.731
NRF1	-0.81625
MUC15	-3.0922
PRDM12	-3.355
PAQR4	-0.738142857142857
RBBP6	-0.7215
IFI27	2.71725
SKAP2	-0.157833333333333
TAGAP	1.456625
TJP3	1.9275
C9orf61	2.2425
IDS	0.245285714285714
PARG	0.354
LOC131149	-0.6525
DYRK4	-0.284666666666667
MICALL1	-0.77025
GALR2	-0.033
GPBP1L1	0.4925
TBX21	1.65925
KCNJ6	0.942
GGN	0.76375
CASP5	-0.061
RNF182	-4.6835
BRD4	0.4085
DOK4	-0.74375
SLC46A2	1.16033333333333
SOX9	2.24383333333333
ZNRD1	-0.491
PRR6	-1.87175
FAU	-0.389375
DTNB	0.79
CARD9	0.61725
STS-1	-1.199
SLC4A5	-0.1565
NSBP1	-1.65033333333333
UGCGL2	-0.694583333333333
POTE15	0.4585
NOXA1	0.5095
RP13-347D8.3	3.17025
SAMD10	-0.149833333333333
EP400NL	-1.77275
TCF21	-0.62575
AMELX	0.34
JPH2	0.7027
SLA	1.466375
DLST	-1.38583333333333
SEPT12	0.4025
RGS20	-3.541
LXN	0.728
ZNF419	-0.634
UPK3B	-0.180166666666667
RELL1	1.2395
ESPNL	-1.4785
KLHL21	-0.71
PI15	1.1825
C2orf61	-0.321
LOC407835	-0.618
RER1	0.350916666666667
ELAVL2	-0.3925
MGC26718	-0.51575
KLF2	1.88325
TNFAIP8L3	-0.563545454545455
TFE3	-0.055
C11orf17	-0.602875
15E1.2	-1.469
SNRPC	-0.8495
DLGAP1	2.8095
PGLYRP1	-0.12925
OVCH2	0.5795
IRF7	1.0039
SET	-0.4607
NAB2	-0.935333333333333
LRP5L	-0.86725
FAM120A	0.511625
ASCL2	0.907
SHH	-0.328
ATP5H	0.120666666666667
THPO	1.22283333333333
TYRP1	-3.8275
HIST1H3E	0.463333333333333
EIF2S1	0.0657777777777778
TNFRSF17	-2.327
TARSL2	0.22375
NKX2-8	0.020875
C1orf115	2.3205
LOC56964	0.227
KIAA0841	-1.32425
ISCU	0.7525
TTMA	-0.4235
ZNF414	0.4745
LOC441150	0.821
RAB15	0.032
HBP1	1.62666666666667
TNNT2	-1.66533333333333
CECR5	-0.94175
PHGDH	-2.957375
JRK	-0.6732
XPO4	-0.50725
FAM131C	0.9325
ARHGAP25	0.821333333333333
CA9	-3.29288888888889
GPR62	0.924333333333333
TLX1	0.466
GPS1	-0.56825
OR2M2	-0.4
BDP1	-0.1015
FAM70B	0.12425
RPS29	-0.249916666666667
MKLN1	-0.1519
TSPAN19	-2.3705
SLC29A3	0.4204
LGALS4	-1.54066666666667
USH2A	-0.0842
NF1	0.465666666666667
APOBEC3A	-0.212
IMPAD1	0.139
OLR1	1.39966666666667
NRAP	0.044
HCFC1R1	0.795166666666667
TAOK2	0.6015
MCM10	-3.12583333333333
MAP4K3	0.0488333333333334
CBS	-2.3115
CLK3	-1.1183
PCDHGA5	-0.0535
ELF4	0.42675
FAM71A	-0.03275
C11orf49	0.39475
CLIP2	-1.26325
BTBD9	0.7902
ZNF524	1.2945
KDELR1	-0.0133333333333333
ZNF509	-0.276
NCSTN	1.625
ZNF533	3.1765
PARP4	-1.021375
GALNT9	-0.205833333333333
NPY	-2.00525
BEGAIN	-2.39416666666667
TMEM77	0.350666666666667
FOXRED1	-1.39066666666667
SLC16A2	-0.4115
SLC35B1	-0.52875
GK5	-0.04925
SDCCAG10	-0.973
C4orf20	-0.475
SLC9A2	-2.072
ADD1	0.218928571428571
TAL2	-0.703833333333333
ACLY	0.0855
DNAJC1	1.3715
SOST	-1.61675
USP43	1.73166666666667
CYP4F12	-0.4685
FKBP5	-1.6325
CHCHD5	0.8694
NUDT22	0.0505
CCDC85B	-0.781
OR51G2	0.672
STRN3	0.893357142857143
TMOD2	0.0535
FLI1	-0.30075
MAB21L2	-0.068
DGKQ	0.327
VPRBP	0.533
SCNN1B	-1.3529
ECHDC3	1.8343
TMEM106C	-0.371
CSNK2A2	-1.5605
RPL39	-0.4121
HERC3	0.099875
ZBTB47	0.730333333333333
ZNF681	0.061
PAGE2	-3.397
CLIC5	1.81592857142857
RABAC1	0.6225
ZFHX2	1.269
YPEL1	1.437
KIAA0776	0.81725
NR1D2	1.3165
DNAJC4	0.703375
NPNT	4.5964
ZNF677	-1.457
ZNF536	0.0635
MEF2B	0.147833333333333
PTPN4	-0.125
CTCFL	-5.815
STX5	0.483333333333333
CD72	0.34475
VEGFA	-1.70152631578947
XRCC1	-0.3251
MAS1L	0.345
ELL	0.0794
SETBP1	3.359
CDH11	3.74183333333333
NDC80	-1.96553846153846
DMBX1	-3.322
NRSN1	-0.124
BAT2D1	0.2155
CDS2	1.078
C1orf212	-0.235166666666667
SENP3	-0.44525
IL1F9	-1.434
EEF2K	0.36675
COG8	-1.1935
CEP72	-2.37925
OR1L8	-0.389
MUS81	-0.5765
PHYH	0.50075
GGT6	1.7955
C22orf23	-0.505416666666667
C13orf33	1.942375
MAPK8IP2	0.60275
NELL2	3.57175
POU3F2	-2.03983333333333
ALPK1	1.392625
MRPS18C	-0.61975
RPLP2	0.070875
FGF22	-0.518
SPNS1	-0.478833333333333
ZFP1	-0.8765
IL1RAPL1	-0.81375
PCSK9	-2.67716666666667
NKX2-1	0.283666666666667
C6orf189	1.687
SP4	-0.143
SLC11A1	1.2809
C21orf25	0.151666666666667
ICAM2	0.25325
SH3GL1	-0.626833333333333
GSK3B	-0.101333333333333
RALB	1.546125
PDXP	-1.307
GNGT1	-2.31871428571429
KIR2DL1	0.2025
TNFAIP3	-0.399666666666667
C6orf32	-0.473666666666667
CBLN2	4.48775
PANK3	0.488125
TAAR9	0.283
WDR82	0.0717142857142857
APOM	-2.899625
TRIP10	-0.939
SPATA16	0.7284
C1orf135	-1.9215
USP51	0.72125
TESK1	0.857
C11orf64	-0.311875
ZNF611	-0.639
PDE6G	0.0838333333333333
HLA-DQA1	3.61771428571429
GCLC	1.192
SEC61A1	-0.215571428571429
TWSG1	1.38575
ZMYND10	2.61125
CTDP1	0.34625
ADAMTS6	-0.5905
SLIT1	-1.89425
KRT86	-1.5675
KIAA0574	2.02225
GTPBP2	-0.7085
PQLC3	0.3835
PRRX2	1.1695
C15orf44	0.2385
MKKS	-0.493
C11orf10	-0.1885
GPR110	-1.166
CD109	-1.6455
ADCY1	-0.102
RHBG	-3.43625
TP53I3	0.07175
SLC22A3	-2.4116
UCP2	0.98475
FOXG1	-2.90433333333333
OR2AG1	0.1755
TRIM24	-0.8175
PROC	-3.148625
TAAR6	0.359
AMTN	-1.6465
C10orf47	0.913666666666667
DEPDC1	-2.9745
FLJ45557	5.87825
ZDHHC17	-0.293875
KIAA1429	1.33183333333333
KCNH1	0.66475
VNN3	-0.597875
PSMAL	1.01525
PPARD	-0.160625
HFM1	-0.84325
YBX1	-1.92266666666667
ZNF695	-2.51175
SCTR	-0.2318
DCDC1	0.5935
VPS26B	0.1898
MTF2	-0.71
ATP6V1F	0.1785
CCDC94	-0.175
PERF15	0.433
CCL11	4.0255
LMO7	-0.435375
DCST1	-0.5815
ADRBK1	-0.16475
CDRT4	-0.156
ZNF84	-0.6965
HOXD8	0.58025
STARD8	-0.192833333333333
FOXP2	-1.27
CCDC103	0.6725
POLR3A	-0.7915
GSC	-1.242
ZNF114	-2.0555
HTR7P	0.343
LALBA	0.061
RMND5A	0.265
PSCD2	0.89625
ZNF409	0.1115
KRTAP1-3	0.204833333333333
MAF1	-0.632
LOC201725	-1.00233333333333
NRN1	-2.28425
SPAG5	-3.10733333333333
DNAH7	1.69133333333333
FLJ43860	-1.0595
BRCA2	-2.52775
ACADM	-0.483125
CXXC6	-3.2185
RAGE	-0.671375
CHMP2A	0.89225
FAM8A1	0.6412
GPR21	-0.089
SLC12A3	-2.90483333333333
FVT1	1.12421428571429
ZDHHC7	-0.541875
FLJ44048	0.649
SLC44A3	2.27566666666667
SDSL	0.441333333333333
MMP8	-2.321
PLA2G12B	-3.2475
ACY1	-0.57225
MT1E	-1.10066666666667
OR4K15	0.6185
TECTB	-1.956
GPR20	0.6255
IRAK2	-0.87225
RFPL3	-0.233714285714286
MYO9A	-0.07775
NARG1L	-0.277083333333333
BLMH	0.02175
CCDC3	2.40183333333333
C9orf21	-0.813333333333333
KIAA0513	-0.228
MIER2	0.21475
PNMA2	-0.9165
SH3BP2	0.443333333333333
ANXA10	-1.30075
RTN2	0.800333333333333
TFB1M	-1.0745
PRPH2	2.522
C14orf133	-0.27825
GOLGB1	0.87025
IRX4	0.423375
NFKBIL1	0.0436666666666667
C10orf62	-0.0055
APBB3	-0.83025
RPS10	0.00489999999999996
LOC728378	0.26575
TLE3	1.58222222222222
PSMB7	-0.39175
MESDC1	0.984
SLC6A1	0.342166666666667
OCLN	2.16341666666667
PTTG3	-2.4
NAGLU	-0.3955
SERTAD4	0.29275
SPRY1	0.65025
FLJ10781	-0.554833333333333
MYSM1	0.033
TRIM4	0.782214285714286
SH3YL1	1.24725
TREM2	3.78166666666667
SERPINI1	0.54375
HDHD3	0.5135
TMEM38A	-0.485375
EID2B	-0.513
TDRD3	0.210833333333333
SEDLP	0.613
THSD7A	0.763666666666667
NDST3	-3.7295
KLHL15	-0.347363636363636
DHRS12	2.686
FBXO9	0.291214285714286
TNPO1	0.752666666666667
MRPL13	-1.051
SNX5	-2.31016666666667
METTL6	-0.7755
SOD1	-0.2565
CHML	-0.585666666666667
PACS1	0.217
SIRT5	-0.6987
CAPN2	0.787333333333333
FXYD5	0.0928333333333333
TWISTNB	-0.39875
LRFN1	0.314
UBE1L	0.48925
UBE1C	0.80975
OR51B2	-0.81
OR4D11	-0.1295
C15orf2	0.371
NR4A1	-1.18833333333333
LOC339047	-3.13875
TRIM17	0.519875
ATP5G3	-0.400214285714286
RPL15	-0.365583333333333
ADAMTS8	-0.448
HOXC4	-0.2525
C14orf37	3.0375
CEACAM5	-0.56
MYT1L	-0.761333333333333
RASA2	0.400875
OSBPL7	-1.203
STAG1	-0.202
GIMAP4	4.75583333333333
FUT3	-1.689
PIF1	-2.972125
LPIN2	0.0882
SH3PX3	0.706
PDP2	-0.40375
PAPD1	0.073375
ERP27	3.24925
APOOL	-0.2625
DIABLO	-0.0525
TRHR	0.227285714285714
ARMC9	0.28575
RNF152	3.27125
SLITRK3	0.0646666666666667
ZNF211	-0.1331
PFDN1	-0.077875
RGS11	0.28825
HS6ST1	0.837
AKR1D1	-2.1785
TNP2	1.03066666666667
STK31	-0.517666666666667
EML4	-0.944833333333333
SGTA	-0.835833333333333
HIST1H2BI	-1.11933333333333
PSMD6	-1.6535
KIAA1257	3.636
C18orf55	-0.408333333333333
FLJ20273	2.919875
RPL28	-1.2945
EPYC	1.62942857142857
NOX3	-0.462
ELAC1	0.821833333333334
METT11D1	-1.11225
BIN2	-0.957833333333333
NACA2	-0.2205
CCDC17	-2.615
HM13	-0.771
UBOX5	-0.82675
UBE2O	-0.311125
UBL5	0.2255
APOLD1	0.79775
C9orf31	0.5275
TNFSF8	-1.761
ARHGAP29	0.39625
PROKR2	0.735
PDE5A	0.136833333333333
C6orf12	0.619
TOM1L1	0.6895
WHDC1	0.122125
FOXI1	0.381333333333333
RAB4A	1.2752
TMEM39B	-0.616
ATPBD1C	-0.59475
FARSA	-0.381166666666667
PLEKHG5	0.9965
CMAS	-0.933
OR7E24	-0.9205
SLC30A1	1.5865
CDC42EP5	1.02016666666667
PLAC1	-1.398
KLHL18	-0.259083333333333
LBA1	0.3942
TAZ	-1.411
CRIP2	1.047625
BTBD11	-1.03066666666667
C16orf72	0.91125
DIO2	2.5719
LRRCC1	-0.639166666666667
CCDC136	-2.0245
PRX	-0.015
RBM5	0.0143
TMEM85	0.3125
TUBGCP4	-1.36016666666667
APLN	0.9115
CDK7	0.0128333333333333
SSR2	1.38608333333333
CRELD1	0.11825
C19orf46	2.3085
GAL3ST4	0.4415
KBTBD10	1.552
IL28A	0.3935
WDR27	-0.912
MCM2	-1.17166666666667
SOX14	-0.5235
FLJ39743	0.7325
KIAA0922	-1.364125
HIPK4	0.136
FLJ25758	-3.303
C16orf57	-0.864
PDZD2	1.747875
MCC	2.023375
HHLA3	-0.5819
ID2	-0.28675
C20orf23	2.94808333333333
ZNF688	1.3165
APOC2	-1.93883333333333
LOC440093	0.33
FAM50B	2.65116666666667
PWP1	-0.3855
DNAH10	-0.49925
HIST1H2BA	1.1735
GPR56	-0.137833333333333
METAP2	-0.578625
PAN3	0.976166666666667
STXBP4	0.96075
PDHX	-0.247
MTA1	-0.03075
ZBED4	0.272875
ZNF720	-0.08075
CDK2	-1.146125
RHOJ	0.101375
CDC37	-0.819166666666667
ZER1	0.274
GRK4	-0.64975
PRPH	-0.20675
POLR2A	0.703125
OGFOD1	-1.16375
NOL5A	-2.28625
PHEX	-1.982
FLJ16478	0.04525
C20orf117	-0.6075
CAMTA2	0.39825
C11orf74	0.00883333333333334
DDX17	0.647666666666667
C5orf27	-0.52075
PLEKHA2	-1.7842
PDE4DIP	-2.0936
SCN7A	1.05
ZNF559	-0.272
CXCL10	2.33425
ZMYM4	0.384
STK32B	1.3332
KIAA0888	-0.0866
TACR3	0.3475
CKAP2L	-2.08625
KIF1A	-1.01966666666667
RSPRY1	0.3245
VCAN	2.2545
CYP27C1	0.1195
SYDE1	-1.64616666666667
MED12L	0.34775
ZDHHC21	1.73825
NHS	0.144
TM9SF3	1.168
DDHD1	-0.48775
MAFG	-0.229166666666667
BICD2	-0.9695
C14orf119	-0.219166666666667
C14orf43	0.168928571428571
CDH7	-1.009
ALKBH5	0.227714285714286
JUP	0.985625
TMEM41A	0.0521666666666667
MAMDC4	-1.6485
CBX3	-0.391125
LRRC18	0.50625
RBMXL2	-0.539
PLA2G4D	0.695833333333333
FGF13	1.478625
KIF3A	1.459
PDIA6	-0.77825
DCXR	0.22825
CASKIN2	0.250083333333333
EHD1	0.341666666666667
MARCKSL1	0.830333333333333
ZNF496	-0.186
SCAF1	0.018
KCTD8	-1.17325
TRAF3IP3	0.00135714285714287
LSR	0.80275
CXorf1	0.08275
C14orf112	0.429666666666667
EIF2B1	-0.29475
OMP	-1.196
GSTZ1	0.444
LOC92017	0.76975
ISLR2	1.454
C12orf36	0.5095
GATA2	-2.407
GABRA5	-3.799
CELSR2	0.343142857142857
STAM2	0.5661
TNAP	0.3965
PTPMT1	-0.317
GRP	7.3395
SV2A	-1.86566666666667
MAGEA12	-4.32075
CACNG1	1.783
C18orf19	-0.5365
GSG1	-0.8555
PTPRJ	-0.5255
FRMPD1	-0.162
ZNF668	0.37675
PLEKHJ1	-0.885375
ADAT1	-1.3849
TMEM50A	1.2068
UCN3	-0.387
HOOK1	1.845125
IL17B	2.3685
MLKL	-1.52266666666667
TTC14	-0.567333333333333
KLHL5	1.52875
CRYL1	0.743166666666667
FOXH1	-0.105
NFYB	-0.130375
PPM1G	-0.60375
GOLGA2LY1	-2.54175
NMT1	-0.53475
HADHA	-0.5627
CHSY-2	2.788
PLEKHF1	0.0941428571428572
SAGE1	-2.203
MUSTN1	0.38475
SUHW4	1.1885
TFEB	1.85383333333333
ZFYVE27	0.27075
ATG12	-0.4515
BMI1	2.407
ZIM3	-0.14925
MYH4	0.60675
MASP1	-1.03645454545455
KIAA0984	0.1155
RPAP2	-0.50125
ASB5	0.717
BOLA3	-1.00616666666667
MIA3	1.58166666666667
KRT35	-0.2165
KIR3DL3	-0.7755
MRPL51	-0.1
SEMA3F	0.4745
NDUFB2	0.637
LOC253012	4.8755
FAM46C	0.8786
G6PC	-2.00716666666667
CSAG3A	-4.71366666666667
PREX1	2.387
SLC25A45	0.05625
MAPKBP1	0.381
CPE	-0.3322
GNB1	-0.580875
CXCR6	0.263
TRIM46	0.068
C16orf3	0.126666666666667
HPSE	-1.255875
TIGD3	0.423
SPG3A	2.683
LCAT	-1.8735
ST6GAL1	-0.927666666666667
POMC	0.242
FLJ36031	-1.12883333333333
NSMAF	-0.96
SKIL	0.825
ADSS	1.2665
HMGCS1	-1.3866
POLR3F	-0.332666666666667
RAB10	-0.032125
ZNF277P	-0.733
ZBTB7B	0.6275
DHRS1	1.1395
ABCC13	0.365375
CNOT3	-0.25525
NFKBIA	1.1935
GAK	-0.0785
SFT2D2	1.216
HOXA6	0.309
CRTC1	0.0475
LY6D	-1.2155
C20orf72	-0.989
CPT1A	0.24325
LMO1	-6.7295
EIF3I	-0.1645
PRB4	0.03825
MCM3APAS	-1.5795
C20orf132	-0.9334
FOXF2	-2.05675
S100A12	-1.075
MLH1	-0.191666666666667
ACTN1	0.827
MRPL36	-0.339666666666667
C20orf106	-1.73325
FBXO6	1.42016666666667
MKS1	-0.286833333333333
CX3CR1	0.289375
PDE1B	1.086
PLP1	-3.36275
KISS1	0.320333333333333
C14orf2	-0.526
TBC1D3P2	-1.32725
COMMD6	1.0642
ANKRD7	-1.97375
PTCHD1	-1.975
NARS2	-0.49975
DOCK7	-0.4825
FAM127B	-1.0285
LOC390243	-0.353166666666667
N6AMT2	0.9925
ZNF391	-0.422
DNAJB14	0.7095
WRB	0.48775
BPI	-0.617666666666667
TTC4	-0.344
FAM10A5	-0.12775
GOT1L1	0.135714285714286
MAGED1	-0.274625
RESP18	-0.59725
WFDC6	-0.22
MT2A	-1.864
C11orf56	0.0485
KIAA1432	0.1045
ROR1	-0.850125
HSD17B14	1.93466666666667
ZFAND2B	0.133625
SAMD4B	-0.05075
HEXA	0.244
HNRNPU	0.555363636363636
USP39	-0.360625
NRD1	-0.577
R3HDML	0.06525
FLT4	0.141
OMG	-0.0501666666666666
OR52N4	0.3725
LOC399818	-0.822
ELA2	-2.38575
VENTXP1	-1.0065
RFC5	-1.5715
OR52L1	-0.384
PAX5	0.407
FBXO2	0.10125
GMEB1	-0.165
AKT3	-0.226833333333333
CRB1	-1.13683333333333
CTTN	0.262166666666667
UTP15	0.196666666666667
HSBP1	-0.286583333333333
PHF11	2.1375
NDEL1	0.0908333333333333
USP8	0.02025
BAIAP2	0.2195
SI	-0.159166666666667
ARSJ	-1.22433333333333
BAAT	-2.26925
KCNS3	3.51416666666667
LOC126147	-0.839833333333333
TMEM37	-0.79475
C1orf162	2.845
MBD1	0.0171
ITGAL	-0.0958333333333333
WDR73	-0.430166666666667
GKN2	0.375
ARFGAP1	-1.863875
SLC5A8	-1.27
ZBTB40	0.5931
CYP4B1	2.71683333333333
LYPLAL1	0.582
CHST3	-0.471
MAP3K9	-0.1425
BTAF1	-1.09816666666667
TFAP2E	0.1225
RBM35B	-1.25975
LOC441251	-0.175166666666667
ANKRD25	-0.595722222222222
UQCRC2	0.6555
MAEA	0.2555
HYAL1	-3.2597
RNPEPL1	-0.0191666666666667
CPSF2	-0.306
PSD3	2.1027
ABCA13	-0.569428571428571
AGR2	2.13275
GBX1	-1.189
HDLBP	0.514428571428571
ACY3	-0.922
HECW1	0.11775
ZNF519	-0.00975000000000002
HOPX	2.63185714285714
ZNF304	1.045125
OR12D3	0.3935
FKSG43	-0.191
METTL1	-0.07725
MFSD3	0.1537
PSPH	-0.22475
CLCA3	0.0265
DARS2	-1.10166666666667
CDC25A	-2.41733333333333
BAIAP2L1	-0.352
B3GNT5	-0.679125
USP29	1.075
ARHGEF10L	1.0337
ATOX1	-0.162125
ADAM30	1.04225
DNASE1	-1.26675
STT3A	0.378583333333333
RAB6IP1	-0.1885
PTN	0.552
C1orf106	-1.70061538461538
HECA	1.47825
RNF122	0.6675
SLC22A18AS	-0.2295
GNG8	0.163833333333333
ELP4	-0.68225
FAM65A	0.295
RPL10A	-0.1595
IRS4	0.1245
MACF1	1.8024
SEC24D	-0.108
LOC374395	0.6655
TGFB2	0.906
MDFIC	-0.0695
CHRNE	0.5365
PCMTD2	-0.121333333333333
ATP6V0D1	-0.032
MTA2	0.34125
LZTR1	-0.621333333333333
RAP1A	0.554833333333333
AXIN1	-0.202125
POLR1C	0.0785
TRIO	0.191916666666667
PLXNA4A	0.193916666666667
C5orf33	0.28325
DEPDC1B	-3.63075
ZNF473	-0.241166666666667
MTM1	0.714625
GPR107	0.4855
CSNK1A1L	0.4315
FLJ14154	-0.0105
NLRC4	3.6375
ENPP4	0.355166666666667
PADI3	-0.0595
RNF170	0.3725
CG018	0.766666666666667
C16orf7	-0.322
KCNE1	-0.005
NRM	-1.25233333333333
SLC37A3	0.335714285714286
TPD52L2	-1.1775
UNC5B	2.85025
C12orf12	0.77525
SDHB	-0.24775
CLRN1	-0.003
NUDT10	-0.221
UGT3A1	0.02525
FBXW8	-0.2895
RHOF	-1.513375
PTPLAD1	0.30425
MYO3B	-1.58275
DERA	-0.6005
TPP2	-0.65175
C19orf53	-0.143
GINS3	-1.287125
ST6GALNAC5	0.832
CHSY1	0.8325
MGC15705	-0.293
GPR83	0.201833333333333
EXT2	-0.13425
DOLK	0.75525
TUBAL3	-1.89866666666667
ACVRL1	2.0059
ABL2	0.136
C14orf156	-0.917833333333333
PTPRZ1	-4.284375
DIP2C	0.562
LAMP1	0.7545
RXRA	-0.2986
MAP3K5	1.38375
ALKBH1	0.568
PDLIM7	-0.269625
ARL14	-1.4775
SNIP1	0.522833333333333
TIMP3	2.94633333333333
RGS3	-0.714
SPAG16	1.0762
ABHD4	-0.00600000000000001
ARHGEF12	0.831583333333333
GLUD2	0.139
RAC2	-0.8361
UAP1L1	-0.848
SLC18A3	-1.223
YOD1	-1.07533333333333
RALY	-0.5345
HMOX2	0.65575
DGKH	0.50475
DBNDD2	1.9455
YIPF4	0.548375
THAP10	0.0295
ZNF513	0.387
HAGHL	0.520833333333333
ITGB4	0.8075
CCDC141	-0.9955
YTHDF3	0.86725
C5orf28	0.8345
RPL7L1	-0.888375
TMEM30B	1.57192857142857
ANKRD35	1.286
DUOXA2	-0.7075
TBC1D5	-0.1225
DFNB59	-0.2155
HRH4	-0.16475
MYO6	3.5184
DNAJA4	1.644
RBM24	3.851875
CEACAM20	-1.449
RBM23	0.183285714285714
NGFB	-0.0765
C1orf63	-1.0906
KRTAP7-1	-1.1725
PERLD1	1.596
NPB	-0.0995
C17orf59	1.1251
HSPBAP1	-0.61825
SLC15A4	0.013125
PRTFDC1	-0.733
OSMR	-0.380071428571429
CYSLTR2	-0.9695
C19orf25	0.5426
KIAA1797	0.323
NLRP6	0.141
FAM105B	-0.3388
SCRN2	0.0408333333333333
LRRC58	-0.321
RNF17	0.436125
NEIL3	-4.041
FAM137A	-0.929
SKP2	-3.142
PARVA	1.46441666666667
PKLR	-1.587
RNF34	0.38875
A3GALT2	-0.009
C12orf50	0.3135
SUNC1	-1.9385
FAM102B	0.355166666666667
CCT2	-0.813
LRRC37A2	-1.2565
ARF4	0.819
SIKE	0.261
C8orf48	0.684
MBTPS1	-0.0907857142857143
GPSN2	-0.2085
NCF2	2.60975
SLC12A6	0.0471666666666667
MRPL48	-0.44075
HMGN3	-0.8785
LRRC62	-1.26275
PAX9	-2.349375
FAM55A	0.587
C20orf42	-2.77283333333333
SCML2	-2.14625
BCL9	1.037
FAM40A	-0.07025
C9orf41	-0.1245
ZNF774	0.5165
LETM1	-0.75725
PLXNB1	0.359833333333333
NIPSNAP1	-0.053875
USP10	-1.29975
F9	0.804666666666667
LIPE	2.132
CNGB3	-0.749
C12orf52	-0.180125
PI4K2A	-0.035375
MED8	-0.208125
STAT4	-0.0493333333333333
FGD4	0.170333333333333
RNF145	-2.30866666666667
WDR32	0.8485
CLDN2	0.414333333333333
TCEAL8	0.09975
ZMYND8	-1.18422222222222
PDXK	-0.2815
GATAD2A	-0.645
PTGES3	-0.7785
CCM2	-0.65425
TAP1	0.414625
ZNF670	0.7725
ETS2	-0.839642857142857
C6orf166	-0.138333333333333
PRMT2	0.261428571428571
OR4B1	-0.267
INTS8	-0.865
CCDC102A	-0.1465
CCDC83	-1.35466666666667
ITGA1	0.1409
EPHA5	-1.857
FAM24B	-1.65133333333333
TSGA10	1.4615
HAL	-2.0165
MYOT	-0.694
SPACA3	-0.16525
BCL2L2	-0.374833333333333
CUGBP2	-0.147166666666667
CCNB3	0.5015
RNF113B	0.01325
MERTK	-0.0475
BAG1	1.35525
VPS36	-0.01475
ORMDL3	0.3143
C1orf190	0.1
ZNF625	-1.1885
CORO2B	-1.83375
ALOX15	-1.4345
