Hybridization REF	TCGA-E2-A15S-01A-11R-A115-07
EPGN	-1.73383333333333
TSN	0.390916666666667
SPRY2	-1.401
LZTFL1	0.629125
GMFB	0.81425
PBEF1	-2.0898
HBG2	-4.026
TMEM8	-0.9215
PALM2-AKAP2	-0.622
NFYA	0.08525
FAM108A1	-0.380125
PBLD	1.422875
NRG4	-2.3125
PIGF	0.2615
PTGER1	-0.4525
NOS2A	-0.229333333333333
C21orf34	-0.789
C21orf51	0.40625
IL17C	0.2015
TRMT6	-1.471
ETV2	-0.121
CCDC109A	-0.18325
MYLK2	-2.0655
ATP10A	-0.9392
DPH4	0.29475
C5orf5	0.859166666666667
KCNA4	3.34083333333333
NMNAT2	0.0575
GLYATL2	0.368
LSMD1	0.066625
IL23R	-1.6625
NRF1	-0.40275
MUC15	-1.77083333333333
PRDM12	0.1535
PAQR4	-1.26535714285714
RBBP6	-0.8735625
IFI27	1.44525
SKAP2	-0.5085
TAGAP	-0.370875
TJP3	1.444
C9orf61	0.18675
IDS	0.397214285714286
PARG	0.42675
LOC131149	-0.3645
DYRK4	0.808833333333333
MICALL1	-0.44475
GALR2	0.0045
GPBP1L1	0.031875
TBX21	2.11125
KCNJ6	1.57833333333333
GGN	1.646
CASP5	-0.9915
RNF182	-3.239
BRD4	-0.24125
DOK4	-0.6925
SLC46A2	-0.257333333333333
SOX9	-1.35533333333333
ZNRD1	0.311666666666667
PRR6	-1.125
FAU	-0.046
DTNB	0.7525
CARD9	-1.741
STS-1	-0.982166666666667
SLC4A5	0.663625
NSBP1	-3.821
UGCGL2	-0.471
POTE15	3.8245
NOXA1	1.33575
RP13-347D8.3	0.32025
SAMD10	-0.244166666666667
EP400NL	0.11675
TCF21	-0.2305
AMELX	0.015
JPH2	-0.3034
SLA	-0.184375
DLST	-1.91216666666667
SEPT12	0.55675
RGS20	-3.96825
LXN	1.24766666666667
ZNF419	1.277625
UPK3B	0.0783333333333333
RELL1	2.76225
ESPNL	-1.3505
KLHL21	-0.648625
PI15	2.173
C2orf61	0.378
LOC407835	-1.6795
RER1	0.15125
ELAVL2	1.705
MGC26718	0.82475
KLF2	1.19225
TNFAIP8L3	-0.0338333333333333
TFE3	-0.025
C11orf17	-0.099
15E1.2	0.295
SNRPC	0.272
DLGAP1	1.98625
PGLYRP1	0.261625
OVCH2	0.2555
IRF7	0.7114
SET	-0.1346
NAB2	-1.001
LRP5L	0.05675
FAM120A	0.5844375
ASCL2	0.0688333333333333
SHH	-0.1365
ATP5H	0.721166666666667
THPO	0.907
TYRP1	-4.516
HIST1H3E	0.457666666666667
EIF2S1	-0.416111111111111
TNFRSF17	-2.149
TARSL2	0.7095
NKX2-8	0.36225
C1orf115	0.42225
LOC56964	0.1545
KIAA0841	-1.08025
ISCU	0.864
TTMA	0.047
ZNF414	0.1145
LOC441150	0.8795
RAB15	1.62975
HBP1	0.619166666666667
TNNT2	-1.36033333333333
CECR5	-0.1565
PHGDH	-1.732125
JRK	0.7975
XPO4	-0.626375
FAM131C	-0.1405
ARHGAP25	0.625
CA9	-3.39444444444444
GPR62	-0.1105
TLX1	-0.3565
GPS1	0.0345
OR2M2	-0.091
BDP1	0.795214285714286
FAM70B	-0.39225
RPS29	-0.565666666666667
MKLN1	-0.1775
TSPAN19	-2.874
SLC29A3	1.3927
LGALS4	-0.1715
USH2A	0.224833333333333
NF1	0.634333333333333
APOBEC3A	0.0185
IMPAD1	-0.827666666666667
OLR1	-0.581833333333333
NRAP	0.1165
HCFC1R1	-0.269
TAOK2	-0.217
MCM10	-1.688
MAP4K3	0.993583333333333
CBS	-1.44175
CLK3	-0.8178
PCDHGA5	-0.3805
ELF4	-0.06575
FAM71A	-0.33875
C11orf49	0.82025
CLIP2	-0.3215
BTBD9	1.6395
ZNF524	0.30925
KDELR1	0.0596666666666667
ZNF509	1.0135
NCSTN	0.7985
ZNF533	-1.21064285714286
PARP4	-1.386875
GALNT9	-0.385
NPY	-2.976
BEGAIN	-3.246
TMEM77	-1.17833333333333
FOXRED1	-1.60466666666667
SLC16A2	0.5155
SLC35B1	-0.1115
GK5	-0.114666666666667
SDCCAG10	-1.08525
C4orf20	-0.73675
SLC9A2	0.41625
ADD1	1.05421428571429
TAL2	1.91633333333333
ACLY	-0.72
DNAJC1	0.2135
SOST	-2.4075
USP43	1.74133333333333
CYP4F12	-1.87925
FKBP5	0.719375
CHCHD5	-1.057
NUDT22	0.025
CCDC85B	-1.4725
OR51G2	0.416
STRN3	1.05578571428571
TMOD2	1.24775
FLI1	-0.9615
MAB21L2	-0.477666666666667
DGKQ	-0.02075
VPRBP	0.563166666666667
SCNN1B	0.3397
ECHDC3	0.8806
TMEM106C	1.7845
CSNK2A2	-1.21
RPL39	-0.12
HERC3	-0.5123
ZBTB47	0.899
ZNF681	1.319
PAGE2	-2.82025
CLIC5	2.83785714285714
RABAC1	0.7615
ZFHX2	0.07025
YPEL1	1.41816666666667
KIAA0776	0.51775
NR1D2	1.15475
DNAJC4	0.018125
NPNT	0.808
ZNF677	1.865
ZNF536	-1.265
MEF2B	-0.02175
PTPN4	0.194125
CTCFL	-5.005
STX5	-0.0858333333333333
CD72	-0.595
VEGFA	-0.806736842105263
XRCC1	0.3138
MAS1L	0.351666666666667
ELL	-0.5522
SETBP1	1.3475
CDH11	2.082
NDC80	0.0236923076923077
DMBX1	-2.357
NRSN1	0.1275
BAT2D1	0.55375
CDS2	-0.742333333333333
C1orf212	0.576666666666667
SENP3	-0.30375
IL1F9	-0.2805
EEF2K	-0.714875
COG8	0.22425
CEP72	-0.361
OR1L8	0.082
MUS81	0.0284166666666667
PHYH	-0.059875
GGT6	0.25
C22orf23	-0.131
C13orf33	1.09025
MAPK8IP2	2.02575
NELL2	1.253
POU3F2	-1.55666666666667
ALPK1	-1.28325
MRPS18C	-0.702
RPLP2	-0.061
FGF22	-1.0705
SPNS1	-0.734
ZFP1	-0.0785
IL1RAPL1	-0.85175
PCSK9	-3.8985
NKX2-1	-0.0845714285714286
C6orf189	2.46275
SP4	0.528
SLC11A1	0.7242
C21orf25	0.542
ICAM2	-0.144125
SH3GL1	-1.10266666666667
GSK3B	0.132666666666667
RALB	-0.25125
PDXP	-0.6495
GNGT1	-3.182
KIR2DL1	0.5115
TNFAIP3	-1.37758333333333
C6orf32	0.3083
CBLN2	3.054
PANK3	2.438875
TAAR9	-0.052
WDR82	0.719071428571429
APOM	-3.713375
TRIP10	-1.623
SPATA16	0.159166666666667
C1orf135	-1.55575
USP51	2.01425
TESK1	1.23025
C11orf64	0.142375
ZNF611	1.35
PDE6G	-0.0625
HLA-DQA1	2.005875
GCLC	-0.60425
SEC61A1	-0.458857142857143
TWSG1	0.120916666666667
ZMYND10	2.16375
CTDP1	-0.328125
ADAMTS6	-1.0355
SLIT1	2.457
KRT86	-1.5045
KIAA0574	1.74675
GTPBP2	0.1079
PQLC3	1.21975
PRRX2	-0.733333333333333
C15orf44	0.8005
MKKS	-0.773375
C11orf10	-0.70775
GPR110	-0.322375
CD109	-1.75225
ADCY1	0.067
RHBG	0.679
TP53I3	0.228125
SLC22A3	-2.1178
UCP2	1.2725
FOXG1	-3.26483333333333
OR2AG1	0.3515
TRIM24	0.19575
PROC	-3.691875
TAAR6	0.10075
AMTN	-1.3155
C10orf47	-0.037
DEPDC1	-0.54625
FLJ45557	1.95925
ZDHHC17	1.096
KIAA1429	2.34433333333333
KCNH1	0.301
VNN3	-0.323125
PSMAL	3.81375
PPARD	0.8025
HFM1	-1.21075
YBX1	-1.61833333333333
ZNF695	-1.0945
SCTR	-0.413166666666667
DCDC1	0.5665
VPS26B	-0.5085
MTF2	-0.8705
ATP6V1F	0.51
CCDC94	-1.15175
PERF15	-0.134
CCL11	1.49075
LMO7	-0.902125
DCST1	0.0665
ADRBK1	-0.212
CDRT4	-1.060625
ZNF84	0.9905
HOXD8	2.28925
STARD8	-0.825833333333333
FOXP2	0.0815
CCDC103	0.34025
POLR3A	0.4355
GSC	-0.00216666666666667
ZNF114	-2.037
HTR7P	1.268
LALBA	0.4345
RMND5A	-0.352166666666667
PSCD2	0.13325
ZNF409	0.2085
KRTAP1-3	-0.0345
MAF1	0.76225
LOC201725	0.0573333333333334
NRN1	-2.91525
SPAG5	-0.0153333333333333
DNAH7	2.90983333333333
FLJ43860	0.06
BRCA2	-1.17775
ACADM	-0.083625
CXXC6	-2.43475
RAGE	-1.833375
CHMP2A	1.5015
FAM8A1	0.7492
GPR21	0.2565
SLC12A3	-2.82483333333333
FVT1	0.984
ZDHHC7	-0.7195
FLJ44048	-0.30675
SLC44A3	-1.97733333333333
SDSL	0.707666666666667
MMP8	-1.25125
PLA2G12B	-3.50866666666667
ACY1	0.049
MT1E	-0.3495
OR4K15	-0.0125
TECTB	-0.188
GPR20	-0.409375
IRAK2	-0.2965
RFPL3	-0.62175
MYO9A	-0.13825
NARG1L	-0.383333333333333
BLMH	0.361375
CCDC3	0.412
C9orf21	-0.176666666666667
KIAA0513	-0.4225
MIER2	-0.52175
PNMA2	-0.222
SH3BP2	0.6098
ANXA10	-2.625
RTN2	0.8425
TFB1M	-1.9225
PRPH2	1.21975
C14orf133	-0.88375
GOLGB1	1.36575
IRX4	2.956625
NFKBIL1	0.8115
C10orf62	0.1605
APBB3	0.6895
RPS10	0.0598
LOC728378	2.18675
TLE3	1.23055555555556
PSMB7	-0.49275
MESDC1	-0.5115
SLC6A1	0.623666666666667
OCLN	2.32216666666667
PTTG3	-0.652166666666667
NAGLU	-0.63575
SERTAD4	2.966625
SPRY1	0.3645
FLJ10781	1.35441666666667
MYSM1	0.67975
TRIM4	0.628214285714286
SH3YL1	2.674875
TREM2	2.57666666666667
SERPINI1	0.35125
HDHD3	0.64375
TMEM38A	-0.999
EID2B	0.27475
TDRD3	0.9165
SEDLP	0.9785
THSD7A	1.24233333333333
NDST3	-2.07175
KLHL15	-0.1605
DHRS12	0.691
FBXO9	0.961857142857143
TNPO1	0.0675833333333333
MRPL13	0.634166666666667
SNX5	-2.581
METTL6	-0.05975
SOD1	0.666625
CHML	-1.07616666666667
PACS1	1.39825
SIRT5	0.561
CAPN2	-2.397
FXYD5	-1.985
TWISTNB	-1.2375
LRFN1	-0.168833333333333
UBE1L	-0.7755
UBE1C	-0.1465
OR51B2	-0.29925
OR4D11	0.3385
C15orf2	1.071
NR4A1	-1.34516666666667
LOC339047	0.00875
TRIM17	0.206875
ATP5G3	-0.393642857142857
RPL15	0.377166666666667
ADAMTS8	-0.78675
HOXC4	-0.0655
C14orf37	0.708
CEACAM5	0.66125
MYT1L	-0.261333333333333
RASA2	0.4495
OSBPL7	-1.0605
STAG1	0.491
GIMAP4	3.32666666666667
FUT3	-1.62466666666667
PIF1	-2.03975
LPIN2	0.2621
SH3PX3	0.45275
PDP2	-0.42025
PAPD1	-1.069125
ERP27	-1.4745
APOOL	-0.1988
DIABLO	0.747
TRHR	0.047
ARMC9	0.196625
RNF152	2.777
SLITRK3	-0.1145
ZNF211	0.4658
PFDN1	0.526375
RGS11	1.741625
HS6ST1	0.9845
AKR1D1	-2.69425
TNP2	0.2155
STK31	0.380166666666667
EML4	-0.557
SGTA	-1.18033333333333
HIST1H2BI	1.3555
PSMD6	-1.419
KIAA1257	2.60725
C18orf55	-0.3865
FLJ20273	2.580875
RPL28	-0.280833333333333
EPYC	0.41875
NOX3	-0.1825
ELAC1	-1.64383333333333
METT11D1	-0.5705
BIN2	-1.14316666666667
NACA2	-0.03075
CCDC17	-0.89925
HM13	-0.3388
UBOX5	-0.055375
UBE2O	0.3745
UBL5	0.23075
APOLD1	0.65775
C9orf31	0.15475
TNFSF8	0.425
ARHGAP29	-0.2155
PROKR2	0.246
PDE5A	-0.316
C6orf12	0.693
TOM1L1	0.5185
WHDC1	0.638625
FOXI1	0.1055
RAB4A	-0.0562
TMEM39B	-0.202
ATPBD1C	-0.237
FARSA	-1.31616666666667
PLEKHG5	0.4235
CMAS	-0.0498333333333333
OR7E24	0.394
SLC30A1	-0.346
CDC42EP5	0.166833333333333
PLAC1	-0.25025
KLHL18	-0.109083333333333
LBA1	-0.3787
TAZ	-1.35075
CRIP2	0.911875
BTBD11	-0.680333333333333
C16orf72	0.11075
DIO2	1.3068
LRRCC1	0.513333333333333
CCDC136	-2.1905
PRX	0.642625
RBM5	0.6961
TMEM85	1.054625
TUBGCP4	-0.8135
APLN	1.79325
CDK7	0.287
SSR2	0.03425
CRELD1	1.85
C19orf46	2.0665
GAL3ST4	-0.584666666666667
KBTBD10	1.869
IL28A	0.6165
WDR27	-1.7395
MCM2	-0.756
SOX14	-0.113
FLJ39743	0.256
KIAA0922	-0.85525
HIPK4	0.45
FLJ25758	-0.2055
C16orf57	-1.48775
PDZD2	1.023125
MCC	-1.01975
HHLA3	-0.6394
ID2	1.81425
C20orf23	2.86016666666667
ZNF688	0.90025
APOC2	-2.325
LOC440093	0.44625
FAM50B	2.59233333333333
PWP1	0.0395
DNAH10	0.8215
HIST1H2BA	0.1975
GPR56	0.719833333333333
METAP2	0.068625
PAN3	0.164666666666667
STXBP4	-0.038
PDHX	0.0745
MTA1	-1.0065
ZBED4	0.03925
ZNF720	-0.166
CDK2	-2.106
RHOJ	0.052875
CDC37	-1.65133333333333
ZER1	0.48225
GRK4	-0.15225
PRPH	0.71975
POLR2A	0.302625
OGFOD1	-0.64675
NOL5A	-1.2985
PHEX	-0.0435
FLJ16478	0.1075
C20orf117	-0.029625
CAMTA2	0.48225
C11orf74	0.225333333333333
DDX17	0.790083333333333
C5orf27	0.1115
PLEKHA2	-0.4249
PDE4DIP	-1.2216
SCN7A	0.23475
ZNF559	-0.223166666666667
CXCL10	1.65775
ZMYM4	1.06533333333333
STK32B	1.88873333333333
KIAA0888	1.3681
TACR3	0.3445
CKAP2L	-0.55375
KIF1A	1.21816666666667
RSPRY1	-0.37775
VCAN	-0.746
CYP27C1	-0.177
SYDE1	-1.73616666666667
MED12L	-0.09875
ZDHHC21	1.036
NHS	-0.3935
TM9SF3	1.20116666666667
DDHD1	0.333375
MAFG	0.987833333333333
BICD2	-1.1256
C14orf119	-0.0336666666666667
C14orf43	0.610571428571429
CDH7	-1.428
ALKBH5	-0.0972142857142857
JUP	1.977375
TMEM41A	0.2495
MAMDC4	-0.9915
CBX3	-1.1305
LRRC18	-0.011
RBMXL2	-0.676
PLA2G4D	0.354666666666667
FGF13	1.51275
KIF3A	2.003
PDIA6	-0.69425
DCXR	1.21625
CASKIN2	1.01925
EHD1	-0.541
MARCKSL1	1.78383333333333
ZNF496	-0.0625
SCAF1	0.431
KCTD8	-0.32375
TRAF3IP3	-1.30207142857143
LSR	0.12075
CXorf1	0.032
C14orf112	-0.0136666666666667
EIF2B1	0.203
OMP	-0.408
GSTZ1	-1.36275
LOC92017	0.25125
ISLR2	0.308
C12orf36	0.681
GATA2	0.746333333333333
GABRA5	-2.325
CELSR2	-0.861857142857143
STAM2	0.8377
TNAP	0.2535
PTPMT1	0.1535
GRP	1.2635
SV2A	-0.434833333333333
MAGEA12	-4.095
CACNG1	2.0455
C18orf19	-0.5015
GSG1	0.0721666666666667
PTPRJ	-0.9575
FRMPD1	0.5235
ZNF668	-0.32225
PLEKHJ1	-1.2615
ADAT1	-0.7179
TMEM50A	-0.6298
UCN3	0.0555
HOOK1	2.20625
IL17B	-1.2165
MLKL	-1.62583333333333
TTC14	0.379666666666667
KLHL5	-0.464875
CRYL1	-0.504166666666667
FOXH1	-0.097
NFYB	0.01175
PPM1G	0.104
GOLGA2LY1	-0.13475
NMT1	-0.456875
HADHA	-0.2124
CHSY-2	1.0085
PLEKHF1	-0.230571428571429
SAGE1	-2.828
MUSTN1	-0.4295
SUHW4	1.42875
TFEB	1.63916666666667
ZFYVE27	1.97625
ATG12	-0.3555
BMI1	0.728428571428571
ZIM3	-0.3105
MYH4	0.46475
MASP1	-1.3925
KIAA0984	1.83125
RPAP2	-0.79175
ASB5	-0.23225
BOLA3	-0.820833333333333
MIA3	1.32166666666667
KRT35	1.0435
KIR3DL3	0.2165
MRPL51	0.05325
SEMA3F	2.24683333333333
NDUFB2	0.4335
LOC253012	4.56075
FAM46C	-1.6191
G6PC	-2.711625
CSAG3A	-4.2995
PREX1	0.5975
SLC25A45	-0.013875
MAPKBP1	1.0124
CPE	-0.6289
GNB1	0.2145
CXCR6	1.0815
TRIM46	0.0125
C16orf3	-0.1615
HPSE	-0.668375
TIGD3	1.13
SPG3A	0.68425
LCAT	-1.31616666666667
ST6GAL1	-2.27588888888889
POMC	-0.194
FLJ36031	-1.671
NSMAF	0.308666666666667
SKIL	0.1235
ADSS	0.715166666666667
HMGCS1	-2.3274
POLR3F	0.712833333333333
RAB10	0.822125
ZNF277P	-0.881625
ZBTB7B	1.61675
DHRS1	0.845375
ABCC13	-0.2435
CNOT3	0.16675
NFKBIA	0.698
GAK	1.04016666666667
SFT2D2	1.23616666666667
HOXA6	-0.2505
CRTC1	-0.24825
LY6D	-0.404333333333333
C20orf72	-0.477666666666667
CPT1A	0.25125
LMO1	-2.101
EIF3I	0.48925
PRB4	0.08175
MCM3APAS	-0.4985
C20orf132	0.9173
FOXF2	-1.418
S100A12	0.03
MLH1	0.136333333333333
ACTN1	-0.9095
MRPL36	1.01866666666667
C20orf106	0.228
FBXO6	0.4735
MKS1	-0.1175
CX3CR1	-3.078875
PDE1B	0.905
PLP1	-3.61425
KISS1	0.1485
C14orf2	-0.772
TBC1D3P2	0.179
COMMD6	0.8283
ANKRD7	-2.25975
PTCHD1	-2.148125
NARS2	-0.829
DOCK7	0.265375
FAM127B	0.101875
LOC390243	0.285
N6AMT2	-0.25475
ZNF391	0.97
DNAJB14	0.532666666666667
WRB	-0.02875
BPI	-0.216666666666667
TTC4	-0.743
FAM10A5	0.63875
GOT1L1	0.2767
MAGED1	0.354375
RESP18	0.18725
WFDC6	-0.3155
MT2A	0.382
C11orf56	0.7515
KIAA1432	-1.0105
ROR1	-2.412
HSD17B14	2.22033333333333
ZFAND2B	-0.45675
SAMD4B	0.2615
HEXA	0.07175
HNRNPU	-0.144545454545455
USP39	-0.2
NRD1	-0.9475
R3HDML	0.1485
FLT4	0.386666666666667
OMG	-0.3565
OR52N4	-0.011
LOC399818	-0.69925
ELA2	-2.22775
VENTXP1	-0.9565
RFC5	0.26
OR52L1	0.396
PAX5	0.0725
FBXO2	1.9465
GMEB1	1.0255
AKT3	0.3685
CRB1	-1.96633333333333
CTTN	-0.103666666666667
UTP15	-0.603666666666667
HSBP1	0.0636666666666667
PHF11	0.749
NDEL1	-0.495166666666667
USP8	0.306
BAIAP2	0.7883125
SI	-0.0286666666666666
ARSJ	-3.18983333333333
BAAT	-2.61175
KCNS3	2.72533333333333
LOC126147	0.016
TMEM37	-1.5065
C1orf162	1.97666666666667
MBD1	0.1235
ITGAL	-0.388
WDR73	0.631166666666667
GKN2	0.0755
ARFGAP1	-0.18575
SLC5A8	2.76866666666667
ZBTB40	-0.1979
CYP4B1	2.907
LYPLAL1	0.091
CHST3	-2.2285
MAP3K9	-0.0365
BTAF1	0.199
TFAP2E	-0.0195
RBM35B	0.762
LOC441251	-0.108333333333333
ANKRD25	-0.839222222222222
UQCRC2	-0.5455
MAEA	0.5465
HYAL1	-1.6855
RNPEPL1	-1.13883333333333
CPSF2	-1.02275
PSD3	-1.7525
ABCA13	-0.4295
AGR2	4.09475
GBX1	-1.725
HDLBP	-0.576928571428571
ACY3	-1.006
HECW1	-0.23475
ZNF519	-0.40925
HOPX	2.83475
ZNF304	1.44075
OR12D3	0.1135
FKSG43	-0.08725
METTL1	-0.405
MFSD3	0.7129
PSPH	-1.5475
CLCA3	-0.4575
DARS2	0.146166666666667
CDC25A	-1.22016666666667
BAIAP2L1	1.13725
B3GNT5	-1.660125
USP29	0.25175
ARHGEF10L	1.1082
ATOX1	1.0865
ADAM30	0.18325
DNASE1	0.8485
STT3A	-1.62983333333333
RAB6IP1	-1.01525
PTN	1.1016
C1orf106	-1.41823076923077
HECA	0.2315
RNF122	-2.07225
SLC22A18AS	-0.751333333333333
GNG8	0.01
ELP4	-0.36175
FAM65A	0.1665
RPL10A	0.296333333333333
IRS4	0.7965
MACF1	2.0334
SEC24D	0.7815
LOC374395	0.31275
TGFB2	-1.779
MDFIC	-0.753625
CHRNE	0.218666666666667
PCMTD2	1.18383333333333
ATP6V0D1	0.0138333333333333
MTA2	-0.55925
LZTR1	-0.265833333333333
RAP1A	-0.143666666666667
AXIN1	-0.550875
POLR1C	0.00275
TRIO	-0.319666666666667
PLXNA4A	-0.720833333333333
C5orf33	-0.2825
DEPDC1B	-0.923875
ZNF473	-0.181333333333333
MTM1	0.220625
GPR107	0.817166666666667
CSNK1A1L	1.49783333333333
FLJ14154	-0.238
NLRC4	2.41875
ENPP4	2.5145
PADI3	-0.0385
RNF170	0.3515
CG018	0.0543333333333333
C16orf7	-0.76575
KCNE1	1.7135
NRM	0.167333333333333
SLC37A3	-0.00550000000000001
TPD52L2	-0.288
UNC5B	0.6645
C12orf12	-0.0138333333333333
SDHB	-1.083
CLRN1	0.308
NUDT10	-2.30916666666667
UGT3A1	-0.00312500000000003
FBXW8	0.268375
RHOF	-1.193625
PTPLAD1	1.018875
MYO3B	-0.552
DERA	-1.04775
TPP2	-1.63075
C19orf53	-0.173
GINS3	-1.82625
ST6GALNAC5	-0.036
CHSY1	-0.6725
MGC15705	0.377
GPR83	-0.0303333333333333
EXT2	0.14925
DOLK	0.2325
TUBAL3	1.218
ACVRL1	1.7124
ABL2	-0.323
C14orf156	-1.22483333333333
PTPRZ1	-4.070375
DIP2C	1.435625
LAMP1	0.130875
RXRA	-0.0942
MAP3K5	-1.655
ALKBH1	-0.782833333333333
PDLIM7	-0.059375
ARL14	-2.274
SNIP1	0.1555
TIMP3	1.60766666666667
RGS3	0.452166666666667
SPAG16	1.1223
ABHD4	0.2015
ARHGEF12	0.379
GLUD2	1.143
RAC2	-2.3813
UAP1L1	-0.36
SLC18A3	0.077
YOD1	-1.90641666666667
RALY	-0.682
HMOX2	-0.209375
DGKH	-0.83375
DBNDD2	1.7095
YIPF4	0.9745
THAP10	0.652
ZNF513	1.17175
HAGHL	-1.14966666666667
ITGB4	0.8745
CCDC141	-0.577
YTHDF3	0.23875
C5orf28	-0.5345
RPL7L1	0.603375
TMEM30B	1.61514285714286
ANKRD35	0.446
DUOXA2	-0.5545
TBC1D5	0.662875
DFNB59	0.225
HRH4	0.0785
MYO6	1.7714
DNAJA4	3.287375
RBM24	3.93675
CEACAM20	-1.05375
RBM23	0.0948571428571429
NGFB	-0.028
C1orf63	-0.7412
KRTAP7-1	0.2885
PERLD1	1.26325
NPB	-0.151
C17orf59	-0.1616
HSPBAP1	-1.86225
SLC15A4	0.42675
PRTFDC1	-0.5115
OSMR	-2.58485714285714
CYSLTR2	-0.28
C19orf25	-0.1009
KIAA1797	-0.951
NLRP6	-0.2715
FAM105B	0.00110000000000001
SCRN2	-1.14866666666667
LRRC58	0.695
RNF17	-0.029625
NEIL3	-1.001
FAM137A	-1.696
SKP2	-2.71725
PARVA	0.305333333333333
PKLR	-1.6995
RNF34	1.442625
A3GALT2	0.14375
C12orf50	-0.300666666666667
SUNC1	-1.99225
FAM102B	1.734
CCT2	0.37825
LRRC37A2	-0.26
ARF4	0.6435
SIKE	0.197
C8orf48	0.6075
MBTPS1	-0.2945
GPSN2	-0.488
NCF2	1.79675
SLC12A6	0.0285
MRPL48	-0.9615
HMGN3	-1.4725
LRRC62	1.1725
PAX9	-0.059625
FAM55A	0.488
C20orf42	-3.037
SCML2	-0.717
BCL9	0.816
FAM40A	-0.29925
C9orf41	-0.1075
ZNF774	0.6705
LETM1	-0.885
PLXNB1	-0.595166666666667
NIPSNAP1	0.25525
USP10	-0.7305
F9	0.2365
LIPE	3.10125
CNGB3	-0.236
C12orf52	0.8415
PI4K2A	-0.1395
MED8	-0.0935
STAT4	0.1388
FGD4	0.639333333333333
RNF145	-0.374833333333333
WDR32	3.1808
CLDN2	-0.244
TCEAL8	0.90925
ZMYND8	0.2122
PDXK	-0.642
GATAD2A	-1.96775
PTGES3	-0.118
CCM2	-1.47375
TAP1	-0.08
ZNF670	-0.22075
ETS2	-1.22278571428571
C6orf166	0.231
PRMT2	0.0862857142857143
OR4B1	0.3855
INTS8	1.2605
CCDC102A	-0.85775
CCDC83	-0.967166666666667
ITGA1	0.4053
EPHA5	-2.1579
FAM24B	0.135166666666667
TSGA10	1.694
HAL	0.882
MYOT	-0.15975
SPACA3	-0.233
BCL2L2	0.287666666666667
CUGBP2	-1.82933333333333
CCNB3	2.16825
RNF113B	-0.11625
MERTK	-0.12
BAG1	2.3335
VPS36	-0.799
ORMDL3	1.4419
C1orf190	-0.24725
ZNF625	0.62575
CORO2B	-2.225
ALOX15	-0.726
CST1	0.7275
NUPR1	0.208666666666667
CCL7	2.85675
SMCR5	-2.582
DSC2	2.0575
RBMS2	0.52975
GRIK4	0.7595
TRIM65	0.1984
TMPRSS6	1.88778571428571
TP53INP2	-0.186
GLB1L	0.452333333333333
LOC388284	-0.0435
PUS1	-0.879571428571429
BCL9L	-0.3035
OLFM1	0.692166666666667
RET	3.561375
MASTL	-0.855333333333333
ALX3	-0.28
IL1RL1	-0.3415
ZNF765	1.047
C14orf138	-0.18575
SNX10	-0.0783333333333334
TAC4	-0.0685
C1orf64	3.054875
POGK	0.844875
MAPK9	0.8755
ZNF366	2.08775
C8orf79	0.7884
CLDN7	1.28475
OR5AT1	0.186
TRIM37	0.026
LRRC25	1.32425
GRHL2	2.1297
TEKT3	-0.21675
LASS5	0.793333333333333
ABCC4	-1.43391666666667
DLG3	1.26975
VGLL1	0.096875
ZFP36L2	-0.865833333333333
MFRP	0.4525
KIAA1799	1.16825
FLJ44379	0.539
PCNX	-0.71625
ANXA9	2.178
CYP4V2	0.1144
PIK3C2A	1.35375
SRR	-0.4215
NOL3	-0.263
IFITM2	-0.542
ARNTL2	-1.7565
ZNF595	1.1885
NLRP13	-0.448
ASPH	-0.693
CPA2	0.5505
PVRIG	-2.1845
LEPR	-1.68016666666667
C16orf42	-0.724833333333333
SH3BGRL	-0.64025
FAM77D	-0.917333333333333
FNDC7	0.0375
C9orf6	0.424
NOTCH2NL	0.0606666666666667
PGBD1	1.581
SYNGR2	0.820666666666667
PITPNA	-0.63
PRPF4B	0.4613
SLC43A3	-2.62507142857143
NRBP1	0.32625
SLC25A22	-0.30925
ILK	-0.197375
SLC22A8	0.1595
MRPS7	0.886125
PITX2	-1.647
FABP3	-2.170375
OR1L1	-0.225
LOC728215	-1.47425
BLID	-1.019
KIAA1217	0.277588235294118
TFPT	0.48575
AP4B1	-0.51275
VBP1	0.0955
OR1K1	0.14
MORC3	0.377
BHMT2	-1.82116666666667
C3orf10	1.053625
FZD7	-0.477833333333333
WFDC10A	-0.262
PMS2CL	0.12775
CCDC32	0.828166666666667
FA2H	-1.21925
ALG13	0.7455
TTLL7	-0.7173
SPOCK3	-0.45125
SLC13A2	0.0955
AIM1	2.25825
GPRC6A	-0.1395
EGR2	2.94675
MED11	-0.37175
WWC1	1.2485
SH3GL3	-2.4675
RIF1	0.0722857142857143
PRLH	-0.0635
VLDLR	-2.5365
DBT	0.0061875
C21orf63	-0.57025
CGGBP1	0.6295
KRTAP12-2	0.531
TADA3L	1.388625
ZBTB16	2.221
PDGFB	2.134
RFX1	-0.092625
UQCRB	1.0608
LOC133874	-0.2385
HPS3	-2.08325
LGALS3BP	-0.5858
DKFZP564O0823	2.16785714285714
MRFAP1L1	1.182875
HOXA10	-0.883
NGB	-0.185
KIF21A	0.525076923076923
IFLTD1	-0.138
LZTS1	-1.720125
ARHGEF3	1.5035
RHBDL3	0.2465
CSNK1G2	-0.683083333333333
ChGn	-2.294625
KIAA1244	1.81766666666667
GABRB2	0.464
