Hybridization REF	TCGA-A2-A04W-01A-31R-A115-07
SI	0.6122
ARSJ	-0.183166666666667
BAAT	-2.7475
KCNS3	4.02833333333333
LOC126147	-0.0246
TMEM37	-0.9625
C1orf162	2.0335
MBD1	-0.3574
ITGAL	-0.3295
WDR73	-0.943166666666667
GKN2	0.0613333333333334
ARFGAP1	-0.255
SLC5A8	-0.587333333333333
ZBTB40	-0.1734
CYP4B1	1.36033333333333
LYPLAL1	-0.048
CHST3	-0.81725
MAP3K9	-0.126
BTAF1	-1.19916666666667
TFAP2E	0.028
RBM35B	1.27775
LOC441251	-0.298
ANKRD25	0.532277777777778
UQCRC2	-0.5745
MAEA	0.5845
HYAL1	-1.8552
RNPEPL1	0.9495
CPSF2	-0.52925
PSD3	-0.4668
ABCA13	-0.535125
AGR2	4.12175
GBX1	-1.214
HDLBP	0.872142857142857
ACY3	0.321
HECW1	0.44875
ZNF519	-1.28975
HOPX	3.983
ZNF304	1.740625
OR12D3	0.2105
FKSG43	-0.10875
METTL1	-0.1605
MFSD3	-0.6965
PSPH	-0.26825
CLCA3	-0.1665
DARS2	-0.219
CDC25A	-0.832166666666667
BAIAP2L1	0.79475
B3GNT5	2.734375
USP29	0.35725
ARHGEF10L	0.3622
ATOX1	0.321125
ADAM30	0.35575
DNASE1	1.00875
STT3A	1.12716666666667
RAB6IP1	-0.26875
PTN	-0.059
C1orf106	1.12876923076923
HECA	1.35025
RNF122	0.89875
SLC22A18AS	1.50483333333333
GNG8	0.048
ELP4	-1.21725
FAM65A	0.247166666666667
RPL10A	-0.743833333333333
IRS4	-0.2415
MACF1	0.6788
SEC24D	1.22325
LOC374395	0.3685
TGFB2	2.023625
MDFIC	0.421
CHRNE	0.666166666666667
PCMTD2	-0.757833333333333
ATP6V0D1	0.823833333333333
MTA2	0.52625
LZTR1	-0.572666666666667
RAP1A	0.8555
AXIN1	-0.63825
POLR1C	-0.8445
TRIO	0.024
PLXNA4A	0.3805
C5orf33	-0.0765
DEPDC1B	-2.38
ZNF473	0.559833333333333
MTM1	1.032
GPR107	1.13983333333333
CSNK1A1L	-0.277666666666667
FLJ14154	-0.1215
NLRC4	2.829
ENPP4	1.13433333333333
PADI3	2.135
RNF170	-0.746875
CG018	-1.19766666666667
C16orf7	-0.14125
KCNE1	-0.228
NRM	-1.30233333333333
SLC37A3	1.65692857142857
TPD52L2	-0.576833333333333
UNC5B	2.14675
C12orf12	0.6495
SDHB	-1.29975
CLRN1	0.348
NUDT10	-0.0926666666666667
UGT3A1	-0.268625
FBXW8	0.081875
RHOF	-0.97
PTPLAD1	-0.566875
MYO3B	0.8005
DERA	-0.751
TPP2	-0.5725
C19orf53	-0.033
GINS3	-0.8355
ST6GALNAC5	0.963
CHSY1	0.10575
MGC15705	0.782
GPR83	-0.1128
EXT2	1.213875
DOLK	1.649
TUBAL3	-2.1805
ACVRL1	1.6501
ABL2	-0.132666666666667
C14orf156	-1.15516666666667
PTPRZ1	-3.881625
DIP2C	0.897
LAMP1	1.996125
RXRA	0.1538
MAP3K5	1.00175
ALKBH1	-0.418
PDLIM7	0.15575
ARL14	1.2365
SNIP1	-0.2075
TIMP3	2.71975
RGS3	-0.123333333333333
SPAG16	0.6317
ABHD4	0.27325
ARHGEF12	0.742166666666667
GLUD2	-0.7195
RAC2	-1.0873
UAP1L1	-0.4545
SLC18A3	-0.1875
YOD1	-0.0903333333333333
RALY	-0.23075
HMOX2	1.054375
DGKH	-0.31425
DBNDD2	-0.233166666666667
YIPF4	0.668625
THAP10	-1.214
ZNF513	0.50075
HAGHL	-1.61066666666667
ITGB4	1.46466666666667
CCDC141	-0.878
YTHDF3	0.578
C5orf28	0.652
RPL7L1	-1.91425
TMEM30B	0.475428571428571
ANKRD35	2.056
DUOXA2	-0.3305
TBC1D5	-0.81075
DFNB59	-0.1225
HRH4	0.138
MYO6	1.4013
DNAJA4	1.513875
RBM24	-1.604875
CEACAM20	-0.422
RBM23	-0.544214285714286
NGFB	0.7225
C1orf63	-1.3
KRTAP7-1	-0.268
PERLD1	4.19075
NPB	0.003
C17orf59	0.1213
HSPBAP1	-0.86175
SLC15A4	0.313
PRTFDC1	-0.498
OSMR	0.272357142857143
CYSLTR2	-0.6135
C19orf25	-0.2156
KIAA1797	0.758
NLRP6	0.00600000000000001
FAM105B	0.6666
SCRN2	-1.25966666666667
LRRC58	-0.512
RNF17	0.166625
NEIL3	-3.4205
FAM137A	0.8965
SKP2	-1.988
PARVA	1.51266666666667
PKLR	-1.29
RNF34	0.21775
A3GALT2	0.021
C12orf50	-0.0168333333333333
SUNC1	-1.32825
FAM102B	-1.44266666666667
CCT2	-0.99025
LRRC37A2	-1.795
ARF4	2.975
SIKE	0.536875
C8orf48	0.805
MBTPS1	0.747714285714286
GPSN2	-0.854
NCF2	4.12425
SLC12A6	0.324333333333333
MRPL48	-0.525
HMGN3	-0.927166666666667
LRRC62	-0.761
PAX9	3.6955
FAM55A	0.638
C20orf42	-3.35933333333333
SCML2	-2.12983333333333
BCL9	0.2605
FAM40A	-0.1265
C9orf41	-0.8255
ZNF774	-0.4935
LETM1	0.06175
PLXNB1	0.0926666666666667
NIPSNAP1	0.7265
USP10	-0.26675
F9	-0.03525
LIPE	1.45
CNGB3	0.3865
C12orf52	-0.112875
PI4K2A	0.040125
MED8	0.86375
STAT4	1.231
FGD4	1.56633333333333
RNF145	0.175
WDR32	0.3664
CLDN2	4.1425
TCEAL8	1.783
ZMYND8	-0.1574
PDXK	0.0114374999999999
GATAD2A	0.1575
PTGES3	-0.879
CCM2	0.497
TAP1	1.06325
ZNF670	-0.28825
ETS2	0.7305
C6orf166	-0.468666666666667
PRMT2	0.406642857142857
OR4B1	0.285
INTS8	-0.5425
CCDC102A	-0.062
CCDC83	-1.22233333333333
ITGA1	0.3436
EPHA5	-1.6861
FAM24B	-1.36233333333333
TSGA10	0.81025
HAL	-2.57383333333333
MYOT	-0.28775
SPACA3	0.0535
BCL2L2	0.219333333333333
CUGBP2	-0.0211666666666667
CCNB3	-0.2905
RNF113B	0.19425
MERTK	-0.51525
BAG1	0.36075
VPS36	0.1405
ORMDL3	3.4116
C1orf190	0.27325
ZNF625	-0.27125
CORO2B	-1.47625
ALOX15	-0.813
CST1	2.5565
NUPR1	2.40133333333333
CCL7	0.5035
SMCR5	-2.725
DSC2	3.3465
RBMS2	1.14725
GRIK4	0.554
TRIM65	-0.4038
TMPRSS6	0.889571428571429
TP53INP2	2.0455
GLB1L	1.4105
LOC388284	-0.228666666666667
PUS1	-0.719714285714286
BCL9L	0.3545
OLFM1	-0.528666666666667
RET	1.993875
MASTL	-1.68516666666667
ALX3	0.638
IL1RL1	0.146166666666667
ZNF765	-0.0739
C14orf138	-0.30525
SNX10	-2.05633333333333
TAC4	0.315
C1orf64	-0.9695
POGK	0.49575
MAPK9	-0.0495
ZNF366	2.38725
C8orf79	0.6857
CLDN7	3.099375
OR5AT1	0.396
TRIM37	-2.301
LRRC25	2.00475
GRHL2	2.3431
TEKT3	1.257
LASS5	-0.1565
ABCC4	-0.925
DLG3	1.921625
VGLL1	2.39925
ZFP36L2	1.61983333333333
MFRP	0.1265
KIAA1799	0.475
FLJ44379	-0.067
PCNX	0.1115
ANXA9	-0.0375
CYP4V2	0.5644
PIK3C2A	1.037
SRR	0.333
NOL3	-0.29975
IFITM2	-0.1355
ARNTL2	0.203
ZNF595	0.7285
NLRP13	0.5415
ASPH	0.95525
CPA2	-0.266
PVRIG	-2.06583333333333
LEPR	-0.753833333333333
C16orf42	-0.124666666666667
SH3BGRL	1.58075
FAM77D	0.391833333333333
FNDC7	0.052
C9orf6	0.192666666666667
NOTCH2NL	1.20133333333333
PGBD1	-1.04983333333333
SYNGR2	0.416
PITPNA	0.29225
PRPF4B	-1.0246
SLC43A3	-0.258571428571429
NRBP1	0.745
SLC25A22	0.1335
ILK	0.241
SLC22A8	0.344
MRPS7	-0.06825
PITX2	-0.1485
FABP3	0.0595
OR1L1	0.1995
LOC728215	0.246
BLID	-1.294
KIAA1217	3.03905882352941
TFPT	0.47775
AP4B1	-0.54175
VBP1	-1.17225
OR1K1	0.433
MORC3	0.22625
BHMT2	1.2715
C3orf10	0.56225
FZD7	1.48483333333333
WFDC10A	-0.3525
PMS2CL	-0.483125
CCDC32	0.399333333333333
FA2H	0.55475
ALG13	0.2205
TTLL7	0.9413
SPOCK3	-0.47375
SLC13A2	1.4445
AIM1	2.239
GPRC6A	0.079
EGR2	4.9735
MED11	-0.09875
WWC1	2.022
SH3GL3	-2.2785
RIF1	-0.0923571428571429
PRLH	0.268
VLDLR	0.6705
DBT	0.2848125
C21orf63	1.7335
CGGBP1	-0.323
KRTAP12-2	-1.9555
TADA3L	0.03375
ZBTB16	0.50225
PDGFB	1.496625
RFX1	0.396875
UQCRB	-0.2672
LOC133874	-0.2515
HPS3	0.9365
LGALS3BP	-0.6655
DKFZP564O0823	3.01071428571429
MRFAP1L1	0.4535
HOXA10	0.361666666666667
NGB	0.126
KIF21A	0.609230769230769
IFLTD1	0.5675
LZTS1	-0.37375
ARHGEF3	1.91675
RHBDL3	-1.026
CSNK1G2	-0.0991666666666667
ChGn	-0.062
KIAA1244	3.04066666666667
GABRB2	0.3075
MGC72080	0.2935
CD27	3.20475
EGLN1	-0.6327
PEX13	1.59425
RWDD3	0.51375
RNF12	0.609833333333333
GRIN2B	0.6095
ADAMTS14	-0.233375
DYDC2	0.210333333333333
ATP6AP1	0.7281
NR1H2	0.178333333333333
PDK2	0.58875
C3orf17	-0.344666666666667
SLC38A2	-0.267
SLC25A29	-0.203333333333333
C15orf29	0.426125
ADAM9	0.698416666666667
TMUB2	-0.578
GPR176	-0.17275
AGK	-0.321375
MCCD1	0.22725
NDUFA4	0.1725
TMEM146	0.1975
DUSP1	1.80625
UNQ6975	1.41
EMX2OS	2.312
INSM2	-0.62825
LUZP4	0.04275
SETD6	-1.1245
P2RY2	3.932
SLC45A2	-1.2835
RABGAP1	0.478833333333333
UBXD5	0.197875
GPRC5A	1.7781
PAK3	-0.218333333333333
LOC63920	-0.78825
TGFBR1	0.181
KRTAP6-3	0.096
SFMBT2	-0.2285
CDC42	0.27675
C11orf35	-0.7285
TTLL2	0.17375
UACA	0.525666666666667
CD97	-0.5895
SETD5	-0.064375
NINJ2	-0.03975
PTER	-0.286333333333333
POMGNT1	0.57825
KRTAP4-2	0.2055
ECGF1	2.47825
HRB	0.493090909090909
ATP1B2	0.1997
LOC400506	-0.57875
COL4A3BP	0.89325
C6orf97	-1.332
GRHPR	0.20575
TAS2R1	0.1325
SEMA7A	-0.71125
EDF1	0.996
ODF2L	1.6078
PCID2	-0.877666666666667
GTF2H4	-1.35133333333333
ZCCHC3	-0.857625
CGB2	0.210833333333333
NEUROD1	-0.1325
C20orf75	0.0385
RP5-1054A22.3	1.56233333333333
IFNA5	-0.0365
ZNF134	1.10433333333333
MGC119295	-0.6555
ZSWIM6	-0.17375
SMEK1	-0.4585
PCGF2	-0.359375
C1orf102	2.384
CYP2A13	0.8405
KCNH6	-0.9853
MDM1	-0.3721
ALDH7A1	0.672
C9orf75	0.88275
VDAC3	-0.065875
OR51T1	-0.087
EIF3F	-1.216
KCNJ10	-0.365625
LENG8	0.136
EDEM2	0.175583333333333
CCNJL	0.338
DHX37	-1.264
CRYGN	0.828
AATF	-1.178625
ZNF630	1.3115
E2F5	-1.411
WFDC13	0.14425
FTSJ3	-0.857666666666667
C4orf33	0.24675
LHFPL4	-2.75
C19orf56	-0.534333333333333
SMAD4	-0.200875
AFM	-0.459333333333333
G0S2	-0.8215
FCHSD2	-0.4648
RRP1B	-0.9462
EEF1B2	-1.12366666666667
STAT6	1.035
ZNF195	0.713
GNL1	-1.09183333333333
ZNRF2	1.45633333333333
PER3	-0.19175
ASB16	0.43525
C10orf10	2.65507142857143
ADCY8	-3.05733333333333
C9orf58	-0.628166666666667
ARMC10	0.1935
PSG1	1.378
DHX34	-0.25075
VARS2	-0.96525
NFIC	0.8835
ITPR2	-0.03025
AGXT2	0.0278333333333333
OR6K3	0.39
H2AFZ	-1.19191666666667
MLLT3	-0.0970833333333333
COX4I2	1.3185
CCNT2	-0.16425
PLK4	-1.5595
NUMBL	0.319
MED16	0.47025
PLEKHQ1	0.8095
GOSR1	0.425722222222222
BTG4	0.502
RPL30	-0.337916666666667
IGSF5	0.25075
IGFL2	5.489
ELMOD2	0.813833333333333
SHC3	-1.39783333333333
HAVCR1	-0.4365
DYNC2H1	-0.88975
RNF5	-1.12133333333333
C2orf7	1.1285
NLF1	0.701
KLHL25	0.21125
LRP10	0.6712
KRI1	-1.45725
PUS7L	0.0676666666666667
MGMT	0.5645
HOXD1	0.832333333333333
CSH1	0.4797
ATG16L2	-2.1375
FLJ44635	1.069
CHODL	-0.79575
EXOSC8	-1.8585
SLC28A1	-0.107
MYO7B	-0.0176666666666667
SEH1L	-1.1491
MTNR1A	0.417
TSPAN5	0.1226
CDC45L	-2.1325
AMIGO1	0.858
ATAD3A	-0.85325
OSGIN2	-0.3175
PDIK1L	0.161666666666667
DARC	1.117125
PIPSL	-0.2765
SHMT1	-0.266
CRISP3	0.5945
POPDC2	1.64283333333333
ZRANB2	-0.652833333333333
FBXL8	-0.2345
TRIP13	0.170727272727273
EIF5AL1	-0.2535
POU5F1P3	-4.26316666666667
IL6	0.735
CXorf38	1.11066666666667
IFNA16	0.3045
FBXL2	2.6765
BRD1	1.0545
STATH	0.41825
FBXO44	-0.305666666666667
MCCC2	-0.4075
CDC2	-1.5481
C5orf23	3.10475
IVD	-1.0355
C10orf122	-1.29175
MSL3L1	-0.0568
MVP	1.06725
EPOR	-0.6396
ZMYM1	-0.156666666666667
BCL7C	1.11816666666667
PSTPIP2	-0.3399
LYPD1	-1.140125
OR8G5	0.1115
ZP3	-1.23916666666667
BCAS4	1.48041666666667
EDG6	1.3935
ISY1	-0.45775
PRAMEF2	-1.02075
CUL1	0.214875
RNF213	0.5753
CCRK	0.04075
DHX9	-0.029125
C13orf29	0.50725
NCKAP1	0.728833333333333
MRPL43	-0.124642857142857
XPR1	0.72575
PKN2	-0.1937
PODNL1	1.4315
ZNF333	0.41125
DALRD3	-0.26975
OPN1SW	0.546
BTBD6	0.529
C11orf82	-0.814
OR5P3	0.147
DUSP11	-0.226
L1CAM	-0.8233
NEK11	1.92916666666667
OR7E91P	1.64
CNTN3	2.0526
CREB3L2	0.75
ZBTB37	-0.6885
KIAA1324L	-1.5135
NDUFB10	-0.2445
NUDT2	-0.1575
GTPBP8	-0.971
CACNA1D	1.550375
PRKAA2	0.696166666666667
PRDM8	0.29
MGC16075	-0.308666666666667
KRT14	-1.61507142857143
PP8961	0.200625
MRPL18	-0.04125
ABCG2	-2.84225
PACRG	1.17425
BBS2	-0.0345
KREMEN2	0.745
FBXO21	0.75675
HNRPUL1	0.14475
GRB10	0.79
CLSTN1	2.517375
LMAN2	-0.0533
C17orf61	-1.05075
NIPSNAP3A	0.1395
INSIG2	0.747
PCDHB7	1.57133333333333
STXBP2	0.111
CMAH	-0.00641666666666669
SEMA5B	-0.11825
ZNF155	0.677666666666667
COQ6	-0.699333333333333
PRPF4	-0.85475
TSPAN15	3.214
VN1R5	0.5415
LATS2	0.684
SELK	1.01025
PGK2	-0.03325
MS4A1	-1.41175
TYW3	-0.6061
KRTAP5-1	-0.43
RCCD1	-2.03566666666667
BTN1A1	0.8415
DDX28	-0.62525
TMEM65	1.307625
LOC92345	-0.10475
TTC31	-0.60825
WDR46	-1.303
CHP2	-1.27716666666667
LSP1	0.811625
ZNF542	2.55575
EXOSC1	-0.29725
ARHGAP18	1.61766666666667
LRRTM4	-0.607875
MAOB	2.28558333333333
CACNB4	1.6425
MGC33846	-0.88525
RANBP3L	-0.51025
ATP5L	-0.230875
ONECUT1	-2.591
NUDT9	-0.1195
TMEM149	-1.2215
STX17	0.7065
IGSF10	-2.46375
TMPRSS9	0.9415
BMPR2	1.0935
ALLC	0.00824999999999999
KLF7	1.97625
GCC1	1.2527
TIMM9	-0.7965
CDO1	0.223
MGC10701	-1.09633333333333
IFI6	-0.0181666666666667
FRMD8	-0.08675
MGAT2	0.5675
WBP5	0.0865
CNIH2	-0.0235
KIAA0907	-1.6293
KCNH8	-1.2175
CTSG	-2.36725
GRIK1	-0.551
CUL5	0.53025
FRMD1	1.395
OR9A4	0.943
SYT6	-1.83925
FOXD4L2	1.69375
ANAPC2	0.0495
OPN5	0.3225
TAF13	2.18325
LYG2	-0.83575
GGNBP1	-0.198
C11orf40	0.7375
OTX2	-1.087
REG4	0.059
EIF5	-0.8179375
PALB2	-0.96
SEPSECS	-1.0901
RNASE3	0.12775
TRIM49	-1.551
POLR2K	-0.1321
GPR42	0.2165
C8B	1.448
SASS6	0.1085
PREB	-0.312833333333333
OR3A3	0.798
TUBA8	0.9435
IGLV2-14	-0.89175
STIL	-1.48025
ANKFN1	0.3725
NME7	-0.394
HOXC12	2.06775
UBE2C	-1.17875
FHOD1	-0.49125
CDK2AP1	2.35208333333333
OR6K2	0.21625
DHPS	-0.6125
RPL5	-0.573833333333333
TRGV5	0.558
LOC541472	1.203625
HCCS	0.0614
DENND1B	-0.034
LHX3	-0.313
OR5D16	0.158
CXorf57	-2.45566666666667
IRF2BP1	0.74125
NDST2	0.402166666666667
LCE3D	0.3255
BOLL	0.72425
SYT3	0.465
PIH1D2	0.59275
C20orf7	-0.549333333333333
IL1R2	0.315833333333333
SLAMF9	2.46
PPME1	0.134625
PIK3CA	0.104
TRAPPC1	0.170625
COLEC10	-0.4735
SLC9A6	-0.563666666666667
PDDC1	-0.328166666666667
CCDC53	-0.36325
GK3P	-0.3005
DAZL	-1.12875
BRI3	0.24175
SDK1	-0.520375
CYP2C18	0.15275
IFI44L	1.804375
RPL3L	0.4435
FUT9	-1.09
KIFC2	-1.0795
PMP2	-0.167875
SLC4A9	-0.0545
PLAG1	-2.25766666666667
MYCBP2	-0.0555
OR4E2	0.7215
CCDC65	1.254
C16orf82	0.253285714285714
ENTPD4	0.7265
BRP44L	1.01475
PMP22CD	0.10325
TMCO4	-0.386333333333333
KCNN1	-0.493166666666667
WDR35	0.32325
CCDC80	3.08275
C3orf31	-1.6885
SLC7A9	-1.557
TMEM190	-0.885
DBC1	-0.389833333333333
FADS3	-0.885833333333333
PDZD8	1.1205
GRM5	0.118
AZGP1	4.1447
PEX3	0.2495
MED1	1.34664285714286
ATG4C	-1.26916666666667
HNRPH3	-1.501125
FAM109B	1.936
C4orf17	0.0515
CA10	0.2265
OPRD1	0.275
CCL16	-1.70875
SACM1L	0.2615
CST6	5.613
CD63	1.8253125
LGI1	-1.5475
ZNF784	-0.251
CRYBB1	-1.2005
CX3CL1	2.2767
TOP2A	0.25425
GYPB	-2.65333333333333
GADD45GIP1	-0.595
FEN1	-1.1285
IGF1R	-1.161
WDR72	-3.18516666666667
PURG	0.1945
DEFB126	-0.18175
PKD1L1	-0.09925
CAV1	-2.1504
GNPDA2	0.5662
DGAT2	-0.497375
NLGN1	-3.6625
STRBP	-0.262625
HPRT1	-0.637166666666667
FANCI	-2.04325
PSMA7	0.500875
DBF4B	-0.697833333333333
TTF1	-0.22975
RAD54L	-1.23125
ELOF1	0.19625
PLAGL2	-0.71475
ZNF256	1.6565
HMGCL	-0.9595
MSI2	0.124666666666667
RPESP	4.75433333333333
C11orf60	-1.288
ABCD1	0.994
ACAA1	0.5153
SPARCL1	4.87435714285714
IL6ST	-0.3912
ZNF319	1.06
TMEM109	-0.2329
FAM90A1	-1.65666666666667
IL22RA1	-1.4675
ATP4B	0.349
TEC	-0.4205
C7orf30	-0.39825
TXNDC2	-0.142833333333333
ABCB4	-0.1405
KIAA1191	0.127375
C9orf38	0.1555
SFTPB	0.123571428571429
CNTNAP2	0.946916666666667
FRK	5.6115
TBX19	-0.06
CHD4	0.07825
C6orf26	-3.561
MOSC2	2.93475
IKBKE	-0.285
HIF1A	0.868166666666667
LOC595101	-0.9525
RELA	-0.0353333333333333
TMEM16B	-1.19266666666667
ABHD12B	-0.453
TSEN34	0.342
KIF18A	-0.7475
TXNDC9	0.372666666666667
SPATA2L	0.086
SEMA4G	-1.131
C21orf91	0.0845
MATN1	-0.6125
KCNIP4	-0.5342
TUSC1	2.10775
OR4C15	0.32175
ARMCX6	0.598166666666667
WBSCR27	-0.2215
OR52I2	-0.805
KIAA1604	0.27725
DYNC1I1	-0.82075
PPP4C	0.0725
SLC47A2	-2.22366666666667
TREH	-0.0105
CD48	0.713666666666667
ST14	2.79683333333333
PKN1	-0.7035
SPON2	3.2405
XBP1	1.71858333333333
SFRS12	-1.0345
EFCAB6	2.19275
SELT	-0.22475
SLC39A2	0.1815
ERF	-0.556166666666667
ARL3	0.57325
SURF6	0.1553
MLLT10	-0.90347619047619
FLJ11171	-0.139666666666667
TDGF1	-3.41
ERCC6	-0.64525
EIF2AK4	0.8195
BAZ1A	0.383833333333333
LRRN3	0.156833333333333
TMC3	0.2115
EFTUD1	-0.8855
PTPRO	0.637333333333333
CLEC12A	-0.335
ACBD4	-0.8165
ZDHHC14	-0.698375
OTUD7B	1.278125
ACTB	1.982125
MSRA	0.3535
LCE5A	-1.3275
IFI35	-1.03725
BSCL2	0.674166666666667
ANKRD12	-0.57075
CFHR2	0.0700000000000001
RGAG1	-0.262833333333333
HSFY1	0.4555
SLC30A5	0.69025
IMPG1	0.2995
GPR109A	0.4115
ZNF185	1.66875
IYD	4.71575
NPCDR1	-0.228
SERPINA13	-0.015
HMGCLL1	-1.3425
NEUROG1	0.205
UBQLN1	0.5041875
LIN37	0.57275
SOCS2	-2.120875
DSCR4	-1.314125
XKR6	-0.86325
GPR142	0.716
KRTAP13-3	0.055
CCDC15	-0.505
MOS	0.07
CD1E	-1.821
OFCC1	0.1608
FAM83D	-1.26825
SRFBP1	-0.73625
C9orf96	-0.021
DHDH	-0.97675
CCDC90A	-0.1645
RABL3	-0.0301
CD320	-1.61566666666667
ANGEL2	-0.151166666666667
MRPL21	-0.322
SMG6	0.0751666666666667
INSR	1.0930625
FLJ14816	-0.1095
GLRB	-0.95
C9orf89	0.67025
CIZ1	-0.334625
URG4	0.244166666666667
LRDD	-2.18166666666667
CBY1	1.623
NFX1	0.43525
MTERFD2	-0.2885
C19orf23	0.8875
PGC	-1.730375
IER3IP1	0.3347
RASAL2	1.4735
C1orf89	-0.3355
SYNJ1	-0.342
NFKBIE	0.1215
FLJ40125	-0.699
TCEB2	-0.4894
NOG	-0.7045
POLR2J2	-0.264333333333333
HLA-B	1.99975
PCDHA1	1.63
PPP2R2B	0.65625
ARHGEF17	0.445833333333333
TCF7L2	1.29721428571429
CHD5	-0.0666666666666667
ZNF431	0.192125
TBC1D25	0.78575
ZNF800	-0.097
SCUBE2	0.728181818181818
MYCBP	0.477666666666667
GPX5	0.2345
C6orf129	-0.300833333333333
QSER1	0.532
ULK2	0.95825
PIGO	0.3125
NRCAM	-0.859857142857143
SLC35E3	0.2565
CSRP2	0.06925
HYPE	-0.01875
MAPK15	0.1595
MGC14327	0.1225
TIMM13	-0.289166666666667
ZNF462	-0.16425
GBA3	0.29075
TEX13A	-0.437
MCM6	-0.581555555555556
MTRF1	-1.450375
ABCA7	0.338
EIF4A2	-0.7165
ZC3H10	0.2146
RPGR	0.278833333333333
C20orf94	0.227
RP1L1	0.371
GPR125	-0.190625
USP22	0.0742857142857143
OR1L4	0.29375
MLZE	4.2875
FLJ32065	-0.25225
PTCD1	-0.71875
CRTAC1	-0.0773333333333333
BXDC2	-0.7025
C18orf1	0.496333333333333
FAM107A	-0.0143571428571428
EFNA3	0.69325
P18SRP	-0.0301
CAMKK2	0.36875
KIAA0649	-0.717
NES	-1.453
HS6ST3	1.416625
PON2	0.31075
TCP11L2	-0.586
CLEC4A	1.31125
PRR12	0.4385
MLXIPL	-1.0711
C2orf50	0.354
ZNF28	1.34325
ENC1	1.09166666666667
MAP2K1	-0.597625
FKSG2	1.19625
KIAA0430	0.3755
PTP4A1	-1.31844444444444
GPR156	0.3865
GTF3C6	-0.0865
UBR2	-0.1524
LOC388272	-0.2635
MAK	0.899333333333333
ACOT4	0.11625
STC2	-1.95408333333333
PIGW	-1.860625
SAE1	0.169875
COL6A1	0.565
OAZ1	0.301166666666667
STMN4	1.53883333333333
EDG3	0.6425
SGCE	0.164166666666667
IL11	-0.974833333333333
PRSS8	2.5285
YIPF5	0.807666666666667
WNT4	1.138125
CSN2	0.432833333333333
TCF7	-2.632875
TDO2	1.266
SAMD9	0.4536875
S100A7A	0.5785
MMRN1	1.28116666666667
GKAP1	-0.556
AKR1C3	-1.968125
RNF19A	0.802
GMDS	0.37725
YKT6	0.994125
SPARC	2.5514
C12orf31	-0.1085
UBE2V2	-0.674666666666667
FBXL18	0.425
KIAA0460	0.27325
ADAM22	0.167875
SERPINC1	-4.304
KCTD21	1.1245
MYOHD1	-2.744
ZNF37A	-0.326833333333333
GTF3C1	0.272
CTSZ	2.86925
PRNPIP	-0.232
DRD1IP	0.32425
NR1I2	-2.60866666666667
ZNF266	-0.5298
SPAG4L	0.077
COX4NB	-0.141
SAPS1	1.22866666666667
APOA1	-3.391
TATDN1	-1.56866666666667
C10orf82	0.628
KPNB1	-0.93
FOXO3	0.122583333333333
CRYBB2	0.0115
ZBTB5	-0.096
SLC25A38	-0.033
DCTN2	-0.3765
IFT20	1.861
CTHRC1	3.35525
C1orf31	-0.873
UHRF1	-1.1669375
GPC6	0.64325
C10orf54	1.34
MCF2L2	-0.123166666666667
WNT9B	0.062
OLA1	-0.519
FAM120B	0.49225
TTLL10	-0.469
CYorf15A	-4.59825
RELN	-0.748
SCN2B	0.711666666666667
MFHAS1	-0.9385
NKX3-2	0.135666666666667
RASGRF2	0.7505
SSBP1	-0.216166666666667
KPNA6	0.155785714285714
LOC389118	0.058
HS3ST4	-1.469
SUPT7L	-0.874125
FLJ32658	-1.181
IGFBPL1	-0.5615
KIAA1641	-1.1846
SHKBP1	-0.205166666666667
CSF1R	4.61825
NAGK	1.466
MYL2	0.323
HIST1H4C	-2.08066666666667
TOMM7	-0.64125
ADAMTSL3	3.154
TNFSF14	-0.883
PRRT2	-3.333
VTA1	1.31175
AOAH	2.07516666666667
CRISPLD2	2.50064285714286
PNN	-1.0822
TA-NFKBH	-0.2275
ESPN	-0.661
RBM43	0.038
KIAA1267	-1.26
DDX3X	0.601388888888889
KIAA1576	-4.17125
PLXDC1	3.8995
FLJ25801	-4.33725
HNRNPL	-0.072
RUNDC3A	0.1025
CASP12	0.369
SH2D5	-1.100625
RPL26L1	-0.764
OR51A7	0.26325
HDC	3.0745
C2orf16	-0.0906666666666667
SYTL3	2.1605
GOLGA4	0.600375
NOTCH1	-0.3395
ATPAF2	-0.2815
ECD	0.04075
SSX5	-1.397
SNAP91	0.5515
OCA2	-4.622
PNPO	-0.915
DAPK1	1.08633333333333
PINX1	-1.11483333333333
SELENBP1	1.767375
NEK3	-0.960916666666667
TMED4	0.524571428571429
SSTR4	0.0465
FOSL1	-1.8798
CD40LG	0.1015
CES1	-0.168666666666667
DCI	-0.713
B3GAT3	0.123166666666667
STK17B	1.0515
CNTN6	1.068
CYP3A4	-0.0736666666666667
MBOAT2	1.09335714285714
PISD	-0.03525
USP1	-0.897
PYDC1	-1.047
CENPM	-1.192375
SAR1B	0.74325
TTC7B	-0.85025
DP58	0.223
GPC1	1.269
RBL1	-1.18175
TMEM137	-2.6465
TOB1	0.212583333333333
TCEAL1	-0.256833333333333
CENPF	-1.46890909090909
C6	-0.017
PRSS1	-3.3865
PPIL6	1.42116666666667
C6orf124	-2.22
ODZ4	2.058
SNCB	0.25375
NDUFB9	-0.044625
CNOT6L	0.520166666666667
S100A9	4.389
TRIM50	-0.4045
KCTD1	1.7264
WDR63	2.692
SPEF2	1.498375
