Hybridization REF	TCGA-D8-A13Z-01A-11R-A115-07
PDP2	0.02525
PAPD1	0.4115
ERP27	1.453
APOOL	-0.4292
DIABLO	0.53475
TRHR	0.213
ARMC9	-0.223375
RNF152	3.03275
SLITRK3	0.209833333333333
ZNF211	0.3715
PFDN1	0.117375
RGS11	-0.9585
HS6ST1	0.349
AKR1D1	-2.718
TNP2	0.280333333333333
STK31	5.3815
EML4	0.944416666666667
SGTA	-0.284
HIST1H2BI	-0.0338333333333333
PSMD6	-1.3295
KIAA1257	1.4725
C18orf55	-0.952666666666667
FLJ20273	1.686125
RPL28	-1.282
EPYC	2.697625
NOX3	-0.073
ELAC1	-0.151833333333333
METT11D1	0.0235
BIN2	0.263
NACA2	-0.4095
CCDC17	-0.4365
HM13	-0.5794
UBOX5	0.0171249999999999
UBE2O	-0.64225
UBL5	0.75475
APOLD1	1.6475
C9orf31	0.4065
TNFSF8	1.174
ARHGAP29	-0.208375
PROKR2	0.411
PDE5A	-0.537
C6orf12	-0.925
TOM1L1	0.6375
WHDC1	-0.120875
FOXI1	0.285
RAB4A	0.491
TMEM39B	0.313
ATPBD1C	-0.6215
FARSA	-0.287833333333333
PLEKHG5	1.28
CMAS	1.508
OR7E24	0.043
SLC30A1	0.1265
CDC42EP5	0.482
PLAC1	1.234
KLHL18	-0.269916666666667
LBA1	1.2545
TAZ	-0.75875
CRIP2	2.027625
BTBD11	-0.182666666666667
C16orf72	0.45675
DIO2	1.8312
LRRCC1	-0.1305
CCDC136	-2.9635
PRX	0.11675
RBM5	-0.6437
TMEM85	0.269875
TUBGCP4	0.184666666666667
APLN	2.031
CDK7	-0.723333333333333
SSR2	0.952916666666667
CRELD1	0.2095
C19orf46	1.97625
GAL3ST4	1.01083333333333
KBTBD10	-0.6575
IL28A	1.22475
WDR27	-0.7525
MCM2	-0.397666666666667
SOX14	0.802
FLJ39743	0.636
KIAA0922	-0.316625
HIPK4	0.361
FLJ25758	-0.255
C16orf57	0.315083333333333
PDZD2	1.304875
MCC	-0.87325
HHLA3	0.5242
ID2	1.49325
C20orf23	1.096
ZNF688	-0.00275
APOC2	-0.941333333333333
LOC440093	0.173
FAM50B	1.394
PWP1	-0.027
DNAH10	0.4265
HIST1H2BA	0.909
GPR56	1.51566666666667
METAP2	0.097875
PAN3	0.0548333333333333
STXBP4	-0.03575
PDHX	-0.121
MTA1	-0.231416666666667
ZBED4	-0.075375
ZNF720	-0.30525
CDK2	-0.069125
RHOJ	0.77175
CDC37	-0.159666666666667
ZER1	0.404
GRK4	-1.705
PRPH	-0.79575
POLR2A	0.5735
OGFOD1	-0.711
NOL5A	-0.8035
PHEX	1.0125
FLJ16478	-0.36625
C20orf117	-1.0765
CAMTA2	-0.35925
C11orf74	-0.0558333333333333
DDX17	-0.656666666666667
C5orf27	0.57325
PLEKHA2	-0.3547
PDE4DIP	-0.3549
SCN7A	0.61275
ZNF559	-0.224666666666667
CXCL10	3.95175
ZMYM4	-0.236
STK32B	-0.753333333333333
KIAA0888	-2.8376
TACR3	0.799
CKAP2L	-0.7865
KIF1A	1.5075
RSPRY1	0.64675
VCAN	1.68925
CYP27C1	-0.158
SYDE1	-1.1265
MED12L	-1.94825
ZDHHC21	0.655375
NHS	0.1405
TM9SF3	0.758666666666667
DDHD1	-0.301625
MAFG	-0.643666666666667
BICD2	-0.9023
C14orf119	0.390333333333333
C14orf43	-0.0151428571428571
CDH7	-2.04675
ALKBH5	-0.102285714285714
JUP	1.61375
TMEM41A	0.688833333333333
MAMDC4	-1.84133333333333
CBX3	-0.102625
LRRC18	0.08925
RBMXL2	-1.355
PLA2G4D	0.441333333333333
FGF13	2.061
KIF3A	0.057
PDIA6	0.98625
DCXR	-0.05825
CASKIN2	0.6195
EHD1	0.639666666666667
MARCKSL1	1.90066666666667
ZNF496	0.299666666666667
SCAF1	0.606333333333333
KCTD8	-1.437
TRAF3IP3	1.50357142857143
LSR	2.42175
CXorf1	-0.494166666666667
C14orf112	0.3455
EIF2B1	0.18125
OMP	-0.191
GSTZ1	0.07525
LOC92017	1.258
ISLR2	1.3735
C12orf36	3.597
GATA2	-1.50083333333333
GABRA5	-2.284
CELSR2	-0.869214285714286
STAM2	0.5896
TNAP	-0.008
PTPMT1	-0.302
GRP	6.50675
SV2A	-1.63883333333333
MAGEA12	-4.1835
CACNG1	-0.851
C18orf19	-0.5675
GSG1	-0.225666666666667
PTPRJ	0.637214285714286
FRMPD1	0.754
ZNF668	0.5555
PLEKHJ1	-0.142125
ADAT1	-1.1214
TMEM50A	0.6917
UCN3	0.0545
HOOK1	1.11525
IL17B	0.031
MLKL	-0.063
TTC14	-1.252
KLHL5	0.05575
CRYL1	-0.117666666666667
FOXH1	0.01
NFYB	0.06125
PPM1G	0.62775
GOLGA2LY1	-1.284
NMT1	-0.44425
HADHA	-0.3513
CHSY-2	2.93625
PLEKHF1	0.944714285714286
SAGE1	-2.129
MUSTN1	-0.176
SUHW4	0.06475
TFEB	2.51633333333333
ZFYVE27	-1.16475
ATG12	-0.505833333333333
BMI1	0.229785714285714
ZIM3	0.33275
MYH4	0.1955
MASP1	-1.66772727272727
KIAA0984	1.3915
RPAP2	-0.39125
ASB5	0.0685
BOLA3	0.136166666666667
MIA3	1.53883333333333
KRT35	0.752
KIR3DL3	-0.934
MRPL51	0.088
SEMA3F	1.256
NDUFB2	0.469
LOC253012	0.0615
FAM46C	1.4813
G6PC	-2.6925
CSAG3A	-4.46133333333333
PREX1	0.463
SLC25A45	0.048125
MAPKBP1	0.0406
CPE	1.2768
GNB1	-0.272
CXCR6	3.2375
TRIM46	-0.582
C16orf3	0.165666666666667
HPSE	1.147875
TIGD3	1.447
SPG3A	2.95325
LCAT	-1.13366666666667
ST6GAL1	0.404833333333333
POMC	0.51275
FLJ36031	0.644166666666667
NSMAF	-0.7845
SKIL	1.7665
ADSS	0.596333333333333
HMGCS1	0.1728
POLR3F	0.591333333333333
RAB10	1.02025
ZNF277P	-0.772375
ZBTB7B	0.60825
DHRS1	1.066375
ABCC13	1.12042857142857
CNOT3	0.3265
NFKBIA	2.42325
GAK	-0.3655
SFT2D2	1.994
HOXA6	0.7585
CRTC1	0.05975
LY6D	1.365
C20orf72	-0.951
CPT1A	-0.85975
LMO1	-0.894
EIF3I	-0.0855
PRB4	0.0215
MCM3APAS	-2.816125
C20orf132	-1.0535
FOXF2	-2.01825
S100A12	1.32375
MLH1	-0.728166666666667
ACTN1	1.3958
MRPL36	-0.545333333333333
C20orf106	-0.31075
FBXO6	1.2145
MKS1	-0.331833333333333
CX3CR1	-2.459375
PDE1B	1.2005
PLP1	-4.25
KISS1	0.219166666666667
C14orf2	-0.5565
TBC1D3P2	-1.32725
COMMD6	1.4211
ANKRD7	-2.3765
PTCHD1	1.289
NARS2	-1.11775
DOCK7	0.11475
FAM127B	0.87575
LOC390243	-0.034
N6AMT2	-0.00625
ZNF391	0.616
DNAJB14	-1.03883333333333
WRB	-0.060375
BPI	0.430583333333333
TTC4	-0.198166666666667
FAM10A5	-0.5515
GOT1L1	-0.000666666666666655
MAGED1	1.702
RESP18	0.16175
WFDC6	3.654
MT2A	0.2065
C11orf56	0.0765
KIAA1432	0.8215
ROR1	1.604625
HSD17B14	1.92883333333333
ZFAND2B	0.19025
SAMD4B	1.211
HEXA	0.337875
HNRNPU	0.321136363636364
USP39	0.848125
NRD1	-0.02075
R3HDML	0.657
FLT4	0.817333333333333
OMG	-0.239666666666667
OR52N4	0.5915
LOC399818	0.79825
ELA2	-2.34675
VENTXP1	0.2165
RFC5	-0.753
OR52L1	0.8205
PAX5	-0.223
FBXO2	-0.63025
GMEB1	0.072
AKT3	-1.05766666666667
CRB1	-2.37533333333333
CTTN	-0.522833333333333
UTP15	-0.9805
HSBP1	0.446833333333333
PHF11	1.66325
NDEL1	0.5655
USP8	-0.684
BAIAP2	0.2305625
SI	0.2622
ARSJ	0.0815
BAAT	-2.74725
KCNS3	3.029
LOC126147	-0.588666666666667
TMEM37	-0.419
C1orf162	3.3285
MBD1	-0.606
ITGAL	0.707
WDR73	-1.06166666666667
GKN2	0.136333333333333
ARFGAP1	0.266375
SLC5A8	1.40516666666667
ZBTB40	-0.4242
CYP4B1	3.80033333333333
LYPLAL1	0.39825
CHST3	-0.0695
MAP3K9	0.1775
BTAF1	-1.65733333333333
TFAP2E	0.7045
RBM35B	0.516
LOC441251	-0.588166666666667
ANKRD25	-0.447833333333334
UQCRC2	-0.149
MAEA	-0.406583333333333
HYAL1	-2.8631
RNPEPL1	0.255
CPSF2	-0.1785
PSD3	-2.0034
ABCA13	-0.8305
AGR2	2.03775
GBX1	-1.1225
HDLBP	0.630357142857143
ACY3	1.27175
HECW1	-0.68675
ZNF519	0.65325
HOPX	4.49925
ZNF304	1.13925
OR12D3	0.1505
FKSG43	0.0435
METTL1	0.271875
MFSD3	-1.0307
PSPH	-0.3575
CLCA3	0.53
DARS2	-0.350333333333333
CDC25A	-0.987
BAIAP2L1	1.1265
B3GNT5	2.433375
USP29	0.16575
ARHGEF10L	0.8598
ATOX1	0.3945
ADAM30	0.516
DNASE1	1.28225
STT3A	0.509666666666667
RAB6IP1	-0.11025
PTN	0.1694
C1orf106	1.66323076923077
HECA	1.806
RNF122	0.692
SLC22A18AS	1.27916666666667
GNG8	0.895833333333333
ELP4	-0.5265
FAM65A	0.168333333333333
RPL10A	-1.03083333333333
IRS4	0.14
MACF1	0.7569
SEC24D	0.1375
LOC374395	0.0205
TGFB2	1.427875
MDFIC	0.21425
CHRNE	0.341333333333333
PCMTD2	-0.124833333333333
ATP6V0D1	0.771
MTA2	1.13875
LZTR1	-1.26566666666667
RAP1A	0.394333333333333
AXIN1	-0.1375
POLR1C	0.69675
TRIO	-0.108666666666667
PLXNA4A	-0.655583333333333
C5orf33	0.0405
DEPDC1B	-2.250125
ZNF473	0.348166666666667
MTM1	0.819875
GPR107	0.322666666666667
CSNK1A1L	-0.316666666666667
FLJ14154	0.34825
NLRC4	4.5265
ENPP4	1.5495
PADI3	3.836
RNF170	-0.428625
CG018	-0.438166666666667
C16orf7	0.0155
KCNE1	0.68475
NRM	-0.1475
SLC37A3	0.896928571428571
TPD52L2	0.562
UNC5B	1.36375
C12orf12	0.578833333333333
SDHB	-0.14525
CLRN1	0.201875
NUDT10	-1.39666666666667
UGT3A1	0.467
FBXW8	0.588
RHOF	-0.445375
PTPLAD1	-0.28275
MYO3B	-0.6785
DERA	0.379
TPP2	-1.01875
C19orf53	-0.0218333333333333
GINS3	-0.15
ST6GALNAC5	1.9555
CHSY1	0.112
MGC15705	0.998
GPR83	0.8965
EXT2	-0.205875
DOLK	0.54925
TUBAL3	0.11675
ACVRL1	2.3801
ABL2	0.42825
C14orf156	-0.487666666666667
PTPRZ1	-4.168875
DIP2C	0.726875
LAMP1	0.83525
RXRA	-0.5218
MAP3K5	2.78325
ALKBH1	0.2475
PDLIM7	0.934625
ARL14	0.195
SNIP1	0.3495
TIMP3	1.66508333333333
RGS3	0.422166666666667
SPAG16	0.0166
ABHD4	0.635
ARHGEF12	0.784363636363636
GLUD2	0.0405
RAC2	-0.66
UAP1L1	-1.0435
SLC18A3	-0.1235
YOD1	-0.438
RALY	0.006
HMOX2	1.220875
DGKH	-0.5135
DBNDD2	1.021
YIPF4	1.3415
THAP10	-0.083
ZNF513	1.2795
HAGHL	-1.048
ITGB4	2.022
CCDC141	-1.913
YTHDF3	0.78975
C5orf28	-0.1655
RPL7L1	0.313875
TMEM30B	1.75607142857143
ANKRD35	1.988
DUOXA2	1.1415
TBC1D5	-0.104125
DFNB59	-1.158
HRH4	0.26725
MYO6	2.0099
DNAJA4	1.737125
RBM24	-2.220875
CEACAM20	0.82725
RBM23	0.699357142857143
NGFB	0.4725
C1orf63	-0.9398
KRTAP7-1	-0.2175
PERLD1	0.962
NPB	0.8605
C17orf59	0.4489
HSPBAP1	0.254
SLC15A4	0.850625
PRTFDC1	1.3495
OSMR	-0.262
CYSLTR2	-0.324
C19orf25	0.506
KIAA1797	-0.4115
NLRP6	0.106
FAM105B	0.4157
SCRN2	-0.926333333333333
LRRC58	-0.9618
RNF17	0.785875
NEIL3	-2.979
FAM137A	-2.77075
SKP2	-2.0505
PARVA	0.92925
PKLR	-1.6655
RNF34	0.826125
A3GALT2	0.288
C12orf50	-0.138666666666667
SUNC1	-2.44325
FAM102B	-0.898
CCT2	-0.413
LRRC37A2	-1.06
ARF4	0.7025
SIKE	0.967625
C8orf48	0.0545
MBTPS1	-0.373142857142857
GPSN2	0.1935
NCF2	4.80925
SLC12A6	1.17616666666667
MRPL48	-0.65525
HMGN3	1.02733333333333
LRRC62	-0.2495
PAX9	4.210125
FAM55A	-0.7785
C20orf42	-3.04666666666667
SCML2	-1.44733333333333
BCL9	1.218
FAM40A	-0.51525
C9orf41	-0.988
ZNF774	1.3185
LETM1	-1.32475
PLXNB1	-0.638
NIPSNAP1	-0.371125
USP10	-0.69125
F9	0.35925
LIPE	-0.6345
CNGB3	-0.5495
C12orf52	0.105
PI4K2A	-0.155
MED8	0.468
STAT4	1.6114
FGD4	1.5245
RNF145	-0.462333333333333
WDR32	0.1551
CLDN2	1.486
TCEAL8	1.5605
ZMYND8	-0.2155
PDXK	0.69884375
GATAD2A	-0.1855
PTGES3	0.1485
CCM2	0.34
TAP1	2.213375
ZNF670	1.15225
ETS2	1.74821428571429
C6orf166	0.755333333333333
PRMT2	0.656428571428571
OR4B1	0.3715
INTS8	-0.0755
CCDC102A	0.6715
CCDC83	-2.1385
ITGA1	0.5702
EPHA5	-2.46622222222222
FAM24B	-1.24383333333333
TSGA10	1.69775
HAL	-2.9915
MYOT	-0.35975
SPACA3	0.4815
BCL2L2	-0.291166666666667
CUGBP2	-0.326333333333333
CCNB3	1.6325
RNF113B	0.26275
MERTK	0.10475
BAG1	-0.31075
VPS36	-0.65175
ORMDL3	0.365
C1orf190	-0.40175
ZNF625	0.0745
CORO2B	-1.904
ALOX15	-1.0695
CST1	0.0585
NUPR1	2.24533333333333
CCL7	4.65175
SMCR5	-2.008
DSC2	3.5155
RBMS2	1.08625
GRIK4	-0.04
TRIM65	0.2044
TMPRSS6	-0.0572142857142857
TP53INP2	0.4955
GLB1L	0.2995
LOC388284	-0.123
PUS1	-0.305214285714286
BCL9L	0.082
OLFM1	-0.7985
RET	0.78725
MASTL	-0.307166666666667
ALX3	0.261
IL1RL1	0.258333333333333
ZNF765	0.8596
C14orf138	0.71025
SNX10	-0.323166666666667
TAC4	0.6165
C1orf64	-2.412
POGK	1.094375
MAPK9	0.35275
ZNF366	3.64175
C8orf79	-0.0336
CLDN7	2.725125
OR5AT1	0.5015
TRIM37	-2.2155
LRRC25	3.33625
GRHL2	2.6148
TEKT3	0.201
LASS5	-0.62
ABCC4	-0.438666666666667
DLG3	2.152875
VGLL1	3.876125
ZFP36L2	1.63166666666667
MFRP	-0.158166666666667
KIAA1799	-0.0175
FLJ44379	0.2435
PCNX	0.4515
ANXA9	-2.7785
CYP4V2	-0.3088
PIK3C2A	0.48075
SRR	0.058
NOL3	-0.90475
IFITM2	1.988
ARNTL2	0.34125
ZNF595	0.75725
NLRP13	-1.2515
ASPH	-0.3525
CPA2	0.998
PVRIG	-0.754833333333333
LEPR	-2.0555
C16orf42	0.343833333333333
SH3BGRL	0.4385
FAM77D	-1.129
FNDC7	0.9795
C9orf6	-0.0633333333333333
NOTCH2NL	-0.560166666666667
PGBD1	-1.25483333333333
SYNGR2	1.09183333333333
PITPNA	0.236625
PRPF4B	-0.4781
SLC43A3	-0.746571428571429
NRBP1	1.22325
SLC25A22	0.08425
ILK	0.42625
SLC22A8	0.770666666666667
MRPS7	-0.52475
PITX2	-1.98125
FABP3	0.88425
OR1L1	0.805
LOC728215	-0.22425
BLID	-2.657
KIAA1217	2.88735294117647
TFPT	1.30875
AP4B1	-0.7875
VBP1	-0.19475
OR1K1	0.4355
MORC3	0.47275
BHMT2	0.694166666666667
C3orf10	0.761625
FZD7	0.718
WFDC10A	-1.2255
PMS2CL	-0.654
CCDC32	0.0265
FA2H	1.628
ALG13	0.176
TTLL7	0.836
SPOCK3	-0.08975
SLC13A2	0.5925
AIM1	1.6855
GPRC6A	0.3825
EGR2	3.82175
MED11	0.08625
WWC1	1.31125
SH3GL3	-4.2685
RIF1	-1.12528571428571
PRLH	0.177
VLDLR	0.1455
DBT	-0.059375
C21orf63	0.39225
CGGBP1	-1.185125
KRTAP12-2	0.069
TADA3L	-0.039
ZBTB16	-0.0295
PDGFB	1.87975
RFX1	0.64125
UQCRB	-0.4595
LOC133874	-1.391
HPS3	0.244
LGALS3BP	2.466
DKFZP564O0823	3.137
MRFAP1L1	-0.558875
HOXA10	1.79333333333333
NGB	0.0905
KIF21A	-0.0920769230769231
IFLTD1	-0.264
LZTS1	-0.260875
ARHGEF3	1.83625
RHBDL3	-1.9775
CSNK1G2	0.0641666666666667
ChGn	0.0655
KIAA1244	2.50683333333333
GABRB2	-0.198
MGC72080	-0.3365
CD27	3.6665
EGLN1	-0.6989
PEX13	1.40025
RWDD3	-0.617
RNF12	-0.497666666666667
GRIN2B	2.6105
ADAMTS14	-0.26325
DYDC2	-1.706
ATP6AP1	0.1484
NR1H2	0.239
PDK2	0.12775
C3orf17	0.209
SLC38A2	0.6305
SLC25A29	-0.883666666666667
C15orf29	0.490875
ADAM9	0.987416666666666
TMUB2	-0.06725
GPR176	-0.51475
AGK	-0.224
MCCD1	0.1545
NDUFA4	-0.3515
TMEM146	-0.31625
DUSP1	1.1425
UNQ6975	3.03
EMX2OS	4.00225
INSM2	0.722
LUZP4	-0.574
SETD6	-2.15925
P2RY2	0.7775
SLC45A2	-2.872
RABGAP1	0.538166666666667
UBXD5	0.434
GPRC5A	0.9681
PAK3	-0.188833333333333
LOC63920	-0.318
TGFBR1	1.7915
KRTAP6-3	0.10025
SFMBT2	-0.71975
CDC42	0.3010625
C11orf35	-0.228
TTLL2	0.76125
UACA	0.371
CD97	-0.1084
SETD5	-0.36075
NINJ2	0.50175
PTER	0.409666666666667
POMGNT1	0.252
KRTAP4-2	0.4705
ECGF1	2.912
HRB	0.00590909090909092
ATP1B2	-0.4633
LOC400506	0.11975
COL4A3BP	-0.3415
C6orf97	-1.78975
GRHPR	0.419625
TAS2R1	0.651
SEMA7A	0.07625
EDF1	-0.17825
ODF2L	1.4463
PCID2	-1.419
GTF2H4	0.0623333333333333
ZCCHC3	-0.733375
CGB2	0.552
NEUROD1	0.5885
C20orf75	0.126
RP5-1054A22.3	2.353
IFNA5	0.1365
ZNF134	0.3405
MGC119295	-1.5274
ZSWIM6	0.18025
SMEK1	0.08
PCGF2	-0.615
C1orf102	1.6375
CYP2A13	0.6775
KCNH6	-0.6936
MDM1	0.3564
ALDH7A1	0.653
C9orf75	0.17875
VDAC3	-0.693125
OR51T1	0.2105
EIF3F	-0.714416666666667
KCNJ10	-0.1235
LENG8	-0.40625
EDEM2	0.854416666666667
CCNJL	1.46666666666667
DHX37	0.0565
CRYGN	0.718
AATF	-0.525875
ZNF630	1.628625
E2F5	-0.676
WFDC13	-0.77675
FTSJ3	-0.265
C4orf33	0.50175
LHFPL4	-3.496
C19orf56	0.12925
SMAD4	-0.30025
AFM	-0.443333333333333
G0S2	-1.17
FCHSD2	0.0351
RRP1B	-0.2693
EEF1B2	-1.32933333333333
STAT6	0.0548333333333333
ZNF195	0.06375
GNL1	-0.3055
ZNRF2	0.561666666666667
PER3	0.535375
ASB16	0.3035
C10orf10	2.12364285714286
ADCY8	-3.04033333333333
C9orf58	-0.717833333333333
ARMC10	-0.117333333333333
PSG1	-1.576
DHX34	0.05675
VARS2	-0.491125
NFIC	0.5655
ITPR2	-0.9525
AGXT2	-0.0968333333333334
OR6K3	0.2515
H2AFZ	-0.206583333333333
MLLT3	-0.6445
COX4I2	2.225
CCNT2	0.32525
PLK4	-1.087375
NUMBL	0.146833333333333
MED16	-0.6235
PLEKHQ1	1.46475
GOSR1	0.143444444444444
BTG4	-1.1445
RPL30	-0.660083333333333
IGSF5	0.13425
IGFL2	2.00066666666667
ELMOD2	0.402333333333333
SHC3	-0.348166666666667
HAVCR1	0.204
DYNC2H1	-1.20375
RNF5	0.381
C2orf7	0.633
NLF1	0.924
KLHL25	0.011
LRP10	0.9714
KRI1	-0.44875
PUS7L	0.932
MGMT	1.3765
HOXD1	1.48583333333333
CSH1	0.23
ATG16L2	-1.8525
FLJ44635	-0.3175
CHODL	-0.112
EXOSC8	-1.45675
SLC28A1	-0.1815
MYO7B	-0.679333333333333
SEH1L	-0.0886
MTNR1A	0.2315
TSPAN5	0.543666666666667
CDC45L	-2.45983333333333
AMIGO1	0.6795
ATAD3A	-1.14325
OSGIN2	0.1775
PDIK1L	0.249
DARC	2.695875
PIPSL	0.476
SHMT1	0.45675
CRISP3	0.1465
POPDC2	2.6455
ZRANB2	-1.339
FBXL8	-0.15825
TRIP13	-1.65518181818182
EIF5AL1	-1.259
POU5F1P3	-4.6885
IL6	-0.339
CXorf38	-0.7985
IFNA16	0.883
FBXL2	0.273166666666667
BRD1	-0.095
STATH	0.0555
FBXO44	-0.458833333333333
MCCC2	-0.89375
CDC2	-0.1412
C5orf23	0.406
IVD	-0.807166666666667
C10orf122	-0.5925
MSL3L1	1.1341
MVP	1.03375
EPOR	-0.7696
ZMYM1	-0.7
BCL7C	0.548166666666667
PSTPIP2	0.2386
LYPD1	0.34225
OR8G5	1.1645
ZP3	-0.827166666666666
BCAS4	0.04925
EDG6	2.8955
ISY1	-0.18075
PRAMEF2	-1.07575
CUL1	-0.093875
RNF213	1.1963
CCRK	0.4685
DHX9	-0.115125
C13orf29	-0.72775
NCKAP1	0.964333333333333
MRPL43	-0.58
XPR1	0.07925
PKN2	-0.1649
PODNL1	1.3575
ZNF333	0.396625
DALRD3	0.0745
OPN1SW	0.0215
BTBD6	0.58475
C11orf82	-1.103
OR5P3	-0.0299999999999999
DUSP11	1.013
L1CAM	-1.2414
NEK11	1.47766666666667
OR7E91P	2.784
CNTN3	1.611
CREB3L2	1.25775
ZBTB37	0.727
KIAA1324L	-1.728
NDUFB10	0.2355
NUDT2	0.3205
GTPBP8	0.00675
CACNA1D	0.85575
PRKAA2	0.143833333333333
PRDM8	-0.236
MGC16075	0.123333333333333
KRT14	0.759714285714286
PP8961	0.3585
MRPL18	0.5305
ABCG2	-2.5145
PACRG	1.0625
BBS2	-0.594
KREMEN2	0.389
FBXO21	0.54475
HNRPUL1	0.714333333333333
GRB10	0.30225
CLSTN1	1.43275
LMAN2	1.0989
C17orf61	-0.91175
NIPSNAP3A	0.57725
INSIG2	-0.166
PCDHB7	0.4155
STXBP2	1.191375
CMAH	0.946916666666667
SEMA5B	-0.50225
ZNF155	1.198
COQ6	0.00983333333333334
PRPF4	-0.57525
TSPAN15	3.1423
VN1R5	0.3575
LATS2	-0.10725
SELK	0.13375
PGK2	-0.16975
MS4A1	1.129125
TYW3	-1.3514
KRTAP5-1	0.02725
RCCD1	-1.60433333333333
BTN1A1	0.401
DDX28	-0.5095
TMEM65	1.381125
LOC92345	0.15125
TTC31	-0.1495
WDR46	-0.5535
CHP2	-2.2675
LSP1	1.23525
ZNF542	0.905
EXOSC1	-0.42125
ARHGAP18	0.603166666666667
LRRTM4	-1.5655
MAOB	-0.417333333333333
CACNB4	0.17225
MGC33846	-0.158375
RANBP3L	2.97725
ATP5L	-0.120625
ONECUT1	-4.075
NUDT9	0.18925
TMEM149	1.0475
STX17	0.7315
IGSF10	-3.8525
TMPRSS9	-0.362
BMPR2	0.60325
ALLC	-1.0865
KLF7	0.8365
GCC1	0.2197
TIMM9	-0.6275
CDO1	3.42883333333333
MGC10701	-0.1615
IFI6	4.15633333333333
FRMD8	0.25125
MGAT2	1.17525
WBP5	1.48066666666667
CNIH2	0.3955
KIAA0907	-1.1567
KCNH8	-0.857
CTSG	-1.07125
GRIK1	-0.363166666666667
CUL5	0.234125
FRMD1	0.468
OR9A4	0.545
SYT6	-0.979125
FOXD4L2	0.9625
ANAPC2	-0.162333333333333
OPN5	0.6325
TAF13	0.381
LYG2	0.97025
GGNBP1	0.208
C11orf40	0.8725
OTX2	-2.0365
REG4	4.37316666666667
EIF5	-0.5605625
PALB2	-0.192
SEPSECS	-1.1286
RNASE3	0.94525
TRIM49	-2.194
POLR2K	0.6252
GPR42	0.4185
C8B	-3.037
SASS6	-0.3485
PREB	0.175
OR3A3	0.597
TUBA8	0.828875
IGLV2-14	0.51
STIL	-0.0565
ANKFN1	-0.273333333333333
NME7	0.185
HOXC12	2.5135
UBE2C	0.069875
FHOD1	-0.539
CDK2AP1	1.97075
OR6K2	-0.305
DHPS	-0.52025
RPL5	-1.0295
TRGV5	0.815
LOC541472	0.294
HCCS	0.8931
DENND1B	0.632
LHX3	-1.446
OR5D16	0.362
CXorf57	-2.74533333333333
IRF2BP1	0.676
NDST2	0.762
LCE3D	0.15
BOLL	0.3655
SYT3	1.3145
PIH1D2	0.33775
C20orf7	-0.0956666666666667
IL1R2	2.16266666666667
SLAMF9	0.5115
PPME1	-0.840875
PIK3CA	0.22625
TRAPPC1	0.238625
COLEC10	-1.806
SLC9A6	0.7995
PDDC1	-0.840666666666667
CCDC53	0.485
GK3P	0.80775
DAZL	-0.52125
BRI3	0.4525
SDK1	0.97325
CYP2C18	3.439
IFI44L	5.17725
RPL3L	0.169
FUT9	-1.56716666666667
KIFC2	-1.1545
PMP2	-1.33325
SLC4A9	-0.1855
PLAG1	-1.8475
MYCBP2	-0.587333333333333
OR4E2	-1.1415
CCDC65	0.84675
C16orf82	0.00399999999999999
ENTPD4	-0.5845
BRP44L	1.493875
PMP22CD	0.33425
TMCO4	1.17566666666667
KCNN1	-0.9815
WDR35	0.96575
CCDC80	1.632375
C3orf31	-0.98175
SLC7A9	-0.64175
TMEM190	-1.62
DBC1	-1.566
FADS3	-0.7725
PDZD8	0.441
GRM5	0.220875
AZGP1	3.587
PEX3	1.6435
MED1	-0.545857142857143
ATG4C	-0.4915
HNRPH3	-0.456125
FAM109B	1.96925
C4orf17	0.3015
CA10	0.74
OPRD1	-0.154
CCL16	-2.92
SACM1L	-0.95625
CST6	5.19375
CD63	1.5118125
LGI1	-3.53566666666667
ZNF784	0.0915
CRYBB1	-0.402
CX3CL1	2.35775
TOP2A	-2.052875
GYPB	-4.9475
GADD45GIP1	0.05225
FEN1	-0.68425
IGF1R	-2.2039375
WDR72	-1.59783333333333
PURG	-1.5
DEFB126	-0.478333333333333
PKD1L1	0.66075
CAV1	-2.4878
GNPDA2	-0.1607
DGAT2	-0.186625
NLGN1	-5.1775
STRBP	-0.657
HPRT1	-0.433333333333333
FANCI	-1.979
PSMA7	1.282875
DBF4B	-1.27083333333333
TTF1	-0.46475
RAD54L	-1.4675
ELOF1	0.1655
PLAGL2	1.16575
ZNF256	0.63675
HMGCL	-0.028
MSI2	-1.35666666666667
RPESP	4.10866666666667
C11orf60	0.187
ABCD1	0.441
ACAA1	0.2102
SPARCL1	4.58064285714286
IL6ST	-1.082
ZNF319	0.29375
TMEM109	-0.4471
FAM90A1	1.70083333333333
IL22RA1	0.1635
ATP4B	-0.2015
TEC	-0.376666666666667
C7orf30	-0.81475
TXNDC2	-0.436666666666667
ABCB4	-0.241
KIAA1191	0.5765
C9orf38	-0.07
SFTPB	0.295375
CNTNAP2	1.97508333333333
FRK	3.7115
TBX19	1.39525
CHD4	-0.0605
C6orf26	-2.638
MOSC2	1.28
IKBKE	0.6785
HIF1A	1.18466666666667
LOC595101	-0.054
RELA	0.162666666666667
TMEM16B	-0.619166666666667
ABHD12B	-3.12725
TSEN34	0.845
KIF18A	-1.069
TXNDC9	0.937166666666667
SPATA2L	-0.114
SEMA4G	-1.9895
C21orf91	0.801625
MATN1	-0.7185
KCNIP4	-0.496333333333333
