Hybridization REF	TCGA-A2-A0YH-01A-11R-A109-07
SCN8A	-1.20175
C1orf67	-1.1075
MRCL3	0.641166666666667
TMEM145	-0.20225
KCTD16	0.266666666666667
RNF149	0.9155
FDXR	-0.94625
CDCP1	1.26516666666667
PAX3	-3.4254
LASS4	1.7615
HSD17B8	0.25
YAP1	-0.51825
NNT	-0.81225
SC5DL	-0.642875
DKFZp566H0824	-1.269
KSR2	0.730833333333333
RAD21	1.80953333333333
ST8SIA2	-0.0365
L3MBTL3	-0.331125
SNRPB	-0.39825
MGC14425	-1.001
MIF	0.78475
TAPT1	0.962875
IRF8	2.4826
PRO0132	2.2615
HERV-FRD	-1.21
ACD	-1.88016666666667
BCL3	1.1325
SPATA13	1.07275
MRLC2	0.6615
F2RL3	0.25875
CFHR3	2.6835
DUSP15	-0.446166666666667
TMEM46	2.30366666666667
SF3B4	0.407333333333333
MAP7D3	-1.237
STELLAR	-0.3505
SEMA5A	-0.534
H2BFS	0.831
LRRC28	-0.171
MORN2	0.66
XYLB	-0.454375
WDR21C	0.47925
HIATL1	-0.9605
ADAMTS10	0.120333333333333
WDR55	-0.379
MFSD5	1.39366666666667
OR4N2	0.1125
DUSP16	1.26788888888889
NLGN4Y	-1.8295
INHBC	0.0835
NUMA1	0.6605
DEFB123	0.191
GIPC1	0.12775
MGC27348	-0.4835
FLJ33590	0.304
FZD1	1.383
MKL1	0.815833333333333
SAA2	1.73375
C1orf94	-1.8845
C7orf28B	0.655
TMEM185A	0.5595
ZZZ3	-0.5225
C16orf5	-0.908833333333333
GALNAC4S-6ST	1.6635
C1orf186	2.913
IGFBP4	1.49166666666667
NDUFA10	0.746666666666667
CLIC2	-0.2215
RNF13	1.162
GPR103	-1.901
CD69	-1.35225
MYOZ1	2.048
IFNB1	1.8625
CLNS1A	-0.45975
CXorf45	-1.192
ZXDB	0.6905
FUNDC2	0.53575
GPA33	-0.203375
C9orf70	0.046
SLC2A9	0.093
LOC126520	-0.358
MAGEB1	-0.5415
LCE2A	-0.293
C18orf34	1.165
FMNL2	-0.020375
KRT85	0.22225
CRYGA	0.221
GEM	0.15275
THAP6	1.2779
ALKBH3	0.704166666666667
TM6SF2	0.19475
C20orf82	4.14425
RANBP2	-0.34
LIG3	0.8602
RETSAT	-0.408375
OR8S1	0.3735
CAST	0.27175
TGFBI	0.3998
C15orf37	-0.238
PGM3	-0.2445
SLC4A11	-0.548
FAM123C	0.3255
TAOK1	1.09625
CISH	1.490875
OGDHL	-3.91875
SPINT2	2.74766666666667
ZNF33A	0.0055
CLDN18	-0.012
RNF128	-1.48725
CCDC71	0.19675
RASSF6	1.38783333333333
HSPG2	0.0705
ATP6V0E1	1.35325
ABHD6	0.01225
CD274	1.7075
GCNT1	1.28325
NT5C1A	0.148166666666667
TM4SF5	-4.236
C21orf58	-1.50516666666667
SUCLA2	0.1535
RFTN2	2.577
SCNM1	0.320625
SLC9A10	-0.133
FUNDC1	0.491
SLC35F4	-2.3665
AMD1	-0.561
COL6A6	1.74925
OR4K2	-0.0735
TRIB2	-0.6865
LOC91461	-1.94975
GHSR	0.354
ATP8B1	1.18475
C1orf78	1.4305
RNF183	0.3865
STX4	0.6787
TPPP2	-0.787125
MYBPHL	-1.624
TXNDC6	0.0478
C9orf47	-0.5885
FAM137B	-0.0815
FANCB	-1.45
C11orf9	-1.3475
DPY19L1	-1.142625
VDAC2	-0.197166666666667
VHL	-0.1635
LMBR1	-0.250625
C8orf44	0.43275
ZPBP	0.4135
FGF23	-1.1035
C21orf67	0.75925
PCNT	0.562375
BCKDHB	0.1793
GALNTL5	0.1745
BET1	-0.547125
ARL13A	-0.283
HDAC6	-0.93975
N4BP3	1.26633333333333
OTOP1	0.112166666666667
TTC30A	1.204125
CRISP1	1.115
KRT32	3.8495
VSTM1	0.764
ZNF622	-0.12025
POLR3B	0.2614
DNAJC10	-0.2315
C12orf54	0.3475
ADIPOQ	0.909333333333333
RIT2	-0.20025
CD44	-0.85045
ABCA3	1.823
RPS17	-0.88175
FEZF1	0.7445
PCDHB15	-1.639
KCNMA1	-0.0213181818181818
CCDC116	-2.3875
C15orf27	-1.585
NARG2	-0.4801875
ITGA5	-0.73575
MEFV	1.1525
TUT1	-0.531375
LOC541473	-0.539
NMBR	0.4705
GLT1D1	-1.21816666666667
ABCB7	-0.347
PFKP	-1.92109090909091
C9orf91	1.0104
LRRC41	-0.0695
C1orf85	0.891
ATP5F1	-0.715625
STOX1	1.23225
GFOD2	-0.9985
SLC25A3	-0.13025
ZNF646	0.1472
ZAR1	-0.5365
OSTbeta	-2.751
GALNT3	-0.42725
IFT122	1.23816666666667
LDB3	0.2085
GARNL1	0.746428571428571
HOMEZ	0.888666666666666
LRRC6	3.8425
ANGPTL5	-2.2655
UBAC1	-0.7615
DLEU7	-0.45375
RPL19	-0.179875
TOP1MT	0.0911666666666667
LOC643641	0.097375
MBD3L2	-0.0865
NTSR1	0.0158333333333333
WISP2	-0.36325
GPSM2	0.2025
RDH10	0.8047
PRKCG	0.000999999999999999
HIST1H4J	1.852
MON1B	-0.738
MLF1IP	-0.857
ZNF446	0.6
COL4A5	-0.7006
SLC26A1	-0.233357142857143
RGN	-0.428625
CCNB1	-1.03275
C9orf165	0.84925
CCDC28B	-0.424
CCDC97	1.14175
FGR	2.4555
MSRB3	0.7921
EPN2	-0.65725
COX15	-0.0471666666666667
KCNK6	0.0363
XK	-1.93775
GDA	-4.73375
HEPH	0.08675
THRAP3	0.41725
MET	-0.751
PHYHIP	-1.1585
LYAR	-1.27216666666667
ING3	-0.44125
AK7	-1.81875
CCT8L2	-0.27025
COPS7A	0.663666666666667
WSCD1	-0.929
RNF185	0.742
TNS3	1.42925
KNDC1	-0.457833333333333
RWDD4A	-0.161166666666667
MED13L	0.6289
ZFYVE1	0.346875
C7orf44	-0.437
MRPL1	0.0025
STGC3	-0.51375
TEAD1	-0.2285
RPL7A	-0.996
ARL6IP1	0.9523
C1orf178	-0.6785
CTAGE5	0.861333333333333
TMEM184A	0.472166666666667
SLC25A14	-0.019
CACNG5	0.24225
ATXN10	0.6338
ECH1	0.4313
CCL22	0.443
CYP2F1	-0.972666666666667
GADL1	0.5145
TMEM19	0.8723
RUNX3	0.55075
EFNB1	-0.145166666666667
LIPN	0.4465
ACSM3	-4.4605
SIGLEC8	2.326
ASCC3L1	-0.1035
NOL8	-0.295625
RELT	-0.699
Magmas	0.50975
PPP1R15B	0.000699999999999956
C11orf2	0.042
VKORC1	-0.543
MGC26647	-0.8235
TRPM6	-0.1955
UGT2B7	-3.3595
FEV	0.1145
FOXK2	0.4045
PDCD5	-0.0493333333333333
SLC8A1	2.6206
DGUOK	-0.954
CLDN16	0.2225
GAGE1	-1.042
RBM17	0.2116
C1QTNF3	2.567625
VGLL3	-0.319666666666667
UNQ5830	-0.6785
CD1A	-3.54366666666667
SCGB1C1	0.8705
SUPT4H1	0.008
TRAF5	0.779
ASAHL	0.92275
FAM73A	0.968666666666667
OR6B1	0.715
WHSC1	-2.136
GFPT2	0.578
LOC339809	0.021
STARD5	0.536583333333333
SIP1	-0.686
DNAJC15	0.63375
STAU2	1.634375
FAM98A	0.086125
RAD23B	-0.344125
LRRC33	-0.304
CHRAC1	1.33975
C21orf89	0.358
C19orf43	-0.312833333333333
KLK8	-3.15566666666667
CCNE1	-0.95675
PKDREJ	0.192666666666667
SSU72	0.523
C17orf73	-0.0635
GPR78	-0.22
WHSC1L1	2.9239
GSTA2	-2.065
SMUG1	0.7235
UFM1	0.6178
AP3M2	1.45716666666667
USP14	0.085375
FBXL14	0.0495
DSTN	1.61175
SFRS14	-0.712
FBXO31	-0.949333333333333
C12orf40	-1.492
FRS2	1.3735
NR2E3	0.6365
TUBB2C	-0.58475
GMPR	0.958666666666667
C9orf139	0.0775
ING5	-0.6455
LOC730092	-0.114666666666667
ORM1	-3.412
RP11-11C5.2	-1.013
HSPD1	-1.1794
PIWIL3	-0.12625
C5orf13	-0.8379
OR5R1	0.1445
LCOR	-0.025
PLEKHA9	-0.2925
CCDC43	-0.07725
ZNF232	-0.5255
SLC6A7	-0.9225
ADH5	-0.338333333333333
SHBG	-1.29466666666667
CROCCL2	-0.45825
PANX3	-0.0505
CDIPT	1.0255
SLC16A5	0.133
TUBB	-0.7625
TOR3A	0.7904
PREP	-0.0808333333333333
ENTPD8	0.128642857142857
CHMP1B	0.15425
SYT12	0.4863
MYH6	-1.9065
MAP3K13	0.590333333333333
KLHL30	0.265
LCMT1	0.778375
EIF1AX	-0.268916666666667
FOXD4L1	-0.0075
SLC24A5	-1.9625
RNF166	-0.4262
TJAP1	-0.51625
TMEM156	0.600333333333333
ZNF239	1.555
SNX19	1.1572
GKN1	0.16075
FCN1	2.489
C1QL1	-1.2395
ATP11C	-0.49725
ZNF35	0.8655
CARD8	0.545125
LIMD1	0.560166666666667
KIAA0286	-0.8375
XRN2	0.0753333333333333
CD6	0.238
TOX3	2.143375
ZSCAN4	-1.06666666666667
RSRC1	-0.685375
COG1	0.581
PTRF	0.0286
C16orf35	-0.2395
FBXO24	-1.04975
CHST11	0.71975
THRB	0.4447
MYBPC1	0.35475
RNF39	-0.477
PSMD11	0.73175
ALAD	0.537666666666667
EN1	1.13875
SLC9A9	1.63875
GSTM4	1.1902
CDC42BPA	0.863157894736842
RCSD1	0.5185
LUC7L2	-0.1281
SPTBN1	-0.2363
LOC146167	0.357
BAT5	1.0099
ZNF452	0.04725
LSM4	0.483125
SRP72	0.4591
SGK269	0.131
MTX1	0.45975
CENTA1	0.476
UNQ9433	-0.4495
ATR	-0.267
DDX49	0.536833333333333
PAQR8	-0.730333333333333
C14orf174	0.76875
GBGT1	0.33225
THAP1	1.1245
OR10K1	0.813
RASIP1	-1.487
DPYD	0.7163
DOHH	-0.3405
C18orf45	1.48875
POF1B	0.7213
ZNF552	3.22025
USP32	-0.698
MED27	-0.866166666666667
C14orf149	-0.9225
PRDX4	-0.540666666666667
ABHD12	0.5704
AGT	-2.7995
SLC22A14	-0.24925
C1orf58	1.15275
PILRA	0.0425
ABCF2	-0.431875
C17orf85	-0.0725
TKTL1	-1.00375
FGF1	1.70495
IL6R	0.348833333333333
VPS25	-0.028
CHRNB2	-0.26775
COL7A1	-2.8304
LRRC48	2.29883333333333
SPG20	-0.0976666666666667
COX10	0.19
GCA	0.12125
ECEL1	-0.2495
GLG1	-0.184833333333333
SRD5A2L2	0.24775
MUTYH	-1.264875
ZNF70	0.901
L2HGDH	0.41675
GPATCH2	1.6095
ZNF655	-0.207
ZNF227	0.1265
MCOLN2	2.047
NQO2	-0.6555
KCNQ5	0.049
NEU1	0.537333333333333
QRICH1	0.20325
ZBTB20	0.1665
RPUSD3	-0.128
EPGN	-1.78083333333333
TSN	-0.000333333333333352
SPRY2	-2.7195
LZTFL1	0.687125
GMFB	0.459
PBEF1	-0.4862
HBG2	-2.94475
TMEM8	0.1805
PALM2-AKAP2	-0.03
NFYA	0.50125
FAM108A1	0.0865
PBLD	0.497375
NRG4	-2.33975
PIGF	-0.20875
PTGER1	2.315
NOS2A	-0.1775
C21orf34	-0.161166666666667
C21orf51	-0.166333333333333
IL17C	-0.1865
TRMT6	0.2475
ETV2	-0.390833333333333
CCDC109A	0.311
MYLK2	-1.4865
ATP10A	1.4927
DPH4	-0.20175
C5orf5	-1.06066666666667
KCNA4	0.668
NMNAT2	-1.41183333333333
GLYATL2	-0.2805
LSMD1	1.32
IL23R	-1.36175
NRF1	0.1655
MUC15	1.67833333333333
PRDM12	-2.0095
PAQR4	-0.423571428571429
RBBP6	-1.4934375
IFI27	5.64175
SKAP2	0.2975
TAGAP	2.879375
TJP3	2.0055
C9orf61	-1.02275
IDS	0.253857142857143
PARG	0.07075
LOC131149	-0.506
DYRK4	0.577166666666667
MICALL1	0.35825
GALR2	-0.1735
GPBP1L1	0.3665
TBX21	4.0945
KCNJ6	1.9965
GGN	0.1415
CASP5	1.19766666666667
RNF182	-5.876
BRD4	0.221
DOK4	-0.312125
SLC46A2	2.31166666666667
SOX9	0.438833333333333
ZNRD1	-0.7
PRR6	-2.75125
FAU	0.023125
DTNB	-0.0768333333333333
CARD9	0.49825
STS-1	-0.332833333333333
SLC4A5	-0.349
NSBP1	-2.20425
UGCGL2	-0.394833333333333
POTE15	-1.5895
NOXA1	-0.97775
RP13-347D8.3	1.58275
SAMD10	-0.278333333333333
EP400NL	-0.91975
TCF21	-0.18425
AMELX	0.20475
JPH2	0.3005
SLA	3.139625
DLST	0.1515
SEPT12	0.5525
RGS20	-3.64825
LXN	0.534666666666667
ZNF419	-0.3555
UPK3B	-0.427333333333333
RELL1	0.603
ESPNL	0.147
KLHL21	0.267375
PI15	0.899
C2orf61	-0.1695
LOC407835	-0.339
RER1	-0.00533333333333332
ELAVL2	1.5005
MGC26718	-1.626
KLF2	1.723
TNFAIP8L3	1.58325
TFE3	0.657
C11orf17	-0.028875
15E1.2	-0.80975
SNRPC	-0.6385
DLGAP1	1.32675
PGLYRP1	0.238875
OVCH2	0.00850000000000001
IRF7	1.6879
SET	-0.4245
NAB2	-0.204
LRP5L	-1.313
FAM120A	0.384125
ASCL2	1.88566666666667
SHH	-0.165
ATP5H	-0.00666666666666667
THPO	0.466666666666667
TYRP1	-2.5145
HIST1H3E	-0.2565
EIF2S1	-0.0569444444444445
TNFRSF17	0.415
TARSL2	-0.22125
NKX2-8	-0.35225
C1orf115	0.218
LOC56964	0.2845
KIAA0841	-0.77375
ISCU	0.709
TTMA	0.1725
ZNF414	0.416
LOC441150	0.636
RAB15	1.48825
HBP1	1.16766666666667
TNNT2	-0.435333333333333
CECR5	0.38725
PHGDH	-1.8925
JRK	0.8609
XPO4	-0.218875
FAM131C	0.3925
ARHGAP25	2.2415
CA9	-3.24533333333333
GPR62	0.128833333333333
TLX1	-0.510166666666667
GPS1	0.21175
OR2M2	0.3745
BDP1	-0.368928571428571
FAM70B	-0.18075
RPS29	0.454666666666667
MKLN1	-0.2153
TSPAN19	-2.68825
SLC29A3	1.7463
LGALS4	0.00249999999999999
USH2A	0.109833333333333
NF1	0.727333333333333
APOBEC3A	5.75733333333333
IMPAD1	1.52316666666667
OLR1	4.04666666666667
NRAP	0.085
HCFC1R1	0.656666666666667
TAOK2	0.178166666666667
MCM10	-1.40983333333333
MAP4K3	0.180083333333333
CBS	-1.67125
CLK3	-0.6632
PCDHGA5	0.1135
ELF4	0.869375
FAM71A	0.000500000000000007
C11orf49	0.16575
CLIP2	-0.70875
BTBD9	1.1025
ZNF524	0.5605
KDELR1	0.594
ZNF509	-0.167
NCSTN	0.9155
ZNF533	0.0990714285714286
PARP4	-0.350625
GALNT9	-0.136
NPY	-2.5415
BEGAIN	-2.0835
TMEM77	0.0335
FOXRED1	-0.9525
SLC16A2	-9.25185853854297e-18
SLC35B1	0.318
GK5	-0.0163333333333333
SDCCAG10	-0.79325
C4orf20	0.97225
SLC9A2	0.19
ADD1	0.0132142857142857
TAL2	-0.976166666666667
ACLY	0.346375
DNAJC1	1.9245
SOST	-1.8545
USP43	0.073
CYP4F12	-0.0865
FKBP5	0.664375
CHCHD5	-0.1723
NUDT22	-0.342
CCDC85B	-0.75775
OR51G2	0.484
STRN3	0.539571428571428
TMOD2	1.05675
FLI1	1.03775
MAB21L2	0.1965
DGKQ	0.059
VPRBP	0.199333333333333
SCNN1B	1.4075
ECHDC3	1.0936
TMEM106C	0.6165
CSNK2A2	-1.508
RPL39	-0.7476
HERC3	-0.2648
ZBTB47	0.224
ZNF681	0.4195
PAGE2	-0.7465
CLIC5	1.8375
RABAC1	1.6245
ZFHX2	1.069
YPEL1	-0.246333333333333
KIAA0776	0.53275
NR1D2	1.38125
DNAJC4	-0.15375
NPNT	2.7394
ZNF677	0.579
ZNF536	-0.44625
MEF2B	0.00733333333333332
PTPN4	-0.5625
CTCFL	-5.4345
STX5	0.407666666666667
CD72	3.93475
VEGFA	-0.966157894736842
XRCC1	0.0591
MAS1L	0.315166666666667
ELL	0.5012
SETBP1	1.19
CDH11	3.77783333333333
NDC80	-0.831384615384615
DMBX1	-3.00925
NRSN1	0.0393333333333333
BAT2D1	0.256625
CDS2	1.166
C1orf212	-0.0521666666666666
SENP3	-0.085
IL1F9	-0.0775
EEF2K	0.366
COG8	-0.1075
CEP72	-1.973
OR1L8	0.0235
MUS81	-0.842583333333334
PHYH	0.179125
GGT6	1.43833333333333
C22orf23	-0.562
C13orf33	2.79175
MAPK8IP2	1.1355
NELL2	5.571
POU3F2	-3.355
ALPK1	1.025
MRPS18C	-0.05575
RPLP2	-0.242125
FGF22	0.208
SPNS1	0.0483333333333333
ZFP1	-0.549
IL1RAPL1	-0.998
PCSK9	-3.25816666666667
NKX2-1	-0.222357142857143
C6orf189	1.012
SP4	-0.3695
SLC11A1	2.4175
C21orf25	0.961166666666667
ICAM2	0.441125
SH3GL1	-0.695333333333333
GSK3B	0.469
RALB	0.7015
PDXP	-1.25266666666667
GNGT1	-2.258375
KIR2DL1	0.77
TNFAIP3	0.825583333333333
C6orf32	1.6453
CBLN2	-0.901
PANK3	1.751625
TAAR9	0.3525
WDR82	0.594428571428571
APOM	-3.969125
TRIP10	-0.7725
SPATA16	0.2315
C1orf135	-1.0985
USP51	-0.07
TESK1	1.597
C11orf64	-0.012875
ZNF611	1.112
PDE6G	0.635833333333333
HLA-DQA1	3.880875
GCLC	0.652375
SEC61A1	-0.208
TWSG1	0.246166666666667
ZMYND10	2.7615
CTDP1	0.54425
ADAMTS6	-0.318666666666667
SLIT1	-1.82075
KRT86	0.779
KIAA0574	-0.7705
GTPBP2	-0.3736
PQLC3	1.453
PRRX2	0.544666666666667
C15orf44	0.421166666666667
MKKS	-0.61475
C11orf10	-0.24925
GPR110	0.9365
CD109	-0.681166666666667
ADCY1	0.360666666666667
RHBG	-2.26425
TP53I3	-0.350125
SLC22A3	-1.6255
UCP2	0.11275
FOXG1	-2.60083333333333
OR2AG1	0.0605
TRIM24	-0.23575
PROC	-3.544875
TAAR6	0.235
AMTN	-0.709
C10orf47	-0.295666666666667
DEPDC1	-1.56075
FLJ45557	5.351
ZDHHC17	0.0268125
KIAA1429	2.17116666666667
KCNH1	0.73325
VNN3	0.717875
PSMAL	1.9985
PPARD	-0.028625
HFM1	-2.103
YBX1	-1.4345
ZNF695	-2.6795
SCTR	-0.274166666666667
DCDC1	0.488
VPS26B	0.6618
MTF2	-1.4505
ATP6V1F	0.43775
CCDC94	-0.35925
PERF15	-0.4145
CCL11	3.88975
LMO7	-0.815875
DCST1	0.7845
ADRBK1	0.028
CDRT4	-0.11525
ZNF84	-1.00325
HOXD8	2.02325
STARD8	-0.287166666666667
FOXP2	-0.981875
CCDC103	0.2145
POLR3A	-0.017
GSC	1.57266666666667
ZNF114	-2.224
HTR7P	1.043
LALBA	0.2995
RMND5A	-0.207833333333333
PSCD2	1.364
ZNF409	0.191
KRTAP1-3	-0.0515
MAF1	1.249
LOC201725	-1.017
NRN1	-2.02875
SPAG5	-1.23233333333333
DNAH7	0.806666666666667
FLJ43860	0.099
BRCA2	-0.57725
ACADM	-0.672375
CXXC6	-2.98775
RAGE	-1.109
CHMP2A	1.27375
FAM8A1	0.3152
GPR21	0.5855
SLC12A3	-2.37083333333333
FVT1	-0.118
ZDHHC7	-0.35575
FLJ44048	0.729
SLC44A3	0.923833333333333
SDSL	0.5565
MMP8	-0.47075
PLA2G12B	-2.48216666666667
ACY1	-0.785
MT1E	-0.962833333333334
OR4K15	0.2575
TECTB	-0.512
GPR20	-0.4805
IRAK2	0.13875
RFPL3	-0.198375
MYO9A	-0.288
NARG1L	-0.2225
BLMH	-0.172875
CCDC3	3.12583333333333
C9orf21	-0.487666666666667
KIAA0513	0.731
MIER2	0.0655
PNMA2	-1.09933333333333
SH3BP2	0.554
ANXA10	-0.822
RTN2	0.3095
TFB1M	-1.614
PRPH2	2.8015
C14orf133	0.67825
GOLGB1	0.94
IRX4	-1.389125
NFKBIL1	-0.1455
C10orf62	-0.2265
APBB3	-0.64725
RPS10	-0.6217
LOC728378	-0.33975
TLE3	1.18266666666667
PSMB7	-1.095875
MESDC1	-0.011
SLC6A1	0.704833333333333
OCLN	1.931
PTTG3	-1.7
NAGLU	0.19
SERTAD4	2.104875
SPRY1	1.75675
FLJ10781	1.71633333333333
MYSM1	-0.99825
TRIM4	0.566714285714286
SH3YL1	-0.493125
TREM2	4.08916666666667
SERPINI1	3.88625
HDHD3	0.089
TMEM38A	0.0725
EID2B	-1.39075
TDRD3	0.045
SEDLP	-0.118
THSD7A	1.5665
NDST3	-1.9475
KLHL15	-0.631416666666667
DHRS12	2.1865
FBXO9	0.148
TNPO1	-0.777166666666667
MRPL13	1.14233333333333
SNX5	-1.50483333333333
METTL6	0.0685
SOD1	0.1055
CHML	-1.1845
PACS1	0.550875
SIRT5	-0.2875
CAPN2	0.3545
FXYD5	-0.7965
TWISTNB	-0.75825
LRFN1	0.229166666666667
UBE1L	2.07625
UBE1C	0.662
OR51B2	0.029
OR4D11	0.368
C15orf2	0.3395
NR4A1	-0.4095
LOC339047	-2.2085
TRIM17	0.98025
ATP5G3	-0.810714285714286
RPL15	-0.40625
ADAMTS8	-0.735
HOXC4	0.43
C14orf37	2.0005
CEACAM5	1.0475
MYT1L	-0.0285
RASA2	0.32875
OSBPL7	-0.75
STAG1	0.544
GIMAP4	5.2155
FUT3	1.40766666666667
PIF1	-2.589125
LPIN2	0.5244
SH3PX3	1.35475
PDP2	-1.0655
PAPD1	0.130125
ERP27	1.64725
APOOL	0.1943
DIABLO	0.51825
TRHR	0.221625
ARMC9	0.23225
RNF152	3.227
SLITRK3	0.361
ZNF211	0.4536
PFDN1	0.02725
RGS11	0.783
HS6ST1	0.4124
AKR1D1	0.11425
TNP2	0.567833333333333
STK31	3.786
EML4	-1.07325
SGTA	-0.256166666666667
HIST1H2BI	1.006
PSMD6	-0.904666666666667
KIAA1257	2.8605
C18orf55	-0.626333333333333
FLJ20273	2.30175
RPL28	0.101666666666667
EPYC	3.583375
NOX3	-0.1625
ELAC1	-0.517833333333333
METT11D1	-0.036
BIN2	1.26133333333333
NACA2	-0.4845
CCDC17	-1.1255
HM13	-0.0203
UBOX5	-0.189
UBE2O	-0.235
UBL5	0.03
APOLD1	0.614625
C9orf31	0.1985
TNFSF8	0.8905
ARHGAP29	0.8585
PROKR2	-0.015
PDE5A	1.38
C6orf12	-0.222
TOM1L1	0.398
WHDC1	-0.132
FOXI1	1.1975
RAB4A	0.7977
TMEM39B	-0.804
ATPBD1C	-0.477
FARSA	-0.600666666666667
PLEKHG5	0.28075
CMAS	0.219166666666667
OR7E24	0.087
SLC30A1	1.52975
CDC42EP5	0.39
PLAC1	0.8085
KLHL18	0.1885
LBA1	1.5278
TAZ	-0.3505
CRIP2	2.510625
BTBD11	0.157333333333333
C16orf72	0.51275
DIO2	1.1092
LRRCC1	1.64933333333333
CCDC136	-2.466
PRX	-0.053875
RBM5	0.1652
TMEM85	0.60775
TUBGCP4	-0.759333333333333
APLN	1.38125
CDK7	-0.099
SSR2	0.474416666666667
CRELD1	-0.3545
C19orf46	2.2665
GAL3ST4	1.4585
KBTBD10	0.26075
IL28A	1.53125
WDR27	-0.527
MCM2	-0.853833333333333
SOX14	0.206
FLJ39743	1.164
KIAA0922	0.12875
HIPK4	0.651
FLJ25758	0.176
C16orf57	-1.09383333333333
PDZD2	1.20625
MCC	1.34025
HHLA3	-0.4883
ID2	-0.06975
C20orf23	1.55683333333333
ZNF688	1.443
APOC2	-1.14866666666667
LOC440093	0.13975
FAM50B	2.1725
PWP1	-0.2955
DNAH10	-0.36425
HIST1H2BA	-0.10075
GPR56	1.32716666666667
METAP2	-0.416
PAN3	0.6245
STXBP4	-0.00300000000000001
PDHX	0.1075
MTA1	0.0583333333333333
ZBED4	-0.429125
ZNF720	0.065
CDK2	-1.505
RHOJ	-0.02525
CDC37	-0.531166666666667
ZER1	0.26875
GRK4	-0.0715
PRPH	0.02275
POLR2A	-0.35825
OGFOD1	-0.25225
NOL5A	-0.61325
PHEX	0.7505
FLJ16478	0.09675
C20orf117	-0.254875
CAMTA2	0.70325
C11orf74	0.099
DDX17	-0.789333333333333
C5orf27	-0.124625
PLEKHA2	-0.0359
PDE4DIP	0.136
SCN7A	0.12475
ZNF559	0.1015
CXCL10	4.02575
ZMYM4	-0.0911666666666667
STK32B	1.81413333333333
KIAA0888	-3.0972
TACR3	0.8275
CKAP2L	-1.60325
KIF1A	-0.0246666666666667
RSPRY1	0.898
VCAN	1.64575
CYP27C1	0.348
SYDE1	-0.912
MED12L	0.2365
ZDHHC21	1.503125
NHS	0.4475
TM9SF3	1.04416666666667
DDHD1	0.111
MAFG	-0.687333333333333
BICD2	-0.3616
C14orf119	0.289666666666667
C14orf43	0.795
CDH7	0.313
ALKBH5	-0.250714285714286
JUP	1.322375
TMEM41A	0.657666666666667
MAMDC4	-1.694
CBX3	-0.31175
LRRC18	-0.01075
RBMXL2	-0.0975
PLA2G4D	0.461166666666667
FGF13	-1.832375
KIF3A	0.5535
PDIA6	-0.38175
DCXR	0.31975
CASKIN2	-0.23575
EHD1	0.0513333333333333
MARCKSL1	0.6995
ZNF496	0.1625
SCAF1	0.2765
KCTD8	-0.8
TRAF3IP3	1.13678571428571
LSR	0.75025
CXorf1	0.00516666666666665
C14orf112	0.776166666666667
EIF2B1	0.33225
OMP	-0.43
GSTZ1	0.68925
LOC92017	1.731
ISLR2	0.4625
C12orf36	0.6455
GATA2	-1.024
GABRA5	-2.048
CELSR2	0.379571428571429
STAM2	0.8455
TNAP	-0.6205
PTPMT1	-0.215666666666667
GRP	6.06025
SV2A	-0.675333333333333
MAGEA12	-2.407
CACNG1	2.5795
C18orf19	-0.4805
GSG1	0.0138333333333333
PTPRJ	0.909142857142857
FRMPD1	0.1445
ZNF668	0.0145
PLEKHJ1	-0.465625
ADAT1	-0.3696
TMEM50A	0.8362
UCN3	-0.24
HOOK1	1.03175
IL17B	-1.2265
MLKL	0.1345
TTC14	0.0521666666666667
KLHL5	0.1715
CRYL1	0.140666666666667
FOXH1	0
NFYB	-0.020125
PPM1G	0.00925
GOLGA2LY1	-2.03525
NMT1	-0.205875
HADHA	0.0411
CHSY-2	2.86075
PLEKHF1	0.823928571428571
SAGE1	-1.766
MUSTN1	-0.51675
SUHW4	0.844
TFEB	1.01016666666667
ZFYVE27	-0.79425
ATG12	-0.520333333333333
BMI1	2.31885714285714
ZIM3	-0.591
MYH4	-0.00966666666666667
MASP1	-1.0525
KIAA0984	1.78025
RPAP2	-0.61825
ASB5	0.34225
BOLA3	-0.6
MIA3	1.129
KRT35	1.684
KIR3DL3	-0.7655
MRPL51	0.22925
SEMA3F	2.06833333333333
NDUFB2	2.2235
LOC253012	-0.241
FAM46C	1.2445
G6PC	-1.987625
CSAG3A	-3.50916666666667
PREX1	1.16
SLC25A45	0.2615
MAPKBP1	0.0851
CPE	0.5333
GNB1	-0.045
CXCR6	3.604
TRIM46	-0.00375000000000001
C16orf3	0.0935
HPSE	3.100375
TIGD3	-0.1335
SPG3A	1.9375
LCAT	-2.00066666666667
ST6GAL1	-0.611444444444445
POMC	0.459
FLJ36031	-0.022
NSMAF	0.796166666666667
SKIL	1.2935
ADSS	1.27216666666667
HMGCS1	-1.5547
POLR3F	0.0843333333333333
RAB10	0.703375
ZNF277P	-0.548375
ZBTB7B	0.6375
DHRS1	0.713625
ABCC13	1.811125
CNOT3	0.322
NFKBIA	1.99075
GAK	-0.0891666666666667
SFT2D2	1.521
HOXA6	0.2725
CRTC1	0.072375
LY6D	-1.188
C20orf72	0.0475
CPT1A	0.39
LMO1	-2.036
EIF3I	-0.313
PRB4	0.14175
MCM3APAS	-1.864625
C20orf132	-0.4318
FOXF2	-3.01225
S100A12	0.926
MLH1	-0.310833333333333
