Hybridization REF	TCGA-BH-A0RX-01A-21R-A084-07
PDE1B	1.461
PLP1	0.29
KISS1	0.284166666666667
C14orf2	-0.241333333333333
TBC1D3P2	-1.98125
COMMD6	0.4686
ANKRD7	-1.37825
PTCHD1	4.411875
NARS2	-0.737
DOCK7	-0.546125
FAM127B	0.156
LOC390243	-0.2135
N6AMT2	0.491
ZNF391	-0.462
DNAJB14	0.3655
WRB	-0.31775
BPI	1.1345
TTC4	-0.410333333333333
FAM10A5	-0.31775
GOT1L1	0.1242
MAGED1	0.50325
RESP18	-0.4435
WFDC6	0.10475
MT2A	-0.985
C11orf56	0.00149999999999997
KIAA1432	-0.3795
ROR1	-0.295
HSD17B14	1.237
ZFAND2B	-0.318
SAMD4B	0.51275
HEXA	-0.062125
HNRNPU	0.116636363636364
USP39	-0.32625
NRD1	0.09525
R3HDML	0.2095
FLT4	0.666166666666667
OMG	-0.163166666666667
OR52N4	0.217
LOC399818	-1.34775
ELA2	-2.0855
VENTXP1	1.621
RFC5	-1.2705
OR52L1	0.71
PAX5	-0.123
FBXO2	-0.793
GMEB1	0.616
AKT3	-0.2485
CRB1	-0.9415
CTTN	-0.0385
UTP15	-0.661833333333333
HSBP1	0.253333333333333
PHF11	1.76075
NDEL1	-0.1305
USP8	-0.653
BAIAP2	-0.4886875
SI	0.134166666666667
ARSJ	-1.16333333333333
BAAT	-2.44325
KCNS3	0.533333333333333
LOC126147	-0.810166666666667
TMEM37	0.0955
C1orf162	4.28966666666667
MBD1	-0.5895
ITGAL	1.3515
WDR73	-0.706
GKN2	0.0825
ARFGAP1	-0.648625
SLC5A8	-0.9605
ZBTB40	-0.5408
CYP4B1	-0.0446666666666667
LYPLAL1	-0.114
CHST3	0.29725
MAP3K9	0.495
BTAF1	-1.73016666666667
TFAP2E	0.334
RBM35B	1.5765
LOC441251	-0.739666666666667
ANKRD25	-0.493777777777778
UQCRC2	-0.593
MAEA	-0.570333333333333
HYAL1	-1.8359
RNPEPL1	0.1995
CPSF2	-0.599875
PSD3	-0.4714
ABCA13	0.138625
AGR2	-1.879375
GBX1	-0.3135
HDLBP	0.425214285714286
ACY3	0.8775
HECW1	0.04125
ZNF519	-0.94
HOPX	2.935625
ZNF304	0.786875
OR12D3	0.0055
FKSG43	0.14425
METTL1	0.817625
MFSD3	-0.2573
PSPH	-1.04725
CLCA3	-0.5175
DARS2	-0.3955
CDC25A	-1.10616666666667
BAIAP2L1	0.07675
B3GNT5	1.477875
USP29	-0.126
ARHGEF10L	1.2075
ATOX1	-0.162125
ADAM30	0.24875
DNASE1	-0.99825
STT3A	1.17141666666667
RAB6IP1	0.27125
PTN	5.0505
C1orf106	1.49446153846154
HECA	1.56925
RNF122	1.96875
SLC22A18AS	0.126833333333333
GNG8	1.317
ELP4	-0.289
FAM65A	0.498166666666667
RPL10A	-0.818666666666667
IRS4	-0.204
MACF1	1.104
SEC24D	0.16375
LOC374395	-0.13275
TGFB2	2.7235
MDFIC	1.779875
CHRNE	0.782666666666667
PCMTD2	-0.5095
ATP6V0D1	-0.0398333333333333
MTA2	0.8205
LZTR1	-0.699
RAP1A	-0.0153333333333333
AXIN1	-0.649375
POLR1C	-0.14575
TRIO	-0.260833333333333
PLXNA4A	-0.0696666666666667
C5orf33	-0.86475
DEPDC1B	-1.880625
ZNF473	0.0106666666666667
MTM1	0.28325
GPR107	0.0566666666666667
CSNK1A1L	0.0333333333333333
FLJ14154	-0.39325
NLRC4	4.16125
ENPP4	0.549333333333333
PADI3	-0.731
RNF170	-1.35125
CG018	0.268666666666667
C16orf7	-0.2005
KCNE1	-0.2075
NRM	-0.757
SLC37A3	0.178785714285714
TPD52L2	-0.8855
UNC5B	1.00825
C12orf12	0.173
SDHB	-1.211
CLRN1	0.14525
NUDT10	-1.7935
UGT3A1	0.237125
FBXW8	0.00874999999999999
RHOF	-0.08025
PTPLAD1	-0.37125
MYO3B	-0.354
DERA	-1.12625
TPP2	-0.64675
C19orf53	0.304166666666667
GINS3	-0.17825
ST6GALNAC5	1.656
CHSY1	0.49675
MGC15705	0.04
GPR83	0.293
EXT2	0.72225
DOLK	0.575
TUBAL3	-1.9315
ACVRL1	3.1028
ABL2	0.0151666666666666
C14orf156	-0.912666666666667
PTPRZ1	1.550625
DIP2C	0.117875
LAMP1	0.786375
RXRA	0.2067
MAP3K5	0.84025
ALKBH1	-0.431166666666667
PDLIM7	0.023
ARL14	-1.2575
SNIP1	-0.541
TIMP3	1.1865
RGS3	0.386666666666667
SPAG16	-0.3105
ABHD4	-0.26575
ARHGEF12	0.384166666666667
GLUD2	-0.5495
RAC2	0.4232
UAP1L1	-0.4385
SLC18A3	0.1135
YOD1	-0.43325
RALY	-0.29325
HMOX2	0.57175
DGKH	0.39625
DBNDD2	0.1965
YIPF4	-0.23325
THAP10	-1.4465
ZNF513	0.24725
HAGHL	-1.38033333333333
ITGB4	-0.231166666666667
CCDC141	0.047
YTHDF3	1.10425
C5orf28	0.5145
RPL7L1	-0.770375
TMEM30B	0.5155
ANKRD35	3.9735
DUOXA2	-0.1365
TBC1D5	-0.49725
DFNB59	-1.412
HRH4	0.8835
MYO6	2.065
DNAJA4	0.79975
RBM24	-1.49375
CEACAM20	-0.49425
RBM23	-0.733785714285714
NGFB	0.2925
C1orf63	-1.8217
KRTAP7-1	-0.029
PERLD1	1.20575
NPB	0.1215
C17orf59	0.164
HSPBAP1	-0.2015
SLC15A4	0.543875
PRTFDC1	1.339
OSMR	0.324785714285714
CYSLTR2	-0.537
C19orf25	-0.1643
KIAA1797	-0.0795
NLRP6	0.2175
FAM105B	0.4592
SCRN2	-0.690666666666667
LRRC58	-0.3774
RNF17	0.555
NEIL3	-1.612
FAM137A	-0.631
SKP2	-1.529
PARVA	1.56775
PKLR	-1.5765
RNF34	-0.22475
A3GALT2	0.31725
C12orf50	0.071
SUNC1	1.78375
FAM102B	-0.635166666666667
CCT2	-1.027
LRRC37A2	-0.7975
ARF4	-0.111
SIKE	-0.063875
C8orf48	0.158333333333333
MBTPS1	0.081
GPSN2	-1.0425
NCF2	4.12125
SLC12A6	0.363666666666667
MRPL48	-0.54675
HMGN3	-0.469166666666667
LRRC62	-1.1265
PAX9	-1.60675
FAM55A	0.255
C20orf42	1.2755
SCML2	-0.5865
BCL9	0.39
FAM40A	-0.598
C9orf41	-0.516333333333333
ZNF774	-0.347
LETM1	-1.11725
PLXNB1	-1.3565
NIPSNAP1	-0.51875
USP10	0.11975
F9	0.2875
LIPE	1.32125
CNGB3	0.256
C12orf52	-0.186
PI4K2A	0.112375
MED8	0.0495
STAT4	2.0832
FGD4	0.825833333333333
RNF145	-0.878666666666667
WDR32	0.0105
CLDN2	0.7655
TCEAL8	0.11275
ZMYND8	-1.2944
PDXK	-0.2251875
GATAD2A	0.652
PTGES3	-0.7845
CCM2	0.0335
TAP1	3.270625
ZNF670	0.21
ETS2	0.279857142857143
C6orf166	0.369166666666667
PRMT2	0.368071428571429
OR4B1	0.147
INTS8	0.8875
CCDC102A	0.58675
CCDC83	-1.57833333333333
ITGA1	1.0677
EPHA5	-1.5232
FAM24B	-1.40916666666667
TSGA10	-0.2295
HAL	-1.06066666666667
MYOT	-0.926666666666667
SPACA3	0.453
BCL2L2	-0.764333333333333
CUGBP2	0.0955
CCNB3	2.127
RNF113B	-0.1735
MERTK	0.76075
BAG1	-0.08275
VPS36	-0.2315
ORMDL3	0.8354
C1orf190	0.71175
ZNF625	-0.6055
CORO2B	-1.92475
ALOX15	-1.3085
CST1	1.7445
NUPR1	2.15083333333333
CCL7	5.5305
SMCR5	-2.1195
DSC2	3.7865
RBMS2	0.2085
GRIK4	0.0315
TRIM65	0.2505
TMPRSS6	-0.295071428571429
TP53INP2	-0.13875
GLB1L	0.414166666666667
LOC388284	-0.00116666666666666
PUS1	0.194571428571429
BCL9L	-0.0575
OLFM1	-0.774333333333333
RET	-1.091625
MASTL	-0.438333333333333
ALX3	0.863
IL1RL1	0.269
ZNF765	-0.9673
C14orf138	-1.71725
SNX10	0.996
TAC4	-0.1095
C1orf64	-1.83225
POGK	1.144875
MAPK9	-0.8785
ZNF366	2.75875
C8orf79	0.1994
CLDN7	1.92425
OR5AT1	0.158
TRIM37	-2.509
LRRC25	3.391
GRHL2	2.4966
TEKT3	0.92575
LASS5	-0.975833333333333
ABCC4	-0.17375
DLG3	1.219125
VGLL1	4.031125
ZFP36L2	3.15183333333333
MFRP	0.134166666666667
KIAA1799	-0.87725
FLJ44379	0.4505
PCNX	0.69925
ANXA9	-0.461
CYP4V2	0.017
PIK3C2A	-0.02775
SRR	-0.0205
NOL3	-0.47325
IFITM2	2.0835
ARNTL2	-0.13425
ZNF595	-0.28625
NLRP13	0.07
ASPH	1.497
CPA2	-0.1995
PVRIG	0.473
LEPR	-0.4265
C16orf42	-0.257333333333333
SH3BGRL	0.67225
FAM77D	0.0941666666666667
FNDC7	0.0825
C9orf6	-0.2355
NOTCH2NL	1.19016666666667
PGBD1	-1.0275
SYNGR2	0.5995
PITPNA	0.497375
PRPF4B	-0.9154
SLC43A3	-0.671285714285714
NRBP1	0.177
SLC25A22	0.86125
ILK	-0.410375
SLC22A8	0.5995
MRPS7	-0.72275
PITX2	-3.248
FABP3	-0.413875
OR1L1	1.0475
LOC728215	-0.24525
BLID	-0.6445
KIAA1217	2.23194117647059
TFPT	0.37875
AP4B1	-0.46025
VBP1	-1.56375
OR1K1	-0.0555
MORC3	-0.17225
BHMT2	0.782833333333333
C3orf10	-0.14
FZD7	1.02766666666667
WFDC10A	0.231
PMS2CL	-0.517375
CCDC32	0.169833333333333
FA2H	-3.25225
ALG13	-0.7235
TTLL7	-0.559
SPOCK3	0.2025
SLC13A2	0.3455
AIM1	0.5465
GPRC6A	0.248
EGR2	4.9535
MED11	0.69375
WWC1	2.169
SH3GL3	-3.70625
RIF1	-0.0744999999999999
PRLH	0.0365
VLDLR	-0.651
DBT	-0.470375
C21orf63	0.22175
CGGBP1	-0.43425
KRTAP12-2	-0.382
TADA3L	-0.87675
ZBTB16	2.118
PDGFB	1.538625
RFX1	0.14475
UQCRB	0.4048
LOC133874	0.1975
HPS3	0.7835
LGALS3BP	2.4363
DKFZP564O0823	2.21178571428571
MRFAP1L1	-0.5565
HOXA10	0.964333333333333
NGB	0.0745
KIF21A	0.957615384615385
IFLTD1	-0.029
LZTS1	0.384
ARHGEF3	1.51475
RHBDL3	-0.771
CSNK1G2	0.188
ChGn	0.76
KIAA1244	-1.08266666666667
GABRB2	-0.024
MGC72080	0.6965
CD27	4.91825
EGLN1	-0.6482
PEX13	0.7895
RWDD3	-0.633
RNF12	0.144
GRIN2B	-0.419
ADAMTS14	-0.597375
DYDC2	3.1115
ATP6AP1	0.347
NR1H2	-0.203
PDK2	-0.4845
C3orf17	-0.349
SLC38A2	-0.302142857142857
SLC25A29	-1.0575
C15orf29	-0.3895
ADAM9	-1.05691666666667
TMUB2	-0.402875
GPR176	-0.58375
AGK	-0.243375
MCCD1	-0.01675
NDUFA4	0.38575
TMEM146	0.125
DUSP1	0.2895
UNQ6975	0.826
EMX2OS	2.71175
INSM2	0.19175
LUZP4	-0.14625
SETD6	-0.3065
P2RY2	1.89125
SLC45A2	-2.367
RABGAP1	0.339333333333333
UBXD5	-0.658625
GPRC5A	-0.479
PAK3	3.60366666666667
LOC63920	-1.04975
TGFBR1	0.1476
KRTAP6-3	0.68
SFMBT2	0.298
CDC42	0.204375
C11orf35	-0.7305
TTLL2	0.52725
UACA	0.558
CD97	0.0484
SETD5	-0.752625
NINJ2	-0.12475
PTER	-0.274
POMGNT1	-0.07775
KRTAP4-2	0.16
ECGF1	2.9065
HRB	-0.431090909090909
ATP1B2	1.1816
LOC400506	-0.289
COL4A3BP	0.63875
C6orf97	-0.7735
GRHPR	0.12775
TAS2R1	-1.083
SEMA7A	-0.294
EDF1	-0.10675
ODF2L	0.4511
PCID2	-1.03566666666667
GTF2H4	-0.734
ZCCHC3	0.110125
CGB2	-0.115833333333333
NEUROD1	-0.02875
C20orf75	0.235
RP5-1054A22.3	3.049
IFNA5	0.363
ZNF134	-0.333916666666667
MGC119295	-1.3634
ZSWIM6	-0.21175
SMEK1	0.305833333333333
PCGF2	-0.1105
C1orf102	1.435
CYP2A13	0.8265
KCNH6	-1.0619
MDM1	-0.3674
ALDH7A1	-0.221166666666667
C9orf75	-0.20575
VDAC3	-0.77325
OR51T1	0.3425
EIF3F	-0.599833333333333
KCNJ10	0.1915
LENG8	-0.2205
EDEM2	0.792666666666667
CCNJL	-0.341
DHX37	-0.0265
CRYGN	-0.3815
AATF	-0.6935
ZNF630	1.002625
E2F5	0.814
WFDC13	-0.1715
FTSJ3	-0.584666666666667
C4orf33	-0.1215
LHFPL4	-2.63025
C19orf56	-0.0234166666666667
SMAD4	-0.185375
AFM	-0.270666666666667
G0S2	0.76275
FCHSD2	0.3733
RRP1B	-0.2346
EEF1B2	-1.122
STAT6	0.448
ZNF195	0.407
GNL1	-0.616
ZNRF2	0.893166666666667
PER3	-0.842
ASB16	0.32825
C10orf10	2.04385714285714
ADCY8	-2.783
C9orf58	2.39216666666667
ARMC10	0.240666666666667
PSG1	0.315
DHX34	-0.1615
VARS2	-0.964
NFIC	0.30825
ITPR2	1.1865
AGXT2	-0.894166666666667
OR6K3	-0.0305
H2AFZ	-0.782833333333333
MLLT3	0.411916666666667
COX4I2	1.48075
CCNT2	-0.987
PLK4	-1.4295
NUMBL	0.0685
MED16	-0.41525
PLEKHQ1	1.90425
GOSR1	0.674055555555556
BTG4	0.20375
RPL30	1.06933333333333
IGSF5	-0.087
IGFL2	1.255
ELMOD2	0.146166666666667
SHC3	-0.3155
HAVCR1	-0.92
DYNC2H1	-0.3785
RNF5	-0.612833333333333
C2orf7	-0.143
NLF1	2.0165
KLHL25	0.714
LRP10	0.0718
KRI1	-0.01125
PUS7L	-0.580666666666667
MGMT	0.99575
HOXD1	-0.447833333333333
CSH1	0.2331
ATG16L2	-1.51825
FLJ44635	0.155
CHODL	2.035
EXOSC8	-1.85525
SLC28A1	-0.6005
MYO7B	-0.349833333333333
SEH1L	-0.3484
MTNR1A	0.352333333333333
TSPAN5	0.292333333333333
CDC45L	-2.14066666666667
AMIGO1	0.2615
ATAD3A	-0.393125
OSGIN2	1.19333333333333
PDIK1L	-0.523833333333333
DARC	3.06875
PIPSL	0.494
SHMT1	-0.9415
CRISP3	-0.331
POPDC2	1.97433333333333
ZRANB2	-0.425166666666667
FBXL8	0.74575
TRIP13	-0.649909090909091
EIF5AL1	-0.758
POU5F1P3	-4.7605
IL6	0.2285
CXorf38	0.55
IFNA16	0.44
FBXL2	0.0843333333333333
BRD1	0.41375
STATH	0.42475
FBXO44	0.396166666666667
MCCC2	-0.50975
CDC2	-1.2772
C5orf23	-0.958
IVD	-0.932333333333333
C10orf122	0.218
MSL3L1	1.1973
MVP	0.09125
EPOR	-1.4692
ZMYM1	-0.337166666666667
BCL7C	0.680833333333333
PSTPIP2	1.6
LYPD1	-1.218875
OR8G5	0.5235
ZP3	-0.363666666666667
BCAS4	-0.46475
EDG6	3.98725
ISY1	-0.25725
PRAMEF2	-0.2115
CUL1	0.259
RNF213	0.6365
CCRK	0.74525
DHX9	-0.259625
C13orf29	-0.3535
NCKAP1	0.0411666666666667
MRPL43	0.867714285714286
XPR1	0.44275
PKN2	0.6264
PODNL1	0.559
ZNF333	0.467625
DALRD3	-0.64225
OPN1SW	-0.237
BTBD6	0.36175
C11orf82	-1.7385
OR5P3	0.363
DUSP11	0.13225
L1CAM	-0.5393
NEK11	0.935166666666667
OR7E91P	1.914
CNTN3	1.1189
CREB3L2	1.20025
ZBTB37	1.291
KIAA1324L	-1.37475
NDUFB10	-0.3995
NUDT2	0.04775
GTPBP8	-0.0515
CACNA1D	-0.454125
PRKAA2	-0.593833333333333
PRDM8	-0.1265
MGC16075	0.703
KRT14	0.613571428571429
PP8961	0.6725
MRPL18	-0.67375
ABCG2	-1.697
PACRG	1.60125
BBS2	-0.14425
KREMEN2	-1.4435
FBXO21	0.53725
HNRPUL1	0.1785
GRB10	0.1685
CLSTN1	0.59475
LMAN2	-0.6307
C17orf61	-0.07025
NIPSNAP3A	0.68675
INSIG2	-1.791
PCDHB7	0.192666666666667
STXBP2	-0.59575
CMAH	0.388333333333333
SEMA5B	0.13125
ZNF155	0.379166666666667
COQ6	-1.2635
PRPF4	0.43325
TSPAN15	2.6028
VN1R5	-0.13275
LATS2	1.009
SELK	0.216
PGK2	-0.092
MS4A1	3.232
TYW3	-0.7811
KRTAP5-1	1.3325
RCCD1	-2.07616666666667
BTN1A1	-0.32025
DDX28	1.0645
TMEM65	1.482
LOC92345	-0.157
TTC31	-0.71775
WDR46	-0.831333333333333
CHP2	-1.38883333333333
LSP1	1.019625
ZNF542	0.347
EXOSC1	0.00425
ARHGAP18	0.4475
LRRTM4	-0.4175
MAOB	5.96625
CACNB4	-1.29125
MGC33846	0.93475
RANBP3L	-0.0245
ATP5L	-0.155375
ONECUT1	-3.0975
NUDT9	-0.10175
TMEM149	1.4915
STX17	1.104
IGSF10	-4.14375
TMPRSS9	-0.114
BMPR2	0.9465
ALLC	0.09375
KLF7	0.13
GCC1	0.3373
TIMM9	-0.83275
CDO1	-0.124
MGC10701	-0.979
IFI6	2.82566666666667
FRMD8	1.23475
MGAT2	0.0705
WBP5	-0.148166666666667
CNIH2	0.521
KIAA0907	-1.6084
KCNH8	0.3635
CTSG	0.01025
GRIK1	0.195166666666667
CUL5	1.24725
FRMD1	0.396
OR9A4	0.357
SYT6	-1.45625
FOXD4L2	-0.062
ANAPC2	-0.689
OPN5	1.2665
TAF13	-0.65575
LYG2	-0.774
GGNBP1	0.089
C11orf40	0.303
OTX2	-0.5785
REG4	-0.447666666666667
EIF5	-1.07825
PALB2	-0.778
SEPSECS	-1.0715
RNASE3	0.3615
TRIM49	-2.42
POLR2K	0.5147
GPR42	0.0395
C8B	-2.2785
SASS6	-0.62225
PREB	0.477833333333333
OR3A3	0.4455
TUBA8	1.41675
IGLV2-14	1.1875
STIL	-1.10675
ANKFN1	-1.2
NME7	-1.2955
HOXC12	3.30375
UBE2C	0.05375
FHOD1	-1.486
CDK2AP1	1.31575
OR6K2	0.16125
DHPS	-1.02175
RPL5	-0.957666666666667
TRGV5	0.5635
LOC541472	0.76125
HCCS	-0.099
DENND1B	1.7205
LHX3	0.2175
OR5D16	0.733
CXorf57	-1.83683333333333
IRF2BP1	0.7395
NDST2	1.11033333333333
LCE3D	-0.025
BOLL	0.130375
SYT3	-1.01125
PIH1D2	-0.40675
C20orf7	-0.2235
IL1R2	1.58066666666667
SLAMF9	0.411
PPME1	0.402375
PIK3CA	0.42625
TRAPPC1	-0.017875
COLEC10	-0.0885
SLC9A6	-0.219333333333333
PDDC1	-0.632583333333333
CCDC53	-0.25775
GK3P	0.15625
DAZL	0.25375
BRI3	0.7495
SDK1	-0.220125
CYP2C18	0.089
IFI44L	5.075
RPL3L	0.211
FUT9	-0.0475
KIFC2	0.0765
PMP2	-0.7065
SLC4A9	0.4055
PLAG1	-1.723
MYCBP2	0.732166666666667
OR4E2	0.4215
CCDC65	0.83
C16orf82	-0.0985
ENTPD4	-0.4805
BRP44L	0.494375
PMP22CD	0.0755
TMCO4	0.474833333333333
KCNN1	-0.6095
WDR35	0.22625
CCDC80	2.154625
C3orf31	-1.44225
SLC7A9	-1.53975
TMEM190	-0.77975
DBC1	2.39133333333333
FADS3	-0.271166666666667
PDZD8	0.737833333333333
GRM5	0.4615
AZGP1	3.4903
PEX3	-0.359
MED1	0.138
ATG4C	-0.929166666666667
HNRPH3	-1.189
FAM109B	2.10275
C4orf17	0.2005
CA10	-0.07925
OPRD1	-0.046
CCL16	-0.9505
SACM1L	-1.82825
CST6	4.69775
CD63	0.8340625
LGI1	-1.212
ZNF784	0.74375
CRYBB1	-1.3615
CX3CL1	3.0512
TOP2A	-1.487
GYPB	-3.64983333333333
GADD45GIP1	-0.0955
FEN1	-1.23275
IGF1R	-1.0423125
WDR72	-1.4312
PURG	-0.9215
DEFB126	-0.2625
PKD1L1	0.3085
CAV1	0.3536
GNPDA2	0.1435
DGAT2	1.4145
NLGN1	-1.09625
STRBP	-0.2585
HPRT1	-0.399166666666667
FANCI	-1.48825
PSMA7	1.509
DBF4B	-0.914666666666667
TTF1	-0.57125
RAD54L	-1.6755
ELOF1	-0.50475
PLAGL2	-0.1855
ZNF256	0.3135
HMGCL	-0.86875
MSI2	-0.131
RPESP	3.73783333333333
C11orf60	-0.08925
ABCD1	0.21
ACAA1	0.04
SPARCL1	5.14764285714286
IL6ST	0.0063
ZNF319	0.804
TMEM109	0.1192
FAM90A1	0.940166666666667
IL22RA1	-0.7275
ATP4B	1.525
TEC	-0.989333333333333
C7orf30	-0.245
TXNDC2	-0.954666666666667
ABCB4	-0.217
KIAA1191	0.326875
C9orf38	-0.301
SFTPB	0.2245
CNTNAP2	-1.01491666666667
FRK	-0.3
TBX19	0.4285
CHD4	-0.3915
C6orf26	-1.90283333333333
MOSC2	1.594
IKBKE	1.07025
HIF1A	-0.2025
LOC595101	-0.611
RELA	0.349
TMEM16B	-1.413
ABHD12B	-1.37775
TSEN34	0.19275
KIF18A	-0.98225
TXNDC9	-0.600833333333333
SPATA2L	1.0065
SEMA4G	-0.0095
C21orf91	0.743875
MATN1	-1.078
KCNIP4	0.838
TUSC1	2.9645
OR4C15	0.4425
ARMCX6	0.373166666666667
WBSCR27	-1.33016666666667
OR52I2	0.8155
KIAA1604	-0.2545
DYNC1I1	-1.361875
PPP4C	0.0005
SLC47A2	-1.389
TREH	-0.13575
CD48	3.18916666666667
ST14	2.59766666666667
PKN1	-0.76675
SPON2	1.37975
XBP1	0.23075
SFRS12	-1.2845
EFCAB6	0.48025
SELT	-0.50275
SLC39A2	0.708
ERF	-0.358333333333333
ARL3	-0.51475
SURF6	-0.299
MLLT10	0.0784761904761905
FLJ11171	0.320833333333333
TDGF1	-3.715
ERCC6	1.227
EIF2AK4	0.76375
BAZ1A	0.376
LRRN3	-0.189166666666667
TMC3	-0.4245
EFTUD1	-0.48075
PTPRO	0.6535
CLEC12A	0.606625
ACBD4	-0.097125
ZDHHC14	0.1655
OTUD7B	0.45875
ACTB	1.1076875
MSRA	0.678875
LCE5A	1.385
IFI35	1.18425
BSCL2	-0.0175
ANKRD12	0.263666666666667
CFHR2	0.9705
RGAG1	-0.7515
HSFY1	-0.8165
SLC30A5	0.232083333333333
IMPG1	0.4405
GPR109A	0.504
ZNF185	0.20375
IYD	0.72325
NPCDR1	-0.0665
SERPINA13	-0.3815
HMGCLL1	-0.69
NEUROG1	1.33916666666667
UBQLN1	0.0571875
LIN37	0.7045
SOCS2	-1.733125
DSCR4	-1.449125
XKR6	-0.18775
GPR142	0.732
KRTAP13-3	0.4545
CCDC15	-0.783
MOS	0.339
CD1E	-1.1015
OFCC1	0.2595
FAM83D	-0.9615
SRFBP1	-0.3795
C9orf96	0.4845
DHDH	-1.85425
CCDC90A	0.013
RABL3	0.0117
CD320	-0.449166666666667
ANGEL2	-0.01275
MRPL21	-0.19175
SMG6	0.58
INSR	1.094875
FLJ14816	-0.4495
GLRB	-0.904833333333333
C9orf89	0.20025
CIZ1	-0.545
URG4	-0.869833333333333
LRDD	-1.23083333333333
CBY1	1.11116666666667
NFX1	0.376375
MTERFD2	-0.836428571428572
C19orf23	0.212
PGC	-2.898125
IER3IP1	-0.5056
RASAL2	1.50916666666667
C1orf89	-0.83475
SYNJ1	-0.865
NFKBIE	1.6295
FLJ40125	-0.895166666666667
TCEB2	-0.3254
NOG	-0.1985
POLR2J2	-0.469166666666667
HLA-B	3.628
PCDHA1	1.9815
PPP2R2B	0.05475
ARHGEF17	0.368
TCF7L2	1.08907142857143
CHD5	-0.554666666666667
ZNF431	-0.417125
TBC1D25	-0.3195
ZNF800	0.941
SCUBE2	1.53981818181818
MYCBP	-0.423166666666667
GPX5	-0.575
C6orf129	0.759166666666667
QSER1	-0.4055
ULK2	1.62725
PIGO	-0.0986666666666667
NRCAM	-0.0795714285714286
SLC35E3	-0.048875
CSRP2	-0.84425
HYPE	1.09325
MAPK15	-0.0793333333333333
MGC14327	-0.0365
TIMM13	-0.360666666666667
ZNF462	1.93875
GBA3	0.1435
TEX13A	0.241
MCM6	-0.895777777777778
MTRF1	-1.21475
ABCA7	-1.524
EIF4A2	-1.74575
ZC3H10	0.5245
RPGR	0.0291666666666667
C20orf94	0.87475
RP1L1	-0.14875
GPR125	-0.318875
USP22	-0.407785714285714
OR1L4	0.0425
MLZE	2.54975
FLJ32065	-0.5945
PTCD1	0.512
CRTAC1	1.34466666666667
BXDC2	-1.33175
C18orf1	1.18983333333333
FAM107A	2.91614285714286
EFNA3	-0.79075
P18SRP	-0.4833
CAMKK2	0.910666666666667
KIAA0649	-1.1585
NES	2.05333333333333
HS6ST3	-1.401625
PON2	-0.5885
TCP11L2	-0.75025
CLEC4A	2.93275
PRR12	0.2565
MLXIPL	-0.749
C2orf50	0.3895
ZNF28	0.1875
ENC1	0.884166666666667
MAP2K1	-0.801625
FKSG2	0.3465
KIAA0430	0.39525
PTP4A1	-1.32011111111111
GPR156	1.5215
GTF3C6	-0.25375
UBR2	0.1382
LOC388272	-0.971
MAK	-0.341666666666667
ACOT4	1.321
STC2	-1.68541666666667
PIGW	-1.285125
SAE1	-0.244875
COL6A1	1.07445454545455
OAZ1	-0.1225
STMN4	0.296833333333333
EDG3	0.315666666666667
SGCE	0.082
IL11	-2.52883333333333
PRSS8	2.086875
YIPF5	-0.0764166666666667
WNT4	2.988375
CSN2	0.0653333333333333
TCF7	-1.9215
TDO2	3.82925
SAMD9	1.227
S100A7A	0.771
MMRN1	1.51883333333333
GKAP1	-0.87225
AKR1C3	-0.93125
RNF19A	0.69375
GMDS	-0.0835
YKT6	-0.4235
SPARC	1.5798
C12orf31	-0.481
UBE2V2	0.165333333333333
FBXL18	-0.726833333333333
KIAA0460	1.286
ADAM22	-0.6775
SERPINC1	-4.62975
KCTD21	-0.2545
MYOHD1	-1.87025
ZNF37A	0.434333333333333
GTF3C1	-0.2285
CTSZ	3.352
PRNPIP	-0.38
DRD1IP	0.3915
NR1I2	-1.403
ZNF266	-0.7187
SPAG4L	0.5005
COX4NB	-0.137
SAPS1	0.552833333333333
APOA1	-3.595375
TATDN1	-0.2235
C10orf82	-1.462
KPNB1	-0.20775
FOXO3	0.4755
CRYBB2	-0.8885
ZBTB5	0.105666666666667
SLC25A38	-0.8105
DCTN2	-0.358
IFT20	0.694
CTHRC1	1.6885
C1orf31	0.218625
UHRF1	-1.0841875
GPC6	-0.15075
C10orf54	2.875
MCF2L2	0.4314
WNT9B	0.011625
OLA1	-1.181875
FAM120B	-0.367
TTLL10	-0.36
CYorf15A	-3.38825
RELN	-1.4309
SCN2B	0.0415833333333333
MFHAS1	-0.023
NKX3-2	-0.908833333333333
RASGRF2	-0.505
SSBP1	-0.348833333333333
KPNA6	-0.0956428571428571
LOC389118	-0.139
HS3ST4	0.5051
SUPT7L	-0.689
FLJ32658	-1.02775
IGFBPL1	-0.39775
KIAA1641	-1.2067
SHKBP1	-0.4365
CSF1R	5.57525
NAGK	0.28225
MYL2	-0.37675
HIST1H4C	-0.685666666666667
TOMM7	-0.2605
ADAMTSL3	3.0692
TNFSF14	0.2315
PRRT2	-2.241
VTA1	-0.4275
AOAH	3.4775
CRISPLD2	1.60778571428571
PNN	-1.7922
TA-NFKBH	-0.2535
ESPN	-0.84925
RBM43	-0.18
KIAA1267	0.190375
DDX3X	0.280777777777778
KIAA1576	-2.962
PLXDC1	3.641
FLJ25801	-3.53825
HNRNPL	0.208
RUNDC3A	0.702166666666667
CASP12	0.564
SH2D5	-1.43975
RPL26L1	-0.8035
OR51A7	0.58325
