Hybridization REF	TCGA-AN-A0AM-01A-11R-A034-07
CEACAM5	-2.070875
MYT1L	0.349333333333333
RASA2	-0.094875
OSBPL7	-1.1175
STAG1	-0.666
GIMAP4	3.97266666666667
FUT3	3.3985
PIF1	-2.245375
LPIN2	-0.1317
SH3PX3	0.54275
PDP2	-0.353
PAPD1	-0.305375
ERP27	0.5895
APOOL	-0.1078
DIABLO	0.10575
TRHR	0.17025
ARMC9	0.265625
RNF152	2.73175
SLITRK3	-0.0848333333333333
ZNF211	-0.4914
PFDN1	0.66775
RGS11	1.2315
HS6ST1	0.2797
AKR1D1	2.679
TNP2	0.370333333333333
STK31	1.23383333333333
EML4	-0.325916666666667
SGTA	0.1135
HIST1H2BI	0.094
PSMD6	-1.516
KIAA1257	0.85575
C18orf55	-0.591166666666667
FLJ20273	2.4265
RPL28	-0.1825
EPYC	2.451
NOX3	0.1065
ELAC1	-0.48
METT11D1	-0.60225
BIN2	-0.280333333333333
NACA2	-0.2155
CCDC17	-1.1275
HM13	0.0236
UBOX5	-0.8185
UBE2O	0.994625
UBL5	0.10275
APOLD1	0.46075
C9orf31	0.09
TNFSF8	0.3795
ARHGAP29	-0.7145
PROKR2	0.35
PDE5A	-0.4005
C6orf12	-0.518
TOM1L1	-0.189
WHDC1	0.49775
FOXI1	0.013
RAB4A	1.1769
TMEM39B	-0.4395
ATPBD1C	-1.07675
FARSA	0.603833333333333
PLEKHG5	0.22825
CMAS	-0.9255
OR7E24	0.021
SLC30A1	-0.36475
CDC42EP5	1.17416666666667
PLAC1	0.3765
KLHL18	0.189666666666667
LBA1	0.5071
TAZ	-1.51825
CRIP2	1.61175
BTBD11	-0.529666666666667
C16orf72	1.5365
DIO2	2.2856
LRRCC1	-0.216666666666667
CCDC136	-1.5975
PRX	0.2185
RBM5	-0.5315
TMEM85	0.3575
TUBGCP4	-1.86833333333333
APLN	1.399625
CDK7	0.183666666666667
SSR2	1.58583333333333
CRELD1	0.37025
C19orf46	3.201
GAL3ST4	-0.0186666666666667
KBTBD10	-0.02725
IL28A	0.38625
WDR27	-1.668
MCM2	-0.749666666666667
SOX14	-0.2775
FLJ39743	0.11
KIAA0922	0.133125
HIPK4	0.2425
FLJ25758	0.1325
C16orf57	-0.175416666666667
PDZD2	0.62025
MCC	2.274375
HHLA3	-0.8134
ID2	0.4245
C20orf23	1.68366666666667
ZNF688	1.4405
APOC2	-2.04983333333333
LOC440093	0.22
FAM50B	1.44533333333333
PWP1	-0.598
DNAH10	0.9515
HIST1H2BA	0.189
GPR56	2.209
METAP2	-0.92875
PAN3	-0.0193333333333334
STXBP4	-0.3335
PDHX	-0.009
MTA1	0.413833333333333
ZBED4	0.2195
ZNF720	-0.32675
CDK2	-1.499625
RHOJ	-0.52825
CDC37	-0.1185
ZER1	0.091875
GRK4	-1.0735
PRPH	0.385
POLR2A	0.12375
OGFOD1	-0.65475
NOL5A	-1.642
PHEX	0.8205
FLJ16478	0.12875
C20orf117	-0.7185
CAMTA2	0.3125
C11orf74	-0.407166666666667
DDX17	-0.12925
C5orf27	1.608375
PLEKHA2	-0.9145
PDE4DIP	-0.9785
SCN7A	0.18625
ZNF559	-1.54333333333333
CXCL10	4.13825
ZMYM4	-0.0858333333333333
STK32B	-0.968666666666667
KIAA0888	-0.6964
TACR3	0.067
CKAP2L	-1.43475
KIF1A	0.362166666666667
RSPRY1	0.576
VCAN	1.08
CYP27C1	0.168
SYDE1	-1.014
MED12L	-0.585
ZDHHC21	0.838625
NHS	0.265
TM9SF3	0.5925
DDHD1	-0.329375
MAFG	-0.138416666666667
BICD2	-0.6454
C14orf119	-0.1215
C14orf43	0.0495714285714286
CDH7	-0.771
ALKBH5	-0.2905
JUP	0.2885
TMEM41A	0.317
MAMDC4	-1.21933333333333
CBX3	-0.830375
LRRC18	0.21325
RBMXL2	-0.18175
PLA2G4D	0.369333333333333
FGF13	-0.41925
KIF3A	0.742166666666667
PDIA6	0.16075
DCXR	1.60425
CASKIN2	0.795333333333333
EHD1	0.27
MARCKSL1	0.181666666666667
ZNF496	-0.0525
SCAF1	0.0985
KCTD8	-0.08275
TRAF3IP3	0.653928571428572
LSR	1.737
CXorf1	0.238166666666667
C14orf112	0.335833333333333
EIF2B1	1.1855
OMP	-0.321
GSTZ1	0.334
LOC92017	1.0625
ISLR2	0.1195
C12orf36	0.5995
GATA2	-0.735333333333334
GABRA5	-1.1245
CELSR2	-0.227357142857143
STAM2	0.1052
TNAP	-0.111
PTPMT1	-0.221833333333333
GRP	5.352
SV2A	-1.39033333333333
MAGEA12	-1.7745
CACNG1	-0.0905
C18orf19	-0.448
GSG1	-0.1325
PTPRJ	-0.132142857142857
FRMPD1	-0.1675
ZNF668	0.80375
PLEKHJ1	-0.787375
ADAT1	-0.5156
TMEM50A	0.1206
UCN3	0.038
HOOK1	3.638375
IL17B	-1.132
MLKL	0.574666666666667
TTC14	-0.480166666666667
KLHL5	-1.051875
CRYL1	0.613
FOXH1	1.581
NFYB	-0.3035
PPM1G	0.189
GOLGA2LY1	-0.39825
NMT1	-0.877875
HADHA	-0.2901
CHSY-2	1.2365
PLEKHF1	0.627
SAGE1	0.267
MUSTN1	-0.04
SUHW4	0.36475
TFEB	1.44366666666667
ZFYVE27	-0.7395
ATG12	0.100833333333333
BMI1	-0.0265714285714286
ZIM3	0.03075
MYH4	0.0985
MASP1	-0.605666666666667
KIAA0984	2.1015
RPAP2	-0.813
ASB5	0.20625
BOLA3	-0.371666666666667
MIA3	0.746833333333333
KRT35	0.3545
KIR3DL3	-0.498
MRPL51	-0.19175
SEMA3F	0.2855
NDUFB2	0.235666666666667
LOC253012	-1.2285
FAM46C	-1.5163
G6PC	-1.857125
CSAG3A	-1.1055
PREX1	2.8595
SLC25A45	-0.08975
MAPKBP1	-0.1291
CPE	0.6113
GNB1	-0.441125
CXCR6	1.1705
TRIM46	0.00299999999999999
C16orf3	0.302333333333333
HPSE	0.824625
TIGD3	0.279
SPG3A	1.4545
LCAT	-1.20016666666667
ST6GAL1	-0.032
POMC	-0.4095
FLJ36031	-0.869833333333333
NSMAF	-0.1445
SKIL	0.715
ADSS	-0.208833333333333
HMGCS1	-1.8916
POLR3F	-1.21933333333333
RAB10	0.459875
ZNF277P	-1.612625
ZBTB7B	0.765125
DHRS1	0.030875
ABCC13	0.518625
CNOT3	-0.033
NFKBIA	0.7245
GAK	-0.112333333333333
SFT2D2	1.09466666666667
HOXA6	0.1975
CRTC1	0.27825
LY6D	0.0863333333333333
C20orf72	-1.6025
CPT1A	0.3785
LMO1	1.9255
EIF3I	0.42375
PRB4	0.16025
MCM3APAS	-1.3015
C20orf132	-0.9038
FOXF2	-2.9385
S100A12	0.73825
MLH1	0.1465
ACTN1	1.0282
MRPL36	0.964666666666667
C20orf106	0.388
FBXO6	2.5395
MKS1	-0.4
CX3CR1	-3.044875
PDE1B	0.4265
PLP1	-3.467
KISS1	-0.0793333333333333
C14orf2	0.1205
TBC1D3P2	-1.0935
COMMD6	0.687
ANKRD7	-1.51575
PTCHD1	-0.457875
NARS2	-0.98375
DOCK7	0.218625
FAM127B	-0.328625
LOC390243	0.0526666666666667
N6AMT2	1.3135
ZNF391	-0.4255
DNAJB14	-0.167666666666667
WRB	-0.6155
BPI	-0.00608333333333333
TTC4	0.799
FAM10A5	-0.1115
GOT1L1	0.3362
MAGED1	0.452125
RESP18	0.09775
WFDC6	1.3495
MT2A	-1.1545
C11orf56	-0.15625
KIAA1432	0.3345
ROR1	-1.021875
HSD17B14	0.411666666666667
ZFAND2B	0.311375
SAMD4B	0.3085
HEXA	-0.041375
HNRNPU	0.155409090909091
USP39	-0.237375
NRD1	0.148
R3HDML	0.2275
FLT4	1.3185
OMG	-0.0301666666666667
OR52N4	0.4245
LOC399818	0.10775
ELA2	-1.069
VENTXP1	0.037
RFC5	-1.456
OR52L1	0.9165
PAX5	0.5415
FBXO2	1.45975
GMEB1	0.2145
AKT3	-1.00716666666667
CRB1	-0.920166666666667
CTTN	0.447833333333333
UTP15	-0.0155
HSBP1	-0.124083333333333
PHF11	1.405
NDEL1	-0.2275
USP8	-0.316
BAIAP2	1.215875
SI	0.285166666666667
ARSJ	-0.634166666666667
BAAT	-2.06275
KCNS3	4.74066666666667
LOC126147	-0.339
TMEM37	-0.67275
C1orf162	3.25466666666667
MBD1	-0.2135
ITGAL	0.110166666666667
WDR73	0.485833333333333
GKN2	0.363166666666667
ARFGAP1	-0.00562500000000003
SLC5A8	0.923
ZBTB40	-0.2699
CYP4B1	3.60216666666667
LYPLAL1	-0.31525
CHST3	-0.25875
MAP3K9	0.1175
BTAF1	-1.78966666666667
TFAP2E	-0.3155
RBM35B	0.649
LOC441251	-0.6595
ANKRD25	-0.433666666666667
UQCRC2	0.4535
MAEA	0.017
HYAL1	-2.3772
RNPEPL1	0.455833333333333
CPSF2	-0.69625
PSD3	-0.9816
ABCA13	-0.139125
AGR2	2.612125
GBX1	-1.182
HDLBP	0.822714285714286
ACY3	-0.27575
HECW1	-0.169
ZNF519	-1.66575
HOPX	2.131375
ZNF304	0.626375
OR12D3	-0.207
FKSG43	-0.0735
METTL1	0.42075
MFSD3	0.333
PSPH	-0.72025
CLCA3	-0.318
DARS2	-1.21433333333333
CDC25A	-1.32266666666667
BAIAP2L1	-0.41875
B3GNT5	-0.64125
USP29	0.2055
ARHGEF10L	0.5381
ATOX1	1.0255
ADAM30	0.1575
DNASE1	-0.14125
STT3A	0.784416666666667
RAB6IP1	-0.49725
PTN	0.6144
C1orf106	0.940153846153846
HECA	1.51175
RNF122	0.2635
SLC22A18AS	0.953666666666667
GNG8	0.404
ELP4	-0.6445
FAM65A	0.303333333333333
RPL10A	-0.590333333333333
IRS4	0.2895
MACF1	0.6484
SEC24D	0.7685
LOC374395	0.7005
TGFB2	0.366625
MDFIC	-0.34825
CHRNE	0.7175
PCMTD2	-0.75
ATP6V0D1	0.0776666666666667
MTA2	0.62975
LZTR1	-0.437666666666667
RAP1A	-0.372166666666667
AXIN1	0.338125
POLR1C	-0.23075
TRIO	0.771666666666667
PLXNA4A	-0.604583333333333
C5orf33	-0.769
DEPDC1B	-1.425375
ZNF473	0.00383333333333334
MTM1	0.20775
GPR107	0.1675
CSNK1A1L	0.860166666666667
FLJ14154	0.10925
NLRC4	2.547
ENPP4	0.275
PADI3	0.1165
RNF170	-0.129625
CG018	-0.365833333333333
C16orf7	0.35825
KCNE1	-0.164
NRM	-0.965
SLC37A3	-0.673928571428571
TPD52L2	-0.914666666666667
UNC5B	2.16525
C12orf12	0.00316666666666667
SDHB	-0.32125
CLRN1	0.316625
NUDT10	-1.09166666666667
UGT3A1	0.1975
FBXW8	-0.255125
RHOF	-0.27825
PTPLAD1	0.316875
MYO3B	-0.57225
DERA	-0.996
TPP2	0.00675
C19orf53	1.399
GINS3	-0.68775
ST6GALNAC5	0.686
CHSY1	1.131
MGC15705	0.4605
GPR83	-0.0105
EXT2	0.632
DOLK	0.35425
TUBAL3	-1.284
ACVRL1	1.3764
ABL2	-0.488416666666667
C14orf156	-0.0606666666666667
PTPRZ1	-3.9395
DIP2C	0.424125
LAMP1	0.98025
RXRA	0.041
MAP3K5	2.60325
ALKBH1	-0.031
PDLIM7	-0.157125
ARL14	-1.012
SNIP1	-0.351
TIMP3	2.21258333333333
RGS3	-0.244666666666667
SPAG16	-1.6797
ABHD4	0.25725
ARHGEF12	0.155333333333333
GLUD2	-0.2025
RAC2	-0.8071
UAP1L1	-0.661
SLC18A3	0.308
YOD1	-2.403
RALY	-0.83825
HMOX2	1.403375
DGKH	-0.0125
DBNDD2	2.736
YIPF4	0.3675
THAP10	-1.4725
ZNF513	0.79325
HAGHL	0.982
ITGB4	0.127
CCDC141	-0.304
YTHDF3	-0.0235
C5orf28	0.24925
RPL7L1	-0.08475
TMEM30B	0.608857142857143
ANKRD35	2.252
DUOXA2	-0.062
TBC1D5	-0.22925
DFNB59	-0.461
HRH4	0.18325
MYO6	1.6011
DNAJA4	2.61775
RBM24	1.08175
CEACAM20	-0.41875
RBM23	-0.148214285714286
NGFB	-0.071
C1orf63	-0.9578
KRTAP7-1	0.004
PERLD1	0.92
NPB	0.7055
C17orf59	0.1546
HSPBAP1	-0.525
SLC15A4	-0.151875
PRTFDC1	-1.358
OSMR	-0.7
CYSLTR2	0.022
C19orf25	0.6173
KIAA1797	-0.0085
NLRP6	0.267
FAM105B	0.169
SCRN2	-0.652833333333333
LRRC58	-0.4848
RNF17	0.06325
NEIL3	-1.3865
FAM137A	-0.595
SKP2	-2.5515
PARVA	0.826
PKLR	-1.215
RNF34	0.069
A3GALT2	0.3145
C12orf50	-0.0225
SUNC1	-1.23925
FAM102B	-0.504166666666667
CCT2	1.09525
LRRC37A2	-0.584
ARF4	1.3875
SIKE	-0.7315
C8orf48	-0.16
MBTPS1	0.131142857142857
GPSN2	-0.019
NCF2	3.2565
SLC12A6	0.202333333333333
MRPL48	-0.27975
HMGN3	0.0615
LRRC62	-0.465
PAX9	0.992125
FAM55A	0.135
C20orf42	-1.6835
SCML2	-1.39383333333333
BCL9	0.395
FAM40A	-0.307
C9orf41	-0.534
ZNF774	0.2355
LETM1	-0.33175
PLXNB1	0.0796666666666667
NIPSNAP1	-0.37025
USP10	-0.5785
F9	0.3255
LIPE	-0.04975
CNGB3	-0.4775
C12orf52	0.163
PI4K2A	-0.373375
MED8	0.520375
STAT4	1.3779
FGD4	0.924
RNF145	-0.813166666666667
WDR32	0.2382
CLDN2	0.163666666666667
TCEAL8	0.94075
ZMYND8	-1.1955
PDXK	0.1255
GATAD2A	-0.73775
PTGES3	-0.334
CCM2	0.18
TAP1	2.824375
ZNF670	0.0955
ETS2	-0.661428571428571
C6orf166	0.714333333333333
PRMT2	0.086
OR4B1	-0.1245
INTS8	-0.967
CCDC102A	0.40525
CCDC83	-1.17483333333333
ITGA1	-0.2936
EPHA5	-1.5428
FAM24B	-1.45366666666667
TSGA10	0.51
HAL	-1.73966666666667
MYOT	-0.453
SPACA3	-0.2735
BCL2L2	-0.203333333333333
CUGBP2	-0.601833333333333
CCNB3	0.502
RNF113B	0.19525
MERTK	0.3675
BAG1	-0.452
VPS36	0.027
ORMDL3	-0.0357
C1orf190	-0.2395
ZNF625	-0.6945
CORO2B	-1.67825
ALOX15	-0.5495
CST1	-0.564
NUPR1	2.64766666666667
CCL7	3.29275
SMCR5	-2.598
DSC2	1.312
RBMS2	0.183
GRIK4	0.51
TRIM65	0.3832
TMPRSS6	1.53035714285714
TP53INP2	1.45375
GLB1L	0.762833333333333
LOC388284	-0.422
PUS1	-0.204714285714286
BCL9L	-0.5515
OLFM1	0.70475
RET	0.638
MASTL	-1.59733333333333
ALX3	-0.00800000000000001
IL1RL1	0.190833333333333
ZNF765	-1.0567
C14orf138	-0.40725
SNX10	0.528166666666667
TAC4	0.224
C1orf64	1.841125
POGK	0.1605
MAPK9	0.68725
ZNF366	0.954
C8orf79	-0.1109
CLDN7	2.91225
OR5AT1	0.019
TRIM37	-1.60625
LRRC25	2.748
GRHL2	2.5523
TEKT3	-0.18725
LASS5	-0.393333333333333
ABCC4	-1.73233333333333
DLG3	0.712625
VGLL1	0.17125
ZFP36L2	1.4355
MFRP	0.0743333333333333
KIAA1799	-0.11275
FLJ44379	-0.3195
PCNX	0.06675
ANXA9	2.813
CYP4V2	0.8467
PIK3C2A	-0.597
SRR	0.1215
NOL3	0.60875
IFITM2	1.2675
ARNTL2	-1.254
ZNF595	-0.2665
NLRP13	0.5175
ASPH	1.865875
CPA2	-0.102
PVRIG	-0.968333333333333
LEPR	-1.09516666666667
C16orf42	1.2
SH3BGRL	1.59175
FAM77D	-0.421666666666667
FNDC7	-0.102
C9orf6	0.986333333333333
NOTCH2NL	0.366833333333333
PGBD1	-0.652
SYNGR2	3.2115
PITPNA	0.02525
PRPF4B	-0.7764
SLC43A3	-1.66785714285714
NRBP1	0.10475
SLC25A22	0.878
ILK	-0.2685
SLC22A8	0.472166666666667
MRPS7	0.936125
PITX2	-1.01175
FABP3	-0.92375
OR1L1	0.3595
LOC728215	0.44625
BLID	-0.693
KIAA1217	2.18905882352941
TFPT	0.90825
AP4B1	-0.50225
VBP1	-1.943
OR1K1	0.5285
MORC3	-0.49975
BHMT2	-0.726166666666667
C3orf10	0.058375
FZD7	0.869833333333333
WFDC10A	0.057
PMS2CL	-0.3515
CCDC32	-0.203666666666667
FA2H	-0.97675
ALG13	0.0535
TTLL7	-0.5987
SPOCK3	0.1445
SLC13A2	0.626
AIM1	2.568
GPRC6A	-0.133
EGR2	2.6335
MED11	-0.025
WWC1	1.32425
SH3GL3	-1.709
RIF1	-0.533357142857143
PRLH	-0.176
VLDLR	-1.4895
DBT	-0.357
C21orf63	0.01825
CGGBP1	-0.7155
KRTAP12-2	0.1075
TADA3L	-0.75275
ZBTB16	0.35925
PDGFB	0.719125
RFX1	0.56425
UQCRB	-0.2089
LOC133874	-0.384
HPS3	2.93275
LGALS3BP	2.1927
DKFZP564O0823	0.713714285714286
MRFAP1L1	-0.107375
HOXA10	1.4985
NGB	1.6405
KIF21A	0.549769230769231
IFLTD1	0.1875
LZTS1	-0.610625
ARHGEF3	0.601
RHBDL3	-0.4665
CSNK1G2	-0.0829166666666667
ChGn	-0.773125
KIAA1244	2.97866666666667
GABRB2	0.3555
MGC72080	-0.279
CD27	3.76925
EGLN1	0.499
PEX13	0.67275
RWDD3	-0.2355
RNF12	-0.628833333333333
GRIN2B	0.294
ADAMTS14	-0.41675
DYDC2	1.51833333333333
ATP6AP1	-0.3383
NR1H2	0.178666666666667
PDK2	-0.21525
C3orf17	-0.0875
SLC38A2	-0.775857142857143
SLC25A29	-0.131833333333333
C15orf29	0.194125
ADAM9	-0.946083333333333
TMUB2	-0.223875
GPR176	-0.2745
AGK	-1.0475
MCCD1	0.6625
NDUFA4	-0.03775
TMEM146	0.142
DUSP1	0.035375
UNQ6975	0.381
EMX2OS	1.43475
INSM2	0.154
LUZP4	0.0955
SETD6	0.04825
P2RY2	3.065
SLC45A2	-0.9455
RABGAP1	-0.211833333333333
UBXD5	-0.257875
GPRC5A	1.0927
PAK3	-0.665833333333333
LOC63920	-0.811
TGFBR1	0.096
KRTAP6-3	0.3
SFMBT2	-0.34775
CDC42	-0.0255625
C11orf35	0.293
TTLL2	-0.14775
UACA	-0.451666666666667
CD97	0.2957
SETD5	-0.366125
NINJ2	-0.4065
PTER	1.07283333333333
POMGNT1	-0.003
KRTAP4-2	-0.0265
ECGF1	3.168375
HRB	0.364
ATP1B2	-0.2701
LOC400506	0.29775
COL4A3BP	1.148
C6orf97	1.98425
GRHPR	0.456875
TAS2R1	0.3495
SEMA7A	0.2205
EDF1	0.077
ODF2L	-0.0162
PCID2	-0.158
GTF2H4	-0.690666666666667
ZCCHC3	-1.12525
CGB2	-0.304
NEUROD1	0.02275
C20orf75	0.1165
RP5-1054A22.3	1.04766666666667
IFNA5	0.2795
ZNF134	0.0524166666666667
MGC119295	-0.9886
ZSWIM6	-0.431
SMEK1	-0.0103333333333334
PCGF2	-0.627625
C1orf102	1.812
CYP2A13	0.9505
KCNH6	-0.9278
MDM1	3.7521
ALDH7A1	0.169166666666667
C9orf75	0.0945
VDAC3	-0.7815
OR51T1	0.102
EIF3F	-0.80975
KCNJ10	-0.081375
LENG8	0.06575
EDEM2	2.40066666666667
CCNJL	0.8675
DHX37	-0.3235
CRYGN	0.3015
AATF	-0.619625
ZNF630	1.69525
E2F5	-0.699
WFDC13	-0.476
FTSJ3	0.3015
C4orf33	-0.40875
LHFPL4	-2.1625
C19orf56	0.754
SMAD4	-0.43525
AFM	-0.211
G0S2	-1.60225
FCHSD2	-0.128
RRP1B	-1.0057
EEF1B2	-0.6885
STAT6	0.0251666666666667
ZNF195	-0.82
GNL1	-0.690833333333333
ZNRF2	0.215166666666667
PER3	0.10875
ASB16	0.29225
C10orf10	1.20421428571429
ADCY8	-2.4265
C9orf58	-1.5145
ARMC10	-0.671
PSG1	-0.2895
DHX34	-0.1445
VARS2	-0.152
NFIC	1.26575
ITPR2	-0.21475
AGXT2	0.3398
OR6K3	0.2305
H2AFZ	-0.544416666666667
MLLT3	-0.336166666666667
COX4I2	0.7825
CCNT2	-1.071375
PLK4	-1.554625
NUMBL	0.166333333333333
MED16	0.55
PLEKHQ1	1.28175
GOSR1	1.36755555555556
BTG4	0.03475
RPL30	0.34925
IGSF5	0.2905
IGFL2	1.09766666666667
ELMOD2	0.561833333333333
SHC3	0.900833333333333
HAVCR1	-0.497
DYNC2H1	-0.94375
RNF5	-0.9795
C2orf7	0.41975
NLF1	1.4475
KLHL25	1.29525
LRP10	0.8659
KRI1	-0.28875
PUS7L	-1.33333333333333
MGMT	-0.31325
HOXD1	1.40333333333333
CSH1	0.2253
ATG16L2	-1.4105
FLJ44635	0.1505
CHODL	0.28975
EXOSC8	-1.67725
SLC28A1	0.178
MYO7B	-0.860666666666667
SEH1L	-0.0227
MTNR1A	0.08
TSPAN5	0.654833333333333
CDC45L	-1.60583333333333
AMIGO1	0.617
ATAD3A	-0.364125
OSGIN2	1.77883333333333
PDIK1L	0.061
DARC	0.5445
PIPSL	0.9375
SHMT1	-0.26975
CRISP3	0.717
POPDC2	1.00683333333333
ZRANB2	-0.6605
FBXL8	0.90825
TRIP13	0.158545454545455
EIF5AL1	-0.9295
POU5F1P3	-4.49483333333333
IL6	-1.27583333333333
CXorf38	0.0986666666666667
IFNA16	0.389
FBXL2	0.372
BRD1	0.493
STATH	0.39275
FBXO44	0.808
MCCC2	0.6825
CDC2	-1.4751
C5orf23	-0.34825
IVD	-0.4675
C10orf122	-0.22475
MSL3L1	-0.7249
MVP	0.6735
EPOR	-0.8146
ZMYM1	-0.941
BCL7C	0.930833333333333
PSTPIP2	0.5034
LYPD1	-1.2775
OR8G5	0.2075
ZP3	-1.07316666666667
BCAS4	0.105416666666667
EDG6	2.341
ISY1	0.1475
PRAMEF2	-0.55975
CUL1	-0.773125
RNF213	2.1646
CCRK	0.487
DHX9	-0.372125
C13orf29	2.5975
NCKAP1	0.594333333333333
MRPL43	0.398142857142857
XPR1	-0.33975
PKN2	0.392
PODNL1	1.0385
ZNF333	0.179375
DALRD3	0.46575
OPN1SW	0.078
BTBD6	0.403
C11orf82	-1.4945
OR5P3	-0.2455
DUSP11	0.12025
L1CAM	-1.2792
NEK11	1.086
OR7E91P	0.73
CNTN3	1.6215
CREB3L2	0.975
ZBTB37	-0.3985
KIAA1324L	-0.88375
NDUFB10	1.0645
NUDT2	-0.78825
GTPBP8	0.000250000000000001
CACNA1D	0.504625
PRKAA2	0.3185
PRDM8	-0.01
MGC16075	2.12066666666667
KRT14	-1.609
PP8961	0.553875
MRPL18	-0.28975
ABCG2	-3.08975
PACRG	0.30675
BBS2	-0.146
KREMEN2	0.1955
FBXO21	0.22875
HNRPUL1	0.02575
GRB10	0.75125
CLSTN1	0.69925
LMAN2	1.0807
C17orf61	-0.1605
NIPSNAP3A	-0.67625
INSIG2	-0.997333333333333
PCDHB7	1.92716666666667
STXBP2	0.09675
CMAH	0.284916666666667
SEMA5B	-0.72875
ZNF155	0.1125
COQ6	0.196833333333333
PRPF4	-0.22775
TSPAN15	2.197
VN1R5	-0.0315
LATS2	0.68675
SELK	0.67425
PGK2	0.0625
MS4A1	-1.151
TYW3	-0.0897
KRTAP5-1	1.16
RCCD1	-0.436833333333333
BTN1A1	0.459
DDX28	-0.139
TMEM65	-0.890875
LOC92345	0.12225
TTC31	-0.62425
WDR46	-0.447666666666667
CHP2	-0.12
LSP1	0.34575
ZNF542	0.23225
EXOSC1	-0.8415
ARHGAP18	-0.313333333333333
LRRTM4	-0.704142857142857
MAOB	0.164166666666667
CACNB4	-0.33525
MGC33846	1.320375
RANBP3L	0.773625
ATP5L	-0.36325
ONECUT1	-0.8275
NUDT9	2.142
TMEM149	1.6295
STX17	0.32775
IGSF10	-4.052
TMPRSS9	0.256
BMPR2	0.539
ALLC	-0.3135
KLF7	-0.773
GCC1	0.0963
TIMM9	-0.014
CDO1	4.35083333333333
MGC10701	-0.819166666666667
IFI6	3.08566666666667
FRMD8	0.5965
MGAT2	1.07225
WBP5	0.205
CNIH2	0.36575
KIAA0907	-1.3201
KCNH8	-0.0015
CTSG	-2.09925
GRIK1	0.0798333333333333
CUL5	0.624625
FRMD1	0.4075
OR9A4	0.268
SYT6	-0.879125
FOXD4L2	0.32
ANAPC2	-0.894833333333333
OPN5	0.2255
TAF13	0.12425
LYG2	-0.289
GGNBP1	0.024
C11orf40	0.479
OTX2	-0.813
REG4	-0.3875
EIF5	0.0193125
PALB2	-0.49425
SEPSECS	-0.996
RNASE3	0.10675
TRIM49	-2.0805
POLR2K	0.2665
GPR42	-0.00650000000000001
C8B	-1.7395
SASS6	-0.7875
PREB	0.616666666666667
OR3A3	0.197
TUBA8	2.025125
IGLV2-14	0.06175
STIL	-2.09075
ANKFN1	-1.00116666666667
NME7	-0.6815
HOXC12	0.11775
UBE2C	0.427625
FHOD1	-0.39525
CDK2AP1	1.91908333333333
OR6K2	0.0285
DHPS	0.72125
RPL5	-0.74875
TRGV5	0.6725
LOC541472	0.137375
HCCS	3.8023
DENND1B	0.9835
LHX3	0.1785
OR5D16	0.36
CXorf57	-0.764166666666667
IRF2BP1	0.83475
NDST2	0.4505
LCE3D	0.2585
BOLL	0.2135
SYT3	1.176
PIH1D2	-0.01475
C20orf7	-0.798
IL1R2	0.820666666666667
SLAMF9	1.1565
PPME1	0.259125
PIK3CA	-0.0525
TRAPPC1	-0.321625
COLEC10	-0.7425
SLC9A6	1.001
PDDC1	-0.560333333333333
CCDC53	-0.019
GK3P	-0.6545
DAZL	-0.2635
BRI3	-0.10825
SDK1	0.163625
CYP2C18	-0.104
IFI44L	3.541
RPL3L	0.181
FUT9	-1.19
KIFC2	-0.135666666666667
PMP2	-0.506
SLC4A9	-0.156
PLAG1	-2.1075
MYCBP2	0.242333333333333
OR4E2	0.266
CCDC65	0.4545
C16orf82	0.160875
ENTPD4	-0.531375
BRP44L	0.295625
PMP22CD	0.271
TMCO4	0.656
KCNN1	-0.5585
WDR35	-0.8555
CCDC80	1.751625
C3orf31	-0.766
SLC7A9	-1.392
TMEM190	-0.10625
DBC1	-1.42766666666667
FADS3	-0.269333333333333
PDZD8	-0.562
GRM5	0.21875
AZGP1	3.6841
PEX3	1.5385
MED1	-0.982642857142857
ATG4C	-0.961
HNRPH3	-1.416875
FAM109B	1.716
C4orf17	0.0345
CA10	0.5835
OPRD1	-0.2095
CCL16	-0.99125
SACM1L	-1.167
CST6	4.889
CD63	1.2001875
LGI1	-1.5635
ZNF784	0.836
CRYBB1	-1.2015
CX3CL1	0.95725
TOP2A	-2.536875
GYPB	-2.86033333333333
GADD45GIP1	0.47575
FEN1	-0.689375
IGF1R	3.9568125
WDR72	-1.96366666666667
PURG	-0.763666666666667
DEFB126	-0.193
PKD1L1	-0.2115
CAV1	-2.3658
GNPDA2	0.6137
DGAT2	-0.6
NLGN1	-3.5895
STRBP	0.13625
HPRT1	-0.904166666666667
FANCI	-0.356
PSMA7	1.324875
DBF4B	-0.969833333333333
TTF1	-0.636
RAD54L	-2.0245
ELOF1	0.34525
PLAGL2	-0.7645
ZNF256	0.243
HMGCL	0.25425
MSI2	1.40933333333333
RPESP	4.493
C11orf60	0.13675
ABCD1	0.532
ACAA1	0.2866
SPARCL1	4.60435714285714
IL6ST	-0.6237
ZNF319	0.34075
TMEM109	-0.2623
FAM90A1	-1.07333333333333
IL22RA1	-0.696
ATP4B	0.501
TEC	-0.532166666666667
C7orf30	-0.621
TXNDC2	-0.401833333333333
ABCB4	-0.35325
KIAA1191	0.40825
C9orf38	-0.02
SFTPB	0.280125
CNTNAP2	0.814166666666667
FRK	0.5665
TBX19	-0.06325
